Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398)
6.298164066261771e-07,0.4671883946831864,154.0,0.0,0.0,0.0,0.89777780359292914,1.0,18.978192249039463,0.0071634447070312935,0.020367146194764714,0.0093218384904301833,0.0054827779523069472,1.4045711249585158e-08,7.5128293792857359e-09,0.0033191182469251368,4.2228653777494974e-12,0.0037567235409589088,9.3399066632677882e-05,1.1442508063076284e-10,0.021501419557587602,1.2626965322448869e-12,2.1049013854363162e-06,0.0022137183192788941,0.0028764538824278714,1.2234281017573033e-06,8.2231078722036304e-07,0.014656979042973002,1.0745482960742585e-05,4.5455036705955161e-05,4.8184523682347335e-05,0.013626744542048317,0.00085074675304181173,0.0016831347829122253,7.0166686836060653e-12,1.5513266153571324e-07,1.3345669990034943e-07,0.00045189632826593762,1.5407465417543511e-07,1.6763150278720722e-08,8.1192403569368181e-11,8.3059732350073457e-06,7.2122515638842777e-07,1.5212862216901064e-05,6.4779346610771483e-06,1.2459145498808102e-06,4.4783511932249082e-05,2.1980270126263679e-06,6.8982124946825765e-06,3.9284632986049731e-13,1.6137796835417126e-05,4.1205389658672918e-06,7.1518902573029576e-08,4.206769567084817e-08,9.1974962193726137e-12,4.2181011124077097e-11,1.9929225484261427e-07,2.9680961242123232e-14,9.6496809979794133e-11,4.1299832067794458e-12,3.5632650806204278e-08,4.0784616538592021e-11,3.0604140745286425e-11,9.7964226601581292e-11,1.2774227809277285e-15,6.2969950835501394e-17,4.3397851070759595e-11,2.4992711210248262e-20,8.360891940720931e-15,3.3230728469175274e-09,7.2333610132792659e-16,2.2046233730433442e-07
6.39810662623455e-07,0.46718765995202266,154.0,0.0,0.0,0.0,0.89629473656162584,1.0,18.977806117171617,0.0072427685145273393,0.020418431114703955,0.0093051846236811772,0.0054728812667159017,1.4080814308401507e-08,7.5015833162358807e-09,0.0033686859994486134,4.2158894948201213e-12,0.0038134391106214543,9.3632492365835644e-05,1.1421853769621557e-10,0.021981259691053669,1.2658523011236609e-12,2.1011473144373142e-06,0.0022440223111334311,0.0029349199283156499,1.2401525605324094e-06,8.3355194279065994e-07,0.015051274935706689,1.1090903739103092e-05,4.7769778930618983e-05,5.0699306725256309e-05,0.013964145505856557,0.00085372323855557885,0.0017353588534240409,7.2052617502213978e-12,1.5748520551555006e-07,1.3545853016625278e-07,0.00046967951225596077,1.582229085515016e-07,1.7426706432473563e-08,8.3203338319173244e-11,8.5355669712558537e-06,7.3929575261462162e-07,1.5719036105261264e-05,6.6935890777106537e-06,1.2886628882620037e-06,4.700367442550999e-05,2.2745729995794775e-06,7.3035710527771589e-06,4.0632520634899597e-13,1.7085369701399475e-05,4.3540576307419875e-06,7.5702650544730449e-08,4.4528614995029089e-08,9.7355366477607708e-12,4.4718292713288542e-11,2.1128384977743705e-07,3.1453467141625266e-14,1.014743643335746e-10,4.3430218867152678e-12,3.7756276135341604e-08,4.3214476890894449e-11,3.242747010929863e-11,1.0380071827940774e-10,1.3521507724948777e-15,6.6721561058770618e-17,4.5981118012240216e-11,2.6480408021396058e-20,8.8585759387008948e-15,3.4974632729066208e-09,7.6565056047802646e-16,2.383361686881865e-07
6.498049186207329e-07,0.4671869265797388,154.0,0.0,0.0,0.0,0.89481605757528593,1.0,18.977420611332956,0.007321215807981004,0.020466505846177391,0.0092877867375411507,0.00546254755487672,1.4113702716800368e-08,7.4903717061424023e-09,0.0034181627814868676,4.208934251872881e-12,0.0038700698252623783,9.3851191331967949e-05,1.1400287406343003e-10,0.022461474438645608,1.2688089733849894e-12,2.0972247134835806e-06,0.002273712615030322,0.0029932792246701707,1.2565372815012095e-06,8.4456474768947174e-07,0.01544661631826565,1.1435295214043955e-05,5.0142097835520611e-05,5.3281699302533313e-05,0.014301241939516688,0.00085651918888883993,0.0017878173910323622,7.3943480566952233e-12,1.5983422829592166e-07,1.3745668553841462e-07,0.00048772186971878526,1.6238220012952297e-07,1.8100029753251404e-08,8.5212468119262589e-11,8.7656454873855761e-06,7.5735365216169134e-07,1.6228787016315048e-05,6.9107662363686278e-06,1.3317377328809612e-06,4.9283265615225339e-05,2.3517229173462449e-06,7.7227159876144202e-06,4.1990703274660937e-13,1.8065144315141842e-05,4.5953588420666696e-06,8.0030368033186983e-08,4.7074189869318377e-08,1.0292091948603194e-11,4.7346263987515581e-11,2.2370423384791219e-07,3.3289327258644813e-14,1.066282895944394e-10,4.5636094362292808e-12,3.9988242984291518e-08,4.5768248958056474e-11,3.4343780896013367e-11,1.0993484342411471e-10,1.4294494047059291e-15,7.0664485657024355e-17,4.8695890079045873e-11,2.8043838297185405e-20,9.3815952967541262e-15,3.6765789623610812e-09,8.0942063573980335e-16,2.5725319680339148e-07
6.597991746180108e-07,0.4671861946324188,154.0,0.0,0.0,0.0,0.89334175378760716,1.0,18.97703576542585,0.0073987944305384671,0.02051150911321125,0.0092697180243445955,0.0054518199045373297,1.4144472286041019e-08,7.479194446303484e-09,0.0034675488529557217,4.2019995876694939e-12,0.0039266159410824451,9.4055800668853978e-05,1.1377898897046514e-10,0.022941988554687695,1.271575162614346e-12,2.0931501468932843e-06,0.0023027947038148371,0.0030515273193103161,1.2725853117109383e-06,8.5535124995190714e-07,0.01584290305301754,1.1778372741591505e-05,5.2571212176290225e-05,5.5931162765904986e-05,0.01463796252637074,0.00085914552624935981,0.0018404932307646215,7.5838796896062801e-12,1.6217974050470895e-07,1.3945117651682882e-07,0.00050601667993222183,1.665514734338572e-07,1.878286798605953e-08,8.7219367539945428e-11,8.9961521831087372e-06,7.753949002877201e-07,1.6741923709774164e-05,7.1293844534044516e-06,1.3751219199763869e-06,5.1622282223206666e-05,2.4294450936827784e-06,8.1557122425642017e-06,4.3358639718788194e-13,1.9077272241927647e-05,4.8444914197978257e-06,8.4502803756770919e-08,4.9704857301293608e-08,1.0867258409799694e-11,5.0065491908334575e-11,2.3655609246381391e-07,3.5188942942796421e-14,1.1195997280374453e-10,4.7918052274495084e-12,4.2332298500495887e-08,4.8450214776866776e-11,3.6356286279243043e-11,1.1637688735227686e-10,1.509331947682261e-15,7.4805335879188662e-17,5.1546697725027444e-11,2.9685611114314682e-20,9.9308228377314461e-15,3.8603830169495925e-09,8.5465384127235079e-16,2.7724847914665651e-07
6.697934306152887e-07,0.4671854641721149,154.0,0.0,0.0,0.0,0.89187181304388774,1.0,18.976651611019218,0.0074755121592715362,0.020553573195147737,0.0092510464352099069,0.0054407383156881073,1.4173214380391688e-08,7.4680514450216103e-09,0.0035168444730297086,4.1950854466796403e-12,0.003983077713848723,9.4246927875181981e-05,1.1354771721190916e-10,0.023422730341152345,1.2741590820610936e-12,2.0889389931356442e-06,0.0023312745522710812,0.0031096602038965704,1.2882999753742001e-06,8.6591368384828383e-07,0.016240040064157284,1.2119866907990515e-05,5.5056303065972941e-05,5.8647117260283632e-05,0.01497424108896105,0.00086161257580736857,0.0018933701301573256,7.7738111612848315e-12,1.6452175275155081e-07,1.4144201357114629e-07,0.00052455729085516074,1.707297263336695e-07,1.9474971380315538e-08,8.9223641795765887e-11,9.2270339604256801e-06,7.9341582266304024e-07,1.7258262923371815e-05,7.3493654526463445e-06,1.4187989825477419e-06,5.4020705245970565e-05,2.5077091272872902e-06,8.6026179699740141e-06,4.4735810750316655e-13,2.012188921261446e-05,5.1015009929660508e-06,8.9120628491017477e-08,5.2421008381055578e-08,1.1461122295646891e-11,5.2876491985976329e-11,2.498418676507506e-07,3.7152679559077508e-14,1.1747069940515656e-10,5.0276642837984577e-12,4.4792214662469534e-08,5.1264684515434666e-11,3.8468220542349632e-11,1.2313720295187649e-10,1.5918102772210565e-15,7.9150766407774362e-17,5.4538100840041799e-11,3.1408352501816952e-20,1.0507137055688061e-14,4.0488356156091778e-09,9.0135690170330204e-16,2.9835716324163151e-07
6.797876866125665e-07,0.46718473525703624,154.0,0.0,0.0,0.0,0.89040622381277978,1.0,18.976268177480151,0.0075513767058191577,0.020592824218952119,0.0092318350071477779,0.0054293398938663612,1.4200016106776048e-08,7.456942610718848e-09,0.0035660499001789192,4.1881917740426083e-12,0.0040394553989153989,9.4425152207058756e-05,1.1330983317775139e-10,0.023903631477708128,1.2765685627987191e-12,2.0846055189030614e-06,0.0023591585865408069,0.0031676742820019345,1.3036848456345671e-06,8.7625445102586407e-07,0.016637937101192619,1.2459523400631227e-05,5.759651709020189e-05,6.1428944684645379e-05,0.015310016279911057,0.0008639300893996814,0.0019464327272812156,7.9640992971914944e-12,1.6686027562874323e-07,1.4342920714220269e-07,0.00054333712593211247,1.7491600755225736e-07,2.017609295239985e-08,9.1224924903297548e-11,9.4582410342253615e-06,8.1141300874422172e-07,1.7777629176815661e-05,7.5706342818600088e-06,1.4627531354196772e-06,5.6478501029784945e-05,2.5864858623883382e-06,9.0634848553720952e-06,4.6121718650570944e-13,2.1199115878912631e-05,5.3664301402074947e-06,9.3884438660272541e-08,5.5222990394565107e-08,1.2073760308569783e-11,5.5779730531537026e-11,2.6356376869812844e-07,3.9180868061441881e-14,1.2316165762972829e-10,5.2712374676283225e-12,4.7371786075748932e-08,5.4215993954617559e-11,4.0682837187855462e-11,1.3022620462850763e-10,1.6768949389674892e-15,8.3707471468243221e-17,5.7674686096108284e-11,3.3214703912282717e-20,1.1111421604289156e-14,4.2418942224624148e-09,9.4953578846678593e-16,3.2061446450357014e-07
6.897819426098444e-07,0.4671840079417535,154.0,0.0,0.0,0.0,0.88894497512110704,1.0,18.975885492100115,0.0076263957170133942,0.02062938244252193,0.0092121421740179125,0.0054176590332173351,1.4224960515724643e-08,7.4458678549126176e-09,0.0036151653922021176,4.1813185167445733e-12,0.0040957492512414765,9.4591025963458721e-05,1.1306605467188958e-10,0.024384626859824,1.278811071357918e-12,2.080162949410372e-06,0.0023864536368401815,0.0032255663391893129,1.3187437185391214e-06,8.863761029698915e-07,0.017036508510037879,1.2797102821771728e-05,6.019096932111337e-05,6.427599156496145e-05,0.01564523128765009,0.00086610726958706054,0.0019996664994955744,8.1547031257139091e-12,1.6919531971200729e-07,1.4541276764339424e-07,0.00056234969009563457,1.7910941425557283e-07,2.0885988717575584e-08,9.3222877926974217e-11,9.6897267503724146e-06,8.2938329592552349e-07,1.8299854565222407e-05,7.7931192246297481e-06,1.5069692590754426e-06,5.899562228463902e-05,2.6657473608314552e-06,9.5383584321587729e-06,4.751588668955039e-13,2.230905854650533e-05,5.6393185265333928e-06,9.879475986488343e-08,5.8111108907237341e-08,1.2705240042765272e-11,5.877562688376836e-11,2.7772378268793224e-07,4.1273806548453859e-14,1.290339428326047e-10,5.5225716658659507e-12,5.0074827866907448e-08,5.7308502076935683e-11,4.300340712840374e-11,1.3765436251597702e-10,1.7645952116852927e-15,8.8482181107370755e-17,6.096106441255683e-11,3.5107320762222035e-20,1.1744564808575152e-14,4.4395137886670301e-09,9.9919575562992448e-16,3.4405564516456929e-07
6.997761986071223e-07,0.46718328227740324,154.0,0.0,0.0,0.0,0.88748805649192741,1.0,18.975503580215218,0.0077005767754905266,0.020663362528549244,0.0091920220613288771,0.0054057275898656701,1.4248126800807789e-08,7.4348271008758316e-09,0.0036641912062562797,4.1744656276411808e-12,0.0041519595254055561,9.4745075696630701e-05,1.1281704652664339e-10,0.024865654444635173,1.2808937267210407e-12,2.0756235349945968e-06,0.0024131668933109504,0.0032833335149919846,1.3334805888013642e-06,8.9628132461095831e-07,0.017435673012019332,1.3132380452040705e-05,6.283874622635745e-05,6.7187571835083902e-05,0.015979833556763436,0.00086815279382099068,0.0020530577231117099,8.3455837715005363e-12,1.7152689556113412e-07,1.4739270546190762e-07,0.00058158857502886791,1.833090897237464e-07,2.1604417893639413e-08,9.5217187311640664e-11,9.9214474113358313e-06,8.4732375445929102e-07,1.8824778544330727e-05,8.0167517087403193e-06,1.5514328825026807e-06,6.1572009039704504e-05,2.7454668721347565e-06,1.0027278386399372e-05,4.8917858585358588e-13,2.3451809885115067e-05,5.9202030361543778e-06,1.0385205033640696e-07,6.1085629807397377e-08,1.3355620428717404e-11,6.1864555602037669e-11,2.9232368486422066e-07,4.3431761795297236e-14,1.3508856176461772e-10,5.7817099728885278e-12,5.2905173674259298e-08,6.0546588762417549e-11,4.5433216958159816e-11,1.4543219694530889e-10,1.8549191693091294e-15,9.3481657637493823e-17,6.4401868538030205e-11,3.7088871039904949e-20,1.240745919938149e-14,4.6416469479130046e-09,1.050341375029162e-15,3.6871599424199939e-07
7.097704546044002e-07,0.4671825583118469,154.0,0.0,0.0,0.0,0.88603545788593796,1.0,18.975122465320002,0.0077739274002878913,0.020694873808496751,0.0091715247645642699,0.0053935750465715568,1.4269590464827246e-08,7.42382026982168e-09,0.0037131275988827859,4.1676330591212251e-12,0.0042080864756178548,9.4887803493342039e-05,1.1256342404518674e-10,0.025346655104272926,1.2828233167113452e-12,2.070998614183691e-06,0.0024393058648470656,0.0033409732766961743,1.3478996266923738e-06,9.0597291894775639e-07,0.017835353491006043,1.346514597026087e-05,6.5538908470502732e-05,7.016296952241886e-05,0.016313774522683233,0.000870074838516846,0.002106593434108509,8.5367043544786445e-12,1.7385501372051361e-07,1.4936903095981191e-07,0.00060104746374561489,1.8751422110897148e-07,2.233114307851149e-08,9.7207563301414316e-11,1.0153362109406444e-05,8.6523167313159356e-07,1.9352247709688655e-05,8.2414662120114041e-06,1.596130165270888e-06,6.4207589542813686e-05,2.825618801929138e-06,1.0530278851396075e-05,5.0327197938622896e-13,2.4627449614765988e-05,6.2091179012349907e-06,1.0905670432096089e-07,6.4146781294873939e-08,1.4024952168098647e-11,6.504684861833484e-11,3.0736504880881171e-07,4.5654970757662751e-14,1.4132643676456516e-10,6.0486918698917191e-12,5.5866673733498687e-08,6.3934652603466232e-11,4.7975567312477143e-11,1.5357027319040735e-10,1.9478737413285088e-15,9.8712692259967303e-17,6.800175074732006e-11,3.9162033978405357e-20,1.3101001069209663e-14,4.8482442053258147e-09,1.102976570463328e-15,3.946308085294794e-07
7.197647106016781e-07,0.46718183608985164,154.0,0.0,0.0,0.0,0.88458716964627582,1.0,18.97474216917599,0.0078464550474270749,0.020724020536703337,0.0091506966126172484,0.0053812286678406119,1.4289423499026586e-08,7.4128472823352454e-09,0.0037619748260304176,4.1608207635300201e-12,0.0042641303557296503,9.501968813496201e-05,1.1230575623726971e-10,0.025827572486359484,1.2846063138223791e-12,2.0662986732724729e-06,0.002464878340739446,0.0033984833948277212,1.3620051569369386e-06,9.1545379283426451e-07,0.018235476788785378,1.3795203135684066e-05,6.8290493606957092e-05,7.3201441336034754e-05,0.016647009360365637,0.00087188110286300741,0.0021602613900134392,8.7280298914061204e-12,1.7617968471955414e-07,1.5134175447501998e-07,0.00062072013454250838,1.9172403727947162e-07,2.3065930403826313e-08,9.9193738441517586e-11,1.0385432567467251e-05,8.8310454567706672e-07,1.9882115571798825e-05,8.4672001663118606e-06,1.6410478790292203e-06,6.6902281106503029e-05,2.9061786791550596e-06,1.1047388691840962e-05,5.1743487649182673e-13,2.5836045167785173e-05,6.5060948264866559e-06,1.1440905536965255e-07,6.7294755823490003e-08,1.471327815693075e-11,6.832279734198337e-11,3.2284925639418723e-07,4.7943642042367463e-14,1.4774840986010285e-10,6.3235534004373289e-12,5.8963193056337606e-08,6.7477108821351852e-11,5.063377130460536e-11,1.6207919646503727e-10,2.0434647717734352e-15,1.0418210184906965e-16,7.1765380650990958e-11,4.1329498794290245e-20,1.3826090050315762e-14,5.0592541195882887e-09,1.1571046510939189e-15,4.2183537458706676e-07
7.29758966598956e-07,0.46718111565327863,154.0,0.0,0.0,0.0,0.88314318244673617,1.0,18.974362711915074,0.0079181671104841499,0.02075090213454385,0.0091295804166750556,0.0053687136459769436,1.4307694568214104e-08,7.4019080724033485e-09,0.0038107331430753569,4.1540286996719791e-12,0.0043200914192403142,9.5141186143993031e-05,1.1204456886128196e-10,0.026308352881368981,1.2862488903644393e-12,2.061533402501108e-06,0.0024898923549864851,0.0034558619202479358,1.3758016392843665e-06,9.2472694375818578e-07,0.018635973508712184,1.4122369438267031e-05,7.1092518659264276e-05,7.6302219155584077e-05,0.016979496746534775,0.00087357883222407564,0.0022140500330366732,8.9195272006244423e-12,1.7850091907300065e-07,1.5331088632212732e-07,0.00064060046437555327,1.9593780675003706e-07,2.380854966648316e-08,1.0117546616023643e-10,1.0617622987175507e-05,9.0094005791381479e-07,2.0414242328707412e-05,8.6938938604843174e-06,1.6861733885906571e-06,6.9655990903206354e-05,2.9871231223449457e-06,1.1578631777493837e-05,5.3166329320157881e-13,2.7077652326416122e-05,6.8111631095313107e-06,1.1990937953099351e-07,7.052971199210667e-08,1.5420633896391196e-11,7.1692654711891856e-11,3.3877750748903942e-07,5.0297957341157476e-14,1.5435524676701398e-10,6.6063273417013774e-12,6.2198609699938845e-08,7.1178387279459092e-11,5.3411153035512072e-11,1.7096960715644629e-10,2.14169707663925e-15,1.0989672588740908e-16,7.5697443114636271e-11,4.3593963489903198e-20,1.4583628714262961e-14,5.2746234781650201e-09,1.2127283439607572e-15,4.5036495170502245e-07
7.397532225962338e-07,0.4671803970412138,154.0,0.0,0.0,0.0,0.88170348724337166,1.0,18.973984112136463,0.0079890709211474873,0.020775613424414162,0.0091082157039440101,0.0053560532395594464,1.4324469151961475e-08,7.391002570473452e-09,0.0038594028048383909,4.1472568251094023e-12,0.0043759699193021513,9.5252732943236406e-05,1.1178034732191972e-10,0.026788945096558936,1.2877569329749097e-12,2.0567117490600914e-06,0.0025143561531250848,0.0035131071627670209,1.3892936497349702e-06,9.3379544741664244e-07,0.019036777827617306,1.4446475722172203e-05,7.3943982591316953e-05,7.9464512420095407e-05,0.017311198635055387,0.00087517484102555816,0.002267948454520133,9.1111648132844254e-12,1.808187272811591e-07,1.5527643679313535e-07,0.00066068243170824316,2.0015483570060601e-07,2.4558774439993907e-08,1.031525194302565e-10,1.0849899904465399e-05,9.1873607557576025e-07,2.0948494637519369e-05,8.9214903428676565e-06,1.7314946327532563e-06,7.2468616712060121e-05,3.068429805276528e-06,1.212402724632554e-05,5.4595342652643325e-13,2.8352315835904443e-05,7.1243497570177611e-06,1.2555789845496145e-07,7.3851776366773392e-08,1.6147047891754039e-11,7.5156637192313243e-11,3.5515082939612739e-07,5.2718072825665389e-14,1.6114764077859253e-10,6.897043370860122e-12,6.5576813124657867e-08,7.5042930611247923e-11,5.6311046188322646e-11,1.802521763214096e-10,2.2425744992159863e-15,1.1586342357195049e-16,7.9802636284608028e-11,4.5958133715669197e-20,1.5374522191052053e-14,5.4942974655582118e-09,1.269849825313143e-15,4.8025475581353213e-07
7.497474785935117e-07,0.46717968029012075,154.0,0.0,0.0,0.0,0.88026807522941664,1.0,18.973606386999037,0.0080591737497638805,0.020798244853847962,0.0090866389381027944,0.0053432689033675049,1.4339809699628037e-08,7.3801307016577726e-09,0.0039079840655995082,4.1405050950465756e-12,0.0044317661087231539,9.5354743895752664e-05,1.1151353938157271e-10,0.027269300336180427,1.2891360565986147e-12,2.0518419669804055e-06,0.0025382781614392232,0.0035702176711868822,1.4024858635675972e-06,9.4266244631595401e-07,0.019437827315898375,1.4767365787247437e-05,7.6843868666633575e-05,8.2687510416297826e-05,0.017642080044959329,0.00087667553503077277,0.0023219463607427118,9.3029128869781763e-12,1.8313311983003372e-07,1.5723841615806754e-07,0.0006809601188756,2.0437446608054076e-07,2.5316382167324992e-08,1.0512468950515229e-10,1.1082232052229003e-05,9.364906328181423e-07,2.148474538623683e-05,9.1499353238631365e-06,1.7770001049869444e-06,7.5340047619750801e-05,3.1500774222481453e-06,1.2683589757151601e-05,5.6030164836713496e-13,2.9660069993114387e-05,7.4456795964959207e-06,1.3135478238943214e-07,7.7261045247383235e-08,1.6892542037678073e-11,7.8714926708559105e-11,3.7197008600690306e-07,5.5204120500161666e-14,1.6812621653860085e-10,7.1957282265885409e-12,6.9101702637557143e-08,7.9075192442369539e-11,5.9336792694225619e-11,1.8993760141618985e-10,2.3460999637342557e-15,1.2208907106923681e-16,8.4085669717736105e-11,4.8424721693002961e-20,1.6199677808786981e-14,5.7182198245540716e-09,1.3284707509867251e-15,5.1153994430919503e-07
7.597417345907896e-07,0.46717896543401766,154.0,0.0,0.0,0.0,0.87883693779345851,1.0,18.973229552309249,0.0081284828058734923,0.020818882709967346,0.0090648837272211402,0.0053303804099722376,1.435377580353918e-08,7.3692924070335823e-09,0.0039564771791100435,4.1337734721697992e-12,0.004487480239967874,9.544761517790472e-05,1.1124455768866905e-10,0.027749372087679525,1.2903916177900909e-12,2.0469316639955725e-06,0.0025616669584084557,0.003627192214688955,1.4153830400360003e-06,9.5133113924013679e-07,0.019839062765646429,1.5084895972817191e-05,7.9791146697362275e-05,8.597038446665829e-05,0.017972108860606805,0.00087808693293881857,0.0023760340401072335,9.4947431216609253e-12,1.8544410719138359e-07,1.591968346654853e-07,0.00070142771400728897,2.0859607379663112e-07,2.6081154236819308e-08,1.0709178472704132e-10,1.1314590229905333e-05,9.5420192137110418e-07,2.202287346677911e-05,9.3791770789887873e-06,1.8226788340938966e-06,7.8270164677878045e-05,3.232045653196917e-06,1.325732973193005e-05,5.7470449942380573e-13,3.1000939211085967e-05,7.7751753840567641e-06,1.3730015306323116e-07,8.0757586379718009e-08,1.7657131989344488e-11,8.2367672520018785e-11,3.8923598666053864e-07,5.7756209510124748e-14,1.7529153369266072e-10,7.5024058654565622e-12,7.2777185919016547e-08,8.3279635695781148e-11,6.2491741461647857e-11,2.0003660223435842e-10,2.4522755273554338e-15,1.2858055890298979e-16,8.8551262611436165e-11,5.0996445195913696e-20,1.7060004753332725e-14,5.946333010463715e-09,1.3885922858413361e-15,5.4425560176793109e-07
7.697359905880675e-07,0.4671782525045819,154.0,0.0,0.0,0.0,0.87741006648075659,1.0,18.972853622603026,0.0081970052387342254,0.020837609324109208,0.0090429810180342809,0.0053174059650448928,1.4366424315642633e-08,7.358487623762326e-09,0.0040048823986025966,4.1270619176965403e-12,0.0045431125651565806,9.5531724818059458e-05,1.1097378219344386e-10,0.028229116013611354,1.2915287273774458e-12,2.0419878456391405e-06,0.0025845312482680174,0.0036840297654863203,1.4279900072183484e-06,9.5980477129967004e-07,0.020240428026655391,1.5398934727733753e-05,8.2784775184136335e-05,8.9312290017778051e-05,0.018301255643480098,0.00087941468725220742,0.0024302023317181089,9.68662868276301e-12,1.8775169982270631e-07,1.611517025429115e-07,0.00072207951254776902,2.1281906698533969e-07,2.6852876042685788e-08,1.0905362940501029e-10,1.1546947179811107e-05,9.7186828031515183e-07,2.2562763550121942e-05,9.6091663529251897e-06,1.8685203649407967e-06,8.1258841519110092e-05,3.3143151288478232e-06,1.3845253587831097e-05,5.8915868311371479e-13,3.2374938559779549e-05,8.1128579077900824e-06,1.4339408647528037e-07,8.4341440590641655e-08,1.8440827520862855e-11,8.6114993028817041e-11,4.0694909469765845e-07,6.0374427406645885e-14,1.8264409041430543e-10,7.8170976127454591e-12,7.6607177629546358e-08,8.7660731006031309e-11,6.5779247185381195e-11,2.105599170888365e-10,2.5611024298235662e-15,1.3534478950132766e-16,9.3204142130153353e-11,5.3676026586342942e-20,1.7956413745278229e-14,6.1785783384030724e-09,1.4502151318775089e-15,5.7843672651311018e-07
7.797302465853453e-07,0.4671775415312706,154.0,0.0,0.0,0.0,0.87598745295758274,1.0,18.972478611223419,0.0082647481378361389,0.020854503267105001,0.009020959278613818,0.0053043623152818509,1.4377809476243266e-08,7.3477162775447293e-09,0.0040531999767988661,4.1203703875506854e-12,0.0045986633360628488,9.5607433634817257e-05,1.1070156240250646e-10,0.028708489848995898,1.2925522626681324e-12,2.037016956642238e-06,0.0026068798365544692,0.0037407294826631763,1.440311648440164e-06,9.6808662487765982e-07,0.020641869850133603,1.5709362170270477e-05,8.5823703348306363e-05,9.2712368630200396e-05,0.018629493455103896,0.00088066410437734994,0.0024844425953465389,9.8785441265627651e-12,1.9005590816715515e-07,1.6310302999716774e-07,0.00074290991840855454,2.1704288436606334e-07,2.7631337031430613e-08,1.110100627598445e-10,1.1779277470042355e-05,9.8948818645152165e-07,2.310430586456828e-05,9.8398562648104549e-06,1.9145147393474646e-06,8.430594493432168e-05,3.3968673960555386e-06,1.4447363959216531e-05,6.0366105954297944e-13,3.3782074283327857e-05,8.4587460871289752e-06,1.4963661557226214e-07,8.8012623362941724e-08,1.9243632869458327e-11,8.9956977522568313e-11,4.2510983570292174e-07,6.3058841364557677e-14,1.9018432680306327e-10,8.1398223078751388e-12,8.0595598093987292e-08,9.222295522031644e-11,6.9202669221547403e-11,2.2151829920969572e-10,2.6725811412860199e-15,1.423886748815812e-16,9.8049041825544212e-11,5.6466191904124756e-20,1.8889816735395782e-14,6.4148961236770895e-09,1.5133395553152106e-15,6.1411821800714768e-07
7.897245025826232e-07,0.46717683254149106,154.0,0.0,0.0,0.0,0.87456908897847907,1.0,18.972104530394994,0.008331718533406347,0.02086963953562929,0.0089988446706975016,0.0052912648486397578,1.4387983079199347e-08,7.3369783134273552e-09,0.004101430165915557,4.1136988465395903e-12,0.0046541328041096799,9.5675085932744408e-05,1.1042821945721323e-10,0.029187453303851224,1.2934668790138254e-12,2.0320249196817794e-06,0.0026287216075152157,0.0037972906971285047,1.4523528905058087e-06,9.7618001136485953e-07,0.021043337739876503,1.6016069641069706e-05,8.890687305839891e-05,9.6169749871013991e-05,0.018956797690549691,0.00088184016393031404,0.0025387466827726823,1.0070465326386531e-11,1.9235674265339444e-07,1.6505082721463335e-07,0.00076391344478808621,2.2126699367169005e-07,2.841633073550142e-08,1.1296093793008385e-10,1.201155738359629e-05,1.0070602452405995e-06,2.3647395977545145e-05,1.0071202214998072e-05,1.9606524771989481e-06,8.741133541299315e-05,3.479684883481336e-06,1.5063659909852991e-05,6.1820863956189093e-13,3.522234429455521e-05,8.8128570681299438e-06,1.5602773280468311e-07,9.1771126358844068e-08,2.0065547064706668e-11,9.3893687850307872e-11,4.4371850543281248e-07,6.5809499353200626e-14,1.9791262815303158e-10,8.4705964444647992e-12,8.4746372060251528e-08,9.6970789965873494e-11,7.2765370514036064e-11,2.3292251331624589e-10,2.786711408559813e-15,1.4971913444498402e-16,1.0309070014694697e-10,5.9369670010451716e-20,1.9861126618600838e-14,6.6552258153558122e-09,1.5779654127899424e-15,6.5133486503450067e-07
