Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984)
4.1763312843689725e-09,0.6847801923835868,154.0,0.0,0.0,0.0,0.99994890808644765,0.99999999999504896,18.999988462501175,8.5615852474685819e-06,2.0747051836166066e-05,9.4649691488249037e-06,1.140796106945353e-05,1.8653112441406783e-11,1.6526659260798208e-10,4.1119794671463602e-07,2.0460320576860846e-14,3.397863167062047e-07,1.2628080519899935e-07,4.2783184032675914e-13,2.9481185169746475e-08,2.898801585398371e-15,4.2965452924552156e-10,8.2662399198704724e-10,8.2749802496231001e-10,5.0447656682688356e-13,3.6901566922735228e-13,2.0743752389340176e-09,1.873401784075025e-20,1.8232910159406228e-20,1.8233247768985737e-20,8.1306288085537601e-11,3.1545665650582394e-09,1.5662891394542206e-14,4.9342849188545439e-19,1.2631717489269114e-12,1.5225842539551241e-12,5.4062797067422664e-16,4.0963809753220039e-15,8.3711843440147683e-22,6.0305752645136693e-20,7.4163958305548169e-17,6.3078266941669653e-17,9.0103099455822442e-18,2.948261183893713e-18,2.1665544172092814e-20,9.6242548500770394e-19,2.891473974637127e-21,8.4485254007653397e-24,4.2279635102876576e-27,2.4726798830073589e-23,4.5397917261950418e-21,3.9181086761345372e-19,3.9357097220443773e-19,1.4108705610045686e-23,4.3957323960959475e-23,3.2114666444478022e-19,3.6901293318701258e-21,5.183751607882196e-16,3.1475142808498147e-17,8.1611478773490078e-16,1.2414535816427072e-18,1.0620663085507681e-18,2.6634187532455464e-18,2.2082350702801714e-26,6.8450168436784532e-24,2.8126487999176602e-18,1.8244381423902263e-27,4.0448848376136834e-22,4.4168838567078496e-26,1.2349521942119996e-26,2.1293975970814179e-21,1.4110324221538131e-26,2.5672152530800668e-26,4.9201825921830093e-13,3.3585883954031558e-12,1.1012888842277379e-12,1.6559449609213014e-17,5.0176765959727072e-16,5.0502167773680516e-16,3.2540181395343793e-18
4.31790905431403e-09,0.6847801907611806,154.0,0.0,0.0,0.0,0.99994717535315958,0.99999999999472211,18.999988047606827,8.8516194695774667e-06,2.1450262438184943e-05,9.7620550612856962e-06,1.1818349059102526e-05,1.9285349730893189e-11,1.6526633003390471e-10,4.2514012091245266e-07,2.0460285125150846e-14,3.5130724132232752e-07,1.3056438443051966e-07,4.4322258965705387e-13,3.1513737857054676e-08,2.9971320219998041e-15,4.4665547564291108e-10,8.9076763399614139e-10,8.9170954581544649e-10,5.4362586865673742e-13,3.9766597180601191e-13,2.219456929264068e-09,2.2538970852269683e-20,2.1937126170981562e-20,2.1937547037401585e-20,8.9517000451382952e-11,3.3683152384808515e-09,1.7803707289095571e-14,5.2148079918053958e-19,1.3440631137518827e-12,1.619886376057798e-12,6.1984502456003799e-16,4.4253528209899316e-15,9.8985229841806388e-22,6.6401459543755583e-20,8.4352732259840992e-17,7.138264152752677e-17,1.0482695801043407e-17,3.5174525159801411e-18,2.5944003869104207e-20,1.1316238451866427e-18,3.5835207824989028e-21,1.0730409446720336e-23,5.0628943351320843e-27,3.0737683041952299e-23,5.4666942523925874e-21,4.2618636102621273e-19,4.3115074916333235e-19,1.5346817528637395e-23,4.7752442237877032e-23,3.4886376458576957e-19,3.8563736512375863e-21,5.4172474340166879e-16,3.2904775630075518e-17,8.8542356888027944e-16,1.3469080872275753e-18,1.152289465352224e-18,2.8903483211816881e-18,2.4190864602526062e-26,7.4282285651032078e-24,3.0105083147734137e-18,1.9527806662670176e-27,4.3294292605232114e-22,5.4914945032250219e-26,1.3528705233753414e-26,2.3963633199722083e-21,1.5879375266244516e-26,3.0177858195918686e-26,5.2697875058194259e-13,3.5486372690121964e-12,1.2029610087133153e-12,1.8848102110028045e-17,5.4805225730791857e-16,5.5172455745747654e-16,3.6723001495580329e-18
4.459486824259087e-09,0.6847801891388001,154.0,0.0,0.0,0.0,0.99994544257300388,0.99999999999438494,18.999987632709654,9.1416403329352481e-06,2.215346554224037e-05,1.0059137621700627e-05,1.2228732395411175e-05,1.9917580253887505e-11,1.6526607313571593e-10,4.3908226658654925e-07,2.0460249660535098e-14,3.6282814564012092e-07,1.3484791782390374e-07,4.586131644787468e-13,3.3614030875852167e-08,3.0954614050471669e-15,4.636714985824938e-10,9.5740125004241948e-10,9.5841368180938258e-10,5.8429502862789118e-13,4.2742906417103201e-13,2.3695805857231135e-09,2.6945197885141285e-20,2.6226941508710094e-20,2.622746224838084e-20,9.8257555535505596e-11,3.5890521235318226e-09,2.0156476627977333e-14,5.502962573871039e-19,1.427076513421459e-12,1.7197225908016201e-12,7.075142004904626e-16,4.7677333201796687e-15,1.1640148463227505e-21,7.28911289329107e-20,9.5546878760796402e-17,8.0450166175527735e-17,1.2134413194501661e-17,4.1710363446972081e-18,3.0877423878812348e-20,1.3236593056784367e-18,4.4091002358241193e-21,1.3520549435908242e-23,6.0256394540427307e-27,3.7937451368830649e-23,6.5424241695154573e-21,4.6268619445984277e-19,4.7122421280853194e-19,1.6661456035452308e-23,5.1728505941054257e-23,3.7789410017248104e-19,4.0230961184377628e-21,5.6514144100950686e-16,3.4338624547077109e-17,9.5779320640417157e-16,1.4570208441820456e-18,1.2464983658703665e-18,3.127296534099394e-18,2.643929347028384e-26,8.0371883320696175e-24,3.2138276455830146e-18,2.0846647259637554e-27,4.621825567044146e-22,6.776618482871425e-26,1.4786135765851326e-26,2.6859455427354193e-21,1.7798296329468103e-26,3.5288713133414902e-26,5.6313766773270459e-13,3.7423400716922906e-12,1.3102610867378715e-12,2.1369415904132355e-17,5.9689400742800776e-16,6.0102250262654886e-16,4.1284951985411168e-18
4.601064594204145e-09,0.684780187516446,154.0,0.0,0.0,0.0,0.99994370974598912,0.99999999999403733,18.999987217809647,9.4316478381204359e-06,2.2856661132521494e-05,1.0356216821918393e-05,1.2639111064548861e-05,2.0549803997786458e-11,1.6526580854146126e-10,4.5302438378208016e-07,2.04602142103213e-14,3.7434902969661666e-07,1.3913140528284102e-07,4.7400356426022291e-13,3.5782063274348571e-08,3.1937897355971056e-15,4.807005050481696e-10,1.0265268937088181e-09,1.0276124892862768e-09,6.2648530057500968e-13,4.5830586605810653e-13,2.5247594779977482e-09,3.2022225492065559e-20,3.1170116909627725e-20,3.1170756724771643e-20,1.0754431137813194e-10,3.8167771270770109e-09,2.2734726498083269e-14,5.7987755456374899e-19,1.5121804835598496e-12,1.8220542347982596e-12,8.0422073689509864e-16,5.1235616302680515e-15,1.361760899299115e-21,7.9786967153774801e-20,1.0780946189989187e-16,9.0322216035247017e-17,1.3980313340567176e-17,4.9179430674761362e-18,3.6538640819633656e-20,1.5407478993068105e-18,5.3881700100179073e-21,1.6909662025337478e-23,7.1304128435702484e-27,4.6511108950653261e-23,7.7848174950117306e-21,5.0139851713418611e-19,5.1390137829176857e-19,1.8055797053395397e-23,5.5887970612323291e-23,4.0825448272760192e-19,4.1902406585147792e-21,5.8861738122702696e-16,3.5776195065036947e-17,1.0332320736190588e-15,1.5718046047656342e-18,1.3447039239371233e-18,3.3742885202441712e-18,2.8833810000983008e-26,8.6719607246521138e-24,3.4225148872746256e-18,2.220030706818068e-27,4.9219415853300828e-22,8.3041256271180288e-26,1.6125265608995319e-26,2.999197659477409e-21,1.9874067876904286e-26,4.106289597768224e-26,6.0049414615926902e-13,3.9395938205356331e-12,1.4232927972396465e-12,2.4139070315897951e-17,6.4833957092615552e-16,6.5296423126752888e-16,4.6246603413734462e-18
4.742642364149202e-09,0.6847801858941176,154.0,0.0,0.0,0.0,0.99994197687212394,0.99999999999367906,18.999986802906811,9.7216419857114843e-06,2.3559849193218429e-05,1.0653292653762329e-05,1.3049485052710904e-05,2.1182020947869338e-11,1.6526553958097721e-10,4.6696647253468999e-07,2.0460178768927064e-14,3.8586989352100238e-07,1.4341484671102655e-07,4.893937884878282e-13,3.8017834099262173e-08,3.2921170104119054e-15,4.9774068668281172e-10,1.0981463352367787e-09,1.0993077409666537e-09,6.701977653277108e-13,4.9029717029868549e-13,2.6850068749876074e-09,3.7844833498537597e-20,3.6839539999150713e-20,3.6840320973978433e-20,1.1739362481840776e-10,4.0514901553543038e-09,2.5552401491736694e-14,6.1022648320493774e-19,1.5993440275288883e-12,1.9268432360017422e-12,9.1056961328022761e-16,5.4928762559044757e-15,1.5853803068725863e-21,8.7101181296977499e-20,1.2120539230341689e-16,1.0104087663394096e-16,1.6035931584132292e-17,5.7676832404713012e-18,4.3005682234698012e-20,1.7852426573823366e-18,6.5428542404409868e-21,2.1000896837288516e-23,8.3924414861381581e-27,5.6665193705229155e-23,9.2131690119044817e-21,5.4241353251316746e-19,5.5929514588008828e-19,1.9533090571046495e-23,6.0233357887336342e-23,4.3996218170632639e-19,4.3577577136212962e-21,6.121456065885082e-16,3.7217050159131726e-17,1.1117475704989459e-15,1.6912706388576003e-18,1.446915784711341e-18,3.6313463816003356e-18,3.1380748766628378e-26,9.3326025453792171e-24,3.6364851425405537e-18,2.3588235397827538e-27,5.2296552216001726e-22,1.0109373758123269e-25,1.7549637363310695e-26,3.3371866186682099e-21,2.2113760193802018e-26,4.7562156308170558e-26,6.3904731372082372e-13,4.140298601943864e-12,1.5421567581266021e-12,2.7173293284844988e-17,7.0243419940375703e-16,7.075970885479056e-16,5.1628891441485313e-18
4.88422013409426e-09,0.6847801842718155,154.0,0.0,0.0,0.0,0.99994024395141701,0.99999999999331046,18.99998638800114,1.0011622776286842e-05,2.4263029708521238e-05,1.0950365108793815e-05,1.3459854346353811e-05,2.1814231087389625e-11,1.6526528774667062e-10,4.8090853286974376e-07,2.0460143291806996e-14,3.9739073713398686e-07,1.4769824201215392e-07,5.0478383667395069e-13,4.0321342395759651e-08,3.3904432221476527e-15,5.1479048667699219e-10,1.1722610944747249e-09,1.17350095893277e-09,7.1543335082897879e-13,5.2340365757737362e-13,2.8503360456720065e-09,4.4493223551179644e-20,4.3313390473289699e-20,4.3314337889649422e-20,1.2782185256310963e-10,4.2931911139713598e-09,2.8623864062133285e-14,6.4134397856951422e-19,1.6885366077087565e-12,2.0340521025366655e-12,1.0271855587274165e-15,5.8757151558265835e-15,1.8373008878728693e-21,9.4845979954815403e-20,1.358014253274713e-16,1.1264892697460445e-16,1.8317493821666589e-17,6.7303593624120067e-18,5.0361908361937065e-20,2.0596370513680682e-18,7.8975736543073027e-21,2.5910912870536876e-23,9.8279930364965376e-27,6.8629283559836836e-23,1.0848290074483903e-20,5.8582349465615895e-19,6.0752129458227229e-19,2.1096660516567661e-23,6.4767262397452405e-23,4.7303497602822699e-19,4.5256035886702724e-21,6.3571998268422733e-16,3.8660804503906872e-17,1.19334622103215e-15,1.8154288822254116e-18,1.553142451572166e-18,3.8984895068029325e-18,3.4086605858716617e-26,1.0019163623422171e-23,3.8556601769405856e-18,2.5009924777071186e-27,5.5448539641389257e-22,1.2231417618690421e-25,1.90628839584758e-26,3.7009933307136859e-21,2.4524536085731065e-26,5.4851914525040809e-26,6.7879629082642249e-13,4.3443574813171982e-12,1.6669506163461595e-12,3.0488863305712027e-17,7.5922177652289846e-16,7.6496708733070445e-16,5.7453108078060465e-18
5.167375673984374e-09,0.6847801810272892,154.0,0.0,0.0,0.0,0.99993677796951297,0.99999999999254163,18.99998555818128,1.0591544288704186e-05,2.5669368039706324e-05,1.1544499852338211e-05,1.4280578798234391e-05,2.3078630885379561e-11,1.6526477583171721e-10,5.0879256846354465e-07,2.0460072348763625e-14,4.2043236387055231e-07,1.5626489384802394e-07,5.3556340291721231e-13,4.5131567576516976e-08,3.5870924627287914e-15,5.4891375747804441e-10,1.3279816072271232e-09,1.3293863428039263e-09,8.1047696186272051e-13,5.9296443896403998e-13,3.1962927829561528e-09,6.0616513322591826e-20,5.901477594716261e-20,5.9016146609804987e-20,1.5048047530087617e-10,4.7975564415279982e-09,3.5587690322731474e-14,7.0589586198769991e-19,1.8728889822221349e-12,2.2555823138278705e-12,1.2938162440520624e-15,6.6821155356041056e-15,2.4364682392839668e-21,1.1167617102653203e-19,1.688700161433565e-16,1.3870764409962507e-16,2.3626851816119315e-17,9.0379749485570236e-18,6.8103063220666357e-20,2.7088262962093045e-18,1.1317272219143682e-20,3.8729691593224732e-23,1.3290142586183771e-26,9.9032440787123656e-23,1.4830102455454208e-20,6.8020747223109499e-19,7.1294816746745071e-19,2.4496292576790094e-23,7.4411413266655044e-23,5.433498624825553e-19,4.8621320493370006e-21,6.8298616347687188e-16,4.155569037412239e-17,1.3658153364070808e-15,2.0778560398158878e-18,1.7776693387893207e-18,4.4630975813103866e-18,4.0001862631973299e-26,1.1470213256468326e-23,4.3093425724115038e-18,2.7952757408369866e-27,6.1973011983195356e-22,1.7602181768524646e-25,2.2370982602866036e-26,4.5104561992145338e-21,2.9888470538946566e-26,7.2083709992879966e-26,7.6187811974853454e-13,4.7621641414752821e-12,1.9347043048477718e-12,3.8033922297560667e-17,8.8104472384386986e-16,8.8809614452511617e-16,7.0514206812459969e-18
5.450531213874488e-09,0.6847801777828668,154.0,0.0,0.0,0.0,0.99993331180034606,0.99999999999173095,18.999984728350036,1.1171412379999733e-05,2.7075675999600461e-05,1.2138620978336594e-05,1.5101284318543889e-05,2.4343003288385136e-11,1.6526418595692225e-10,5.3667649089332408e-07,2.0460001559484642e-14,4.4347391017716116e-07,1.6483136002003165e-07,5.6634225909503236e-13,5.0212731147154933e-08,3.7837374606152507e-15,5.8306164612193664e-10,1.4936968245329448e-09,1.4952770477461013e-09,9.1162125750580196e-13,6.6699196884345333e-13,3.5627358398577896e-09,8.1149722568781045e-20,7.9012981837362341e-20,7.9014924200838785e-20,1.7565102637971133e-10,5.329872342066908e-09,4.3749460058004209e-14,7.7355362819994501e-19,2.0650022327442562e-12,2.4863562064749814e-12,1.6095052690505868e-15,7.5430592480626508e-15,3.1815748317277714e-21,1.3037523416226091e-19,2.0758601086657738e-16,1.688536605443867e-16,3.0052277398682168e-17,1.1933963601413973e-17,9.0541944380923875e-20,3.5112266720136792e-18,1.5894621486186453e-20,5.66205468921841e-23,1.7669046244873919e-26,1.4008872837796097e-22,1.9929716468682191e-20,7.8532918041574632e-19,8.3116535383102605e-19,2.8282750810963977e-23,8.4842915732708369e-23,6.1935362297197031e-19,5.1995686668092512e-21,7.303797901595618e-16,4.445858299919395e-17,1.5506778231005391e-15,2.359144563656893e-18,2.0183346401040657e-18,5.0682255373936012e-18,4.6634754194244703e-26,1.3025399505707973e-23,4.7830548031305737e-18,3.1025514527492465e-27,6.8785537637657377e-22,2.4812510923295201e-25,2.608041745013109e-26,5.4365303075154764e-21,3.6025140187407092e-26,9.3359651538820007e-26,8.4973245711584349e-13,5.1922945307380138e-12,2.227278980920231e-12,4.6919553709300367e-17,1.0141336727265803e-15,1.0226943673170989e-15,8.5606945905185886e-18
5.7053711997755905e-09,0.6847801748629756,154.0,0.0,0.0,0.0,0.99993019208804346,0.99999999999096545,18.999983981492161,1.1693247990930749e-05,2.8341327091522696e-05,1.267331828719624e-05,1.5839903016518717e-05,2.5480914911313708e-11,1.6526377302293886e-10,5.6177192445354821e-07,2.0459937613295043e-14,4.6421123319059562e-07,1.7254102019549796e-07,5.9404261959112975e-13,5.501742432551525e-08,3.960714269793438e-15,6.1381040009521531e-10,1.6513911637136328e-09,1.6531384131102639e-09,1.0078703659658642e-12,7.3743813158198979e-13,3.9101381245768067e-09,1.0410620227772205e-19,1.0137375498539079e-19,1.0137637124277085e-19,2.005603595919904e-10,5.8328537498641634e-09,5.2226549757676014e-14,8.3710465336085553e-19,2.244350754584135e-12,2.7017245236301676e-12,1.940281371722392e-15,8.3647853229477019e-15,3.997337875887368e-21,1.4888303403045354e-19,2.4775425631059991e-16,1.9978126514092212e-16,3.6917576775783974e-17,1.5128717038650164e-17,1.1547502871618928e-19,4.3853332838681048e-18,2.1246276454595385e-20,7.8340912436071473e-23,2.2534691194761144e-26,1.8849917703340968e-22,2.5663020731124403e-20,8.897891360233416e-19,9.4934581287698182e-19,3.2045428073703445e-23,9.4924324124726906e-23,6.9275777924041299e-19,5.5038709151996572e-21,7.7311954901684306e-16,4.7076557812579702e-17,1.7276753145152796e-15,2.6284686561704913e-18,2.2487642367990869e-18,5.647557717843294e-18,5.3265585098788997e-26,1.4514290317908072e-23,5.2261685672132224e-18,3.3899793223954244e-27,7.5158023242453837e-22,3.3262812432830011e-25,2.9788699880682881e-26,6.3772968210585818e-21,4.2259175404752864e-26,1.1651629167962116e-25,9.3287584140056329e-13,5.5893882390406365e-12,2.51238348630719e-12,5.6190090188216483e-17,1.1437993517640126e-15,1.153907136714021e-15,1.01077849500077e-17
5.960211185676694e-09,0.6847801719431683,154.0,0.0,0.0,0.0,0.9999270722241651,0.99999999999016598,18.999983234625027,1.2215040337873587e-05,2.9606953388066547e-05,1.3208004452581883e-05,1.6578506222544233e-05,2.6618804190177087e-11,1.6526313847574915e-10,5.8686726685257688e-07,2.0459874095934377e-14,4.8494849146821222e-07,1.8025052879764608e-07,6.2174239886483315e-13,6.0041565742205817e-08,4.1376876574620136e-15,6.4457022610556209e-10,1.8171896717408855e-09,1.8191125646586274e-09,1.1090661924636104e-12,8.1150614844541233e-13,4.274297682468369e-09,1.3202512706022922e-19,1.285710249606251e-19,1.2857450108813988e-19,2.2770570673307331e-10,6.3584739180288153e-09,6.1878488230524371e-14,9.0320495791650864e-19,2.4296385852416004e-12,2.9241551944026861e-12,2.3197935183426619e-15,9.2311407999949641e-15,4.9710838965008395e-21,1.6905500450967086e-19,2.9344013270061553e-16,2.3458770847343577e-16,4.493395294196225e-17,1.8966554822928969e-17,1.4562888127692586e-19,5.4244363651197498e-18,2.8024227023310411e-20,1.0681052467836994e-22,2.8419161874004381e-26,2.5031511009687512e-22,3.2673821990565486e-20,1.004216642383857e-18,1.0795001364393593e-18,3.6167192672428236e-23,1.0568174273101371e-22,7.7103359328137637e-19,5.8086291189933664e-21,8.1592327713277239e-16,4.969855191323575e-17,1.9147530960571833e-15,2.9131338992613815e-18,2.4923202465319117e-18,6.2598317757299356e-18,6.0568241740964585e-26,1.6087842179309754e-23,5.6849007678957369e-18,3.6875381659614352e-27,8.1755120804927474e-22,4.3986270804307868e-25,3.3872699869614364e-26,7.4268606460531951e-21,4.9214166751621035e-26,1.4402439327101717e-25,1.0198736899005271e-12,5.9954492297676197e-12,2.8186171683494177e-12,6.6789924069929823e-17,1.2830488137635901e-15,1.2948965948377528e-15,1.184778107416242e-17
6.215051171577797e-09,0.6847801690234453,154.0,0.0,0.0,0.0,0.99992395220876118,0.99999999998933253,18.9999824877486,1.2736789424200656e-05,3.0872554797045373e-05,1.3742679421014341e-05,1.7317093861912133e-05,2.7756670982394437e-11,1.6526274666062053e-10,6.1196251803143499e-07,2.0459810101090349e-14,5.0568568496053318e-07,1.8795988526490826e-07,6.4944159459313688e-13,6.5285149755527624e-08,4.314657489711868e-15,6.7533841005652592e-10,1.9910948741603661e-09,1.9932020352002743e-09,1.2152102787200025e-12,8.8919715040112964e-13,4.6552918860639122e-09,1.6567701044086395e-19,1.6135647825978986e-19,1.6136103957233668e-19,2.5718243409219221e-10,6.9067322660728018e-09,7.2809009873067278e-14,9.7184101063212622e-19,2.6207081490047153e-12,3.1534554483214518e-12,2.7526278719964349e-15,1.014233638388832e-14,6.1242930281471458e-21,1.9096239319811415e-19,3.4512025536916908e-16,2.7355124074905582e-16,5.4230530815245886e-17,2.3537506245138095e-17,1.817799651028057e-19,6.6506777984879434e-18,3.6517182443964253e-20,1.436792882318562e-22,3.5473984346355443e-26,3.2841459680850348e-22,4.1171444984016328e-20,1.1292460819967162e-18,1.2224387035627937e-18,4.0670902972571441e-23,1.1713516248481104e-22,8.5431934790993751e-19,6.1137511817243923e-21,8.587780441140726e-16,5.2323753097388785e-17,2.1119248474435204e-15,3.213161125901785e-18,2.7490204988983397e-18,6.9050867588251721e-18,6.8588192608036108e-26,1.7746155443482834e-23,6.1590310795353057e-18,3.9950850680300695e-27,8.8573661737923261e-22,5.7445840713789524e-25,3.8357845602308559e-26,8.5923089952418015e-21,5.6937078612271938e-26,1.7646847454711297e-25,1.1107205705787577e-12,6.4100362166372382e-12,3.1464257894507523e-12,7.8843583013733621e-17,1.4320810330476188e-15,1.4458756106892666e-15,1.3794577641648094e-17
6.469891157478901e-09,0.6847801661038058,154.0,0.0,0.0,0.0,0.99992083204188276,0.99999999998846512,18.999981740862879,1.325849525328419e-05,3.2138131226274458e-05,1.4277343138250501e-05,1.8055665860681394e-05,2.8894515225733895e-11,1.6526243332029866e-10,6.3705767826157458e-07,2.0459745953637477e-14,5.2642281389127381e-07,1.9566908903575388e-07,6.7714020383743656e-13,7.0748170707634737e-08,4.4916237955097102e-15,7.0611287874273672e-10,2.1731086577937906e-09,2.1754087183512497e-09,1.3263037763105205e-12,9.7051198231578163e-13,5.0531981066060605e-09,2.0590893957614311e-19,2.0055664932840787e-19,2.005625664931123e-19,2.8908590394367887e-10,7.4776282069321786e-09,8.5126232968910123e-14,1.043033238828437e-18,2.8174060435355398e-12,3.3894377674082459e-12,3.2435772938684396e-15,1.1098582055714134e-14,7.4802097599302839e-21,2.1467645721275548e-19,4.0329019725948115e-16,3.1695552190060435e-16,6.4944309491893608e-17,2.8939009896576257e-17,2.2477622517971717e-19,8.0880719540796093e-18,4.705525261931198e-20,1.9090061091727234e-22,4.3864634348004371e-26,4.2613111881821169e-22,5.138823872012277e-20,1.2655326341890509e-18,1.3790010339919837e-18,4.5580165553855613e-23,1.2930587505370753e-22,9.4276267219089238e-19,6.4191636088533033e-21,9.0167353097647005e-16,5.4951513194084164e-17,2.3192014547383534e-15,3.5285669140125688e-18,3.0188791819257488e-18,7.58335344599163e-18,7.7372541205942387e-26,1.9489309212808123e-23,6.6483738059521454e-18,4.3124995759286078e-27,9.5610975474541467e-22,7.4170945800241898e-25,4.3270479645466248e-26,9.8809345770422174e-21,6.5476237108137321e-26,2.1448459434818923e-25,1.2054109960110158e-12,6.8327312531313645e-12,3.4962318299874703e-12,9.2481513747269542e-17,1.5910842668723091e-15,1.6070466137653869e-15,1.5962346893078055e-17
6.724731143380004e-09,0.6847801631842506,154.0,0.0,0.0,0.0,0.99991771172358046,0.99999999998756373,18.999980993967835,1.3780157828496197e-05,3.3403682583572196e-05,1.4811995550179059e-05,1.879422214478462e-05,3.0032336864959221e-11,1.6526199490117813e-10,6.6215274783028774e-07,2.0459682037306954e-14,5.4715987849738883e-07,2.033781395486692e-07,7.0483822359830917e-13,7.6430622924595605e-08,4.6685866180016325e-15,7.3689205247848795e-10,2.3632324173673281e-09,2.3657340153182636e-09,1.4423475363260078e-12,1.0554512686530196e-12,5.4680937131485857e-09,2.5364735589591956e-19,2.4707565376374916e-19,2.4708324925506311e-19,3.2351147343618823e-10,8.0711611469674492e-09,9.8942659050014009e-14,1.1168050172108626e-18,3.0195829570378918e-12,3.6319197787231468e-12,3.7976412774669247e-15,1.210008737193379e-14,9.0638840449855418e-21,2.4026846182867691e-19,4.6846443116038473e-16,3.6508939240179189e-16,7.7220237784880039e-17,3.5276059533397191e-17,2.7553912473554166e-19,9.7625615369793312e-18,6.0012659967909381e-20,2.5075992287991548e-22,5.3770934671100978e-26,5.4728945534027625e-22,6.3580622770665928e-20,1.4137521758567505e-18,1.550055644607294e-18,5.0919332836313298e-23,1.4221652650613225e-22,1.0365209432990667e-18,6.7248080628666547e-21,9.446015465162815e-16,5.7581317686592105e-17,2.536591524999717e-15,3.8593643705819621e-18,3.3019075131032923e-18,8.2946559424837949e-18,8.6970018002857147e-26,2.1317365438363357e-23,7.1527740071611034e-18,4.6396811871530119e-27,1.0286483376405515e-21,9.4761809183873339e-25,4.8637854442005657e-26,1.1300245696943408e-20,7.4881397035794217e-26,2.5876242948482771e-25,1.3039394262066233e-12,7.2631387727629435e-12,3.8684354447943353e-12,1.0784009597729017e-16,1.7602364962243331e-15,1.7786020230179094e-15,1.8365526793576315e-17
6.979571129281108e-09,0.6847801602647791,154.0,0.0,0.0,0.0,0.99991459125390503,0.99999999998662858,18.999980247063444,1.4301777153208419e-05,3.4669208776761581e-05,1.5346636603271551e-05,1.9532762639579708e-05,3.1170135809417349e-11,1.6526146433582561e-10,6.8724772689360862e-07,2.0459618319402259e-14,5.6789687890751459e-07,2.1108703624216692e-07,7.3253565113884326e-13,8.2332500716476251e-08,4.8455459285228698e-15,7.6767468168821603e-10,2.5614672181055937e-09,2.5641789976648069e-09,1.5633422087209276e-12,1.1440154863054624e-12,5.9000560713338404e-09,3.0990256224052219e-19,3.0189962065557765e-19,3.0190927595734846e-19,3.6055449308330209e-10,8.6873304859706543e-09,1.1437517195453478e-13,1.1931647703513139e-18,3.2270935362272265e-12,3.8807240832616392e-12,4.420025857883618e-15,1.3147061689787661e-14,1.0902236065594356e-20,2.678096785424777e-19,5.411762359521658e-16,4.1824652011900083e-16,9.1211329864124923e-17,4.2661428518546209e-17,3.3506686567895161e-19,1.1702107867352901e-17,7.5812273455138585e-20,3.2592396010427127e-22,6.5387683633039172e-26,6.9626691485768337e-22,7.8030805011605274e-20,1.5746011265777171e-18,1.7364998220085231e-18,5.6713498004446796e-23,1.5589119253717387e-22,1.1357618501212848e-18,7.0306371893287331e-21,9.8755544133260937e-16,6.0212748904847991e-17,2.7641020110306982e-15,4.2055640833002103e-18,3.598114553795606e-18,9.0390135833958663e-18,9.7430967668597885e-26,2.3230373811782155e-23,7.6721016434655393e-18,4.976545550812793e-27,1.1033336645536898e-21,1.198966910115696e-24,5.4488125174981015e-26,1.2857983609046315e-20,8.5203856848984656e-26,3.1004877249269422e-25,1.4063002729464705e-12,7.7008841060609621e-12,4.2634159411444832e-12,1.2506166182349446e-16,1.9397061069314092e-15,1.9607249097157319e-15,2.1018802784322382e-17
