Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65)
1.3270944128750273e-12,1.1980158806731862,154.0,0.0,0.0,0.0,0.99999682629220077,1.0,18.999999999252704,2.1277140115367803e-07,4.7921571558502273e-07,4.7887431081841495e-07,5.4281202038469266e-10,6.3000141530779244e-14,6.9033599278973857e-07,5.0226498166960693e-07,2.162005954048016e-09,8.073295863672314e-07,2.0441317469989189e-10,5.9766070927475151e-18,3.4476334880023336e-12,1.5603423492761439e-18,3.0568646156740001e-12,1.2051879905165572e-14,1.2053419867366127e-14,1.1688539155232768e-18,3.7110828503359506e-19,6.9372476638474651e-19
1.3613903160715075e-12,1.1980158806729353,154.0,0.0,0.0,0.0,0.99999674457368692,1.0,18.999999999216051,2.1827000218884175e-07,4.9159681148969151e-07,4.9123548573642e-07,5.7102082649726165e-10,6.4627916704349259e-14,6.9358627177432076e-07,5.2073982515618747e-07,2.1814927954363587e-09,8.3702564919685317e-07,2.1285997021195536e-10,6.2872038956308306e-18,3.5996673779812795e-12,1.6248195026159056e-18,3.2165106666920766e-12,1.3009394878995292e-14,1.3011071609447961e-14,1.2695653329422103e-18,4.0716511972526766e-19,7.4890117585697697e-19
1.3956862192679877e-12,1.198015880672679,154.0,0.0,0.0,0.0,0.99999666286006894,1.0,18.999999999178605,2.2376860228843612e-07,5.0397782149236943e-07,5.0359595073813623e-07,5.9993343144786623e-10,6.6255680583135733e-14,6.9661411461934275e-07,5.3929844134644095e-07,2.200094925086645e-09,8.6685636711433888e-07,2.213906428845795e-10,6.6055500930225522e-18,3.7539665052038203e-12,1.689936924805325e-18,3.3801999617491281e-12,1.4016265352817881e-14,1.4018086915710692e-14,1.375940412714309e-18,4.4562248009903526e-19,8.069280504470858e-19
1.4299821224644678e-12,1.1980158806724173,154.0,0.0,0.0,0.0,0.99999658115103252,1.0,18.999999999140375,2.292672014524872e-07,5.163587490086928e-07,5.1595570660300102e-07,6.2954905615337256e-10,6.7883433616242214e-14,6.9943474372050058e-07,5.5793509713210774e-07,2.2178525088915345e-09,8.9681252485555245e-07,2.3000177719701927e-10,6.9316371065872761e-18,3.9104925135267424e-12,1.7556685437703955e-18,3.5479310285426704e-12,1.5073725420699237e-14,1.5075700123478007e-14,1.4881348956067815e-18,4.8656788316736773e-19,8.6787716009462865e-19
1.464278025660948e-12,1.1980158806721504,154.0,0.0,0.0,0.0,0.99999649944628421,1.0,18.999999999101369,2.347657996810194e-07,5.2873959731521164e-07,5.2831475410958217e-07,6.5986692239268573e-10,6.9511176234485233e-14,7.0206233972859348e-07,5.7664445175028538e-07,2.2348038892123854e-09,9.268855378031088e-07,2.3869009670746941e-10,7.2654563674812279e-18,4.0692087881103586e-12,1.8219893490838265e-18,3.7197023955502834e-12,1.6183008726895832e-14,1.6185145120640721e-14,1.6063044660791669e-18,5.3008927881288622e-19,9.3182027409349113e-19
1.4985739288574281e-12,1.198015880671878,154.0,0.0,0.0,0.0,0.99999641774554937,1.0,18.999999999061586,2.4026439697405567e-07,5.4112036955505411e-07,5.4067309403557918e-07,6.9088625280579646e-10,7.1138908851137935e-14,7.045101128421599e-07,5.9542152993296402e-07,2.2509856676678638e-09,9.570674088275648e-07,2.4745245838979756e-10,7.606999316341802e-18,4.2300803763648713e-12,1.8888753487350086e-18,3.8955125920241914e-12,1.7345348466120716e-14,1.7347655345894115e-14,1.7306047521915489e-18,5.7627502120977541e-19,9.9882916113536503e-19
1.5328698320539083e-12,1.1980158806716004,154.0,0.0,0.0,0.0,0.99999633604857197,1.0,18.999999999021032,2.4576299333161764e-07,5.5350106874335806e-07,5.5303072715782417e-07,7.2260627089282771e-10,7.2766631862644375e-14,7.0679036922158801e-07,6.1426169689392687e-07,2.2664327841641331e-09,9.873506880819512e-07,2.5628584720087299e-10,7.9562574032773728e-18,4.3930739124854716e-12,1.9563035276602078e-18,4.0753601479861446e-12,1.8561977383806165e-14,1.8564463788973709e-14,1.8611913255445245e-18,6.2521384199390432e-19,1.0689755893507007e-18
1.5671657352503885e-12,1.1980158806713175,154.0,0.0,0.0,0.0,0.99999625435511197,1.0,18.99999999897971,2.5126158875372494e-07,5.6588169777248404e-07,5.6538765425228413e-07,7.5502620101308186e-10,7.4394345649305952e-14,7.0891457285718234e-07,6.3316063502779948e-07,2.281178592336726e-09,1.0177284355483633e-06,2.6518737086913176e-10,8.3132220878564419e-18,4.5581575454138613e-12,2.024251807961524e-18,4.2592435942226689e-12,1.9834127776363118e-14,1.9836802990889435e-14,1.9982197012436181e-18,6.7699482507511447e-19,1.1423313263472561e-18
1.6014616384468686e-12,1.1980158806710295,154.0,0.0,0.0,0.0,0.99999617266494556,1.0,18.999999998937625,2.5676018324039674e-07,5.7826225941701458e-07,5.7774387609406165e-07,7.8814526838409061e-10,7.6022050575937954e-14,7.1089340320249629e-07,6.52114322203993e-07,2.2952549315670053e-09,1.0481941861481586e-06,2.7415425489536776e-10,8.6778848390971692e-18,4.7253008700705474e-12,2.0926990107458788e-18,4.4471614622805482e-12,2.1163031491437661e-14,2.1165905044158532e-14,2.1418453378806486e-18,7.3170738299119013e-19,1.2189681392463884e-18
1.6357575416433488e-12,1.1980158806707362,154.0,0.0,0.0,0.0,0.99999609097786324,1.0,18.999999998894772,2.6225877679165057e-07,5.9064275633855017e-07,5.9009939345739662e-07,8.2196269908066429e-10,7.7649746992499363e-14,7.127368088635669e-07,6.7111901154609268e-07,2.30869219572909e-09,1.0787419172398165e-06,2.8318383775709014e-10,9.0502371354573385e-18,4.8944748617091376e-12,2.1616248195179224e-18,4.6391122844626224e-12,2.254991992816474e-14,2.2553001593036979e-14,2.2922236375266958e-18,7.8944123470898272e-19,1.2989577947171865e-18
1.670053444839829e-12,1.1980158806704375,154.0,0.0,0.0,0.0,0.99999600929366927,1.0,18.999999998851166,2.6775736940750289e-07,6.0302319109030964e-07,6.0245420711566676e-07,8.5647772003394418e-10,7.9277435234699705e-14,7.1445405761436464e-07,6.9017121259487436e-07,2.3215193988158255e-09,1.1093660183408108e-06,2.9227356630814884e-10,9.4302704648235255e-18,5.0656518132507247e-12,2.2310097450634581e-18,4.8350945938238172e-12,2.3996024037419233e-14,2.3999323833749748e-14,2.4495099457339121e-18,8.5028638478406628e-19,1.3823720590085832e-18
1.7043493480363091e-12,1.198015880670134,154.0,0.0,0.0,0.0,0.99999592761218026,1.0,18.999999998806807,2.732559610879691e-07,6.1540356612154487e-07,6.1480831784139014e-07,8.9168955903045277e-10,8.0905115624578484e-14,7.1605378298968438e-07,7.0926767376033878e-07,2.3337642375854514e-09,1.1400612629214225e-06,3.0142099136568108e-10,9.8179763245004762e-18,5.2388052754631352e-12,2.3008350917627922e-18,5.0351069241674215e-12,2.5502574322064558e-14,2.5506102514719896e-14,2.61385955154462e-18,9.143331037958842e-19,1.469282697979533e-18
1.7386452512327893e-12,1.1980158806698251,154.0,0.0,0.0,0.0,0.99999584593322521,1.0,18.999999998761698,2.7875455183306376e-07,6.2778388378177227e-07,6.2716172640622533e-07,9.2759744471114923e-10,8.253278847106023e-14,7.1754402768938535e-07,7.2840536597466532e-07,2.3454531513640727e-09,1.170822782128877e-06,3.1062376347675588e-10,1.0213346221201376e-17,5.4139099998560107e-12,2.3710829252758285e-18,5.239147810041582e-12,2.7070800837199019e-14,2.7074567936796508e-14,2.7854276875061746e-18,9.816719099804778e-19,1.5597614771273793e-18
1.7729411544292694e-12,1.1980158806695111,154.0,0.0,0.0,0.0,0.99999576425664394,1.0,18.999999998715836,2.8425314164280058e-07,6.4016414632483585e-07,6.3951443358097315e-07,9.6420060657048195e-10,8.4160454070491006e-14,7.1893228401208887e-07,7.4758146746394075e-07,2.3566113791330491e-09,1.2016460403097788e-06,3.1987962885740461e-10,1.0616371671036957e-17,5.5909418841684363e-12,2.4417360415429703e-18,5.4472157867359924e-12,2.8701933190399915e-14,2.8705949953481594e-14,2.9643695296899077e-18,1.0523935519875761e-18,1.6538801616144932e-18
1.8072370576257496e-12,1.1980158806691918,154.0,0.0,0.0,0.0,0.99999568258228688,1.0,18.999999998669225,2.8975173051719195e-07,6.5254435591280258e-07,6.5186644013557787e-07,1.0014982749554455e-09,8.5788112707150382e-14,7.2022553152174008e-07,7.6679334956205551e-07,2.3672630140245856e-09,1.2325268122077002e-06,3.2918642549701294e-10,1.1027044199504732e-17,5.7698779203314351e-12,2.5127779370483541e-18,5.6593093902787999e-12,3.0397200541965713e-14,3.0401477971156122e-14,3.1508401977128342e-18,1.1265889926932589e-18,1.751710516293286e-18
1.84153296082223e-12,1.1980158806688679,154.0,0.0,0.0,0.0,0.99999560091001405,1.0,18.999999998621881,2.9525031845625e-07,6.6492451461969954e-07,6.6421774683912783e-07,1.0394896810646351e-09,8.7415764653739963e-14,7.2143027213651006e-07,7.860385634954086e-07,2.3774310553432344e-09,1.2634611617212243e-06,3.3854207942134034e-10,1.1445355341479541e-17,5.9506961447928696e-12,2.584192780293983e-18,5.8754271574336606e-12,3.2157831605156157e-14,3.216238094930492e-14,3.3449947547613077e-18,1.2043493940035956e-18,1.8533243057296835e-18
1.8758288640187103e-12,1.1980158806685386,154.0,0.0,0.0,0.0,0.99999551923969443,1.0,18.999999998573795,3.0074890545998589e-07,6.7730462443509859e-07,6.765683544598582e-07,1.0781740569473068e-09,8.9043410171857838e-14,7.2255256281645553e-07,8.0531482807197318e-07,2.387137458225657e-09,1.2944454221156374e-06,3.479446011077075e-10,1.1871296641202719e-17,6.1333755910975431e-12,2.6559653844353243e-18,6.0955676256969795e-12,3.3985054646430753e-14,3.3989887400740952e-14,3.5469882076162435e-18,1.2857661025886544e-18,1.9587932942251402e-18
1.9101247672151907e-12,1.1980158806682046,154.0,0.0,0.0,0.0,0.99999543757120557,1.0,18.999999998524967,3.0624749152841011e-07,6.8968468726755577e-07,6.889182637651499e-07,1.1175506355024328e-09,9.0671049512451302e-14,7.2359804601421581e-07,8.246200182128563e-07,2.3964031810458316e-09,1.325476177588827e-06,3.5739208204615502e-10,1.2304859652271003e-17,6.3178962446200886e-12,2.7280811810312277e-18,6.3197293332953058e-12,3.5880097485685392e-14,3.5885225391828569e-14,3.7569755066795354e-18,1.3709306364899877e-18,2.0681892458372805e-18
1.944420670411671e-12,1.1980158806678654,154.0,0.0,0.0,0.0,0.99999535590443267,1.0,18.99999999847541,3.117460766615325e-07,7.0206470494791075e-07,7.0126747552153251e-07,1.1576186504777646e-09,9.2298682916246271e-14,7.2457197804179389e-07,8.4395215426870984e-07,2.4052482306680612e-09,1.3565502460987272e-06,3.6688269144063158e-10,1.2746035937627493e-17,6.5042389993529707e-12,2.8005261948627871e-18,6.5479108191828606e-12,3.7844187496487562e-14,3.7849622542706102e-14,3.9751115460013385e-18,1.4599346725481936e-18,2.1815839243992372e-18
1.9787165736081514e-12,1.198015880667521,154.0,0.0,0.0,0.0,0.99999527423926859,1.0,18.999999998425114,3.1724466085936216e-07,7.1444467923245037e-07,7.136159904946842e-07,1.1983773364688912e-09,9.3926310614167095e-14,7.2547925549603912e-07,8.6330939206727902e-07,2.4136917056454848e-09,1.3876646633659867e-06,3.7641467304450842e-10,1.3194817069550867e-17,6.6923856166562581e-12,2.8732870197774745e-18,6.7801106230392078e-12,3.98785516063098e-14,3.988430602750771e-14,4.2015511633079085e-18,1.5528700346003844e-18,2.2990490935377615e-18
2.0130124768046318e-12,1.198015880667172,154.0,0.0,0.0,0.0,0.99999519257561287,1.0,18.999999998374093,3.227432441219079e-07,7.2682461180594623e-07,7.2596380944943422e-07,1.2398259289183008e-09,9.5553932827737302e-14,7.2632443987570201e-07,8.826900136420458e-07,2.4217518374573847e-09,1.4188166679714016e-06,3.8598634212495178e-10,1.365119462964389e-17,6.8823186858801236e-12,2.9463507955169269e-18,7.0163272852670577e-12,4.1984416296762033e-14,4.1990502574584458e-14,4.4364491400297661e-18,1.649828682400484e-18,2.4206565166901723e-18
2.047308380001112e-12,1.1980158806668175,154.0,0.0,0.0,0.0,0.9999951109133719,1.0,18.999999998322348,3.2824182644917775e-07,7.3920450428456441e-07,7.3831093314976267e-07,1.2819636641144464e-09,9.7181549769456644e-14,7.2711178051383777e-07,9.0209241859535408e-07,2.4294460298743083e-09,1.4500036874732087e-06,3.95596082550904e-10,1.4115160208824773e-17,7.0740215867750367e-12,3.0197051854883926e-18,7.2565593469901664e-12,4.416300760382234e-14,4.4169438466724887e-14,4.6799602013300889e-18,1.7509027012181299e-18,2.5464779571202073e-18
2.0816042831975925e-12,1.1980158806664583,154.0,0.0,0.0,0.0,0.99999502925245776,1.0,18.999999998269871,3.3374040784117933e-07,7.5158435821866149e-07,7.5065736235880198e-07,1.3247897791908054e-09,9.8809161643171855e-14,7.278452359408388e-07,9.2151511605259405e-07,2.4367908965360365e-09,1.4812233254744265e-06,4.0524234399964131e-10,1.4586705407316642e-17,7.2674784536084934e-12,3.0933383554411721e-18,7.5008053500513623e-12,4.6415551118066545e-14,4.6422339541374761e-14,4.9322390161332733e-18,1.8561842920746873e-18,2.6765851779328416e-18
2.150196089590553e-12,1.198015880665725,154.0,0.0,0.0,0.0,0.99999486593428588,1.0,18.99999999816276,3.4473756781940593e-07,7.7634395634136103e-07,7.7534814035131363e-07,1.4125041017376044e-09,1.020643709607872e-13,7.29164985925031e-07,9.6041592941379235e-07,2.4504953660337409e-09,1.5437516822015625e-06,4.2463854202001011e-10,1.5552501109581786e-17,7.6595941946608522e-12,3.2413960901822778e-18,8.001333351143791e-12,5.1147394904765528e-14,5.1154938362586172e-14,5.4637183009238291e-18,2.0797395197142039e-18,2.9499440124115828e-18
2.2119287153442172e-12,1.1980158806650485,154.0,0.0,0.0,0.0,0.99999471895169745,1.0,18.999999998063895,3.5463500860125962e-07,7.9862747712762256e-07,7.9756747302279795e-07,1.4937936154114801e-09,1.0499404389405084e-13,7.3020290561247202e-07,9.9548309386372142e-07,2.4617864176964643e-09,1.6001179141627522e-06,4.422057243371217e-10,1.6447555463233462e-17,8.0183520313425023e-12,3.3754923380064344e-18,8.465521617928814e-12,5.567125687472924e-14,5.5679526716731363e-14,5.9735858624220151e-18,2.2962561396867904e-18,3.211344257038086e-18
2.2736613410978816e-12,1.1980158806643555,154.0,0.0,0.0,0.0,0.99999457197227792,1.0,18.999999997962721,3.6453244635294304e-07,8.2091089440479723e-07,8.1978456737212169e-07,1.5773016543207871e-09,1.07923703217487e-13,7.3111647372244045e-07,1.0305970857896495e-06,2.4721715389502793e-09,1.656559418115985e-06,4.5986986003952975e-10,1.7367037574289918e-17,8.3825769997213523e-12,3.5103286708797641e-18,8.9426924100658933e-12,6.0453764047263675e-14,6.0462806154635205e-14,6.5142637889818964e-18,2.5278435825405327e-18,3.4877464840233657e-18
2.335393966851546e-12,1.1980158806636474,154.0,0.0,0.0,0.0,0.99999442499568603,1.0,18.999999997859241,3.7442988107448611e-07,8.4319421516379596e-07,8.4199942781936904e-07,1.6630237998597727e-09,1.1085334985030356e-13,7.3192058958437054e-07,1.0657522937575991e-06,2.4817234168825415e-09,1.7130671743735194e-06,4.7762395834828142e-10,1.831089879032429e-17,8.7521996836643821e-12,3.6458517253123954e-18,9.4328372493561042e-12,6.5502047991434267e-14,6.5511909686178838e-14,7.0866520800371554e-18,2.7750426645198645e-18,3.7795692116767708e-18
2.3971265926052105e-12,1.1980158806629233,154.0,0.0,0.0,0.0,0.99999427802161911,1.0,18.999999997753466,3.8432731276591609e-07,8.6547744589135939e-07,8.6421205877581128e-07,1.7509556422191076e-09,1.1378298464539842e-13,7.3262836588055932e-07,1.1009437792264589e-06,2.4905089047992829e-09,1.7696332448398713e-06,4.9546153263984121e-10,1.9279090555771184e-17,9.127156237922982e-12,3.7820119862402512e-18,9.9359476650217245e-12,7.0823235618603858e-14,7.0833965663570935e-14,7.691650146925313e-18,3.0383948201180481e-18,4.0872309575229237e-18
2.458859218358875e-12,1.1980158806621835,154.0,0.0,0.0,0.0,0.99999413104980817,1.0,18.999999997645418,3.942247414272568e-07,8.8776059260647748e-07,8.864224646439251e-07,1.8410927803683734e-09,1.1671260839416956e-13,7.3325134352813429e-07,1.1361671956184356e-06,2.498589491287843e-09,1.8262506429275482e-06,5.1337656402951897e-10,2.0271564411728017e-17,9.5073879402198114e-12,3.9187635090421213e-18,1.0452015193682014e-11,7.6424449186609608e-14,7.6436097785420073e-14,8.3301568134199237e-18,3.3184419970265871e-18,4.4111502384496135e-18
2.5205918441125393e-12,1.1980158806614285,154.0,0.0,0.0,0.0,0.99999398408001372,1.0,18.999999997535085,4.0412216705852989e-07,9.1004366089414858e-07,9.0863064981741133e-07,1.9334308220385833e-09,1.1964222183097435e-13,7.3379968058362642e-07,1.1714187171731983e-06,2.5060217311982365e-09,1.8829132191988668e-06,5.313634676128902e-10,2.1288271995755364e-17,9.8928407796990322e-12,4.0560636618463106e-18,1.0981031379330781e-11,8.2312806303915509e-14,8.2325425100794308e-14,9.003070316259813e-18,3.6157265625123435e-18,4.7517455708362519e-18
2.5823244698662037e-12,1.1980158806606576,154.0,0.0,0.0,0.0,0.99999383711202283,1.0,18.999999997422492,4.1401958965975485e-07,9.3232665593672026e-07,9.3083661868121503e-07,2.0279653837047402e-09,1.2257182563720377e-13,7.342823185688142e-07,1.2066949763056978e-06,2.5128576422464995e-09,1.9396155606763759e-06,5.4941706112597778e-10,2.232916504169916e-17,1.0283465078203842e-11,4.1938728863014898e-18,1.152298777331559e-11,8.8495419933743086e-14,8.8509062013268651e-14,9.7112883056755532e-18,3.9307912198439507e-18,5.1094354706654827e-18
2.644057095619868e-12,1.1980158806598713,154.0,0.0,0.0,0.0,0.99999369014564599,1.0,18.999999997307647,4.2391700923094899e-07,9.546095825429106e-07,9.5304037561154249e-07,2.1246920905684257e-09,1.2550142044511813e-13,7.347071280462093e-07,1.2419930087790513e-06,2.5191450688799111e-09,1.9963529027150348e-06,5.6753253592558845e-10,2.3394195379494126e-17,1.0679215142815377e-11,4.3321544760574019e-18,1.2077875934318365e-11,9.4979398398181351e-14,9.4994118284961359e-14,1.0455707845913192e-17,4.2641789340578854e-18,5.4846384536189452e-18
2.7057897213735325e-12,1.19801588065907,154.0,0.0,0.0,0.0,0.99999354318071476,1.0,18.99999999719056,4.3381442577212797e-07,9.7689244517473182e-07,9.7524192497588046e-07,2.2236065765404317e-09,1.2843100684142405e-13,7.3508103666268056e-07,1.2773102054803381e-06,2.5249280168657156e-09,2.0531210514877543e-06,5.8570543006701553e-10,2.4483314934959907e-17,1.1080048946347597e-11,4.4708743712554774e-18,1.2645687428337283e-11,1.0177184538227835e-13,1.0178769904055991e-13,1.12372254157551e-17,4.6164328657642094e-18,5.8777730351593123e-18
2.767522347127197e-12,1.198015880658253,154.0,0.0,0.0,0.0,0.99999339621707861,1.0,18.999999997071228,4.4371183928330578e-07,9.9917524797247746e-07,9.9744127113301389e-07,2.3247044842234156e-09,1.3136058537049992e-13,7.3541014199873234e-07,1.3126442699189347e-06,2.5302469611507395e-09,2.1099163156692135e-06,6.0393160331578254e-10,2.5596475729628522e-17,1.1485927833365686e-11,4.6100009677839533e-18,1.3226413828669683e-11,1.088798599381162e-13,1.0889690477133732e-13,1.2056736909038288e-17,4.9880963120399231e-18,6.2892577306001488e-18
2.8292549728808613e-12,1.198015880657421,154.0,0.0,0.0,0.0,0.99999324925460398,1.0,18.999999996949668,4.5360924976449496e-07,1.0214579947779292e-06,1.0196384184330445e-06,2.4279814648945985e-09,1.342901565374605e-13,7.3569981111648668e-07,1.3479931807344304e-06,2.5351391292511092e-09,2.1667354461719608e-06,6.2220721394599102e-10,2.6733629880550991e-17,1.1896816249570735e-11,4.7495049401698799e-18,1.3820046715895969e-11,1.163105364888705e-13,1.1632883133915931e-13,1.2915137635170383e-17,5.3797126536154781e-18,6.7195110551650296e-18
2.8909875986345258e-12,1.1980158806565737,154.0,0.0,0.0,0.0,0.99999310229317162,1.0,18.999999996825895,4.635066572157071e-07,1.0437406891558801e-06,1.0418333712174077e-06,2.5334331784884996e-09,1.3721972081104804e-13,7.359547681843049e-07,1.3833551586951563e-06,2.5396387619122104e-09,2.223575583100621e-06,6.4052869721098857e-10,2.7894729600087612e-17,1.2312681492889062e-11,4.8893590772362152e-18,1.4426577677864326e-11,1.2407096483285561e-13,1.2409056998048309e-13,1.3813322319643561e-17,5.7918253077635092e-18,7.1689515240370039e-18
2.95272022438819e-12,1.198015880655711,154.0,0.0,0.0,0.0,0.99999295533267496,1.0,18.999999996699906,4.7340406163695216e-07,1.0660233344141133e-06,1.0640261338188932e-06,2.6410552935796955e-09,1.4014927862618227e-13,7.3617917150919341e-07,1.4187286376859896e-06,2.5437773527663183e-09,2.2804342091183759e-06,6.5889274537193123e-10,2.9079727195740844e-17,1.2733493484616717e-11,5.0295381296525646e-18,1.50459983096762e-11,1.3216823014755683e-13,1.3218920731034771e-13,1.4752185104546525e-17,6.2249776863154857e-18,7.6379976523994692e-18
3.0144528501418546e-12,1.1980158806548338,154.0,0.0,0.0,0.0,0.99999280837301918,1.0,18.999999996571709,4.8330146302823966e-07,1.0883059336219255e-06,1.0862167105616579e-06,2.7508434873656192e-09,1.4307883038639708e-13,7.3637668127236848e-07,1.4541122391975664e-06,2.5475838686890805e-09,2.3373091084415084e-06,6.7729628917101711e-10,3.0288575069967598e-17,1.3159224558994657e-11,5.1700186685126675e-18,1.5678300213672448e-11,1.4060941299364945e-13,1.4063182532635683e-13,1.5732619549074616e-17,6.6797131582465243e-18,8.1270679554693804e-18
3.076185475895519e-12,1.1980158806539412,154.0,0.0,0.0,0.0,0.99999266141412024,1.0,18.999999996441314,4.9319886138957797e-07,1.1105884896273199e-06,1.1084051057612491e-06,2.862793445649399e-09,1.4600837646619361e-13,7.3655051916326141e-07,1.489504749866725e-06,2.551084952484663e-09,2.3941983307384518e-06,6.9573648063999156e-10,3.1521225719960838e-17,1.3589849269658458e-11,5.3107789541035854e-18,1.632347499942005e-11,1.4940158931900716e-13,1.4942550141265351e-13,1.6755518630038221e-17,7.15657501630605e-18,8.6365809485237714e-18
3.1379181016491834e-12,1.1980158806530337,154.0,0.0,0.0,0.0,0.99999251445590198,1.0,18.999999996308734,5.030962567209744e-07,1.132871005072961e-06,1.1305913237246176e-06,2.9769008628227208e-09,1.489379172130464e-13,7.3670352091118662e-07,1.524905101691862e-06,2.5543051093487032e-09,2.4511001593284035e-06,7.1421067714561135e-10,3.2777631737487777e-17,1.4025344211578654e-11,5.451798814119327e-18,1.6981514283699341e-11,1.5855183046269921e-13,1.585773083438888e-13,1.7821774742369556e-17,7.6561064472481652e-18,9.1669551469203449e-18
3.199650727402848e-12,1.198015880652111,154.0,0.0,0.0,0.0,0.99999236749829723,1.0,18.999999996173965,5.1299364902243615e-07,1.1551534824109814e-06,1.1527753687501379e-06,3.0931614418487312e-09,1.5186745294932694e-13,7.3683818254306437e-07,1.5603123546111936e-06,2.5572668783921672e-09,2.5080130831780392e-06,7.3271642658402288e-10,3.4057745808711128e-17,1.446568785726658e-11,5.5930595306436189e-18,1.7652409690491721e-11,1.6806720315897752e-13,1.6809431428918246e-13,1.8932279699628055e-17,8.1788505052834614e-18,9.7186090661129105e-18
3.2613833531565122e-12,1.1980158806511734,154.0,0.0,0.0,0.0,0.99999222054124537,1.0,18.999999996037019,5.2289103829396935e-07,1.1774359239167187e-06,1.1749572451276239e-06,3.2115708942449775e-09,1.5479698397424478e-13,7.3695670108902173e-07,1.5957256811720833e-06,2.5599909903951976e-09,2.5649357722593403e-06,7.512514536431186e-10,3.5361520713959093e-17,1.4910860406129353e-11,5.7345437352832371e-18,1.833615285096771e-11,1.7795476954125459e-13,1.7798358281607755e-13,2.0087924734504327e-17,8.7253500884178764e-18,1.0291961221662215e-17
3.3231159789101766e-12,1.198015880650221,154.0,0.0,0.0,0.0,0.99999207358469322,1.0,18.999999995897902,5.3278842453557972e-07,1.1997183317014625e-06,1.1971369571383487e-06,3.3321249400663709e-09,1.5772651056541946e-13,7.3706101039559384e-07,1.631144353042956e-06,2.5624965128885517e-09,2.6218670558691675e-06,7.6981364705634966e-10,3.6688909327567572e-17,1.5360843645925893e-11,5.876235311872486e-18,1.9032735403475419e-11,1.8822158714607177e-13,1.8825217289448849e-13,2.1289600499322857e-17,9.2961479173709084e-18,1.0887430129242823e-17
3.384848604663841e-12,1.198015880649254,154.0,0.0,0.0,0.0,0.99999192662859193,1.0,18.999999995756614,5.4268580774727256e-07,1.2220007077242812e-06,1.2193145090550583e-06,3.4548193078881937e-09,1.6065603298037346e-13,7.3715281264464315e-07,1.6665677291425404e-06,2.5648009835897818e-09,2.6788059035484754e-06,7.8840104777586386e-10,3.8039864617715359e-17,1.5815620825343168e-11,6.0181193061944833e-18,1.9742148993529316e-11,1.9887470891705966e-13,1.9890713890064301e-13,2.2538197066543455e-17,9.8917865167916991e-18,1.1505434304646504e-17
3.4465812304175055e-12,1.1980158806482721,154.0,0.0,0.0,0.0,0.99999177967289887,1.0,18.99999999561317,5.52583187929052e-07,1.2442830538029973e-06,1.2414899051419917e-06,3.5796497347891396e-09,1.6358555145816258e-13,7.3723360610255562e-07,1.7019952451888739e-06,2.5669205331386965e-09,2.7357514082836375e-06,8.0701183799802896e-10,3.9414339646179032e-17,1.6275176536790763e-11,6.1601818422062232e-18,2.0464385273799256e-11,2.0992118320888963e-13,2.0995553062101746e-13,2.3834603929261566e-17,1.0512808198522199e-17,1.2146392263782628e-17
3.50831385617117e-12,1.1980158806472756,154.0,0.0,0.0,0.0,0.99999163271757519,1.0,18.999999995467572,5.6248056508092333e-07,1.2665653716243712e-06,1.2636631496548963e-06,3.706611966334382e-09,1.6651506622060784e-13,7.3730470955098906e-07,1.7374264044981184e-06,2.5688699979913036e-09,2.7927027717166661e-06,8.2564433097982677e-10,4.0812287568176582e-17,1.6739496608593207e-11,6.3024100443044285e-18,2.1199435904099768e-11,2.2136805379121836e-13,2.2140439325626679e-13,2.5179710001707477e-17,1.1159755046687565e-17,1.2810722522676008e-17
3.5700464819248343e-12,1.1980158806462642,154.0,0.0,0.0,0.0,0.99999148576258667,1.0,18.999999995319829,5.7237793920288963e-07,1.288847662753549e-06,1.2858342468410471e-06,3.8357017565586767e-09,1.6944457747341377e-13,7.3736728379123289e-07,1.7728607698855171e-06,2.5706630242569644e-09,2.8496592911270052e-06,8.4429696158941304e-10,4.2233661632223247e-17,1.7208568005830992e-11,6.4447919651953311e-18,2.1947292551379574e-11,2.3322235985262429e-13,2.3326076742514857e-13,2.6574403619744516e-17,1.1833168904419612e-17,1.3498843597462466e-17
3.6317791076784987e-12,1.1980158806452381,154.0,0.0,0.0,0.0,0.99999133880790192,1.0,18.999999995169937,5.8227531029495522e-07,1.3111299286428349e-06,1.308003200939261e-06,3.9669148679495093e-09,1.7237408540757365e-13,7.3742235056964183e-07,1.8082979565376329e-06,2.5723121632021107e-09,2.9066203479745381e-06,8.6296827753811152e-10,4.3678415179868012e-17,1.7682378739139163e-11,6.5873165189618511e-18,2.2707946889711284e-11,2.4549113600453737e-13,2.4553168916844079e-13,2.8019572541366196e-17,1.2533591362039145e-17,1.421117400438257e-17
