Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65)
1.4523880194421434e-19,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999999964984,1.0,19.0,2.3286033826975467e-14,5.2468486759429405e-14,5.2468486764595232e-14,8.7967189640384749e-24,8.7871114491865355e-24,2.2150241175163661e-13,1.6703350775755374e-20,5.0986344501383626e-16,2.6848585002409637e-20,5.2245175888310233e-24,3.8070863337584447e-34,8.0884003506835505e-26,4.4911107160841703e-34,4.9070783596611254e-26,3.6282005573910082e-35,3.6282005577197957e-35,2.8911464341871933e-45,3.967283589500051e-46,1.5608819875163605e-39
2.906037887728285e-19,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999999929934,1.0,19.0,4.6592298786705967e-14,1.0498255862265061e-13,1.0498255864328901e-13,3.5209800671425249e-23,3.513296048762452e-23,4.4319717817624961e-13,6.6856921812359317e-20,1.0201697304115466e-15,1.0746429099029196e-19,2.0911683730773654e-23,3.0368368891084877e-33,3.2374677503483548e-25,3.5581741554477313e-33,1.9641101636314041e-25,2.9047665444844832e-34,2.9047665450109708e-34,4.629598345196989e-44,6.3528218520365101e-45,1.2499715203841133e-38
5.813337624300569e-19,1.198015880678302,154.0,0.0,0.0,0.0,0.99999999999859823,1.0,19.0,9.3204828706099335e-14,2.1001070226511113e-13,2.1001070234738546e-13,1.4088506480709277e-22,1.4027136022319136e-22,8.8658644457683652e-13,2.6751468056047654e-19,2.0407818992172497e-15,4.299969950249057e-19,8.3673956764904576e-23,2.4127385733479543e-32,1.295408569454994e-24,2.789463291227978e-32,7.8589990123999877e-25,2.3246960491292972e-33,2.3246960499720195e-33,7.410363281813594e-43,1.0168649393566361e-43,1.0004838351813874e-37
1.1627937097445136e-18,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999999719602,1.0,19.0,1.864298885446156e-13,4.2006698921569828e-13,4.2006698954241362e-13,5.6363199193156856e-22,5.5874131565826726e-22,1.773363911584735e-12,1.0702321823222485e-18,4.0820046288710537e-15,1.7202667958762403e-18,3.347501771527195e-22,1.9028936810971245e-31,5.182475953829985e-24,2.1442412280922201e-31,3.1441113409698416e-24,1.8601100350138362e-32,1.8601100363624639e-32,1.1858964789539586e-41,1.6273140615048497e-42,8.0058976400144759e-37
2.325713604373427e-18,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999999439171,1.0,19.0,3.7288000822056624e-13,8.4017956179209476e-13,8.4017956307981161e-13,2.2547114093750965e-21,2.2158968839629765e-21,3.5469145824376786e-12,4.2812712634444219e-18,8.1644436563583845e-15,6.8816177650959372e-18,1.3391086058430389e-21,1.4799870030992725e-30,2.0731576225407096e-23,1.590072675344581e-30,1.2577468841141451e-23,1.4882293131086264e-31,1.4882293152666411e-31,1.8976180954839157e-40,2.6039644873019815e-41,6.4055289755659197e-36
4.651553393631254e-18,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999998878308,1.0,19.0,7.4578024756813961e-13,1.6804047017432547e-12,1.6804047067439739e-12,9.0192122396638698e-21,8.7135993623134619e-21,7.0939988715741309e-12,1.7125734860523551e-17,1.6329295984133008e-14,2.7527515544950812e-17,5.3566437410956736e-21,1.1213192000256201e-29,8.2929561346379675e-23,1.1088654003283387e-29,5.0311921850791716e-23,1.1906399542961585e-30,1.1906399577491266e-30,3.0363136165283704e-39,4.1665458370043017e-40,5.1247475160250249e-35
9.303232972146908e-18,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999997756583,1.0,19.0,1.4915807262459755e-12,3.3608549615738625e-12,3.3608549804297664e-12,3.6077579827648941e-20,3.3707795058421965e-20,1.418809924022513e-11,6.8503956791918014e-17,3.2658897731530609e-14,1.1011169744491885e-16,2.142694174508823e-20,8.1076319417911948e-29,3.3172405044701447e-22,7.0446230623127599e-29,2.0125177611899598e-22,9.5253454436683666e-30,9.5253454989162794e-30,4.8581300702837805e-38,6.6666132401180286e-39,4.0999277051933303e-34
1.8606592129178215e-17,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999995513134,1.0,19.0,2.9831816835324031e-12,6.7217554061854005e-12,6.7217554732312391e-12,1.4431176233306554e-19,1.2645453056624418e-19,2.8376027144286065e-11,2.7401560362482598e-16,6.5317689598907338e-14,4.4044643046373587e-16,8.5708085777141733e-20,5.4323492360802503e-28,1.326902148687811e-21,3.9762222688855796e-28,8.0501524734443488e-22,7.6203663407033385e-29,7.6203664290979821e-29,7.7728021132415105e-37,1.0666621971387079e-37,3.2799939732257285e-33
2.790995128620952e-17,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999993269684,1.0,19.0,4.4747826407495859e-12,1.008265578041305e-11,1.0082655911462614e-11,3.0666337582478792e-19,2.5729418786905923e-19,4.2563682220352423e-11,5.822804774870246e-16,9.7976069844053625e-14,9.3594435662035775e-16,1.8212941499844396e-19,1.4116334743643532e-27,2.8196644117793845e-21,9.539256684565524e-28,1.7106624509530838e-21,2.1789550678395956e-28,2.1789551003742299e-28,2.8608615046343518e-36,3.9260195679353187e-37,9.7375257492179219e-33
3.721331044324083e-17,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999991026234,1.0,19.0,5.9663835978975245e-12,1.3443556088413547e-11,1.344355629512391e-11,5.2313240398536634e-19,4.2207039530569875e-19,5.6751064473670546e-11,9.9329660247568199e-16,1.3063403847215742e-13,1.5966022998947826e-15,3.1069056662959882e-19,2.7443933953243656e-27,4.8100058847247947e-21,1.7484393911260801e-27,2.9181933566391338e-21,4.5960549122133343e-28,4.5960549947270729e-28,7.2556525050746751e-36,9.9572136804573781e-37,2.1217607943134503e-32
5.582002875730344e-17,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999986539334,1.0,19.0,8.9495855120308915e-12,2.0165356560141208e-11,2.0165356934373918e-11,1.0830806686711934e-18,8.2011319566009814e-19,8.5125188698294185e-11,2.0564736187715158e-15,1.9594900970446037e-13,3.3055287828769636e-15,6.4324194015636094e-19,6.6146924726656207e-27,9.958461402188722e-21,3.907084836246611e-27,6.0417576401039037e-21,1.2553272410377227e-27,1.2553272698924756e-27,2.5372683490309831e-35,3.4820693664197318e-36,6.158832514059283e-32
7.442674707136606e-17,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999982052434,1.0,19.0,1.1932787425909623e-11,2.6887156816666145e-11,2.6887157372950413e-11,1.8420378331138149e-18,1.31461767126826e-18,1.1349830969994901e-10,3.4974872189467008e-15,2.6126246731718793e-13,5.6217811716567698e-15,1.0939798905293064e-18,1.2457477814054242e-26,1.6936651980212262e-20,6.9631620356740533e-27,1.0275455713279114e-20,2.6265670266427395e-27,2.6265670987414322e-27,6.3397987156244276e-35,8.700705410265092e-36,1.3468690667358479e-31
9.303346538542867e-17,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999977565535,1.0,19.0,1.491598933951553e-11,3.3608956861534127e-11,3.3608957596519676e-11,2.8142187099274643e-18,1.8935589718438437e-18,1.4187035585491686e-10,5.3433125240232868e-15,3.2657430322933194e-13,8.5887186604217597e-15,1.671343892059724e-18,2.0530774381581781e-26,2.5875239863926605e-20,1.098507516045176e-26,1.569858264429027e-20,4.7815680529847409e-27,4.7815682059467504e-27,1.3450260153329836e-34,1.8459408086048625e-35,2.5269119124539971e-31
1.3024690201355391e-16,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999968591746,1.0,19.0,2.0882393165891736e-11,4.7052556392995006e-11,4.7052557385131782e-11,5.4116443383031847e-18,3.2200814440967873e-18,1.986111563467926e-10,1.0274736673104796e-14,4.5719300832105135e-13,1.6515377343042221e-14,3.2138875370987955e-18,4.378804165944669e-26,4.9756523902849875e-20,2.1989847362014346e-26,3.0187834715369636e-20,1.2624760809174606e-26,1.2624761369540626e-26,4.9273760602206586e-34,6.7628416405455395e-35,6.9140991787214874e-31
1.6746033864167914e-16,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999959617969,1.0,19.0,2.6848796991159859e-11,6.0496155235636778e-11,6.0496156300487215e-11,8.8750828363071641e-18,4.718751221621716e-18,2.553475918458715e-10,1.6850116371445378e-14,5.8780512735058781e-13,2.7084492674113099e-14,5.2706901089596302e-18,7.6523126658800853e-26,8.1599520600354826e-20,3.6920431037940786e-26,4.9507984751889368e-20,2.6174301869523599e-26,2.6174303324519563e-26,1.2793903831421268e-33,1.7560558538181279e-34,1.4575770609509375e-30
2.418872118979296e-16,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999941670425,1.0,19.0,3.878160463837233e-11,8.7383351124123959e-11,8.7383351511801643e-11,1.8399627988781206e-17,7.9632092334058762e-18,3.6880737143755575e-10,3.4931397149823578e-14,8.490096117122573e-13,5.6147930931971866e-14,1.0926735562318299e-17,1.7059964332331519e-25,1.6916566008146376e-19,7.8555852652339224e-26,1.0263893216093726e-19,7.8646239238544606e-26,7.8646245686912985e-26,5.6700155201682174e-33,7.7835287721224035e-34,4.4460648645350765e-30
3.907409584104305e-16,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999905775472,1.0,19.0,6.2647219919502307e-11,1.4115773630057458e-10,1.4115773145696109e-10,4.7839275297732313e-17,1.4854754504524201e-17,5.9567457652762597e-10,9.0811700789720464e-14,1.3713395772648476e-12,1.4596865628072985e-13,2.8407770835024105e-17,4.7317074020548659e-25,4.3980727177993699e-19,2.0891682254153225e-25,2.668628994656108e-19,3.3812550710575137e-25,3.38125554648767e-25,4.1802781701462593e-32,5.7402340687479536e-33,1.9291863330476411e-29
6.884484514354324e-16,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999833985953,1.0,19.0,1.1037845042858292e-10,2.4870648152483523e-10,2.4870644943802731e-10,1.4828017655784314e-16,2.8981324855678871e-17,1.0491996619455203e-09,2.8140877358965484e-13,2.4156835872049503e-12,4.5233004329626526e-13,8.8039203223810565e-17,1.5359584908632532e-24,1.36303977447299e-18,6.5795012416127877e-25,8.2715669347720137e-19,1.904023827587989e-24,1.9040243297221645e-24,4.4147347224551087e-31,6.0660703467257128e-32,1.0906773735410419e-28
9.861559444604343e-16,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999762196956,1.0,19.0,1.5810968086675798e-10,3.5625519361958276e-10,3.5625511154047179e-10,3.0413617246402217e-16,4.319862109589283e-17,1.5024457646926964e-09,5.7707706420490731e-13,3.4596064847365718e-12,9.2758050904670579e-13,1.8055502522086728e-16,3.208913514245236e-24,2.79542736043994e-18,1.3580034848126781e-24,1.6965775231437687e-18,5.4238598323003325e-24,5.4238617415665718e-24,1.6785389954063831e-30,2.3072724276201523e-31,3.1098089005955645e-28
1.2838634374854361e-15,1.1980158806783023,154.0,0.0,0.0,0.0,0.99999999690408514,1.0,19.0,2.0584091123402772e-10,4.638038727346054e-10,4.6380371776484737e-10,5.1540671183615099e-16,5.7368175050265223e-17,1.9554130483346171e-09,9.7775497007794456e-13,4.5031084318183513e-12,1.5716210350217242e-12,3.0594391779197979e-16,5.4920267679293652e-24,4.7368152915903616e-18,2.3089905070426437e-24,2.8751241974280212e-18,1.1677511894999357e-23,1.1677516975184194e-23,4.4660745640210743e-30,6.1411027186825355e-31,6.6978901277194945e-28
1.581570930510438e-15,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999618620616,1.0,19.0,2.535721415303925e-10,5.7135251885983467e-10,5.7135226811169439e-10,7.8209125577135591e-16,7.151173536716091e-17,2.4081016817062172e-09,1.4833789040454157e-12,5.5461895955776699e-12,2.3843494127020478e-12,4.6419420216000488e-16,8.3852928722410575e-24,7.1870439510334026e-18,3.5108220426485557e-24,4.3627956573087748e-18,2.1471165554394214e-23,2.1471176656840809e-23,9.7599350051064545e-30,1.3425115877091229e-30,1.2317596968644793e-27
2.1769859165604417e-15,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999475046464,1.0,19.0,3.4903460191040795e-10,7.8644971211922438e-10,7.864492011747599e-10,1.4817004052054915e-15,9.9785821823276871e-17,3.3126436228827429e-09,2.809229374723339e-12,7.6310901921124109e-12,4.5154912156579054e-12,8.7923569233927901e-16,1.6002262678605702e-23,1.3613432376381702e-17,6.6666884788632381e-24,8.265509263919269e-18,5.4667670736886634e-23,5.466770790641697e-23,3.2672186213746329e-29,4.4973441288658538e-30,3.136741414314783e-27
2.7724009026104453e-15,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999331474487,1.0,19.0,4.4449706200680649e-10,1.0015467734555278e-09,1.0015459107339029e-09,2.4029593968202646e-15,1.2805665368786931e-16,4.2160729401365085e-09,4.5541193138941749e-12,9.7143096129082643e-12,7.3201875022694931e-12,1.4255859552932264e-15,2.6059776267964043e-23,2.2073314411766269e-17,1.0824888760048465e-23,1.3404710397044398e-17,1.1147923334076853e-22,1.1147932674261516e-22,8.209425699613171e-29,1.1307589628984413e-29,6.3970084858407835e-27
3.367815888660449e-15,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999999187904665,1.0,19.0,5.3995952181959024e-10,1.2166437029465342e-09,1.2166423967935694e-09,3.5458637956126539e-15,1.5634486092835708e-16,5.1183910551358789e-09,6.7175132881856164e-12,1.1795849266103819e-11,1.0797577629456339e-11,2.1031465820848056e-15,3.8557785709075169e-23,3.2565345420572833e-17,1.5984671691402354e-23,1.978039075778861e-17,1.9871309779823649e-22,1.9871329578756819e-22,1.7400655003835252e-28,2.3982781669484264e-29,1.1403237775158857e-26
4.558645860760456e-15,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999998900771514,1.0,18.999999999999993,7.3088444059432161e-10,1.6468371668427979e-09,1.6468346984317169e-09,6.49659161409183e-15,2.1290568991329108e-16,6.9196991966992195e-09,1.2297735011537842e-11,1.595389474043347e-11,1.9767098745567466e-11,3.8515165325597564e-15,7.0875099891320194e-23,5.9640630447058461e-17,2.9306066526022186e-23,3.6241157202156394e-17,4.9094313220552765e-22,4.9094379483227437e-22,5.8224342758183924e-28,8.0383319053255321e-29,2.8174207199222673e-26
5.749475832860464e-15,1.198015880678302,154.0,0.0,0.0,0.0,0.99999998613647012,1.0,18.999999999999989,9.2180935823461861e-10,2.0770301045723432e-09,2.0770261061235736e-09,1.0333849573871044e-14,2.6946488474324816e-16,8.7165790241307504e-09,1.9545760517742951e-11,2.010523749941579e-11,3.1417409625614459e-11,6.1235847150048491e-15,1.1295382822465586e-22,9.4828894115646909e-17,4.6625065264833729e-23,5.7647744692172987e-17,9.8409062571161082e-22,9.840922940034071e-22,1.4656380473960294e-27,2.0265374894988992e-28,5.6476101707661457e-26
6.940305804960471e-15,1.1980158806783021,154.0,0.0,0.0,0.0,0.99999998326531125,1.0,18.999999999999979,1.1127342747404978e-09,2.5072225168891574e-09,2.5072166199032871e-09,1.5057603613309362e-14,3.2602333659349401e-16,1.050904141608547e-08,2.8457492652309204e-11,2.424988833939543e-11,4.5741924599287553e-11,8.9185963223318098e-15,1.6479359549206141e-22,1.3811982709012195e-16,6.7935906154713768e-23,8.4000089748340077e-17,1.7305456351832086e-21,1.7305491560951562e-21,3.092660441805716e-27,4.2825150548802705e-28,9.9315731143463885e-26
8.131135777060478e-15,1.198015880678302,154.0,0.0,0.0,0.0,0.99999998039423865,1.0,18.999999999999972,1.303659190111976e-09,2.9374144045457345e-09,2.9374062398049768e-09,2.0667819695857795e-14,3.8258177345585721e-16,1.229709721589334e-08,3.9028847564967215e-11,2.8387858031072716e-11,6.2734079381172783e-11,1.2235798208482846e-14,2.2639402690560747e-22,1.8950314452018561e-16,9.3232840122164284e-23,1.15298128936011e-16,2.7826599479449536e-21,2.7826665462015046e-21,5.794681792802786e-27,8.0357475766822169e-28,1.5969774153889409e-25
1.0512795721260493e-14,1.1980158806783017,154.0,0.0,0.0,0.0,0.99999997465235024,1.0,18.999999999999947,1.6855090174517933e-09,3.7977966088872724e-09,3.7977827981109227e-09,3.4547501690889174e-14,4.9569847225877277e-16,1.5860032281046569e-08,6.5134139789894429e-11,3.6643796983995448e-11,1.0469513073908012e-10,2.0433764139784554e-14,3.7887538142388503e-22,3.1650585857998331e-16,1.5576202081773454e-22,1.9273103567078355e-16,6.0135121493138503e-21,6.0135305600935657e-21,1.6162348158920883e-26,2.2484315573441451e-27,3.4512139433622305e-25
1.2894455665460508e-14,1.1980158806783014,154.0,0.0,0.0,0.0,0.99999996891080356,1.0,18.999999999999918,2.0673588402542013e-09,4.6581767236087781e-09,4.6581557813146925e-09,5.1972622950012061e-14,6.0881494032311804e-16,1.9405470548674775e-08,9.7829123651472992e-11,4.4873140288073829e-11,1.5724830219384488e-10,3.0711471311433869e-14,5.7039489013896465e-22,4.7575498255212959e-16,2.3416672140993098e-22,2.8994595681276735e-16,1.1095963051732624e-20,1.1096004535986146e-20,3.6404502764429397e-26,5.0797507612328458e-27,6.3681363572160957e-25
1.527611560966052e-14,1.1980158806783014,154.0,0.0,0.0,0.0,0.99999996316959661,1.0,18.999999999999883,2.44920865851933e-09,5.5185547547069629e-09,5.5185251896896293e-09,7.2942910799606575e-14,7.2193110745638622e-16,2.2933497958840585e-08,1.3708143212327026e-10,5.3075973628299918e-11,2.2034156774414749e-10,4.3062923662110129e-14,8.009495506941152e-22,6.6716869653616333e-16,3.2840117149763467e-22,4.0694238415991054e-16,1.8449446015608175e-20,1.8449527273971762e-20,7.1282665340293153e-26,9.975698251865072e-27,1.0588482831835299e-24
1.7657775553860536e-14,1.198015880678301,154.0,0.0,0.0,0.0,0.99999995742872805,1.0,18.999999999999847,2.8310584722473091e-09,6.3789307081612251e-09,6.3788910235090731e-09,9.7458092566039088e-14,8.350469978443492e-16,2.6444200026461676e-08,1.8285885829833331e-10,6.1252382413939118e-11,2.9392315876097538e-10,5.7482142347586949e-14,1.0705363607318642e-21,8.9066544391407337e-16,4.3841973210488573e-22,5.437198095162289e-16,2.8493414926903349e-20,2.8493559188941398e-20,1.2650672309227355e-25,1.7755314955914362e-26,1.6353008493296926e-24
2.003943549806055e-14,1.1980158806783008,154.0,0.0,0.0,0.0,0.99999995168819633,1.0,18.999999999999801,3.2129082814382682e-09,7.2393045899333871e-09,7.2392532830463378e-09,1.2551789559885987e-13,9.4816261717636048e-16,2.9937661838165671e-08,2.3512935657370762e-10,6.9402451773498775e-11,3.7794156589159036e-10,7.3963166115096238e-14,1.3791523181502164e-21,1.1461639361553814e-15,5.6417689853855713e-22,7.0027772473602883e-16,4.1647308921124495e-20,4.1647547009903025e-20,2.0871158229011764e-25,2.9377196234445313e-26,2.3902465144107094e-24
2.480275538646058e-14,1.1980158806783001,154.0,0.0,0.0,0.0,0.99999994020813632,1.0,18.999999999999694,3.9766078862096366e-09,8.9600461621963061e-09,8.9599670803674537e-09,1.9227027498595821e-13,1.1743930423967866e-15,3.6873203044259639e-08,3.5902213878116207e-10,8.562391141460072e-11,5.7708399945687287e-10,1.130868662858628e-13,2.1134596680870925e-21,1.7528422556230627e-15,8.6272565911124745e-22,1.0727329924467707e-15,7.8962536003176933e-20,7.896308943634337e-20,4.8480171027307047e-25,6.8631456161056049e-26,4.5319149490754693e-24
2.956607527486061e-14,1.1980158806782992,154.0,0.0,0.0,0.0,0.99999992872940413,1.0,18.999999999999567,4.7403074728344541e-09,1.068077951884432e-08,1.0680666583838947e-08,2.7319786823794109e-13,1.4006223860658243e-15,4.3740793885364501e-08,5.085065718247609e-10,1.0174102806254632e-10,8.173618695571391e-10,1.6038668011976282e-13,3.0038475889809794e-21,2.4865586148279788e-15,1.2236860565828326e-21,1.5243041231553188e-15,1.3375031399657889e-19,1.3375142235993851e-19,9.7022378237113612e-25,1.3813957723453891e-25,7.6764464373607967e-24
3.432939516326064e-14,1.1980158806782981,154.0,0.0,0.0,0.0,0.99999991725198678,1.0,18.999999999999417,5.504007041313729e-09,1.2401504706951173e-08,1.2401351795646405e-08,3.6829849498454005e-13,1.6268506560918632e-15,5.0541100030883259e-08,6.8333194912480234e-10,1.1775447284801189e-10,1.0983721962994554e-09,2.1581553836047916e-13,4.0502920731915231e-21,3.3466721562424473e-15,1.6466987919690645e-21,2.0549870534817639e-15,2.0936561747819911e-19,2.0936761713489914e-19,1.749185083406283e-24,2.5047161665046633e-25,1.2016429761060543e-23
3.909271505166067e-14,1.1980158806782972,154.0,0.0,0.0,0.0,0.99999990577587161,1.0,18.999999999999247,6.2677065916484646e-09,1.4122221773320755e-08,1.4122022717975026e-08,4.7756997518832499e-13,1.8530778584326479e-15,5.7274780656753981e-08,8.8325000969152664e-10,1.3366491260328107e-10,1.4197159307749665e-09,2.7932664157565031e-13,5.2527691167431974e-21,4.3325461267456487e-15,2.131406625962876e-21,2.6647777207594063e-15,3.0916323598403741e-19,3.0916657503876995e-19,2.9187316463235683e-24,4.2032308626047756e-25,1.7744451090607438e-23
4.38560349400607e-14,1.1980158806782955,154.0,0.0,0.0,0.0,0.99999989430104652,1.0,18.999999999999048,7.0314061238396462e-09,1.5842930764488997e-08,1.5842679353009645e-08,6.0101012914133381e-13,2.0793039989674305e-15,6.3942488517687004e-08,1.1080149109188669e-09,1.4947300989560706e-10,1.7809979113282059e-09,3.508734582418416e-13,6.6112547192881829e-21,5.4435478457672322e-15,2.6774543643161801e-21,3.3536720630239838e-15,4.3649777933048988e-19,4.365030320591205e-19,4.5882348072912198e-24,6.6449382334563911e-25,2.5053094272223189e-23
4.861935482846073e-14,1.198015880678294,154.0,0.0,0.0,0.0,0.9999998828274993,1.0,18.999999999998831,7.7951056378882571e-09,1.7563631726724423e-08,1.7563321702934719e-08,7.3861677746882918e-13,2.305529083822134e-15,7.0544869986081137e-08,1.3573832139277459e-09,1.6517942303880534e-10,2.1818268399982539e-09,4.3040972419857596e-13,8.1257248841477339e-21,6.6790486942187364e-15,3.2844888536722608e-21,4.1216660190170798e-15,5.9472367345881283e-19,5.9473155431147599e-19,6.8789756256893613e-24,1.0018770375754425e-24,3.413494060744275e-23
