Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237)
2.2909776928312023e-12,0.8751453801124387,154.0,0.0,0.0,0.0,0.99984746579635164,1.0,18.999999973520268,2.1729869030107851e-06,7.9607539443930638e-06,7.9420646161028511e-06,2.2128752943189364e-08,8.6628747615918215e-13,2.1455221633682822e-05,3.5997370031721289e-05,3.0863905973398144e-07,7.666764289763586e-05,4.2410015355987502e-09,1.5767636232298404e-16,2.3660276774101876e-09,2.2092269956000285e-17,6.9646814289084359e-10,1.1690119683490645e-11,1.1691874026087651e-11,1.2276496115558927e-15,5.2669298544529969e-16,7.422239508490058e-12,1.2813737774581542e-27,1.1802845658384309e-27,1.1803099601679817e-27,1.9778688145081684e-16,1.0912710005040696e-10,8.6321692284440119e-19,3.6517992476469157e-19,7.2330155114083279e-11
2.310294140067858e-12,0.8751453801104099,154.0,0.0,0.0,0.0,0.99984618496899746,1.0,18.999999973113244,2.1913069692810013e-06,8.027855804080552e-06,8.0088374774573916e-06,2.2489850835488365e-08,8.7369018355964487e-13,2.1457201737145037e-05,3.6357148015850998e-05,3.0880282500139643e-07,7.743390778983163e-05,4.2858695078152165e-09,1.6024933752222977e-16,2.392365585881613e-09,2.2325996959239024e-17,7.0815127770939615e-10,1.1986900601971691e-11,1.1988702146831513e-11,1.2599318349960445e-15,5.4161302482242483e-16,7.5479160115371789e-12,1.3586521420882323e-27,1.2514727743614496e-27,1.2514999279683646e-27,2.0293324700631325e-16,1.1017429302949987e-10,8.7976298865247497e-19,3.691125426404805e-19,7.3735041855357391e-11
2.327678942580848e-12,0.8751453801085725,154.0,0.0,0.0,0.0,0.99984503223215127,1.0,18.999999972744604,2.2077950069634154e-06,8.0882473168416001e-06,8.0689305092681465e-06,2.2817148589265392e-08,8.8016918557714284e-13,2.1458894649946093e-05,3.6680975832596993e-05,3.089453306412955e-07,7.8123605134037942e-05,4.3262638356759572e-09,1.6258147407877911e-16,2.4160937346498547e-09,2.2536419777453756e-17,7.1874761137225978e-10,1.2258240677024182e-11,1.2260085423421752e-11,1.2894638142625402e-15,5.5528258330300385e-16,7.6619268862623476e-12,1.4315800628397763e-27,1.3186537639908781e-27,1.3186825911172056e-27,2.0764195778179315e-16,1.1111858965602604e-10,8.9481661312568222e-19,3.726542228817774e-19,7.5011330530543409e-11
2.345063745093838e-12,0.8751453801067238,154.0,0.0,0.0,0.0,0.99984387950245557,1.0,18.999999972373761,2.2242830238410075e-06,8.1486386774317088e-06,8.1290211353913086e-06,2.3146630580401759e-08,8.8661741612340331e-13,2.1460507173286354e-05,3.7004828536990332e-05,3.0908336033013302e-07,7.8813355571754839e-05,4.3666701669170903e-09,1.6492917707608141e-16,2.4398443126376466e-09,2.27469051221769e-17,7.2942113337266829e-10,1.2533625436993709e-11,1.2535514072150993e-11,1.31945218367965e-15,5.6918297359962789e-16,7.7767923072034629e-12,1.5078336713182236e-27,1.3888987394716896e-27,1.3889293296057702e-27,2.1242422629750928e-16,1.1206461340787695e-10,9.1002456262551634e-19,3.7619806637287944e-19,7.6298883926020946e-11
2.3624485476068282e-12,0.8751453801048646,154.0,0.0,0.0,0.0,0.99984272677971431,1.0,18.99999997200073,2.2407710199138946e-06,8.2090298859252628e-06,8.1891093595396623e-06,2.3478293100285737e-08,8.9338576383294993e-13,2.146204305749104e-05,3.7328704949038962e-05,3.0921705399544801e-07,7.9503156589846546e-05,4.4070880772798898e-09,1.6729241354437035e-16,2.4636170056562082e-09,2.2957450788125691e-17,7.4017181107221212e-10,1.281308423100653e-11,1.2815017447532818e-11,1.3499003829990133e-15,5.8331614328433579e-16,7.8925122734750166e-12,1.5875382482315099e-27,1.4623231427707522e-27,1.4623555894708587e-27,2.1728065854335392e-16,1.1301236440486579e-10,9.2538750838184379e-19,3.7974403731632382e-19,7.7597701931695471e-11
2.3798333501198183e-12,0.8751453801029943,154.0,0.0,0.0,0.0,0.99984157406373675,1.0,18.999999971625503,2.257258995182193e-06,8.2694209432231748e-06,8.2491951854199813e-06,2.3812132446283529e-08,8.9998457630023148e-13,2.1463505889244579e-05,3.7652603940238312e-05,3.0934654744666644e-07,8.0193005784834915e-05,4.447517156490329e-09,1.6967115880394129e-16,2.4874115087617579e-09,2.3168054636788183e-17,7.509996118491265e-10,1.3096646396371693e-11,1.3098624892261493e-11,1.3808118505865131e-15,5.9768403920853402e-16,8.009086784197617e-12,1.6708226785796807e-27,1.5390457379336247e-27,1.539080138974974e-27,2.2221186120459664e-16,1.1396184276660986e-10,9.4090612276615684e-19,3.8329210109463478e-19,7.8907784399782984e-11
2.3972181526328084e-12,0.8751453801011132,154.0,0.0,0.0,0.0,0.99984042135433959,1.0,18.999999971248098,2.2737469496460145e-06,8.3298118497345617e-06,8.3092786167329102e-06,2.4148144921875093e-08,9.0640220963505825e-13,2.1464899096246611e-05,3.7976524432106421e-05,3.0947197242098563e-07,8.0882900859779517e-05,4.4879570080431401e-09,1.7206539273277779e-16,2.5112275261525052e-09,2.3378714598165565e-17,7.6190450309868435e-10,1.3384341258296627e-11,1.33863657369275e-11,1.4121900233889202e-15,6.1228860748174526e-16,8.1265158384977309e-12,1.7578196252389896e-27,1.6191887711232724e-27,1.6192252286537523e-27,2.272184416769834e-16,1.1491304861252564e-10,9.5658107931977086e-19,3.868422242520785e-19,8.0229131145886652e-11
2.4146029551457984e-12,0.875145380099221,154.0,0.0,0.0,0.0,0.99983926865134543,1.0,18.999999970868508,2.2902348833054686e-06,8.3902026054112732e-06,8.369359657172646e-06,2.4486326836952537e-08,9.1307004522785257e-13,2.1466225942633578e-05,3.830046539762444e-05,3.0959345644470262e-07,8.1572839627345499e-05,4.5284072496504856e-09,1.7447508743728869e-16,2.5350647714799614e-09,2.3589428682042884e-17,7.7288645223403442e-10,1.3676198129288305e-11,1.3678269299418609e-11,1.4440383368636772e-15,6.2713179343348403e-16,8.2447994355078977e-12,1.8486657411644516e-27,1.7028781662637502e-27,1.702916786970301e-27,2.3230100810219932e-16,1.1586598206181888e-10,9.7241305281201097e-19,3.9039437453254147e-19,8.1561741947943971e-11
2.4322063468472303e-12,0.8751453800972943,154.0,0.0,0.0,0.0,0.99983810146109919,1.0,18.99999997048192,2.3069301081036682e-06,8.4513525360028984e-06,8.4301936989415847e-06,2.4830967667095001e-08,9.1978809992472997e-13,2.1467505034818517e-05,3.8628499321326843e-05,3.0971257870929503e-07,8.2271495783692135e-05,4.569376305213019e-09,1.7693079689503389e-16,2.5592230825863223e-09,2.3802845386332295e-17,7.8408496776656402e-10,1.3975995501012606e-11,1.3978114677406832e-11,1.4767696561993447e-15,6.4240673801788266e-16,8.3654410070423436e-12,1.9447200284680484e-27,1.7913659124993247e-27,1.7914068370997613e-27,2.3752552865814233e-16,1.1683265774009357e-10,9.8860477327520106e-19,3.9399322174482648e-19,8.2922585563814108e-11
2.449809738548662e-12,0.8751453800953563,154.0,0.0,0.0,0.0,0.99983693427707221,1.0,18.999999970093107,2.3236253115712578e-06,8.5125023131389164e-06,8.491025296939213e-06,2.517782523976776e-08,9.2631568129160032e-13,2.1468722347245253e-05,3.8956552267100518e-05,3.0982791103376401e-07,8.2970192543330157e-05,4.6103552666710249e-09,1.7940230375021797e-16,2.5834025957949153e-09,2.4016313691272666e-17,7.9536242396518411e-10,1.4280120650508592e-11,1.4282288570956793e-11,1.5099900978058139e-15,6.5793035038549499e-16,8.4869587439345432e-12,2.0450151987206638e-27,1.883760967610817e-27,1.8838043153729067e-27,2.4282921516200268e-16,1.1780110498453114e-10,1.0049588801343664e-18,3.9759408434083141e-19,8.4294977707725868e-11
2.467413130250094e-12,0.8751453800934071,154.0,0.0,0.0,0.0,0.99983576709910027,1.0,18.999999969702071,2.340320493708341e-06,8.5736519369004865e-06,8.5518544549811822e-06,2.5526895743488464e-08,9.3292868796742247e-13,2.1469880810567137e-05,3.9284623312852957e-05,3.0993957365836183e-07,8.3668927942395909e-05,4.6513437778785494e-09,1.8188958953459091e-16,2.6076030411119473e-09,2.4229831735346232e-17,8.0671878705297434e-10,1.4588603971074884e-11,1.4590821378946467e-11,1.5437032238079618e-15,6.7370464776599249e-16,8.6093526453016345e-12,2.1497058751593621e-27,1.9802058181153661e-27,1.9802517135566132e-27,2.4821270125507193e-16,1.187713239182466e-10,1.0214760776944902e-18,4.0119693227018344e-19,8.5678918043650467e-11
2.485016521951526e-12,0.875145380091447,154.0,0.0,0.0,0.0,0.99983459992702439,1.0,18.999999969308814,2.3570156545150217e-06,8.6348014074219584e-06,8.6126811768765995e-06,2.5878175373294886e-08,9.3983684140139065e-13,2.1470983212077485e-05,3.9612711581598095e-05,3.1004768293239995e-07,8.4367700113093165e-05,4.6923414956588962e-09,1.8439260861204366e-16,2.6318241572786341e-09,2.4443397744337917e-17,8.1815402327123218e-10,1.4901475843049055e-11,1.4903743487290461e-11,1.5779125948107812e-15,6.8973164658241077e-16,8.7326227102664281e-12,2.2589510573393195e-27,2.0808469843901735e-27,2.080895557463568e-27,2.5367662133338623e-16,1.1974331466414045e-10,1.0381570715160156e-18,4.0480173657682254e-19,8.7074406202558541e-11
2.5026199136529577e-12,0.8751453800894756,154.0,0.0,0.0,0.0,0.99983343276069192,1.0,18.99999996891334,2.3737107939913982e-06,8.6959507256911384e-06,8.6735054664280025e-06,2.6231660330762326e-08,9.4638422954642099e-13,2.1472032207786341e-05,3.9940816237656458e-05,3.1015235152726982e-07,8.5066507275600108e-05,4.7333480889996743e-09,1.8691132963615161e-16,2.6560656912929684e-09,2.4657009996938325e-17,8.2966809887954892e-10,1.5218766633743439e-11,1.5221085268875785e-11,1.6126217698918575e-15,7.0601336244151276e-16,8.8567689379572162e-12,2.3729143194013564e-27,2.1858352035145979e-27,2.1858865898059494e-27,2.5922161054821105e-16,1.2071707734489759e-10,1.0550025684226835e-18,4.0840846933107053e-19,8.8481441785207736e-11
2.5202233053543896e-12,0.8751453800874934,154.0,0.0,0.0,0.0,0.99983226559995553,1.0,18.99999996851566,2.3904059121375678e-06,8.75709989172442e-06,8.7343273274314202e-06,2.6587346823968948e-08,9.5287472579014394e-13,2.1473030330260824e-05,4.0268936484188402e-05,3.1025368858734154e-07,8.5765347732815622e-05,4.7743632384976799e-09,1.8944575007195879e-16,2.6803273980709635e-09,2.4870666811559194e-17,8.4126098015572944e-10,1.5540506697495905e-11,1.5542877083612653e-11,1.647834306607324e-15,7.2255181013377281e-16,8.981791327507309e-12,2.4917639137849196e-27,2.2953255249145781e-27,2.2953798658459231e-27,2.6484830480072418e-16,1.2169261208298804e-10,1.0720132764974107e-18,4.1201710358275891e-19,8.9900024363952227e-11
2.5378266970558215e-12,0.8751453800855002,154.0,0.0,0.0,0.0,0.99983109844467288,1.0,18.999999968115766,2.4071010089536245e-06,8.8182489054973087e-06,8.7951467636757089e-06,2.6945231068123864e-08,9.5964061437108526e-13,2.1473979980683851e-05,4.0597071565692674e-05,3.1035179946567239e-07,8.6464219875680655e-05,4.8153866371977493e-09,1.9199583095575742e-16,2.7046090410399787e-09,2.5084366597967903e-17,8.5293263339756134e-10,1.5866726374405548e-11,1.586914927716995e-11,1.6835537608436065e-15,7.3934900355207909e-16,9.1076898780555388e-12,2.6156733120778056e-27,2.4094778089286088e-27,2.409535251985968e-27,2.7055734081346325e-16,1.2266991900064643e-10,1.0891899052054793e-18,4.1562761343202936e-19,9.1330153480918208e-11
2.5554300887572533e-12,0.8751453800834957,154.0,0.0,0.0,0.0,0.99982993129470799,1.0,18.999999967713666,2.4237960844396615e-06,8.8793977675615855e-06,8.8559637789427994e-06,2.7305309285347243e-08,9.6642642083307434e-13,2.1474883441260486e-05,4.0925220764102866e-05,3.1044678600127729e-07,8.7163122174864727e-05,4.8564179896162114e-09,1.9456154003315291e-16,2.7289103915162532e-09,2.5298107820752626e-17,8.6468302492222123e-10,1.619745599074745e-11,1.6199932181390045e-11,1.7197836868660596e-15,7.564069557142002e-16,9.2344645887459578e-12,2.7448211515637836e-27,2.528456677681713e-27,2.5285173766456598e-27,2.7634935610564325e-16,1.2364899821987891e-10,1.1065331653553934e-18,4.1923997394698289e-19,9.2771828650864727e-11
2.5730334804586852e-12,0.8751453800814806,154.0,0.0,0.0,0.0,0.99982876414992761,1.0,18.999999967309375,2.4404911385957678e-06,8.9405464784818148e-06,8.9167783770103217e-06,2.7667577702037448e-08,9.729568145864077e-13,2.1475742921041316e-05,4.1253383384369749e-05,3.1053874786711957e-07,8.7862053150058973e-05,4.897457007336212e-09,1.9714285683955908e-16,2.7532312256787253e-09,2.5511888972762757e-17,8.7651212105888904e-10,1.653272586423779e-11,1.6535256119554841e-11,1.7565276379363799e-15,7.7372767909586924e-16,9.3621154587257929e-12,2.8793893805219569e-27,2.6524298052817433e-27,2.6524939203708178e-27,2.8222498868615706e-16,1.2462984986255028e-10,1.1240437685876067e-18,4.2285416079192865e-19,9.4225049371724226e-11
2.590636872160117e-12,0.8751453800794545,154.0,0.0,0.0,0.0,0.99982759701020418,1.0,18.999999966902884,2.4571861714220319e-06,9.0016950382780374e-06,8.9775905616482921e-06,2.8032032552197801e-08,9.7948894579715155e-13,2.1476560506663861e-05,4.1581558769959848e-05,3.1062778103457966e-07,8.8561011402985091e-05,4.9385034139552352e-09,1.9973975746548276e-16,2.7775713280162338e-09,2.5725708612068028e-17,8.8841988815810447e-10,1.687256629735522e-11,1.6875151399705966e-11,1.7937891655294429e-15,7.9131318520449084e-16,9.4906424871476072e-12,3.0195658278724849e-27,2.7815702867217079e-27,2.7816379848568764e-27,2.8818487743843541e-16,1.2561247405027344e-10,1.1417224280243759e-18,4.2647015064492957e-19,9.5689815113278764e-11
2.608240263861549e-12,0.8751453800774174,154.0,0.0,0.0,0.0,0.99982642987541437,1.0,18.999999966494201,2.4738811829185398e-06,9.0628434469775617e-06,9.0384003366207931e-06,2.8398670075730657e-08,9.8626360527105067e-13,2.1477338193132683e-05,4.1909746293170811e-05,3.1071397866933897e-07,8.9259995596769123e-05,4.9795569421494902e-09,2.0235220857258616e-16,2.8019304893162992e-09,2.5939565350916812e-17,9.0040629258698442e-10,1.7217007580748409e-11,1.7219648318052955e-11,1.8315718197328877e-15,8.0916548479424557e-16,9.6200456731680869e-12,3.1655430526027742e-27,2.9160555771783863e-27,2.9161270321928863e-27,2.9422966192063981e-16,1.2659687090446611e-10,1.1595698579389696e-18,4.3008792095007665e-19,9.7166125324241066e-11
2.6258436555629808e-12,0.8751453800753694,154.0,0.0,0.0,0.0,0.99982526274543937,1.0,18.99999996608333,2.4905761730853752e-06,9.123991705094025e-06,9.0992077056847935e-06,2.8767486519638135e-08,9.9302475612907357e-13,2.1478077871099126e-05,4.223794535913371e-05,3.1079743067937177e-07,8.9959004464465402e-05,5.0206173350865684e-09,2.0498018111539198e-16,2.8263085076798598e-09,2.6153457853037886e-17,9.1247130073261614e-10,1.7566079990808543e-11,1.7568777156545229e-11,1.8698791489624595e-15,8.2728658770896452e-16,9.7503250159487584e-12,3.317519351224413e-27,3.0560684208672828e-27,3.0561438137675286e-27,3.003599825050327e-16,1.2758304054631075e-10,1.177586773992835e-18,4.3370745003668062e-19,9.8653979429335088e-11
2.6434470472644127e-12,0.8751453800733103,154.0,0.0,0.0,0.0,0.99982409562016406,1.0,18.999999965670273,2.5072711419226204e-06,9.185139813111981e-06,9.16001267259249e-06,2.9138478135677707e-08,9.9953858159275245e-13,2.1478781363766078e-05,4.2566155394201493e-05,3.1087822484024059e-07,9.0658036784326329e-05,5.0616843427803564e-09,2.0762365632416773e-16,2.8507051859950312e-09,2.6367384810374885e-17,9.246148789954699e-10,1.7919813794368829e-11,1.7922568187572549e-11,1.9087147005130946e-15,8.4567850318114791e-16,9.8814805146542872e-12,3.4756969851496882e-27,3.2017952169310304e-27,3.2018747360751791e-27,3.065764801067659e-16,1.2857098309683233e-10,1.1957738927785099e-18,4.3732871681167406e-19,1.0015337683778218e-10
2.6610504389658445e-12,0.8751453800712405,154.0,0.0,0.0,0.0,0.99982292849947851,1.0,18.999999965255043,2.5239660894303542e-06,9.2462877710033488e-06,9.220815241087321e-06,2.9511641184339305e-08,1.0060718082638072e-12,2.1479450377160915e-05,4.2894375861594859e-05,3.1095644515066524e-07,9.1357091413125021e-05,5.1027577273132498e-09,2.10282609091496e-16,2.8751203356287861e-09,2.658134498248632e-17,9.3683699380061706e-10,1.8278239240686544e-11,1.8281051665945501e-11,1.9480820196187028e-15,8.6434323931628476e-16,1.0013512168454832e-11,3.6402856195535625e-27,3.3534291896143852e-27,3.3535130310514886e-27,3.1287979663828188e-16,1.2956069867676606e-10,1.2141319326017456e-18,4.4095170120032491e-19,1.0166431693187796e-10
2.6786538306672764e-12,0.8751453800691601,154.0,0.0,0.0,0.0,0.99982176138327605,1.0,18.999999964837631,2.5406610156086561e-06,9.3074355786227913e-06,9.2816154149076293e-06,2.9886971931197571e-08,1.0130015716622434e-12,2.1480086551468776e-05,4.3222606245250941e-05,3.1103217345999394e-07,9.2056167251756323e-05,5.1438372576145464e-09,2.1295699941562677e-16,2.8995537727733488e-09,2.6795337175487116e-17,9.4913761158745968e-10,1.8641386568775915e-11,1.8644257836229812e-11,1.9879846503120564e-15,8.832828035620468e-16,1.0146419976523695e-11,3.8114993373464876e-27,3.511167635592338e-27,3.5112560032638112e-27,3.1927057459107265e-16,1.3055218740667837e-10,1.2326616127670481e-18,4.4457638370559143e-19,1.0318679907879076e-10
2.6962572223687083e-12,0.8751453800670685,154.0,0.0,0.0,0.0,0.99982059427145487,1.0,18.999999964418055,2.5573559204576024e-06,9.3685832369102421e-06,9.3424131977838189e-06,3.026446664973639e-08,1.0196094916249777e-12,2.1480691430011564e-05,4.3550846059583708e-05,3.1110548839233081e-07,9.2755263266024177e-05,5.1849227128381839e-09,2.1564680672959257e-16,2.9240053208614813e-09,2.7009360234444791e-17,9.6151669881771446e-10,1.9009286001696605e-11,1.9012216927033717e-11,2.0284261347550315e-15,9.0249920233914467e-16,1.0280203938039103e-11,3.9895591575998408e-27,3.6752142457548772e-27,3.6753073518181803e-27,3.2574945735911158e-16,1.3154544940687322e-10,1.2513636541358792e-18,4.4820274569310253e-19,1.0472082262344062e-10
2.71386061407014e-12,0.8751453800649663,154.0,0.0,0.0,0.0,0.99981942716391625,1.0,18.999999963996309,2.5740508039772655e-06,9.4297307459097622e-06,9.4032085934398314e-06,3.0644121619895592e-08,1.0260652877518234e-12,2.1481266484630105e-05,4.3879094841497711e-05,3.1117646610425091e-07,9.3454378469632983e-05,5.2260138798925209e-09,2.1835201473878372e-16,2.948474808865449e-09,2.7223413041907996e-17,9.7397422197134209e-10,1.938196774945351e-11,1.9384959153908335e-11,2.0694100135786598e-15,9.2199444122482036e-16,1.0414864052182832e-11,4.1746920008965155e-27,3.8457781515125269e-27,3.8458762166206199e-27,3.3231708907139502e-16,1.3254048479743989e-10,1.2702387788451436e-18,4.5183076918277e-19,1.0626638689433785e-10
2.7297036666014285e-12,0.8751453800630651,154.0,0.0,0.0,0.0,0.99981837677071417,1.0,18.999999963614886,2.5890761809084872e-06,9.4847633761095895e-06,9.4579224115304389e-06,3.0987655037915258e-08,1.0321756402903765e-12,2.148175970492195e-05,4.4174526044191382e-05,3.1123840905202241e-07,9.408359777534283e-05,5.2630006427824016e-09,2.2079983718583342e-16,2.9705125489635496e-09,2.7416085120148501e-17,9.8525302783214112e-10,1.972149516133839e-11,1.9724541703736975e-11,2.1067621770091052e-15,9.3978022155150877e-16,1.0536807264735491e-11,4.3475506869265753e-27,4.0050346204323465e-27,4.0051373445560655e-27,3.3830437082781835e-16,1.3343753299682626e-10,1.2873749750509481e-18,4.5509739647303739e-19,1.0766726149357003e-10
2.745546719132717e-12,0.8751453800611552,154.0,0.0,0.0,0.0,0.9998173263808362,1.0,18.999999963231716,2.6041015405631018e-06,9.5397958856968023e-06,9.5126343016913983e-06,3.133293254698679e-08,1.0381668331354114e-12,2.1482230902619794e-05,4.4469963838943903e-05,3.112985714764798e-07,9.4712831193877965e-05,5.2999917186363653e-09,2.2326008799078295e-16,2.9925645674631299e-09,2.7608779664960479e-17,9.9659531523863992e-10,2.0064942716303878e-11,2.0068045070377196e-11,2.1445591259717027e-15,9.5779494732273312e-16,1.0659460159664685e-11,4.5264995280947048e-27,4.1699028078261531e-27,4.1700103833249047e-27,3.4436453195041132e-16,1.3433601782681838e-10,1.3046524825884907e-18,4.5836534311775872e-19,1.0907748301771861e-10
2.7613897716640053e-12,0.8751453800592366,154.0,0.0,0.0,0.0,0.99981627599421685,1.0,18.99999996284679,2.6191268829411611e-06,9.5948282746975383e-06,9.5673442666250173e-06,3.1679951447586355e-08,1.0441543124841172e-12,2.1482681021285618e-05,4.4765407928875963e-05,3.1135700434277892e-07,9.5342078092947998e-05,5.3369869663495805e-09,2.2573274700270437e-16,3.014630749906238e-09,2.7801495941996574e-17,1.0080010597898113e-09,2.0412332412327472e-11,2.0415491255845125e-11,2.1828034386412779e-15,9.7604007897836987e-16,1.0782822736380713e-11,4.7117157528403199e-27,4.3405460518173864e-27,4.3406586778026183e-27,3.5049804341470575e-16,1.3523593937454909e-10,1.3220718303514153e-18,4.6163459721087639e-19,1.1049705094756972e-10
2.7772328241952937e-12,0.8751453800573089,154.0,0.0,0.0,0.0,0.99981522561079306,1.0,18.99999996246013,2.634152208042715e-06,9.6498605432429471e-06,9.6220523090292958e-06,3.2028709044509277e-08,1.0501437767027002e-12,2.1483110962117516e-05,4.5060858030437457e-05,3.1141375709365546e-07,9.5971337868651154e-05,5.3739862495534834e-09,2.2821779500299811e-16,3.036710985252693e-09,2.7994233240883743e-17,1.0194702370968604e-09,2.0763686238624242e-11,2.076690225339282e-11,2.2214976921651427e-15,9.9451707638994271e-16,1.0906894994296165e-11,4.9033808051531029e-27,4.5171315768560326e-27,4.5172494593933282e-27,3.5670537668533657e-16,1.3613729772700725e-10,1.3396335480908476e-18,4.6490514724595209e-19,1.1192596475419112e-10
2.793075876726582e-12,0.875145380055373,154.0,0.0,0.0,0.0,0.99981417523050431,1.0,18.999999962071726,2.649177515867813e-06,9.7048926914679983e-06,9.6767584315980018e-06,3.2379202646748499e-08,1.056132671969149e-12,2.1483521587394902e-05,4.5356313872323562e-05,3.1146887774468212e-07,9.6600609943165504e-05,5.4109894362977569e-09,2.3071521282171336e-16,3.0588051656662348e-09,2.8186990874259549e-17,1.031002822782891e-09,2.1119026175881773e-11,2.1122300047743372e-11,2.260644462690655e-15,1.0132273988749536e-15,1.103167693282578e-11,5.1016803237971475e-27,4.699830474604704e-27,4.6999538269162889e-27,3.6298700370154102e-16,1.3704009297104198e-10,1.3573381663929617e-18,4.6817698208933522e-19,1.1336422389972585e-10
2.8089189292578705e-12,0.8751453800534283,154.0,0.0,0.0,0.0,0.99981312485329066,1.0,18.999999961681585,2.6642028064165023e-06,9.7599247195003194e-06,9.7314626370207868e-06,3.2731429567422823e-08,1.0621215977089246e-12,2.1483913722958058e-05,4.5651775194694623e-05,3.1152241295201457e-07,9.7229893763087425e-05,5.4479963988229839e-09,2.3322498131268596e-16,3.0809131863624383e-09,2.837976817659452e-17,1.042598792482714e-09,2.1478374196396092e-11,2.1481706615226708e-11,2.3002463253811481e-15,1.0321725052049789e-15,1.1157168551386334e-11,5.3068041582542918e-27,4.888817718671062e-27,4.8889467613402785e-27,3.6934339686836142e-16,1.3794432519336515e-10,1.3751862166661545e-18,4.7145009096098199e-19,1.1481182783796376e-10
2.8406050343204477e-12,0.8751453800495128,154.0,0.0,0.0,0.0,0.99981102410786293,1.0,18.999999960896087,2.6942533356848477e-06,9.8699884154797615e-06,9.8408653071664967e-06,3.3441072637176297e-08,1.0740994247507316e-12,2.1484645657460215e-05,4.6242713295286256e-05,3.1162490714523401e-07,9.8488494540023038e-05,5.5220211601546535e-09,2.3828149387765897e-16,3.1251703440910001e-09,2.8765379230082865e-17,1.0659807865215602e-09,2.2209182334360901e-11,2.2212633932885672e-11,2.3808256229832425e-15,1.0707729017483697e-15,1.1410280826277279e-11,5.7383058360778239e-27,5.28637711250881e-27,5.2865182281493e-27,3.8228237359806079e-16,1.397571009190362e-10,1.4113147428797531e-18,4.780000893543608e-19,1.1773506786856265e-10
2.872291139383025e-12,0.8751453800455632,154.0,0.0,0.0,0.0,0.99980892337407257,1.0,18.999999960103672,2.7243037958481212e-06,9.9800516321276193e-06,9.950260340900789e-06,3.4157616841315717e-08,1.0860772183829533e-12,2.1485312695481052e-05,4.6833670466461854e-05,3.1172158701885821e-07,9.9747136225804392e-05,5.596059590827501e-09,2.4338718012464689e-16,3.1694816783157016e-09,2.9151061490486851e-17,1.089616024526534e-09,2.2956286262565443e-11,2.2959859848657243e-11,2.4632561665402746e-15,1.1103299252216386e-15,1.1666231814342533e-11,6.1994918334041701e-27,5.7112899389529274e-27,5.7114441035731089e-27,3.9552609541913876e-16,1.4157562559496112e-10,1.4480233945071553e-18,4.845550628812201e-19,1.2069568032122706e-10
2.9356633495081793e-12,0.8751453800375601,154.0,0.0,0.0,0.0,0.99980472193978709,1.0,18.999999958498172,2.7844045088608703e-06,1.0200176630925893e-05,1.016902758454209e-05,3.561132333276463e-08,1.1100326258606895e-12,2.1486473431525713e-05,4.801563530324795e-05,3.1189879828297567e-07,0.0001022645280174426,5.7441739768214414e-09,2.5374546572145689e-16,3.2582639688239894e-09,2.9922621486296502e-17,1.1376454546266343e-09,2.4500083255459435e-11,2.4503909369143863e-11,2.6337532387102559e-15,1.1923604456755588e-15,1.2186649911635659e-11,7.2177094098326995e-27,6.6494364873692978e-27,6.6496199490824655e-27,4.2294296552955842e-16,1.45229924550331e-10,1.523198211360315e-18,4.9767964141430869e-19,1.2672900385129847e-10
2.9926983386208182e-12,0.8751453800302406,154.0,0.0,0.0,0.0,0.99980094068487468,1.0,18.999999957029775,2.8384949142364611e-06,1.0398287498860088e-05,1.0365892200969685e-05,3.6943047594223352e-08,1.1315923159972715e-12,2.1487346096769919e-05,4.9079453162045021e-05,3.1204150401774591e-07,0.00010453028706704626,5.8775153777407144e-09,2.6323457574955197e-16,3.3383463497724031e-09,3.0617225796272635e-17,1.1817360868257782e-09,2.5946991111409764e-11,2.5951054425788053e-11,2.7937380154527275e-15,1.26957636279045e-15,1.2664734552432765e-11,8.2532572946241603e-27,7.6035680037828344e-27,7.6037818807542595e-27,4.4869853487119611e-16,1.4853846190652367e-10,1.5928826609964003e-18,5.0950807707870283e-19,1.3228676113644846e-10
3.049733327733457e-12,0.8751453800228112,154.0,0.0,0.0,0.0,0.99979715946201098,1.0,18.999999955539298,2.8925850957168371e-06,1.0596396825966707e-05,1.0562732405758567e-05,3.8296801531434686e-08,1.1531518502127604e-12,2.1488080361918988e-05,5.0143310198340563e-05,3.1216994187917125e-07,0.00010679613050427054,6.0108889123513676e-09,2.7288065711161709e-16,3.4185939965490177e-09,3.1311997498452737e-17,1.2266442102770978e-09,2.7449422256918626e-11,2.7453732369782199e-11,2.9600401915156493e-15,1.3500726720047143e-15,1.3152016553246531e-11,9.4134146481322232e-27,8.6725306051471686e-27,8.6727792164037724e-27,4.7550073459181191e-16,1.5186563650667816e-10,1.6645136948894256e-18,5.2135160655427355e-19,1.3796553004355587e-10
