Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32)
1.614521549709107e-08,0.5047104918912934,154.0,0.0,0.0,0.0,0.98354111968611735,0.99999999752225155,18.998996985992751,0.0011029375835156432,0.0053813669145352499,0.0043164733241069578,0.0009472660922597298,2.154012173487669e-09,1.4854096232636577e-07,0.001783987985273028,2.7073068500196301e-10,0.0025247041525619674,1.4081128443837292e-05,1.3000299776796895e-11,0.00022394287465420641,1.307467900742766e-13,2.6546952640879846e-06,0.00012647910710474668,0.00012669086172230744,4.5663735585888967e-08,2.878098214849133e-08,2.4638344403601982e-05,1.9308181636136905e-09,2.3922772403974392e-09,2.4107599367882126e-09,9.685663392759374e-06,3.1656682984637192e-05,2.4063771156398759e-07,2.0192327325134135e-14,1.722577926792765e-07,1.1887325505063618e-07,1.2383503232335605e-07,6.8851761730691516e-10,6.6908941092049708e-12,2.6946771392713183e-13,6.0320676554418268e-09,2.4058847295777286e-09,3.4008527356721638e-09,4.7519163587297895e-10,2.5295527600321475e-10,6.0595751474648521e-10,7.1277491957994952e-11,2.2432628951394192e-12,1.157998260370036e-16,1.6134361380651106e-11,1.0831608969030837e-11,2.1979882758329784e-12,4.7904674707296365e-13,7.211179328516913e-16,1.8996750812110765e-15,6.4257648895648374e-12,1.0752417740314259e-15,3.6047204764682932e-11,1.1807037869597282e-12,1.2087719913068026e-09,7.8885370471920709e-13,5.3946490001646203e-13,2.0287395802952006e-12,9.3743817274579904e-21,4.7641260957784049e-19,9.5796619591165642e-13,5.1340082626202064e-22,2.3135004051788205e-16,2.3296365784120731e-13,5.3555529431111376e-21,2.6378525407860784e-13,4.4450224323251171e-18,1.5064652236219904e-15,2.4777490019573134e-09
1.6605621354972954e-08,0.5047104351964725,154.0,0.0,0.0,0.0,0.98307349333150784,0.99999999737456247,18.998968228149977,0.0011336740110545476,0.0055309789139475285,0.0044331995819852227,0.00097297239572400023,2.2138946123202546e-09,1.4847710564642211e-07,0.0018343686803287472,2.7060196567502001e-10,0.0025961469215675164,1.447261631144774e-05,1.3353093627164178e-11,0.00023671896258389364,1.3438185258283603e-13,2.7272897678593221e-06,0.00013373812892283687,0.00013397075712914732,4.8284473943033325e-08,3.0432842705666624e-08,2.6295890454782106e-05,2.2054690054765216e-09,2.7520731701491657e-09,2.7739592607826789e-09,1.0520258755987109e-05,3.3448769567231584e-05,2.6882094743252212e-07,2.1537737539784135e-14,1.77471981042404e-07,1.224584511113861e-07,1.3843982273479494e-07,7.3538580550444763e-10,7.5243817921130378e-12,2.9276616545939978e-13,6.7226171194230788e-09,2.6373985576851518e-09,3.8358617821070355e-09,5.3666723265582862e-10,2.8875660486416931e-10,6.9585560621451174e-10,8.2195517949057483e-11,2.6820760822298623e-12,1.3218924833981242e-16,1.9261650595563239e-11,1.2615838590101455e-11,2.3908589664897009e-12,5.2120441045684174e-13,7.843962073687353e-16,2.054825846523435e-15,6.9499059716785943e-12,1.1058913011277874e-15,3.7071649769348858e-11,1.214269917883728e-12,1.2792100630189257e-09,8.3482173646674344e-13,5.7090048560105261e-13,2.1469702113167814e-12,1.0199357645467759e-20,5.041769239195902e-19,1.0123135646874103e-12,5.4252709830975883e-22,2.4447500941447573e-16,2.6983616701230199e-13,5.8268589272357869e-21,2.9140264031294951e-13,4.9104011429771179e-18,1.752938111500387e-15,2.6254381163928468e-09
1.7066027212854838e-08,0.5047103791668381,154.0,0.0,0.0,0.0,0.98260598670062238,0.99999999722168986,18.998939455905518,0.0011643711861915637,0.0056803588049291424,0.004549564728691057,0.000998599000159271,2.273683972276356e-09,1.4841326341391681e-07,0.0018847220688349129,2.7047327930240439e-10,0.0026675589763234912,1.4863495676887649e-05,1.3704793686378734e-11,0.00024983890880346098,1.3801126499695058e-13,2.7996600488826422e-06,0.00014119165230027197,0.00014144673666177153,5.0975428412093873e-08,3.2128962340526333e-08,2.8019213306586835e-05,2.5094164406003777e-09,3.1535807362386304e-09,3.1793749451781784e-09,1.1400369885285032e-05,3.5287486022599604e-05,2.9938004780680098e-07,2.2936148489110265e-14,1.8268392910968442e-07,1.2604170524236958e-07,1.5428617117931353e-07,7.8413408151200731e-10,8.4328870491983274e-12,3.1734079364891427e-13,7.4691615794465081e-09,2.8832459118884572e-09,4.3112207245095052e-09,6.0391025675210278e-10,3.2829268051707681e-10,7.9601711323133314e-10,9.4356080090348554e-11,3.1901052647343301e-12,1.5028839460259706e-16,2.2877737359555672e-11,1.462998196148758e-11,2.5957505374192877e-12,5.6599578845140877e-13,8.5161842532286618e-16,2.2196041525218724e-15,7.5065688319730026e-12,1.1365137626805088e-15,3.8094893287511516e-11,1.247796685622767e-12,1.3516087940399499e-09,8.8206921855224078e-13,6.0321103080639683e-13,2.2684918915843315e-12,1.1075872262665076e-20,5.3271408134743252e-19,1.0681316090626356e-12,5.724415464655428e-22,2.5795514891067962e-16,3.1121825605644652e-13,6.3276087979157732e-21,3.2123331475722951e-13,5.4130758580357228e-18,2.032276126379989e-15,2.7783106347573397e-09
1.752643307073672e-08,0.5047103237980549,154.0,0.0,0.0,0.0,0.98213860167569211,0.99999999706350784,18.998910668497434,0.0011950291437404774,0.0058295051398017496,0.0046655678714452248,0.0010241457099576857,2.3333796738380424e-09,1.4834943591372085e-07,0.00193504815877478,2.7034462640222504e-10,0.0027389403240837382,1.5253762751458043e-05,1.4055397269914212e-11,0.00026330183969555931,1.4163499213760512e-13,2.8718055499232603e-06,0.000148838985591536,0.00014911819298270176,5.3736348965787996e-08,3.3869183455984079e-08,2.9809312374417303e-05,2.8447754069175915e-09,3.6002683065730016e-09,3.6305330768108452e-09,1.2327082863523728e-05,3.7172578523358318e-05,3.3244050871806183e-07,2.4388364830234235e-14,1.8789363727792735e-07,1.296230179423699e-07,1.7144056946879163e-07,8.3479126441816128e-10,9.4206803415333767e-12,3.4322225369134262e-13,8.2744250061234245e-09,3.1438312932529072e-09,4.8293027621749045e-09,6.7726389575602558e-10,3.7181770953108775e-10,9.0727925021293269e-10,1.0785270001345397e-10,3.7757707365853069e-12,1.7021363775164396e-16,2.704154037453894e-11,1.6895827045544124e-11,2.8131688247551113e-12,6.1353183823466549e-13,9.2295054816381683e-16,2.3944684613811076e-15,8.0973054689715685e-12,1.1671093127251274e-15,3.9116926524788945e-11,1.281283801991701e-12,1.4259652053648913e-09,9.3059420109345237e-13,6.3639520219330832e-13,2.3932996056372457e-12,1.2006096880602655e-20,5.6202290407162216e-19,1.1254180726453031e-12,6.0314296146589652e-22,2.7178991408417966e-16,3.5750712254110204e-13,6.859043012469633e-21,3.5341174195310072e-13,5.9553124340545481e-18,2.3479786175554488e-15,2.9364928482049988e-09
1.7986838928618604e-08,0.5047102690858011,154.0,0.0,0.0,0.0,0.98167134013104362,0.99999999689988306,18.998881865171057,0.0012256479185480112,0.0059784164795022151,0.0047812081314697911,0.0010496123325945018,2.3929811409335493e-09,1.4828562342952587e-07,0.0019853469582275241,2.7021600749041465e-10,0.0028102909722371376,1.5643413768989187e-05,1.4404901735556993e-11,0.00027710687918510287,1.4525299903497419e-13,2.943725722445177e-06,0.00015667943325620449,0.00015698451725875304,5.6566984170797888e-08,3.5653347568688851e-08,3.1667182634102659e-05,3.2137403969839504e-09,4.0957832726738729e-09,4.1311435007749435e-09,1.3301473991817787e-05,3.9103789806871063e-05,3.6813054413793065e-07,2.5895187637943466e-14,1.931011059869871e-07,1.3320238973285411e-07,1.899710260873294e-07,8.8738604618125707e-10,1.0492137058725838e-11,3.704409259633773e-13,9.1411731435983123e-09,3.419555951801958e-09,5.392540593730999e-09,7.5708005791529547e-10,4.1959390148582581e-10,1.0305211498868233e-09,1.2278227880184735e-10,4.4482252422815482e-12,1.9208501440558669e-16,3.1817054804548814e-11,1.9436516137434994e-11,3.0436357831834094e-12,6.6392704962835215e-13,9.9856382570402671e-16,2.5798932201225113e-15,8.7237220691166915e-12,1.1976781230586397e-15,4.0137740795555214e-11,1.314730982368088e-12,1.5022763020305716e-09,9.8039472378240299e-13,6.7045165919291251e-13,2.521388311196503e-12,1.2992271930518843e-20,5.921022080045966e-19,1.1841706871979916e-12,6.3463012769906734e-22,2.8597875715197852e-16,4.0912188344633694e-13,7.4224415217742069e-21,3.8807861327894701e-13,6.5394816558278395e-18,2.7038366262230069e-15,3.1001175247545179e-09
1.8447244786500487e-08,0.5047102150257685,154.0,0.0,0.0,0.0,0.98120420393303676,0.99999999673067663,18.998853045179043,0.0012562275454935409,0.0061270913936424549,0.0048964846440016892,0.0010749986786310602,2.4524878009613644e-09,1.4822182624383502e-07,0.002035618475367827,2.700874230807133e-10,0.0028816109283070243,1.6032444985998053e-05,1.4753304483446922e-11,0.0002912531487680041,1.4886525092988403e-13,3.0154200266197109e-06,0.00016471229588535576,0.00016504509918457728,5.9467081197304548e-08,3.7481295315034358e-08,3.3593814572740614e-05,3.6185852968721428e-09,4.6439556617373728e-09,4.6851036733588272e-09,1.4324609775957309e-05,4.1080859228324185e-05,4.0658104284385128e-07,2.745741436510042e-14,1.9830633571697342e-07,1.3677982115793257e-07,2.099470487007424e-07,9.419469902097799e-10,1.1651736344870938e-11,3.9902691560790487e-13,1.0072211992096104e-08,3.7108178716683754e-09,6.0034255762147855e-09,8.4371924916725094e-10,4.7189137763872894e-10,1.1666646284162766e-09,1.3924506422287847e-10,5.2173928476455862e-12,2.1602618306432866e-16,3.7273618781041117e-11,2.2276587226079955e-11,3.2876901013293961e-12,7.172995800577442e-13,1.0786349980225466e-15,2.7763692965568418e-15,9.3874804758431085e-12,1.2282203836887329e-15,4.1157327524804466e-11,1.3481379457532315e-12,1.5805390733333637e-09,1.0314688160272988e-12,7.0537905420369201e-13,2.6527529395296727e-12,1.4036709614342177e-20,6.2295080284669121e-19,1.2443871728037538e-12,6.6690182329391876e-22,3.0052112751045324e-16,4.6650407053765575e-13,8.0191252790617198e-21,4.2538105376242743e-13,7.1680627213839047e-18,3.1039515730554677e-15,3.2693240062801067e-09
1.890765064438237e-08,0.5047101616136636,154.0,0.0,0.0,0.0,0.98073719494,0.99999999655574245,18.998824207781336,0.0012867680594888127,0.0062755284605685501,0.0050113965583051317,0.0011003045617174894,2.5118990848140063e-09,1.4815804463795284e-07,0.0020858627184654663,2.6995887368465014e-10,0.0029529001999506147,1.6420852681843748e-05,1.5100602956114434e-11,0.00030573976753997219,1.5247171327525585e-13,3.0868879313334184e-06,0.00017293687022843708,0.00017329932700623014,6.2436385828686344e-08,3.9352866457272165e-08,3.5590194139922566e-05,4.0616631672303661e-09,5.2488016791240517e-09,5.2965024501626564e-09,1.5397546913702913e-05,4.3103522814121867e-05,4.4792552500161919e-07,2.9075838803361846e-14,2.0350932697860206e-07,1.4035531277920399e-07,2.3143962661786163e-07,9.9850252995368648e-10,1.2904059920956692e-11,4.2901005214774966e-13,1.1070386308484296e-08,4.0180117578590633e-09,6.6645068803277752e-09,9.3755044961941717e-10,5.2898807746996488e-10,1.3166749314341635e-09,1.5734461655224072e-10,6.0940085069292311e-12,2.4216438132633997e-16,4.3486184582007637e-11,2.5442015263339657e-11,3.545887836609271e-12,7.7377139380449753e-13,1.1633465037557856e-15,2.9844044418165969e-15,1.0090299749154721e-11,1.2587363033098356e-15,4.2175678250101195e-11,1.3815044148360482e-12,1.6607504930505517e-09,1.0838144970968002e-12,7.4117603269014902e-13,2.7873883958219921e-12,1.5141796629705894e-20,6.545674921732794e-19,1.3060652380348371e-12,6.9995682021035246e-22,3.1541647177610105e-16,5.3011811771978622e-13,8.6504577967114561e-21,4.6547283419905737e-13,7.8436468163902506e-18,3.552754838505017e-15,3.4442583018646377e-09
1.9368056502264253e-08,0.5047101088452054,154.0,0.0,0.0,0.0,0.98027031500216866,0.99999999637492742,18.998795352245192,0.0013172694954776607,0.0064237262674191106,0.0051259430376828655,0.0011255297985951619,2.5712144269015133e-09,1.480942788919762e-07,0.0021360796958849017,2.6983035981152678e-10,0.0030241587949584327,1.6808633158881145e-05,1.5446794638514253e-11,0.00032056585222537103,1.5607235173753224e-13,3.1581289141952881e-06,0.00018135244922057648,0.00018174658754475749,6.5474642471379163e-08,4.1267899889726618e-08,3.7657302699350451e-05,4.5454059693671981e-09,5.9145271811916973e-09,5.9696238092150549e-09,1.6521332282942392e-05,4.5171513315583898e-05,4.9230009847806695e-07,3.0751251044214136e-14,2.0871008030118048e-07,1.4392886516887947e-07,2.5452121320574529e-07,1.0570809675069205e-09,1.4253790903861838e-11,4.6041988912704549e-13,1.2138578124857171e-08,4.3415290243585009e-09,7.3783906420107418e-09,1.0389509894954334e-09,5.9116966333579346e-10,1.4815614610460419e-09,1.7718777315538803e-10,7.0896583002558288e-12,2.7063038224001965e-16,5.0535594306492586e-11,2.8960253330946407e-11,3.8188030692427389e-12,8.3346840548568529e-13,1.2528866946749115e-15,3.204523779513864e-15,1.0833957815843451e-11,1.2892261098060417e-15,4.3192784623617086e-11,1.4148301160597754e-12,1.7429075196654853e-09,1.1374297762667821e-12,7.7784123328316829e-13,2.9252895595538469e-12,1.6309996977664035e-20,6.8695107352341758e-19,1.3692025801243788e-12,7.3379388433132452e-22,3.3066423382700412e-16,6.0045184034635664e-13,9.3178467502885885e-21,5.0851458892382183e-13,8.5689407838176786e-18,4.055028265970722e-15,3.6250731775588737e-09
1.9828462360146136e-08,0.5047100567161286,154.0,0.0,0.0,0.0,0.97980356596162388,0.99999999618807223,18.998766477845173,0.001347731888435718,0.0065716834101828877,0.0052401232594862712,0.001150674209098892,2.6304332651746182e-09,1.480305292847847e-07,0.0021862694160848521,2.6970188196840046e-10,0.0030953867212537237,1.7195782742612331e-05,1.5791877058055583e-11,0.00033573051720613514,1.5966713219808348e-13,3.2291424615432178e-06,0.00018995832201033105,0.00019038626621980099,6.8581594164894201e-08,4.3226233645109237e-08,3.9796116980852776e-05,5.0723242390281686e-09,6.6455310783721972e-09,6.7089505088958591e-09,1.7697002930707319e-05,4.7284560262931836e-05,5.3984341489675086e-07,3.2484437440330161e-14,2.1390859622709382e-07,1.4750047890694211e-07,2.7926570826088126e-07,1.1177104722213188e-09,1.5705712622084291e-11,4.932857037795885e-13,1.3279705285151359e-08,4.6817577833856405e-09,8.1477391104541641e-09,1.1483064245631999e-09,6.5872942342240825e-10,1.6623784838593322e-09,1.9888461196383666e-10,8.2168203158040917e-12,3.0155844987703315e-16,5.8508859868973067e-11,3.2860273694793509e-11,4.1070285751085736e-12,8.9652062768943262e-13,1.3474500564457422e-15,3.4372703215395708e-15,1.1620293210420647e-11,1.3196900507809032e-15,4.4208638414253767e-11,1.4481147796914876e-12,1.8270070965966878e-09,1.1923126529696722e-12,8.1537328788214428e-13,3.0664512848848871e-12,1.7543854851747291e-20,7.2010033849004805e-19,1.4337968851412097e-12,7.6841177555652691e-22,3.4626385484504497e-16,6.7801690645918683e-13,1.002274562905211e-20,5.5467403958134637e-13,9.3467708946857631e-18,4.6159256191378492e-15,3.8119282425892483e-09
2.028886821802802e-08,0.5047100052221799,154.0,0.0,0.0,0.0,0.97933694965223062,0.99999999599501044,18.998737583863118,0.0013781552733701302,0.0067193984937556081,0.0053539364151242814,0.0011757376161588772,2.6895550411476293e-09,1.479667960940315e-07,0.0022364318876178717,2.695734406600664e-10,0.0031665839868918523,1.7582297781836226e-05,1.6135847784628715e-11,0.00035123287455073965,1.6325602075459669e-13,3.2999280684497615e-06,0.00019875377398786384,0.00019921774707321979,7.175698259199167e-08,4.522770490093128e-08,4.2007609032806608e-05,5.6450067103847843e-09,7.4464086683954104e-09,7.5191676804747357e-09,1.892558606304786e-05,4.9442390019548496e-05,5.9069662544941636e-07,3.4276180567253828e-14,2.1910487531230353e-07,1.5107015458190628e-07,3.0574844033845473e-07,1.1804190793321147e-09,1.7264707428339929e-11,5.2763649672363287e-13,1.4496719999799911e-08,5.0390828356526735e-09,8.9752697926679431e-09,1.2660104110631047e-09,7.3196817316723168e-10,1.8602258200968913e-09,2.2254841396548847e-10,9.4889061513162734e-12,3.3508629420406613e-16,6.7499447139328878e-11,3.7172608736233641e-11,4.4111765171160057e-12,9.630623226954046e-13,1.447237435463773e-15,3.6832055104944945e-15,1.2451206906744134e-11,1.3501283941140883e-15,4.522323150985147e-11,1.4813581398944364e-12,1.9130461524310877e-09,1.2484611169465025e-12,8.5377082175896013e-13,3.2108684010451002e-12,1.8845997606954582e-20,7.5401407281183459e-19,1.4998458281678761e-12,8.0380924789779592e-22,3.6221477335889913e-16,7.6334929993115274e-13,1.0766655432129828e-20,6.0412622523889587e-13,1.0180086725691023e-17,5.2409950259369734e-15,4.0049900320562384e-09
2.0749274075909902e-08,0.5047099543591218,154.0,0.0,0.0,0.0,0.97887046789957888,0.99999999579556853,18.998708669588176,0.0014085396853192645,0.0068668701319960527,0.0054673817100711637,0.0012007198458023848,2.7485791999209829e-09,1.479030795961345e-07,0.0022865671191299175,2.6944503638904257e-10,0.0032377506000597061,1.796817464879604e-05,1.64787044306282e-11,0.00036707203404322584,1.6683898372244516e-13,3.370485238727164e-06,0.00020773808681354055,0.00020824041279272711,7.5000548089005692e-08,4.7272149986011631e-08,4.42927461749729e-05,6.2661198926566965e-09,8.3219548995807358e-09,8.4051663550921544e-09,2.0208099035763995e-05,5.1644725836496127e-05,6.4500333647604924e-07,3.6127259185417604e-14,2.242989181268996e-07,1.5463789279136839e-07,3.3404614904176784e-07,1.2452346885952424e-09,1.893575550917342e-11,5.6350099168261477e-13,1.5792607418426284e-08,5.4138856614835653e-09,9.8637545947510355e-09,1.3924645801568098e-09,8.1119415529898585e-10,2.0762495138594223e-09,2.4829562481551485e-10,1.0920303009419047e-11,3.7135502532226634e-16,7.7607564053547427e-11,4.1929391750043838e-11,4.731879154752181e-12,1.0332321582056142e-12,1.5524562716528705e-15,3.9429097887120505e-15,1.3328664240220315e-11,1.3805414285448901e-15,4.6236555919484148e-11,1.5145599348032124e-12,2.0010216011615335e-09,1.3058731484017465e-12,8.9303245366387594e-13,3.3585357127330706e-12,2.0219138807221984e-20,7.8869105646668734e-19,1.5673470734820068e-12,8.3998504957631038e-22,3.7851642528783512e-16,8.5700977548860108e-13,1.1551126409527142e-20,6.5705373918510216e-13,1.1071965149496008e-17,5.9362024426566162e-15,4.2044320861659398e-09
2.1209679933791785e-08,0.5047099041227298,154.0,0.0,0.0,0.0,0.97840412252092501,0.99999999558956565,18.998679734316788,0.0014388851593524188,0.007014096947781356,0.0055804583638731338,0.0012256207271551859,2.8075051902035165e-09,1.4783938006626694e-07,0.0023366751193599176,2.693166696555528e-10,0.0033088865690750939,1.8353409739324845e-05,1.6820444650972515e-11,0.0003832471032122755,1.7041598763603983e-13,3.4408134849316739e-06,0.00021691053844693776,0.00021745364473553909,7.8312029656319091e-08,4.9359404387079328e-08,4.6652490951751848e-05,6.9384076016877254e-09,9.2771675641343186e-09,9.3720469250257666e-09,2.1545549345990851e-05,5.3891287907278411e-05,7.0290956482635787e-07,3.8038448202498975e-14,2.2949072525324714e-07,1.5820369414092225e-07,3.6423696727390768e-07,1.3121850629366414e-09,2.072393369172304e-11,6.0090763523135434e-13,1.7170384220573859e-08,5.8065444126712455e-09,1.0816018960007379e-08,1.5280784119178678e-09,8.9672293863248211e-10,2.3116424846070374e-09,2.7624581566275559e-10,1.2526416361161886e-11,4.1050910713660817e-16,8.8940452519809791e-11,4.7164397598746783e-11,5.0697895714520694e-12,1.107173367007943e-12,1.6633208371116024e-15,4.2169831938041464e-15,1.4254696920362532e-11,1.410929464282509e-15,4.7248603775840504e-11,1.547719906601732e-12,2.0909303424287634e-09,1.3645467181610836e-12,9.3315679593341754e-13,3.5094480005217646e-12,2.1666081349850108e-20,8.241300637670533e-19,1.6362982747411611e-12,8.7693792312165792e-22,3.9516824398635633e-16,9.5958430559135834e-13,1.2377759847101971e-20,7.136469727552717e-13,1.2025614443422985e-17,6.7079561728775928e-15,4.410435026037983e-09
2.167008579167367e-08,0.5047098545087942,154.0,0.0,0.0,0.0,0.97793791532513175,0.99999999537681383,18.998650777352708,0.001469191730569529,0.0071610775730615202,0.0056931656101538025,0.0012504400924427297,2.8663324643343918e-09,1.4777569777834898e-07,0.0023867558971393406,2.691883409575106e-10,0.0033799919023861295,1.8737999472988961e-05,1.7161066143120189e-11,0.00039975718736033427,1.7398699925016093e-13,3.5109123283671328e-06,0.00022627040317625498,0.00022685682295203488,8.1691164968983787e-08,5.1489302755467563e-08,4.9087801085865394e-05,7.6646904486805419e-09,1.0317250421399109e-08,1.042512253909444e-08,2.2938934624635971e-05,5.6181793422831643e-05,7.6456369301547758e-07,4.0010518636121126e-14,2.3468029728382414e-07,1.6176755924288756e-07,3.9640040345376154e-07,1.3812978271137663e-09,2.2634414247780074e-11,6.3988459656738062e-13,1.863309722446301e-08,6.2174339049841674e-09,1.1834941004051785e-08,1.6732691088849143e-09,9.8887731573697981e-10,2.5676451599336157e-09,3.0652164327434297e-10,1.4323713152244513e-11,4.5269631050958858e-16,1.0161268394512648e-10,5.2913083213042393e-11,5.4255824194254693e-12,1.1850339104921456e-12,1.7800524804873545e-15,4.5060459806361452e-15,1.5231405133400676e-11,1.4412928336430201e-15,4.8259367337690746e-11,1.5808378016040269e-12,2.1827692617679893e-09,1.4244797878321727e-12,9.7414245460032128e-13,3.6636000212720423e-12,2.3189720665320119e-20,8.6032986345702286e-19,1.7066970751712709e-12,9.1466660547282516e-22,4.1216966028970923e-16,1.0716845191495679e-12,1.3248209894608968e-20,7.7410436652141791e-13,1.3044378522250292e-17,7.5631324771349825e-15,4.6231866261328865e-09
2.213049164955555e-08,0.5047098055131193,154.0,0.0,0.0,0.0,0.97747184811261334,0.99999999515711868,18.998621798006951,0.0014994594341008719,0.0073078106489131356,0.0058055026966184788,0.0012751777769910661,2.9250604783047255e-09,1.4771203300503879e-07,0.0024368094613917497,2.690600507905038e-10,0.0034510666085706332,1.9121940293229332e-05,1.7500566647082457e-11,0.00041660138959278187,1.7755198554127031e-13,3.5807812990878442e-06,0.00023581695164812255,0.00023644932620942491,8.5137690387484941e-08,5.3661678913898619e-08,5.159962943247327e-05,8.4478652881791397e-09,1.144761625101107e-08,1.1569922432058778e-08,2.4389242629666145e-05,5.8515956626730282e-05,8.3011642418662748e-07,4.2044237576903292e-14,2.398676348206883e-07,1.6532948871607811e-07,4.3061732369847195e-07,1.4526004663894869e-09,2.4672463695283747e-11,6.8045976730710891e-13,2.0183822013765113e-08,6.6469256112571656e-09,1.2923450647050044e-08,1.8284614691981866e-09,1.0879871995816743e-09,2.8455460897099827e-09,3.3924880953006175e-10,1.6329765526539066e-11,4.9806766594666223e-16,1.157464582086655e-10,5.9212627928171914e-11,5.7999546815665224e-12,1.2669666459360514e-12,1.9028798769553088e-15,4.8107392696132861e-15,1.6260959734555902e-11,1.4716318917129121e-15,4.9268838992438493e-11,1.6139133703378258e-12,2.2765352308602671e-09,1.4856703099685618e-12,1.0159880295056254e-12,3.8209865085542449e-12,2.47930479908881e-20,8.972892188113309e-19,1.7785411077587991e-12,9.5316982808118153e-22,4.2952010256029028e-16,1.1939481320573702e-12,1.4164185435893006e-20,8.3863266918203401e-13,1.4131741300756745e-17,8.5091023105241024e-15,4.8428818833416887e-09
2.2590897507437435e-08,0.5047097571315243,154.0,0.0,0.0,0.0,0.97700592267527764,0.99999999493027747,18.998592795597833,0.0015296883051067721,0.007454294825592323,0.0059174688850573099,0.0012998336192275094,2.9836886917788914e-09,1.4764838601772416e-07,0.002486835821132371,2.6893179964777903e-10,0.0035221106963355016,1.9505228667500805e-05,1.7838943945432373e-11,0.00043377881084714502,1.8111091370880506e-13,3.6504199359007245e-06,0.00024554945089779725,0.00024623053201542624,8.8651340968645167e-08,5.5876365863356904e-08,5.4188923933729726e-05,9.2909046272866532e-09,1.2673889835923631e-08,1.281219518788573e-08,2.5897451240241434e-05,6.0893488870592155e-05,8.9972073689340015e-07,4.4140368151866432e-14,2.450527384759761e-07,1.6888948318617991e-07,4.6696993397442572e-07,1.5261203252185808e-09,2.6843441597392979e-11,7.2266076130662729e-13,2.1825661582379545e-08,7.0953876550126429e-09,1.4084528743244604e-08,1.994087759341173e-09,1.1943895192505417e-09,3.1466825416750617e-09,3.7455602034917651e-10,1.8563295041608501e-11,5.4677741585563813e-16,1.314719059086299e-10,6.6101973646096512e-11,6.1936264500627766e-12,1.3531294974778326e-12,2.0320392836766562e-15,5.1317257211365831e-15,1.7345604529511138e-11,1.5019470170390556e-15,5.0277011258757592e-11,1.6469463676309188e-12,2.3722251077888041e-09,1.5481162282368215e-12,1.058692114412965e-12,3.9816021730780785e-12,2.6479153716311342e-20,9.3500688773630775e-19,1.8518279954467397e-12,9.9244631701552158e-22,4.4721899673498042e-16,1.3270393695245321e-12,1.5127452000291449e-20,9.0744720448322919e-13,1.5291331191602225e-17,9.5537592268074856e-15,5.0697230827806204e-09
2.3051303365319318e-08,0.5047097093598419,154.0,0.0,0.0,0.0,0.97654014079647156,0.99999999469608059,18.998563769450936,0.0015598783787773005,0.007600528762586857,0.0060290634513472602,0.0013244074606810533,3.0422165681155081e-09,1.4758475708651399e-07,0.0025368349854676402,2.6880358802022624e-10,0.003593124174516093,1.9887861087409341e-05,1.8176195863310504e-11,0.00045128854992235331,1.8466375117645143e-13,3.7198277863667396e-06,0.00025546716437973899,0.00025619981664194285,9.223185047666754e-08,5.8133195790049442e-08,5.6856627573787255e-05,1.0196855998016681e-08,1.4001910875274099e-08,1.4157911936756409e-08,2.746452845169368e-05,6.3314098669668949e-05,9.7353183971432285e-07,4.6299669488199431e-14,2.5023560887203328e-07,1.7244754328584698e-07,5.0554176221886849e-07,1.6018846059470087e-09,2.9152799359276585e-11,7.6651491450686703e-13,2.3561744997195683e-08,7.5631848045643502e-09,1.5321206207924455e-08,2.1705875865103358e-09,1.3084281148100671e-09,3.4724410785580649e-09,4.1257494410557762e-10,2.1044217350976027e-11,5.9898296641827318e-16,1.4892739370996897e-10,7.3621864813431414e-11,6.6073417213121507e-12,1.4436856306882741e-12,2.1677748006075298e-15,5.4696902360618769e-15,1.8487658644524701e-11,1.5322386123449455e-15,5.1283876789313426e-11,1.6799365527002891e-12,2.4698357373003764e-09,1.611815477587024e-12,1.1022532971251564e-12,4.1454417031310882e-12,2.8251230800022499e-20,9.7348162287284752e-19,1.9265553513345832e-12,1.0324947930692315e-21,4.6526576637343675e-16,1.4716493801885337e-12,1.6139833714283007e-20,9.8077214649915263e-13,1.6526925744070353e-17,1.0705548488945909e-14,5.3039198603336712e-09
