Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79)
1.3195556063539038e-12,0.8827513472334614,154.0,0.0,0.0,0.0,0.99999988575570209,1.0,18.999999999911918,1.8017792581374586e-08,4.1962040893388223e-08,4.1936403837730208e-08,5.6860412750824452e-11,1.590852239396533e-14,5.5522578455328286e-09,3.184042293446851e-09,2.3465704821673577e-12,3.5013301151816494e-09,3.1207448570416863e-11
1.3580230394940898e-12,0.8827513472334361,154.0,0.0,0.0,0.0,0.99999988242769366,1.0,18.999999999906922,1.8543043524181039e-08,4.3184583609936125e-08,4.315722613822638e-08,6.0217591506086714e-11,1.6409334729927445e-14,5.6050152740885676e-09,3.3276883217919525e-09,2.3815751160816545e-12,3.6592903818808343e-09,3.2843710461611452e-11
1.3964904726342757e-12,0.8827513472334103,154.0,0.0,0.0,0.0,0.99999987909974819,1.0,18.999999999901799,1.906829444959465e-08,4.4407095226483027e-08,4.4377952511521086e-08,6.3670689314707432e-11,1.6853733512600439e-14,5.6549358856169325e-09,3.4726559009132072e-09,2.4153872484874905e-12,3.8187038912042288e-09,3.4511120619267065e-11
1.4349579057744616e-12,0.8827513472333839,154.0,0.0,0.0,0.0,0.99999987577186278,1.0,18.999999999896556,1.9593545357615465e-08,4.562957625397147e-08,4.5598582987818779e-08,6.7219675972434538e-11,1.7398863349788729e-14,5.7021721969029273e-09,3.6188739797795554e-09,2.4480475032870421e-12,3.9794925119324379e-09,3.6209010956406278e-11
1.4734253389146475e-12,0.8827513472333567,154.0,0.0,0.0,0.0,0.99999987244403388,1.0,18.99999999989118,2.011879624824353e-08,4.685202769776681e-08,4.6819117597314305e-08,7.086452128452496e-11,1.769312431178746e-14,5.7468685687693803e-09,3.7662753068730393e-09,2.4795951224690435e-12,4.1415822909781346e-09,3.7936727707716537e-11
1.5080460287408148e-12,0.8827513472333316,154.0,0.0,0.0,0.0,0.99999986944903374,1.0,18.999999999886239,2.0591522034937988e-08,4.7952208767820628e-08,4.7917516804692838e-08,7.4226816266594543e-11,1.8207801536935159e-14,5.7850367017723216e-09,3.899895514961329e-09,2.5070680314882054e-12,4.2885176710646668e-09,3.951664533727742e-11
1.5426667185669821e-12,0.8827513472333064,154.0,0.0,0.0,0.0,0.99999986645407513,1.0,18.999999999881201,2.1064247807544356e-08,4.9052366825781022e-08,4.9015838406410433e-08,7.7666710310085031e-11,1.8543797715009193e-14,5.8213526696685198e-09,4.0343785668358591e-09,2.5336971609266621e-12,4.4364018769015049e-09,4.1119747141798117e-11
1.5738253394105327e-12,0.8827513472332832,154.0,0.0,0.0,0.0,0.99999986375864625,1.0,18.999999999876568,2.1489700990844781e-08,5.0042489462679227e-08,5.0004261513292949e-08,8.0828943970044654e-11,1.9003821271938865e-14,5.8525278064528587e-09,4.1561164006359795e-09,2.5569633808923379e-12,4.5702708115629419e-09,4.2581990762506787e-11
1.6018680981697282e-12,0.8827513472332617,154.0,0.0,0.0,0.0,0.99999986133278629,1.0,18.999999999872337,2.187260884605848e-08,5.093358440992551e-08,5.0893788592164867e-08,8.3728667015981289e-11,1.9358509750762122e-14,5.8794167092314834e-09,4.2662249073837472e-09,2.5773517439497041e-12,4.691351563903667e-09,4.3913490745605862e-11
1.6299108569289238e-12,0.8827513472332398,154.0,0.0,0.0,0.0,0.99999985890695009,1.0,18.999999999868045,2.2255516692029014e-08,5.1824665032487166e-08,5.1783264793056282e-08,8.6679263712627729e-11,1.9606078395731982e-14,5.9052437339249629e-09,4.3768280972585596e-09,2.5972313940456856e-12,4.8129762943171415e-09,4.5259418203360396e-11
1.6579536156881194e-12,0.8827513472332179,154.0,0.0,0.0,0.0,0.99999985648113643,1.0,18.999999999863686,2.2638424528756387e-08,5.2715731268666699e-08,5.267269012764615e-08,8.9680722381077168e-11,2.0034476267138623e-14,5.9300508168045162e-09,4.4879064339496506e-09,2.6166150241978418e-12,4.9351235197121306e-09,4.6619546884276288e-11
1.685996374447315e-12,0.8827513472331957,154.0,0.0,0.0,0.0,0.99999985405534497,1.0,18.999999999859256,2.3021332356240609e-08,5.3606783546909042e-08,5.3562064607610734e-08,9.2733031345104053e-11,2.043796169538914e-14,5.9538782359007602e-09,4.5994411536494517e-09,2.6355150106346209e-12,5.057772606480032e-09,4.799365408511409e-11
1.7140391332065105e-12,0.8827513472331731,154.0,0.0,0.0,0.0,0.99999985162957439,1.0,18.999999999854765,2.3404240174481696e-08,5.4497822290147105e-08,5.4451388244623618e-08,9.5836178931163167e-11,2.0612812634348943e-14,5.9767646783439581e-09,4.7114142336826685e-09,2.6539434207768135e-12,5.1809037359978499e-09,4.9381520595055057e-11
1.742081891965706e-12,0.88275134723315,154.0,0.0,0.0,0.0,0.99999984920382423,1.0,18.99999999985021,2.3787147983479652e-08,5.5388847236556762e-08,5.5340661050355705e-08,9.8990153468388944e-11,2.1036631611696512e-14,5.9987473104165789e-09,4.8238083598717802e-09,2.6719120217228296e-12,5.3044978687417138e-09,5.0782930635731569e-11
1.7701246507249016e-12,0.8827513472331266,154.0,0.0,0.0,0.0,0.99999984677809339,1.0,18.999999999845592,2.4170055783234484e-08,5.6279858897252663e-08,5.6229883036475218e-08,1.0219494328859512e-10,2.1410693935271964e-14,6.019861825280911e-09,4.9366069043028043e-09,2.6894322862880333e-12,5.4285367198369795e-09,5.2197671817223999e-11
1.7953631336081775e-12,0.8827513472331057,154.0,0.0,0.0,0.0,0.99999984459495184,1.0,18.999999999841382,2.4514672795110969e-08,5.7081758231242936e-08,5.7030139382855659e-08,1.0512269155213153e-10,2.1679007884899054e-14,6.0381510049953389e-09,5.0384581617868669e-09,2.7048264473944492e-12,5.5405373935346666e-09,5.3482164156966369e-11
1.8206016164914537e-12,0.8827513472330839,154.0,0.0,0.0,0.0,0.99999984241182482,1.0,18.999999999837112,2.4859289799500536e-08,5.7883647037861837e-08,5.7830354583301347e-08,1.0809158224348601e-10,2.1992469842209934e-14,6.055788845316435e-09,5.1406128500887079e-09,2.7198744815964309e-12,5.6528717348107304e-09,5.4777135213160907e-11
1.8458400993747296e-12,0.8827513472330621,154.0,0.0,0.0,0.0,0.99999984022871169,1.0,18.999999999832799,2.5203906796403192e-08,5.8685525502275692e-08,5.8630528646312866e-08,1.1110160686211477e-10,2.2313923957364594e-14,6.0727985420743172e-09,5.2430601632655843e-09,2.7345841712409103e-12,5.7655278609173706e-09,5.6082436975342095e-11
1.8710785822580055e-12,0.8827513472330404,154.0,0.0,0.0,0.0,0.99999983804561221,1.0,18.999999999828432,2.5548523785818931e-08,5.9487393825141121e-08,5.9430661580389033e-08,1.1415275690923025e-10,2.2588634029621611e-14,6.0892024656298713e-09,5.3457896799254742e-09,2.7489631237710857e-12,5.8784943119777334e-09,5.739792352311921e-11
1.8963170651412815e-12,0.8827513472330177,154.0,0.0,0.0,0.0,0.99999983586252583,1.0,18.999999999824016,2.5893140767747769e-08,6.0289252076587891e-08,6.0230753394026885e-08,1.1724502388780089e-10,2.2890328986187959e-14,6.1050221890854192e-09,5.448791350084945e-09,2.7630187755057076e-12,5.9917600365341643e-09,5.872345099781119e-11
1.9215555480245574e-12,0.8827513472329953,154.0,0.0,0.0,0.0,0.99999983367945233,1.0,18.999999999819543,2.6237757742189712e-08,6.1091100395401034e-08,6.1030804095721714e-08,1.203783993025505e-10,2.3222050975962677e-14,6.1202785176916163e-09,5.5520554814697284e-09,2.7767583956214271e-12,6.1053143764836696e-09,6.0058877572271144e-11
1.9467940309078333e-12,0.8827513472329724,154.0,0.0,0.0,0.0,0.99999983149639071,1.0,18.999999999815024,2.6582374709144758e-08,6.1892938992928493e-08,6.1830813693967082e-08,1.2355287465995837e-10,2.3512276003627624e-14,6.1349915158129154e-09,5.6555727269526783e-09,2.7901890898603802e-12,6.2191470532640479e-09,6.140406342256938e-11
1.9806995159169364e-12,0.8827513472329414,154.0,0.0,0.0,0.0,0.99999982856367509,1.0,18.999999999808871,2.7045334593206831e-08,6.2970117236680449e-08,6.2905485298430095e-08,1.2788215760051066e-10,2.3907300104503878e-14,6.1539356239558183e-09,5.7950208865524751e-09,2.8077578325865186e-12,6.3724911382613361e-09,6.3226312050061308e-11
2.0146050009260396e-12,0.8827513472329098,154.0,0.0,0.0,0.0,0.99999982563097967,1.0,18.999999999802625,2.7508294463757068e-08,6.4047278346348179e-08,6.3980082757969234e-08,1.3228557913612927e-10,2.4394433398521268e-14,6.1719789872704635e-09,5.9348886640439394e-09,2.8247979637059803e-12,6.5262966559404227e-09,6.5065596323811579e-11
2.0485104859351427e-12,0.8827513472328781,154.0,0.0,0.0,0.0,0.99999982269830368,1.0,18.999999999796295,2.7971254320795469e-08,6.5124422814753862e-08,6.5054606093162079e-08,1.3676311868932091e-10,2.4803319385623424e-14,6.1891644282176589e-09,6.0751561102785702e-09,2.8413253873124733e-12,6.6805416692333289e-09,6.6921593778140417e-11
2.082415970944246e-12,0.8827513472328454,154.0,0.0,0.0,0.0,0.99999981976564611,1.0,18.999999999789868,2.843421416432204e-08,6.6201551034141263e-08,6.6129055324580389e-08,1.4131475568830344e-10,2.5058085770940122e-14,6.2055327404101339e-09,6.2158042212612008e-09,2.8573555301390988e-12,6.835205280409318e-09,6.8793988041656186e-11
2.116321455953349e-12,0.882751347232813,154.0,0.0,0.0,0.0,0.99999981683300598,1.0,18.999999999783359,2.88971739943368e-08,6.7278662991660416e-08,6.720343047279032e-08,1.459404695670048e-10,2.5481948136953178e-14,6.2211227647233204e-09,6.3568149026932538e-09,2.8729033527029729e-12,6.9902675920848983e-09,7.0682468748762674e-11
2.150226940962452e-12,0.8827513472327793,154.0,0.0,0.0,0.0,0.99999981390038251,1.0,18.999999999776751,2.9360133810839748e-08,6.8355759068745372e-08,6.8277731558352248e-08,1.50640239765061e-10,2.5997952856536477e-14,6.2359714874936929e-09,6.4981709242263313e-09,2.8879833641508779e-12,7.1457096569188356e-09,7.2586731419097001e-11
2.1841324259715552e-12,0.8827513472327456,154.0,0.0,0.0,0.0,0.99999981096777513,1.0,18.999999999770058,2.9823093613830895e-08,6.9432839841218511e-08,6.9351958601820937e-08,1.5541404572781364e-10,2.6329057240946648e-14,6.2501141855657088e-09,6.6398558518910794e-09,2.9026096446970579e-12,7.3015134033075778e-09,7.4506477273003567e-11
2.2180379109806584e-12,0.8827513472327116,154.0,0.0,0.0,0.0,0.99999980803518274,1.0,18.999999999763276,3.0286053403310256e-08,7.0509905323645731e-08,7.0426111623745299e-08,1.6026186690631024e-10,2.6753764089218664e-14,6.26358441722416e-09,6.7818540523214044e-09,2.9167958443340312e-12,7.4576616400304224e-09,7.6441413241764929e-11
2.2519433959897615e-12,0.8827513472326768,154.0,0.0,0.0,0.0,0.999999805102605,1.0,18.999999999756405,3.0749013179277832e-08,7.158695578686146e-08,7.1500190644668596e-08,1.6518368275730167e-10,2.728874376495147e-14,6.2764141327426201e-09,6.9241506412547046e-09,2.9305552003824245e-12,7.6141379996178199e-09,7.8391251820669879e-11
2.2858488809988646e-12,0.8827513472326418,154.0,0.0,0.0,0.0,0.99999980217004092,1.0,18.999999999749445,3.1211972941733619e-08,7.266399183828785e-08,7.257419568512848e-08,1.7017947274323967e-10,2.7608694217097134e-14,6.288633805329346e-09,7.0667314225297729e-09,2.9439005586815771e-12,7.7709268712704759e-09,8.0355710889629814e-11
2.3197543660079677e-12,0.8827513472326062,154.0,0.0,0.0,0.0,0.99999979923748994,1.0,18.999999999742396,3.1674932690677642e-08,7.3741013493395215e-08,7.3648126765656777e-08,1.7524921633227644e-10,2.7974926451398923e-14,6.3002724600911065e-09,7.2095828745938042e-09,2.9568443787341367e-12,7.9280133860217735e-09,8.2334513667384184e-11
2.353659851017071e-12,0.8827513472325701,154.0,0.0,0.0,0.0,0.99999979630495139,1.0,18.999999999735259,3.2137892426109902e-08,7.4818020959120402e-08,7.4721983906779677e-08,1.8039289299826276e-10,2.8452020957497819e-14,6.3113577240073358e-09,7.3526921272215677e-09,2.9693987422394916e-12,8.0853833911370334e-09,8.4327388636587122e-11
2.387565336026174e-12,0.8827513472325338,154.0,0.0,0.0,0.0,0.99999979337242495,1.0,18.999999999728033,3.2600852148030404e-08,7.5895014695103139e-08,7.5795767129017677e-08,1.8561048222074641e-10,2.8846731738904824e-14,6.3219159197866507e-09,7.4960469177916986e-09,2.9815753691105476e-12,8.2430234020327705e-09,8.6334069403542108e-11
2.421470821035277e-12,0.8827513472324969,154.0,0.0,0.0,0.0,0.99999979043990972,1.0,18.999999999720718,3.3063811856439142e-08,7.697199498490511e-08,7.6869476452885532e-08,1.9090196348497099e-10,2.913680826566079e-14,6.3319720932279826e-09,7.6396355785402951e-09,2.9933856221659883e-12,8.4009205882601115e-09,8.8354294657105346e-11
2.4553763060443803e-12,0.8827513472324594,154.0,0.0,0.0,0.0,0.99999978750740548,1.0,18.999999999713321,3.3526771551336137e-08,7.804896179420966e-08,7.7943111898892345e-08,1.962673162818737e-10,2.9612960802513901e-14,6.3415501174769172e-09,7.7834469879923777e-09,3.0048405255626357e-12,8.5590627200964382e-09,9.0387808003727171e-11
2.4892817910534834e-12,0.8827513472324218,154.0,0.0,0.0,0.0,0.99999978457491145,1.0,18.999999999705832,3.3989731232721388e-08,7.9125915559737172e-08,7.9016673487541488e-08,2.0170652010808444e-10,3.0089975500027587e-14,6.3506727110198548e-09,7.9274705625791795e-09,3.0159507681076463e-12,8.7174381593273393e-09,9.2434357936888852e-11
2.5231872760625865e-12,0.8827513472323836,154.0,0.0,0.0,0.0,0.9999997816424272,1.0,18.999999999698264,3.4452690900594902e-08,8.0202856736703135e-08,8.0090161239330694e-08,2.0721955446592297e-10,3.0359436652146006e-14,6.3593615438395587e-09,8.0716962071848182e-09,3.0267267228713001e-12,8.876035804865307e-09,9.449369765681365e-11
2.5570927610716896e-12,0.8827513472323448,154.0,0.0,0.0,0.0,0.9999997787099526,1.0,18.999999999690601,3.4915650554956685e-08,8.1279785247146279e-08,8.1163575174751941e-08,2.1280639886339886e-10,3.0741385665462234e-14,6.3676372287300329e-09,8.2161143191923263e-09,3.0371784457153136e-12,9.0348450971989263e-09,9.6565585083385247e-11
2.5909982460807928e-12,0.8827513472323059,154.0,0.0,0.0,0.0,0.99999977577748689,1.0,18.999999999682856,3.5378610195806744e-08,8.2356701203195979e-08,8.2236915314291555e-08,2.1846703281420938e-10,3.1361186802236874e-14,6.3755193965372285e-09,8.3607157534322444e-09,3.0473156895328827e-12,9.1938559798486361e-09,9.8649782722979256e-11
2.624903731089896e-12,0.8827513472322663,154.0,0.0,0.0,0.0,0.9999997728450295,1.0,18.999999999675026,3.5841569823145066e-08,8.3433605341975154e-08,8.3310181678430196e-08,2.2420143583773677e-10,3.1714768193981822e-14,6.3830267735862257e-09,8.5054917861125974e-09,3.0571479193496158e-12,9.3530588597023579e-09,1.0074605752462697e-10
2.658809216098999e-12,0.8827513472322265,154.0,0.0,0.0,0.0,0.99999976991258033,1.0,18.999999999667111,3.6304529436971677e-08,8.4510497645497773e-08,8.4383374287642796e-08,2.3000958745904765e-10,3.2048751798759769e-14,6.3901771934494292e-09,8.6504341093366018e-09,3.0666843150182032e-12,9.5124446009868783e-09,1.0285418085230117e-10
2.6893241526071918e-12,0.88275134723219,154.0,0.0,0.0,0.0,0.9999997672733828,1.0,18.999999999659913,3.6721193077863107e-08,8.5479690606461954e-08,8.5349184592390357e-08,2.3529996205137972e-10,3.2511097640186105e-14,6.3963214153943421e-09,8.7810178368721053e-09,3.0750214948341064e-12,9.6560409210011963e-09,1.0476143688217096e-10
2.7198390891153845e-12,0.8827513472321533,154.0,0.0,0.0,0.0,0.99999976463419105,1.0,18.999999999652644,3.7137856707810045e-08,8.6448874335248363e-08,8.6314935187146177e-08,2.406500415096021e-10,3.2945485189041043e-14,6.4022020775464105e-09,8.9117243452061737e-09,3.0831325665452192e-12,9.7997722569564494e-09,1.0667794792225241e-10
2.7503540256235772e-12,0.8827513472321165,154.0,0.0,0.0,0.0,0.99999976199500518,1.0,18.999999999645315,3.7554520326812509e-08,8.7418049218076283e-08,8.7280626086824655e-08,2.4605981091929277e-10,3.3123494963853728e-14,6.4078304748571876e-09,9.0425483725051454e-09,3.0910236600826935e-12,9.943632822680715e-09,1.0860355617275542e-10
2.78086896213177e-12,0.882751347232079,154.0,0.0,0.0,0.0,0.99999975935582486,1.0,18.999999999637907,3.7971183934870481e-08,8.8387214929569655e-08,8.8246257306336573e-08,2.5152925536975537e-10,3.3525619411763932e-14,6.4132174218275302e-09,9.1734848807567378e-09,3.098700739932269e-12,1.0087617078127114e-08,1.1053810651727365e-10
2.8113838986399627e-12,0.8827513472320415,154.0,0.0,0.0,0.0,0.99999975671664987,1.0,18.999999999630436,3.8387847531983986e-08,8.9356371745796501e-08,8.9211828860588826e-08,2.5705835995401773e-10,3.4028283497481859e-14,6.4183732792951794e-09,9.304529043290863e-09,3.1061696109735008e-12,1.0231719715651076e-08,1.1248144646285698e-10
2.838847341497336e-12,0.8827513472320072,154.0,0.0,0.0,0.0,0.99999975434139665,1.0,18.999999999623654,3.8762844760028606e-08,9.0228605687232549e-08,9.0080792257936525e-08,2.6208555117664079e-10,3.4278301439446551e-14,6.4228241761168572e-09,9.4225570108681297e-09,3.1127182475958023e-12,1.0361509102013054e-08,1.142378435791942e-10
2.8663107843547093e-12,0.8827513472319726,154.0,0.0,0.0,0.0,0.99999975196614732,1.0,18.999999999616815,3.9137841979208199e-08,9.1100832656262972e-08,9.0949707349357495e-08,2.6716104417407281e-10,3.4605943334671761e-14,6.4271028623108901e-09,9.5406652036621437e-09,3.1191068223695941e-12,1.0491386708076307e-08,1.1600113132525213e-10
2.8937742272120826e-12,0.8827513472319378,154.0,0.0,0.0,0.0,0.9999997495909021,1.0,18.999999999609919,3.9512839189522764e-08,9.197305283014801e-08,9.18185741457112e-08,2.7228482808686599e-10,3.4939790841865966e-14,6.4312160000713237e-09,9.6588505180423338e-09,3.1253392473404795e-12,1.0621349120935529e-08,1.1777120385923151e-10
2.921237670069456e-12,0.8827513472319027,154.0,0.0,0.0,0.0,0.99999974721566021,1.0,18.999999999602966,3.9887836390972323e-08,9.2845266322563521e-08,9.2687392657854657e-08,2.7745689205801388e-10,3.5270384027040559e-14,6.4351699938311316e-09,9.7771099704579665e-09,3.1314193389361366e-12,1.0751393059731125e-08,1.1954795696513565e-10
2.9487011129268292e-12,0.8827513472318675,154.0,0.0,0.0,0.0,0.99999974484042198,1.0,18.999999999595968,4.0262833583556855e-08,9.3717473232074375e-08,9.3556162896642462e-08,2.8267722523295117e-10,3.5601774701134799e-14,6.438971000882493e-09,9.8954406924906064e-09,3.137350820444036e-12,1.0881515370208651e-08,1.2133128802635108e-10
2.9761645557842025e-12,0.8827513472318317,154.0,0.0,0.0,0.0,0.99999974246518697,1.0,18.999999999588912,4.0637830767276366e-08,9.4589673660509563e-08,9.4424884872926708e-08,2.8794581675955259e-10,3.5933175009108504e-14,6.4426249406554057e-09,1.0013839926531606e-08,3.1431373242279823e-12,1.1011713019965586e-08,1.2312109600167837e-10
3.031091441498949e-12,0.8827513472317599,154.0,0.0,0.0,0.0,0.99999973771472661,1.0,18.999999999574626,4.1387825108120348e-08,9.6334055470725162e-08,9.6162184081380904e-08,2.9862773147144409e-10,3.6595910725879899e-14,6.449514177969777e-09,1.0250833421086473e-08,3.1542894908387162e-12,1.1272322780495523e-08,1.2671974621647441e-10
3.0860183272136957e-12,0.8827513472316868,154.0,0.0,0.0,0.0,0.99999973296427846,1.0,18.999999999560128,4.2137819413504255e-08,9.8078412530958327e-08,9.7899290369985515e-08,3.0950254942547271e-10,3.7258563047385919e-14,6.4558806376094764e-09,1.0488070454021217e-08,3.1649031609675059e-12,1.1533200348222678e-08,1.303431298896472e-10
3.1409452129284423e-12,0.8827513472316123,154.0,0.0,0.0,0.0,0.99999972821384153,1.0,18.999999999545413,4.288781368342814e-08,9.9822745595063113e-08,9.9636203825469819e-08,3.2057018389243293e-10,3.7921252049148577e-14,6.4617639795703456e-09,1.0725532549444176e-08,3.1750043341355024e-12,1.1794325406144995e-08,1.3399049304708463e-10
3.195872098643189e-12,0.8827513472315373,154.0,0.0,0.0,0.0,0.99999972346341481,1.0,18.99999999953048,4.363780791789197e-08,1.0156705539407587e-07,1.0137292453452399e-07,3.3183054818211246e-10,3.8583930182292784e-14,6.4672008546345205e-09,1.0963202633327337e-08,3.1846177544480346e-12,1.2055679178818832e-08,1.376611047000661e-10
3.2507989843579355e-12,0.8827513472314608,154.0,0.0,0.0,0.0,0.99999971871299775,1.0,18.999999999515332,4.4387802116895778e-08,1.0331134263671783e-07,1.0310945258379938e-07,3.4328355564327344e-10,3.9246598968943143e-14,6.4722251396648975e-09,1.1201064923892723e-08,3.1937669729153606e-12,1.2317244311822463e-08,1.413542561258703e-10
3.305725870072682e-12,0.8827513472313832,154.0,0.0,0.0,0.0,0.99999971396258935,1.0,18.999999999499973,4.5137796280439564e-08,1.0505560801011748e-07,1.0484578805990823e-07,3.5492911966363522e-10,3.9909259721691587e-14,6.4768681455849706e-09,1.1439104834723524e-08,3.2024744045079186e-12,1.2579004765212267e-08,1.4506926019468622e-10
3.4155796415021757e-12,0.8827513472312252,154.0,0.0,0.0,0.0,0.99999970446179676,1.0,18.99999999946861,4.6637784501147117e-08,1.085440757934551e-07,1.08317881638881e-07,3.7879757112752406e-10,4.1234557535450003e-14,6.4851237981651219e-09,1.1915664652613444e-08,3.2186481923098848e-12,1.3103053500663178e-08,1.5256218199590607e-10
3.5254334129316693e-12,0.8827513472310625,154.0,0.0,0.0,0.0,0.99999969496103214,1.0,18.999999999436398,4.8137772580014682e-08,1.1203246383352679e-07,1.1178920596356223e-07,4.0343521045401878e-10,4.2559824439026063e-14,6.492173924975517e-09,1.2392786067973469e-08,3.2332977125153451e-12,1.3627719797915627e-08,1.6013478066506411e-10
3.635287184361163e-12,0.8827513472308958,154.0,0.0,0.0,0.0,0.99999968546029183,1.0,18.999999999403343,4.9637760517042305e-08,1.1552077691429357e-07,1.1525976172544971e-07,4.2884134614555771e-10,4.3885063156242626e-14,6.4981945917982607e-09,1.2870387059304451e-08,3.246566623900345e-12,1.4152913462082223e-08,1.6778227223857293e-10
3.734155578647707e-12,0.8827513472307424,154.0,0.0,0.0,0.0,0.99999967690964331,1.0,18.999999999372875,5.0987749539094056e-08,1.1866019831901636e-07,1.1838260536098169e-07,4.5236336163827169e-10,4.5077755092608183e-14,6.5028577705064564e-09,1.3300579865428059e-08,3.257436031939328e-12,1.462597474304297e-08,1.7472532584852305e-10
3.833023972934251e-12,0.8827513472305851,154.0,0.0,0.0,0.0,0.99999966835900966,1.0,18.999999999341739,5.2337738446255527e-08,1.2179956574304589e-07,1.2150482752348675e-07,4.7650679635081441e-10,4.6270426287472103e-14,6.5069034346741008e-09,1.3731060340807715e-08,3.2673790223938116e-12,1.5099352360537795e-08,1.8172230636538909e-10
3.931892367220795e-12,0.8827513472304248,154.0,0.0,0.0,0.0,0.99999965980838879,1.0,18.999999999309921,5.3687727238526741e-08,1.2493888210933927e-07,1.2462642871577628e-07,5.0127114747195254e-10,4.7463078480138033e-14,6.5104133404055423e-09,1.416179039877965e-08,3.2764745518631099e-12,1.5573004432592026e-08,1.8877029083047495e-10
4.030760761507339e-12,0.8827513472302606,154.0,0.0,0.0,0.0,0.9999996512577789,1.0,18.999999999277438,5.5037715915907722e-08,1.2807815018243825e-07,1.2774740944025465e-07,5.2665591259728508e-10,4.8655712305573084e-14,6.513458428321707e-09,1.4592736991150121e-08,3.2847948494401762e-12,1.6046894617781237e-08,1.9586651470138152e-10
4.1296291557938836e-12,0.8827513472300936,154.0,0.0,0.0,0.0,0.99999964270717867,1.0,18.999999999244292,5.6387704478398498e-08,1.3121737257706566e-07,1.3086777019891991e-07,5.526605897289149e-10,4.9848328296728788e-14,6.516100260834874e-09,1.5023871438630703e-08,3.2924059911630116e-12,1.6520991378944836e-08,2.0300836325491687e-10
4.228497550080428e-12,0.8827513472299231,154.0,0.0,0.0,0.0,0.9999996341565871,1.0,18.999999999210484,5.7737692925999088e-08,1.3435655176621994e-07,1.3398751149336378e-07,5.7928467727511853e-10,5.1040928315116698e-14,6.5183922485042649e-09,1.5455168859531807e-08,3.2993684214207509e-12,1.6995267354949289e-08,2.101933634906555e-10
4.327365944366972e-12,0.8827513472297491,154.0,0.0,0.0,0.0,0.99999962560600308,1.0,18.999999999176012,5.9087681258709512e-08,1.3749569008884575e-07,1.3710663382477221e-07,6.0652767405001921e-10,5.2233512927075199e-14,6.5203807207863916e-09,1.5886607670945987e-08,3.3057374312636783e-12,1.7469698812164694e-08,2.174191764635387e-10
4.426234338653516e-12,0.8827513472295718,154.0,0.0,0.0,0.0,0.99999961705542528,1.0,18.999999999140886,6.043766947652977e-08,1.4063478975710168e-07,1.4022513769392557e-07,6.3438907927325685e-10,5.3426082188348768e-14,6.5221058662118213e-09,1.6318169150759929e-08,3.3115635980643309e-12,1.7944265162831477e-08,2.2468359001499199e-10
4.52510273294006e-12,0.8827513472293915,154.0,0.0,0.0,0.0,0.99999960850485359,1.0,18.999999999105107,6.1787657579459921e-08,1.4377385286324017e-07,1.4334302360119912e-07,6.6286839256966156e-10,5.4618638063469228e-14,6.5236025523157063e-09,1.6749837055683922e-08,3.3168931885523024e-12,1.8418948545026842e-08,2.3198451189052906e-10
4.6239711272266046e-12,0.8827513472292073,154.0,0.0,0.0,0.0,0.99999959995428689,1.0,18.99999999906867,6.313764556749994e-08,1.4691288138611481e-07,1.464602920465631e-07,6.9196511396892453e-10,5.5811181117171492e-14,6.5249010328412139e-09,1.7181597291796139e-08,3.3217685267285363e-12,1.8893733460378975e-08,2.3931996323614726e-10
4.722839521513149e-12,0.8827513472290208,154.0,0.0,0.0,0.0,0.99999959140372441,1.0,18.999999999031587,6.4487633440649853e-08,1.5005187719732382e-07,1.4957694352958342e-07,7.2167874390527095e-10,5.7003710815839883e-14,6.5260275568379751e-09,1.7613437630789777e-08,3.3262283295813946e-12,1.9368606462038344e-08,2.4668807245404474e-10
4.821707915799693e-12,0.8827513472288303,154.0,0.0,0.0,0.0,0.99999958285316592,1.0,18.999999998993857,6.5837621198909699e-08,1.5319084206701658e-07,1.5269297854942154e-07,7.52008783217133e-10,5.8196229275129337e-14,6.5270048964710029e-09,1.8045347464089493e-08,3.3303080140442398e-12,1.98435558842921e-08,2.5408706939286688e-10
4.920576310086237e-12,0.8827513472286367,154.0,0.0,0.0,0.0,0.99999957430261066,1.0,18.999999998955484,6.7187608842279464e-08,1.5632977766939474e-07,1.5580839760483528e-07,7.8295473314682185e-10,5.938873723740141e-14,6.5278528069558751e-09,1.8477317588587359e-08,3.3340399781541162e-12,2.0318571606948665e-08,2.6151527985012491e-10
5.0194447043727814e-12,0.88275134722844,154.0,0.0,0.0,0.0,0.99999956575205862,1.0,18.999999998916461,6.8537596370759177e-08,1.5946868558791528e-07,1.5892320119417874e-07,8.1451609534020188e-10,6.058123344263656e-14,6.5285884270900067e-09,1.8909340020052459e-08,3.3374538585332795e-12,2.07936448501538e-08,2.6897112037023614e-10
5.118313098659326e-12,0.88275134722824,154.0,0.0,0.0,0.0,0.99999955720150902,1.0,18.999999998876802,6.9887583784348823e-08,1.6260756732020465e-07,1.6203738981540282e-07,8.4669237184636392e-10,6.1773720149914846e-14,6.5292266265911232e-09,1.9341407831320848e-08,3.3405767659129258e-12,2.1268767996456235e-08,2.7645309332446688e-10
