Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590)
7.744498065668836e-11,0.7404633834978542,154.0,0.0,0.0,0.0,0.99429899755703055,1.0,18.999990828752775,7.668256410203911e-05,0.0003324199582514937,0.00032276216131241718,8.8808188847268492e-06,4.2229874136475112e-11,2.3317749691749673e-05,0.0015684473728760336,3.5278040983184227e-07,0.0033663688411826962,2.5978332716715408e-07,6.2620170719468267e-14,2.9927335616300721e-07,1.3410239982408703e-15,6.2360882290903975e-07,4.0804174193499119e-07,4.081286163054405e-07,5.5697018495408392e-11,3.106803211675583e-11,1.2735541995515356e-08,6.6669953313957643e-17,6.2776027333643244e-17,6.2827879562528053e-17,2.2133774970440762e-11,3.0493744007843882e-08,5.8813528645415877e-14,4.7248909130325203e-17,1.1375089574678835e-07,5.2850742073455642e-08,1.089338219124125e-13,5.2508045692133328e-13,1.467480872353576e-18,3.5117300850780775e-15,3.5119771048447708e-15
7.915400287743874e-11,0.7404633826329764,154.0,0.0,0.0,0.0,0.99417361262170245,1.0,18.999990598794206,7.8369393470632549e-05,0.0003397125606206038,0.00032979166557936323,9.103764058820657e-06,4.3156309748998356e-11,2.3314921170143522e-05,0.0016031103141199426,3.5273592267098657e-07,0.0034407920474552583,2.6551814768482276e-07,6.4192195363383189e-14,3.1000711491954201e-07,1.3706276385154641e-15,6.4507610760950428e-07,4.3232023723174701e-07,4.3241229742548203e-07,5.9014980560748042e-11,3.2924933406983155e-11,1.3303655833109501e-08,7.6572427667192868e-17,7.2138570129701735e-17,7.2199548603019068e-17,2.3648917392724063e-11,3.1764693590275144e-08,6.3791948501540334e-14,4.8757328884047488e-17,1.1852558586143925e-07,5.5065557992736715e-08,1.1983629844548434e-13,5.5809989369430794e-13,1.6476758019078274e-18,3.8370974195927896e-15,3.8373709072162654e-15
8.257204731893951e-11,0.7404633809146783,154.0,0.0,0.0,0.0,0.99392289529312416,1.0,18.999990139027052,8.1742358341606243e-05,0.00035429221048214682,0.0003438423800926787,9.5494308656702394e-06,4.5008475233693206e-11,2.3309265312955335e-05,0.0016724218854446752,3.5264696699160361e-07,0.0035896111075107272,2.7698342003712831e-07,6.7334668423081522e-14,3.320029195983417e-07,1.4298123675444036e-15,6.8848498982325655e-07,4.8335743201598612e-07,4.8346039639578803e-07,6.5990295106031596e-11,3.6829356819186959e-11,1.4477050083435391e-08,1.0005982970511841e-16,9.4366717756121928e-17,9.4450140799563059e-17,2.6881378138193035e-11,3.4383790907130773e-08,7.4687060936604109e-14,5.1833994187599644e-17,1.2832840731611683e-07,5.961208390930337e-08,1.4414806150344574e-13,6.2792035994907922e-13,2.0618834928022237e-18,4.5548380131589959e-15,4.5551712221435686e-15
8.56482873162902e-11,0.7404633793814506,154.0,0.0,0.0,0.0,0.99369730957981983,1.0,18.999989725417894,8.4777235894519242e-05,0.00036740756545410795,0.00035647858308098472,9.950265884305932e-06,4.6674619963339604e-11,2.3304176393206159e-05,0.0017347859904379584,3.5256692812682753e-07,0.0037235170906771429,2.8729718694431203e-07,7.0161024858319975e-14,3.5240090098665636e-07,1.4830529257197665e-15,7.2805956720103283e-07,5.3215030919035755e-07,5.3226370153543558e-07,7.2659368213453823e-11,4.0563124611351491e-11,1.5575472211251222e-08,1.2602776790061836e-16,1.1897182849081803e-16,1.1908116609594773e-16,3.0028718709071469e-11,3.6828939421645373e-08,8.5631219825196178e-14,5.4671190710631361e-17,1.3743582366275218e-07,6.3835301972324653e-08,1.6912158872666247e-13,6.9515600115794103e-13,2.5031990322283233e-18,5.2825283119159291e-15,5.2829237706524806e-15
8.872452731364088e-11,0.7404633778609445,154.0,0.0,0.0,0.0,0.99347178058004049,1.0,18.99998931198903,8.7811364434200174e-05,0.00038051692660966661,0.00036910585671758457,1.0350841213900025e-05,4.8340003185842035e-11,2.3299088753650806e-05,0.0017971346506881457,3.5248690938441565e-07,0.0038573935555753633,2.9760623996020453e-07,7.2985550181705672e-14,3.7336842671219512e-07,1.5362691503799876e-15,7.6807864997169179e-07,5.8368512376681474e-07,5.8380953331673419e-07,7.9703667673566734e-11,4.4507672750316803e-11,1.6714028913285782e-08,1.5734325879065638e-16,1.4867774168745748e-16,1.4881959986990662e-16,3.341008554052949e-11,3.9357369524454453e-08,9.7732592456876623e-14,5.7572991578273861e-17,1.4680871493240261e-07,6.8180866498427416e-08,1.9729679641183434e-13,7.6664950859786754e-13,3.0179920478420636e-18,6.0937379373336484e-15,6.0942045995625438e-15
9.180076731099157e-11,0.7404633763533044,154.0,0.0,0.0,0.0,0.99324630827722182,1.0,18.999988898746441,9.0844744148676137e-05,0.0003936202967767861,0.00038172421209371407,1.0751150906740272e-05,5.0004625260475003e-11,2.3294002393919946e-05,0.001859467872021363,3.5240691075852555e-07,0.0039912405137481448,3.0791058130877829e-07,7.5808202454871362e-14,3.9490497511272877e-07,1.5894610530053193e-15,8.0851042856484678e-07,6.3799139145978513e-07,6.3812741407078411e-07,8.7127241992598761e-11,4.8665290126515827e-11,1.7892717417377598e-08,1.948368302969594e-16,1.8428495409410508e-16,1.8446727832685564e-16,3.7033593007818834e-11,4.1969033073529968e-08,1.1106954027683356e-13,6.0539392877606507e-17,1.5644289740153323e-07,7.2646799214624716e-08,2.2894808654520477e-13,8.4248632651804816e-13,3.6152127258863226e-18,6.9945596138126924e-15,6.9951073632859873e-15
9.487700730834226e-11,0.7404633748586699,154.0,0.0,0.0,0.0,0.99302089265480453,1.0,18.999988485694463,9.3877375225919952e-05,0.00040671767878201341,0.00039433365864364995,1.1151190665727083e-05,5.1668486546318492e-11,2.3288917313643425e-05,0.0019217856602313406,3.5232693224323887e-07,0.0041250579766715142,3.1821021321287544e-07,7.8628951378214433e-14,4.170100249260853e-07,1.6426286450703233e-15,8.4932521684249534e-07,6.9509651000122075e-07,6.9524474770436924e-07,9.4933849203791086e-11,5.303810147030791e-11,1.9111534947172398e-08,2.3942761052372797e-16,2.2668099824094691e-16,2.2691327914528496e-16,4.0907338609533256e-11,4.466388184892968e-08,1.2572293745011047e-13,6.3570390688428183e-17,1.6633425190488029e-07,7.7231153096502594e-08,2.6436212651597787e-13,9.2274876581187161e-13,4.3045193079585143e-18,7.9912935015890592e-15,7.9919332139720676e-15
9.795324730569295e-11,0.7404633733771584,154.0,0.0,0.0,0.0,0.99279553369623563,1.0,18.999988072836235,9.6909257853850159e-05,0.00041980907545048033,0.00040693420459650192,1.1550957393094697e-05,5.3331587402281419e-11,2.328383351245148e-05,0.0019840880210799071,3.5224697383267862e-07,0.0042588459557557643,3.285051378942129e-07,8.1447775108842635e-14,4.3968305528984662e-07,1.6957719380437579e-15,8.9049530995187584e-07,7.55025900727367e-07,7.5518696131717648e-07,1.0312697628552246e-10,5.7628078326166248e-11,2.0370478722183947e-08,2.9212848375762814e-16,2.7684575999419386e-16,2.7713926086794376e-16,4.5039403287534933e-11,4.7441867570742304e-08,1.4177616589351973e-13,6.6665981083380328e-17,1.7647872283929631e-07,8.1932011874646495e-08,3.0383787482196692e-13,1.0075161183723514e-12,5.0963040564988381e-18,9.0904467685986839e-15,9.0911903753232721e-15
9.999999999999999e-11,0.740463371908881,154.0,0.0,0.0,0.0,0.9926456242254259,1.0,18.999987798252644,9.8926083155572862e-05,0.00042851602128716847,0.00041531295384275747,1.1816786733673132e-05,5.4437697694280357e-11,2.3280451752755569e-05,0.0020255318750378578,3.5219378525268946e-07,0.0043478444329874957,3.3535218032981527e-07,8.3322183363026881e-14,4.5508279368312581e-07,1.7311169642017694e-15,9.1807155990648238e-07,7.9647581701722575e-07,7.9664574860464532e-07,1.087939486623919e-10,6.0803202024822539e-11,2.1230336335460811e-08,3.3222870697202325e-16,3.1505268127477982e-16,3.1539413927842215e-16,4.7935722698148215e-11,4.9336214098725622e-08,1.5327475118919615e-13,6.8761391506457475e-17,1.8336653021945633e-07,8.5123307715457591e-08,3.3250569613701959e-13,1.0664489125664254e-12,5.6853430580953631e-18,9.8817975503790644e-15,9.8826174418344551e-15
1.0102948730304363e-10,0.740463371908881,154.0,0.0,0.0,0.0,0.99257023138496725,1.0,18.999987660173996,9.994039222033097e-05,0.00043289448960590385,0.00041952585730860591,1.1950448858425745e-05,5.4993928187095926e-11,2.327875098997498e-05,0.0020463749602974749,3.521670355210105e-07,0.0043926044623464446,3.3879535757338358e-07,8.4264657919687264e-14,4.6292354574104611e-07,1.7488909433883893e-15,9.3199485186715346e-07,8.1780314058694363e-07,8.1797763723836198e-07,1.1170985726574577e-10,6.2437049284401654e-11,2.1669545957821497e-08,3.5405126807452372e-16,3.3585684893436771e-16,3.3622485643965472e-16,4.9437851667701424e-11,5.0302941912897602e-08,1.5931511031714122e-13,6.9826160128004238e-17,1.8687231718318532e-07,8.6747489548975013e-08,3.4768660064096987e-13,1.096864767218557e-12,6.0017188699852313e-18,1.0298733169429731e-14,1.0299593723495438e-14
1.0410572730039432e-10,0.7404633704539358,154.0,0.0,0.0,0.0,0.99234498570445795,1.0,18.999987247709399,0.00010297077851317241,0.00044597392407058753,0.0004321086235018322,1.2349663460669045e-05,5.6655509259295124e-11,2.3273669745844181e-05,0.0021086464835835205,3.5208711730234888e-07,0.004526333507725324,3.4908087446986008e-07,8.7079588521457699e-14,4.8673097621586652e-07,1.8019856725613705e-15,9.7379971177919642e-07,8.8345008538974472e-07,8.8363863630165444e-07,1.2068549012506735e-10,6.7466709533914203e-11,2.3008733865397606e-08,4.2641190519379119e-16,4.0489501227428554e-16,4.0535311158786834e-16,5.4110732250058687e-11,5.3247056513691242e-08,1.7842815327265343e-13,7.3050923880711521e-17,1.975111035309472e-07,9.1675729910683386e-08,3.9623189802907407e-13,1.190868292635159e-12,7.0327005451566339e-18,1.1623072630039567e-14,1.1624064373758711e-14
1.0718196729774501e-10,0.740463369012414,154.0,0.0,0.0,0.0,0.99211979663817207,1.0,18.999986835443607,0.00010600041692013022,0.00045904738166542227,0.00044468250942749103,1.274860006449151e-05,5.8316330977243415e-11,2.3268589779689223e-05,0.0021709025966070552,3.5200721917080246e-07,0.0046600331031113459,3.5936169080199811e-07,8.9892558908720371e-14,5.1110482704933798e-07,1.8550561370141561e-15,1.0158873689968276e-06,9.5198698461580328e-07,9.5219021267920611e-07,1.3005665254237488e-10,7.271862976079421e-11,2.4388039652116305e-08,5.1053565807506688e-16,4.8524958892947091e-16,4.8581596469638747e-16,5.9066077551113581e-11,5.6274162983678913e-08,1.9920617020957251e-13,7.6340268392790556e-17,2.0839121114256028e-07,9.6714906071859303e-08,4.4980969504379338e-13,1.289597574364683e-12,8.2019956699067999e-18,1.3070590837115127e-14,1.3071729271798023e-14
1.102582072950957e-10,0.7404633675843976,154.0,0.0,0.0,0.0,0.99189466416957883,1.0,18.999986423377447,0.00010902930762890597,0.00047211486520988685,0.00045724752098599174,1.3147257880833615e-05,5.9976393699135511e-11,2.3263511091140964e-05,0.0022331433050070885,3.5192734112053024e-07,0.0047937032596615655,3.6963780878703782e-07,9.2703563517672609e-14,5.3604457897503547e-07,1.908102348192169e-15,1.0582368055722066e-06,1.02343258854687e-06,1.0236511210361032e-06,1.3982591658749248e-10,7.8194264451826739e-11,2.5807460521050913e-08,6.0786230859072303e-16,5.7832399625305227e-16,5.7901976067564086e-16,6.4311904219312395e-11,5.9384212911947573e-08,2.2174252453808821e-13,7.9694189708396535e-17,2.1950882900782918e-07,1.0186322000252861e-07,5.0876825841145865e-13,1.39312089006863e-12,9.5231851416790164e-18,1.464861883078842e-14,1.4649920788364842e-14
1.1333444729244638e-10,0.7404633661699628,154.0,0.0,0.0,0.0,0.99166958828215435,1.0,18.999986011511488,0.00011205745082714695,0.00048517637752204892,0.00046980366381872208,1.3545636375215202e-05,6.163569778296137e-11,2.3258433679830064e-05,0.0022953686143930853,3.5184748314567822e-07,0.0049273439884720783,3.7990923064110429e-07,9.5512598579604267e-14,5.6154971312477861e-07,1.9611243175352631e-15,1.1008284060817453e-06,1.0978042482746285e-06,1.0980387165600827e-06,1.4999566243690784e-10,8.3894959645880763e-11,2.7266993671113022e-08,7.1995134964239993e-16,6.8564124423274403e-16,6.8649079363485963e-16,6.98562131287268e-11,6.257715787131748e-08,2.4613306269880949e-13,8.3112683864443891e-17,2.3086020492505544e-07,1.0711890207500504e-07,5.7346819420624902e-13,1.5015040102025754e-12,1.1010708303588728e-17,1.6364692599813409e-14,1.6366176316386456e-14
1.1641068728979707e-10,0.7404633647691784,154.0,0.0,0.0,0.0,0.99144456895937993,1.0,18.999985599846099,0.00011508484670244638,0.00049823192141856614,0.0004823509433784835,1.3943735197460794e-05,6.3294243586542847e-11,2.3253357545386699e-05,0.0023575785303454164,3.5176764524036133e-07,0.0050609553005789201,3.9017595857920999e-07,9.8319661625367383e-14,5.8761971102832968e-07,2.0141220564777014e-15,1.1436438640522109e-06,1.1751180090901577e-06,1.1753690483710715e-06,1.6056809118175778e-10,8.9821960172287776e-11,2.8766636297015734e-08,8.4848716629737517e-16,8.0884947200755547e-16,8.0988087321628146e-16,7.5706989457195536e-11,6.585294942269427e-08,2.724761092389985e-13,8.6595746890570148e-17,2.4244164459386552e-07,1.1248021061540692e-07,6.4428244496858795e-13,1.614810289448219e-12,1.267988669377812e-17,1.8226552678834231e-14,1.8228237870162829e-14
1.1948692728714777e-10,0.7404633633821082,154.0,0.0,0.0,0.0,0.99121960618474281,1.0,18.999985188381551,0.00011811149544234321,0.00051128149971468645,0.00049488936498037848,1.4341554130950719e-05,6.4952031467541348e-11,2.3248282687441687e-05,0.0024197730584157974,3.5168782739872451e-07,0.0051945372069589699,4.0043799481525765e-07,1.0112475112753125e-13,6.1425405461309417e-07,2.0670955764476367e-15,1.1866660946384905e-06,1.2553886976460852e-06,1.2556569467020734e-06,1.7154523678175915e-10,9.5976416406550521e-11,3.0306385589231548e-08,9.952842017190426e-16,9.4972750281646951e-16,9.5097291071207833e-16,8.1872202749837159e-11,6.9211539118642217e-08,3.0087246189545231e-13,9.0143374809113563e-17,2.5424951072203165e-07,1.1794543146225497e-07,7.2159628359829957e-13,1.7331007548107118e-12,1.4546947403390647e-17,2.0242143747476277e-14,2.0244051686382415e-14
1.2256316728449847e-10,0.7404633620088109,154.0,0.0,0.0,0.0,0.99099469994173572,1.0,18.999984777117991,0.00012113739723432234,0.00052432511522424916,0.00050741893383714329,1.4739093057408675e-05,6.6609061783405915e-11,2.3243209105625973e-05,0.0024819522041277277,3.5160802961492904e-07,0.0053280897185308323,4.1069534156203884e-07,1.039278662521128e-13,6.4145222620381841e-07,2.1200448888676781e-15,1.229879153154248e-06,1.3386300032864186e-06,1.3389161042464836e-06,1.8292897721926116e-10,1.0235939057399787e-10,3.1886238733946407e-08,1.1622921038599057e-15,1.1101904135736733e-15,1.1116865211633477e-15,8.8359806971093673e-11,7.2652878506318143e-08,3.3142538668396981e-13,9.3755563634963783e-17,2.6628022214608664e-07,1.2351287753204835e-07,8.0580730433945163e-13,1.8564341904964997e-12,1.6629046040156267e-17,2.2419614231003266e-14,2.2421767826700235e-14
1.2563940728184917e-10,0.7404633606493396,154.0,0.0,0.0,0.0,0.99076985021385777,1.0,18.999984366055497,0.00012416255226581444,0.00053736277075968611,0.0005199396550843395,1.5136351931815611e-05,6.8265334891415784e-11,2.323813679956996e-05,0.0025441159729769182,3.5152825188310843e-07,0.0054616128461556996,4.2094800103123574e-07,1.067290066816777e-13,6.6921370852229147e-07,2.1729700051549834e-15,1.2732681590579292e-06,1.4248545539366494e-06,1.4251591520645032e-06,1.9472104490725889e-10,1.0897186263181844e-10,3.3506192913010889e-08,1.3516008492451916e-15,1.2922951155525592e-15,1.2940836379265815e-15,9.5177740548161388e-11,7.617691912995311e-08,3.6424061299543617e-13,9.7432309375498489e-17,2.7853025296552164e-07,1.2918088839170863e-07,8.9732541115949056e-13,1.9848672196894538e-12,1.8944289295401624e-17,2.4767315902216575e-14,2.4769739781554275e-14
1.2871564727919987e-10,0.7404633593037439,154.0,0.0,0.0,0.0,0.99054505698461315,1.0,18.999983955194104,0.00012718696072419621,0.00055039446913202148,0.00053245153379954957,1.5533330763310952e-05,6.9920851148702513e-11,2.323306576890438e-05,0.0026062643704317097,3.5144849419740016e-07,0.0055951066006382092,4.3119597543342396e-07,1.095281724806597e-13,6.9753798468704317e-07,2.2258709367204909e-15,1.3168192250089396e-06,1.514073986935421e-06,1.5143977304300313e-06,2.0692303640365865e-10,1.1581473575902568e-10,3.5166245303890527e-08,1.5654458404158835e-15,1.4982459428274839e-15,1.5003741363577276e-15,1.0233392640889624e-10,7.9783612533026257e-08,3.9942632869841271e-13,1.0117360803057758e-16,2.9099613169033603e-07,1.34947829837775e-07,9.965728038082665e-13,2.1184543833443022e-12,2.1511757113428095e-17,2.7293803484366001e-14,2.7296524074989631e-14
1.3179188727655057e-10,0.7404633579720682,154.0,0.0,0.0,0.0,0.99032032023751249,1.0,18.999983544533787,0.00013021062279679012,0.00056342021315087393,0.00054495457501726866,1.5930029600385621e-05,7.1575610912176612e-11,2.322799601326041e-05,0.0026683974019334937,3.513687565519679e-07,0.0057285709927272855,4.414392669780718e-07,1.1232536399098087e-13,7.2642453821304659e-07,2.2787476949695869e-15,1.3605193906476604e-06,1.6062990151522443e-06,1.6066425549625873e-06,2.1953642147904831e-10,1.2288884148105671e-10,3.6866393079615244e-08,1.8062129740282138e-15,1.7304002455143241e-15,1.7329214636559231e-15,1.0983627201587105e-10,8.3472910260193685e-08,4.3709317524816718e-13,1.0497945559236743e-16,3.0367444040173188e-07,1.4081209348223886e-07,1.1039839618126044e-12,2.2572482161084656e-12,2.4351524462966342e-17,3.0007834254941033e-14,3.0010879870359251e-14
1.3486812727390127e-10,0.7404633566543547,154.0,0.0,0.0,0.0,0.99009563995607175,1.0,18.999983134074519,0.00013323353867086474,0.00057644000562445663,0.00055744878373992679,1.6326448519940456e-05,7.3229614538573212e-11,2.3222927532268746e-05,0.0027305150728971148,3.5128903894096426e-07,0.005862006033116967,4.5167787787354048e-07,1.151205817548885e-13,7.5587285301141708e-07,2.3316002913024029e-15,1.4043565607880329e-06,1.7015394887017564e-06,1.7019034783548332e-06,2.3256255158055033e-10,1.3019494445306996e-10,3.8606633408729001e-08,2.076443676991703e-15,1.9912739852012126e-15,1.9942482722591717e-15,1.1769266939733951e-10,8.724476385899415e-08,4.773542428021318e-13,1.0884984804525836e-16,3.1656181392574744e-07,1.4677209634491652e-07,1.2200056266323481e-12,2.4012993194759908e-12,2.7484682711144975e-17,3.2918367650288113e-14,3.2921768576846968e-14
1.3794436727125197e-10,0.7404633553506405,154.0,0.0,0.0,0.0,0.98987101612381279,1.0,18.999982723816228,0.00013625570853363438,0.00058945384935957734,0.00056993416494560104,1.672258761964539e-05,7.4882862384497306e-11,2.3217860325560112e-05,0.002792617388711277,3.5120934135853022e-07,0.0059954117324472157,4.6191181032708695e-07,1.1791382646105752e-13,7.8588241338911403e-07,2.3844287371127129e-15,1.4483194477346966e-06,1.7998044525416932e-06,1.8001895479829229e-06,2.4600266773113889e-10,1.3773374692420029e-10,4.0386963455239539e-08,2.3788399083692472e-15,2.2835473302658669e-15,2.2870420544888897e-15,1.2591099517540292e-10,9.1099124881355411e-08,5.2032506534185406e-13,1.1278478136589743e-16,3.2965493901964075e-07,1.5282628045225861e-07,1.3450967821808926e-12,2.5506564322724588e-12,3.0933360601012025e-17,3.6034564870999782e-14,3.6038353456758482e-14
1.4102060726860267e-10,0.7404633540609605,154.0,0.0,0.0,0.0,0.98964644872426322,1.0,18.999982313758839,0.00013927713257225953,0.00060246174716164125,0.00058241072359342867,1.7118447012592528e-05,7.6535354806323907e-11,2.3212794392765792e-05,0.0028547043547389379,3.511296637988258e-07,0.0061287881013047324,4.7214106654486373e-07,1.2070509890692348e-13,8.1645270404864171e-07,2.4372330437886783e-15,1.4923975174505945e-06,1.901102200227479e-06,1.9015090596726399e-06,2.5985790790185624e-10,1.4550589290392284e-10,4.220738037856839e-08,2.7162691250190751e-15,2.6100702489918012e-15,2.6141607763553629e-15,1.3449911059189929e-10,9.5035944884941192e-08,5.6612361580149005e-13,1.1678425152299522e-16,3.4295055357082528e-07,1.5897311244249561e-07,1.4797286338962065e-12,2.7053664985676203e-12,3.4720744834228765e-17,3.9365788488008549e-14,3.9369999233513469e-14
1.4409684726595337e-10,0.7404633527853461,154.0,0.0,0.0,0.0,0.98942193774095644,1.0,18.999981903902267,0.00014229781097384656,0.00061546370183464944,0.00059487846462765424,1.751402682330871e-05,7.8187092160241097e-11,2.3207729733516831e-05,0.0029167759763176985,3.5105000625601669e-07,0.0062621351502237356,4.8236564873191899e-07,1.2349439997055752e-13,8.4758321008775105e-07,2.4900132227134719e-15,1.5365809393153542e-06,2.0054403240819916e-06,2.0058696078799437e-06,2.7412931389238739e-10,1.5351197205056749e-10,4.4067881333501693e-08,3.091769209189964e-15,2.9738680985914379e-15,2.9786385086311623e-15,1.4346486153273474e-10,9.905517543437477e-08,6.1487030120283881e-13,1.208482544772153e-16,3.5644544580816492e-07,1.6521108317701905e-07,1.6243845865329814e-12,2.8654747331101967e-12,3.8871100261078635e-17,4.292160204932037e-14,4.2926271700273368e-14
1.4717308726330407e-10,0.7404633515238264,154.0,0.0,0.0,0.0,0.98919748315743161,1.0,18.999981494246409,0.00014531774392544778,0.00062845971618120152,0.00060733739298078973,1.7909327184652354e-05,7.9838074802330535e-11,2.3202666347444046e-05,0.0029788322587601846,3.5097036872425471e-07,0.0063954528896867447,4.9258555909219824e-07,1.262817305887511e-13,8.7927341699914113e-07,2.5427692852637716e-15,1.5808605392324458e-06,2.1128257620218098e-06,2.1132781325272776e-06,2.8881783775307816e-10,1.6175252330068651e-10,4.5968463470141849e-08,3.5085533565053836e-15,3.3781472084391282e-15,3.3836910534941361e-15,1.5281607855128754e-10,1.0315676810235984e-07,6.6668795779689155e-13,1.2497678618126216e-16,3.7013645352543302e-07,1.7153870735789819e-07,1.7795602208306069e-12,3.0310246843759913e-12,4.3409789680404301e-17,4.6711769687348877e-14,4.6716937329166139e-14
1.5024932726065477e-10,0.7404633502764271,154.0,0.0,0.0,0.0,0.98897308495723368,1.0,18.999981084791177,0.00014833693161406169,0.00064144979300249537,0.00061978751357600866,1.8304348235471231e-05,8.1488303088435757e-11,2.3197604234178749e-05,0.0030408732073544283,3.5089075119769819e-07,0.0065287413301253448,5.0280079982854552e-07,1.2906709174054564e-13,9.1152281067016085e-07,2.5955012428104805e-15,1.6252277558616067e-06,2.2232648412630374e-06,2.2237409627187796e-06,3.039243477790044e-10,1.7022803825656657e-10,4.7909123933860559e-08,3.970014922994463e-15,3.8263004560150745e-15,3.8327215652392262e-15,1.6256057689118723e-10,1.0734067447070841e-07,7.2170184621188792e-13,1.2916984257967825e-16,3.8402046331674967e-07,1.7795452315143588e-07,1.9457632691960931e-12,3.2020582953164468e-12,4.8363293252488159e-17,5.074625572683448e-14,5.0751962881092192e-14
1.5640180725535615e-10,0.7404633478240831,154.0,0.0,0.0,0.0,0.98852445764102681,1.0,18.999980266482122,0.00015437307195005135,0.00066741214526709668,0.00064466135114718071,1.909355298266846e-05,8.4786498015170551e-11,2.3187483824595513e-05,0.003164909124029538,3.507315761368717e-07,0.0067952303554054587,5.2321728123530907e-07,1.3463190971443652e-13,9.7769710381195154e-07,2.7008928883514628e-15,1.7141936220817321e-06,2.4533264142772506e-06,2.4538520373753524e-06,3.3539441299620091e-10,1.8788570725817513e-10,5.1910668400094981e-08,5.0414732159510062e-15,4.8687669826538624e-15,4.8772995164997302e-15,1.8326060209284856e-10,1.1595523468666739e-07,8.4183145385448191e-13,1.3774951319638931e-16,4.1235527502390738e-07,1.9104499736040939e-07,2.3133431416803944e-12,3.5607365841228329e-12,5.9626363140852329e-17,5.9589038923751183e-14,5.9595959905771626e-14
1.619390392505874e-10,0.7404633456654806,154.0,0.0,0.0,0.0,0.98812088572245904,1.0,18.999979530688996,0.0001598030513278891,0.00069075798404180492,0.0006670177316780839,1.9802883479492144e-05,8.7752297118071071e-11,2.3178379805273404e-05,0.0032764890598350775,3.5058838694142904e-07,0.0070349703791272771,5.4157616646392934e-07,1.3963352065528601e-13,1.0391612368490859e-06,2.7956630441874169e-15,1.79448782399424e-06,2.6708776375027465e-06,2.6714501006146668e-06,3.6515416999551197e-10,2.0458525506667264e-10,5.5649097562226985e-08,6.1964821935545335e-15,5.9950898393133039e-15,6.0059989711707654e-15,2.0331373673522897e-10,1.239893662231757e-07,9.6218529466671127e-13,1.4569185035225476e-16,4.3848641176561271e-07,2.0311384179426045e-07,2.6872202448062982e-12,3.9026910821812719e-12,7.1470981047512325e-17,6.8487159826617221e-14,6.8495341738138005e-14
1.6747627124581864e-10,0.7404633435529344,154.0,0.0,0.0,0.0,0.98771749623022398,1.0,18.999978795544152,0.00016523061895938227,0.00071408462873493405,0.00068934565134985584,2.0511311309947521e-05,9.0715657633749446e-11,2.3169279904113896e-05,0.0033880193951262164,3.5044526247215552e-07,0.0072746156339924877,5.5991995631932433e-07,1.4462876674080859e-13,1.1024291575137384e-06,2.8903552763982571e-15,1.8749567245927634e-06,2.8983971812272533e-06,2.8990186613434167e-06,3.9627843109061234e-10,2.2205187992254976e-10,5.9517335887968455e-08,7.5577571610148282e-15,7.3254447572591029e-15,7.3392684895093768e-15,2.2476194808819637e-10,1.3228944165752935e-07,1.0949532758596947e-12,1.5384318406735627e-16,4.6519660763309777e-07,2.154467265115733e-07,3.1052750853068811e-12,4.2629975176618523e-12,8.5124457255728347e-17,7.8340946103073706e-14,7.8350565967966796e-14
1.7301350324104988e-10,0.740463341486522,154.0,0.0,0.0,0.0,0.98731428906856333,1.0,18.999978061046917,0.00017065577593315651,0.00073739209563249857,0.00071164513867958247,2.1218837363208092e-05,9.3676581631058019e-11,2.3160184118967711e-05,0.0034995001599009866,3.5030220269507508e-07,0.0075141661790930755,5.7824866360871096e-07,1.4961765424076194e-13,1.167497881731658e-06,2.9849696510986755e-15,1.9555677571987379e-06,3.1359046503716523e-06,3.1365773322611747e-06,4.2876988817674606e-10,2.4028710831052656e-10,6.3515366552311712e-08,9.1522255186226323e-15,8.8870955288100566e-15,8.9044672653010986e-15,2.4765026391241369e-10,1.4085517905264478e-07,1.2409529419155113e-12,1.6220349038621902e-16,4.924693732378349e-07,2.2803592703862025e-07,3.5709046757308423e-12,4.6418496842215891e-12,1.0078404633522014e-16,8.9215696857204093e-14,8.9226949641656749e-14
1.7855073523628113e-10,0.7404633394663077,154.0,0.0,0.0,0.0,0.98691126414177943,1.0,18.999977327196614,0.00017607852333727231,0.0007606804010058633,0.00073391622214579269,2.1925462534923331e-05,9.6635071177168846e-11,2.3151092447687129e-05,0.0036109313839273144,3.501592075762473e-07,0.0077536220730434445,5.9656230112779003e-07,1.5460018947048162e-13,1.2343644295477832e-06,3.079506234339094e-15,2.0362921738544612e-06,3.3834158490842792e-06,3.3841419246186749e-06,4.6263071188627185e-10,2.5929217212170156e-10,6.7643172677268057e-08,1.1009077391523343e-14,1.0709705360460092e-14,1.0731366388240617e-14,2.7202355294064357e-10,1.4968629662552557e-07,1.401026902644722e-12,1.7077274526301891e-16,5.2028867444601114e-07,2.4087393718386581e-07,4.0876314299030372e-12,5.039428656362095e-12,1.1866015084233711e-16,1.0117878164394268e-13,1.0119188141812887e-13
