Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320)
1.8662672467788466e-09,0.45182841828148396,154.0,0.0,0.0,0.0,0.97825434612293605,1.0,18.999643012977863,0.00062599856790412586,0.0039974153227037386,0.0035831170056706734,0.00034229181705083947,1.1199905643022805e-09,3.0258154784739572e-06,0.004640815653624686,1.9313701267937698e-08,0.0084122939432522519,7.1233186575447255e-06,3.1136964803092809e-12,4.8916609017331815e-05,4.5936391918007814e-14,6.1594072305653141e-06,7.2824040762068613e-05,7.2864424016722611e-05,2.0590085773464524e-08,1.2121191636852206e-08,3.8985731700117222e-06,8.7422880817970734e-11,9.8063443039249086e-11,9.8686918626562239e-11,3.5357988857973512e-07,7.1789569632522405e-06,5.5151493123592187e-09,7.242744944385212e-15,8.8169431305518004e-07,4.7770822604297938e-07,7.1036307587376693e-09
1.9048909826981695e-09,0.45182840825067255,154.0,0.0,0.0,0.0,0.97781031319594258,1.0,18.999635705696182,0.00063876284377374713,0.0040781987483262351,0.0036539460885413955,0.00034913504149887669,1.142623944818035e-09,3.0245283654446875e-06,0.0047356845743619343,1.9304934700867273e-08,0.008584603193108345,7.2673225335506267e-06,3.1759466509773479e-12,5.0929237063120477e-05,4.6865034706595181e-14,6.2866283581552745e-06,7.594759287441411e-05,7.5990053746698928e-05,2.1473275787256844e-08,1.2641214705397757e-08,4.0682898185159724e-06,9.6762209557190812e-11,1.0894931467304013e-10,1.0965694666444182e-10,3.7560334563778046e-07,7.4750966790462176e-06,5.9794232361069782e-09,7.5449245365611884e-15,9.043167602983503e-07,4.8988366576542503e-07,7.7156448503795315e-09
1.9435147186174925e-09,0.45182839841500005,154.0,0.0,0.0,0.0,0.97736652194160945,1.0,18.999628404299742,0.00065151943793895185,0.0041589039627383494,0.0037246457994261264,0.00035596575669073202,1.1652353956876574e-09,3.0232419561609492e-06,0.0048305054244747883,1.9296172905149103e-08,0.008756839092902308,7.4111868841873126e-06,3.2380830297717117e-12,5.2981150726182491e-05,4.7792777733096191e-14,6.4136173919784619e-06,7.9134913387000533e-05,7.9179524225153313e-05,2.2374497020592839e-08,1.3171856584838384e-08,4.2418855787216966e-06,1.0686360286037404e-10,1.2077604368906889e-10,1.215770653310516e-10,3.9850507423499337e-07,7.7770645650834638e-06,6.4721710625513953e-09,7.8537396224026666e-15,9.269464677517199e-07,5.0206121234228584e-07,8.366051123603167e-09
1.9821384545368154e-09,0.45182838877408654,154.0,0.0,0.0,0.0,0.97692297224373048,1.0,18.999621108766668,0.0006642683546870346,0.004239531007888416,0.0037952162874067166,0.00036278397707436709,1.1878249286793656e-09,3.0219562502875503e-06,0.0049252782307486762,1.928741587848868e-08,0.0089290016843502924,7.5549117843276805e-06,3.3001057481199151e-12,5.5072275194441586e-05,4.8719621480345835e-14,6.5403745992089147e-06,8.2385883983963806e-05,8.2432718946011949e-05,2.3293715997322084e-08,1.3713097560827257e-08,4.4193759996903889e-06,1.1777043475482627e-10,1.3360265610226627e-10,1.345070894062361e-10,4.2230085246003904e-07,8.0848511231170254e-06,6.9945097672253249e-09,8.1692168353623471e-15,9.495818287423344e-07,5.1424006059420233e-07,9.0563881295006949e-09
2.0207621904561384e-09,0.4518283793275534,154.0,0.0,0.0,0.0,0.97647966398607189,1.0,18.999613819075179,0.00067700959830314228,0.0043200799257456044,0.0038656577014901127,0.00036958971709037555,1.2103925555671226e-09,3.0206712474892866e-06,0.0050200030198777864,1.9278663618591459e-08,0.0091010910089962278,7.6984973088813344e-06,3.36201493738245e-12,5.7202535758856122e-05,4.9645566431416681e-14,6.6669002468870501e-06,8.5700386443817196e-05,8.5749521537359694e-05,2.423089926801459e-08,1.4264917934754039e-08,4.6007765943324457e-06,1.2952747618102215e-10,1.4749052380497802e-10,1.4850922844827053e-10,4.4700638057101527e-07,8.3984468407081251e-06,7.5475759254942322e-09,8.4913827469280706e-15,9.7222138966354313e-07,5.264194839082314e-07,9.788221882875564e-09
2.0980096622947843e-09,0.45182836101611606,154.0,0.0,0.0,0.0,0.97559377132634539,1.0,18.999599257130214,0.00070246908326927749,0.0044809435475616048,0.0040061539036175837,0.00038316381374495093,1.2554621381557704e-09,3.0181033497761356e-06,0.0052093086530653858,1.9261173389904772e-08,0.0094450500232789465,7.9852505310512665e-06,3.4854932537565432e-12,6.1580166854537406e-05,5.1494761878499332e-14,6.9192579310752029e-06,9.2519514537607345e-05,9.2573485514254637e-05,2.6159025027029438e-08,1.5400218160573878e-08,4.9753701756544674e-06,1.5577829905661155e-10,1.7870747986476521e-10,1.7999091301268251e-10,4.9920909968758323e-07,9.0430276345643176e-06,8.7505342678119412e-09,9.1558866422331812e-15,1.0175079797931649e-06,5.5077749887427468e-07,1.1382780075836201e-08
2.1675323869495655e-09,0.451828345196815,154.0,0.0,0.0,0.0,0.97479729249153091,1.0,18.999586171141015,0.00072535642057205431,0.004625454033312308,0.0041321605461020804,0.00039533796259340445,1.2959499618450116e-09,3.0157946429843711e-06,0.0053795197704810298,1.9245448463384483e-08,0.0097543629773972178,8.2428525187433352e-06,3.5962367854514608e-12,6.5653132914311667e-05,5.3155968748974644e-14,7.1455905893632775e-06,9.8872824724362219e-05,9.8931427311935163e-05,2.7955441077044905e-08,1.6457972609975327e-08,5.3260320789286412e-06,1.8278975249640118e-10,2.110973476839796e-10,2.1266564983358647e-10,5.4945881095544816e-07,9.642921959583705e-06,9.9500843404220287e-09,9.7770807950531437e-15,1.0582683415480648e-06,5.7269574413323135e-07,1.2976068385897272e-08
2.2370551116043466e-09,0.45182833000144085,154.0,0.0,0.0,0.0,0.97400159411412246,1.0,18.999573103743348,0.000748218963471652,0.0047697120402810734,0.0042577513030745764,0.00040747189929242966,1.3363669931297363e-09,3.013488208934706e-06,0.0055495757240579804,1.9229738945463976e-08,0.010063439186694174,8.5000040962034874e-06,3.7066145227488173e-12,6.9851742748939914e-05,5.4814271043369638e-14,7.3711771415521857e-06,0.00010543014387064952,0.00010549365491868293,2.9809542452670156e-08,1.7549698673606516e-08,5.6896025517016289e-06,2.1331674643920144e-10,2.4799153416119683e-10,2.4989535941794536e-10,6.0289674887212094e-07,1.0261489388076625e-05,1.1267752011434926e-08,1.0420356742994166e-14,1.0990253022204398e-06,5.9460741029783825e-07,1.4729399627098004e-08
2.306577836259128e-09,0.45182831542780433,154.0,0.0,0.0,0.0,0.97320667551527107,1.0,18.999560054813003,0.00077105673688137254,0.0049137178139734405,0.0043829270408133328,0.00041956570779108247,1.3767133008829033e-09,3.0111840456663686e-06,0.0057194766670280606,1.9214044822740625e-08,0.010372278888851293,8.7567057016213958e-06,3.8166272293007787e-12,7.4175564367232893e-05,5.6469671587452802e-14,7.5960191401485223e-06,0.00011219078590990189,0.00011225949449556441,3.1721135039807316e-08,1.8675282036274197e-08,6.0661707609971757e-06,2.4767176585223476e-10,2.8983795645078421e-10,2.9213487268451871e-10,6.5961169285613089e-07,1.0898673946031694e-05,1.2710860551434483e-08,1.1085867215402791e-14,1.1397742934975517e-06,6.1651024995335481e-07,1.6652879396437222e-08
2.376100560913909e-09,0.4518283014737221,154.0,0.0,0.0,0.0,0.97241253601585331,1.0,18.999547024226587,0.00079386976569196621,0.00505747160010652,0.0045076886247971551,0.00043161947195983097,1.4169889540363196e-09,3.0088821512175403e-06,0.0058892227521079891,1.9198366081806689e-08,0.010680882320590408,9.0129577735622249e-06,3.9262756680446066e-12,7.8624166851373373e-05,5.8122173209414439e-14,7.8201181362329006e-06,0.00011915406575959026,0.00011922827360658959,3.3690025002968993e-08,1.9834608546862125e-08,6.45582549609407e-06,2.8618242731912801e-10,3.3711224777133403e-10,3.3986741148628358e-10,7.1969162323582855e-07,1.1554419519923568e-05,1.4286930569179643e-08,1.1773764294155092e-14,1.1805115050279329e-06,6.3840239771297507e-07,1.8756889276360604e-08
2.44562328556869e-09,0.4518282881370161,154.0,0.0,0.0,0.0,0.97161917493647487,1.0,18.99953401186152,0.000816658074771631,0.0052009736446073165,0.0046320369197023464,0.00044363327559026667,1.4571940215803287e-09,3.0065825236252623e-06,0.0060588141315640592,1.9182702709249325e-08,0.010989249717799066,9.2687607509637772e-06,4.0355606012000365e-12,8.3197120354965614e-05,5.9771778739848714e-14,8.0434756794501486e-06,0.00012631929931977348,0.00012639932121742437,3.5716018784868795e-08,2.1027564218089005e-08,6.8586551689429714e-06,3.2919155114173337e-10,3.9031846105930705e-10,3.9360533318914287e-10,7.8322372545873468e-07,1.2228669858935345e-05,1.6003678034506543e-08,1.2484199414372164e-14,1.2212337589229812e-06,6.6028230552549938e-07,2.1052083957151719e-08
2.5151460102234713e-09,0.45182827541551435,154.0,0.0,0.0,0.0,0.97082659159747431,1.0,18.999521017596052,0.00083942168896601187,0.0053442241936110663,0.0047559727893996626,0.00045560720239481696,1.497328572563675e-09,3.0042851609249665e-06,0.0062282509572659127,1.9167054691649825e-08,0.011297381315635194,9.5241150731338904e-06,4.1444827902667201e-12,8.7893996101085845e-05,6.141849101173486e-14,8.2660933180060021e-06,0.00013368580347169101,0.00013377196769409131,3.7798923106025879e-08,2.2254035226273318e-08,7.2747478145837472e-06,3.7705721966858917e-10,4.4998976158077093e-10,4.5389086523483326e-10,8.5029439428487108e-07,1.2921368577173045e-05,1.7869012307470733e-08,1.3217323365137392e-14,1.26193840498789e-06,6.8214868890323391e-07,2.3549388374981065e-08
2.5846687348782524e-09,0.45182826330705056,154.0,0.0,0.0,0.0,0.97003478531892684,1.0,18.999508041309223,0.00086216063309820054,0.0054872234934596024,0.0048794970969513133,0.00046754133600646216,1.5373926760925495e-09,3.0019900611512289e-06,0.0063975333807311926,1.9151422015584443e-08,0.011605277348614416,9.7790211797471963e-06,4.2530429960215928e-12,9.2714366380333414e-05,6.3062312860417429e-14,8.487972598665024e-06,0.00014125289607640052,0.00014134554480166453,3.9938544964374153e-08,2.3513907911106313e-08,7.7041910915633166e-06,4.3015282284153529e-10,5.1668910882664933e-10,5.2129682997460286e-10,9.2098923796447086e-07,1.3632459155872338e-05,1.98910341736459e-08,1.3973286290210767e-14,1.3026232332757898e-06,7.0400048224851375e-07,2.6259994865202393e-08
2.6541914595330336e-09,0.45182825180946357,154.0,0.0,0.0,0.0,0.969243755420648,1.0,18.99949508288087,0.00088487493196873484,0.0056299717906996838,0.0050026107046079417,0.00047943575997845268,1.5773864013302181e-09,2.9996972223377956e-06,0.006566661553162211,1.9135804667624878e-08,0.011912938050682107,1.0033479510842125e-05,4.3612419785162863e-12,9.7657804548883072e-05,6.4703247123588497e-14,8.7091150667453987e-06,0.00014901989597346425,0.00014911938570296251,4.2134691634890552e-08,2.4807068775432842e-08,8.147072282354061e-06,4.8886709125638173e-10,5.9100992751355082e-10,5.9642735960353751e-10,9.9539308239975712e-07,1.4361884945597264e-05,2.2078033885757393e-08,1.4752237688746806e-14,1.3432864019233066e-06,7.2583680217876851e-07,2.9195360331191302e-08
2.7237141841878148e-09,0.45182824092059803,154.0,0.0,0.0,0.0,0.96845350122219709,1.0,18.999482142191649,0.00090756461035559996,0.0057724693320813621,0.0051253144738056715,0.00049129055778402819,1.6173098174970852e-09,2.9974066425168036e-06,0.0067356356254763775,1.9120202634337009e-08,0.012220363655273497,1.0287490506818507e-05,4.4690804970746556e-12,0.00010272388502653791,6.6341296641269351e-14,8.9295222661116312e-06,0.00015698612297968193,0.00015709282495723862,4.4387170669241466e-08,2.6133404485039477e-08,8.6034782937727674e-06,5.5360411764288172e-10,6.7357676792622124e-10,6.7991860139967256e-10,1.0735899752910517e-06,1.510958916843105e-05,2.4438489211616161e-08,1.5554326416015521e-14,1.3839263769563514e-06,7.4765691707331277e-07,3.2367203428444031e-08
2.793236908842596e-09,0.45182823063830474,154.0,0.0,0.0,0.0,0.96766402204288193,1.0,18.999469219122997,0.00093022969301422584,0.0059147163645563482,0.0052476092651631478,0.00050310581281613872,1.6571629938696328e-09,2.9951183197196214e-06,0.0069044557483316392,1.9104615902281807e-08,0.012527554395364042,1.0541054608434329e-05,4.5765593102901798e-12,0.00010791218329478337,6.7976464255790392e-14,9.1491957391683854e-06,0.00016515089788786451,0.00016526519851886519,4.6695789895429517e-08,2.7492801868450277e-08,9.07349565740017e-06,6.2478336741052423e-10,7.6504595567949458e-10,7.7243941332886516e-10,1.1556631902672667e-06,1.5875514920158907e-05,2.6981063488400235e-08,1.6379700684119102e-14,1.4245418817802614e-06,7.6946022162190283e-07,3.5787501763875784e-08
2.862759633497377e-09,0.451828220960439,154.0,0.0,0.0,0.0,0.96687531720176134,1.0,18.999456313557136,0.00095287020467748913,0.0060567131352763648,0.0053694959384785997,0.0005148816083871689,1.6969459997799313e-09,2.9928322519770899e-06,0.007073122072147762,1.9089044458016196e-08,0.012834510503511807,1.079417225680262e-05,4.6836791760234191e-12,0.000113222275894842,6.9608752811773948e-14,9.3681370268558849e-06,0.00017351354246564698,0.00017363584373601137,4.9060357417456206e-08,2.8885147916728801e-08,9.5572105300010406e-06,7.0283967887692245e-10,8.6610623100205681e-10,8.746920500991884e-10,1.2416952310008564e-06,1.6659605172442816e-05,2.9714603683316074e-08,1.7228508062712214e-14,1.4651318547246334e-06,7.9124621551606846e-07,3.9468489110221698e-08
2.9322823581521582e-09,0.4518282118848627,154.0,0.0,0.0,0.0,0.96608738601764965,1.0,18.999443425377081,0.00097548617005571204,0.0061984598915915314,0.0054909753527269288,0.00052661802772866297,1.736658904615974e-09,2.9905484373183707e-06,0.0072416347471240322,1.9073488288091345e-08,0.013141232211892834,1.1046843893389256e-05,4.7904408513996151e-12,0.00011865374042572936,7.123816515611593e-14,9.586347668645493e-06,0.00018207337945434112,0.0001822040993493168,5.1480681615005057e-08,3.0310329783286095e-08,1.0054708693944946e-05,7.8822325366153204e-10,9.7747937757771319e-10,9.8741283968853035e-10,1.3317678353072114e-06,1.7461802774988257e-05,3.2648138460704668e-08,1.8100895479727297e-14,1.5056954135768621e-06,8.1301448572763065e-07,4.3422652635536509e-08
3.0018050828069394e-09,0.45182820340944296,154.0,0.0,0.0,0.0,0.96530022780911984,1.0,18.999430554466645,0.00099807761383666357,0.0063399568810487313,0.0056120483660568226,0.00053831515399105129,1.7763017778205013e-09,2.988266873771851e-06,0.0074099939232539101,1.9057947379053544e-08,0.013447719752330547,1.129906996000975e-05,4.8968450928061565e-12,0.00012420615554231064,7.2864704137966058e-14,9.8038292025343921e-06,0.00019082973256782747,0.00019096930549056029,5.395657114312103e-08,3.1768234783696269e-08,1.0566075557627565e-05,8.8139963774260831e-10,1.0999208410047077e-09,1.1113728503916087e-09,1.425961979228535e-06,1.8282050457702776e-05,3.5790876255643556e-08,1.8997009222093826e-14,1.5462318260694912e-06,8.3476469183332749e-07,4.7662730147753649e-08
3.0713278074617205e-09,0.45182819553205206,154.0,0.0,0.0,0.0,0.9645138418945074,1.0,18.999417700710392,0.0010206445606855592,0.0064812043513899934,0.0057327158357878645,0.00054997307024337962,1.8158746888903073e-09,2.9859875593657405e-06,0.0075781997503371759,1.9042421717445563e-08,0.013753973356320252,1.1550850898825951e-05,5.002892655890025e-12,0.0001298791009533585,7.4488372608710428e-14,1.0020583165039891e-05,0.00019978192649148523,0.00019993080368132499,5.6487834931903904e-08,3.3258750395518163e-08,1.10913961558927e-05,9.8284969367824351e-10,1.2342203369433838e-09,1.247378548441289e-09,1.5243578811022212e-06,1.9120290832846334e-05,3.9152203354090411e-08,1.9916994936460804e-14,1.5867404852953417e-06,8.5649655384710046e-07,5.220170735425121e-08
3.1408505321165017e-09,0.4518281882505685,154.0,0.0,0.0,0.0,0.96372822759191423,1.0,18.999404863993664,0.0010431870352450602,0.0066222025505508868,0.0058529786184077035,0.00056159185947304022,1.855377707376922e-09,2.983710492126478e-06,0.0077462523779900389,1.902691128980463e-08,0.014059993255049617,1.1802187152344012e-05,5.1085842955555086e-12,0.00013567215741961156,7.610917342195388e-14,1.0236611091194132e-05,0.00020892928688115837,0.00020908793683165872,5.9074282186226924e-08,3.4781764258122052e-08,1.1630755150454924e-05,1.0930695644882679e-09,1.3812024490341559e-09,1.3962724462697345e-09,1.6270350056137968e-06,1.9976466397173483e-05,4.2741681979607349e-08,2.0860997629927053e-14,1.6272208891403567e-06,8.782098420840292e-07,5.7052815136356143e-08
3.210373256771283e-09,0.45182818156287546,154.0,0.0,0.0,0.0,0.96294338421921211,1.0,18.999392044202594,0.0010657050621352756,0.0067629517266588951,0.0059728375695691999,0.00057317160458550431,1.8948109028853614e-09,2.9814356700796083e-06,0.0079141519556535783,1.9011416082662879e-08,0.01436577967941581,1.2053079163411398e-05,5.2139207659617162e-12,0.00014158490675183423,7.7727109433500029e-14,1.0451914514539201e-05,0.00021827114036215603,0.00021844004923872828,6.1715722385446663e-08,3.6337164172523422e-08,1.2184236830322872e-05,1.2125706296568019e-09,1.5417272166603437e-09,1.558933741468299e-09,1.7340720678344779e-06,2.0850519534067228e-05,4.656904838670789e-08,2.1829161670763511e-14,1.6676726230444837e-06,8.999043686988454e-07,6.2229526838727878e-08
3.279895981426064e-09,0.4518281754668622,154.0,0.0,0.0,0.0,0.96215931109404629,1.0,18.999379241224066,0.0010881986659537623,0.0069034521280318317,0.0060922935440876208,0.00058471238840405798,1.9341743450730917e-09,2.9791630912509211e-06,0.0080818986326007605,1.8995936082549607e-08,0.014671332860039854,1.2303527375213196e-05,5.3189028205200277e-12,0.00014761693180887734,7.9342183501334103e-14,1.0666494967122265e-05,0.00022780681452828704,0.00022798648658547052,6.4411965283122324e-08,3.7924838101222302e-08,1.2751925112223293e-05,1.3418794536803538e-09,1.7166907126241164e-09,1.7362789464995677e-09,1.8455470372433619e-06,2.1742392515664566e-05,5.0644210960870444e-08,2.28216307891375e-14,1.7080953455769247e-06,9.2157998063609231e-07,6.7745555573570746e-08
3.4189414307356263e-09,0.4518281650414587,154.0,0.0,0.0,0.0,0.96059347285579422,1.0,18.999353685255965,0.0011331127026530156,0.0071837076007857442,0.0063299999782516639,0.00060767740304007076,2.0126922483827783e-09,2.9746246553428273e-06,0.0084169338806289618,1.8965021649499191e-08,0.015281740411229618,1.2803094175436837e-05,5.5278066919864767e-12,0.00016003714576163356,8.2563757248607687e-14,1.1093493080685564e-05,0.00024745694012820723,0.00024765972575042927,6.9968099557610494e-08,4.1196560658016956e-08,1.3930255290169715e-05,1.6321021869085907e-09,2.11370171868344e-09,2.1388774010887363e-09,2.0821188715688935e-06,2.357936655796169e-05,5.957840747117064e-08,2.4880055993057453e-14,1.7888526911397678e-06,9.6487399051073054e-07,7.9851599393122225e-08
3.5440823351142326e-09,0.4518281576610752,154.0,0.0,0.0,0.0,0.95918684583805014,1.0,18.999330741264341,0.001173452055077991,0.0074350892116348136,0.0065425661471392067,0.00062821349777852258,2.0831205048877543e-09,2.9705477150008997e-06,0.0087179441776549065,1.8937250532553794e-08,0.015830311822020084,1.3251190955013555e-05,5.7146156169389271e-12,0.00017161909792841543,8.5453414488992656e-14,1.1475334161596002e-05,0.0002657981941296056,0.0002660236965086209,7.5154142686301482e-08,4.4250367428737774e-08,1.5040173274660708e-05,1.9324363663676425e-09,2.5301390880534629e-09,2.5614151697407622e-09,2.3109782306466817e-06,2.5293005735972403e-05,6.8569505629682654e-08,2.6817190903901934e-14,1.8614327705245922e-06,1.0037729012759149e-06,9.2049887651980855e-08
3.669223239492839e-09,0.4518281521651545,154.0,0.0,0.0,0.0,0.95778270380037478,1.0,18.999307850020788,0.0012137126582610585,0.0076856686627108876,0.0067538399272142604,0.00064862464220841718,2.153323846338419e-09,2.9664780119340227e-06,0.0090184613906923502,1.8909528476673102e-08,0.016378131098156896,1.3697856732554582e-05,5.9002879171772973e-12,0.0001835810637630422,8.8333843576931577e-14,1.1854856574773216e-05,0.00028475701406050521,0.0002850071673261739,8.0514800351434068e-08,4.7407006963435316e-08,1.6197408752289748e-05,2.2734239794591105e-09,3.0089995414676251e-09,3.0475525331787428e-09,2.5553953346400561e-06,2.7063478565483704e-05,7.8525226474619423e-08,2.8835280469980852e-14,1.9339158022381875e-06,1.0426092130896672e-06,1.0557150624566748e-07
3.794364143871445e-09,0.4518281485415811,154.0,0.0,0.0,0.0,0.95638104275556346,1.0,18.999285010892805,0.0012538946548398008,0.0079354474088753763,0.0069638262731097651,0.00066891131634914513,2.2233026808466242e-09,2.9624155345932077e-06,0.0093184863847993443,1.8881855403136447e-08,0.016925199575824602,1.4143094104580807e-05,6.0848279592528537e-12,0.00019592064814022731,9.1205061256695083e-14,1.2232069200400602e-05,0.00030432951335189283,0.00030460637215368403,8.6048972918104249e-08,5.0665831679141601e-08,1.7402437720440457e-05,2.6586758418673667e-09,3.5568843944090225e-09,3.6040634989440526e-09,2.815798466684414e-06,2.8890444632193788e-05,8.9509331742046318e-08,3.0935139949283857e-14,2.0063012405015744e-06,1.0813827116208813e-06,1.2050474972359406e-07
3.9195050482500505e-09,0.4518281467782975,154.0,0.0,0.0,0.0,0.95498185871432051,1.0,18.999262223255624,0.0012939981872151225,0.0081844269068612457,0.0071725301304482666,0.0006890739993368148,2.2930574170440531e-09,2.9583602714254264e-06,0.0096180200235391738,1.8854231233184768e-08,0.017471518588867488,1.4586905670940452e-05,6.2682401016816832e-12,0.00020863546678271742,9.4067084294015507e-14,1.2606980902574627e-05,0.0003245118155355411,0.00032481755937978059,9.1755563611196801e-08,5.4026195677053025e-08,1.8655732302515529e-05,3.0919558986723483e-09,4.1808158805460011e-09,4.23816087198247e-09,3.0926083985813501e-06,3.0773562520620123e-05,1.0158724091349996e-07,3.3117577959728174e-14,2.0785887421806204e-06,1.1200932759649308e-06,1.3694021964868145e-07
4.044645952628656e-09,0.4518281468633008,154.0,0.0,0.0,0.0,0.95358514768532732,1.0,18.999239486492129,0.0013340233975512718,0.0084326086152434997,0.0073799564357920301,0.00070911316941955113,2.3625884640769408e-09,2.9543122108707565e-06,0.0099170631690071679,1.882665588802013e-08,0.018017089468845893,1.502929403475797e-05,6.4505286949021174e-12,0.00022172314622482877,9.6919929475756255e-14,1.297960052921481e-05,0.00034530005423080105,0.00034563699180487469,9.7633478511670725e-08,5.7487454740325864e-08,1.9957760756078747e-05,3.5771792974744948e-09,4.8882464170850016e-09,4.9575066328602514e-09,3.3862384642313387e-06,3.2712489852817456e-05,1.1482599647890295e-07,3.5383396493137756e-14,2.1507781090880172e-06,1.1587408514186946e-06,1.5497077612682794e-07
4.169786857007262e-09,0.4518281487846446,154.0,0.0,0.0,0.0,0.95219090567530962,1.0,18.999216799992801,0.0013739704277758676,0.0086799939944098136,0.0075861101165938137,0.00072902930395285308,2.431896231603046e-09,2.9502713413564663e-06,0.010215616681849948,1.879912928880122e-08,0.018561913545076768,1.5470261802384766e-05,6.6316980812331341e-12,0.00023518132377602359,9.9763613609581027e-14,1.3349936911974559e-05,0.00036669037313228139,0.00036706094661476308,1.036816265531188e-07,6.1048966332018402e-08,2.1308987481026111e-05,4.118410321440778e-09,5.6870675461052589e-09,5.7702220157462029e-09,3.6970946325496826e-06,3.4706883326793922e-05,1.2929422944356977e-07,3.7733390929283406e-14,2.2228692460842903e-06,1.1973254298610143e-06,1.7469148983009556e-07
4.294927761385868e-09,0.45182815253043784,154.0,0.0,0.0,0.0,0.95079912868910244,1.0,18.999194163155622,0.0014138394195799282,0.0089265845065313442,0.0077909960911482778,0.00074882287939501385,2.5009811297749594e-09,2.9462376513069624e-06,0.010513681421278703,1.8771651356652396e-08,0.019105992144661854,1.5909811583344271e-05,6.8117525948318206e-12,0.00024900764748452567,1.0259815352361338e-13,1.3717998866153485e-05,0.00038867892599835687,0.00038908571535408679,1.0989891951843683e-07,6.471008959318037e-08,2.2709873027786418e-05,4.7198601996972531e-09,6.5856185635012538e-09,6.6848972964238661e-09,4.0255755798798746e-06,3.6756398754630198e-05,1.4506212507619825e-07,4.0168350049908195e-14,2.2948621316133804e-06,1.235847036114902e-06,1.9619959449914675e-07
4.420068665764474e-09,0.4518281580888441,154.0,0.0,0.0,0.0,0.94940981272971792,1.0,18.999171575386018,0.0014536305144179039,0.009172381615533659,0.0079946192685440357,0.00076849437130260194,2.5698435692340815e-09,2.942211129142224e-06,0.010811258245077835,1.8744222012664797e-08,0.019649326592506122,1.6347945990281001e-05,6.9906965616523468e-12,0.00026319977610097671,1.0542356606611115e-13,1.4083795190611146e-05,0.00041126187664049116,0.0004117076038996468,1.1628427203681776e-07,6.8470185341071593e-08,2.4160874105552726e-05,5.3858848038385514e-09,7.5926948319510597e-09,7.7106012865133849e-09,4.3720727618950866e-06,3.8860691100292707e-05,1.6220138890486972e-07,4.2689056052856589e-14,2.3667567979250585e-06,1.2743057189303598e-06,2.1959443993307594e-07
4.54520957014308e-09,0.45182816544808313,154.0,0.0,0.0,0.0,0.94802295379840973,1.0,18.999149036096803,0.0014933438535077107,0.0094173867870678499,0.008196984548616339,0.00078804425432600037,2.6384839611110657e-09,2.9381917632680376e-06,0.011108348009611134,1.8716841177888606e-08,0.020191918211330914,1.67846676389134e-05,7.1685342994063654e-12,0.00027775537904213392,1.0823986810514283e-13,1.4447334667681787e-05,0.00043443539891332387,0.00043492293243357932,1.2283660158102438e-07,7.2328616067504101e-08,2.566244359054507e-05,6.1209822467769147e-09,8.7175557869122356e-09,8.8568905416679902e-09,4.7369704849976962e-06,4.1019414517143464e-05,1.8078521295979351e-07,4.5296284566288029e-14,2.4385533168157744e-06,1.3127015445310713e-06,2.4497744545625547e-07
4.6703504745216856e-09,0.45182817459642777,154.0,0.0,0.0,0.0,0.94663854789473956,1.0,18.999126544708066,0.0015329795778307677,0.0096616014884817868,0.008398096821900394,0.00080747300220500805,2.706902717007064e-09,2.9341795420880371e-06,0.011404951569826365,1.868950877334328e-08,0.0207337683216836,1.7219979147979204e-05,7.3452701175219318e-12,0.00029267213635460958,1.1104707652825082e-13,1.4808626063089972e-05,0.00045819567670548749,0.00045872803541639452,1.2955482846469494e-07,7.6284745937318638e-08,2.7215030534305298e-05,6.929790396141789e-09,9.9699326398429783e-09,1.0133818287082575e-08,5.1206459772193806e-06,4.3232222385144495e-05,2.0088824226465134e-07,4.7990804662854341e-14,2.5102517886992223e-06,1.3510345916685742e-06,2.7245205385890757e-07
4.795491378900291e-09,0.451828185522206,154.0,0.0,0.0,0.0,0.94525659101664161,1.0,18.999104100647155,0.0015725378281320386,0.0099050271887915192,0.0085979609695852749,0.00082678108776449604,2.7751002489861009e-09,2.9301744540044738e-06,0.011701069779258779,1.8662224720021118e-08,0.021274878241944795,1.7653883139184194e-05,7.5209083171038619e-12,0.00030794773867865333,1.1384520824212958e-13,1.5167678125867419e-05,0.00048253890393112295,0.00048311926155987853,1.3643787583994219e-07,8.0337940786970723e-08,2.8819080172024845e-05,7.8170843129763398e-09,1.1360035783529949e-08,1.1551943064324967e-08,5.5234694586255513e-06,4.5498767347755701e-05,2.2258654157777156e-07,5.0773378873986436e-14,2.5818523342709691e-06,1.3893049478591403e-06,3.0212368580699358e-07
