Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448)
1.0657669296295308e-07,0.6458200478246054,154.0,0.0,0.0,0.0,0.39065924603301416,1.0,18.993214473701737,0.017817229569772372,0.055701695634957783,0.015987136000920013,0.0011065888290057596,1.1048601857138299e-08,1.236367229443405e-06,0.14596792788449148,6.8746389740888199e-09,0.29454424733761736,7.0359747253915451e-05,1.0173234743260764e-11,0.022004824855425049,4.5797264353640911e-13,2.7830688844802206e-05,0.036785632547042507,0.045520575850787524,7.3433923276852019e-06,4.332502867684533e-06,0.0090632709383902353,7.7441153277024773e-05,0.0011464758041847592,0.001777072765436797,0.0014705509134362623,0.0026571538481379589,0.0014691859953700123,1.0674476237733893e-11,3.8103184901922757e-05,1.8438879988217026e-05,0.0027212879627524899,7.1933941667113436e-07
1.0759450607569922e-07,0.6458211201645899,154.0,0.0,0.0,0.0,0.38747959529998016,1.0,18.993166484185021,0.017879733796030032,0.055728840392411584,0.015809725313747702,0.0010943064572930918,1.1053939878495767e-08,1.2279280978858735e-06,0.14669778152179438,6.8186849428912729e-09,0.29637469213832951,7.0393743975501487e-05,1.0060318823396213e-11,0.022204033648873033,4.5819392882371037e-13,2.7522005743907295e-05,0.036959851101105619,0.045879084933976681,7.3781402163304732e-06,4.3530038639032749e-06,0.0092111661061239514,7.8211114341074885e-05,0.0011686333204801724,0.001820481826576809,0.0014842748640468623,0.0026745960558038741,0.0014982024745121714,1.0848563485528383e-11,3.8341195720033568e-05,1.8531662359295679e-05,0.0027728501659946992,7.3109750404423463e-07
1.0861231918844535e-07,0.6458221773519782,154.0,0.0,0.0,0.0,0.38433046253390085,1.0,18.993118716404556,0.017940956732363313,0.055752101618823068,0.015633167871287067,0.0010820832082043404,1.105850786943751e-08,1.2195688378423978e-06,0.14741924835734851,6.7632679323862709e-09,0.29819263570524795,7.0422837199606689e-05,9.9479464875505673e-12,0.022401712651804288,4.5838329701363333e-13,2.7214800962352972e-05,0.037129488153892734,0.046233604849033445,7.4119734855296436e-06,4.3729652453793813e-06,0.0093593755644923952,7.896484141523867e-05,0.0011907280113762255,0.0018642017087710974,0.001497832017943539,0.002691804007977896,0.0015273455054868718,1.1023019555433823e-11,3.857757933086819e-05,1.8623379245461215e-05,0.0028245426332846922,7.4288076937683334e-07
1.0963013230119148e-07,0.6458232195196006,154.0,0.0,0.0,0.0,0.38121149553290001,1.0,18.993071168341576,0.01800091320575644,0.055771568554092522,0.015457506773568748,0.0010699220645045563,1.1062323562101708e-08,1.2112885262942608e-06,0.14813241060069726,6.7083817231523772e-09,0.29999819615493833,7.04471394521615e-05,9.8361451333952922e-12,0.022597862427092528,4.5854148064156265e-13,2.6909149777829292e-05,0.03729461267963291,0.046584155237735042,7.4449059185319208e-06,4.3923951430816891e-06,0.0095078801880584506,7.9702341315846534e-05,0.0012127512525762247,0.0019082211027110995,0.0015112228107938591,0.002708780708302098,0.0015566105505347993,1.1197821949965388e-11,3.8812351122561514e-05,1.8714041096971269e-05,0.0028763558638341775,7.546876882635782e-07
1.10546164102663e-07,0.645824144740567,154.0,0.0,0.0,0.0,0.37842992986047741,1.0,18.993028561284394,0.018053803322561287,0.055785916979936387,0.015300211869703536,0.0010590324682213145,1.1065128937522517e-08,1.2039029196612548e-06,0.14876722339065687,6.6594329968367018e-09,0.30161270950598418,7.0465007263989022e-05,9.7360334740635722e-12,0.022773090586711321,4.5865778256553466e-13,2.6635450918196016e-05,0.037439423667051164,0.046896273641974337,7.4737863151054903e-06,4.4094343681713088e-06,0.0096417712014225006,8.0352233980378915e-05,0.0012325041332930029,0.0019480853422307425,0.0015231327087805008,0.0027238644972362599,0.0015830497267832178,1.1355421958041013e-11,3.9022280203015603e-05,1.8794743250545176e-05,0.0029230833352316518,7.6533290245093337e-07
1.1146219590413452e-07,0.6458250580059041,154.0,0.0,0.0,0.0,0.37567226735994519,1.0,18.992986129120116,0.018105690044892458,0.055797325391962131,0.015143704129454288,0.0010481974076148501,1.106735141616994e-08,1.1965798308590907e-06,0.14939543392820009,6.6109049079993121e-09,0.30321737126584203,7.047916325168741e-05,9.6364232052558524e-12,0.022947081987730128,4.5874992407916642e-13,2.636311724414065e-05,0.037580685933155937,0.047205209029819215,7.5019582980991262e-06,4.426055636972849e-06,0.0097758726701671315,8.0989023930286064e-05,0.0012521863674870121,0.0019881749231603274,0.0015349086955439169,0.0027387655833039396,0.0016095809273196423,1.1513268803350438e-11,3.9230926994853256e-05,1.8874606647746864e-05,0.0029698944535729785,7.7599499406448992e-07
1.1237822770560604e-07,0.6458259594176865,154.0,0.0,0.0,0.0,0.37293826141547409,1.0,18.992943870405881,0.018156583830388245,0.055805855164243065,0.014988010209934842,0.001037418727318274,1.1069003171795579e-08,1.189318628800991e-06,0.15001710023795647,6.5627930828083323e-09,0.30481226471310047,7.0489684622272348e-05,9.5373312809842753e-12,0.023119837997066562,4.5881840776804469e-13,2.6092195325762587e-05,0.037718449924472174,0.047510977591626993,7.5294319458279633e-06,4.4422648953511155e-06,0.0099101714036496785,8.161274412299436e-05,0.0012717921401229244,0.0020284817439949294,0.0015465512432771534,0.0027534861421968349,0.0016362010092332026,1.1671346971278698e-11,3.9438302347172422e-05,1.8953638664286078e-05,0.0030167827138319597,7.8667291163974748e-07
1.1320265632693041e-07,0.645826760638944,154.0,0.0,0.0,0.0,0.37049768109385955,1.0,18.9929059846773,0.01820154783240013,0.05581112054214564,0.014848602402244105,0.0010277675667365695,1.1070011762768708e-08,1.1828358731315035e-06,0.15057105208669852,6.5198448674504404e-09,0.30623938503749221,7.0496109785744132e-05,9.4486049721474503e-12,0.02327426349941223,4.5886022930573404e-13,2.5849609171552688e-05,0.03783948816052158,0.047783475468448057,7.553569483251841e-06,4.4565058719633351e-06,0.010031198212225943,8.2162951360951637e-05,0.0012893672770570911,0.0020649369706588639,0.0015569158715701044,0.0027665820868144689,0.001660232520744943,1.1813802497894231e-11,3.9623861958878253e-05,1.9024062684590746e-05,0.0030590428344174523,7.9629571467425603e-07
1.1402708494825478e-07,0.6458275524188203,154.0,0.0,0.0,0.0,0.36807588989524997,1.0,18.992868237243837,0.018245723410731073,0.055814146197045951,0.014709891738373565,0.00101816470031826,1.1070576319987515e-08,1.1764022485015818e-06,0.15111979111440796,6.4772272819871615e-09,0.30765871927289806,7.0499707268763213e-05,9.3603226656052172e-12,0.023427691047724471,4.5888364537642565e-13,2.5608232845523261e-05,0.037957770337425742,0.04805343428734922,7.5771568608911336e-06,4.470422260134676e-06,0.01015236502454981,8.270264036037758e-05,0.0013068718680741254,0.0021015558163546902,0.0015671732370256116,0.0027795351358700523,0.0016843313042449915,1.1956422122974862e-11,3.9808408150750714e-05,1.9093824472825943e-05,0.0031013557212240792,8.0592975989853768e-07
1.1485151356957915e-07,0.6458283348343725,154.0,0.0,0.0,0.0,0.36567271439602972,1.0,18.992830627074266,0.01828911796670564,0.055814974573199054,0.014571894830653487,0.0010086112775567126,1.1070705291411442e-08,1.1700172839753446e-06,0.15166335841631082,6.434937287322367e-09,0.30907032634431014,7.0500530806441003e-05,9.2724949108468854e-12,0.02358012219545965,4.5888900579554444e-13,2.5368095377329944e-05,0.038073333097899412,0.048320866896421025,7.6002014007389775e-06,4.4840183790511824e-06,0.010273662709192635,8.3231851088273536e-05,0.0013243019906986238,0.0021383324950747084,0.0015773237710487611,0.0027923468580976362,0.0017084951759486348,1.2099195104033544e-11,3.9991948598991658e-05,1.9162929252603157e-05,0.0031437169050186229,8.1557431936280844e-07
1.1567594219090352e-07,0.6458291079632026,154.0,0.0,0.0,0.0,0.36328798312255217,1.0,18.992793153144465,0.018331738833074901,0.055813647413333334,0.014434627459115666,0.00099910839033752973,1.1070406959072542e-08,1.1636805251274795e-06,0.1522017947163134,6.3929718664917206e-09,0.31047426462702465,7.0498633144367191e-05,9.1851317457476408e-12,0.023731558658471208,4.5887665388545691e-13,2.5129224344861389e-05,0.038186212999287539,0.048585786439261529,7.6227104057559153e-06,4.4972985373681589e-06,0.01039508228559162,8.3750628077325137e-05,0.0013416538231680996,0.002175261263400504,0.0015873679298586158,0.0028050188153300412,0.0017327219856671592,1.2242110876086763e-11,4.0174490908121837e-05,1.9231382200291922e-05,0.0031861220017390139,8.2522867712674768e-07
1.1650037081222788e-07,0.6458298718836825,154.0,0.0,0.0,0.0,0.36092152653113196,1.0,18.99275581443748,0.018373593274576046,0.055810205766756833,0.01429810459116297,0.0009896570742870816,1.1069689467343597e-08,1.1573915231013858e-06,0.15273514037014818,6.3513280358018067e-09,0.31187059195147604,7.0494066144933612e-05,9.0982426909352102e-12,0.023882002310493505,4.5884692721992845e-13,2.4891645908526378e-05,0.038296446499589416,0.048848206343440163,7.6446911588805959e-06,4.5102670319232737e-06,0.010516614923222801,8.4259020261077857e-05,0.001358923644530172,0.0022123364220028932,0.0015973061935814102,0.0028175525620509532,0.0017570096166710087,1.2385159050795766e-11,4.0356042611611015e-05,1.929918844541995e-05,0.0032285667120716646,8.348921291945536e-07
1.1732479943355225e-07,0.6458306266745757,154.0,0.0,0.0,0.0,0.35857317697947771,1.0,18.992718609943694,0.018414688488732081,0.055804690001088224,0.014162340409436707,0.0009802583106945375,1.1068560822102286e-08,1.1511498351704706e-06,0.15326343536986084,6.3100028441130821e-09,0.31325936561012901,7.0486880801183321e-05,9.0118367696233174e-12,0.024031455176750083,4.5880015770788353e-13,2.4655384859808888e-05,0.038404069937953762,0.049108140304199049,7.6661509189446023e-06,4.522928145417524e-06,0.010638251940377407,8.4757080741342e-05,0.0013761078347120992,0.0022495523177308921,0.0016071390649676229,0.0028299496447756565,0.0017813559854811458,1.2528329414986811e-11,4.0536611172777629e-05,1.9366353071244642e-05,0.0032710468208122594,8.4456398341803779e-07
1.1897365667620099e-07,0.6458321091851725,154.0,0.0,0.0,0.0,0.35393013771334031,1.0,18.992644599595053,0.018494629695193946,0.055787594265084506,0.013893141121786511,0.00096162210893732647,1.106510145626726e-08,1.1388066478731543e-06,0.15430503159123163,6.2282967443949364e-09,0.31601447846310604,7.0464854921426046e-05,8.8405080428063749e-12,0.024327397361916393,4.5865679092872064e-13,2.4186907613347883e-05,0.038611631249321751,0.04962060639293342,7.7075363487690996e-06,4.5473452730800326e-06,0.010881805120426042,8.5722438207324705e-05,0.0014102053449444017,0.0023243839539664954,0.0016264907452115615,0.0028543399600229262,0.0018302167670569988,1.2814996723320835e-11,4.0894828377585269e-05,1.949877757106318e-05,0.0033560967877533758,8.6393018817901928e-07
1.2045762819458484e-07,0.6458334130216364,154.0,0.0,0.0,0.0,0.3498116846317203,1.0,18.992578439317104,0.018564051079818299,0.055765506022166053,0.013653583597695196,0.00094503805198653166,1.1060659539665361e-08,1.1278552406625438e-06,0.15522558885837223,6.1558220757962893e-09,0.31846881046902881,7.0436571415949728e-05,8.6880453575448845e-12,0.024590380050039124,4.584726931704479e-13,2.3770005833344825e-05,0.038789871527802236,0.050073466287762297,7.743073651098182e-06,4.5683120486572116e-06,0.011101275867487602,8.6556536209356704e-05,0.0014405659899555624,0.0023921580454730317,0.001643552280597286,0.0028758391854203356,0.001874372124931813,1.3073316264395605e-11,4.1213934981139108e-05,1.9615815350001658e-05,0.0034327222309844074,8.8138180322012152e-07
1.219415997129687e-07,0.6458346885245059,154.0,0.0,0.0,0.0,0.34574937536195532,1.0,18.992512698537713,0.018631121508273903,0.055737295399575608,0.013416671504635878,0.00092863722184926395,1.1055004078950391e-08,1.1170504535067542e-06,0.1561303877693298,6.0843354011264474e-09,0.32089953568093038,7.0400559694373249e-05,8.5372671375977059e-12,0.0248501904201371,4.5823829233544875e-13,2.3357699890527864e-05,0.038960213212609993,0.050518495453632906,7.7770343955915354e-06,4.588348669393662e-06,0.011320956457556729,8.735815477373113e-05,0.0014705974844097297,0.0024603024987595902,0.0016602810795792737,0.0028969192540606007,0.0019186868867445126,1.3331880717757702e-11,4.152996915280374e-05,1.9730851277086809e-05,0.0035094005820718302,8.9885040813762462e-07
1.2342557123135256e-07,0.6458359361634258,154.0,0.0,0.0,0.0,0.34174229769966996,1.0,18.992447371650421,0.018695880618006731,0.0557031745224007,0.01318246225077088,0.00091242358947504873,1.1048177158278842e-08,1.1063898727390735e-06,0.15701964892194037,6.0138206692436191e-09,0.3233069695658074,7.0357087748272452e-05,8.3882098865775117e-12,0.02510684505980355,4.5795533279255334e-13,2.2950090225440694e-05,0.039122861950938413,0.050955781671216491,7.8094596569752353e-06,4.6074793688199966e-06,0.011540801478220831,8.812772886956814e-05,0.0015002823344470548,0.0025287862232166248,0.0016766807526490876,0.0029175888365956309,0.0019631500735076256,1.3590636664253074e-11,4.1842971985141242e-05,1.9843913390344008e-05,0.0035861102081857928,9.1633238192141087e-07
1.2490954274973642e-07,0.6458371564142297,154.0,0.0,0.0,0.0,0.33778955745431055,1.0,18.992382453134848,0.018758367395760162,0.055663349166561141,0.012951006803883868,0.00089640067995782333,1.1040219594707896e-08,1.0958711354772719e-06,0.15789358940341353,5.9442621435831557e-09,0.32569142241435212,7.0306415521304377e-05,8.2409060135988767e-12,0.02536036173766772,4.57625506513748e-13,2.254726604295624e-05,0.039278021028134068,0.05138541450341904,7.8403900364819984e-06,4.625728101290859e-06,0.01176076697688846,8.8865722348583167e-05,0.0015296040773368365,0.0025975787287279136,0.0016927550666587534,0.0029378564867953111,0.0020077510353486913,1.3849532403019893e-11,4.2152983895784214e-05,1.9955029281195268e-05,0.0036628303003205386,9.3382421982153009e-07
1.2639351426812028e-07,0.6458383497507921,154.0,0.0,0.0,0.0,0.33389027803174359,1.0,18.992317937557992,0.018818620189457892,0.055618018933459773,0.012722350053657979,0.00088057159762694925,1.1031170980344579e-08,1.0854919257276532e-06,0.15875242285665533,5.8756443975440395e-09,0.32805319944246186,7.0248795152860001e-05,8.0953840589160628e-12,0.025610759321661698,4.572504546747818e-13,2.2149305944007512e-05,0.039425891177941569,0.051807485093975578,7.8698656245327029e-06,4.6431185197679188e-06,0.011980810434618938,8.9572624963672287e-05,0.0015585472681374222,0.002666650144212605,0.0017085079289058641,0.0029577306363761588,0.0020524794460041297,1.4108517920682541e-11,4.2460044640685242e-05,2.0064226102905184e-05,0.0037395408572623158,9.5132253127235973e-07
1.2787748578650414e-07,0.6458395166481926,154.0,0.0,0.0,0.0,0.3300436000183124,1.0,18.992253819575343,0.018876676720085785,0.055567377424477406,0.012496531164870539,0.00086493905050872709,1.102106972093221e-08,1.0752499717562153e-06,0.15959635954651616,5.8079523086944304e-09,0.33039260089256733,7.0184471211691022e-05,7.9516689161731027e-12,0.025858057699469389,4.5683176918351695e-13,2.1756278541508621e-05,0.039566670409285874,0.052222085973149687,7.8979259664914991e-06,4.6596739555117147e-06,0.012200890738790979,9.0248949470918019e-05,0.0015870974641310476,0.0027359712340563457,0.0017239433717838022,0.0029772195904468864,0.0020973252969731862,1.4367544859147297e-11,4.2764193327342537e-05,2.0171530579017371e-05,0.0038162226686251992,9.6882403772441328e-07
1.3084542882327187e-07,0.6458417730193096,154.0,0.0,0.0,0.0,0.32250469419630917,1.0,18.992126755461598,0.018986348806666473,0.055450905939926617,0.012053536870846761,0.00083427254164086708,1.0997857111240997e-08,1.0551689732463838e-06,0.16124036716863113,5.6752860798470436e-09,0.33500545371642537,7.0036654128135791e-05,7.6697416202381439e-12,0.026343441069141254,4.5586962559165299e-13,2.0985249589014996e-05,0.039827733713996019,0.05302925464011455,7.9499562036856568e-06,4.6903714991944365e-06,0.012641004307381163,9.1512014438865279e-05,0.0016429660079047971,0.0028752487436269712,0.00175387867493004,0.0030150744794926782,0.0021873308396753448,1.4885537653526291e-11,4.3363907786123485e-05,2.0380567286296569e-05,0.0039694270664743878,1.0038240687944933e-06
1.3340259312278928e-07,0.6458436366908441,154.0,0.0,0.0,0.0,0.31617024665085897,1.0,18.992018504960143,0.019074136728778817,0.055335214637604761,0.011681226388545749,0.0008084993925390326,1.0974817243816178e-08,1.0382872515465515e-06,0.16261094806034118,5.5638153585027435e-09,0.33891079528170381,6.9889936041087517e-05,7.4328005952331471e-12,0.026751905416171878,4.5491463536511043e-13,2.0337228022201078e-05,0.040031708668715832,0.05370162867958847,7.990602909480507e-06,4.7143528369695687e-06,0.013019964249886671,9.2507304823565912e-05,0.0016897250009083053,0.0029957901462167431,0.0017786920659178297,0.0030465293598010432,0.0022651683318063828,1.5331549564443344e-11,4.3871630050969256e-05,2.0554843218557315e-05,0.0041011701512289733,1.0339616261002962e-06
1.359597574223067e-07,0.6458454284528117,154.0,0.0,0.0,0.0,0.30998060110716796,1.0,18.991911363769528,0.019155907721121052,0.055206238960088749,0.011317688890497729,0.00078333376019331671,1.0949144924455167e-08,1.0217830227689144e-06,0.16394011232505487,5.4548928019925379e-09,0.34275371295618001,6.9726453658542118e-05,7.2014446669117427e-12,0.027151480773208586,4.5385052610238223e-13,1.970446162531813e-05,0.040217281870518137,0.054353160404310194,8.0275771870740734e-06,4.7361674735755578e-06,0.013398511523721153,9.3419680570327139e-05,0.0017351534553098284,0.0031166897903552597,0.0018026232989083676,0.0030769514829078258,0.0023432265175972133,1.5777070419841647e-11,4.4371228602653103e-05,2.072385813566891e-05,0.0042325889366605857,1.0640670324960349e-06
1.3826120529187236e-07,0.6458469815105932,154.0,0.0,0.0,0.0,0.30453049521127551,1.0,18.991815864866286,0.019224501658092114,0.055079482953044177,0.010998053464176198,0.0007612073880906929,1.0923923998853198e-08,1.0072434549207356e-06,0.16510175749163417,5.3589843295040594e-09,0.34616011770500971,6.9565845190946502e-05,6.998029655730864e-12,0.02750360240264758,4.5280512319776159e-13,1.9148098946146476e-05,0.040369320874974156,0.054922130505921797,8.0578651945235647e-06,4.7540372550239802e-06,0.013738710722065242,9.4172455942079711e-05,0.0017748641780046608,0.0032256992819884671,0.0018234262330998311,0.0031034800161901326,0.0024136328011745978,1.6177454079564393e-11,4.4814071466478096e-05,2.0871576146281753e-05,0.0043505258966276758,1.0911232010705312e-06
1.4056265316143802e-07,0.6458484799352882,154.0,0.0,0.0,0.0,0.29919175491967109,1.0,18.991721227290711,0.019288487515436763,0.054943202526538837,0.010685589476815803,0.00073957760353610396,1.0896815899960873e-08,9.9299403806262266e-07,0.16623134213751986,5.2650356209832776e-09,0.34951807557837961,6.9393218603413926e-05,6.7991799353905211e-12,0.02784872091428986,4.5168149417620572e-13,1.8604209096258307e-05,0.040507841521380344,0.055474986799684683,8.0854555016427025e-06,4.7703154161020293e-06,0.014078321582429231,9.4862820208316712e-05,0.0018134330970483855,0.0033348050185904692,0.0018435503737489112,0.0031292300163288365,0.0024841548055464825,1.6577141177396928e-11,4.5250609770763453e-05,2.1015221700031717e-05,0.0044680876356922592,1.1181330606419606e-06
1.4286410103100368e-07,0.6458499254018923,154.0,0.0,0.0,0.0,0.29396170185742737,1.0,18.991627434228089,0.019347986254308988,0.054797940549656303,0.01038029726336042,0.00071844441939406759,1.0867928269148999e-08,9.7902772183739174e-07,0.16732954452094254,5.1729995371281367e-09,0.35282855094730864,6.9209259446590453e-05,6.6048956359880174e-12,0.028186934126394236,4.5048410126260746e-13,1.8072793674232949e-05,0.040633469256307932,0.056012094757467386,8.1104729888047545e-06,4.7850756354858191e-06,0.014417234297437253,9.5493064216375139e-05,0.0018508372533710749,0.0034439213539609018,0.0018630129225500898,0.0031542276729521353,0.0025547650570096536,1.6976002581824304e-11,4.5680969109828305e-05,2.1154880989133531e-05,0.004585226609438455,1.1450878514333865e-06
1.4516554890056934e-07,0.6458513195555768,154.0,0.0,0.0,0.0,0.28883773522560763,1.0,18.991534469375839,0.019403115847798347,0.054644214406381612,0.010082160345124366,0.00069780668496504381,1.0837363747302699e-08,9.6533764218806954e-07,0.16839702689859132,5.0828303246413386e-09,0.35609248480510292,6.901462123365008e-05,6.4151661517728494e-12,0.028518342144323569,4.4921719826263251e-13,1.7553824931335253e-05,0.040746808967438986,0.05653381944208187,8.1330384312275639e-06,4.7983891683277816e-06,0.01475534543447244,9.6065485727193773e-05,0.0018870580840504002,0.0035529665923826012,0.0018818311477879642,0.0031784983560665505,0.0026254375249405867,1.7373916663207358e-11,4.6105272030636589e-05,2.1290638170689844e-05,0.0047018987227229426,1.1719793216940033e-06
1.47466996770135e-07,0.6458526640117112,154.0,0.0,0.0,0.0,0.28381732908613033,1.0,18.991442316936705,0.019453991362793733,0.054482517147142938,0.0097911471701988568,0.00067766220652069843,1.0805220030379868e-08,9.5191717799740066e-07,0.16943443597641439,4.9944835055038275e-09,0.35931079545109096,6.88099263804721e-05,6.2299713668699079e-12,0.028843046980856626,4.4788483633955352e-13,1.7047248807360414e-05,0.040848444899833886,0.057040524686003048,8.1532684713552812e-06,4.8103248346125857e-06,0.01509255768132972,9.6582377909472749e-05,0.0019220811847677683,0.0036618629506528855,0.0019000223217467004,0.0032020666220680155,0.0026961475636415153,1.7770768992899218e-11,4.6523638122027056e-05,2.1422575424088836e-05,0.004818063166202923,1.1987997074721425e-06
1.4976844463970066e-07,0.6458539603546082,154.0,0.0,0.0,0.0,0.27889802984096324,1.0,18.991350961608898,0.019500725036903383,0.054313318555624816,0.0095072126308956145,0.00065800785229347294,1.0771590381516946e-08,9.3875983356721667e-07,0.17044240333223745,4.9079159413586961e-09,0.36248437913056303,6.8595768447472053e-05,6.0492824166489053e-12,0.029161152228107803,4.4649087920051196e-13,1.6552987576362454e-05,0.040938940745137625,0.057532572405259587,8.171275656634297e-06,4.8209490333774813e-06,0.015428779599125787,9.7046019462853318e-05,0.0019558960703472184,0.003770536499000846,0.0019176036691835926,0.0032249562246674164,0.0027668718556002627,1.8166452054728038e-11,4.6936184098209326e-05,2.1550773004803158e-05,0.0049336822578101109,1.2255417129282067e-06
1.5183974772230975e-07,0.6458550872073048,154.0,0.0,0.0,0.0,0.27455513530650905,1.0,18.991269411089583,0.019539334615525369,0.054154996558873014,0.0092576767599306005,0.0006407347275621349,1.0740126610000195e-08,9.2713802623780986e-07,0.17132491142565878,4.8314916807206235e-09,0.3653030863708146,6.8395402899018047e-05,5.8904848985315635e-12,0.029441890937807615,4.4518669687803307e-13,1.6118600460303848e-05,0.041011311654234668,0.057963180217235205,8.1856713030091632e-06,4.8294424433229548e-06,0.015730461555098347,9.7419631940357556e-05,0.001985290744310871,0.0038680941412256443,0.0019329196385660372,0.0032449956046416268,0.002830517658049521,1.8521483559775032e-11,4.7302593492681333e-05,2.1663018231021967e-05,0.0050372444143004366,1.2495368341749054e-06
1.5391105080491884e-07,0.6458561774495487,154.0,0.0,0.0,0.0,0.27029051455631531,1.0,18.991188483753628,0.019574755980957481,0.053991272906408802,0.0090137793178721847,0.00062385199546502121,1.0707592933260305e-08,9.1571982995237432e-07,0.17218451137356891,4.7564448538581863e-09,0.36808689699785091,6.8188223789333763e-05,5.7352763762072795e-12,0.029717446001682492,4.4383816501886392e-13,1.5694023661049651e-05,0.041075481406225668,0.058382466289613216,8.1984306022702645e-06,4.8369704213442619e-06,0.01603121293794884,9.7753560714377392e-05,0.0020136986299138966,0.003965365887008885,0.001947767911921936,0.0032645200780593514,0.0028941419034928754,1.8875416982480067e-11,4.7664462079103228e-05,2.1772353721737096e-05,0.0051403133270896059,1.27345822091686e-06
1.5598235388752793e-07,0.6458572321644654,154.0,0.0,0.0,0.0,0.26610251936174034,1.0,18.991108169436028,0.019607065379950279,0.05382244588816585,0.0087754649285808513,0.00060735581676945054,1.0674048395988785e-08,9.0450094952692642e-07,0.17302163383098609,4.6827464203960205e-09,0.37083642107276865,6.7974607470309485e-05,5.5836216214597455e-12,0.029987895000730937,4.4244773310744805e-13,1.5279161240406732e-05,0.041131818919175916,0.058790687991054087,8.2096271960985634e-06,4.8435764180155324e-06,0.016330978309510382,9.8049403864005195e-05,0.0020411192677798318,0.0040623055629281282,0.0019621607630882346,0.0032835453455378814,0.0029577301282195738,1.9228187144617351e-11,4.8021869298344713e-05,2.1878834198029565e-05,0.0052428673991201215,1.2973014489127955e-06
1.5805365697013703e-07,0.6458582524113852,154.0,0.0,0.0,0.0,0.26198954304372185,1.0,18.991028458268964,0.019636337386619806,0.053648801016632809,0.0085426725967955343,0.00059124196347658221,1.063954980502278e-08,8.9347709154997745e-07,0.17383670053299005,4.6103681779944351e-09,0.37355225570612932,6.7754915026554651e-05,5.4354816302037645e-12,0.030253315851069863,4.4101775184152855e-13,1.4873907444907585e-05,0.041180680224538288,0.059188100040453211,8.2193321712423015e-06,4.8493023685396121e-06,0.016629705486196973,9.8308731843056081e-05,0.0020675541797881805,0.0041588693260978301,0.0019761103324727443,0.0033020866176476029,0.0030212686028973038,1.9579732699608594e-11,4.837489290343879e-05,2.198251324671322e-05,0.0053448867059169907,1.3210623533665974e-06
1.5991782974448521e-07,0.6458591420194988,154.0,0.0,0.0,0.0,0.25835071005662219,1.0,18.990957225992133,0.019660145541546659,0.053488627467667617,0.008337826420433115,0.00057706261096933452,1.0607729989541219e-08,8.8371903330066272e-07,0.17455174444296709,4.5463336565917133e-09,0.37596818574018404,6.7552281641091735e-05,5.305126209150334e-12,0.030487960110590673,4.396988080397603e-13,1.4517299967996319e-05,0.041218547288247781,0.059536736825424597,8.226848004469976e-06,4.8537367361394285e-06,0.016897631676570039,9.8512179846927344e-05,0.0020905055545558083,0.0042454209056224726,0.0019882958514769234,0.0033183721313590573,0.0030783999143441316,1.989502891623224e-11,4.8688929094719263e-05,2.2073472567424452e-05,0.0054362316723857865,1.3423735392595888e-06
1.6159558524139858e-07,0.6458599201233083,154.0,0.0,0.0,0.0,0.2551257075277959,1.0,18.990893522408609,0.019679562925323295,0.053341482124682184,0.008157201300648495,0.00056455988419673261,1.0578500264553479e-08,8.7506659167795981e-07,0.17518053950013593,4.4895815469269138e-09,0.37811994135550497,6.7366142123588321e-05,5.1901845344749365e-12,0.030695758910376181,4.3848722314309014e-13,1.4202855239465202e-05,0.041247887851436252,0.059843348125016932,8.2326666355909149e-06,4.8571697585528428e-06,0.017137984350723987,9.8671970495020845e-05,0.0021104844382293965,0.0043230043725242242,0.0019989712594167307,0.0033327127229238595,0.0031297671420579725,2.0177874648698991e-11,4.8968623481006077e-05,2.2153463201111923e-05,0.0055180488746892345,1.3614916530007345e-06
1.6310556518862062e-07,0.6458606026093523,154.0,0.0,0.0,0.0,0.2522629790993417,1.0,18.990836513468871,0.01969544250376281,0.053206745449539614,0.0079976317596739694,0.00055351465168929201,1.0551736928616776e-08,8.6738275458074417e-07,0.17573469364938135,4.4392045735632852e-09,0.38003848723793121,6.7195708859269768e-05,5.0886420783179111e-12,0.030880074844741364,4.3737787049765283e-13,1.3925063534924346e-05,0.041270601802266237,0.060113609507570616,8.237166730152963e-06,4.859824847037225e-06,0.017353649222201346,9.8797573991578385e-05,0.0021279196582164777,0.0043925588058394832,0.0020083482930949455,0.0033453693396756274,0.0031759509685678803,2.0431666389993418e-11,4.9218001932543869e-05,2.2223960915039434e-05,0.0055913586376320932,1.3786461757621036e-06
