Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448)
2.6710652541271033e-12,0.6456729804175224,154.0,0.0,0.0,0.0,0.99997392704499177,1.0,18.999999979560631,8.7106060218572175e-07,3.9122236497580311e-06,3.8991444930299079e-06,1.6677770007778838e-08,7.7642931280681571e-13,2.8426624666557118e-06,5.1875597982065026e-06,1.7298929278803213e-08,9.3223478090189869e-06,3.7337899270825225e-09,1.5332276399435126e-16,1.2047233357833844e-10,2.4303239960036677e-17,1.1430975065621779e-10,1.2995956521351609e-12,1.2999255011845052e-12,2.3129512252751283e-16,9.8551884382471696e-17,3.3598733883994186e-12,2.5014906377929509e-29,2.3251102629880405e-29,2.3251258292420671e-29,1.2497168983332141e-16,2.7062772333078467e-11,1.7386753407854848e-19,2.0376520874739812e-19,3.5211022602279607e-12,1.9592757349181254e-12,2.0424342832222951e-21,1.9406945689958883e-18
2.7225109919998206e-12,0.6456729804148394,154.0,0.0,0.0,0.0,0.99997342610171225,1.0,18.999999978832751,8.8783725603224944e-07,3.987550870716149e-06,3.9739267314911773e-06,1.731143477558341e-08,7.9139408825887708e-13,2.8433234607746552e-06,5.3064838232057174e-06,1.7321442621433321e-08,9.5360616845537101e-06,3.8273391786439046e-09,1.5914822630708063e-16,1.2413594948648297e-10,2.4912153358591533e-17,1.1872312553091075e-10,1.3758601796563074e-12,1.376210676583793e-12,2.4539253258446025e-16,1.0510218871440595e-16,3.4905255226622037e-12,2.8578285840512788e-29,2.6563338116195487e-29,2.6563519385966873e-29,1.3251285930561765e-16,2.7716341856697955e-11,1.8179725985298098e-19,2.0893328583173245e-19,3.678832718515948e-12,2.0470408394989924e-12,2.2061866007239515e-21,2.0547757572607847e-18
2.773956729872538e-12,0.6456729804121145,154.0,0.0,0.0,0.0,0.99997292516168435,1.0,18.999999978093484,9.0461389830845531e-07,4.0628778905820308e-06,4.0486975542957628e-06,1.7956351838285428e-08,8.0634395335903651e-13,2.8439101406680095e-06,5.4254338987851399e-06,1.734225472790348e-08,9.7498223957214801e-06,3.9210114808139745e-09,1.6507713473348407e-16,1.2783680561361331e-10,2.5521867700636968e-17,1.2321886390438964e-10,1.4550405026180946e-12,1.4554124969814067e-12,2.6005027483134095e-16,1.119417088172989e-16,3.623669514627827e-12,3.2567754523396361e-29,3.0271650029391387e-29,3.0271860516690621e-29,1.4035805059434359e-16,2.8374919497137184e-11,1.899492631310713e-19,2.1411092891748945e-19,3.8401284742257941e-12,2.136789620985703e-12,2.3796635714512297e-21,2.1732336658754862e-18
2.825402467745255e-12,0.645672980409348,154.0,0.0,0.0,0.0,0.99997242422463872,1.0,18.999999977342881,9.2139052901439366e-07,4.1382047185199851e-06,4.1234569912684035e-06,1.861249138432936e-08,8.2127634030218067e-13,2.844430844611719e-06,5.5444070942074472e-06,1.7361494102979358e-08,9.9636246758324754e-06,4.0147976723477896e-09,1.7110921520604374e-16,1.3157472877981166e-10,2.6132323355475395e-17,1.2779689878990281e-10,1.537190509799496e-12,1.5375848683210079e-12,2.7527913117483883e-16,1.1907682708728536e-16,3.759305366207242e-12,3.7024883986412268e-29,3.441468413279722e-29,3.4414927875288132e-29,1.4851374868548564e-16,2.9038505640523324e-11,1.9832651560394462e-19,2.1929764433636516e-19,4.0049898067915379e-12,2.2285222283966903e-12,2.5632493404716991e-21,2.2961500439939572e-18
2.8768482056179724e-12,0.6456729804065398,154.0,0.0,0.0,0.0,0.99997192329033202,1.0,18.999999976580977,9.3816714815011512e-07,4.2135313629575153e-06,4.1982050721548601e-06,1.9279823681069647e-08,8.3624393200352814e-13,2.8448929752681847e-06,5.6634008075848135e-06,1.7379279544623182e-08,1.0177463849156799e-05,4.1086892735223382e-09,1.7724419438270555e-16,1.3534955888113535e-10,2.6743465128223772e-17,1.3245716327874298e-10,1.6223640461577419e-12,1.6227816527119325e-12,2.9108987474745672e-16,1.2651392210668386e-16,3.8974330796145285e-12,4.1994420315648964e-29,3.9034037571504834e-29,3.9034319075505664e-29,1.5698646394453791e-16,2.9707100672223337e-11,2.0693200622836469e-19,2.2449297514550904e-19,4.1734169123090267e-12,2.3222387643759011e-12,2.7573359755581218e-21,2.4236066063532287e-18
2.9282939434906897e-12,0.6456729804036898,154.0,0.0,0.0,0.0,0.99997142235854353,1.0,18.9999999758078,9.549437557156653e-07,4.2888578317924338e-06,4.2729418266221195e-06,1.9958319074561877e-08,8.5119824273653698e-13,2.845303104709753e-06,5.782412728965252e-06,1.7395720877283272e-08,1.0391335764588666e-05,4.2026784354321241e-09,1.8348179964461217e-16,1.3916114790181116e-10,2.7355241929265439e-17,1.3719959054008689e-10,1.7106149128795062e-12,1.7110566684802425e-12,3.0749326991779167e-16,1.3425936849473965e-16,4.0380526573456539e-12,4.7524461581628356e-29,4.4174423882778153e-29,4.417474816767128e-29,1.6578273200930762e-16,3.0380704976825064e-11,2.1576874122626581e-19,2.2969649839518743e-19,4.3454099128974426e-12,2.4179392904023115e-12,2.9623234934928475e-21,2.5556850332977239e-18
2.979739681363407e-12,0.6456729804007985,154.0,0.0,0.0,0.0,0.99997092142907285,1.0,18.9999999750234,9.7172035171108688e-07,4.3641841323069428e-06,4.3476672842586163e-06,2.0647947989354414e-08,8.6612248474960868e-13,2.845667067627503e-06,5.9014408075715857e-06,1.741091962973709e-08,1.0605236736773137e-05,4.2967578930605106e-09,1.898217590948183e-16,1.4300935900112174e-10,2.7967606470610679e-17,1.4202411382083648e-10,1.8019968674319683e-12,1.8024636902196647e-12,3.2450007230078914e-16,1.4231953677560628e-16,4.181164102158814e-12,5.3666641702628373e-29,4.9883843964254221e-29,4.9884216610191532e-29,1.7490911368313376e-16,3.1059318938119938e-11,2.2483974408428715e-19,2.3490782259992049e-19,4.5209688650076796e-12,2.5156238314133865e-12,3.1786198863410049e-21,2.6924669708028871e-18
3.0311854192361242e-12,0.645672980397866,154.0,0.0,0.0,0.0,0.99997042050173945,1.0,18.999999974227798,9.8849693613642e-07,4.4395102711503273e-06,4.4223814745744371e-06,2.1348680928280654e-08,8.810922958438559e-13,2.8459900440524892e-06,6.0204832227265803e-06,1.7424969661686007e-08,1.0819163493857002e-05,4.3909209218452302e-09,1.9626380155618523e-16,1.468940656693268e-10,2.8580514982010557e-17,1.4693066644546342e-10,1.8965636236137631e-12,1.8970564488424334e-12,3.4212102876797197e-16,1.5070079326165185e-16,4.326767417056231e-12,6.0476320819694346e-29,5.6213763099143889e-29,5.6214190298226596e-29,1.8437219482843375e-16,3.1742942939087167e-11,2.3414805555321981e-19,2.4012658539791489e-19,4.7000937667959037e-12,2.6152923799083258e-12,3.4066411476912644e-21,2.8340340304981754e-18
3.0826311571088415e-12,0.6456729803948924,154.0,0.0,0.0,0.0,0.99996991957637871,1.0,18.999999973421051,1.0052735089917006e-06,4.5148362546008657e-06,4.4970844270015289e-06,2.2060488472251802e-08,8.9605405130385265e-13,2.8462766327941104e-06,6.1395383580408099e-06,1.7437957743021063e-08,1.1033113131103055e-05,4.4851612974749123e-09,2.0280765656889644e-16,1.5081515094734039e-10,2.9193926948189672e-17,1.5191918181585497e-10,1.9943688516058095e-12,1.9948886316300297e-12,3.6036687745764423e-16,1.5940949995035299e-16,4.4748626052673053e-12,6.8012782289746529e-29,6.3219294137516813e-29,6.3219782748635545e-29,1.9417858626073165e-16,3.2431577361879308e-11,2.4369673364753421e-19,2.4535245138459979e-19,4.8827845646696444e-12,2.7169448995908533e-12,3.6468112988664657e-21,2.9804677896894437e-18
3.1340768949815588e-12,0.6456729803918777,154.0,0.0,0.0,0.0,0.99996941865284139,1.0,18.999999972603181,1.0220500702769631e-06,4.5901620884599112e-06,4.5717761708939134e-06,2.2783341280050168e-08,9.1096797932259339e-13,2.8465309166529062e-06,6.2586047784916779e-06,1.7449964089358111e-08,1.1247083069699854e-05,4.5794732586748105e-09,2.0945305438936602e-16,1.5477250670531743e-10,2.9807804869109609e-17,1.5698959341116187e-10,2.0954661780220324e-12,2.0960138822838127e-12,3.7924834778506884e-16,1.684520144332478e-16,4.6254496702330111e-12,7.6339436403432705e-29,7.0959386932984198e-29,7.0959944540510518e-29,2.0433492364311971e-16,3.3125222587809084e-11,2.5348885364493771e-19,2.505851101072431e-19,5.0690411591006975e-12,2.8205813286039775e-12,3.8995624151035786e-21,3.1318497913807794e-18
3.185522632854276e-12,0.6456729803888223,154.0,0.0,0.0,0.0,0.99996891773099206,1.0,18.999999971774216,1.0388266199922396e-06,4.6654877779560161e-06,4.6464567355278936e-06,2.3517210088123113e-08,9.2593851268013791e-13,2.8467565203256442e-06,6.3776812100709256e-06,1.7461062857135096e-08,1.1461071020187228e-05,4.6738514727599887e-09,2.1619972598825799e-16,1.5876603297571309e-10,3.0422114034621629e-17,1.6214183478764826e-10,2.1999091859599686e-12,2.2004858009755703e-12,3.9877616045262215e-16,1.7783468981561993e-16,4.7785286155914416e-12,8.5524030934276684e-29,7.9497024134003551e-29,7.9497659110531765e-29,2.1484786738098736e-16,3.3823878997337431e-11,2.6352750808578782e-19,2.5582427420870725e-19,5.2588634097866271e-12,2.9262015824022772e-12,4.165334651700654e-21,3.2882615442958279e-18
3.2369683707269933e-12,0.6456729803857258,154.0,0.0,0.0,0.0,0.99996841681070836,1.0,18.999999970934201,1.0556031581375583e-06,4.7408133280792167e-06,4.7211261501022629e-06,2.426206571037738e-08,9.4091186328207982e-13,2.8469566618113252e-06,6.4967665217164376e-06,1.7471322601307268e-08,1.1675074949986787e-05,4.7682910037513189e-09,2.2304740304769126e-16,1.6279563733672574e-10,3.1036822314992643e-17,1.6737583957854253e-10,2.3077514150512695e-12,2.3083579443979517e-12,4.1896102745992707e-16,1.8756387464573743e-16,4.934099445164445e-12,9.5638868625222725e-29,8.8899423428615729e-29,8.8900145001959534e-29,2.2572410251725086e-16,3.4527546970062545e-11,2.7381580677261076e-19,2.6106967770930254e-19,5.4522511402329552e-12,3.0338055563018067e-12,4.4445762701342944e-21,3.4497845228986408e-18
3.2884141085997106e-12,0.645672980382589,154.0,0.0,0.0,0.0,0.99996791589187861,1.0,18.99999997008317,1.0723796847129482e-06,4.8161387434733161e-06,4.7957844437385055e-06,2.5017879037974132e-08,9.5581327097437431e-13,2.8471341980432457e-06,6.6158597092734984e-06,1.7480806698459958e-08,1.1889093054579425e-05,4.8627872828640515e-09,2.2999581796034935e-16,1.6686123434232563e-10,3.16518999721059e-17,1.7269154149389039e-10,2.4190463615121046e-12,2.4196838258148151e-12,4.3981365211396502e-16,1.9764591285259493e-16,5.0921621629452308e-12,1.0676103171815995e-28,9.9238246340946586e-29,9.9239064665602131e-29,2.3697033862806199e-16,3.5236226884710053e-11,2.8435687676970382e-19,2.6632107441649076e-19,5.6492041418206771e-12,3.1433931277435959e-12,4.7377436641474646e-21,3.6165001674140766e-18
3.339859846472428e-12,0.6456729803794116,154.0,0.0,0.0,0.0,0.99996741497440123,1.0,18.999999969221147,1.0891561997184336e-06,4.8914640282285397e-06,4.8704316454810109e-06,2.5784621039124409e-08,9.7078165355689519e-13,2.8472916653984159e-06,6.7349598812565277e-06,1.7489573737957222e-08,1.2103123731918445e-05,4.9573360811920757e-09,2.3704470382773001e-16,1.7096274499534189e-10,3.2267319480795221e-17,1.7808887432040858e-10,2.5338474781934438e-12,2.5345169151114753e-12,4.613447290391657e-16,2.0808714369120998e-16,5.2527167730868936e-12,1.1897261363164454e-28,1.1058981367747003e-28,1.1059073991076383e-28,2.4859330971869857e-16,3.5949919119124013e-11,2.9515386240250982e-19,2.7157823645290962e-19,5.8497221774171695e-12,3.2549641583030407e-12,5.0453013858030728e-21,3.7884898838478027e-18
3.391305584345145e-12,0.6456729803761937,154.0,0.0,0.0,0.0,0.99996691405818439,1.0,18.999999968348174,1.1059327031540395e-06,4.9667891863042966e-06,4.9450677842972759e-06,2.656226275888522e-08,9.8577213636978711e-13,2.8474313156633075e-06,6.8540662462078431e-06,1.7497677883547544e-08,1.2317165559712552e-05,5.0519334844239515e-09,2.4419379445692551e-16,1.7510009626034633e-10,3.2883055361092318e-17,1.8356777192134003e-10,2.6522081746312546e-12,2.6529106388448582e-12,4.8356494418747456e-16,2.1889390169463029e-16,5.4157632798918018e-12,1.3236095789179402e-28,1.2303532772080434e-28,1.2303637410395121e-28,2.6059977411996741e-16,3.6668624050258804e-11,3.0620992525711595e-19,2.7684095289389217e-19,6.0538049845820646e-12,3.3685184954739296e-12,5.3677221715085888e-21,3.9658350440059145e-18
3.4427513222178624e-12,0.6456729803729357,154.0,0.0,0.0,0.0,0.99996641314314405,1.0,18.99999996746428,1.1227091950197885e-06,5.0421142214495104e-06,5.019692889078112e-06,2.7350775318956095e-08,1.0006591310411171e-12,2.8475551479664537e-06,6.9731781014739832e-06,1.750516920765886e-08,1.2531217275256332e-05,5.14657586943969e-09,2.5144282435991672e-16,1.7927322061332696e-10,3.3499084030080634e-17,1.8912816823631002e-10,2.774181817096593e-12,2.7749183802935604e-12,5.0648497484840045e-16,2.300725166319061e-16,5.5813016878017673e-12,1.4701890442108278e-28,1.3666110126859125e-28,1.3666228121289451e-28,2.7299651438517476e-16,3.7392342054171872e-11,3.1752824417992861e-19,2.8210902850632569e-19,6.261452278413647e-12,3.484055974252396e-12,5.7054869680126717e-21,4.148616985514204e-18
3.4941970600905797e-12,0.6456729803696375,154.0,0.0,0.0,0.0,0.99996591222920406,1.0,18.999999966569497,1.1394856753157011e-06,5.117439136840122e-06,5.0943069886378387e-06,2.8150129917476243e-08,1.015620483376751e-12,2.8476649371286643e-06,7.0922948232411768e-06,1.7512094000443066e-08,1.2745277757523466e-05,5.2412598826484992e-09,2.5879152875220845e-16,1.8348205562537664e-10,3.4115383660664639e-17,1.9476999728118369e-10,2.8998217286455952e-12,2.9005934795078107e-12,5.3011548965904273e-16,2.4162931347136887e-16,5.7493320013889138e-12,1.6304504328946387e-28,1.5155879361472598e-28,1.5156012179315945e-28,2.8579033718715871e-16,3.8121073506017121e-11,3.2911201527700769e-19,2.8738228258132256e-19,6.4726637540758963e-12,3.6015764185431813e-12,6.0590849583658573e-21,4.3369170118370988e-18
3.545642797963297e-12,0.6456729803662992,154.0,0.0,0.0,0.0,0.99996541131629546,1.0,18.999999965663857,1.1562621440417983e-06,5.1927639356014135e-06,5.1689101117145016e-06,2.89602978288222e-08,1.0306352128607228e-12,2.8477622588313846e-06,7.2114158576891701e-06,1.7518495055474994e-08,1.2959346011269667e-05,5.3359824199380206e-09,2.662396435490531e-16,1.8772654357782927e-10,3.4731934046159371e-17,2.0049319314792365e-10,3.0291811891693673e-12,3.0299892333593439e-12,5.5446714861409794e-16,2.535706123486299e-16,5.9198542253472612e-12,1.805439760319009e-28,1.6782565356989329e-28,1.6782714601431116e-28,2.9898807321582447e-16,3.8854818780039075e-11,3.4096445191351809e-19,2.9266054785374567e-19,6.6874390890419344e-12,3.7210796424080652e-12,6.4290135878524438e-21,4.5308163922963024e-18
3.5970885358360143e-12,0.645672980362921,154.0,0.0,0.0,0.0,0.99996491040435431,1.0,18.999999964747392,1.1730386011980983e-06,5.2680886208032738e-06,5.2435022869700695e-06,2.9781250403406043e-08,1.04550679969674e-12,2.8478485119602753e-06,7.3305407131378912e-06,1.7524411933869545e-08,1.3173421152919856e-05,5.4307406081153151e-09,2.7378690536486707e-16,1.9200663110646951e-10,3.5348716484590446e-17,2.0629769000444964e-10,3.1623134354437878e-12,3.1631588955911821e-12,5.7955060307584668e-16,2.6590272853877203e-16,6.092868364484922e-12,1.9962658463605943e-28,1.8556476961805779e-28,1.8556644382228682e-28,3.1259657707640183e-16,3.9593578249567577e-11,3.5308878471351688e-19,2.9794366950211603e-19,6.9057779450856595e-12,3.8425654511741765e-12,6.8157785898972382e-21,4.7303963620891534e-18
3.648534273708732e-12,0.6456729803595034,154.0,0.0,0.0,0.0,0.99996440949332377,1.0,18.999999963820134,1.1898150467846193e-06,5.3434131948871355e-06,5.3180835429906336e-06,3.0612959067474116e-08,1.0604534320157087e-12,2.8479249384417581e-06,7.4496689530753151e-06,1.7529881208448459e-08,1.338750239803884e-05,5.5255317877285297e-09,2.8143305151247543e-16,1.9632226887261707e-10,3.5965713667855578e-17,2.1218342209449779e-10,3.2992716611792043e-12,3.3001556768673165e-12,6.0537649578412146e-16,2.7863197243227249e-16,6.2683744237168288e-12,2.2041030830360246e-28,2.0488532730527511e-28,2.0488720233434973e-28,3.266227271876045e-16,4.0337352287013141e-11,3.6548826155924804e-19,3.032315042229013e-19,7.1276799700499232e-12,3.9660336424179493e-12,7.2198940119338613e-21,4.9357381223067333e-18
3.699980011581449e-12,0.6456729803560457,154.0,0.0,0.0,0.0,0.99996390858315132,1.0,18.999999962882114,1.2065914808013785e-06,5.4187376602887028e-06,5.3926539082866098e-06,3.14553953229063e-08,1.075501175903413e-12,2.8479926408542531e-06,7.5688001899674539e-06,1.7534936689464253e-08,1.3601589050207539e-05,5.62035349716634e-09,2.89177819998633e-16,2.0067341125905485e-10,3.6582909571021496e-17,2.1815032373748138e-10,3.4401090170700451e-12,3.4410327448223077e-12,6.3195546086625452e-16,2.9176464951423719e-16,6.4463724080580622e-12,2.4301942808823577e-28,2.2590287395691716e-28,2.2590497056272674e-28,3.4107342568024074e-16,4.1086141263862866e-11,3.7816614759050392e-19,3.0852391937368354e-19,7.3531447994163436e-12,4.0914840068386916e-12,7.6418822412436682e-21,5.1469228399517082e-18
3.7514257494541665e-12,0.6456729803525484,154.0,0.0,0.0,0.0,0.99996340767378877,1.0,18.999999961933355,1.2233679032483919e-06,5.494062019553337e-06,5.4672134112929688e-06,3.2308530746996567e-08,1.0903847373454949e-12,2.8480525995793739e-06,7.6879340792300569e-06,1.7539609653436048e-08,1.3815680490189841e-05,5.7152034565184187e-09,2.9702094952347316e-16,2.0506001606176508e-10,3.7200289353893018e-17,2.2419832932833882e-10,3.5848786108490735e-12,3.5858432241155418e-12,6.5929812384795979e-16,3.0530706034484863e-16,6.6268623226170522e-12,2.6758538715193902e-28,2.4873961652391886e-28,2.4874195726818222e-28,3.5595559828705409e-16,4.1839945550676418e-11,3.9112572520449064e-19,3.1382079210346196e-19,7.5821720578341013e-12,4.2189163291093402e-12,8.0822740332519981e-21,5.3640316479576769e-18
3.802871487326884e-12,0.6456729803490117,154.0,0.0,0.0,0.0,0.99996290676519328,1.0,18.999999960973899,1.2401443141256747e-06,5.5693862745657464e-06,5.5417620803693781e-06,3.3172336992292383e-08,1.1053282880643891e-12,2.8481056832669021e-06,7.8070703155503895e-06,1.7543928992142984e-08,1.4029776169322598e-05,5.810079557046559e-09,3.0496217947998046e-16,2.0948204428922143e-10,3.7817839291708471e-17,2.3032737333742245e-10,3.733633507327191e-12,3.7346401964710113e-12,6.8741510166131004e-16,3.1926550054819402e-16,6.8098441725910957e-12,2.9424703643116495e-28,2.7352465006212863e-28,2.7352725944510386e-28,3.7127619426176305e-16,4.2598765517083621e-11,4.0437029405528634e-19,3.1912200878524538e-19,7.8147613600527652e-12,4.3483303883955516e-12,8.5416085322913334e-21,5.5871456452031118e-18
3.854317225199601e-12,0.6456729803454359,154.0,0.0,0.0,0.0,0.99996240585732465,1.0,18.999999960003773,1.2569207134332426e-06,5.6447104273202709e-06,5.6162999438004303e-06,3.4046785786386429e-08,1.1202887080738825e-12,2.8481526622747357e-06,7.9262086281633427e-06,1.754792140385582e-08,1.4243875601026589e-05,5.9049798476702135e-09,3.1300124995027571e-16,2.139394599047808e-10,3.8435546684316279e-17,2.3653739031035496e-10,3.886426728444978e-12,3.8874767007288653e-12,7.1631700265507637e-16,3.3364626079797165e-16,6.9953179632606691e-12,3.2315095535906852e-28,3.0039425601729755e-28,3.0039716061399709e-28,3.8704218627411033e-16,4.3362601531781551e-11,4.179031710530137e-19,3.2442746428781268e-19,8.0509123121202807e-12,4.4797259590223655e-12,9.0204332984982179e-21,5.8163458965294387e-18
3.905762963072318e-12,0.6456729803418206,154.0,0.0,0.0,0.0,0.99996190495014692,1.0,18.999999959023,1.2736971011711084e-06,5.7200344796582231e-06,5.6908270297958454e-06,3.493184893170409e-08,1.1352310656692369e-12,2.8481942208996882e-06,8.0453487765525643e-06,1.7551611574542765e-08,1.4457978353081203e-05,5.9999025221449008e-09,3.2113790170455271e-16,2.1843222958258189e-10,3.9053399774706101e-17,2.4282831486788258e-10,4.0433112533253678e-12,4.0444057328980846e-12,7.4601442660528832e-16,3.4845562680514266e-16,7.183283699984018e-12,3.5445178861630334e-28,3.2949221542095532e-28,3.2949544402535423e-28,4.0326057030360738e-16,4.4131453962531813e-11,4.3172769036378377e-19,3.2973706128479818e-19,8.2906245124731823e-12,4.6131028110808883e-12,9.5193043353320895e-21,6.0517134327593233e-18
3.9572087009450356e-12,0.6456729803381662,154.0,0.0,0.0,0.0,0.99996140404362688,1.0,18.999999958031619,1.290473477339286e-06,5.7953584332254767e-06,5.7653433664906774e-06,3.5827498305302266e-08,1.1501820073578632e-12,2.8482309672469604e-06,8.1644905469815398e-06,1.7555022332906651e-08,1.4672084041390595e-05,6.0948459080731693e-09,3.2937187619924373e-16,2.2296032249869498e-10,3.9671387677239625e-17,2.4920008170573656e-10,4.2043400183235767e-12,4.2054802462063988e-12,7.765179647252441e-16,3.636998793088192e-16,7.3737413881924839e-12,3.883125764180412e-28,3.6097011607924403e-28,3.6097369985647181e-28,4.1993836553839345e-16,4.4905323176158494e-11,4.4584720340897795e-19,3.350507096625034e-19,8.533897552816338e-12,4.7484607109178419e-12,1.0038786115668665e-20,6.2933292507138423e-18
4.008654438817753e-12,0.6456729803344731,154.0,0.0,0.0,0.0,0.99996090313773434,1.0,18.999999957029654,1.3072498419377889e-06,5.8706822895793578e-06,5.8398489819455049e-06,3.6733705858675089e-08,1.1651325500396889e-12,2.8482634414388937e-06,8.2836337496083595e-06,1.755817478654243e-08,1.4886192324798819e-05,6.1898084572381774e-09,3.3770291557501611e-16,2.2752371014770423e-10,4.0289500314417174e-17,2.5565262559449988e-10,4.369565917075327e-12,4.3707531511485245e-12,8.0783819967518303e-16,3.7938529406945819e-16,7.5666910333864269e-12,4.2490508409427267e-28,3.9498765910863125e-28,3.9499163175526092e-28,4.3708261427797328e-16,4.568420953854674e-11,4.602650788647884e-19,3.4036832599900943e-19,8.7807310188546204e-12,4.8857994215427539e-12,1.0579451607035975e-20,6.5412743132288985e-18
4.06010017669047e-12,0.6456729803307407,154.0,0.0,0.0,0.0,0.99996040223244176,1.0,18.999999956017135,1.3240261949666288e-06,5.9460060501546844e-06,5.9143439041466276e-06,3.7650443617560037e-08,1.1800810148542436e-12,2.8482921229555695e-06,8.4027782159056693e-06,1.7561088448307327e-08,1.5100302900453273e-05,6.2847887366217062e-09,3.4613076265511039e-16,2.3212236617247463e-10,4.0907728358647952e-17,2.6218588137947381e-10,4.539041800545044e-12,4.5402773155343628e-12,8.39985705571946e-16,3.9551814186336603e-16,7.7621326411313953e-12,4.6441014034097405e-28,4.3171297353966643e-28,4.3171737145242068e-28,4.547003818362976e-16,4.6468113414641341e-11,4.7498470266181515e-19,3.456898330801628e-19,9.0311244909472641e-12,5.0251187029920568e-12,1.1141882296843172e-20,6.7956295491715342e-18
4.1115459145631874e-12,0.6456729803269698,154.0,0.0,0.0,0.0,0.99995990132772405,1.0,18.999999954994099,1.3408025364258185e-06,6.0213297162745582e-06,5.9888281610062639e-06,3.8577683681742241e-08,1.1950307428948235e-12,2.8483174373790286e-06,8.5219237962901884e-06,1.7563781355944186e-08,1.5314415499544892e-05,6.3797854198934532e-09,3.5465516094351927e-16,2.3675626620300741e-10,4.1526063176778882e-17,2.6879978398054386e-10,4.7128204770745177e-12,4.714105564537666e-12,8.7297104799873352e-16,4.1210468847816176e-16,7.9600662170545371e-12,5.0701798733689574e-28,4.7132294196012217e-28,4.7132780441339459e-28,4.7279875644395924e-16,4.7257035168445801e-11,4.9000947798456103e-19,3.5101515944095119e-19,9.2850775447089776e-12,5.1664183126636266e-12,1.1726668217873475e-20,7.0564758534563021e-18
4.162991652435905e-12,0.64567298032316,154.0,0.0,0.0,0.0,0.9999594004235578,1.0,18.999999953960565,1.3575788663153691e-06,6.0966532891675684e-06,6.0633017803627301e-06,3.9515398224876376e-08,1.2099801598444456e-12,2.8483397619579803e-06,8.6410703581668422e-06,1.7566270174066717e-08,1.5528529883793301e-05,6.4747972801477232e-09,3.6327585462333052e-16,2.4142538771905592e-10,4.2144496782798705e-17,2.7549426839205751e-10,4.890954712427239e-12,4.8922906807403729e-12,9.0680478401399466e-16,4.2915119470952393e-16,8.1604917668414784e-12,5.5292860773282251e-28,5.1400350465003882e-28,5.1400887398173541e-28,4.9138484915932309e-16,4.8050975163021594e-11,5.0534282527101442e-19,3.5634423897410629e-19,9.5425897515059848e-12,5.3096980055928047e-12,1.2334407971518392e-20,7.323894087060133e-18
4.265883128181339e-12,0.645672980315425,154.0,0.0,0.0,0.0,0.99995839861679858,1.0,18.999999951862126,1.3911314913855977e-06,6.2473001597343612e-06,6.2122172175512767e-06,4.1422139810570859e-08,1.2398789106710297e-12,2.848376745984788e-06,8.8793659679264168e-06,1.7570696053344148e-08,1.5956763183865321e-05,6.6648620698261614e-09,3.8080510827223774e-16,2.5086921340722232e-10,4.3381631316537038e-17,2.8912472299515856e-10,5.2605007101126534e-12,5.2619424324605632e-12,9.7705962248970321e-16,4.6464910422942601e-16,8.5688188110199529e-12,6.5550945687879553e-28,6.0936793207749368e-28,6.0937445543199824e-28,5.3004874658992552e-16,4.9653911322019299e-11,5.3694900375111321e-19,3.6701341715391845e-19,1.0068289891732978e-11,5.6021966513916637e-12,1.3621186407733005e-20,7.8787696165601494e-18
4.368774603926774e-12,0.6456729803075365,154.0,0.0,0.0,0.0,0.99995739681201601,1.0,18.999999949722053,1.4246840701774008e-06,6.3979466699676352e-06,6.3610904369486172e-06,4.3370447233367507e-08,1.2697775571078116e-12,2.8484053308155866e-06,9.117664252325405e-06,1.7574475938247005e-08,1.6385001375859662e-05,6.8549749936182167e-09,3.987164905760558e-16,2.604536946846261e-10,4.4619079158118192e-17,3.0307672662738122e-10,5.6481010701129947e-12,5.6496539814844152e-12,1.0508345073665677e-15,5.0206185687012857e-16,8.9871138202002116e-12,7.7396251113784514e-28,7.1948902584797124e-28,7.1949691444879708e-28,5.7074941521350566e-16,5.1276924777268319e-11,5.6983094665704804e-19,3.7769693054303305e-19,1.0608221415812632e-11,5.9026126435622273e-12,1.5007178822412604e-20,8.4609023473885675e-18
4.471666079672208e-12,0.6456729802994954,154.0,0.0,0.0,0.0,0.99995639500908595,1.0,18.999999947540569,1.4582366026908613e-06,6.5485928268220432e-06,6.5099216586214864e-06,4.5360100521072947e-08,1.2996761776300052e-12,2.8484272978429866e-06,9.3559645852423832e-06,1.7577703767752422e-08,1.6813243334602864e-05,7.0451290975753742e-09,4.1700797925677521e-16,2.7017870443564611e-10,4.5856795043875444e-17,3.1734976190993502e-10,6.0541763908871385e-12,6.055846060333015e-12,1.1282135892576265e-15,5.4143935912892489e-16,9.415376841666926e-12,9.1027866246315367e-28,8.4621793807858085e-28,8.4622743540724688e-28,6.1354455497631068e-16,5.2920018399315477e-11,6.040166385692752e-19,3.8839440447152997e-19,1.1162380786600289e-11,6.2109439623059838e-12,1.6497485210359439e-20,9.070937947318613e-18
