Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668)
4.393726109432147e-11,0.6863205114390448,154.0,0.0,0.0,0.0,0.99994535332664736,1.0,18.999999279299558,4.0287028613981946e-06,1.4901836145384436e-05,1.4231207476251447e-05,6.9473337438579485e-07,4.039762624887119e-12,2.5388842714133562e-07,8.2910266880757495e-06,5.7382808831687454e-10,1.2215786018332103e-05,2.572376561766431e-08,8.8619846050118152e-15,1.45373095104943e-09,2.2377583502287817e-16,1.4453764625975038e-09,1.4701436903346943e-10,1.4707263563705585e-10,3.6354317672794756e-14,2.1910105375953719e-14,1.0429998084560565e-10,5.057017553221285e-24,4.7566407731344814e-24,4.7567499728986845e-24,7.1536244176468031e-14,2.3911562823818436e-10,1.9003065386058134e-17,5.9687558651073441e-19,2.392214160055304e-11,1.6229558354942453e-11,2.1805068638566741e-18,2.6448544128456371e-16,1.6712465576618714e-24,2.5219338199748754e-21,1.8741444051594068e-19,1.8413662470805435e-19,7.7994916010134356e-22,3.4020564563014341e-24,4.7537612968574419e-25,2.8875263418722377e-23,6.0385979270816617e-28,1.4761957975289042e-31,2.3274916183861426e-31,2.1549684136869896e-29,3.7005470841399561e-27,6.7172601684771937e-18,2.337065190801248e-19,2.5724196971686144e-21,1.5065443690221095e-21,4.5299951042672571e-18,4.7904556963539741e-19,1.445105991257779e-14,3.705099524264396e-16,1.0220084775513979e-15,4.4268211343483038e-19,2.9867286085489433e-19,7.0272972615318612e-19,4.235639785032253e-27,1.3799885680701645e-25,1.406785474309056e-18,7.4545150113505495e-28,3.5390159666330791e-22
4.590454704754706e-11,0.6863205112241465,154.0,0.0,0.0,0.0,0.99994290682237796,1.0,18.999999224463728,4.2090743282873484e-06,1.5568995004581692e-05,1.4845762114711006e-05,7.4837058063830795e-07,4.2206241582011713e-12,2.538878749404435e-07,8.6667527368908917e-06,5.7382668369096537e-10,1.2769375489293942e-05,2.6901690550751617e-08,9.5461787188462036e-15,1.5857965341706849e-09,2.3402282623625892e-16,1.569130844644867e-09,1.6695990350017498e-10,1.6702613809861037e-10,4.1303154981083738e-14,2.4928817894712694e-14,1.1385193288698629e-10,6.820565982300574e-24,6.4156907528512559e-24,6.4158447477152682e-24,8.2393332264201996e-14,2.5961105747550724e-10,2.2077592972079987e-17,6.2736986402909925e-19,2.6119873676653419e-11,1.7720234970224672e-11,2.6255182126619657e-18,3.0087088812343257e-16,2.0992757074303194e-24,2.9059989517537296e-21,2.2539532622357454e-19,2.2153960418196861e-19,9.7978047985029931e-22,4.4550519976562031e-24,6.2354050075585878e-25,3.6261369218290219e-23,8.2709878000693016e-28,2.0647038012266756e-31,3.0531106783591808e-31,2.9401902856706633e-29,4.8558006170057625e-27,7.3214246698557442e-18,2.6377000736591904e-19,2.8054340659394503e-21,1.7087834709177542e-21,5.1538586753550635e-18,5.2131003127458588e-19,1.5724440738119968e-14,4.0662906641448665e-16,1.162622957426232e-15,5.0394598321364155e-19,3.399654833364506e-19,8.1537410797605554e-19,4.7805034494073617e-27,1.6011938006405045e-25,1.5977861310507934e-18,8.4666218955876711e-28,4.0196636958798035e-22
4.787183300077265e-11,0.6863205110042838,154.0,0.0,0.0,0.0,0.99994046032274786,1.0,18.999999168359558,4.3894446592514665e-06,1.6236150180690104e-05,1.5459039480262527e-05,8.032752990148222e-07,4.4014846918659879e-12,2.5388732274376119e-07,9.0424776476461965e-06,5.7382527919205427e-10,1.3322963660641976e-05,2.8079608974600756e-08,1.0246541186255475e-14,1.7236005819343606e-09,2.4426976082454894e-16,1.6972840653016843e-09,1.8857267027404983e-10,1.8864754422114042e-10,4.6667037080269388e-14,2.8203772370055652e-14,1.2382265226103307e-10,9.0818336547379554e-24,8.5430645661499258e-24,8.5432785688327592e-24,9.4341750846231584e-14,2.80946334277041e-10,2.5505695203097391e-17,6.5814109432649805e-19,2.8412454418232993e-11,1.9275201247076564e-11,3.1375852987387365e-18,3.4038109187540091e-16,2.6124046806913025e-24,3.3288011557120128e-21,2.6900704006435712e-19,2.6449624060627498e-19,1.219179082966034e-21,5.768402941795426e-24,8.0869034809364472e-25,4.5108974360374591e-23,1.1180986765404148e-27,2.8487617162743841e-31,3.9599076186199416e-31,3.9604459767288853e-29,6.3000760310934034e-27,7.950867069035665e-18,2.9608496658957843e-19,3.0482649749759855e-21,1.9280001868001949e-21,5.8314428438476149e-18,5.6522841652780588e-19,1.7047588627788038e-14,4.4433527071565866e-16,1.3153390337950272e-15,5.7051255016861579e-19,3.8482867102727738e-19,9.3962764872929231e-19,5.3661722764139273e-27,1.8451964321491491e-25,1.8047981223299306e-18,9.5635723724663287e-28,4.5406160285085665e-22
4.983911895399824e-11,0.6863205107796884,154.0,0.0,0.0,0.0,0.99993801382775771,1.0,18.999999111046073,4.569813854295758e-06,1.6903301673659612e-05,1.6071098625043685e-05,8.5938848966472154e-07,4.5823442258483986e-12,2.5388677055036494e-07,9.4182014204916327e-06,5.7382387564574494e-10,1.3876550532592189e-05,2.9257520882182276e-08,1.0962318896353319e-14,1.8671430347426643e-09,2.5451663872659707e-16,1.8297659039846538e-09,2.1191042680539502e-10,2.1199463491976651e-10,5.246039406849128e-14,3.1743996665687525e-14,1.3421218331134731e-10,1.1950987293028661e-23,1.124245329912585e-23,1.124274670885737e-23,1.0743914019609702e-13,3.031215284951259e-10,2.9313030049869967e-17,6.891893065620007e-19,3.0799671868127879e-11,2.0894309801245361e-11,3.7235652513790787e-18,3.8313382665236302e-16,3.2231236625134134e-24,3.7923940854949618e-21,3.1880287673147726e-19,3.1355219848525461e-19,1.5038730748255636e-21,7.3916685625054726e-24,1.0379650144150438e-24,5.5629873576737202e-23,1.4933476167586209e-27,3.8815506781109654e-31,5.082863808160374e-31,5.2721537579845585e-29,8.0893447517512127e-27,8.6055221628898324e-18,3.3070164314945533e-19,3.3008869269648959e-21,2.1648246608835193e-21,6.5647947272956955e-18,6.1078573298972613e-19,1.8420052432754438e-14,4.8361419611870428e-16,1.4806183992352665e-15,6.4258531805822342e-19,4.3339931274124188e-19,1.0760538634859954e-18,5.9935569215550889e-27,2.1131030574231464e-25,2.028382057743518e-18,1.0748337095818274e-27,5.1032846392620211e-22
5.180640490722383e-11,0.6863205105505814,154.0,0.0,0.0,0.0,0.99993556733740752,1.0,18.999999052579575,4.7501819134254348e-06,1.7570449483427949e-05,1.6681995853082806e-05,9.1665386027762264e-07,4.7632027601133183e-12,2.5388621835581768e-07,9.7939240555782161e-06,5.7382247204560642e-10,1.4430136105362136e-05,3.0435426277697672e-08,1.1692793785809239e-14,2.0164238329989328e-09,2.6476345997895344e-16,1.9665076318498927e-09,2.3703001101601736e-10,2.3712427120770784e-10,5.8697426221665511e-14,3.5558374659754173e-14,1.4502057079274236e-10,1.5556389114071723e-23,1.4634682012963356e-23,1.463507932006845e-23,1.2174348191133399e-13,3.2613670637970193e-10,3.3526129956740624e-17,7.2051453039784256e-19,3.3281314542347615e-11,2.2577413585913855e-11,4.3907154089171271e-18,4.2924565629207988e-16,3.945164371456059e-24,4.2988437429943351e-21,3.753646794174691e-19,3.692811427150373e-19,1.8401385771987363e-21,9.3812453458654226e-24,1.319511253693985e-24,6.8056220483850124e-23,1.9724376455441981e-27,5.2277856357474998e-31,6.4618978809218671e-31,6.942211871784362e-29,1.0287517314512302e-26,9.2853277812746442e-18,3.6766786276422773e-19,3.5632756096570479e-21,2.4198812360450209e-21,7.355942465086116e-18,6.5796712425523851e-19,1.9841385096633227e-14,5.2445159888622068e-16,1.658918563060477e-15,7.203659467379434e-19,4.8581305697388061e-19,1.2252117976386293e-18,6.663524168428102e-27,2.4060114940015588e-25,2.2690896951725837e-18,1.2023839814491365e-27,5.7090589136842747e-22
5.377369086044942e-11,0.6863205103171737,154.0,0.0,0.0,0.0,0.99993312085169761,1.0,18.999998993013737,4.9305488366457078e-06,1.8237593609931804e-05,1.7291784848193317e-05,9.7501773821539429e-07,4.94406029462668e-12,2.5388566616118122e-07,1.0169645553054449e-05,5.7382106787373017e-10,1.4983720379165652e-05,3.1613325165437328e-08,1.243728120776772e-14,2.1714429171058988e-09,2.7501022461894115e-16,2.1074419657761161e-09,2.639873607379785e-10,2.6409241364295351e-10,6.5392108855285201e-14,3.9655649298642997e-14,1.56247859841983e-10,2.0046647551316562e-23,1.8859642482775304e-23,1.8860174319232919e-23,1.3731306209027935e-13,3.4999193074536212e-10,3.817240139228933e-17,7.521167957504e-19,3.5857171429019113e-11,2.4324365890928081e-11,5.1467007543539688e-18,4.7883194710176948e-16,4.793569864757096e-24,4.8502271598654193e-21,4.393029982731886e-19,4.3228487150228952e-19,2.2348269019726115e-21,1.1800976203588658e-23,1.6625769625889979e-24,8.2641554908359234e-23,2.5784916909470179e-27,6.9656335881272752e-31,8.142325213317961e-31,9.0494210607572739e-29,1.2967189301260147e-26,9.9902246620018412e-18,4.0702914654576941e-19,3.8354078469841951e-21,2.6937885059092486e-21,8.2068953941177725e-18,7.0675786864698239e-19,2.1311143617203657e-14,5.6683336078952835e-16,1.8506928893626698e-15,8.04054268930996e-19,5.4220432318309547e-19,1.3876559142373932e-18,7.376899032405402e-27,2.7250105609016731e-25,2.5274640584120829e-18,1.3392957995667231e-27,6.3593062443292165e-22
5.574097681367501e-11,0.6863205100796659,154.0,0.0,0.0,0.0,0.9999306743706281,1.0,18.999998932399727,5.1109146239617905e-06,1.8904734053113863e-05,1.7900516795907414e-05,1.034428948603731e-06,5.1249168293572665e-12,2.5388511396885012e-07,1.0545365913067968e-05,5.7381966372731288e-10,1.553730335421531e-05,3.2791217542845726e-08,1.3195128376787365e-14,2.3322002274652e-09,2.852569326243292e-16,2.2525030241835533e-09,2.9283753255463881e-10,2.9295414117698639e-10,7.2558197036632238e-14,4.4044425556595831e-14,1.6789409595036227e-10,2.5592796256930359e-23,2.4078347097341621e-23,2.4079051449402733e-23,1.542064373320169e-13,3.7468726113062765e-10,4.3280124452251583e-17,7.8399613262937425e-19,3.8527031987332738e-11,2.6135020342026482e-11,5.9996012030026161e-18,5.3200688045868447e-16,5.7847655031943499e-24,5.4486311800464418e-21,5.1125723132759342e-19,5.031934315247952e-19,2.6953918179955036e-21,1.4722785343888801e-23,2.0776093824866798e-24,9.966183562531573e-23,3.3386291662247825e-27,9.1888611471507044e-31,1.0175339322324284e-30,1.1686034064488571e-28,1.6210423805063884e-26,1.0720156331481077e-17,4.4882882161259094e-19,4.1172615523932116e-21,2.9871593664509934e-21,9.1196442226114943e-18,7.5714337800292683e-19,2.2828889009923741e-14,6.1074548773062697e-16,2.0563906346505344e-15,8.9384830681976836e-19,6.0270631294937654e-19,1.5639360127108036e-18,8.1344667653700622e-27,3.0711799190108146e-25,2.804039552750711e-18,1.485852343731531e-27,7.0553723218039901e-22
5.77082627669006e-11,0.6863205098382495,154.0,0.0,0.0,0.0,0.99992822789419888,1.0,18.999998870786339,5.2912792753788913e-06,1.957187081291654e-05,1.8508240499734368e-05,1.094838698097898e-06,5.3057723642749261e-12,2.5388456177793123e-07,1.0921085135767386e-05,5.7381825993063811e-10,1.6090885030725098e-05,3.3969103406775477e-08,1.3965712886159549e-14,2.4986957044784091e-09,2.9550358396773761e-16,2.4016262846047264e-09,3.2363472006860919e-10,3.2376366943018003e-10,8.0209230153561361e-14,4.8733173305018504e-14,1.7995932493800781e-10,3.2390602733787075e-23,3.0475105225159735e-23,3.0476028825091244e-23,1.724824033600223e-13,4.0022275394982133e-10,4.8878452510008617e-17,8.1615257124975077e-19,4.129068614649047e-11,2.8009230900070786e-11,6.9579187465163366e-18,5.8888346527012706e-16,6.9366310459731145e-24,6.096151336146466e-21,5.9189574924758179e-19,5.8266521673695762e-19,3.2299168940395191e-21,1.8227338540349948e-23,2.5763577781581008e-24,1.1941647789376658e-22,4.2844719681830177e-27,1.2009228768060382e-30,1.2618515213611685e-30,1.4959437809904736e-28,2.0109570560341054e-26,1.1475068990762705e-17,4.9310812650644958e-19,4.4088156842920695e-21,3.3006010672013241e-21,1.0096161202339632e-17,8.0910919642875849e-19,2.4394186270400949e-14,6.5617410972151841e-16,2.2764569851527969e-15,9.8994428849011014e-19,6.674510210370013e-19,1.7545971719155921e-18,8.9369747662649655e-27,3.4455899592538913e-25,3.099342078749088e-18,1.6423322871100102e-27,7.7985814212745334e-22
5.967554872012618e-11,0.6863205095931075,154.0,0.0,0.0,0.0,0.99992578142241018,1.0,18.999998808220106,5.4716427909022246e-06,2.0239003889277345e-05,1.9115002492012739e-05,1.1562004640534819e-06,5.4866268993492559e-12,2.5388400958717068e-07,1.1296803221301111e-05,5.7381685612969684e-10,1.6644465408908761e-05,3.5146982758225452e-08,1.4748441294173259e-14,2.6709292885473517e-09,3.0575017865785563e-16,2.5547485429280794e-09,3.5643227161970169e-10,3.5657436841696952e-10,8.8358536345637967e-14,5.3730230095130685e-14,1.9244359292981133e-10,4.0663007788403476e-23,3.8259823203442894e-23,3.8261023118457211e-23,1.9219996608467342e-13,4.2659846263788468e-10,5.4997411910501506e-17,8.485861421133761e-19,4.4147924304656773e-11,2.9946851860278793e-11,8.0305844574677694e-18,6.4957355029494521e-16,8.2685738470259602e-24,6.7948908130905521e-21,6.8191600521695248e-19,6.713870521210863e-19,3.8471429023975044e-21,2.2404728522571639e-23,3.1719805962271178e-24,1.4222939522749407e-22,5.4526926362991398e-27,1.555914955928886e-30,1.5536334695476538e-30,1.8993974023398039e-28,2.4768121853070152e-26,1.2254911406725445e-17,5.3990631165977475e-19,4.7100502035077111e-21,3.6347152620375606e-21,1.1138400299227686e-17,8.6264099904019457e-19,2.6006604336567231e-14,7.0310548148583364e-16,2.5113330937791269e-15,1.0925366642247927e-18,7.3656924635375902e-19,1.9601797124341225e-18,9.7851344019439595e-27,3.8493017285575176e-25,3.4138891443138688e-18,1.8090098556258626e-27,8.5902366846789605e-22
6.164283467335177e-11,0.6863205093444136,154.0,0.0,0.0,0.0,0.99992333495526242,1.0,18.999998744745376,5.6520051705369987e-06,2.0906133282132326e-05,1.9720847139606051e-05,1.2184698888526021e-06,5.667480434550458e-12,2.5388345739722848e-07,1.1672520169816472e-05,5.7381545212183603e-10,1.7198044488978392e-05,3.6324855598896848e-08,1.554274777614282e-14,2.8489009200734784e-09,3.1599671670948269e-16,2.7118078742412488e-09,3.9128270747426453e-10,3.9143877974219204e-10,9.7019236802983281e-14,5.9043803857331732e-14,2.0534694633288356e-10,5.0662696868770566e-23,4.7670428987511872e-23,4.7671974424943181e-23,2.134183149363813e-13,4.5381443778846376e-10,6.1667901703820852e-17,8.812968759230407e-19,4.709853732791163e-11,3.1947737851458896e-11,9.2269653582738701e-18,7.141878363283589e-16,9.8016031254396626e-24,7.5469594930045057e-21,7.8204463109270772e-19,7.7007426356246309e-19,4.5564952691310354e-21,2.735518520530623e-23,3.8791571052208955e-24,1.6845004489194436e-22,6.8856064367617842e-27,1.999463115515116e-30,1.90007336673104e-30,2.3932904002691397e-28,3.0301605314518621e-26,1.3059634808172476e-17,5.8926073514349371e-19,5.0209460326632594e-21,3.9900980595131558e-21,1.224829736219867e-17,9.1772459074941811e-19,2.7665716052169996e-14,7.5152598210162242e-16,2.7614561167110121e-15,1.2018181226331716e-18,8.1019060280058022e-19,2.1812191747367395e-18,1.0679622742485942e-26,4.2833668869682577e-25,3.7481899751027241e-18,1.9861548864633152e-27,9.4316203987366941e-22
6.361012062657736e-11,0.6863205090923343,154.0,0.0,0.0,0.0,0.9999208884927554,1.0,18.999998680404449,5.8323664142884255e-06,2.1573258991419333e-05,2.0325816744678423e-05,1.2816046791490677e-06,5.8483329698501594e-12,2.5388290520873745e-07,1.2048235981460468e-05,5.7381404811670088e-10,1.7751622271145646e-05,3.7502721928021118e-08,1.6348092839181611e-14,3.0326105394576647e-09,3.26243198115933e-16,2.8727435952044577e-09,4.2823773650628546e-10,4.2840863328898785e-10,1.062042499379302e-13,6.4681975520499058e-14,2.1866943181544811e-10,6.2674804219795951e-23,5.8975422374992424e-23,5.8977396723790721e-23,2.3619679831349113e-13,4.8187072728557276e-10,6.8921693414936689e-17,9.1428480350326076e-19,5.0142316549206057e-11,3.4011743835246275e-11,1.0556871157980767e-17,7.828358882520049e-16,1.1558405283576853e-23,8.3544730757645346e-21,8.9303752090558838e-19,8.7947073493329294e-19,5.3681115581500283e-21,3.3189810463164738e-23,4.7142035171723927e-24,1.9845447665936548e-22,8.6318091342151872e-27,2.5498519688742935e-30,2.309167138251728e-30,2.9940523287390845e-28,3.6838513687773532e-26,1.3889192786611985e-17,6.4120695391278441e-19,5.3414850173870636e-21,4.3673400727295338e-21,1.3427770290279096e-17,9.7434590509597918e-19,2.9371098131589348e-14,8.0142211367297318e-16,3.0272592496279704e-15,1.317979606619422e-18,8.8844353001266956e-19,2.4182463104323545e-18,1.1621084214914297e-26,4.7488276904723858e-25,4.1027456233313466e-18,2.1740328857236355e-27,1.0323994268932686e-21
6.557740657980295e-11,0.6863205088370278,154.0,0.0,0.0,0.0,0.99991844203488955,1.0,18.999998615237637,6.0127265221617184e-06,2.2240381017076136e-05,2.0929951640778931e-05,1.3455645098039975e-06,6.0291845052208386e-12,2.5388235302124587e-07,1.2423950656380196e-05,5.7381264424070372e-10,1.8305198755622324e-05,3.8680581744210317e-08,1.7163962096807161e-14,3.2220580871005747e-09,3.364896228651323e-16,3.0374962278867838e-09,4.673482723900633e-10,4.6753486341807043e-10,1.1592629543444679e-13,7.0652701554343937e-14,2.324110962870914e-10,7.7019750648687982e-23,7.2476551587548242e-23,7.2479054717178717e-23,2.6059490099791435e-13,5.1076737642913843e-10,7.6791430846229286e-17,9.475499558253942e-19,5.3279053767319741e-11,3.6138725105340952e-11,1.2030560860285263e-17,8.5562614695116044e-16,1.3563420246920352e-23,9.2195522699520402e-21,1.0156799027093896e-18,1.0003489534070996e-18,6.2928689772418179e-21,4.0031337144149086e-23,5.6951935883164621e-24,2.3264638438673831e-22,1.0746862210192861e-26,3.2284065438449337e-30,2.7897721673876844e-30,3.7204431957944295e-28,4.4521271637210652e-26,1.4743541201505655e-17,6.9577881076087296e-19,5.6716498892689196e-21,4.767026468781424e-21,1.4678719198080009e-17,1.0324910030882364e-18,3.1122331124972425e-14,8.5278050001551052e-16,3.309171763595681e-15,1.4412103292016465e-18,9.7145530400033358e-19,2.6717870839586981e-18,1.2610132179129814e-26,5.2467169943161234e-25,4.4780490750823553e-18,2.3729050852878041e-27,1.1268599689728612e-21
6.951197848625413e-11,0.6863205083173302,154.0,0.0,0.0,0.0,0.99991354913308128,1.0,18.999998482578381,6.3734433302947438e-06,2.3574614017241852e-05,2.2135869331551607e-05,1.4758072984143807e-06,6.3908845760668814e-12,2.5388124864932616e-07,1.3175376596632841e-05,5.7380983674356334e-10,1.9412347832347618e-05,4.1036281837636537e-08,1.8825334366954466e-14,3.6181667287643384e-09,3.5698230239049976e-16,3.378220139938309e-09,5.5223563612897802e-10,5.5245630600893148e-10,1.3703139179199548e-13,8.3623034872057746e-14,2.61152150936448e-10,1.1418459595779443e-22,1.0745773489912908e-22,1.0746167437692605e-22,3.1448846738568405e-13,5.7108192263316666e-10,9.4513678559088102e-17,1.0149120594195685e-18,5.9830571712036168e-11,4.0581036335020951e-11,1.5452612903564647e-17,1.0140614984870252e-15,1.8425083423164273e-23,1.1130911142997366e-20,1.2992010565845654e-18,1.2797837686769916e-18,8.5291793569580648e-21,5.7288963813214728e-23,8.1768540729741651e-24,3.1535195479451006e-22,1.634518614587308e-26,5.0729885885268768e-30,4.005628648070871e-30,5.638322592110383e-28,6.3969852390778793e-26,1.6526443589904972e-17,8.1292672224135732e-19,6.3607924441084752e-21,5.6360461404397264e-21,1.7402557467049174e-17,1.1532974244241042e-18,3.4760691023543153e-14,9.5983113633433441e-16,3.9230226080924278e-15,1.7096277863393838e-18,1.1522587411415792e-18,3.230489548414686e-18,1.4733294444054816e-26,6.3438656813693553e-25,5.2928316331511297e-18,2.8046559757625811e-27,1.331937079307226e-21
7.30530932020602e-11,0.6863205078400079,154.0,0.0,0.0,0.0,0.99990914553732757,1.0,18.999998360727936,6.6980845729635227e-06,2.4775411118723736e-05,2.3218708013857778e-05,1.5954800575678845e-06,6.7164112198036053e-12,2.5388025471694495e-07,1.3851656056730777e-05,5.7380730955502865e-10,2.0408777565411457e-05,4.3156389649283988e-08,2.0351875755325649e-14,3.9942876230020258e-09,3.7542552021120684e-16,3.6973522965218459e-09,6.365011276399683e-10,6.3675564410579327e-10,1.5798630074588576e-13,9.6511027590356335e-14,2.8845316717576786e-10,1.5965635449907025e-22,1.5026149931365167e-22,1.5026729588307037e-22,3.6913062330257739e-13,6.2823944985893337e-10,1.1291557250074163e-16,1.0764863751526401e-18,6.6042775037605458e-11,4.4793046999286611e-11,1.9136544505928031e-17,1.1718849417088066e-15,2.3933308072817567e-23,1.3069361095209272e-20,1.6026913127916964e-18,1.5788789112575859e-18,1.1054038181816356e-20,7.7762039470920567e-23,1.113130042284118e-23,4.0876130024123327e-22,2.3372308230504312e-26,7.4622811234495427e-30,5.4531809355655865e-30,8.0389619574514122e-28,8.7142774334626535e-26,1.8215439539102579e-17,9.2764678331888008e-19,7.0137849644695084e-21,6.500684251123835e-21,2.0117163344654874e-17,1.2670972767016838e-18,3.8187894442175022e-14,1.0610458916416526e-15,4.5348097947091936e-15,1.9772436114399266e-18,1.3325104696289964e-18,3.7949773474118774e-18,1.6812454975237842e-26,7.4523750405062872e-25,6.1018776237605765e-18,3.2333670759532629e-27,1.5355743852314055e-21
7.659420791786625e-11,0.6863205073543764,154.0,0.0,0.0,0.0,0.99990474195661283,1.0,18.999998236748077,7.0227221354681916e-06,2.5976196284227844e-05,2.4299388772204678e-05,1.7172795284431335e-06,7.0419346233638419e-12,2.5387926078767098e-07,1.4527931836111925e-05,5.7380478221895637e-10,2.1405203097225648e-05,4.5276476359567889e-08,2.1905545426290514e-14,4.3889984778984288e-09,3.938685544671707e-16,4.0279778038642397e-09,7.2850754092403602e-10,7.2879902952496023e-10,1.8087033198328133e-13,1.1059480055235835e-13,3.1711306208014416e-10,2.196113520855862e-22,2.0670344158792488e-22,2.0671181235175306e-22,4.2994966832490773e-13,6.8812034081387341e-10,1.3386065993434597e-16,1.1389593872549197e-18,7.2552945508765912e-11,4.9206862215832497e-11,2.3467091654204182e-17,1.3447654670293713e-15,3.0714257985830175e-23,1.5227461496426069e-20,1.9574839907945008e-18,1.9284986129168857e-18,1.4151351383367757e-20,1.0402312455685136e-22,1.4933724409563212e-23,5.2339144402838572e-22,3.2860288303598214e-26,1.0782840628931239e-29,7.3162731559024141e-30,1.1272470104209713e-27,1.169901717604104e-25,1.9984164542071149e-17,1.0513302436189095e-18,7.6977337191264999e-21,7.4468989070945823e-21,2.3092106293280163e-17,1.3856231131488173e-18,4.1757303192555737e-14,1.1667957934043207e-15,5.2052917479114958e-15,2.2706289870015708e-18,1.5301081785320004e-18,4.4209319760424706e-18,1.9054066205387401e-26,8.6815892688120882e-25,6.9854557988865423e-18,3.701572562370881e-27,1.7579752796715068e-21
8.013532263367231e-11,0.6863205068611213,154.0,0.0,0.0,0.0,0.99990033839093784,1.0,18.999998110813927,7.3473560178391405e-06,2.717696951336715e-05,2.5378086779169455e-05,1.8410305750695718e-06,7.3674547866056829e-12,2.5387826686265764e-07,1.520420393562076e-05,5.7380225530162235e-10,2.2401624429005858e-05,4.7396541965299248e-08,2.3484109349704444e-14,4.8022989458602894e-09,4.1231140513065236e-16,4.3697890875462981e-09,8.2852502273206008e-10,8.2885671879401548e-10,2.0575097396443322e-13,1.2591656507905314e-13,3.4713211577988851e-10,2.9761754505071768e-22,2.8014503237112468e-22,2.8015691620685971e-22,4.9729508084786259e-13,7.5072478079432041e-10,1.5757084319332725e-16,1.2023312807844753e-18,7.9359885603099197e-11,5.3821649964650634e-11,2.8521157183613591e-17,1.533296383515978e-15,3.8984285381347237e-23,1.7617676562785843e-20,2.3692251800098142e-18,2.3341847084292108e-18,1.7914923969602274e-20,1.373171744762336e-22,1.9770610219792781e-23,6.6273560976277459e-22,4.5494221797513206e-26,1.5329533240338412e-29,9.6863035181246048e-30,1.5568632924746258e-27,1.5498743088412909e-25,2.1832432150857871e-17,1.1841225502869433e-18,8.4125657231208147e-21,8.477912248685283e-21,2.6337845963083175e-17,1.5087981002014668e-18,4.5466605211763576e-14,1.2770071079733891e-15,5.9368346803148366e-15,2.5908268861396457e-18,1.7457534340424418e-18,5.1112502861306406e-18,2.1460764188979965e-26,1.0037197018268283e-24,7.9461632358004266e-18,4.2106486186534375e-27,1.9997937373265729e-21
8.367643734947837e-11,0.6863205063608762,154.0,0.0,0.0,0.0,0.99989593484030337,1.0,18.999997983086221,7.6719862201067634e-06,2.8377730805747385e-05,2.6454962802171558e-05,1.9665724636490806e-06,7.6929717093906869e-12,2.5387727294044692e-07,1.5880472356099351e-05,5.7379972841067498e-10,2.339804156196426e-05,4.9516586466100393e-08,2.5085517209181141e-14,5.23418867929205e-09,4.3075407219836415e-16,4.7224887838855013e-09,9.3681651383929454e-10,9.3719175954210603e-10,2.326939144705207e-13,1.425174051519247e-13,3.785106097519825e-10,3.9788675892014249e-22,3.745548432512904e-22,3.7457145398250503e-22,5.7151651487491579e-13,8.160529361519088e-10,1.8427717406608463e-16,1.2666022417475411e-18,8.6462402605924412e-11,5.8636581651426731e-11,3.4380846219165133e-17,1.7380601075245512e-15,4.8984569017960167e-23,2.0252478070325129e-20,2.8438715257294981e-18,2.8017797750303861e-18,2.2448516913082535e-20,1.7907986251159282e-22,2.5858064793257446e-23,8.3066170269050171e-22,6.2105479865810256e-26,2.1471155995530862e-29,1.2669190892737595e-29,2.120587533940126e-27,2.0284625421640463e-25,2.376007350547459e-17,1.326156808610792e-18,9.1582148602759994e-21,9.5968930462714053e-21,2.9864667970853797e-17,1.6365466528402904e-18,4.931352600791053e-14,1.3916072995577293e-15,6.7317663565046796e-15,2.9388633349179753e-18,1.9801364027487733e-18,5.8687808816712886e-18,2.4034961299171673e-26,1.1524792194893494e-24,8.986520429537541e-18,4.7619308477363829e-27,2.2616644490075423e-21
