Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68)
1.4198703305824595e-10,0.41155331888286373,154.0,0.0,0.0,0.0,0.99982320822447146,1.0,18.999990610345225,1.0345499373997913e-05,6.2149492699045398e-05,5.3139745260407031e-05,9.1901034489747741e-06,3.0117388685882518e-11,1.6356740838974233e-07,1.7161315687991329e-05,3.0871029763331504e-10,2.4400460322705257e-05,1.953249824474491e-07,1.2468364988537863e-13,2.8631477603667732e-08,1.7951393234290288e-15,1.1434473696281324e-08,3.5460297380326159e-09,3.5485462525445227e-09,1.5505940638221017e-12,9.6537799099192793e-13,2.0952376907965809e-09,1.6541839422336042e-20,1.5612337586641248e-20,1.561323636243502e-20,1.2985959554763454e-11,4.1806018212444341e-09,4.7046304607884176e-15,7.788903858825235e-18,1.2012849846366234e-10,8.4390504821672791e-11,5.4236054810995702e-16,1.2229586920362932e-14,1.0098868967023084e-21,3.6524566026319032e-19,7.7328673613031667e-17,7.60438201935337e-17,9.5851109694718475e-19,2.0627362100848025e-20,1.5220731628553084e-21,6.1545773082440023e-20,1.0226162077090291e-23,1.1784935773465174e-26,7.0396413969979499e-28,5.1926053299032987e-25,2.4359957324392776e-23,5.259619241725044e-17,7.0803472996751856e-18,1.7636441528990807e-20,3.1938914517610032e-20,1.0626525616498757e-16,4.1517719733005793e-18,1.3715792558092071e-13
1.45982252711488e-10,0.4115533180416371,154.0,0.0,0.0,0.0,0.99981823380694967,1.0,18.999990252125553,1.0636536586694649e-05,6.3897830344572832e-05,5.454034892975687e-05,9.542551132239746e-06,3.0964626000413555e-11,1.6356666201518988e-07,1.7646011816719691e-05,3.0870876170936674e-10,2.508962815699173e-05,2.0086070810783297e-07,1.2946536727526016e-13,3.0264183003379755e-08,1.8460155583037597e-15,1.1980010582733833e-08,3.8265380743816979e-09,3.8292542266750725e-09,1.6733906604926542e-12,1.0421479846335851e-12,2.2151441163303749e-09,1.983043369167532e-20,1.8717366300197156e-20,1.8718475376650799e-20,1.4201446156210171e-11,4.4146086276004283e-09,5.2274464665922945e-15,8.0705976070866011e-18,1.2684805107652845e-10,8.9108102645798082e-11,6.1353254319272644e-16,1.3234083695311666e-14,1.173377978620938e-21,3.9948154981648393e-19,8.7020143170561925e-17,8.5556227200012153e-17,1.1088388799336737e-18,2.4470144048009714e-20,1.8103562421014885e-21,7.1249683873273223e-20,1.2505944746172389e-23,1.4706170738802205e-26,8.3730689239856269e-28,6.3435998909761988e-25,2.8994941142256862e-23,5.5516084400980804e-17,7.5859669796360367e-18,1.8617806987188466e-20,3.4683145632726822e-20,1.1547486173620053e-16,4.388687771514272e-18,1.4498131256504415e-13
1.4997747236473006e-10,0.41155331719775606,154.0,0.0,0.0,0.0,0.99981325939150345,1.0,18.999989892757739,1.0927570317855996e-05,6.5646147223628187e-05,5.5939768750846503e-05,9.8961405884418991e-06,3.1811853221390136e-11,1.6356591564058268e-07,1.8130705119776899e-05,3.0870722578608272e-10,2.5778792671806827e-05,2.0639636782058982e-07,1.3426257530549808e-13,3.1942146297850999e-08,1.8968911870850711e-15,1.2533839802281712e-08,4.1202181409047777e-09,4.1231433353359085e-09,1.8019599978108576e-12,1.1225425338837473e-12,2.3384073538217159e-09,2.365094363409726e-20,2.2324895819697414e-20,2.2326256349473596e-20,1.5491382324474048e-11,4.6549497940790899e-09,5.7924772816293168e-15,8.35566935126092e-18,1.3374151175014355e-10,9.3947560075814434e-11,6.9176147528324648e-16,1.4289127537036714e-14,1.3578707367682733e-21,4.3581789130614228e-19,9.7604685984646228e-17,9.5941770052974846e-17,1.2775714723232035e-18,2.8890434103591055e-20,2.1429660400621757e-21,8.2151531961979713e-20,1.5209725013595116e-23,1.8241476940766483e-26,9.9115420460868505e-28,7.7074329624283863e-25,3.4347120330057291e-23,5.8514318483340103e-17,8.1109212752998383e-18,1.9625557712751005e-20,3.7579983042865265e-20,1.2520076932815564e-16,4.6321707210637391e-18,1.5302146640464534e-13
1.5397269201797212e-10,0.4115533163514607,154.0,0.0,0.0,0.0,0.99980828497813512,1.0,18.999989532343537,1.1218600567506882e-05,6.7394443333788719e-05,5.7338106474089439e-05,1.025077008239359e-05,3.2659070347657355e-11,1.6356516926592366e-07,1.8615395597656792e-05,3.0870568986334495e-10,2.6467953867841507e-05,2.1193196157817171e-07,1.3907389371637353e-13,3.3665366502573342e-08,1.9477662097035741e-15,1.3095747330256112e-08,4.42726605683525e-09,4.430409838682503e-09,1.9363881576294387e-12,1.2066159941224505e-12,2.4650290793873058e-09,2.8070581181273453e-20,2.6498473630709118e-20,2.6500133321452927e-20,1.6857985614600605e-11,4.9016243443990302e-09,6.4019232861541926e-15,8.6441207752822836e-18,1.4080819736108539e-10,9.8908385986988122e-11,7.7753179545984803e-16,1.5395670003345372e-14,1.5653966791497658e-21,4.7431741245520942e-19,1.0913614034627765e-16,1.0725261225268155e-16,1.4663568005820086e-18,3.395511249244817e-20,2.5252135269692731e-21,9.4360090598329888e-20,1.8401479087160053e-23,2.2497977816802164e-26,1.1679630069350849e-27,9.3160457709883892e-25,4.050323053120291e-23,6.1591042692334498e-17,8.6553029279750848e-18,2.0659743253082192e-20,4.0633529928300983e-20,1.3545695757191876e-16,4.8822203224944481e-18,1.612783704875722e-13
1.5796791167121417e-10,0.4115533155029693,154.0,0.0,0.0,0.0,0.99980331056684668,1.0,18.999989170975681,1.1509627335672233e-05,6.9142718672629447e-05,5.8735454852587492e-05,1.0606346874644227e-05,3.3506277378061314e-11,1.6356442289121804e-07,1.9100083250851234e-05,3.0870415394126758e-10,2.7157111745783878e-05,2.1746748937303791e-07,1.4389806429496183e-13,3.5433842632984155e-08,1.9986406260899655e-15,1.3665525696909839e-08,4.7478728921528698e-09,4.7512449440184404e-09,2.0767590051362782e-12,1.2944213200766285e-12,2.5950109683037451e-09,3.3162758686074703e-20,3.1307517746351853e-20,3.13095316767358e-20,1.8303469558950397e-11,5.1546313787986856e-09,7.058040376456076e-15,8.9359535622408231e-18,1.4804742746570172e-10,1.0399009123077546e-10,8.7134699944866087e-16,1.6554645083348711e-14,1.7981222407608623e-21,5.1504273223060322e-19,1.2166991993468856e-16,1.1954239800931404e-16,1.6769380196598484e-18,3.973657326485699e-20,2.9628731192010445e-21,1.0799059634433136e-19,2.2152693766027424e-23,2.7597830379383341e-26,1.3704046436285068e-27,1.1205113482921376e-24,4.7557693127293135e-23,6.4746416021389141e-17,9.219200984008847e-18,2.1720416863784711e-20,4.3847887414162499e-20,1.4625739754015355e-16,5.1388360763807416e-18,1.6975200820269462e-13
1.6196313132445623e-10,0.41155331465248124,154.0,0.0,0.0,0.0,0.99979833615764035,1.0,18.999988808738713,1.1800650622376976e-05,7.0890973237723709e-05,6.0131898437681345e-05,1.0962786426068765e-05,3.4353474311448783e-11,1.6356367651646099e-07,1.9584768079850126e-05,3.0870261801989982e-10,2.7846266306319187e-05,2.2300295119765213e-07,1.4873394008364035e-13,3.7247573704466466e-08,2.0495144361750068e-15,1.424297370145448e-08,5.0822248211832941e-09,5.0858349595053495e-09,2.2231542563192264e-12,1.3860101085293906e-12,2.7283546949341687e-09,3.9007453319970348e-20,3.6827662728389243e-20,3.6830094238362275e-20,1.9830043774827531e-11,5.4139700672525549e-09,7.7631399733224054e-15,9.2311693943090007e-18,1.5545852428959756e-10,1.0919218862687107e-10,9.7372981784402084e-16,1.776696953916729e-14,2.0583537740615352e-21,5.5805636386361955e-19,1.3526301079689003e-16,1.3286624657794704e-16,1.9111560408313671e-18,4.6312996907016929e-20,3.4622084857669512e-21,1.2316493562262431e-19,2.6543006307730917e-23,3.3679842637332634e-26,1.6013768129338079e-27,1.3414363157619548e-24,5.5613056528064722e-23,6.7980607935898305e-17,9.8027012551432784e-18,2.2807635341184027e-20,4.7227154572359581e-20,1.5761605277859684e-16,5.4020174833258942e-18,1.7844236293990418e-13
1.6595835097769828e-10,0.4115533138001783,154.0,0.0,0.0,0.0,0.99979336175051847,1.0,18.999988445709697,1.2091670427646043e-05,7.2639207026643286e-05,6.1527514304116949e-05,1.1320011672827923e-05,3.5200661146666844e-11,1.6356293014165144e-07,2.0069450085141409e-05,3.0870108209913565e-10,2.8535417550129842e-05,2.2853834704448076e-07,1.5358047554334238e-13,3.9106558732348735e-08,2.1003876398894362e-15,1.4827896144421747e-08,5.4305032695654656e-09,5.4343614412358629e-09,2.3756535425156083e-12,1.4814326391782067e-12,2.8650619326741816e-09,4.5691580296879848e-20,4.3141114185909585e-20,4.3144035845451541e-20,2.143991408414691e-11,5.6796396432878946e-09,8.5195890298514838e-15,9.529769952687048e-18,1.6304081271716481e-10,1.1451419295528799e-10,1.0852224001263543e-15,1.9033543240943312e-14,2.3485425727129428e-21,6.0342071818760867e-19,1.4997396840868597e-16,1.472807466851068e-16,2.1709520440827859e-18,5.3768626967674414e-20,4.0299989805711148e-21,1.4001183093109134e-19,3.1660878730829299e-23,4.0901213589885177e-26,1.8640157970050202e-27,1.5987909033590947e-24,6.4780449282397891e-23,7.1293797922445642e-17,1.0405886737548457e-17,2.3921458869339991e-20,5.0775428423781099e-20,1.6954687933629889e-16,5.6717640439620673e-18,1.8734941809011348e-13
1.6995357063094033e-10,0.41155331294622577,154.0,0.0,0.0,0.0,0.99978838734548281,1.0,18.999988081958865,1.2382686751504359e-05,7.4387420036958656e-05,6.2922372711133229e-05,1.167795236539602e-05,3.6047837882562674e-11,1.6356218376679499e-07,2.0554129267211064e-05,3.0869954617897879e-10,2.9224565477895419e-05,2.3407367690599192e-07,1.5843671758602811e-13,4.1010796731904908e-08,2.1512602371640258e-15,1.542010357687535e-08,5.7928850550135524e-09,5.7970013340966869e-09,2.5343344722340889e-12,1.5807379137614563e-12,3.005134353914232e-09,5.330937472967115e-20,5.0337011573003472e-20,5.0340506233788916e-20,2.3135282642032027e-11,5.9516393983480369e-09,9.3298100385912861e-15,9.8317569175650798e-18,1.7079362028115146e-10,1.1995562094846982e-10,1.2063864926675348e-15,2.0355249495301779e-14,2.6712899266466143e-21,6.5119810722531502e-19,1.6586291482502421e-16,1.6284395105467789e-16,2.4583699753924262e-18,6.2194050538486053e-20,4.6735666938398272e-21,1.5866702673353824e-19,3.7604307317170385e-23,4.9439401204345987e-26,2.1617089783263399e-27,1.8974605569707749e-24,7.5180044950727611e-23,7.4686175076862007e-17,1.1028837993257593e-17,2.5061950880240431e-20,5.4496803940737262e-20,1.8206382579473471e-16,5.9480752589502696e-18,1.9647315704525611e-13
1.739487902841824e-10,0.41155331209077484,154.0,0.0,0.0,0.0,0.99978341294253636,1.0,18.999987717550269,1.2673699593976853e-05,7.6135612266239365e-05,6.4316537705139229e-05,1.2036544465989126e-05,3.6895004517983525e-11,1.635614373918904e-07,2.1038805626543135e-05,3.086980102595119e-10,2.9913710090292684e-05,2.3960894077465327e-07,1.633017973994836e-13,4.2960286718354422e-08,2.2021322279295854e-15,1.6019412065144472e-08,6.1695425222612167e-09,6.173927106809821e-09,2.6992726904194843e-12,1.6839736935618587e-12,3.1485736300159438e-09,6.1962781926185102e-20,5.851179910740793e-20,5.8515961041884524e-20,2.4918348071739671e-11,6.2299686766540326e-09,1.0196281037996128e-14,1.0137131968099394e-17,1.7871627715227327e-10,1.2551599128343436e-10,1.3378036109061068e-15,2.1732955367397026e-14,3.0293522066115624e-21,7.0145074799180844e-19,1.8299153592511319e-16,1.7961537103843504e-16,2.7755590292630211e-18,7.1686482432170091e-20,5.4008041163096517e-21,1.7927347503734629e-19,4.4481568067627669e-23,5.949412384759327e-26,2.4981076396759185e-27,2.2428418662630546e-24,8.6941538681844974e-23,7.8157937727674845e-17,1.1671633497352034e-17,2.6229177926007421e-20,5.8395374049622264e-20,1.9518083329588401e-16,6.2309506289804364e-18,2.0581356319828594e-13
1.7794400993742444e-10,0.41155331123396327,154.0,0.0,0.0,0.0,0.99977843854168125,1.0,18.999987352542274,1.2964708955088452e-05,7.7883783712053966e-05,6.5710067669104809e-05,1.239572959927024e-05,3.7742161051776224e-11,1.6356069101693429e-07,2.1523479163619729e-05,3.0869647434070189e-10,3.0602851387995629e-05,2.4514413864293089e-07,1.6817492299493762e-13,4.4955027706862123e-08,2.2530036121168462e-15,1.6625642969873266e-08,6.5606436725427815e-09,6.565306881506727e-09,2.8705419353164257e-12,1.791186535386007e-12,3.2953814313002119e-09,7.1761855932352051e-20,6.7769604632650237e-20,6.7774540765135094e-20,2.6791305603734067e-11,6.5146268705208258e-09,1.1121535618204738e-14,1.0445896782400302e-17,1.8680811612886484e-10,1.311948245739493e-10,1.4800752058681663e-15,2.3167511996676334e-14,3.4256459764126169e-21,7.5424076639464943e-19,2.0142307875580561e-16,1.9765597135462433e-16,3.1247761168671438e-18,8.2350052908461128e-20,6.220202409958404e-21,2.019815206696218e-19,5.2411998855064915e-23,7.1289500696804592e-26,2.8771400447552385e-27,2.6408815459159493e-24,1.0020463543932032e-22,8.1709293091835503e-17,1.2334349953920502e-17,2.7423209562063603e-20,6.2475229633777944e-20,2.089118355693659e-16,6.5203896547713959e-18,2.1537061994317718e-13
1.819392295906665e-10,0.4115533103759164,154.0,0.0,0.0,0.0,0.9997734641429199,1.0,18.999986986988091,1.3255714834864093e-05,7.9631934371970499e-05,6.7103015823351335e-05,1.2755454551646178e-05,3.8589307482787176e-11,1.6355994464193051e-07,2.2008149878921032e-05,3.0869493842249877e-10,3.129198937167545e-05,2.5067927050328862e-07,1.7305537241393243e-13,4.6995018712538261e-08,2.3038743896565301e-15,1.7238622738280552e-08,6.9663522879391044e-09,6.9713045581635326e-09,3.0482140930760733e-12,1.9024218261117519e-12,3.4455594270452124e-09,8.2825166130052008e-20,7.8222626246218989e-20,7.8228457480713143e-20,2.8756347217074547e-11,6.805613416088035e-09,1.2108162926152346e-14,1.0758053037529994e-17,1.9506847262657249e-10,1.369916433627389e-10,1.633822825204473e-15,2.4659754906488607e-14,3.8632531311096907e-21,8.096302011827381e-19,2.2122234897539111e-16,2.1702816493658876e-16,3.5083883201657291e-18,9.4296098802936084e-20,7.1408802791833253e-21,2.2694908626362535e-19,6.1526819007627124e-23,8.5076336705283274e-26,3.3030247966633429e-27,3.0981173179618224e-24,1.151195498240059e-22,8.5340456959876024e-17,1.3017062583556679e-17,2.8644118240288258e-20,6.6740459536540304e-20,2.2327075895870921e-16,6.8163918370707974e-18,2.2514431067492375e-13
1.8593444924390855e-10,0.41155330951674884,154.0,0.0,0.0,0.0,0.9997684897462551,1.0,18.999986620936237,1.35467172333287e-05,8.138006424355634e-05,6.8495430682044946e-05,1.3115670814853913e-05,3.9436443809862543e-11,1.6355919826688102e-07,2.2492817772925282e-05,3.0869340250494923e-10,3.1981124042000573e-05,2.562143363481875e-07,1.7794248753607704e-13,4.9080258750438511e-08,2.3547445604794015e-15,1.7858182708610613e-08,7.3868280508926727e-09,7.3920799342019554e-09,3.2323592502398171e-12,2.0177238158886272e-12,3.5991092854926332e-09,9.5280211697304225e-20,8.9991526516138871e-20,8.9998389165654204e-20,3.08156617815709e-11,7.1029277894286129e-09,1.3158807670034712e-14,1.1073602409509048e-17,2.0349668466808645e-10,1.4290597211372232e-10,1.7996882689096698e-15,2.6210504307663361e-14,4.345426059498856e-21,8.6768100795949468e-19,2.4245570839889456e-16,2.3779580789231759e-16,3.9288753323563776e-18,1.0764345791837147e-19,8.1726134364232736e-21,2.543418569673481e-19,7.1969987044521498e-23,1.0113455774667279e-25,3.7802844714379854e-27,3.6217207365587336e-24,1.3184751743982671e-22,8.9051653407881562e-17,1.3719845384932291e-17,2.9891979211273725e-20,7.1195150564449221e-20,2.3827152244683013e-16,7.1189566766552193e-18,2.3513461878953924e-13
1.899296688971506e-10,0.41155330865656475,154.0,0.0,0.0,0.0,0.99976351535168873,1.0,18.999986254430922,1.3837716150507208e-05,8.3128173324378525e-05,6.9887356469326608e-05,1.3476334169903238e-05,4.0283570031847657e-11,1.6355845189178216e-07,2.2977482846108837e-05,3.0869186658807576e-10,3.2670255399636705e-05,2.6174933617008453e-07,1.8283566843432173e-13,5.1210746835563856e-08,2.4056141245161045e-15,1.8484158925839926e-08,7.8222266591737762e-09,7.8277888195380536e-09,3.4230457442238745e-12,2.1371356500701559e-12,3.7560326738606951e-09,1.0926384373880902e-19,1.032058341086511e-19,1.0321388143093616e-19,3.2971435199420255e-11,7.4065695030018027e-09,1.4276170123145654e-14,1.1392546573329299e-17,2.1209209287291419e-10,1.4893733720428312e-10,1.9783337398846075e-15,2.7820565396182024e-14,4.8755928292483065e-21,9.2845506316955589e-19,2.6519107264502585e-16,2.6002419457495861e-16,4.3888318850039778e-18,1.225187665429657e-19,9.3258646563289233e-21,2.8433346488616047e-19,8.3899097275850722e-23,1.1977580160635797e-25,4.3137595239353861e-27,4.2195419962759839e-24,1.5056131775107513e-22,9.2843114533888397e-17,1.4442771372763514e-17,3.1166870434875778e-20,7.5843387490607615e-20,2.5392803768078579e-16,7.4280836743301397e-18,2.4534152768405666e-13
1.9792010820363471e-10,0.41155330693351927,154.0,0.0,0.0,0.0,0.99975356656886349,1.0,18.999985520217493,1.441970354110565e-05,8.6624329103998572e-05,7.2669898435409516e-05,1.4198844566989507e-05,4.1977792155924901e-11,1.6355695914144486e-07,2.3946804531909725e-05,3.0868879475628613e-10,3.4048508179491072e-05,2.7281913771467873e-07,1.9263808952688167e-13,5.5607463207220921e-08,2.5073514319534828e-15,1.9754726804771776e-08,8.7383959293478576e-09,8.7446110706150175e-09,3.824307632071448e-12,2.3884560895586428e-12,4.0800067042502712e-09,1.4241363486858541e-19,1.3453559468021859e-19,1.3454654726499074e-19,3.7581088212535265e-11,8.0328331642107897e-09,1.672212709246887e-14,1.2040625971452887e-17,2.2978187317364589e-10,1.6134929143490543e-10,2.3767164454731571e-15,3.1221770076321019e-14,6.0945298631236794e-21,1.0584200525417691e-18,3.1544723394360376e-16,3.09131539231823e-16,5.4381221704500814e-18,1.5740058302738359e-19,1.2042393544465207e-20,3.5284855986381516e-19,1.1291945958928963e-22,1.6622956472503528e-25,5.570392967772551e-27,5.6729202135752373e-24,1.9469849948520847e-22,1.0066779794443333e-16,1.5949341277496844e-17,3.3798068558302683e-20,8.5736827984292506e-20,2.8726393343754466e-16,8.0660221473175308e-18,2.6640508140602387e-13
2.051115035794704e-10,0.41155330538017254,154.0,0.0,0.0,0.0,0.99974461267152481,1.0,18.999984858243028,1.4943480286895904e-05,8.9770798176832398e-05,7.5172882096060899e-05,1.485026450154469e-05,4.3502557496588292e-11,1.6355561566598192e-07,2.4819184406663551e-05,3.0868603010981747e-10,3.5288924358586017e-05,2.8278173323038278e-07,2.0147601427131952e-13,5.9719246380593846e-08,2.5989129327421351e-15,2.091862709022555e-08,9.6154686047451771e-09,9.6223089693825442e-09,4.2084661312966062e-12,2.6291114292887601e-12,4.383137509275978e-09,1.7905593226213395e-19,1.6917124741406723e-19,1.6918554436306491e-19,4.2081538340350657e-11,8.618105708679097e-09,1.9179889834375527e-14,1.2635524401086412e-17,2.4626792422670124e-10,1.7291560204721391e-10,2.7860345681440907e-15,3.4493480759559877e-14,7.3938839392640546e-21,1.1853213145368907e-18,3.6652770091291927e-16,3.5900820516775563e-16,6.5459400283312935e-18,1.9546057916798483e-19,1.5022987351754943e-20,4.253112626965806e-19,1.4601390042023274e-22,2.2074867788795435e-25,6.949194728906313e-27,7.3291364729105058e-24,2.4320233765479671e-22,1.0798700276581139e-16,1.7374863461585916e-17,3.6259425149016355e-20,9.5343788337146248e-20,3.1964832287402364e-16,8.6626043463470924e-18,2.8610288788295495e-13
2.1230289895530607e-10,0.4115533038247829,154.0,0.0,0.0,0.0,0.99973565878102733,1.0,18.999984195327691,1.5467245753706941e-05,9.291719984974559e-05,7.7674809587993109e-05,1.5502604643141492e-05,4.5027290078770172e-11,1.6355427219036924e-07,2.5691555149279816e-05,3.0868326546548279e-10,3.6529329814797247e-05,2.9274411471404206e-07,2.1032642363169933e-13,6.3977617905774648e-08,2.6904724664635496e-15,2.2100963906325275e-08,1.0543141871989955e-08,1.0550643633949311e-08,4.6148063549373309e-12,2.8837062991917621e-12,4.6972244354483555e-09,2.2325279321453273e-19,2.1095366202508635e-19,2.1097214594050624e-19,4.6928389218384238e-11,9.2238726033130431e-09,2.1898352521448087e-14,1.3241447961151849e-17,2.6328555377974262e-10,1.8485383126609194e-10,3.2480059619528698e-15,3.7969227713916123e-14,8.9106333526629948e-21,1.3220049943749103e-18,4.2360167726090791e-16,4.1469837643288794e-16,7.8275042876840834e-18,2.4082908898593635e-19,1.8594720711156169e-20,5.0927719532380529e-19,1.8710033051511538e-22,2.9024235462495863e-25,8.6014694365436384e-27,9.3841005532330416e-24,3.0141268140806063e-22,1.1557021790730622e-16,1.8866761035536401e-17,3.8809688053581336e-20,1.0564127123381573e-19,3.5437336909753786e-16,9.2804401754360194e-18,3.065022227239891e-13
2.1949429433114174e-10,0.4115533022676878,154.0,0.0,0.0,0.0,0.99972670489738658,1.0,18.999983531617158,1.5990999941684194e-05,9.6063534108545428e-05,8.0175826600254089e-05,1.6155719313056801e-05,4.65519898957094e-11,1.635529287146185e-07,2.6563916762468412e-05,3.0868050082331491e-10,3.7769724551909529e-05,3.0270628212149285e-07,2.1918734115839597e-13,6.8382572036273174e-08,2.782030032711817e-15,2.3300930407889936e-08,1.15221933774445e-08,1.1530393272093553e-08,5.04366961522586e-12,3.1524561782316681e-12,5.0222771722383827e-09,2.7619876368441832e-19,2.6101432852770575e-19,2.610380122505026e-19,5.213429945733508e-11,9.8501319548920805e-09,2.4895272592829036e-14,1.385840638627772e-17,2.8083100888913713e-10,1.9716128510466203e-10,3.7672484197678731e-15,4.1653201102806324e-14,1.0671813245266803e-20,1.4688295913883039e-18,4.871211557927353e-16,4.7663424386980671e-16,9.3024223529767788e-18,2.9456688442440457e-19,2.2847627246463312e-20,6.0607055254526488e-19,2.3772388328727717e-22,3.7807824467800841e-25,1.0568870817945623e-26,1.1914800203547912e-23,3.7082766391660483e-22,1.2341905950993484e-16,2.0425448627234443e-17,4.1449400560334509e-20,1.166530260312273e-19,3.9151994262590147e-16,9.9195267243256628e-18,3.2760298913745092e-13
2.2668568970697742e-10,0.4115533007091861,154.0,0.0,0.0,0.0,0.99971775102061855,1.0,18.999982867234674,1.6514742850973075e-05,9.9209800939040288e-05,8.267605641037334e-05,1.6809485240138077e-05,4.8076656940637712e-11,1.6355158523872629e-07,2.7436269248919777e-05,3.0867773618321782e-10,3.9010108573679894e-05,3.1266823540851521e-07,2.2805709440935496e-13,7.2934103025025178e-08,2.8735856310805929e-15,2.4517757538841876e-08,1.25533667849862e-08,1.256230208499848e-08,5.495382308233808e-12,3.4355671260849827e-12,5.3583054006373779e-09,3.3922269804323456e-19,3.2061223538634094e-19,3.2064232840442217e-19,5.771190675297841e-11,1.0496882059387781e-08,2.8188990909069313e-14,1.4486409402568456e-17,2.9890056306951436e-10,2.0983528905680661e-10,4.3486043012790075e-15,4.5549455290561581e-14,1.2706722854105025e-20,1.6261530618496465e-18,5.5755428625168666e-16,5.4526273966217614e-16,1.099169863675115e-17,3.5784128887917469e-19,2.7881549450634068e-20,7.1711358882379021e-19,2.9965866745498397e-22,4.8822438135812429e-25,1.2897590894142031e-26,1.5009658287788778e-23,4.531122612423029e-22,1.3153521328882971e-16,2.2051343347428808e-17,4.4179129432274044e-20,1.284027810460507e-19,4.3116883874950861e-16,1.0579861083060825e-17,3.4940509034234916e-13
2.338770850828131e-10,0.41155329914952027,154.0,0.0,0.0,0.0,0.99970879715073935,1.0,18.999982202284574,1.703847448171902e-05,0.0001023560003270402,8.5175603346009516e-05,1.7463798099760337e-05,4.9601291206778368e-11,1.6355024176268888e-07,2.8308612611304994e-05,3.0867497154523955e-10,4.0250481883837815e-05,3.2262997453083754e-07,2.3693426799349226e-13,7.7632205124392591e-08,2.9651392611629569e-15,2.5750711868592961e-08,1.3637373361249536e-08,1.3647081853632304e-08,5.9702566098473591e-12,3.7332362230071323e-12,5.705318793809111e-09,4.1379687449299292e-19,3.9114256567446209e-19,3.911805034413399e-19,6.3673829947219582e-11,1.1164121372481956e-08,3.1798431741646462e-14,1.512546672825862e-17,3.1749051610720847e-10,2.2287318795627925e-10,4.9971426275789355e-15,4.9661913561794055e-14,1.5047026090460054e-20,1.7943328768611703e-18,6.353853462784059e-16,6.2104546103832489e-16,1.2917778444015085e-17,4.3193222659203843e-19,3.3806801608302113e-20,8.4393006811111374e-19,3.7493187247056032e-22,6.2532953663175306e-25,1.5638666713436458e-26,1.87697500718719e-23,5.5011007847854996e-22,1.3992043221198566e-16,2.3744866719910701e-17,4.6999464119689997e-20,1.4091424363366305e-19,4.7340077791762012e-16,1.1261440341989472e-17,3.719084295683734e-13
2.410684804586488e-10,0.41155329758890213,154.0,0.0,0.0,0.0,0.9996998432877654,1.0,18.99998153685512,1.7562194834067475e-05,0.00010550213225835716,8.767455571205313e-05,1.8118569587234676e-05,5.1125892687345939e-11,1.6354889828651943e-07,2.9180946852275969e-05,3.0867220690945145e-10,4.1490844486085557e-05,3.3259149944413879e-07,2.4581766386509668e-13,8.2476872586163188e-08,3.0566909225515389e-15,2.6999093607725793e-08,1.477489347047651e-08,1.4785413434671642e-08,6.4685911320360086e-12,4.0456519845521183e-12,6.0633270177249704e-09,5.0154631072605146e-19,4.7414558936983286e-19,4.7419306573115054e-19,7.0032670906319082e-11,1.1851848484643371e-08,3.5743102754144252e-14,1.5775588074350135e-17,3.3659719387503625e-10,2.3627234583684891e-10,5.7181610470024292e-15,5.3994372674972887e-14,1.7726852416628607e-20,1.9737260751255827e-18,7.2111471495267528e-16,7.0445859681890979e-16,1.5104591506243269e-17,5.1823834017930699e-19,4.0744851159086856e-20,9.8814870832090814e-19,4.6584945158259146e-22,7.9481104389228943e-25,1.8848295617989749e-26,2.3310103170425624e-23,6.6385551655107841e-22,1.4857653450089685e-16,2.5506446301293717e-17,4.9911016082084515e-20,1.5421110026881528e-19,5.182964061141983e-16,1.1964261591762334e-17,3.9511291005589069e-13
