Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68)
1.919747279081271e-12,0.41155334093420526,154.0,0.0,0.0,0.0,0.99999760636999302,1.0,18.999999994705586,1.3990649982761749e-07,8.4167247837199647e-07,8.3925801667611336e-07,3.8510701243870778e-09,4.0804060983973403e-13,1.5873286319992746e-07,1.6866836278229229e-07,2.7719061379613349e-10,2.3981335530392529e-07,1.4407394090904218e-09,5.2246160360409877e-17,5.5159283366351033e-12,1.3241022548223894e-17,3.0892440153651208e-12,1.187970935806708e-14,1.1885327469273911e-14,4.1912859531464417e-18,1.4268176301608691e-18,3.820931877170284e-13,2.3541884825788236e-33,2.2170075404855843e-33,2.2170091774494599e-33,1.3356391080756323e-17,2.202037807311498e-12,6.2563997655705961e-21,4.212179972301543e-20,1.3620039612651084e-14,9.5792760493923007e-15,7.6235261602571702e-24,3.5562710421187047e-20,2.1231607372028215e-31,2.9702259989777172e-25,1.1355340568700354e-24,8.3836813496850815e-25,1.4411682485801981e-28,4.610670590372292e-32,3.0930892138286662e-33,1.2812629292235286e-29,2.7880480968910741e-37,6.5111879985896722e-41,1.3826523381532975e-39,3.7599579304310191e-38,4.8220796051014407e-35,1.0885013803344927e-20,3.33809732144592e-23,2.619157375466921e-24,2.2591426312518927e-25,2.4228146663234619e-22,7.1582106541479905e-22,2.5141625328486729e-17
1.943512683431197e-12,0.4115533409339161,154.0,0.0,0.0,0.0,0.9999975767745638,1.0,18.999999994582605,1.4163845949762647e-07,8.5208199734953977e-07,8.4959995067699163e-07,3.9462892279980708e-09,4.1290251177653132e-13,1.5893990016544237e-07,1.7146831231405642e-07,2.7806941180577753e-10,2.4379433545837955e-07,1.4684636080894949e-09,5.353799036916364e-17,5.6514698168232726e-12,1.3495821978699748e-17,3.1659334837846868e-12,1.2325573613145518e-14,1.2331424681743567e-14,4.3596170348340935e-18,1.4914435525364343e-18,3.9160806902507722e-13,2.5656291077383992e-33,2.416128165731342e-33,2.4161299718256508e-33,1.3866046158364861e-17,2.238864533235355e-12,6.4396048988697781e-21,4.2936839117811696e-20,1.4038512496118171e-14,9.873595479460043e-15,8.0106825608444967e-24,3.6898464738981933e-20,2.2584745448884443e-31,3.0919367075525392e-25,1.193336169694264e-24,8.8398970246341903e-25,1.5391300348573888e-28,4.9870686901535027e-32,3.3456551177148041e-33,1.3630576170066803e-29,3.0542106473471258e-37,7.1382770415772997e-41,1.4961984675881105e-39,4.0866236646225706e-38,5.2158503700683904e-35,1.1155620568030318e-20,3.4630966247518924e-23,2.6947666549505587e-24,2.3255942908021068e-25,2.5166257420783811e-22,7.3420248767280585e-22,2.5767686186965892e-17
1.9672780877811232e-12,0.411553340933624,154.0,0.0,0.0,0.0,0.99999754717932865,1.0,18.99999999445836,1.4337041904440412e-07,8.6249139853375901e-07,8.5994073783596517e-07,4.0426534942683371e-09,4.1785029731890402e-13,1.5913811825351774e-07,1.7427183312995282e-07,2.7892374940915152e-10,2.4778039330195312e-07,1.4963047797753076e-09,5.4845356968958897e-17,5.7886306432580674e-12,1.3751696462389768e-17,3.2435565722157541e-12,1.2782436683051167e-14,1.2788527198517645e-14,4.5324130033822716e-18,1.5580940506308675e-18,4.0123990948925863e-13,2.7931352024755795e-33,2.630378261776492e-33,2.6303802520935969e-33,1.4388685311177694e-17,2.2759250115343902e-12,6.6261189525728737e-21,4.3755413179876334e-20,1.4463874882272167e-14,1.0172760336306593e-14,8.4124659795327831e-24,3.826722237439005e-20,2.4006164299685266e-31,3.2169919278341622e-25,1.253330277480394e-24,9.3146831100550257e-25,1.642386962115053e-28,5.3888733173453761e-32,3.6152743931730199e-33,1.4489898805152184e-29,3.3419616137546037e-37,7.8168182024139403e-41,1.6174549934782722e-39,4.4371841698049134e-38,5.6362110107332305e-35,1.1429537349615339e-20,3.5911656330036498e-23,2.7714897455730519e-24,2.3932294472461245e-25,2.6128294259473329e-22,7.5281704356242311e-22,2.6401442193648524e-17
1.9910434921310494e-12,0.4115533409333289,154.0,0.0,0.0,0.0,0.99999751758428013,1.0,18.99999999433285,1.4510237846795081e-07,8.7290068438057644e-07,8.7028037878380101e-07,4.1401622925446656e-09,4.2304996891773433e-13,1.5932789310039214e-07,1.7707877310840372e-07,2.7975430742871642e-10,2.5177131254764876e-07,1.5242603022285902e-09,5.6168251677295621e-17,5.9274103558249149e-12,1.4008621902209659e-17,3.3221130424682196e-12,1.3250431625891899e-14,1.3256768170898107e-14,4.7097322976535139e-18,1.6268038793147844e-18,4.1098870793959396e-13,3.0377106145487025e-33,2.8607031983080748e-33,2.8607053890797826e-33,1.4924480568854897e-17,2.3132192355073333e-12,6.8159697856688409e-21,4.4577443437968723e-20,1.4896135215625725e-14,1.0476776556278389e-14,8.8292442137881365e-24,3.966938457958598e-20,2.5498427310944048e-31,3.3454395988350751e-25,1.3155718876446934e-24,9.8085465398689558e-25,1.7511531314304162e-28,5.8174480355164662e-32,3.9028627229379678e-33,1.539215665202772e-29,3.6527490214472188e-37,8.5503173217151075e-41,1.7468382795242087e-39,4.813068681511405e-38,6.0845894558586967e-35,1.170676372836347e-20,3.7223409881324488e-23,2.8493267222180217e-24,2.4620568802193233e-25,2.7114558560762273e-22,7.7166473023160662e-22,2.7042893259525717e-17
2.0148088964809755e-12,0.4115533409330309,154.0,0.0,0.0,0.0,0.99999748798941024,1.0,18.999999994206089,1.4683433776826683e-07,8.8330985785797476e-07,8.8061887415091972e-07,4.2388149925210131e-09,4.280970349544312e-13,1.5950958451586657e-07,1.7988898653707093e-07,2.8056174787134996e-10,2.5576688602114893e-07,1.5523276119630887e-09,5.7506665947322273e-17,6.0678085070238254e-12,1.4266574738085615e-17,3.401602656445747e-12,1.3729691465760755e-14,1.3736280716222455e-14,4.8916333415619125e-18,1.6976078587489316e-18,4.2085446323485013e-13,3.3004091460168594e-33,3.1080953898611967e-33,3.1080977985304202e-33,1.5473604273072398e-17,2.3507471984848247e-12,7.0091853368401853e-21,4.5402855482582955e-20,1.5335301577914329e-14,1.078564982056567e-14,9.261389819402068e-24,4.1105352555820719e-20,2.7064162128667958e-31,3.4773277481731983e-25,1.38011723918129e-24,1.0322001469710603e-24,1.8656484701427516e-28,6.2742115166666643e-32,4.2093728261624857e-33,1.6338948551728798e-29,3.9880989432754712e-37,9.3424736229905643e-41,1.8847816260388426e-39,5.2157740468846098e-38,6.5624714016238226e-35,1.1987299285594049e-20,3.8566593112958251e-23,2.9282776451034433e-24,2.5320853693645629e-25,2.8125351701014079e-22,7.9074554488950315e-22,2.7692039297492369e-17
2.0385743008309016e-12,0.41155334093272994,154.0,0.0,0.0,0.0,0.99999745839471188,1.0,18.999999994078077,1.4856629694535243e-07,8.9371892161474574e-07,8.9095622456739364e-07,4.3386109642384403e-09,4.3284811088206076e-13,1.596835366653911e-07,1.827023340391162e-07,2.8134671406866082e-10,2.5976691555597187e-07,1.5805042035765079e-09,5.8860591113499097e-17,6.2098246618764372e-12,1.452553194375506e-17,3.4820251761457331e-12,1.4220349192740118e-14,1.4227197917867178e-14,5.0781745440748388e-18,1.7705408737052869e-18,4.3083717426238743e-13,3.5823350627954807e-33,3.3735947757020943e-33,3.3735974209953819e-33,1.603622907748635e-17,2.3885088938292549e-12,7.2057936244802519e-21,4.6231577904740868e-20,1.5781381692270164e-14,1.1099385558138121e-14,9.7092801122715436e-24,4.257552745344955e-20,2.8706060871888958e-31,3.6127044920529591e-25,1.4470233030070926e-24,1.0855569280375939e-24,1.9860987531442484e-28,6.7606379178328003e-32,4.5357947118812877e-33,1.7331912865179326e-29,4.3496162750785958e-37,1.0197181790055276e-40,2.0317353864924634e-39,5.6468653796299277e-38,7.0714007071179856e-35,1.2271143603678196e-20,3.9941572028831438e-23,3.0083425600597744e-24,2.6033236943320409e-25,2.9160975051517408e-22,8.1005948480611171e-22,2.8348880222338381e-17
2.0623397051808278e-12,0.411553340932426,154.0,0.0,0.0,0.0,0.99999742880017783,1.0,18.999999993948808,1.5029825599920804e-07,9.0412787743834851e-07,9.0129243066294825e-07,4.4395495780847851e-09,4.3796541617951972e-13,1.5985007926700396e-07,1.8551868208847616e-07,2.821098316157204e-10,2.6377121130428847e-07,1.6087876273947295e-09,6.023001865602113e-17,6.3534583973007996e-12,1.4785471005177866e-17,3.5633803636590678e-12,1.4722537762930565e-14,1.472965282527215e-14,5.2694142992230718e-18,1.8456378690614557e-18,4.4093683993702048e-13,3.8846463799315794e-33,3.6582919138321263e-33,3.6582948158387233e-33,1.6612527947132057e-17,2.4265043149336089e-12,7.4058227466407162e-21,4.7063538474157913e-20,1.62343829506589e-14,1.141798896504234e-14,1.0173297180775932e-23,4.4080310372120142e-20,3.0426881636363476e-31,3.7516180351062867e-25,1.5163477843765026e-24,1.1409778601987352e-24,2.1127357529365052e-28,7.2782596016465327e-32,4.8831575102452122e-33,1.8372728413305168e-29,4.7389904992877969e-37,1.1118546655464467e-40,2.1881678096612659e-39,6.1079802531776644e-38,7.612982251799856e-35,1.255829626600436e-20,4.1348712425537732e-23,3.0895215003431964e-24,2.6757806347781989e-25,3.0221729978627474e-22,8.2960654730982543e-22,2.9013415950673561e-17
2.086105109530754e-12,0.41155334093211915,154.0,0.0,0.0,0.0,0.99999739920580155,1.0,18.9999999938183,1.5203021492983386e-07,9.1453672800988945e-07,9.1162749306696259e-07,4.5416302047946133e-09,4.4316202630970732e-13,1.6000952770733418e-07,1.8833790296288468e-07,2.8285170846283282e-10,2.677795916701293e-07,1.6371754892404504e-09,6.1614940252133938e-17,6.4987093020490733e-12,1.504636991837899e-17,3.6456679811701036e-12,1.5236390098453725e-14,1.5243778453943017e-14,5.4654109861018842e-18,1.9229338493615459e-18,4.5115345920086998e-13,4.2085552811819408e-33,3.9633283761306982e-33,3.9633315563822574e-33,1.7202674158432047e-17,2.4647334552213132e-12,7.6093008810595333e-21,4.7898665547669018e-20,1.6694312416538828e-14,1.174146500627206e-14,1.0653827887016455e-23,4.562010236079089e-20,3.2229448642658899e-31,3.8941166703818656e-25,1.5881491231197663e-24,1.1985165316374022e-24,2.245797254408069e-28,7.8286674045021692e-32,5.2525296530270671e-33,1.9463114569617741e-29,5.1579962526798345e-37,1.2110884817662313e-40,2.3545651226388994e-39,6.600829244006865e-38,8.1888822171634811e-35,1.2848756856972537e-20,4.2788379892408369e-23,3.1718144868063885e-24,2.7494649703656191e-25,3.1307917843779906e-22,8.4938672978718401e-22,2.968564640091461e-17
2.10987051388068e-12,0.41155334093180945,154.0,0.0,0.0,0.0,0.99999736961157681,1.0,18.99999999368654,1.5376217373723015e-07,9.2494547590562553e-07,9.2196141240846895e-07,4.6448522154488846e-09,4.4820257201771659e-13,1.6016218412384435e-07,1.9115987430559667e-07,2.8357293578571914e-10,2.7179188268624134e-07,1.6656654482298332e-09,6.301534714166188e-17,6.6455769761281527e-12,1.5308207169102219e-17,3.728887790956435e-12,1.5762039087479963e-14,1.5769707785474784e-14,5.6662229688813851e-18,2.0024638746814844e-18,4.6148703102230257e-13,4.5553314741765941e-33,4.2898999081797707e-33,4.2899033897367666e-33,1.7806841298695932e-17,2.5031963081451618e-12,7.8162562851503879e-21,4.8736891998336312e-20,1.7161176849668455e-14,1.2069818433216428e-14,1.1151263878844917e-23,4.7195304417907304e-20,3.411665369800104e-31,4.0402487791954497e-25,1.6624864959822018e-24,1.2582272580476671e-24,2.3855272008070676e-28,8.4135133335609153e-32,5.6450206891682976e-33,2.0604832174741811e-29,5.6084991521739197e-37,1.3178739610734902e-40,2.5314323658676099e-39,7.1272002062219242e-38,8.8008309197910406e-35,1.314252496196281e-20,4.4260939811876012e-23,3.255221529462944e-24,2.8243854807620171e-25,3.2419840003623102e-22,8.6940002968055594e-22,3.0365571493216316e-17
2.133635918230606e-12,0.4115533409314968,154.0,0.0,0.0,0.0,0.99999734001749707,1.0,18.999999993553544,1.5549413242139718e-07,9.3535412323843617e-07,9.3229418931615319e-07,4.7492149814747863e-09,4.5326279001205167e-13,1.6030833788361144e-07,1.9398447893149586e-07,2.8427408838390737e-10,2.7580791773841198e-07,1.6942552157512098e-09,6.4431230895511258e-17,6.794061030534264e-12,1.5570961723576946e-17,3.8130395553887968e-12,1.6299617584241721e-14,1.6307573767563292e-14,5.8719085968117844e-18,2.0842630587621411e-18,4.7193755439544048e-13,4.9263038904630824e-33,4.6392580303352496e-33,4.6392618378769067e-33,1.8425203265848393e-17,2.5418928671868181e-12,8.0267172959832133e-21,4.9578151465858287e-20,1.763498271708139e-14,1.2403053791379073e-14,1.1666001595705194e-23,4.8806317491483886e-20,3.6091456910378992e-31,4.1900628310570811e-25,1.7394198177611223e-24,1.3201650837722445e-24,2.5321757651091763e-28,9.0345119186391469e-32,6.061782194943873e-33,2.1799683983539859e-29,6.0924587904992002e-37,1.4326888814065688e-40,2.7192938118165582e-39,7.6889604365668314e-38,9.450624231657907e-35,1.3439600167320751e-20,4.5766757359647925e-23,3.3397426281359583e-24,2.9005509456397813e-25,3.3557797810079467e-22,8.8964644448706532e-22,3.1053191149439468e-17
2.1574013225805323e-12,0.4115533409311812,154.0,0.0,0.0,0.0,0.999997310423557,1.0,18.999999993419312,1.5722609098233525e-07,9.4576267232459999e-07,9.4262582441835408e-07,4.8547178746455722e-09,4.5826374180987731e-13,1.6044826603707876e-07,1.9681160464333867e-07,2.8495572506648004e-10,2.7982753730420325e-07,1.7229425544683743e-09,6.5862582872516812e-17,6.9441610869952768e-12,1.5834613019239191e-17,3.8981230369309612e-12,1.6849258409046792e-14,1.685750931401668e-14,6.0825262042288617e-18,2.1683665672171577e-18,4.8250502833966184e-13,5.3228624763823842e-33,5.0127117243415206e-33,5.0127158842594144e-33,1.9057934268172543e-17,2.5808231258563017e-12,8.2407123302727777e-21,5.0422378304444209e-20,1.8115736203487447e-14,1.2741175427693634e-14,1.2198442274506236e-23,5.0453542479184313e-20,3.8156887407720467e-31,4.3436073835996311e-25,1.8190097424475567e-24,1.3843857829446022e-24,2.6859994219286634e-28,9.6934415944613289e-32,6.5040087046388403e-33,2.3049515115639193e-29,6.6119318452524721e-37,1.5560352732858737e-40,2.9186933931324775e-39,8.2880589566161721e-38,1.014012503247664e-34,1.3739982060341784e-20,4.730619750487765e-23,3.4253777730465714e-24,2.9779701446755498e-25,3.472209261040531e-22,9.1012597175755046e-22,3.1748505293116235e-17
2.1811667269304584e-12,0.4115533409308627,154.0,0.0,0.0,0.0,0.99999728082975048,1.0,18.99999999328384,1.5895804942004454e-07,9.561711252006689e-07,9.5295631834306578e-07,4.9613602670803867e-09,4.6335598095958232e-13,1.605822337893823e-07,1.9964114404088104e-07,2.8561838905443708e-10,2.8385058868156872e-07,1.7517252772794747e-09,6.7309394745134943e-17,7.0958767777026693e-12,1.6099140955275211e-17,3.9841379981396309e-12,1.7411094348292292e-14,1.7419647304767506e-14,6.2981341105597495e-18,2.2548096156669826e-18,4.9318945189909968e-13,5.746460113575735e-33,5.4116292420297262e-33,5.4116337825253449e-33,1.9705208824057819e-17,2.6199870776914849e-12,8.4582698843752412e-21,5.1269508382966807e-20,1.8603443222076622e-14,1.3084187498122654e-14,1.2748991955817173e-23,5.2137380228405176e-20,4.031604409618189e-31,4.5009310825039456e-25,1.9013176644289674e-24,1.450945860692029e-24,2.8472610233527447e-28,1.0392146165252692e-31,6.9729386966914552e-33,2.4356213530539086e-29,7.1690753912813236e-37,1.6884402832762295e-40,3.1301951563198943e-39,8.9265289554856892e-38,1.087126474860995e-34,1.4043670229256488e-20,4.8879625010345365e-23,3.5121269454219454e-24,3.0566518575497437e-25,3.5913025747253293e-22,9.3083860909547425e-22,3.2451513849417657e-17
2.2049321312803845e-12,0.41155334093054124,154.0,0.0,0.0,0.0,0.99999725123607242,1.0,18.999999993147139,1.6069000773452534e-07,9.6657948418792559e-07,9.6328567171793556e-07,5.0691415312440686e-09,4.6835624164075264e-13,1.6071049501648174e-07,2.0247299431186061e-07,2.8626260842271334e-10,2.8787692569166982e-07,1.780601246171342e-09,6.8771657798025515e-17,7.2492077450163554e-12,1.6364525881944034e-17,4.0710842016643303e-12,1.7985258154480094e-14,1.7994120585886174e-14,6.5187906203293091e-18,2.3436274676919236e-18,5.0399082414207116e-13,6.198614754905154e-33,5.8374401168903713e-33,5.8374450680770845e-33,2.0367201761712672e-17,2.6593847162575114e-12,8.6794185342810333e-21,5.2119479316212284e-20,1.9098109426350057e-14,1.3432093975978811e-14,1.3318061490726269e-23,5.3858231536368184e-20,4.2572096500734809e-31,4.6620826614154317e-25,1.9864057198213272e-24,1.5199025544681543e-24,3.0162298830177625e-28,1.1132536435083749e-31,7.4698556914666658e-33,2.572171055435369e-29,7.7661506053754794e-37,1.8304571381351735e-40,3.3543837667893288e-39,9.6064905011603381e-38,1.1646045066197285e-34,1.4350664263212921e-20,5.048740443265684e-23,3.5999901181591662e-24,3.1366048639460765e-25,3.7130898558741257e-22,9.5178435415572469e-22,3.3162216745114663e-17
2.2286975356303107e-12,0.41155334093021706,154.0,0.0,0.0,0.0,0.99999722164251736,1.0,18.999999993009208,1.6242196592577784e-07,9.7698775118796896e-07,9.7361388517026522e-07,5.1780610399469586e-09,4.7345301338529963e-13,1.6083329277816773e-07,2.0530705702424377e-07,2.868888965456009e-10,2.9190640838349328e-07,1.8095683710595801e-09,7.0249363738664869e-17,7.4041536411680215e-12,1.6630748590090394e-17,4.158961410247287e-12,1.857188254623276e-14,1.8581061969594773e-14,6.7445540231667521e-18,2.4348554327809633e-18,5.1490914416052461e-13,6.6809116663024038e-33,6.2916372754100712e-33,6.2916426694198298e-33,2.1044088218868635e-17,2.6990160351462286e-12,8.9041869356070148e-21,5.2972230153561007e-20,1.9599740221879479e-14,1.3784898660195771e-14,1.390606654793118e-23,5.5616497150213681e-20,4.4928285635191271e-31,4.8271109418578167e-25,2.0743367878449448e-24,1.5913138354292087e-24,3.1931818631605184e-28,1.1916591912894388e-31,7.9960893993745658e-33,2.7147981425194302e-29,8.4055266812892083e-37,1.982666163697251e-40,3.5918650370980395e-39,1.0330153383730721e-37,1.2466539722872107e-34,1.4660963752260488e-20,5.2129900122447485e-23,3.6889672564685791e-24,3.2178379435510484e-25,3.8376012378521877e-22,9.7296320464339997e-22,3.3880613908542333e-17
2.252462939980237e-12,0.4115533409298898,154.0,0.0,0.0,0.0,0.99999719204908044,1.0,18.999999992870052,1.6415392399380222e-07,9.8739592845533242e-07,9.8394095932701109e-07,5.2881181663447005e-09,4.7843501996488485e-13,1.6095085979029888e-07,2.081432379349839e-07,2.8749775251538836e-10,2.9593890276194216e-07,1.8386246086898798e-09,7.1742503806237994e-17,7.5607141279813225e-12,1.689779030085541e-17,4.2477693867233205e-12,1.9171100208308885e-14,1.9180604234280552e-14,6.9754825938121798e-18,2.5285288644199813e-18,5.2594441106948696e-13,7.195005670986878e-33,6.7757791506419249e-33,6.7757850217367433e-33,2.1736043642480804e-17,2.7388810279756344e-12,9.1326038235843523e-21,5.3827701224848734e-20,2.0108340777132018e-14,1.4142605182941795e-14,1.4513427620640931e-23,5.7412577767089262e-20,4.7387924851961611e-31,4.9960648331493952e-25,2.1651744921643112e-24,1.6652384097742506e-24,3.3783994596832366e-28,1.2746362501734589e-31,8.5530168584423431e-33,2.863704582610722e-29,9.0896847634576472e-37,2.1456758109290901e-40,3.8432664503795498e-39,1.1099819959832184e-37,1.3334896283055136e-34,1.497456828733275e-20,5.380747622457853e-23,3.7790583184421922e-24,3.3003598760534791e-25,3.9648668535848594e-22,9.9437515831265757e-22,3.4606705269561689e-17
2.276228344330163e-12,0.41155334092955975,154.0,0.0,0.0,0.0,0.99999716245575687,1.0,18.999999992729666,1.6588588193859877e-07,9.9780401774304087e-07,9.9426689481478485e-07,5.3993122839380488e-09,4.8354670389789215e-13,1.6106341885999975e-07,2.1098144681377873e-07,2.8808966153589244e-10,2.9997428053725343e-07,1.8677679615983818e-09,7.3251069795016416e-17,7.7188888766098302e-12,1.7165632656342399e-17,4.3375078940197384e-12,1.9783043791618018e-14,1.9792880124509018e-14,7.2116345921229981e-18,2.6246831583089456e-18,5.3709662400657181e-13,7.7426233945670383e-33,7.2914917966101273e-33,7.2914981812983929e-33,2.2443243788451308e-17,2.7789796883893716e-12,9.364698013052295e-21,5.4685834166725913e-20,2.0623916033446002e-14,1.4505217016636094e-14,1.5140570033301883e-23,5.924687403423409e-20,4.9954400670843095e-31,5.1689933323219059e-25,2.2589832021912428e-24,1.741735720048615e-24,3.5721718851581806e-28,1.3623970168794223e-31,9.1420635590272175e-33,3.0190968405103539e-29,9.821221888549803e-37,2.3201236868537037e-40,4.1092376778944831e-39,1.191788799617185e-37,1.4253337893213052e-34,1.5291477460233338e-20,5.5520496678325926e-23,3.8702632555573331e-24,3.3841794411440642e-25,4.0949168355638114e-22,1.0160202129656232e-21,3.5340490759528502e-17
2.299993748680089e-12,0.4115533409292269,154.0,0.0,0.0,0.0,0.99999713286254233,1.0,18.999999992588062,1.6761783976016759e-07,1.0082120212256111e-06,1.0045916922598094e-06,5.5116427666150247e-09,4.8856084472193982e-13,1.6117118217782107e-07,2.1382159772972496e-07,2.8866509368459781e-10,3.0401241953256505e-07,1.8969964824914006e-09,7.4775052935341317e-17,7.8786775683699967e-12,1.7434257759626781e-17,4.4281766951675781e-12,2.040784590908258e-14,2.04180223468872e-14,7.4530682612543948e-18,2.723353755441215e-18,5.4836578213412693e-13,8.3255747734329558e-33,7.8404797265789052e-33,7.8404866637521242e-33,2.3165864759225395e-17,2.8193120100592416e-12,9.6004984082199521e-21,5.5546572103887395e-20,2.1146470688806015e-14,1.4872737462537191e-14,1.5787924542626379e-23,6.1119786542951453e-20,5.2631182778419241e-31,5.3459455347916596e-25,2.3558281262445161e-24,1.8208660371495527e-24,3.7747959952854516e-28,1.4551619864150669e-31,9.7647107874397233e-33,3.1811864933662329e-29,1.0602870159774377e-36,2.5066814246490164e-40,4.3904539450923602e-39,1.2786865865755836e-37,1.5224174738379709e-34,1.5611690863723213e-20,5.7269325192366153e-23,3.9625820124362911e-24,3.4693054185150938e-25,4.2277813158012552e-22,1.0378983664569806e-21,3.608197031143316e-17
2.323759153030015e-12,0.4115533409288911,154.0,0.0,0.0,0.0,0.99999710326943203,1.0,18.99999999244524,1.6934979745850894e-07,1.0186199406595462e-06,1.0149153522880492e-06,5.625108988523424e-09,4.9363541777928647e-13,1.6127435515272111e-07,2.1666360749826371e-07,2.8922450920658422e-10,3.0805320147577695e-07,1.9263082568941678e-09,7.6314444931383759e-17,8.0400798911861981e-12,1.7703648015513304e-17,4.519775553267406e-12,2.104563914813951e-14,2.105616358255437e-14,7.6998418331560287e-18,2.8245761257762425e-18,5.5975188463069634e-13,8.9457278164003566e-33,8.4245021444690299e-33,8.4245096754980406e-33,2.3904082889602543e-17,2.8598779866755329e-12,9.8400339732782886e-21,5.6409859135309456e-20,2.1676009285748727e-14,1.5245169712570682e-14,1.6455925557870249e-23,6.3031715847068164e-20,5.5421797402089316e-31,5.5269706019447175e-25,2.4557750368666443e-24,1.9026901891133221e-24,3.986573847905509e-28,1.5531573714703849e-31,1.0422478276212451e-32,3.3501885948986091e-29,1.1437455903938708e-36,2.7060444369209698e-40,4.6876080877558713e-39,1.3709338806043411e-37,1.6249776978277821e-34,1.5935208091194367e-20,5.9054325320749334e-23,4.0560145294781407e-24,3.5557465878595709e-25,4.3634904259927223e-22,1.0600096166757945e-21,3.683114385933756e-17
2.3475245573799413e-12,0.4115533409285524,154.0,0.0,0.0,0.0,0.99999707367642188,1.0,18.999999992301202,1.7108175503362298e-07,1.02902777807233e-06,1.0252378755251011e-06,5.7397103241775049e-09,4.9861171822343927e-13,1.6137313386395506e-07,2.1950739671309019e-07,2.8976835469994678e-10,3.1209651346672405e-07,1.9557014160306104e-09,7.7869237097997923e-17,8.2030955421547896e-12,1.7973786248720112e-17,4.612304231517863e-12,2.1696556060271756e-14,2.1707436476719876e-14,7.9520135239692067e-18,2.9283857791366405e-18,5.7125493069736291e-13,9.6050340367444393e-33,9.0453968959238667e-33,9.0454050647980376e-33,2.4658074842073761e-17,2.9006776119543051e-12,1.0083333757052438e-20,5.727564068412245e-20,2.2212536152955079e-14,1.562251680824866e-14,1.7145012646854625e-23,6.498306244757702e-20,5.8329851083278037e-31,5.7121177882067555e-25,2.5588905036146016e-24,1.987269790993431e-24,4.2078148946514678e-28,1.6566175632563031e-31,1.1116940752313826e-32,3.5263231378625661e-29,1.2327941103693531e-36,2.9189424051975404e-40,5.0014181335584127e-39,1.4688002488609186e-37,1.7332600562476877e-34,1.6262028736919125e-20,6.087586039944458e-23,4.1505607413764007e-24,3.6435117288712467e-25,4.5020742973905479e-22,1.0823539615590032e-21,3.7588011338792894e-17
2.3712899617298675e-12,0.411553340928211,154.0,0.0,0.0,0.0,0.99999704408350809,1.0,18.999999992155946,1.728137124855099e-07,1.0394355350542569e-06,1.0355592625961902e-06,5.8554461484635725e-09,5.0372280498015447e-13,1.6146770529957762e-07,2.2235288964956717e-07,2.9029706326919036e-10,3.161422478398496e-07,1.9851741365502481e-09,7.9439421248140379e-17,8.3677242274431149e-12,1.8244655701564188e-17,4.705762493217101e-12,2.2360729160456224e-14,2.2371973638109843e-14,8.209641533784135e-18,3.034818264204282e-18,5.8287491955763265e-13,1.0305532212788892e-32,9.7050840099689381e-33,9.7050928634432248e-33,2.5428017611715813e-17,2.9417108796373087e-12,1.0330426894330561e-20,5.8143863501304718e-20,2.2756055410717426e-14,1.6004781644514949e-14,1.7855630624069773e-23,6.6974226791884011e-20,6.1359032810823848e-31,5.9014364424268532e-25,2.6652419069853735e-24,2.0746672586286957e-24,4.4388361844761198e-28,1.765785442245997e-31,1.1849730028812925e-32,3.7098151863994759e-29,1.3277430005307743e-36,3.1461409945403522e-40,5.3326282628835876e-39,1.5725667909163108e-37,1.8475190494246838e-34,1.6592152396050446e-20,6.2734293543088413e-23,4.2462205774316253e-24,3.73260962124423e-25,4.643563060802859e-22,1.1049313990911319e-21,3.8352572686832975e-17
