Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443)
1.350728311797658e-08,0.3296136115103872,154.0,0.0,0.0,0.0,0.97706262183532666,1.0,18.998004692198844,0.0010792805436520697,0.0081252255171478088,0.0060969248842919184,0.0018632402760484078,4.7458852223140438e-09,1.9994651700743341e-07,0.0020352070160854947,4.1266899823614956e-10,0.0029521429378358949,3.0957007402766946e-05,2.450134478956353e-11,0.00046962973809267921,2.7669599443399262e-13,4.1655332819749401e-06,0.00018005612918538689,0.00018057896724703044,9.5997737999427088e-08,6.0096105340069932e-08,6.3459435403841362e-05,5.0206909475893962e-09,6.2142465129868384e-09,6.2633221334297117e-09,3.597513909001182e-05,6.4025849631824989e-05,9.198157045573846e-07,8.4750291654457558e-14,2.1256770632658652e-07,1.4315767254228319e-07,3.317276890701644e-07,1.9594174018988091e-09,1.8747654314042454e-11,1.1760791775845213e-12,2.3549494419859928e-08,1.0400934617853864e-08,1.2077319553861323e-08,2.3192183251770262e-09,8.7082734347763182e-10,2.629748884288414e-09,3.2008019041473995e-10,2.0513528058792259e-11,4.1490927904740776e-16,1.0750616567614821e-10,5.1685778027612171e-11,9.4829302439354486e-12,2.873081196207284e-12,3.431525418332664e-15,6.182331388960526e-15,2.0054804707838653e-11,2.1885496519259137e-15,6.8765797308397046e-11,2.1900959099805151e-12,2.0699855212440814e-09,1.9668368646944237e-12,1.332295252489414e-12,5.0896345726636787e-12,5.3758693507651021e-20,1.076787472417576e-18,2.417768056945135e-12,1.2871494922263085e-21,5.9823273535522265e-16,6.3119579928111116e-13,3.0740177553287943e-20,9.2080001036914304e-13,1.6197008157493202e-17,9.1146539675621106e-15
1.3913867250192643e-08,0.3296135252737398,154.0,0.0,0.0,0.0,0.97637561122413663,1.0,18.997944086882725,0.0011109606616199023,0.008360318519979943,0.0062682205610057511,0.0019157845897914095,4.8831870388825435e-09,1.9981583076822478e-07,0.0020956636019474461,4.123788348406538e-10,0.0030400228388057422,3.1852686155413418e-05,2.519229504851051e-11,0.00049774895385293404,2.8470163658640686e-13,4.2840477687496526e-06,0.00019092440540311709,0.00019150338503969765,1.0179197463841387e-07,6.3723538005993354e-08,6.8191253162018636e-05,5.7745208259211759e-09,7.2014246514680809e-09,7.2600639117014225e-09,3.9231597226738052e-05,6.7808338830997966e-05,1.0330107468936578e-06,9.1012089308071847e-14,2.1937720782916077e-07,1.4772596965457968e-07,3.7296941043843067e-07,2.1074873022436134e-09,2.1220477049946115e-11,1.2829483440677948e-12,2.6381364556504322e-08,1.146631117942545e-08,1.371718173451528e-08,2.6379896921111398e-09,1.0027255093409924e-09,3.0435437912877243e-09,3.7265613614244249e-10,2.4775787271110735e-11,4.7775276199075678e-16,1.2962062148904782e-10,6.0811260691265931e-11,1.0467339306233634e-11,3.1723028134702697e-12,3.7877542102018167e-15,6.8347463041513024e-15,2.2172017303756871e-11,2.2538961724807791e-15,7.0805305512571678e-11,2.2550756126447918e-12,2.1971213163834601e-09,2.0876336575253238e-12,1.4141202820794648e-12,5.4022659075349229e-12,5.9357478277068142e-20,1.1429292552334822e-18,2.5620112692288391e-12,1.363940389068082e-21,6.339231304084125e-16,7.3712124952427271e-13,3.394166231154559e-20,1.0390337511823287e-12,1.8276759709521018e-17,1.0841694008590073e-14
1.4320451382408707e-08,0.3296134397089689,154.0,0.0,0.0,0.0,0.97568888415225197,1.0,18.997883423912295,0.0011425940948187351,0.0085947910171867876,0.0064387563337324474,0.0019680951059773393,5.0201255950171549e-09,1.9968519494068543e-07,0.0021560731958839945,4.1208879119405849e-10,0.0031278453273813072,3.2745995268860957e-05,2.5880170902808078e-11,0.00052664890785104087,2.9268609873048083e-13,4.402038025932201e-06,0.00020209386515741888,0.0002027335759866471,1.0774675685101593e-07,6.7451483167649477e-08,7.3136316976721088e-05,6.6128186634632739e-09,8.3089986943409329e-09,8.3786981495919541e-09,4.2672657309245154e-05,7.1689513564281987e-05,1.1561512338673042e-06,9.7554257135796721e-14,2.2618226473201695e-07,1.5229071931225323e-07,4.1788591692941082e-07,2.262315933715936e-09,2.3927797353037205e-11,1.3959071318377092e-12,2.9452403686491551e-08,1.2601565218212627e-08,1.5517753150409064e-08,2.988387503769988e-09,1.1493440409746999e-09,3.5073473019394435e-09,4.3165155064666698e-10,2.9749679402204814e-11,5.4760983690858316e-16,1.5539061152407616e-10,7.1197790416939898e-11,1.1525990389573469e-11,3.4941502729527112e-12,4.1708494486185235e-15,7.5413476008010131e-15,2.4465467925975557e-11,2.3191537702414312e-15,7.2840420203848943e-11,2.3199153523552007e-12,2.3279455087578937e-09,2.2119344507283782e-12,1.4983188351514896e-12,5.7239669101848484e-12,6.5379618892763019e-20,1.2109898604099758e-18,2.7103106520762649e-12,1.4428906733111779e-21,6.7061715309516475e-16,8.5673400361871476e-13,3.7385229476068093e-20,1.1695072489199365e-12,2.0571810907034634e-17,1.2843046757613583e-14
1.4727035514624771e-08,0.3296133548075924,154.0,0.0,0.0,0.0,0.97500244728898899,1.0,18.997822700599407,0.0011741808879159449,0.0088286378646471163,0.0066085282291148822,0.0020201706116467202,5.1566978866082022e-09,1.9955461089080727e-07,0.0022164358190954773,4.1179887011323218e-10,0.0032156104269530166,3.3636915145589769e-05,2.6564956402211472e-11,0.00055632636744199491,3.0064920570215045e-13,4.5195012913742423e-06,0.00021356289236961189,0.00021426818097096289,1.138612214928849e-07,7.1279400447629445e-08,7.8298448382612562e-05,7.5419271693315481e-09,9.5474268945209424e-09,9.6298629632065235e-09,4.6302667536370694e-05,7.5668393305604117e-05,1.2897728912981568e-06,1.0438181430458973e-13,2.3298287831527612e-07,1.5685192284056425e-07,4.6668067924229231e-07,2.4240260250238331e-09,2.6883513871464609e-11,1.515100250565731e-12,3.2774443553426914e-08,1.3808726747852716e-08,1.7488889237497884e-08,3.372376208914386e-09,1.3117521613717484e-09,4.0254645171345795e-09,4.9758473347308803e-10,3.5526332053327179e-11,6.249899409539007e-16,1.8527953629753932e-10,8.2973665835359013e-11,1.2662821641596226e-11,3.8398251495470062e-12,4.5822362671363489e-15,8.3055035250555334e-15,2.6946146957454489e-11,2.3843245092524534e-15,7.4871107118997061e-11,2.3846140371263335e-12,2.4624487287033136e-09,2.3397303083068183e-12,1.5848848586761425e-12,6.0547144516190876e-12,7.1847598219720541e-20,1.2809643946662161e-18,2.8626557688823784e-12,1.5239947888101941e-21,7.0831222106296005e-16,9.9130009479629692e-13,4.1083735149122721e-20,1.3132138979475178e-12,2.3099635764527739e-17,1.5154656653008103e-14
1.5133619646840836e-08,0.32961327056118295,154.0,0.0,0.0,0.0,0.97431630725414775,1.0,18.997761914296738,0.0012057210857663449,0.0090618539763844715,0.0067775323564000494,0.002072009919190803,5.2929009435013793e-09,1.9942407997453144e-07,0.0022767514931929093,4.1150907439413071e-10,0.0033033181614973038,3.4525426409579865e-05,2.7246635929834375e-11,0.000586778087880469,3.085907843171328e-13,4.6364348599744272e-06,0.00022532985672813421,0.00022610583380718374,1.2013449783383208e-07,7.5206744719218406e-08,8.3681433006702475e-05,8.5684279171333276e-09,1.0927721061760303e-08,1.1024765422144494e-08,5.0125912764616282e-05,7.9743983750836243e-05,1.4344217462192573e-06,1.1149973270261606e-13,2.3977905005766567e-07,1.6140958167118679e-07,5.1956162151994099e-07,2.59273916280124e-09,3.0101858885280962e-11,1.6406703150544271e-12,3.6359463880022829e-08,1.5089800194295373e-08,1.9640682483444324e-08,3.7919682838322594e-09,1.4910540336499877e-09,4.602425974474044e-09,5.7099379335965303e-10,4.2205119294710993e-11,7.1041915871546196e-16,2.1979229030371326e-10,9.6275750871135586e-11,1.3881940079317977e-11,4.2105805045822364e-12,5.0234009093637886e-15,9.1307314926517974e-15,2.9625531801917971e-11,2.4494106251774653e-15,7.689733300159132e-11,2.4491706070400099e-12,2.6006215479680392e-09,2.4710122385354113e-12,1.6738122618751008e-12,6.3944852585805685e-12,7.8784862494090783e-20,1.3528479342004531e-18,3.019036120389684e-12,1.60724714606538e-21,7.4700573645702152e-16,1.1421577796376654e-12,4.5050586305751648e-20,1.4712067489220943e-12,2.5878757664164475e-17,1.781625905729873e-14
1.55402037790569e-08,0.3296131869613695,154.0,0.0,0.0,0.0,0.97363047061750774,1.0,18.997701062397816,0.0012372147334103883,0.0092944343250082086,0.0069457649076053564,0.0021236118664018796,5.4287318297567752e-09,1.992936035376449e-07,0.00233702024019491,4.1121940681158369e-10,0.0033909685555721584,3.5411509908000816e-05,2.7925194202810552e-11,0.00061800081258434785,3.165106633860297e-13,4.7528360837970692e-06,0.00023739311388569519,0.00023824516138896894,1.2656570766297742e-07,7.9232966172224669e-08,8.9289020187744927e-05,9.6991395046917861e-09,1.2461456672792241e-08,1.2575192461643531e-08,5.4146614337502737e-05,8.3915277224836185e-05,1.5906537989262991e-06,1.189129364394711e-13,2.4657078156490829e-07,1.6596369730428542e-07,5.7674103333013416e-07,2.7685757793072708e-09,3.3597392039605769e-11,1.7727578391213154e-12,4.0219582941951021e-08,1.6446764184008202e-08,2.198345641539881e-08,4.2492230200876937e-09,1.6883881236479444e-09,5.2429916164426209e-09,6.5243635388004043e-10,4.989410009644682e-11,8.0443991852303981e-16,2.5947744083142947e-10,1.1124975123590459e-10,1.5187629560837434e-11,4.6077233228623068e-12,5.4958936137975815e-15,1.0020704271109884e-14,3.251560701712561e-11,2.514414531885963e-15,7.8919065627637165e-11,2.5135840350612132e-12,2.7424544816011895e-09,2.6057711957533505e-12,1.7650949174355261e-12,6.7432559181896772e-12,8.62158669230096e-20,1.4266355256717227e-18,3.1794411468184601e-12,1.6926421233567078e-21,7.8669508644740055e-16,1.3107190683606907e-12,4.9299766868560687e-20,1.6446009965415512e-12,2.8928793115860385e-17,2.0871689012614387e-14
1.5946787911272964e-08,0.3296131039998363,154.0,0.0,0.0,0.0,0.97294494389833741,1.0,18.997640142337051,0.0012686618760723591,0.0095263739421413956,0.007113222157666084,0.0021749753165178159,5.5641876439002499e-09,1.9916318291567927e-07,0.0023972420825245588,4.1092987011908727e-10,0.003478561634312591,3.6295146712851683e-05,2.8600616272879475e-11,0.00064999127339863798,3.2440867372898531e-13,4.8687023721777984e-06,0.00024975100565885347,0.00025068478383705401,1.3315396539519818e-07,8.3357510379622108e-08,9.5124922604330057e-05,1.0941115476805891e-08,1.4160782637277001e-08,1.4293521464743402e-08,5.8368929929988016e-05,8.8181253090192577e-05,1.7590346935562476e-06,1.266263013578402e-13,2.5335807454579525e-07,1.7051427129829111e-07,6.3843548133158742e-07,2.9516551404019523e-09,3.7384994050873189e-11,1.9115012300368106e-12,4.4367048277219515e-08,1.7881571355184076e-08,2.4527759562163858e-08,4.7462453070635587e-09,1.9049265430644765e-09,5.9521546084424682e-09,7.4248924317576817e-10,5.8710462106588392e-11,9.0761067948267512e-16,3.0492943236830567e-10,1.2805048908992211e-10,1.6584358946659812e-11,5.0326170081553153e-12,6.0013315672787594e-15,1.0979256491241117e-14,3.5628885532891652e-11,2.5793388283858474e-15,8.0936273832283601e-11,2.5778533278887682e-12,2.8879379898883829e-09,2.7439980822022044e-12,1.8587266627550545e-12,7.1010028827010085e-12,9.416612237810976e-20,1.502322187206208e-18,3.3438602300514458e-12,1.7801740679069388e-21,8.2737764376954174e-16,1.4984712118126885e-12,5.3845864407899942e-20,1.8345765655704719e-12,3.2270497246066872e-17,2.4369208281684289e-14
1.6353372043489028e-08,0.3296130216683246,154.0,0.0,0.0,0.0,0.97225973356491602,1.0,18.997579151589782,0.0013000625591585411,0.0097576679188353093,0.0072799004645640484,0.0022260991582608376,5.6992655191669069e-09,1.9903281943381339e-07,0.0024574170430062222,4.1064046704860279e-10,0.0035660974234260354,3.7176318122549521e-05,2.9272887526896284e-11,0.00068274619085969971,3.3228464818988439e-13,4.9840311918162063e-06,0.00026240186022994088,0.0002634233146474628,1.3989837817883271e-07,8.7579818364978777e-08,0.00010119281591176281,1.2301642022812305e-08,1.6038430718829004e-08,1.6192730513254947e-08,6.2796953407891955e-05,9.254087815744168e-05,1.9401393873938772e-06,1.3464465455671848e-13,2.6014093080374028e-07,1.7506130526743763e-07,7.0486572065171538e-07,3.1420953338014833e-09,4.1479860388129253e-11,2.0570367835045258e-12,4.8814227532713155e-08,1.9396148188935862e-08,2.7284359393890136e-08,5.2851844099471627e-09,2.1418743751686401e-09,6.7351450063330928e-09,8.4174816941595262e-10,6.8780970272270775e-11,1.0205056102073788e-15,3.5679081409572903e-10,1.4684217571226514e-10,1.8076790441827502e-11,5.4866839344336787e-12,6.5414019238835187e-15,1.2010391484917979e-14,3.8978430944160878e-11,2.6441863060985349e-15,8.2948927537617344e-11,2.6419775268404488e-12,3.0370624803366957e-09,2.8856837499107465e-12,1.9547013012185288e-12,7.4677024743814616e-12,1.0266224313219361e-19,1.5799029094292731e-18,3.5122826958751128e-12,1.8698372970748111e-21,8.690507672788428e-16,1.7069781449705708e-12,5.8704097438542617e-20,2.0423808004806817e-12,3.5925811109160861e-17,2.836185146389418e-14
1.6759956175705092e-08,0.32961293995863244,154.0,0.0,0.0,0.0,0.97157484603407118,1.0,18.997518087672297,0.0013314168282553796,0.0099883114059705694,0.0074457962694375575,0.0022769823058705566,5.8339626237368104e-09,1.9890251440677752e-07,0.0025175451448623547,4.1035120031036086e-10,0.0036535759491877211,3.8055005663467051e-05,2.9941993687266161e-11,0.00071626227445975002,3.4013842165009619e-13,5.0988200668555574e-06,0.00027534399235125005,0.00027645936083994327,1.4679804600459711e-07,9.1899326670644688e-08,0.00010749633838781457,1.3788235460552549e-08,1.8107724610735548e-08,1.8286408306635493e-08,6.743471470225638e-05,9.6993107096523013e-05,2.1345518191064616e-06,1.4297277392630559e-13,2.6691935222103922e-07,1.7960480087361061e-07,7.7625660600350038e-07,3.3400132576158326e-09,4.5897494931367796e-11,2.2094986791726135e-12,5.3573599449375392e-08,2.0992394857742673e-08,3.0264236242454196e-08,5.8682327438070375e-09,2.4004689849824323e-09,7.5974332733037062e-09,9.5082738351585657e-10,8.0242419794295355e-11,1.1437142601498197e-15,4.1575448795277728e-10,1.6779868202119183e-10,1.9669788109742367e-11,5.9714080500696916e-12,7.1178648859502184e-15,1.3118288445310221e-14,4.2577880867000623e-11,2.708959956472852e-15,8.4956997781526797e-11,2.7059557087721864e-12,3.1898183097108331e-09,3.030819002628545e-12,2.0530126035077768e-12,7.8433308905145155e-12,1.1173199558676375e-19,1.6593726565241905e-18,3.6846978162796493e-12,1.9616260995794838e-21,9.1171180251974681e-16,1.9378818867948702e-12,6.3890343282954151e-20,2.269331263942617e-12,3.9917910913544362e-17,3.2907792005387549e-14
1.7166540307921156e-08,0.3296128588626153,154.0,0.0,0.0,0.0,0.97089028767072794,1.0,18.997456948141799,0.0013627247291276264,0.010218299614644811,0.0076109060966726835,0.0023276236991312789,5.9682761609627624e-09,1.987722691387612e-07,0.0025776264117102687,4.1006207259267122e-10,0.0037409972384360129,3.8931191091418754e-05,3.0607920812303368e-11,0.00075053622291158036,3.4796983104175711e-13,5.2130665789495644e-06,0.00028857570355140562,0.00028979152310659181,1.5385206181567034e-07,9.6315467426671181e-08,0.00011403909058743062,1.5408639517778499e-08,2.0382588666096567e-08,2.058876374799234e-08,7.2286179698564492e-05,0.00010153688284924217,2.342864576104943e-06,1.5161538769468259e-13,2.7369334074064027e-07,1.8414475981623331e-07,8.5283700256870584e-07,3.5455246091713702e-09,5.0653703608866032e-11,2.3690189766668668e-12,5.8657744987412901e-08,2.2672185089071942e-08,3.3478577205404496e-08,6.4976246443497923e-09,2.6819793156288535e-09,8.5447336459916995e-09,1.0703593304789464e-09,9.3242092909897121e-11,1.2778412243433806e-15,4.8256597476938874e-10,1.9110380678901065e-10,2.1368426548573476e-11,6.4883375321945358e-12,7.7325568439470744e-15,1.4307309905228188e-14,4.6441471343495214e-11,2.7736629789332207e-15,8.6960456747621807e-11,2.7697869870309077e-12,3.3461957861224498e-09,3.1793945978101319e-12,2.1536543089456371e-12,8.2278642085354134e-12,1.2140434793816983e-19,1.7407263673185659e-18,3.8610948118197611e-12,2.0555347367573583e-21,9.5535808230987699e-16,2.1929038963008054e-12,6.9421166471278722e-20,2.5168186492836598e-12,4.427125925244841e-17,3.8070728958773785e-14
1.757312444013722e-08,0.3296127783721862,154.0,0.0,0.0,0.0,0.97020606478747307,1.0,18.997395730596466,0.0013939863077164721,0.010447627816546802,0.007775226553975995,0.0023780223033936271,6.1022033695902112e-09,1.9864208492332351e-07,0.0026376608675588815,4.0977308656173836e-10,0.0038283613185677028,3.9804856393095538e-05,3.1270655296515578e-11,0.00078556472441343851,3.5577871536059381e-13,5.3267683673163165e-06,0.00030209528234383955,0.00030341839596063398,1.6105951161890745e-07,1.0082766842043672e-07,0.0001208246350064735,1.7170822421344673e-08,2.2877556282139454e-08,2.3114635196467715e-08,7.7355250140743087e-05,0.00010617113704251424,2.565678561226488e-06,1.6057717398637886e-13,2.804628983568681e-07,1.8868118382751987e-07,9.3483969667434837e-07,3.7587438741211791e-09,5.5764588015453099e-11,2.5357276121382123e-12,6.4079338592837853e-08,2.4437366042681941e-08,3.6938770036142721e-08,7.1756351358969522e-09,2.9877051723245215e-09,9.5830073498078165e-09,1.2009942905540349e-09,1.0793821900704863e-10,1.4235058022563707e-15,5.5802569601258988e-10,2.1695154239880239e-10,2.3177999721214042e-11,7.0390874884507652e-12,8.387393571910424e-15,1.5582009528777743e-14,5.0584062280074373e-11,2.8382987891571781e-15,8.8959277796192112e-11,2.8334705124404817e-12,3.506185171174494e-09,3.3314012486515644e-12,2.2566201268754808e-12,8.6212783913019193e-12,1.3170952073054301e-19,1.823958956399446e-18,4.0414628540383701e-12,2.1515574438523858e-21,9.9998692733974041e-16,2.4738463847142939e-12,7.5313847648406789e-20,2.7863098119016685e-12,4.9011658427185783e-17,4.3920295388616322e-14
1.7979708572353284e-08,0.3296126984793164,154.0,0.0,0.0,0.0,0.96952218364413334,1.0,18.997334432675405,0.0014252016101376638,0.010676291344317032,0.0079387543324287435,0.0024281771095904744,6.2357415239691935e-09,1.9851196304330649e-07,0.002697648536805426,4.094842448614838e-10,0.0039156682175332551,4.0675983787447407e-05,3.1930183870813468e-11,0.0008213444569140217,3.6356491567828189e-13,5.4399231287794086e-06,0.00031590100443729216,0.00031733856788532759,1.6841947459713662e-07,1.0543535316695108e-07,0.00012785649575457921,1.9082973804040815e-08,2.5607777938552639e-08,2.5879499385351207e-08,8.2645763549866636e-05,0.00011089479040216317,2.8036026589309225e-06,1.6986276039292672e-13,2.8722802711465459e-07,1.9321407467269038e-07,1.0225013062891474e-06,3.979784315845556e-09,6.1246539013644054e-11,2.7097523953179445e-12,6.9851139606578011e-08,2.6289758200369579e-08,4.0656397022979085e-08,7.9045786971146865e-09,3.3189764953491979e-09,1.0718465663502535e-08,1.3434000112708643e-09,1.2450043757970683e-10,1.5813416513942038e-15,6.4299126872032651e-10,2.4554633799276185e-10,2.5104029929693363e-11,7.6253427033499735e-12,9.0843734751625226e-15,1.6947140211085515e-14,5.5021163902328453e-11,2.9028710276767695e-15,9.0953435496186041e-11,2.8970054743201737e-12,3.6697766821624733e-09,3.4868296261811321e-12,2.3619037380774116e-12,9.0235492925052495e-12,1.4267903824334487e-19,1.9090653152580771e-18,4.2257910679551941e-12,2.2496884313409171e-21,1.0455956467884811e-15,2.7825935835924568e-12,8.1586412958289878e-20,3.0793509244885095e-12,5.4166305948249912e-17,5.0532489358769598e-14
1.8386292704569348e-08,0.32961261917603524,154.0,0.0,0.0,0.0,0.96883865044736672,1.0,18.997273052058624,0.0014563706826796132,0.010904285591894618,0.0081014862065226824,0.0024780871342472378,6.3688879342582844e-09,1.9838190477075096e-07,0.0027575894442321324,4.0919555011337304e-10,0.0040029179638320219,4.1544555727014036e-05,3.2586493602646001e-11,0.00085787208837753053,3.7132827515433856e-13,5.552528617796331e-06,0.00032999113294826331,0.00033155062148295636,1.7593102322250155e-07,1.1013794097981411e-07,0.00013513815823719812,2.1153501438587594e-08,2.858902888984733e-08,2.8899480005427774e-08,8.8161493157477228e-05,0.00011570675316705447,3.0572534012020421e-06,1.7947672355550282e-13,2.9398872910938938e-07,1.9774343415022234e-07,1.1160621913666608e-06,4.208757965145072e-09,6.7116230319579373e-11,2.891219007074228e-12,7.5985983817278421e-08,2.8231155267034485e-08,4.4643228859748127e-08,8.6868080250392902e-09,3.6771526232268605e-09,1.1957572833112959e-08,1.498261331327638e-09,1.4311026353647493e-10,1.751996436237801e-15,7.383798112136191e-10,2.7710335986407864e-10,2.7152276924821377e-11,8.2488604264071355e-12,9.8255808869713449e-15,1.8407662480364512e-14,5.9768964207745843e-11,2.9673835687979194e-15,9.2942905658190852e-11,2.9603911015350197e-12,3.8369604943344569e-09,3.6456703614059724e-12,2.4694987962223296e-12,9.4346526622256445e-12,1.5434578066060683e-19,1.9960403134652735e-18,4.4140685346222273e-12,2.3499218862921609e-21,1.0921815389561878e-15,3.1211129688092429e-12,8.8257663875240033e-20,3.3975707607758984e-12,5.976385229715087e-17,5.7990128476230914e-14
1.8792876836785412e-08,0.3296125404544316,154.0,0.0,0.0,0.0,0.96815547135026836,1.0,18.997211586467056,0.0014874935718014899,0.011131606014850583,0.0082634190341775212,0.0025277514194865514,6.501639946620568e-09,1.9825191136681565e-07,0.0028174836150028915,4.0890700491624981e-10,0.0040901105865074217,4.2410554899203391e-05,3.3239571896061898e-11,0.00089514427704872896,3.7906863904755081e-13,5.6645826464741469e-06,0.0003443639186153339,0.00034605313362388054,1.8359322337080515e-07,1.1493484704280145e-07,0.0001426730688468877,2.3391027807985572e-08,3.1837716511919058e-08,3.219135595323027e-08,9.3906147853425201e-05,0.0001206059255033407,3.3272546333431991e-06,1.8942358875974022e-13,3.0074500648384685e-07,2.0226926409011025e-07,1.2157663640617631e-06,4.4457756102284003e-09,7.339061207570469e-11,3.0802509974636442e-12,8.2496775158812489e-08,3.0263324082086461e-08,4.8911218510666526e-08,9.524712797939692e-09,4.0636215472589304e-09,1.330704883553203e-08,1.6662797972212868e-09,1.6396155437857032e-10,1.9361314730616602e-15,8.4517025719572445e-10,3.1184874894668938e-10,2.932874714176709e-11,8.9114731991991846e-12,1.0613189410787256e-14,1.996875319610971e-14,6.4844357396214958e-11,3.0318405298313071e-15,9.4927665368393796e-11,3.0236266635774551e-12,4.0077267432116165e-09,3.8079140475162807e-12,2.5793989293650174e-12,9.8545641526370566e-12,1.6674403696848693e-19,2.0848787998783265e-18,4.6062842937480135e-12,2.4522519737652746e-21,1.1397418919132233e-15,3.4914564403282728e-12,9.534720745169413e-20,3.7426841123617109e-12,6.5834461029168041e-17,6.6383329005489516e-14
1.9199460969001476e-08,0.32961246230665286,154.0,0.0,0.0,0.0,0.96747265245198955,1.0,18.997150033662439,0.0015185703241313072,0.011358248130707387,0.008424549756740226,0.0025771690330273628,6.6339949434115661e-09,1.9812198408169863e-07,0.0028773310746598954,4.0861861184617396e-10,0.0041772461151420989,4.3273964227517645e-05,3.388940649169779e-11,0.0009331576717179612,3.8678585472693289e-13,5.7760830845725982e-06,0.0003590176000152816,0.00036084467559561106,1.914051344368151e-07,1.1982548248205236e-07,0.00015046463466391962,2.5804386521014589e-08,3.5370887303104817e-08,3.5772569243989637e-08,9.9883372148131856e-05,0.00012559119791860166,3.6142371798541136e-06,1.9970782954279706e-13,3.0749686142472251e-07,2.067915663518684e-07,1.3218613988469768e-06,4.6909467869969814e-09,8.0086904412112446e-11,3.2769697842721294e-12,8.9396477553427e-08,3.2388004540436084e-08,5.3472495072058158e-08,1.0420718437545482e-08,4.4797991584480526e-09,1.4773871992026541e-08,1.848173273424611e-09,1.8726097876840779e-10,2.1344213711263461e-15,9.6440567587475596e-10,3.5001987525997765e-10,3.1639703052264654e-11,9.6150917184928926e-12,1.1449465304688771e-14,2.1635814536783207e-14,7.0264973256704058e-11,3.0962462806278477e-15,9.6907693023500535e-11,3.0867114716794498e-12,4.1820655269710511e-09,3.9735512421487814e-12,2.6915977414773625e-12,1.0283259323865167e-11,1.7990955852772582e-19,2.1755756038803504e-18,4.8024273463926349e-12,2.5566728382440978e-21,1.1882739841670522e-15,3.8957614577019021e-12,1.0287548695189741e-19,4.1164953430104149e-12,7.2409871294304734e-17,7.5810010608403021e-14
1.960604510121754e-08,0.329612384724906,154.0,0.0,0.0,0.0,0.96679019979737235,1.0,18.997088391447363,0.0015496009864639912,0.011584207519244724,0.0085848753989661471,0.0026263390681784699,6.7659503433591292e-09,1.9799212415456219e-07,0.0029371318491202484,4.0833037345626823e-10,0.0042643245798530309,4.4134766872726923e-05,3.4535985466693169e-11,0.00097190891198607168,3.9447977168221751e-13,5.8870278594946639e-06,0.00037395040378091523,0.00037592381325187601,1.9936580945049014e-07,1.2480925443883418e-07,0.00015851622316625984,2.8402618581285694e-08,3.9206233540138946e-08,3.9661232589185862e-08,0.00010609674614917133,0.00013066145167566452,3.9188385105732395e-06,2.1033386731275749e-13,3.1424429616134104e-07,2.1131034282387766e-07,1.4345983425549799e-06,4.9443797696284597e-09,8.7222590998454504e-11,3.4814946520400938e-12,9.6698106901357694e-08,3.4606909522479258e-08,5.8339357633531035e-08,1.1377284871160057e-08,4.9271284877568092e-09,1.636528143210703e-08,2.0446755468336587e-09,2.132284860165436e-10,2.3475536706953641e-15,1.0971955957789479e-09,3.9186558916835376e-10,3.4091672624146725e-11,1.0361707732588865e-11,1.2336770904671649e-14,2.3414483269958875e-14,7.604920748723669e-11,3.1606054534114076e-15,9.8882968366586175e-11,3.1496448799543735e-12,4.3599669088926391e-09,4.1425724697111138e-12,2.8060888140228439e-12,1.0720713650003068e-11,1.9387961326761463e-19,2.2681255366529977e-18,5.002486657735254e-12,2.6631786051105107e-21,1.2377750853470174e-15,4.3362521312501705e-12,1.1086381284097864e-19,4.5209020846489954e-12,7.9523462850700369e-17,8.6376427806688379e-14
