Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443)
4.4351058406309696e-12,0.3296169071718704,154.0,0.0,0.0,0.0,0.99999244325757819,1.0,18.999999956009763,3.6301291227682778e-07,2.7581358796144959e-06,2.730405225668707e-06,3.5838102918420268e-08,1.611125291241545e-12,2.0425315617175844e-07,5.9504916327673959e-07,4.2038909350891206e-10,8.6140359211883028e-07,8.1377300020642852e-09,4.7125897655719563e-16,5.382697437047081e-11,7.2735387618736168e-17,2.6514121300089709e-11,2.5023960552724137e-13,2.5041661470923046e-13,1.2146018490294323e-16,5.55484657453759e-17,3.8307796838602851e-12,3.0193123970368782e-30,2.8405852344218167e-30,2.8405905918858487e-30,4.2732242999019255e-16,1.278816342634147e-11,1.1864721341707066e-19,3.2543994489737623e-19,1.3983677822221232e-13,9.6594375108713839e-14,5.3134094181895705e-22,9.2213751329602395e-19,3.8058479433234775e-29,1.2234412848996982e-23,9.8101197882587432e-23,8.5833659390193889e-23,3.5714215078918859e-26,3.3661743288044105e-29,1.9907486600635304e-30,3.2018744753660695e-27,5.2797796918999546e-34,1.6855501993718188e-37,9.3468282130771867e-37,5.3071359896413557e-35,3.5198240997496981e-32,1.0337062446970149e-19,9.0952293725729592e-22,3.2465411529462205e-23,3.4652188755191377e-24,6.2648619568839426e-21,7.2634871666391556e-21,2.3459107540143725e-16,1.8762365715445854e-18,1.5696313966900578e-18,1.2645035939291484e-21,8.790089183479693e-22,4.2156525243330579e-22,1.7017916358461207e-29,8.9196470203636882e-29,4.8811736208207685e-21,2.5985950492164307e-30,1.1971264238439624e-24,2.5833088627474447e-37,9.7311508236959433e-30,9.6954984720861662e-26,1.6712007558389853e-30,6.9689420323803736e-34
4.538873713843521e-12,0.3296169071682794,154.0,0.0,0.0,0.0,0.9999922665535369,1.0,18.999999954102734,3.7150623247330614e-07,2.8226148122357088e-06,2.7934618959151039e-06,3.7501815158425983e-08,1.6487905466674432e-12,2.0426235241796363e-07,6.1088299145312427e-07,4.2062098454039248e-10,8.8432493252011017e-07,8.3805231297816744e-09,4.9313640207801032e-16,5.6350146838268301e-11,7.4905490046834159e-17,2.7757654986670585e-11,2.6813255746452752e-13,2.6832299722047475e-13,1.3042122363275484e-16,6.0017948446401629e-17,4.0120527647877679e-12,3.5479056980147122e-30,3.3378945610844045e-30,3.3379010041811129e-30,4.5932259280261993e-16,1.327012500086095e-11,1.2636679874677192e-19,3.3524968897870293e-19,1.4723465599165498e-13,1.0170447725662286e-13,5.8386811733437509e-22,9.8823697488518261e-19,4.2787038108609473e-29,1.318003438673247e-23,1.078629726616735e-22,9.4645558946434058e-23,4.0311753893899411e-26,3.8892606191383025e-29,2.3002864262024034e-30,3.6016324068282796e-27,6.2455273533623105e-34,2.0017091889563953e-37,1.0803805483716821e-36,6.2265301030141126e-35,4.0672099182080702e-32,1.0824010654022352e-19,9.7420167669680391e-22,3.4104679040036707e-23,3.6766130904565294e-24,6.7188339994832072e-21,7.6092257455500972e-21,2.4561702864243012e-16,2.0009516265654185e-18,1.6819466595092748e-18,1.3599485461870199e-21,9.4483449759482188e-22,4.6137894554857073e-22,1.8228116178476929e-29,9.762023327611572e-29,5.2299232874850978e-21,2.7842592418520549e-30,1.282918674980309e-24,3.1067422673552273e-37,1.042316477452117e-29,1.0644630593236416e-25,1.8356598419035526e-30,7.862927717211347e-34
4.642641587056072e-12,0.32961690716461967,154.0,0.0,0.0,0.0,0.99999208984955623,1.0,18.999999952159179,3.7999954953748012e-07,2.887093434768258e-06,2.8564822719222603e-06,3.9201765823044336e-08,1.6864556209300908e-12,2.0426992561555717e-07,6.2671746688071152e-07,4.208254848098006e-10,9.0724721059919261e-07,8.6235992832510332e-09,5.1549035814529035e-16,5.8930802716492429e-11,7.7078122208280228e-17,2.9029148978730516e-11,2.8685472302122023e-13,2.8705925899993046e-13,1.3981093962808181e-16,6.4724398837411339e-17,4.1975152969279572e-12,4.1538126929473478e-30,3.9079430486259592e-30,3.9079507650090301e-30,4.9293893235993151e-16,1.3760423386300527e-11,1.3442672083115134e-19,3.4507616143338987e-19,1.5482639649458403e-13,1.0694848322621718e-13,6.4024489162107729e-22,1.0574153555456802e-18,4.7977364497803041e-29,1.4174929205542615e-23,1.1834729561067599e-22,1.0413030266558278e-22,4.5375377733425858e-26,4.4787799361294277e-29,2.6491687813810773e-30,4.0406974552819185e-27,7.3595203219684493e-34,2.3679909627648327e-37,1.2446430466721224e-36,7.279364656842822e-35,4.6841893328180717e-32,1.132206370500928e-19,1.0418455237917771e-21,3.5784205839238306e-23,3.8961439869207604e-24,7.1941526430522503e-21,7.9629043910272428e-21,2.5689302124654047e-16,2.1306473188329096e-18,1.7994773497972696e-18,1.4600783381732748e-21,1.0138631928055878e-21,5.0389999355532101e-22,1.949379629484963e-29,1.0661680390766326e-28,5.5948182198963951e-21,2.9785187050313319e-30,1.3726945300403851e-24,3.7206418024388454e-37,1.1146903349500631e-29,1.1661708010364064e-25,2.0119527275817333e-30,8.8477715497328034e-34
4.746409460268623e-12,0.3296169071608913,154.0,0.0,0.0,0.0,0.99999191314562796,1.0,18.99999995017922,3.8849286346935077e-07,2.951571774836388e-06,2.919466450805266e-06,4.0937857814912197e-08,1.7241205301677101e-12,2.0427616115366533e-07,6.4255247518290117e-07,4.2100582862078139e-10,9.3017026078263082e-07,8.8669308382037902e-09,5.3831956794144116e-16,6.1568939497848515e-11,7.9253037192570849e-17,3.0328568246331001e-11,3.0642452658253708e-13,3.066438404681024e-13,1.4963917396653419e-16,6.9674010938599178e-17,4.3871672926896551e-12,4.8462168362122651e-30,4.5593709737508667e-30,4.5593801781822524e-30,5.2821628468253645e-16,1.4259057376631029e-11,1.4283573040199212e-19,3.5491826841456402e-19,1.6261198568664651e-13,1.1232638293550391e-13,7.0066032606331643e-22,1.1297421669144503e-18,5.3662897834542342e-29,1.5220505193909629e-23,1.2959025666112319e-22,1.1432254010280852e-22,5.0940238536639244e-26,5.1413761353621748e-29,3.0413353338586634e-30,4.5219458599966739e-27,8.6403676152878932e-34,2.7909635588669507e-37,1.4293336733230231e-36,8.4814502870394221e-35,5.3777332815900672e-32,1.1831215186580199e-19,1.1125182257496067e-21,3.7503968443578892e-23,4.123956280110202e-24,7.6913021998879168e-21,8.3245172454409782e-21,2.684188696162695e-16,2.2653880776578429e-18,1.9223403098243666e-18,1.565004212909463e-21,1.0861703339964102e-21,5.4924319873666663e-22,2.0816149492898687e-29,1.1621047070448197e-28,5.9762167944189368e-21,3.1815642279219705e-30,1.4665426758604615e-24,4.438074123151186e-37,1.1903048604494808e-29,1.274988792946636e-25,2.2006320839569146e-30,9.9304201322968241e-34
4.8501773334811744e-12,0.3296169071570947,154.0,0.0,0.0,0.0,0.99999173644174399,1.0,18.999999948162976,3.9698617426891904e-07,3.0160498573692284e-06,2.9824145294190832e-06,4.2709994296745878e-08,1.7617852889437592e-12,2.0428129427284759e-07,6.5838792208134718e-07,4.2116486840769893e-10,9.5309394659154302e-07,9.1104928654909746e-09,5.616227580688504e-16,6.4264554960942424e-11,8.1430012178641816e-17,3.1655877826978162e-11,3.2686036945763968e-13,3.2709515895027802e-13,1.599157553884936e-16,7.4872971941427331e-17,4.5810087663664108e-12,5.6351512231051941e-30,5.3016180270145621e-30,5.3016289645457529e-30,5.6519981451721853e-16,1.4766025770700714e-11,1.5160267262554679e-19,3.6477502279826182e-19,1.7059140824752368e-13,1.1783816542113641e-13,7.6530849129840341e-22,1.2052868839335902e-18,5.9878700340972658e-29,1.6318180744727156e-23,1.4162893683073533e-22,1.2525789974006805e-22,5.7043276481783214e-26,5.8841871534436734e-29,3.4810192485315682e-30,5.0483959645327158e-27,1.0108519045578013e-33,3.277884949929282e-37,1.6364549545741227e-36,9.8500713931279162e-35,6.1553324341820621e-32,1.2351458708210946e-19,1.1862833588158254e-21,3.9263943458437156e-23,4.3601945797356044e-24,8.2107666204331522e-21,8.694058506233689e-21,2.8019439186385573e-16,2.4052368148025748e-18,2.0506522945427903e-18,1.6748373283947665e-21,1.1618311938288106e-21,5.9752531704628503e-22,2.2196365359045315e-29,1.2642593559455517e-28,6.3744769766519707e-21,3.3935863810123059e-30,1.5645516975425999e-24,5.2736389813221365e-37,1.2692280766178012e-29,1.3912398356831362e-25,2.402263038086081e-30,1.1118186905869916e-33
4.953945206693726e-12,0.3296169071532299,154.0,0.0,0.0,0.0,0.99999155973789888,1.0,18.999999946110567,4.0547948193618605e-07,3.0805277048636408e-06,3.0453266043592417e-06,4.4518078690644553e-08,1.7994499104006028e-12,2.0428551885066863e-07,6.7422372987492737e-07,4.2130511979490164e-10,9.7601815554450767e-07,9.354262868225402e-09,5.8539865854069267e-16,6.701764713702412e-11,8.3608846085396446e-17,3.3011042825458001e-11,3.4818062992418876e-13,3.4843160872098209e-13,1.7065050032097057e-16,8.0327462083953727e-17,4.7790397339718368e-12,6.5315558225766545e-30,6.14497716528195e-30,6.1449901147261197e-30,6.0393501385045426e-16,1.528132737206049e-11,1.6073648703774718e-19,3.7464553377474979e-19,1.7876464780487856e-13,1.2348381899311722e-13,8.343884986051376e-22,1.2841189449004261e-18,6.6661499712743192e-29,1.7469384707848425e-23,1.5450141544404e-22,1.3697299620785003e-22,6.3723269873077607e-26,6.714869754168586e-29,3.9727620048031435e-30,5.6232120806768474e-27,1.1786400770040347e-33,3.836758633105658e-37,1.8681555978154944e-36,1.1404088267316234e-34,7.0250233484113836e-32,1.2882787901704031e-19,1.2632043287665809e-21,4.1064107576007467e-23,4.6050033909342411e-24,8.7530294965613391e-21,9.071522424456259e-21,2.9221940776620279e-16,2.5502549584231051e-18,2.1845299723986415e-18,1.7896887584329631e-21,1.2409209881632228e-21,6.4886503475644647e-22,2.3635630290027142e-29,1.3728830888726264e-28,6.7899563244960045e-21,3.6147755177437936e-30,1.6668100792156347e-24,6.2436093589684514e-37,1.3515278237307639e-29,1.5152538046342658e-25,2.6174231637122362e-30,1.241876349718661e-33
5.057713079906277e-12,0.32961690714929726,154.0,0.0,0.0,0.0,0.99999138303408686,1.0,18.999999944022118,4.1397278647115264e-07,3.1450053376214598e-06,3.1082027719625341e-06,4.6362014677395428e-08,1.8371144063987374e-12,2.0428899465479804e-07,6.9005983453288733e-07,4.2142880134326676e-10,9.9894279494955368e-07,9.5982205445500438e-09,6.0964600277195377e-16,6.9828214280605755e-11,8.5789357451319248e-17,3.4394028413672154e-11,3.7040366327277093e-13,3.7067156104832298e-13,1.8185321290139018e-16,8.6043654546191195e-17,4.9812602130909174e-12,7.5473371798189468e-30,7.1006507884353919e-30,7.1006660661497897e-30,6.4446770042811394e-16,1.5804960988805329e-11,1.7024620747962546e-19,3.8452899745455261e-19,1.8713168711923976e-13,1.2926333136251608e-13,9.0810453122089852e-22,1.3663077515148948e-18,7.4049731865337799e-29,1.8675556342837739e-23,1.6824677732028481e-22,1.495054374736717e-22,7.1020885388148151e-26,7.6416249503509955e-29,4.5214285612356021e-30,6.2497083803743746e-27,1.3698557576794392e-33,4.4763924289461297e-37,2.126737697256594e-36,1.3164043998498985e-34,7.9954153497069924e-32,1.342519642073296e-19,1.3433443713970965e-21,4.2904437573361193e-23,4.8585271151647585e-24,9.3185740647741318e-21,9.4569033033636254e-21,3.0449373872159771e-16,2.7005024862476025e-18,2.3240899261229529e-18,1.9096694934371444e-21,1.3235148765977513e-21,7.0338294537814631e-22,2.5135127502039196e-29,1.4882310439056349e-28,7.2230119911482614e-21,3.8453217761055256e-30,1.7734062047785353e-24,7.3660809277120914e-37,1.4372717601948541e-29,1.647367644725803e-25,2.8467024720606686e-30,1.3840231197911094e-33
5.161480953118828e-12,0.329616907145297,154.0,0.0,0.0,0.0,0.99999120633030358,1.0,18.999999941897727,4.2246608787381956e-07,3.2094827739636516e-06,3.1710431283077122e-06,4.8241706195780868e-08,1.8747787876411522e-12,2.0429185334635869e-07,7.0589618328885371e-07,4.2153786962964534e-10,1.021867788421211e-06,9.8423475734704116e-09,6.3436352757020455e-16,7.2696254843488234e-11,8.7971382520181651e-17,3.5804799830474504e-11,3.9354780185120084e-13,3.9383336423823051e-13,1.9353368500130849e-16,9.2027715362500216e-17,5.1876702227456933e-12,8.695430636614844e-30,8.1808092854370444e-30,8.1808272494358325e-30,6.8684401628151608e-16,1.6336925433430324e-11,1.8014096203295389e-19,3.9442468838775118e-19,1.9569250823702912e-13,1.3517668974718143e-13,9.8666587558770875e-22,1.4519226689245102e-18,8.2083583940912823e-29,1.9938145271924585e-23,1.8290511992880066e-22,1.628938319974865e-22,7.8978728684122134e-26,8.6732241056226446e-29,5.1322229297473935e-30,6.9313528155186004e-27,1.5871802088969791e-33,5.2064606069880922e-37,2.4146641345970544e-36,1.5152276273126344e-34,9.0757181385029901e-32,1.3978677940426305e-19,1.4267665530064038e-21,4.4784910310632569e-23,5.1209100510831855e-24,9.9078832093163876e-21,9.8501954970654566e-21,3.1701720770810312e-16,2.8560379580095588e-18,2.4694486535026501e-18,2.034890441213153e-21,1.4096879629927919e-21,7.6120152684974209e-22,2.6696037039802802e-29,1.6105623458498588e-28,7.6740007280299638e-21,4.0854150801927041e-30,1.8844283586268237e-24,8.6611312306691736e-37,1.5265273630661101e-29,1.787925365244928e-25,3.0907034027167965e-30,1.5391072575575173e-33
5.265248826331379e-12,0.3296169071412293,154.0,0.0,0.0,0.0,0.99999102962654529,1.0,18.999999939737517,4.3095938614418781e-07,3.2739600304236363e-06,3.2338477692161728e-06,5.0157057441887406e-08,1.912443063786236e-12,2.0429420343636367e-07,7.2173273265442067e-07,4.2163405019620938e-10,1.0447930730049497e-06,1.0086627421541619e-08,6.5954997312643005e-16,7.5621767451807717e-11,9.0154773513165713e-17,3.7243322381508265e-11,4.1763135510870061e-13,4.1793534367858627e-13,2.057016962500608e-16,9.8285803348657259e-17,5.3982697832739622e-12,9.9898651179294224e-30,9.3986519953876014e-30,9.3986730498061663e-30,7.3111042625981637e-16,1.6877219522699935e-11,1.9042997295610908e-19,4.0433195190914571e-19,2.0444709261690263e-13,1.4122388095901703e-13,1.0702869525275376e-21,1.5410330257671377e-18,9.0805037575049177e-29,2.1258611433159719e-23,1.9851756051194991e-22,1.7717779585413738e-22,8.7641395360715424e-26,9.8190357207595899e-29,5.8107041622775523e-30,7.6717710654764116e-27,1.8335371072054507e-33,6.0375694584993051e-37,2.7345661760818812e-36,1.739303419706546e-34,1.0275770130855289e-31,1.4543226156987807e-19,1.5135337708785862e-21,4.6705502729311633e-23,5.3922963954006313e-24,1.0521439465211344e-20,1.025139340922835e-20,3.2978963924351508e-16,3.0169185471525578e-18,2.6207225681321831e-18,2.1654624277226257e-21,1.4995152959820778e-21,8.224451189907292e-22,2.8319535785569693e-29,1.7401400585370912e-28,8.1432788876478765e-21,4.3352451417301797e-30,1.9999647263626473e-24,1.0150988992136336e-36,1.6193619285650832e-29,1.9372780347091499e-25,3.3500408145835317e-30,1.708018321613108e-33
5.3690166995439304e-12,0.32961690713709424,154.0,0.0,0.0,0.0,0.99999085292280876,1.0,18.999999937541595,4.3945268128225813e-07,3.338437121921715e-06,3.2966167902526513e-06,5.2107972868416397e-08,1.9501072435506336e-12,2.0429613436196696e-07,7.3756944678549437e-07,4.2171886483853029e-10,1.0677185968122695e-06,1.033104516843581e-08,6.8520408300618919e-16,7.8604750885763205e-11,9.2339397069799707e-17,3.8709561439043785e-11,4.4267260963995943e-13,4.4299580188324673e-13,2.1836701405834468e-16,1.0482407004159872e-16,5.613058916219757e-12,1.1445830533301113e-29,1.0768470629294143e-29,1.0768495229226784e-29,7.7731371656871344e-16,1.7425842077529272e-11,2.0112255662016604e-19,4.1425019723101448e-19,2.1339542123365541e-13,1.4740489147575925e-13,1.1591873483470948e-21,1.6337081142117893e-18,1.0025791242288066e-28,2.2638425033772484e-23,2.1512624317578772e-22,1.9239795982298764e-22,9.705552227871864e-26,1.1089052909191492e-28,6.5628027528952939e-30,8.4747505122347654e-27,2.1121089031710517e-33,6.9813264393141551e-37,3.0892512673607144e-36,1.9912600263901642e-34,1.1606067537665099e-31,1.5118834787349064e-19,1.603708753760745e-21,4.8666191850636221e-23,5.6728302437229511e-24,1.1159725021219035e-20,1.06604914918265e-20,3.4281085934679609e-16,3.1832000718230396e-18,2.7780280001465074e-18,2.3014961978264444e-21,1.5930718694706766e-21,8.8723990121742118e-22,3.0006797468067061e-29,1.8772311376805276e-28,8.6312024263922911e-21,4.5950014615618039e-30,2.1201033954890675e-24,1.1860213968843754e-36,1.7158425725879631e-29,2.0957837757790644e-25,3.6253419769161638e-30,1.8916883597985592e-33
5.472784572756482e-12,0.32961690713289227,154.0,0.0,0.0,0.0,0.99999067621909121,1.0,18.999999935310075,4.4794597328803121e-07,3.4029140619224504e-06,3.3593502867259075e-06,5.4094357183996824e-08,1.9877713348002849e-12,2.042977198362898e-07,7.5340629613976851e-07,4.2179365566124182e-10,1.0906443170772442e-06,1.0575587349560969e-08,7.1132460414045849e-16,8.1645204061713911e-11,9.4525132841228767e-17,4.0203482441816708e-11,4.6868982922907579e-13,4.6903301853595954e-13,2.3153939364173749e-16,1.1164865965002516e-16,5.8320376442344672e-12,1.3079747840984265e-29,1.230571519769271e-29,1.2305743854426478e-29,8.2550099331544317e-16,1.7982791922876066e-11,2.1222812344522779e-19,4.2417889121103578e-19,2.2253747466360993e-13,1.5371970749996379e-13,1.2535918458723924e-21,1.7300171899976261e-18,1.1048790994399935e-28,2.4079066503728816e-23,2.3277434594857086e-22,2.085959764448644e-22,1.0726983923220533e-25,1.2493921566186074e-28,7.3948374582384985e-30,9.3442442430463402e-27,2.4263539289801397e-33,8.0504130075964762e-37,3.4817110275257389e-36,2.2739417595278302e-34,1.307779418772597e-31,1.5705497568851689e-19,1.6973540623378948e-21,5.0666954774091263e-23,5.9626555913726055e-24,1.1823221722720691e-20,1.1077484243937788e-20,3.5608069550089012e-16,3.3549370251672977e-18,2.9414811969360841e-18,2.4431024160093116e-21,1.6904326231204182e-21,9.5571387051726481e-22,3.1758992671382375e-29,2.0221063842768593e-28,9.1381269072737496e-21,4.8648733311074099e-30,2.2449323560890963e-24,1.381588776352599e-36,1.8160362312148807e-29,2.2638077602138486e-25,3.9172465604328328e-30,2.0910931097351044e-33
5.680320319181583e-12,0.32961690712428793,154.0,0.0,0.0,0.0,0.99999032281170452,1.0,18.999999930740657,4.6493254790268894e-07,3.5318675348153761e-06,3.4847110859420232e-06,5.8173152592358982e-08,2.0630992794353198e-12,2.0430008554899335e-07,7.8508030789187428e-07,4.2191775439397755e-10,1.1364962128931726e-06,1.1064997630904086e-08,7.6495988466906568e-16,8.7898515897344351e-11,9.8899517505574883e-17,4.327423236937925e-11,5.2372510492687799e-13,5.2411073203247085e-13,2.5944429816106672e-16,1.2618134759331127e-16,6.2825639811071739e-12,1.6953723486421831e-29,1.5950493609864533e-29,1.5950532167607642e-29,9.2801752138859211e-16,1.9121668804607588e-11,2.3571631812416876e-19,4.4406574896985443e-19,2.4140267665548844e-13,1.667506997671924e-13,1.4598384454825697e-21,1.9338141446194421e-18,1.3347175303106242e-28,2.714880560846646e-23,2.7136673559187715e-22,2.4409732865074974e-22,1.3030474046552707e-25,1.5754236454369429e-28,9.3260364958216646e-30,1.1299439708123732e-26,3.1771864287560964e-33,1.0621144551603351e-36,4.3928917767158238e-36,2.9440196776096317e-34,1.6493894710877031e-31,1.6911960635033262e-19,1.895305061829306e-21,5.4788610808631914e-23,6.5707562692943735e-24,1.322777424347478e-20,1.1935131981703093e-20,3.8336553300218823e-16,3.7149887408353387e-18,3.2872954648076741e-18,2.743474456847322e-21,1.896866161133708e-21,1.1042203164057555e-21,3.5462850306427895e-29,2.3363115357605046e-28,1.0210398996454285e-20,5.4357198463457861e-30,2.5090126288777146e-24,1.8588772533006325e-36,2.0278294405412763e-29,2.6299063618331734e-25,4.5534866285622244e-30,2.5412354722697702e-33
5.887856065606685e-12,0.3296169071154177,154.0,0.0,0.0,0.0,0.99998996940436968,1.0,18.999999926030103,4.819191099881667e-07,3.66082053275889e-06,3.609930924241101e-06,6.2392686428555626e-08,2.1384269465627011e-12,2.0430166942461088e-07,8.1675462008521944e-07,4.2201423461206896e-10,1.1823485464580875e-06,1.1554774608858768e-08,8.2044585712609995e-16,9.438169645663288e-11,1.0327717976798919e-16,4.6455296997277445e-11,5.8288283792548765e-13,5.8331426669788284e-13,2.8949420851990986e-16,1.4193287294519357e-16,6.7498489940700886e-12,2.1770619690555705e-29,2.0482424713909996e-29,2.0482476042195231e-29,1.0390432024808356e-15,2.0293840844894448e-11,2.6097171893038042e-19,4.6398921279771293e-19,2.6104253762021212e-13,1.8031674352615598e-13,1.6909301191671496e-21,2.1529772083332332e-18,1.6016149503869779e-28,3.0479874889885857e-23,3.1466109827819898e-22,2.8403577410027987e-22,1.5717978223342117e-25,1.9699318804955337e-28,1.1663283029101403e-29,1.3572450123314559e-26,4.11991926747525e-33,1.3875715487628146e-36,5.4960416043025241e-36,3.7771317424291947e-34,2.0628476467848431e-31,1.8162565651988923e-19,2.1078839114580674e-21,5.9070289143836371e-23,7.2177484162073134e-24,1.4738945028071263e-20,1.2824293514117223e-20,4.1164279955820886e-16,4.0974842474930951e-18,3.6590937220592605e-18,3.0674622849832663e-21,2.1194143601382643e-21,1.2690239633177457e-21,3.9440410804920959e-29,2.684997090427385e-28,1.1362931891934935e-20,6.0492948836989568e-30,2.7929075418667593e-24,2.4744738019952287e-36,2.2552734679802459e-29,3.0386360065611408e-25,5.2641260808411629e-30,3.0671715706829649e-33
6.0953918120317865e-12,0.3296169071062834,154.0,0.0,0.0,0.0,0.99998961599707625,1.0,18.999999921179231,4.9890565954447012e-07,3.7897731239180242e-06,3.7350105549478178e-06,6.67522055053228e-08,2.2137543760031977e-12,2.0430272332371487e-07,8.4842913178069174e-07,4.2208923834310017e-10,1.2282011716508718e-06,1.2044850118146734e-08,8.7777261719748267e-16,1.0109474057235866e-10,1.0765751035536761e-16,4.9746402211774096e-11,6.4630832177225163e-13,6.4678904257326395e-13,3.217667298030589e-16,1.5895212235378062e-16,7.2338928961076302e-12,2.7713903134013781e-29,2.6074129323127478e-29,2.607419697552156e-29,1.1589662549321967e-15,2.1499298779951031e-11,2.8807298855118515e-19,4.8394658375208061e-19,2.8145689364075245e-13,1.9441772250945189e-13,1.9488553537225407e-21,2.3880591192183311e-18,1.9099501791103376e-28,3.40844811149659e-23,3.6304079206822201e-22,3.2878202888666766e-22,1.8836549963260403e-25,2.4440870863890793e-28,1.4472917836209151e-29,1.6201280114624085e-26,5.2940768651541904e-33,1.7962581570153434e-36,6.8225855640105293e-36,4.8052357721858523e-34,2.5598979846489824e-31,1.9457263226324163e-19,2.33558509428078e-21,6.3511809264123678e-23,7.9047804644145434e-24,1.6360576756314245e-20,1.3744926415995237e-20,4.4091116422534883e-16,4.5028147278935565e-18,4.0578030380907229e-18,3.4159483926348082e-21,2.3586748315060681e-21,1.4512120310844899e-21,4.3700926527142807e-29,3.0704632561549364e-28,1.2598556202073988e-20,6.7071053768452916e-30,3.0973175745824836e-24,3.2613414425665245e-36,2.498897379949504e-29,3.4931713308265053e-25,6.0547278454742396e-30,3.6784056058932083e-33
6.302927558456888e-12,0.3296169070968863,154.0,0.0,0.0,0.0,0.99998926258981569,1.0,18.999999916188841,5.158921965716048e-07,3.91872536381645e-06,3.8599507273566161e-06,7.1250960664879486e-08,2.2890816001925516e-12,2.0430341844594467e-07,8.8010377436600429e-07,4.2214754443272978e-10,1.2740539891472542e-06,1.2535168634842882e-08,9.3693031355632771e-16,1.0803764412411725e-10,1.1204001298522096e-16,5.3147274947225912e-11,7.1414648922472775e-13,7.1468011859758067e-13,3.563392742099822e-16,1.7728786295392968e-16,7.7346959112102136e-12,3.49944205663145e-29,3.2923990849063712e-29,3.2924079193602385e-29,1.2881798779608644e-15,2.2738033403138701e-11,3.1710028842994063e-19,5.0393566347700834e-19,3.0264557878140053e-13,2.0905351905651842e-13,2.235688735770354e-21,2.6396120357496957e-18,2.2644460388671808e-28,3.7974990224088141e-23,4.1690638450915652e-22,3.7872382368671625e-22,2.2437099480632651e-25,3.0103985421281016e-28,1.782925464385723e-29,1.9226979150916239e-26,6.7455142918601641e-33,2.3055764028891768e-36,8.407732421723844e-36,6.065160787408666e-34,3.1536969794632309e-31,2.0796004268407401e-19,2.5789004490494632e-21,6.8112991796701102e-23,8.632999314849969e-24,1.8096506867840174e-20,1.4696988913499481e-20,4.7116931631871427e-16,4.9313528494929741e-18,4.4843492214234509e-18,3.7898140497125776e-21,2.615244361423038e-21,1.6518987918117636e-21,4.8253600355321034e-29,3.495067473057234e-28,1.3920096484647887e-20,7.4106550383091086e-30,3.4229417082416697e-24,4.2587269816698977e-36,2.7592274136236149e-29,3.9967992860475446e-25,6.9310524448778727e-30,4.3852605490707038e-33
6.51046330488199e-12,0.3296169070872281,154.0,0.0,0.0,0.0,0.99998890918258287,1.0,18.999999911059735,5.3287872106957593e-07,4.0476772976495823e-06,3.9847521867532727e-06,7.5888206757374143e-08,2.3644086455327061e-12,2.0430387005208819e-07,9.117785016477219e-07,4.2219286541865277e-10,1.3199069320768596e-06,1.3025684963275599e-08,9.9790914757949769e-16,1.1521040381416387e-10,1.1642428369078427e-16,5.6657643181025438e-11,7.8654191362987984e-13,7.8713219398746763e-13,3.9328906179276371e-16,1.9698874220287325e-16,8.2522582729089064e-12,4.3853334728371166e-29,4.125891799233838e-29,4.1259032361114207e-29,1.4270822066026412e-15,2.4010035563239309e-11,3.481352767889459e-19,5.2395466260735377e-19,3.2460842571793417e-13,2.2422401454895429e-13,2.5535919281425819e-21,2.9081875377576019e-18,2.6701839863713701e-28,4.2163925892711446e-23,4.7667587086371273e-22,4.3426612181270199e-22,2.6574567435131374e-25,3.6828219726023166e-28,2.1815222597685137e-29,2.2693776159677725e-26,8.527165707757199e-33,2.9358212411849803e-36,1.0290780086801129e-35,7.5991551709892815e-34,3.8589275559414585e-31,2.2178739986916662e-19,2.83831918481864e-21,7.2873658485476926e-23,9.4035503594491781e-24,1.9950567638954744e-20,1.5680439854243195e-20,5.0241596448583202e-16,5.3834535811685335e-18,4.9396568388075794e-18,4.1899393230851846e-21,2.8897189238085632e-21,1.8722249244223501e-21,5.3107585966945235e-29,3.9612230479437561e-28,1.533037132145511e-20,8.1614443991776094e-30,3.7704774442590651e-24,5.5130833185829297e-36,3.0367869925627131e-29,4.5529189865333851e-25,7.8990577277058299e-30,5.1989197205012082e-33
