Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254)
7.295791850997038e-11,0.8720290688040325,154.0,0.0,0.0,0.0,0.99557365866204439,1.0,18.999994139984498,6.6008977808449615e-05,0.00024122738301418282,0.00023507476122861282,5.6781462047783295e-06,2.6666621835779702e-11,1.9668185106138841e-05,0.0012382851988841279,2.7647529076364167e-07,0.0026191333148355691,1.6439215955365486e-07,4.087653941469621e-14,1.8183269673232673e-07,8.6401229192929749e-16,4.0162988628038415e-07,2.3391012362520572e-07,2.3395321897840771e-07,2.7633203055550338e-11,1.5462049672108945e-11,7.0523390236179418e-09,1.745107465147577e-17,1.638736699862918e-17,1.6398698635205774e-17,8.5734238759727441e-12,1.7398752357925656e-08,2.0291407259617087e-14,2.2764975646598401e-17
7.386150231036488e-11,0.8720290684261957,154.0,0.0,0.0,0.0,0.99551898104680181,1.0,18.99999405592224,6.6824479832385016e-05,0.00024420148660543719,0.00023795348291817157,5.7597655407928307e-06,2.6995421260327811e-11,1.96671493995655e-05,0.0012536610906389804,2.7646010649200744e-07,0.0026516646463811489,1.6643279262003905e-07,4.1464110396972635e-14,1.8535775593683082e-07,8.7474521144078536e-16,4.0954673411652195e-07,2.4174595571998361e-07,2.4179049844991839e-07,2.8560085544071786e-11,1.5982535660672162e-11,7.2280572385951649e-09,1.888180338106013e-17,1.773536962565534e-17,1.7747793623531334e-17,8.8986283636556722e-12,1.7798936169286621e-08,2.1227897987020762e-14,2.3165460245833639e-17
7.476508611075938e-11,0.8720290680491638,154.0,0.0,0.0,0.0,0.99546430673904363,1.0,18.999993971863599,6.7639932536353632e-05,0.00024717526133047162,0.00024083169157210587,5.8413769489081882e-06,2.7324092891616734e-11,1.9666113755678736e-05,0.0012690360636904818,2.7644492313888505e-07,0.0026841942638473663,1.6847320002326068e-07,4.2051625773707827e-14,1.889135895503318e-07,8.8544894574948522e-16,4.1750189704075285e-07,2.4973511095752634e-07,2.4978112946392966e-07,2.9505129364700936e-11,1.6513259495524275e-11,7.4059365157268449e-09,2.0408843193906406e-17,1.9174543290905985e-17,1.9188148886503259e-17,9.2318666192695892e-12,1.8203630855458741e-08,2.2196329075979805e-14,2.3565511834582913e-17
7.566866991115388e-11,0.8720290676729425,154.0,0.0,0.0,0.0,0.99540963573853891,1.0,18.999993887809083,6.8455335923338795e-05,0.00025014870722646652,0.00024370938779199301,5.9229799003958213e-06,2.7652916415289981e-11,1.966507817447416e-05,0.0012844101180941514,2.7642974070421012e-07,0.0027167221673379742,1.7051338178893889e-07,4.2639077472245678e-14,1.9250019076060002e-07,8.9620907934404953e-16,4.2549460689889801e-07,2.5787832233677435e-07,2.5792584515582817e-07,3.0468421547369547e-11,1.7054270563103811e-11,7.5859768102116672e-09,2.2037269252993119e-17,2.0709727280618209e-17,2.0724609702384233e-17,9.5732331867208926e-12,1.8612835792614892e-08,2.3197414836295298e-14,2.3975027102852934e-17
7.657225371154838e-11,0.8720290672975383,154.0,0.0,0.0,0.0,0.99535496804505719,1.0,18.999993803759192,6.9270689996323633e-05,0.00025312182433140205,0.00024658657213569437,6.0045739101842454e-06,2.7981367611199907e-11,1.9664042655947347e-05,0.0012997832539055067,2.764145591879187e-07,0.0027492483569567161,1.7255333794293547e-07,4.322646975872019e-14,1.9611755275666644e-07,9.0686523846141353e-16,4.3352411028533863e-07,2.6617630816643998e-07,2.6622536396803932e-07,3.1450047377952703e-11,1.7605617260378997e-11,7.7681780772312789e-09,2.3772349366307004e-17,2.2345946945903467e-17,2.2362207730069574e-17,9.9228225468741028e-12,1.902655035529922e-08,2.4231877349973191e-14,2.437578428167144e-17
7.747583751194288e-11,0.8720290669229563,154.0,0.0,0.0,0.0,0.99530030365836752,1.0,18.999993719714361,7.008599475829103e-05,0.00025609461268207299,0.00024946324511967988,6.086158534536841e-06,2.8310102737924442e-11,1.9663007200093909e-05,0.0013151554711800597,2.7639937858994657e-07,0.0027817728328073292,1.7459306851074781e-07,4.3813789673094839e-14,1.9976566872884208e-07,9.1761823980842338e-16,4.4158966851921202e-07,2.7462977208704548e-07,2.7468038967207094e-07,3.2450090400885919e-11,1.8167346996333057e-11,7.9525402718812301e-09,2.5619550966223956e-17,2.4088420570059559e-17,2.4106167892603036e-17,1.0280729117913838e-11,1.9444773916504846e-08,2.5300446590132254e-14,2.4790327579680422e-17
7.828906293229792e-11,0.8720290665865408,154.0,0.0,0.0,0.0,0.99525110853746357,1.0,18.999993644078678,7.081972688560699e-05,0.00025876984114404938,0.00025205181398710091,6.1595763375831537e-06,2.8605887991759103e-11,1.9662075343407927e-05,0.0013289896814240704,2.7638571683688187e-07,0.0028110433958868602,1.7642863316692588e-07,4.4342318114826634e-14,2.0307526212626221e-07,9.2728104664911053e-16,4.4887889968672906e-07,2.8237139260585427e-07,2.8242344052668095e-07,3.3365943405859141e-11,1.8681819609362945e-11,8.1203138030675067e-09,2.7382589542451741e-17,2.5751975570344374e-17,2.5771159049770027e-17,1.0610034231029052e-11,1.9825029795877792e-08,2.6291930236951365e-14,2.5164420374684069e-17
7.910228835265296e-11,0.8720290662507998,154.0,0.0,0.0,0.0,0.99520191609470599,1.0,18.99999356844771,7.1553419075589129e-05,0.00026144480337298863,0.00025463996936873662,6.2329859346640792e-06,2.8901613573406963e-11,1.9661143537480611e-05,0.0013428231477386973,2.763720558275573e-07,0.00284031257097384,1.7826401513792575e-07,4.4870787925307518e-14,2.0640975576698023e-07,9.369336562751021e-16,4.5619622941660919e-07,2.9024000242846367e-07,2.9029350420965266e-07,3.4296839248631685e-11,1.9204773368052835e-11,8.2898376164744662e-09,2.9245303512463944e-17,2.7510055355797193e-17,2.7530773583103207e-17,1.0946221462552349e-11,2.0208936996086495e-08,2.7312180770430635e-14,2.5539672243519541e-17
7.991551377300801e-11,0.8720290659157369,154.0,0.0,0.0,0.0,0.99515272632992668,1.0,18.999993492821694,7.2287071330411529e-05,0.00026411949939621633,0.000257227711571443,6.3063870718428932e-06,2.9197246762812933e-11,1.9660211782308753e-05,0.0013566558701644008,2.7635839556192602e-07,0.0028695803581438761,1.8009921444248481e-07,4.5399197795177731e-14,2.0976914468931435e-07,9.4656600708573645e-16,4.6354114776876801e-07,2.9823608605236897e-07,2.9829106530867708e-07,3.5242835454687445e-11,1.9736240916853723e-11,8.4611116792943421e-09,3.1212099141192127e-17,2.9366871004663223e-17,2.9389228130885554e-17,1.1289359521703212e-11,2.0596495057388583e-08,2.8361746242953003e-14,2.5915252464787186e-17
8.072873919336305e-11,0.8720290655813556,154.0,0.0,0.0,0.0,0.99510353924295747,1.0,18.999993417200876,7.3020683652248177e-05,0.00026679392924089054,0.00025981504088133938,6.3797795158871846e-06,2.9492918874267614e-11,1.965928007788915e-05,0.0013704878487416404,2.7634473603994144e-07,0.0028988467574725721,1.8193423109928784e-07,4.5927544032139481e-14,2.131534239324774e-07,9.5621836596565852e-16,4.7091315436582536e-07,3.0636011844455815e-07,3.0641659887916494e-07,3.620398841802794e-11,2.0276254258285549e-11,8.6341359586840077e-09,3.3287533988777609e-17,3.132678019489334e-17,3.1350886196922013e-17,1.1639517076983099e-11,2.098770351923933e-08,2.9441180214844943e-14,2.6295170081183091e-17
8.154196461371809e-11,0.8720290652476596,154.0,0.0,0.0,0.0,0.99505435483363036,1.0,18.999993341585469,7.3754256043272913e-05,0.00026946809293444608,0.00026240195756703938,6.4531630510408797e-06,2.9788481708609826e-11,1.9658348424218599e-05,0.0013843190835108709,2.7633107726155682e-07,0.0029281117690355247,1.8376906512710323e-07,4.645582736982776e-14,2.1656258853650915e-07,9.6584525063000461e-16,4.7831175748915467e-07,3.1461256594149382e-07,3.146705713443972e-07,3.7180353508021288e-11,2.0824844813556234e-11,8.8089104217805912e-09,3.547630857926152e-17,3.3394279236833877e-17,3.342025017258193e-17,1.1996762759733792e-11,2.1382561920410147e-08,3.0551041336288364e-14,2.6675132082827718e-17
8.235519003407314e-11,0.8720290649146518,154.0,0.0,0.0,0.0,0.99500517310177694,1.0,18.999993265975672,7.4487788505659441e-05,0.00027214199050400173,0.00026498846188136943,6.5265374773080367e-06,3.0084100128117096e-11,1.9657416821293882e-05,0.0013981495745125456,2.7631741922672545e-07,0.0029573753929083282,1.8560371654460121e-07,4.6984043824107611e-14,2.1999663354226851e-07,9.7549726602082336e-16,4.8573647382070496e-07,3.2299388650558356e-07,3.2305344075204181e-07,3.8171985099850546e-11,2.1382043439836874e-11,8.9854350356847457e-09,3.7783267977705387e-17,3.557400471689955e-17,3.5601962987607652e-17,1.2361165165275212e-11,2.1781069799049153e-08,3.1691893297754509e-14,2.7059844490146079e-17
8.316841545442818e-11,0.872029064582336,154.0,0.0,0.0,0.0,0.99495599404722912,1.0,18.999993190371669,7.5221281041581368e-05,0.00027481562197699555,0.00026757455406279523,6.5999026090278298e-06,3.0379616845453653e-11,1.9656485269111813e-05,0.0014119793217871161,2.7630376193540076e-07,0.0029866376291665707,1.8743818537054891e-07,4.7512194482048054e-14,2.23455553991408e-07,9.8512612557753059e-16,4.9318682806628125e-07,3.3150453010019213e-07,3.3156565714923658e-07,3.917893661903563e-11,2.1947880455520747e-11,9.163709767479565e-09,4.0213399852054748e-17,3.787073166523082e-17,3.7900806276130253e-17,1.2732792853879601e-11,2.21832266927333e-08,3.286430467156601e-14,2.7444853507936774e-17
8.398164087478322e-11,0.8720290642507147,154.0,0.0,0.0,0.0,0.99490681766981903,1.0,18.999993114773641,7.5954733653212141e-05,0.00027748898738049778,0.00027016023433617923,6.6732582741176183e-06,3.0675239469288173e-11,1.9655553767669176e-05,0.0014258083253750294,2.7629010538753584e-07,0.0030158984778858359,1.8927247162359949e-07,4.8040274902297391e-14,2.2693934492639127e-07,9.9479558510114747e-16,5.0066235299177409e-07,3.4014493865293709e-07,3.4020766254587784e-07,4.0201260537077028e-11,2.2522385637751639e-11,9.3437345842108399e-09,4.2771840297449863e-17,4.0289379298420346e-17,4.0321706133398194e-17,1.3111714350510244e-11,2.2589032138493581e-08,3.4068849017859987e-14,2.7835891800298829e-17
8.479486629513827e-11,0.8720290639197912,154.0,0.0,0.0,0.0,0.99485764396937826,1.0,18.999993039181735,7.6688146342725042e-05,0.00028016208674212621,0.00027274550291329588,6.7466043135575304e-06,3.0970625313600626e-11,1.9654622316962771e-05,0.0014396365853167328,2.7627644958308411e-07,0.0030451579391417012,1.9110657532257274e-07,4.8568289227660733e-14,2.3044800139051867e-07,1.0044003901096979e-15,5.0816258954660835e-07,3.4891554593210043e-07,3.4897989079100862e-07,4.1239008356782295e-11,2.3105588214099818e-11,9.5255094529118515e-09,4.5463880832981669e-17,4.2835017918094271e-17,4.2869740031154716e-17,1.349799814448691e-11,2.299848567283115e-08,3.5306105041561677e-14,2.8223588277765035e-17
8.560809171549331e-11,0.8720290635895678,154.0,0.0,0.0,0.0,0.99480847294573882,1.0,18.99999296359611,7.7421519112293261e-05,0.00028283492008866914,0.00027533035999371318,6.8199405805098079e-06,3.126625784395452e-11,1.9653690916989385e-05,0.0014534641016526681,2.7626279452199902e-07,0.0030744160130097408,1.929404964860328e-07,4.9096228940999828e-14,2.3398151842793016e-07,1.0140890651108744e-15,5.156870867548683e-07,3.5781677765468174e-07,3.5788276768089273e-07,4.229223062509512e-11,2.3697516869840156e-11,9.7090343405659981e-09,4.8294971395347501e-17,4.5512871922001559e-17,4.5550139838173186e-17,1.3891712689887489e-11,2.3411586831748359e-08,3.6576656607618443e-14,2.8620962186287049e-17
8.642131713584835e-11,0.8720290632600477,154.0,0.0,0.0,0.0,0.99475930459873263,1.0,18.999992888016898,7.8154851964089836e-05,0.00028550748744807263,0.00027791480576590987,6.8932669392025961e-06,3.1561460016871397e-11,1.9652759567745826e-05,0.0014672908744232773,2.7624914020423373e-07,0.003103672699565524,1.9477423513289812e-07,4.9624103514500062e-14,2.3753989108359312e-07,1.0236535632599169e-15,5.2323540145711257e-07,3.6684905174332639e-07,3.6691671121598995e-07,4.3360976963597631e-11,2.4298199765257662e-11,9.8943092141605894e-09,5.1270720996432038e-17,4.8328320543403884e-17,4.8368292564696846e-17,1.4292926406285279e-11,2.3828335150789415e-08,3.7881092666495204e-14,2.9010099741476047e-17
8.71532200141679e-11,0.8720290629640833,154.0,0.0,0.0,0.0,0.99471505537480931,1.0,18.999992820001193,7.8814817402807897e-05,0.00028791257067437806,0.00028024045543931133,6.9592520870542228e-06,3.1827462652165962e-11,1.9651921396797966e-05,0.0014797343342018931,2.762368519537447e-07,0.0031300025313762019,1.9642444387863903e-07,5.0099123561174175e-14,2.4076367393268108e-07,1.0323670869012392e-15,5.3004888904623456e-07,3.7509047840656845e-07,3.7515966120278918e-07,4.4336161970691653e-11,2.4846322072447231e-11,1.0062552811033546e-08,5.407735619503983e-17,5.0984451203180407e-17,5.1026998970391742e-17,1.4660487061159283e-11,2.4206526575590341e-08,3.9084547554800603e-14,2.9371265134479359e-17
8.788512289248745e-11,0.8720290626686926,154.0,0.0,0.0,0.0,0.99467080831870025,1.0,18.999992751990874,7.947475051147494e-05,0.00029031743849295224,0.00028256577222114958,7.0252290221875633e-06,3.2093225535668448e-11,1.965108326693633e-05,0.001492177191754827,2.7622456430527301e-07,0.0031563312395802407,1.9807450481469562e-07,5.0574087820052732e-14,2.4400758220858418e-07,1.0410134332276606e-15,5.3688100362183686e-07,3.8343867577686655e-07,3.8350940167939001e-07,4.5323995848627141e-11,2.5401577521399835e-11,1.0232213845621648e-08,5.7010157012685524e-17,5.3760662392307583e-17,5.3805926801891563e-17,1.5034227266781664e-11,2.4587671484372491e-08,4.0316366495736705e-14,2.972885904887509e-17
8.8617025770807e-11,0.8720290623738772,154.0,0.0,0.0,0.0,0.99462656343028311,1.0,18.999992683986004,8.0134651291674836e-05,0.00029272209092319257,0.00028489075622933864,7.0911976650676638e-06,3.2359224148061694e-11,1.9650245178158588e-05,0.0015046194471115553,2.7621227725878456e-07,0.0031826588242327199,1.9972441795455724e-07,5.1048988374535418e-14,2.4727161230077376e-07,1.0497388275044768e-15,5.4373143755076336e-07,3.9189393313176108e-07,3.9196622197719839e-07,4.6324512944636494e-11,2.5963985604498784e-11,1.0403292293778966e-08,6.0073548405430941e-17,5.6661203006170108e-17,5.6709331285579375e-17,1.5414196831731635e-11,2.4971769537725287e-08,4.1576989214731432e-14,3.0094765871204608e-17
8.934892864912654e-11,0.8720290620796392,154.0,0.0,0.0,0.0,0.99458232070943497,1.0,18.999992615986674,8.0794519744991334e-05,0.00029512652798557149,0.00028721540757604334,7.1571579418947172e-06,3.2624857121522111e-11,1.9649407130462391e-05,0.0015170611003015519,2.7619999081424532e-07,0.0032089852853887158,2.0137418331204304e-07,5.1523833983190632e-14,2.5055576059929133e-07,1.0583582992453814e-15,5.5059988824811256e-07,4.0045653471385671e-07,4.0053040639174807e-07,4.7337747008194439e-11,2.6533565474999049e-11,1.0575788131368041e-08,6.3272071825462641e-17,5.9690435597319559e-17,5.9741581539211516e-17,1.5800445541666953e-11,2.5358820395990654e-08,4.2866858934873791e-14,3.045412131106593e-17
9.008083152744609e-11,0.8720290617859802,154.0,0.0,0.0,0.0,0.99453808015603384,1.0,18.999992547992946,8.1454355873008155e-05,0.00029753074969925776,0.00028953972636836542,7.2231097839186834e-06,3.2890824619439623e-11,1.9648569123845418e-05,0.0015295021513542901,2.7618770497162114e-07,0.0032353106231033015,2.0302380090057056e-07,5.1998613333083753e-14,2.5386002349472167e-07,1.0670872512248762e-15,5.5748605785983901e-07,4.0912676004716731e-07,4.0920223449910489e-07,4.836373122857574e-11,2.7110335968334868e-11,1.0749701334202119e-08,6.6610381715264657e-17,6.2852833026979098e-17,6.2907157219121603e-17,1.6193023160497946e-11,2.5748823719289755e-08,4.4186422214990685e-14,3.0823974460708197e-17
9.073954411793368e-11,0.8720290615221834,154.0,0.0,0.0,0.0,0.99449826551103826,1.0,18.999992486803443,8.2048180751400905e-05,0.00029969436513544541,0.00029163132903206563,7.2824591770631927e-06,3.3129899601490114e-11,1.9647814953010945e-05,0.0015406985824987563,2.7617664822786874e-07,0.0032590024665495368,2.0450833039923151e-07,5.2425866706956996e-14,2.5685105509824152e-07,1.0748578808289801e-15,5.6369851788757842e-07,4.1702220830917542e-07,4.1709914235011711e-07,4.929804538226423e-11,2.7635592701558954e-11,1.0907435044060489e-08,6.9738320629754644e-17,6.5816636952135304e-17,6.5873964685462729e-17,1.6551795346484028e-11,2.6102350786780225e-08,4.5399789025705759e-14,3.115191817266751e-17
9.139825670842127e-11,0.8720290612588584,154.0,0.0,0.0,0.0,0.99445845262148613,1.0,18.999992425618565,8.2641979448738013e-05,0.00030185780616992345,0.00029372266248143468,7.3418016422941445e-06,3.3369088423208356e-11,1.9647060815447042e-05,0.0015518945259573977,2.7616559197161531e-07,0.0032826934000929789,2.0599274022606253e-07,5.2853068148822693e-14,2.5985837397156609e-07,1.0826688728813812e-15,5.6992488201900603e-07,4.2500525184258449e-07,4.2508366170343972e-07,5.024273703570674e-11,2.8166702143054028e-11,1.1066316782536037e-08,7.2986903100575049e-17,6.889543565093616e-17,6.895590798248752e-17,1.691577048795876e-11,2.6458268827426709e-08,4.6637902206722928e-14,3.1484412874145735e-17
9.205696929890887e-11,0.8720290609960063,154.0,0.0,0.0,0.0,0.99441864148728787,1.0,18.999992364438366,8.3235751966173789e-05,0.00030402107281738685,0.00029581372678552431,7.4011371384926022e-06,3.3608176623292147e-11,1.9646306711152008e-05,0.0015630899817516972,2.76154536202836e-07,0.0033063834237737708,2.0747703039106524e-07,5.3280220679564712e-14,2.6288197748454229e-07,1.0904541754761728e-15,5.7616494249069738e-07,4.3307608507186693e-07,4.3315598701975312e-07,5.1197829274009099e-11,2.8703677394181335e-11,1.1226346531978576e-08,7.6359759712964236e-17,7.2092721966446809e-17,7.2156485400362479e-17,1.7284984818960931e-11,2.6816577593055196e-08,4.7901094111628868e-14,3.1816632937061236e-17
9.271568188939646e-11,0.8720290607336277,154.0,0.0,0.0,0.0,0.99437883210835454,1.0,18.999992303262882,8.3829498304862501e-05,0.0003061841650921493,0.00029790452201078755,7.4604656271307284e-06,3.3847329982437432e-11,1.9645552640124149e-05,0.0015742849499031351,2.7614348092150605e-07,0.0033300725376320503,2.0896120090412334e-07,5.3707321457272654e-14,2.6592186300737816e-07,1.0982648599862014e-15,5.8241849450446348e-07,4.4123489946357676e-07,4.4131630980126891e-07,5.216334483110726e-11,2.9246531357071688e-11,1.138752427471807e-08,7.9860600152637604e-17,7.5412066135056112e-17,7.5479272790038274e-17,1.7659474559493619e-11,2.7177276835373341e-08,4.9189699308119806e-14,3.2152240385922766e-17
9.337439447988405e-11,0.8720290604717243,154.0,0.0,0.0,0.0,0.99433902448459643,1.0,18.999992242092155,8.4423218465958392e-05,0.0003083470830088294,0.00029999504822127312,7.519787072077341e-06,3.4086407852657144e-11,1.9644798602361751e-05,0.0015854794304331924,2.7613242612760063e-07,0.0033537607417079549,2.1044525177521394e-07,5.4134372397898683e-14,2.6897802791063835e-07,1.1060575911425292e-15,5.8868533614697084e-07,4.4948188360645349e-07,4.4956481867184929e-07,5.313930609927751e-11,2.9795276740020827e-11,1.1549849993079998e-08,8.3493213214453871e-17,7.8857115836132633e-17,7.8927923614504794e-17,1.8039275915742994e-11,2.7540366305978077e-08,5.0504054549079282e-14,3.2488154638006797e-17
9.403310707037164e-11,0.8720290602102971,154.0,0.0,0.0,0.0,0.99429921861592485,1.0,18.999992180926206,8.5016912450615567e-05,0.00031050982658180592,0.00030208530547878566,7.579101439437389e-06,3.4325508121309382e-11,1.9644044597863126e-05,0.0015966734233633475,2.761213718210949e-07,0.003377448036041621,2.119291830142397e-07,5.4561371742425103e-14,2.7205046956524225e-07,1.1138625411298607e-15,5.9496526833571984e-07,4.5781722326523957e-07,4.5790169943083464e-07,5.4125735135526e-11,3.0349926061114385e-11,1.1713323669373541e-08,8.7261467457263331e-17,8.2431596875181388e-17,8.2506169634963326e-17,1.8424425080202005e-11,2.7905845756361785e-08,5.1844498762464497e-14,3.2826455473580539e-17
9.469181966085923e-11,0.8720290599493471,154.0,0.0,0.0,0.0,0.99425941450225008,1.0,18.999992119765082,8.5610580259988159e-05,0.00031267239582562857,0.0003041752938430256,7.6384086974132912e-06,3.4564556790654476e-11,1.9643290626626566e-05,0.0016078669287150783,2.7611031800196426e-07,0.00340113442067318,2.1341299463115555e-07,5.4988320407552126e-14,2.7513918534246402e-07,1.1216568939735544e-15,6.0125809477721996e-07,4.6624110142234211e-07,4.6632713509471253e-07,5.5122653666534776e-11,3.0910491651033993e-11,1.1877945285900398e-08,9.1169312122570571e-17,8.6139314125921538e-17,8.6217821856509442e-17,1.8814958231749683e-11,2.8273714937917578e-08,5.3211373049264054e-14,3.3165602437503075e-17
9.535053225134683e-11,0.8720290596888751,154.0,0.0,0.0,0.0,0.99421961214348298,1.0,18.9999920586088,8.6204221895230194e-05,0.00031483479075471507,0.00030626501337171461,7.6977088161786501e-06,3.4803610305464147e-11,1.9642536688650372e-05,0.0016190599465098622,2.7609926467018376e-07,0.003424819895642763,2.1489668663587522e-07,5.5415217304542001e-14,2.7824417261393237e-07,1.1294580572369851e-15,6.0756362192878124e-07,4.7475369831589147e-07,4.7484130593518362e-07,5.6130083093180281e-11,3.1476985655620822e-11,1.2043714824948481e-08,9.5220778115897635e-17,8.9984152534512013e-17,9.0066771536128532e-17,1.921091153571531e-11,2.8643973601944185e-08,5.4605020683450762e-14,3.3506749300323562e-17
9.600924484183442e-11,0.8720290594288826,154.0,0.0,0.0,0.0,0.99417981153953427,1.0,18.999991997457393,8.6797837357495655e-05,0.00031699701138358034,0.00030835446412071473,7.7570017677597502e-06,3.5042626573496474e-11,1.9641782783932831e-05,0.0016302524767691743,2.7608821182572864e-07,0.0034485044609905004,2.1638025903834187e-07,5.5842062884019366e-14,2.8136542875163112e-07,1.1372530448054262e-15,6.1388165896069187e-07,4.8335519147742142e-07,4.83444389516849e-07,5.7148044495006708e-11,3.2049420038413476e-11,1.2210632268796662e-08,9.9419978982395933e-17,9.3970078119141031e-17,9.405699118608207e-17,1.9612321143937427e-11,2.9016621499650511e-08,5.6025787111756748e-14,3.3849054701985189e-17
9.666795743232201e-11,0.8720290591693702,154.0,0.0,0.0,0.0,0.99414001269031471,1.0,18.999991936310892,8.7391426647938432e-05,0.00031915905772666461,0.00031044364614414051,7.8162875259236881e-06,3.5281637147279619e-11,1.9641028912472257e-05,0.0016414445195144893,2.7607715946857411e-07,0.0034721881167565174,2.1786371184847521e-07,5.6268856468299262e-14,2.8450295112789864e-07,1.1450515933212184e-15,6.2021201771837074e-07,4.9204575576957864e-07,4.9213656073492599e-07,5.8176558634703093e-11,3.2627806583187982e-11,1.2378697599711306e-08,1.0377111187046356e-16,9.8101138958986373e-17,9.8192535566683432e-17,2.001922319482162e-11,2.9391658382160037e-08,5.7474019953049462e-14,3.4193135738913712e-17
9.73266700228096e-11,0.8720290589103391,154.0,0.0,0.0,0.0,0.99410021559573525,1.0,18.999991875169322,8.7984989767712413e-05,0.00032132092979846218,0.00031253255949446391,7.875566066072927e-06,3.5520618265328139e-11,1.9640275074266938e-05,0.0016526360747672814,2.7606610759869546e-07,0.0034958708629809392,2.1934704507621112e-07,5.6695598248575661e-14,2.8765673711542782e-07,1.1528463674517013e-15,6.265545126848e-07,5.0082556342355768e-07,5.0091799185269142e-07,5.9215645962547573e-11,3.3212156896479243e-11,1.2547910799948863e-08,1.0827845849101325e-16,1.0238146618005453e-16,1.0247754267598768e-16,2.0431653813395889e-11,2.9769084000514943e-08,5.8950068997536379e-14,3.4538536958560228e-17
9.798538261329719e-11,0.87202905865179,154.0,0.0,0.0,0.0,0.9940604202557064,1.0,18.999991814032693,8.8578526717971394e-05,0.00032348262761342411,0.00031462120422261431,7.9348373651461832e-06,3.5759587761085426e-11,1.9639521269315181e-05,0.0016638271425490224,2.7605505621606779e-07,0.0035195526997038882,2.2083025873147162e-07,5.712228778240753e-14,2.9082678408726673e-07,1.1606428733849695e-15,6.3290896094345791e-07,5.0969478407604121e-07,5.097888525384277e-07,6.0265326620792981e-11,3.3802482410069122e-11,1.2718271851754005e-08,1.1294638607722322e-16,1.0681527494262128e-16,1.0691623474112868e-16,2.084964911136389e-11,3.0148898105680054e-08,6.0454286205955473e-14,3.488559288822731e-17
9.864409520378478e-11,0.8720290583937246,154.0,0.0,0.0,0.0,0.99402062667013902,1.0,18.999991752901042,8.9172037499869129e-05,0.00032564415118603189,0.00031670958037807099,7.9941014015253567e-06,3.599853225102835e-11,1.9638767497615284e-05,0.0016750177228811844,2.760440053206664e-07,0.0035432336269654845,2.2231335282418759e-07,5.7548925121716103e-14,2.9401308941681751e-07,1.1684369768599672e-15,6.3927518214180479e-07,5.18653584805593e-07,5.1874930990182258e-07,6.1325620447987618e-11,3.4398794383437706e-11,1.2889780737361023e-08,1.17779348345857e-16,1.1140686543133119e-16,1.1151291921236321e-16,2.1273245187155233e-11,3.0531100448546591e-08,6.1987025708787581e-14,3.5234057670482016e-17
9.930280779427238e-11,0.8720290581361426,154.0,0.0,0.0,0.0,0.99398083483894384,1.0,18.999991691774376,8.9765522114559302e-05,0.00032780550053074302,0.00031879768800906894,8.0533581548310192e-06,3.6237460953801566e-11,1.9638013759165537e-05,0.001686207815785237,2.7603295491246655e-07,0.0035669136448058464,2.2379632736428213e-07,5.7975509976830698e-14,2.9721565047780589e-07,1.1762315257661578e-15,6.4565299823387658e-07,5.2770213038944557e-07,5.2779952875080506e-07,6.2396547009461527e-11,3.500110392105931e-11,1.306243743899384e-08,1.2278187874813905e-16,1.1616061626036811e-16,1.1627198215429054e-16,2.1702478127161224e-11,3.0915690779941695e-08,6.354864361468928e-14,3.5584096682465269e-17
9.996152038475997e-11,0.8720290578790462,154.0,0.0,0.0,0.0,0.99394104476203182,1.0,18.999991630652726,9.0358980563195546e-05,0.00032996667566202628,0.00032088552716241748,8.1126076061020521e-06,3.6476370477491558e-11,1.9637260053964255e-05,0.0016973974212826503,2.7602190499144336e-07,0.0035905927532650915,2.2527918236168131e-07,5.8402042263922889e-14,3.0043446464434759e-07,1.1840254708365133e-15,6.520422339234124e-07,5.3684058286135059e-07,5.3693967114931297e-07,6.3478125544833426e-11,3.5609421942621411e-11,1.3236241938864564e-08,1.2795860788866069e-16,1.2108100164556844e-16,1.2119790545982459e-16,2.2137384003226362e-11,3.1302668850618424e-08,6.5139498417908521e-14,3.5935652313232816e-17
9.999999999999999e-11,0.872029057366311,154.0,0.0,0.0,0.0,0.99393872042339082,1.0,18.999991627082377,9.0393647457789558e-05,0.00033009291833794636,0.00032100748290138462,8.1160685193617999e-06,3.6490326078642286e-11,1.9637216026250909e-05,0.0016980510626359959,2.7602125950994636e-07,0.0035919759733189769,2.2536580171036905e-07,5.8426957115456908e-14,3.0062299856579225e-07,1.1844807342329167e-15,6.5241581939427773e-07,5.3737720113397046e-07,5.374763886570668e-07,6.3541637167561863e-11,3.5645143666649977e-11,1.3246430454434473e-08,1.282664986819481e-16,1.2137368057919996e-16,1.2149091504581333e-16,2.2162965777454185e-11,3.132534852498833e-08,6.5233341902878747e-14,3.5956235111167878e-17
