Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363)
3.5301534632641927e-12,1.0629482397288132,154.0,0.0,0.0,0.0,0.99997749583628148,1.0,18.999999989475501,9.7519156202026599e-07,2.6175368817692662e-06,2.6103283855841641e-06,8.8107415068987845e-09,3.3094994422549232e-13,2.0776398039311182e-06,5.1630020420150128e-06,1.1186910840620381e-08,9.038594412930568e-06,1.6981011057238323e-09,8.4426963154412299e-17,8.2538227790055607e-11,1.1463874972805641e-17,8.303561228361148e-11,1.1480935563624233e-12,1.1482854281522845e-12,1.3194145488131126e-16,5.992905623174193e-17,1.6592876520968933e-12,1.5677710453274703e-29,1.4594003890931262e-29,1.4594108969801458e-29,4.7000337005955712e-17,1.5321247501394014e-11,6.987808705980654e-20,5.02166778455671e-20,3.9230272659902782e-12,2.2407694946462719e-12,1.2787477804993874e-21,1.0714995418648083e-18,2.478542823277951e-28,4.7450897710150306e-24,5.2617378218394087e-23,4.7849032405976916e-23,2.1433715016143006e-26,5.2015879624086094e-30,2.6820176067454153e-30,5.0200928422969842e-28,1.7779632499497225e-34,1.1627107667697072e-38,1.7143246528032283e-36,1.1075697330241723e-35,5.29867760350454e-33,8.9799477941454182e-19,2.0460637187875791e-21,6.1567546794969074e-22,2.6820473273653741e-23,1.5163196146506378e-21,1.1961089038604763e-26
3.628880340500945e-12,1.0629482397255037,154.0,0.0,0.0,0.0,0.99997686777512418,1.0,18.999999988930004,1.0024640068905696e-06,2.6907278193364391e-06,2.6830868219632989e-06,9.2969283046722097e-09,3.4020405204268488e-13,2.0777844758205995e-06,5.3281022001011749e-06,1.1195025820961933e-08,9.3276272202838055e-06,1.7568825506851268e-09,8.9085759506019845e-17,8.5891690324059346e-11,1.1860709007966536e-17,8.7705895712694113e-11,1.246718551394559e-12,1.2469278372709739e-12,1.4362556324527722e-16,6.5658884102386269e-17,1.753387092603954e-12,1.9005404605064808e-29,1.7691791529011095e-29,1.7691922483431435e-29,5.1111829808228817e-17,1.5845597623319459e-11,7.4407600284003291e-20,5.1981568945682112e-20,4.1725762467926728e-12,2.3833034358925253e-12,1.4290674756356059e-21,1.1637085581828065e-18,2.846886123692675e-28,5.1700708519703564e-24,5.8808756595056407e-23,5.3612024948994907e-23,2.4696811376125758e-26,6.1624388123344202e-30,3.1780549489047257e-30,5.7669173856612368e-28,2.1665831032709921e-34,1.4202776452953675e-38,2.0323587836958493e-36,1.3289971116901654e-35,6.2789544452330556e-33,9.4881784066763792e-19,2.2200556763389979e-21,6.5247927208132335e-22,2.8364804768526278e-23,1.6477378655504819e-21,1.3164126563853502e-26
3.727607217737697e-12,1.0629482397221186,154.0,0.0,0.0,0.0,0.99997623971603411,1.0,18.999999988372124,1.0297364255382464e-06,2.7639186156023855e-06,2.7558327100959856e-06,9.7954376211989267e-09,3.4945814199293469e-13,2.0779000669140168e-06,5.4932126248156489e-06,1.1202033558054046e-08,9.6166780450131693e-06,1.8157106895169843e-09,9.3862634665912888e-17,8.9282782792389646e-11,1.225785827616665e-17,9.2501791454040767e-11,1.3508120988051657e-12,1.3510398247918374e-12,1.5597768706032092e-16,7.1746707278272335e-17,1.8500816060486163e-12,2.2920323377316679e-29,2.1336260724251616e-29,2.1336422962191545e-29,5.5459403019065356e-17,1.6375175743149657e-11,7.911133412432452e-20,5.3749553262297003e-20,4.4299516740950449e-12,2.5303071697133812e-12,1.5923327313882304e-21,1.2610486989336497e-18,3.2578838252298255e-28,5.6200282508268929e-24,6.5534076748733962e-23,5.9883590483403475e-23,2.8347065009278745e-26,7.2670965619008865e-30,3.7484593210929965e-30,6.6003492807047399e-28,2.6259592984340042e-34,1.7255675124438822e-38,2.398215493148942e-36,1.5870871542449079e-35,7.4062571459953814e-33,1.0010341672566575e-18,2.4035009671270104e-21,6.9035092226137754e-22,2.9953178773783686e-23,1.786530186162711e-21,1.4447665778602804e-26
3.8263340949744495e-12,1.0629482397186594,154.0,0.0,0.0,0.0,0.9999756116587607,1.0,18.999999987801939,1.0570088179633563e-06,2.837109276721989e-06,2.8285661050823461e-06,1.0306214378546926e-08,3.5871221485446764e-13,2.0779923779997348e-06,5.6583312434416672e-06,1.1208085013844845e-08,9.9057432585343811e-06,1.874579367667585e-09,9.8757060857535254e-17,9.2711317437192289e-11,1.2655281227667951e-17,9.7423131674588656e-11,1.460519230092981e-12,1.4607664514041843e-12,1.6901610581825474e-16,7.8203436109117014e-17,1.9493711964446982e-12,2.7506237739900835e-29,2.5605404274880436e-29,2.5605604144443681e-29,6.0049958097590392e-17,1.6909982768991522e-11,8.3992197157603843e-20,5.5520451673840141e-20,4.6951522370534678e-12,2.6817799220915092e-12,1.7692752824289973e-21,1.3636575402368901e-18,3.7151554445453412e-28,6.0957087406433187e-24,7.2823580766552985e-23,6.6693190838723283e-23,3.2418148119932514e-26,8.5323280539852523e-30,4.4019234923569122e-30,7.5277534337627232e-28,3.166539072101324e-34,2.0857967119321129e-38,2.8175009988875651e-36,1.8867294688794761e-35,8.6977821119672277e-33,1.0546433289723115e-18,2.5966349290571645e-21,7.2929008702231818e-22,3.1585660919577543e-23,1.9328970124869962e-21,1.5814450641402723e-26
3.925060972211202e-12,1.0629482397151253,154.0,0.0,0.0,0.0,0.999974983603094,1.0,18.999999987219493,1.0842811841659563e-06,2.9102998080396416e-06,2.9012870617763887e-06,1.0829203744770616e-08,3.6796627130284584e-13,2.0780660494250827e-06,5.8234563979072997e-06,1.1213310551853946e-08,1.0194819958157669e-05,1.9334832410406161e-09,1.0376851266145779e-16,9.6177132107067373e-11,1.3052941784166524e-17,1.0246974883451942e-10,1.5759847830164703e-12,1.576252584018799e-12,1.8275907458103593e-16,8.5039967099009051e-17,2.0512558680279106e-12,3.285618829676852e-29,3.0585846155922595e-29,3.058609107754365e-29,6.4890419352138223e-17,1.7450019605046477e-11,8.9053118549463805e-20,5.7294108649370696e-20,4.9681765361044877e-12,2.8377208683413599e-12,1.9606479232888575e-21,1.4716725532591214e-18,4.2225220602712476e-28,6.5978615940085968e-24,8.0708383506427428e-23,7.4071156222818608e-23,3.6945656109042299e-26,9.9763313074266526e-30,5.1478853483467812e-30,8.5569063159718447e-28,3.7999728269928003e-34,2.5090417930071767e-38,3.2963034231918364e-36,2.2333182766992957e-35,1.0172201258645281e-32,1.109644896835101e-18,2.7996918104971532e-21,7.6929643586677357e-22,3.3262316846919341e-23,2.0870387151221399e-21,1.7267226914278424e-26
4.023787849447954e-12,1.062948239711518,154.0,0.0,0.0,0.0,0.99997435554885816,1.0,18.999999986624857,1.1115535241460952e-06,2.9834902141963331e-06,2.973995634787109e-06,1.1364351132812186e-08,3.7722031192513862e-13,2.0781247956814434e-06,5.9885867609643089e-06,1.1217822758064712e-08,1.0483905820346976e-05,1.9924176689138306e-09,1.0889646700484504e-16,9.9680086750356869e-11,1.3450808615876802e-17,1.0764147568645303e-10,1.6973534019323226e-12,1.6976428961063539e-12,1.9722482402350379e-16,9.2267182783117503e-17,2.155735625229424e-12,3.9073229156375895e-29,3.6373534279674774e-29,3.6373832892738311e-29,6.998773375860421e-17,1.7995287151601914e-11,9.4297048055375426e-20,5.9070389110836368e-20,5.2490231009792796e-12,2.9981291433994491e-12,2.1672245807531947e-21,1.5852311043056247e-18,4.7840120183307568e-28,7.1272385632296925e-24,8.9220475469461031e-23,8.2048688059207086e-23,4.1967163468313779e-26,1.1618815417450322e-29,5.9965698338502587e-30,9.6960076913861771e-28,4.5392157423558621e-34,3.004316201438909e-38,3.8412199934589396e-36,2.6327902485287859e-35,1.1849745230657404e-32,1.1660384430804205e-18,3.0129047751694552e-21,8.1036963925402815e-22,3.4983212207301487e-23,2.2491555994440036e-21,1.8808741830821371e-26
4.122514726684706e-12,1.0629482397078363,154.0,0.0,0.0,0.0,0.99997372749590507,1.0,18.999999986018089,1.1388258379038198e-06,3.0566804992226583e-06,3.0466918784795909e-06,1.1911602199407831e-08,3.8647433723103513e-13,2.0781715924057679e-06,6.1537212693694029e-06,1.122171887721164e-08,1.0772998983744286e-05,2.0513786209383616e-09,1.1414040315099626e-16,1.03220060386541e-10,1.3848854513677818e-17,1.1293814527464948e-10,1.8247695381329929e-12,1.825081868034903e-12,2.1243156047599463e-16,9.9895951633469509e-17,2.2628104726528815e-12,4.6271209713830969e-29,4.3074468576107431e-29,4.3074830901123981e-29,7.5348870779998201e-17,1.8545786305026092e-11,9.972695602170952e-20,6.0849175758599267e-20,5.537690405063779e-12,3.1630038500273349e-12,2.3898003861211125e-21,1.7044704549105975e-18,5.4038666554891007e-28,7.6845938606503266e-24,9.8392725649664686e-23,9.0657861801377154e-23,4.7522279851466682e-26,1.3481082673651747e-29,6.9590320868534209e-30,1.0953692383196731e-27,5.398634976387746e-34,3.5816516294124015e-38,4.4593850175040234e-36,3.0916641750392833e-35,1.3752288998745029e-32,1.2238235411449617e-18,3.2365059070204605e-21,8.5250936858745299e-22,3.674841266235673e-23,2.4194479057813163e-21,2.0441743805122288e-26
4.2212416039214585e-12,1.0629482397040817,154.0,0.0,0.0,0.0,0.99997309944410995,1.0,18.999999985399235,1.1660981254391707e-06,3.1298706666190146e-06,3.1193758469760992e-06,1.2470902843998931e-08,3.9572834766283009e-13,2.0782088227983674e-06,6.3188590715667244e-06,1.1225082900884305e-08,1.1062097957580414e-05,2.110362596940714e-09,1.1949980268889793e-16,1.0679694851046767e-10,1.4247055847695933e-17,1.1835959093421802e-10,1.9583774501832897e-12,1.9587137874064401e-12,2.2839746596683363e-16,1.0793712798967144e-16,2.3724804150545795e-12,5.4575595924236385e-29,5.0805465865658589e-29,5.0805903483206405e-29,8.0980822187221173e-17,1.910151795776615e-11,1.0534583338678055e-19,6.263036673396655e-20,5.8341768766422911e-12,3.3323440652343455e-12,2.6291917473261054e-21,1.8295277619260925e-18,6.0865460415098124e-28,8.27068413910301e-24,1.0825888436061808e-22,9.9931629723736805e-23,5.3652706325262322e-26,1.5586112948639814e-29,8.0472017939428949e-30,1.2339042078633547e-27,6.3941227260967703e-34,4.252184272405204e-38,5.1584986529876075e-36,3.6170825487356684e-35,1.5903439893997183e-32,1.2829997656542981e-18,3.4707262150658209e-21,8.9571529620292781e-22,3.8557983883553018e-23,2.5981158095894679e-21,2.2168982178147393e-26
4.319968481158211e-12,1.062948239700254,154.0,0.0,0.0,0.0,0.99997247139336742,1.0,18.999999984768362,1.1933703867521877e-06,3.20306071942519e-06,3.1920475941571671e-06,1.3042199207648116e-08,4.0498234360515433e-13,2.0782383944870223e-06,6.4839994859303783e-06,1.1227987369095335e-08,1.1351201548572631e-05,2.169366557342578e-09,1.2497414952282357e-16,1.1041066085277988e-10,1.4645392097561782e-17,1.2390564629033191e-10,2.0983212042560355e-12,2.098682749392545e-12,2.451406982647083e-16,1.1640155200804858e-16,2.4847454573262293e-12,6.4124331505452767e-29,5.9694961933821023e-29,5.9695488181512155e-29,8.6890601881038627e-17,1.9662482998348784e-11,1.1115669168188389e-19,6.4413873561033929e-20,6.1384809078716329e-12,3.5061488454039011e-12,2.8862364209205406e-21,1.9605400776098717e-18,6.8367347396058424e-28,8.8862684724915471e-24,1.1885358603957249e-22,1.0990382368969788e-22,6.040229179608513e-26,1.7958650329630289e-29,9.27392875374987e-30,1.3861597171662457e-27,7.5432152377689823e-34,5.0282461109155396e-38,5.946856462325518e-36,4.2168550817455716e-35,1.8328628053547095e-32,1.3435666924114543e-18,3.715795638212762e-21,9.3998709535826787e-22,4.0411991551917394e-23,2.7853594216225183e-21,2.3993206995619462e-26
4.418695358394963e-12,1.0629482396963537,154.0,0.0,0.0,0.0,0.99997184334358891,1.0,18.99999998412553,1.2206426218429072e-06,3.2762506602808914e-06,3.2647071736626791e-06,1.3625437671960144e-08,4.1423632539190454e-13,2.078261834009989e-06,6.6491419670040656e-06,1.1230494929399294e-08,1.1640308801822387e-05,2.2283878626283039e-09,1.3056292986202424e-16,1.1406111944173655e-10,1.5043845443749776e-17,1.2957614525744885e-10,2.2447446744667951e-12,2.2451326570691365e-12,2.6267939092092453e-16,1.2530004962490653e-16,2.5996056044799665e-12,7.5068739955016e-29,6.9883851632940363e-29,6.9884481821730833e-29,9.3085245715243265e-17,2.0228682311383e-11,1.1716256303232749e-19,6.619961941665736e-20,6.4506008620365835e-12,3.6844172304380592e-12,3.1617935839244475e-21,2.0976443497123257e-18,7.6593475851354101e-28,9.5321083365031742e-24,1.3021235202916043e-22,1.206091578970641e-22,6.7817089610470014e-26,2.0625291996343841e-29,1.0653029651752194e-29,1.55313686431469e-27,8.8652179320493611e-34,5.9234613910343313e-38,6.8333797552405271e-36,4.8995042051931906e-35,2.1055199285056175e-32,1.4055238983863287e-18,3.9719430500596648e-21,9.8532444022356052e-22,4.2310501357785134e-23,2.9813787881035773e-21,2.591716881309981e-26
4.517422235631715e-12,1.0629482396923815,154.0,0.0,0.0,0.0,0.99997121529469946,1.0,18.999999983470786,1.2479148307113626e-06,3.3494404914784721e-06,3.3373546388929459e-06,1.4220564858007606e-08,4.2349029331248518e-13,2.0782803633795949e-06,6.8142860781436575e-06,1.1232659687763642e-08,1.192941895292222e-05,2.2874242206263144e-09,1.3626563221041941e-16,1.177482569239104e-10,1.5442400411677572e-17,1.3537092203853555e-10,2.3977915432077249e-12,2.3982072217503121e-12,2.8103165331154741e-16,1.3464343253116353e-16,2.7170608616352629e-12,8.7574468178733872e-29,8.152636775538884e-29,8.152711940661213e-29,9.9571811320996178e-17,2.080011677756484e-11,1.2336650015845852e-19,6.7987537605571347e-20,6.7705350794292443e-12,3.8671482471160166e-12,3.4567439055393886e-21,2.2409774215625838e-18,8.5595354824514233e-28,1.0208967589449142e-23,1.4237159333692505e-22,1.320832316009385e-22,7.5945414327615227e-26,2.3614579343159199e-29,1.2199336046805771e-29,1.7358849978069112e-27,1.0381336789959639e-33,6.9528484670869526e-38,7.8276467191999248e-36,5.674312592075067e-35,2.4112510351416051e-32,1.4688709617058479e-18,4.2393962636732163e-21,1.0317270058722543e-21,4.4253579000570547e-23,3.1863738908936842e-21,2.7943618524809045e-26
4.6161491128684675e-12,1.062948239688337,154.0,0.0,0.0,0.0,0.99997058724663523,1.0,18.999999982804191,1.2751870133575863e-06,3.4226302150087152e-06,3.4099900430097772e-06,1.4827527625261408e-08,4.3274424761890427e-13,2.0782949612919192e-06,6.9794314696459526e-06,1.1234528375255082e-08,1.2218531389667082e-05,2.3464736407273794e-09,1.4208174735632608e-16,1.2147201511384952e-10,1.5841043562627658e-17,1.4128981112429755e-10,2.5576053014804891e-12,2.5580499633213172e-12,3.0021557067942744e-16,1.4444249815672609e-16,2.8371112340075511e-12,1.0182247270037001e-28,9.4790999582435734e-29,9.4791892687004088e-29,1.0635737793234282e-16,2.1376787273683722e-11,1.2977157637668513e-19,6.9777570184185401e-20,7.0982818820493869e-12,4.0543409117790761e-12,3.7719896187274016e-21,2.3906760321538808e-18,9.5426912199218603e-28,1.0917612453233427e-23,1.5536861337274258e-22,1.4436253181422473e-22,8.4837898663027914e-26,2.6957091356228294e-29,1.392874357657901e-29,1.9355029119642229e-27,1.2114816173283227e-33,8.1329271919546202e-38,8.939924342406264e-36,6.5513727541596168e-35,2.7532026690647718e-32,1.5336074616447821e-18,4.5183820363433086e-21,1.0791944682728751e-21,4.6241290188557438e-23,3.4005446476592757e-21,3.0075307213678844e-26
4.71487599010522e-12,1.062948239684221,154.0,0.0,0.0,0.0,0.99996995919934284,1.0,18.999999982125789,1.3024591697816084e-06,3.4958198326005159e-06,3.48261343893755e-06,1.5446273070526053e-08,4.4199818853002772e-13,2.0783064116274788e-06,7.1445778614185785e-06,1.1236141353699249e-08,1.2507645621715548e-05,2.4055343941952036e-09,1.4801076836229545e-16,1.2523234374391476e-10,1.6239763225798107e-17,1.4733264729241226e-10,2.7243292492283059e-12,2.7248042105706015e-12,3.202492041761131e-16,1.5470802966295818e-16,2.9597567268983464e-12,1.1801004934628132e-28,1.0986145194281368e-28,1.098625092440962e-28,1.1344904621289832e-16,2.1958694672630251e-11,1.3638088560049442e-19,7.1569666832155777e-20,7.4338395773288118e-12,4.2459942324581393e-12,4.1084545916552997e-21,2.5468768162282878e-18,1.0614455303097175e-27,1.1658811494448819e-23,1.6924161066426217e-22,1.574844359858489e-22,9.4547550602040423e-26,3.0685540251274434e-29,1.5858262386408396e-29,2.1531400460057088e-27,1.4091083242676923e-33,9.4818320348240685e-38,1.0181201132281578e-35,7.5416387601436672e-35,3.1347422580689337e-32,1.5997329786171389e-18,4.809126074315839e-21,1.1277265042813169e-21,4.8273700638706445e-23,3.6240909120383238e-21,3.2314986020214808e-26
4.813602867341972e-12,1.0629482396800336,154.0,0.0,0.0,0.0,0.99996933115277675,1.0,18.999999981435646,1.3297312999834583e-06,3.5690093457553158e-06,3.5552248793642669e-06,1.6076748526879661e-08,4.5125211623508567e-13,2.078315342011504e-06,7.3097250292017697e-06,1.1237533482893608e-08,1.2796761256469058e-05,2.4646049797467651e-09,1.5405219055494544e-16,1.2902919938622306e-10,1.6638549265941185e-17,1.5349926560676665e-10,2.8981064956670794e-12,2.898613101521012e-12,3.4115059090364936e-16,1.654507959415413e-16,3.0849973456866554e-12,1.3635190727177421e-28,1.26937645589801e-28,1.2693889289175371e-28,1.2085393808369429e-16,2.2545839843405286e-11,1.4319754234146586e-19,7.3363783876536041e-20,7.7772064610923718e-12,4.442107210565134e-12,4.4670843990047219e-21,2.709716304360858e-18,1.1780721805984537e-27,1.2433335605599726e-23,1.8402968155050998e-22,1.7148721465685082e-22,1.0512981068176505e-25,3.4834869375932841e-29,1.8006068785124079e-29,2.3899976867570882e-27,1.6337899135564815e-33,1.1019431106729453e-37,1.1563220631755537e-35,8.656980121335756e-35,3.5594683756846118e-32,1.6672470941680679e-18,5.1118530375036311e-21,1.1773227916336613e-21,5.0350876076477409e-23,3.8572124738052404e-21,3.4665406027815224e-26
4.912329744578724e-12,1.0629482396757752,154.0,0.0,0.0,0.0,0.999968703106898,1.0,18.999999980733811,1.3570034039631646e-06,3.6421987557769925e-06,3.6278244167426174e-06,1.6718901562618769e-08,4.6050603089921883e-13,2.0783222548076414e-06,7.4748727934937974e-06,1.1238734869902958e-08,1.3085877979684344e-05,2.52368409365136e-09,1.6020551151481101e-16,1.3286254452117715e-10,1.7037392881497139e-17,1.5978950141669819e-10,3.0790799596156687e-12,3.0796195837600918e-12,3.6293774395626459e-16,1.7668155161825695e-16,3.2128330958215112e-12,1.5708128816125809e-28,1.4623675967337611e-28,1.462382261755648e-28,1.2857919655217872e-16,2.3138223651130049e-11,1.5022468171028174e-19,7.5159883369446144e-20,8.1283808199379812e-12,4.6426788422525431e-12,4.8488463931485016e-21,2.8793309230432815e-18,1.30476442403694e-27,1.324195798645061e-23,1.9977282285382834e-22,1.8641003409451718e-22,1.1664260943986501e-25,3.9442353378132777e-29,2.0391558130142216e-29,2.6473301749604356e-27,1.8885517061691719e-33,1.2767451273060727e-37,1.3098515734853577e-35,9.9102378898050104e-35,4.0312212487185025e-32,1.7361493909662045e-18,5.4267865441756988e-21,1.2279830089394708e-21,5.2472882235664708e-23,4.1001090590346085e-21,3.712931816237798e-26
5.0110566218154765e-12,1.0629482396714465,154.0,0.0,0.0,0.0,0.99996807506167407,1.0,18.999999980020338,1.3842754817207536e-06,3.7153880637978657e-06,3.700412103291025e-06,1.7372679980207778e-08,4.6975993266606593e-13,2.0783275521439423e-06,7.6400210106087697e-06,1.1239771517062519e-08,1.3374995539818837e-05,2.582770603734318e-09,1.6647023106632834e-16,1.367323467319135e-10,1.7436286429085421e-17,1.66203190356239e-10,3.2673923698252567e-12,3.267966414769512e-12,3.8562865246194733e-16,1.8841103706067318e-16,3.3432639828154471e-12,1.804511314494231e-28,1.679943170981517e-28,1.6799603575937821e-28,1.3663198554236211e-16,2.373584695705709e-11,1.5746545941773381e-19,7.6957932346971481e-20,8.4873609331582906e-12,4.8477081195111331e-12,5.2547297751937847e-21,3.0558569947670914e-18,1.4421641443136676e-27,1.4085454125499396e-23,2.1651193453030393e-22,2.0229295890471461e-22,1.2914642502865194e-25,4.4547700643316831e-29,2.3035398944811937e-29,2.9264461151542062e-27,2.176684747712854e-33,1.4749609536416494e-37,1.480044380353053e-35,1.1315283014992949e-34,4.5540935112534361e-32,1.8064394527963925e-18,5.7541491756250258e-21,1.2797068356754838e-21,5.4639784858243664e-23,4.3529803302638225e-21,3.9709473104391913e-26
5.109783499052229e-12,1.0629482396670473,154.0,0.0,0.0,0.0,0.99996744701707663,1.0,18.999999979295286,1.4115475332562517e-06,3.7885772708012813e-06,3.772987990994697e-06,1.8038031815233116e-08,4.7901382165915067e-13,2.0783315560101659e-06,7.8051695654955378e-06,1.1240665882006682e-08,1.3664113735459129e-05,2.6418635267883286e-09,1.7284585126780984e-16,1.4063857800811414e-10,1.7835223271017264e-17,1.7274016834336377e-10,3.4631862653078688e-12,3.4637961622536307e-12,4.0924128162391019e-16,2.0064997838905568e-16,3.4762900122388294e-12,2.0673528642114224e-28,1.92465313567595e-28,1.9246732149990459e-28,1.4501948972610146e-16,2.4338710618582136e-11,1.6492305177572683e-19,7.875790221655108e-20,8.854145074283915e-12,5.0571940310515012e-12,5.6857456658923129e-21,3.2394307381064792e-18,1.5909403481553696e-27,1.4964601781574963e-23,2.3428882229882616e-22,2.1917695462256399e-22,1.4270434099313225e-25,5.0193158004340788e-29,2.595958827156076e-29,3.2287095890954338e-27,2.501763049962349e-33,1.6991750876768837e-37,1.6683222588056713e-35,1.2887077005618396e-34,5.1324412058854425e-32,1.8781168645527515e-18,6.0941624808150231e-21,1.3324939521796489e-21,5.6851649694226956e-23,4.6160258866546841e-21,4.2408621212025297e-26
5.208510376288981e-12,1.0629482396625782,154.0,0.0,0.0,0.0,0.99996681897308226,1.0,18.999999978558698,1.4388195585696844e-06,3.8617663776412238e-06,3.8455521316066655e-06,1.871490533536212e-08,4.8826769798665924e-13,2.0783345242704915e-06,7.9703183660160806e-06,1.1241437361113411e-08,1.3953232405304491e-05,2.7009620089650277e-09,1.7933187640140874e-16,1.4458121414502182e-10,1.8234197642916077e-17,1.7940027157924036e-10,3.6666039956640013e-12,3.6672512044671825e-12,4.337935727619455e-16,2.134090874899486e-16,3.6119111897149057e-12,2.3622977204904563e-28,2.1992539111624428e-28,2.1992773001116576e-28,1.5374891435551657e-16,2.4946815489256509e-11,1.7260065569827915e-19,8.0559768130577779e-20,9.2287315123130177e-12,5.2711355630064284e-12,6.1429271764181937e-21,3.4301882678007542e-18,1.7517897576481008e-27,1.588018096555802e-23,2.5314620024890959e-22,2.3710389028159355e-22,1.5738210421167198e-25,5.6423617728267688e-29,2.9187508264583097e-29,3.5555413726969697e-27,2.8676615729482415e-33,1.9521992738758979e-37,1.8761966953393953e-35,1.4641734944093515e-34,5.7708950330147597e-32,1.9511812122320365e-18,6.4470469810048076e-21,1.3863440396454653e-21,5.9108542501529314e-23,4.8894452641539978e-21,4.5229512453918995e-26
5.307237253525733e-12,1.0629482396580394,154.0,0.0,0.0,0.0,0.99996619092967032,1.0,18.999999977810631,1.4660915576610764e-06,3.9349553850593294e-06,3.9181045766488284e-06,1.9403249039306506e-08,4.9752156174313153e-13,2.0783366634069123e-06,8.1354673383920816e-06,1.1242102706714669e-08,1.4242351420195464e-05,2.7600653087580549e-09,1.8592781296324905e-16,1.485602342247925e-10,1.8633204538824808e-17,1.8618333654748403e-10,3.8777877214093896e-12,3.8784737305421075e-12,4.5930344335367023e-16,2.2669906203189836e-16,3.7501275209155026e-12,2.6925408541635392e-28,2.5067205692109933e-28,2.5067477351003937e-28,1.6282748509653151e-16,2.5560162418800171e-11,1.8050148870252004e-19,8.2363508488659978e-20,9.6111185126897833e-12,5.4895316994898312e-12,6.6273294790135833e-21,3.628265594836496e-18,1.9254374043472596e-27,1.6832973922224676e-23,2.731276934274225e-22,2.5611654096151325e-22,1.7324818299791289e-25,6.3286726783695352e-29,3.2743984025515816e-29,3.9084201564518186e-27,3.2785749639728251e-33,2.2370876357486163e-37,2.1052726413803473e-35,1.6596590900450234e-34,6.4743718489480596e-32,2.0256320829272678e-18,6.8130221743534605e-21,1.4412567801165916e-21,6.1410529045840541e-23,5.173437935653201e-21,4.817489635050471e-26
5.4059641307624856e-12,1.0629482396534313,154.0,0.0,0.0,0.0,0.99996556288682392,1.0,18.999999977051132,1.4933635305304525e-06,4.0081442936996724e-06,3.9906453774129753e-06,2.0103011655790469e-08,5.0677541300897393e-13,2.0783381387190456e-06,8.3006164235603773e-06,1.1242676387360228e-08,1.4531470676733537e-05,2.8191727822277325e-09,1.9263316965354832e-16,1.5257562016863972e-10,1.9032239611469578e-17,1.9308920001341393e-10,4.0968794143009251e-12,4.097605740813517e-12,4.8578878707566252e-16,2.4053058548285385e-16,3.8909390115572631e-12,3.0615255956270271e-28,2.8502594817422956e-28,2.850290947250166e-28,1.7226244786353333e-16,2.6178752253115229e-11,1.8862878890968482e-19,8.4169104571864644e-20,1.0001304338087608e-11,5.7123814230441407e-12,7.1400298775026426e-21,3.8337986265294084e-18,2.1126372251723655e-27,1.7823765112211836e-23,2.9427784040436275e-22,2.7625859031475583e-22,1.9037382536254143e-25,7.0832998391765104e-29,3.6655342685288646e-29,4.2888837693159485e-27,3.7390370698997361e-33,2.557152511582898e-37,2.3572523477761051e-35,1.877026579262742e-34,7.2480864135184466e-32,2.101469064821587e-18,7.1923065405033637e-21,1.4972318564816997e-21,6.3757675100504493e-23,5.4682033111470951e-21,5.1247521922780918e-26
5.60341788523599e-12,1.0629482396440084,154.0,0.0,0.0,0.0,0.99996430680277015,1.0,18.999999975498056,1.5479073976032517e-06,4.1545218168066593e-06,4.1356922501300201e-06,2.1536589685188996e-08,5.2528307834300694e-13,2.0783395968489287e-06,8.6309147539850437e-06,1.1243596930088781e-08,1.5109709602630884e-05,2.9373980910995325e-09,2.0637018918160252e-16,1.6071542938925316e-10,1.9830379710783571e-17,2.0726867090369967e-10,4.5593536467030383e-12,4.5601652732497424e-12,5.4175734985735199e-16,2.6986094209652288e-16,4.1803474942367247e-12,3.9308212924117629e-28,3.6596164250637134e-28,3.6596583064966765e-28,1.9223063339387947e-16,2.7431664000663593e-11,2.0557584644419754e-19,8.7785801080178974e-20,1.0805065504140725e-11,6.1714375555939947e-12,8.2547452572029085e-21,4.2677749152840699e-18,2.5308572560027825e-27,1.992249100694229e-23,3.4026683284629486e-22,3.2011017747361477e-22,2.2870304242864424e-25,8.8192104502559524e-29,4.5655893769581194e-29,5.1390198663499796e-27,4.8285634700529735e-33,3.3174541886623923e-37,2.9372423233139415e-35,2.385542128906966e-34,9.0286502162731564e-32,2.2572997203556399e-18,7.9916716444960265e-21,1.612367752644626e-21,6.8587708871864576e-23,6.0908495005589643e-21,5.7785491432900644e-26
