Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932)
4.255009021990164e-12,0.45199541119991227,154.0,0.0,0.0,0.0,0.9999586698951608,0.99999999998805611,18.999999910039957,1.2865316133621433e-06,8.1873182380334864e-06,8.1224770273718555e-06,7.7175094148121073e-08,2.3719845569871227e-12,2.4673252259879492e-06,7.6237261666069658e-06,1.4326127436202132e-08,1.353781550353693e-05,1.2711502394453152e-08,7.2297695371913613e-16,3.1653757628405478e-10,8.412213179121635e-17,3.4564082660240256e-10,6.0388756715836065e-12,6.0412746895865385e-12,1.6269802284976874e-15,7.720159526390325e-16,1.5402203931142367e-11,1.2311665271754119e-27,1.1452378761300173e-27,1.1452486405029944e-27,1.9546585922972883e-15,7.1062400385455374e-11,1.178782890898719e-18,9.4691732528315284e-19,7.8910867504289644e-12,4.443473596106632e-12,2.1821783140456906e-20,1.3100730271200743e-17,5.5198198299291405e-27,2.1905254199861815e-22,2.9775691252645373e-21,2.7570502414921016e-21,1.5141971950244117e-24,1.0400230866652923e-27,2.4603994576955089e-28,9.9399740710796073e-26,4.6195481064694863e-32,1.1115675951280475e-35,1.6147812660369371e-34,4.6029769258782715e-33,1.0596566194834677e-30,4.0425517905051406e-18,2.5994376826575454e-20,2.9958127330058878e-21,4.6819858674633955e-22,8.7585012926306825e-19,4.3545529141224575e-19,8.2227476196429941e-15,8.0744602061304643e-17,9.3780646112844772e-17,3.8444015930180719e-20,2.4913144561195903e-20,1.7801834288633481e-20,3.407613296551043e-28,1.6147611075753537e-27,1.2644157817083295e-19,6.4168922621274785e-29,3.8065331420247707e-23,3.6916059482537108e-34,1.9629267532897562e-28,1.0108705370531229e-23,2.4996863050967916e-28,1.3604887320262304e-30,5.5970100150849925e-13,1.1377952149577901e-11,7.6677432336479812e-15,1.7074098840730332e-21
4.3380985723349515e-12,0.45199541119157116,154.0,0.0,0.0,0.0,0.99995786393856378,0.99999999998782285,18.999999906808142,1.3116535963693645e-06,8.3471421909684026e-06,8.2796465056547174e-06,8.0110049915730059e-08,2.4182882659002261e-12,2.4673488952473545e-06,7.7896483501548725e-06,1.4328884776996339e-08,1.3832452460478588e-05,1.3006316732970968e-08,7.5047173704255093e-16,3.2736949837757516e-10,8.6073155591527434e-17,3.591070771517317e-10,6.3973840276317259e-12,6.3999322166225376e-12,1.7259952487032074e-15,8.2217012342497608e-16,1.6009518990140855e-11,1.4087772036148645e-27,1.3104604003240681e-27,1.3104729590270701e-27,2.0752551697340409e-15,7.3064996878366762e-11,1.2399142987051319e-18,9.6930802916552451e-19,8.2332974715483641e-12,4.6361649193571394e-12,2.3618669760803474e-20,1.3880895006019464e-17,6.0891864888901408e-27,2.3281953992100246e-22,3.2220224428350423e-21,2.9875843172460501e-21,1.6729916885065688e-24,1.1714829433672268e-27,2.7718610938442729e-28,1.0963685773132906e-25,5.3067411381049212e-32,1.2809756378331703e-35,1.8197004343490015e-34,5.2542444070353718e-33,1.1938520521822158e-30,4.2013065694820774e-18,2.751813796061784e-20,3.1187553959789411e-21,4.9376699208315534e-22,9.2821181249610279e-19,4.5256924101556444e-19,8.5439871203664077e-15,8.4994235073788955e-17,9.9353706441403368e-17,4.0817985548996587e-20,2.6435702189057881e-20,1.9182637280620157e-20,3.6073643430020288e-28,1.7400082023975859e-27,1.3393607644051595e-19,6.797236992829075e-29,4.0327784238980748e-23,4.3068520204465447e-34,2.0779916205354395e-28,1.0923935886341788e-23,2.7021707332640201e-28,1.4996830345855863e-30,5.7064093384083703e-13,1.1599991756945946e-11,7.9699368185305857e-15,1.8099523983284362e-21
4.421188122679739e-12,0.45199541118309894,154.0,0.0,0.0,0.0,0.99995705798313006,0.99999999998758959,18.999999903525545,1.3367755517545348e-06,8.5069658130820534e-06,8.4367647555376088e-06,8.3095699233632874e-08,2.4645928018248187e-12,2.4673681494879823e-06,7.9555719437674839e-06,1.4331316176287443e-08,1.4127091964175765e-05,1.3301192031935646e-08,7.7844142125803733e-16,3.3836619780868779e-10,8.8024582818945301e-17,3.7282438482889594e-10,6.7697213311761129e-12,6.7724247440445131e-12,1.828926745158967e-15,8.744605973116072e-16,1.6628577297297987e-11,1.6078759018793357e-27,1.4956734901853818e-27,1.4956880993764774e-27,2.2008498629003294e-15,7.5091174555679503e-11,1.3031706000278514e-18,9.917223602049206e-19,8.5828415838894103e-12,4.8329850234383625e-12,2.5525915617181234e-20,1.4691342400546703e-17,6.7049496556490162e-27,2.4716757701499837e-22,3.4814113359473399e-21,3.2324604228020156e-21,1.8449267995519123e-24,1.3165564146289483e-27,3.1156437560735609e-28,1.2070611957368842e-25,6.0799974196640125e-32,1.472272090776867e-35,2.0459359172839953e-34,5.9829831563568207e-33,1.3419809489143579e-30,4.3630949823359441e-18,2.9099197403694738e-20,3.2441569441761962e-21,5.2023755513452832e-22,9.8261073339235636e-19,4.7000771555605554e-19,8.8712819654493649e-15,8.9371851407889781e-17,1.0514231704027253e-16,4.3287456577066682e-20,2.8018842445755023e-20,2.0640333495531248e-20,3.8146266919392072e-28,1.8722298432241572e-27,1.4171895763455587e-19,7.1922171163022997e-29,4.2677532160349588e-23,5.0099095978729359e-34,2.1973833076674821e-28,1.178741596548472e-23,2.9166916304209879e-28,1.6500557215718257e-30,5.8158133289074707e-13,1.1822026201094143e-11,8.2779633126255795e-15,1.9165422487992822e-21
4.504277673024527e-12,0.4519954111744964,154.0,0.0,0.0,0.0,0.99995625202880878,0.99999999998735634,18.999999900192385,1.3618974795176912e-06,8.6667891114421543e-06,8.5938319902318448e-06,8.6131828976059469e-08,2.5108962710023888e-12,2.4673837522457075e-06,8.1214966770500171e-06,1.4333460002323631e-08,1.4421733534477432e-05,1.3596121225962826e-08,8.0688400978700024e-16,3.4952762415846393e-10,8.9976366716092806e-17,3.8679240770763194e-10,7.1561428389780759e-12,7.1590076469623877e-12,1.9358489038858056e-15,9.2893153230715626e-16,1.7259378928527812e-11,1.8305810842107919e-27,1.7028481584292818e-27,1.7028651049423126e-27,2.331553994739518e-15,7.714093480653531e-11,1.3685946236736374e-18,1.0141597408525933e-18,8.9397176839214253e-12,5.0339330972568638e-12,2.754810102093991e-20,1.5532642221811701e-17,7.3699292246488776e-27,2.6210982177542727e-22,3.756349018587487e-21,3.4922778371997993e-21,2.0308117028999635e-24,1.4763550261957821e-27,3.4943945034364969e-28,1.3265788168042817e-25,6.9481539656371269e-32,1.6878000822276751e-35,2.2952376327731269e-34,6.796738465255098e-33,1.5051853817837784e-30,4.5279157701143099e-18,3.0738531113194515e-20,3.3720163486062004e-21,5.4762547848166771e-22,1.039085130914295e-18,4.8777045191492562e-19,9.2046272542617922e-15,9.3878267707223998e-17,1.1115050018803698e-16,4.5854285128933761e-20,2.9663729074027482e-20,2.2177554971341744e-20,4.0295282831581375e-28,2.0116647623399135e-27,1.4979552159720927e-19,7.6021015988961986e-29,4.511618386686661e-23,5.8112910580491249e-34,2.3211755132623035e-28,1.2701004414111872e-23,3.1437147024749326e-28,1.8122683347158362e-30,5.925222023153428e-13,1.2044055498744506e-11,8.5918223031780094e-15,2.027259420587421e-21
4.5873672233693145e-12,0.4519954111657637,154.0,0.0,0.0,0.0,0.9999554460755552,0.99999999998712308,18.999999896808891,1.3870193796588689e-06,8.8266120923014367e-06,8.7508484220532113e-06,8.9218226912410005e-08,2.5571994754069589e-12,2.4673963349815336e-06,8.2874223263801953e-06,1.4335350106743775e-08,1.4716376774288382e-05,1.3891098061933529e-08,8.3579751443821975e-16,3.6085373287928705e-10,9.1928465900597989e-17,4.0101080456857492e-10,7.5569034602755641e-12,7.5599359528018298e-12,2.0468358098102982e-15,9.8562702652477203e-16,1.7901923960618335e-11,2.0791743471987709e-27,1.934107218801821e-27,1.934126823140619e-27,2.4674794028494138e-15,7.9214279014488158e-11,1.4362295916851936e-18,1.0366197900143317e-18,9.3039243574060258e-12,5.2390083236973462e-12,2.9689910629371845e-20,1.6405363862498952e-17,8.0870608692982057e-27,2.7765950432105128e-22,4.047462242843801e-21,3.7676492843306345e-21,2.2314890396241093e-24,1.6520577112293783e-27,3.9109217278053582e-28,1.4554454794838524e-25,7.9207639783385116e-32,1.9301040855058324e-35,2.5694623991701291e-34,7.7036349352646553e-33,1.6846771226470651e-30,4.6957676789227381e-18,3.2437110836386184e-20,3.5023325844425776e-21,5.7594595230219685e-22,1.0976732125630666e-18,5.0585718880903094e-19,9.544018120103906e-15,9.8514270235912631e-17,1.1738227488456121e-16,4.852032578550004e-20,3.1371524858922677e-20,2.3796966600274827e-20,4.2521965045430804e-28,2.1585546719071556e-27,1.5817106103440792e-19,8.0271590446912273e-29,4.7645345872815232e-23,6.7225344184247636e-34,2.4494416179727206e-28,1.3666594588702402e-23,3.3837143488403281e-28,1.9870081521107518e-30,6.0346354575633371e-13,1.2266079666550036e-11,8.9115133778918423e-15,2.1421839908413935e-21
4.670456773714102e-12,0.4519954111569018,154.0,0.0,0.0,0.0,0.99995464012333024,0.99999999998688982,18.999999893375279,1.412141252178103e-06,8.9864347611930264e-06,8.9078142624257026e-06,9.2354681703494906e-08,2.6035039478681966e-12,2.4674064199471929e-06,8.4533487068107125e-06,1.4337016356308308e-08,1.5011021355190129e-05,1.4186117005605384e-08,8.6517995537106676e-16,3.7234448460365434e-10,9.3880843747461611e-17,4.1547923489702739e-10,7.9722577575013121e-12,7.9754643420226719e-12,2.1619614469739618e-15,1.0445911182296867e-15,1.8556212471174565e-11,2.3561095828077464e-27,2.1917338126867511e-27,2.1917564322476989e-27,2.6087384358660854e-15,8.1311208557473735e-11,1.5061191192687696e-18,1.0591021097025395e-18,9.6754601813014988e-12,5.4482098806951112e-12,3.1956134071033497e-20,1.7310076341239137e-17,8.8593986467981931e-27,2.9382991596248443e-22,4.3553913610955622e-21,4.0592009948556212e-21,2.4478356597952408e-24,1.8449135429972653e-27,4.3682017571002055e-28,1.5942061556754354e-25,9.0081400393344217e-32,2.2019431835009744e-35,2.8705783204000688e-34,8.7124095501796159e-33,1.8817405031114303e-30,4.8666494598933167e-18,3.4195904128432387e-20,3.6351046309945689e-21,6.0521415445445069e-22,1.1584131545907046e-18,5.2426766673335141e-19,9.8894497291443453e-15,1.0328061588741584e-16,1.2384165687366392e-16,5.1287431605198505e-20,3.314339163466633e-20,2.5501265645678752e-20,4.4827581944283862e-28,2.3131442201464324e-27,1.668508615585599e-19,8.4676576977728487e-29,5.0266622537894014e-23,7.7562814977640708e-34,2.5822546858882924e-28,1.4686114367691188e-23,3.6371736552906236e-28,2.1749886900280205e-30,6.1440536684009091e-13,1.2488098721095039e-11,9.2370361249281299e-15,2.2613961287261004e-21
4.8366358744036774e-12,0.451995411138792,154.0,0.0,0.0,0.0,0.99995302822183807,0.99999999998642319,18.999999886358534,1.4623849143508712e-06,9.3060791820863658e-06,9.2215950100836371e-06,9.8776920927752209e-08,2.6961104842070838e-12,2.4674207416086364e-06,8.7852030784081239e-06,1.4339779456572368e-08,1.5600313505782122e-05,1.4776262210552929e-08,9.2534376825929033e-16,3.9581978208384962e-10,9.7786309653617148e-17,4.4516483740770193e-10,8.8477638997297451e-12,8.8513383619076114e-12,2.4049243480085361e-15,1.1695009483197014e-15,1.9900020241903773e-11,3.0057411252233963e-27,2.7960778906650479e-27,2.7961077780351717e-27,2.9077093048749866e-15,8.5575829132067598e-11,1.6528382793656359e-18,1.1041320182383562e-18,1.0440513552643022e-11,5.8789886781443496e-12,3.6881509564419547e-20,1.9217748018850941e-17,1.0582516521137877e-26,3.2808639516781433e-22,5.0243270595344713e-21,4.6934180298808668e-21,2.9312196834519249e-24,2.2874485936844003e-27,5.4178062233127725e-28,1.9036968106382461e-25,1.1572513476035129e-31,2.8464216202777377e-35,3.5619397012270811e-34,1.1073813619761402e-32,2.334100070429148e-30,5.2174976678068506e-18,3.7897980786520477e-20,3.9080120939985749e-21,6.6665439407233107e-22,1.2865011697564413e-18,5.620588162171552e-19,1.0598415999818055e-14,1.1320722301844129e-16,1.37459289554135e-16,5.7132243419138228e-20,3.6883980780716742e-20,2.9175474059168863e-20,4.9680665993567974e-28,2.6464152486122043e-27,1.8514435310805212e-19,9.3960498152678285e-29,5.5791926589976587e-23,1.0247884033022583e-33,2.8618123929806566e-28,1.6894826693926177e-23,4.1864469808946307e-28,2.5936602002261458e-30,6.3629045636507481e-13,1.2932121556398836e-11,9.9055749908868205e-15,2.5130042439489473e-21
5.002814975093253e-12,0.45199541112017133,154.0,0.0,0.0,0.0,0.99995141632411166,0.99999999998595657,18.999999879143864,1.5126284660362558e-06,9.6257224069292157e-06,9.535175906904119e-06,1.0539687362166075e-07,2.788717075480563e-12,2.4674293525280162e-06,9.1170588585955158e-06,1.434192502120691e-08,1.6189608329048837e-05,1.5366524035565608e-08,9.8735977541130456e-16,4.1995328383674716e-10,1.0169254733412739e-16,4.7584650513120047e-10,9.7846908561644707e-12,9.7886602381329678e-12,2.6653274695278201e-15,1.3040121342706627e-15,2.1290802876100713e-11,3.8029222900928304e-27,3.5376960307398524e-27,3.5377351497879959e-27,3.2293754756684413e-15,8.9934807440648078e-11,1.8091088861697219e-18,1.1492470755260253e-18,1.1234866290968998e-11,6.3262628441847379e-12,4.2364667635241236e-20,2.12602019334966e-17,1.2566182939343805e-26,3.6498679746868591e-22,5.7685532738427722e-21,5.4002112473954444e-21,3.4886911899471734e-24,2.8154631850846567e-27,6.6706375346770215e-28,2.2598463857645191e-25,1.4740718205534715e-31,3.6481452632751974e-35,4.3874651865148313e-34,1.396443371129999e-32,2.8741026956143785e-30,5.5804505023367131e-18,4.1852418365963829e-20,4.1907306537832338e-21,7.3206737685525608e-22,1.4236539690938829e-18,6.0114185783079724e-19,1.1331488015009809e-14,1.2366359306373395e-16,1.5203545987669685e-16,6.3403514991431524e-20,4.0894772417217159e-20,3.3222387807208731e-20,5.4864573026765999e-28,3.0134921280626018e-27,2.0471814090649138e-19,1.038941678697992e-28,6.1704888306004558e-23,1.3412566334359918e-33,3.1604268672895414e-28,1.9343253793201783e-23,4.7955728240386345e-28,3.074534868168723e-30,6.5817749959690435e-13,1.3376124135967072e-11,1.0597435615415082e-14,2.7827269587619353e-21
5.168994075782828e-12,0.4519954111010444,154.0,0.0,0.0,0.0,0.99994980442998338,0.99999999998548994,18.999999871732957,1.5628719072345063e-06,9.9453644614464645e-06,9.848558612555426e-06,1.1221288078258506e-07,2.8813233315932365e-12,2.467434064395067e-06,9.4489154057957359e-06,1.4343589982622453e-08,1.6778904685715215e-05,1.5956876759011807e-08,1.0512124351687201e-15,4.4474480751994624e-10,1.0559938656711024e-16,5.0752153909243941e-10,1.0785062714009658e-11,1.0789454996365634e-11,2.9437590731890961e-15,1.4484748349765747e-15,2.2728561019483394e-11,4.7744982177220941e-27,4.4415665278360839e-27,4.4416172799073786e-27,3.5746537710722757e-15,9.4388154302609801e-11,1.9752940079609986e-18,1.1944454616794194e-18,1.2058506825380419e-11,6.790025697530463e-12,4.8447767768669213e-20,2.3441976797356094e-17,1.4839361345034498e-26,4.0463961280581995e-22,6.5936886767322607e-21,6.1850829506822689e-21,4.1285730186593832e-24,3.4417671788166952e-27,8.1572590268835791e-28,2.6678144456363838e-25,1.8627409594875778e-31,4.6384135688206529e-35,5.3673754578227406e-34,1.7479882777617914e-32,3.514941505652188e-30,5.9554981505955843e-18,4.6066808211194167e-20,4.4832522910385318e-21,8.0157409019425841e-22,1.5701758578309699e-18,6.4151477412999788e-19,1.2088628187332056e-14,1.3465481929315033e-16,1.676021787317802e-16,7.0116017042855058e-20,4.5185027641861752e-20,3.7664702587257941e-20,6.0389254657193239e-28,3.4164334096352976e-27,2.2561425880734538e-19,1.1449891825050938e-28,6.8018266314389616e-23,1.7400209412211325e-33,3.4786713626107754e-28,2.2048058631575128e-23,5.4687278613713744e-28,3.6243167269440452e-30,6.8006652500083512e-13,1.3820106590029975e-11,1.1312614720071202e-14,3.0712089360225217e-21
5.335173176472403e-12,0.4519954110814151,154.0,0.0,0.0,0.0,0.99994819253932576,0.99999999998502331,18.999999864127474,1.6131152379458649e-06,1.0265005365795018e-05,1.0161744772793237e-05,1.1922329731487743e-07,2.9739292545534499e-12,2.4674361172700311e-06,9.7807722808663807e-06,1.434488096990959e-08,1.7368201795977766e-05,1.6547300226747509e-08,1.1168863361550383e-15,4.7019421018448603e-10,1.0950669397542367e-16,5.4018725137991337e-10,1.1850898079754593e-11,1.1855742179015287e-11,3.2408058263468966e-15,1.6032382595907817e-15,2.4213295327141733e-11,5.9510661437524062e-27,5.5361594152957917e-27,5.5362247173220526e-27,3.944468851093363e-15,9.8935880446296106e-11,2.151762996873864e-18,1.239725677079447e-18,1.2911423542040852e-11,7.2702705328473411e-12,5.5174708588045589e-20,2.5767605364840114e-17,1.743316455517646e-26,4.4715426963139835e-22,7.5055753673664681e-21,7.0537573451829999e-21,4.8598077792238236e-24,4.1805751618927823e-27,9.9116049342807739e-28,3.1331392208202155e-25,2.3364161430590692e-31,5.8534580151040058e-35,6.5241260231612309e-34,2.1729197212293294e-32,4.2712669579209632e-30,6.3426308775297265e-18,5.0548676295026054e-20,4.785569050266214e-21,8.7529533162127563e-22,1.7263706594520982e-18,6.831755712512439e-19,1.2869799365391523e-14,1.4618561107426638e-16,1.8419140686412475e-16,7.7284496894843985e-20,4.9763992929964262e-20,4.2525587878673235e-20,6.6264576801479828e-28,3.8573406164411754e-27,2.4787463110644103e-19,1.2579602581587909e-28,7.474478596959954e-23,2.2387441162043372e-33,3.8171141962591846e-28,2.5026453864051025e-23,6.2102270805899788e-28,4.2501780083844436e-30,7.0195756080278096e-13,1.4264069047745877e-11,1.2051109033553366e-14,3.3790963080016726e-21
5.5013522771619786e-12,0.451995411061288,154.0,0.0,0.0,0.0,0.99994658065204178,0.99999999998455669,18.999999856329069,1.663358458170569e-06,1.0584645135747738e-05,1.0474736019577259e-05,1.2642649191333369e-07,3.0665348491337656e-12,2.4674363524550333e-06,1.0112629185879767e-05,1.4345880889719472e-08,1.7957499130793691e-05,1.71377786685673e-08,1.1843661961836436e-15,4.9630137972011101e-10,1.1341436519418238e-16,5.7384096507647079e-10,1.2984210101611239e-11,1.298953586768187e-11,3.5570528085891293e-15,1.768650670832673e-15,2.5745006462772466e-11,7.3673524054361108e-27,6.8537874081411778e-27,6.8538707815052957e-27,4.3397531026087194e-15,1.0357799650907754e-10,2.3388914867121991e-18,1.285086569087158e-18,1.3793604798572459e-11,7.7669906288600042e-12,6.2591147561019955e-20,2.8241614441390709e-17,2.0380941755343838e-26,4.9264112172802401e-22,8.5102807575716576e-21,8.0121824146549177e-21,5.6919824068477353e-24,5.0476082036961394e-27,1.1971227272185161e-27,3.6617524414106052e-25,2.9101301874832182e-31,7.3350326056744271e-35,7.8825712198513273e-34,2.6836223323445443e-32,5.1592938851055108e-30,6.741839025171047e-18,5.5305483776141257e-20,5.0976730391203779e-21,9.533517109407742e-22,1.8925417210615457e-18,7.2612227750568066e-19,1.367496480782325e-14,1.5826031888425976e-16,2.0183505544702982e-16,8.4923678751745875e-20,5.4640900308188338e-20,4.7828673019732711e-20,7.2500320410386093e-28,4.3383569807503692e-27,2.7154107373169226e-19,1.3780671209041548e-28,8.1897139714413547e-23,2.8581315859910603e-33,4.1763187911665457e-28,2.8296200968059703e-23,7.0245235621754565e-28,4.9597753524788314e-30,7.2385063499131312e-13,1.4708011637210247e-11,1.2812915291642817e-14,3.7070366754575953e-21
5.667531377851554e-12,0.4519954110406674,154.0,0.0,0.0,0.0,0.99994496876805694,0.99999999998409006,18.999999848339364,1.7136015679088497e-06,1.0904283783644866e-05,1.0787533971186906e-05,1.3382084694759983e-07,3.1591401182999068e-12,2.4674353405657098e-06,1.0444485918768115e-05,1.4346654191411544e-08,1.8546796331342513e-05,1.7728299746842278e-08,1.2536368611749217e-15,5.2306622801086905e-10,1.1732231857478433e-16,6.0848001419061888e-10,1.418700649181527e-11,1.4192844705466524e-11,3.8930835182333317e-15,1.9450593884275338e-15,2.7323695098051333e-11,9.0626126349864309e-27,8.4309784431621622e-27,8.4310841143573175e-27,4.7614465304040647e-15,1.0831451303756343e-10,2.5370613907976522e-18,1.3305272448381699e-18,1.4705038934720799e-11,8.2801792543578035e-12,7.0744520628935709e-20,3.0868524892207701e-17,2.3718366421115441e-26,5.4121143518887249e-22,9.6140994321748699e-21,9.0665317711053169e-21,6.6353529133518435e-24,6.0601993563891185e-27,1.4377552070254942e-27,4.2599942909930725e-25,3.6009878454218939e-31,9.1310532713621853e-35,9.4701344407768186e-34,3.2941096595401092e-32,6.1969126255040827e-30,7.1531130119249259e-18,6.0344627551903344e-20,5.4195564277866192e-21,1.0358636522397071e-21,2.0689919184415877e-18,7.7035294206390144e-19,1.4504088159001729e-14,1.7088295775318554e-16,2.2056498662418468e-16,9.3048263966994078e-20,5.9824967518406659e-20,5.3598033651437927e-20,7.9106182193495865e-28,4.8616662144450364e-27,2.9665529537968803e-19,1.5055214417887927e-28,8.9487987425980265e-23,3.6223349292331438e-33,4.5568437176269213e-28,3.187560938599521e-23,7.9162082634230283e-28,5.7612660560079289e-30,7.4574577531964332e-13,1.5151934485464588e-11,1.3598030237147424e-14,4.0556791067204901e-21
5.833710478541129e-12,0.45199541101955726,154.0,0.0,0.0,0.0,0.99994335688731495,0.99999999998362343,18.999999840159969,1.7638445671609375e-06,1.1223921319152946e-05,1.110014023233595e-05,1.4140475834752281e-07,3.251745065113661e-12,2.4674334730786992e-06,1.0776342340903258e-05,1.4347251045138516e-08,1.9136093151456056e-05,1.8318853797562189e-08,1.3246833040822113e-15,5.5048868550379762e-10,1.2123049016224013e-16,6.4410174358835404e-10,1.5461289548791176e-11,1.5467671919146762e-11,4.2494798787833349e-15,2.1328107926502688e-15,2.8949361912119014e-11,1.1081055786910078e-26,1.030887041948693e-26,1.0309003433673873e-26,5.2104966495480801e-15,1.1314544048792303e-10,2.7466608998509014e-18,1.3760469977967552e-18,1.5645714279977631e-11,8.8098296724875835e-12,7.9684061759923456e-20,3.365285165091076e-17,2.7483525163193634e-26,5.9297737555745884e-22,1.0823554983730396e-20,1.0223206478768582e-20,7.7008693315393009e-24,7.2374029258592177e-27,1.7176145041234119e-27,4.9346284796393977e-25,4.4283756895159867e-31,1.1296288719543808e-34,1.1316984640203663e-33,4.020181716284253e-32,7.4038042774496308e-30,7.5764433318885137e-18,6.56734408065486e-20,5.751211448393782e-21,1.122951395782929e-21,2.256023660823424e-18,8.1586563372587614e-19,1.5357133426323139e-14,1.8405722922967201e-16,2.4041301402098974e-16,1.016729312941536e-19,6.532539817227335e-20,5.9858178518945296e-20,8.6091775337848605e-28,5.4294913119090783e-27,3.2325889860197188e-19,1.640534353175703e-28,9.7529956746543144e-23,4.5593930782191416e-33,4.9592427346927975e-28,3.5783535676342246e-23,8.8900098046476355e-28,6.663324360532158e-30,7.6764300930759192e-13,1.5595837718505249e-11,1.440645061984575e-14,4.4256741367882243e-21
5.9998895792307045e-12,0.45199541099796176,154.0,0.0,0.0,0.0,0.99994174500977206,0.99999999998315681,18.99999983179249,1.8140874559270583e-06,1.1543557749851254e-05,1.1412556394286327e-05,1.4917663548946618e-07,3.3443496917432901e-12,2.4674310206945922e-06,1.1108198356428206e-05,1.4347710545917209e-08,1.972538942091662e-05,1.8909433243966714e-08,1.3974906238268041e-15,5.7856869704374613e-10,1.2513882981467132e-16,6.8070350892552657e-10,1.6809056179178655e-11,1.6816015341212891e-11,4.6268222453454178e-15,2.3322503279604249e-15,3.0622007591169067e-11,1.3472293198152609e-26,1.2533629257341305e-26,1.2533795605993473e-26,5.6878583791256348e-15,1.1807078922630343e-10,2.9680844799064631e-18,1.4216452761238733e-18,1.6615619158439923e-11,9.355935143490019e-12,8.9460822424075542e-20,3.6599103728141293e-17,3.1717007518602236e-26,6.480519951297764e-22,1.214540182118393e-20,1.1488836851669428e-20,8.9002008559222437e-24,8.6001076365613655e-27,2.0416987008614026e-27,5.6928574378804596e-25,5.4141861665805188e-31,1.3893106434985449e-34,1.3456219334554682e-33,4.8795927120056839e-32,8.8015602209539153e-30,8.0118205541969482e-18,7.1299193554666813e-20,6.0926303944555281e-21,1.2147349997967792e-21,2.4539388953778566e-18,8.6265843977375416e-19,1.623406495901697e-14,1.9778654190357342e-16,2.6141090322609482e-16,1.1081233712320417e-19,7.1151381896732398e-20,6.6634036632341279e-20,9.3466630220396962e-28,6.0440933855103215e-27,3.5139338084197311e-19,1.7833164540056827e-28,1.0603564339912479e-22,5.7017141621944712e-33,5.3840648312155874e-28,4.0039382673237521e-23,9.9507942575254941e-28,7.6751577808779743e-30,7.8954236424354238e-13,1.6039721461292252e-11,1.5238173196431588e-14,4.8176737664331034e-21
6.16606867992028e-12,0.4519954109758849,154.0,0.0,0.0,0.0,0.99994013313539432,0.99999999998269018,18.999999823238518,1.8643302342074365e-06,1.1863193081679637e-05,1.1724784034960852e-05,1.5713490108359267e-07,3.4369539999059923e-12,2.4674281691189974e-06,1.144005389958576e-05,1.4348063141110459e-08,2.0314685022955992e-05,1.9500032148667477e-08,1.4720440442419997e-15,6.0730621871770447e-10,1.2904729823932048e-16,7.1828267658073734e-10,1.8232297919719737e-11,1.8239867431765255e-11,5.0256894110038807e-15,2.543722506692562e-15,3.2341632828117996e-11,1.6291813562863361e-26,1.5156891097657482e-26,1.5157097861563128e-26,6.1944939373295736e-15,1.2309056952932489e-10,3.201732870260967e-18,1.4673216483316719e-18,1.7614741891788069e-11,9.9184889263767281e-12,1.0012769099038941e-19,3.971178422011245e-17,3.6461996694552731e-26,7.0654922041870302e-22,1.3586626952492192e-20,1.287028422479069e-20,1.02457611792298e-23,1.0171153755195371e-26,2.415475927340415e-27,6.5423376313957146e-25,6.5830564676927456e-31,1.6992277100006337e-34,1.5924054218130656e-33,5.8922294154457934e-32,1.041380598734236e-29,8.4592353223929461e-18,7.7229093179971897e-20,6.4438056203366832e-21,1.3113343421465515e-21,2.6630391114402668e-18,9.1072946490288205e-19,1.713484742840129e-14,2.1207403055849486e-16,2.8359037224468879e-16,1.2048111570282561e-19,7.7312094470930536e-20,7.3950944781089762e-20,1.0124019511428971e-27,6.7077705331607399e-27,3.8110013542481928e-19,1.9340778148206155e-28,1.1501761148885171e-22,7.0866006952858098e-33,5.8318542665304087e-28,4.4663098654096664e-23,1.110356493547816e-27,8.8065234746395945e-30,8.1144386718637715e-13,1.6483585837757929e-11,1.6093194730458942e-14,5.2323314613196933e-21
