Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932)
8.487722798250299e-10,0.45199505013502916,154.0,0.0,0.0,0.0,0.99180634154514036,0.99999999732697875,18.999848390503207,0.00025520303041523079,0.0016187418697339801,0.0014616954423393891,0.00014734150285718468,4.6897627464658958e-10,2.4486527882527337e-06,0.001686332617025315,1.4232661558076755e-08,0.0029967155635202756,2.98894267614184e-06,1.3803050114239422e-12,8.5048036378003087e-06,1.9780239894910638e-14,2.1888095191920986e-06,1.0475072172402229e-05,1.0480098982256303e-05,3.0381986527799655e-09,1.7967827334965094e-09,6.3678262967083355e-07,8.7942028105770016e-13,8.8154057192377299e-13,8.8358840665930603e-13,2.8208871422574695e-08,1.2450925976311036e-06,1.771185820157968e-10,1.2561858691982818e-15,2.1658629869907252e-07,1.2046353073548181e-07,1.8653248748943165e-10,3.5924037409335775e-11,6.7759533441572545e-15,3.3805812229839977e-15,8.709281733339376e-12,7.8589667486068184e-12,8.4216481568076681e-13,3.8182441894382055e-14,2.3983589865245114e-14,5.9404169484966433e-14,7.3587503636816293e-16,3.0375316443719035e-18,1.5968301902479587e-20,6.8517975590476029e-17,1.368921145772458e-16,1.8856613265063782e-13,1.8386935918305013e-14,1.5261595468006656e-16,9.0709428920816206e-16,2.2616946370304026e-12,4.4058025036495035e-15,8.2210453065796921e-11,2.0743400893322191e-12,2.4485872866084256e-10,1.1274831300029336e-13,7.073424387013937e-14,3.0248439120023697e-13,2.4103708753761166e-22,2.7435736114351049e-20,1.9179020757379435e-13,9.7333260148059629e-23,5.8202349480693603e-17,5.2915666883838973e-17,1.3884726931551123e-22,6.2466077958249761e-15,1.5713637483507581e-19,8.612546355417191e-19,1.7704249944136183e-10,2.2381716789600739e-09,2.5775889664389122e-10,4.8908931860572438e-14
8.738928166995738e-10,0.45199504032852317,154.0,0.0,0.0,0.0,0.99156504917976895,0.99999999723870248,18.999843835021164,0.00026271248226115193,0.0016662242306951201,0.001504118917831332,0.00015173207273743363,4.8273259514696335e-10,2.448095761236905e-06,0.0017360300156117135,1.4229198950100335e-08,0.0030850987569175934,3.0766873841399854e-06,1.4214361631541969e-12,9.0119671681192086e-06,2.0360917268727023e-14,2.2591903986428142e-06,1.1159147657039613e-05,1.1164515300888035e-05,3.2366353475448968e-09,1.9141897176913323e-09,6.7580406444874162e-07,1.0273585283543328e-12,1.0322112508812957e-12,1.0346854229248033e-12,3.0771390591618483e-08,1.3193307828723441e-06,1.9881046334044009e-10,1.3262368507919635e-15,2.2634108351085951e-07,1.2585776569393485e-07,2.1062232522489095e-10,3.8430963503316988e-11,7.820700365133888e-15,3.6885751052801298e-15,9.7815851357696191e-12,8.8009252628494194e-12,9.706050439701183e-13,4.4379370025552009e-14,2.8341019362901388e-14,6.8723090193997427e-14,8.8985589984295749e-16,3.7440082549164297e-18,1.8869521724177458e-20,8.3717425834445137e-17,1.627625821055065e-16,2.016902754843424e-13,1.9697665684036385e-14,1.6324024501092567e-16,9.6858124283381125e-16,2.4149718359626081e-12,4.5579968711208862e-15,8.5049535164801264e-11,2.1462273633573379e-12,2.616355640957921e-10,1.2047514178301641e-13,7.5581467929662857e-14,3.2331243251955033e-13,2.5821963992571013e-22,2.9324867008620448e-20,2.0350368851086073e-13,1.032778352216003e-22,6.1757078606566993e-17,6.3425734999093149e-17,1.487451257010653e-22,6.8837909034212042e-15,1.7316540598535186e-19,1.0011239306946689e-18,1.8429927172742387e-10,2.3049074685631072e-09,2.7203726799551205e-10,5.4373589098151882e-14
8.990133535741177e-10,0.45199503058881335,154.0,0.0,0.0,0.0,0.99132382610563152,0.9999999971499044,18.999839281621195,0.00027021943534525831,0.0017136821354685943,0.0015465006169481806,0.00015611831490671693,4.9648182426949032e-10,2.4475388947413424e-06,0.0017857138564670943,1.4225737336468894e-08,0.0031734617509330152,3.164386860168144e-06,1.4625267725992381e-12,9.5336416330892368e-06,2.0941295306182944e-14,2.3295025327760632e-06,1.1864859233896071e-05,1.1870580082266952e-05,3.4413490477921036e-09,2.0353122008555979e-09,7.160305231173115e-07,1.1944356372910208e-12,1.2028439181493986e-12,1.2058161547615285e-12,3.348334053056179e-08,1.3956980621833998e-06,2.2243013458210583e-10,1.3982510219644096e-15,2.3617692397070979e-07,1.3129506876843855e-07,2.3697179274926667e-10,4.102758747425156e-11,8.9868722461564184e-15,4.014627734886329e-15,1.0949515951625492e-11,9.8231919686098874e-12,1.1140277532030986e-12,5.1347907128077925e-14,3.3325146353634882e-14,7.9174486874775789e-14,1.0698924400745867e-15,4.5862480837999783e-18,2.2188008370066073e-20,1.0169894659226028e-16,1.9255790424940225e-16,2.1534106855599546e-13,2.1062315436377901e-14,1.7429096302374462e-16,1.0320996219036034e-15,2.5733056862678293e-12,4.710162634985408e-15,8.788803596875701e-11,2.2181002169354193e-12,2.7898109347732652e-10,1.2846394930464324e-13,8.059302671888908e-14,3.4484893877885206e-13,2.7610903748659631e-22,3.1278256607173863e-20,2.1554183074749223e-13,1.0938717544728627e-22,6.5410335117726829e-17,7.5593524090017545e-17,1.5905015395726963e-22,7.5633756199160252e-15,1.9026112134664929e-19,1.1586262755308092e-18,1.9166909128753118e-10,2.3717274556440784e-09,2.866396018726824e-10,6.0270719338343144e-14
9.241338904486616e-10,0.451995020915828,154.0,0.0,0.0,0.0,0.99108267230884461,0.99999999706058507,18.999834730298325,0.00027772389041550853,0.0017611155888307131,0.0015888405638759837,0.00016050023187798301,5.1022396340095317e-10,2.4469821887368363e-06,0.0018353841461307343,1.4222276716983181e-08,0.0032618045562546887,3.2520411130715162e-06,1.5035768633005349e-12,1.0069812430752416e-05,2.152137406581419e-14,2.3997458332819059e-06,1.2592185595216546e-05,1.2598272156275015e-05,3.6523335676224847e-09,2.1601465215418258e-09,7.5746574952721258e-07,1.3824198703046363e-12,1.3953579353345836e-12,1.3989093269376766e-12,3.6348822457035572e-08,1.4741926975853545e-06,2.4808768037582457e-10,1.4722344880337181e-15,2.4608893185275957e-07,1.3677276168266084e-07,2.6571713166159272e-10,4.3714207770292212e-11,1.0284143019160431e-14,4.3592423185144911e-15,1.2218533469696942e-11,1.0929946943381075e-11,1.2736697224139664e-12,5.9156339376922998e-14,3.9003474078326381e-14,9.085826266874276e-14,1.2793952677086871e-15,5.585153333087973e-18,2.5968707332333254e-20,1.2286983106739792e-16,2.2673525108131332e-16,2.2952428742344219e-13,2.2481500279689978e-14,1.8577278674583495e-16,1.0976465409573804e-15,2.7366884985473332e-12,4.8622942241457335e-15,9.0725851592687041e-11,2.2899559660132188e-12,2.9689513188508206e-10,1.3671465027048391e-13,8.5768866722270454e-14,3.6709365993926652e-13,2.9471334371554676e-22,3.3295882231180674e-20,2.2790403571767935e-13,1.1566097705371095e-22,6.9161937353436418e-17,8.9615839477052322e-17,1.6976699898880188e-22,8.2867306766662426e-15,2.0845795453050701e-19,1.3353767412635937e-18,1.9915172642869011e-10,2.4386353301199365e-09,3.0156194084634633e-10,6.6621084483505311e-14
9.492544273232056e-10,0.4519950113094951,154.0,0.0,0.0,0.0,0.99084158777551612,0.99999999697074526,18.999830181047571,0.00028522584821968921,0.0018085245955631569,0.0016311387827990019,0.00016487782616398514,5.2395901392968554e-10,2.4464256431940323e-06,0.0018850408909806349,1.4218817091443863e-08,0.0033501271832838005,3.3396501517052003e-06,1.5445864587977274e-12,1.0620464969140557e-05,2.2101153606222102e-14,2.469920246143087e-06,1.3341105406792474e-05,1.334757033086553e-05,3.8695827134530713e-09,2.2886890137295694e-09,8.0011348315534983e-07,1.5931799342966666e-12,1.6117910128879258e-12,1.6160129011915966e-12,3.9371926970137453e-08,1.5548129484999139e-06,2.758961441161603e-10,1.5481933471792807e-15,2.5607250482719583e-07,1.4228832655359675e-07,2.9699844415380019e-10,4.6491120056366678e-11,1.1722609392710434e-14,4.7229211052243832e-15,1.3594241675703831e-11,1.2125450075838582e-11,1.4508291996938601e-12,6.7876620544780374e-14,4.5448420447790454e-14,1.0387998903805945e-13,1.5220945261582111e-15,6.7640854759147618e-18,3.0259836467581673e-20,1.4768283892133477e-16,2.6578973762859687e-16,2.4424551794131895e-13,2.3955815075630685e-14,1.9769024054744281e-16,1.1652191416112399e-15,2.9051126661093156e-12,5.0143870706795804e-15,9.3562896870138198e-11,2.3617924101524238e-12,3.1537747539915758e-10,1.4522715062152111e-13,9.110892892864281e-14,3.9004632502303256e-13,3.1404035674321784e-22,3.5377719302622147e-20,2.4058976910545962e-13,1.2209896887627615e-22,7.3011723152734328e-17,1.0570545042504065e-16,1.8090015283941246e-22,9.0552222864410556e-15,2.2779027578725651e-19,1.5330852246343303e-18,2.067469477331464e-10,2.5056346956595062e-09,3.1680041235068988e-10,7.3445809403815697e-14
9.743749641977495e-10,0.45199500176974317,154.0,0.0,0.0,0.0,0.99060057249174549,0.9999999968803851,18.999825633863974,0.00029272530950541509,0.0018559091604529736,0.0016733952978997169,0.00016925110027726935,5.3768697724557078e-10,2.4458692580834372e-06,0.0019346840972431325,1.4215358459651467e-08,0.0034384296421512937,3.4272139849341764e-06,1.5855555826285145e-12,1.1185584666271566e-05,2.2680633986073377e-14,2.5400257423946384e-06,1.4111597317176794e-05,1.411845340128925e-05,4.0930902866940004e-09,2.420936008416629e-09,8.4397745910493972e-07,1.8286871371566917e-12,1.8543026031481131e-12,1.8592975234014789e-12,4.2556734066388804e-08,1.6375570717588842e-06,3.0597152008214279e-10,1.6261336904419072e-15,2.6612330974212568e-07,1.478393962881156e-07,3.309596818381808e-10,4.9358617660491222e-11,1.3312793153238734e-14,5.1061653818369123e-15,1.5082388713624796e-11,1.3414039363809337e-11,1.646866935726375e-12,7.7584441004836208e-14,5.2737504550022916e-14,1.1835105776981919e-13,1.8020579147755102e-15,8.1490690902013578e-18,3.5113010182013821e-20,1.7663975967630482e-16,3.1025635349905319e-16,2.5951016306523064e-13,2.5485835157170504e-14,2.1004770065238297e-16,1.2348146025056644e-15,3.0785706893986985e-12,5.1664374292845537e-15,9.6399101983784e-11,2.4336077454772552e-12,3.3442790452728905e-10,1.5400134911534184e-13,9.6613149822539661e-14,4.1370664602383973e-13,3.3409761869577248e-22,3.7523741698964578e-20,2.5359855175677513e-13,1.2870090774497253e-22,7.6959547096214685e-17,1.2409179312883192e-16,1.9245396008374203e-22,9.870214167606977e-15,2.4829239261432621e-19,1.7535590164346043e-18,2.1445452805968004e-10,2.5727290715920235e-09,3.3235122680578695e-10,8.0766375628823036e-14
9.994955010722934e-10,0.45199499229650025,154.0,0.0,0.0,0.0,0.99035962644362308,0.99999999678950535,18.999821088742568,0.00030022227502012907,0.001903269288292569,0.0017156101333588223,0.0001736200567301742,5.5140785474003928e-10,2.4453130333754265e-06,0.0019843137710019304,1.4211900821406387e-08,0.0035267119427335957,3.5147326216332944e-06,1.6264842583286513e-12,1.1765156950145721e-05,2.325981526410004e-14,2.6100623112474751e-06,1.4903639964539554e-05,1.4910900156959864e-05,4.3228500857400939e-09,2.5568838348028773e-09,8.8906140810567347e-07,2.091017498763339e-12,2.1251772797231889e-12,2.1310599586328159e-12,4.5907313155675569e-08,1.7224233216135566e-06,3.3843274556562141e-10,1.7060616017240982e-15,2.7623726688122065e-07,1.5342374555340158e-07,3.6774863460063432e-10,5.2316991939966755e-11,1.5065643337089906e-14,5.5094754684556973e-15,1.6688866347957199e-11,1.4800129241187582e-11,1.8632071905312733e-12,8.8359294960370641e-14,6.0953532873501695e-14,1.3438883262688121e-13,2.1237089874620603e-15,9.7690056772582786e-18,4.0583363427586337e-20,2.1029513998491503e-16,3.6071192930112864e-16,2.753234495065897e-13,2.7072117029220098e-14,2.2284940052784904e-16,1.3064301470317556e-15,3.257055194863905e-12,5.3184422287938286e-15,9.9234409694523107e-11,2.5054004930849228e-12,3.5404618702373748e-10,1.6303713862647082e-13,1.0228146219955892e-13,4.3807432110075131e-13,3.5489242487951408e-22,3.9733922042852694e-20,2.6692995178678033e-13,1.3546657447884938e-22,8.1005278110618963e-17,1.4502167696041311e-16,2.044326231180483e-22,1.073306757409501e-14,2.6999855051003915e-19,1.9987053596201339e-18,2.2227424254526201e-10,2.6399218947735903e-09,3.4821067578170552e-10,8.8604615211935426e-14
9.999999999999999e-10,0.45199498288969436,154.0,0.0,0.0,0.0,0.99035478820268352,0.99999999678767482,18.999820997483408,0.0003003728119696865,0.0019042201774647075,0.001716457512485456,0.0001737077548272079,5.516833402906818e-10,2.4453018642869135e-06,0.0019853103514585187,1.421183139139479e-08,0.0035284847209526085,3.5164898066156199e-06,1.6273058199559422e-12,1.1776944514525682e-05,2.3271443971792228e-14,2.611468158502287e-06,1.4919767259236992e-05,1.4927035701114675e-05,4.3275283811196961e-09,2.5596519753836139e-09,8.8997935694411756e-07,2.0965755415300787e-12,2.1309242430854313e-12,2.1368260156622949e-12,4.5976329314229758e-08,1.7241494266467023e-06,3.3910994292787492e-10,1.7076872051434731e-15,2.7644100676611494e-07,1.5353622299144983e-07,3.6851747604519027e-10,5.2377338217012339e-11,1.5102590032070743e-14,5.5177841806169393e-15,1.6722382912944808e-11,1.4828995820122959e-11,1.8677701011812954e-12,8.8587185973623766e-14,6.1128630776399447e-14,1.3472781066082926e-13,2.1306282051016151e-15,9.8041610111181297e-18,4.0699946276313922e-20,2.1102328862366015e-16,3.6179078622477984e-16,2.7564668476246495e-13,2.7104554574899481e-14,2.2311107761824305e-16,1.3078890843806635e-15,3.2606911590890224e-12,5.3214944756059513e-15,9.9291342007751302e-11,2.5068420758150797e-12,3.5444599847266282e-10,1.6322128430482159e-13,1.0239697998260185e-13,4.3857094365645559e-13,3.5531765351480022e-22,3.9778966365173789e-20,2.6720098986665489e-13,1.3560412592254573e-22,8.1087531086178763e-17,1.454698643307714e-16,2.0467757228898659e-22,1.0750896001475556e-14,2.7044704718597533e-19,2.003895077510339e-18,2.2243243393974989e-10,2.6412723684638362e-09,3.4853231935749059e-10,8.8767486603099669e-14
1.0246160379468373e-09,0.45199498288969436,154.0,0.0,0.0,0.0,0.99011874961723023,0.99999999669810624,18.99981654567841,0.00030771674551110178,0.0019506049838797046,0.0017577833133552052,0.00017798469803483741,5.651216478060694e-10,2.4447569690402488e-06,0.0020339299182065913,1.4208444176508891e-08,0.0036149740946674436,3.6022060706872747e-06,1.6673725094320128e-12,1.235916725874199e-05,2.383869749909944e-14,2.6800299552612094e-06,1.5717211981478397e-05,1.5724889386273295e-05,4.5588559073683074e-09,2.6965288211209105e-09,9.3536905651395001e-07,2.3823538171048285e-12,2.4268281032071151e-12,2.4337265140552546e-12,4.9427723077172833e-08,1.8094099497440174e-06,3.7340169300307865e-10,1.7879831577904276e-15,2.8641053514256556e-07,1.590392822884312e-07,4.0751691947766872e-10,5.5366532579958351e-11,1.6992538186993538e-14,5.9333507140952696e-15,1.8419709426909087e-11,1.6288208933348691e-11,2.1013387139692231e-12,1.0028454593807675e-13,7.0184785124458409e-14,1.5211680064443012e-13,2.491845706883325e-15,1.1655897613831597e-17,4.672967542784376e-20,2.4926017696326535e-16,4.1777713923634599e-16,2.9169043422638228e-13,2.871519905420995e-14,2.3609943614387398e-16,1.3800630491946843e-15,3.4405589491625287e-12,5.4703989507913349e-15,1.0206877307629951e-10,2.5771694405220099e-12,3.742320801941358e-10,1.7233440720957952e-13,1.0811379583304257e-13,4.6314903716888042e-13,3.7643183276825315e-22,4.2008231937087813e-20,2.8058357773777698e-13,1.4239577041367632e-22,8.514879739228714e-17,1.6875999359596942e-16,2.1684020733729849e-22,1.164514132997452e-14,2.9294293384332717e-19,2.2705339972264767e-18,2.3020586860706208e-10,2.7072165214124604e-09,3.6437513020321155e-10,9.6982704763247904e-14
1.0497365748213812e-09,0.4519949735492542,154.0,0.0,0.0,0.0,0.98987794199864021,0.99999999660618832,18.999812004666566,0.000315208721725432,0.0019979162520174861,0.0017999148620659352,0.00018234502670319628,5.7882835783818135e-10,2.444201065048035e-06,0.0020835325446805207,1.4204988524759134e-08,0.0037032161073638288,3.689634340990679e-06,1.708220359470594e-12,1.2967601040014304e-05,2.4417280749934061e-14,2.7499286869309144e-06,1.6552291998417829e-05,1.6560399880015033e-05,4.8011015477252123e-09,2.8398672952230245e-09,9.8290412631317294e-07,2.7049876902540405e-12,2.761799973296425e-12,2.7698564497885706e-12,5.3122012115252843e-08,1.898515205268399e-06,4.1100316211093581e-10,1.871904428268027e-15,2.9663949808542605e-07,1.6468403972443896e-07,4.5041996955685577e-10,5.8507527836810702e-11,1.910528690623912e-14,6.3782894924140775e-15,2.0281095346523231e-11,1.7882840840594298e-11,2.3628157005722609e-12,1.1344749058273469e-13,8.0525199520198167e-14,1.7166472307158102e-13,2.911659234417273e-15,1.3845082376693886e-17,5.3614493054911397e-20,2.9420677963259128e-16,4.8211853922130475e-16,3.0861601075645788e-13,3.0415602121002227e-14,2.4980177109318122e-16,1.4557106379676634e-15,3.6290748695932042e-12,5.6223055304344325e-15,1.0490215366535109e-10,2.6489135939681092e-12,3.9498533277901597e-10,1.8189303896834346e-13,1.1411007801888836e-13,4.8893047199942039e-13,3.9872267077217333e-22,4.4346642155103675e-20,2.9455907266913896e-13,1.4948831440258846e-22,8.9389996613462939e-17,1.9559042865453118e-16,2.2968064618639654e-22,1.2607791867478287e-14,3.1715966681028467e-19,2.571159710289426e-18,2.3824918594479873e-10,2.7746162288539992e-09,3.8084103859419102e-10,1.0592315964607577e-13
1.074857111695925e-09,0.45199496427510766,154.0,0.0,0.0,0.0,0.98963720357391727,0.99999999651375204,18.999807465702112,0.00032269820441004635,0.0020452030975143622,0.0018420048036662535,0.0001867010452469823,5.9252798623244032e-10,2.4436453213688038e-06,0.0021331216561284697,1.4201533865957138e-08,0.0037914379900211323,3.7770174414479153e-06,1.7490278319744632e-12,1.3590443751887851e-05,2.4995565075531527e-14,2.8197585261073074e-06,1.7408858646176858e-05,1.7417410433935302e-05,5.0495808030729231e-09,2.986895585024603e-09,1.031670335114095e-06,3.0613214949335658e-12,3.1327729673574803e-12,3.1421453777217135e-12,5.6994218015376405e-08,1.9897373347520978e-06,4.5136487202438389e-10,1.9578314756471545e-15,3.0692075079315362e-07,1.7035616888327425e-07,4.9661702289972129e-10,6.1740264737272021e-11,2.1416131223419678e-14,6.8447891975504101e-15,2.2279343515733187e-11,1.9588658949146052e-11,2.6492587192752732e-12,1.2793942079157235e-13,9.2074557445248101e-14,1.9316878595757309e-13,3.3887529359731238e-15,1.6375477168989719e-17,6.1304253782259244e-20,3.458718003558953e-16,5.5445063987772178e-16,3.2610491533899605e-13,3.2173830295773932e-14,2.6396024156383619e-16,1.5333703004555976e-15,3.8225960315551693e-12,5.7741602750595163e-15,1.0773451994131608e-10,2.7206321389933974e-12,4.1630568649987753e-10,1.9171291476863205e-13,1.2027023402275191e-13,5.1541829593085397e-13,4.217715467703556e-22,4.6749122796175637e-20,3.0885610907134235e-13,1.5674404023496383e-22,9.3728776378712032e-17,2.2581617549585039e-16,2.4295774607526786e-22,1.3622373267441076e-14,3.4268281445145663e-19,2.902804845972188e-18,2.4640397654342004e-10,2.8421242173262829e-09,3.9760492536089515e-10,1.1544882833251958e-13
1.1250981854450129e-09,0.45199494592540973,154.0,0.0,0.0,0.0,0.9891559342502857,0.99999999632732672,18.999798393895698,0.00033766969217697337,0.0021397035398458561,0.0019260599622274084,0.0001954001620067213,6.1990600369935327e-10,2.4425343148288214e-06,0.0022322593562129887,1.4194627526395892e-08,0.0039678214010205612,3.9516481684906174e-06,1.8305217384885943e-12,1.4879297848973344e-05,2.6151237187050506e-14,2.9592116328655396e-06,1.918636636963542e-05,1.9195846940410987e-05,5.5652153473395354e-09,3.2920069254701016e-09,1.1329110183031863e-06,3.8852637618491321e-12,3.9941384261638012e-12,4.0066846936127172e-12,6.5288478784238049e-08,2.1785251891504116e-06,5.4089444076998842e-10,2.1357271153905704e-15,3.2762749183197559e-07,1.8177569460561887e-07,5.9954905021783095e-10,6.848210630559135e-11,2.6683243919977709e-14,7.8444560432106532e-15,2.6712411102423213e-11,2.3352738369171899e-11,3.3038623453079409e-12,1.6129573909563765e-13,1.1922954562737513e-13,2.4262310139816399e-13,4.5393711928763951e-15,2.2635033454242168e-17,7.9384540116768292e-20,4.7265626568846283e-16,7.2619752351666776e-16,3.6279090221711079e-13,3.5865697843336952e-14,2.9366032517539905e-16,1.6947156962312977e-15,4.224627195982639e-12,6.0777089897579902e-15,1.1339611147658142e-10,2.8639898695779124e-12,4.6064663597527914e-10,2.1213590892111784e-13,1.3308186037294384e-13,5.7051176277078459e-13,4.7016879041305e-22,5.1746173052607956e-20,3.3841361941047846e-13,1.7174443509129537e-22,1.026987173387905e-16,2.977682158445236e-16,2.7083654754951861e-22,1.5812733477281429e-14,3.9778432458576783e-19,3.6685956813094806e-18,2.630471169083884e-10,2.9774774627956726e-09,4.320131011192754e-10,1.3634883416217593e-13
1.170315151819192e-09,0.4519949296366883,154.0,0.0,0.0,0.0,0.98872302836206016,0.99999999615777591,18.999790236222786,0.00035113551078522199,0.0022246704608597889,0.0020015675511029763,0.00020321465165786407,6.4452201425494844e-10,2.4415349569103144e-06,0.002321437119941159,1.4188415214663372e-08,0.0041264977145328554,4.1086614314851869e-06,1.9037283991962085e-12,1.6088399396935994e-05,2.7190320355598842e-14,3.0844841062959279e-06,2.0859393290307566e-05,2.0869757442614719e-05,6.0505431842585253e-09,3.5791894748112053e-09,1.2282753341169929e-06,4.7685018406626523e-12,4.9222626657272674e-12,4.9383874135264759e-12,7.3402080589989626e-08,2.3556563246525573e-06,6.3225185014451934e-10,2.3027536209650786e-15,3.4641214093022754e-07,1.9213050164656529e-07,7.0512835620020054e-10,7.4866379595147862e-11,3.2232842424111683e-14,8.8228642355060243e-15,3.1236525901648999e-11,2.7168565852795046e-11,3.9960374316837277e-12,1.9686130101113338e-13,1.4893074682024145e-13,2.9532505209750273e-13,5.8361612053599181e-15,2.9908547138167207e-17,9.9160178215515578e-20,6.1862070259098076e-16,9.1632299486025814e-16,3.9777937213748544e-13,3.9390874775168095e-14,3.219864270444194e-16,1.8467828848486664e-15,4.6035070805984884e-12,6.3507140733368716e-15,1.1848786123636409e-10,2.9929187252068152e-12,5.024902819681831e-10,2.314088154433409e-13,1.4517199291128823e-13,6.2250831848852316e-13,5.1638086188352677e-22,5.6462329370508316e-20,3.6611222611701615e-13,1.8580143897291852e-22,1.111045324864309e-16,3.7760339937277876e-16,2.9745660004000732e-22,1.7975198718289806e-14,4.5218418911793562e-19,4.4884796397369276e-18,2.7840504156387568e-10,3.0996962901200824e-09,4.6396617330502868e-10,1.5739611595456611e-13
1.215532118193371e-09,0.4519949135616456,154.0,0.0,0.0,0.0,0.98829034644483715,0.99999999598655298,18.999782085107263,0.00036459326196552265,0.0023095583275416251,0.0020769407088291744,0.00021101521555828235,6.69115102085801e-10,2.440536117934945e-06,0.0024105711789848025,1.4182206116965852e-08,0.0042851089412870389,4.2655284831079825e-06,1.9768046025414515e-12,1.7343960177048222e-05,2.8228435925789195e-14,3.2095338502899984e-06,2.260170474097447e-05,2.2612998760554271e-05,6.5559715054442457e-09,3.8782699495483917e-09,1.3276861567675374e-06,5.8035528525348104e-12,6.0152395965396594e-12,6.0357562674849805e-12,8.2154448035853243e-08,2.5396187466630873e-06,7.3467133106349674e-10,2.476372801425044e-15,3.6532169021639493e-07,2.0254991926239013e-07,8.2402944458332814e-10,8.1552317949308924e-11,3.8634552402751278e-14,9.8788201158124714e-15,3.6308788257933359e-11,3.1419813948993112e-11,4.7974323910408624e-12,2.3834138260836402e-13,1.8438713791899545e-13,3.5679235887628515e-13,7.4265706248345421e-15,3.9084573853440989e-17,1.2276777217492375e-19,8.0126509254603171e-16,1.1458685953533214e-15,4.3466010309679513e-13,4.311054015311673e-14,3.5184473866582819e-16,2.0053313754332861e-15,4.9985038413304375e-12,6.6235359506353544e-15,1.2357604079125069e-10,3.1217572754429777e-12,5.4616711108517973e-10,2.515262040261823e-13,1.5779185424333144e-13,6.7678823176416502e-13,5.6514251150196504e-22,6.1385589230360118e-20,3.9484847759284161e-13,2.0038504611311736e-22,1.1982524925181216e-16,4.7412208022815526e-16,3.2554531433033851e-22,2.0326875680390434e-14,5.1134402701749003e-19,5.4486101375226957e-18,2.9412085381261738e-10,3.2223123697383783e-09,4.9683393767682314e-10,1.8070949031063775e-13
1.26074908456755e-09,0.4519948976998664,154.0,0.0,0.0,0.0,0.98785788841702915,0.99999999581366061,18.999773940520761,0.00037804295006772163,0.0023943671681265384,0.002152179576328025,0.00021880186834878477,6.9368527538928976e-10,2.4395377977244185e-06,0.002499661563161368,1.4176000232132548e-08,0.0044436551287119425,4.4222493756437483e-06,2.0497504856803974e-12,1.8645895739984104e-05,2.9265584243631876e-14,3.3343610794853708e-06,2.4413176276696238e-05,2.4425447577293571e-05,7.0814641830565019e-09,4.1892269650053391e-09,1.4311650093093313e-06,7.0086785093937029e-12,7.2940223206637377e-12,7.3198859012894864e-12,9.1568750272012055e-08,2.7304021380552469e-06,8.4900226822845938e-10,2.6566197552484701e-15,3.8434245855240845e-07,2.1302658601889558e-07,9.5731712047683917e-10,8.8541566698007608e-11,4.5975553599397035e-14,1.1015188556214848e-14,4.1971117756504734e-11,3.6135896740669715e-11,5.7200122017517581e-12,2.8642047348797137e-13,2.264159427468785e-13,4.2807128655518293e-13,9.3607505996202451e-15,5.0555667057269017e-17,1.5075145639174681e-19,1.0278564176620054e-15,1.4210207551339806e-15,4.7345577034416512e-13,4.7027104217563243e-14,3.8325362598657341e-16,2.1703481768359832e-15,5.4095831174703048e-12,6.8961716970607704e-15,1.2866059588990211e-10,3.2505041182518003e-12,5.9167548696324124e-10,2.724873198738847e-13,1.7094097089247605e-13,7.3334944585030688e-13,6.1648533547081966e-22,6.6515766082481872e-20,4.246210774290582e-13,2.1549459858620355e-22,1.2886047419638769e-16,5.8989246119455428e-16,3.5512089113168677e-22,2.2875582039864429e-14,5.7546051001685944e-19,6.5661671107823844e-18,3.1019336528709882e-10,3.3453417933543736e-09,5.3059865555018079e-10,2.0643356463522392e-13
