Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931)
2.1104994649723553e-10,0.6459030224539951,154.0,0.0,0.0,0.0,0.98698625909697202,1.0,18.999966565860525,0.00018842328995336038,0.00092503722444642333,0.00088664473474864042,3.2345293729664001e-05,1.3837875455945594e-10,1.9192451446741855e-05,0.0035175929913299885,2.6783408390904918e-07,0.007433886798249174,8.5706796191135838e-07,2.3330891724126247e-13,1.7373409550328116e-06,4.5122746526285013e-15,2.3787412541337907e-06,4.5059189017454282e-06,4.5070555838454676e-06,7.2154140186810067e-10,4.0632924559216658e-10,1.0627575794978646e-07,2.6669968956775658e-14,2.6064683165801139e-14,2.612036687471024e-14,6.4911598838737929e-10,2.2985846068189262e-07,3.4776356513591604e-12,2.8354242587985584e-16,5.1901061313772458e-07,2.4399691660367514e-07,8.653477824293826e-12,8.0180908628753569e-12,2.6471814260605888e-16,2.299850220707635e-16,2.4650866499408088e-13,2.4624633719892962e-13
2.1671252162424676e-10,0.6459030201428252,154.0,0.0,0.0,0.0,0.98663974959704248,1.0,18.999965635921829,0.00019344151718931046,0.00094952115149164826,0.00090988472147752401,3.3240200980614509e-05,1.4204136398876879e-10,1.9185984481460715e-05,0.0036114437684940676,2.6774005275346817e-07,0.0076323925206780684,8.798067303157456e-07,2.3976394746889951e-13,1.8248388405105056e-06,4.6319892774307383e-15,2.458222348879696e-06,4.7974361202751838e-06,4.7986469050011353e-06,7.6824418793241644e-10,4.3266349447152841e-10,1.1205905429816101e-07,3.1072738256005659e-14,3.041884535498962e-14,3.0485724215469724e-14,7.0249573762379263e-10,2.4202064722173338e-07,3.8543632838213206e-12,2.9635623019535414e-16,5.4309401384367354e-07,2.5527658177860468e-07,9.6927854216088783e-12,8.5816015053440647e-12,3.0351009387766068e-16,2.4893347775043829e-16,2.7404649158058997e-13,2.7376076834699343e-13
2.22375096751258e-10,0.6459030178707573,154.0,0.0,0.0,0.0,0.98629337723784749,1.0,18.999964706684157,0.00019845780714200335,0.00097398772700962844,0.00093309873915548231,3.4134108481114779e-05,1.4570137742136925e-10,1.9179520079192806e-05,0.003705258597912361,2.6764605881357995e-07,0.0078308309527885377,9.0252938182955231e-07,2.4621176642479068e-13,1.914432879513306e-06,4.7516190503415183e-15,2.5377125516334131e-06,5.0985343853330611e-06,5.0998217706190022e-06,8.1648266792094084e-10,4.5986486825840863e-10,1.1799576734201561e-07,3.6043762966855354e-14,3.5344950963476683e-14,3.5424865311293327e-14,7.5869076099248714e-10,2.5449242675230127e-07,4.2607703307533421e-12,3.0944219450752735e-16,5.6753577005840146e-07,2.6672129034934414e-07,1.0823775916330009e-11,9.1668510411098978e-12,3.4668811239747674e-16,2.6888487047415141e-16,3.0381744651595793e-13,3.0350684975986305e-13
2.2803767187826923e-10,0.6459030156377892,154.0,0.0,0.0,0.0,0.98594714195535516,1.0,18.999963778146849,0.00020347216057646242,0.00099843696366435416,0.00095628681048697385,3.5027017105229703e-05,1.4935879675178593e-10,1.9173058238747207e-05,0.0037990374983726195,2.6755210207200848e-07,0.0080292021309477015,9.2523592821474905e-07,2.5265238041362821e-13,2.0061200851602104e-06,4.8711640332850189e-15,2.6172007164391914e-06,5.4092141036179993e-06,5.410580593105861e-06,8.6625691005567996e-10,4.8793341063544871e-10,1.2408591146867213e-07,4.163656736713914e-14,4.0898461458521912e-14,4.0993489541290315e-14,8.1777030135957572e-10,2.6727351208170339e-07,4.6983598477230421e-12,3.2280034785988932e-16,5.9232603868900448e-07,2.7832638101571842e-07,1.2051715528724331e-11,9.7739619158960655e-12,3.9460572980062945e-16,2.898641366057444e-16,3.3593771645596353e-13,3.356007062224805e-13
2.3370024700528044e-10,0.6459030134439141,154.0,0.0,0.0,0.0,0.98560104368556889,1.0,18.999962850309227,0.00020848457825735849,0.0010228688741099757,0.00097944895815626825,3.5918927726345755e-05,1.5301362387307743e-10,1.9166598958933242e-05,0.0038927804885292923,2.6745818251138726e-07,0.0082275060912490542,9.4792638122417123e-07,2.5908579573521055e-13,2.0998974741342081e-06,4.9906242881373241e-15,2.6966769734205347e-06,5.7294744167571216e-06,5.7309225196423293e-06,9.1756677941435343e-10,5.1686904998910893e-10,1.3032950096732935e-07,4.7907879855401156e-14,4.7138359937926751e-14,4.7250840618034137e-14,8.7980338715293554e-10,2.8036361618074131e-07,5.1686704259953542e-12,3.3643071911645764e-16,6.1745523790494211e-07,2.9008731912209534e-07,1.3382014009789398e-11,1.0403048890207889e-11,4.4763360475908758e-16,3.1189614892170278e-16,3.7052630756048716e-13,3.7016128024143999e-13
2.3936282213229164e-10,0.6459030112891214,154.0,0.0,0.0,0.0,0.9852550823645293,1.0,18.999961923170627,0.00021349506094901023,0.001047283470990811,0.0010025852048275734,3.6809841217223402e-05,1.5666586067683028e-10,1.916014223856059e-05,0.0039864875869069791,2.6736430011435899e-07,0.0084257428695194043,9.7060075260152897e-07,2.6551201868482282e-13,2.1957620666780787e-06,5.1099998767265237e-15,2.7761325837736559e-06,6.0593133460994091e-06,6.0608455770130029e-06,9.7041196118097445e-10,5.4667161260523881e-10,1.3672655002871435e-07,5.4917712239884362e-14,5.4127257640833157e-14,5.4259814516145678e-14,9.4485883282027886e-10,2.9376245218649046e-07,5.6732760801584833e-12,3.5033333696112769e-16,6.4291404020707851e-07,3.0199969321851907e-07,1.4820224081325868e-11,1.105421952952847e-11,5.0615977331823253e-16,3.3500571673534985e-16,4.0770503680639285e-13,4.0731032331467988e-13
2.4502539725930285e-10,0.6459030091733969,154.0,0.0,0.0,0.0,0.98490925792831208,1.0,18.99996099673038,0.00021850360941538447,0.0010716807669413561,0.0010256955731452679,3.7699758449930172e-05,1.6031550905316254e-10,1.9153688076439299e-05,0.0040801588119037807,2.6727045486357644e-07,0.0086239125013256365,9.9325905408141278e-07,2.7193105555275075e-13,2.2937108865902101e-06,5.2292908608326483e-15,2.8555598112239892e-06,6.3987279210695323e-06,6.4003467999926341e-06,1.0247919812565635e-09,5.7734083436642224e-10,1.4327707274476475e-07,6.2729437591147404e-14,6.1931499937225152e-14,6.2087066921636724e-14,1.0130052392866406e-09,3.0746973340546882e-07,6.2137861359881413e-12,3.6450822989710518e-16,6.6869336568057373e-07,3.1405921171521259e-07,1.637204087982089e-11,1.1727574663189114e-11,5.7058988957609917e-16,3.5921758602084038e-16,4.4759852331892038e-13,4.4717238721982091e-13
2.5068797238631406e-10,0.6459030070967225,154.0,0.0,0.0,0.0,0.98456357031302877,1.0,18.999960070987818,0.00022351022442009623,0.0010960607745862903,0.0010487800857341258,3.8588680295759162e-05,1.6396257089072677e-10,1.9147236471379731e-05,0.0041737941817945627,2.6717664674170276e-07,0.0088220150219812735,1.0159012973893015e-06,2.783429126236922e-13,2.3937409612204063e-06,5.3484973021877398e-15,2.9349518080185894e-06,6.7477142930063729e-06,6.7494223452133076e-06,1.0807062245390167e-09,6.088763711264884e-10,1.4998108310833989e-07,7.1409866679162546e-14,7.0621271799636743e-14,7.0803120205288913e-14,1.084310994411261e-09,3.2148517331644051e-07,6.7918451185491347e-12,3.7895542624639834e-16,6.9478437542661828e-07,3.2626169962784626e-07,1.8043301404502473e-11,1.2423208813961213e-11,6.413474569959397e-16,3.8455643953716597e-16,4.9033417972155822e-13,4.8987481532112105e-13
2.5635054751332527e-10,0.6459030050590776,154.0,0.0,0.0,0.0,0.98421801945482701,1.0,18.999959145942288,0.00022851490672640877,0.0011204235065404888,0.0010718387651994625,3.9476607625216303e-05,1.676070480767071e-10,1.9140787422192584e-05,0.0042673937147341265,2.6708287573140975e-07,0.00902005046655289,1.0385274942415711e-06,2.8474759617667094e-13,2.4958493214657131e-06,5.4676192624759926e-15,3.0143025138451909e-06,7.1062678360932006e-06,7.1080675921200753e-06,1.1381539511302007e-09,6.4127780790864479e-10,1.5683859501295942e-07,8.1029323015098657e-14,8.0270702760866953e-14,8.0482469923665955e-14,1.1588442734436855e-09,3.3580848557289391e-07,7.4091326405336791e-12,3.9367495414934766e-16,7.2117846516833212e-07,3.3860309541113987e-07,1.98399839697841e-11,1.3141210600216326e-11,7.188740506274961e-16,4.1104689695191587e-16,5.3604220350438021e-13,5.3554773389503015e-13
2.620131226403365e-10,0.6459030030604396,154.0,0.0,0.0,0.0,0.98387260528989084,1.0,18.999958221593115,0.00023351765709723422,0.001144768975409025,0.001094871634127215,4.036354130805687e-05,1.7124894249682179e-10,1.9134340927688987e-05,0.0043609574287602907,2.6698914181537942e-07,0.009218018869866328,1.0611376563455019e-06,2.9114511248529395e-13,2.6000330017662411e-06,5.5866568033336573e-15,3.0936065662656662e-06,7.4743832367898105e-06,7.4762772324256115e-06,1.1971343106967255e-09,6.7454466705574703e-10,1.6384962225256824e-07,9.1661716518721008e-14,9.0957971362619154e-14,9.1203690852487596e-14,1.2366730394789094e-09,3.5043938400522762e-07,8.0673632908359786e-12,4.086668415642047e-16,7.4786725902631551e-07,3.5107944787845935e-07,2.176820766223196e-11,1.3881663112366872e-11,8.0362953050295147e-16,4.387135149646535e-16,5.8485556841082491e-13,5.8432404347432236e-13
2.676756977673477e-10,0.6459030011007825,154.0,0.0,0.0,0.0,0.98352732775443918,1.0,18.999957297939638,0.00023851847629513333,0.0011690971937871851,0.0011178787150840238,4.1249482213311264e-05,1.748882560353285e-10,1.9127896986680389e-05,0.0044544853417969104,2.6689544497630408e-07,0.0094159202665127766,1.0837317953992832e-06,2.9753546781793792e-13,2.7062890401009963e-06,5.7056099863490894e-15,3.1728592213649737e-06,7.8520545730636114e-06,7.8540453493612847e-06,1.2576463551926482e-09,7.08676415450912e-10,1.710141785213256e-07,1.0338461583269618e-13,1.0276540910023924e-13,1.0304954255733824e-13,1.31786504391154e-09,3.6537758262268073e-07,8.7682865233624195e-12,4.239311162667676e-16,7.7484260345939344e-07,3.6368691320508941e-07,2.3834231802111595e-11,1.4644644265221223e-11,8.960922464705181e-16,4.6758078743020351e-16,6.3691001584287401e-13,6.363394102107658e-13
2.733382728943589e-10,0.6459029991800793,154.0,0.0,0.0,0.0,0.98318218678472735,1.0,18.999956374981192,0.00024351736508231592,0.0011934081742604719,0.0011408600306173342,4.2134431209279336e-05,1.7852499057501995e-10,1.9121455597978596e-05,0.0045479774716567899,2.6680178519688486e-07,0.0096137546908546603,1.1063099230920263e-06,3.0391866843771394e-13,2.8146144779837166e-06,5.8244788730629486e-15,3.2520562834307816e-06,8.2392753846028068e-06,8.241365487908023e-06,1.319689050134113e-09,7.4367247091630221e-10,1.783322774134172e-07,1.162793193049852e-13,1.1577960386861185e-13,1.1610707450656261e-13,1.4024878268890525e-09,3.8062279561503799e-07,9.5136865460767616e-12,4.3946780585004138e-16,8.0209656136612876e-07,3.7642175201289325e-07,2.6044455409513696e-11,1.5430227127807086e-11,9.9675923472479659e-16,4.976731454816825e-16,6.9234404628458971e-13,6.9173225725628078e-13
2.790008480213701e-10,0.6459029972983011,154.0,0.0,0.0,0.0,0.98283718231704642,1.0,18.999955452717128,0.00024851432422064108,0.0012177019294046141,0.0011638156032554978,4.3018389163515527e-05,1.8215914799722553e-10,1.9115016760395879e-05,0.0046414338360445204,2.6670816245983273e-07,0.0098115221770314117,1.1288720511037682e-06,3.1029472060235525e-13,2.9250063604587096e-06,5.9432635249680665e-15,3.3311940426173466e-06,8.6360387350565949e-06,8.6382307170522112e-06,1.3832612845937194e-09,7.7953220788529748e-10,1.858039324228896e-07,1.3043092465987838e-13,1.3009150291389639e-13,1.3046773073082219e-13,1.4906087177641984e-09,3.9617473735413326e-07,1.0305382210279644e-11,4.5527693772393911e-16,8.2962140634280334e-07,3.8928032653412608e-07,2.8405416675009044e-11,1.6238480232117913e-11,1.1061464062860784e-15,5.2901495765311069e-16,7.5129891074396535e-13,7.5064375616255248e-13
2.9032599827539257e-10,0.6459029936513955,154.0,0.0,0.0,0.0,0.98214758263311897,1.0,18.999953610269475,0.00025850245659640204,0.0012662378139595637,0.0012096496098647498,4.4783335413307834e-05,1.8941973900721249e-10,1.9102146733838494e-05,0.004828239338697202,2.66521028043724e-07,0.010206856470365211,1.1739483547590732e-06,3.2302540457045244e-13,3.1519776569906973e-06,6.1805803700846659e-15,3.4892789325490692e-06,9.4581632363790392e-06,9.4605666524531171e-06,1.5149895958016124e-09,8.5384003530853379e-10,2.0120796426865761e-07,1.6286463452626147e-13,1.6299461256738597e-13,1.6348678856267789e-13,1.6776130893509913e-09,4.2819766547752524e-07,1.2035108422941184e-11,4.8771263706642855e-16,8.8545387236140926e-07,4.153546234054686e-07,3.3606397656455635e-11,1.7923250278358832e-11,1.3532403750084073e-15,5.9554410623123187e-16,8.8034984719238027e-13,8.7960108633580653e-13
3.0051863350401277e-10,0.6459029905019825,154.0,0.0,0.0,0.0,0.98152740911613268,1.0,18.999951954434724,0.00026748518397128832,0.001309861325393238,0.0012508124007277119,4.6368406363548307e-05,1.9594547601804355e-10,1.9090572422856489e-05,0.0049962421486629983,2.6635273358088049e-07,0.010562428743956158,1.2144624261284488e-06,3.3445863509342771e-13,3.363289492399105e-06,6.3938780635630844e-15,3.6313234270611586e-06,1.0230633256958326e-05,1.0233235745370052e-05,1.638763683072554e-09,9.2366387240417674e-10,2.1559688816854125e-07,1.9728745740551902e-13,1.9805080973798877e-13,1.9867164289018174e-13,1.8585517009051321e-09,4.5806445145154894e-07,1.3769145224462244e-11,5.1783679032797606e-16,9.3655613383013228e-07,4.3921015715625578e-07,3.8871225415629016e-11,1.9517679984409496e-11,1.611016264279852e-15,6.5993666082461084e-16,1.0100099862174931e-12,1.0091686746540479e-12
3.10711268732633e-10,0.645902987478174,154.0,0.0,0.0,0.0,0.98090767687655589,1.0,18.999950300839508,0.00027646167111629457,0.0013534292218923755,0.0012918921341059104,4.7950279797102459e-05,2.0246289236002246e-10,1.907900635904647e-05,0.0051641293491796903,2.6618455886687441e-07,0.010917784659211595,1.2549248397654106e-06,3.4586880169907198e-13,3.581250813743712e-06,6.6069037904185683e-15,3.7731350704983797e-06,1.1033896684694828e-05,1.1036706599247681e-05,1.7674735444060674e-09,9.9627480071494502e-10,2.3048353915781096e-07,2.3728682915778728e-13,2.389360088060343e-13,2.3971258447086684e-13,2.0518617012810212e-09,4.889206049209789e-07,1.5683038417040609e-11,5.4884407449847627e-16,9.8842496310256442e-07,4.6341438039995742e-07,4.4732430939652591e-11,2.1186448375820756e-11,1.9059499849445278e-15,7.2875357800913152e-16,1.1533991764788227e-12,1.152456906791546e-12
3.209039039612532e-10,0.6459029845797566,154.0,0.0,0.0,0.0,0.98028838554412934,1.0,18.999948649479993,0.00028543192246192352,0.0013969415764463011,0.0013328889407027073,4.952896074712902e-05,2.0897199895240261e-10,1.9067448535496134e-05,0.0053319010399353831,2.6601650380122897e-07,0.011272924407872816,1.2953356634608533e-06,3.5725594069191051e-13,3.8058445148363319e-06,6.8196579075550917e-15,3.91470380701005e-06,1.1867901832686437e-05,1.1870927561426335e-05,1.9011108968409986e-09,1.0716681479283722e-09,2.4586799229789078e-07,2.835051393416373e-13,2.8635163376625754e-13,2.8731544758024738e-13,2.2579281925505381e-09,5.2076446682713933e-07,1.7788633681007436e-11,5.8073464278612333e-16,1.041022215203173e-06,4.8794940506985627e-07,5.1233108935262175e-11,2.2929825152319301e-11,2.2417549148056346e-15,8.0213472768229118e-16,1.3114395270787017e-12,1.3103873461364802e-12
3.310965391898734e-10,0.6459029818065146,154.0,0.0,0.0,0.0,0.97966953474896612,1.0,18.999947000352357,0.00029439594243501076,0.0014403984619423904,0.0013738029510255228,5.110445423920825e-05,2.1547280669917243e-10,1.9055898945298025e-05,0.0054995573196838007,2.658485682835679e-07,0.011627848179748632,1.3356949649110171e-06,3.6862008832182252e-13,4.0370535262211976e-06,7.0321407713786951e-15,4.0560216411982403e-06,1.2732595051831408e-05,1.2735845018279404e-05,2.0396671423051571e-09,1.14983906285066e-09,2.6175032159197827e-07,3.3662978599705193e-13,3.4105291813745879e-13,3.4224039589005421e-13,2.4771340997134164e-09,5.5359438009380406e-07,2.0098131616031136e-11,6.135086464648603e-16,1.0943115488593406e-06,5.127982087279912e-07,5.8417774285870593e-11,2.4748051044498431e-11,2.622355067237105e-15,8.8021933230755931e-16,1.4850813445702471e-12,1.4839097279056734e-12
3.412891744184936e-10,0.6459029791582233,154.0,0.0,0.0,0.0,0.97905112412155337,1.0,18.999945353452791,0.00030335373545872872,0.0014837999511662201,0.0014146342953865901,5.2676765291350468e-05,2.2196532648909875e-10,1.9044357581549358e-05,0.005667098286286293,2.6568075221361436e-07,0.01198255616280074,1.3760028117176408e-06,3.799612807840821e-13,4.274860815097204e-06,7.2443527377977778e-15,4.1970822313512659e-06,1.362792113687504e-05,1.3631403801362618e-05,2.1831334328172091e-09,1.2307825524112341e-09,2.7813059998462182e-07,3.9739428611364356e-13,4.0385077002446594e-13,4.0530382654908425e-13,2.7098601790870817e-09,5.8740868963622407e-07,2.2624085688207437e-11,6.4716623487371393e-16,1.1482583411911657e-06,5.3794459266808447e-07,6.6332352701554799e-11,2.6641341054444142e-11,3.051887481182736e-15,9.6314596919102119e-16,1.6753029743166121e-12,1.6740017997282659e-12
3.514818096471138e-10,0.6459029766346548,154.0,0.0,0.0,0.0,0.97843315329275105,1.0,18.99994370877749,0.00031230530595258973,0.001527146116801722,0.0014553831039035806,5.4245898914044478e-05,2.2844956919577328e-10,1.9032824437351883e-05,0.0058345240367518045,2.6551305549119569e-07,0.012337048543225069,1.4162592713880974e-06,3.912795542196895e-13,4.519249385240325e-06,7.4562941622235279e-15,4.3378805621824738e-06,1.4553823653063741e-05,1.4557547514150758e-05,2.3315007229398875e-09,1.3144935114319551e-09,2.9500889936168595e-07,4.6657934770474076e-13,4.7561362181330921e-13,4.7738026023779359e-13,2.9564850266641175e-09,6.2220574236815898e-07,2.5379400185039922e-11,6.8170755541684755e-16,1.202829606486167e-06,5.6337314207127407e-07,7.502417148274386e-11,2.8609887329550315e-11,3.5347044089088622e-15,1.0510525727494261e-15,1.8831106424691595e-12,1.8816691628528514e-12
3.61674444875734e-10,0.645902974235577,154.0,0.0,0.0,0.0,0.97781562189379123,1.0,18.999942066322667,0.00032125065833244978,0.0015704370314313344,0.0014960495065001536,5.5811860110304571e-05,2.3492554567758695e-10,1.9021299505812566e-05,0.006001834667274903,2.6534547801623951e-07,0.012691325505529281,1.45646441133553e-06,4.0257494471575346e-13,4.7702022769262092e-06,7.6679653995715482e-15,4.4784126824782164e-06,1.5510245197982109e-05,1.5514218793940946e-05,2.48475981182507e-09,1.4009667464893301e-09,3.1238529055065625e-07,5.4501390477198996e-13,5.5726926452731162e-13,5.5940421718322382e-13,3.2173850864390884e-09,6.5798388720726789e-07,2.8377328178120758e-11,7.1713275356410776e-16,1.2579939187839337e-06,5.8906918807437885e-07,8.4541950379518932e-11,3.0653861715200047e-11,4.0753753162509918e-15,1.1440764367701645e-15,2.1095382985484472e-12,2.107945113961869e-12
3.718670801043542e-10,0.6459029719607556,154.0,0.0,0.0,0.0,0.97719852955627862,1.0,18.999940426084525,0.00033018979701051265,0.0016136727675361542,0.0015366336329064732,5.7374653875690101e-05,2.4139326677776918e-10,1.9009782780043401e-05,0.006169030273271944,2.6517801968877232e-07,0.013045387232606568,1.4966182988789988e-06,4.1384748830561294e-13,5.0277025668529295e-06,7.8793668042620931e-15,4.6186754983350475e-06,1.6497127607879563e-05,1.6501359518231585e-05,2.6429013763451988e-09,1.4901969947178874e-09,3.3025984332125483e-07,6.3357611543369701e-13,6.4980666689989962e-13,6.5237207920938084e-13,3.4929346587041644e-09,6.9474147507910853e-07,3.1631469493651134e-11,7.53441972852213e-16,1.3137213381970128e-06,6.1501877171186539e-07,9.4935792544963905e-11,3.2773418010259963e-11,4.6786886999853419e-15,1.242354216662565e-15,2.3556474586394674e-12,2.3538904876047612e-12
3.820597153329744e-10,0.6459029698099538,154.0,0.0,0.0,0.0,0.97658187591218903,1.0,18.999938788059286,0.00033912272639533296,0.0016568533974960912,0.0015771356126596889,5.8934285198312071e-05,2.4785274332445339e-10,1.8998274253161166e-05,0.006336110949415494,2.6501068040892373e-07,0.013399233905805908,1.5367210012436231e-06,4.2509722096884998e-13,5.2917333680639091e-06,8.0904987302202376e-15,4.7586666072617725e-06,1.7514412123190323e-05,1.7518910970284193e-05,2.8059159976720289e-09,1.5821789388946709e-09,3.4863262638632227e-07,7.3319432454915335e-13,7.5427777934869025e-13,7.5734393797646536e-13,3.7835059083147217e-09,7.3247685892010234e-07,3.5155768690666115e-11,7.906353548864779e-16,1.3699833407175112e-06,6.4120860960351901e-07,1.0625717556772707e-10,3.4968693968537674e-11,5.349653735807085e-15,1.3460219317013465e-15,2.622527049189958e-12,2.6205934992386342e-12
3.922523505615946e-10,0.6459029677829332,154.0,0.0,0.0,0.0,0.97596566059386936,1.0,18.999937152243177,0.00034804945089182015,0.0016999789935900147,0.0016175555751043714,6.0490759058847405e-05,2.5430398613063721e-10,1.8986773918288051e-05,0.0065030767896670826,2.6484346007692455e-07,0.013752865704999088,1.5767725855607119e-06,4.3632417863145228e-13,5.5622778298710218e-06,8.3013615308777886e-15,4.8983841634887861e-06,1.8562039522890375e-05,1.8566813973514477e-05,2.9737941828513167e-09,1.6769072196837386e-09,3.6750370740293011e-07,8.4484799187695051e-13,8.7179932309650463e-13,8.7544542964276147e-13,4.0894688729251609e-09,7.7118839367971266e-07,3.8964513046930358e-11,8.2871303934279185e-16,1.4267527513332715e-06,6.6762606129751668e-07,1.1855894257902506e-10,3.7239813077720702e-11,6.0935017665263352e-15,1.4552149672624074e-15,2.9112932514092541e-12,2.9091695888738848e-12
4.024449857902148e-10,0.6459029658794543,154.0,0.0,0.0,0.0,0.97534988323403771,1.0,18.999935518632434,0.0003569699749012421,0.0017430496279959096,0.0016578936493929139,6.2044080430562415e-05,2.6074700599421356e-10,1.8975281768551671e-05,0.0066699278873084003,2.6467635859310325e-07,0.014106282808644515,1.6167731188679106e-06,4.4752839716596416e-13,5.8393191377778435e-06,8.5119555591735621e-15,5.0378267683670482e-06,1.9639950233800756e-05,1.9645009000823235e-05,3.1465263823544897e-09,1.7743764455974608e-09,3.8687315297369685e-07,9.6956858661738059e-13,1.0035545645092509e-12,1.0078695560045838e-12,4.4111914711954233e-09,8.1087443632199201e-07,4.3072330552460432e-11,8.6767516397004517e-16,1.4840036802852414e-06,6.9425909818282225e-07,1.3189529342749712e-10,3.9586886141802947e-11,6.9156876394839941e-15,1.5700680770504398e-15,3.2230893462639069e-12,3.220761265320965e-12
4.1263762101883503e-10,0.6459029640992764,154.0,0.0,0.0,0.0,0.9747345434657817,1.0,18.999933887223289,0.00036588430282122824,0.0017860653727910232,0.001698149964485906,6.3594254279333376e-05,2.6718181369806122e-10,1.8963797797084585e-05,0.0068366643349709729,2.6450937585789052e-07,0.014459485393848082,1.6567226681093443e-06,4.587099123915812e-13,6.1228405134030767e-06,8.7222811675531152e-15,5.1769933822762383e-06,2.074808441841219e-05,2.075343626244321e-05,3.3241030041813362e-09,1.8745812010003781e-09,4.0674102864828627e-07,1.1084404490225338e-12,1.1507950747262809e-12,1.1558784921836011e-12,4.7490395109683548e-09,8.5153334582658098e-07,4.7494187910672924e-11,9.0752186459299832e-16,1.5417114623357889e-06,7.2109627390424007e-07,1.4632177591900215e-10,4.2010012686190106e-11,7.8218909001882984e-15,1.6907153853189245e-15,3.5590855600698724e-12,3.5565379510381146e-12
4.2283025624745524e-10,0.6459029624421585,154.0,0.0,0.0,0.0,0.97411964092255943,1.0,18.999932258012002,0.00037479243904577406,0.001829026299952019,0.0017383246491525009,6.5141285563659354e-05,2.7360842000999006e-10,1.8952321997024917e-05,0.0070032862246644147,2.6434251177181944e-07,0.014812473636421091,1.6966213001357474e-06,4.6986876007431768e-13,6.4128252144041525e-06,8.9323387079710527e-15,5.3158832543938295e-06,2.18863820448745e-05,2.1892035775946157e-05,3.5065144250986933e-09,1.9775160524876398e-09,4.2710739892506824e-07,1.2626016197832698e-12,1.3148424746423077e-12,1.3208053809112452e-12,5.1033766974181985e-09,8.9316348318925984e-07,5.2245388547141312e-11,9.4825327511522416e-16,1.5998525989127768e-06,7.4812669621108161e-07,1.6189527711690801e-10,4.4509282204086417e-11,8.8180168493616611e-15,1.8172903890829255e-15,3.9204789106797592e-12,3.917695827578514e-12
4.3302289147607544e-10,0.6459029609078585,154.0,0.0,0.0,0.0,0.97350517523819768,1.0,18.999930630994825,0.00038369438796524399,0.001871932481355125,0.0017784178319707634,6.6685179234672761e-05,2.8002683568275599e-10,1.8940854361516604e-05,0.007169793647803316,2.6417576623551938e-07,0.015165247710935498,1.7364690817046071e-06,4.810049759270744e-13,6.7092565344009824e-06,9.1421285318914261e-15,5.4544958665384471e-06,2.305478294293177e-05,2.30607474221921e-05,3.6937509996224494e-09,2.0831755539826989e-09,4.4797232725292296e-07,1.4332446379685103e-12,1.4970901653448273e-12,1.5040561135035568e-12,5.4745646411705405e-09,9.3576321142213958e-07,5.7341570625937096e-11,9.8986952752238308e-16,1.6584047029929361e-06,7.7534000016981873e-07,1.7867401469896451e-10,4.7084775262277631e-11,9.910197470627223e-15,1.9499259603238574e-15,4.3084930542630507e-12,4.3054576816347624e-12
4.4321552670469565e-10,0.6459029594961349,154.0,0.0,0.0,0.0,0.97289114604689308,1.0,18.999929006168014,0.00039259015396637519,0.001914783988776285,0.0018184296413280027,6.8225940236152626e-05,2.864370714541853e-10,1.8929394883708653e-05,0.007336186695232819,2.6400913914972127e-07,0.015517807790776522,1.77626607948031e-06,4.9211859560965158e-13,7.0121178028998837e-06,9.3516509902868774e-15,5.5928308878254725e-06,2.4253226849061013e-05,2.4259510990479188e-05,3.8858030672658295e-09,2.1915542508510337e-09,4.6933587603316797e-07,1.6216173082842804e-12,1.6990050440914158e-12,1.7071110975988114e-12,5.8629628663940173e-09,9.7933089555358096e-07,6.2798705073523575e-11,1.0323707518859068e-15,1.7173464465888022e-06,8.0272632267157445e-07,1.9671752836673558e-10,4.973656448314293e-11,1.1104792235961535e-14,2.0887543481868362e-15,4.7243781326766124e-12,4.7210727516779914e-12
4.5340816193331585e-10,0.6459029582067448,154.0,0.0,0.0,0.0,0.97227755298320973,1.0,18.999927383527847,0.0004014797414322814,0.0019575808938913073,0.0018583602054210975,6.9763573504539353e-05,2.9283913804710602e-10,1.8917943556755723e-05,0.0075024654572529836,2.6384263041525893e-07,0.015870154048192787,1.8160123600342697e-06,5.0320965472894737e-13,7.3213923852176694e-06,9.5609064336413473e-15,5.7308881379006773e-06,2.5481653443045067e-05,2.5488266215125716e-05,4.0826609584121625e-09,2.3026466832332387e-09,4.9119810662159626e-07,1.829023438371361e-12,1.9221292058983268e-12,1.9315270117182944e-12,6.2689288188640361e-09,1.0238649026278909e-06,6.8633093610175745e-11,1.0757570763666067e-15,1.7766575107137022e-06,8.3027627817057808e-07,2.1608667130460763e-10,5.2464715417157794e-11,1.2408388795459357e-14,2.233907181171319e-15,5.169410621423203e-12,5.1658165751892809e-12
