Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931)
5.231210932693533e-14,0.645903128371734,154.0,0.0,0.0,0.0,0.99999668635638006,1.0,18.999999999964867,4.7040619704395688e-08,2.3253323046360262e-07,2.3251982564819836e-07,2.1405392380926646e-11,3.4757103668795454e-14,2.5901940520554771e-06,6.0016755755650585e-08,2.4570235444810488e-08,1.2673327235641683e-07,1.1047859222011452e-11,1.5435977851525947e-19,2.6869844153878386e-12,5.8159300359694589e-20,4.4399275378615791e-13,1.6485871546922296e-16,1.6486290466389615e-16,3.6048131397042047e-21,5.8437187062398134e-22,6.5275250112030491e-15,7.8848372845497294e-39,7.2619049545203031e-39,7.2619083135570486e-39,5.0125759033235503e-21,2.6509366776199687e-12,5.5354121132612578e-22,1.0964343372595525e-21,2.0105404977234899e-15,9.5212519698829219e-16,9.6628765843069922e-27,2.0467661126191997e-22,9.0894102513073704e-35,3.8647104934839364e-28,4.7363651765595441e-28,8.5101086064067651e-29
6.387366977709067e-14,0.6459031283716758,154.0,0.0,0.0,0.0,0.99999595505303229,1.0,18.999999999948475,5.7437099024767424e-08,2.8392260642696426e-07,2.8390321011102499e-07,3.1900892266152495e-11,4.2444590136425959e-14,3.1143608761648819e-06,8.856358532804051e-08,2.9692982474397456e-08,1.8701366277145199e-07,1.6345184442535307e-11,2.3005601051196276e-19,3.9794763619290223e-12,8.6047467087152748e-20,6.6187000641437659e-13,3.0007984366278843e-16,3.000889490582971e-16,7.8156136033172509e-21,1.2897604216914632e-21,9.7316147177333781e-15,3.1999471511991521e-38,2.947147987722094e-38,2.9471496641693691e-38,9.1300234184593469e-21,3.2403456799755479e-12,8.2691341786048499e-22,1.6546930493876565e-21,3.6317339782941282e-15,1.7198679679840206e-15,2.1483694647563712e-26,3.7257205071887632e-22,2.4672374488037134e-34,8.2539761542652073e-28,1.052407500178361e-27,2.2324628796409754e-28
7.5435230227246e-14,0.6459031283716062,154.0,0.0,0.0,0.0,0.99999522410644759,1.0,18.99999999992902,6.7833570011143472e-08,3.3531092456507312e-07,3.3528439352571563e-07,4.4478274059183122e-11,5.0131918348342086e-14,3.6222164017828701e-06,1.2227194814649365e-07,3.4709387757625732e-08,2.5819331377697756e-07,2.2624551254570154e-11,3.207690155494707e-19,5.5139512016517224e-12,1.191058924536043e-19,9.2307069201950041e-13,4.9426514572478433e-16,4.9428247479637712e-16,1.4837455385742854e-20,2.4915744006939469e-21,1.3573340116557328e-14,1.0256635199185925e-37,9.4463780712171595e-38,9.4463844201776797e-38,1.5048064602381318e-20,3.8310299487801417e-12,1.1556722972809431e-21,2.322235573163011e-21,5.9364820667812986e-15,2.8113187172382405e-15,4.1806393977293496e-26,6.1369204540278585e-22,5.6697603223275297e-34,1.5447209535680995e-27,2.0471897059531172e-27,4.9625986520473194e-28
8.699679067740134e-14,0.6459031283715253,154.0,0.0,0.0,0.0,0.99999449350664149,1.0,18.999999999906525,7.8230032667181426e-08,3.8669820766804588e-07,3.8666337822689336e-07,5.9135241147480747e-11,5.7819091713883986e-14,4.1142681995361254e-06,1.6098122421366006e-07,3.9621658731077365e-08,3.3993305612591189e-07,2.986320560583626e-11,4.2648222798634085e-19,7.2855773358564679e-12,1.5721478078405127e-19,1.2275821265752168e-12,7.5807683359428582e-16,7.5810683418856819e-16,2.5623694382005807e-20,4.376825926031314e-21,1.8052689394900334e-14,2.7791677120729416e-37,2.5596254412571313e-37,2.5596274202132861e-37,2.3095058343617142e-20,4.4229895373760522e-12,1.5401458278763863e-21,3.0965362050422261e-21,9.0362862102824294e-15,4.2792804203314607e-15,7.3974697513606578e-26,9.4128408931472657e-22,1.1569263847236287e-33,2.631653054170949e-27,3.6216094836879753e-27,9.8041850267114035e-28
9.855835112755667e-14,0.6459031283714333,154.0,0.0,0.0,0.0,0.99999376324391709,1.0,18.999999999881013,8.8626486996436435e-08,4.3808447799782731e-07,4.3804016654563897e-07,7.5869499448124664e-11,6.5506113563644439e-14,4.5910080461989083e-06,2.0453579147437038e-07,4.4431957010439774e-08,4.3190427435223536e-07,3.8038920608990616e-11,5.471791004274521e-19,9.2896234576613777e-12,2.0025711182471079e-19,1.5753916357959818e-12,1.1021738750453913e-15,1.1022222584882624e-15,4.1223480813465319e-20,7.1598401680308906e-21,2.3169651009957874e-14,6.6456899223408303e-37,6.1207264760992646e-37,6.1207318203872875e-37,3.3600111511913063e-20,5.016224499305434e-12,1.9806626614982872e-21,3.9751698054383681e-21,1.3039170933915309e-14,6.1749094227164765e-15,1.2189010799462662e-25,1.3685936473688142e-21,2.1595059156610269e-33,4.1794483592550836e-27,5.9666485833206775e-27,1.773311021181375e-27
1.1011991157771201e-13,0.6459031283713302,154.0,0.0,0.0,0.0,0.9999930333088578,1.0,18.999999999852509,9.9022933002364447e-08,4.8946975730041645e-07,4.8941476080952188e-07,9.4678757405041165e-11,7.3192987150943625e-14,5.052912415353323e-06,2.5278487054688947e-07,4.9142399340406834e-08,5.3378857890157948e-07,4.7129984344774418e-11,6.8284310370402365e-19,1.152145647286981e-11,2.48118576528951e-19,1.9664865549893007e-12,1.5372120089607414e-15,1.5372858600758706e-15,6.276963744720604e-20,1.1081287669660478e-20,2.892421368271323e-14,1.442686425931014e-36,1.3287279687531366e-36,1.3287292615095189e-36,4.6893077660255278e-20,5.6107348883040618e-12,2.4775521236689835e-21,4.9557556759282389e-21,1.8049791857150514e-14,8.5477665950165182e-15,1.9001270839551604e-25,1.9088641609806933e-21,3.7611021137543812e-33,6.286213109540465e-27,9.3007065213911608e-27,2.9950913941081297e-27
1.2168147202786734e-13,0.6459031283712166,154.0,0.0,0.0,0.0,0.99999230369231795,1.0,18.999999999821039,1.0941937068832479e-07,5.40854066817819e-07,5.4078716334263149e-07,1.155607259862008e-10,8.0879715653700683e-14,5.500442953295463e-06,3.0558237412308468e-07,5.3755058525617977e-08,6.4527748812081608e-07,5.7115187937459569e-11,8.334577268533985e-19,1.3976539462341558e-11,3.0068751427682773e-19,2.4008542289121421e-12,2.07384375920767e-15,2.0739516347364268e-15,9.1467995825116041e-20,1.640724957030403e-20,3.5316366391852751e-14,2.8991393654667642e-36,2.6701426204946776e-36,2.6701454852233859e-36,6.3304555729356658e-20,6.2065207582952298e-12,3.0311442136877664e-21,6.0359433271008073e-21,2.4169540462100945e-14,1.1445866950087432e-14,2.8336195987142542e-25,2.575337053681026e-21,6.1973668287050665e-33,9.0539430541498514e-27,1.3869662703428407e-26,4.7895031583924541e-27
1.3324303247802268e-13,0.6459031283710915,154.0,0.0,0.0,0.0,0.99999157438541464,1.0,18.999999999786628,1.1981580005758324e-07,5.9223742729973568e-07,5.9215737646560818e-07,1.3851311868078076e-10,8.8566302176189753e-14,5.9340469407600154e-06,3.6278676085632917e-07,5.827196434325043e-08,7.6607211972405873e-07,6.7973813893432916e-11,9.9900647709857554e-19,1.6650429684521781e-11,3.5785485147999098e-19,2.878482011631313e-12,2.7227184473038313e-15,2.7228704640412101e-15,1.285880155066909e-19,2.3428314355159976e-20,4.234609836776713e-14,5.469133674131183e-36,5.0371530033251297e-36,5.0371589124216752e-36,8.3165888754791516e-20,6.8035821633837977e-12,3.6417696047353353e-21,7.2134465938335622e-21,3.1496645739810805e-14,1.4915727781536127e-14,4.0751749747272656e-25,3.381251736769874e-21,9.7590327967100605e-33,1.258774771159179e-26,1.9946938324936601e-26,7.3247170528783694e-27
1.44804592928178e-13,0.6459031283709559,154.0,0.0,0.0,0.0,0.99999084537952065,1.0,18.999999999749285,1.3021222111331436e-07,6.4361985901498137e-07,6.4352540249567192e-07,1.6353365149633416e-10,9.6252749750738991e-14,6.3541577402709985e-06,4.2426089379798918e-07,6.2695104436682661e-08,8.958828918635709e-07,7.9685624709825958e-11,1.1794728798277923e-18,1.9538776619401424e-11,4.195140416083282e-19,3.3993572663880346e-12,3.4944822038038699e-15,3.4946901176872815e-15,1.7545460840349549e-19,3.2458706388200401e-20,5.0013399086723625e-14,9.7874965847728058e-36,9.0144548871500498e-36,9.0144663679625103e-36,1.0680916257688842e-19,7.4019191578503749e-12,4.3097596439762001e-21,8.4860452356616853e-21,4.0126272672216181e-14,1.9002415303649332e-14,5.6861992645727299e-25,4.3398456148385359e-21,1.4797738667729386e-32,1.6995243433305708e-26,2.7833558186259894e-26,1.0793999767963157e-26
1.5636615337833335e-13,0.6459031283708095,154.0,0.0,0.0,0.0,0.99999011666625703,1.0,18.999999999709043,1.4060863385860443e-07,6.9500138176263029e-07,6.9489124374665129e-07,1.9062004295598426e-10,1.0393906133940127e-13,6.761195229234425e-06,4.89871903345866e-07,6.7026425190097302e-08,1.0344292337282324e-06,9.2230851753966257e-11,1.3748404785742844e-18,2.2637320054196935e-11,4.8556100664243118e-19,3.9634673654667596e-12,4.3997779784650552e-15,4.4000552557304174e-15,2.3344104617726482e-19,4.3835445812485596e-20,5.8318258265199798e-14,1.6750691327035668e-35,1.5427722774873188e-35,1.5427743977472219e-35,1.3456720455330161e-19,8.0015317961456311e-12,5.0354463526586146e-21,9.8515633851246983e-21,5.0150617575259955e-14,2.3749589804801005e-14,7.7337162016106716e-25,5.4643540910824977e-21,2.1731861920487641e-32,2.238608530982869e-26,3.7858212466510064e-26,1.5416243811687452e-26
1.6792771382848868e-13,0.6459031283706527,154.0,0.0,0.0,0.0,0.9999893882374844,1.0,18.999999999665931,1.5100503829645391e-07,7.4638201488290081e-07,7.4625490252901162e-07,2.1977001409563079e-10,1.1162523983558205e-13,7.1555662194042568e-06,5.594910545047851e-07,7.1267832584693555e-08,1.1814393052476409e-06,1.055901844036439e-10,1.5850928349961368e-18,2.5941888209283491e-11,5.5589407989920421e-19,4.5707996900680098e-12,5.4492455494111508e-15,5.4496074307592387e-15,3.0396278075053323e-19,5.7917538300521795e-20,6.7260665854329326e-14,2.7590556050683296e-35,2.5411528597537188e-35,2.5411566084737349e-35,1.6677358227414135e-19,8.60242013288476e-12,5.8191624262121451e-21,1.130786950525856e-20,6.1659000442162788e-14,2.9199549380167977e-14,1.0290375183429982e-24,6.7680105724641363e-21,3.10523594378108e-32,2.8871599201091437e-26,5.0377318407555925e-26,2.143639716175734e-26
1.7948927427864402e-13,0.6459031283704852,154.0,0.0,0.0,0.0,0.9999886600852983,1.0,18.999999999619952,1.6140143442977977e-07,7.9776177726779027e-07,7.9761638114988176e-07,2.5098128846115222e-10,1.1931128806563027e-13,7.537664863397892e-06,6.3299361824533859e-07,7.5421193037277493e-08,1.3366497254499832e-06,1.19744759436928e-10,1.810213528856103e-18,2.9448395902698916e-11,6.3041395017130455e-19,5.2213416301849383e-12,6.6535215314960193e-15,6.6539850900641951e-15,3.884720316704156e-19,7.5085193061345362e-20,7.6840612034465454e-14,4.3960737897124678e-35,4.0488954139375083e-35,4.0489017958796915e-35,2.0376260227962488e-19,9.2045842228420542e-12,6.6612412343431933e-21,1.2852886322877581e-20,7.4737954435715123e-14,3.53932723142547e-14,1.3434459250102123e-24,8.2640464747911879e-21,4.3328615957356957e-32,3.6564485842162568e-26,6.5775081864999173e-26,2.9125820709104877e-26
1.9105083472879935e-13,0.6459031283703073,154.0,0.0,0.0,0.0,0.99998793220201987,1.0,18.999999999571141,1.7179782226141809e-07,8.4914068737146582e-07,8.4897568191308037e-07,2.842515921056058e-10,1.2699720879039297e-13,7.907873048677959e-06,7.1025874682891254e-07,7.9488334221624395e-08,1.499805309195209e-06,1.3467615066539102e-10,2.0501861580014083e-18,3.3152842752356674e-11,7.0902360714807681e-19,5.9150805844835492e-12,8.0232393839609612e-15,8.0238235778009773e-15,4.8845304694233804e-19,9.5739068084542644e-20,8.7058087209882206e-14,6.8036819982080299e-35,6.2663816396248031e-35,6.2663921504043264e-35,2.4586930878026424e-19,9.8080241209456231e-12,7.5620168211286078e-21,1.4484587389419602e-20,8.9471312621332648e-14,4.2370458156674983e-14,1.7249893058058374e-24,9.9656912277122788e-21,5.9214300599797034e-32,4.5578584046164106e-26,8.4463558732909436e-26,3.8782586478036653e-26
2.0261239517895469e-13,0.645903128370119,154.0,0.0,0.0,0.0,0.99998720458019108,1.0,18.999999999519506,1.8219420179412612e-07,9.0051876322041203e-07,9.00332807119143e-07,3.195786535864324e-10,1.3468300470673349e-13,8.2665607792699527e-06,7.9116935301367232e-07,8.3471045872788663e-08,1.6706588121033372e-06,1.5036635880755991e-10,2.3049943383435873e-18,3.7051311415583034e-11,7.9162828810123742e-19,6.6520039601864774e-12,9.5690294174286323e-15,9.5697551371222311e-15,6.0541796905349508e-19,1.2029954192347285e-19,9.7913082003602377e-14,1.0263116177533579e-34,9.4526446020432341e-35,9.4526614136900312e-35,2.9342948237958928e-19,1.0412739882272207e-11,8.5218239051073365e-21,1.6200990077546064e-20,1.0594029200023004e-13,5.0169567519300878e-14,2.1826250854525403e-24,1.1886172279599798e-20,7.9453231449056413e-32,5.6028685140708196e-26,1.0688271626705264e-25,5.0731724511354235e-26
2.1417395562911002e-13,0.6459031283699205,154.0,0.0,0.0,0.0,0.99998647721256684,1.0,18.999999999465086,1.9259057303058484e-07,9.5189602242334571e-07,9.5168775906534509e-07,3.5696020396266894e-10,1.4236867844901471e-13,8.6140865455407848e-06,8.7561199303866591e-07,8.7371080574625677e-08,1.8489706834607292e-06,1.6679780159822999e-10,2.5746217038383785e-18,4.113996586539938e-11,8.7813542581232822e-19,7.4320991729602806e-12,1.1301518800296415e-14,1.1302408912267756e-14,7.4090323426368248e-19,1.4920601120394124e-19,1.094055872523378e-13,1.5132346838413939e-34,1.3937395444086734e-34,1.3937421642957263e-34,3.4677963879937263e-19,1.1018731562042153e-11,9.5409978793700921e-21,1.8000156637482499e-20,1.2422357491426081e-13,5.8827860628662536e-14,2.7258764453824872e-24,1.4038715102309754e-20,1.048852480718203e-31,6.8030388508767511e-26,1.335004943138435e-25,6.5325428556764451e-26
2.2573551607926535e-13,0.6459031283697113,154.0,0.0,0.0,0.0,0.99998575009210966,1.0,18.99999999940788,2.0298693597340086e-07,1.0032724821808976e-06,1.003040540045728e-06,3.9639397679216604e-10,1.5005423259054751e-13,8.9507976824473094e-06,9.6347675325658345e-07,9.1190154530929358e-08,2.0345088268309586e-06,1.8395330412743104e-10,2.8590519064656565e-18,4.5415049702667255e-11,9.6845459770924498e-19,8.2553536468061155e-12,1.3231331564614891e-14,1.3232410950623075e-14,8.9646643048365841e-19,1.8291621287045463e-19,1.215355940015464e-13,2.1860808966818729e-34,2.0134591184273926e-34,2.01346310716876e-34,4.0625702760731848e-19,1.1625999215614467e-11,1.0619874811647093e-20,1.9880196121186264e-20,1.4439738791248383e-13,6.8381434676251e-14,3.364833121329117e-24,1.6436543195831888e-20,1.3645209194119511e-31,8.1699987408369527e-26,1.6481286643586832e-25,8.2943231371036017e-26
2.372970765294207e-13,0.6459031283694924,154.0,0.0,0.0,0.0,0.99998502321198324,1.0,18.99999999934791,2.1338329062510869e-07,1.05464815929507e-06,1.0543911523511222e-06,4.3787770812880824e-10,1.5773966964500539e-13,9.2770307166581034e-06,1.0546571402875607e-06,9.4929948320593024e-08,2.227048368100803e-06,2.0181608940280441e-10,3.1582686162093744e-18,4.9872884503202313e-11,1.0624974761789839e-18,9.1217548139536483e-12,1.5369088611525973e-14,1.5370384204756442e-14,1.0736835501163401e-18,2.2190557020414452e-19,1.3430309350060796e-13,3.1005904537864691e-34,2.8557635384993009e-34,2.8557694852255133e-34,4.7219963094719065e-19,1.2234542898482012e-11,1.1758791444393962e-20,2.1839261707863215e-20,1.6653557816823317e-13,7.8865260008767442e-14,4.1101522006932523e-24,1.9092878092843455e-20,1.7520329480495698e-31,9.7154377496363231e-26,2.0134390092672533e-25,1.0399215720940099e-25
2.48858636979576e-13,0.6459031283692632,154.0,0.0,0.0,0.0,0.99998429656554699,1.0,18.999999999285212,2.23779636988173e-07,1.1060230701784789e-06,1.1057395982691703e-06,4.8140913651973682e-10,1.6542499206780809e-13,9.5931117028942821e-06,1.1490499745845973e-06,9.8592107637126713e-08,2.4263714307302962e-06,2.203697691302074e-10,3.4722555210375404e-18,5.4509868199129518e-11,1.1601777800293099e-18,1.0031290114758122e-11,1.7725407716310309e-14,1.7726948534434313e-14,1.2741465891673198e-18,2.6666656177824658e-19,1.4770807719811182e-13,4.3251377671752964e-34,3.9836303864661409e-34,3.9836390855495846e-34,5.4494616227136752e-19,1.28443626662668e-11,1.2958085194875875e-20,2.3875548252916286e-20,1.9070968752281716e-13,9.0313215194370964e-14,4.9730589196936024e-24,2.2020939363168329e-20,2.2230207503076954e-31,1.1451098397727895e-25,2.4364582171695578e-25,1.2890685558095383e-25
2.6042019742973136e-13,0.6459031283690241,154.0,0.0,0.0,0.0,0.99998357014634931,1.0,18.999999999219789,2.3417597506499004e-07,1.1573972308633767e-06,1.1570858800843498e-06,5.2698600300257724e-10,1.7311020225747012e-13,9.8993565498021557e-06,1.2465552873116304e-06,1.0217824401282114e-07,2.632266917997853e-06,2.3959833470795071e-10,3.8009963268822143e-18,5.932247349384317e-11,1.2614112270751601e-18,1.0983946997600481e-11,2.0310903533081114e-14,2.0312720708611152e-14,1.4994614521003282e-18,3.1770811259388839e-19,1.6175053673725031e-13,5.942766277235942e-34,5.4735487906767671e-34,5.4735612981618919e-34,6.2483606507580569e-19,1.3455458574715401e-11,1.4218094155249946e-20,2.5987292420453385e-20,2.1698902422469484e-13,1.0275812099753133e-13,5.9653474603788022e-24,2.5233944618137758e-20,2.7903124191937795e-31,1.3388770439294563e-25,2.9229906917567105e-25,1.5814971925898861e-25
2.719817578798867e-13,0.6459031283687748,154.0,0.0,0.0,0.0,0.99998284394812331,1.0,18.999999999151662,2.4457230485789029e-07,1.2087706570104699e-06,1.2084300000779951e-06,5.7460605110266942e-10,1.8079530255692098e-13,1.0196071335674051e-05,1.3470762204341068e-06,1.0568993552786257e-07,2.8445303020290067e-06,2.5948614842991624e-10,4.1444747576195283e-18,6.4307246309906521e-11,1.3661154878247683e-18,1.1979712918790489e-11,2.3136187599162345e-14,2.3138314407392656e-14,1.751246124293988e-18,3.7555500663589328e-19,1.7643046395132065e-13,8.0534305790858713e-34,7.4175847238332589e-34,7.4176024256508487e-34,7.122095116373907e-19,1.4067830679694467e-11,1.5539157092645877e-20,2.8172772355017557e-20,2.4544073243379742e-13,1.162317732954793e-13,7.099381747509622e-24,2.8745109514853108e-20,3.4679910796357575e-31,1.5540286377006521e-25,3.479123608091375e-25,1.9221098983033698e-25
2.835433183300421e-13,0.6459031283685158,154.0,0.0,0.0,0.0,0.99998211796478031,1.0,18.999999999080849,2.5496862636913987e-07,1.2601433639175307e-06,1.2597719605283189e-06,6.2426702683030506e-10,1.8848029525479291e-13,1.0483552614341005e-05,1.4505189299196879e-06,1.0912872750472192e-07,3.062963419392558e-06,2.8001793489256587e-10,4.5026745550497662e-18,6.9460804269183206e-11,1.474210140239228e-18,1.3018575342472694e-11,2.6211868339189951e-14,2.6214340223974746e-14,2.031129076625788e-18,4.4074732007861166e-19,1.9174785085933152e-13,1.0776455840886259e-33,9.9256464732043657e-34,9.925671166925721e-34,8.0740740175365291e-19,1.4681479037186349e-11,1.6921613449245018e-20,3.04303060124135e-20,2.7612985956221886e-13,1.3076497496998679e-13,8.3880962452595164e-24,3.2567647760354701e-20,4.2714540904584274e-31,1.7917517903513238e-25,4.1112275185475145e-25,2.3160885387275015e-25
2.9510487878019744e-13,0.6459031283682469,154.0,0.0,0.0,0.0,0.99998139219040572,1.0,18.999999999007368,2.6536493960094246e-07,1.3115153665278075e-06,1.3111117637104337e-06,6.759666786779653e-10,1.9616518258667962e-13,1.0762087711550913e-05,1.5567924919497959e-06,1.1249613318813585e-07,3.2873742730545127e-06,3.0117877260095424e-10,4.875579478877427e-18,7.4779835204504678e-11,1.5856166255397781e-18,1.4100521740535213e-11,2.954855106896961e-14,2.9551405666560761e-14,2.3407478717616633e-18,5.1383987439879092e-19,2.077026896617115e-13,1.4253224477567704e-33,1.3127959464118838e-33,1.3127993456171718e-33,9.1077136148482832e-19,1.5296403703284825e-11,1.8365803342357665e-20,3.2758249981590827e-20,3.0911942152034118e-13,1.4638756680718463e-13,9.8449967536929178e-24,3.6714771115700982e-20,5.2174723258023222e-31,2.0532373055186963e-25,4.8259569576932268e-25,2.7688953190407481e-25
3.066664392303528e-13,0.6459031283679681,154.0,0.0,0.0,0.0,0.99998066661925267,1.0,18.99999999893123,2.7576124455544105e-07,1.3628866794382423e-06,1.3624494118963695e-06,7.2970275761756346e-10,2.03849966736365e-13,1.1031955012127739e-05,1.6658088120484905e-06,1.1579363441097834e-07,3.5175768404923225e-06,3.2295408576914294e-10,5.2631733066913474e-18,8.0261095702220629e-11,1.7002582050385727e-18,1.5225539592521214e-11,3.3156837999117418e-14,3.3160115160257231e-14,2.6817479469484414e-18,5.9540170869713893e-19,2.2429497273611606e-13,1.8650100042874408e-33,1.717775961735232e-33,1.7177805837794121e-33,1.0226437418982482e-18,1.5912604734190907e-11,1.9872067564498949e-20,3.5154999023288705e-20,3.4447046593344912e-13,1.6312845743622728e-13,1.1484161205017323e-23,4.1199689399959788e-20,6.3242495360159153e-31,2.3396793947154084e-25,5.6302510461221443e-25,3.2862736141340552e-25
3.2978956013066347e-13,0.6459031283673816,154.0,0.0,0.0,0.0,0.9999792160644384,1.0,18.99999999877107,2.9655382964080632e-07,1.4656272928633223e-06,1.4651182523525456e-06,8.432752130408831e-10,2.1921923397232807e-13,1.1546756696218489e-05,1.8917309768676039e-06,1.2218469761059656e-07,3.9946418045097667e-06,3.6829151649773561e-10,6.0823628739359348e-18,9.1697667041532449e-11,1.9389485428429984e-18,1.7604739614205178e-11,4.1230617797087431e-14,4.1234868597092094e-14,3.4645071648972891e-18,7.8627747131568042e-19,2.5939184207352469e-13,3.101447305851353e-33,2.8566186731756323e-33,2.8566269395583122e-33,1.2732867865651675e-18,1.7148836115742113e-11,2.3072185542391977e-20,4.0148676933381851e-20,4.2249171183279284e-13,2.0007627959301356e-13,1.5368459101261474e-23,5.1235740344652664e-20,9.1004171927895141e-31,2.9922262405958799e-25,7.5367161963105592e-25,4.539128649693994e-25
3.5060036894094306e-13,0.645903128366821,154.0,0.0,0.0,0.0,0.99997791120575186,1.0,18.999999998618016,3.1526712792957424e-07,1.5580916257982216e-06,1.5575128614068084e-06,9.5243249199414729e-10,2.3305124249036419e-13,1.1983053688952637e-05,2.1036122709514589e-06,1.2771182659637383e-07,4.442057634815351e-06,4.1105728506157851e-10,6.8697071583296447e-18,1.0251422631034341e-10,2.1640998225581519e-18,1.9893198554667304e-11,4.9532203898657658e-14,4.9537489878949957e-14,4.2929479642812805e-18,9.9301268740539938e-19,2.9315901090608124e-13,4.7587649007339975e-33,4.3831302069817602e-33,4.3831436919668096e-33,1.5314135912266707e-18,1.8265810092642681e-11,2.616801858529062e-20,4.4862946739226503e-20,5.0136135676379414e-13,2.3742583298808145e-13,1.9640641913365973e-23,6.1555926131706716e-20,1.2362824697754061e-30,3.6769144094224887e-25,9.6343072090527266e-25,5.9509339505740187e-25
3.7141117775122266e-13,0.6459031283662292,154.0,0.0,0.0,0.0,0.99997660692332635,1.0,18.999999998456612,3.3398039943061381e-07,1.6505539361181241e-06,1.6499005234693263e-06,1.0681529308736914e-09,2.468829484163202e-13,1.2395216315761894e-05,2.323130352425874e-06,1.3303414240182712e-07,4.9055996166951934e-06,4.556022451303304e-10,7.7043920160175538e-18,1.1380896245890065e-10,2.3986182007044499e-18,2.2321014628759669e-11,5.8878531611372443e-14,5.8885017186809605e-14,5.2489147493017148e-18,1.2366359393540979e-18,3.2899138831460189e-13,7.1234881372824004e-33,6.5612273491443327e-33,6.5612487346323073e-33,1.8224649273097858e-18,1.9386920370039098e-11,2.9470303327770327e-20,4.9776830711578932e-20,5.8874793102367079e-13,2.7880862851823236e-13,2.4748533689367889e-23,7.3175918238544415e-20,1.6500980057322478e-30,4.4611745101848739e-25,1.2143075688428162e-24,7.674202083075801e-25
3.9222198656150226e-13,0.6459031283656073,154.0,0.0,0.0,0.0,0.99997530318912253,1.0,18.999999998286956,3.5269364415444809e-07,1.7430142974460854e-06,1.7422812516816962e-06,1.1904235026379671e-09,2.6071436276461661e-13,1.2784579543745184e-05,2.549862772882962e-06,1.3815923412387943e-07,5.3843756974110523e-06,5.0185287758594544e-10,8.5863234819551662e-18,1.2556526457457285e-10,2.6421166133750654e-18,2.4888115083223166e-11,6.9331321166831222e-14,6.9339184290312015e-14,6.3421758218840987e-18,1.5209168639030902e-18,3.6688893573564613e-13,1.0431047542495819e-32,9.6077692459504451e-33,9.6078023171340247e-33,2.1484634366790922e-18,2.0512167279058042e-11,3.2981051695551213e-20,5.4882232255078101e-20,6.8494393693968031e-13,3.2436317545951505e-13,3.0795029177021677e-23,8.6172686605968869e-20,2.1680711039696835e-30,5.3520776995554898e-25,1.5113859967755229e-24,9.7526909691512762e-25
4.1303279537178186e-13,0.6459031283649551,154.0,0.0,0.0,0.0,0.99997399997651448,1.0,18.999999998109118,3.7140686211108828e-07,1.8354727803623607e-06,1.8346550591546283e-06,1.3192312060548194e-09,2.7454549609445124e-13,1.3152404487766822e-05,2.7834104543490313e-06,1.4309440963927758e-07,5.8775431738243679e-06,5.4973870107313068e-10,9.5154077772631037e-18,1.3776713727217585e-10,2.8942239898952756e-18,2.7594427238948059e-11,8.0952260435969957e-14,8.0961692738189165e-14,7.5825261074242669e-18,1.8497382227008402e-18,4.0685161616386834e-13,1.4975806254911323e-32,1.3793901148197872e-32,1.3793951148937179e-32,2.5114392726504146e-18,2.1641551151651354e-11,3.6702282707923746e-20,6.0171390013247954e-20,7.9022561878897377e-13,3.7422028346483683e-13,3.7889092582174068e-23,1.0062318107825671e-19,2.8087650712623899e-30,6.3567234264148223e-25,1.8600533663788052e-24,1.2233165432069546e-24
4.3384360418206145e-13,0.6459031283642731,154.0,0.0,0.0,0.0,0.99997269726021565,1.0,18.999999997923183,3.9012005331006036e-07,1.927929452530295e-06,1.9270219589682554e-06,1.4545630656500071e-09,2.8837635852863585e-13,1.3499882501203767e-05,3.0233963947734097e-06,1.4784670603390255e-07,6.3843059588737355e-06,5.9919214636627729e-10,1.0491551308855792e-17,1.5039917786647441e-10,3.1545845913887093e-18,3.0439878489693554e-11,9.3803004975883648e-14,9.3814211890848793e-14,8.9797801611578884e-18,2.227088658241647e-18,4.4887939408778323e-13,2.1121455412660999e-32,1.9454630842114847e-32,1.9454704916243162e-32,2.9134300766454045e-18,2.2775072320532251e-11,4.0636022478945317e-20,6.5636862937592578e-20,9.0485386335548523e-13,4.2850348905739392e-13,4.6145772572205352e-23,1.1660433146519281e-19,3.5928372535680871e-30,7.4822387648767124e-25,2.2660016911105107e-24,1.5165409097463684e-24
