Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993)
3.6577968613082244e-12,0.5059564594985579,154.0,0.0,0.0,0.0,0.99999979768859126,1.0,18.999999999215241,2.3103509637296279e-08,8.594526278368562e-08,8.5651550832622813e-08,5.391789446356485e-10,7.2842548472865079e-14,1.4571185446580612e-09,2.7135647151639777e-09,3.9940607365039416e-13,2.6549970717839254e-09,2.4545482865354618e-10,1.4546956812364737e-17,2.4686451148186936e-13,4.183044425259207e-18,3.4797839990041677e-14,7.6117307815103435e-17,7.6170305665808448e-17,3.9368765571594136e-20,1.3629069229146447e-20,1.7550647574083564e-14,1.4978378728529877e-37,1.4414122800114827e-37,1.4414123717879076e-37,7.803960267889875e-19,6.0892991801074029e-14,6.6014561391301914e-23,1.0348879514720093e-21,2.5825948098141084e-17,2.6395486465060139e-17,1.5904252711484429e-26,2.6989275260479149e-22,7.3345273373393781e-35,1.2469209391262601e-27,3.3076384974361179e-27,2.0603777636155107e-27,3.8078754864334238e-31,1.7472898894787535e-34,2.0355560893301175e-36,4.4957170198955356e-32,2.7989008833158283e-40,1.008851340248526e-43,5.0720170777389621e-43,2.5892559272881376e-41,1.9389937670463503e-37
3.76534301007562e-12,0.5059564594984319,154.0,0.0,0.0,0.0,0.99999979174120623,1.0,18.999999999171674,2.3782795781125637e-08,8.8467895262748401e-08,8.8153692782616321e-08,5.7120542675186775e-10,7.4917293675047221e-14,1.4588044498235948e-09,2.8136717552191106e-09,4.01296873683849e-13,2.7529434742422203e-09,2.5699154064986793e-10,1.5411075575191582e-17,2.6158051279768983e-13,4.3796573778018773e-18,3.6867263075643802e-14,8.3018444658065874e-17,8.3076757141584317e-17,4.3172630820332776e-20,1.5139834833559574e-20,1.8597088456207455e-14,1.8341998156310287e-37,1.7651031889834835e-37,1.765103304676735e-37,8.5162881975006462e-19,6.3742428802393145e-14,7.0997017641640906e-23,1.0837111288861503e-21,2.7662102745209138e-17,2.8272128042882119e-17,1.7864547304892335e-26,2.9437760881401489e-22,8.4802916190541369e-35,1.3739799648427708e-27,3.7153783600738348e-27,2.340999995723149e-27,4.4598344733157673e-31,2.1090465891993269e-34,2.4570209227058564e-36,5.1981084027430165e-32,3.481216681010566e-40,1.255668113966996e-43,6.1258538736254679e-43,3.1467693176601104e-41,2.3404811882254242e-37
3.8728891588430155e-12,0.505956459498303,154.0,0.0,0.0,0.0,0.9999997857938262,1.0,18.999999999127063,2.4462081881857152e-08,9.0990398800922866e-08,9.065491919150426e-08,6.041473299386347e-10,7.7021358029413018e-14,1.4602715078814542e-09,2.9138868624005512e-09,4.0303276714625364e-13,2.8509956114781464e-09,2.6865710380240254e-10,1.6299894727708485e-17,2.7672203317514142e-13,4.5784663373368699e-18,3.8996052377117381e-14,9.0323872327280617e-17,9.0387851771479637e-17,4.7214659471698527e-20,1.6764764726212344e-20,1.9673799798185216e-14,2.2333030925707772e-37,2.149171958393732e-37,2.1491721032875493e-37,9.270904965241314e-19,6.6652226930023136e-14,7.6216436109953968e-23,1.1330876261514565e-21,2.9564785108658078e-17,3.0216763671577832e-17,2.000105865029562e-26,3.2029876069763124e-22,9.7651126211734223e-35,1.5095621051036576e-27,4.1597781007317267e-27,2.6497510748552608e-27,5.199127395390512e-31,2.5317110354095202e-34,2.9494524022231665e-36,5.9857614747311589e-32,4.3024473623273546e-40,1.5529705238946004e-43,7.3577441420029911e-43,3.8031242218474621e-41,2.8095751691892602e-37
3.980435307610411e-12,0.505956459498171,154.0,0.0,0.0,0.0,0.99999977984645039,1.0,18.999999999081414,2.514136793949083e-08,9.3512779268383571e-08,9.3155230761033669e-08,6.3800395247966754e-10,7.9265184461642571e-14,1.461548127585487e-09,3.0141960083171862e-09,4.0462644498188562e-13,2.9491397578796571e-09,2.8044553749533136e-10,1.7213394327695829e-17,2.9228904892833079e-13,4.779369376287929e-18,4.118417455050563e-14,9.8045019664268337e-17,9.8115030307813932e-17,5.1502073885048686e-20,1.8508547336427815e-20,2.0780780125921306e-14,2.704604634408556e-37,2.6027192846306463e-37,2.6027194649788963e-37,1.0069053427174293e-18,6.9622375779335081e-14,8.1678246657103745e-23,1.1829918975787355e-21,3.1534060718114516e-17,3.2229460282609894e-17,2.232409401825652e-26,3.476969888345747e-22,1.1201305184770017e-34,1.6539550492566426e-27,4.6429826976715517e-27,2.9884875020241859e-27,6.0343665549739749e-31,3.0233094523334209e-34,3.5222034640431058e-36,6.8662290282160706e-32,5.2856037856747414e-40,1.9091751527157969e-43,8.7912331141966045e-43,4.5723120094323754e-41,3.3551865387842882e-37
4.087981456377807e-12,0.5059564594980361,154.0,0.0,0.0,0.0,0.99999977389907824,1.0,18.999999999034735,2.5820653954026677e-08,9.6035042680300765e-08,9.5654628192413559e-08,6.7277459319655812e-10,8.1336630806005489e-14,1.4626590295537714e-09,3.1145869857986195e-09,4.0608955839971552e-13,3.047363969747462e-09,2.923511387021124e-10,1.8151558388858402e-17,3.0828153755672771e-13,4.9822692984072323e-18,4.3431596275176665e-14,1.0619330906483615e-16,1.0626972707747215e-16,5.6042092342861359e-20,2.037589544884605e-20,2.1918028035157465e-14,3.2586675033130272e-37,3.1359103301573405e-37,3.1359105533280245e-37,1.0911978342354148e-18,7.2652865022591683e-14,8.7387896771546324e-23,1.2334001892998111e-21,3.3569986396518395e-17,3.4310275908650712e-17,2.4844259230331062e-26,3.7661306224477934e-22,1.2801894122354016e-34,1.8074469603631332e-27,5.1671993020885004e-27,3.3591274257856108e-27,6.9747234786581617e-31,3.5926468531440654e-34,4.1855347538579429e-36,7.8474994915925023e-32,6.456681468861735e-40,2.3338005567542632e-43,1.0452158691292272e-42,5.4698347856183502e-41,3.9870910451665113e-37
4.195527605145202e-12,0.5059564594978981,154.0,0.0,0.0,0.0,0.99999976795170931,1.0,18.999999998987025,2.649993992546469e-08,9.8557194304839206e-08,9.8153112186315579e-08,7.0845855144836813e-10,8.340585508775785e-14,1.4636257252431993e-09,3.215049172375021e-09,4.0743280406045652e-13,3.1456578538797544e-09,3.0436846910157816e-10,1.9114366367308735e-17,3.2469947768337095e-13,5.1870734183488578e-18,4.5738284253790704e-14,1.1478015648548608e-16,1.148633699863983e-16,6.0841929053359617e-20,2.2371544286352419e-20,2.3085542188258008e-14,3.907254973888024e-37,3.760065260940356e-37,3.7600655355762191e-37,1.1800926369554735e-18,7.5743684405709201e-14,9.3350851564067925e-23,1.2842896342488011e-21,3.5672611390856471e-17,3.6459260839264657e-17,2.7572459107918243e-26,4.0708773848457169e-22,1.4580634494845652e-34,1.9703264693635407e-27,5.7346973330320402e-27,3.7636507412878424e-27,8.0299471739972671e-31,4.2493567943507334e-34,4.9506726413525239e-36,8.9380093856166349e-32,7.8449457602285445e-40,2.8375741605580915e-43,1.2368798458396135e-42,6.5128209794433198e-41,4.715984650063604e-37
4.303073753912598e-12,0.5059564594977574,154.0,0.0,0.0,0.0,0.99999976200434304,1.0,18.9999999989383,2.7179225853804877e-08,1.0107923911402667e-07,1.0065068344287423e-07,7.4505512713121338e-10,8.5686733608223522e-14,1.4644669338284607e-09,3.3155733244201032e-09,4.0866600228852843e-13,3.2440123661582699e-09,3.1649234279106206e-10,2.0101797399624792e-17,3.4154284899602317e-13,5.3936933527197207e-18,4.810420521226943e-14,1.2381697144968122e-16,1.2390738052408409e-16,6.5908794154653781e-20,2.450024972828296e-20,2.4283321311114318e-14,4.6634297708169705e-37,4.4877547463203985e-37,4.487755082517522e-37,1.2737146063779411e-18,7.8894823745140468e-14,9.9572593760226366e-23,1.3356379599839799e-21,3.7841978356304331e-17,3.8676458626764301e-17,3.0519897920011441e-26,4.3916176373775222e-22,1.6552031918555411e-34,2.1428826702255696e-27,6.347808572166644e-27,4.2040991881752686e-27,9.2103824138426927e-31,5.0039527265531263e-34,5.8298690982657208e-36,1.0146655798750761e-31,9.4832349572536619e-40,3.432546075782755e-43,1.4572021436971306e-42,7.7201463958850751e-41,5.5535406006197916e-37
4.410619902679993e-12,0.5059564594976135,154.0,0.0,0.0,0.0,0.99999975605697911,1.0,18.999999998888562,2.7858511739047246e-08,1.0360118246881292e-07,1.0314734266168734e-07,7.8256362067784539e-10,8.7763518635852429e-14,1.4651989447288498e-09,3.4161513981334918e-09,4.0979816886994703e-13,3.342419636394444e-09,3.2871781456990777e-10,2.1113836533217559e-17,3.5881163219149567e-13,5.6020448209828853e-18,5.0529325899766773e-14,1.3331515705397836e-16,1.3341317376805059e-16,7.1249893719580129e-20,2.6766786654521257e-20,2.5511364190187404e-14,5.5416585972945617e-37,5.3329005504209076e-37,5.3329009599267585e-37,1.3721887873435143e-18,8.2106272924896654e-14,1.0605862369873934e-22,1.3874245072664058e-21,4.0078124212057065e-17,4.0961906960924338e-17,3.3698079832005685e-26,4.728758729025576e-22,1.8731362902000865e-34,2.3254051159159159e-27,7.0089272583708854e-27,4.6825764475040802e-27,1.0526988047929813e-30,5.8678809438073185e-34,6.8364634428087767e-36,1.1482808881412015e-31,1.1408281940449742e-39,4.132210082045354e-43,1.709544458227358e-42,9.112560860182565e-41,6.5124682815372371e-37
4.518166051447389e-12,0.5059564594974668,154.0,0.0,0.0,0.0,0.99999975010961728,1.0,18.999999998837815,2.8537797581191798e-08,1.061230289395074e-07,1.0564309054181655e-07,8.2098333305725111e-10,8.9781572062484112e-14,1.465835932892649e-09,3.5167763938516468e-09,4.1083758096212172e-13,3.4408728160006244e-09,3.4104016876816307e-10,2.2150463475302048e-17,3.7650580892375675e-13,5.8120474539314155e-18,5.3013613088641699e-14,1.4328610997403814e-16,1.4339215838832367e-16,7.6872429760030561e-20,2.9175947406603256e-20,2.6769669669729263e-14,6.5579220881107708e-37,6.3108813439204087e-37,6.310881840352892e-37,1.4756404137139943e-18,8.5378021893747909e-14,1.1281445932618699e-22,1.4396296208604583e-21,4.238108088563324e-17,4.331563842970782e-17,3.711880935303566e-26,5.0827078967469408e-22,2.1134695212526342e-34,2.5181838150220437e-27,7.720510182174825e-27,5.2012482378435089e-27,1.199135534143175e-30,6.8535751338122001e-34,7.9849459531553348e-36,1.2956324359096791e-31,1.3661054891193559e-39,4.9516320073091103e-43,1.9975594032797352e-42,1.071282055441612e-40,7.6065738501874679e-37
4.625712200214784e-12,0.5059564594973172,154.0,0.0,0.0,0.0,0.9999997441622569,1.0,18.999999998786063,2.9217083380238542e-08,1.0864478265874687e-07,1.0813792778178755e-07,8.6031356577423915e-10,9.2105051288576552e-14,1.4663902331703218e-09,3.6174422205609503e-09,4.1179183760366249e-13,3.5393659454274079e-09,3.5345490859290096e-10,2.3211655996595533e-17,3.9462536175432985e-13,6.0236246125137669e-18,5.5557033574431841e-14,1.5374122047052165e-16,1.5385573665190395e-16,8.2783600230565844e-20,3.1732540357494912e-20,2.8058236649099755e-14,7.7298303209428086e-37,7.4386438647168347e-37,7.4386444638059592e-37,1.5841949080022689e-18,8.8710060662520726e-14,1.198456361867956e-22,1.4922339205013192e-21,4.4750875960597881e-17,4.5737681181280789e-17,4.0794191781420431e-26,5.4538722662662645e-22,2.3778908272754129e-34,2.7215092288738959e-27,8.4850767800361957e-27,5.7623424107133301e-27,1.3615726340288765e-30,7.9745125310748629e-34,9.2910233526596867e-36,1.4577556064394508e-31,1.6287117662905079e-39,5.9075857472934601e-43,2.3252071118492415e-42,1.2545826157311685e-40,8.8508226573111446e-37
4.73325834898218e-12,0.5059564594971646,154.0,0.0,0.0,0.0,0.99999973821489796,1.0,18.999999998733312,2.989636913618748e-08,1.1116644844680774e-07,1.1063185507959067e-07,9.0055362086901791e-10,9.420175680670127e-14,1.4668725791768495e-09,3.7181435779462313e-09,4.1266791526977425e-13,3.6378938387579518e-09,3.6595774596843409e-10,2.429740031195618e-17,4.1317027410510428e-13,6.2367032156781824e-18,5.8159554175828683e-14,1.6469187239488187e-16,1.6481530442723276e-16,8.8990599031862776e-20,3.4441388582330952e-20,2.9377064080190471e-14,9.0767440191255964e-37,8.7348195557378561e-37,8.7348202755917313e-37,1.6979778811075277e-18,9.2102379301503232e-14,1.2715770742169877e-22,1.545219363148775e-21,4.7187533240453969e-17,4.8228059500345426e-17,4.4736633652277193e-26,5.8426588528330503e-22,2.6681713586882374e-34,2.9356722690655106e-27,9.3052092284591872e-27,6.368149045461367e-27,1.5413012263158073e-30,9.2452716751857563e-34,1.0771686169427645e-35,1.6357368487885117e-31,1.9337010375767138e-39,7.0186971667431259e-43,2.6967723134429428e-42,1.463876693116595e-40,1.0261403455894278e-36
4.8408044977495755e-12,0.5059564594970094,154.0,0.0,0.0,0.0,0.99999973226754046,1.0,18.999999998679574,3.05756548490386e-08,1.1368803031665038e-07,1.131248731326812e-07,9.417028009168009e-10,9.6147774550854839e-14,1.4672923112020251e-09,3.8188758537235794e-09,4.1347221887809584e-13,3.7364519832566845e-09,3.7854459184958887e-10,2.5407676790398562e-17,4.3214053021470442e-13,6.4512135738187843e-18,6.0821141734653504e-14,1.7614944319505678e-16,1.7628225118865309e-16,9.5500616014405001e-20,3.7307328623008484e-20,3.0726150965025616e-14,1.0619901578914568e-36,1.0219846807904287e-36,1.0219847669301228e-36,1.8171151320131062e-18,9.5554967938027336e-14,1.3475624376451307e-22,1.598569073640429e-21,4.9691073239464103e-17,5.0786794309791315e-17,4.8958843183620418e-26,6.2494745619448919e-22,2.9861675196779195e-34,3.1609642953088075e-27,1.0183552537955729e-26,7.0210205436487407e-27,1.7396811919829777e-30,1.0681591776327675e-33,1.2445277972856907e-35,1.8307149347881245e-31,2.286665080597313e-39,8.3055961236754251e-43,3.1168818886572826e-42,1.7021270845847198e-40,1.1855794400801474e-36
4.948350646516971e-12,0.505956459496851,154.0,0.0,0.0,0.0,0.99999972632018386,1.0,18.99999999862484,3.1254940518791929e-08,1.1620953168389735e-07,1.1561698263797985e-07,9.8376040902735253e-10,9.842762606682769e-14,1.4676575746756599e-09,3.9196350256371867e-09,4.1421063314242922e-13,3.8350364434813768e-09,3.9121154609342668e-10,2.6542462132901053e-17,4.5153611509257139e-13,6.667089216470592e-18,6.3541763115832073e-14,1.8812530392160818e-16,1.8826796002129392e-16,1.0232083698269306e-19,4.0335209229168314e-20,3.2105496353214034e-14,1.238256448724365e-36,1.1916110900977934e-36,1.1916111927689233e-36,1.9417326473628958e-18,9.9067816753901647e-14,1.4264683352783643e-22,1.6522661983554283e-21,5.2261513651174836e-17,5.3413903649557337e-17,5.3473830762146605e-26,6.6747261901048409e-22,3.3338232133132637e-34,3.397677113383582e-27,1.1122814655851677e-26,7.7233717320157312e-27,1.9581431925472117e-30,1.2300439526383757e-33,1.4331573296657211e-35,2.0438823386653183e-31,2.6937797511116545e-39,9.7910921507851988e-43,3.5905246276003448e-42,1.9725575627438331e-40,1.3652837330548695e-36
5.0558967952843666e-12,0.50595645949669,154.0,0.0,0.0,0.0,0.99999972037282825,1.0,18.99999999856913,3.1934226145447441e-08,1.187309567330081e-07,1.1810818429187309e-07,1.0267257488446484e-09,1.0057501798170864e-13,1.4679754373129382e-09,4.0204176036123611e-09,4.1488855564114931e-13,3.9336438046846957e-09,4.0395489053486042e-10,2.7701741933452522e-17,4.7135701448749662e-13,6.8842667754738679e-18,6.6321385207376965e-14,2.0063081923213186e-16,2.0078380762465662e-16,1.0945844369825019e-19,4.3529890531600044e-20,3.3515099340179615e-14,1.4390131898111877e-36,1.3848054264667703e-36,1.3848055483805298e-36,2.0719566012434373e-18,1.0264091598362898e-13,1.5083508260161173e-22,1.7062951422537977e-21,5.4898869624966154e-17,5.6109402959283014e-17,5.8294909302299267e-26,7.1188204253404783e-22,3.7131714962239755e-34,3.6461029738926685e-27,1.2125766541684719e-26,8.4776799377311705e-27,2.1981901598173069e-30,1.4120060202387408e-33,1.645183724504425e-35,2.2764862539088241e-31,3.1618417233916025e-39,1.1500314111518554e-42,4.1230663454092011e-42,2.2786662113823547e-40,1.5672794590212175e-36
5.163442944051762e-12,0.505956459496526,154.0,0.0,0.0,0.0,0.9999997144254732,1.0,18.999999998512436,3.2613511729005176e-08,1.2125230890939753e-07,1.2059847879021357e-07,1.0705981245464596e-09,1.0268962832782423e-13,1.4682520398606763e-09,4.1212205553162345e-09,4.1551093925291769e-13,4.0322710999815395e-09,4.1677108008197205e-10,2.8885496460347471e-17,4.9160321484842158e-13,7.1026858318147956e-18,6.9159974920364811e-14,2.1367734739696176e-16,2.1384116431726194e-16,1.1692061388331239e-19,4.6896242981101543e-20,3.4954959064959965e-14,1.6670290968693257e-36,1.6042321152651079e-36,1.6042322595048108e-36,2.20791335491296e-18,1.0627425591218633e-13,1.5932661445196426e-22,1.7606410330685067e-21,5.7603154121923857e-17,5.8873305442032937e-17,6.3435694711797957e-26,7.5821638478718068e-22,4.1263367235823882e-34,3.9065345706546005e-27,1.3195242264898379e-26,9.2864850858876261e-27,2.4613992270535333e-30,1.6160044244465735e-33,1.8828903148865404e-35,2.5298299114516704e-31,3.6983166532305398e-39,1.3460893653666568e-42,4.7202695753144964e-42,2.6242429490700258e-40,1.7937423061900015e-36
5.270989092819158e-12,0.5059564594963594,154.0,0.0,0.0,0.0,0.99999970847811892,1.0,18.999999998454765,3.3292797269465106e-08,1.2377359152528651e-07,1.2308786682832057e-07,1.1153768408439111e-09,1.0483995804352569e-13,1.4684927305530659e-09,4.2220412397628157e-09,4.1608233209172005e-13,4.1309157453871267e-09,4.2965673401396026e-10,3.0093706321545972e-17,5.1227470328563034e-13,7.3222887678950789e-18,7.2057499188913343e-14,2.2727624030493024e-16,2.2745139404140263e-16,1.2471452122454079e-19,5.0439146337700149e-20,3.6425074708006663e-14,1.925317720476953e-36,1.8527911948981821e-36,1.8527913649609011e-36,2.3497294563757286e-18,1.0996782687280889e-13,1.6812707010642469e-22,1.8152895450635701e-21,6.0374378232254363e-17,6.1705622388714931e-17,6.8910106363432991e-26,8.0651629307650279e-22,4.5755367481285433e-34,4.1792650392177404e-27,1.4334139104685881e-26,1.0152389798979315e-26,2.7494237087173382e-30,1.8441397102941181e-33,2.1487254037788338e-35,2.8052739311202538e-31,4.3113908757196264e-39,1.5703162291097334e-42,5.3883142307199688e-42,3.0133880920323593e-40,2.0470051834930644e-36
5.378535241586553e-12,0.5059564594961898,154.0,0.0,0.0,0.0,0.99999970253076498,1.0,18.99999999839612,3.397208276682726e-08,1.2629480785850481e-07,1.2557634910098042e-07,1.1610612029810637e-09,1.0697229688386019e-13,1.4687021703629568e-09,4.3228773553393531e-09,4.1660691134237029e-13,4.2295754889651253e-09,4.4260862821216949e-10,3.1326353272754762e-17,5.3337146753662198e-13,7.5430206351901138e-18,7.5013924970160718e-14,2.414388434687454e-16,2.4162585436765378e-16,1.3284733537652215e-19,5.4163488799466835e-20,3.7925445489232741e-14,2.2171534774895565e-36,2.1336337444462597e-36,2.1336339442881471e-36,2.4975316401109497e-18,1.1372161924502155e-13,1.7724210815166404e-22,1.8702270679631101e-21,6.3212551423755395e-17,6.4606363432033162e-17,7.4732367546384621e-26,8.5682240405176953e-22,5.0630850130257657e-34,4.4645879556293372e-27,1.554541764463632e-26,1.1078059491016759e-26,3.0639949845498212e-30,2.0986607677780268e-33,2.4453102474208127e-35,3.1042376078998949e-31,5.0100235180296502e-39,1.8260350403105715e-42,6.1338178533520796e-42,3.4505308055895077e-40,2.3295658316439171e-36
5.486081390353949e-12,0.5059564594960175,154.0,0.0,0.0,0.0,0.99999969658341137,1.0,18.999999998336513,3.4651368221091615e-08,1.2881596096465847e-07,1.2806392630244685e-07,1.2076505167345152e-09,1.0910565478463785e-13,1.4688844180999074e-09,4.4237268977844797e-09,4.1708851270677091e-13,4.3282483697127493e-09,4.5562368806152418e-10,3.2583418400233679e-17,5.5489349593531896e-13,7.7648290330932698e-18,7.802921924424578e-14,2.5617649603012065e-16,2.5637589649923497e-16,1.4132622196512757e-19,5.8074166232191745e-20,3.9456070666234229e-14,2.5460879329348272e-36,2.450177552351581e-36,2.4501777864370251e-36,2.6514468267599994e-18,1.1753562345284575e-13,1.8667740472658236e-22,1.9254406444814594e-21,6.6117681742710098e-17,6.757553675181478e-17,8.0917005901112256e-26,9.0917534375947434e-22,5.5913925818541381e-34,4.7627973353652935e-27,1.6832101864197396e-26,1.2066222458350116e-26,3.4069243269703204e-30,2.3819716486022702e-33,2.7754470073277953e-35,3.4282001596227035e-31,5.8039997727145394e-39,2.1168791069762867e-42,6.963855783171465e-42,3.9404477523249841e-40,2.6440944044865064e-36
5.593627539121344e-12,0.5059564594958424,154.0,0.0,0.0,0.0,0.9999996906360582,1.0,18.999999998275936,3.533065363225818e-08,1.3133705377256667e-07,1.3055059912644139e-07,1.2551440884129989e-09,1.1124310997555046e-13,1.4690430051699e-09,4.5245881232714636e-09,4.1753065755687904e-13,4.4269326814408213e-09,4.6869898166547869e-10,3.3864882959990432e-17,5.7684077738272004e-13,7.9876639933634751e-18,8.1103349014288706e-14,2.71500530764852e-16,2.7171286527637269e-16,1.5015834259082896e-19,6.2176081450923458e-20,4.101694953258423e-14,2.9159667558798067e-36,2.8061234336989012e-36,2.8061237070537581e-36,2.8116021228053509e-18,1.2140982996307947e-13,1.9643865351451946e-22,1.9809178969288027e-21,6.9089775990375234e-17,7.0613149255392086e-17,8.7478853853797424e-26,9.6361572769419137e-22,6.1629701731291536e-34,5.0741876323199584e-27,1.8197279230062868e-26,1.3119669970353287e-26,3.7801047324682041e-30,2.6966385447201182e-33,3.1421268913362278e-35,3.7787019774825671e-31,6.7039866199557205e-39,2.4468133680239268e-42,7.885981808878586e-42,4.4882824335265961e-40,2.9934412307582935e-36
5.70117368788874e-12,0.5059564594956645,154.0,0.0,0.0,0.0,0.99999968468870537,1.0,18.999999998214406,3.6009939000326974e-08,1.338580890847684e-07,1.3303636826615404e-07,1.3035412248569749e-09,1.1337788870682022e-13,1.4691810033633147e-09,4.6254595149341671e-09,4.179365784998949e-13,4.5256269400221873e-09,4.8183171325955881e-10,3.5170728311476153e-17,5.9921330131860063e-13,8.2114778678627998e-18,8.4236281306371812e-14,2.8742227408790781e-16,2.8764809918070997e-16,1.5935085483200721e-19,6.6474143537076976e-20,4.2608081416178893e-14,3.3309475024695695e-36,3.2054723435191125e-36,3.2054726617882858e-36,2.9781248202678535e-18,1.2534422928362921e-13,2.0653156573720471e-22,2.0366470242751263e-21,7.2128839883010794e-17,7.371920674116319e-17,9.4433049055979486e-26,1.0201841608485084e-21,6.7804302210853842e-34,5.3990537378241612e-27,1.9644100788482412e-26,1.4241256360980144e-26,4.1855127765589562e-30,3.0453969927663518e-33,3.5485385584540387e-35,4.1573458927353423e-31,7.7215914912944986e-39,2.820156919639899e-42,8.9082494885797417e-42,5.0995653933339127e-40,3.3806448275443319e-36
5.8087198366561354e-12,0.5059564594954838,154.0,0.0,0.0,0.0,0.99999967874135254,1.0,18.999999998151907,3.6689224325297991e-08,1.3637906956409667e-07,1.3552123441424312e-07,1.3528412334382244e-09,1.1551313569237269e-13,1.4693010852199782e-09,4.726339753058456e-09,4.1830924318659502e-13,4.6243298542265106e-09,4.9501921686682601e-10,3.6500935735759288e-17,6.2201105769441587e-13,8.436225220410031e-18,8.7427983169520368e-14,3.0395304605850281e-16,3.0419293033974187e-16,1.6891091224824065e-19,7.0973267195671776e-20,4.4229465677644657e-14,3.7955181826515104e-36,3.6525432442683724e-36,3.652543613778026e-36,3.1511423963926787e-18,1.2933881196190354e-13,2.1696187014769628e-22,2.0926167787011128e-21,7.5234878194385914e-17,7.6893714044242159e-17,1.0179503482623409e-25,1.0789212377612351e-21,7.4464889527111115e-34,5.7376909796988832e-27,2.1175781258028541e-26,1.5433899120728257e-26,4.6252104832842686e-30,3.4311592788093808e-33,3.9980767577131899e-35,4.5657984534312261e-31,8.8694237786136087e-39,3.2416066720950013e-42,1.0039234065080151e-41,5.7802352249647991e-40,3.8089401370246629e-36
6.023812134190926e-12,0.5059564594951143,154.0,0.0,0.0,0.0,0.9999996668466471,1.0,18.999999998024062,3.8047794845946692e-08,1.4142087607457795e-07,1.4048826050353059e-07,1.4541470991538926e-09,1.1978378067306167e-13,1.4694964756064881e-09,4.9281223364524141e-09,4.189654706025617e-13,4.8217573129270286e-09,5.2154849093236399e-10,3.9234362130767813e-17,6.6888222998528764e-13,8.888349091581021e-18,9.3987563919720789e-14,3.3888692442945066e-16,3.3915668118686448e-16,1.8916225676896256e-19,8.0594382839174528e-20,4.7562988931751301e-14,4.8931481847391345e-36,4.7088271242794746e-36,4.7088276183140646e-36,3.5171730179154319e-18,1.3750848977009962e-13,2.3885765815938716e-22,2.2052357599850723e-21,8.1647893121179648e-17,8.3448093306238997e-17,1.1780568224168153e-25,1.2030636490092593e-21,8.9357984339837799e-34,6.4574623611661005e-27,2.450689670399288e-26,1.8044340024825822e-26,5.6161611093507185e-30,4.3262727709662167e-33,5.0411941355293852e-35,5.4791217225923467e-31,1.1611599822294424e-38,4.2496487686645898e-42,1.2664395067368688e-41,7.3756588811248933e-40,4.802777309312596e-36
6.238904431725716e-12,0.5059564594947336,154.0,0.0,0.0,0.0,0.99999965495194176,1.0,18.999999997892424,3.9406365194204296e-08,1.4646249225912518e-07,1.4545168292496025e-07,1.5590561551451602e-09,1.2405435224005569e-13,1.4696443926748025e-09,5.1299283595424844e-09,4.195185657921908e-13,5.0192077058065723e-09,5.482678494456358e-10,4.206501292574233e-17,7.1745422316029554e-13,9.3437125672325595e-18,1.0078182811524124e-13,3.763925994258704e-16,3.7669464792279337e-16,2.1096952437616295e-19,9.1078836906312115e-20,5.1017514778673946e-14,6.2521209661553242e-36,6.0166096852303647e-36,6.0166103390478052e-36,3.9107174979665472e-18,1.459187885006372e-13,2.6217219792901862e-22,2.3186948547894807e-21,8.8328844410088357e-17,9.0276310850463259e-17,1.3564047271372475e-25,1.3363675103695901e-21,1.0654783289951023e-33,7.2358730956605501e-27,2.8217620273001055e-26,2.0975599214396827e-26,6.7712328758836705e-30,5.4091037567900396e-33,6.3030988728735888e-35,6.5333270699017564e-31,1.5053936092900374e-38,5.5170382085869703e-42,1.5841363183660031e-41,9.331066916519273e-40,6.0050850273698436e-36
6.453996729260506e-12,0.5059564594943423,154.0,0.0,0.0,0.0,0.99999964305723599,1.0,18.999999997757008,4.0764935370070843e-08,1.515039353553425e-07,1.504115072007134e-07,1.6675628794721887e-09,1.2832460127146539e-13,1.4697563851190543e-09,5.3317521195231604e-09,4.1998474157391667e-13,5.2166754531450346e-09,5.7516005505669366e-10,4.4992739124742406e-17,7.6772697279894567e-13,9.8020218716413845e-18,1.0781051297233418e-13,4.165604032212105e-16,4.1689725926961965e-16,2.3438979919722843e-19,1.0246609377794043e-19,5.4593039135569381e-14,7.922298632069757e-36,7.6238749383810315e-36,7.6238757954662132e-36,4.3328022907623587e-18,1.5456963380741047e-13,2.869519498746259e-22,2.4329213188656935e-21,9.5277747042643484e-17,9.737838163720069e-17,1.5543400172086025e-25,1.4791572062626435e-21,1.2629122376630204e-33,8.0753014312190786e-27,3.2335971341722633e-26,2.4253299582643505e-26,8.1101893689162453e-30,6.7101064372184074e-33,7.8192933672653072e-35,7.7441713169433125e-31,1.9340279215071543e-38,7.0976160189664602e-42,1.9659868238806101e-41,1.1710969131061921e-39,7.4496962823231944e-36
