Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951)
2.1148932576619753e-10,0.5524701281612191,154.0,0.0,0.0,0.0,0.9997902538198703,1.0,18.999991057647961,1.5085714181091845e-05,6.7408886069108984e-05,5.8766238095932252e-05,8.7780193652864177e-06,2.4490904479976409e-11,1.5706668779936645e-07,2.4544962778936214e-05,2.9156485372201561e-10,3.4784839721941461e-05,1.5926440147628746e-07,1.1977511731858243e-13,3.4092379201407822e-08,1.4712009446683983e-15,1.6254307300774209e-08,7.5943866563982917e-09,7.5984322337934168e-09,2.4881671759577026e-12,1.5560292186588249e-12,2.4950719512138896e-09,8.550071669913553e-20,8.0796850370643942e-20,8.0803685855017967e-20,1.5209452882870934e-11,5.0243917650339489e-09,6.7454896542594142e-15,5.2529355947919657e-18,2.4479236833089971e-10,1.7243866735565353e-10,1.3805025843468204e-15,1.9731695657477929e-14,3.7210284253636741e-21,4.193358494004727e-19,1.3329966840291074e-16,1.3034800017259279e-16,2.5313946057728998e-18
2.1693522543843305e-10,0.5524701272490697,154.0,0.0,0.0,0.0,0.99978485308596265,1.0,18.999990767921251,1.5474060146536953e-05,6.9144220191341344e-05,6.0219134177292914e-05,9.06336482907942e-06,2.5121383664581122e-11,1.5706592525650977e-07,2.5178560129147602e-05,2.9156327872013379e-10,3.5682790550800585e-05,1.6338503698656371e-07,1.2366862589195986e-13,3.5869228173535976e-08,1.5092652148915756e-15,1.6931572094908961e-08,8.1307350179909914e-09,8.1350669095457747e-09,2.6640261326684422e-12,1.6663202010761238e-12,2.6255800025785932e-09,1.0067335952488983e-19,9.5143213625894448e-20,9.5151480296791803e-20,1.6475335940855714e-11,5.2828171624814421e-09,7.4348045702203644e-15,5.4378730206064823e-18,2.5715653738572536e-10,1.8114057768398761e-10,1.544634832992485e-15,2.1176812857832757e-14,4.2661310569657285e-21,4.5427745282012579e-19,1.4823604208030627e-16,1.4489237257240862e-16,2.8883327498414429e-18
2.2238112511066858e-10,0.5524701263360421,154.0,0.0,0.0,0.0,0.99977945236181587,1.0,18.99999047788782,1.5862400353557748e-05,7.0879532198548005e-05,6.1671678324431753e-05,9.3490105226648044e-06,2.5751854796860003e-11,1.570651627142885e-07,2.5812153352826971e-05,2.9156170373965517e-10,3.6580736735745563e-05,1.6750561987022192e-07,1.2756623107239326e-13,3.7691197234312563e-08,1.5473289989776907e-15,1.7616433297610776e-08,8.689099491130835e-09,8.6937294804429421e-09,2.8471095276950664e-12,1.781155609182897e-12,2.7594339852096135e-09,1.1803025367673557e-19,1.1155659317593703e-19,1.1156654141034498e-19,1.78096243846129e-11,5.5477100797480408e-09,8.1755243536033959e-15,5.6252965176359452e-18,2.6980350961443205e-10,1.9004095430665831e-10,1.7234880485930343e-15,2.2685338622674348e-14,4.8745550552766656e-21,4.9111003531413213e-19,1.643984487399103e-16,1.6062160149839351e-16,3.2845441112577449e-18
2.278270247829041e-10,0.5524701254222455,154.0,0.0,0.0,0.0,0.99977405164743272,1.0,18.99999018758205,1.6250734802212277e-05,7.2614822088562053e-05,6.312390494127377e-05,9.6349220467819889e-06,2.6382317876041047e-11,1.5706440017384767e-07,2.6445742451058365e-05,2.9156012875343782e-10,3.7478678278281695e-05,1.7162615012219961e-07,1.3146746348524407e-13,3.9558285324664788e-08,1.5853922968800469e-15,1.830864197790242e-08,9.2697215823400928e-09,9.2746615833948157e-09,3.0374967043421417e-12,1.9005855779915415e-12,2.8966353110274717e-09,1.3781540266476601e-19,1.3026818915674801e-19,1.3028010488159118e-19,1.9214086992113206e-11,5.8190702570580657e-09,8.9701368288539137e-15,5.8152071336632846e-18,2.8273179204287703e-10,1.9913872220278144e-10,1.9179701098719196e-15,2.4258173618278551e-14,5.5518192168126439e-21,5.2988263408779229e-19,1.8185223926870193e-16,1.7759783242949056e-16,3.7231841579668237e-18
2.332729244551396e-10,0.5524701245077771,154.0,0.0,0.0,0.0,0.99976865094281553,1.0,18.999989897034524,1.6639063492558614e-05,7.435008985921644e-05,6.4575844599236277e-05,9.921068833989075e-06,2.7012772901352518e-11,1.5706363763418081e-07,2.7079327424920872e-05,2.9155855375853146e-10,3.8376615179907483e-05,1.7574662773743209e-07,1.3537190604067208e-13,4.1470491385474081e-08,1.623455108551594e-15,1.9007957793866367e-08,9.8728348911818514e-09,9.8780969441437427e-09,3.2352644080630636e-12,2.0246586006954626e-12,3.0371853911159798e-09,1.6029240531741937e-19,1.5152780986510036e-19,1.5154201847597051e-19,2.0690490230966841e-11,6.0968974483794452e-09,9.8211884737218552e-15,6.0076059159769794e-18,2.9593989956970683e-10,2.0843281216623473e-10,2.1290201054623183e-15,2.5896195931457696e-14,6.3037687686994524e-21,5.7064422731712255e-19,2.0066443169530001e-16,1.9588471476514956e-16,4.2075715949047023e-18
2.3871882412737514e-10,0.5524701235927234,154.0,0.0,0.0,0.0,0.99976325024796708,1.0,18.999989606272397,1.7027386424654819e-05,7.6085335508343981e-05,6.6027524464235492e-05,1.0207423721731786e-05,2.7643219872019881e-11,1.5706287509484991e-07,2.7712908275487578e-05,2.9155697877978402e-10,3.9274547442113007e-05,1.7986705271088541e-07,1.3927918810821007e-13,4.3427814357576114e-08,1.6615174339460094e-15,1.9714148646142743e-08,1.049866538225636e-08,1.0504261649407003e-08,3.4404868758397453e-12,2.153421585191452e-12,3.1810856357659894e-09,1.8574541583780086e-19,1.7560478802050227e-19,1.7562165861112335e-19,2.2240598421946419e-11,6.3811914198664894e-09,1.07312844182089e-14,6.202493911088011e-18,3.0942635492484282e-10,2.1792216077420573e-10,2.3576085310041512e-15,2.7600261662138514e-14,7.1365856434230838e-21,6.1344373865679231e-19,2.2090370908992997e-16,2.1554739582505877e-16,4.7411922587199276e-18
2.4416472379961066e-10,0.5524701226771611,154.0,0.0,0.0,0.0,0.99975784956289004,1.0,18.999989315319805,1.7415703598558954e-05,7.7820559033777613e-05,6.747896867600049e-05,1.0493962573097084e-05,2.827365878726838e-11,1.5706211255711217e-07,2.8346485003825136e-05,2.9155540380696022e-10,4.0172475066379404e-05,1.8398742503750259e-07,1.4318898034197658e-13,4.5430253181760858e-08,1.699579273016727e-15,2.042699035059923e-08,1.1147431646299108e-08,1.1153374408115109e-08,3.6532359219795907e-12,2.2869199083327433e-12,3.3283374545195338e-09,2.1448011878491357e-19,2.027889116632056e-19,2.0280886158068843e-19,2.3866173893233787e-11,6.6719519484771792e-09,1.1703088443045007e-14,6.3998721649819567e-18,3.2318968862818419e-10,2.2760571035591017e-10,2.6047374770390941e-15,2.9371205500400665e-14,8.0567987697456528e-21,6.583300415040137e-19,2.4264041761409444e-16,2.3665251501420798e-16,5.3277029971109123e-18
2.496106234718462e-10,0.5524701217611591,154.0,0.0,0.0,0.0,0.99975244888758708,1.0,18.999989024198193,1.7804015014329082e-05,7.9555760433350234e-05,6.8930198685099195e-05,1.0780663939846867e-05,2.8904089646324302e-11,1.570613500205635e-07,2.8980057610995131e-05,2.9155382882396599e-10,4.1070398054180774e-05,1.8810774471219994e-07,1.471009900827983e-13,4.7477806798772538e-08,1.737640625716424e-15,2.1146266328634161e-08,1.1819345150983251e-08,1.1825646802348959e-08,3.8735810205279485e-12,2.4251974680386382e-12,3.4789422562137293e-09,2.4682471838144719e-19,2.3339136913343122e-19,2.3341486887460534e-19,2.5568977125416303e-11,6.9691788207451572e-09,1.2739322977744519e-14,6.5997417233214742e-18,3.3722843894853098e-10,2.3748240896147942e-10,2.871440808087222e-15,3.1209841288387141e-14,9.071294376185558e-21,7.0535196296951099e-19,2.6594656471129746e-16,2.5926819814426472e-16,5.9709355331974701e-18
2.550565231440817e-10,0.5524701208447775,154.0,0.0,0.0,0.0,0.99974704822206084,1.0,18.999988732926624,1.8192320672023269e-05,8.1290939704894779e-05,7.0381233552468559e-05,1.1067508762941026e-05,2.9534512448410688e-11,1.5706058748426207e-07,2.9613626098053701e-05,2.9155225384787385e-10,4.1968316406983691e-05,1.9222801172991215e-07,1.5101495727188866e-13,4.9570474149309567e-08,1.7757014919984852e-15,2.1871767313728004e-08,1.251461048198119e-08,1.2521283528530865e-08,4.1015893844785469e-12,2.5682967333766e-12,3.6329014490239056e-09,2.8313094156192624e-19,2.6774570758803626e-19,2.6777328605237207e-19,2.7350766887376107e-11,7.2728718316888638e-09,1.3842769098286522e-14,6.8021036310431747e-18,3.5154115186272064e-10,2.4755121033101607e-10,3.158784333274069e-15,3.3116962567487249e-14,1.018732630362505e-20,7.5455828761771172e-19,2.9089581743026018e-16,2.8346405190224162e-16,6.674900315322853e-18
2.6050242281631724e-10,0.552470119928071,154.0,0.0,0.0,0.0,0.99974164756631367,1.0,18.999988441522024,1.8580620571699586e-05,8.3026096846244309e-05,7.1832090215624724e-05,1.1354480106374648e-05,3.0164927192750075e-11,1.5705982494921707e-07,3.0247190466050528e-05,2.9155067888374258e-10,4.2866230126245682e-05,1.9634822608557659e-07,1.549306508190736e-13,5.170825417402465e-08,1.8137618718164151e-15,2.260329107301482e-08,1.3233425574790599e-08,1.3240482629375099e-08,4.3373260419481405e-12,2.7162587927222966e-12,3.7902164405056291e-09,3.237750541913296e-19,3.062088045258912e-19,3.0624105464073985e-19,2.9213300363299819e-11,7.5830307838425412e-09,1.5016266524460635e-14,7.0069589326086742e-18,3.661263810149833e-10,2.5781107386381712e-10,3.4678659688607168e-15,3.5093343111178815e-14,1.1412526323785587e-20,8.0599776098728745e-19,3.1756350087214572e-16,3.0931115845759059e-16,7.4437903526580605e-18
2.6594832248855277e-10,0.5524701190110873,154.0,0.0,0.0,0.0,0.99973624692034879,1.0,18.999988149999446,1.8968914713416091e-05,8.4761231855231991e-05,7.3282783725222341e-05,1.1641562920660661e-05,3.0795333878567147e-11,1.5705906241567204e-07,3.0880750716029972e-05,2.9154910391429922e-10,4.376413921341692e-05,2.004683877741043e-07,1.5884786537552791e-13,5.3891145813524654e-08,1.8518217651227241e-15,2.3340642142774122e-08,1.3975981937788578e-08,1.3983435717061826e-08,4.5808539094679105e-12,2.8691234000944183e-12,3.9508886376352961e-09,3.6915888990024554e-19,3.4916185180793367e-19,3.4919943654202176e-19,3.1158333271094409e-11,7.8996554863956655e-09,1.626271361691756e-14,7.2143086723508528e-18,3.809826876765086e-10,2.6826096458776391e-10,3.7998158930148791e-15,3.7139737443903968e-14,1.2754914460475116e-20,8.5971909282934675e-19,3.4602659675350684e-16,3.3688207019915211e-16,8.2819850369560942e-18
2.768401218330238e-10,0.552470117176455,154.0,0.0,0.0,0.0,0.99972544565777555,1.0,18.999987566652287,1.9745485723201923e-05,8.8231435467455297e-05,7.6183733231783665e-05,1.2216011016910603e-05,3.2056123071517708e-11,1.5705753735107185e-07,3.2147858866087376e-05,2.9154595398828657e-10,4.5559943497250842e-05,2.0870855312941495e-07,1.6668614873331849e-13,5.8392259699078279e-08,1.9279400920134191e-15,2.4832076736947071e-08,1.5533053632767196e-08,1.5541339410201201e-08,5.0915247970271541e-12,3.1897128650289514e-12,4.2823102740810941e-09,4.7588719069926777e-19,4.5019015386724049e-19,4.5024070946289062e-19,3.5302913564715485e-11,8.5523014084469943e-09,1.8986343427000909e-14,7.6364956405536733e-18,4.1150281650634124e-10,2.897267156814488e-10,4.5370034870458219e-15,4.1445492314238116e-14,1.5825338353203625e-20,9.7420200964606902e-19,4.0865522815814852e-16,3.9749283944688456e-16,1.0184760629350196e-17
2.866427412430478e-10,0.5524701155247208,154.0,0.0,0.0,0.0,0.99971572455494095,1.0,18.999987041355631,2.0444379940369144e-05,9.1354543004044323e-05,7.8794149095150822e-05,1.2733276247131886e-05,3.3190805777212102e-11,1.5705616479527011e-07,3.3288242127884566e-05,2.9154311906076304e-10,4.7176151525343986e-05,2.1612452177652888e-07,1.7374417795110879e-13,6.2597533289872306e-08,1.9964449218744996e-15,2.6192466340044983e-08,1.7017410340769495e-08,1.7026489382950282e-08,5.5783649167221593e-12,3.4953831306451952e-12,4.5920854944772664e-09,5.9274425753990143e-19,5.608286698717997e-19,5.6089400704439054e-19,3.9332770970127799e-11,9.1617938015005933e-09,2.1717374985774203e-14,8.0250053570513178e-18,4.3988373894751782e-10,3.0968551598824356e-10,5.2906854085787062e-15,4.5567311704655096e-14,1.9078274170804839e-20,1.0855286172786208e-18,4.7196746094387801e-16,4.5869571362038741e-16,1.2182165049096507e-17
2.9644536065307176e-10,0.5524701138726295,154.0,0.0,0.0,0.0,0.99970600348384209,1.0,18.999986515844416,2.1143255502649634e-05,9.4477578798089694e-05,8.140420407180261e-05,1.3250734918099052e-05,3.4325462361177264e-11,1.5705479224369271e-07,3.4428612063295083e-05,2.9154028413070735e-10,4.8792344567666774e-05,2.2354031970294306e-07,1.8080484664977407e-13,6.6948952034795873e-08,2.0649481747067111e-15,2.7568980593704339e-08,1.858139522307992e-08,1.8591310202041088e-08,6.0913377114688172e-12,3.8174994625666865e-12,4.9127599199393502e-09,7.3248720691872422e-19,6.9316074688400491e-19,6.9324442232581451e-19,4.3657175298727753e-11,9.7922324902307924e-09,2.4732518621271761e-14,8.421613274759099e-18,4.6912092177329056e-10,3.3024416256436657e-10,6.1375264940870465e-15,4.9926882370249349e-14,2.2854462947281309e-20,1.2050046435278052e-18,5.4236963602194923e-16,5.2667871667202189e-16,1.4481144816148928e-17
3.0624798006309573e-10,0.5524701122203108,154.0,0.0,0.0,0.0,0.9996962824444946,1.0,18.999985990161058,2.1842112410382047e-05,9.7600542836960319e-05,8.401394057710158e-05,1.376834461290904e-05,3.5460092818852682e-11,1.5705341969499494e-07,3.5568968678211241e-05,2.915374492347666e-10,5.040852263240187e-05,2.3095594687892949e-07,1.8786757605472586e-13,7.1446509753813183e-08,2.1334498502368878e-15,2.8960693757316152e-08,2.0225919300622716e-08,2.0236713384599918e-08,6.6307424786967068e-12,4.1562509700313441e-12,5.2443417397157522e-09,8.9852378505828637e-19,8.5042250855714095e-19,8.5052876204970727e-19,4.8286325652307297e-11,1.0443616519436368e-08,2.8050797464476059e-14,8.826325470337255e-18,4.9920624484428852e-10,3.5139681899858258e-10,7.0853023131078143e-15,5.4527972272183437e-14,2.721607497914364e-20,1.3329132210616977e-18,6.2037045771318776e-16,6.0191748190196444e-16,1.7114478755479089e-17
3.160505994731197e-10,0.5524701105678825,154.0,0.0,0.0,0.0,0.99968656143691403,1.0,18.999985464339812,2.2540950663905044e-05,0.00010072343510802706,8.6623392867689892e-05,1.4286071071850304e-05,3.6594697145685528e-11,1.5705204714850937e-07,3.6709311978468399e-05,2.9153461435021846e-10,5.2024685727653115e-05,2.3837140327467308e-07,1.9493189869544739e-13,7.6090200266407743e-08,2.201949948188845e-15,3.0366733921298216e-08,2.1951841302112164e-08,2.1963558127858491e-08,7.1968613359525354e-12,4.5118159067921809e-12,5.5868391395793042e-09,1.0946160297442961e-18,1.0361876361006995e-18,1.0363214903745705e-18,5.323041260243065e-11,1.1115944961526209e-08,3.1691849932809344e-14,9.2391480188842901e-18,5.3013166493352723e-10,3.7313770558106349e-10,8.1421370999435151e-15,5.9374184232458434e-14,3.2230177614953815e-20,1.4695372956190524e-18,7.0649593815293976e-16,6.8490269303068108e-16,2.0117202676447695e-17
3.2585321888314367e-10,0.5524701089154306,154.0,0.0,0.0,0.0,0.99967684046111627,1.0,18.999984938408328,2.3239770263557285e-05,0.00010384625559866263,8.9232588619748228e-05,1.4803886614427011e-05,3.7729275337120952e-11,1.5705067460649473e-07,3.7849641969844562e-05,2.9153177944834383e-10,5.3640833861445125e-05,2.4578668886035872e-07,2.0199743687418913e-13,8.0880017391582593e-08,2.270448468285849e-15,3.1786279687077621e-08,2.3759970703681021e-08,2.3772654350414158e-08,7.7899602195828428e-12,4.8843623022885362e-12,5.9402603022921084e-09,1.324901416575252e-18,1.2543876777799982e-18,1.2545550485638114e-18,5.8499619311511745e-11,1.1809216910823291e-08,3.5675929647319222e-14,9.6600869934659577e-18,5.6188921499777347e-10,3.9546109875242297e-10,9.3165056145919731e-15,6.4468963664858641e-14,3.7968928517981267e-20,1.615159656690069e-18,8.0128938373336131e-16,7.7614000048812615e-16,2.3526679476223895e-17
3.3565583829316764e-10,0.5524701072630303,154.0,0.0,0.0,0.0,0.9996671195171174,1.0,18.999984412388986,2.3938571209677445e-05,0.00010696900429624137,9.1841550204505292e-05,1.5321768864079203e-05,3.8863827388583726e-11,1.5704930206789496e-07,3.8989958658063525e-05,2.9152894456896671e-10,5.52569670417276e-05,2.5320180360619236e-07,2.0906388526494727e-13,8.5815954947860054e-08,2.3389454102547854e-15,3.3218557088207836e-08,2.5651070580187911e-08,2.5664765545068041e-08,8.4102898215330373e-12,5.2740485536821284e-12,6.3046134080043952e-09,1.5939142738114136e-18,1.5093326346612981e-18,1.5095404515293765e-18,6.4104122479203854e-11,1.2523431478972825e-08,4.0023905350075922e-14,1.0089148463681508e-17,5.9447100345591234e-10,4.1836133055818207e-10,1.0617234833439767e-14,6.9815605939855877e-14,4.4509768174383381e-20,1.7700629633734789e-18,9.0531138331593763e-16,8.761499398700579e-16,2.7382668851138563e-17
3.454584577031916e-10,0.5524701056107401,154.0,0.0,0.0,0.0,0.99965739860493319,1.0,18.99998388629988,2.4637353502604208e-05,0.00011009168118813941,9.4450295715996509e-05,1.5839699720609513e-05,3.9998353295510096e-11,1.570479295310351e-07,4.0130262048794207e-05,2.915261097139666e-10,5.6873085276374669e-05,2.6061674748231424e-07,2.1613099689224309e-13,9.089800675328201e-08,2.4074407738194055e-15,3.4662836726669504e-08,2.7625860284604391e-08,2.7640611459650288e-08,9.0580864696536573e-12,5.6810239821704618e-12,6.6799066346030356e-09,1.9066074317167795e-18,1.8057317902077445e-18,1.8059881288288605e-18,7.0054093151891671e-11,1.3258587791253525e-08,4.4757260819319807e-14,1.0526338498625292e-17,6.2786921347409738e-10,4.4183278810849373e-10,1.2053505486348244e-14,7.5417263407889823e-14,5.1935611566005654e-20,1.9345297666797244e-18,1.0191397979379429e-15,9.8546785226656818e-16,3.1727396633323636e-17
3.552610771132156e-10,0.5524701039586083,154.0,0.0,0.0,0.0,0.9996476777245793,1.0,18.999983360155632,2.5336117142676248e-05,0.00011321428626173456,9.7058839785884595e-05,1.6357664545510654e-05,4.1132853053341191e-11,1.5704655699829256e-07,4.1270552147649436e-05,2.9152327484412092e-10,5.8489188573182855e-05,2.6803152045884114e-07,2.231985720150102e-13,9.6126166625409784e-08,2.4759345587015696e-15,3.6118431111764642e-08,2.9685017962035871e-08,2.9700870612390488e-08,9.7335729536682821e-12,6.1054293549431726e-12,7.0661481580090384e-09,2.2683740952397955e-18,2.1487147739448752e-18,2.1490290003543337e-18,7.6359697401497877e-11,1.4014684983664542e-08,4.9898094784471244e-14,1.0971663166629657e-17,6.6207610225777785e-10,4.6586991304319879e-10,1.3634853446938959e-14,8.127695208743304e-14,6.0335038907394813e-20,2.108842528014862e-18,1.1433697518390234e-15,1.104643806290585e-15,3.6605623751324631e-17
3.6506369652323955e-10,0.5524701023066741,154.0,0.0,0.0,0.0,0.99963795687607171,1.0,18.999982833968073,2.6034862130232247e-05,0.00011633681950440607,9.9667194240445674e-05,1.6875651505098849e-05,4.2267326657492097e-11,1.5704518446956089e-07,4.2410828960189041e-05,2.9152043998565461e-10,6.0105276939875717e-05,2.7544612250592797e-07,2.3026644916379452e-13,1.0150042838132425e-07,2.5444267646281913e-15,3.7584692176641663e-08,3.1829182913773133e-08,3.1846182657238087e-08,1.0436959301864304e-11,6.5473973759855415e-12,7.4633461524360427e-09,2.6850699119520786e-18,2.5438528326683334e-18,2.5442357601841047e-18,8.3031096905362799e-11,1.4791722200586559e-08,5.5469120840286132e-14,1.1425128532650346e-17,6.9708400035042945e-10,4.9046720100207865e-10,1.5371170990312314e-14,8.7397558040076529e-14,6.9802485358692682e-20,2.2932836348493606e-18,1.2786136245620073e-15,1.2342425215452969e-15,4.2064714828830651e-17
3.748663159332635e-10,0.5524701006549703,154.0,0.0,0.0,0.0,0.9996282360594263,1.0,18.999982307746748,2.6733588465610909e-05,0.00011945928090353478,0.0001022753686360765,1.7393651035105062e-05,4.3401774103391531e-11,1.5704381194241139e-07,4.3551092491920275e-05,2.9151760515919062e-10,6.1721350384104449e-05,2.8286055359369463e-07,2.3733449783505249e-13,1.0702078583762584e-07,2.6129173913232506e-15,3.9061008955275517e-08,3.4058957822236683e-08,3.4077150610000838e-08,1.1168443512077486e-11,7.0070531479894086e-12,7.8715087906119995e-09,3.1630352156111748e-18,2.9971802909101264e-18,2.9976443503198362e-18,9.0078449438504912e-11,1.5589698592884082e-08,6.1493667361257918e-14,1.1886740661770558e-17,7.3288531093892892e-10,5.1561920110025307e-10,1.7272707929365388e-14,9.3781843448237376e-14,8.0438429629812466e-20,2.4881354142853726e-18,1.4255010439451453e-15,1.3748432933398735e-15,4.8154706428650002e-17
3.846689353432875e-10,0.5524700990035223,154.0,0.0,0.0,0.0,0.99961851527465895,1.0,18.999981781499379,2.7432296149150919e-05,0.00012258167044650292,0.00010488337069673068,1.7911655403319251e-05,4.4536195386481597e-11,1.5704243941889685e-07,4.4691342748295711e-05,2.9151477032413776e-10,6.3337408913444765e-05,2.9027481369221979e-07,2.444026125234721e-13,1.1268723281043463e-07,2.6814064385071558e-15,4.0546805406371183e-08,3.6374910846274983e-08,3.6394342944767597e-08,1.1928212240078821e-11,7.4845146073387155e-12,8.2906442439695997e-09,3.7091174256489419e-18,3.5152161822269318e-18,3.5157756058762482e-18,9.751190929261472e-11,1.6408613316363405e-08,6.7995677415991122e-14,1.2356505619482173e-17,7.6947250916548007e-10,5.4132051540865449e-10,1.9350072639795181e-14,1.004324524104353e-13,9.234958140740287e-20,2.6936801443992329e-18,1.5846788798726796e-15,1.5270399185139169e-15,5.4928374948506423e-17
3.9447155475331146e-10,0.5524700973523521,154.0,0.0,0.0,0.0,0.99960879452178553,1.0,18.999981255232225,2.8130985181190991e-05,0.00012570398812069406,0.00010749120666721583,1.8429658356359137e-05,4.5670590502170325e-11,1.5704106689999181e-07,4.5831579734715849e-05,2.9151193548831159e-10,6.4953452535400794e-05,2.9768890277161981e-07,2.5147070790229054e-13,1.1849976311539046e-07,2.7498939059069974e-15,4.2041538374681826e-08,3.8777577593898685e-08,3.8798295567701326e-08,1.2716441447691242e-11,7.979892933641832e-12,8.7207606828078225e-09,4.3306935873692677e-18,4.1049860371992437e-18,4.1056570576185591e-18,1.0534162762855084e-10,1.7248465530535463e-08,7.4999708681887628e-14,1.2834429467578966e-17,8.0683814144605757e-10,5.675657984395506e-10,2.1614232981969723e-14,1.0735191646569263e-13,1.0564906754383031e-19,2.9102000635581238e-18,1.7568112386794372e-15,1.691440622262882e-15,6.2441304171918332e-17
4.0427417416333543e-10,0.552470095701477,154.0,0.0,0.0,0.0,0.99959907380082191,1.0,18.999980728950316,2.8829655562069833e-05,0.000128826233913493,0.00011009888159642632,1.8947654836490327e-05,4.6804959445879343e-11,1.5703969438274834e-07,4.6971803456530909e-05,2.9150910068655658e-10,6.6569481257407412e-05,3.0510282080200712e-07,2.5853871495921078e-13,1.2445837056765274e-07,2.8183797932475123e-15,4.3544695680064928e-08,4.1267462979676219e-08,4.1289513675431273e-08,1.3533297013011403e-11,8.493292935312538e-12,9.1618662764285438e-09,5.0356930376498108e-18,4.7740438139760655e-18,4.7748448776871565e-18,1.1357775277211626e-10,1.8109254397632012e-08,8.2530933360137753e-14,1.3320518268240515e-17,8.4497482479531655e-10,5.9434975663707043e-10,2.4076517127503426e-14,1.1454265985906808e-13,1.2045661695361038e-19,3.137977378579816e-18,1.9425794581136638e-15,1.8686679858639479e-15,7.0751952478032575e-17
4.140767935733594e-10,0.5524700940509112,154.0,0.0,0.0,0.0,0.99958935311178398,1.0,18.999980202657753,2.9528307292126145e-05,0.00013194840781228601,0.00011270639956500744,1.9465640754005719e-05,4.7939302213055943e-11,1.570383218684676e-07,4.8112013919037963e-05,2.9150626588680159e-10,6.8185495086826379e-05,3.1251656775344722e-07,2.6560657789050753e-13,1.3056304898190081e-07,2.886864100247527e-15,4.5055794324495229e-08,4.3845042974047219e-08,4.3868473505305361e-08,1.4378935305120428e-11,9.0248134127082469e-12,9.6139691932515969e-09,5.8326201817157161e-18,5.5304939579011033e-18,5.5314459550494857e-18,1.2223043046171108e-10,1.8990979081822457e-08,9.0615138091214044e-14,1.3814778085374835e-17,8.8387524615789897e-10,6.2166714787268472e-10,2.67486142982095e-14,1.2200700456045577e-13,1.3689874416632731e-19,3.3772942714054898e-18,2.1426821027639497e-15,2.0593588752044655e-15,7.9921719714455807e-17
4.2387941298338337e-10,0.5524700924006666,154.0,0.0,0.0,0.0,0.99957963245468762,1.0,18.999979676357814,3.0226940371698664e-05,0.0001350705098044603,0.00011531376386997691,1.9983612802639248e-05,4.9073618799103362e-11,1.5703694935926808e-07,4.9252211127482788e-05,2.9150343107688504e-10,6.9801494030948994e-05,3.1993014359602751e-07,2.7267425158254521e-13,1.3681379217233387e-07,2.9553468266342985e-15,4.6574378807829429e-08,4.651076625157581e-08,4.6535623984527673e-08,1.5253503725590718e-11,9.5745475002845344e-12,1.0077077600911846e-08,6.7305773669810643e-18,6.3830135771226076e-18,6.3841400875843878e-18,1.3130980405654258e-10,1.9893638748585418e-08,9.9278723870838817e-14,1.4317214978585548e-17,9.2353216174607779e-10,6.4951278094558928e-10,2.9642575424738076e-14,1.2974717504873127e-13,1.5510893149041782e-19,3.6284329043466331e-18,2.3578349598703481e-15,2.2641643700289182e-15,9.0015013737202511e-17
4.3368203239340734e-10,0.552470090750753,154.0,0.0,0.0,0.0,0.99956991182954891,1.0,18.999979150053168,3.0925554801126101e-05,0.00013819253987740445,0.00011792097717500779,2.0501568309312234e-05,5.0207909199435057e-11,1.5703557685209842e-07,5.0392395087062907e-05,2.9150059629715485e-10,7.1417478097000057e-05,3.2734354829985694e-07,2.7974169956144463e-13,1.4321059395267088e-07,3.0238279721338917e-15,4.8100019544555083e-08,4.9265055744390764e-08,4.9291388284432339e-08,1.6157141218843216e-11,1.0142582989064289e-11,1.0551199666340991e-08,7.7392878412834999e-18,7.340874722339172e-18,7.3422022789542661e-18,1.4082601471181084e-10,2.0817232564203423e-08,1.0854870596638403e-13,1.4827835007694001e-17,9.639383963836683e-10,6.7788151508793733e-10,3.2770813731559161e-14,1.3776530287242438e-13,1.7522780974803527e-19,3.8916754249150314e-18,2.5887710354563153e-15,2.4837496938366039e-15,1.0109931662115492e-16
4.434846518034313e-10,0.5524700891011785,154.0,0.0,0.0,0.0,0.99956019123638351,1.0,18.999978623745974,3.1624150580747199e-05,0.00014131449801850797,0.00012052804163224365,2.1019505112342398e-05,5.1342173409507202e-11,1.5703420434712503e-07,5.1532565802924567e-05,2.914977615315058e-10,7.3033447292133945e-05,3.3475678183500363e-07,2.8680889233117011e-13,1.4975344813615103e-07,3.0923075364632849e-15,4.9632311374923769e-08,5.2108310106383717e-08,5.2136165285467342e-08,1.7089978753184514e-11,1.0729002630578818e-11,1.1036343555836363e-08,8.8691187840552591e-18,8.4139667599764547e-18,8.4155251295630187e-18,1.5078920152581e-10,2.1761759695359306e-08,1.184527138336442e-13,1.5346644235872346e-17,1.0050868428561534e-09,7.0676825947487849e-10,3.6146105254299988e-14,1.4606343099724871e-13,1.9740333754678646e-19,4.1673039698140708e-18,2.836240550732636e-15,2.7187941443788286e-15,1.1324525054384175e-16
