Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218),S(2260),S(2221),S(2356)
8.271401055608078e-11,0.6627784911541894,154.0,0.0,0.0,0.0,0.99816040345137924,0.99999999957762675,18.999991861064228,4.2997609041234717e-05,0.00019668381493789087,0.00018867392979955724,7.9141988131375575e-06,3.3324010862523173e-11,6.8987228320242568e-06,0.00047547306118707236,6.1970310884625928e-08,0.0009202422905388169,2.0847098833273124e-07,6.4907683806041241e-14,1.0586753847214768e-07,1.2275729770267379e-15,2.0198521070421196e-07,9.9351899155855207e-08,9.9379288226858828e-08,1.7401902177272287e-11,9.9681741728800451e-12,6.4751813413309991e-09,4.6925999494705339e-18,4.3945691387492674e-18,4.3962447911485955e-18,1.5135937097961448e-11,1.4766947769842071e-08,2.0354010721724867e-14,2.4140975496470655e-17,1.8012693277345816e-08,9.2873778010946945e-09,1.8967541821441818e-14,1.539185122859922e-13,1.4472469886454735e-19,3.0954046301563538e-18,1.2282597254179236e-12,9.8461881107979264e-16,1.202689567075045e-17,8.8995938338417156e-20,5.9869196965179721e-20,5.4718668660307139e-16,1.4507638751521543e-22,6.743778607168239e-26,4.5913916892456781e-26,8.1277948240614138e-24,1.1741732334785073e-22,5.3418900436848503e-15,1.9166857677673756e-16,6.0207310719270332e-18,1.5274489623808103e-17,3.3668051284830139e-14,5.6076191277072623e-16,8.4308231450741043e-12,1.8624085207862492e-13,2.521297128891317e-12,6.6761580110309572e-16,4.0659475448126469e-16,1.578905293919817e-15,2.185036859248678e-24,1.0141052515443627e-22,1.6577849388918374e-15,8.2792318540635311e-25,5.4887020496383376e-19,4.8438859171427136e-23,1.2624416790311378e-24,5.4903998839102705e-18,1.6052982450915961e-22,1.794555917878062e-23,2.1750022217001023e-11,3.9679374458661428e-10,3.4623033177045406e-12,1.7680846774679264e-17,3.6647306984844775e-13,3.6654977770565458e-13,7.6707857206996201e-17,1.2707700412320559e-09,1.2278922273052857e-12,1.3315312628059482e-10,1.2278069907434189e-12,6.6398445204965621e-12,5.5371877378361817e-20
8.379896512551646e-11,0.6627784906826054,154.0,0.0,0.0,0.0,0.99813630216455274,0.99999999957206742,18.999991732604393,4.3560970680253335e-05,0.00019925878926446702,0.00019111839079870752,8.0394923955294069e-06,3.3760286260565207e-11,6.8985655481593458e-06,0.00048173360112128261,6.1968814564347167e-08,0.00093236094433905999,2.1121958009833247e-07,6.593526977922025e-14,1.0847263076769763e-07,1.2437579399552455e-15,2.0631469636312545e-07,1.0292187933622021e-07,1.0295025559695595e-07,1.8027987460341484e-11,1.0328155445325004e-11,6.6463254809794293e-09,5.1052070916172648e-18,4.7817476663969102e-18,4.7835960713620833e-18,1.5745749858416561e-11,1.5138826332886352e-08,2.1371090894259157e-14,2.457839633029714e-17,1.8469009107227841e-08,9.5223859309560017e-09,2.008833370249825e-14,1.5968713461423388e-13,1.5517678922756845e-19,3.2202699325742724e-18,1.3005362590392515e-12,1.037908551188927e-15,1.2845685362608217e-17,9.6037509505812678e-20,6.4778222211709287e-20,5.8747441182176644e-16,1.5897311459434884e-22,7.4508550913924979e-26,4.9679138562932807e-26,8.9079979680161226e-24,1.2713360412288044e-22,5.4820144973317301e-15,1.9754568681369213e-16,6.1789505586569624e-18,1.5841643128951e-17,3.4923196748057943e-14,5.7373467073799841e-16,8.6258108208651758e-12,1.9066291527659314e-13,2.6154030799111766e-12,6.9258070293504552e-16,4.2178970351405397e-16,1.6415434693185849e-15,2.2520363844271318e-24,1.0543366979758932e-22,1.7174179130289675e-15,8.5770480621410739e-25,5.6861673163321724e-19,5.3405810025553388e-23,1.3011517760978431e-24,5.7724489779533454e-18,1.6877823079864939e-22,1.91843739190559e-23,2.2042803973421946e-11,4.0196070536229918e-10,3.5522582996242801e-12,1.8434720285988374e-17,3.7612441321707889e-13,3.7620417480723419e-13,7.9761590155388784e-17,1.3078823477442439e-09,1.2638266504502693e-12,1.3901385326040741e-10,1.3000695647618081e-12,6.9304188957084901e-12,5.7795074197621197e-20
8.488391969495215e-11,0.662778490211233,154.0,0.0,0.0,0.0,0.99811220155839575,0.99999999956650754,18.999991604119757,4.4124315879733042e-05,0.00020183363697492751,0.00019356260294581704,8.1648055723605849e-06,3.4196564849858722e-11,6.8984082687462638e-06,0.00048799397068284654,6.196731828633392e-08,0.00094447931649721182,2.1396803667721565e-07,6.6963008276834819e-14,1.1110910617079462e-07,1.2599423652684453e-15,2.1066988045215848e-07,1.0656779551106881e-07,1.0659718004574574e-07,1.8667407932853489e-11,1.0695834952591779e-11,6.81970630772476e-09,5.5476902654480958e-18,5.1970402598577586e-18,5.1990765297265333e-18,1.6371561991618202e-11,1.5515321573691971e-08,2.2425765866258302e-14,2.5019981662224611e-17,1.8930489361233584e-08,9.7600437308773206e-09,2.1259737533472109e-14,1.6558925273144613e-13,1.6623492209196475e-19,3.3484168198009456e-18,1.3759696536284872e-12,1.0933209282067076e-15,1.3708344528281365e-17,1.0352970507383597e-19,7.0017291071795241e-20,6.3011585704985263e-16,1.7399163274775997e-22,8.2213806575731635e-26,5.369753513131611e-26,9.7514669307016413e-24,1.3751129379868654e-22,5.6239835514741732e-15,2.0351599304644011e-16,6.3392563328047933e-18,1.6421725182528668e-17,3.6207070191559139e-14,5.8681430761622019e-16,8.8224041754775943e-12,1.9512270173487181e-13,2.7116692375918662e-12,7.1811979511965054e-16,4.3733391088918127e-16,1.7057189939712771e-15,2.3200983418098437e-24,1.0955555534008439e-22,1.7783157710287133e-15,8.8811812201997667e-25,5.887821714363998e-19,5.8804156681847023e-23,1.3404757445109344e-24,6.0649376584765909e-18,1.7733200484356987e-22,2.0491335309279959e-23,2.233578569128732e-11,4.0712675508723632e-10,3.6433292907660705e-12,1.9210900277042098e-17,3.8590056986677125e-13,3.8598346506619029e-13,8.2895199419110504e-17,1.3454944955891804e-09,1.3002475604145121e-12,1.4504283854124322e-10,1.3754891828004022e-12,7.2292435711592761e-12,6.0287072851465648e-20
8.596887426438783e-11,0.6627784897400821,154.0,0.0,0.0,0.0,0.99808810163288542,0.99999999956094709,18.999991475612507,4.4687644640140768e-05,0.00020440835807539233,0.00019600656845768932,8.2901361438724956e-06,3.4632736353499393e-11,6.8982509937848803e-06,0.00049425416988648559,6.1965822050577161e-08,0.000956597407040117,2.167163580758082e-07,6.7990917895978309e-14,1.1377696162032072e-07,1.2761250949970337e-15,2.1505030655323894e-07,1.1029009308313443e-07,1.10320507101479e-07,1.9320241976542549e-11,1.1071258229601874e-11,6.9953239880365288e-09,6.0217531561821506e-18,5.6420570410714718e-18,5.6442973780396802e-18,1.7013573077346734e-11,1.5896433222779755e-08,2.3518948971805619e-14,2.5461367117039784e-17,1.9397115031150777e-08,1.0000341199629046e-08,2.2483344162840486e-14,1.7162599039319789e-13,1.7792576189392979e-19,3.4798863018304977e-18,1.4546497971474832e-12,1.1509106977339247e-15,1.4616599905162063e-17,1.1149461859162877e-19,7.5603819193032703e-20,6.7521308889301478e-16,1.9020594683147133e-22,9.0601095275116353e-26,5.7982467711869521e-26,1.0662411399362176e-23,1.4858592559852838e-22,5.767799718840001e-15,2.0957960768522641e-16,6.5016512293465855e-18,1.7014839269938527e-17,3.7519902470223974e-14,5.9999963215476671e-16,9.0205855650488568e-12,1.9961979700420112e-13,2.810113210957012e-12,7.4423777022812097e-16,4.5323022851073792e-16,1.77144553003633e-15,2.3892240644117231e-24,1.1377706090101019e-22,1.8404854371516592e-15,9.1916662395684292e-25,6.0936881423561766e-19,6.4664697470252117e-23,1.3804142050227041e-24,6.3681030408144631e-18,1.8619808397241547e-22,2.1869263741251711e-23,2.2628967375175682e-11,4.1229189528549146e-10,3.735514899466717e-12,2.0009771478723346e-17,3.9580151676691653e-13,3.9588762647752768e-13,8.6109710611207715e-17,1.3836041865496741e-09,1.3371527885573749e-12,1.5124225275183487e-10,1.454155778321117e-12,7.5364210820399954e-12,6.2848729232198991e-20
8.705382883382352e-11,0.6627784892691616,154.0,0.0,0.0,0.0,0.99806400238799931,0.9999999995553861,18.999991347084695,4.5250956961943467e-05,0.00020698295257165692,0.00019845028939326445,8.4154820680852622e-06,3.5069014758681877e-11,6.8980937232750641e-06,0.0005005141987468834,6.1964325857074191e-08,0.00096871521599454981,2.1946454430053301e-07,6.9018910754178919e-14,1.1647619405540737e-07,1.29230837771043e-15,2.1945552626620663e-07,1.1408920953903861e-07,1.1412067437412088e-07,1.9986566580084117e-11,1.1454470002042064e-11,7.1731786883281183e-09,6.5291702120999399e-18,6.1184755097308857e-18,6.1209372677449879e-18,1.7671982553362387e-11,1.6282161007290153e-08,2.4651564437649264e-14,2.5910685878379576e-17,1.9868867178168217e-08,1.0243268373381919e-08,2.376077256666006e-14,1.777984598457753e-13,1.9027677562393802e-19,3.614719500867644e-18,1.5366677250159536e-12,1.21073327099738e-15,1.5572222032236631e-17,1.1995509558382981e-19,8.1555892790714145e-20,7.2287105738488346e-16,2.0769386394568785e-22,9.9720822673448041e-26,6.2547811946268983e-26,1.1645260862509485e-23,1.6039444056673751e-22,5.9134655586669728e-15,2.1573664416497423e-16,6.6661381359994447e-18,1.7621087534987234e-17,3.8861921800768974e-14,6.1328951108045253e-16,9.2203375379704102e-12,2.0415379115281576e-13,2.9107524151896946e-12,7.7093926917628968e-16,4.6948147688905111e-16,1.8387365851250303e-15,2.4594147409252508e-24,1.1809905089725145e-22,1.903933684271619e-15,9.5085363032238572e-25,6.3037891060583423e-19,7.1019953122769252e-23,1.4209681345334483e-24,6.6821841250503092e-18,1.9538346093464435e-22,2.3321058937218289e-23,2.2922349028172811e-11,4.1745612747075755e-10,3.8288137358857557e-12,2.0831720956312483e-17,4.058272309238421e-13,4.0591663707298142e-13,8.9406149139385845e-17,1.4222091230700693e-09,1.37454016655323e-12,1.5761425399131732e-10,1.5361604344261034e-12,7.852053247272595e-12,6.548089085586383e-20
8.81387834032592e-11,0.6627784887984807,154.0,0.0,0.0,0.0,0.99803990382371466,0.99999999954982455,18.999991218538231,4.5814252845608043e-05,0.00020955742047002029,0.0002008937676640532,8.5408414503680755e-06,3.5505110086451589e-11,6.8979364572166736e-06,0.00050677405727868612,6.1962829705826466e-08,0.00098083274338721491,2.2221259535781773e-07,7.004706772540879e-14,1.1920680041543531e-07,1.3084891658497863e-15,2.2388509906948178e-07,1.179655745825452e-07,1.179981116886423e-07,2.0666457362555406e-11,1.1845514199989323e-11,7.3532705749904713e-09,7.0717884015733779e-18,6.6280422449562463e-18,6.6307439941038631e-18,1.8346989721930181e-11,1.6672504651197557e-08,2.5824547380632792e-14,2.6357047698424442e-17,2.0345726932631563e-08,1.048881532557226e-08,2.5093669930018094e-14,1.8410776194133063e-13,2.0331624520228507e-19,3.752957378592722e-18,1.6221156136538823e-12,1.2728447141381029e-15,1.657702573908489e-17,1.289347471730206e-19,8.7892284525420395e-20,7.7319763117453535e-16,2.2653713015455216e-22,1.0962638531571066e-25,6.7407970162231551e-26,1.2704672779128557e-23,1.7297522278360324e-22,6.0609836759375157e-15,2.2198721721596678e-16,6.8327199923579702e-18,1.8240571182835637e-17,4.0233353793153323e-14,6.2668276068910467e-16,9.4216428329777635e-12,2.0872427871836193e-13,3.0136040736629101e-12,7.9822888176569766e-16,4.8609044546976716e-16,1.9076055138872086e-15,2.5306718208843284e-24,1.2252238734646275e-22,1.9686671362631914e-15,9.831825361688523e-25,6.5181464598007428e-19,7.7904234445031225e-23,1.4621379773306407e-24,7.0074217752312106e-18,2.0489518266475484e-22,2.4849701117678612e-23,2.3215930652012033e-11,4.2261945314692299e-10,3.9232244120013967e-12,2.1677138105265667e-17,4.1597768938058431e-13,4.1607047492079063e-13,9.2785540206303719e-17,1.4613070090109026e-09,1.4124075271077269e-12,1.6416098784632099e-10,1.6215953774358064e-12,8.1762411710567203e-12,6.8184403014132199e-20
8.922373797269489e-11,0.6627784883280471,154.0,0.0,0.0,0.0,0.99801580594000916,0.99999999954426266,18.999991089974849,4.637753229160138e-05,0.00021213176177609154,0.00020333700504592846,8.6662125316539238e-06,3.594142204466102e-11,6.8977791956095786e-06,0.00051303374549650305,6.1961333596833574e-08,0.00099294998924474766,2.249605112540819e-07,7.1075241470846528e-14,1.2196877764003444e-07,1.3246716608701583e-15,2.2833859216853012e-07,1.2191961027923758e-07,1.2195324122973742e-07,2.1359988598887711e-11,1.2244433972703819e-11,7.5355998143487185e-09,7.6515291370681331e-18,7.172574769406158e-18,7.1755363630666922e-18,1.9038793755087723e-11,1.7067463875552456e-08,2.7038843804991663e-14,2.6815312423100305e-17,2.0827675493777174e-08,1.0736972166755049e-08,2.6483711735961785e-14,1.9055498626308633e-13,2.1707328097980535e-19,3.8946410197919185e-18,1.7110867734630284e-12,1.337301746869832e-15,1.7632870679403811e-17,1.3845796495243194e-19,9.4632470908585111e-20,8.2630363583640858e-16,2.4682158130052743e-22,1.2037431237586684e-25,7.2577884765479601e-26,1.3845541618396941e-23,1.8636813800574848e-22,6.2103567205506281e-15,2.2833144294524004e-16,7.0013997889483972e-18,1.8873389977504555e-17,4.1634421476062884e-14,6.4017829038517011e-16,9.6244843768215481e-12,2.1333085865642234e-13,3.1186852201469196e-12,8.2611114727181204e-16,5.0305989299112562e-16,1.9780655197941793e-15,2.6029964327126713e-24,1.2704791239315639e-22,2.0346922705273463e-15,1.0161564564867819e-24,6.7367817802485934e-19,8.5353717022854093e-23,1.5039249274449594e-24,7.3440586967724707e-18,2.1474035045825205e-22,2.645825227641678e-23,2.3509712247232543e-11,4.2778187380871162e-10,4.018745541606036e-12,2.2546414646623427e-17,4.2625286921663338e-13,4.2634911812544329e-13,9.6248908809895519e-17,1.5008955505044444e-09,1.4507527048046224e-12,1.7088458740744588e-10,1.710553969909277e-12,8.5090852444455227e-12,7.096009993803587e-20
9.030869254213057e-11,0.6627784878578693,154.0,0.0,0.0,0.0,0.99799170873686016,0.99999999953870011,18.999990961396183,4.6940795300390385e-05,0.00021470597649632793,0.00020578000317668756,8.7915936908746627e-06,3.6377501841244867e-11,6.8976219384536425e-06,0.00051929326341490164,6.195983753009295e-08,0.0010050669535937068,2.277082919957531e-07,7.2103567951481348e-14,1.247621226691126e-07,1.340851144645218e-15,2.3281558119772227e-07,1.2595173035719643e-07,1.259864768423104e-07,2.2067233096811325e-11,1.2651271617144021e-11,7.7201665727154533e-09,8.2703990970733719e-18,7.7539719041028439e-18,7.7572145572589423e-18,1.9747593684084499e-11,1.7467038398415766e-08,2.8295411843682304e-14,2.7268976536706683e-17,2.1314694137281486e-08,1.0987729048667358e-08,2.7932605107052191e-14,1.971412099889819e-13,2.3157793298496392e-19,4.0398113318898712e-18,1.8036757698441928e-12,1.4041618162200377e-15,1.8741667107413269e-17,1.4855002847194657e-19,1.0179673435208016e-19,8.8230323852635583e-16,2.6863780024903294e-22,1.320247959004964e-25,7.8073116499506605e-26,1.5073036832965822e-23,2.0061475105362788e-22,6.3615873914552935e-15,2.34769439080015e-16,7.1721805719228482e-18,1.9519642749629228e-17,4.3065345044581406e-14,6.5377492983753821e-16,9.8288453032815165e-12,2.1797313478352897e-13,3.2260126798103079e-12,8.5459054938113384e-16,5.2039254440716264e-16,2.050129640079569e-15,2.6763901377209031e-24,1.3167647001016337e-22,2.1020154043856559e-15,1.0497786809173539e-24,6.9597158672452953e-19,9.340674854138728e-23,1.5463292782238215e-24,7.6923396195690051e-18,2.2492612431206806e-22,2.8149867051912354e-23,2.3803693813219035e-11,4.3294339094134695e-10,4.1153757405083615e-12,2.343994488738335e-17,4.3665274755181154e-13,4.3675254483153187e-13,9.9797279720361775e-17,1.5409724571542484e-09,1.489573537213048e-12,1.7778717186756369e-10,1.8031308319666493e-12,8.8506850660841701e-12,7.3808815542287149e-20
9.139364711156626e-11,0.6627784873879548,154.0,0.0,0.0,0.0,0.99796761221424513,0.99999999953313701,18.999990832803764,4.7504041872441899e-05,0.00021728006463637701,0.0002082227636079781,8.9169833930643039e-06,3.6813709974796223e-11,6.8974646857487341e-06,0.00052555261104842181,6.1958341505602897e-08,0.0010171836364605998,2.3045593758924982e-07,7.3131914663797178e-14,1.2758683244276325e-07,1.3570314079655132e-15,2.3731564732988923e-07,1.3006234306353874e-07,1.3009822688879845e-07,2.2788262699533e-11,1.3066068869978038e-11,7.9069710163455322e-09,8.9304634902275192e-18,8.3741882983029143e-18,8.3777346420256043e-18,2.0473588449651476e-11,1.7871227935976699e-08,2.9595217742098503e-14,2.7731105526877201e-17,2.1806764189775378e-08,1.1241076150495499e-08,2.9442078398367257e-14,2.0386750208344485e-13,2.4686088946941455e-19,4.188509318046333e-18,1.8999780028693965e-12,1.4734828548785794e-15,1.9905359506246274e-17,1.5923682193509868e-19,1.094059091182068e-19,9.4131286870792766e-16,2.9207965929957489e-22,1.4464058985878077e-25,8.3909649561874301e-26,1.6392518905225826e-23,2.1575779176960771e-22,6.5146784198712759e-15,2.4130132446755814e-16,7.3450654240241424e-18,2.0179427193455558e-17,4.4526342813923341e-14,6.6747160138515119e-16,1.0034708883002841e-11,2.2265071413316371e-13,3.3356031397748212e-12,8.8367153499286893e-16,5.3809110231430641e-16,2.1238108020160748e-15,2.7508541146593478e-24,1.3640888517794445e-22,2.1706427497611968e-15,1.0840522035861258e-24,7.1869693975354539e-19,1.0210318627961808e-22,1.5893521997734893e-24,8.0525106124591012e-18,2.354597039010793e-22,2.9927763012214238e-23,2.4097875348668545e-11,4.3810400602403494e-10,4.2131136258632188e-12,2.4358124861166799e-17,4.4717730153278145e-13,4.4728073321033723e-13,1.0343167755576461e-16,1.5815354413255952e-09,1.528867864339132e-12,1.8487085114300568e-10,1.8994214201403705e-12,9.2011397060781522e-12,7.6731373331837976e-20
9.247860168100194e-11,0.6627784869183091,154.0,0.0,0.0,0.0,0.99794351637214129,0.99999999952757335,18.999990704199011,4.8067272008222816e-05,0.00021985402620267397,0.00021066528777266411,9.0423802219730903e-06,3.724961928384315e-11,6.8973074374947145e-06,0.00053181178841156399,6.19568455233622e-08,0.0010293000378718594,2.3320344804099794e-07,7.4160412112681672e-14,1.3044290390134797e-07,1.3732079580106725e-15,2.4183837963771919e-07,1.3425184882524179e-07,1.3428889190935469e-07,2.352314787410275e-11,1.3488866668463757e-11,8.0960133114829521e-09,9.633873248356535e-18,9.0352603887046439e-18,9.0391345506736659e-18,2.1216976866049197e-11,1.8280032201837571e-08,3.0939239446201914e-14,2.8186467634668753e-17,2.2303867051225717e-08,1.1497003690929852e-08,3.1013890636257586e-14,2.1073491973951525e-13,2.6295376794751415e-19,4.3407758832418409e-18,2.000090072196459e-12,1.5453234957139449e-15,2.1125942072846976e-17,1.7054511131323761e-19,1.174816370213798e-19,1.0034522432136063e-15,3.1724587960639734e-22,1.5828825774606491e-25,9.010408776161663e-26,1.7809630940447939e-23,2.3184169627778262e-22,6.6696325830733751e-15,2.4792721960259478e-16,7.5200574802233916e-18,2.0852840062926904e-17,4.6017630412520743e-14,6.8126716665670704e-16,1.0242058582908375e-11,2.2736320834766335e-13,3.4474730893779159e-12,9.133584982999505e-16,5.5615823727669978e-16,2.1991217753501972e-15,2.8263899459097552e-24,1.4124598437335566e-22,2.2405803681396788e-15,1.1189801799391441e-24,7.4185623420070954e-19,1.1148511697269335e-22,1.6329940267091876e-24,8.4248196619067557e-18,2.4634834458555652e-22,3.1795249366806166e-23,2.4392256851360914e-11,4.4326372052760072e-10,4.3119578167648395e-12,2.5301353089282581e-17,4.5782650834479742e-13,4.5793366147151233e-13,1.0715312671490215e-16,1.6225822197542901e-09,1.5686335300644676e-12,1.9213772178813812e-10,1.9995223930844665e-12,9.5605474735619714e-12,7.9728596308718941e-20
9.356355625043762e-11,0.6627784864489398,154.0,0.0,0.0,0.0,0.99791942121052635,0.99999999952200935,18.999990575583226,4.8630485708199951e-05,0.00022242786120051862,0.00021310757699081166,9.1677828740859815e-06,3.768593739635461e-11,6.8971501936914506e-06,0.00053807079551878808,6.1955349583369547e-08,0.0010414161578538449,2.3595082335741028e-07,7.5188814147803773e-14,1.3333033398550217e-07,1.3893882385515526e-15,2.4638337512196859e-07,1.3852064021762994e-07,1.3855886459032677e-07,2.4271957705864271e-11,1.391970514722962e-11,8.2872936242931607e-09,1.0382868810196028e-17,9.7393100488786429e-18,9.7435377387787004e-18,2.1977957623475113e-11,1.8693450907134387e-08,3.2328466852983897e-14,2.8660080897133887e-17,2.2805984196253127e-08,1.1755501928871195e-08,3.2649832250297327e-14,2.1774450824723712e-13,2.7988914914171232e-19,4.4966519938213552e-18,2.1041097958637277e-12,1.6197430857466239e-15,2.2405460336727167e-17,1.8250257879412108e-19,1.2604640350624111e-19,1.0688444757630829e-15,3.4424030515302475e-22,1.7303842007351536e-25,9.6673682251928715e-26,1.9330314961055706e-23,2.4891268550720153e-22,6.8264527046114156e-15,2.546472467108947e-16,7.6971599279618327e-18,2.153997654917746e-17,4.7539420747780464e-14,6.9516059918043843e-16,1.0450878068128757e-11,2.3211023372742879e-13,3.5616388180589173e-12,9.4365578022565564e-16,5.7459658748371429e-16,2.2760751706583602e-15,2.9029986790347571e-24,1.461885671142595e-22,2.3118341697411002e-15,1.1545653491497393e-24,7.6545144564791781e-19,1.215969893635024e-22,1.677256324596496e-24,8.8095166913325407e-18,2.5759935900104236e-22,3.3755730239872364e-23,2.4686838318255648e-11,4.4842253591477295e-10,4.4119069342848113e-12,2.6270030630097401e-17,4.6860034521234197e-13,4.6871130786371495e-13,1.1096265137288574e-16,1.6641105142414118e-09,1.6088683828234484e-12,1.995898667392472e-10,2.1035316304629651e-12,9.9290059026516159e-12,8.2801292592119996e-20
9.464851081987331e-11,0.6627784859798522,154.0,0.0,0.0,0.0,0.99789532672937742,0.99999999951644469,18.999990446957614,4.9193682972840115e-05,0.00022500156963693274,0.00021554963248761997,9.2931901406995472e-06,3.8121649780556986e-11,6.8969929543388079e-06,0.00054432963238451679,6.1953853685623563e-08,0.0010535319964328452,2.3869806354491731e-07,7.6217448495026937e-14,1.3624911963611441e-07,1.4055615753659498e-15,2.5095023795306429e-07,1.4286910271146631e-07,1.4290853051155455e-07,2.5034760029931228e-11,1.4358623714648055e-11,8.480812120967574e-09,1.1179775763678169e-17,1.0488540475368661e-17,1.049314906766097e-17,2.2756729301400536e-11,1.9111483760917225e-08,3.3763900913537163e-14,2.9116538620422897e-17,2.3313097168232618e-08,1.201656116024902e-08,3.4351722819822288e-14,2.2489730202769412e-13,2.9770052124034431e-19,4.6561784918367946e-18,2.2121361107473158e-12,1.6968016317392395e-15,2.3746007959833904e-17,1.9513777239241084e-19,1.3512349665401548e-19,1.1376158679286188e-15,3.7317172234856963e-22,1.8896563853533834e-25,1.0363630000848369e-25,2.0960801144033594e-23,2.670186811777381e-22,6.9851416499343165e-15,2.6146152967103527e-16,7.8763760021986248e-18,2.2240931230908685e-17,4.9091924251964038e-14,7.0915074363685029e-16,1.0661151184892439e-11,2.3689141082354004e-13,3.6781164328384544e-12,9.7456767308164884e-16,5.9340876158098172e-16,2.3546834533183466e-15,2.9806822221541774e-24,1.5123744899531858e-22,2.3844099277845307e-15,1.190810899152535e-24,7.8948446247137954e-19,1.3248553862837355e-22,1.7221388188185925e-24,9.2068533903702762e-18,2.6922011063251351e-22,3.5812699079943925e-23,2.4981619745683219e-11,4.5358045364130689e-10,4.5129596013196204e-12,2.7264560883964349e-17,4.7949878939596686e-13,4.7961365067146507e-13,1.1486127549824691e-16,1.7061180519359686e-09,1.649570275892507e-12,2.0722935637447098e-10,2.2115481332559919e-12,1.0306611813382341e-11,8.5950277126013741e-20
9.562496993236542e-11,0.6627784855579191,154.0,0.0,0.0,0.0,0.99787364227812347,0.99999999951143603,18.999990331187082,4.9700546459188984e-05,0.00022731779902363691,0.00021774728354144742,9.4060597011959431e-06,3.8514283210593381e-11,6.8968514427265991e-06,0.00054996244001908245,6.1952507413771886e-08,0.0010644360105760615,2.4117046418375413e-07,7.7143074204733085e-14,1.389028332028495e-07,1.420122272069481e-15,2.5507878995962965e-07,1.4685115036069997e-07,1.4689168026263495e-07,2.5733300716153312e-11,1.4760590860994626e-11,8.6568925524437486e-09,1.1939953514909983e-17,1.1203370179408566e-17,1.120834643953294e-17,2.3472999084423171e-11,1.9491658184166387e-08,3.5096135052817682e-14,2.9547512405980234e-17,2.377375507955073e-08,1.2253696129177192e-08,3.5941339708210513e-14,2.3145810265702658e-13,3.145082013280792e-19,4.8029072477260468e-18,2.3128681564941204e-12,1.768460792617716e-15,2.5006453305501605e-17,2.071132581869537e-19,1.4375087743854898e-19,1.2025064725070464e-15,4.0096047093277037e-22,2.0437171537272012e-25,1.1025400280800244e-25,2.2527527662882273e-23,2.8424012213254759e-22,7.1295619486517975e-15,2.6767507693284085e-16,8.0394803333811096e-18,2.2883681735934821e-17,5.0515608978329458e-14,7.2182375879311685e-16,1.0851626647303059e-11,2.4122335992059642e-13,3.7849361063878724e-12,1.0029173753362788e-15,6.1066146866640321e-16,2.4268560158512682e-15,3.0515170634931364e-24,1.5587296735617668e-22,2.4508630388231237e-15,1.223998541577539e-24,8.1149006675359964e-19,1.4298997566618664e-22,1.763065101522413e-24,9.5754728563074042e-18,2.8000104302282237e-22,3.7749433741095613e-23,2.5247093993152062e-11,4.5822181329292924e-10,4.6048493998766356e-12,2.8182077603549911e-17,4.8941390965318357e-13,4.8953235671657175e-13,1.1844706338822717e-16,1.7443327154069012e-09,1.6865995295299656e-12,2.1426677715109694e-10,2.3122719797144817e-12,1.0654357639849523e-11,8.8850244389228857e-20
