Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218),S(2260),S(2221),S(2356)
2.8294519902262955e-09,0.6627785510605431,154.0,0.0,0.0,0.0,0.93926488518118267,0.99999998183959782,18.999683349053065,0.0014178124254429377,0.0063258024279838013,0.0057159451741487614,0.00029223933657550766,1.0717594576742368e-09,6.5144106599030164e-06,0.015798697035007855,5.8313802828901828e-08,0.030732534833909749,6.7507381374432093e-06,2.3967785361613525e-12,9.9374017966551072e-05,3.9751446991869336e-14,1.3321165767774292e-05,0.00030884772098841259,0.00030899427255666803,5.4260870656910794e-08,3.136714516802301e-08,8.022227353669818e-06,1.3089697999412663e-09,1.8550415661312422e-09,1.8858408140991662e-09,5.1462523066391613e-07,1.4884857967590252e-05,1.9125985987685505e-08,1.1642807455973301e-14,4.2594111403508432e-06,2.144596595924662e-06,5.0817889367523923e-08,8.0351235102256458e-10,5.2765667614498039e-12,1.0870692328137532e-13,5.3892591385357058e-07,8.3141010598434956e-10,3.3908593528547394e-10,9.4903827957948648e-12,3.457878305424836e-11,1.1295775677571613e-08,1.1944556408197119e-12,7.2117417070826871e-15,2.6537187501601412e-17,2.5823504285668067e-13,1.4621953959338622e-13,1.263253108652895e-11,6.4119374323236927e-13,1.428866638905822e-14,6.4867764952868726e-14,1.4381196677283521e-10,5.477991827303575e-14,8.2194556229513246e-10,1.8914799211340495e-11,1.1543330689378795e-08,3.0712491247662922e-12,1.8675163323539269e-12,8.4033183504257194e-12,7.3096608604990201e-21,5.3973031934266408e-19,4.1759925210278841e-12,2.0855546217510526e-21,1.3830971942599726e-15,3.4106795907177455e-13,4.2232789605122245e-21,1.0027290176480253e-12,2.9340575537923038e-17,1.1453732265857013e-15,3.2265963762628327e-09,1.2675170825883412e-08,1.8547136735279533e-09,2.9850663702203419e-12,3.9809208495316896e-10,4.009358246400651e-10,2.8437396868962979e-12,3.7714058671022364e-07,3.9046094502200345e-10,1.1493160301512056e-06,5.4900445482123372e-07,3.8301070433348285e-08,3.1940547629915434e-16
2.909831623350925e-09,0.6627785882844397,154.0,0.0,0.0,0.0,0.93760348235770552,0.99999998109070043,18.999674816435693,0.0014565325312461245,0.0064938900618676304,0.0058589384703136189,0.00029959511122112394,1.1002374255379785e-09,6.5035705625567815e-06,0.016231673039302195,5.8210655215005884e-08,0.031579510629820638,6.9301527416170802e-06,2.4571063587643511e-12,0.00010484008501503488,4.0807922593695272e-14,1.3662873244333434e-05,0.00032632025812222526,0.00032647900740573804,5.7330669984878139e-08,3.3141928507107743e-08,8.4972151524787477e-06,1.4882078445236744e-09,2.1312639984635533e-09,2.167701425369597e-09,5.5732516395477337e-07,1.5713384194128927e-05,2.1316084733372671e-08,1.2316222211238267e-14,4.3909986748737272e-06,2.2103358300336005e-06,5.6695605827720143e-08,8.5281435515891053e-10,5.9407365397358191e-12,1.177978078628905e-13,5.8406314896739039e-07,9.1794626074984419e-10,3.8510498225629926e-10,1.0799655146226333e-11,3.9893897404021408e-11,1.2634445101671967e-08,1.3917948111657268e-12,8.6731047139347802e-15,3.0616242724847222e-17,3.0989836165505837e-13,1.71409113127506e-13,1.3454058343190366e-11,6.8311986161918244e-13,1.5217947049037163e-14,6.8602705245877965e-14,1.5208365136049407e-10,5.6313231691657857e-14,8.4491159471045215e-10,1.9443695110002733e-11,1.221763714143923e-08,3.2506650430365269e-12,1.9766107532233908e-12,8.894677197525712e-12,7.787622024002117e-21,5.7128943123266704e-19,4.4105762760206511e-12,2.2027093417247603e-21,1.4607921184944769e-15,3.9595984890771095e-13,4.4994290259627256e-21,1.0912870234494857e-12,3.1931863406963995e-17,1.3138017123813461e-15,3.5021328401346038e-09,1.3050067063947648e-08,1.9298512227057698e-09,3.2766796183074165e-12,4.2088146881915147e-10,4.2397136284703727e-10,3.0898940278858302e-12,3.8957838150041158e-07,4.0377428368604159e-10,1.2061921168871296e-06,5.9534075509958341e-07,3.992976324703047e-08,3.3298769213744025e-16
2.9902112564755546e-09,0.6627786273659507,154.0,0.0,0.0,0.0,0.93594550739153382,0.99999998031916348,18.999666309811357,0.001495168808565874,0.006661363530250289,0.0060009292473565106,0.00030689931476599454,1.1286113071099105e-09,6.4927528878444899e-06,0.016663793201084135,5.8107720419030253e-08,0.032425076372716855,7.1089115904135017e-06,2.5170112249329296e-12,0.00011043897818627604,4.1860536806643587e-14,1.4002188530806415e-05,0.00034423329814458036,0.00034440501387381122,6.0477862949981129e-08,3.4961461596496155e-08,8.9865135184072233e-06,1.6854250064492244e-09,2.4389032754154032e-09,2.4818056867173645e-09,6.0219127370441084e-07,1.656277066162713e-05,2.3684837178688596e-08,1.300948987795404e-14,4.5223688961078992e-06,2.2759459319279301e-06,6.3056556639007092e-08,9.036546092986732e-10,6.6648120231208412e-12,1.2735633706345407e-13,6.3135172704786765e-07,1.0104683459923747e-09,4.3574551235701768e-10,1.2242630911398918e-11,4.5826123373796311e-11,1.4083599649711309e-08,1.6139346076056321e-12,1.0374785087860422e-14,3.5168898834073894e-17,3.6994838201747788e-13,2.0003182096518084e-13,1.4304871498313154e-11,7.2654643527017222e-13,1.6180356098887999e-14,7.2437817459605333e-14,1.6057651853678608e-10,5.7842189587242181e-14,8.6781006105840911e-10,1.9971034975736834e-11,1.2910277181811839e-08,3.4349591904587637e-12,2.0886713427788419e-12,9.3994073306886979e-12,8.2826884997313214e-21,6.0370735722661355e-19,4.6512587361001105e-12,2.3229098484225174e-21,1.5405069623543917e-15,4.5764809254835283e-13,4.7854619719698071e-21,1.1848100579588521e-12,3.4668433448317671e-17,1.5012024324222015e-15,3.7963378950117319e-09,1.3427626652658953e-08,2.0056036901116548e-09,3.5870645985392807e-12,4.4433082447965579e-10,4.4768067337500721e-10,3.3498488953514312e-12,4.0201233434845255e-07,4.1709852105938826e-10,1.2637037981504552e-06,6.4392747216707133e-07,4.156459691000473e-08,3.4662111857894872e-16
3.070590889600184e-09,0.6627786682923661,154.0,0.0,0.0,0.0,0.9342909519456809,0.99999997952405106,18.99965782901107,0.001533721431800087,0.006828224986438005,0.0061419225909245881,0.00031415220893425347,1.1568814672648795e-09,6.4819575807533086e-06,0.017095059278837779,5.8004997923373365e-08,0.033269234978890394,7.2870169825862856e-06,2.5764952811775333e-12,0.00011616969435830067,4.2909303166832655e-14,1.4339123757201091e-05,0.00036258371303492232,0.00036276919975738206,6.3701899826992533e-08,3.6825426582456618e-08,9.490170641218902e-06,1.9017786606081372e-09,2.7804747539464914e-09,2.8307615728572374e-09,6.4926368530820549e-07,1.7432895195454628e-05,2.624113896254072e-08,1.3722677830779364e-14,4.6535217600711098e-06,2.3414269614327458e-06,6.9924860490394166e-08,9.5603838729249641e-10,7.452120703380526e-12,1.3739154385639701e-13,6.8081122311680591e-07,1.1091788361184964e-09,4.9131267467578889e-10,1.3828296983020958e-11,5.2424333832910543e-11,1.5648429920006503e-08,1.86302751295044e-12,1.2347511833808941e-14,4.0232663365332672e-17,4.3944326626831913e-13,2.3243741625795896e-13,1.5185422986673182e-11,7.7149645106745231e-13,1.7176405293478284e-14,7.6373034627811749e-14,1.6929037721959422e-10,5.9366807598856869e-14,8.9064119820356327e-10,2.0496824263350515e-11,1.3621184332930706e-08,3.6241138697463269e-12,2.20368734032431e-12,9.9174602415710253e-12,8.795122340013831e-21,6.3698098171920623e-19,4.8980177728716175e-12,2.4461450905851331e-21,1.6222343968120978e-15,5.2673211050485028e-13,5.0815292036534899e-21,1.2834244564239435e-12,3.7553982391589076e-17,1.7090907922428952e-15,4.1099956613975202e-09,1.3807997304522826e-08,2.0819699650899126e-09,3.9168299509888588e-12,4.6844466618247256e-10,4.720686579717935e-10,3.6239917893210644e-12,4.1443935123239844e-07,4.3042972774713361e-10,1.3218100537884106e-06,6.9478880130063024e-07,4.3204741369332063e-08,3.6029883353368203e-16
3.1509705227248138e-09,0.6627787110510351,154.0,0.0,0.0,0.0,0.93263980770602939,0.99999997870441859,18.999649373867204,0.0015721905749335383,0.0069944765760311615,0.0062819235640159182,0.00032135405428359909,1.1850482695734491e-09,6.4711845864221364e-06,0.017525473026784203,5.7902487211853446e-08,0.034111989357361774,7.4644712086721274e-06,2.6355606644421774e-12,0.00012203123648558276,4.3954235161994669e-14,1.4673690999516612e-05,0.00038136838948146177,0.00038156848853734512,6.7002233475608422e-08,3.8733507105870641e-08,1.0008234206191785e-05,2.1384576468586585e-09,3.1586124890574577e-09,3.2173030550533566e-09,6.9858162971694619e-07,1.8323635953305639e-05,2.8994044982908353e-08,1.4455852740419492e-14,4.7844573403132357e-06,2.4067790282162557e-06,7.7325055174893735e-08,1.0099709082007758e-09,8.3060582179874665e-12,1.4791227128137371e-13,7.3245959282570067e-07,1.2142785175559e-09,5.521211008955171e-10,1.5565925943741978e-11,5.9739425080502125e-11,1.7334172457018708e-08,2.1413270342556276e-12,1.4624852518002281e-14,4.5846596746546239e-17,5.1953752286027239e-13,2.6899962066641809e-13,1.6096191616905982e-11,8.1799424815325512e-13,1.8206636222200141e-14,8.0408329413404728e-14,1.7822512247514423e-10,6.0887101381390536e-14,9.1340524242828913e-10,2.102106841423852e-11,1.4350292351742306e-08,3.8181114460161348e-12,2.3216480231078631e-12,1.0448787592873065e-11,9.3252010130523347e-21,6.7110720009100389e-19,5.1508313360668475e-12,2.5724040559708978e-21,1.7059671187157744e-15,6.0384335573651996e-13,5.387791032913997e-21,1.3872562187110932e-12,4.0592197152383027e-17,1.9390555273794309e-15,4.4438932091000015e-09,1.4191329286050723e-08,2.1589515079776234e-09,4.2665868940367194e-12,4.9322777260129893e-10,4.9714048519416534e-10,3.9127125928664854e-12,4.2685647143779068e-07,4.4376413802209697e-10,1.3804713859196508e-06,7.4794735396413028e-07,4.4849417443788252e-08,3.7401433914794423e-16
3.2313501558494433e-09,0.6627787556293663,154.0,0.0,0.0,0.0,0.93099206638126841,0.99999997785931349,18.999640944213525,0.0016105764115389833,0.0071601204369489283,0.0064209372070720416,0.00032850511021006426,1.2131120763060615e-09,6.460433850141212e-06,0.017955036194905166,5.7800187769704733e-08,0.034953342409928083,7.6412765510168248e-06,2.6942095021435661e-12,0.00012802261356350246,4.4995346231630068e-14,1.5005902279964273e-05,0.00040058422881692661,0.00040079981930914789,7.0378319329168692e-08,4.0685388295710936e-08,1.0540751396394923e-05,2.3966815531009063e-09,3.5760707709878434e-09,3.644291976151611e-09,7.5018345479083522e-07,1.9234871427346037e-05,3.1952765648403009e-08,1.5209080576803318e-14,4.9151757995883753e-06,2.4720022794687113e-06,8.5282086617517594e-08,1.0654573365419627e-09,9.2300866443114014e-12,1.5892717429570243e-13,7.8631323502092726e-07,1.325966371728919e-09,6.1849479553087507e-10,1.7465072857117772e-11,6.7824309129897358e-11,1.9146105850926822e-08,2.4511876805848594e-12,1.7243374957831708e-14,5.2051306376317168e-17,6.114873977223738e-13,3.1011696787960795e-13,1.7037682817167643e-11,8.6606553113523991e-13,1.9271620586996954e-14,8.4543715354610943e-14,1.8738073828045737e-10,6.2403086608060667e-14,9.3610242944418216e-10,2.1543772856645097e-11,1.5097535229089667e-08,4.0169343466254137e-12,2.4425427062223157e-12,1.0993341217891394e-11,9.8732175534666292e-21,7.0608291867965783e-19,5.4096774533417258e-12,2.7016757712546675e-21,1.7916978507224734e-15,6.8964588137968181e-13,5.7044167654096788e-21,1.49643106187138e-12,4.3786756370447859e-17,2.1927599962999352e-15,4.7988198745370119e-09,1.4577775543068491e-08,2.2365522000307033e-09,4.6369496035309753e-12,5.1868519136497485e-10,5.2290159509678271e-10,4.2164037318080117e-12,4.3926086191671372e-07,4.5709814322027543e-10,1.4396497684949513e-06,8.0342421670344347e-07,4.6497892809897239e-08,3.8776152833052483e-16
3.311729788974073e-09,0.6627788020148284,154.0,0.0,0.0,0.0,0.92934771970283303,0.99999997698777665,18.999632539885173,0.0016488791147782661,0.0073251586994539713,0.0065589685380701814,0.0003356056349527675,1.2410732484372039e-09,6.4497053173517177e-06,0.018383750528963978,5.7698099083573531e-08,0.035793297031204423,7.8174352838015431e-06,2.752443912210058e-12,0.00013414284059301026,4.6032649767162166e-14,1.5335769567187419e-05,0.000420228146954752,0.00042046014671322886,7.3829615383453959e-08,4.2680756762563743e-08,1.1087768894948935e-05,2.6776999900502799e-09,4.0357255891730726e-09,4.1147198564939079e-09,8.0410663653457593e-07,2.0166480446316249e-05,3.5126663174755625e-08,1.5982426612237906e-14,5.0456773680633266e-06,2.5370968904793056e-06,9.3821298052801585e-08,1.1225027825389697e-09,1.0227732816582371e-11,1.7044472164038333e-13,8.4238705221179997e-07,1.4444394676874341e-09,6.907670216043823e-10,1.9535571913749155e-11,7.6733904007316653e-11,2.1089546979751155e-08,2.7950648185687709e-12,2.0242811909986101e-14,5.8888939178801714e-17,7.1665636122052175e-13,3.5621364498621535e-13,1.8010428826145605e-11,9.1573738042049839e-13,2.0371960418554166e-14,8.877924810025965e-14,1.9675730026647196e-10,6.3914778972941573e-14,9.5873299440394488e-10,2.206494300593767e-11,1.5862847189106123e-08,4.2205650610109348e-12,2.5663607425074873e-12,1.1551073120077976e-11,1.0439480680102107e-20,7.4190505475160039e-19,5.6745342300791217e-12,2.8339493019293246e-21,1.8794193412327709e-15,7.8483688892526353e-13,6.0315847686228482e-21,1.6110744743266032e-12,4.7141331995214822e-17,2.4719434581655232e-15,5.1755666083470104e-09,1.4967491809435503e-08,2.314778206531002e-09,5.0285356119427551e-12,5.4482224379247198e-10,5.4935770412953227e-10,4.5354603370604738e-12,4.5164981195704426e-07,4.7042828546530327e-10,1.4993085981439647e-06,8.6123900808402467e-07,4.8149478381405255e-08,4.0153465455992033e-16
3.3921094220987025e-09,0.6627788501949476,154.0,0.0,0.0,0.0,0.92770675942484282,0.99999997608884272,18.999624160718636,0.0016870988574034225,0.007489593486177201,0.0066960225526151041,0.00034265588559864778,1.2689321456495928e-09,6.4389989336453958e-06,0.018811617770523856,5.7596220641514616e-08,0.036631856108659933,7.9929496730691444e-06,2.8102660031205001e-12,0.00014039093854549724,4.7066159112092224e-14,1.5663304776480365e-05,0.00044029707432569927,0.00044054644086573898,7.7355582185558145e-08,4.4719300592194834e-08,1.1649332887270983e-05,2.9827918594169624e-09,4.5405760241523285e-09,4.6317096317033925e-09,8.603877902145469e-07,2.1118342177590326e-05,3.852524792591547e-08,1.6775955424541455e-14,5.1759623270175619e-06,2.6020630576566726e-06,1.0296841935038726e-07,1.1811123023637778e-09,1.1302586665433503e-11,1.8247319771866438e-13,9.0069450899585282e-07,1.5698928638115928e-09,7.6928018216412217e-10,2.178753294611931e-11,8.6525122197860374e-11,2.3169847389733828e-08,3.1755144133327283e-12,2.3666228605704505e-14,6.6403172736691626e-17,8.3652068566090815e-13,4.0774033123958328e-13,1.9014988834674964e-11,9.670382599557038e-13,2.1508288236601395e-14,9.3115026630893867e-14,2.0635497843401588e-10,6.542219419348771e-14,9.8129717191345706e-10,2.2584584264885044e-11,1.6646162688618865e-08,4.4289861405308741e-12,2.6930915224540365e-12,1.212193547260657e-11,1.1024314884268104e-20,7.785705364741942e-19,5.9453798491959721e-12,2.96921375220945e-21,1.9691243643268823e-15,8.901472571200349e-13,6.3694825228409593e-21,1.7313117716564255e-12,5.0659590918189985e-17,2.7784223372064651e-15,5.5749253522729447e-09,1.5360636700554121e-08,2.3936378518836579e-09,5.4419662260792335e-12,5.7164452980644606e-10,5.7651481021617593e-10,4.870280409729949e-12,4.6402072814530002e-07,4.8375125170603385e-10,1.5594126463138507e-06,9.2140993372108265e-07,4.9803525041511766e-08,4.1532830463331003e-16
3.472489055223332e-09,0.6627789001573118,154.0,0.0,0.0,0.0,0.92606917732404059,0.99999997516154082,18.999615806551748,0.0017252358117577785,0.0076534269121425946,0.0068321042240306268,0.00034965611808718066,1.2966891263383546e-09,6.4283146447641331e-06,0.019238639656964457,5.7494551932987269e-08,0.03746902252264947,8.1678219767505636e-06,2.8676778739429065e-12,0.0001467659343278688,4.8095887562154777e-14,1.5988519770006505e-05,0.00046078795581489754,0.00046105568728954861,8.0955682822834538e-08,4.6800709339158007e-08,1.2225489063304884e-05,3.3132646171029547e-09,5.0937455686629201e-09,5.1985173233712842e-09,9.1906268135914087e-07,2.2090336129191457e-05,4.2158174799415238e-08,1.7589730900155474e-14,5.3060309966375624e-06,2.6669009933507271e-06,1.1274955648709674e-07,1.2412908983803562e-09,1.2458299579844858e-11,1.9502070448510002e-13,9.6124768849526206e-07,1.7025195180294272e-09,8.5438569803301295e-10,2.4231337824261576e-11,9.7256857368451019e-11,2.5392389809649732e-08,3.5951926622017207e-12,2.7560192979620897e-14,7.4639205101825831e-17,9.7267510819324199e-13,4.6517503377459926e-13,2.0051949083082662e-11,1.0199980226438673e-12,2.2681267160121762e-14,9.7551194462602724e-14,2.1617403983521807e-10,6.6925348013016145e-14,1.0037951960435663e-09,2.3102702023928925e-11,1.7447416416562701e-08,4.6421801983093434e-12,2.8227244741089412e-12,1.2705880617946456e-11,1.1628060491489354e-20,8.1607630288835555e-19,6.2221925709532172e-12,3.1074582649364052e-21,2.0608057197017152e-15,1.0063420518787757e-12,6.7183066568345504e-21,1.857268153964488e-12,5.4345196651548801e-17,3.1140914755387756e-15,5.9976884442846006e-09,1.5757371792988257e-08,2.4731415055719917e-09,5.8778669619951308e-12,5.9915793299944397e-10,6.043791979885026e-10,5.2212649890588335e-12,4.7637112958854024e-07,4.9706386803436193e-10,1.6199280127203313e-06,9.8395383945196891e-07,5.1459420690609288e-08,4.2913737404666844e-16
3.5528686883479616e-09,0.6627789518895649,154.0,0.0,0.0,0.0,0.92443496519973067,0.99999997420489406,18.999607477223702,0.001763290149777048,0.0078166610847920353,0.0069672185034507913,0.00035660658721507695,1.3243445476152315e-09,6.4176523965995715e-06,0.01966481792149714,5.739309244885152e-08,0.038304799146442602,8.3420544446912692e-06,2.9246816143729919e-12,0.00015326686074782251,4.9121848365473336e-14,1.6311426357015729e-05,0.00048169775069930145,0.00048198488684553416,8.4629382911915835e-08,4.8924674020446408e-08,1.2816282619736991e-05,3.6704535329243875e-09,5.6984833792007397e-09,5.8185336437186759e-09,9.8016623664341753e-07,2.3082342151764478e-05,4.6035239655626823e-08,1.8423816237237387e-14,5.4358837266237622e-06,2.731610921885763e-06,1.2319118116384174e-07,1.3030435193859771e-09,1.3698582791290251e-11,2.0809516334313115e-13,1.0240573468602326e-06,1.8425102060014426e-09,9.4644388216468721e-10,2.687763674392799e-11,1.0898996949402546e-10,2.776258479468575e-08,4.0568555284347019e-12,3.1974948436342393e-14,8.3643743380357005e-17,1.1268385739004783e-12,5.2902391985231272e-13,2.1121922919025754e-11,1.0746479136894046e-12,2.3891590972861756e-14,1.0208794083073685e-13,2.2621485121358039e-10,6.8424256203143589e-14,1.0262273003415861e-09,2.3619301661448662e-11,1.8266543293403981e-08,4.8601299090836812e-12,2.9552490629826411e-12,1.3302861067443694e-11,1.2251073699640044e-20,8.5441930388165712e-19,6.5049507327682568e-12,3.2486720214846715e-21,2.1544562326087537e-15,1.1342210175069111e-12,7.0782629698898172e-21,1.9890687647969265e-12,5.8201811052156195e-17,3.4809253762833726e-15,6.4446480509030747e-09,1.6157861691439414e-08,2.5533014779036615e-09,6.336867995828289e-12,6.2736862582832476e-10,6.3295744415162821e-10,5.5888183233036713e-12,4.8869864336521279e-07,5.1036309425449139e-10,1.6808220801229933e-06,1.0488862627022775e-06,5.3116587574787766e-08,4.4295704471626605e-16
3.633248321472591e-09,0.6627790053794117,154.0,0.0,0.0,0.0,0.92280411487371894,0.99999997321792167,18.999599172574992,0.0018012620429904286,0.0079792981040102007,0.0071013703199106831,0.00036350754664096437,1.3518987653127725e-09,6.4070121351927096e-06,0.020090154293179341,5.7291841681364414e-08,0.039139188846250429,8.5156493186776888e-06,2.9812793047725716e-12,0.00015989275647932774,5.0144054722716171e-14,1.663203629406097e-05,0.00050302343258555593,0.00050333105566414819,8.8376150587804256e-08,5.1090887109184345e-08,1.3421758262198462e-05,4.0557209482107269e-09,6.3581654593058997e-09,6.4952855352903634e-09,1.0437325546592142e-06,2.4094240440505671e-05,5.0166375790535053e-08,1.9278273948733863e-14,5.5655208888711377e-06,2.7961930764780458e-06,1.3432012056573178e-07,1.3663750608509651e-09,1.5027205779866464e-11,2.2170431704936033e-13,1.0891329658962823e-06,1.9900534467623258e-09,1.0458238109534378e-09,2.9737344418068414e-11,1.2178726850638405e-10,3.0285867495646462e-08,4.5633581819055087e-12,3.6964589000202461e-14,9.3464991184112816e-17,1.3008600539105279e-12,5.9982214523376925e-13,2.2225550819815707e-11,1.1310205720820914e-12,2.5139984148658576e-14,1.067255018511198e-13,2.3647788159700893e-10,6.991893456619109e-14,1.048593717842755e-09,2.4134388544025239e-11,1.9103478470574229e-08,5.0828180090542592e-12,3.0906547919577097e-12,1.3912829500909241e-11,1.2893726595860999e-20,8.9359650016187555e-19,6.7936327490306945e-12,3.3928442416698248e-21,2.2500687537930299e-15,1.2746190495285181e-12,7.4495664415828205e-21,2.1268387515823763e-12,6.223309609010736e-17,3.8809794388577605e-15,6.9165956257250781e-09,1.6562274084207662e-08,2.6341319245929999e-09,6.8196046294268614e-12,6.5628307491483646e-10,6.6225642295845067e-10,5.9733480436145957e-12,5.0100100019017475e-07,5.2364601868920049e-10,1.7420634704166861e-06,1.1162214820983729e-06,5.4774479864084894e-08,4.5678276478288713e-16
3.7136279545972208e-09,0.6627790606146152,154.0,0.0,0.0,0.0,0.92117661819024965,0.99999997219963943,18.999590892447458,0.0018391516625216901,0.0081413400621495151,0.0072345645804369248,0.00037035924889005083,1.379352133988552e-09,6.3963938067334806e-06,0.020514650496928216,5.719079912417608e-08,0.039972194481250507,8.6886088324637708e-06,3.0374730162078049e-12,0.00016664266602830601,5.116251978725257e-14,1.6950361285213957e-05,0.00052476198934826434,0.00052509122507726747,9.2195456493033499e-08,5.3299042528360623e-08,1.404196020745447e-05,4.4704555324733606e-09,7.0762957757847996e-09,7.2324376466966811e-09,1.109794916571794e-06,2.5125911537050371e-05,5.4561650451675452e-08,2.0153165865436289e-14,5.6949428718708427e-06,2.8606476968936735e-06,1.4616354726382136e-07,1.4312903651569455e-09,1.6447994702178307e-11,2.3585573162284487e-13,1.1564828038714597e-06,2.1453354353505521e-09,1.1529031928158665e-09,3.2821636181499883e-11,1.3571349657699458e-10,3.29676945494347e-08,5.1176543532315044e-12,4.258723669668811e-14,1.0415263503356935e-16,1.4967244334714632e-12,6.7813467831102409e-13,2.3363500382499752e-11,1.1891500303921655e-12,2.6427201840286085e-14,1.1146416165678483e-13,2.4696370483910231e-10,7.1409398937555673e-14,1.0708946810816925e-09,2.4647968026705129e-11,1.9958157329913387e-08,5.3102272957368728e-12,3.2289312011991133e-12,1.4535738766214242e-11,1.3556407154223863e-20,9.336048632309964e-19,7.0882171109217436e-12,3.5399641836583482e-21,2.3476361594333118e-15,1.4284066494030661e-12,7.8324412304299072e-21,2.270703327559176e-12,6.6442715660786322e-17,4.3163911883047416e-15,7.4143213931938042e-09,1.6970779788138061e-08,2.7156487593393545e-09,7.3267177697757228e-12,6.8590804643274345e-10,6.9228331177371416e-10,6.3752653409707116e-12,5.1327603028534285e-07,5.3690985321444724e-10,1.8036220020211648e-06,1.1859725653783608e-06,5.643258145375573e-08,4.7061023027587819e-16
3.79400758772185e-09,0.6627791175829973,154.0,0.0,0.0,0.0,0.9195524670159464,0.9999999711490587,18.999582636684224,0.0018769591790902633,0.0083027890440550613,0.0073668061701378023,0.00037716194535877069,1.4067050069293719e-09,6.3857973575603694e-06,0.020938308253533523,5.7089964272326028e-08,0.040803818903610505,8.8609352117974774e-06,3.0932648104873016e-12,0.00017351563969851213,5.2177256665308904e-14,1.7266412982280057e-05,0.00054691042306865287,0.00054726244155032242,9.6086773766899477e-08,5.5548835644601629e-08,1.4676932185580939e-05,4.9160715402155912e-09,7.8565073090534295e-09,8.0337937453971921e-09,1.1783857966640878e-06,2.6177236331318702e-05,5.923126139688858e-08,2.1048553139018655e-14,5.8241500765183713e-06,2.9249750277130667e-06,1.5874896925697241e-07,1.4977942218336591e-09,1.7964830840757766e-11,2.5055679825785374e-13,1.2261139445579967e-06,2.3085399819873737e-09,1.2680682343393921e-09,3.6141944017946448e-11,1.5083530913843691e-10,3.5813541086895768e-08,5.7227956074954492e-12,4.8905221016258062e-14,1.157578297927779e-16,1.7165584650098189e-12,7.6455711964480291e-13,2.4536466284581411e-11,1.2490717130282461e-12,2.7754029835080678e-14,1.1630425350853408e-13,2.5767300210462637e-10,7.2895665188036623e-14,1.0931304221037074e-09,2.5160045453260823e-11,2.0830515483122666e-08,5.5423406278176792e-12,3.3700678680659953e-12,1.5171541878892237e-11,1.4239519215871206e-20,9.7444137535966474e-19,7.3886823862369087e-12,3.6900211438790753e-21,2.4471513510833747e-15,1.5964903614082666e-12,8.2271206624133465e-21,2.4207878351530885e-12,7.083433743936834e-17,4.7893815005240508e-15,7.938613856699757e-09,1.7383552783961188e-08,2.7978695736449829e-09,7.8588544213214142e-12,7.162506115637192e-10,7.230455967099331e-10,6.7949851462142483e-12,5.2552165944361952e-07,5.5015192851001985e-10,1.8654686485529503e-06,1.2581514156521297e-06,5.8090403965284728e-08,4.8443536844291645e-16
