Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218),S(2260),S(2221)
8.832453077493049e-10,0.5037456296463688,154.0,0.0,0.0,0.0,0.99986916527420888,0.99999999998561528,18.999982542494948,1.3100632260860607e-05,5.3787229658093465e-05,3.6791200771260091e-05,1.7214666339493279e-05,3.4879989740443035e-11,7.6705601968810279e-09,4.5546638541645583e-06,4.2203143420709689e-12,5.072376754401149e-06,2.315757778407347e-07,3.6339751669388247e-13,5.6653029813806581e-08,3.1631195584743952e-15,5.1605621243805861e-09,5.0377596040252698e-09,5.0421218460948387e-09,2.6080582783640086e-12,1.7514603143049183e-12,4.1649678095430207e-09,1.847550925820587e-19,1.76890654401564e-19,1.7689913121791728e-19,1.0086511195685045e-10,7.4205112937767981e-09,3.1422153314727977e-14,3.6086810742942143e-18,2.993182151756314e-11,2.6803026525170844e-11,2.7223934676004155e-15,2.1276373300620886e-14,6.3426169009942258e-21,5.6291743475081711e-19,5.6381386327010716e-11,3.4977148219769232e-16,1.8801298926965696e-17,1.8460964083913371e-18,5.0270968430286429e-20,2.3816971971503071e-13,1.7955856373704368e-21,4.2640048735870386e-24,1.5695781378778305e-26,4.2171645686131122e-23,2.5668003072846112e-21,1.0528628315504947e-17,4.1813010700587468e-18,1.3185796161901483e-21,4.0652877290312842e-21,1.9269917237613864e-17,3.1065851969203005e-19,1.9497355198046681e-14,8.2458821447430751e-16,1.3981785269534548e-14,1.5035305504340422e-17,1.131036784274953e-17,3.5209211727934316e-17,1.2849843011339706e-25,2.3255175941139542e-23,4.0853376562954948e-17,2.3577311424981715e-26,7.8239315792751942e-21,6.2643671464800259e-25,7.2744203799538937e-26,3.9055059086489986e-20,4.3487703500208259e-25,3.3369222064710141e-25,1.0350279768994903e-12,1.1996574836271825e-11,1.3491766586163586e-12,1.6755156015877759e-17,3.1706326304432277e-15,3.1781508298620638e-15,7.5181994188367978e-18,2.5615783768331274e-09,6.6947253789547627e-13,6.645674970184056e-10,5.6619185008960436e-11,2.0857701524862103e-10
8.956761841039243e-10,0.5037456288520759,154.0,0.0,0.0,0.0,0.99986732342384932,0.99999999998532429,18.999982266172282,1.3284932992473651e-05,5.4544068631532916e-05,3.727821501690118e-05,1.748739312327052e-05,3.537078498079088e-11,7.6705473818045587e-09,4.6188115368841102e-06,4.2203065689263402e-12,5.1438168178189946e-06,2.3484067724856534e-07,3.6915471512196836e-13,5.8258719093409912e-08,3.2077151879953112e-15,5.2601948615665729e-09,5.2142412400773229e-09,5.2187564835866443e-09,2.6994469504570573e-12,1.8129037677769182e-12,4.2840723069735507e-09,2.0091660725769878e-19,1.923713254897051e-19,1.9238068251096474e-19,1.0517395701782821e-10,7.6278370810753086e-09,3.3162611768660662e-14,3.6860233560850216e-18,3.0737055466136523e-11,2.7523076856078533e-11,2.8916129233677367e-15,2.2054476869179949e-14,6.8273322605047274e-21,5.8698765642190662e-19,5.9683167586760794e-11,3.6964474586910183e-16,2.0135551519325953e-17,1.9994998023340603e-18,5.4570680408540423e-20,2.5599790956677855e-13,1.9769793929218888e-21,4.7412984221597569e-24,1.7038271020300686e-26,4.6435808305857607e-23,2.7891043848309211e-21,1.0835597520981985e-17,4.320651270253372e-18,1.3570475209741489e-21,4.2174541465173514e-21,1.9993888702001704e-17,3.1745120372019884e-19,1.9923578827378242e-14,8.4288277200210383e-16,1.450856867659914e-14,1.5602089518831545e-17,1.1736741124919918e-17,3.6557797172630402e-17,1.327808970775396e-25,2.414589703161564e-23,4.2243653487552336e-17,2.4379668409343047e-26,8.0901926242336759e-21,6.9098571212296037e-25,7.5168549775352426e-26,4.1127817163710955e-20,4.5795796857266543e-25,3.5809407538332353e-25,1.0641965240858952e-12,1.2215972213268133e-11,1.3914946059834606e-12,1.7583897818486254e-17,3.2703205925054315e-15,3.2781788285616251e-15,7.8582360561945355e-18,2.6307811277176798e-09,6.8760008626959657e-13,6.925731888576198e-10,5.9938773068774741e-11,2.1762950664812733e-10
9.081070604585437e-10,0.5037456280577854,154.0,0.0,0.0,0.0,0.99986548156039212,0.99999999998503064,18.999981989844105,1.3469231537781933e-05,5.5300903094264893e-05,3.7765219108013818e-05,1.7760120521033921e-05,3.5861577283280065e-11,7.670534532462073e-09,4.6829590804633072e-06,4.2202987944613309e-12,5.2152567522534607e-06,2.3810555711400869e-07,3.7491192651126626e-13,5.9886840928456306e-08,3.2523105505834937e-15,5.3600758860346765e-09,5.3941017898469878e-09,5.398772971111003e-09,2.7925858334927727e-12,1.8755253934713998e-12,4.4048854265525997e-09,2.1822037135646111e-19,2.0894685529359297e-19,2.089571689998182e-19,1.0960268553040451e-10,7.8380080606278602e-09,3.4974238944838272e-14,3.7641143025530864e-18,3.1551808966335088e-11,2.8251599685049582e-11,3.0687574603604635e-15,2.2848521105474783e-14,7.3414900237412137e-21,6.1172857655684758e-19,6.3122628171060113e-11,3.9034031481487342e-16,2.1543422750432635e-17,2.1631191387890762e-18,5.9168544348069255e-20,2.7486186298208677e-13,2.1737110836395344e-21,5.264101622168155e-24,1.8473853250989076e-26,5.1061956843496545e-23,3.0270973637402463e-21,1.1147664702174205e-17,4.4626318298208421e-18,1.3961545776965176e-21,4.3728933677640152e-21,2.0733477616267546e-17,3.24276248361461e-19,2.035183210633356e-14,8.6126683866700312e-16,1.5046776464695312e-14,1.6181172613684905e-17,1.2172366789647539e-17,3.7936059981558768e-17,1.37144199433529e-25,2.5056219588077496e-23,4.3657527007770417e-17,2.5195643467175744e-26,8.3609729219830776e-21,7.6108494159011776e-25,7.7638657448759201e-26,4.3277838355435583e-20,4.8189928722751655e-25,3.8390727361783165e-25,1.093887159209562e-12,1.2436713214464623e-11,1.4345755875038966e-12,1.8442645129225809e-17,3.3718162733654202e-15,3.380025167097176e-15,8.2088937317566647e-18,2.70062381638797e-09,7.0589700351756651e-13,7.2127360093473533e-10,6.3397075309556854e-11,2.2692238201574321e-10
9.205379368131631e-10,0.5037456272634989,154.0,0.0,0.0,0.0,0.99986363968383807,0.99999999998473432,18.999981713510881,1.3653527896804947e-05,5.6057733044705214e-05,3.8252213520352907e-05,1.8032848054921219e-05,3.6352366646908397e-11,7.6705216946915281e-09,4.7471064849193628e-06,4.2202910199401267e-12,5.2866965577232313e-06,2.4137041743025295e-07,3.8066914077417886e-13,6.1537395103799858e-08,3.2969056461480294e-15,5.4601968278818907e-09,5.5773495198506603e-09,5.5821795826126852e-09,2.8874792119391187e-12,1.9393280834048195e-12,4.5274083831091283e-09,2.3672814744098377e-19,2.2667650695087206e-19,2.2668785919355761e-19,1.1415291129476245e-10,8.0510241993055685e-09,3.6858944927153284e-14,3.8429544481602484e-18,3.2376039099638302e-11,2.8988555773485622e-11,3.2540786094064181e-15,2.3658561389098681e-14,7.8864244988186562e-21,6.3714925615979505e-19,6.6703133943133749e-11,4.11879784193642e-16,2.3027837810222623e-17,2.3374681908003804e-18,6.4080502560635765e-20,2.9480441879177928e-13,2.3868303704929029e-21,5.836014246514358e-24,2.000750583820969e-26,5.6075093937149153e-23,3.2816408781218319e-21,1.1464867090062823e-17,4.6072609542909801e-18,1.4359054530940089e-21,4.5316205313182184e-21,2.1488755790819667e-17,3.3113282805844588e-19,2.0782063252048634e-14,8.7973813086348923e-16,1.5596462376473622e-14,1.6772612707446149e-17,1.2617288409594165e-17,3.934413916531458e-17,1.4158889666806789e-25,2.5986235425023309e-23,4.5094927759960881e-17,2.6025196567312784e-26,8.6362591884283998e-21,8.3711835470624603e-25,8.0154843550593802e-26,4.5506775228487018e-20,5.0671939431497594e-25,4.1119243461887021e-25,1.124107226761804e-12,1.2658793666424033e-11,1.4784240775161829e-12,1.9332117965321677e-17,3.4751305661228709e-15,3.483700929996202e-15,8.5703638733326577e-18,2.7710967739460853e-09,7.2436078757795622e-13,7.5067270120963976e-10,6.6997500408301474e-11,2.3645774446122755e-10
9.453996895224018e-10,0.5037456256749421,154.0,0.0,0.0,0.0,0.99985995589144605,0.99999999998413402,18.999981160830941,1.4022114056073114e-05,5.7571379402378582e-05,3.9226174952450408e-05,1.8578301878875197e-05,3.7333936553430255e-11,7.6704960162604628e-09,4.8754008766322476e-06,4.2202754708824735e-12,5.4295757819562856e-06,2.4790007938785915e-07,3.9218354304347035e-13,6.4905799614559525e-08,3.3860950358293867e-15,5.6611263666649546e-09,5.9540382242055254e-09,5.959194909745243e-09,3.0825458867911572e-12,2.0704877474038964e-12,4.7775886662132763e-09,2.7761451423993256e-19,2.658465055524306e-19,2.6586020338832115e-19,1.2362430920881909e-10,8.4855918244068255e-09,4.0855359820828009e-14,4.0028844565136169e-18,3.405275855559616e-11,3.0487611679663407e-11,3.6502778054619288e-15,2.5326844198148368e-14,9.0741627260963245e-21,6.9006613799057742e-19,7.4300832460741546e-11,4.5757802633745854e-16,2.6238362203961196e-17,2.7204988946236991e-18,7.4913531400457208e-20,3.3810190136293791e-13,2.8667132359859475e-21,7.142738436845158e-24,2.3389888716636069e-26,6.7369219136998497e-23,3.8439995021052937e-21,1.211482860249716e-17,4.9045387987505119e-18,1.5173576016867185e-21,4.8589974144632064e-21,2.3046658297377593e-17,3.4493739382126718e-19,2.1648258499992679e-14,9.1693354353409276e-16,1.6730476816469088e-14,1.7992788318040464e-17,1.3535188353178406e-17,4.2250284655349327e-17,1.5072474686962351e-25,2.7905702280339915e-23,4.8040024507246333e-17,2.7724871576662078e-26,9.2002947674701574e-21,1.008626698847112e-24,8.532673672943887e-26,5.0208043054757851e-20,5.5906999667660168e-25,4.7042981625721826e-25,1.1861659279884463e-12,1.3106956329994877e-11,1.5684413991735698e-12,2.1206168081062349e-17,3.6872583825437232e-15,3.6965848955354201e-15,9.3265129916982684e-18,2.9138955848698428e-09,7.6177914432881269e-13,8.1158215523988598e-10,7.4638447051663842e-11,2.5626416919914955e-10
9.702614422316406e-10,0.5037456240864135,154.0,0.0,0.0,0.0,0.99985627204668415,0.99999999998352307,18.999980608135253,1.4390691470434072e-05,5.9085007691897494e-05,4.0200102107767724e-05,1.912375178360951e-05,3.8315494692151397e-11,7.6704703456722576e-09,5.0036947123269441e-06,4.2202599222914035e-12,5.572454490853026e-06,2.5442966306682987e-07,4.0369786257918585e-13,6.8363930903580152e-08,3.4752833562941197e-15,5.86292199982826e-09,6.344368083016098e-09,6.3498632496795503e-09,3.2846784507591345e-12,2.2064040058966275e-12,5.0346228739083228e-09,3.2411698376015172e-19,3.1040078842779064e-19,3.1041723118287385e-19,1.3360105891202586e-10,8.9315397025860187e-09,4.516764181527756e-14,4.1658176316396549e-18,3.576687433757703e-11,3.2019934282464476e-11,4.0823065230158236e-15,2.7059738928937952e-14,1.0402032157502862e-20,7.4581079092060972e-19,8.2503538326360233e-11,5.0691711373809016e-16,2.9791978112142381e-17,3.153057202377779e-18,8.7209621992248389e-20,3.8625392905867713e-13,3.4261685603211787e-21,8.6950203257935186e-24,2.7229087527551386e-26,8.0546009867622366e-23,4.4837718843586794e-21,1.2785788709917579e-17,5.212634776557315e-18,1.601442404096635e-21,5.1996986581964518e-21,2.4668135504825455e-17,3.5885870750609011e-19,2.2521776085422198e-14,9.5445187793211751e-16,1.791101521646105e-14,1.9263050901102907e-17,1.4490767872056671e-17,4.527727404895862e-17,1.6019305660367699e-25,2.990498477093558e-23,5.107835353415444e-17,2.9478352823750567e-26,9.7821863299012708e-21,1.208999141098948e-24,9.0686838466927507e-26,5.5244987287566615e-20,6.1515862967771487e-25,5.3632608615962106e-25,1.2504349519455954e-12,1.3560427222409416e-11,1.6615820413183479e-12,2.3211999729339768e-17,3.9067904788060547e-15,3.9169187165231389e-15,1.0128237717084826e-17,3.0591032559764272e-09,7.9983592264406342e-13,8.7533057667632173e-10,8.2889251550224916e-11,2.7706491342567941e-10
9.951231949408794e-10,0.5037456224979197,154.0,0.0,0.0,0.0,0.99985258814956324,0.99999999998290112,18.999980055425969,1.4759260140043732e-05,6.0598617900620926e-05,4.1173997148633378e-05,1.9669195589780585e-05,3.9297041054875557e-11,7.6704446683064752e-09,5.1319879923111379e-06,4.2202443730858991e-12,5.7153326847522412e-06,2.6095916841261286e-07,4.1521205337584401e-13,7.1911787248000431e-08,3.5644706067970015e-15,6.0655263395110544e-09,6.7483957875078306e-09,6.7542413450232633e-09,3.4939062863536156e-12,2.3470966920702093e-12,5.2985207231194717e-09,3.7681607361089741e-19,3.6089656381201217e-19,3.6091620490438435e-19,1.4409606695804892e-10,9.3888675869328456e-09,4.9811980000986551e-14,4.3317582238076982e-18,3.7518050003147437e-11,3.3585216156643207e-11,4.5523278681454519e-15,2.8857637304394683e-14,1.1882184553769239e-20,8.0445570576291997e-19,9.1338784568758404e-11,5.600785593867408e-16,3.3714722276640275e-17,3.6399020310102909e-18,1.0111891146515984e-19,4.3964092622710584e-13,4.0757181703696792e-21,1.0530567614432113e-23,3.1571980622765205e-26,9.5857233506448614e-23,5.2091354693192306e-21,1.3478061286479583e-17,5.5317024020539337e-18,1.688199202901865e-21,5.5538326470973632e-21,2.6353700069387058e-17,3.7289088803708205e-19,2.3402247119427359e-14,9.9227686619138724e-16,1.9138460478643097e-14,2.058381311052819e-17,1.5484337409602123e-17,4.8426093356669718e-17,1.6999854362543496e-25,3.1984734142624352e-23,5.42093006832483e-17,3.1285285865876768e-26,1.0381816254507127e-20,1.4420808671126482e-24,9.6237819529930509e-26,6.0631085748724805e-20,6.7513538551470024e-25,6.0942981019478658e-25,1.3169795062209766e-12,1.4019173697219823e-11,1.7578812173235493e-12,2.5355718954923776e-17,4.1338127312560317e-15,4.1447898418002067e-15,1.0977110544177508e-17,3.2066478499742962e-09,8.3851249679875626e-13,9.4194489774524262e-10,9.1777827144549474e-11,2.9887557326471264e-10
9.999999999999999e-10,0.5037456209094663,154.0,0.0,0.0,0.0,0.99985186552147576,0.99999999998277789,18.999979947006768,1.4831556412475438e-05,6.089552090847907e-05,4.1365029794091247e-05,1.9776187302042167e-05,3.9489576792753748e-11,7.6704396309153424e-09,5.1571535429456053e-06,4.2202413229324295e-12,5.7433591720878107e-06,2.6223996693412512e-07,4.1747062332331216e-13,7.2618250000167397e-08,3.5819651783659805e-15,6.1053587918581722e-09,6.8292602255478832e-09,6.8351759160667669e-09,3.5357825634838574e-12,2.375256507719376e-12,5.3510921726850873e-09,3.8793299364039385e-19,3.7154924916946981e-19,3.7156957585608505e-19,1.4621664448836957e-10,9.4799106702370762e-09,5.0763373090587853e-14,4.3646618076161419e-18,3.7865874319919673e-11,3.3896097524999621e-11,4.6491733840483253e-15,2.9217965824587868e-14,1.2191482770803731e-20,8.1630578872810957e-19,9.3148468065283424e-11,5.7097082590682345e-16,3.4529819696432289e-17,3.7421983075862657e-18,1.0405020208096488e-19,4.5076114707585413e-13,4.2146774101009021e-21,1.0927405876179798e-23,3.2487217343914706e-26,9.9134434929354329e-23,5.3622063691483033e-21,1.361638313458278e-17,5.5955903240682715e-18,1.7055340640134229e-21,5.6248833299038799e-21,2.6691896096726859e-17,3.7565591929488411e-19,2.3575742965560742e-14,9.9973113455879874e-16,1.9384766918760439e-14,2.0848848262093305e-17,1.5683715433405583e-17,4.9058129982466852e-17,1.7196192737542224e-25,3.2402185144037142e-23,5.483426925960156e-17,3.1645967895029279e-26,1.0501508472955992e-20,1.4919952846740245e-24,9.73493100650359e-26,6.1729732832669105e-20,6.8736935641650606e-25,6.2466430814606512e-25,1.3303054405267173e-12,1.4109776133452776e-11,1.7771445251609894e-12,2.5792936022841438e-17,4.1792307807010478e-15,4.1903800711062284e-15,1.1149290405181505e-17,3.2358578849939719e-09,8.461703283595569e-13,9.5535015284384494e-10,9.3598619037131753e-11,3.0327366967192356e-10
1.0199849476501182e-09,0.5037456209094663,154.0,0.0,0.0,0.0,0.99984890420009387,0.99999999998226852,18.999979502704758,1.5127820065058016e-05,6.2112210015922436e-05,4.214786175677913e-05,2.0214631598580758e-05,4.0278575633416462e-11,7.6704189907139792e-09,5.2602807168798862e-06,4.2202288235817373e-12,5.8582103639786675e-06,2.6748859537075136e-07,4.2672607957197335e-13,7.5549366924207378e-08,3.6536567865942004e-15,6.2688857965589946e-09,7.1661742717625135e-09,7.1723821780460226e-09,3.7102568287560339e-12,2.492584324669099e-12,5.5692919301684479e-09,4.3633313044635428e-19,4.179303167680219e-19,4.1795366922944741e-19,1.5512223847345667e-10,9.8575752356145011e-09,5.4804967162632782e-14,4.5007104831465073e-18,3.9305952135203182e-11,3.5183152716212277e-11,5.062572120292337e-15,3.07209107396666e-14,1.3527457017817736e-20,8.6607337600084345e-19,1.0083434084318324e-10,6.1724771376452386e-16,3.8033837567002404e-17,4.1860959640809282e-18,1.1680227596359306e-19,4.9866033122523508e-13,4.8269379263309533e-21,1.2691643350120435e-23,3.6468799514417138e-26,1.1358046022076064e-22,6.0288824373946582e-21,1.4191967628124119e-17,5.8618988171542658e-18,1.7776682708714271e-21,5.9215026111437042e-21,2.8103839571338681e-17,3.8702835026575609e-19,2.428932127505563e-14,1.0303930590216819e-15,2.0413176257485295e-14,2.1955466856723815e-17,1.6516191803669816e-17,5.1697677165000208e-17,1.8014603717150296e-25,3.4145567676418682e-23,5.7432232011657612e-17,3.3145304841764621e-26,1.0999063130295343e-20,1.7120992309372511e-24,1.0198241379601739e-25,6.6379921694510915e-20,7.3915153060763078e-25,6.9031906655464184e-25,1.38586770989815e-12,1.4483163451799205e-11,1.8573738862512408e-12,2.7643587687837949e-17,4.368410461498817e-15,4.3802851835321982e-15,1.1874722033382278e-17,3.3564597231617467e-09,8.7779083037637996e-13,1.0114500401648338e-09,1.0133234071033004e-10,3.217112263064945e-10
1.044846700359357e-09,0.5037456193210568,154.0,0.0,0.0,0.0,0.99984522019828714,0.99999999998162503,18.999978949972924,1.5496371245632843e-05,6.3625784025190109e-05,4.3121697244581864e-05,2.0760058480500493e-05,4.1260098419596846e-11,7.6703933134563424e-09,5.3885728863282029e-06,4.2202132739271901e-12,6.0010875288570225e-06,2.740179438868513e-07,4.3823991310190835e-13,7.9276668207837337e-08,3.7428418949427432e-15,6.4729503174097061e-09,7.5977529683136111e-09,7.6043352264967564e-09,3.9337556982953031e-12,2.6428841974205901e-12,5.8469462108466328e-09,5.0333189157013539e-19,4.8213932058096534e-19,4.821669629709643e-19,1.6669247728912767e-10,1.033766241055299e-08,6.0163599749244179e-14,4.6726786595501906e-18,4.1130250314109624e-11,3.6813442187588126e-11,5.6153367977737509e-15,3.264991179335754e-14,1.5351390269745294e-20,9.3073629843107856e-19,1.1101819348728609e-10,6.7861373178698394e-16,4.2777795083135627e-17,4.7970150614421969e-18,1.3443178476581648e-19,5.6372674104324542e-13,5.6925323113219746e-21,1.5225480576682232e-23,4.1973270671311268e-26,1.3402097841902552e-22,6.9524486690134695e-21,1.4927836660384679e-17,6.2033848804313288e-18,1.8698908369937634e-21,6.3028069260414492e-21,2.9919017956147502e-17,4.0126578967769907e-19,2.5182665828044408e-14,1.0687857834053762e-15,2.1735507951645327e-14,2.337838437560438e-17,1.7586611090810997e-17,5.509291138538594e-17,1.9064048069770252e-25,3.638807050415483e-23,6.0746497500133912e-17,3.5058034612134517e-26,1.16338024668975e-20,2.0236895855041091e-24,1.0792341980336082e-25,7.250517852628365e-20,8.0735944669185875e-25,7.7960224235669353e-25,1.4571706183407953e-12,1.4952364533448873e-11,1.960094755539433e-12,3.0082025108512513e-17,4.6106684423777048e-15,4.623491123069014e-15,1.2822680691309003e-17,3.5084714539110034e-09,9.1765345795714226e-13,1.0838689937096599e-09,1.1158119295893722e-10,3.4558644860058333e-10
1.0697084530685958e-09,0.5037456177326946,154.0,0.0,0.0,0.0,0.99984153614415372,0.99999999998097056,18.99997839723148,1.5864913681924129e-05,6.5139339915826756e-05,4.4095504634143172e-05,2.1305475196252353e-05,4.2241609405248667e-11,7.6703676355737293e-09,5.5168645009490183e-06,4.2201977240444671e-12,6.1439641797097354e-06,2.8054721390657048e-07,4.4975353202651039e-13,8.3093689373776687e-08,3.8320259311003608e-15,6.6776731496348845e-09,8.0431780370930204e-09,8.0501466927492703e-09,4.1644268191119107e-12,2.7980124591354614e-12,6.1314932804699155e-09,5.7852000455513334e-19,5.5420310828421819e-19,5.5423569100143656e-19,1.7881968603734467e-10,1.0829128876486326e-08,6.5905277845852904e-14,4.8476670027051534e-18,4.299061709092702e-11,3.8475785583789486e-11,6.2129867108584004e-15,3.464497546386843e-14,1.7368246216050182e-20,9.9851697361933645e-19,1.219185270079236e-10,7.4436954106618642e-16,4.7976315351242201e-17,5.478358338678419e-18,1.5419114673235495e-19,6.3527203839248713e-13,6.6864100683532945e-21,1.8184711221622331e-23,4.8142754920293852e-26,1.5751374653908477e-22,7.9899424482062307e-21,1.5686005151989757e-17,6.5563252585294637e-18,1.9649091132350896e-21,6.6978393889290878e-21,3.1799676856734058e-17,4.1559816840016341e-19,2.6081964779150082e-14,1.1074411038924491e-15,2.310578361166666e-14,2.4852919206828328e-17,1.8695861242209761e-17,5.8612635764001555e-17,2.0148693468832264e-25,3.8712797266191613e-23,6.4151434291455235e-17,3.7023092628652159e-26,1.2285907314827051e-20,2.3819212851392814e-24,1.1406370234108134e-25,7.9020634985255923e-20,8.7991257730171481e-25,8.779188065565376e-25,1.5309622446458799e-12,1.5426745343448489e-11,2.0660782836531552e-12,3.2677608960600607e-17,4.8606709038816492e-15,4.8744935167377701e-15,1.3822612856120635e-17,3.6626177743922129e-09,9.5808346762941571e-13,1.1592228896491597e-09,1.225530000513094e-10,3.7051533057963235e-10
1.1194319584870732e-09,0.5037456145561202,154.0,0.0,0.0,0.0,0.99983416787895041,0.99999999997962863,18.999977291722704,1.6601972322279761e-05,6.8166397290891846e-05,4.6043038068683411e-05,2.2396275110117589e-05,4.4204595942340952e-11,7.6703162783409722e-09,5.7734460668641401e-06,4.2201666236117868e-12,6.4297159406105933e-06,2.9360551823981365e-07,4.7278006232641583e-13,9.0996884448384799e-08,4.0103907838780764e-15,7.0889220322627039e-09,8.9757367571460167e-09,8.983514501401332e-09,4.6473736465057523e-12,3.1228134361315077e-12,6.7213046456773979e-09,7.5652324338526812e-19,7.2483300916400017e-19,7.2487774507557207e-19,2.0479661828066254e-10,1.184619875066143e-08,7.8609388926642103e-14,5.206721187078604e-18,4.6818261343224634e-11,4.189545198858e-11,7.5527381671977397e-15,3.8834549551017296e-14,2.2041480000528641e-20,1.1437216051847013e-18,1.4598226487303559e-10,8.8984092631276977e-16,5.9862294014524913e-17,7.0767827341370945e-18,2.0089508965847155e-19,7.9961389033856568e-13,9.1211360714324434e-21,2.5619585376140618e-23,6.2725197794148279e-26,2.1515630226084509e-22,1.0450678552495553e-20,1.7270628134761154e-17,7.2972472384519996e-18,2.1635067255284664e-21,7.5294425335435469e-21,3.5759098262384339e-17,4.445288508125946e-19,2.7897240819456924e-14,1.1854872726353056e-15,2.5991397136673928e-14,2.7958166706011893e-17,2.1031851624504855e-17,6.6028696512405248e-17,2.2425671873095558e-25,4.3610997520032722e-23,7.1230622345491139e-17,4.1108635500257399e-26,1.3641696550432668e-20,3.2609139957043289e-24,1.2695389737597239e-25,9.3277713080892283e-20,1.0386732827038531e-24,1.1043698576109785e-24,1.6863225971494804e-12,1.6390921537425034e-11,2.2879699208744379e-12,3.8367327242999602e-17,5.3842435090848735e-15,5.4002285006495797e-15,1.5984991564707289e-17,3.9770635002604165e-09,1.0405806552736187e-12,1.3188111442735209e-09,1.4678092061492656e-10,4.235880949047447e-10
1.1691554639055506e-09,0.5037456113797572,154.0,0.0,0.0,0.0,0.99982679940456964,0.99999999997824207,18.999976186182792,1.7338995987372301e-05,7.1193382040635991e-05,4.799046649500636e-05,2.3487026767126653e-05,4.6167535179536081e-11,7.6702649197962488e-09,6.0300254169100587e-06,4.2201355222630169e-12,6.7154656491961073e-06,3.0666350793699815e-07,4.9580557393557441e-13,9.9258938332158123e-08,4.1887513390063577e-15,7.5023165374158556e-09,9.9641620195583161e-09,9.9727974824421545e-09,5.1592588024351019e-12,3.4670962628071065e-12,7.3388037403486451e-09,9.7693997653024397e-19,9.3615743843470383e-19,9.3621796739003819e-19,2.3315623496287709e-10,1.2908783007926015e-08,9.3064572747071517e-14,5.5779070302687592e-18,5.0786323714323693e-11,4.5439814803372813e-11,9.1020922819310407e-15,4.3292005522776553e-14,2.767633355519471e-20,1.3022673622656845e-18,1.732543362022494e-10,1.0552795593123203e-15,7.3955315925066187e-17,9.0337769701888363e-18,2.5863378330401843e-19,9.9549079645168062e-13,1.2269521187235904e-20,3.5543138554797331e-23,8.0753077537373466e-26,2.8986063306285275e-22,1.3506525219564344e-20,1.8948696324875515e-17,8.0860620180199009e-18,2.3738195573696635e-21,8.4169805113300103e-21,3.9985236893486405e-17,4.7378493972643392e-19,2.9732925316041894e-14,1.264433484153932e-15,2.9072325914996407e-14,3.1273697845676477e-17,2.3526035065872544e-17,7.3951741288887816e-17,2.4849832949447972e-25,4.8844053335131808e-23,7.8664342025862068e-17,4.5398785757307872e-26,1.5065386259640693e-20,4.3993488063884633e-24,1.4067730776060629e-25,1.0926312716019273e-19,1.2166805873408117e-24,1.3754389015664475e-24,1.852600711623859e-12,1.737544641536227e-11,2.5233195878043002e-12,4.47685848151767e-17,5.9397914867129499e-15,5.9581667079407774e-15,1.8375221227828395e-17,4.2993153388560985e-09,1.1251575288324889e-12,1.4903493174923836e-09,1.7424868713810651e-10,4.8103310330701215e-10
