Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218),S(2260),S(2221)
3.1142499543681295e-10,0.503745665934203,154.0,0.0,0.0,0.0,0.99995387620929399,0.99999999999625866,18.999995160014578,4.6204348741368771e-06,1.8967788389418585e-05,1.4290172272795918e-05,4.757328097460757e-06,1.2300250715694196e-11,7.6711506136795123e-09,1.6037193158466902e-06,4.2206718908454673e-12,1.7859936092285785e-06,8.1369398491727024e-08,1.004260308758578e-13,7.0446265161146327e-09,1.1114336691626994e-15,1.0831681310629174e-09,3.4170144670831976e-10,3.419961792611783e-10,1.7668469927230744e-13,1.1801805204547699e-13,5.1213521864678293e-10,2.8013331903885893e-22,2.6776757478552502e-22,2.6777183885651301e-22,4.2627216830032277e-12,9.6068786339729106e-10,6.0635491707283506e-16,8.5103824601366162e-19,3.9669104928113921e-12,3.5584863849714503e-12,2.9799884123078522e-17,1.2760562322290241e-15,2.5381508242223104e-23,2.371172406515439e-20,6.2604524995127927e-13,5.2634984777032753e-18,1.0287209991493126e-19,4.0318022726124869e-21,9.8375995344768709e-23,8.617638248379185e-16,1.2217794347894507e-24,1.4526911887467925e-27,3.0710909702110578e-29,2.987614226731641e-26,4.7943405460590717e-24,1.3615729162379789e-18,3.3893620484955144e-19,1.7011772368434755e-22,2.350728047957764e-22,1.0910386467567543e-18,5.3351976351329208e-20,3.3505971939608053e-15,1.3560506054096733e-16,7.8694443678859992e-16,8.4399485170008518e-19,6.3484187153396845e-19,1.8109282997904346e-18,1.0416076093598083e-26,1.196093038647214e-24,2.7540259390817367e-18,1.5894041737712326e-27,5.2737969856677441e-22,3.2559125759435085e-28,5.8966411839366733e-27,7.4506438229643282e-22,8.2942671889114226e-27,1.7416453238852175e-27,1.6489759540933802e-13,3.4289522514638479e-12,1.4648156536052177e-13,5.4069992621726478e-19,3.4304863665904703e-16,3.4334685843634779e-16,2.9822177730073576e-19,2.7246947607494564e-10,7.0997092656663841e-14,2.3190381098071431e-11,6.2690161954845003e-13,6.8990496265307453e-12
3.238558717914323e-10,0.5037456651710159,154.0,0.0,0.0,0.0,0.99995203496278973,0.99999999999608258,18.999994894770911,4.804836196836106e-06,1.9724833128217818e-05,1.4788481703976467e-05,5.0191965689140548e-06,1.2791179981064578e-11,7.6711377914362559e-09,1.6678734446199745e-06,4.2206641239872093e-12,1.857439656214977e-06,8.4635189423908836e-08,1.0595401261709007e-13,7.6181864924803714e-09,1.1560414761149569e-15,1.1537972855692668e-09,3.7958228399600926e-10,3.7990975953428708e-10,1.9628635344596242e-13,1.3115388014945679e-13,5.5395998223269699e-10,3.6027684012067225e-22,3.4438522384462118e-22,3.4439093762910635e-22,4.8100906623658943e-12,1.0369764622502402e-09,7.0120965964516274e-16,8.945179150227333e-19,4.2843118057461101e-12,3.8430569622373627e-12,3.5302553130888709e-17,1.4240563433558231e-15,3.1233544932712614e-23,2.6760683698790171e-20,7.4736543692453813e-13,6.1779620816411632e-18,1.2547698940890781e-19,5.1001362463187206e-21,1.2475631365523563e-22,1.0722712416561694e-15,1.6117885741726655e-24,1.9622427574846373e-27,3.8946619696485883e-29,3.9303086167402976e-26,6.0862357598203741e-24,1.4671216740213766e-18,3.7399067394773732e-19,1.8333133187329263e-22,2.6239105584472876e-22,1.2194569183716086e-18,5.7249460822061802e-20,3.5952276175161345e-15,1.4589131595958009e-16,8.7969681792778513e-16,9.4362096330779927e-19,7.0978309894899665e-19,2.0355780676168116e-18,1.1493358855108559e-26,1.3444710190021408e-24,3.0653367485068396e-18,1.7690679499516497e-27,5.8699726426960704e-22,4.3598343184850128e-28,6.506501364822887e-27,8.6697405531373762e-22,9.6515389226661554e-27,2.1207417366460938e-27,1.7529381226053554e-13,3.5822731512658481e-12,1.5882078808037332e-13,6.1219002929685138e-19,3.719752465757501e-16,3.7231120937372329e-16,3.3596279797332026e-19,2.9899721798297857e-10,7.7915505767712408e-14,2.6541100755991218e-11,7.4843137272283181e-13,7.9044613782631653e-12
3.3628674814605165e-10,0.5037456644040892,154.0,0.0,0.0,0.0,0.9999501937031402,0.99999999999590417,18.999994628222392,4.989235332334104e-06,2.04818734300235e-05,1.5285481438807562e-05,5.2823652619982687e-06,1.3282106356093879e-11,7.6711249775408898e-09,1.7320274322539512e-06,4.2206563541500946e-12,1.9288855720067716e-06,8.7900961129781625e-08,1.1150944176281369e-13,8.2141888696834424e-09,1.2006490204528447e-15,1.2257220859182601e-09,4.1987751863401313e-10,4.202398288518408e-10,2.1713829142578729e-13,1.451303666080756e-13,5.9743715551431319e-10,4.5873213159757376e-22,4.3851283381864152e-22,4.3852040242533148e-22,5.4022295499638939e-12,1.1161270055261604e-09,8.0665862859588185e-16,9.3872166159755088e-19,4.6134319308404504e-12,4.1381167425549099e-12,4.1557084307504862e-17,1.5822767410160755e-15,3.8137037567489816e-23,3.0059412819231483e-20,8.8579765823638436e-13,7.2064263524487529e-18,1.518796351188831e-19,6.392900624602652e-21,1.5677160307829603e-22,1.3226340443280465e-15,2.1038693832488326e-24,2.6208097253228347e-27,4.8941588094414459e-29,5.1168167856536025e-26,7.6559656791275241e-24,1.5765280426199765e-18,4.1098992860420737e-19,1.9702868565509105e-22,2.9163095952539051e-22,1.3570186377767744e-18,6.1253129813729069e-20,3.8465182759030915e-15,1.5647128768900392e-16,9.7907400599067679e-16,1.0503736233391188e-18,7.9008536500241345e-19,2.2771425178925868e-18,1.2630408164903436e-26,1.5040209012390731e-24,3.3969594491071e-18,1.9604541301090038e-27,6.5050489023447771e-22,5.7711107355762908e-28,7.1501959670349497e-27,1.0029245507884128e-21,1.1165148695489708e-26,2.563341706096209e-27,1.8602914817024322e-13,3.7370745769604562e-12,1.7170023354023683e-13,6.9007994032295219e-19,4.0217167273884685e-16,4.0254849800125216e-16,3.7682526240530149e-19,3.2676181056195132e-10,8.5157200894031941e-14,3.0204145009769176e-11,8.8711289734273257e-13,9.005224601678394e-12
3.48717624500671e-10,0.5037456636338624,154.0,0.0,0.0,0.0,0.99994835243034452,0.99999999999572342,18.999994360522805,5.1736322806503596e-06,2.1238909293230083e-05,1.5781325299308659e-05,5.5466803559586251e-06,1.3773029839752196e-11,7.6711121252983056e-09,1.7961812788179898e-06,4.2206485785145189e-12,2.000331356681327e-06,9.1166713603793834e-08,1.1708907118933478e-13,8.8326334347665312e-09,1.2452563021007089e-15,1.2988901886946543e-09,4.6263014166679368e-10,4.6302941566252114e-10,2.3926279803235733e-13,1.5996256152058576e-13,6.4256797684334083e-10,5.7870172574361356e-22,5.5321372056616397e-22,5.5322363959358293e-22,6.0408338627451819e-12,1.1981376283709356e-09,9.2345116153640585e-16,9.8365002770220901e-19,4.9542180393321674e-12,4.4436171530671635e-12,4.8632758063035996e-17,1.7509548225477988e-15,4.6231403458503672e-23,3.3617394268527308e-20,1.0428970828382165e-12,8.3578627559859614e-18,1.825349557544175e-19,7.945759512258328e-21,1.9534008323716753e-22,1.618346248105023e-15,2.7193054359063934e-24,3.4639405538833597e-27,6.0982497294095491e-29,6.5973841757165237e-26,9.549268697340078e-24,1.68980425888968e-18,4.4995091770806738e-19,2.1121131086871052e-22,3.2284233660513366e-22,1.5039635614566918e-18,6.536027635525059e-20,4.1042993750521107e-15,1.6733748787025646e-16,1.0852518130005886e-15,1.1644423059166279e-18,8.7589121283902624e-19,2.5360974916004822e-18,1.3827744891203224e-26,1.6750569712630197e-24,3.7492412470834105e-18,2.1637630939773151e-27,7.1796907888838188e-22,7.5580447706772443e-28,7.8280198591215253e-27,1.1538940456846525e-21,1.2845989154773458e-26,3.0771494751011415e-27,1.9710604789233307e-13,3.8933609508585347e-12,1.8512495374874313e-13,7.7470189434701193e-19,4.3365003235702636e-16,4.3407097624738911e-16,4.2094389036279921e-19,3.5575150231189051e-10,9.2719171793732001e-14,3.4192811420781079e-11,1.0445068469022548e-12,1.0205633876036335e-11
3.6114850085529036e-10,0.5037456628607293,154.0,0.0,0.0,0.0,0.99994651114440281,0.99999999999554012,18.9999940918078,5.3580270418043623e-06,2.1995940716232554e-05,1.627614894290433e-05,5.8120061942564932e-06,1.4263950431007517e-11,7.6710992829021981e-09,1.8603349843373178e-06,4.2206408090136184e-12,2.0717770102668057e-06,9.4432446837160657e-08,1.2269003721573621e-13,9.4735199747247074e-09,1.2898633209383485e-15,1.3732520628723781e-09,5.0788141901598287e-10,5.0831982179653742e-10,2.6268126363960085e-13,1.7566491028658642e-13,6.8935368375666015e-10,7.2378695879801776e-22,6.9193288481299395e-22,6.9194575584043619e-22,6.7275922063190485e-12,1.2830066831359534e-09,1.0523617231254354e-15,1.0293035543588833e-18,5.3066175405142922e-12,4.7595098457349757e-12,5.6602357530291228e-17,1.9303200346877106e-15,5.5668433550769958e-23,3.744407313395374e-20,1.2202829128516321e-12,9.6415562638039101e-18,2.1793168693303097e-19,9.7983241767250831e-21,2.4148605587672241e-22,1.9653895497475656e-15,3.4827656904464589e-24,4.5338896726975818e-27,7.5389151422723794e-29,8.4301634932106899e-26,1.1817259865547718e-23,1.8069639238231417e-18,4.9088983912307293e-19,2.2588090526254334e-22,3.5607371762065184e-22,1.6605251845343122e-18,6.9568262464086064e-20,4.368405448183443e-15,1.7848261947648009e-16,1.1984015810037802e-15,1.2860116678158931e-18,9.6733956146869985e-19,2.8129062776062189e-18,1.5085866821922413e-26,1.8578852244965565e-24,4.1225081643918174e-18,2.3791829954336531e-27,7.8945227522405007e-22,9.8005412882286664e-28,8.5402548436457058e-27,1.3208856982330325e-21,1.4705231165164508e-26,3.6704753513499084e-27,2.0852685939672571e-13,4.0511355714375984e-12,1.9910001257658505e-13,8.6639534655215554e-19,4.6642247323259101e-16,4.6689092791486581e-16,4.6845468227497134e-19,3.8595382535729568e-10,1.0059822466038409e-13,3.8520178033197536e-11,1.2222383953958581e-12,1.1509938449114014e-11
3.735793772099097e-10,0.5037456620850326,154.0,0.0,0.0,0.0,0.9999446698453146,0.9999999999953546,18.999993822197016,5.5424196158156014e-06,2.2752967697422026e-05,1.6770072013685027e-05,6.0782231333529151e-06,1.4754868128829096e-11,7.6710864717363444e-09,1.924488548849347e-06,4.2206330399423688e-12,2.1432225328049003e-06,9.7698160822871588e-08,1.2830981419214209e-13,1.0136848276505364e-08,1.3344700768699815e-15,1.4487607697486353e-09,5.5567098317333069e-10,5.5615071423839317e-10,2.8741423173679488e-13,1.9225128582355683e-13,7.3779551284081247e-10,8.9801836743067816e-22,8.5852614004739812e-22,8.5854268801212821e-22,7.4641867700749732e-12,1.370732713646496e-09,1.1941899202507976e-15,1.0756827824092671e-18,5.6705780806616958e-12,5.0857466962957535e-12,6.5542205572268998e-17,2.1205941547531777e-15,6.6612878486062278e-23,4.1548859504057948e-20,1.419637274153886e-12,1.1067102669334188e-17,2.5859341532476172e-19,1.1994406168813309e-20,2.9634737627884357e-22,2.3702528478537269e-15,4.4226849320278327e-24,5.880566787736841e-27,9.2516809205545206e-29,1.0682097463473199e-25,1.4516823712735269e-23,1.928021878843415e-18,5.3382225451343351e-19,2.4103932288114597e-22,3.9137237626910789e-22,1.8269309055646511e-18,7.3874517387116174e-20,4.6386752454668013e-15,1.8989957144631439e-16,1.3186902957158493e-15,1.4152616709435699e-18,1.0645657979077811e-18,3.108019943669107e-18,1.6405252193464239e-26,2.0528035845071699e-24,4.5170659007152977e-18,2.6068902599595074e-27,8.6501303189287067e-22,1.2591500953002348e-27,9.2871716548698186e-27,1.5049269949591574e-21,1.6754316536397385e-26,4.3522594563887756e-27,2.2029385866640575e-13,4.2104007492435623e-12,2.1363048200948238e-13,9.6550703893258469e-19,5.0050116500940631e-16,5.0102065993142431e-16,5.1949492201796915e-19,4.17355714884134e-10,1.0879100921560044e-13,4.3199096526624393e-11,1.4219961474255363e-12,1.2922339933651417e-11
3.8601025356452906e-10,0.5037456613070769,154.0,0.0,0.0,0.0,0.99994282853308014,0.99999999999516642,18.999993551795971,5.7268100027035647e-06,2.3509990235186111e-05,1.7263200037514331e-05,6.3452256476403834e-06,1.5245782932188274e-11,7.6710736281232541e-09,1.9886419724306346e-06,4.2206252638228618e-12,2.2146679243808657e-06,1.0096385555579488e-07,1.3394617449523059e-13,1.0822618127008216e-08,1.3790765698258007e-15,1.5253717652934307e-09,6.0603691775051152e-10,6.0656020975028423e-10,3.134814427837899e-13,2.0973501826881542e-13,7.8789469963923004e-10,1.1058869473623592e-21,1.0572900711894499e-21,1.0573111637934907e-21,8.2522938024015848e-12,1.4613144325341506e-09,1.3497605163700256e-15,1.1227882527557173e-18,6.0460475419628529e-12,5.4222798032274157e-12,7.5532200094315226e-17,2.321991561697337e-15,7.9243038441254514e-23,4.5941131116540425e-20,1.6427040771882869e-12,1.2644406018118245e-17,3.050795972811968e-19,1.4582274664685311e-20,3.611831242999121e-22,2.8399514127195124e-15,5.5716705818464018e-24,7.5625799455619322e-27,1.1275857916763698e-28,1.3429863239069823e-25,1.7711019168344772e-23,2.0529940968587128e-18,5.7876319013598133e-19,2.5668856031509742e-22,4.287843619567881e-22,2.0034021868084109e-18,7.8276535886980118e-20,4.9149516265323501e-15,2.0158141394394794e-16,1.4462806972392081e-15,1.5523677016589726e-18,1.1677018669458382e-18,3.4218776586126708e-18,1.7786362788237388e-26,2.2601021157959333e-24,4.9332006646587548e-18,2.8470500643402548e-27,9.4470616840316765e-22,1.603831693714969e-27,1.0069031712289517e-26,1.707069115124801e-21,1.9004950945049659e-26,5.1320955332345751e-27,2.3240927188082626e-13,4.3711579266130359e-12,2.2872143885810059e-13,1.0723910652660387e-18,5.3589829148682246e-16,5.364724946656461e-16,5.7420317882364957e-19,4.4994361378014525e-10,1.1729404595196659e-13,4.8242186782455495e-11,1.6455310181823509e-12,1.4446990404391129e-11
3.984411299191484e-10,0.5037456605271302,154.0,0.0,0.0,0.0,0.99994098720769997,0.99999999999497613,18.99999328069773,5.9111982024877414e-06,2.4267008327913805e-05,1.7755626094116061e-05,6.6129206573901321e-06,1.5736694840051536e-11,7.6710607791548343e-09,2.0527952551155077e-06,4.220617491878935e-12,2.2861131850328889e-06,1.04229531028214e-07,1.3959715323156241e-13,1.1530829313085216e-08,1.4236827997001622e-15,1.6030427221280735e-09,6.5901583569717431e-10,6.5958495315822514e-10,3.4090187478061459e-13,2.2812892245191041e-13,8.396524785938375e-10,1.3523762182541917e-21,1.2929927706839068e-21,1.2930194399742713e-21,9.0935840635539655e-12,1.5547507012368931e-09,1.5199234446135369e-15,1.1706205050410436e-18,6.4329740414576405e-12,5.7690614867182284e-12,8.665584774708723e-17,2.534719497617857e-15,9.3751356345452312e-23,5.0630235880371752e-20,1.8912878545146598e-12,1.4383676143771882e-17,3.5798656299455291e-19,1.7614917686160818e-20,4.3738146598164831e-22,3.3820457067029028e-15,6.9669358997840054e-24,9.6483758325454723e-27,1.3654787434287466e-28,1.676087890583594e-25,2.1469496159315197e-23,2.1818975862068957e-18,6.2572722544096963e-19,2.7283074457798214e-22,4.6835453154332948e-22,2.1901547102274615e-18,8.2771876571754522e-20,5.1970814557000385e-15,2.1352139373925827e-16,1.5813313879887125e-15,1.6975006870869142e-18,1.2768763586488724e-18,3.7549070060725754e-18,1.9229646657510487e-26,2.4800632310231663e-24,5.3711799758204635e-18,3.099816799556846e-27,1.0285829247405068e-21,2.0264474462298718e-27,1.088608866206862e-26,1.9283863117425871e-21,2.1469097040877889e-26,6.0202548060118331e-27,2.4487529531601085e-13,4.5334077833088213e-12,2.4437796186581783e-13,1.1874089344904549e-18,5.7262604386169839e-16,5.7325876317012678e-16,6.3271930842856168e-19,4.8370356440103144e-10,1.2610375002649248e-13,5.3661832671876764e-11,1.8946550898184498e-12,1.6087990842008209e-11
4.1087200627376776e-10,0.5037456597454287,154.0,0.0,0.0,0.0,0.99993914586917398,0.99999999999478328,18.99999300898439,6.0955842151876201e-06,2.5024021973993517e-05,1.8247432283862897e-05,6.8812260619936703e-06,1.6227603851387107e-11,7.6710479694621413e-09,2.1169483969299514e-06,4.2206097238992027e-12,2.3575583147898382e-06,1.0749518723220506e-07,1.4526101727460674e-13,1.2261481621540572e-08,1.4682887663847225e-15,1.6817333696757554e-09,7.1464295158787383e-10,7.1526018970188802e-10,3.6969378075937403e-13,2.4744532327874766e-13,8.9307008301600003e-10,1.6429950899942715e-21,1.5709053476933095e-21,1.5709388139660282e-21,9.9897232547880358e-12,1.6510405124548778e-09,1.7055538198380066e-15,1.2191800785336692e-18,6.831305929978687e-12,6.1260442876402795e-12,9.9000296055922852e-17,2.7589783198143704e-15,1.1034501428394281e-22,5.5625494265435162e-20,2.16725257939728e-12,1.6295426307267935e-17,4.1794850645923023e-19,2.1150307072338918e-20,5.2646770601045789e-22,4.0046598421123241e-15,8.6507607109975476e-24,1.221748372639228e-26,1.6436092657598517e-28,2.0774374837009354e-25,2.5868924006080065e-23,2.3147503064617554e-18,6.7472857047358819e-19,2.8946812247982282e-22,5.1012658028038329e-22,2.3873985292284799e-18,8.7358160267965474e-20,5.4849154999271361e-15,2.2571292970732781e-16,1.7239969378261141e-15,1.850827208422395e-18,1.3922145935994897e-18,4.10752428982739e-18,2.0735540500094128e-26,2.7129618926746572e-24,5.8312534379348594e-18,3.3653345169822002e-27,1.1166911094473192e-21,2.5411257474696944e-27,1.1738589723633984e-26,2.1699753091401595e-21,2.4158967737466263e-26,7.0277098909465301e-27,2.5769411313566012e-13,4.6971503291877556e-12,2.6060512918273298e-13,1.3109296326028364e-18,6.1069661482479494e-16,6.1139179927832069e-16,6.9518445352571146e-19,5.186212884934554e-10,1.352164520727578e-13,5.9470178959989619e-11,2.171240448493981e-12,1.7849389894630714e-11
4.233028826283871e-10,0.5037456589621813,154.0,0.0,0.0,0.0,0.9999373045175034,0.999999999994588,18.999992736728352,6.2799680408226868e-06,2.5781031171810683e-05,1.8738691020624286e-05,7.150069447141414e-06,1.6718509965167012e-11,7.6710351338649092e-09,2.1811013979505586e-06,4.2206019489457417e-12,2.4290033137369127e-06,1.1076082416225926e-07,1.5093623797355594e-13,1.3014574839130721e-08,1.5128944698046427e-15,1.7614053498520134e-09,7.7295214874084858e-10,7.7361983221178762e-10,3.9987472359444085e-13,2.6769607929640454e-13,9.4814874508013785e-10,1.9838114846114807e-21,1.896834166772705e-21,1.8968758649529113e-21,1.0942372423560693e-11,1.7501829746868294e-09,1.9075519494918995e-15,1.2684675128230296e-18,7.2409917910971912e-12,6.4931809665274751e-12,1.1265636405726596e-16,2.9949617439131017e-15,1.2924653270685151e-22,6.0936201561300231e-20,2.4725204717372389e-12,1.8390470932487679e-17,4.856384621691693e-19,2.5251666883641013e-20,6.301125233628411e-22,4.7164996752306961e-15,1.0670979941308264e-23,1.536186740423528e-26,1.9671935802503736e-28,2.5582530803262649e-25,3.099343128087099e-23,2.4515710943148655e-18,7.2578113382063434e-19,3.0660305127196333e-22,5.5414307197725281e-22,2.5953382163671878e-18,9.2033068435092615e-20,5.7783083293585079e-15,2.3814960844245272e-16,1.8744279865214748e-15,2.0125096113544713e-18,1.5138387059698246e-18,4.4801348310775902e-18,2.2304471750459128e-26,2.959065809409809e-24,6.3136534845498365e-18,3.6437373587266352e-27,1.2090752424420638e-21,3.1639563399468615e-27,1.2626776871779083e-26,2.4329547163477807e-21,2.7087019679101563e-26,8.1661587541082312e-27,2.7086791338546594e-13,4.862384985881423e-12,2.7740801614997609e-13,1.4433296832237533e-18,6.5012219338105666e-16,6.5088393442468534e-16,7.6174104362858674e-19,5.5468225709485218e-10,1.4462841640523214e-13,6.5679129143796659e-11,2.4772180084044958e-12,1.9735182906024721e-11
4.3573375898300646e-10,0.5037456581775716,154.0,0.0,0.0,0.0,0.99993546315268811,0.99999999999439027,18.999992463993483,6.4643496794124326e-06,2.6538035919751625e-05,1.922946617348074e-05,7.4193869431318833e-06,1.7209413180355625e-11,7.6710222763507245e-09,2.2452542582216891e-06,4.2205941747762823e-12,2.5004481819233819e-06,1.1402644181170506e-07,1.5662146705248741e-13,1.3790108752564305e-08,1.5574999098685274e-15,1.842022086385637e-09,8.3397604171861505e-10,8.3469652366425774e-10,4.3146160841643669e-13,2.8889260463251453e-13,1.0048896958342545e-09,2.3814866848751089e-21,2.2771537885664125e-21,2.2772053972203533e-21,1.1953188343789064e-11,1.8521772985742273e-09,2.1268433433949669e-15,1.3184833460602839e-18,7.6619804400751125e-12,6.8704245025596925e-12,1.2771857151495981e-16,3.2428570784048307e-15,1.5069437214302065e-22,6.6571629995839568e-20,2.8090707961172016e-12,2.0679923432689732e-17,5.6176926920337357e-19,2.9987745003456921e-20,7.5014038564719076e-22,5.526870532532838e-15,1.3081500564892716e-23,1.9187390242733419e-26,2.3419280846242912e-28,3.1311680461421e-25,3.6935056974027662e-23,2.5923795982211863e-18,7.7889858237080375e-19,3.242379903985645e-22,6.0044546841311529e-22,2.81417300714869e-18,9.6794341620436841e-20,6.0771182204083577e-15,2.5082517998398697e-16,2.0327713436140127e-15,2.1827061136875661e-18,1.6418677244860347e-18,4.8731332579012965e-18,2.3936860415272424e-26,3.2186356272427041e-24,6.8185960981997579e-18,3.9351499726872206e-27,1.3057766927621067e-21,3.9131828124417943e-27,1.3550887876345499e-26,2.7184644558601868e-21,3.0265946878871693e-26,9.4480487130991949e-27,2.8439890241719225e-13,5.029110658930135e-12,2.9479169335364005e-13,1.584993206962804e-18,6.9091496029887979e-16,6.9174749309330713e-16,8.3253279442726972e-19,5.918717517343474e-10,1.5433585696029201e-13,7.2300344090863028e-11,2.8145763275528387e-12,2.1749311173275584e-11
4.481646353376258e-10,0.5037456573917617,154.0,0.0,0.0,0.0,0.99993362177472933,0.99999999999419009,18.9999921908361,6.6487291309763452e-06,2.7295036216204086e-05,1.9719814075857742e-05,7.6891222157585015e-06,1.7700313495918689e-11,7.6710094634283642e-09,2.3094069777585469e-06,4.2205864068058008e-12,2.5718929193660285e-06,1.1729204017236386e-07,1.6231551530818157e-13,1.4588083148502158e-08,1.6021050864644304e-15,1.923548666208023e-09,8.9774603466639562e-10,8.9852169557063604e-10,4.6447071286662988e-13,3.1104588946995695e-13,1.0632941652233384e-09,2.8433103780656302e-21,2.7188405825769257e-21,2.7189040557147354e-21,1.3023823871225391e-11,1.9570227848313551e-09,2.364378722421049e-15,1.3692281158454196e-18,8.0942209228210859e-12,7.2577280925507528e-12,1.4428516677683302e-16,3.5028454509346134e-15,1.749435371370528e-22,7.2541030713798496e-20,3.1789386557037757e-12,2.3175194122068351e-17,6.4709452332265292e-19,3.5433087717601764e-20,8.8853813758685831e-22,6.4456945681971018e-15,1.5942847464636086e-23,2.3815398600449484e-26,2.7740161695200394e-28,3.8103584674426517e-25,4.3794212800738205e-23,2.7371962207508267e-18,8.3409439391794705e-19,3.4237549422012524e-22,6.4907415801648085e-22,3.0440969400561151e-18,1.0163977795318696e-19,6.3812070613008434e-15,2.6373355365085769e-16,2.1991700857467217e-15,2.3615709102401896e-18,1.7764176513445751e-18,5.2869037871185804e-18,2.5633120689985972e-26,3.4919251157091001e-24,7.3462815040341497e-18,4.2396879128549603e-27,1.4068338114141066e-21,4.8094062895246811e-27,1.4511157217389465e-26,3.0276652073175611e-21,3.3708674522919231e-26,1.0886600479301439e-26,2.9828931792723044e-13,5.1973258015419362e-12,3.1276122491523648e-13,1.7363119796792363e-18,7.3308708411116515e-16,7.3399478881786664e-16,9.0770470670154554e-19,6.3017491801167381e-10,1.6433495125407164e-13,7.9345241370763626e-11,3.1853604190098911e-12,2.3895661403822129e-11
4.6059551169224516e-10,0.5037456566048952,154.0,0.0,0.0,0.0,0.9999317803836274,0.9999999999939877,18.999991917305895,6.8331063955339106e-06,2.8052032059554056e-05,2.0209784415629835e-05,7.9592255762237408e-06,1.8191210910829328e-11,7.6709966382604206e-09,2.3735595566332108e-06,4.2205786336085799e-12,2.6433375261449423e-06,1.2055761923791846e-07,1.6801733382059507e-13,1.5408497813557313e-08,1.6467099995066218e-15,2.0059517317692534e-09,9.6429237582235827e-10,9.6512562253492589e-10,4.9891771536507763e-13,3.3416651917456685e-13,1.1233633821225726e-09,3.3772363710806802e-21,3.2295069894184332e-21,3.2295845912500446e-21,1.415592827407857e-11,2.0647188135991279e-09,2.621134026169953e-15,1.4207023605268366e-18,8.5376625148501021e-12,7.6550451499402235e-12,1.6245815332511628e-16,3.7751020265971907e-15,2.0226618217532642e-22,7.8853635620282778e-20,3.5842137847901538e-12,2.5887988207179963e-17,7.4240951755151908e-19,4.166831709706499e-20,1.0474637605715527e-21,7.4835277515558837e-15,1.9322738818622334e-23,2.9384428921999334e-26,3.2701955694274526e-28,4.6116775379122644e-25,5.1680156562296672e-23,2.886042067870313e-18,8.9138190335782556e-19,3.6101820561114547e-22,7.000684838266197e-22,3.2852989929027173e-18,1.0656723167685808e-19,6.6904402600178321e-15,2.7686879398219058e-16,2.3737636515280215e-15,2.5492542750784213e-18,1.9176015391234254e-18,5.7218204987300894e-18,2.7393662378542928e-26,3.7791813491288637e-24,7.8968948386221138e-18,4.5574580252953312e-27,1.5122820594697955e-21,5.8758005197803376e-27,1.5507816888890665e-26,3.3617378657796145e-21,3.7428352937219011e-26,1.2495832238121092e-26,3.125414407444114e-13,5.3670284708324754e-12,3.3132166699450125e-13,1.8976854897205608e-18,7.7665071761176609e-16,7.7763812067660451e-16,9.874030648385142e-19,6.6957681234075232e-10,1.7462185256180751e-13,8.6824995200349088e-11,3.5916705604454365e-12,2.6178065349793538e-11
