Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916)
3.317840235614565e-12,0.46435687483222204,154.0,0.0,0.0,0.0,0.99998852336640587,0.99999999999718536,18.999999973208475,5.2514445960093936e-07,3.0435856712934958e-06,3.0268590721575756e-06,2.1724203947240017e-08,1.0362619541998096e-12,7.1918886262574715e-07,1.5868905580608689e-06,2.4746276470084635e-09,2.5456107228605986e-06,5.0508232240696769e-09,2.3999771857765171e-16,5.1605174642622113e-11,3.8668800013525108e-17,4.7400469302435306e-11,4.6521579094956146e-13,4.6541125740790892e-13,1.3609582536033864e-16,5.9369843883568814e-17,3.1327077908646135e-12,5.5373285193503008e-30,5.1794382069299394e-30,5.1794550206074781e-30,2.65837416832411e-16,1.5469236787687153e-11,1.1939719242174637e-19,2.2911666695869184e-19,5.8639335563752477e-13,3.6553326372623813e-13,7.8910360055821814e-22,1.0911557110804807e-18,8.2046369200075477e-29,1.4895995076362265e-23,1.2269142494844481e-22,1.077574273791076e-22,3.9444395125006446e-26,2.0191301534036114e-29,2.8762182309686725e-30,2.8597658210885768e-27,4.0717487442671071e-34,1.0317199675203528e-37,1.5900048031097833e-36,4.139925305043358e-35,2.0789285976362398e-32,3.2055929384225604e-19,1.5454170638622298e-21,1.5051982376055063e-22,1.6565588841416969e-23,2.8086471700026771e-20,2.7907086552236063e-20,6.899699266058566e-16,5.021806460748304e-18,4.6091277288984834e-18,2.1106390838238401e-21,1.4300623531559611e-21,6.7779486981037416e-22,2.4086955023918758e-29,9.3269439615074431e-29,7.8485910924842312e-21,4.0722110021347951e-30,2.1269625615185562e-24,6.8099956021914678e-37,1.3825048239603898e-29,2.3793846664005321e-25,4.8877728267673454e-30,1.6992726536752159e-32,1.2070038814052744e-13,2.6929486225592337e-12,1.3780158083482649e-15,1.6415142364484472e-22,3.0647658029408417e-17,3.0647658029408417e-17
3.3964080390438277e-12,0.4643568748291006,154.0,0.0,0.0,0.0,0.9999882519571438,0.99999999999711875,18.99999997203156,5.3757996646211959e-07,3.1156220642224773e-06,3.0980279506779073e-06,2.2744936647057745e-08,1.0607890408058699e-12,7.1930347760063747e-07,1.6308472203325493e-06,2.4774704321487991e-09,2.616123881801673e-06,5.2064566050606194e-09,2.5127431751921369e-16,5.3929178285754459e-11,3.9860323104185374e-17,4.965493969147126e-11,4.9892433370731049e-13,4.9913489865020675e-13,1.4631775755622866e-16,6.4246317674073184e-17,3.2827929312419853e-12,6.5200575273658043e-30,6.0986683661365079e-30,6.0986886336804449e-30,2.8556056181676219e-16,1.5987479722623955e-11,1.2654022372638684e-19,2.362521426774045e-19,6.1841271761682854e-13,3.8549240557882395e-13,8.6766599201297343e-22,1.1703613753552481e-18,9.2330472052939581e-29,1.6036711578982745e-23,1.3488213323024759e-22,1.1880256685208734e-22,4.4535966549400556e-26,2.3345218232381159e-29,3.325825561738631e-30,3.2178206908741112e-27,4.8217977772969101e-34,1.2245438131822261e-37,1.8393718087037146e-36,4.8494430121957698e-35,2.4039661817843428e-32,3.3587272411960344e-19,1.6566652231151419e-21,1.582419648826363e-22,1.7607611518448668e-23,3.0145043771064016e-20,2.9250636848195066e-20,7.22813373445661e-16,5.3592297051665947e-18,4.9431506638584281e-18,2.2726944987808171e-21,1.5385611562129732e-21,7.4273926008145872e-22,2.5820884745858229e-29,1.0220604118713581e-28,8.4164904572805714e-21,4.3668633822448456e-30,2.2814463355767694e-24,8.2087670547668795e-37,1.4820261402117237e-29,2.6149976223314079e-25,5.3748305821449759e-30,1.9127239628392534e-32,1.2356031885999158e-13,2.7566868231582422e-12,1.444029682097861e-15,1.7612567917723708e-22,3.2116088398431226e-17,3.2116088398431226e-17
3.4749758424730904e-12,0.46435687482591886,154.0,0.0,0.0,0.0,0.99998798054854787,0.99999999999705214,18.999999970831908,5.5001546744487379e-07,3.1876581666319913e-06,3.1691742428997862e-06,2.3788159773044843e-08,1.0853160284836901e-12,7.194009175732578e-07,1.6748103449450267e-06,2.4800266947278775e-09,2.6866474113235149e-06,5.3623378059694908e-09,2.6279938230880621e-16,5.6301978491595965e-11,4.1053743511649764e-17,5.1960990935640816e-11,5.3421689194781229e-13,5.3444331836823766e-13,1.570379286046767e-16,6.9387539813504731e-17,3.4363891705290516e-12,7.6484858964801996e-30,7.1541869539875921e-30,7.1542112805058366e-30,3.0625353368245507e-16,1.6512750725137732e-11,1.33958168582538e-19,2.4340302747120754e-19,6.5130495318545244e-13,4.0599561763809652e-13,9.5200727881378027e-22,1.2533027672983106e-18,1.0362575923919149e-28,1.7235316400585816e-23,1.4796654724683833e-22,1.3068303633071421e-22,5.0142813882939454e-26,2.6900605807752738e-29,3.8327244272488754e-30,3.6110208339067657e-27,5.6875668102006427e-34,1.4476840328794795e-37,2.1206170518427235e-36,5.660427174882515e-35,2.7704328559020224e-32,3.5154136752455169e-19,1.7730734294459481e-21,1.6615740511785652e-22,1.8691246716622609e-23,3.2301515438770147e-20,3.0625405773182182e-20,7.5641140593957815e-16,5.7102471498831683e-18,5.2928816317365775e-18,2.4428447816363557e-21,1.6524087475939526e-21,8.1216854510227929e-22,2.7635240148662911e-29,1.1175976567983909e-28,9.0110129089806666e-21,4.6753290476362685e-30,2.4431993116181332e-24,9.8525682868737719e-37,1.5861635992591319e-29,2.8676684234133852e-25,5.8973692901648146e-30,2.1471156591731191e-32,1.2642034249159677e-13,2.820423617167404e-12,1.5115869167719026e-15,1.8867019479019736e-22,3.3618867513538886e-17,3.3618867513538886e-17
3.553543645902353e-12,0.46435687482267696,154.0,0.0,0.0,0.0,0.9999877091405428,0.99999999999698552,18.99999996960959,5.624509625492114e-07,3.2596940009879252e-06,3.2402980102113613e-06,2.4853811954037426e-08,1.1098429248830766e-12,7.1948375210210038e-07,1.7187789629628654e-06,2.482325306164285e-09,2.7571797571103961e-06,5.5184443609903513e-09,2.7457223494067602e-16,5.872354765443868e-11,4.224888923702692e-17,5.4318570291914663e-11,5.7112927705801163e-13,5.7137234679109111e-13,1.6826803546608287e-16,7.4800655202959522e-17,3.5934965132221323e-12,8.9401578098954482e-30,8.3624055250774826e-30,8.3624346042722265e-30,3.2794117308713709e-16,1.7045049779852695e-11,1.4165668257547741e-19,2.5056831282489244e-19,6.8507007171891133e-13,4.2704290400554914e-13,1.0424102874844324e-21,1.3400653125672978e-18,1.1600570666956556e-28,1.8493338140833083e-23,1.6198811024996808e-22,1.4344071422042124e-22,5.6303424069038124e-26,3.0897522629445416e-29,4.4026401986112265e-30,4.0419125638574082e-27,6.6836142209579407e-34,1.7050537164007523e-37,2.4369362968169386e-36,6.5846602918058225e-35,3.1824704199329781e-32,3.6756509169337748e-19,1.894753777021408e-21,1.7426607171520337e-22,1.9817271099789323e-23,3.4558134010765661e-20,3.2031370971458684e-20,7.9076348583817282e-16,6.0750341283412451e-18,5.6586771961743246e-18,2.6212857595090601e-21,1.7717326303699073e-21,8.8627643694824665e-22,2.9531768367730932e-29,1.219572671526946e-28,9.6327571071006205e-21,4.997918610475204e-30,2.6123855545974153e-24,1.1777268197149418e-36,1.6950174803157425e-29,3.1381986131866766e-25,6.4570663955107115e-30,2.4039533397154371e-32,1.2928045998373725e-13,2.8841590091897718e-12,1.5806874417534064e-15,2.0179838729315557e-22,3.5155994617947565e-17,3.5155994617947565e-17
3.632111449331616e-12,0.4643568748193753,154.0,0.0,0.0,0.0,0.9999874377330632,0.99999999999691891,18.999999968364698,5.7488645177514047e-07,3.331729587720388e-06,3.3113993138333399e-06,2.5941831986253411e-08,1.1343697369606895e-12,7.1955416642344356e-07,1.762752250371809e-06,2.4843922288014266e-09,2.8277195973215853e-06,5.6747558400867163e-09,2.8659219925824788e-16,6.1193860942968401e-11,4.3445603867338066e-17,5.6727625099828428e-11,6.0969726381474113e-13,6.0995777752028936e-13,1.8001976313260381e-16,8.049280325046605e-17,3.7541149649186899e-12,1.0414263541448752e-29,9.7412755367020767e-30,9.7413101614082231e-30,3.5064842208887846e-16,1.7584376872432147e-11,1.4964146995121893e-19,2.5774708161261597e-19,7.197080647550591e-13,4.4863425766318856e-13,1.1391651519817935e-21,1.4307343939828875e-18,1.2954734275568892e-28,1.9812311719420715e-23,1.7699136634916856e-22,1.5711857167212051e-22,6.3058190008147305e-26,3.5378974863369153e-29,5.0417206379827136e-30,4.5131645792274079e-27,7.8259351859475373e-34,2.0009666558466875e-37,2.7917618017960374e-36,7.6349931498696065e-35,3.6445264333395171e-32,3.8394376471550421e-19,2.0218180472367105e-21,1.8256789218137779e-22,2.0986460777240426e-23,3.6917145170844455e-20,3.3468510287065631e-20,8.2586907966243569e-16,6.4537616923497408e-18,6.0408936641691243e-18,2.8082131152877088e-21,1.896660214213411e-21,9.6526006043813917e-22,3.1512211663502894e-29,1.3282566922817415e-28,1.0282321035926156e-20,5.334942332587343e-30,2.7891689442415745e-24,1.4023001326489055e-36,1.8086877827898961e-29,3.4274079192459262e-25,7.0556376287875244e-30,2.6848132482766703e-32,1.3214067228222312e-13,2.9478930038159134e-12,1.6513311865384665e-15,2.1552368363483904e-22,3.6727468957350697e-17,3.6727468957350697e-17
3.710679252760878e-12,0.46435687481601384,154.0,0.0,0.0,0.0,0.99998716632605289,0.9999999999968523,18.999999967097299,5.8732193512266818e-07,3.4037649454081311e-06,3.3824782148194516e-06,2.7052158832835974e-08,1.1588964710428209e-12,7.1961401884854457e-07,1.806729506435299e-06,2.4862508089177118e-09,2.8982658078720158e-06,5.831253664567113e-09,2.988586009490712e-16,6.3712896020965988e-11,4.4643745163560146e-17,5.9188102781289867e-11,6.4995659044225209e-13,6.5023536758710292e-13,1.9230478464700761e-16,8.647111763427719e-17,3.9182445322241761e-12,1.209175202339228e-29,1.1310393664365352e-29,1.1310434738066015e-29,3.7440032367863562e-16,1.8130731989483936e-11,1.5791828360346078e-19,2.6493849981886799e-19,7.5521890866014416e-13,4.7076966213554256e-13,1.242569350304275e-21,1.5253953515765445e-18,1.4433133903047909e-28,2.119377834699028e-23,1.9302196498342568e-22,1.7176067703670997e-22,7.0449459673193558e-26,4.0391059973179049e-29,5.7565565628508286e-30,5.0275710322375504e-27,9.1320663874040259e-34,2.340168279426571e-37,3.1887739231216652e-36,8.8254159857974568e-35,4.1613691921938239e-32,4.0067725512325402e-19,2.1543777096159231e-21,1.9106279427663158e-22,2.2199591308398125e-23,3.9380792993056303e-20,3.493680175866542e-20,8.6172765858119257e-16,6.8465967112991148e-18,6.4398870883382867e-18,3.0038223889646897e-21,2.0273188162528692e-21,1.0493199150636051e-21,3.3578307435496177e-29,1.44392559853551e-28,1.0960302009367441e-20,5.6867101279768388e-30,2.9737131763847312e-24,1.6634563213030186e-36,1.927274227090671e-29,3.7361342401461915e-25,7.6948369788950227e-30,2.9913439095576684e-32,1.3500098033028642e-13,3.0116256056239526e-12,1.7235180807359546e-15,2.2985952090045573e-22,3.8333289779912243e-17,3.8333289779912243e-17
3.7892470561901404e-12,0.4643568748125929,154.0,0.0,0.0,0.0,0.99998689491946169,0.99999999999678568,18.999999965807483,5.9975741259180143e-07,3.4758000909462806e-06,3.4535347740569018e-06,2.8184731623398317e-08,1.1834231328823476e-12,7.1966488960596247e-07,1.8507101352768948e-06,2.4879220402374073e-09,2.9688174328877549e-06,5.9879209393624325e-09,3.1137076753978963e-16,6.6280632796114803e-11,4.5843183776531755e-17,6.1699950840388064e-11,6.9194295866958212e-13,6.9224083750973075e-13,2.0513476112147047e-16,9.2742726099353803e-17,4.0858852226672838e-12,1.3995448361230891e-29,1.3091111746470529e-29,1.3091160295855687e-29,3.9922202131466785e-16,1.8684115118474424e-11,1.6649292506055576e-19,2.7214180900931845e-19,7.9160256689749575e-13,4.9344909290395131e-13,1.3529277410399262e-21,1.6241334826360297e-18,1.6044210121125389e-28,2.2639285496161177e-23,2.1012666537220642e-22,1.8741220029862294e-22,7.8521585420871984e-26,4.5983113823751219e-29,6.5542030361546085e-30,5.5880546101361828e-27,1.0621195780909493e-33,2.7278682420074946e-37,3.631913015718433e-36,1.017113277642221e-34,4.7381030886838068e-32,4.1776543188244376e-19,2.2925439227068674e-21,1.9975070601041636e-22,2.3457437707397292e-23,4.1951319955428046e-20,3.6436223614565065e-20,8.9833869829279333e-16,7.2537019690710573e-18,6.8560132691254316e-18,3.208308978934701e-21,2.1638356619046152e-21,1.138659837333313e-21,3.5731788236253736e-29,1.5668598611979232e-28,1.166729667570608e-20,6.0535315652885768e-30,3.166181764273433e-24,1.9661832454497832e-36,2.0508762554283813e-29,4.0652336324214394e-25,8.3764566656402508e-30,3.3252677643133894e-32,1.3786138506858778e-13,3.0753568191796027e-12,1.7972480540672115e-15,2.448193463088888e-22,3.9973456336260047e-17,3.9973456336260047e-17
3.867814859619403e-12,0.46435687480911264,154.0,0.0,0.0,0.0,0.99998662351324696,0.99999999999671907,18.999999964495316,6.1219288418254615e-07,3.5478350396988974e-06,3.5245690522668277e-06,2.9339489653569586e-08,1.2079497277108615e-12,7.1970812245838797e-07,1.8946936301872932e-06,2.4894248009899993e-09,3.0393736595321412e-06,6.1447423004558918e-09,3.2412802839113861e-16,6.8897053194010871e-11,4.7043802078873818e-17,6.4263116863204272e-11,7.3569203378776107e-13,7.3600987135035235e-13,2.1852134175631748e-16,9.9314750282434934e-17,4.2570370446228443e-12,1.6150176394827512e-29,1.5106651451087248e-29,1.5106708639724434e-29,4.2513875845890536e-16,1.9244526247650209e-11,1.7537124447250855e-19,2.7935631948143618e-19,8.2885899196059396e-13,5.1667251861163415e-13,1.4705525998543477e-21,1.727034041748876e-18,1.779678607045734e-28,2.415038687268421e-23,2.2835334094593162e-22,2.041194174885175e-22,8.7320973497756375e-26,5.2207861397598746e-29,7.4422010841095595e-30,6.197669628864239e-27,1.2314277549127499e-33,3.1697747248588536e-37,4.1253916306767806e-36,1.1688638728496722e-34,5.3801843544505827e-32,4.3520816438374827e-19,2.4364275349707225e-21,2.0863155563702498e-22,2.4760774447562797e-23,4.4630966953336463e-20,3.7966754267910991e-20,9.3570167891084134e-16,7.6752362586979405e-18,7.2896277569515995e-18,3.4218681432600089e-21,2.3063378856836842e-21,1.2334869635265469e-21,3.7974381785209281e-29,1.6973444913678218e-28,1.2403901022237911e-20,6.4357158702177357e-30,3.3667380398432267e-24,2.3160220634443849e-36,2.179593032610484e-29,4.4155802977126128e-25,9.1023271125820649e-30,3.6883828055682591e-32,1.4072188743522299e-13,3.1390866490361983e-12,1.8725210363657479e-15,2.6041661720990512e-22,4.1647967879479109e-17,4.1647967879479109e-17
3.946382663048665e-12,0.4643568748055734,154.0,0.0,0.0,0.0,0.99998635210737097,0.99999999999665246,18.999999963160885,6.2462834989490825e-07,3.6198698056377573e-06,3.5955811100047508e-06,3.0516372384542151e-08,1.232476260285946e-12,7.1974486012565264e-07,1.9386795602669337e-06,2.4907760671323865e-09,3.1099337965785555e-06,6.3017037761149983e-09,3.3712971469292965e-16,7.1562140954886291e-11,4.824549310258125e-17,6.6877548517624604e-11,7.8123944470686126e-13,7.8157811677204567e-13,2.3247616385871005e-16,1.0619430556198788e-16,4.4317000072416635e-12,1.8582886406174838e-29,1.738222375880031e-29,1.7382290901989172e-29,4.5217587811525553e-16,1.9811965365966983e-11,1.8455914059800265e-19,2.8658140403494643e-19,8.6698812701843869e-13,5.4043990208940735e-13,1.595763655918602e-21,1.8341822408440239e-18,1.9700076655207438e-28,2.5728642386715762e-23,2.4775098375597907e-22,2.2192971507518893e-22,9.6896133740306818e-26,5.9121571136439137e-29,8.428599943838427e-30,6.859605139022098e-27,1.4234152369622454e-33,3.6721304980701687e-37,4.6737070111928117e-36,1.3395801040098533e-34,6.0934371893444965e-32,4.5300532243476192e-19,2.5861390856666139e-21,2.177052716512064e-22,2.6110375465784712e-23,4.7421973312544526e-20,3.9528372312046594e-20,9.7381608485375606e-16,8.1113544748244931e-18,7.7410858543129141e-18,3.6446950009035237e-21,2.4549525319940006e-21,1.3340116928514181e-21,4.0307810982474113e-29,1.835668989642197e-28,1.317071037981484e-20,6.833571927866497e-30,3.5755451549674247e-24,2.7191151295044891e-36,2.3135234468329351e-29,4.7880665700025165e-25,9.874316920102069e-30,4.0825642158898363e-32,1.4358248836572895e-13,3.2028150997347294e-12,1.9493369575769368e-15,2.766648010813748e-22,4.3356823665104924e-17,4.3356823665104924e-17
4.024950466477927e-12,0.4643568748019753,154.0,0.0,0.0,0.0,0.99998608070180128,0.99999999999658584,18.999999961804253,6.3706380972889251e-07,3.6919044014685252e-06,3.6665710076610336e-06,3.171531944262002e-08,1.2570027349338999e-12,7.197760743834821e-07,1.9826675590762828e-06,2.4919911040617539e-09,3.1804972562037924e-06,6.4587926607090369e-09,3.5037515945905971e-16,7.4275881450828796e-11,4.9448159572960071e-17,6.9543193553153888e-11,8.2862078401289765e-13,8.2898118509557705e-13,2.4701085286128029e-16,1.1338850092986038e-16,4.6098741203867022e-12,2.1322788074440962e-29,1.9945153355843337e-29,1.9945231936728927e-29,4.8035882236984623e-16,2.0386432463024796e-11,1.9406256079145935e-19,2.9381649230756171e-19,9.0598990731361372e-13,5.6475120122723066e-13,1.7288881282772793e-21,1.9456632492317637e-18,2.1763697781664847e-28,2.7375618124212332e-23,2.683697088642946e-22,2.4089159433678456e-22,1.0729772946790197e-25,6.6784212920716352e-29,9.5219798429968694e-30,7.5771880440861157e-27,1.6405673125706153e-33,4.2417507999728928e-37,5.2816538880991058e-36,1.5311943006321879e-34,6.8840702772499862e-32,4.7115677625269761e-19,2.7417888057314336e-21,2.2697178278378185e-22,2.7507014166794258e-23,5.0326576801912162e-20,4.1121056516024183e-20,1.0126814047379762e-15,8.5622077040221707e-18,8.2107426178264271e-18,3.8769845329308215e-21,2.6098065558986748e-21,1.4404476510030341e-21,4.2733793922551467e-29,1.9821272959755124e-28,1.3968319427288821e-20,7.2474082850487822e-30,3.7927660826789261e-24,3.1822569164421129e-36,2.4527661104671852e-29,5.18360290295493e-25,1.0694332838696332e-29,4.5097660057274189e-32,1.464431887930909e-13,3.2665421758038774e-12,2.0276957477577194e-15,2.9357737552650295e-22,4.5100022951116849e-17,4.5100022951116849e-17
4.10351826990719e-12,0.4643568747983185,154.0,0.0,0.0,0.0,0.9999858092965086,0.99999999999651923,18.999999960425491,6.4949926368450422e-07,3.7639388387454908e-06,3.7375388054613236e-06,3.2936270618768458e-08,1.2815291555890161e-12,7.198025916276647e-07,2.0266573149960362e-06,2.4930836389706832e-09,3.2510635385244034e-06,6.6159973999794722e-09,3.6386369752255396e-16,7.7038261521447754e-11,5.0651713030254946e-17,7.225999980073098e-11,8.7787160802457817e-13,8.7825465135606131e-13,2.6213702234071621e-16,1.2090443888174519e-16,4.7915593945750207e-12,2.4401488777766812e-29,2.2825008030666032e-29,2.2825099717688663e-29,5.0971313193319731e-16,2.0967927529009242e-11,2.0388750099013225e-19,3.0106106562435037e-19,9.4586426134972014e-13,5.8960636971444955e-13,1.8702607621568997e-21,2.0615621936421447e-18,2.3997675640821004e-28,2.9092886318444935e-23,2.9026075871269358e-22,2.6105467571140587e-22,1.1857862756797403e-25,7.5259619699016683e-29,1.0731475313459784e-29,8.3538862308196675e-27,1.8855836189148079e-33,4.8860630884098079e-37,5.9543375761512132e-36,1.7457931541753052e-34,7.7586936905406028e-32,4.8966239645766899e-19,2.9034866186551144e-21,2.3643101799737748e-22,2.8951463427342549e-23,5.3347013645792095e-20,4.2744785820263669e-20,1.0522971312746234e-15,9.0279433130064303e-18,8.6989528602259404e-18,4.1189315836820471e-21,2.7710268238710772e-21,1.5530116541169066e-21,4.5254043907978459e-29,2.1370177400827585e-28,1.4797322195860946e-20,7.677533152547503e-30,4.0185636183659094e-24,3.7129480867655082e-36,2.5974193608432814e-29,5.6031178573553616e-25,1.1564319742482524e-29,4.972022652821859e-32,1.4930398964774822e-13,3.33026788176005e-12,2.1075973370762975e-15,3.1116782827107568e-22,4.6877564997931512e-17,4.6877564997931512e-17
4.182086073336452e-12,0.4643568747946032,154.0,0.0,0.0,0.0,0.9999855378914686,0.99999999999645262,18.99999995902467,6.6193471176174741e-07,3.8359731279758953e-06,3.8084845634670096e-06,3.4179165868165017e-08,1.3060555258291939e-12,7.198251146076892e-07,2.0706485630317445e-06,2.4940660158232118e-09,3.3216322184501e-06,6.7733074867128217e-09,3.7759466553058931e-16,7.9849269326102359e-11,5.1856073030923768e-17,7.5027915172545291e-11,9.2902743684991062e-13,9.2943405435949499e-13,2.7786627403629695e-16,1.2874921532386176e-16,4.9767558409249699e-12,2.7853137340326401e-29,2.6053733166181376e-29,2.6053839831944059e-29,5.402644456843123e-16,2.1556450554637913e-11,2.1404000570123968e-19,3.0831465231418329e-19,9.8661111190088598e-13,6.1500535766911918e-13,2.0202238652148353e-21,2.1819641582619854e-18,2.6412456034821171e-28,3.0882025321632926e-23,3.1347650747194168e-22,2.8246970312718722e-22,1.3079394877228756e-25,8.4615652778581443e-29,1.206679904102959e-29,9.1933117118210923e-27,2.1613918403580236e-33,5.6131487192444e-37,6.6971873721756106e-36,1.9856268192125015e-34,8.7243361846499048e-32,5.0852205406649794e-19,3.0713421413515556e-21,2.4608290648238143e-22,3.044449560028475e-23,5.6485518536121235e-20,4.4399539332350472e-20,1.092662761169452e-15,9.5087050348064891e-18,9.2060711523093094e-18,4.3707308619146657e-21,2.9387401145273311e-21,1.6719236731128562e-21,4.7870269462899584e-29,2.3006429923798247e-28,1.5658312073338526e-20,8.1242544073238314e-30,4.2531003809421953e-24,4.3194528372191824e-36,2.7475812610290281e-29,6.0475580886509216e-25,1.2486260602917031e-29,5.4714507426924519e-32,1.521648918576016e-13,3.3939922221074098e-12,2.1890416558118403e-15,3.2944965716071624e-22,4.8689449068396152e-17,4.8689449068396152e-17
4.260653876765714e-12,0.4643568747908295,154.0,0.0,0.0,0.0,0.99998526648665942,0.999999999996386,18.999999957601869,6.7437015396062652e-07,3.9080072787148061e-06,3.8794083415756666e-06,3.5443945309751573e-08,1.3305818489079063e-12,7.1984424092190541e-07,2.1146410778396107e-06,2.494949334728533e-09,3.3922029344961044e-06,6.9307133658615023e-09,3.915674019395407e-16,8.2708894210999362e-11,5.3061166421232884e-17,7.7846887661854234e-11,9.8212375444267116e-13,9.8255489673916122e-13,2.9421019786838031e-16,1.3692991949362131e-16,5.1654634711081411e-12,3.1714573322735227e-29,2.9665791419543156e-29,2.9665915161180652e-29,5.720385002166853e-16,2.2152001531111757e-11,2.2452616798913603e-19,3.1557682345077852e-19,1.0282303768708513e-12,6.4094811217355379e-13,2.179127343728957e-21,2.3069541847706141e-18,2.9018913747205614e-28,3.2744619576696773e-23,3.3807046537070123e-22,3.0518854831193734e-22,1.4400111812340178e-25,9.4924370787953733e-29,1.3538266253104894e-29,1.0099223780150849e-26,2.471161989779806e-33,6.4317866081701917e-37,7.5159702561720376e-36,2.2531183707774794e-34,9.7884628842277794e-32,5.2773562048700296e-19,3.2454646850254025e-21,2.5592737765315877e-22,3.1986882518571866e-23,5.9744324644217325e-20,4.6085296322965861e-20,1.1337777950259285e-15,1.0004633052936088e-17,9.7324518248388209e-18,4.6325769419179957e-21,3.1130731193408442e-21,1.7974067984247224e-21,5.0584174346577977e-29,2.4733100154547815e-28,1.6551881808302899e-20,8.5878795946782568e-30,4.4965388139930368e-24,5.0108596440682573e-36,2.9033496006052682e-29,6.5178883345868643e-25,1.3462176462716827e-29,6.0102506102065938e-32,1.5502589634801928e-13,3.4577152013379109e-12,2.2720286343541783e-15,3.4843637015815443e-22,5.0535674427782061e-17,5.0535674427782061e-17
4.3392216801949765e-12,0.4643568747869978,154.0,0.0,0.0,0.0,0.9999849950820614,0.99999999999631939,18.999999956157144,6.8680559028114557e-07,3.9800412996514175e-06,3.950310199521505e-06,3.6730549225787721e-08,1.3551081277838063e-12,7.1986047875636143e-07,2.1586346677916523e-06,2.4957435772849833e-09,3.4627753792627893e-06,7.0882063482559649e-09,4.0578124701006929e-16,8.5617126589662271e-11,5.4266926676633934e-17,8.0716865342801637e-11,1.0371960086587301e-12,1.0376526450119089e-12,3.1118037195684372e-16,1.4545363389240104e-16,5.3576822973056267e-12,3.6025481953833302e-29,3.369830768125095e-29,3.3698450842387908e-29,6.0506112938621298e-16,2.2754580450070861e-11,2.3535212946252556e-19,3.2284718897894626e-19,1.070721970024024e-12,6.6743457773006451e-13,2.3473287387281637e-21,2.436617272374449e-18,3.1828361956860032e-28,3.4682259589129403e-23,3.6409728300442808e-22,3.292642150824337e-22,1.5825991563037978e-25,1.062622023230357e-28,1.5156819646283797e-29,1.1075532175981742e-26,2.8183212858851726e-33,7.3514989326400248e-37,8.4168048964833386e-36,2.55087362519759e-34,1.0958993362377892e-31,5.473029675127258e-19,3.425963256034843e-21,2.6596436114449804e-22,3.3579395499152692e-23,6.3125663632289972e-20,4.7802036221943573e-20,1.1756417372512936e-15,1.0515864083612227e-17,1.0278448970396089e-17,4.9046642646004918e-21,3.2941524433394494e-21,1.9296872051113168e-21,5.3397457566843326e-29,2.6553300160636027e-28,1.7478623514190625e-20,9.068715930368849e-30,4.7490411868970572e-24,5.7971455387668008e-36,3.0648218964378409e-29,7.0150914029374542e-25,1.4494126409981244e-29,6.5907079822377698e-32,1.5788700404184354e-13,3.5214368239313345e-12,2.3565582032035102e-15,3.6814148534050932e-22,5.2416240343777986e-17,5.2416240343777986e-17
