Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916)
0.0,0.46435687490327027,154.0,0.0,0.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.23051269537033e-22,0.46435687490327027,154.0,0.0,0.0,0.0,0.99999999999999933,1.0,19.0,3.5304686400940266e-17,2.0495591514265877e-16,2.0495548588270454e-16,2.0399349772979951e-28,2.0399332865551847e-28,3.3126927281105445e-16,5.7476265810728124e-26,7.54693557889451e-19,9.2200462600557054e-26,1.212514644293423e-28,2.3668592363444902e-41,6.0786043047640495e-31,2.8136138387595179e-41,4.3478789148396347e-31,8.5786851827363791e-43,8.5786851827421525e-43,5.0751311029700424e-55,6.9601814159979808e-56,2.835365644634275e-32,8.8375989512806146e-99,8.2654225153554046e-99,8.2654225153554193e-99,4.557373680569448e-46,6.1850455734126349e-22,6.215637923507393e-40,3.0768580880411707e-46,3.2551084181331307e-42,2.0291815399441017e-42,3.6557976288239852e-61,2.0020338983134014e-48,1.2906678883088298e-77,5.7227245966966912e-62,1.6532323980645434e-57,1.1611584567634789e-70,1.4836069899775838e-83,3.1845007502600183e-96,4.5172252582332024e-97,1.3055874633213908e-71,3.1084902847638535e-110,7.1138323363011892e-114,5.548519767733882e-111,2.9034805488778024e-102,3.2615649695650563e-99,2.9190159571504959e-39,2.9053151344476229e-51,1.448227210734364e-51,6.8225225775770685e-52,9.3630492788376266e-56,1.5710471802856242e-48,6.3331385821502474e-36,1.1591393742160785e-47,8.5110001232289333e-48,5.0350887757772624e-60,4.2355262519961292e-60,3.6482214011809202e-61,5.5543398248816953e-64,1.9095931156436043e-72,1.4553962748083693e-50,2.5987936713012805e-61,7.2412835978021817e-62,5.8361629975154669e-115,3.3709187159482869e-64,2.1516893819441864e-70,4.9930996570082899e-83,5.1589092740252836e-87,8.1105931363449489e-24,1.8113388909219354e-22,1.2464575094157409e-35,2.9677920050806394e-52,2.7712498553887265e-37,2.7712498553887265e-37
6.245435547036924e-22,0.46435687490327027,154.0,0.0,0.0,0.0,0.99999999999999778,1.0,19.0,9.8853121922632579e-17,5.7387656239838949e-16,5.7387536047090905e-16,1.2321207262786222e-27,1.2321162273626219e-27,9.2755396337709887e-16,3.4715664534256461e-25,2.1131419613531541e-18,5.568907938599514e-25,7.3235884496165748e-28,2.8099091910350394e-40,3.6714769996941838e-30,3.3402328282395867e-40,2.6261188645555227e-30,1.0184615048911523e-41,1.0184615048924433e-41,1.1352865254667347e-53,1.5569647414906277e-54,1.7125608493581375e-31,9.4171474802332705e-97,8.80744908686624e-97,8.8074490868662681e-97,5.4105190928365638e-45,1.7318127607392671e-21,3.7542453062373133e-39,3.6528457389575914e-45,3.864464712434162e-41,2.4090443232407304e-41,8.1778730638293819e-60,2.3768146440734428e-47,5.3259771798407212e-76,1.2801517427199824e-60,1.9627775781805101e-56,4.7915570527262225e-69,1.1168232699073682e-81,4.3468315348677974e-94,6.165995470724387e-95,2.9206323283944736e-70,7.6686244670015161e-108,1.7549811702384164e-111,1.3688160426045585e-108,3.9632400186803444e-100,4.4520239040914497e-97,1.7630856381134352e-38,3.4491901275848813e-50,1.7193353431912596e-50,8.0996987284871118e-51,1.114987441589386e-54,1.8651472025346314e-47,3.8252157036002327e-35,1.3761302649847133e-46,1.0104259346242498e-46,1.1263292177535767e-58,9.4747027934612185e-59,8.1609253453024897e-60,1.2424707282522062e-62,7.879742230638074e-71,1.7278464574095443e-49,5.6489259250025369e-60,1.6198461508096669e-60,1.1252353838112982e-112,7.540527720558195e-63,4.827333011797809e-69,2.0663018821629761e-81,2.1350605493996191e-85,2.270966078176714e-23,5.0717488945809951e-22,7.5286033568700623e-35,3.5233637198112011e-51,1.6738349126546738e-36,1.6738349126546738e-36
1.4275281250370113e-21,0.46435687490327027,154.0,0.0,0.0,0.0,0.999999999999995,1.0,19.0,2.2594999296601658e-16,1.3117178569056311e-15,1.3117151096446643e-15,5.9321309138420716e-27,5.9320738318446178e-27,2.1201233425337747e-15,1.6714098074624745e-24,4.8300387653313242e-18,2.6811894487130036e-24,3.5259925827317241e-27,2.7587302349669081e-39,1.7676581312504343e-29,3.2792707905649591e-39,1.2643631884239414e-29,9.9993154488948899e-41,9.9993154489203977e-41,2.2431348546423894e-52,3.0762999558412382e-53,8.2452432945820059e-31,2.1431224322675284e-94,2.0043693431306236e-94,2.0043693431306361e-94,5.3120819462829481e-44,3.9584291682701951e-21,1.8075075088111809e-38,3.5863852196097031e-44,3.7941543672981588e-40,2.3652139999180324e-40,1.6158099084866791e-58,2.3335707118609961e-46,2.1069036074910817e-74,2.5293652126904454e-59,1.9271939162775079e-55,1.8954931581594184e-67,8.8303897325688576e-80,6.8669315711634405e-92,9.7407660329333094e-93,5.7710465808167947e-69,2.4207578430651576e-105,5.5399609198986725e-109,4.3209470680960707e-106,6.2609507177030588e-98,7.0331098082572839e-95,8.4884984033116848e-38,3.3864353206150086e-49,1.6880536325149874e-49,7.9523320820254545e-50,1.1019163405594255e-53,1.8312125626494922e-46,1.841676699661517e-34,1.351092854323954e-45,9.9204217434654856e-46,2.2254367271092063e-57,1.8720416047457142e-57,1.612461324755613e-58,2.4548571206716532e-61,3.1169315302115426e-69,1.6964098977881478e-48,1.0509974577136861e-58,3.2005429189820876e-59,5.1062337923742782e-110,1.489845487984099e-61,9.5989237953038568e-68,8.225546650884046e-80,8.4995091262134825e-84,5.1907796072616705e-23,1.1592568901897427e-21,3.6246984373794554e-34,3.4592598540873711e-50,8.0587945794686705e-36,8.0587945794686705e-36
3.033497265703649e-21,0.46435687490327027,154.0,0.0,0.0,0.0,0.99999999999998945,1.0,19.0,4.8014373505278206e-16,2.7874004459032369e-15,2.7873946079815594e-15,2.5907174210232724e-26,2.5906613702237052e-26,4.5052620929454723e-15,7.2994857340563126e-24,1.0263832361490728e-17,1.1709458711921728e-23,1.5398935952833147e-26,2.4399673340069504e-38,7.7198274611091869e-29,2.9001406390568328e-38,5.5218062217282862e-29,8.8442812757783722e-40,8.8442812758237606e-40,3.9915385966509182e-51,5.4741113969573826e-52,3.6009143686705832e-30,3.6217821663202653e-92,3.3872955797445698e-92,3.3872955797446134e-92,4.6984772046371834e-43,8.4116619862717298e-21,7.8938601696109127e-38,3.1721164220439015e-43,3.3558865645151151e-39,2.0920049940350653e-39,2.8752473998356162e-57,2.0640168677776666e-45,7.5193893206232708e-73,4.5008711134389112e-58,1.704807562583723e-54,6.7648817765334417e-66,6.3115946107716731e-78,9.8229237067709897e-90,1.3933851036104474e-90,1.0270589229623029e-67,6.9278998743046983e-103,1.5854667319439171e-106,1.2365997855533354e-103,8.9560876845502677e-96,1.0060636304955463e-92,3.7071502654964443e-37,2.9952636908061296e-48,1.4930643161130281e-48,7.0337473843422895e-49,9.874674928458477e-53,1.6196867365352646e-45,8.0430859990438138e-34,1.1950263286909649e-44,8.7745006866867766e-45,3.9600457352978064e-56,3.3311979955249594e-56,2.8692887734889954e-57,4.3680880902978507e-60,1.1122559893197992e-67,1.5004553432231572e-47,1.6734680318014489e-57,5.6951947353586115e-58,1.7271649117257411e-107,2.6509727459710711e-60,1.7298595128887314e-66,2.9724958005658502e-78,3.0715408789593189e-82,1.1030406665433645e-22,2.4634208916523533e-21,1.5830010369564214e-33,3.0596763490503917e-49,3.519487316341879e-35,3.519487316341879e-35
6.2454355470369246e-21,0.46435687490327027,154.0,0.0,0.0,0.0,0.99999999999997824,1.0,19.0,9.8853121922630346e-16,5.7387656238309357e-15,5.7387536046128868e-15,1.081573524832734e-25,1.0815241162894155e-25,9.2755395621622497e-15,3.0473915917692622e-23,2.1131419506621773e-17,4.8884684925674207e-23,6.428752617319744e-26,2.0507741861571763e-37,3.2228759970388604e-28,2.4371758173625447e-37,2.3052454005417305e-28,7.4341513200053967e-39,7.4341513200819529e-39,6.732313167848834e-50,9.2328889556097741e-51,1.5033108647716402e-29,5.3030868873189308e-90,4.95974687253917e-90,4.9597468725392947e-90,3.9493535442795211e-42,1.7318127634033509e-20,3.2955312331184044e-37,2.6663538260082092e-42,2.8208248548349947e-38,1.7584562440254243e-38,4.8495249950728762e-56,1.7349305436860949e-44,2.5406317048741472e-71,7.5913775956334343e-57,1.433374292473299e-53,2.2857008467177288e-64,4.2685348500749193e-76,1.3291844281030027e-87,1.8854526792469265e-88,1.7327305231439036e-66,1.8752678300477438e-100,4.2915969030973686e-104,3.3472704194161858e-101,1.2118889099773257e-93,1.3613503996151091e-90,1.547662260404977e-36,2.5176996101000632e-47,1.2550105127393097e-47,5.912288012309356e-48,8.5161786320121271e-52,1.3614442327462967e-44,3.3578300759977652e-33,1.0044916344662801e-43,7.3754965301399424e-44,6.679195891154763e-55,5.6185522591338966e-55,4.8394748990894174e-56,7.3667475515948584e-59,3.7570164189826836e-66,1.2612231249935381e-46,2.3300391041322189e-56,9.6057770505886126e-57,5.0602181184227461e-105,4.4708221216722505e-59,2.9911711014170342e-65,1.0292515197310976e-76,1.0635541031336344e-80,2.2709660781785846e-22,5.0717488945748692e-21,6.6087177149081332e-33,2.5718424032752832e-48,1.4693166733254791e-34,1.4693166733254791e-34
1.2669312109703476e-20,0.4643568749032702,154.0,0.0,0.0,0.0,0.99999999999995581,1.0,19.0,2.0053061875733062e-15,1.1641495979416303e-14,1.1641471597705693e-14,4.4185807571202756e-25,4.4181663774673605e-25,1.8816094374169338e-14,1.244958889750202e-22,4.2866593608132849e-17,1.9970988708911562e-22,2.6263551974990346e-25,1.6810774398004004e-36,1.3166500023019553e-27,1.9972145569373433e-36,9.4176796437997202e-28,6.0949664043006233e-38,6.0949664044263665e-38,1.1057844295273762e-48,1.5165047741243053e-49,6.1415154007897324e-29,7.2515227500984591e-88,6.7820343217426976e-88,6.782034321743038e-88,3.2379187847523628e-41,3.5131058976591923e-20,1.3463320419241988e-36,2.1860360568197017e-41,2.3126826266960908e-37,1.4416886601065401e-37,7.9653593674574425e-55,1.4224008797583231e-43,8.3530411891157702e-70,1.2468860693496511e-55,1.1757913470870439e-52,7.5148844357817212e-63,2.8079848506323579e-74,1.7491320081080832e-85,2.4811497647830143e-86,2.8474787591608415e-65,4.9360133757305717e-98,1.1296190090585393e-101,8.8105635370237475e-99,1.5947777026747999e-91,1.7914606189780898e-88,6.3227053231809763e-36,2.0641622530377108e-46,1.0289334284088331e-46,4.8472501318721696e-47,7.3361666051935188e-51,1.1161941340828363e-43,1.3717831492293841e-32,8.235429298841864e-43,6.0468776635693708e-43,1.0970599130590289e-53,9.2284887650493116e-54,7.9488520490037806e-55,1.2097699650452947e-57,1.23453827113237e-64,1.0340269174891354e-45,2.8325467983008519e-55,1.5777513387383736e-55,1.3842207646657273e-102,7.3419235954928195e-58,5.1545051142949138e-64,3.5477725092240258e-75,3.6660257264243275e-79,4.6068169014523248e-22,1.0288404900409083e-20,2.6998768236829127e-32,2.1085518152869852e-47,6.0026380367524519e-34,6.0026380367524519e-34
2.5517065235036578e-20,0.46435687490327027,154.0,0.0,0.0,0.0,0.99999999999991107,1.0,19.0,4.038856124267154e-15,2.3446956689507029e-14,2.3446907583211912e-14,1.7860609885933106e-24,1.7857216903872583e-24,3.7897203492477672e-14,5.0323228079597906e-22,8.6336941056150927e-17,8.072592822525154e-22,1.0616147531698895e-24,1.360941137291498e-35,5.322109804588063e-27,1.6158927777432115e-35,3.806776687390083e-27,4.9358618163204859e-37,4.935861816524321e-37,1.7925241148786021e-47,2.4583195593385895e-48,2.4824987193345649e-28,9.5908330226402483e-86,8.9698896321998246e-86,8.969889632200729e-86,2.6221506365840302e-40,7.0756921849848166e-20,5.4420893949280837e-36,1.7703055916526861e-40,1.8728703249515122e-36,1.167516838741188e-36,1.2912190788003221e-53,1.1518971105903042e-42,2.7092888877846156e-68,2.0212559746010652e-54,9.5319781631778932e-52,2.4374346661289943e-61,1.8219163143295529e-72,2.2700358896292039e-83,3.2200537111124795e-84,4.6206311879781883e-64,1.2812671548376468e-95,2.9322120868012916e-99,2.2870032382117117e-96,2.0697137921310904e-89,2.3249702603273426e-86,2.5557385827204219e-35,1.671612109002776e-45,8.332569437789862e-46,3.9254275571355249e-46,6.5145321968625303e-50,9.0392278237133342e-43,5.5449668175256339e-32,6.6692641498787911e-42,4.8969183069248209e-42,1.778381337203634e-52,1.4959777348122644e-52,1.2885431695278634e-53,1.9603746359376603e-56,3.9997501800382781e-63,8.3738180637734734e-45,3.0143925487529336e-54,2.5576015282726217e-54,3.6619859063023635e-100,1.1896988997004299e-56,9.1386411185509548e-63,1.2569805747917382e-73,1.2988812804475477e-77,9.2785185480130111e-22,2.0721716912034242e-20,1.0913333794440959e-31,1.7075599394986953e-46,2.4263622683745825e-33,2.4263622683745825e-33
5.121257148570278e-20,0.4643568749032703,154.0,0.0,0.0,0.0,0.99999999999982159,1.0,19.0,8.1059559976542184e-15,4.7057878105369338e-14,4.7057779551506763e-14,7.1816726775956895e-24,7.1789271388715905e-24,7.6059419706271047e-14,2.0234748068317843e-21,1.7327763293217087e-16,3.2459539710675539e-21,4.268706154857692e-24,1.0946978600134486e-34,2.139996929704072e-26,1.2981975365646038e-34,1.5306881628847891e-26,3.9728109991505225e-36,3.9728109994787928e-36,2.8868045145554971e-46,3.9590477674531647e-47,9.982018165800857e-28,1.2477936700226835e-83,1.167007232581463e-83,1.167007232581698e-83,2.1105349773147032e-39,1.4200864834891834e-19,2.1882402278097206e-35,1.4248909887677667e-39,1.5074489309085341e-35,9.3971909690153949e-36,2.0794685212169986e-52,9.2714700727226631e-42,8.7283350477534768e-67,3.255170080448587e-53,7.6884482256908366e-51,7.8525196187313194e-60,1.1740356645013173e-70,2.9257619752541486e-81,4.1502034176635696e-82,7.4566688106596069e-63,3.3028409384590596e-93,7.5586346991721338e-97,5.8954125136589248e-94,2.66757455621896e-87,2.9965647738628048e-84,1.0276512433481633e-34,1.345458851442977e-44,6.706776423243576e-45,3.1595235530480378e-45,6.1666951632974999e-49,7.275554264128094e-42,2.2296067689413083e-31,5.3680039777563126e-41,3.9414658741899038e-41,2.8640281342871564e-51,2.4092258229550117e-51,2.0751590459911783e-52,3.1548236693913353e-55,1.2857185275946243e-61,6.7399772782938672e-44,2.8711590061148113e-53,4.1189339647383639e-53,9.5292897943608456e-98,1.9144981031084436e-55,1.7239391778749517e-61,4.7342502918187367e-72,4.8920760491330179e-76,1.8621921841187198e-21,4.1588340935111475e-20,4.3882035201187003e-31,1.3743927983719075e-45,9.7562959657985229e-33,9.7562959657985229e-33
1.0260358398703518e-19,0.4643568749032702,154.0,0.0,0.0,0.0,0.99999999999964251,1.0,19.0,1.6240155744425818e-14,9.4279720919824718e-14,9.4279523477226157e-14,2.8801719488918132e-23,2.8779635846888735e-23,1.5238384404256549e-13,8.1150385050283578e-21,3.4715900460414677e-16,1.3017726423788012e-20,1.7119420295880267e-23,8.7729521961000151e-34,8.5823447029635611e-26,1.0378691123182502e-33,6.1387441477542087e-26,3.1879306264807872e-35,3.1879306270077345e-35,4.6339595749089114e-45,6.3551481518737218e-46,4.0032357408531617e-27,1.6102116291914047e-81,1.5059610113528202e-81,1.5059610113534267e-81,1.6935714127484841e-38,2.845121043572893e-19,8.7758221665438394e-35,1.1433773146590119e-38,1.2096327627912973e-34,7.5406535115347604e-35,3.3380075121723016e-51,7.4397708347312513e-41,2.8024853362575068e-65,5.2252676633593144e-52,6.1956275958369821e-50,2.521278785227848e-58,7.5395706310316343e-69,3.7579072270344085e-79,5.3306043186299976e-80,1.2018675627280444e-61,8.4845846934462971e-91,1.9417186112017028e-94,1.5144538244939593e-91,3.4262862167411412e-85,3.848847759505129e-82,4.1213411123377217e-34,1.0796459928815176e-43,5.3817650958715842e-44,2.5353153824289118e-44,6.4300573305430711e-48,5.8381697919694425e-41,8.9417203535547488e-31,4.3074850902613078e-40,3.1627781367998447e-40,4.5973988486742621e-50,3.8673403650675632e-50,3.3310898313232452e-51,5.0568249207999696e-54,4.1099650158796435e-60,5.4084072891281621e-43,2.5326790732141762e-52,6.6117869335755137e-52,2.4594868250009345e-95,3.0684678392976948e-54,3.5769429044579565e-60,1.9597657515545044e-70,2.0251047451142121e-74,3.7308728427746842e-21,8.3321588980573653e-20,1.7598658787347563e-30,1.1028636664672831e-44,3.9127110432503435e-32,3.9127110432503435e-32
