Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128)
1.1398213944060381e-12,0.9787074812036773,154.0,0.0,0.0,0.0,0.99999213830769351,1.0,18.999999998416421,3.2479508626769445e-07,9.4998358542777215e-07,9.4923067404420998e-07,1.1631259211173377e-09,1.2928560374764005e-13,2.0375962050994784e-06,1.3005415964307438e-06,9.9965199412432643e-09,2.2879381813378277e-06,4.2032866207611059e-10,1.1058814427177789e-17,1.6630596947245171e-11,2.8182259370089935e-18,1.0197275711506223e-11,4.6126172405038716e-14,4.6126172405038716e-14
1.1769163824599232e-12,0.9787074812031291,154.0,0.0,0.0,0.0,0.9999918835624837,1.0,18.999999998318376,3.3536533594952905e-07,9.8089200604278026e-07,9.8008399594165437e-07,1.2393595325025408e-09,1.3349223660663595e-13,2.051047054936105e-06,1.3616974754261002e-06,1.0116705208218995e-08,2.3955248610319523e-06,4.4213663108229078e-10,1.1783640622880331e-17,1.7531445642040667e-11,2.964445109454549e-18,1.0869911982456187e-11,5.0771140249852094e-14,5.0771140249852094e-14
1.2140113705138083e-12,0.9787074812025661,154.0,0.0,0.0,0.0,0.99999162884234261,1.0,18.999999998217692,3.4593558159392383e-07,1.0118001476675117e-06,1.0109349062370588e-06,1.3179673276835815e-09,1.376988314918186e-13,2.0634144622316175e-06,1.4232392828766124e-06,1.023041804942517e-08,2.5037904795789186e-06,4.6420783257937791e-10,1.2531040749822525e-17,1.8446812050711958e-11,3.1124292321233196e-18,1.1563907282465634e-11,5.5717479190281979e-14,5.5717479190281979e-14
1.2511063585676935e-12,0.9787074812019881,154.0,0.0,0.0,0.0,0.99999137414542949,1.0,18.99999999811439,3.5650582320113459e-07,1.0427080240190071e-06,1.0417834090180555e-06,1.3989452222298469e-09,1.4190539027023505e-13,2.0747856931020159e-06,1.4851359325342657e-06,1.0338007020211649e-08,2.6126803495223908e-06,4.8652855101249433e-10,1.3300975972908395e-17,1.9376256320748141e-11,3.2620863434509642e-18,1.2279250478653419e-11,6.0974606991297957e-14,6.0974606991297957e-14
1.2882013466215786e-12,0.978707481201396,154.0,0.0,0.0,0.0,0.99999111947004304,1.0,18.999999998008487,3.6707606077139839e-07,1.0736156480996032e-06,1.0726295083651436e-06,1.4822891387324189e-09,1.4611191471164502e-13,2.0852409851060581e-06,1.5473588418888589e-06,1.043980190564759e-08,2.7221441880241861e-06,5.090857854211134e-10,1.4093407523804751e-17,2.0319362285981545e-11,3.4133292731640802e-18,1.3015930446716333e-11,6.6551936509700458e-14,6.6551936509700458e-14
1.3252963346754637e-12,0.9787074812007894,154.0,0.0,0.0,0.0,0.99999086481460997,1.0,18.999999997899991,3.7764629430493477e-07,1.1045230322341636e-06,1.1034732083517077e-06,1.567995006791996e-09,1.5031840649363304e-13,2.0948541129555527e-06,1.6098817306486613e-06,1.0536114731030582e-08,2.8321357623480207e-06,5.3186721221841395e-10,1.4908296700826251e-17,2.1275736191424296e-11,3.5660753927194361e-18,1.3773936070856686e-11,7.2458875697887644e-14,7.2458875697887644e-14
1.3623913227293488e-12,0.9787074812001684,154.0,0.0,0.0,0.0,0.99999061017767499,1.0,18.99999999778893,3.8821652380194714e-07,1.1354301881053703e-06,1.1343145130440393e-06,1.6560587630068357e-09,1.5452486720634806e-13,2.1036929088575446e-06,1.672680435382256e-06,1.062724071810712e-08,2.9426125637742863e-06,5.5486114990546364e-10,1.5745604868821139e-17,2.2245005486611548e-11,3.7202463787152259e-18,1.4553256243714983e-11,7.8704827607591363e-14,7.8704827607591363e-14
1.399486310783234e-12,0.9787074811995328,154.0,0.0,0.0,0.0,0.99999035555789284,1.0,18.99999999767531,3.9878674926262479e-07,1.1663371267871909e-06,1.1651534265013545e-06,1.7464763509607184e-09,1.5873129835706642e-13,2.111819741337556e-06,1.7357327389504098e-06,1.0713459190132316e-08,3.0535355075336932e-06,5.7805652561221126e-10,1.6605293459056533e-17,2.3226817683504414e-11,3.8757679885515491e-18,1.5353879866307322e-11,8.5299190393585167e-14,8.5299190393585167e-14
1.436581298837119e-12,0.978707481198883,154.0,0.0,0.0,0.0,0.99999010095401897,1.0,18.999999997559158,4.0935697068714248e-07,1.1972438587766009e-06,1.1959899527758128e-06,1.8392437212109287e-09,1.6293770137458066e-13,2.1192919555077458e-06,1.799018213672175e-06,1.0795034428200671e-08,3.1648686569024062e-06,6.0144284338137835e-10,1.7487323969103941e-17,2.4220839275883845e-11,4.0325698477772463e-18,1.6175795847967098e-11,9.2251357317365167e-14,9.2251357317365167e-14
1.4736762868910041e-12,0.9787074811982197,154.0,0.0,0.0,0.0,0.99998984636490162,1.0,18.999999997440469,4.1992718807566296e-07,1.2281503940236492e-06,1.2268240959125356e-06,1.9343568312762641e-09,1.6714407761321238e-13,2.1261622777213874e-06,1.8625180771774214e-06,1.0872216481342826e-08,3.2765789696153745e-06,6.2501015410892244e-10,1.8391657962725795e-17,2.5226754717087103e-11,4.1905852485427741e-18,1.7018993106290799e-11,9.9570716750806327e-14,9.9570716750806327e-14
1.5107712749448893e-12,0.9787074811975417,154.0,0.0,0.0,0.0,0.99998959178947555,1.0,18.999999997319271,4.3049740142833682e-07,1.259056741959952e-06,1.2576558599496225e-06,2.0318116456250586e-09,1.7135042835668228e-13,2.1324791875097592e-06,1.9262150599141455e-06,1.0945241932891167e-08,3.3886360647829291e-06,6.4874902705432576e-10,1.9318257069761322e-17,2.6244265452928455e-11,4.3497509585792525e-18,1.7883460567087464e-11,1.072666521797955e-13,1.072666521797955e-13
1.5478662629987744e-12,0.9787074811968499,154.0,0.0,0.0,0.0,0.99998933722675487,1.0,18.999999997195577,4.4106761074530421e-07,1.2899629115257069e-06,1.2884852489181703e-06,2.1316041356632345e-09,1.7555675482189204e-13,2.1382872595752899e-06,1.9900932833224516e-06,1.1014334625583155e-08,3.5010120085723778e-06,6.726505228349626e-10,2.0267082986012451e-17,2.7273089006688815e-11,4.5100070401289008e-18,1.8769187164331555e-11,1.1534854220784299e-13,1.1534854220784299e-13
1.5849612510526595e-12,0.978707481196144,154.0,0.0,0.0,0.0,0.9999890826758272,1.0,18.999999997069388,4.5163781602669504e-07,1.3208689111952937e-06,1.3193122668422885e-06,2.2337302797223687e-09,1.7976305816231582e-13,2.1436274783061758e-06,2.0541381477970241e-06,1.1079706347669232e-08,3.6136811171096868e-06,6.9670616782566298e-10,2.1238097473131223e-17,2.8312958113313484e-11,4.6712966782956248e-18,1.9676161840118894e-11,1.2382576055967399e-13,1.2382576055967399e-13
1.6220562391065446e-12,0.978707481195425,154.0,0.0,0.0,0.0,0.99998882813584788,1.0,18.99999999694073,4.622080172726298e-07,1.3517747490015502e-06,1.350136917739115e-06,2.3381860630477784e-09,1.83969339471268e-13,2.148537526994242e-06,2.1183362296609082e-06,1.1141557482103029e-08,3.7266197752339957e-06,7.2090792989102581e-10,2.2231262358506195e-17,2.9363619900196457e-11,4.8335660183321882e-18,2.0604373544625586e-11,1.327076760848012e-13,1.327076760848012e-13
1.6591512271604297e-12,0.9787074811946914,154.0,0.0,0.0,0.0,0.9999885736060351,1.0,18.999999996809599,4.7277821448322071e-07,1.3826804325587759e-06,1.3809592056188335e-06,2.4449674777866401e-09,1.8817559978518371e-13,2.1530520537433297e-06,2.1826751864426707e-06,1.1200077620761134e-08,3.839806269859596e-06,7.4524819538246372e-10,2.3246539535148704e-17,3.0424835112093774e-11,4.9967640114085735e-18,2.1553811236069423e-11,1.420036527610802e-13,1.420036527610802e-13
1.6962462152143148e-12,0.9787074811939444,154.0,0.0,0.0,0.0,0.99998831908566499,1.0,18.999999996676017,4.8334840765857165e-07,1.4135859690845425e-06,1.4117791344846878e-06,2.5540705229761118e-09,1.9238184008648536e-13,2.1572029159334061e-06,2.2471436697925259e-06,1.1255446145564556e-08,3.9532206367764832e-06,7.6971974733447296e-10,2.4283890961581131e-17,3.1496377377803749e-11,5.160842268419054e-18,2.2524463880673893e-11,1.5172304969824793e-13,1.5172304969824793e-13
1.7333412032682e-12,0.9787074811931841,154.0,0.0,0.0,0.0,0.99998806457406675,1.0,18.999999996540001,4.9391859679877987e-07,1.4444913654203623e-06,1.4425967083329986e-06,2.6654912045314902e-09,1.9658806130631384e-13,2.1610194049854379e-06,2.3117312454157797e-06,1.130783277829738e-08,4.0668445197959281e-06,7.9431574479719224e-10,2.5343278661723975e-17,3.2578032516348065e-11,5.3257549214083482e-18,2.3516320452634312e-11,1.6187522114144608e-13,1.6187522114144608e-13
1.770436191322085e-12,0.9787074811924097,154.0,0.0,0.0,0.0,0.99998781007061943,1.0,18.999999996401552,5.0448878190393457e-07,1.4753966280512831e-06,1.4734119311531755e-06,2.7792255352343818e-09,2.0079426432740026e-13,2.1645284530311547e-06,2.3764283194521895e-06,1.1357398100822653e-08,4.1806610412357853e-06,8.1902970324555669e-10,2.6424664724782313e-17,3.3669597880508764e-11,5.4914584922183331e-18,2.4529369934086074e-11,1.7246951647472984e-13,1.7246951647472984e-13
1.8075311793759702e-12,0.9787074811916215,154.0,0.0,0.0,0.0,0.99998755557474839,1.0,18.999999996260676,5.1505896297411981e-07,1.5063017631244624e-06,1.5042248069277358e-06,2.8952695347208941e-09,2.0500044998649386e-13,2.1677548229462807e-06,2.4412260707816496e-06,1.14042940472912e-08,4.2946546828314995e-06,8.438554760088933e-10,2.7528011305134932e-17,3.4770881735707172e-11,5.6579117679742125e-18,2.5563601315074777e-11,1.8351528022456333e-13,1.8351528022456333e-13
1.8446261674298553e-12,0.9787074811908208,154.0,0.0,0.0,0.0,0.99998730108591993,1.0,18.999999996117385,5.2562914000941322e-07,1.5372067764667728e-06,1.5350353396323165e-06,3.0136192294698528e-09,2.0920661907660691e-13,2.1707212830789325e-06,2.5061163887818129e-06,1.1448664369845461e-08,4.4088111762382593e-06,8.6878723666800985e-10,2.8653280622222213e-17,3.5881702672329691e-11,5.8250756830575731e-18,2.6619003593528094e-11,1.9502185206330181e-13,1.9502185206330181e-13
1.8817211554837406e-12,0.978707481190006,154.0,0.0,0.0,0.0,0.99998704660364068,1.0,18.999999995971702,5.3619931300988709e-07,1.5681116736014872e-06,1.5658435332356888e-06,3.1342706527910319e-09,2.1341277234955649e-13,2.1734487679003217e-06,2.5710918161005218e-06,1.1490645079240992e-08,4.5231174023552907e-06,8.9381946236953227e-10,2.9800434960432617e-17,3.7001889049704882e-11,5.9929132072326402e-18,2.7695565775229293e-11,2.0699856681266241e-13,2.0699856681266241e-13
1.918816143537626e-12,0.9787074811891782,154.0,0.0,0.0,0.0,0.99998679212745278,1.0,18.999999995823625,5.4676948197560878e-07,1.5990164597641018e-06,1.5966493916997727e-06,3.2572198448134092e-09,2.1761891051803763e-13,2.1759565257125679e-06,2.6361454960388067e-06,1.1530364861736781e-08,4.6375612987611145e-06,9.1894691800968004e-10,3.0969436668992639e-17,3.8131278470026923e-11,6.1613892395990705e-18,2.8793276873792155e-11,2.1945475444718291e-13,2.1945475444718291e-13
1.9559111315915112e-12,0.9787074811883364,154.0,0.0,0.0,0.0,0.99998653765693191,1.0,18.999999995673157,5.5733964690664096e-07,1.6299211399173278e-06,1.6274529189796503e-06,3.3824628524734425e-09,2.2182503425741268e-13,2.1782622544595667e-06,2.7012711241718475e-06,1.1567945473535048e-08,4.7521317746043394e-06,9.4416464124210058e-10,3.2160248161855748e-17,3.9269717280609599e-11,6.3304705080690264e-18,2.9912125910637348e-11,2.3239974009767019e-13,2.3239974009767019e-13
1.9930061196453965e-12,0.9787074811874819,154.0,0.0,0.0,0.0,0.99998628319168481,1.0,18.999999995520319,5.6790980780304165e-07,1.6608257187653044e-06,1.6582541190235807e-06,3.5099957295033627e-09,2.2603114420798954e-13,2.180382226600762e-06,2.7664629038659941e-06,1.1603502113980834e-08,4.8668186323484393e-06,9.6946792826676756e-10,3.3372831917588704e-17,4.0417060102943064e-11,6.5001254740858388e-18,3.1052101914969966e-11,2.4584284405463831e-13,2.4584284405463831e-13
2.030101107699282e-12,0.9787074811866137,154.0,0.0,0.0,0.0,0.99998602873134679,1.0,18.999999995365105,5.7847996466486549e-07,1.6917302007670725e-06,1.6890529957730115e-06,3.6398145364194942e-09,2.3023724097682607e-13,2.182331403927925e-06,2.8317155053783228e-06,1.1637143778664803e-08,4.9816124958189885e-06,9.9485232035927466e-10,3.4607150479262273e-17,4.1573169387111058e-11,6.6703242423035379e-18,3.221319392375833e-11,2.5979338177173734e-13,2.5979338177173734e-13
2.067196095753167e-12,0.9787074811857328,154.0,0.0,0.0,0.0,0.99998577427557933,1.0,18.999999995207542,5.8905011749216299e-07,1.722634590149345e-06,1.7198495531625944e-06,3.77191534051058e-09,2.3444332513907803e-13,2.1841235431336478e-06,2.8970240282506492e-06,1.1668973593510421e-08,5.096504744046589e-06,1.0203135911019816e-09,3.5863166454341452e-17,4.273791499020384e-11,6.8410384749699771e-18,3.339539098171371e-11,2.7426066386917235e-13,2.7426066386917235e-13
2.1042910838070525e-12,0.9787074811848382,154.0,0.0,0.0,0.0,0.99998551982406869,1.0,18.999999995047624,5.9962026628498135e-07,1.7535388909186107e-06,1.7506437951201967e-06,3.9062942158261487e-09,2.3864939724006458e-13,2.1857712928761115e-06,2.9623839667327698e-06,1.1699089130869214e-08,5.2114874504388232e-06,1.0458477342804544e-09,3.7140842514571457e-17,4.3911173777435152e-11,7.0122413107770818e-18,3.459868214127115e-11,2.8925399613711444e-13,2.8925399613711444e-13
2.141386071860938e-12,0.9787074811839309,154.0,0.0,0.0,0.0,0.99998526537652421,1.0,18.999999994885361,6.1019041104336422e-07,1.7844431068726105e-06,1.7814357255669165e-06,4.0429472431648841e-09,2.4285545779689625e-13,2.1872862830254861e-06,3.0277911779907885e-06,1.1727582708593336e-08,5.3265533268518283e-06,1.0714509524105333e-09,3.8440141395869005e-17,4.5092829244740223e-11,7.1839072879358871e-18,3.5823056462571178e-11,3.0478267953910284e-13,3.0478267953910284e-13
2.178481059914823e-12,0.9787074811830103,154.0,0.0,0.0,0.0,0.99998501093267533,1.0,18.999999994720767,6.2076055176735287e-07,1.8153472416112122e-06,1.8122253484170918e-06,4.1818705100630243e-09,2.4706150729938213e-13,2.1886792067221922e-06,3.0932418528760316e-06,1.1754541673002507e-08,5.4416956721664499e-06,1.0971196458631485e-09,3.9761025898214306e-17,4.6282771161697496e-11,7.3560122712550734e-18,3.7068503013442263e-11,3.2085601021543991e-13,3.2085601021543991e-13
2.2155760479687084e-12,0.9787074811820771,154.0,0.0,0.0,0.0,0.9999847564922717,1.0,18.999999994553843,6.3133068845698543e-07,1.8462512985467208e-06,1.8430126675783171e-06,4.3230601107827726e-09,2.512675462119128e-13,2.1899598958260355e-06,3.1587324890482834e-06,1.178004866661272e-08,5.5569083250062051e-06,1.1228504025557482e-09,4.1103458885536409e-17,4.7480895233679525e-11,7.5285333830271467e-18,3.8335010869384093e-11,3.3748327948657757e-13,3.3748327948657757e-13
2.2526710360225938e-12,0.9787074811811305,154.0,0.0,0.0,0.0,0.99998450205508038,1.0,18.999999994384599,6.4190082111229757e-07,1.8771552809136533e-06,1.8737976869514556e-06,4.4665121463007403e-09,2.5547357497502036e-13,2.1911373902883122e-06,3.2242598662638106e-06,1.1804181881447194e-08,5.672185620263531e-06,1.1486399881808173e-09,4.2467403285604767e-17,4.8687102782197706e-11,7.7014489375126765e-18,3.962256911355163e-11,3.5467377385649768e-13,3.5467377385649768e-13
2.289766024076479e-12,0.9787074811801714,154.0,0.0,0.0,0.0,0.99998424762088545,1.0,18.999999994213042,6.5247094973332287e-07,1.9080591917779979e-06,1.90458041043065e-06,4.612222724296399e-09,2.5967959400582956e-13,2.1922200019362344e-06,3.2898210236538437e-06,1.1827015298705855e-08,5.7875223491277179e-06,1.1744853369435073e-09,4.3852822089923653e-17,4.9901300442461163e-11,7.8747383788306497e-18,4.093116683673963e-11,3.7243677501608447e-13,3.7243677501608447e-13
2.3268610121303644e-12,0.9787074811791994,154.0,0.0,0.0,0.0,0.99998399318948628,1.0,18.999999994039172,6.6304107432009223e-07,1.9389630340459989e-06,1.9353608419033364e-06,4.7601879591405572e-09,2.63885603699765e-13,2.1932153731197338e-06,3.3554132388332039e-06,1.1848618915527998e-08,5.9029137223324455e-06,1.2003835427818545e-09,4.5259678353616498e-17,5.1123399877222931e-11,8.0483822220955686e-18,4.2260793137367962e-11,3.907815598464908e-13,3.907815598464908e-13
2.3639560001842497e-12,0.9787074811782139,154.0,0.0,0.0,0.0,0.99998373876069635,1.0,18.999999993863003,6.7361119487263457e-07,1.9698668104724772e-06,1.9661389852502554e-06,4.9104039718838559e-09,2.6809160443217023e-13,2.1941305306345491e-06,3.4210340086916266e-06,1.1869058959543218e-08,6.0183553363635504e-06,1.2263318510444386e-09,4.6687935195317488e-17,5.2353317506036064e-11,8.2223619976199654e-18,4.3611437121467319e-11,4.0971740042249821e-13,4.0971740042249821e-13
2.401050988238135e-12,0.978707481177216,154.0,0.0,0.0,0.0,0.99998348433434303,1.0,18.99999999368454,6.8418131139097709e-07,2.0007705236687214e-06,1.9969148443454666e-06,5.0628668902452842e-09,2.722975965582821e-13,2.19497193530213e-06,3.4866810317322328e-06,1.1888398091868333e-08,6.1338431423885701e-06,1.2523276506016478e-09,4.8137555797068745e-17,5.3590974249089854e-11,8.3966601980122844e-18,4.4983087902665588e-11,4.2925356401587022e-13,4.2925356401587022e-13
2.4752409643459052e-12,0.9787074811751817,154.0,0.0,0.0,0.0,0.99998297548831339,1.0,18.999999993320756,7.0532153232516315e-07,2.0625777701415036e-06,2.058459725243667e-06,5.3745179879715196e-09,2.8070955632126791e-13,2.1964567602373119e-06,3.6180455465621594e-06,1.1924007549598807e-08,6.3649427451077546e-06,1.304451953185937e-09,5.1100741325239892e-17,5.6089209853253849e-11,8.7461463636504905e-18,4.7789366348777939e-11,4.701639053467402e-13,4.701639053467402e-13
2.5420119428428984e-12,0.9787074811733074,154.0,0.0,0.0,0.0,0.99998251753372136,1.0,18.999999992985568,7.2434771736920586e-07,2.118204099233209e-06,2.1138423446393865e-06,5.6626496825415367e-09,2.8828029387494181e-13,2.197595627773634e-06,3.7363438890493053e-06,1.1952853102791209e-08,6.5730560475803176e-06,1.3515027335316845e-09,5.3840304296474324e-17,5.836338020230234e-11,9.0616152785321686e-18,5.038675113935973e-11,5.0912918831358404e-13,5.0912918831358404e-13
2.6087829213398916e-12,0.9787074811713917,154.0,0.0,0.0,0.0,0.9999820595848411,1.0,18.999999992643033,7.4337388934279062e-07,2.1738302582597805e-06,2.1692176230048183e-06,5.9580014331708185e-09,2.9585100828103317e-13,2.198574594114064e-06,3.8546991295134657e-06,1.1978962434826824e-08,6.7812694684573779e-06,1.3986725868885552e-09,5.6648516143724685e-17,6.0661576861643004e-11,9.3778825672668012e-18,5.3052028993557493e-11,5.5018342329571687e-13,5.5018342329571687e-13
2.6755538998368847e-12,0.9787074811694357,154.0,0.0,0.0,0.0,0.99998160164103034,1.0,18.999999992293205,7.6240004824602269e-07,2.2294562581601027e-06,2.2245855826934568e-06,6.2605508963268893e-09,3.0342170102812528e-13,2.1994160980549909e-06,3.9731032747265551e-06,1.2002595064501084e-08,6.9895689459160961e-06,1.4459505749890137e-09,5.9525164422874303e-17,6.2983472301026857e-11,9.6948748897516231e-18,5.5785136695095881e-11,5.9338048379256662e-13,5.9338048379256662e-13
2.742324878333878e-12,0.9787074811674386,154.0,0.0,0.0,0.0,0.99998114370172397,1.0,18.999999991936093,7.8142619407899629e-07,2.2850821088681413e-06,2.279946245989608e-06,6.5702757975695544e-09,3.1099237346885166e-13,2.2001394256124545e-06,4.0915494545551714e-06,1.2023985885244176e-08,7.1979423939009052e-06,1.4933267644205809e-09,6.247003734674957e-17,6.532877006537778e-11,1.0012525643350615e-17,5.8586011106494702e-11,6.3877419314903229e-13,6.3877419314903229e-13
2.809095856830871e-12,0.9787074811654011,154.0,0.0,0.0,0.0,0.99998068576642651,1.0,18.999999991571745,8.0045232684179507e-07,2.3407078194054535e-06,2.3352996351086141e-06,6.8871539313372339e-09,3.1856302683104581e-13,2.2007611546323521e-06,4.2100317635799487e-06,1.2043347506967427e-08,7.4063794234975899e-06,1.5407921341169929e-09,6.5482923783084269e-17,6.7697201819588157e-11,1.0330774342621992e-17,6.1454589168868028e-11,6.8641832461795985e-13,6.8641832461795985e-13
2.8758668353278642e-12,0.9787074811633238,154.0,0.0,0.0,0.0,0.99998022783470197,1.0,18.999999991200177,8.194784465344941e-07,2.3963333979651205e-06,2.3906457721970699e-06,7.211163160733953e-09,3.2613366222931281e-13,2.2012955365710102e-06,4.3285451250963274e-06,1.2060872373370909e-08,7.6148711036811124e-06,1.5883384914387103e-09,6.856361325247593e-17,7.0088524676661259e-11,1.0649566056651159e-17,6.4390807901730941e-11,7.3636660142246144e-13,7.3636660142246144e-13
2.9426378138248574e-12,0.9787074811612058,154.0,0.0,0.0,0.0,0.99997976990616688,1.0,18.999999990821433,8.3850455315716071e-07,2.4519588519880037e-06,2.445984679333044e-06,7.5422814173169957e-09,3.3370428067709112e-13,2.2017548246763413e-06,4.4470851742086869e-06,1.2076734679407814e-08,7.8234097556528289e-06,1.6359583959204403e-09,7.1711895926389599e-17,7.2502518778037658e-11,1.0968850897790706e-17,6.7394604402812887e-11,7.8867269681808352e-13,7.8867269681808352e-13
3.0094087923218506e-12,0.9787074811590477,154.0,0.0,0.0,0.0,0.9999793119804834,1.0,18.999999990435533,8.5753064670985537e-07,2.5075841882317768e-06,2.501316378526298e-06,7.8804867008852286e-09,3.4127488309422332e-13,2.2021495538207132e-06,4.5656481581472731e-06,1.2091092100910855e-08,8.0319887774763389e-06,1.683645090244602e-09,7.4927562625145941e-17,7.4938985110955762e-11,1.1288583558830816e-17,7.0465915847876986e-11,8.4339023415482843e-13,8.4339023415482843e-13
3.0761797708188437e-12,0.9787074811568502,154.0,0.0,0.0,0.0,0.99997885405735443,1.0,18.999999990042507,8.7655672719263207e-07,2.563209412833597e-06,2.5566408917184953e-06,8.2257570792680719e-09,3.4884547031520438e-13,2.202488780806591e-06,4.6842308506656763e-06,1.2104087359582352e-08,8.240602493484059e-06,1.7313924375750184e-09,7.8210404815886515e-17,7.739774353356839e-11,1.1608722892832362e-17,7.3604679490544059e-11,9.0057278693902923e-13,9.0057278693902923e-13
3.142950749315837e-12,0.9787074811546129,154.0,0.0,0.0,0.0,0.9999783961365174,1.0,18.999999989642383,8.9558279460554015e-07,2.6188345313670522e-06,2.6119582407834211e-06,8.5780706881151336e-09,3.5641604309942891e-13,2.2027802914262326e-06,4.802830478281274e-06,1.2115849640424441e-08,8.4492460245181711e-06,1.7791948646132926e-09,8.1560214610600433e-17,7.9878630986266764e-11,1.1929231531335754e-17,7.6810832662121199e-11,9.6027387889509346e-13,9.6027387889509346e-13
3.20972172781283e-12,0.9787074811523361,154.0,0.0,0.0,0.0,0.99997793821774161,1.0,18.999999989235189,9.1460884894862419e-07,2.6744595488939389e-06,2.6672684475271987e-06,8.9374057306864713e-09,3.639866021361335e-13,2.2030307790952614e-06,4.9214446566417505e-06,1.2126495876273786e-08,8.6579151759855011e-06,1.8270473098266947e-09,8.4976784764138246e-17,8.2381499870706349e-11,1.2250075537216798e-17,8.0084312771433723e-11,1.022546984027108e-12,1.022546984027108e-12
3.2764927063098232e-12,0.9787074811500192,154.0,0.0,0.0,0.0,0.99997748030082223,1.0,18.999999988820953,9.3363489022192388e-07,2.7300844700112822e-06,2.7225715336884946e-06,9.3037404776435349e-09,3.7155714804981599e-13,2.2032459984205825e-06,5.0400713358205794e-06,1.2136131910551198e-08,8.8666063416204262e-06,1.8749451764283409e-09,8.8459908672183288e-17,8.4906216582514695e-11,1.2571224089426431e-17,8.3425057304660674e-11,1.0874455266803142e-12,1.0874455266803142e-12
3.3432636848068164e-12,0.9787074811476638,154.0,0.0,0.0,0.0,0.99997702238557928,1.0,18.99999998839969,9.5266091842547609e-07,2.7857092988940203e-06,2.7778675209387353e-06,9.677053266840733e-09,3.7912768140957886e-13,2.2034308969364925e-06,5.1587087533895167e-06,1.2144853549116081e-08,9.0753164209291858e-06,1.9228842896977744e-09,9.2009380369300417e-17,8.7452660183939161e-11,1.2892649196846227e-17,8.6833003825172871e-11,1.155022881602453e-12,1.155022881602453e-12
3.4100346633038096e-12,0.978707481145269,154.0,0.0,0.0,0.0,0.99997656447185368,1.0,18.999999987971435,9.7168693355931436e-07,2.8413340393337498e-06,2.8331564308823148e-06,1.0057322503117644e-08,3.8669820273213655e-13,2.2035897281659329e-06,5.2773553941435232e-06,1.2152747511877889e-08,9.2840427483372775e-06,1.9708608582386075e-09,9.562499452698012e-17,9.0020721202992396e-11,1.321432543850326e-17,9.0308089973373798e-11,1.2253323740049808e-12,1.2253323740049808e-12
3.4768056418008027e-12,0.9787074811428356,154.0,0.0,0.0,0.0,0.9999761065595042,1.0,18.99999998753621,9.9071293562346889e-07,2.8969586947739097e-06,2.8884382850568046e-06,1.0444526658091895e-08,3.9426871248451092e-13,2.2037261488672526e-06,5.396009955459165e-06,1.2159892294224324e-08,9.4927830322474e-06,2.0188714387911656e-09,9.9306546451612484e-17,9.2610300546401039e-11,1.35362297276418e-17,9.385025346654265e-11,1.2984272796241626e-12,1.2984272796241626e-12
3.543576620297796e-12,0.9787074811403629,154.0,0.0,0.0,0.0,0.99997564864840616,1.0,18.999999987094046,1.0097389246179679e-06,2.9525832683417589e-06,2.9437131049331652e-06,1.0838644269952659e-08,4.0183921109320547e-13,2.2038433027636355e-06,5.5146713174682279e-06,1.2166358947026708e-08,9.7015353025683199e-06,2.0669129042659561e-09,1.030538320825554e-16,9.5221308515302917e-11,1.3858341097416652e-17,9.7459432098679145e-11,1.3743608247820392e-12,1.3743608247820392e-12
3.610347598794789e-12,0.9787074811378518,154.0,0.0,0.0,0.0,0.99997519073844909,1.0,18.999999986644958,1.0287649005428367e-06,3.0082077628774087e-06,2.9989809119159462e-06,1.1239653943254774e-08,4.0940969894598403e-13,2.2039438925789171e-06,5.6333385173968576e-06,1.2172211782809555e-08,9.9102978655718751e-06,2.1149824147071671e-09,1.0686664799021511e-16,9.7853663914118747e-11,1.4180640506180663e-17,1.0113556374035033e-10,1.4531861864472743e-12,1.4531861864472743e-12
3.677118577291783e-12,0.9787074811353023,154.0,0.0,0.0,0.0,0.9999747328295352,1.0,18.999999986188975,1.0477908633980989e-06,3.0638321809601907e-06,3.0542417273435047e-06,1.1647534348713548e-08,4.1698017639170236e-13,2.2040302419326306e-06,5.7520107275170795e-06,1.2177509014885533e-08,1.0119069265104932e-05,2.1630773909246218e-09,1.1074479137401923e-16,1.0050729324401558e-10,1.4503110660682412e-17,1.0487858633853861e-10,1.5349564922958762e-12,1.5349564922958762e-12
3.743889555788776e-12,0.9787074811327141,154.0,0.0,0.0,0.0,0.99997427492157742,1.0,18.99999998572612,1.0668168131837776e-06,3.1194565249326051e-06,3.1094955724881994e-06,1.2062264223000163e-08,4.2455064374990696e-13,2.2041043485044902e-06,5.870687236208367e-06,1.2182303335768423e-08,1.0327848249272539e-05,2.2111954905508547e-09,1.1468806006049942e-16,1.0318212997299607e-10,1.48257358555689e-17,1.086884379164916e-10,1.6197248207718041e-12,1.6197248207718041e-12
