Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506)
4.1655144660892214e-13,0.3491322980351445,154.0,0.0,0.0,0.0,0.99999991910504449,1.0,18.999999999937145,5.9623493654026609e-09,3.5297280290722597e-08,3.5283398201687028e-08,3.8345321804646884e-11,3.3389576948364993e-14,3.2383815557383717e-09,4.979575625779823e-10,1.2065475405164178e-12,5.5151975652170257e-10,2.4452849584685931e-11,8.1735857185520508e-19,2.4930772918589318e-14,3.3704444759127509e-19,4.2357815287810238e-15,1.5756741258400455e-18,1.5761577271502111e-18,4.1553749723673982e-22,6.8063723784392503e-23,1.7986160208221638e-15,1.0630450872178111e-41,1.0156086644964505e-41,1.0156086855298268e-41,1.3668129520310613e-20,2.2365769728011001e-14,6.9067809209457442e-24,2.586199735745926e-22,1.1488079820646269e-18,1.0372376031890688e-18,8.914460916786912e-29,7.1480138584432365e-24,1.0631131951752649e-37,1.7947487323317446e-29,2.2510179082376121e-29,4.5624406198307189e-30,1.0779827844554115e-34,7.927134283746729e-39,1.2209367785188987e-40,5.4698390240014588e-35,2.6760565017208183e-45,1.0877462328801246e-48,3.1832873134593953e-47,1.5664879635356345e-45,8.6171185372239384e-42,3.8597424969194714e-24,2.7968631787227059e-27,8.9171870303141185e-29,2.1848322803611717e-29,1.710871127785685e-27,7.8444729299604421e-26,9.9324120649922695e-21,5.3801220464890728e-24,2.9280932934454819e-24,9.1651185947929082e-28,6.6977755493679878e-28,6.7587366263339366e-29
4.4525608623032126e-13,0.34913229803512696,154.0,0.0,0.0,0.0,0.99999991353196316,1.0,18.999999999928338,6.3732159069646022e-09,3.7727968014723744e-08,3.771196361510078e-08,4.3807335617206696e-11,3.568985033643437e-14,3.3976969648230685e-09,5.6190372270630524e-10,1.2740679885346918e-12,6.2234420704792886e-10,2.7792149791212601e-11,9.3381833060608958e-19,2.8483607373545685e-14,3.830758604215726e-19,4.8393051813452242e-15,1.924236954408687e-18,1.9248565009085576e-18,5.3112125218059807e-22,8.8425131293897138e-23,2.0549808439976875e-15,1.6926174045679236e-41,1.617087588006897e-41,1.6170876237234271e-41,1.6698090636317806e-20,2.4171806778068246e-14,7.9577296133663953e-24,2.9449760971659552e-22,1.3898301897694252e-18,1.2548520303056764e-18,1.1639730535499688e-28,8.7295087808203984e-24,1.4835401345979573e-37,2.3102536592317401e-29,2.9393270972084334e-29,6.2904082295271171e-30,1.5904933907908917e-34,1.2503920402961725e-38,1.9258626559044673e-40,7.6333117569861454e-35,4.5072756849843088e-45,1.8329144151464719e-48,5.0737674941040373e-47,2.4828901889783581e-45,1.3592374820914394e-41,4.4096814187490346e-24,3.4154623804315358e-27,1.0778412480256173e-28,2.5201118813673394e-29,2.1731306908654782e-27,9.2931496705200497e-26,1.1347465850103954e-20,6.5660666040566218e-24,3.5757344536354122e-24,1.1826471957062483e-27,8.6458878607381186e-28,8.8195223255295636e-29
4.739607258517204e-13,0.34913229803510826,154.0,0.0,0.0,0.0,0.9999999079590246,1.0,18.999999999918973,6.7840824368947778e-09,4.0158461234910757e-08,4.0140166056185291e-08,4.9632237384952428e-11,3.7989957223875221e-14,3.5505336567689965e-09,6.2885692921873423e-10,1.3398508043940364e-12,6.9649915325563592e-10,3.132590978062471e-11,1.0580175519924785e-18,3.2272828035815812e-14,4.3178811110016532e-19,5.4829594164300387e-15,2.3207310718559538e-18,2.321511921615648e-18,6.6786781462332546e-22,1.1298179559995044e-22,2.3284116335865048e-15,2.6182610839543544e-41,2.5014263540764289e-41,2.5014264127775816e-41,2.0146441024122612e-20,2.6011967738469029e-14,9.091995587641293e-24,3.3249970969291517e-22,1.6606377498413354e-18,1.4993590680174314e-18,1.4947096553538371e-28,1.052854034677463e-23,2.0276097322368005e-37,2.9251411499404506e-29,3.7747030465878047e-29,8.4951988754178391e-30,2.2891397025435791e-34,1.916230301691321e-38,2.9514061104555048e-40,1.0433178018289948e-34,7.3473514386576981e-45,2.9892030330460634e-48,7.8478417669248512e-47,3.8234413259064305e-45,2.0830521599726241e-41,4.996188036401206e-24,4.1190943475579307e-27,1.2867239396273631e-28,2.880084198870058e-29,2.7165963101130798e-27,1.0880350569122712e-25,1.2856588155087349e-20,7.9139353134138607e-24,4.3124083196524701e-24,1.5009961395669069e-27,1.0977239376347326e-27,1.1318550885001274e-28
5.026653654731195e-13,0.34913229803508855,154.0,0.0,0.0,0.0,0.99999990238622327,1.0,18.999999999909061,7.1949489551932454e-09,4.2588763130572053e-08,4.2568005645166102e-08,5.5819906891052118e-11,4.0290026980241451e-14,3.6971550708646757e-09,6.9869490877383652e-10,1.4039407043257226e-12,7.7384916962467134e-10,3.5050950137212517e-11,1.1899536719629691e-18,3.629840320693909e-14,4.831373679522304e-19,6.1667351172225381e-15,2.7682397522441844e-18,2.7692098503396071e-18,8.2784372020656411e-22,1.4225418607395022e-22,2.6189070536471271e-15,3.9479703821730394e-41,3.7718002522715169e-41,3.7718003459888415e-41,2.4040426345079562e-20,2.7886249226741932e-14,1.0311263101557404e-23,3.7259171152647183e-22,1.962570618649225e-18,1.7719685318886496e-18,1.8914197024453489e-28,1.2559113236360719e-23,2.7208022481434004e-37,3.6501885931053182e-29,4.7767735724852209e-29,1.1265312689980072e-29,3.2233108104903068e-34,2.8627291785039308e-38,4.4092395381752073e-40,1.4000632733977103e-34,1.1634550528613438e-44,4.735566823980862e-48,1.1821510996778792e-46,5.7395481716977166e-45,3.1119743586684952e-41,5.6192543788173849e-24,4.9132225123300457e-27,1.5193503118499826e-28,3.2648953828927166e-29,3.3486340364959294e-27,1.2607575955627346e-25,1.4459755544525407e-20,9.4339219182580944e-24,5.1438377390910876e-24,1.8774217708851634e-27,1.3735102323004092e-27,1.4313765617595421e-28
5.313700050945186e-13,0.3491322980350676,154.0,0.0,0.0,0.0,0.99999989681355306,1.0,18.999999999898595,7.6058154618600613e-09,4.5018876829659072e-08,4.499548250222866e-08,6.2370223958707829e-11,4.2589775290205797e-14,3.8378140618864767e-09,7.7130030075095996e-10,1.4663812622386955e-12,8.5426427178631701e-10,3.8964143195854385e-11,1.3296241277740425e-18,4.0560301824586493e-14,5.3708051274061534e-19,6.8906231703461034e-15,3.2698455071173726e-18,3.271035442882472e-18,1.0131469536183605e-21,1.7678857524588915e-22,2.9264657901392134e-15,5.8202841862497022e-41,5.5605662428087029e-41,5.5605663886973798e-41,2.8407325171012799e-20,2.9794647883135061e-14,1.161722017647256e-23,4.147395985867866e-22,2.2969148898415693e-18,2.0738416054472601e-18,2.3623562811013343e-28,1.483522987557375e-23,3.5919454701775643e-37,4.4964801949139114e-29,5.966405726254373e-29,1.4698573235503824e-29,4.4514878061177693e-34,4.1817920933555495e-38,6.440922014541769e-40,1.8484119239166946e-34,1.7963454849463802e-44,7.3149300392509519e-48,1.7397672321626596e-46,8.424548802720165e-45,4.5459170781270372e-41,6.2788725288051726e-24,5.8033081200632072e-27,1.7766602299574838e-28,3.6746913680576841e-29,4.0766756864408666e-27,1.4476090310873133e-25,1.6156944737698761e-20,1.1136191016740104e-23,6.0757437522557564e-24,2.3179821520054369e-27,1.696422404749152e-27,1.7866664157906798e-28
5.600746447159178e-13,0.34913229803504564,154.0,0.0,0.0,0.0,0.99999989124100908,1.0,18.999999999887581,8.0166819568952753e-09,4.7448805408528468e-08,4.7422596747518716e-08,6.9283068450863613e-11,4.4889098600623235e-14,3.9727530571967924e-09,8.4656058433431797e-10,1.5272149209530129e-12,9.3761983576426391e-10,4.3062412705402069e-11,1.4770263573254196e-18,4.5058493457281455e-14,5.9357513602524594e-19,7.6546144658255784e-15,3.8286300927207531e-18,3.8300731556604122e-18,1.2259058555384058e-21,2.1715679249440363e-22,3.2510865507784672e-15,8.4078351500325579e-41,8.0326537254277684e-41,8.0326539473534661e-41,3.3274449019342278e-20,3.1737160370463255e-14,1.3011558599699717e-23,4.589099408974732e-22,2.6649035937801266e-18,2.4060915619843344e-18,2.9162618882774831e-28,1.7370890469286665e-23,4.6732935850407264e-37,5.4753994356622711e-29,7.3657062137625091e-29,1.8902207097881062e-29,6.041616488679915e-34,5.986256431738144e-38,9.220258584893812e-40,2.4049736630727922e-34,2.7104096085769812e-44,1.104215710564293e-47,2.5073184828180202e-46,1.21176883105688e-44,6.5075531604279881e-41,6.9750346226421202e-24,6.7948102427337351e-27,2.0595505936370676e-28,4.109619227196621e-29,4.9082164302382909e-27,1.6486930687128129e-25,1.7948132607622236e-20,1.3030878121242548e-23,7.1138456139163069e-24,2.8289260582717811e-27,2.0710795657820807e-27,2.204229518052922e-28
5.887792843373169e-13,0.34913229803502266,154.0,0.0,0.0,0.0,0.99999988566858611,1.0,18.999999999876017,8.4275484402989418e-09,4.9878551892659077e-08,4.9849348501142004e-08,7.6558320270372596e-11,4.7188720971843316e-14,4.1022047504691669e-09,9.2436775652574344e-10,1.5864830396423088e-12,1.0237962413532138e-09,4.7342732464882602e-11,1.6321577984573553e-18,4.9792948282631155e-14,6.5257951836170409e-19,8.4586998970541062e-15,4.4476745142128822e-18,4.4494067423279569e-18,1.4682725865087778e-21,2.6395517232767357e-22,3.592768064461928e-15,1.1926023349510198e-40,1.1393851169876484e-40,1.1393851500608955e-40,3.8669142283920272e-20,3.3713783373533006e-14,1.449597392254013e-23,5.0506986488951602e-22,3.0677202277936287e-18,2.7697869519799527e-18,3.5623692886715944e-28,2.0180093013369797e-23,6.0008552214199231e-37,6.5985915040478812e-29,8.9980239445748292e-29,2.3993244905274311e-29,8.0725782469930961e-34,8.4153979783099468e-38,1.2961779738898054e-39,3.0882933411717599e-34,4.0066888946522083e-44,1.6330616096590801e-47,3.5464182717087814e-46,1.7116295109684847e-44,9.148300501687517e-41,7.707732848513691e-24,7.8931857857631821e-27,2.3688784759248415e-28,4.5698281021982143e-29,5.8507971896843218e-27,1.8640968021675986e-25,1.9833296177105083e-20,1.5128089794343502e-23,8.2638608364669937e-24,3.4166727813888736e-27,2.5022304626787862e-27,2.6909247045633633e-28
6.17483923958716e-13,0.34913229803499846,154.0,0.0,0.0,0.0,0.99999988009627927,1.0,18.999999999863917,8.8384149120711089e-09,5.2308119258545097e-08,5.2275737883164689e-08,8.4195859359645023e-11,4.9488484782898765e-14,4.2263921724131852e-09,1.0046182993182752e-09,1.6442258994806295e-12,1.112678835761531e-09,5.1802126139592465e-11,1.7950158908409181e-18,5.4763637084558669e-14,7.1405262776587704e-19,9.302870360759204e-15,5.1300590330794216e-18,5.1321192608821406e-18,1.7424229398097138e-21,3.1780443186695057e-22,3.9515090811869252e-15,1.6637275847294723e-40,1.5894875612053008e-40,1.5894876095685905e-40,4.4618782281316151e-20,3.5724513599052754e-14,1.6072165462922386e-23,5.5318699434958532e-22,3.5064991160707128e-18,3.1659519280463974e-18,4.3104015047250396e-28,2.3276833329892354e-23,7.6144365880370911e-37,7.8779608639973831e-29,1.0887950055762343e-28,3.0098545877590364e-29,1.0634415481963573e-33,1.1636149234804272e-37,1.7922618358290116e-39,3.918873052990571e-34,5.812160213813562e-44,2.3700262598138584e-47,4.9311741086500113e-46,2.3779731830139891e-44,1.2649646951346563e-40,8.47695944629413e-24,9.1038895023601499e-27,2.705461430839705e-28,5.0554689502603466e-29,6.9120045605743458e-27,2.0938907486282827e-25,2.1812412618230975e-20,1.7437903698965476e-23,9.531505207687144e-24,4.0878105308741302e-27,2.9947522834912152e-27,3.2539645433186977e-28
6.461885635801151e-13,0.34913229803497325,154.0,0.0,0.0,0.0,0.99999987452408368,1.0,18.99999999985128,9.2492813722118245e-09,5.4737510435845097e-08,5.4701765013613014e-08,9.2195565701046291e-11,5.1786846556931791e-14,4.3455295055721841e-09,1.0872128015139927e-09,1.700482760347612e-12,1.2041575147503882e-09,5.6437665616267054e-11,1.9655980765238796e-18,5.9970531227222644e-14,7.779540970381855e-19,1.0187116756980518e-14,5.8788631672465368e-18,5.8812930656210339e-18,2.0505494468104328e-21,3.7934841062697955e-22,4.3273083713597035e-15,2.2862550978581272e-40,2.1842363615577441e-40,2.1842364310861646e-40,5.1150779136766801e-20,3.7769347774945699e-14,1.7741836301431375e-23,6.032294758925442e-22,3.9823295560401682e-18,3.5955699886476941e-18,5.1705729398619783e-28,2.6675105064066763e-23,9.558049252901218e-37,9.3256292663362865e-29,1.3061321219901522e-28,3.735525062268397e-29,1.3830211891297895e-33,1.5850761201287472e-37,2.4414312799506721e-39,4.9193827212572629e-34,8.2895579181020345e-44,3.3817744319315146e-47,6.75172154257291e-46,3.2546099121371619e-44,1.7231481578414155e-40,9.2827067056847631e-24,1.0432373994615985e-26,3.0700811625956256e-28,5.5666931980369795e-29,8.0994530184201233e-27,2.3381350521254543e-25,2.3885459247752563e-20,1.9970368749209653e-23,1.0922492833343707e-23,4.849073367087349e-27,3.5536337748703312e-27,3.9009139768574811e-28
6.748932032015142e-13,0.34913229803494694,154.0,0.0,0.0,0.0,0.99999986895199489,1.0,18.999999999838099,9.6601478207211317e-09,5.7166728303062166e-08,5.7127430012473596e-08,1.0055731931644453e-10,5.4085030119642051e-14,4.4598219706906676e-09,1.1720560114657237e-09,1.7552918540948703e-12,1.2981267810485681e-09,6.1246471169756907e-11,2.1439017952964646e-18,6.5413602657894625e-14,8.4424422606142252e-19,1.1111429989040011e-14,6.6971656984325288e-18,6.7000098162658275e-18,2.3948629952323947e-21,4.4925422270664925e-22,4.7201647258616275e-15,3.0985670218891422e-40,2.9603009843894625e-40,2.9603010827780522e-40,5.8292575858256949e-20,3.9848282650406213e-14,1.9506693285076785e-23,6.5516604544589303e-22,4.496255240096515e-18,4.0595834559821762e-18,6.1535891554591719e-28,3.0388899721525074e-23,1.1879871056975339e-36,1.0953943606848854e-28,1.5545219034505967e-28,4.5910696461399819e-29,1.7775959144471624e-33,2.1296898849207997e-37,3.2802954252022611e-39,6.1146399640772856e-34,1.1638338689632094e-43,4.7501002328882802e-47,9.1142781171813666e-46,4.3934811448484245e-44,2.3152198797633536e-40,1.0124966966396903e-23,1.1884089728122042e-26,3.4634829956908566e-28,6.1036526083604189e-29,9.4207896572242173e-27,2.5968778406341593e-25,2.6052413527585846e-20,2.2735505129908136e-23,1.2442536145500735e-23,5.7073450822667727e-27,4.1839780390690385e-27,4.6396903747462876e-28
7.035978428229133e-13,0.3491322980349197,154.0,0.0,0.0,0.0,0.99999986338000879,1.0,18.999999999824396,1.0071014257599075e-08,5.959577569067687e-08,5.9552732999693051e-08,1.0928100026779106e-10,5.638585306479e-14,4.5694667633664224e-09,1.259056402337081e-09,1.8086904512242381e-12,1.3944852628502439e-09,6.6225709503658163e-11,2.3299244860691515e-18,7.1092823876157458e-14,9.1288395478873994e-19,1.2075800963526588e-14,7.5880446687059895e-18,7.5913504662226614e-18,2.7775860176018777e-21,5.2821077200496385e-22,5.1300769552267002e-15,4.1468131888248615e-40,3.9617719780858845e-40,3.9617721153379536e-40,6.6071648184200456e-20,4.1961314995084603e-14,2.1368447021766741e-23,7.089659227561248e-22,5.0492790220833768e-18,4.5588977795860954e-18,7.270648289691897e-28,3.4432206655097227e-23,1.4632746901325272e-36,1.2775430734619652e-28,1.8367974174848331e-28,5.5922910660026983e-29,2.2602937393393256e-33,2.8258230379180841e-37,4.3525500013968174e-39,7.5318687832547678e-34,1.6109378495337347e-43,6.5779107099972878e-47,1.2146041386434128e-45,5.8569126732877663e-44,3.0720213314235895e-40,1.1003732615957434e-23,1.3464485029384614e-26,3.8863800670523394e-28,6.6664993107466931e-29,1.0883677814770967e-26,2.8701609286651905e-25,2.8313253059502592e-20,2.574330447095907e-23,1.409734594608782e-23,6.6696336416065643e-27,4.8909837579969614e-27,5.4785619105547286e-28
7.323024824443124e-13,0.34913229803489126,154.0,0.0,0.0,0.0,0.99999985780812095,1.0,18.999999999810161,1.0481880682845694e-08,6.2024655389208218e-08,6.1977674095178547e-08,1.1836648865638799e-10,5.8684986561087234e-14,4.6746526850276262e-09,1.3481263433816422e-09,1.8607148363683826e-12,1.4931359035175866e-09,7.1372594429504608e-11,2.5236635966134541e-18,7.7008167944914316e-14,9.838348726069716e-19,1.3080220590260352e-14,8.554577391127772e-18,8.5583952773564715e-18,3.2009560741867239e-21,6.1692930116602271e-22,5.5570438899213649e-15,5.485289240996306e-40,5.240522225895284e-40,5.2405224148205262e-40,7.4515504716931513e-20,4.4108441599352109e-14,2.3328811886593594e-23,7.6459875873770082e-22,5.6423610393709445e-18,5.0943798407786685e-18,8.5334404349346963e-28,3.8819013117043261e-23,1.7874020507729191e-36,1.4802818116742174e-28,2.1559164627650808e-28,6.7560386184793554e-29,2.8456982132707397e-33,3.7062200063973725e-37,5.7086342931206822e-39,9.2006127393166463e-34,2.2003335890878811e-43,8.9886830553147887e-47,1.5994173516818583e-45,7.7175485432169035e-44,4.0291538810657089e-40,1.1918996090462779e-23,1.517900610569183e-26,4.3394516475164386e-28,7.2553863745893746e-29,1.2495806522906117e-26,3.1580165333157101e-25,3.0667955587001758e-20,2.9003729832247915e-23,1.5892631407771863e-23,7.7430822146164437e-27,5.679953232373401e-27,6.4261480119398868e-28
7.610071220657115e-13,0.34913229803486173,154.0,0.0,0.0,0.0,0.9999998522363277,1.0,18.999999999795399,1.0892747096461036e-08,6.4453370140867581e-08,6.4402253418797323e-08,1.2781366462345796e-10,6.0981254693184179e-14,4.7755610498995049e-09,1.4391816789812659e-09,1.9114003740104064e-12,1.5939854953388652e-09,7.668438491348039e-11,2.7251165718580516e-18,8.3159608459906984e-14,1.057059191408501e-18,1.4124679782278382e-14,9.5998404456459458e-18,9.6042238084670504e-18,3.6672198989779063e-21,7.1614192671113475e-22,6.0010643795246732e-15,7.1780965027097362e-40,6.8577927550251353e-40,6.8577930118980605e-40,8.3651686770599477e-20,4.628965927348841e-14,2.5389506016292265e-23,8.2203477095009789e-22,6.2764233282749042e-18,5.6668621198713353e-18,9.9541490648701316e-28,4.3563304246606618e-23,2.1666043466528979e-36,1.7048992102929136e-28,2.5149619868444713e-28,8.1002540608673988e-29,3.5500952274738698e-33,4.8091780150770973e-37,7.4075416150166899e-39,1.1152997965884785e-33,2.9688060518610497e-43,1.21335521520738e-46,2.0831248122316845e-45,1.0060852235433161e-43,5.2282567564467851e-40,1.28707498724058e-23,1.7033097042831333e-26,4.8233471823741251e-28,7.870467377455499e-29,1.4264876770877e-26,3.4604720598102555e-25,3.3116498990103806e-20,3.2526715881441874e-23,1.7834100115369473e-23,8.9349450897001021e-27,6.5562746410676396e-27,7.4914177103432174e-28
7.897117616871107e-13,0.3491322980348313,154.0,0.0,0.0,0.0,0.99999984666462471,1.0,18.999999999780108,1.1303613498445126e-08,6.6881922635455987e-08,6.6826471090376794e-08,1.3762240835000799e-10,6.328125032818845e-14,4.8723658781749542e-09,1.532141638987421e-09,1.9607815243641083e-12,1.6969445802257559e-09,8.2158384563344611e-11,2.9342808489321871e-18,8.9547119542073712e-14,1.1325197385180482e-18,1.5209169455810407e-14,1.0726909682638803e-17,1.073191491801561e-17,4.1786329368970954e-21,8.2660128536507974e-22,6.462137292510367e-15,9.3003201221106858e-40,8.8853183101600115e-40,8.8853186554857374e-40,9.3507768372964089e-20,4.8504964847458949e-14,2.7552251310018151e-23,8.8124470569765049e-22,6.9523508070630307e-18,6.2771435837131865e-18,1.1545451351330712e-27,4.8679063092295316e-23,2.6076320908283934e-36,1.9526991888464127e-28,2.9171421820500994e-28,9.6439786001020232e-29,4.3915506412166489e-33,6.1790523135854448e-37,9.5175977256014175e-39,1.3423808533144385e-33,3.9608183082248408e-43,1.6195310916661426e-46,2.685761009003485e-45,1.2986480433676588e-43,6.7175565314980542e-40,1.3858986490112953e-23,1.9032199814674056e-26,5.3386871232366138e-28,8.5118960876978153e-29,1.6198601007349366e-26,3.7775502809786544e-25,3.5658861284035416e-20,3.6322168968144683e-23,1.9927458083616864e-23,1.0252583527305513e-26,7.5254189197954348e-27,8.6836891176815029e-28
8.184164013085098e-13,0.34913229803479984,154.0,0.0,0.0,0.0,0.99999984109300899,1.0,18.999999999764302,1.1714479888798013e-08,6.9310315527746718e-08,6.9250327229704625e-08,1.4779260005683058e-10,6.5582706180430351e-14,4.9652342103486369e-09,1.6269286928254118e-09,2.0088918676512142e-12,1.8019272881244692e-09,8.7791940874683705e-11,3.151153876110954e-18,9.6170675826059692e-14,1.210179946301361e-18,1.6333680530257576e-14,1.1938860224789021e-17,1.1944546764087182e-17,4.7374579730101705e-21,9.4907999309604956e-22,6.9402615159279239e-15,1.1939283042626816e-39,1.1406525373082255e-39,1.1406525832476911e-39,1.0411135623921181e-19,5.0754355170593622e-14,2.9818773428981967e-23,9.4219968359138871e-22,7.6709928755470747e-18,6.9259911299442642e-18,1.3320518678575259e-27,5.41802706266863e-23,3.1177717654821905e-36,2.2249997403941395e-28,3.3657906381544535e-28,1.1407366520228507e-28,5.3900158776836067e-33,7.8668633415972736e-37,1.2117396267289058e-38,1.6050593038629858e-33,5.2295705496194201e-43,2.1392802702648335e-46,3.4304203676529999e-45,1.660981780202053e-43,8.5525274467364742e-40,1.4883698516910287e-23,2.1181754290089385e-26,5.886064305254918e-28,9.1798264129082253e-29,1.8304700553467785e-26,4.1092702421728226e-25,3.829502061726664e-20,4.0399967213344615e-23,2.217840977830506e-23,1.1703458213638668e-26,8.5929341474041513e-27,1.0012628724227338e-27
8.471210409299089e-13,0.3491322980347673,154.0,0.0,0.0,0.0,0.99999983552147631,1.0,18.99999999974797,1.2125346267519725e-08,7.1738551438868923e-08,7.1673821956528999e-08,1.5832412000417122e-10,6.7873192233157974e-14,5.0543260854609481e-09,1.7234685595922656e-09,2.0557641049826033e-12,1.9088513481998049e-09,9.3582445149865104e-11,3.3757331136127041e-18,1.0303025245943976e-13,1.2900038510477594e-18,1.7498203928166373e-14,1.3238766472742057e-17,1.3245196811080567e-17,5.3459661836044683e-21,1.0843706255979696e-21,7.435435955365009e-15,1.5195754727325794e-39,1.451768695426937e-39,1.451768755945413e-39,1.1549008981781213e-19,5.3037827111541436e-14,3.2190801799048789e-23,1.0048712920929218e-21,8.4331633043571992e-18,7.6141394870226913e-18,1.529301664137115e-27,6.0080905777752865e-23,3.7048497156969733e-36,2.5231333760958882e-28,3.864366345612348e-28,1.3411680766485353e-28,6.5673558439601739e-33,9.9306340165018994e-37,1.5296318504274324e-38,1.9073684865598955e-33,6.8378569704071336e-43,2.7984568712611914e-46,4.3434163248239043e-45,2.1063169560452692e-43,1.0796258322804263e-39,1.5944878571044269e-23,2.3487198245530827e-26,6.4660438136403197e-28,9.8744125942647046e-29,2.0590908534833258e-26,4.4556462456660155e-25,4.1024955271345676e-20,4.4769960551553968e-23,2.4592658126466798e-23,1.3295131056153207e-26,9.7644467881915381e-27,1.1488251214306521e-27
8.75825680551308e-13,0.34913229803473356,154.0,0.0,0.0,0.0,0.99999982995002368,1.0,18.999999999731127,1.2536212634610299e-08,7.4166632921461263e-08,7.409695539055829e-08,1.6921684849200023e-10,7.0166221431264108e-14,5.1397950837352759e-09,1.8216899561957866e-09,2.1014300994854019e-12,2.0176378098830967e-09,9.9527331238861089e-11,3.608015992589595e-18,1.1012582508343318e-13,1.3719560756112957e-18,1.8702730575214359e-14,1.4629702103278604e-17,1.4636941824198897e-17,6.0064343724933828e-21,1.2332848000849476e-21,7.9476595344190429e-15,1.9185638155151616e-39,1.8329534316727842e-39,1.8329535106694813e-39,1.2767164120586517e-19,5.5355377557744586e-14,3.4670069607927686e-23,1.0692317281531812e-21,9.2396429963397905e-18,8.3422937074593108e-18,1.7477105981634381e-27,6.6394945429367377e-23,4.3772665698132378e-36,2.8484449059410229e-28,4.4164539701651286e-28,1.5679317868435438e-28,7.9475227753559879e-33,1.2436361503964083e-36,1.9156030494606755e-38,2.2536380126949954e-33,8.85974892512963e-43,3.6275768986377908e-46,5.4547336623815013e-45,2.6498010225802522e-43,1.3520509401269381e-39,1.7042519314300096e-23,2.5953967366926272e-26,7.0791653731923686e-28,1.0595809134752153e-28,2.3064964133481986e-26,4.8166898543838527e-25,4.3848643657634388e-20,4.9441970857621118e-23,2.7175904543141898e-23,1.5035251722576703e-26,1.1045651711274565e-26,1.3120918347839887e-27
9.045303201727071e-13,0.349132298034699,154.0,0.0,0.0,0.0,0.99999982437864809,1.0,18.999999999713772,1.2947078990069767e-08,7.6594562478231538e-08,7.6519727651461433e-08,1.8047066585975683e-10,7.2482929408463714e-14,5.2217883772795496e-09,1.9215245738218156e-09,2.1459208824447607e-12,2.128211016808207e-09,1.0562407529966415e-10,3.8479999375525049e-18,1.1745736982966708e-13,1.4560018261079914e-18,1.9947251400185558e-14,1.6114740074212005e-17,1.612285787458878e-17,6.7211453499682538e-21,1.3966530380625362e-21,8.4769311945930646e-15,2.4041527966704242e-39,2.2968745598669265e-39,2.2968746621008145e-39,1.4068371517748037e-19,5.7707003415327647e-14,3.7258313807026003e-23,1.1352536025309525e-21,1.0091180244558946e-17,9.1111294007642789e-18,1.9887442717255496e-27,7.3136364448866659e-23,5.1440055924382644e-36,3.2022915109316712e-28,5.0257638941232305e-28,1.8233807626440709e-28,9.5566056996406042e-33,1.5458500494379617e-36,2.3811227781367995e-38,2.6484980983075295e-33,1.1381805530677666e-42,4.6623316884663081e-46,6.7982558400012576e-45,3.3086596866455164e-43,1.6806238063453888e-39,1.8176613451746508e-23,2.8587495260986552e-26,7.7259435388519709e-28,1.1344170772373988e-28,2.5734613658224087e-26,5.1924095249096205e-25,4.6766064316695357e-20,5.442579200170049e-23,2.9933848943914611e-23,1.693155742056405e-26,1.2442311958032046e-26,1.4921338639195418e-27
9.332349597941063e-13,0.34913229803466334,154.0,0.0,0.0,0.0,0.99999981880734579,1.0,18.999999999695909,1.335794533389816e-08,7.9022342634817671e-08,7.8942138858867418e-08,1.9208545248678363e-10,7.478076131951716e-14,5.3004473864528196e-09,2.0229067732866685e-09,2.1892667035721029e-12,2.2404982693949267e-09,1.1187019425068488e-10,4.095682446967911e-18,1.2502486329649757e-13,1.5421068705797962e-18,2.1231757334961994e-14,1.7696952619807652e-17,1.7706020330532276e-17,7.4923848293419717e-21,1.5753236413596427e-21,9.0232498946435264e-15,2.9914727284677162e-39,2.8579872645923427e-39,2.8579873958371579e-39,1.5455404906377928e-19,6.0092701608450447e-14,3.9957275107186484e-23,1.2029097762580823e-21,1.0988494072449742e-17,9.9212957492334459e-18,2.2539179335898256e-27,8.0319135678578109e-23,6.0146756843274208e-36,3.5860401413359924e-28,5.6961325650093337e-28,2.109984259586034e-28,1.1423049496199373e-32,1.9081229872787077e-36,2.9391586929598451e-38,3.096901796822136e-33,1.4505339612022558e-42,5.9445159462340506e-46,8.412355081178831e-45,4.1024778131875938e-43,2.0744976411828857e-39,1.9347153730037524e-23,3.1393213453900006e-26,8.4068705777321908e-28,1.2119652267261523e-28,2.8607604329732598e-26,5.5828127728972247e-25,4.9777195914295712e-20,5.9731189998830717e-23,3.2872189773174458e-23,1.8991856893224586e-26,1.3960246854282369e-26,1.6900565983027696e-27
