Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506)
2.8073243988921148e-08,0.3491301661915343,154.0,0.0,0.0,0.0,0.99448576725970728,1.0,18.998908004263633,0.00039629880793196743,0.0023350334662491901,0.0012834972705963181,0.0010540493851256259,2.2096777536559607e-09,7.1192143982244283e-09,0.00013445148876066308,3.8091268024889462e-12,0.00014897258836422351,1.470358509322346e-05,2.2480120855927108e-11,0.00011096956855887045,2.0270049137778653e-13,2.718222164919967e-07,1.0162602079234937e-05,1.0184987085168037e-05,7.6595850656409643e-09,5.164629043138198e-09,1.5791357244320946e-05,3.7831247014420921e-11,3.9366327081319009e-11,3.9438270628986301e-11,9.9875792108246049e-06,1.3145512629934452e-05,9.3223612497093207e-08,1.0001234776344472e-14,5.4023387813257415e-09,4.7606203664718206e-09,9.3272759571758539e-09,1.5310474704825883e-10,2.4417769594141824e-13,5.4671825505539645e-14,9.513550441890932e-10,3.5385746190730351e-10,4.6450720174795611e-10,2.5986284721463819e-10,1.4044476705875792e-11,1.6437416918556954e-10,1.6536521827394849e-11,1.1495979466529828e-12,4.3471742753474052e-18,2.0781249403287885e-12,3.5261243964066083e-12,7.9345605546407571e-13,6.4209175058441587e-13,9.7291598310015229e-17,1.8305682775985062e-16,8.6497082501990229e-13,2.3071359307620534e-17,1.461372297506522e-12,6.3375692506166904e-14,4.2677900525988019e-11,6.7081183181840199e-14,5.0579046205346639e-14,1.6031566232824323e-13
2.8872221003087203e-08,0.3491301062856523,154.0,0.0,0.0,0.0,0.99432709200455383,1.0,18.99887662826448,0.00040741674741835899,0.0024003106618141795,0.0013190202765084615,0.0010833867521350313,2.2714471975462138e-09,7.1181524470378094e-09,0.00013826636837346401,3.8085190375385369e-12,0.0001532012294719788,1.5114636179701598e-05,2.3105810285719454e-11,0.00011733004331102076,2.0836715408585464e-13,2.7944947341273594e-07,1.075074200183591e-05,1.0775010841611391e-05,8.1028594129914254e-09,5.463525958601644e-09,1.692974908719683e-05,4.3456837546661243e-11,4.5328273502530464e-11,4.5413506154462346e-11,1.0855709691887512e-05,1.3893030719106907e-05,1.0418333935375571e-07,1.0714976007897125e-14,5.5728206269280993e-09,4.9103539436661723e-09,1.0433781749376122e-08,1.6426864038681174e-10,2.7542010704559686e-13,5.9432341418469045e-14,1.0590244452270685e-09,3.8762883161574755e-10,5.2318050771674829e-10,2.9331098694657755e-10,1.6032808490075633e-11,1.8846832486823311e-10,1.9202675805026427e-11,1.3739900916452029e-12,4.9626211055752231e-18,2.4777023551565167e-12,4.0968680669132519e-12,8.7879366424139929e-13,7.1154226797063311e-13,1.077557217514119e-16,2.0609078365156332e-16,9.7425570987002981e-13,2.3741178347129523e-17,1.5030672987416424e-12,6.5184628056712125e-14,4.5172851244525596e-11,7.100270854064334e-14,5.3535868452701592e-14,1.6969332258114265e-13
3.047017503141932e-08,0.34912998659591277,154.0,0.0,0.0,0.0,0.99400949319410681,1.0,18.998813826255329,0.00042962608510979813,0.0025306210665100768,0.0013898770801329702,0.0011419046938427357,2.3947546426288373e-09,7.1160267299483422e-09,0.00014589416353310021,3.8073025565705052e-12,0.00016165662700929974,1.5935198248124394e-05,2.4353845174747153e-11,0.00013057338755819001,2.1967924794901128e-13,2.9466359273683092e-07,1.1975566097803967e-05,1.2003966879519008e-05,9.0259925048396304e-09,6.0859892566338237e-09,1.9359452245413124e-05,5.6684405433145607e-11,5.9407838824880983e-11,5.9525823068995742e-11,1.2737969644224522e-05,1.5447461017742295e-05,1.2894678608962693e-07,1.2237674782755004e-14,5.9137132828776083e-09,5.209747440555656e-09,1.2937217009809245e-08,1.8811246865666171e-10,3.4680910383796501e-13,6.9755722301794742e-14,1.3005034609511797e-09,4.6147838640790326e-10,6.569527863953661e-10,3.6975429989945223e-10,2.0656285157129866e-11,2.4498835903157234e-10,2.5547241045748518e-11,1.933085616177944e-12,6.3937224256030849e-18,3.4702665385092249e-12,5.4611901910734168e-12,1.0693181866664908e-12,8.6668637326083382e-13,1.3111795014020496e-16,2.5879229223336259e-16,1.224444043138337e-12,2.5083073345208704e-17,1.5863260140050225e-12,6.8796804312037253e-14,5.0372780334326207e-11,7.9175855112547106e-14,5.9698404710848984e-14,1.8923848654020699e-13
3.206812905975143e-08,0.3491298670626599,154.0,0.0,0.0,0.0,0.99369157029050148,1.0,18.99875095488013,0.00045180006549862332,0.0026605980752729863,0.0014604753456318295,0.0012002084127156981,2.5177458513701162e-09,7.1138986431025809e-09,0.00015351933789859934,3.8060848342238799e-12,0.00017010950964974314,1.6753655961806181e-05,2.5597311250119354e-11,0.000144511411215699,2.3096233162604001e-13,3.0982250632306582e-07,1.3264883641638619e-05,1.329793948695956e-05,9.9977293956349193e-09,6.7412269067648594e-09,2.1999510300800152e-05,7.2905805845394043e-11,7.6772445219743857e-11,7.6933033834173273e-11,1.4823029227085538e-05,1.7080506186244896e-05,1.5784201514529897e-07,1.3891348827330365e-14,6.2545087925986106e-09,5.5090410096914819e-09,1.5863235194068291e-08,2.1404243029633778e-10,4.3125467437373015e-13,8.1193734959293788e-14,1.5795495361074731e-09,5.441353544264421e-10,8.1474250782181407e-10,4.6018155721437305e-10,2.6245601985231715e-11,3.1410254319131716e-10,3.3436410055010107e-11,2.6698020196823928e-12,8.1237796697018825e-18,4.773443060361911e-12,7.1690112961253664e-12,1.2884003955559637e-12,1.0452080509379821e-12,1.579820129481742e-16,3.2126520536775041e-16,1.5212280098469121e-12,2.6428528803828576e-17,1.6694061827804987e-12,7.2401235682647257e-14,5.5852209278690941e-11,8.778828203922112e-14,6.6192157677027316e-14,2.0983474784946384e-13
3.366608308808354e-08,0.3491297476784922,154.0,0.0,0.0,0.0,0.99337333163893682,1.0,18.998688010957622,0.00047393872599770924,0.0027902320780767149,0.0015308076475418946,0.0012582917811789958,2.6404117306587137e-09,7.1117682461737363e-09,0.00016114188907797865,3.8048659024629078e-12,0.00017855987505836502,1.7569948809176599e-05,2.6836077826663749e-11,0.00015914185359853258,2.4221557091732313e-13,3.2492461713489814e-07,1.4618407936916973e-05,1.4656688892697581e-05,1.1017853555074447e-08,7.4290929020803308e-09,2.4857610399080089e-05,9.2587442582595839e-11,9.7960843142210848e-11,9.8176119319121517e-11,1.7120543713236779e-05,1.8791449834098166e-05,1.9129276539355156e-07,1.5680780239453774e-14,6.5952052822552468e-09,5.8082333292247573e-09,1.9256030269317726e-08,2.4213554838051326e-10,5.3024404425722962e-13,9.379959668192374e-14,1.8994878748313521e-09,6.360730205389343e-10,9.9919604901677839e-10,5.6616279371812015e-10,3.2932876644837922e-11,3.9773891313292456e-10,4.3123633636946933e-11,3.6263693640028544e-12,1.0193687158845482e-17,6.4600074045064127e-12,9.2817697231879096e-12,1.5386475893370893e-12,1.2492513751083838e-12,1.8866763123269831e-16,3.9468249422220458e-16,1.8702262491833995e-12,2.7778248936006653e-17,1.752303776139359e-12,7.5997747318662723e-14,6.1610481643605732e-11,9.6838953490307963e-14,7.3016346336935205e-14,2.3147962858554e-13
3.526403711641565e-08,0.34912962843607165,154.0,0.0,0.0,0.0,0.99305478555552451,1.0,18.998624991353775,0.00049604210416303348,0.0029195135669715763,0.0016008666624341102,0.0013161487560811008,2.7627432840293378e-09,7.1096355986280838e-09,0.00016876181474272402,3.8036457931404257e-12,0.00018700772096451237,1.8384016921782693e-05,2.80700160197386e-11,0.00017446240386035346,2.5343814048912232e-13,3.3996834993755471e-07,1.6035843209761645e-05,1.6079968534730732e-05,1.2086141611905032e-08,8.1494366226764212e-09,2.7941360061973925e-05,1.1623794816457266e-10,1.2356619300664736e-10,1.2385082570614945e-10,1.9640044325270957e-05,2.0579549097812369e-05,2.2974062173235829e-07,1.761070148172487e-14,6.9358016441073619e-09,6.1073236159208448e-09,2.3161791461916268e-08,2.7246805572286358e-10,6.4533883820495487e-13,1.0762584253793193e-13,2.2637157504260348e-09,7.3775913295825533e-10,1.2130785023849686e-09,6.8934000302119676e-10,4.0859382473148002e-11,4.9799623292645643e-10,5.4884970398152087e-11,4.8519944383077422e-12,1.2647173164656039e-17,8.6145853320426493e-12,1.1867826715438942e-11,1.822780035932347e-12,1.4810534946380778e-12,2.2350837909212503e-16,4.8028749053550858e-16,2.2773957695469531e-12,2.9132987223553245e-17,1.8350149592120664e-12,7.9586172788329768e-14,6.7646927850450596e-11,1.0632681297024414e-13,8.0170174094730047e-14,2.5417060135372667e-13
3.686199114474776e-08,0.3491295093281263,154.0,0.0,0.0,0.0,0.99273594032452006,1.0,18.998561892982838,0.00051811023769279677,0.0030484331392103244,0.0016706451715173363,0.001373773380840884,2.8847316146217966e-09,7.1075007597051715e-09,0.00017637911262775527,3.8024245379872684e-12,0.00019545304516167805,1.9195801093980697e-05,2.9298998791022727e-11,0.00019047070164055413,2.6462922414504559e-13,3.5495215186033269e-07,1.7516884726506889e-05,1.7567525154932334e-05,1.3202363442662224e-08,8.9021028954969303e-09,3.125828458258067e-05,1.4440927417080109e-10,1.5423833891481558e-10,1.5460997315263067e-10,2.2390934974006851e-05,2.2444035264258291e-05,2.7364452777203031e-07,1.9685793761429507e-14,7.2762972500943521e-09,6.4063114231258643e-09,2.7628668740931955e-08,3.0511536870275062e-10,7.7817388152667164e-13,1.2272430736938905e-13,2.6756951154700611e-09,8.4965573383709673e-10,1.4592702984817482e-09,8.3142509962272828e-10,5.0175529494425729e-11,6.1714820845318722e-10,6.9019325457021983e-11,6.4035445600750092e-12,1.5530794034674477e-17,1.1334796825070635e-11,1.5002821146052415e-11,2.1436335936462592e-12,1.742946777021454e-12,2.6285200504700093e-16,5.7939466293344671e-16,2.7490356396375774e-12,3.049354697430552e-17,1.9175360945654194e-12,8.3166354224466206e-14,7.3960865838536275e-11,1.1625078435947947e-13,8.7652829558105837e-14,2.779050917788834e-13
3.8459945173079874e-08,0.34912939034745294,154.0,0.0,0.0,0.0,0.99241680419560463,1.0,18.998498712808217,0.00054014316442648315,0.0031769815002977713,0.0017401360631598157,0.0014311597875265273,3.0063679280677829e-09,7.1053637883983369e-09,0.0001839937805313287,3.8012021686018428e-12,0.0002038958455072721,2.0005242802146961e-05,3.0522900992853227e-11,0.00020716433772637212,2.7578801509088497e-13,3.6987449294059907e-07,1.9061218914918175e-05,1.9119098895985328e-05,1.436628226308883e-08,9.6869320559770466e-09,3.4815824481706457e-05,1.7769769406785886e-10,1.9068602700466047e-10,1.9116571043766107e-10,2.5382489098699135e-05,2.4384114409899248e-05,3.2348028604740141e-07,2.1910685448421918e-14,7.6166917309387277e-09,6.7051964820813911e-09,3.2706737429102433e-08,3.4015206169727234e-10,9.3045596805872192e-13,1.3914610835084528e-13,3.1389454604644787e-09,9.7221899520609737e-10,1.7407637996329658e-09,9.9419786380849352e-10,6.1040826368915705e-11,7.5764737363770762e-10,8.5848621441293947e-11,8.3462516823826605e-12,1.8893922414462277e-17,1.473243315097537e-11,1.8770020021598786e-11,2.50416255186908e-12,2.0373611344821862e-12,3.0706078037727757e-16,6.9339051206355829e-16,3.291791250061921e-12,3.1860781960979925e-17,1.9998637458144177e-12,8.6738142481152126e-14,8.0551601738959599e-11,1.2660977297348926e-13,9.546348733678628e-14,3.0268048103888316e-13
4.0057899201411985e-08,0.34912927148691925,154.0,0.0,0.0,0.0,0.99209738538121206,1.0,18.998435447843363,0.00056214092234386115,0.0033051494669619668,0.0018093323353265509,0.0014883021988649017,3.1276435353034325e-09,7.1032247434355977e-09,0.00019160581631486517,3.7999787164398978e-12,0.00021233611992230181,2.0812284223394908e-05,3.1741599411080334e-11,0.00022454085472966857,2.8691371619264453e-13,3.8473386664958414e-07,2.0668523488872862e-05,2.0734423400541493e-05,1.5577654722163709e-08,1.0503760011447346e-08,3.8621333026957378e-05,2.1674471942681665e-10,2.3367906699180773e-10,2.3429171413570794e-10,2.8623846611152667e-05,2.6398968055147854e-05,3.7974004640352299e-07,2.4289950532105392e-14,7.9569848295956123e-09,7.0039785965217626e-09,3.8447961971320539e-08,3.7765184213686055e-10,1.1039625955393112e-12,1.5694162812163341e-13,3.6570369166658893e-09,1.1058990603516614e-09,2.0606598653270431e-09,1.17950386984819e-09,7.3623824337778322e-11,9.2212865598003977e-10,1.0571790566456601e-10,1.0754435324198753e-11,2.278872989693393e-17,1.8934664582384437e-11,2.3260664474619144e-11,2.9074426838343212e-12,2.3668265260536249e-12,3.565118734637423e-16,8.2373458690180386e-16,3.9126591571254981e-12,3.3235597141702048e-17,2.0819946813711308e-12,9.0301397296325374e-14,8.7418430560469619e-11,1.3740266664066881e-13,1.0360130885525568e-13,3.2849410844322107e-13
4.16558532297441e-08,0.3491291527394649,154.0,0.0,0.0,0.0,0.99177769205391042,1.0,18.998372095152636,0.00058410354956392615,0.003432927970043098,0.0018782270979289255,0.0015451949301784156,3.2485498553040131e-09,7.1010836832609006e-09,0.00019921521790268974,3.7987542128044947e-12,0.00022077386639094229,2.1616868253773811e-05,3.2954972806375257e-11,0.00024259774777839221,2.9800554022742472e-13,3.9952879039983135e-07,2.2338467576508936e-05,2.2413225912604179e-05,1.6836230998745819e-08,1.1352418306301315e-08,4.2682073817776526e-05,2.6223792806776502e-10,2.8405043420148785e-10,2.8482532962295745e-10,3.2124010948195488e-05,2.8487753833545713e-05,4.4293178283005053e-07,2.6828107119486509e-14,8.297176346631913e-09,7.3026576062511877e-09,4.4906158865753351e-08,4.1768752621652193e-10,1.3005406684894983e-12,1.7616049851659903e-13,4.2335836058561034e-09,1.2511398909344666e-09,2.4221643897103298e-09,1.3892523976569605e-09,8.8102043552471199e-11,1.1134126186495398e-09,1.2899539490967545e-10,1.3712243495718296e-11,2.7270164219150105e-17,2.4085277381128083e-11,2.8574310872102954e-11,3.3566745106656255e-12,2.7339756349678474e-12,4.115977500397641e-16,9.7196062650902248e-16,4.6189925296187246e-12,3.4618949465201204e-17,2.1639258783397939e-12,9.3855987460686199e-14,9.456063688819255e-11,1.4862833680044307e-13,1.1206544318073156e-13,3.5534327405997224e-13
4.325380725807621e-08,0.3491290340981052,154.0,0.0,0.0,0.0,0.99145773234383716,1.0,18.998308651852135,0.00060603108434378287,0.0035603080572974596,0.0019468135750842761,0.0016018323912474163,3.3690784177381839e-09,7.098940666015759e-09,0.00020682198328171526,3.7975286888361806e-12,0.00022920908296004264,2.241893852593241e-05,3.4162901953950406e-11,0.00026133246522242186,3.0906271012692939e-13,4.1425780603342004e-07,2.4070711851772141e-05,2.415522738108244e-05,1.8141754900780959e-08,1.2232734188890958e-08,4.7005218438670982e-05,3.1491170445487417e-10,3.4269831024794474e-10,3.4366965205221582e-10,3.5891846235300101e-05,3.064960617508426e-05,5.1357875932118036e-07,2.9529615975701312e-14,8.6372661333204318e-09,7.6012333857162796e-09,5.2136958781953691e-08,4.6033101528544041e-10,1.5221051694804339e-12,1.9685158490971188e-13,4.87223723451885e-09,1.4083791196524074e-09,2.8285848123554653e-09,1.6254143286076628e-09,1.046618826811608e-10,1.3345083834466228e-09,1.5607246100943669e-10,1.7314410257454165e-11,3.2395921282852896e-17,3.0345937779680222e-11,3.4819166706707074e-11,3.8551867691641483e-12,3.1415467150530087e-12,4.7272659842774057e-16,1.1396778300472595e-15,5.4185072124815659e-12,3.6011848763562108e-17,2.2456545266215188e-12,9.7401790995719811e-14,1.0197749559587734e-10,1.602856396226288e-13,1.2085502786716182e-13,3.8322524139357398e-13
4.485176128640832e-08,0.34912891555593223,154.0,0.0,0.0,0.0,0.99113751433618924,1.0,18.998245115110432,0.00062792356507747294,0.0036872808961153788,0.0020150851072848245,0.0016582090880976727,3.4892208655408385e-09,7.0967957495212874e-09,0.00021442611050111215,3.7963021755033777e-12,0.00023764176773861928,2.3218439426240655e-05,3.536526968168172e-11,0.00028074240935310193,3.2008445921350231e-13,4.2891948029052851e-07,2.5864908669203234e-05,2.5960142565406246e-05,1.9493963966952005e-08,1.3144530680070142e-08,5.1597844181656823e-05,3.7554789472432597e-10,4.1058806163627091e-10,4.1179554651653838e-10,3.993607456202255e-05,3.2883637002560051e-05,5.9221898567420547e-07,3.2398879107652704e-14,8.9772540807308407e-09,7.8997058375788732e-09,6.0197767912440629e-08,5.0565327292532454e-10,1.7706378005159123e-12,2.1906297117320071e-13,5.576680923999107e-09,1.5780479081009306e-09,3.2833266043184352e-09,1.8900200266820743e-09,1.2349851318234899e-10,1.5886162468280943e-09,1.8736356217783591e-10,2.1667027971307468e-11,3.8226412429046571e-17,3.7897479743016405e-11,4.2112421003121998e-11,4.4064400698840357e-12,3.5923865949814721e-12,5.4032277811052762e-16,1.3285722551420291e-15,6.3192884081786628e-12,3.7415358732549087e-17,2.3271780332223395e-12,1.0093869534055914e-13,1.0966827257220822e-10,1.723734171489112e-13,1.2996918981589628e-13,4.1213724011549524e-13
4.644971531474043e-08,0.3491287971061167,154.0,0.0,0.0,0.0,0.99081704606877186,1.0,18.998181482149327,0.00064978103029474392,0.003813837776152163,0.0020830351534755504,0.0017143196247126006,3.6089689574035952e-09,7.0946489912606571e-09,0.00022202759767196836,3.7950747035929892e-12,0.0002460719188973458,2.4015316111363542e-05,3.6561960906625896e-11,0.00030082493713578455,3.3107003142861077e-13,4.4351240525850802e-07,2.7720702201805883e-05,2.7827680143092152e-05,2.0892589570652378e-08,1.4087626643304548e-08,5.646693183880318e-05,4.4497637871879825e-10,4.8875415567710616e-10,4.9024360673703895e-10,4.426527336970709e-05,3.5188936439859496e-05,6.7940466413830046e-07,3.5440238391306216e-14,9.317140097600751e-09,8.1980748765285226e-09,6.9147728604459583e-08,5.5372430272649313e-10,2.0481855962114622e-12,2.4284194525450473e-13,6.3506232685682823e-09,1.760570809789832e-09,3.7898897316350022e-09,2.1851572062151641e-09,1.4481575951075408e-10,1.8791300008352124e-09,2.2330612458680605e-10,2.6888332322346324e-11,4.4824727358191621e-17,4.6941213328909621e-11,5.058056898296145e-11,5.0140307336814304e-12,4.0894538305469475e-12,6.1482729018903106e-16,1.5404083432835408e-15,7.3297979697984259e-12,3.8830597998111592e-17,2.4084940267281211e-12,1.044665975460715e-13,1.176322254617463e-10,1.8489049845731512e-13,1.3940704615369583e-13,4.4207646884990357e-13
4.804766934307254e-08,0.34912867874191056,154.0,0.0,0.0,0.0,0.99049633552960126,1.0,18.998117750244553,0.00067160351865976932,0.0039399701118705372,0.0021506572930399411,0.0017701587046693504,3.7283145701815093e-09,7.0925004483619266e-09,0.00022962644296692529,3.7938463037012248e-12,0.00025449953466801976,2.4809514524277394e-05,3.7752862669913974e-11,0.00032157736095487827,3.4201868155364242e-13,4.5803519880135367e-07,2.9637728581878989e-05,2.9757542819177411e-05,2.2337357026195005e-08,1.5061836856289105e-08,6.1619363566214997e-05,5.2407556037442887e-10,5.7830201266117498e-10,5.8012605118317084e-10,4.8887872952724438e-05,3.7564573531276712e-05,7.7570162766013726e-07,3.8657974243477275e-14,9.6569240962472592e-09,8.4963404191234957e-09,7.9047679308001384e-08,6.0461312677533826e-10,2.3568595100194661e-12,2.682349853784019e-13,7.1977926166258557e-09,1.9563656385127863e-09,4.351865098250747e-09,2.5129687873915517e-09,1.6882596614400037e-10,2.2096389664709559e-09,2.6436037731149968e-10,3.3109498494083604e-11,5.2256592971045734e-17,5.770025096405638e-11,6.0359730707039192e-11,5.6816947988379608e-12,4.6358219984571772e-12,6.9669826875734398e-16,1.7770305709728815e-15,8.4588822998321487e-12,4.0258741268298681e-17,2.489600361949685e-12,1.0798540447632158e-13,1.2586860442110353e-10,1.9783570085062009e-13,1.4916770512879528e-13,4.7304009801660025e-13
4.964562337140465e-08,0.34912856045664836,154.0,0.0,0.0,0.0,0.9901753906545725,1.0,18.998053916726395,0.0006933910689698123,0.0040656694449928274,0.0022179452276922997,0.0018257211326976714,3.8472497012143382e-09,7.0903501775813541e-09,0.00023722264461978392,3.7926170062246593e-12,0.00026292461334299975,2.5600981409717493e-05,3.8937864169997757e-11,0.00034299694937097412,3.5292967542286318e-13,4.7248650496912453e-07,3.1615616044714252e-05,3.1749427437451994e-05,2.3827985697182051e-08,1.6066972084022497e-08,6.7061920820963655e-05,6.1377277740119261e-10,6.8040979306686407e-10,6.8262855536637124e-10,5.3812154074818861e-05,4.0009596971050903e-05,8.8168877040721415e-07,4.2056304339048443e-14,9.9966059931051041e-09,8.7945023849102194e-09,8.9960113871907849e-08,6.5838776486846413e-10,2.698832974614488e-12,2.9528774688315221e-13,8.121931571632479e-09,2.1658433422030124e-09,4.9729309704394812e-09,2.875650740701077e-09,1.957498521634621e-10,2.5839297453260864e-09,3.1100914317817752e-10,4.0475447003987024e-11,6.0590328357144315e-17,7.0420849157157563e-11,7.1595963402559807e-11,6.4133121916494545e-12,5.2346831258083863e-12,7.8641149232365352e-16,2.0403652254167096e-15,9.7157808490389459e-12,4.1701020570074493e-17,2.5704951247544756e-12,1.1149503301813853e-13,1.3437665289097158e-10,2.1120783106969629e-13,1.5925026702575691e-13,5.0502527273356119e-13
5.1243577399736764e-08,0.3491284422437492,154.0,0.0,0.0,0.0,0.98985421932518447,1.0,18.99798997898035,0.00071514372015384043,0.004190927446861478,0.002284892783275645,0.0018810018161607659,3.9657664705610471e-09,7.0881982352870946e-09,0.00024481620092509099,3.7913868413515253e-12,0.00027134715327462586,2.6389664329048499e-05,4.0116856794232588e-11,0.00036508092788955284,3.6380229012841727e-13,4.8686499438705924e-07,3.3653985075043622e-05,3.38030250934073e-05,2.5364189106948576e-08,1.7102839153280157e-08,7.2801282372219394e-05,7.150446315732787e-10,7.9633011879680086e-10,7.990120192645953e-10,5.9046245701701853e-05,4.2523035842236804e-05,9.9795747130696581e-07,4.5639382374396212e-14,1.0336185712799618e-08,9.0925606999725373e-09,1.0194914022376073e-07,7.1511521446620763e-10,3.0763404377292858e-12,3.2404504969674636e-13,9.1267917083995851e-09,2.3894078822655232e-09,5.6568493850308605e-09,3.2754499217285634e-09,2.2581635419379643e-10,3.0059876965870614e-09,3.6375758828002118e-10,4.9145657613434848e-11,6.9896796179947928e-17,8.5373763019172889e-11,8.4445567195627384e-11,7.2129110516517654e-12,5.8893512479471652e-12,8.8446091419434485e-16,2.332422303055643e-15,1.1110135207336593e-11,4.3158726569793552e-17,2.6511766370758406e-12,1.1499541029839445e-13,1.4315560838461543e-10,2.2500568653272125e-13,1.6965382509983723e-13,5.3802911578137811e-13
5.2841531428068876e-08,0.34912832409671773,154.0,0.0,0.0,0.0,0.98953282936632903,1.0,18.997925934447657,0.00073686151127109025,0.0043157359207068287,0.0023514939114646447,0.0019359957664576749,4.0838571231465074e-09,7.0860446774433909e-09,0.00025240711023771263,3.7901558390532413e-12,0.00027976715287463254,2.7175511674550426e-05,4.1289734148786588e-11,0.00038782647974070405,3.7463581421727154e-13,5.0116936462436218e-07,3.5752448556104287e-05,3.5918021248809079e-05,2.6945675050980055e-08,1.8169241028418329e-08,7.884402238754644e-05,8.289172413353285e-10,9.2739172769533181e-10,9.3061426908482645e-10,6.4598122850536175e-05,4.5103900363947594e-05,1.1251110113977898e-06,4.9411296877624627e-14,1.0675663186806325e-08,9.3905152959633128e-09,1.1508043847330235e-07,7.7486143139536189e-10,3.4916758748835036e-12,3.5455086645665865e-13,1.021612849938492e-08,2.62745611836407e-09,6.4074625439896032e-09,3.7146618977856622e-09,2.5926245856284538e-10,3.4799981479050218e-09,4.2313293311872722e-10,5.9294989635133741e-11,8.0249350725372138e-17,1.0285561081258481e-10,9.9075383986811671e-11,8.0846722015147892e-12,6.6032660864700298e-12,9.913592105988355e-16,2.655297528407764e-15,1.2651998774788543e-11,4.4633209975458382e-17,2.7316434620841251e-12,1.1848647390829869e-13,1.5220470329339991e-10,2.3922805660116631e-13,1.8037746653153882e-13,5.7204873063173282e-13
5.443948545640099e-08,0.3491282060091471,154.0,0.0,0.0,0.0,0.98921122854414179,1.0,18.997861780625861,0.00075854448150958361,0.0044400868038212285,0.0024177426913731415,0.0019906981003468193,4.2015140308195237e-09,7.0838895595951622e-09,0.00025999537097239268,3.7889240290761787e-12,0.00028818461061355021,2.79584726831146e-05,4.2456392086868336e-11,0.00041123074666929194,3.8542954788002393e-13,5.1539834054256323e-07,3.7910611921189143e-05,3.8094095847802688e-05,2.8572145711204215e-08,1.9265976888442089e-08,8.5196608595223576e-05,9.564664184309642e-10,1.0750010606707147e-09,1.0788516926424563e-09,7.0475604556807805e-05,4.7751182646014853e-05,1.2637639857835991e-06,5.337607006614149e-14,1.1015038349205969e-08,9.6883661068233249e-09,1.2942121847914348e-07,8.3769131130995431e-10,3.9471912804316958e-12,3.868483112759243e-13,1.1393696445837623e-08,2.8803776987134591e-09,7.228689197978737e-09,4.1956287679446684e-09,2.9633302348400684e-10,4.0103473484036381e-09,4.8968412810451449e-10,7.1114506981447526e-11,9.1723782861974039e-17,1.2319024578621361e-10,1.1566308921537879e-10,9.0329337520043641e-12,7.3799968394340661e-12,1.1076383453778822e-15,3.0111744901390493e-15,1.4351846997978504e-11,4.6125883018715148e-17,2.811894409517363e-12,1.2196817213461626e-13,1.615231657098836e-10,2.5387372387339514e-13,1.9142027340198148e-13,6.0708120454191754e-13
5.60374394847331e-08,0.34912808797471945,154.0,0.0,0.0,0.0,0.98888942456391915,1.0,18.997797515069305,0.00078019267018459735,0.0045639721696385162,0.0024836333310658096,0.0020451040411903496,4.3187296943212905e-09,7.0817329368531117e-09,0.00026758098160329448,3.7876914409336893e-12,0.00029659952502009417,2.8738497449343638e-05,4.3616728735265568e-11,0.00043529082973502956,3.9618280313149783e-13,5.2955067462329977e-07,4.0128073307557479e-05,4.0330923434463494e-05,3.0243297772063107e-08,2.0392842205273712e-08,9.1865400523458369e-05,1.0988177700912013e-09,1.2406437807243516e-09,1.2452208076175832e-09,7.6686351959112656e-05,5.0463857450150969e-05,1.4145417109507554e-06,5.7537656752116931e-14,1.1354311135123505e-08,9.9861130676736532e-09,1.4504017691667855e-07,9.036686719189577e-10,4.4452951382866198e-12,4.2097962915858108e-13,1.2663244409315434e-08,3.1485549559547423e-09,8.12452102158361e-09,4.7207369780634335e-09,3.3728059196659315e-10,4.601623171252803e-09,5.6398149578444732e-10,8.4812306366512901e-11,1.043982621311739e-16,1.4673013266705759e-10,1.3439747626014899e-10,1.006219583305063e-11,8.2232460763905075e-12,1.2338501501364458e-15,3.4023268910115847e-15,1.6220588155776501e-11,4.7638221014394003e-17,2.8919285411710172e-12,1.2544046419779114e-13,1.7111022026900696e-10,2.6894146550670085e-13,2.027813236897158e-13,6.4312361171738006e-13
