Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371)
8.218956456552888e-11,0.4185735132693474,154.0,0.0,0.0,0.0,0.99925554563359786,1.0,18.999987132139967,2.3362574247170361e-05,0.00015945593864429505,0.00014711539354522705,1.2546275300967746e-05,5.0771864128734441e-11,2.1949196927580536e-06,0.00014471657398994583,1.215512098822394e-08,0.00025452645349315637,3.2151865932489705e-07,1.1934930854471223e-13,8.6633266079853043e-08,2.1566683177232026e-15,8.5564278255388613e-08,3.0286587477855016e-08,3.0301791224773658e-08,9.5826022395125055e-12,5.6211433154779273e-12,1.3478691741542325e-11,6.8182537505008548e-19
8.436197325073822e-11,0.4185735122252865,154.0,0.0,0.0,0.0,0.99923587830704352,1.0,18.999986693374666,2.3979761217802796e-05,0.00016366733292389566,0.00015089904719195143,1.2976474092380092e-05,5.2112800885609719e-11,2.1948792524532228e-06,0.00014856072396662211,1.2154881751174204e-08,0.00026128797355190957,3.3008268355590523e-07,1.2344167364945828e-13,9.1220913664336539e-08,2.2141136955693494e-15,8.941624204594164e-08,3.2542883762492112e-08,3.2559223716609688e-08,1.0297514947095371e-11,6.0424375526003675e-12,1.4575534554801223e-11,8.0893883268598318e-19
8.653438193594756e-11,0.41857351117978275,154.0,0.0,0.0,0.0,0.99921621142037687,1.0,18.999986253905995,2.4596931443486447e-05,0.0001678785612711205,0.00015468167596924799,1.3407376549231087e-05,5.3453684751406178e-11,2.1948388130542074e-06,0.0001524047896183016,1.215464251949587e-08,0.00026804936896259861,3.3864636999521277e-07,1.2754073253878039e-13,9.592675746709366e-08,2.2715568075914727e-15,9.3323149404993206e-08,3.4899235537103426e-08,3.4916762248404096e-08,1.1044177725395181e-11,6.4825316645214901e-12,1.5730300561929089e-11,9.5537345585886258e-19
8.87067906211569e-11,0.4185735101330182,154.0,0.0,0.0,0.0,0.999196544973592,1.0,18.999985813808724,2.5214084924617722e-05,0.00017208962368865348,0.00015846335470752354,1.3838907889265261e-05,5.4794515727034529e-11,2.1947983745608785e-06,0.00015624877094686689,1.2154403293175534e-08,0.00027481063972801623,3.472097186486657e-07,1.3164577382873627e-13,1.0075078818774674e-07,2.3289976538287674e-15,9.7283558798142944e-08,3.7357041141694197e-08,3.7375805869808013e-08,1.182303520479706e-11,6.94169066216293e-12,1.694447781030959e-11,1.1234274226797566e-18
9.087919930636624e-11,0.418573509085157,154.0,0.0,0.0,0.0,0.99917687896668361,1.0,18.99998537315005,2.5831221661593039e-05,0.00017630052017917678,0.00016224415064550706,1.4271000918939019e-05,5.6135293813406914e-11,2.1947579369733031e-06,0.00016009266795420039,1.2154164072190577e-08,0.00028157178585095467,3.5577272952210578e-07,1.3575615832480846e-13,1.0569299652642317e-07,2.3864362343204422e-15,1.0129606833705048e-07,3.9917662252632419e-08,3.993771694822653e-08,1.2634520356893453e-11,7.4201726060139065e-12,1.821955417120837e-11,1.3155985786547327e-18
9.305160799157558e-11,0.4185735080363465,154.0,0.0,0.0,0.0,0.9991572133996458,1.0,18.999984931990348,2.6448341654808796e-05,0.0001805112507453713,0.00016602412420078756,1.470359526318e-05,5.7476019011439779e-11,2.1947175002915308e-06,0.00016393648064218444,1.2153924856554254e-08,0.00028833280733420673,3.6433540262135234e-07,1.3987131169480759e-13,1.1075337318375525e-07,2.4438725491055315e-15,1.0535931447648509e-07,4.2582424888227898e-08,4.2603822174908418e-08,1.3479054814340634e-11,7.9182287969885557e-12,1.9557017339783738e-11,1.5345954376019479e-18
9.522401667678492e-11,0.41857350698671986,154.0,0.0,0.0,0.0,0.99913754827247303,1.0,18.999984490383859,2.7065444904661387e-05,0.00018472181538991677,0.00016980332966207504,1.5136636673393084e-05,5.8816691322037419e-11,2.1946770645154591e-06,0.00016778020901270157,1.2153685646279339e-08,0.00029509370418056468,3.7289773795220888e-07,1.4399071788610407e-13,1.1593190886088027e-07,2.5013065982229368e-15,1.0947197077424655e-07,4.5352620381514466e-08,4.5375413538222466e-08,1.4357049180274378e-11,8.4361039610370146e-12,2.0958354835097339e-11,1.7833484207942342e-18
9.739642536199426e-11,0.4185735059363963,154.0,0.0,0.0,0.0,0.99911788358516007,1.0,18.999984048379336,2.7682531411547203e-05,0.00018893221411549167,0.00017358181581106922,1.5570076405831415e-05,6.0157310746104182e-11,2.1946366296450663e-06,0.00017162385306763412,1.2153446441354282e-08,0.00030185447639282097,3.8145973552047239e-07,1.4811391321224618e-13,1.2122859425944033e-07,2.5587383817115676e-15,1.1363274670938166e-07,4.8229506321785226e-08,4.8253749265670871e-08,1.5268903327779393e-11,8.9740364278071961e-12,2.242505400012489e-11,2.0650213280312321e-18
9.95688340472036e-11,0.4185735048854838,154.0,0.0,0.0,0.0,0.99909821933770071,1.0,18.999983606020571,2.8299601175862629e-05,0.00019314244692477354,0.00017735962648118372,1.6003870663088202e-05,6.1497877284552008e-11,2.1945961956804131e-06,0.00017546741280886435,1.2153207241772437e-08,0.00030861512397376792,3.9002139533192577e-07,1.5224048104002135e-13,1.2664342008158229e-07,2.6161678996102243e-15,1.1784038655444945e-07,5.1214307466346231e-08,5.1240054736105795e-08,1.6215006689879668e-11,9.5322583036377528e-12,2.3958602001766849e-11,2.3830230342831718e-18
9.999999999999999e-11,0.41857350383407926,154.0,0.0,0.0,0.0,0.99909431655439618,1.0,18.999983518185367,2.8422071293466505e-05,0.00019397804760419227,0.00017810934564701578,1.609000606971915e-05,6.1763938173029369e-11,2.1945881707102522e-06,0.00017623024823915017,1.215315976758632e-08,0.00030995691977631545,3.9172061931769981e-07,1.5305986394335338e-13,1.2773217045975271e-07,2.627565878092656e-15,1.1868095890125966e-07,5.1819651103395606e-08,5.1845703481725565e-08,1.6406889892316538e-11,9.6454835360978782e-12,2.42710510417445e-11,2.4507735717497801e-18
1.0174124273241294e-10,0.41857350383407926,154.0,0.0,0.0,0.0,0.99907855553008984,1.0,18.999983163346915,2.8916654198004039e-05,0.00019735251382043933,0.00018113680105962625,1.6437980092210053e-05,6.2838390938277871e-11,2.194555762621468e-06,0.00017931088823827462,1.2152968047542778e-08,0.00031537564692619806,3.9858271739233097e-07,1.563700470151235e-13,1.3217637702995767e-07,2.6735951519575165e-15,1.220936682979793e-07,5.4308216623848932e-08,5.4335523363510596e-08,1.7195738540482625e-11,1.0110995639142738e-11,2.5560485830859135e-11,2.741019405555962e-18
1.0391365141762228e-10,0.4185735027822699,154.0,0.0,0.0,0.0,0.99905889216232169,1.0,18.999982720393731,2.9533690478367804e-05,0.00020156241480516501,0.00018491337493858548,1.6872369333684703e-05,6.4178851708176639e-11,2.1945153304681685e-06,0.00018315427935774718,1.2152728858668024e-08,0.00032213604525290358,4.0714370170743605e-07,1.6050227477180498e-13,1.3782745580772261e-07,2.7310201387920267e-15,1.2639140261366524e-07,5.7512395510451941e-08,5.754131745359614e-08,1.8211468266676075e-11,1.0710468591627139e-11,2.7232192302183816e-11,3.1429454276882264e-18
1.0608606010283162e-10,0.4185735017301346,154.0,0.0,0.0,0.0,0.99903922923439048,1.0,18.999982277192782,3.0150710017350287e-05,0.00020577214988162597,0.00018868937992063981,1.7307006616188817e-05,6.5519259595156001e-11,2.1944748992205386e-06,0.00018699758616916431,1.2152489675141423e-08,0.00032889631895667679,4.1570434828297724e-07,1.6463686207782618e-13,1.4359664711853774e-07,2.7884428601522575e-15,1.3073243187317602e-07,6.0827975579968047e-08,6.0858569034369395e-08,1.9262555632746764e-11,1.1330891582554488e-11,2.8975208054479817e-11,3.5930175418525801e-18
1.0825846878804096e-10,0.41857350067774424,154.0,0.0,0.0,0.0,0.999019566746291,1.0,18.999981833772623,3.076771281534785e-05,0.00020998171905249721,0.00019246484458300438,1.7741863392482046e-05,6.685961460010604e-11,2.1944344688785928e-06,0.00019084080867440826,1.2152250496962266e-08,0.00033565646804031005,4.2426465712467475e-07,1.6877353737078849e-13,1.494839416665683e-07,2.8458633160765209e-15,1.3511562919972741e-07,6.4256058829078749e-08,6.4288380661756787e-08,2.0349351036264312e-11,1.1972473450273388e-11,3.0791019550453618e-11,4.0957461805798535e-18
1.104308774732503e-10,0.4185734996251627,154.0,0.0,0.0,0.0,0.99899990469801725,1.0,18.999981390158901,3.1384698872756842e-05,0.00021419112232045305,0.00019623979460479937,1.8176914012264953e-05,6.8199916723911079e-11,2.1943940394422801e-06,0.00019468394687536118,1.215201132413516e-08,0.00034241649250659557,4.3282462823823213e-07,1.7291205664613113e-13,1.5548933015648383e-07,2.9032815066031001e-15,1.3953989755979313e-07,6.7797718578634126e-08,6.7831826201300767e-08,2.147219575655542e-11,1.2635417598197545e-11,3.2681113076789962e-11,4.6559484981677899e-18
1.1477569484366898e-10,0.41857349751965056,154.0,0.0,0.0,0.0,0.99896058192092518,1.0,18.99998050244054,3.2618620767394463e-05,0.00022260943115831483,0.0002037882406133512,1.9047507005788257e-05,7.0880362331679942e-11,2.1943131832865521e-06,0.00020236997037192269,1.215153299453185e-08,0.00035593616759829196,4.4994355730367714e-07,1.8119377312362675e-13,1.6785435178316994e-07,3.0181110916158706e-15,1.4850740334451506e-07,7.5225921956086513e-08,7.5263775502143666e-08,2.3827354095977926e-11,1.4026180021853568e-11,3.6690090487244786e-11,5.9696545579374622e-18
1.186860304770458e-10,0.41857349562455726,154.0,0.0,0.0,0.0,0.99892519292569104,1.0,18.999979703039795,3.3729093223731464e-05,0.00023018534175124316,0.00021058028998994016,1.983149587434765e-05,7.3292582534091177e-11,2.1942404158435515e-06,0.00020928710321703451,1.2151102516185783e-08,0.00036810344901750059,4.6534943848928953e-07,1.8865164790844025e-13,1.7938665928800502e-07,3.1214499708493005e-15,1.5670819694598924e-07,8.2309943389134896e-08,8.2351369794063447e-08,2.6073530661133784e-11,1.5352859460181881e-11,4.0567121524954363e-11,7.4036165079920963e-18
1.225963661104226e-10,0.4185734937295887,154.0,0.0,0.0,0.0,0.99888980535540572,1.0,18.999978903306516,3.4839511446725265e-05,0.00023776071486030509,0.00021737096694746683,2.0615818185820251e-05,7.570463141538446e-11,2.1941676513346455e-06,0.0002162039629455142,1.2150672055173361e-08,0.00038027032671992622,4.8075422552384169e-07,1.9611269464874388e-13,1.9130144662661785e-07,3.2247815107852823e-15,1.6502627483620048e-07,8.97774121920025e-08,8.9822605315204233e-08,2.8441422597570384e-11,1.6751682375921893e-11,4.4707933027512346e-11,9.1141137090411713e-18
1.265067017437994e-10,0.418573491834936,154.0,0.0,0.0,0.0,0.99885441921003704,1.0,18.999978103318043,3.5949875438687116e-05,0.0002453355505010896,0.00022416034898480611,2.1400396580314298e-05,7.8116508980750737e-11,2.1940948897598477e-06,0.00022312054956833782,1.2150241611491491e-08,0.0003924368007218518,4.9615791844015224e-07,2.0357617744026173e-13,2.0359865960687365e-07,3.3281057116440168e-15,1.7345621054001011e-07,9.7633646104024777e-08,9.7682802503581666e-08,3.0932720758036608e-11,1.8223656514667884e-11,4.9121186655610591e-11,1.1142074178131811e-17
1.304170373771762e-10,0.4185734899407703,154.0,0.0,0.0,0.0,0.998819034489552,1.0,18.999977303138152,3.706018520192825e-05,0.00025290984868918534,0.00023094849999835562,2.218516729483603e-05,8.0528215235266919e-11,2.1940221311190149e-06,0.00023003686309648109,1.2149811185141873e-08,0.00040460287103956063,5.1156051727092776e-07,2.1104148972236345e-13,2.1627824404192883e-07,3.4314225736448056e-15,1.8199282932844888e-07,1.0588371681790526e-07,1.0593703562572399e-07,3.3549037760002415e-11,1.9769742993302758e-11,5.3815542222989288e-11,1.3532722375158496e-17
1.34327373010553e-10,0.4185734880472252,154.0,0.0,0.0,0.0,0.9987836511939181,1.0,18.999976502819401,3.8170440738759815e-05,0.00026048360944018071,0.0002377354726845459,2.2970077761717914e-05,8.2939750184000199e-11,2.1939493754120366e-06,0.00023695290354091943,1.2149380776126619e-08,0.00041676853768933515,5.2696202204877817e-07,2.1850813143262186e-13,2.2934014575023054e-07,3.5347320970063925e-15,1.9063119586389973e-07,1.145324613912701e-07,1.1459014419401961e-07,3.6291911614464633e-11,2.1390858463336044e-11,5.8799657696639255e-11,1.6335847642078194e-17
1.382377086439298e-10,0.41857348615441725,154.0,0.0,0.0,0.0,0.99874826932310301,1.0,18.999975702405131,3.9280642051492921e-05,0.0002680568327696651,0.00024452131051997647,2.3755084629257353e-05,8.5351113832126064e-11,2.193876622638939e-06,0.00024386867091262808,1.214895038444272e-08,0.00042893380068745779,5.4236243280623198e-07,2.2597569017774608e-13,2.4278431055551573e-07,3.6380342819470804e-15,1.9936660257196167e-07,1.2358449309457172e-07,1.2364674382012664e-07,3.91628091754677e-11,2.3087877167265749e-11,6.4082189197004285e-11,1.960607734097215e-17
1.4214804427730662e-10,0.41857348426244184,154.0,0.0,0.0,0.0,0.99871288887707377,1.0,18.999974901931118,4.0390789142438561e-05,0.00027562951869322872,0.00025130604939163057,2.4540152132142914e-05,8.7762306184687397e-11,2.1938038727996403e-06,0.00025078416522258186,1.2148520010088721e-08,0.00044109866005021041,5.5776174957574114e-07,2.3344382573170083e-13,2.5661068428681066e-07,3.7413291286844385e-15,2.0819455866968159e-07,1.3304421173779339e-07,1.3311123654691955e-07,4.2163129423848008e-11,2.4861632896037858e-11,6.9671790998183547e-11,2.3403154229564082e-17
1.4605837991068342e-10,0.4185734823713799,154.0,0.0,0.0,0.0,0.99867750985579784,1.0,18.999974101426861,4.150088201390769e-05,0.00028320166722646311,0.00025808971892153334,2.5325250767317951e-05,9.0173327246687746e-11,2.1937311258940005e-06,0.00025769938648175558,1.2148089653066675e-08,0.00045326311579387468,5.7315997238968972e-07,2.4091225743961913e-13,2.7081921277843036e-07,3.8446166374356676e-15,2.171107798192012e-07,1.4291581348987165e-07,1.4298782067289599e-07,4.5294206589633803e-11,2.6712920850257617e-11,7.5577115528133813e-11,2.7792217934405602e-17
1.4996871554406023e-10,0.418573480481299,154.0,0.0,0.0,0.0,0.99864213225924292,1.0,18.999973300916679,4.261092066821119e-05,0.0002907732783849616,0.00026487234355701832,2.6110356204145995e-05,9.2584177023297638e-11,2.193658381922014e-06,0.00026461433470112341,1.2147659313375818e-08,0.00046542716793473185,5.8855710128040644e-07,2.4838075385063074e-13,2.8540984186997771e-07,3.9478968084177792e-15,2.2611117834023814e-07,1.5320330023005767e-07,1.532805001082841e-07,4.8557313125583799e-11,2.8642499412613563e-11,8.1806813368872019e-11,3.2844090129073851e-17
1.5387905117743703e-10,0.4185734785922562,154.0,0.0,0.0,0.0,0.99860675608737581,1.0,18.99997250042065,4.3720905107659897e-05,0.00029834435218431923,0.00027165394347492439,2.6895448380573473e-05,9.4994855519542272e-11,2.1935856408836477e-06,0.00027152900989165939,1.2147228991013878e-08,0.00047759081648906311,6.0395313628017287e-07,2.5584912411967007e-13,3.0038251740634338e-07,4.0511696418471801e-15,2.3519185393558101e-07,1.6391048845845869e-07,1.6399309329010709e-07,5.1953662540532674e-11,3.0651091836696119e-11,8.8369533256677552e-11,3.8635563136323687e-17
1.5778938681081384e-10,0.41857347670429995,154.0,0.0,0.0,0.0,0.99857138134016454,1.0,18.999971699955296,4.4830835334564536e-05,0.00030591488864013382,0.00027843453533290543,2.7680510752120579e-05,9.7405362740360887e-11,2.1935129027787577e-06,0.00027844341206433731,1.2146798685981674e-08,0.00048975406147314896,6.1934807742122605e-07,2.6331721086337559e-13,3.1573718523770487e-07,4.1544351379400434e-15,2.4434908489227938e-07,1.7504101779030746e-07,1.7512924168076409e-07,5.5484412100353183e-11,3.2739387856875165e-11,9.5273922082294648e-11,4.5249691668758376e-17
1.6169972244419064e-10,0.4185734748174712,154.0,0.0,0.0,0.0,0.99853600801757603,1.0,18.999970899534272,4.5940711351235793e-05,0.00031348488776800483,0.00028521413288882597,2.8465529672735159e-05,9.9815698690934371e-11,2.193440167607297e-06,0.00028535754123013094,1.21463683982798e-08,0.00050191690290326966,6.3474192473576582e-07,2.7078488427054146e-13,3.3147379121952662e-07,4.2576932969125816e-15,2.5357931973206955e-07,1.8659835905234464e-07,1.8669241786852195e-07,5.9150665402386494e-11,3.4908045222728837e-11,1.0252862489113478e-10,5.277608747951327e-17
1.6561005807756745e-10,0.41857347293180475,154.0,0.0,0.0,0.0,0.99850063611957784,1.0,18.999970099168841,4.70505331599843e-05,0.00032105434958353435,0.00029199274750882505,2.9250493886934137e-05,1.0222586337629332e-10,2.1933674353692608e-06,0.00029227139740001332,1.2145938127906382e-08,0.00051407934079570532,6.501346782559644e-07,2.782520372707064e-13,3.4759228121255881e-07,4.3609441189804551e-15,2.6287916928411204e-07,1.9858582200030741e-07,1.9868593328892091e-07,6.295347482938116e-11,3.7157691161631294e-11,1.1014228488347907e-10,6.1311216689807267e-17
1.6952039371094425e-10,0.41857347104733017,154.0,0.0,0.0,0.0,0.99846526564613736,1.0,18.999969298868262,4.8160300763120585e-05,0.00032862327410232721,0.00029877038858470555,3.0035394112585597e-05,1.0463585680130529e-10,2.1932947060645294e-06,0.00029918498058495734,1.2145507874860891e-08,0.00052624137516673545,6.6552633801396816e-07,2.8571858156527447e-13,3.640926010828378e-07,4.4641876043591658e-15,2.7224539915289723e-07,2.1100656267671424e-07,2.1111294558629384e-07,6.6893843889044704e-11,3.9488923773143794e-11,1.1812354341468077e-10,7.0958699565463598e-17
1.7343072934432105e-10,0.4185734691640733,154.0,0.0,0.0,0.0,0.99842989659722192,1.0,18.9999684986402,4.9270014162955138e-05,0.00033619166133999097,0.00030554706387878814,3.0820222696196837e-05,1.0704567897116968e-10,2.1932219796930129e-06,0.00030609829079593576,1.2145077639144225e-08,0.00053840300603263925,6.809169040419001e-07,2.931844443487057e-13,3.8097469670168478e-07,4.567423753264482e-15,2.8167492255548957e-07,2.2386359042777974e-07,2.2397646563424296e-07,7.0972729445201899e-11,4.1902313358784915e-11,1.2648103999536763e-10,8.1829612517061766e-17
1.7734106497769786e-10,0.4185734672820558,154.0,0.0,0.0,0.0,0.9983945289727989,1.0,18.99996769849097,5.0379673361798354e-05,0.00034375951131213571,0.00031232277980955799,3.1604973327387029e-05,1.0945532989094838e-10,2.1931492562547136e-06,0.00031301132804392105,1.2144647420755481e-08,0.000550564233409696,6.9630637637186795e-07,3.0064956559202439e-13,3.9823851394570625e-07,4.6706525659116453e-15,2.9116479350595093e-07,2.3715977459648183e-07,2.3727936423210382e-07,7.5191043845973266e-11,4.4398403690411596e-11,1.3522341229164427e-10,9.4042792113974661e-17
1.8125140061107466e-10,0.4185734654012968,154.0,0.0,0.0,0.0,0.99835916277283565,1.0,18.999966898425761,5.1489278361960599e-05,0.00035132682403437465,0.00031909754168768745,3.238964080296419e-05,1.1186480956542375e-10,2.193076535749547e-06,0.00031992409233988527,1.2144217219693429e-08,0.00056272505731418359,7.1169475503596516e-07,3.0811389579846231e-13,4.158839986967929e-07,4.7738740425156952e-15,3.0071220032782116e-07,2.5089785090719308e-07,2.5102437849281735e-07,7.9549656953872766e-11,4.6977713220134442e-11,1.4435929612529461e-10,1.0772514091722438e-16
1.8516173624445147e-10,0.4185734635218127,154.0,0.0,0.0,0.0,0.99832379799729953,1.0,18.999966098448862,5.2598829165752145e-05,0.00035889359952232376,0.00032587135391031656,3.31742208327282e-05,1.1427411799981451e-10,2.1930038181773955e-06,0.00032683658369480023,1.2143787035958482e-08,0.00057488547776238111,7.2708204006627256e-07,3.1557739415661861e-13,4.3391109684211979e-07,4.8770881832922109e-15,3.1031445947718687e-07,2.6508042755630091e-07,2.6521411793664182e-07,8.4049398082416733e-11,4.9640736234504315e-11,1.538973254739845e-10,1.230119349483553e-16
1.9298240751120508e-10,0.41857345976672494,154.0,0.0,0.0,0.0,0.99825307271937802,1.0,18.999964498773473,5.4817768193463926e-05,0.00037402553885783108,0.00033941614327110428,3.4743105098220324e-05,1.1909222116840793e-10,2.1928583918320207e-06,0.00034066074762536906,1.2142926720467623e-08,0.00059920510835501551,7.5785332935380141e-07,3.3050176731898558e-13,4.7110991689061301e-07,5.0834944582225426e-15,3.2967340691905587e-07,2.9478891094571591e-07,2.9493760643884789e-07,9.3475389699185971e-11,5.5219785465387189e-11,1.7421434740776974e-10,1.5898368838472296e-16
2.0002101165128334e-10,0.41857345639163357,154.0,0.0,0.0,0.0,0.99818942484046169,1.0,18.999963059397071,5.6814627989992062e-05,0.0003876424470752374,0.00035160323636300033,3.615477244746931e-05,1.234279284292167e-10,2.1927275181516056e-06,0.00035310156181455672,1.2142152495781115e-08,0.00062109139623116902,7.8554374980671029e-07,3.4393057833141621e-13,5.0589342999087585e-07,5.2692350192868529e-15,3.4725955476240501e-07,3.2307049112393678e-07,3.2323347224523797e-07,1.024489929084849e-10,6.0531731622773343e-11,1.9396158312349947e-10,1.9838495145257046e-16
2.070596157913616e-10,0.4185734530208537,154.0,0.0,0.0,0.0,0.99812578157618126,1.0,18.999961620346028,5.8811312226205505e-05,0.00040125761489654235,0.00036378729345878149,3.7566117229305215e-05,1.277630809501848e-10,2.1925966539732044e-06,0.00036554149184536694,1.2141378327227976e-08,0.00064297637716208451,8.1323062738479313e-07,3.5735632084724041e-13,5.4191252916730201e-07,5.4549518156146501e-15,3.6498695282683502e-07,3.5282757294056958e-07,3.5300558611644891e-07,1.1189108159495332e-10,6.6121603276515947e-11,2.1514596166349257e-10,2.4550393737170782e-16
2.1409821993143985e-10,0.4185734496544244,154.0,0.0,0.0,0.0,0.99806214292634621,1.0,18.999960181628012,6.0807820915575367e-05,0.00041487104241292894,0.00037596832283710678,3.8977131776217579e-05,1.3209767876043417e-10,2.1924657992965847e-06,0.00037798053778177753,1.214060421480391e-08,0.0006648600512426839,8.409139622750046e-07,3.7077892192730251e-13,5.7916689902491854e-07,5.6406448484588829e-15,3.8284386965353215e-07,3.8407146290891281e-07,3.8426526030593919e-07,1.2180525083975976e-10,7.1991543240063666e-11,2.3781776973181585e-10,3.0147332732323125e-16
2.2113682407151811e-10,0.41857344629238946,154.0,0.0,0.0,0.0,0.99799850889076602,1.0,18.999958743248371,6.2804154071572046e-05,0.00042848272971561356,0.00038814633046162813,4.0387810733390894e-05,1.3643172188914817e-10,2.1923349541213325e-06,0.0003904186996877638,1.2139830158508857e-08,0.00068674241856788516,8.6859375466430998e-07,3.8419833063260975e-13,6.1765622422419803e-07,5.8263141190742219e-15,4.0081951723239006e-07,4.1681252687786674e-07,4.1702286592565378e-07,1.321947966297407e-10,7.8143516080112689e-11,2.6202727468987394e-10,3.675386237882069e-16
2.2817542821159637e-10,0.41857344293477733,154.0,0.0,0.0,0.0,0.99793487946924975,1.0,18.999957305210849,6.4800311707665257e-05,0.00044209267689584552,0.00040032132068297402,4.1798150357097915e-05,1.4076521036594712e-10,2.1922041184469126e-06,0.00040285597762729805,1.2139056158341257e-08,0.00070862347923260295,8.9627000473969728e-07,3.9761451135033677e-13,6.5738018948105232e-07,6.0119596287159782e-15,4.1890397480504197e-07,4.510602658126059e-07,4.512879087651635e-07,1.4306273995278301e-10,8.4579322476522611e-11,2.8782472456023455e-10,4.4506410765130394e-16
2.352140323516746e-10,0.4185734395816167,154.0,0.0,0.0,0.0,0.99787125466160664,1.0,18.999955867518064,6.6796293837323995e-05,0.00045570088404490804,0.00041249329673742586,4.32081480163153e-05,1.4509814421994242e-10,2.1920732922730968e-06,0.00041529237166434925,1.2138282214296238e-08,0.00073050323333174799,9.2394271268819118e-07,4.1102743905207194e-13,6.9833847956682818e-07,6.1975813786370674e-15,4.3708811893454014e-07,4.8682338539854431e-07,4.870690989309631e-07,1.5441184892922259e-10,9.1300612411728014e-11,3.1526034803045599e-10,5.3553880474501988e-16
2.4225263649175284e-10,0.41857343623293064,154.0,0.0,0.0,0.0,0.9978076344676462,1.0,18.999954430171872,6.8792100474016491e-05,0.00046930735125411788,0.00042466226108588953,4.4617801853973828e-05,1.4943052348018281e-10,2.1919424755995652e-06,0.00042772788186288407,1.2137508326372447e-08,0.00075238168096022722,9.5161187869686228e-07,4.2443709607185114e-13,7.4053077930830188e-07,6.3831793700925813e-15,4.5536355921959013e-07,5.2410986007279292e-07,5.2437441491043352e-07,1.6624465917137049e-10,9.8308897304155886e-11,3.4438435445691262e-10,6.405824544337943e-16
2.4929124063183107e-10,0.4185734328887394,154.0,0.0,0.0,0.0,0.99774401888717734,1.0,18.999952993173569,7.078773163121038e-05,0.00048291207861482597,0.00043682821563126951,4.6027110569751737e-05,1.5376234817640555e-10,2.1918116684257466e-06,0.00044016250828686639,1.2136734494569345e-08,0.00077425882221294378,9.7927750295283097e-07,4.3784347004041055e-13,7.8395677358767372e-07,6.5687536043393229e-15,4.7372257936823547e-07,5.6292699175308208e-07,5.6321116233057886e-07,1.7856349245702993e-10,1.0560556113681967e-10,3.7524693386862229e-10,7.619514773899272e-16
2.563298447719093e-10,0.41857342954906146,154.0,0.0,0.0,0.0,0.99768040792000923,1.0,18.999951556524053,7.2783187322372523e-05,0.00049651506621841682,0.00044899116187174239,4.7436073266938155e-05,1.5809361833777652e-10,2.191680870751358e-06,0.00045259625100025654,1.2135960718882433e-08,0.00079613465718479681,1.0069395856432732e-06,4.5124655242740275e-13,8.2861614734256375e-07,6.7543040826308426e-15,4.9215808304112505e-07,6.0328146383087293e-07,6.0358602797854874e-07,1.9137047389720297e-10,1.1319187068849784e-10,4.0789825697107321e-10,9.015449369787607e-16
2.6336844891198754e-10,0.41857342621391264,154.0,0.0,0.0,0.0,0.99761680156595089,1.0,18.999950120223922,7.4778467560969049e-05,0.00051011631415630917,0.00046115110101839149,4.8844689334914266e-05,1.624243339932172e-10,2.1915500825761508e-06,0.00046502911006701257,1.2135186999309116e-08,0.00081800918597068229,1.0345981269554244e-06,4.6464633742390378e-13,8.7450858556600665e-07,6.9398308062230062e-15,5.1066354403739263e-07,6.4517939084390768e-07,6.455051294994052e-07,2.0466754773001128e-10,1.2106898494620028e-10,4.4238847515005086e-10,1.0614104906405627e-15
2.7040705305206577e-10,0.4185734228833077,154.0,0.0,0.0,0.0,0.99755319982481105,1.0,18.999948684273601,7.6773572360465438e-05,0.00052371582251995613,0.00047330803408445507,5.0252958360005238e-05,1.6675449517262242e-10,2.1914193038995508e-06,0.00047746108555108958,1.2134413335849378e-08,0.00083988240866549177,1.0622531270765801e-06,4.7804282109520816e-13,9.2163377330644731e-07,7.1253337763746425e-15,5.2923296045362751e-07,6.8862636419422888e-07,6.889740611373552e-07,2.1845649185723434e-10,1.2923796376828096e-10,4.7876772047546556e-10,1.2437503276834248e-15
2.77445657192144e-10,0.4185734195572592,154.0,0.0,0.0,0.0,0.99748960269639897,1.0,18.999947248673347,7.8768501734326424e-05,0.00053731359140084397,0.00048546196194628388,5.1660880064606683e-05,1.7108410190525855e-10,2.1912885347211984e-06,0.00048989217751643972,1.2133639728499607e-08,0.00086175432536411331,1.0899045861940996e-06,4.9143600080039871e-13,9.6999139566773603e-07,7.3108129943401309e-15,5.478608125341031e-07,7.3362749419292144e-07,7.3399793580184036e-07,2.3273893121289132e-10,1.3769977585148983e-10,5.170861057051803e-10,1.4509270909935922e-15
2.8448426133222224e-10,0.41857341623577893,154.0,0.0,0.0,0.0,0.99742601018052313,1.0,18.999945813423352,8.0763255696016104e-05,0.00055090962089049487,0.00049761288538207845,5.3068454268517274e-05,1.7541315421984991e-10,2.1911577750409114e-06,0.00050232238602701193,1.2132866177256104e-08,0.00088362493616143121,1.1175525044954075e-06,5.0482587482482353e-13,1.0195811378091236e-06,7.4962684613759652e-15,5.6654202392944181e-07,7.8018744871152563e-07,7.8058142373857328e-07,2.4751635005286099e-10,1.4645530605501704e-10,5.573937242888378e-10,1.6854697802912307e-15
