Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95)
2.2625830116854302e-12,0.35585002083729894,154.0,0.0,0.0,0.0,0.99999669116376311,1.0,18.999999989937379,1.7196104523594494e-07,1.2014380285408904e-06,1.196527959408927e-06,7.4863389035125369e-09,6.648027299201953e-13,1.7454558159011295e-07,2.278733309237412e-07,3.2287233844762319e-10,3.2610480966676905e-07,2.5756050692418271e-09,1.0042263463361728e-16
2.3222768541308756e-12,0.35585002083628553,154.0,0.0,0.0,0.0,0.99999660395658974,1.0,18.999999989439022,1.7649788511876379e-07,1.2331015718401108e-06,1.2278969863282676e-06,7.8827745147405383e-09,6.8232417423966749e-13,1.7483086595970061e-07,2.3562812819942497e-07,3.2446659834800975e-10,3.3720254213684319e-07,2.6775067844638019e-09,1.0574055347712954e-16
2.381970696576321e-12,0.35585002083525036,154.0,0.0,0.0,0.0,0.99999651675010981,1.0,18.999999988929943,1.8103472412252529e-07,1.264764410329473e-06,1.2592559786106755e-06,8.2892392224030346e-09,6.9984522850516185e-13,1.7508642459109004e-07,2.4339491763857751e-07,3.2595106474651741e-10,3.4831743651763158e-07,2.7801077695701767e-09,1.1119300807622669e-16
2.4416645390217665e-12,0.35585002083419354,154.0,0.0,0.0,0.0,0.99999642954425638,1.0,18.999999988410185,1.8557156224723247e-07,1.2964265832225596e-06,1.2906049508833952e-06,8.7057183992961569e-09,7.1736591441792919e-13,1.7531535454815101e-07,2.5117244972287309e-07,3.2733329868133484e-10,3.5944770465001921e-07,2.8833688109974181e-09,1.1677980221363864e-16
2.501358381467212e-12,0.355850020833115,154.0,0.0,0.0,0.0,0.99999634233896917,1.0,18.9999999878798,1.9010839949288822e-07,1.3280881275342636e-06,1.3219439177523384e-06,9.1321974395467428e-09,7.3488625246264751e-13,1.7552043036058309e-07,2.5895960506122066e-07,3.2862034058430639e-10,3.7059174459721001e-07,2.9872528938696492e-09,1.225007399582369e-16
2.5610522239126573e-12,0.355850020832015,154.0,0.0,0.0,0.0,0.99999625513419388,1.0,18.99999998733885,1.9464523585949498e-07,1.3597490782039073e-06,1.3532728938021119e-06,9.5686617585812528e-09,7.5240626197527102e-13,1.7570413750873918e-07,2.667553808802258e-07,3.2981874606713413e-10,3.8174812131151548e-07,3.0917250788795483e-09,1.2835562566461776e-16
2.6207460663581027e-12,0.35585002083089357,154.0,0.0,0.0,0.0,0.99999616792988211,1.0,18.999999986787369,1.9918207134705519e-07,1.3914094682114323e-06,1.3845918935960526e-06,1.0015096793094698e-08,7.6992596120740824e-13,1.758687024395979e-07,2.7455887891417068e-07,3.3093461924057165e-10,3.9291554930396079e-07,3.196752386098016e-09,1.343442639726855e-16
2.680439908803548e-12,0.35585002082975087,154.0,0.0,0.0,0.0,0.99999608072598933,1.0,18.999999986225404,2.0371890595557082e-07,1.423069328687282e-06,1.4159009316762552e-06,1.0471488001019674e-08,7.8744536738712906e-13,1.7601611957773369e-07,2.8236929450736859e-07,3.3197364381364696e-10,4.0409287704889701e-07,3.302303685091438e-09,1.404664598072367e-16
2.7401337512489936e-12,0.35585002082858697,154.0,0.0,0.0,0.0,0.99999599352247637,1.0,18.999999985653009,2.0825573968504381e-07,1.454728689016223e-06,1.4472000225636051e-06,1.0937820861495339e-08,8.0496449677641476e-13,1.7614817556140764e-07,2.9018590683605154e-07,3.3294111208311584e-10,4.152790729907527e-07,3.4083495911025525e-09,1.467220183775445e-16
2.799827593694439e-12,0.35585002082740186,154.0,0.0,0.0,0.0,0.99999590631930746,1.0,18.999999985070222,2.1279257253547597e-07,1.4863875769352753e-06,1.4784891807578118e-06,1.141408087483651e-08,8.2248336472535835e-13,1.7626647090610575e-07,2.9800807016816049e-07,3.3384195190142752e-10,4.2647321303610392e-07,3.5148623671186537e-09,1.5311074517694382e-16
2.8595214361398844e-12,0.3558500208261958,154.0,0.0,0.0,0.0,0.99999581911645075,1.0,18.999999984477078,2.1732940450686881e-07,1.5180460186260746e-06,1.5097684207374347e-06,1.190025356250276e-08,8.4000198572327692e-13,1.7637243937093867e-07,3.0583520604992181e-07,3.3468075176069799e-10,4.3767446937205132e-07,3.6218158315089806e-09,1.5963244598241675e-16
2.91921527858533e-12,0.35585002082496875,154.0,0.0,0.0,0.0,0.99999573191387703,1.0,18.999999983873622,2.2186623559922371e-07,1.5497040388020606e-06,1.5410377569599203e-06,1.2396324467067614e-08,8.5752037344696505e-13,1.7646736531528712e-07,3.1366679630326421e-07,3.3546178415096201e-10,4.4888210044497222e-07,3.7291852708402623e-09,1.6628692685417944e-16
2.9789091210307752e-12,0.3558500208237207,154.0,0.0,0.0,0.0,0.99999564471156044,1.0,18.99999998325989,2.2640306581254205e-07,1.5813616607908076e-06,1.5722972038616283e-06,1.2902279152187723e-08,8.7503854080625781e-13,1.765523992710823e-07,3.2150237674314261e-07,3.3618902732428255e-10,4.6009544196951564e-07,3.836947357541191e-09,1.7307399413526871e-16
3.0386029634762206e-12,0.35585002082245193,154.0,0.0,0.0,0.0,0.99999555750947744,1.0,18.999999982635913,2.3093989514682508e-07,1.613018906611762e-06,1.6035467758578647e-06,1.3418103202572164e-08,8.9255649998704782e-13,1.7662857189833084e-07,3.2934153154714618e-07,3.3686618556516237e-10,4.713138988710682e-07,3.9450800721678968e-09,1.799934544511298e-16
3.098296805921666e-12,0.3558500208211623,154.0,0.0,0.0,0.0,0.99999547030760705,1.0,18.999999982001736,2.3547672360207386e-07,1.6446757970496053e-06,1.6347864873429139e-06,1.3943782223951682e-08,9.100742624918932e-13,1.7669680647650111e-07,3.371838882158164e-07,3.3749670805971578e-10,4.8253693807357316e-07,4.0535626300422823e-09,1.8704511470920429e-16
3.1579906483671115e-12,0.35585002081985206,154.0,0.0,0.0,0.0,0.99999538310592995,1.0,18.999999981357384,2.4001355117828943e-07,1.6763323517234846e-06,1.6660163526900659e-06,1.4479301843048079e-08,9.2759183917832315e-13,1.7675793008727604e-07,3.4502911306093648e-07,3.3808380646056354e-10,4.937640820429166e-07,4.162375412018175e-09,1.9422878209851913e-16
3.217684490812557e-12,0.3558500208185213,154.0,0.0,0.0,0.0,0.99999529590442904,1.0,18.999999980702899,2.4455037787547265e-07,1.7079885891523685e-06,1.6972363862516498e-06,1.5024647707543585e-08,9.4510924029501195e-13,1.7681268363444186e-07,3.5287690716298272e-07,3.3863047124279614e-10,5.049949030017222e-07,4.2714998991286558e-09,2.0154426408927583e-16
3.2773783332580023e-12,0.3558500208171698,154.0,0.0,0.0,0.0,0.999995208703089,1.0,18.9999999800383,2.4908720369362441e-07,1.7396445268167405e-06,1.728446602359065e-06,1.5579805486050281e-08,9.6262647551591927e-13,1.7686173082442663e-07,3.6072700274790225e-07,3.3913948693631981e-10,5.1622901774423464e-07,4.3809186108905005e-09,2.0899136843244034e-16
3.3370721757034477e-12,0.355850020815798,154.0,0.0,0.0,0.0,0.9999951215018954,1.0,18.999999979363629,2.5362402863274565e-07,1.7713001812168377e-06,1.7596470153228085e-06,1.6144760868079618e-08,9.8014355397251988e-13,1.7690566621186903e-07,3.6857915994110824e-07,3.3961344630998667e-10,5.2746608299103228e-07,4.4906150470657712e-09,2.1656990315933409e-16
3.396766018148893e-12,0.35585002081440564,154.0,0.0,0.0,0.0,0.99999503430083625,1.0,18.999999978678915,2.5816085269283679e-07,1.8029555679276243e-06,1.7908376394325096e-06,1.6719499564011876e-08,9.9766048428422863e-13,1.7694502240480157e-07,3.7643316386053029e-07,3.4005476357782037e-10,5.3870579122895138e-07,4.6005736326920273e-09,2.2427967658122438e-16
3.4564598605943386e-12,0.3558500208129929,154.0,0.0,0.0,0.0,0.99999494709989956,1.0,18.999999977984181,2.6269767587389885e-07,1.8346107016506705e-06,1.8220184889569567e-06,1.7304007305065791e-08,1.0151772745871094e-12,1.7698027651787005e-07,3.8428882201304677e-07,3.4046568669491662e-10,5.4994786698517757e-07,4.7107796661975596e-09,2.3212049728891682e-16
3.516153703039784e-12,0.35585002081156,154.0,0.0,0.0,0.0,0.99999485989907522,1.0,18.999999977279469,2.6723449817593224e-07,1.8662655962631326e-06,1.8531895781441311e-06,1.7898269843268116e-08,1.0326939325609821e-12,1.7701185595375664e-07,3.9214596196195439e-07,3.4084830880676858e-10,5.6119206348921005e-07,4.8212192704257266e-09,2.4009217415234729e-16
3.5758475454852294e-12,0.3558500208101067,154.0,0.0,0.0,0.0,0.99999477269835413,1.0,18.999999976564787,2.7177131959893755e-07,1.897920264863982e-06,1.8843509212212343e-06,1.8502272951423329e-08,1.0502104654550065e-12,1.7704014358310983e-07,4.0000442923711275e-07,3.4120457891063777e-10,5.7243815968211473e-07,4.9318793464042231e-09,2.4819451632017507e-16
3.635541387930675e-12,0.35585002080863326,154.0,0.0,0.0,0.0,0.99999468549772763,1.0,18.999999975840169,2.7630814014291531e-07,1.9295747198176447e-06,1.9155025323947207e-06,1.9116002423083287e-08,1.067726880111833e-12,1.7706548238483323e-07,4.0786408546280768e-07,3.4153631178282454e-10,5.8368595753734797e-07,5.0427475297064544e-09,2.5642733321937626e-16
3.695235230376121e-12,0.3558500208071396,154.0,0.0,0.0,0.0,0.99999459829718818,1.0,18.999999975105645,2.808449598078661e-07,1.9612289727951912e-06,1.9466444258503273e-06,1.973944407251698e-08,1.0852431829903983e-12,1.7708817960246417e-07,4.1572480668084967e-07,3.4184519722205839e-10,5.9493527966098023e-07,5.1538121492605657e-09,2.6479043455483788e-16
3.754929072821566e-12,0.35585002080562583,154.0,0.0,0.0,0.0,0.99999451109672921,1.0,18.999999974361238,2.853817785937905e-07,1.9928830348132169e-06,1.977776615753102e-06,2.0372583734680362e-08,1.1027593801874426e-12,1.7710851046728134e-07,4.2358648184847697e-07,3.4213280865617726e-10,6.0618596714207531e-07,5.2650621884687676e-09,2.7328363030895305e-16
3.8146229152670115e-12,0.35585002080409217,154.0,0.0,0.0,0.0,0.99999442389634419,1.0,18.999999973606972,2.8991859650068878e-07,2.0245369162705461e-06,2.0088991162474379e-06,2.1015407265186108e-08,1.1202754774578191e-12,1.7712672153363106e-07,4.3144901149270919e-07,3.4240061115614352e-10,6.1743787762696551e-07,5.3764872485068433e-09,2.8190673074121526e-16
3.874316757712457e-12,0.3558500208025385,154.0,0.0,0.0,0.0,0.99999433669602755,1.0,18.999999972842872,2.9445541352856136e-07,2.0561906269828712e-06,2.0400119414570996e-06,2.166790054027355e-08,1.1377914802336693e-12,1.7714303366690546e-07,4.393123065048403e-07,3.4264996889825929e-10,6.2869088359407553e-07,5.4880775136814333e-09,2.9065954638781558e-16
3.993704442603348e-12,0.3558500207993711,154.0,0.0,0.0,0.0,0.99999416229558058,1.0,18.999999971285256,3.0352904494723111e-07,2.1194975727092455e-06,2.1022086224145063e-06,2.3001839932103737e-08,1.1728232225217211e-12,1.7717073121739235e-07,4.5504088194078064e-07,3.4309834231814511e-10,6.5119973735021266e-07,5.7117171226959882e-09,3.085535668498594e-16
4.1011533590051495e-12,0.3558500207964526,154.0,0.0,0.0,0.0,0.9999940053353662,1.0,18.999999969850002,3.1169531021776995e-07,2.1764733275628705e-06,2.1581526870709351e-06,2.423531464290867e-08,1.2043515159151717e-12,1.7719094311915688e-07,4.691984998681463e-07,3.4345065225698281e-10,6.7146042544773639e-07,5.9134701245570476e-09,3.2509991624875026e-16
4.202675398720874e-12,0.35585002079363626,154.0,0.0,0.0,0.0,0.99999385703321297,1.0,18.999999968464948,3.1941112210051054e-07,2.2303059125145034e-06,2.21098227768885e-06,2.542933677819136e-08,1.2341404943218513e-12,1.7720668792466448e-07,4.8257653451127718e-07,3.437444188495955e-10,6.9060546780090092e-07,6.1044681531608258e-09,3.4111703568813959e-16
4.3041974384365986e-12,0.35585002079076283,154.0,0.0,0.0,0.0,0.99999370873118465,1.0,18.999999967051867,3.2712693144074473e-07,2.2841381529270337e-06,2.2637841474126381e-06,2.6651063783379025e-08,1.2639292820503155e-12,1.7721974204115721e-07,4.9595565251718864e-07,3.4400460969348751e-10,7.0975206105356289e-07,6.2957946972068175e-09,3.5750580332439414e-16
4.405719478152323e-12,0.3558500207878326,154.0,0.0,0.0,0.0,0.99999356042926812,1.0,18.999999965610844,3.348427382384739e-07,2.3379700795156015e-06,2.3165583649281217e-06,2.7900426972659473e-08,1.2937178960987091e-12,1.7723056436252863e-07,5.0933566874396877e-07,3.4423506123787223e-10,7.2889994025306699e-07,6.4874190415485849e-09,3.7426529776866278e-16
4.507241517868048e-12,0.35585002078484584,154.0,0.0,0.0,0.0,0.99999341212745307,1.0,18.999999964141992,3.4255854249369921e-07,2.3918017201239713e-06,2.3693049987508604e-06,2.9177357830483431e-08,1.3235063518761131e-12,1.7723953549051974e-07,5.2271642963687388e-07,3.4443917153489776e-10,7.4804888565048399e-07,6.6793133424148286e-09,3.9139459991609409e-16
4.608763557583772e-12,0.35585002078180267,154.0,0.0,0.0,0.0,0.99999326382573017,1.0,18.99999996264539,3.5027434420642199e-07,2.4456330999948129e-06,2.4220241172265703e-06,3.0481788011142487e-08,1.3532946633521177e-12,1.772469713871416e-07,5.3609780772022505e-07,3.4461995082532962e-10,7.6719871481807928e-07,6.8714523571292325e-09,4.0889279294017419e-16
4.710285597299497e-12,0.3558500207787032,154.0,0.0,0.0,0.0,0.99999311552409154,1.0,18.999999961121141,3.579901433766435e-07,2.499464242011726e-06,2.4747157885315499e-06,3.1813649338348092e-08,1.3830828431907696e-12,1.7725313420752706e-07,5.4947969722686521e-07,3.4478006554799392e-10,7.8634927639472256e-07,7.0638132020880119e-09,4.2675896228707929e-16
4.811807637015221e-12,0.3558500207755476,154.0,0.0,0.0,0.0,0.99999296722253095,1.0,18.999999959569323,3.6570594000436455e-07,2.5532951669183415e-06,2.5273800806730955e-06,3.3172873804811595e-08,1.4128709028718183e-12,1.7725824124827172e-07,5.6286201048792897e-07,3.449218772469069e-10,8.0550044491936361e-07,7.2563751336542248e-09,4.4499219567004244e-16
4.913329676730946e-12,0.3558500207723363,154.0,0.0,0.0,0.0,0.99999281892104286,1.0,18.999999957990031,3.7342173408958629e-07,2.6071258935183831e-06,2.5800170614899199e-06,3.455939357182536e-08,1.4426588528014416e-12,1.7726247261363528e-07,5.7624467483989346e-07,3.4504747741783744e-10,8.2465211640477986e-07,7.4491193481008969e-09,4.6359158306373412e-16
5.0148517164466705e-12,0.3558500207690692,154.0,0.0,0.0,0.0,0.99999267061962249,1.0,18.999999956383341,3.8113752563230978e-07,2.6609564388577604e-06,2.6326267986525754e-06,3.597314096884482e-08,1.4724467024130116e-12,1.7726597769133912e-07,5.8962763001190187e-07,3.4515871856929891e-10,8.4380420459862897e-07,7.6420287995128295e-09,4.8255621669865536e-16
5.116373756162395e-12,0.3558500207657466,154.0,0.0,0.0,0.0,0.99999252231826596,1.0,18.999999954749349,3.8885331463253593e-07,2.7147868183892134e-06,2.6852093596638645e-06,3.7414048493071671e-08,1.5022344602582175e-12,1.7726888044113506e-07,6.0301082599207641e-07,3.4525724161405361e-10,8.6295663792997608e-07,7.8350880351468317e-09,5.018851910555471e-16
5.21789579587812e-12,0.3558500207623685,154.0,0.0,0.0,0.0,0.99999237401696961,1.0,18.999999953088125,3.9656910109026569e-07,2.7686170461209947e-06,2.7377648118592609e-06,3.8882048809037973e-08,1.5320221340893441e-12,1.7727128368509819e-07,6.1639422129658926e-07,3.453444999786208e-10,8.8210935703219662e-07,8.0282830467483423e-09,5.2157760285981082e-16
5.319417835593844e-12,0.3558500207589354,154.0,0.0,0.0,0.0,0.99999222571573032,1.0,18.999999951399754,4.0428488500550005e-07,2.8224471347516384e-06,2.7902932224073224e-06,4.0377074748191437e-08,1.5618097309338567e-12,1.7727327267033365e-07,6.2977778153227875e-07,3.454217809573822e-10,9.0126231268596765e-07,8.2216011357774964e-09,5.4163255107594526e-16
5.420939875309569e-12,0.3558500207554472,154.0,0.0,0.0,0.0,0.99999207741454632,1.0,18.999999949684305,4.1200066637823983e-07,2.8762770957924293e-06,2.842794658310103e-06,4.1899059308481623e-08,1.5915972571621795e-12,1.7727491807615882e-07,6.4316147818339456e-07,3.4549022470513e-10,9.2041546408300541e-07,8.4150307909470635e-09,5.620491369019958e-16
5.522461915025293e-12,0.35585002075190403,154.0,0.0,0.0,0.0,0.99999192911341472,1.0,18.999999947941866,4.1971644520848591e-07,2.930106939678539e-06,2.8952691864035696e-06,4.3447935653947243e-08,1.6213847185491995e-12,1.772762785269121e-07,6.5654528759779831e-07,3.4555084109169641e-10,9.3956877737523729e-07,8.6085615770852743e-09,5.8282646376401736e-16
5.623983954741018e-12,0.3558500207483061,154.0,0.0,0.0,0.0,0.99999178081233409,1.0,18.999999946172519,4.2743222149623909e-07,2.98393667586967e-06,2.9477168733580089e-06,4.5023637114304403e-08,1.6511721203299616e-12,1.7727740265580857e-07,6.6992919015429557e-07,3.4560452460294299e-10,9.5872222448318906e-07,8.8021840344857097e-09,6.0396363731055238e-16
5.7255059944567424e-12,0.3558500207446537,154.0,0.0,0.0,0.0,0.99999163251130285,1.0,18.99999994437632,4.3514799524150032e-07,3.0377663129411982e-06,3.0001377856784421e-06,4.6626097184535926e-08,1.6809594672501089e-12,1.7727833079848805e-07,6.8331316957937075e-07,3.456520675107093e-10,9.7787578211817742e-07,8.9958895877706784e-09,6.2545976540712052e-16
5.827028034172467e-12,0.3558500207409469,154.0,0.0,0.0,0.0,0.99999148421031936,1.0,18.999999942553359,4.4286376644427041e-07,3.0915958586667972e-06,3.0525319897050333e-06,4.825524952448169e-08,1.7107467636116139e-12,1.7727909640087315e-07,6.9669721237918095e-07,3.4569417154047013e-10,9.9702943096945205e-07,9.1896704632672424e-09,6.4731395813072372e-16
6.030072113603916e-12,0.35585002073337046,154.0,0.0,0.0,0.0,0.99999118760849215,1.0,18.999999938827422,4.582953012223404e-07,3.199254703591241e-06,3.1572405374155061e-06,5.159336647471243e-08,1.7703212198833242e-12,1.7728024570273892e-07,7.2346544545082169e-07,3.4576447506456991e-10,1.0353369412822218e-06,9.577430669850918e-09,6.9209298879161125e-16
6.233116193035365e-12,0.3558500207255781,154.0,0.0,0.0,0.0,0.99999089100684491,1.0,18.999999934995284,4.7372682583045558e-07,3.3069132594732657e-06,3.2618430439290984e-06,5.5037460525354344e-08,1.8298955161677046e-12,1.7728102039184271e-07,7.5023382085069912e-07,3.4581960252221485e-10,1.0736446573661019e-06,9.9654158239640779e-09,7.382936539309176e-16
6.436160272466814e-12,0.3558500207175709,154.0,0.0,0.0,0.0,0.99999059440537241,1.0,18.999999931057509,4.8915834026862229e-07,3.4145715664591332e-06,3.3663400340738151e-06,5.8587006848426451e-08,1.8894696746815074e-12,1.7728153786435284e-07,7.7700229121503454e-07,3.4586282650506071e-10,1.1119525114397955e-06,1.0353585779342016e-08,7.859089132205906e-16
6.6392043518982635e-12,0.35585002070935,154.0,0.0,0.0,0.0,0.99999029780407023,1.0,18.999999927014652,5.0458984453684716e-07,3.5222296575456339e-06,3.4707320300789299e-06,6.2241483214678343e-08,1.9490437136848563e-12,1.7728187893961335e-07,8.0377082393706172e-07,3.4589671521705386e-10,1.150260456840451e-06,1.0741907539192315e-08,8.3493176119336316e-16
6.842248431329713e-12,0.3558500207009166,154.0,0.0,0.0,0.0,0.99999000120293546,1.0,18.999999922867257,5.2002133863513612e-07,3.6298875598370804e-06,3.5750195515878535e-06,6.6000369980724496e-08,2.0086176481768869e-12,1.7728209877000054e-07,8.3053939676541868e-07,3.4592328132494447e-10,1.1885684617246168e-06,1.1130353999203853e-08,8.8535522707016835e-16
7.045292510761162e-12,0.3558500206922717,154.0,0.0,0.0,0.0,0.99998970460196546,1.0,18.999999918615874,5.3545282256349551e-07,3.7375452955956042e-06,3.6792031156709291e-06,6.9863150076240929e-08,2.0681914904770028e-12,1.7728223497218017e-07,8.5730799452356983e-07,3.4594410186056713e-10,1.2268765043734752e-06,1.1518902897248232e-08,9.3717237458838418e-16
7.248336590192611e-12,0.3558500206834164,154.0,0.0,0.0,0.0,0.99998940800115921,1.0,18.999999914261018,5.508842963219319e-07,3.8452028831149098e-06,3.7832832368381857e-06,7.3829308991223125e-08,2.1277652507084136e-12,1.7728231348700602e-07,8.840766067456164e-07,3.4596041403377239e-10,1.2651845698095001e-06,1.1907535939624035e-08,9.9037630183090811e-16
7.45138066962406e-12,0.3558500206743518,154.0,0.0,0.0,0.0,0.99998911140051461,1.0,18.999999909803229,5.6631575991045091e-07,3.9528603374330637e-06,3.887260427052005e-06,7.7898334763307719e-08,2.1873389371926184e-12,1.772823523448198e-07,9.1084522615717583e-07,3.4597318934451534e-10,1.3034926476224756e-06,1.2296238088270992e-08,1.0449601410560821e-15
7.654424749055509e-12,0.3558500206650791,154.0,0.0,0.0,0.0,0.9999888148000311,1.0,18.999999905243023,5.817472133290592e-07,4.0605176709099254e-06,3.9911351957397483e-06,8.2069717965157593e-08,2.2469125567689531e-12,1.7728236398536317e-07,9.3761384773940658e-07,3.4598319026475417e-10,1.3418007306300446e-06,1.2684996983339507e-08,1.100917058528469e-15
7.857468828486958e-12,0.3558500206555989,154.0,0.0,0.0,0.0,0.9999885181997078,1.0,18.999999900580928,5.971786565777625e-07,4.1681748937007034e-06,4.0949080498062943e-06,8.6342951691910062e-08,2.3064861150566771e-12,1.7728235688479625e-07,9.6438246807258518e-07,3.4599101462332225e-10,1.3801088139383131e-06,1.307380246962516e-08,1.1582402543504754e-15
8.060512907918407e-12,0.3558500206459128,154.0,0.0,0.0,0.0,0.99998822159954404,1.0,18.999999895817449,6.1261008965656746e-07,4.2758320141489644e-06,4.1985794936465419e-06,9.0717531548686699e-08,2.3660596166724536e-12,1.7728233683050608e-07,9.9115108482177987e-07,3.4599713114362732e-10,1.4184168942058082e-06,1.3462646203569545e-08,1.2169229622948032e-15
8.263556987349856e-12,0.3558500206360214,154.0,0.0,0.0,0.0,0.9999879249995397,1.0,18.999999890953088,6.2804151256547992e-07,4.3834890391115621e-06,4.3021500291578361e-06,9.5192955638164661e-08,2.425633065410186e-12,1.7728230783823038e-07,1.0179196963668361e-06,3.4600190764052011e-10,1.4567249691139605e-06,1.3851521328330532e-08,1.2769584496377234e-15
8.466601066781306e-12,0.35585002062592597,154.0,0.0,0.0,0.0,0.99998762839969413,1.0,18.999999885988359,6.4347292530450612e-07,4.4911459742243852e-06,4.4056201557523272e-06,9.9768724548209811e-08,2.485206464388079e-12,1.7728227271201922e-07,1.0446883015764567e-06,3.4600563287884635e-10,1.4950330370437947e-06,1.4240422208027597e-08,1.3383400169931797e-15
8.669645146212755e-12,0.3558500206156274,154.0,0.0,0.0,0.0,0.99998733180000721,1.0,18.99999988092376,6.5890432787365221e-07,4.5988028241191894e-06,4.5089903703692885e-06,1.0444434133957107e-07,2.54477981616864e-12,1.7728223338053668e-07,1.071456899672522e-06,3.460085334468142e-10,1.5333410968817598e-06,1.4629344210914574e-08,1.4010609981477147e-15
8.872689225644204e-12,0.35585002060512694,154.0,0.0,0.0,0.0,0.99998703520047849,1.0,18.999999875759787,6.743357202729241e-07,4.7064595926018166e-06,4.612261167487349e-06,1.0921931153363585e-07,2.6043531228573054e-12,1.7728219114942581e-07,1.0982254901282707e-06,3.4601078702520176e-10,1.5716491478740184e-06,1.5018283531157298e-08,1.4651147598962141e-15
9.278777384507102e-12,0.35585002058352355,154.0,0.0,0.0,0.0,0.9999864420018959,1.0,18.999999865135717,7.0519847456187053e-07,4.9217728972173938e-06,4.818506474910984e-06,1.190653464457315e-07,2.7234996075342551e-12,1.7728210118607994e-07,1.1517626468286953e-06,3.4601387514967634e-10,1.6482652214751415e-06,1.5796202236907184e-08,1.5971942564186287e-15
9.68486554337e-12,0.355850020561124,154.0,0.0,0.0,0.0,0.99998584880394514,1.0,18.999999854120066,7.3606118817139411e-07,5.1370859069866492e-06,5.0243599851009152e-06,1.2930292220696198e-07,2.842645928880977e-12,1.7728200717461032e-07,1.2052997699216858e-06,3.4601569046647356e-10,1.7248812553341232e-06,1.6574159409823946e-08,1.7345260948968564e-15
1e-11,0.3558500205379362,154.0,0.0,0.0,0.0,0.99998538846809704,1.0,18.999999845304277,7.6001138934654622e-07,5.3041739338989791e-06,5.1838398742278957e-06,1.3751488451692396e-07,2.9351063136139076e-12,1.7728193291979734e-07,1.2468458780223338e-06,3.4601654437211953e-10,1.7843371646026406e-06,1.7177891584211073e-08,1.8446853807302904e-15
1.0090953702232899e-11,0.3558500205379362,154.0,0.0,0.0,0.0,0.99998525560662632,1.0,18.999999842716715,7.6692386110154418e-07,5.3523986347590242e-06,5.2298255665382802e-06,1.3992817033632792e-07,2.9617920940025363e-12,1.7728191140962638e-07,1.2588368584815137e-06,3.4601672790115025e-10,1.8014972481261653e-06,1.7352142200547224e-08,1.87705838142225e-15
1.0497041861095797e-11,0.3558500205139678,154.0,0.0,0.0,0.0,0.99998466240993877,1.0,18.999999830929507,7.9778649335236966e-07,5.5677110892190401e-06,5.4349070494888971e-06,1.5093726056815168e-07,3.0809381076991396e-12,1.7728181497382007e-07,1.3123739120713993e-06,3.4601729217075078e-10,1.878113199226198e-06,1.8130141924639747e-08,2.0247397347272844e-15
1.0903130019958695e-11,0.3558500204892264,154.0,0.0,0.0,0.0,0.99998406921388183,1.0,18.999999818762241,8.2864908492391925e-07,5.7830232761736601e-06,5.6396082263806347e-06,1.623264004746984e-07,3.20008397317859e-12,1.772817181887625e-07,1.365910930561641e-06,3.4601756531726597e-10,1.9547291084486003e-06,1.8908152775218237e-08,2.1775192811231759e-15
1.1309218178821593e-11,0.35585002046372005,154.0,0.0,0.0,0.0,0.99998347601845594,1.0,18.999999806218664,8.5951163581624229e-07,5.9983351995041338e-06,5.8439328521771758e-06,1.7409183509241823e-07,3.319229692583043e-12,1.7728162112100309e-07,1.4194479139254241e-06,3.4601765609713686e-10,2.0313449757549953e-06,1.9686170871112065e-08,2.3353466494861054e-15
1.1715306337684492e-11,0.3558500204374559,154.0,0.0,0.0,0.0,0.9999828828236611,1.0,18.999999793302507,8.9037414602938739e-07,6.2136468618417633e-06,6.0478846447481714e-06,1.8622984655178536e-07,3.4383752673629963e-12,1.7728152388140798e-07,1.4729848621180561e-06,3.4601763287427334e-10,2.1079608010814176e-06,2.0464193581096954e-08,2.4981719662916684e-15
1.212139449654739e-11,0.35585002041044167,154.0,0.0,0.0,0.0,0.99998228962949709,1.0,18.999999780017458,9.2123661556340377e-07,6.4289582649881986e-06,6.2514672852357411e-06,1.9873675371080916e-07,3.5575206985098777e-12,1.7728142660159464e-07,1.5265217750864723e-06,3.4601754004900012e-10,2.1845765843519227e-06,2.1242219103597403e-08,2.6659458506985997e-15
1.2527482655410288e-11,0.3558500203826848,154.0,0.0,0.0,0.0,0.99998169643596402,1.0,18.99999976636715,9.5209904441834024e-07,6.6442694101645064e-06,6.4546844184172732e-06,2.1160891179222242e-07,3.6766659866938855e-12,1.7728132932779337e-07,1.5800586528120558e-06,3.4601740510478262e-10,2.261192325539862e-06,2.2020246217620324e-08,2.8386194096818174e-15
1.2933570814273186e-11,0.3558500203541925,154.0,0.0,0.0,0.0,0.99998110324306166,1.0,18.999999752355208,9.8296143259424593e-07,6.8595802981845912e-06,6.6575396530646404e-06,2.2484271202427335e-07,3.7958111323599724e-12,1.7728123203485274e-07,1.6335954953049909e-06,3.4601724384603459e-10,2.337808024659805e-06,2.2798274109331011e-08,3.0161442332138092e-15
