Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002)
3.270236611425318e-08,0.5046847027984964,154.0,0.0,0.0,0.0,0.99835243629736059,1.0,18.999648729807674,0.00018690595153265084,0.00069127915218549407,0.00034981319454254167,0.00034452556772888792,6.0431340218454574e-10,1.2309817420499251e-09,2.5573041456859664e-05,3.302901633013713e-13,2.468394538424255e-05,4.0554384659059884e-06,9.5444530238417609e-12,1.7024775869679893e-05,7.0779110027504637e-14,3.9932215774048223e-08,1.1056845551451531e-06,1.1071386036150614e-06,7.1480701524153702e-10,5.0090361407412275e-10,1.7979608122168882e-06,3.773756091215324e-13,3.7678755172037311e-13,3.7703900686079353e-13,7.5451602218631647e-07,1.929645195384953e-06,3.1632973790688398e-09,5.620527950586964e-16,6.0024663283747181e-10,6.0780333119998177e-10,2.3607166898359421e-10,9.4350876177868774e-12,3.7672738323001917e-15,1.6250537583097704e-15,2.2313800294515826e-11,8.2584872500538959e-12,9.7845128583175223e-12,6.6374446242850355e-12,1.7906959782981296e-13,2.7808624126684041e-12,2.1570267976085782e-13,6.7510690231791422e-15,4.4561286722078461e-20,1.0110621098608736e-14
3.3119641780122476e-08,0.5046846900093185,154.0,0.0,0.0,0.0,0.99833126755885959,1.0,18.99964421692518,0.00018926866753207717,0.00070005082598694553,0.00035422405116463014,0.00034890834295381871,6.119814295006519e-10,1.2309576732452029e-09,2.5899059722157098e-05,3.3028317416169218e-13,2.4998672058305183e-05,4.1069009221304636e-06,9.6658697330071505e-12,1.7461037842722077e-05,7.1677278161095925e-14,4.0444885304773316e-08,1.1343917071008085e-06,1.1358897958597418e-06,7.3336571042820632e-10,5.1390919953721498e-10,1.8517908543757344e-06,4.0218122567188786e-13,4.0173927170457257e-13,4.0201084783152478e-13,7.8364215477922608e-07,1.9789590720714241e-06,3.3270482392227489e-09,5.7860035301903933e-16,6.0925836994179027e-10,6.1688544629477878e-10,2.4839800226851964e-10,9.7212653362125665e-12,3.9840085407653656e-15,1.6878655614968892e-15,2.3437209200121983e-11,8.6088074383262744e-12,1.0328236664273675e-11,7.0169119198669506e-12,1.9010515734737278e-13,2.9591241254270788e-12,2.3128780234158131e-13,7.3243647005093648e-15,4.7307475505676652e-20,1.095065155559808e-14
3.353691744599177e-08,0.5046846772219884,154.0,0.0,0.0,0.0,0.99831009530684711,1.0,18.999639703692619,0.00019163082793206807,0.00070882102907418912,0.00035863390380909172,0.00035329011683470107,6.1964817681196122e-10,1.23093368602881e-09,2.6225070518487802e-05,3.3027615347777404e-13,2.5313392614846629e-05,4.158354808402224e-06,9.7872588994581905e-12,1.790279102156041e-05,7.2575297388946367e-14,4.0957438905091968e-08,1.1634646994029087e-06,1.1650077142415978e-06,7.521609201748671e-10,5.2708053264086787e-10,1.906593013761514e-06,4.2826834501807515e-13,4.2799449881781037e-13,4.2828751947885559e-13,8.1350560189927213e-07,2.0288888796842317e-06,3.4970622809122732e-09,5.9544290136054213e-16,6.1827090036922484e-10,6.2596818547012308e-10,2.6120007508614679e-10,1.0012673350406876e-11,4.2100603384222367e-15,1.7522699397277966e-15,2.4601605597674615e-11,8.9689794859603601e-12,1.0894397865046307e-11,7.4125043386978143e-12,2.0165980069463374e-13,3.146321944031428e-12,2.4776062290495356e-13,7.9377859777915065e-15,5.0182837875372866e-20,1.1848187652738339e-14
3.395419311186107e-08,0.5046846644364873,154.0,0.0,0.0,0.0,0.99828891954768917,1.0,18.999635190107579,0.00019399243284284534,0.00071758975281195332,0.00036304274615148874,0.00035767088308879321,6.2731361728717389e-10,1.2309095959454317e-09,2.6551073844878627e-05,3.3026916617987682e-13,2.5628107053124401e-05,4.2097999033724583e-06,9.9086199235759102e-12,1.8350034250981925e-05,7.3473162417049342e-14,4.1469875839486476e-08,1.1929034366504362e-06,1.1944922755600353e-06,7.71192563453096e-10,5.404175647865693e-10,1.9623744551487075e-06,4.5568551635838597e-13,4.5560354596901006e-13,4.5591940339837966e-13,8.4411542667868382e-07,2.0794343276771195e-06,3.673496256280958e-09,6.1258266639779654e-16,6.2728414597693224e-10,6.3505147975646435e-10,2.7448991873227101e-10,1.0309350556126747e-11,4.4456956369415118e-15,1.8182864935580558e-15,2.58079200583034e-11,9.3391402794481725e-12,1.1483604926192624e-11,7.8246727807239255e-12,2.1375050150395282e-13,3.3427810384261658e-12,2.6515818312290928e-13,8.5935534242313651e-15,5.3191597695932258e-20,1.2806340828395361e-14
3.4371468777730367e-08,0.5046846516528191,154.0,0.0,0.0,0.0,0.99826774028775278,1.0,18.999630676167261,0.00019635348237462269,0.00072635698820985623,0.0003674505718720519,0.00036205063543843342,6.3497776528516099e-10,1.2308856136597359e-09,2.6877069700156241e-05,3.3026213852932547e-13,2.5942815372201906e-05,4.2612363458659184e-06,1.0029953121823516e-11,1.8802766370255993e-05,7.4370877317015824e-14,4.1982195373011238e-08,1.2227078227100969e-06,1.2243433960884668e-06,7.904606000202177e-10,5.5392025828369515e-10,2.0191423393631504e-06,4.8448246942986692e-13,4.8461799678209058e-13,4.8495815453434101e-13,8.7548068564679663e-07,2.1305951227417411e-06,3.856508800300829e-09,6.3002175735909545e-16,6.3629803503782666e-10,6.4413526601412168e-10,2.8827971163980436e-10,1.0611335827896343e-11,4.6911846266544391e-15,1.8859348429803494e-15,2.7057091095220495e-11,9.7194266162865739e-12,1.209647419303592e-11,8.2538741841263146e-12,2.2639454825171574e-13,3.5488339738437928e-12,2.8351849988754785e-13,9.2939784568854421e-15,5.6338057204973873e-20,1.382834691624818e-14
3.474701687701274e-08,0.504684640149068,154.0,0.0,0.0,0.0,0.99824867596590849,1.0,18.999626613315229,0.00019847795219526151,0.00073424622042891495,0.00037141674058992663,0.00036599154048066069,6.4187436803889177e-10,1.2308639418291209e-09,2.7170459581307746e-05,3.3025584186451815e-13,2.622604762684772e-05,4.3075215434915906e-06,1.013912864243184e-11,1.9214917314213625e-05,7.517868740642166e-14,4.2443181968509562e-08,1.249844319891462e-06,1.2515227430246493e-06,8.0800387837675319e-10,5.6621428148834679e-10,2.071082758673394e-06,5.1162159552137689e-13,5.1197639201426079e-13,5.1233973272867881e-13,9.043627942969544e-07,2.1771657151914675e-06,4.0269775376899384e-09,6.4597470997438585e-16,6.4441103118347355e-10,6.523110467299677e-10,3.0112817710522999e-10,1.0887693079841769e-11,4.920776268439268e-15,1.9482297156218947e-15,2.8218770022308019e-11,1.0070454642704881e-11,1.2668804069931281e-11,8.6551016078061312e-12,2.3826186922811868e-13,3.7427658032301009e-12,3.0089823280443453e-13,9.9645359788764253e-15,5.9291229253166138e-20,1.4805533768174547e-14
3.512256497629511e-08,0.5046846286467862,154.0,0.0,0.0,0.0,0.99822960881823664,1.0,18.999622550171491,0.00020060197232851072,0.00074213423360508209,0.00037538207612907912,0.00036993161460993737,6.4876990728234787e-10,1.2308423107053622e-09,2.7463843409229383e-05,3.3024952907231023e-13,2.6509274923669323e-05,4.3537996092917871e-06,1.0248281250474932e-11,1.9631512460222283e-05,7.598637338248666e-14,4.29040723394971e-08,1.2772768431876644e-06,1.2789988728874414e-06,8.2573853364954894e-10,5.7864242117865183e-10,2.1238332082164255e-06,5.399575632097492e-13,5.4055544629333246e-13,5.4094327131568392e-13,9.3387072768845438e-07,2.2242342811831683e-06,4.2030232696705316e-09,6.6217346891872101e-16,6.5252445078913424e-10,6.6048714020279784e-10,3.1440067361373502e-10,1.116840964501208e-11,5.1587736874381199e-15,2.0118764739145626e-15,2.9416624729196051e-11,1.0429894688116383e-11,1.3261266512611259e-11,9.0708424631120252e-12,2.5060471751506606e-13,3.9449972396133207e-12,3.1911852292827851e-13,1.0675034275197503e-14,6.2362735886760569e-20,1.5839709918372031e-14
3.549811307557748e-08,0.5046846171459639,154.0,0.0,0.0,0.0,0.99821053884938282,1.0,18.999618486734221,0.00020272554285469908,0.00075002102140477901,0.00037934657389260311,0.00037387085325990706,6.5566436826303343e-10,1.2308206360703369e-09,2.7757221183178376e-05,3.3024322900618344e-13,2.6792497262090886e-05,4.4000704347325706e-06,1.0357410615980304e-11,2.0052550950805598e-05,7.6793932666898155e-14,4.3364865951368545e-08,1.3050053211568607e-06,1.3067717235630511e-06,8.4366451050056834e-10,5.9120464259995096e-10,2.17739889998849e-06,5.6952909687090174e-13,5.7039543155251764e-13,5.7080909988851959e-13,9.6401107429959486e-07,2.2718006012428663e-06,4.3847654926983632e-09,6.7861964037984987e-16,6.6063825252302026e-10,6.6866351028556784e-10,3.2810638045145468e-10,1.1453513818643774e-11,5.4053815900118866e-15,2.0768893707608215e-15,3.0651355376762215e-11,1.0797846291563431e-11,1.3874326935739891e-11,9.5014421945779329e-12,2.6343634757749949e-13,4.1557861483331977e-12,3.3820912381424445e-13,1.1427354389089067e-14,6.5555875464374432e-20,1.6933502378740669e-14
3.587366117485985e-08,0.5046846056465987,154.0,0.0,0.0,0.0,0.998191466063993,1.0,18.999614423001457,0.00020484866385414992,0.00075790657735545016,0.00038331022928698549,0.00037780925186761916,6.625577547743333e-10,1.2307990037999244e-09,2.8050592902326018e-05,3.3023691235517746e-13,2.7075714641453081e-05,4.4463340538166142e-06,1.0466516821216067e-11,2.047803192474133e-05,7.7601366554686396e-14,4.3825562269912406e-08,1.3330296818727615e-06,1.3348412325807347e-06,8.6178177157334935e-10,6.0390091543076836e-10,2.2317850432119751e-06,6.0037575593908842e-13,6.0153752316556469e-13,6.0197845344102343e-13,9.9479041800005057e-07,2.3198644540247851e-06,4.5723249784102408e-09,6.9531477738141062e-16,6.6875239820131151e-10,6.7684012365908227e-10,3.4225457669658305e-10,1.174303388105601e-11,5.660807246566226e-15,2.143282663839356e-15,3.1923667342496461e-11,1.1174408929245813e-11,1.4508456078174333e-11,9.9472503266634491e-12,2.7677023151964212e-13,4.3753955880327637e-12,3.5820047695496959e-13,1.2223445360506817e-14,6.887400051486909e-20,1.8089631064530197e-14
3.624920927414222e-08,0.5046845941486812,154.0,0.0,0.0,0.0,0.99817239046671458,1.0,18.999610358971406,0.00020697133540718122,0.00076579089512829898,0.00038727303772204493,0.00038174680587345074,6.6945005201651477e-10,1.2307773303049557e-09,2.8343958565926663e-05,3.3023060752821381e-13,2.7358927061176298e-05,4.4925903603177752e-06,1.0575599535257103e-11,2.0907954517164868e-05,7.8408672503987016e-14,4.42861607613026e-08,1.3613498529832939e-06,1.3632073371227729e-06,8.800902609301456e-10,6.1673120454827314e-10,2.2869968443849403e-06,6.3253792018441142e-13,6.3402378523191723e-13,6.3449345764404241e-13,1.0262153381441652e-06,2.368425616364296e-06,4.7658237373019657e-09,7.1226048462728804e-16,6.7686685246249165e-10,6.8501694953394322e-10,3.5685463841364212e-10,1.2036998097936362e-11,5.9252604197884246e-15,2.2110705863616328e-15,3.3234271030648419e-11,1.155968201572914e-11,1.5164129848215587e-11,1.0408620345171593e-11,2.9062005400778484e-13,4.6040937100223119e-12,3.791236991744463e-13,1.3065323985915366e-14,7.2320516452166103e-20,1.931090841693913e-14
3.662475737342459e-08,0.5046845826522084,154.0,0.0,0.0,0.0,0.99815331206219615,1.0,18.999606294642117,0.00020909355759410572,0.00077367396827745898,0.00039123499461069769,0.0003856835107208616,6.7634126159306889e-10,1.2307556800452751e-09,2.8637318173160223e-05,3.3022429280372798e-13,2.7642134520608625e-05,4.5388393683252168e-06,1.0684658791682944e-11,2.1342317859854265e-05,7.9215851297991057e-14,4.4746660892070603e-08,1.3899657617026568e-06,1.3918699740515715e-06,8.9858993844521151e-10,6.2969547862460009e-10,2.3430395074746956e-06,6.6605673344276657e-13,6.6789711072122267e-13,6.6839706887958986e-13,1.0582924098958718e-06,2.417483863420682e-06,4.9653849213571859e-09,7.2945831971406251e-16,6.8498158234294571e-10,6.9319395926488751e-10,3.7191603106527529e-10,1.2335434721363771e-11,6.1989531698611831e-15,2.2802673753756677e-15,3.4583881439849481e-11,1.1953764908210976e-11,1.5841828914369316e-11,1.0885909383644912e-11,3.0499969656809104e-13,4.8421534005799734e-12,4.0101053581876599e-13,1.3955071086768435e-14,7.5898877688230265e-20,2.060023426069435e-14
3.700030547270696e-08,0.5046845711571722,154.0,0.0,0.0,0.0,0.99813423085508657,1.0,18.999602230011742,0.00021121533049523055,0.00078155579043831763,0.00039519609536943891,0.00038961936185687396,6.832313740999196e-10,1.2307340194583527e-09,2.8930671723254486e-05,3.302179793637561e-13,2.792533701914391e-05,4.585081014458445e-06,1.0793694379572049e-11,2.1781121080729953e-05,8.0022901545456419e-14,4.520706212916092e-08,1.418877334783162e-06,1.4208290798620828e-06,9.1728075294124187e-10,6.4279370351356034e-10,2.3999182335182957e-06,7.0097422481786023e-13,7.0320135392389506e-13,7.037332070041378e-13,1.0910282035754343e-06,2.4670389684283951e-06,5.1711329932346964e-09,7.4690987048407766e-16,6.9309655746346667e-10,7.0137112651319724e-10,3.8744832279389284e-10,1.263837198767408e-11,6.4821001961140413e-15,2.35088724888921e-15,3.5973218810553658e-11,1.2356756897540881e-11,1.6542039408527805e-11,1.137947876221491e-11,3.199232676838763e-13,5.0898530216356079e-12,4.2389345961959121e-13,1.4894842444316914e-14,7.9612595106735647e-20,2.1960610689590598e-14
3.737585357198933e-08,0.5046845596635691,154.0,0.0,0.0,0.0,0.99811514685003666,1.0,18.999598165078407,0.00021333665419085744,0.00078943635522339369,0.00039915633541823134,0.00039355435473196267,6.901203842823457e-10,1.2307123507395947e-09,2.9224019215418827e-05,3.3021166662683135e-13,2.8208534556157794e-05,4.6313152618611583e-06,1.090270618015196e-11,2.2224363303998633e-05,8.0829822627556068e-14,4.5667363939918482e-08,1.4480844985146524e-06,1.4500845906955179e-06,9.361626569478587e-10,6.5602584578327248e-10,2.4576382207102987e-06,7.3733328409663416e-13,7.3998130510556714e-13,7.4054672997196853e-13,1.124429284809335e-06,2.5170907027696094e-06,5.3831936766955575e-09,7.6461671215456943e-16,7.0121174973297249e-10,7.0954842697728066e-10,4.0346118057741896e-10,1.2945838117912974e-11,6.7749187383555992e-15,2.4229444179275791e-15,3.7403008384417759e-11,1.2768757210104195e-11,1.7265252715861015e-11,1.188969382659602e-11,3.3540509533798687e-13,5.347476251729112e-12,4.4780565024146858e-13,1.5886867776285602e-14,8.3465234216096375e-20,2.3395140617606887e-14
3.77514016712717e-08,0.5046845481713904,154.0,0.0,0.0,0.0,0.9980960600516976,1.0,18.999594099840227,0.0002154575287612826,0.00079731565624208784,0.00040311571018038022,0.00039748848479993055,6.9700828746611395e-10,1.2306906823482609e-09,2.95173606488591e-05,3.3020535167847276e-13,2.8491727131022147e-05,4.6775420803288011e-06,1.101169408761882e-11,2.267204365031414e-05,8.1636614084846317e-14,4.6127565792074285e-08,1.4775871787484338e-06,1.4796364423546981e-06,9.5523560331733148e-10,6.6939187199669463e-10,2.5162046644983177e-06,7.7517763309332724e-13,7.7828266071256611e-13,7.7888340399912751e-13,1.1585022146981218e-06,2.5676388360553011e-06,5.6016939011832243e-09,7.8258041753882597e-16,7.0932713306258514e-10,7.1772583813351352e-10,4.1996436592584084e-10,1.3257861318361491e-11,7.0776284665071662e-15,2.4964530842519078e-15,3.8873980142031022e-11,1.3189865010039035e-11,1.8011965240699662e-11,1.241692376868243e-11,3.5145971851025938e-13,5.6153119011097352e-12,4.727809703527116e-13,1.6933449335874754e-14,8.7460413031534207e-20,2.4907025816495666e-14
3.812694977055407e-08,0.5046845366806321,154.0,0.0,0.0,0.0,0.99807697046472177,1.0,18.999590034295334,0.00021757795428679712,0.00080519368711838742,0.00040707421508252547,0.0004014217475179031,7.0389507751207452e-10,1.2306690093253035e-09,2.9810696022787519e-05,3.3019903617606769e-13,2.8774914743114598e-05,4.7237614286011544e-06,1.1120657963635899e-11,2.3124161236806917e-05,8.244327515524275e-14,4.6587667153744656e-08,1.5073853009035279e-06,1.5094845703068985e-06,9.7449954317545571e-10,6.8289174815601004e-10,2.5756227575850459e-06,8.1455182658040484e-13,8.1815202554930322e-13,8.1878990576804515e-13,1.1932535498250707e-06,2.6186831361408373e-06,5.8267617910263353e-09,8.0080256271379881e-16,7.1744268320223949e-10,7.2590333908763554e-10,4.3696773407119827e-10,1.3574469780540263e-11,7.3904514600044142e-15,2.5714274386973675e-15,4.0386868723706157e-11,1.3620179399261608e-11,1.8782678358812203e-11,1.2961541589972053e-11,3.6810188628075708e-13,5.8936539082424463e-12,4.9885396569260839e-13,1.8036962946058564e-14,9.1601801850721234e-20,2.6499568279166625e-14
3.887804596911881e-08,0.5046845137033514,154.0,0.0,0.0,0.0,0.99803878294347304,1.0,18.999581902277921,0.00022181745852423157,0.00082094591294035093,0.00041498859703049544,0.00040928565274942641,7.1766529632423271e-10,1.2306256528407574e-09,3.0397348588945531e-05,3.3018640243993327e-13,2.9341275076480839e-05,4.8161775670805581e-06,1.1338513127832024e-11,2.4041704580919131e-05,8.4056203593173538e-14,4.7507566280072951e-08,1.5678675704417903e-06,1.5700693952523814e-06,1.0136002090241504e-09,7.1029291392460802e-10,2.697034648333798e-06,8.9807226353390188e-13,9.0278589727756613e-13,9.035038054734934e-13,1.2648176389174624e-06,2.7222592992065299e-06,6.2971191379925023e-09,8.3802846496119496e-16,7.3367419531412182e-10,7.422585342366626e-10,4.725149163716546e-10,1.4221555180180405e-11,8.0473378180237464e-15,2.7258299271885064e-15,4.3541358337616857e-11,1.4508824033004875e-11,2.0398137129480283e-11,1.4104452226331551e-11,4.0320892724740574e-13,6.4830591315572683e-12,5.544346827069634e-13,2.0424676422986246e-14,1.0033815828298908e-19,2.9940359559044571e-14
3.962914216768354e-08,0.5046844907316796,154.0,0.0,0.0,0.0,0.99800058432352701,1.0,18.999573769011199,0.00022605516754538264,0.00083669298172191144,0.00042289944474382013,0.00041714603415181708,7.3143099631270876e-10,1.2305822825915407e-09,3.098397690756855e-05,3.3017376501977117e-13,2.9907615551249329e-05,4.9085633791871622e-06,1.1556270671077235e-11,2.497698620177448e-05,8.5668602749396077e-14,4.8427057071752693e-08,1.629530701653723e-06,1.6318385424518612e-06,1.0534642623161876e-09,7.3822906818583362e-10,2.8219153779972447e-06,9.8826824391431953e-13,9.9427456978116139e-13,9.9508069807557343e-13,1.3391739118692425e-06,2.8278172991607089e-06,6.7953149681357307e-09,8.7630699733820501e-16,7.4990612495281943e-10,7.5861387431013615e-10,5.1018347320900587e-10,1.4887319544747835e-11,8.7474034039177399e-15,2.8862652129489687e-15,4.6872447649292597e-11,1.5435482644691596e-11,2.2115740859525921e-11,1.5321487009920381e-11,4.4084851090437873e-13,7.1181490351518525e-12,6.1483825111812345e-13,2.3070569933177519e-14,1.097047359557353e-19,3.3746047225772483e-14
4.0380238366248276e-08,0.50468446776557,154.0,0.0,0.0,0.0,0.99796237464213378,1.0,18.999565634480266,0.00023029108199238628,0.00085243484255528553,0.00043080672175987717,0.00042500285550582933,7.4519213296158087e-10,1.2305388985983108e-09,3.1570580972334745e-05,3.3016112391410242e-13,3.047393616241016e-05,5.0009185664058834e-06,1.177392958966972e-11,2.592999890734099e-05,8.7280467412905884e-14,4.9346135288067313e-08,1.6923740819827132e-06,1.6947914833535581e-06,1.0940913061441728e-09,7.6669993279827255e-10,2.9503063855132246e-06,1.0855274715353193e-12,1.0930250918710607e-12,1.0939282890085203e-12,1.4163746529815249e-06,2.9353552146111807e-06,7.3224179762500484e-09,9.1565072472172859e-16,7.6613833382799295e-10,7.749692412680629e-10,5.500556776842827e-10,1.5571987854222847e-11,9.4925130909236989e-15,3.0528464622819681e-15,5.0386180759649263e-11,1.6400945723706699e-11,2.3939682123961478e-11,1.6615769088284871e-11,4.8114640710580101e-13,7.8014666885270711e-12,6.8036659841500867e-13,2.5996505889806933e-14,1.1973283260766739e-19,3.7946933069622726e-14
4.113133456481301e-08,0.5046844448049751,154.0,0.0,0.0,0.0,0.99792415393655776,1.0,18.999557498670203,0.00023452520250729294,0.00086817144459262123,0.00043871039167239491,0.00043285608064833482,7.5894866182155095e-10,1.230495500853119e-09,3.2157160776927264e-05,3.3014847916484453e-13,3.1040236904953453e-05,5.0932428302947949e-06,1.1991488881775872e-11,2.6900735448181521e-05,8.8891792375029617e-14,5.0264796694810309e-08,1.7563970917990688e-06,1.7589276839412092e-06,1.1354809390364596e-09,7.9570522641129933e-10,3.0822490630349271e-06,1.1902519445707169e-12,1.1994602150662305e-12,1.2004700250572641e-12,1.4964720701681914e-06,3.0448710956407145e-06,7.8795162531793139e-09,9.5607219773332767e-16,7.8237070306773514e-10,7.9132453406821542e-10,5.9221532775204852e-10,1.6275784836938804e-11,1.0284570976355594e-14,3.2256866764020125e-15,5.4088674083413844e-11,1.7406002700718362e-11,2.5874233955096929e-11,1.7990483263013164e-11,5.242318861823387e-13,8.5356422844438785e-12,7.5133329973882729e-13,2.9225702843804218e-14,1.3045461706888864e-19,4.2575161787175672e-14
4.2633526961942487e-08,0.5046843989001428,154.0,0.0,0.0,0.0,0.99784767960197451,1.0,18.999541223153287,0.00024298806430859084,0.00089962866919135768,0.00045450676484805856,0.00044855159793145082,7.8644771864316684e-10,1.2304086643116553e-09,3.3330247580367782e-05,3.3012317877379261e-13,3.2172778764169358e-05,5.2777973966544439e-06,1.2426304587094151e-11,2.8895350752051373e-05,9.2112802401247409e-14,5.2100852175840417e-08,1.887979486149552e-06,1.8907477009029356e-06,1.2205463433636015e-09,8.5531795928970984e-10,3.3569547578520066e-06,1.4237778304825531e-12,1.4371560347873083e-12,1.4384106888592408e-12,1.6655653760862305e-06,3.2698288129406088e-06,9.0881473610097904e-09,1.0401985105455008e-15,8.1483552267155086e-10,8.2403455867100256e-10,6.8373974427892129e-10,1.7741662450348805e-11,1.2017342966364041e-14,3.5905951645548723e-15,6.2084757143405078e-11,1.9538050673641583e-11,3.0092660599095078e-11,2.0994252976235808e-11,6.1930031803838342e-13,1.0167531866607107e-11,9.1089549286749553e-13,3.669397378731618e-14,1.5411231537696893e-19,5.3252025598959033e-14
4.398550011935901e-08,0.5046843576041847,154.0,0.0,0.0,0.0,0.9977788153722279,1.0,18.999526570664631,0.0002505985111212909,0.00092792167738896345,0.00046871080035906489,0.00046266490282421789,8.1118066631991499e-10,1.2303304648779006e-09,3.4385942670483594e-05,3.3010039607169817e-13,3.3191998436624984e-05,5.4437877632776964e-06,1.2817287981310659e-11,3.0751046145165811e-05,9.5009813543781101e-14,5.3751834278210596e-08,2.0104316135438761e-06,2.0134269956405355e-06,1.2997091410660033e-09,9.1079427823226132e-10,3.6167508603028866e-06,1.6638156802500838e-12,1.6819363734092167e-12,1.6834518485275875e-12,1.8281781401074057e-06,3.4790352585602884e-06,1.0289809491498969e-08,1.1197236920542294e-15,8.4405352099845731e-10,8.534725784166858e-10,7.7480651225536677e-10,1.9128621564848803e-11,1.375730190841466e-14,3.941548648073704e-15,6.9989581570423524e-11,2.1600202397974217e-11,3.4312033637569581e-11,2.4005925435349218e-11,7.1576460589728108e-13,1.1838373745179105e-11,1.0764902963571622e-12,4.4715262329341576e-14,1.7811737209517177e-19,6.4685581826433208e-14
4.533747327677554e-08,0.5046843163253665,154.0,0.0,0.0,0.0,0.99770991600420766,1.0,18.999511913801292,0.00025820315557526852,0.00095619685910438624,0.00048290258530130564,0.00047676599620869955,8.3589799593687452e-10,1.2302522216206579e-09,3.544155905984957e-05,3.3007760174655705e-13,3.4211153657098806e-05,5.6096733154319907e-06,1.320793307794341e-11,3.2664051410055891e-05,9.7904995371214195e-14,5.5401400371904999e-08,2.1366957822464895e-06,2.139931498265999e-06,1.3813362756788576e-09,9.6799762584634808e-10,3.8886959003306432e-06,1.9349691008048068e-12,1.9589368823912529e-12,1.9607568398524076e-12,2.0009844949920694e-06,3.694618693021945e-06,1.1606457806561063e-08,1.2029352869534139e-15,8.7327082387224985e-10,8.8290933626508738e-10,8.7465711156965349e-10,2.0581040696828594e-11,1.5680768371103586e-14,4.3145308410105823e-15,7.8604272449337707e-11,2.3802865806717558e-11,3.8959879135802715e-11,2.7330517250726433e-11,8.2343299728103215e-13,1.3718990313761176e-11,1.2651300801967811e-12,5.4148025394947312e-14,2.0491056135526907e-19,7.8095633389510624e-14
4.6689446434192065e-08,0.5046842750634162,154.0,0.0,0.0,0.0,0.9976409817156453,1.0,18.999497252477482,0.00026580200141188275,0.00098445392004598486,0.00049708190946726768,0.00049085466928644017,8.605994502365497e-10,1.2301739348154816e-09,3.6497096712055918e-05,3.3005479586651803e-13,3.5230244396653136e-05,5.7754523265940421e-06,1.3598234092611663e-11,3.4634322205993698e-05,1.0079831775073068e-13,5.7049526007315942e-08,2.2667681245038601e-06,2.270257898229103e-06,1.4654252415805846e-09,1.0269262462033396e-09,4.1730295041366815e-06,2.2401276092682985e-12,2.2712274150405571e-12,2.2734011662493773e-12,2.1842860489100444e-06,3.9165667235257224e-06,1.3045131347183551e-08,1.2899059517937049e-15,9.0248715868414157e-10,9.1234460628719231e-10,9.8383492482382275e-10,2.2100220921503886e-11,1.7800254248394104e-14,4.7101945666412891e-15,8.7966943102575961e-11,2.6150604877829206e-11,4.4063983348789435e-11,3.0988798329907493e-11,9.4318836515871884e-13,1.5828003707313404e-11,1.4790838259300442e-12,6.5183945581064854e-14,2.3471158548023103e-19,9.3745911966472398e-14
4.804141959160859e-08,0.5046842338180619,154.0,0.0,0.0,0.0,0.99757201272436791,1.0,18.999482586607702,0.00027339505237160196,0.0010126925666082602,0.00051124856328833401,0.00050493071389510569,8.8528477256161739e-10,1.2300956047286584e-09,3.7552555590870005e-05,3.3003197850480054e-13,3.6249270626489857e-05,5.9411230742476066e-06,1.3988185258557273e-11,3.6661813597085624e-05,1.0368975061944885e-13,5.8696186808689689e-08,2.4006446992293913e-06,2.4044028283983315e-06,1.5519734857418578e-09,1.0875783501505657e-09,4.4699907565940178e-06,2.5823480276909711e-12,2.6220651874978634e-12,2.6246482243386601e-12,2.3783835422150538e-06,4.1448666638694639e-06,1.4613068114896734e-08,1.3807081786614423e-15,9.3170231599041361e-10,9.4177821601799571e-10,1.10289908149205e-09,2.3687460399588951e-11,2.0128676995719593e-14,5.1291907723594142e-15,9.8116363709260737e-11,2.8647971432705588e-11,4.9652952047807151e-11,3.5002166571454797e-11,1.075951785361839e-12,1.8185031105601682e-11,1.7207542258999599e-12,7.8033495968551194e-14,2.6774965355154359e-19,1.1192555185544336e-13
