Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002)
1.241086429745409e-11,0.5046857070465135,154.0,0.0,0.0,0.0,0.99999937918678172,1.0,18.999999993238475,7.1586763505733639e-08,2.63795199884928e-07,2.5954864714367127e-07,5.503630921870082e-09,2.3060777466145659e-13,1.2328497002894671e-09,9.1014804495324544e-09,3.3081495334852189e-13,8.7838741456374377e-09,1.2572450915874971e-09,1.5246279638816658e-16,2.4664036215962626e-12,2.1942408498909287e-17,3.2182900624501666e-13,2.2925669551009867e-15,2.294701915387877e-15,1.393854250416715e-18,7.411044405014973e-19,1.7500979343540609e-13,4.6345486457448999e-34,4.4635794109612455e-34,4.4635802718402716e-34,2.7192825159351928e-17,4.2322974521506794e-13,1.4377955239694709e-21,5.0253332782936761e-21,2.9567434184927859e-16,3.0635853284615777e-16,1.5959717599310725e-24,8.301531541245589e-21,2.2711069239317285e-32,5.1005129530424233e-26,3.3933957012028641e-25,2.8816422067773043e-25,1.851994586414903e-28,3.0012245805369326e-31,3.2478020055929187e-33,1.5500977594787476e-29,1.5759149009727951e-36,6.1519876019881263e-40,8.035443325768295e-40,6.4130108353884398e-38
1.2977558696126932e-11,0.5046857070448505,154.0,0.0,0.0,0.0,0.99999935084097191,1.0,18.999999992661792,7.4855485893079845e-08,2.7582749591263726e-07,2.7114486277443485e-07,6.0099771361697022e-09,2.411265321502601e-13,1.2328497757943842e-09,9.5450466656560404e-09,3.3082210633854443e-13,9.2119616453343277e-09,1.3275336552919384e-09,1.6648996557653315e-16,2.6965955442717717e-12,2.3169146715466932e-17,3.5155334299927933e-13,2.6192658556516401e-15,2.6217208696166773e-15,1.5967362565772738e-18,8.5827579749209206e-19,1.9134563142470643e-13,6.3268897195938849e-34,6.0934927005574887e-34,6.0934939296270936e-34,3.1149228436215114e-17,4.5909446275292569e-13,1.6334770106100522e-21,5.3084681864215093e-21,3.250508692338903e-16,3.3679622339987682e-16,1.9109669588313802e-24,9.4879500038408019e-21,2.8427796841452525e-32,5.8735254900635902e-26,4.0631968734935726e-25,3.4736948807653626e-25,2.3368900325636393e-28,3.9639565990218111e-31,4.2898533976569484e-33,1.9403516776777992e-29,2.1788750060122188e-36,8.533578764710579e-40,1.0616346308411972e-39,8.6600975976782933e-38
1.3544253094799773e-11,0.5046857070431252,154.0,0.0,0.0,0.0,0.999999322495155,1.0,18.999999992063454,7.8124207239507554e-08,2.8785972485974394e-07,2.8271949006023403e-07,6.5379089892560483e-09,2.5164523098942328e-13,1.2328497995394284e-09,9.9886128924657164e-09,3.3082670673392179e-13,9.6400491573086393e-09,1.3978878852268313e-09,1.811151264516939e-16,2.9370516843650691e-12,2.4397031031053373e-17,3.8256020273969292e-13,2.975437188442319e-15,2.9782427789515218e-15,1.8183052118378148e-18,9.8728302664659621e-19,2.0841002033706503e-13,8.5225780834026199e-34,8.2081867646078077e-34,8.2081884927459315e-34,3.5477184654970723e-17,4.9639466326889854e-13,1.8466101221501789e-21,5.5920851729928338e-21,3.558232763713542e-16,3.686801659011715e-16,2.2707177204209939e-24,1.0782051298759943e-20,3.5245414133122971e-32,6.7221163375261184e-26,4.8281705671275986e-25,4.1532723827388633e-25,2.9188632087178307e-28,5.1721380313634389e-31,5.5976556614201017e-33,2.4057754455065398e-29,2.9701605223587232e-36,1.1670485925690117e-39,1.3856117362867035e-39,1.1547258481393143e-37
1.4110947493472614e-11,0.5046857070413375,154.0,0.0,0.0,0.0,0.99999929414933098,1.0,18.999999991443566,8.1392927545017056e-08,2.9989190089752736e-07,2.9427261333392495e-07,7.0873421517677817e-09,2.6216388356894514e-13,1.2328497910840333e-09,1.043217912023903e-08,3.3082965547661629e-13,1.0068136672177228e-08,1.468293610108704e-09,1.9633594281885158e-16,3.187771990250591e-12,2.5625814108581456e-17,4.1484589697444226e-13,3.3623238642649929e-15,3.3655119262020069e-15,2.0593657199664623e-18,1.128693537712653e-18,2.2620296143183304e-13,1.1340329407033625e-33,1.0921998703134461e-33,1.0922001099167479e-33,4.0194242276239894e-17,5.3512927425403924e-13,2.0780246644062108e-21,5.8761279796917487e-21,3.879914040968481e-16,4.0201019079825241e-16,2.6793349152554376e-24,1.2188465779637581e-20,4.331673172835379e-32,7.6499962978111476e-26,5.6970578698847727e-25,4.928731712108787e-25,3.611912872101014e-28,6.6736745529918142e-31,7.2230997563661663e-33,2.9568063193625442e-29,3.9965931238852966e-36,1.5754446279370823e-39,1.7883533164031024e-39,1.5218879699698688e-37
1.4677641892145455e-11,0.5046857070394881,154.0,0.0,0.0,0.0,0.99999926580349985,1.0,18.999999990802223,8.466164680960863e-08,3.119240351473998e-07,3.0580431659891099e-07,7.6581926237819306e-09,2.7268249961230825e-13,1.232849770823225e-09,1.0875745338838187e-08,3.30831547561917e-13,1.0496224180156108e-08,1.5387397085233266e-09,2.1215008760971213e-16,3.4487564210537151e-12,2.6855301841553631e-17,4.4840675033297786e-13,3.7811652205386452e-15,3.7847690168856122e-15,2.3207200707674763e-18,1.2830731350788492e-18,2.4472445680484295e-13,1.4920176348304578e-33,1.4369796478436899e-33,1.4369799757875146e-33,4.5318052629566362e-17,5.7529722813385796e-13,2.3285606944790068e-21,6.1605524561245038e-21,4.2155509326551495e-16,4.3678612856108921e-16,3.1411198037268553e-24,1.3711818235152142e-20,5.2808287974543486e-32,8.6608982358443602e-26,6.6790043348153174e-25,5.808830909594747e-25,4.4313422576932825e-28,8.5232118080044157e-31,9.2253826301745223e-33,3.6048195757293175e-29,5.3139183204713539e-36,2.1014855374620999e-39,2.2845518337824053e-39,1.9844156440466587e-37
1.5244336290818298e-11,0.504685707037577,154.0,0.0,0.0,0.0,0.99999923745766162,1.0,18.999999990139511,8.7930365033282526e-08,3.2395613633290693e-07,3.173146835304309e-07,8.2503767335269442e-09,2.8320108674652734e-13,1.2328497484930999e-09,1.131931154342373e-08,3.3083276686522278e-13,1.0924311676574732e-08,1.6092174569238812e-09,2.2855524284683254e-16,3.7200049443469951e-12,2.8085341974412816e-17,4.8323910051601263e-13,4.2331970340277975e-15,4.2372511919516858e-15,2.6031682483192893e-18,1.4509860150025686e-18,2.6397450922656179e-13,1.9426194391367056e-33,1.8709604253040079e-33,1.8709608688346167e-33,5.0866369003960526e-17,6.1689746208975434e-13,2.5990684934181659e-21,6.4453239713987403e-21,4.5651418472755351e-16,4.7300780965560016e-16,3.6605651749486439e-24,1.5356727900592819e-20,6.390097135695452e-32,9.7585768844029392e-26,7.7835623300605829e-25,6.8027313691349318e-25,5.3938200907941307e-28,1.078274836847785e-30,1.1671672601065025e-32,4.3621710589251227e-29,6.9880334869005804e-36,2.7724200505213799e-39,2.890879972229411e-39,2.5620145553670622e-37
1.581103068949114e-11,0.5046857070356046,154.0,0.0,0.0,0.0,0.99999920911181628,1.0,18.999999989455521,9.1199082216039063e-08,3.3598821128998353e-07,3.2880379747683957e-07,8.8638111361007694e-09,2.937196509482682e-13,1.2328497230974317e-09,1.1762877734491029e-08,3.3083355199938106e-13,1.1352399161911213e-08,1.6797200193756221e-09,2.455490996081069e-16,4.0015175343487915e-12,2.9315815196851576e-17,5.1933929824571268e-13,4.7196515335097682e-15,4.7241920404566893e-15,2.9075079391790061e-18,1.6329947653853978e-18,2.8395312201533803e-13,2.5049446520630668e-33,2.4125438498608655e-33,2.4125444431190877e-33,5.6857045745515208e-17,6.5992891791578813e-13,2.8904085390209943e-21,6.7304153884250107e-21,4.9286851932805728e-16,5.1067506454348506e-16,4.2423564779160493e-24,1.7127808468467235e-20,7.6790646552165343e-32,1.0946808650928811e-25,9.0206933677160272e-25,7.9200001283578601e-25,6.5174419257309858e-28,1.3522276732914456e-30,1.4637805299062788e-32,5.2422399755586229e-29,9.0963257318960018e-36,3.6204023481133974e-39,3.6261636666505746e-39,3.2775059535610424e-37
1.6377725088163984e-11,0.504685707033571,154.0,0.0,0.0,0.0,0.99999918076596361,1.0,18.999999988750339,9.4467798357878492e-08,3.4802026537523175e-07,3.4027174146088606e-07,9.4984128121939187e-09,3.0423819690080824e-13,1.2328496929018733e-09,1.2206443912902366e-08,3.3083405292410071e-13,1.1780486636997779e-08,1.7502420392773549e-09,2.6312935799139188e-16,4.2932941704811759e-12,3.0546628017963521e-17,5.5670370721608128e-13,5.2417574123926284e-15,5.2468216121914099e-15,3.2345345405547942e-18,1.8296603668529322e-18,3.0466029893589829e-13,3.2011152815461688e-33,3.0830360737286019e-33,3.0830368591423255e-33,6.3308037361995042e-17,7.0439054190089237e-13,3.2034514787804417e-21,7.0158054430645699e-21,5.30617937928669e-16,5.4978772370466162e-16,4.891372945087253e-24,1.9029668098415883e-20,9.1688784066680707e-32,1.2229391425824578e-25,1.0400770412119171e-24,9.1706121380075898e-25,7.8217918037990999e-28,1.6820452231290696e-30,1.8209010032466607e-32,6.2594719308814666e-29,1.1729123837214341e-35,4.6831438761315814e-39,4.511562703463387e-39,4.1571809455137119e-37
1.6944419486836826e-11,0.5046857070314766,154.0,0.0,0.0,0.0,0.99999915242010395,1.0,18.999999988024062,9.7736513458801104e-08,3.6005230278966741e-07,3.5171859818098476e-07,1.0154099066817519e-08,3.1475672827708919e-13,1.2328496602944563e-09,1.2650010077470852e-08,3.3083436965728396e-13,1.2208574100688997e-08,1.8207793156148152e-09,2.8129372707926907e-16,4.5953348362275728e-12,3.1777707115763851e-17,5.9532870404353278e-13,5.8007398412839773e-15,5.8063664302602511e-15,3.5850411684462601e-18,2.0415421951374173e-18,3.260960441187736e-13,4.0566092496595631e-33,3.9069754169345076e-33,3.9069764468265122e-33,7.0237397634352043e-17,7.5028128473218283e-13,3.5390781029878801e-21,7.3014774588656165e-21,5.6976228141810961e-16,5.9034561764817709e-16,5.6126887084415964e-24,2.106690942655e-20,1.0882309343777184e-31,1.3610144392230695e-25,1.1934580167709674e-24,1.0564952510472461e-24,9.3280042273068468e-28,2.076528997731345e-30,2.24806667425159e-32,7.4294222050461164e-29,1.4991269138938929e-35,6.0046236266909679e-39,5.570758932095542e-39,5.2311806146395105e-37
1.751111388550967e-11,0.5046857070293216,154.0,0.0,0.0,0.0,0.99999912407423719,1.0,18.999999987276766,1.0100522751880715e-07,3.720843268295566e-07,3.6314445001248283e-07,1.0830787528036315e-08,3.2527524795902523e-13,1.2328496283345806e-09,1.3093576226675897e-08,3.3083456997016418e-13,1.2636661551517368e-08,1.8913285521234771e-09,3.0003992490394539e-16,4.9076395182499073e-12,3.3008994959227387e-17,6.3521067821766106e-13,6.397820480510521e-15,6.4040495036125914e-15,3.9598186657527723e-18,2.26919802474418e-18,3.4826036199777801e-13,5.1006246632574934e-33,4.9124832093467145e-33,4.9124845477816564e-33,7.7663278735149597e-17,7.9760010141647825e-13,3.8981793179949616e-21,7.5874183512460696e-21,6.1030139070469874e-16,6.3234857690445643e-16,6.4115739080335542e-24,2.3244129574290528e-20,1.2843815999140146e-31,1.5092907837284237e-25,1.3633325346506104e-24,1.2113818747463056e-24,1.1058826448233394e-27,2.5454890131504314e-30,2.7559093843081937e-32,8.7687992684965734e-29,1.9003810602242989e-35,7.6358600362318091e-39,6.830152161442983e-39,6.5339029842590865e-37
1.8077808284182512e-11,0.5046857070271064,154.0,0.0,0.0,0.0,0.99999909572836332,1.0,18.999999986508541,1.0427394053789695e-07,3.8411634007994179e-07,3.7454937900892254e-07,1.1528396145706637e-08,3.3579375820670364e-13,1.2328495972776953e-09,1.3537142360390686e-08,3.3083469681660051e-13,1.3064748989360536e-08,1.9618871637632052e-09,3.1936567841229071e-16,5.2302082057086278e-12,3.4240446430613146e-17,6.7634603205219815e-13,7.0342174925890011e-15,7.0410903395262608e-15,4.3596556103501854e-18,2.5131840334141122e-18,3.7115325726167844e-13,6.3664689193808182e-33,6.131638552448662e-33,6.1316402773447105e-33,8.5603930353870869e-17,8.4634595121614302e-13,4.2816561196407928e-21,7.8736178592017439e-21,6.5223510670882272e-16,6.7579643201749807e-16,7.2934957930890876e-24,2.5565920156812538e-20,1.507960851394049e-31,1.6681542964849328e-25,1.5508626915317304e-24,1.382842294696062e-24,1.3038681068830115e-27,3.0998191653114511e-30,3.3562367149366741e-32,1.0295508534844709e-28,2.3905829214925566e-35,9.6357476370718583e-39,8.3190637920549363e-39,8.1044377975898189e-37
1.8644502682855355e-11,0.5046857070248308,154.0,0.0,0.0,0.0,0.99999906738248234,1.0,18.999999985719462,1.0754265251607076e-07,3.961483445667419e-07,3.8593346690329805e-07,1.2246843190219307e-08,3.4631226079136717e-13,1.2328495657633882e-09,1.3980708479291614e-08,3.3083477571012006e-13,1.3492836414871331e-08,2.0324531246173728e-09,3.3926872343101208e-16,5.5630408897279991e-12,3.5472026170786691e-17,7.187311806361631e-13,7.7111455546492936e-15,7.718704956043426e-15,4.7853383231365314e-18,2.7740548068777956e-18,3.9477473481612309e-13,7.8919733500469647e-33,7.6008776795739938e-33,7.6008798851063009e-33,9.4077698829063547e-17,8.965177975953032e-13,4.6904195668502124e-21,8.1600679414685177e-21,6.9556327036550609e-16,7.2068901354753832e-16,8.264119815720879e-24,2.8036867291201252e-20,1.7617713018414198e-31,1.8379931709705671e-25,1.7572526322887066e-24,1.5720393989639567e-24,1.5293728950218843e-27,3.7515754620089876e-30,4.0621169992318918e-32,1.2028696348628002e-28,2.9856396611209208e-35,1.207196154757776e-38,1.0069948208122147e-38,9.9870300285570889e-37
1.9211197081528198e-11,0.5046857070224954,154.0,0.0,0.0,0.0,0.99999903903659426,1.0,18.999999984909625,1.1081136345332888e-07,4.0818034187785347e-07,3.972967951093075e-07,1.2986047251247462e-08,3.5683075710129349e-13,1.2328495333882123e-09,1.4424274583579398e-08,3.3083482266454876e-13,1.3920923828243495e-08,2.1030248467920653e-09,3.597468046319647e-16,5.9061375629699855e-12,3.6703706465599459e-17,7.6236255178520142e-13,8.4298158708100483e-15,8.4381058943591587e-15,5.2376508760469696e-18,3.0523633437531371e-18,4.1912479975324505e-13,9.7199341018749262e-33,9.3614185844856493e-33,9.3614213838105898e-33,1.0310302628725768e-16,9.4811460817383825e-13,5.1253907554058433e-21,8.4467622957544422e-21,7.4028572262998458e-16,7.6702615207682618e-16,9.3293107173360797e-24,3.0661551604389648e-20,2.048803635996163e-31,2.0191976553185351e-25,1.9837487707166545e-24,1.7801779704963069e-24,1.785193242512818e-27,4.5140571196233686e-30,4.8879674615384301e-32,1.3988794205404493e-28,3.7036672833684964e-35,1.5021932931052536e-38,1.211861195332147e-38,1.2231573038708483e-36
2.034458587887388e-11,0.504685707017646,154.0,0.0,0.0,0.0,0.99999898234479645,1.0,18.999999983227983,1.1734878220509907e-07,4.3224431963425759e-07,4.199614965220094e-07,1.4526402370488123e-08,3.7786773497217062e-13,1.2328494655362053e-09,1.5311406748574206e-08,3.3083485653568967e-13,1.477709861882171e-08,2.2441809138663709e-09,4.024190982868857e-16,6.6231228537021084e-12,3.9167287364712128e-17,8.5334973638405605e-13,9.9972107906508975e-15,1.0007099590809627e-14,6.2252905929614448e-18,3.6634977979136901e-18,4.7001071295028932e-13,1.44821392191723e-32,1.3947985385481986e-32,1.3947989803635405e-32,1.2288260049660757e-16,1.055579012968315e-12,6.0776907682834938e-21,9.0208653219840887e-21,8.3391285689632001e-16,8.6403342256390388e-16,1.1767855018388251e-23,3.6390426870135729e-20,2.7354762210734835e-31,2.417274610172901e-25,2.5022579458217713e-24,2.258309401847815e-24,2.3999045003486633e-27,6.4311237450277248e-30,6.9645514159849311e-32,1.8678139313279035e-28,5.5935429463149059e-35,2.2828231159098071e-38,1.7270654863000411e-38,1.8037582084409326e-36
2.1477974676219563e-11,0.50468570701256,154.0,0.0,0.0,0.0,0.99999892565297022,1.0,18.999999981464263,1.238861967932098e-07,4.5630828043620243e-07,4.4254412821796988e-07,1.6148816559191073e-08,3.9890469801534883e-13,1.2328494010183625e-09,1.6198538851749395e-08,3.3083485588364885e-13,1.563327335759625e-08,2.3853482779589302e-09,4.4736469234535336e-16,7.3811640389068807e-12,4.1631065435226694e-17,9.4927926106946418e-13,1.1746022892068199e-14,1.1757702689229031e-14,7.3288026599128231e-18,4.3509798408447847e-18,5.2381104052554765e-13,2.1113268952204072e-32,2.0334554745180488e-32,2.0334561547151462e-32,1.4509207346368715e-16,1.1687309882920769e-12,7.1461246762890014e-21,9.5958988160451591e-21,9.3311523753519851e-16,9.6681688855754177e-16,1.4660073231462187e-23,4.2789081457622634e-20,3.5959137020934099e-31,2.8655475478711301e-25,3.1172151667456205e-24,2.827720851658735e-24,3.1742168251842652e-27,8.9855447560045856e-30,9.7318568739924115e-32,2.4554393969910192e-28,8.2582391429752068e-35,3.3911208769790204e-38,2.4137522776713942e-38,2.605533027087211e-36
2.2611363473565245e-11,0.504685707007239,154.0,0.0,0.0,0.0,0.99999886896111545,1.0,18.999999979619123,1.3042360721766323e-07,4.8037222870110149e-07,4.6504533013873579e-07,1.7852649902301746e-08,4.1994165009276749e-13,1.2328493401993266e-09,1.7085670892925049e-08,3.3083484934982184e-13,1.6489448044393745e-08,2.5265225216767374e-09,4.9456585910022715e-16,8.1802610889525877e-12,4.409496357861349e-17,1.0501230016049556e-12,1.3685818031083097e-14,1.3699491605507287e-14,8.5543795002167885e-18,5.1191768638058604e-18,5.8052582803523936e-13,3.0185761945972451e-32,2.9072458017585927e-32,2.9072468258528799e-32,1.6988234427213521e-16,1.2875624212444306e-12,8.3384199375813627e-21,1.0171845254919768e-20,1.0378915928490409e-15,1.0753751954386593e-15,1.8060166860620543e-23,4.9893963511312267e-20,4.6614802564929963e-31,3.3672105734233692e-25,3.8401354888892796e-24,3.4995804327438834e-24,4.1376370028219974e-27,1.2337406480289411e-29,1.3363498848373599e-31,3.1831838550288139e-28,1.1947040347594111e-34,4.9358901628777483e-38,3.3150510408428515e-38,3.6944871927630943e-36
2.3744752270910927e-11,0.504685707001685,154.0,0.0,0.0,0.0,0.99999881226923215,1.0,18.999999977693175,1.3696101347846167e-07,5.0443616714125418e-07,4.8746573723567189e-07,1.963726747473711e-08,4.4097859357557697e-13,1.2328492776963355e-09,1.7972802874778151e-08,3.3083484144292656e-13,1.7345622681798019e-08,2.667700932739666e-09,5.4400500908264169e-16,9.0204139801908853e-12,4.6558934456361006e-17,1.1558530327728855e-12,1.5826107667506501e-14,1.5841988299224698e-14,9.9081783127882324e-18,5.9724313797760865e-18,6.4015512266740619e-13,4.2403478347015685e-32,4.0839603271961357e-32,4.083961838325033e-32,1.9740576422246143e-16,1.4120652625944704e-12,9.6624621422186328e-21,1.0748693885313511e-20,1.1482406514178203e-15,1.1897069888928709e-15,2.2025627882601484e-23,5.7741434049108862e-20,5.9671822974691181e-31,3.9254889451149598e-25,4.6832307930534501e-24,4.2857466881238544e-24,5.3231711476111764e-27,1.6675465665314148e-29,1.8064222181143858e-31,4.0749638733124011e-28,1.6969959049403927e-34,7.0536544163438972e-38,4.4818290564664527e-38,5.151504088711766e-36
2.487814106825661e-11,0.5046857069959001,154.0,0.0,0.0,0.0,0.99999875557732032,1.0,18.999999975687071,1.4349841557560736e-07,5.2850009737307813e-07,5.0980597950886262e-07,2.1502039302485536e-08,4.6201552987679489e-13,1.2328492121715027e-09,1.8859934797975072e-08,3.3083482792772482e-13,1.8201797270452453e-08,2.8088818947486266e-09,5.9566468998434993e-16,9.9016226928176464e-12,4.9022949856808426e-17,1.2664416268624462e-12,1.8176349249663523e-14,1.8194660658800066e-14,1.1396321321300374e-17,6.9150611979679445e-18,7.0269897307834931e-13,5.8622891687990627e-32,5.6460886243669065e-32,5.6460908138204964e-32,2.2781611086661053e-16,1.5422315261364212e-12,1.1126294215404721e-20,1.1326438304919946e-20,1.2641611421202148e-15,1.3098109149323967e-15,2.6617271800334545e-23,6.6367767191811375e-20,7.5518837873367896e-31,4.543638518553687e-25,5.6594163826444507e-24,5.1987750458451713e-24,6.7675340298996958e-27,2.2220451528284516e-29,2.4073495048421068e-31,5.1573314769327575e-28,2.3708349329468336e-34,9.9138477010980243e-38,5.9735851295767258e-38,7.0747406865024406e-36
2.6011529865602292e-11,0.5046857069898857,154.0,0.0,0.0,0.0,0.99999869888537973,1.0,18.999999973601433,1.5003581350910245e-07,5.5256402036279188e-07,5.3206668204571956e-07,2.3446340324001394e-08,4.830524598409686e-13,1.2328491468288394e-09,1.9747066660924492e-08,3.3083480935930151e-13,1.9057971808821516e-08,2.9500644415016703e-09,6.4952758558822741e-16,1.082388720930763e-11,5.1486992916446105e-17,1.3818612521690683e-12,2.0745946596277278e-14,2.0766922883795239e-14,1.3024896021504229e-17,7.951359597183668e-18,7.6815742926967899e-13,7.987631123320139e-32,7.69305569834854e-32,7.6930588183218433e-32,2.612685624353678e-16,1.6780532880894229e-12,1.2738115631554765e-20,1.1905074693123273e-20,1.3856517941346182e-15,1.4356856198971048e-15,3.1899270274218274e-23,7.580915039078406e-20,9.4585235804933653e-31,5.2249451991348666e-25,6.7823174658252566e-24,6.2519241561364197e-24,8.5113601164940384e-27,2.9228553131018908e-29,3.1669305435961727e-31,6.4596224055335971e-28,3.2626687020737307e-34,1.3724649477618502e-37,7.8593938097374076e-38,9.5822632994258135e-36
2.7144918662947975e-11,0.5046857069836438,154.0,0.0,0.0,0.0,0.99999864219341073,1.0,18.999999971436871,1.5657320727894914e-07,5.7662793671896149e-07,5.542484650592945e-07,2.5469550351893076e-08,5.040893839999495e-13,1.2328490832149998e-09,2.0634198462858929e-08,3.3083479036391522e-13,1.9914146296164745e-08,3.0912479644479144e-09,7.0557651470690776e-16,1.1787207513388785e-11,5.3951053013991717e-17,1.5020845715051433e-12,2.3544250275524358e-14,2.3568135864389057e-14,1.4799955426716055e-17,9.085595498792111e-18,8.3653054250340124e-13,1.0739721714305647e-31,1.0343662153927476e-31,1.0343666532817943e-31,2.9791967265417313e-16,1.8195226865391359e-12,1.4506281639088615e-20,1.2484600649532855e-20,1.5127113369256399e-15,1.5673297504405159e-15,3.793918333666962e-23,8.6101684653916219e-20,1.1734334775535684e-30,5.9727244028249283e-25,8.0662755239711088e-24,7.4591621122960739e-24,1.0599416294244824e-26,3.7995093816702339e-29,4.1172162607603295e-31,8.0141056824632794e-28,4.4285580853372393e-34,1.8739509929528974e-37,1.0218900619526681e-37,1.2814935719400432e-35
2.8278307460293657e-11,0.5046857069771759,154.0,0.0,0.0,0.0,0.99999858550141318,1.0,18.999999969194025,1.631105968851498e-07,6.0069184683615513e-07,5.7635194392629401e-07,2.7571054034910857e-08,5.2512630269849327e-13,1.2328490197365472e-09,2.1521330204571772e-08,3.3083477293805825e-13,2.0770320733248126e-08,3.232432069032083e-09,7.6379443012972465e-16,1.2791583589539744e-11,5.6415123263113968e-17,1.6270844407223317e-12,2.6580557981198531e-14,2.6607607557957113e-14,1.6727518311431987e-17,1.0322013639148102e-17,9.0781836525399004e-13,1.4264783550891766e-31,1.3738740105187393e-31,1.3738746165795358e-31,3.3792734595331497e-16,1.9666319209202095e-12,1.643930249612885e-20,1.3065014623687014e-20,1.6453385002408279e-15,1.7047419535264043e-15,4.4807991183658078e-23,9.7281384769882395e-20,1.4431066111830552e-30,6.7903205253875849e-25,9.5263545646094181e-24,8.8351725534562148e-24,1.3080816295198727e-26,4.8858399153907888e-29,5.2949310737053121e-31,9.8561345141395479e-28,5.9356104970103682e-34,2.5264427151816007e-37,1.3143370075682487e-37,1.6939577382783116e-35
2.941169625763934e-11,0.5046857069704841,154.0,0.0,0.0,0.0,0.99999852880938689,1.0,18.999999966873478,1.6964798232770654e-07,6.2475575095722985e-07,5.9837772922479096e-07,2.9750240820235884e-08,5.4616321614871408e-13,1.2328489552075584e-09,2.2408461886653846e-08,3.3083475547251306e-13,2.1626495120642109e-08,3.37361651240865e-09,8.2416441757799454e-16,1.3837015422771586e-11,5.8879199425332645e-17,1.7568339072454981e-12,2.986411490597302e-14,2.9894593362746851e-14,1.8813569453063437e-17,1.1664834740640684e-17,9.8202095118073008e-13,1.873490528365201e-31,1.8044034418720771e-31,1.8044042699743974e-31,3.8145081307118545e-16,2.1193732515228035e-12,1.8545842717110689e-20,1.3646315667768013e-20,1.7835320141182882e-15,1.8479208764366823e-15,5.2580125544978331e-23,1.0938417953114974e-19,1.7605205406601345e-30,7.6811064200209804e-25,1.1178347259278004e-23,1.0395360649671673e-23,1.6009236806708701e-26,6.2203861792899332e-29,6.7419158563037681e-31,1.2024298511486025e-27,7.8635532747417937e-34,3.3666033549571296e-37,1.6736787463516735e-37,2.2152406442844882e-35
3.054508505498503e-11,0.5046857069635698,154.0,0.0,0.0,0.0,0.99999847211733217,1.0,18.999999964475851,1.7618536360662163e-07,6.488196492213646e-07,6.2032642677164262e-07,3.20065049160647e-08,5.6720012447208319e-13,1.2328488904108087e-09,2.3295593508717389e-08,3.308347366589704e-13,2.2482669457972696e-08,3.5148011554083189e-09,8.8666969466848803e-16,1.4923502998458679e-11,6.134327907167024e-17,1.8913062086180545e-12,3.340411411181356e-14,3.3438296488699966e-14,2.1064059871827319e-17,1.3118255681081486e-17,1.0591383551037094e-12,2.4351273210574241e-31,2.3453315275678044e-31,2.3453326456922262e-31,4.286506070407248e-16,2.2777389990064177e-12,2.0834720330085273e-20,1.4228503245896612e-20,1.9272906088900026e-15,1.9968651667748386e-15,6.1333500644603336e-23,1.2244591195619155e-19,2.1318204982563691e-30,8.648482883193867e-25,1.303878096936726e-23,1.2155858972474724e-23,1.9443135209740521e-26,7.8468202800115066e-29,8.5055924737961867e-31,1.4560577194575235e-27,1.0306453434388224e-33,4.4380540788759583e-37,2.1117014282658942e-37,2.8682778625322707e-35
3.2811862649676393e-11,0.5046857069490819,154.0,0.0,0.0,0.0,0.99999835873313669,1.0,18.999999959451742,1.8926011367353577e-07,6.9694742847063728e-07,6.6399495829347801e-07,3.6747865455386584e-08,6.0927392599256446e-13,1.2328487600948408e-09,2.506985657275399e-08,3.3083469452611983e-13,2.4195017982411058e-08,3.7971707484822574e-09,1.0180196415784089e-15,1.7219645319623085e-11,6.6271443723892342e-17,2.1743132080572748e-12,4.1289953156674695e-14,4.1332408800416822e-14,2.6081995257617568e-17,1.637356637127677e-17,1.2221178418884448e-12,3.9994751819600944e-31,3.8520012780205571e-31,3.8520032518595034e-31,5.3472767863724174e-16,2.6113133262282142e-12,2.5995523056218302e-20,1.5395536914080515e-20,2.2314979638851597e-15,2.3120444417271963e-15,8.2113224362103987e-23,1.5158913432796798e-19,3.0632787929190276e-30,1.0826747408933898e-24,1.7454789444147135e-23,1.6345987749790012e-23,2.8086420097048032e-26,1.217845041649257e-28,1.3203608509431184e-30,2.0923279156458231e-27,1.7196907063667397e-33,7.4903588078475715e-37,3.2786172706906387e-37,4.6804670693374027e-35
