Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58)
7.755061724700752e-09,0.39960893474991427,154.0,0.0,0.0,0.0,0.99852814151954394,1.0,18.999743843749766,0.00011966451926874688,0.0006223960778782118,0.00037314879274448644,0.00025174514815953601,5.0192425367171812e-10,8.3246124454585896e-09,4.3567025864549893e-05,4.7331414376160983e-12,4.8843333213951745e-05,3.3367955855711331e-06,5.2496256055855347e-12,7.4103822619508531e-06,4.5078360452945707e-14,8.0587263877512799e-08,8.3896229590336609e-07,8.3992010200562554e-07,5.4229147664128852e-10,3.6436171862515368e-10,6.5630994826233378e-07,6.4210560098167554e-14,6.2896799446030909e-14,6.2930940618195428e-14,1.5817522754327825e-07,9.1428073004477486e-07,4.3064961315581897e-10,4.0215679784390849e-16,1.365805855324757e-09,1.1987939909265663e-09,5.0772059543603281e-11,6.2920432658408417e-12,7.7084901733915902e-16,9.3148814564225506e-16,5.257281540473344e-12,3.5064080404947309e-12,1.3911100271674359e-12,5.3671626924431678e-13,2.2931444063207021e-14,2.123691339655809e-13,8.5535591182209627e-15,1.4679275500893537e-16,7.235433359656968e-21,3.9240433089149564e-16,2.2973476054670713e-15,1.1937758010478688e-14
8.098365675601305e-09,0.39960890891403883,154.0,0.0,0.0,0.0,0.99846278048174952,1.0,18.999732368188848,0.00012494015446127437,0.00064986704875396944,0.00038946475074939409,0.00026296890421202918,5.240776242295957e-10,8.3241085095466971e-09,4.5494200784479241e-05,4.732831618886661e-12,5.1004176822376939e-05,3.4841038960150301e-06,5.483673881896437e-12,8.0800032645880701e-06,4.7068418571763086e-14,8.4280944528009854e-08,9.1769980487378166e-07,9.1875258550153959e-07,5.9318722571254872e-10,3.9856244924145483e-10,7.2146976228461524e-07,8.0254421514408527e-14,7.8703898294570747e-14,7.8748574603803196e-14,1.8007626281886831e-07,9.9668662366185078e-07,5.1162615418983827e-10,4.4023644563075295e-16,1.4508712390356362e-09,1.272971203547594e-09,6.0554594082476475e-11,6.9426227750210238e-12,9.4493259632264135e-16,1.0607699015761607e-15,6.2396666078314826e-12,4.1002624970854715e-12,1.6964904002071421e-12,6.61463606683661e-13,2.8760212487919345e-14,2.6337586898383496e-13,1.114950390773807e-14,1.9765478794931636e-16,9.0745559418113166e-21,5.223647811147994e-16,2.9328985534431694e-15,1.3946687588518852e-14
8.441669626501859e-09,0.39960888309256526,154.0,0.0,0.0,0.0,0.9983974026693474,1.0,18.999720891852704,0.00013021395182493577,0.00067733045902981283,0.00040577396153173526,0.00027418799260462491,5.4622487369557981e-10,8.3236044308797427e-09,4.7421238019132912e-05,4.7325217206426309e-12,5.3164889252710877e-05,3.6313715065796965e-06,5.7176248237905315e-12,8.7784924091866265e-06,4.9057926856529939e-14,8.7973110224967059e-08,9.999637069847872e-07,1.0011166408823901e-06,6.4636244619177077e-10,4.3429511358011066e-10,7.9019846770663609e-07,9.9346718029472688e-14,9.7540665987119e-14,9.7598458538134197e-14,2.0390650774870826e-07,1.0826320297429382e-06,6.0350619010460568e-10,4.8031986506204757e-16,1.5364925597793615e-09,1.3476042457047037e-09,7.1686218272676251e-11,7.6301800246132399e-12,1.1478727944144806e-15,1.2014818211718951e-15,7.3525307504437836e-12,4.761355940379853e-12,2.051142762245575e-12,8.0756593128009317e-13,3.5708112949589288e-14,3.237080224779804e-13,1.4360637107720822e-14,2.6268476920272712e-16,1.1266793322748278e-20,6.8691430871644577e-16,3.7052624034334052e-15,1.6201793151033269e-14
8.784973577402412e-09,0.39960885728541473,154.0,0.0,0.0,0.0,0.99833200814887824,1.0,18.999709414709692,0.00013548591178984929,0.00070478622926915433,0.00042207635623540556,0.00028540236599611105,5.6836593801295964e-10,8.3231002100129518e-09,4.9348137593876894e-05,4.7322117431994217e-12,5.5325470539630361e-05,3.7785979913203425e-06,5.9514774440645067e-12,9.5058379555858599e-06,5.1046879552955233e-14,9.166374538265855e-08,1.0857524267888457e-06,1.0870108118954727e-06,7.0181611598674833e-10,4.7155902476115581e-10,8.625577332894032e-07,1.2189975512638457e-13,1.1982285307073139e-13,1.1989682585175292e-13,2.2974664595938433e-07,1.1721147135031313e-06,7.0722433306376172e-10,5.2244163249174848e-16,1.6226023086520185e-09,1.4226362224725128e-09,8.4285344170161587e-11,8.3553655965926371e-12,1.3828407866456933e-15,1.3541053613188737e-15,8.6067051465077188e-12,5.4937228713860356e-12,2.4603492822429741e-12,9.7746138254435262e-13,4.3925353654761852e-14,3.945805166236799e-13,1.829468896471218e-14,3.4494639455311762e-16,1.3859540113317898e-20,8.9319420013629018e-16,4.6361559664293741e-15,1.8722631646088155e-14
9.128277528302966e-09,0.3996088314925087,154.0,0.0,0.0,0.0,0.99826659698690234,1.0,18.999697936728243,0.0001407560347863657,0.00073223428010348263,0.00043837186609495813,0.00029661197710787146,5.9050075317993706e-10,8.3225958475015577e-09,5.1274899527189623e-05,4.7319016868725324e-12,5.7485920709833538e-05,3.9257829246572849e-06,6.1852307568203674e-12,1.0262028080168452e-05,5.3035270911680351e-14,9.5352834391100338e-08,1.1750643688524333e-06,1.1764336274248311e-06,7.5954720008679768e-10,5.1035348722271632e-10,9.3860918074054084e-07,1.4836080182643372e-13,1.4600251182869206e-13,1.4609627646469013e-13,2.5767726495864435e-07,1.2651323864847061e-06,8.2375312727637358e-10,5.6663629778164686e-16,1.7091410952762502e-09,1.4980172548957982e-09,9.8475312720119363e-11,9.1188295861881772e-12,1.6531879764034967e-15,1.5191214888270475e-15,1.001341481748916e-11,6.3014229620349715e-12,2.9296859146602875e-12,1.1737339239307624e-12,5.3574088810666366e-14,4.7730765008032807e-13,2.3071934554612517e-14,4.4798918626134733e-16,1.6903960205880173e-20,1.1494255626458269e-15,5.749599827749373e-15,2.1529506058699454e-14
9.471581479203519e-09,0.3996088057137693,154.0,0.0,0.0,0.0,0.99820116924999713,1.0,18.999686457876816,0.00014602432124506795,0.00075967453223343897,0.00045466042243665701,0.00030781677872461624,6.1262925525049239e-10,8.3220913439008187e-09,5.3201523831528075e-05,4.7315915519775503e-12,5.9646239783017136e-05,4.0729258813817067e-06,6.4188837774806557e-12,1.1047050875962432e-05,5.5023095188356899e-14,9.9040361674141325e-08,1.2678979177164204e-06,1.2693836014531192e-06,8.1955465053712587e-10,5.506777967037192e-10,1.0184143838498284e-06,1.7921340672417682e-13,1.7656949474210407e-13,1.7668728077773417e-13,2.8777885493684139e-07,1.3616827066461012e-06,9.5410298099936703e-10,6.1293838381667428e-16,1.7960566704366959e-09,1.5737036138340824e-09,1.1438438664666616e-10,9.9212215924326195e-12,1.9624465814153312e-15,1.6970106642730156e-15,1.1584274418984738e-11,7.1885377625616891e-12,3.4650231927930693e-12,1.3991139263284683e-12,6.4828722988661465e-14,5.7330671881196981e-13,2.8825926560853494e-14,5.7589926524893599e-16,2.045508280929959e-20,1.4650166564716069e-15,7.0720474297176563e-15,2.4643463620557006e-14
9.814885430104072e-09,0.3996087799491176,154.0,0.0,0.0,0.0,0.99813572500475756,1.0,18.999674978123931,0.00015129077159677163,0.00078710690642989315,0.00047094195667953025,0.00031901672369510632,6.3475138033525573e-10,8.3215866997660276e-09,5.5128010514085714e-05,4.731281338830144e-12,6.1806427772734604e-05,4.2200264366614591e-06,6.6524355228035573e-12,1.1860894352744239e-05,5.7010346643725041e-14,1.0272631170774876e-07,1.3642514378964706e-06,1.365859233063393e-06,8.81837406439087e-10,5.925312402440444e-10,1.1020348676259188e-06,2.149787016351201e-13,2.1205295002906754e-13,2.1219968096523804e-13,3.2013180757142144e-07,1.4617632784525772e-06,1.099322097174791e-09,6.6138238602087671e-16,1.8833030679005417e-09,1.6496569621833337e-09,1.3214574324352852e-10,1.0763190708971304e-11,2.3143301048942034e-15,1.8882528268583383e-15,1.3331284055854987e-11,8.1591677660096835e-12,4.0725268003679863e-12,1.6564786191838211e-12,7.7876202413332122e-14,6.8410160529185404e-13,3.5704222038641618e-14,7.3335279635516143e-16,2.4571894358622986e-20,1.8506755625676503e-15,8.6325148761715857e-15,2.8086294043489152e-14
9.999999999999999e-09,0.3996087541984756,154.0,0.0,0.0,0.0,0.99810042967210921,1.0,18.999668787686183,0.0001541297577464261,0.00080189555146902166,0.00047971826273093528,0.00032505386776854491,6.4667728873476874e-10,8.3213145300574752e-09,5.6166743528153723e-05,4.731114034948529e-12,6.297117870477845e-05,4.2993274875780322e-06,6.7783277069914224e-12,1.2311686672543965e-05,5.8081662306310481e-14,1.0471317052585314e-07,1.4176668316801931e-06,1.4193428797040598e-06,9.1636502798334111e-10,6.1573354885339553e-10,1.1487291439128024e-06,2.3649765318625803e-13,2.3342490381822606e-13,2.3358955451087469e-13,3.3853948328899937e-07,1.5171923424358059e-06,1.1841767960064694e-09,6.8840507673066476e-16,1.9304704964857215e-09,1.6907109503496128e-09,1.4253989968621718e-10,1.1233844600837311e-11,2.5231203455838318e-15,1.9970831123570031e-15,1.4350730478464578e-11,8.7186486951996224e-12,4.4323070792241707e-12,1.809582940458769e-12,8.5725238150892308e-14,7.5055325449544191e-13,3.9936052219113433e-14,8.3235580286212881e-16,2.7048465069540774e-20,2.0919039511003478e-15,9.5837413361592386e-15,3.0087079792792465e-14
1.0158189381004626e-08,0.3996087541984756,154.0,0.0,0.0,0.0,0.99807026431779444,1.0,18.999663497438153,0.00015655538627252472,0.00081453132353501699,0.00048721640033642336,0.00033021176493287411,6.5686706460236919e-10,8.3210819156525023e-09,5.7054359577456656e-05,4.7309710477460534e-12,6.3966484687150797e-05,4.3670841660467838e-06,6.8858850108979327e-12,1.2703546437142979e-05,5.8997019543690889e-14,1.0641066898992428e-07,1.4641232739319928e-06,1.4658590064893741e-06,9.4639439398183632e-10,6.3591309620583191e-10,1.1895321074342642e-06,2.5621669292773476e-13,2.5302281422579999e-13,2.532041895329392e-13,3.5481641483448628e-07,1.5653716529685474e-06,1.2604964027089392e-09,7.1200277187405961e-16,1.970839849607802e-09,1.7258436906923204e-09,1.5189746706631376e-10,1.1645385515139428e-11,2.7127337082344002e-15,2.0933273801612504e-15,1.5266825121470085e-11,9.2174297871353601e-12,4.7586579485514968e-12,1.9488524254324704e-12,9.2916293984486231e-14,8.1132633628100946e-13,4.3869101912169304e-14,9.2567209750001019e-16,2.9317426554149551e-20,2.3185281638331838e-15,1.0462711363414425e-14,3.1880527777982676e-14
1.050149333190518e-08,0.39960872846176493,154.0,0.0,0.0,0.0,0.99800478725573383,1.0,18.999652015788097,0.00016181816570360764,0.00084194770446335636,0.00050348368501504804,0.00034140185541694428,6.7897624427835501e-10,8.3205769921156053e-09,5.8980571020218842e-05,4.7306606790410943e-12,6.6126410529706905e-05,4.5140986454760916e-06,7.1192312612383594e-12,1.3574994972745762e-05,6.0983108159404459e-14,1.1009341802157967e-07,1.5675117504245415e-06,1.5693813911550137e-06,1.0132245264671685e-09,6.8082263429019403e-10,1.2809675281362696e-06,3.0352754059535677e-13,3.0009130176055193e-13,3.0031388509080343e-13,3.9191286780346728e-07,1.6725053279515723e-06,1.4387494764003079e-09,7.6483398042912763e-16,2.0586314408459325e-09,1.8022343349291026e-09,1.7378254252510309e-10,1.2568454066969353e-11,3.1617344988338823e-15,2.3127131786794546e-15,1.7403656160914281e-11,1.0367454618884961e-11,5.530173581730339e-12,2.2794071941628363e-12,1.1016185278720217e-13,9.5672860936643437e-13,5.3498282146509878e-14,1.1588844016785528e-15,3.4758840768164178e-20,2.8822414144417088e-15,1.2597170155296383e-14,3.6049434298043997e-14
1.0844797282805733e-08,0.3996087027389074,154.0,0.0,0.0,0.0,0.99793929388521552,1.0,18.99964053314244,0.00016707911032153337,0.0008693559702029007,0.00051974374241902657,0.00035258694819255356,7.0107885564897705e-10,8.3200719297107452e-09,6.0906644837445514e-05,4.7303502330311479e-12,6.8286205299705489e-05,4.6610694512816922e-06,7.3524732946801207e-12,1.4475227720204131e-05,6.2968606767337139e-14,1.1377454331961599e-07,1.6744151720444883e-06,1.6764248416821548e-06,1.0823267043138262e-09,7.2725911554009767e-10,1.3764025032297083e-06,3.5755282510608323e-13,3.5391439147408168e-13,3.5418570529424175e-13,4.3150125547494807e-07,1.7831617479480098e-06,1.6352424755207629e-09,8.1991042183013528e-16,2.1466465449667974e-09,1.8788030637586956e-09,1.9794884637697114e-10,1.3533043888034125e-11,3.6655917433179815e-15,2.5468885150822539e-15,1.9754908758045354e-11,1.1613384937022153e-11,6.394126430685789e-12,2.6514623421105866e-12,1.2983907874235621e-13,1.1221732883801773e-12,6.4785615752828864e-14,1.4397832635912363e-15,4.0967509025193481e-20,3.5571518784761774e-15,1.50733800363824e-14,4.0617020413672002e-14
1.1188101233706286e-08,0.3996086770298249,154.0,0.0,0.0,0.0,0.9978737842728933,1.0,18.999629049469895,0.00017233822055804732,0.00089675604181615218,0.00053599650434893529,0.00036376699637186811,7.2317483506010173e-10,8.3195667289933822e-09,6.2832581021153564e-05,4.7300397100321617e-12,7.0445868992825229e-05,4.8079961601955172e-06,7.5856101334741759e-12,1.5404232357341667e-05,6.4953509649359067e-14,1.1745402943226238e-07,1.7848318235358053e-06,1.7869877978961732e-06,1.1536998150605895e-09,7.7522179234242262e-10,1.4758983539904178e-06,4.1897680207260767e-13,4.1519331005173175e-13,4.1552193691848995e-13,4.7366156358167433e-07,1.8973383043903162e-06,1.8511740610533037e-09,8.7726647683105009e-16,2.2348576287330371e-09,1.9555272311350482e-09,2.2454914011976827e-10,1.4539801960307423e-11,4.2287470148020248e-15,2.7963311081014217e-15,2.2334083446325113e-11,1.2959373427457593e-11,7.357864929243865e-12,3.0684849135714896e-12,1.5218776297613461e-13,1.3096458677953948e-12,7.7941784921449189e-14,1.7759926035012854e-15,4.8019091738318994e-20,4.3603995210434087e-15,1.7931917185888548e-14,4.5608028612195218e-14
1.153140518460684e-08,0.399608651334439,154.0,0.0,0.0,0.0,0.99780825848543298,1.0,18.999617564739225,0.00017759549684512744,0.00092414784044119098,0.00055224190270334488,0.00037494195313469666,7.4526411891856063e-10,8.319061390519011e-09,6.4758379560696139e-05,4.7297291103601356e-12,7.2605401601573178e-05,4.95487834935485e-06,7.8186408012820322e-12,1.6361996479262605e-05,6.6937811092816377e-14,1.2113186093569442e-07,1.8987599697398584e-06,1.9010686848505113e-06,1.2273427333816614e-09,8.2470990843830549e-10,1.5795163486153115e-06,4.885276447900227e-13,4.8467601233169321e-13,4.8507170303033674e-13,5.1847367341278625e-07,2.0150323356959979e-06,2.0877803215907744e-09,9.369364963152623e-16,2.3232404698704674e-09,2.0323869834629524e-09,2.5374106228824473e-10,1.5589374715144487e-11,4.8558242823653869e-15,3.0615180909938472e-15,2.5155045643320967e-11,1.440958111217159e-11,8.4290330096219905e-12,3.534089567807909e-12,1.7746152445477643e-13,1.5212559062167498e-12,9.3194982652538399e-14,2.1760333785755528e-15,5.5993612373903152e-20,5.3110667305275692e-15,2.1216577418039183e-14,5.1047935429700329e-14
1.1874709135507393e-08,0.3996086256526719,154.0,0.0,0.0,0.0,0.99774271658951175,1.0,18.99960607891926,0.00018285093961498426,0.00095153128729274041,0.00056847986947985789,0.00038611177172920427,7.6734664369300654e-10,8.3185559148431777e-09,6.668404044310694e-05,4.7294184343311326e-12,7.4764803115682875e-05,5.1017155963080303e-06,8.0515643231906294e-12,1.7348507598461656e-05,6.8921505390608426e-14,1.2480802242419732e-07,2.0161978556259944e-06,2.0186659128578799e-06,1.3032543211064474e-09,8.7572269893644362e-10,1.6873177013667247e-06,5.6697867468655127e-13,5.631586584449986e-13,5.6363244721218343e-13,5.6601736063731017e-07,2.1362411273681995e-06,2.3463346959008775e-09,9.9895480081584085e-16,2.4117737590347315e-09,2.1093649153792134e-09,2.8568712065219103e-10,1.6682408024303127e-11,5.5516299502535043e-15,3.3429260005136411e-15,2.8232021608762295e-11,1.5968175851269528e-11,9.6155697906309758e-12,4.0520385023927497e-12,2.0592803740544104e-13,1.7592404291035551e-12,1.1079158333270163e-13,2.6493928694490991e-15,6.4975529209084739e-20,6.4303225458217046e-15,2.4974508738147463e-14,5.6962949853752095e-14
1.2218013086407947e-08,0.39960859998444537,154.0,0.0,0.0,0.0,0.9976771586518175,1.0,18.99959459197887,0.0001881045493000606,0.00097890630366322855,0.00058471033677614333,0.00039727640547262429,7.8942234591477248e-10,8.3180503025214814e-09,6.8609563653402171e-05,4.7291076822612561e-12,7.6924073522464522e-05,5.248507479020153e-06,8.2843797257271791e-12,1.8363753144934859e-05,7.0904586841264683e-14,1.2848249850982802e-07,2.137143706313014e-06,2.1397778775122037e-06,1.3814334272334407e-09,9.2825939032242666e-10,1.7993635717181283e-06,6.5514957972958988e-13,6.514870877412403e-13,6.5205141479188498e-13,6.1637229413094676e-07,2.2609619120979335e-06,2.6281478941628201e-09,1.0633556800365582e-15,2.5004387494838849e-09,2.1864457678269022e-09,3.205546843160811e-10,1.7819547190920917e-11,6.3211528531501804e-15,3.6410307663391708e-15,3.157959442603794e-11,1.7639331001507105e-11,1.0925709171098566e-11,4.626241319867292e-12,2.37869250003747e-13,2.025967300861674e-12,1.3099680180495827e-13,3.2065965688667835e-15,7.5053804333669374e-20,7.7415720609180461e-15,2.9256344169871239e-14,6.3380011758580052e-14
1.25613170373085e-08,0.39960857432968155,154.0,0.0,0.0,0.0,0.99761158473904776,1.0,18.999583103886973,0.00019335632633303188,0.0010062728109238501,0.00060093323679096683,0.00040843580775196592,8.1149116217872503e-10,8.3175445541095507e-09,7.0534949174845302e-05,4.728796854466661e-12,7.9083212807113228e-05,5.3952535758787591e-06,8.5170860368739294e-12,1.9407720466291561e-05,7.2887049749021675e-14,1.3215527382854973e-07,2.2615957270845681e-06,2.2644029597043423e-06,1.4618788879401748e-09,9.8231920046541703e-10,1.9157150635012312e-06,7.5390762083270942e-13,7.5055828946093474e-13,7.5122713103881134e-13,6.696180348061905e-07,2.3891918698679305e-06,2.9345678178805448e-09,1.1301733923736945e-15,2.5892189488141199e-09,2.2636161632987536e-09,3.585159757207073e-10,1.9001436940475671e-11,7.1695642127285568e-15,3.9563077009082568e-15,3.5212700007030559e-11,1.9427224214424613e-11,1.2367979339088819e-11,5.2607548440223181e-12,2.7358159476136491e-13,2.3239385664280742e-12,1.540953405743147e-13,3.8592826593274473e-15,8.6321970033159553e-20,9.2706109796566309e-15,3.4116334815241444e-14,7.0326790373886507e-14
1.2904620988209054e-08,0.3996085486883027,154.0,0.0,0.0,0.0,0.99754599491790841,1.0,18.99957161461256,0.00019860627114680614,0.0010336307305256226,0.00061714850182522122,0.00041958993202472177,8.3355302914412091e-10,8.317038670163061e-09,7.2460196989179194e-05,4.7284859512635437e-12,8.124222095298008e-05,5.54195346569951e-06,8.749682286082912e-12,2.0480396827867513e-05,7.4868888423899569e-14,1.3582633304241849e-07,2.3895521034088255e-06,2.3925395256419587e-06,1.5445895265959408e-09,1.0379013386266979e-09,2.0364332240544976e-06,8.6416882631112678e-13,8.6132187011871096e-13,8.6211087628985614e-13,7.2583403444581695e-07,2.5209281280581194e-06,3.266979478477347e-09,1.1994421644386401e-15,2.6780998478243645e-09,2.3408643737845895e-09,3.9974806254772821e-10,2.022872141178744e-11,8.1022175599760831e-15,4.2892314896202079e-15,3.9146623120187563e-11,2.1336036359164152e-11,1.3951202206255854e-11,5.9597828913761901e-12,3.1337619100790768e-13,2.6557937624675062e-12,1.8039202486276921e-13,4.6202790664588495e-15,9.8878192677318754e-20,1.1045785293194709e-14,3.9612483113300206e-14,7.7831682788407716e-14
1.3247924939109607e-08,0.39960852306023054,154.0,0.0,0.0,0.0,0.99748038925511373,1.0,18.999560124124656,0.0002038543841745235,0.0010609799840004452,0.00063335606428294991,0.00043073873181957251,8.5560788353545728e-10,8.3165326512377269e-09,7.4385307076829446e-05,4.7281749729681343e-12,8.340109794181061e-05,5.6886067277318623e-06,8.9821675042906344e-12,2.1581769412838989e-05,7.6850097181778907e-14,1.3949566083680064e-07,2.5210110009634608e-06,2.5241859268745851e-06,1.629564153777947e-09,1.0950050054705315e-09,2.1615790433731122e-06,9.8689917442982769e-13,9.8478151755739381e-13,9.8570815796496472e-13,7.8509963453977254e-07,2.656167761552722e-06,3.6268049145769765e-09,1.2711961905813082e-15,2.7670686820465205e-09,2.4181801173906622e-09,4.4443284952746368e-10,2.1502044148061178e-11,9.1246486273412523e-15,4.6402761813670072e-15,4.3396993441725649e-11,2.3369950556374359e-11,1.5684492775820157e-11,6.7276760029175096e-12,3.575790398325398e-13,3.0243131983045389e-12,2.1021242528243968e-13,5.5036830741401982e-15,1.1282533422957045e-19,1.30981560514414e-14,4.5806676266097275e-14,8.5923812489337472e-14
1.359122889001016e-08,0.39960849744538757,154.0,0.0,0.0,0.0,0.99741476781738447,1.0,18.999548632392358,0.00020910066584955687,0.0010883204929621518,0.00064955585667237183,0.00044188216073709008,8.7765566214332418e-10,8.3160264978892932e-09,7.6310279417082834e-05,4.7278639198966986e-12,8.5559843753954399e-05,5.8352129416647175e-06,9.2145407239327557e-12,2.2711825322338097e-05,7.8830670344476911e-14,1.4316324191860718e-07,2.6559705656599817e-06,2.6593405003178792e-06,1.7168015672870466e-09,1.1536293930747336e-09,2.2912134532604056e-06,1.1231157640857379e-12,1.1219964616295896e-12,1.1230801794282797e-12,8.4749406512550424e-07,2.7949077928489519e-06,4.0155031079765182e-09,1.3454696324143686e-15,2.8561142219489936e-09,2.4955543800337785e-09,4.9275707014979511e-10,2.2822048087935259e-11,1.0242575214288594e-14,5.0099151793596974e-15,4.7979781629863581e-11,2.5533151310921819e-11,1.7577258451815068e-11,7.5689311406796677e-12,4.0653121182537785e-13,3.43242120671744e-12,2.4390346794696356e-13,6.5249434866571562e-15,1.2827101148453418e-19,1.5461669198359722e-14,5.2764819803661801e-14,9.4633027938698623e-14
1.4277836791811269e-08,0.3996084462550777,154.0,0.0,0.0,0.0,0.99728347788403393,1.0,18.999525645071174,0.00021958773687622425,0.001142974964217533,0.00068193186180614401,0.0004641527207060638,9.2172973950654619e-10,8.3150137901462438e-09,8.0159810767720853e-05,4.7272415906909393e-12,8.9876941763629284e-05,6.128282546218578e-06,9.6789473048460026e-12,2.5057935109928666e-05,8.2789887201737755e-14,1.5049310289216365e-07,2.9363841814203965e-06,2.9401674384545844e-06,1.8980598806899756e-09,1.2754370559982408e-09,2.5641914759181325e-06,1.4403385773978095e-12,1.4422156003079222e-12,1.4436805172395055e-12,9.819857737350637e-07,3.0828768775677777e-06,4.8855378930448187e-09,1.501711243069673e-15,3.0343971466096643e-09,2.65044787550928e-09,6.0109483941516913e-10,2.5604668256523604e-11,1.2788695457562942e-14,5.8068664259223191e-15,5.8208175814141143e-11,3.0264153035636557e-11,2.1880302122833034e-11,9.490245342566146e-12,5.2012421657886478e-13,4.3798396063947667e-12,3.2439550025914234e-13,9.050103634059491e-15,1.6411254933708041e-19,2.1273398255078329e-14,6.9257474187738811e-14,1.140257266308432e-13
1.4895783903432267e-08,0.39960840022826266,154.0,0.0,0.0,0.0,0.99716526366319391,1.0,18.999504951917238,0.00022901984192639802,0.0011921332974572285,0.00071104301788425849,0.00048417739229524725,9.6137157722032673e-10,8.3141018990262548e-09,8.3623917661206662e-05,4.726681241845024e-12,9.3761881128412718e-05,6.3918800784525152e-06,1.009652051717759e-11,2.7267399811534989e-05,8.6350951798464818e-14,1.5708385107721496e-07,3.2007097130873872e-06,3.2048926488197428e-06,2.0689187704414097e-09,1.3902565370882552e-09,2.8258327225449306e-06,1.7832529666004328e-12,1.7892707732313426e-12,1.7911685168002003e-12,1.1145214247749687e-06,3.3539894753326142e-06,5.7827038775664617e-09,1.6512871165697324e-15,3.1950268255083121e-09,2.7899825625120004e-09,7.1301757243059942e-10,2.8275113390676568e-11,1.5467880999952465e-14,6.5924507263764273e-15,6.8717661240540578e-11,3.5006196017093453e-11,2.6398780858894537e-11,1.1518425244452138e-11,6.4233701403155303e-13,5.4003079949709371e-12,4.140143639617004e-13,1.1979922447580377e-14,2.0267386117055471e-19,2.7973970246135083e-14,8.7461739280056927e-14,1.3390382380760496e-13
1.5494762466362822e-08,0.39960835565405073,154.0,0.0,0.0,0.0,0.99705063035976649,1.0,18.999484889659009,0.00023815676165243269,0.0012397544665601076,0.00073923555477327201,0.00050357009364343172,9.997737538110071e-10,8.3132175919172175e-09,8.6981263777990037e-05,4.7261378669515152e-12,9.7527162138914142e-05,6.6472345178610939e-06,1.0500915293975945e-11,2.9497547053052203e-05,8.9800656528585187e-14,1.6346666265994829e-07,3.4677184860777201e-06,3.4723150866117849e-06,2.241511948374307e-09,1.5062417852249722e-09,3.0942212265701761e-06,2.1747122688391186e-12,2.1864207564590749e-12,2.1888348707781902e-12,1.2538307489815468e-06,3.6275581307270323e-06,6.7647786560364691e-09,1.8045661561788883e-15,3.3508470039345455e-09,2.9253227871984358e-09,8.357284121315545e-10,3.1017420281899401e-11,1.8452541181606395e-14,7.4183917148520475e-15,8.0183019708767051e-11,4.0064337991430485e-11,3.1423393961527436e-11,1.3784005519332159e-11,7.8119793325251819e-13,6.5616676807230237e-12,5.1896435660483083e-13,1.5541754535755268e-14,2.4648809356253709e-19,3.607580682592214e-14,1.0863142832454412e-13,1.5555258491278489e-13
1.6093741029293376e-08,0.399608311118564,154.0,0.0,0.0,0.0,0.99693595036480254,1.0,18.999464823000924,0.00024728811513194312,0.0012873474608508623,0.00076740310192477748,0.0005229455264466156,1.0381531365656082e-09,8.3123328866787845e-09,9.0338190102033929e-05,4.7255942707316421e-12,0.00010129204336590825,6.9024373967225453e-06,1.090494997089668e-11,3.1814747248244704e-05,9.3248313755098139e-14,1.6984385414413199e-07,3.7453453579559945e-06,3.7503826635000921e-06,2.4209684547027944e-09,1.6268395798152779e-09,3.3774830042580736e-06,2.631607012594088e-12,2.6510667870435014e-12,2.6541093247726129e-12,1.4042345046115805e-06,3.9117192341698007e-06,7.8665904344903697e-09,1.9661926817386692e-15,3.5067589722811041e-09,3.0607287039789096e-09,9.7360208777213526e-10,3.3914593062168417e-11,2.1855557715741179e-14,8.3103173600711878e-15,9.3003451620570512e-11,4.5599371770810246e-11,3.7142850147149147e-11,1.6373503870150484e-11,9.4248953123347425e-13,7.9133945246829934e-12,6.4435137199840133e-13,1.9952541036739401e-14,2.9737979466105601e-19,4.6059084147693116e-14,1.3377298924479044e-13,1.7972909158791784e-13
