Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39)
5.743921447949261e-10,0.817142700521997,154.0,0.0,0.0,0.0,0.99993603165509493,1.0,18.999995198099928,9.2284188228865779e-06,2.3607390601462984e-05,1.8925286257075514e-05,4.7394357119975358e-06,9.203085297628538e-12,8.9477880579274305e-09,3.4706494666319555e-06,5.2331943792680168e-12,3.9123648999864841e-06,6.0993750911778243e-08,9.7805034514643161e-14,1.0367905087092523e-08,8.1629239729292525e-16,2.2830236267010743e-09,1.4311445541819213e-09,1.4318921538973855e-09,4.4812230203881985e-13,2.9947738002839056e-13,7.5474646965227095e-10,5.7341665195593535e-21,5.4819652908718466e-21,5.4821612135670161e-21,5.5028469724210205e-12,1.4550608630402515e-09
5.859938191942105e-10,0.8171426999670529,154.0,0.0,0.0,0.0,0.99993473953456513,1.0,18.999995079117703,9.4147642355152764e-06,2.4084166484260157e-05,1.9285466651952736e-05,4.8571232674875067e-06,9.3889512105932414e-12,8.9477780317107369e-09,3.540830735344561e-06,5.2331876178792247e-12,3.9914790123390566e-06,6.222921610236459e-08,1.0023368607902249e-13,1.0790916516510873e-08,8.328268928289074e-16,2.3527662009647779e-09,1.5073811682741653e-09,1.5081686356430581e-09,4.7200303639578633e-13,3.154642946458819e-13,7.8562878490277471e-10,6.4988030774683182e-21,6.213196719908677e-21,6.2134235226334962e-21,5.8493675420629277e-12,1.5136944707634296e-09
5.975954935934949e-10,0.8171426994118381,154.0,0.0,0.0,0.0,0.99993344741084522,1.0,18.999994960074037,9.6011075962941452e-06,2.4560940510599324e-05,1.9645582224639827e-05,4.9748710979053174e-06,9.5748163977273897e-12,8.9477680164459195e-09,3.611011899045461e-06,5.2331808551251273e-12,4.0705930362432562e-06,6.3464676468399514e-08,1.0266358150423977e-13,1.122238478488158e-08,8.49361323796027e-16,2.4229565703138665e-09,1.5859190895030174e-09,1.5867476293723913e-09,4.9660494414076716e-13,3.319348824461149e-13,8.1713388694465074e-10,7.3460733780287079e-21,7.0234866149984073e-21,7.0237483695769351e-21,6.2100208167387609e-12,1.5734810573361715e-09
6.091971679927794e-10,0.8171426988563812,154.0,0.0,0.0,0.0,0.99993215528393531,1.0,18.999994840975059,9.7874489052425254e-06,2.5037712680175983e-05,2.0005639105947983e-05,5.0926730725580017e-06,9.7606808589251682e-12,8.9477580441029896e-09,3.6811929577197499e-06,5.2331740920700864e-12,4.149706971682536e-06,6.4700132009202834e-08,1.0509459427451418e-13,1.1662309837718109e-08,8.6589569018655941e-16,2.4935797371816435e-09,1.6667727981409805e-09,1.6676436229540097e-09,5.2193256626217731e-13,3.4889219852308684e-13,8.4926198398240311e-10,8.2828700760451647e-21,7.9194339333296547e-21,7.9197351468034964e-21,6.5850803338405019e-12,1.634420578535671e-09
6.207988423920638e-10,0.8171426983007078,154.0,0.0,0.0,0.0,0.99993086315383584,1.0,18.999994721826297,9.9737881623797682e-06,2.5514482992685726e-05,2.0365642814536686e-05,5.210523672855066e-06,9.9465445940686667e-12,8.9477480265227184e-09,3.7513739114077711e-06,5.233167330509546e-12,4.2288208187026231e-06,6.5935582723990011e-08,1.0752661050570671e-13,1.2110691620528577e-08,8.8242999199001792e-16,2.5646212345434352e-09,1.7499562899624092e-09,1.7508706195042101e-09,5.4799029180492178e-13,3.6633919573037421e-13,8.8201328412921124e-10,9.3164930921022685e-21,8.9080280263241818e-21,8.9083736768638326e-21,6.9748193977614041e-12,1.6965129938055086e-09
6.324005167913483e-10,0.8171426977448419,154.0,0.0,0.0,0.0,0.9999295710205468,1.0,18.999994602632704,1.0160125367725215e-05,2.5991251447824224e-05,2.0725598318034412e-05,5.3284179311926869e-06,1.0132407603026349e-11,8.9477379988297704e-09,3.8215547600931687e-06,5.2331605681846124e-12,4.307934577285314e-06,6.717102861189297e-08,1.0995952768410147e-13,1.2567530078815782e-08,8.9896422919308458e-16,2.6360671043246854e-09,1.8354830933352537e-09,1.8364421544876715e-09,5.7478236323105505e-13,3.8427872828980173e-13,9.1538799541221454e-10,1.0454663659869978e-20,9.9966621456661054e-21,9.9970577205817823e-21,7.3795110973835374e-12,1.7597582658888463e-09
6.440021911906327e-10,0.8171426971888038,154.0,0.0,0.0,0.0,0.99992827888406854,1.0,18.999994483398769,1.0346460521298212e-05,2.646801804528702e-05,2.1085510088056184e-05,5.4463513759404966e-06,1.0318269885694702e-11,8.9477280268075483e-09,3.8917355037454839e-06,5.2331538048731875e-12,4.3870482473965045e-06,6.8406469672178948e-08,1.1239325353108397e-13,1.3032825158077152e-08,9.1549840178761115e-16,2.7079038769465087e-09,1.9233662856215398e-09,1.9243713121265414e-09,6.0231288156359024e-13,4.027135552539878e-13,9.4938632577760999e-10,1.1705538481139482e-20,1.1193147055529566e-20,1.119359859145317e-20,7.7994283223386468e-12,1.8241563604982638e-09
6.556038655899171e-10,0.8171426966326125,154.0,0.0,0.0,0.0,0.99992698674440128,1.0,18.999994364128501,1.0532793623118103e-05,2.6944782784769653e-05,2.1445382149727023e-05,5.564319981922051e-06,1.0504131441959095e-11,8.9477180218595128e-09,3.9619161424052617e-06,5.2331470429341118e-12,4.4661618290821182e-06,6.9641905904114453e-08,1.1482770498128312e-13,1.3506576803804787e-08,9.3203250976422942e-16,2.7801185519282242e-09,2.0136185089226358e-09,2.0146707411539699e-09,6.3058581132477643e-13,4.2164634383039761e-13,9.8400848309555144e-10,1.3077723983434245e-20,1.2505724746109871e-20,1.25062388714203e-20,8.2348437781123e-12,1.8897072460185874e-09
6.672055399892016e-10,0.817142696076285,154.0,0.0,0.0,0.0,0.99992569460154557,1.0,18.999994244825537,1.0719124673204237e-05,2.7421545665967781e-05,2.1805218126260549e-05,5.6823201258397949e-06,1.0689992271681297e-11,8.9477079836859152e-09,4.0320966760724426e-06,5.2331402809836882e-12,4.5452753223422974e-06,7.0877337306846789e-08,1.1726280726270575e-13,1.398878496148544e-08,9.4856655310905602e-16,2.8526985794732557e-09,2.1062519852028771e-09,2.1073526699456628e-09,6.5960498527934972e-13,4.4107967257401294e-13,1.0192546751648311e-09,1.4580290675220982e-20,1.3943082243733641e-20,1.3943666223298253e-20,8.6860300000597496e-12,1.9564108932394071e-09
6.78807214388486e-10,0.8171426955198364,154.0,0.0,0.0,0.0,0.99992440245550129,1.0,18.999994125493131,1.0905453671575953e-05,2.7898306688577027e-05,2.216502127908693e-05,5.8003485461502229e-06,1.0875852374759765e-11,8.9476980062348968e-09,4.102277104703607e-06,5.2331335176551398e-12,4.624388727128309e-06,7.2112763879587116e-08,1.1969849306863637e-13,1.4479449576600519e-08,9.6510053181341821e-16,2.925631842971078e-09,2.2012785308227775e-09,2.2024289210607296e-09,6.8937410899258191e-13,4.6101603445523432e-13,1.055125109717346e-09,1.6222787593922904e-20,1.5514365512992089e-20,1.5515027295297518e-20,9.1532593664000428e-12,2.024267275114321e-09
6.904088887877704e-10,0.8171426949632811,154.0,0.0,0.0,0.0,0.99992311030626879,1.0,18.999994006134212,1.1091780618252601e-05,2.837506585229292e-05,2.252479454397485e-05,5.9184023069448835e-06,1.1061711751085542e-11,8.9476880163553409e-09,4.1724574283322042e-06,5.2331267552286156e-12,4.7035020434780474e-06,7.334818562161576e-08,1.2213470181232762e-13,1.4978570594626086e-08,9.8163444586885488e-16,2.9989066423536906e-09,2.2987095705109612e-09,2.2999109252209301e-09,7.1989676521227185e-13,4.8145783980917749e-13,1.0916199944223424e-09,1.801525684211322e-20,1.7229193446507639e-20,1.7229941713253691e-20,9.6368041102524871e-12,2.0932763665442249e-09
7.020105631870549e-10,0.8171426944066307,154.0,0.0,0.0,0.0,0.99992181815384862,1.0,18.99999388675143,1.1278105513253519e-05,2.8851823156811128e-05,2.2884540563546755e-05,6.0364787654376201e-06,1.1247570400511879e-11,8.9476779718775665e-09,4.2426376469774204e-06,5.2331199934927654e-12,4.7826152714133374e-06,7.4583602532119028e-08,1.2457137895607504e-13,1.5486147961032849e-08,9.9816829526101723e-16,3.0725116782502882e-09,2.3985561508019264e-09,2.3998097347555106e-09,7.5117641808316953e-13,5.024074191721093e-13,1.1287395368904364e-09,1.9968248207438391e-20,1.909767193810711e-20,1.9098516156337989e-20,1.013693633077691e-11,2.1634381441822633e-09
7.136122375863393e-10,0.8171426938498966,154.0,0.0,0.0,0.0,0.99992052599824088,1.0,18.999993767347167,1.1464428356598055e-05,2.9328578601827326e-05,2.3244261716547675e-05,6.154575542698138e-06,1.1433428322938151e-11,8.9476679831548144e-09,4.3128177605883038e-06,5.2331132303621336e-12,4.8617284108769213e-06,7.5819014610272439e-08,1.2700847540716793e-13,1.6002181621286188e-08,1.014702079980843e-15,3.1464360368885013e-09,2.5008289529650732e-09,2.5021360365369947e-09,7.8321641720181034e-13,5.2386702601039907e-13,1.1664839446774163e-09,2.2092833861988265e-20,2.1130408035333357e-20,2.1131358512180723e-20,1.0653928003476499e-11,2.2347525862582681e-09
7.252139119856238e-10,0.8171426932930892,154.0,0.0,0.0,0.0,0.9999192338394457,1.0,18.999993647923567,1.1650749148305553e-05,2.9805332187037108e-05,2.360396014419154e-05,6.2726904973077659e-06,1.1619285518264488e-11,8.9476580084953139e-09,4.3829977691838249e-06,5.2331064674586001e-12,4.9408414618903592e-06,7.7054421855339152e-08,1.2944594697430151e-13,1.6526671520846125e-08,1.0312358000207641e-15,3.2206691756947539e-09,2.6055383054487205e-09,2.6069001644317443e-09,8.1602000151923775e-13,5.4583883934701167e-13,1.2048534252878281e-09,2.4400623136992573e-20,2.3338524167381327e-20,2.3339592107494251e-20,1.1188050989719108e-11,2.3072196724207414e-09
7.368155863849082e-10,0.8171426927362172,154.0,0.0,0.0,0.0,0.99991794167746362,1.0,18.999993528482538,1.1837067888395357e-05,3.0282083912136123e-05,2.3963637773877009e-05,6.3908217016455032e-06,1.1805141986333627e-11,8.947647963775308e-09,4.4531776728024734e-06,5.2330997057200689e-12,5.0199544244972076e-06,7.8289824266543645e-08,1.3188375387825736e-13,1.7059617605167327e-08,1.0477694553657313e-15,3.2952009095501851e-09,2.7126941958614046e-09,2.714112111287538e-09,8.4959030309857353e-13,5.6832496629025696e-13,1.2438481861783486e-09,2.6903777368882266e-20,2.5733672444695193e-20,2.573487001043246e-20,1.173957704553036e-11,2.3808393835946337e-09
7.484172607841926e-10,0.8171426921792889,154.0,0.0,0.0,0.0,0.99991664951229475,1.0,18.999993409025841,1.202338457688681e-05,3.0758833776820107e-05,2.4323296340535526e-05,6.5089674205416749e-06,1.1990997727043768e-11,8.9476379588800565e-09,4.5233574713935063e-06,5.2330929429246197e-12,5.0990672986404321e-06,7.9525221843053997e-08,1.3432186031126073e-13,1.7601019819699117e-08,1.0643030460063986e-15,3.3700213976620314e-09,2.8223062825113612e-09,2.8237815404791102e-09,8.8393035073399249e-13,5.9132744446921719e-13,1.2834684347609569e-09,2.9615024812908832e-20,2.8328049026610019e-20,2.8329389401070444e-20,1.2308777829708928e-11,2.4556117018533338e-09
7.600189351834771e-10,0.8171426916223118,154.0,0.0,0.0,0.0,0.9999153573439391,1.0,18.999993289555011,1.2209699213799258e-05,3.1235581780784709e-05,2.4682937405847944e-05,6.6271260920628615e-06,1.2176852740308656e-11,8.9476279968610322e-09,4.59353716495532e-06,5.2330861796633289e-12,5.1781800843183768e-06,8.0760614584101831e-08,1.3676023404051293e-13,1.8150878109885471e-08,1.0808365719364416e-15,3.4451211310136139e-09,2.9343839055237967e-09,2.9359177970312501e-09,9.190430734372929e-13,6.1484824438000128e-13,1.3237143784059072e-09,3.2547675620665727e-20,3.1134408553564438e-20,3.1135906006531472e-20,1.28959249113116e-11,2.5315366103034551e-09
7.716206095827615e-10,0.8171426910652916,154.0,0.0,0.0,0.0,0.99991406517239767,1.0,18.999993170071477,1.2396011799152036e-05,3.1712327923725619e-05,2.5042562375542454e-05,6.7452963102153293e-06,1.2362707025958758e-11,8.947617959099923e-09,4.6637167535422688e-06,5.2330794177070376e-12,5.2572927815924644e-06,8.1996002488933578e-08,1.3919884605134876e-13,1.8709192421165031e-08,1.0973700331396894e-15,3.5204909203588989e-09,3.048936097554429e-09,3.0505299183379732e-09,9.5493130379782408e-13,6.3888927164673592e-13,1.3645862244445101e-09,3.5715636878002641e-20,3.4166078640550166e-20,3.4167748597427047e-20,1.3501289776553031e-11,2.6086140929811366e-09
7.83222283982046e-10,0.8171426905082354,154.0,0.0,0.0,0.0,0.99991277299767001,1.0,18.999993050576492,1.2582322332964499e-05,3.2189072205338577e-05,2.5402172514965375e-05,6.8634768093754589e-06,1.2548560583887353e-11,8.9476079351294632e-09,4.7338962371129674e-06,5.2330726552761973e-12,5.3364053904161893e-06,8.3231385556731469e-08,1.4163767022576184e-13,1.9275962698971063e-08,1.1139034296063412e-15,3.5961218847302856e-09,3.1659715941166842e-09,3.1676266444951258e-09,9.9159778122121495e-13,6.6345236920096431e-13,1.4060841801717361e-09,3.9133427699966039e-20,3.7436974428599082e-20,3.74388335424115e-20,1.4125143835162337e-11,2.6868441347587148e-09
