Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930)
3.861890507708305e-08,0.31627823779309455,154.0,0.0,0.0,0.0,0.99972546125118522,0.99999999955698449,18.99989289828196,2.6096555059708169e-05,0.00012036799336954418,1.818247963921177e-05,0.00010458261193186271,3.360101320147945e-10,1.9029662707845072e-11,4.0920228530219538e-07,1.0431608262849683e-15,2.8677978455885491e-07,2.3007045527238835e-06,5.4501095677385448e-12,2.0586894078555216e-06,7.1186274637092536e-14,4.711084431355916e-10,5.4083679908068191e-09,5.4251823188146631e-09,9.3474980960133873e-12,7.171610841927721e-12,1.8891366505495788e-07,1.7534231227698086e-17,1.7275731303517355e-17,1.7276502578945734e-17,5.85568583461438e-08,1.5906542368192055e-07,6.5932664597553593e-11,4.4467454996559223e-17,2.1107014271936215e-12,2.9679994122072951e-12,2.9511380647490232e-13,2.2688738348431309e-13,1.0902814539761387e-18,1.4110384270729122e-17,7.4136176876372913e-14,3.6965485559596947e-14,1.2296649447704685e-14,4.2477784929406163e-14,3.2655744721208993e-17,1.7901543796603175e-14,1.0049833551557529e-16,1.090027132336858e-17,4.9400707855710074e-24,3.2816425786416264e-18,1.3571469865811785e-16,2.0395399442508642e-16,1.0770151675055952e-15,3.6175768473539158e-21,5.3407605937988443e-21,4.850442503508042e-17,3.2591195100294328e-21,7.2075466072212266e-16,5.3669248172270954e-17,7.6799279455227952e-15,3.6692794833284189e-17,3.3855882683080785e-17,7.3474512388477688e-17,8.5274918766217217e-23,4.1050963625716673e-22,4.2185643275462013e-17,2.950761175162281e-26,5.183934525694923e-21,1.0888318737553044e-22,4.7355289094531666e-23,3.9062096796633277e-18,1.9423758916987706e-23,1.1748899555166333e-21,4.3853476838373878e-11,4.4010210946229658e-11,3.5515339738308582e-10
4.0343924124822596e-08,0.31627822912716375,154.0,0.0,0.0,0.0,0.99971311244053318,0.99999999951646634,18.999888088359565,2.7257693512828643e-05,0.00012573121516765959,1.8972125276353382e-05,0.00010926736528194789,3.5098161489196579e-10,1.9029435939774594e-11,4.2747814570329136e-07,1.0431479412329762e-15,2.9958812592954325e-07,2.4032287538722298e-06,5.6942459422085762e-12,2.2465509575819812e-06,7.4358483774028515e-14,4.9245508885870109e-10,5.9097260306578769e-09,5.9281283010769054e-09,1.0214022803590247e-11,7.8364732850010865e-12,2.0883691001089464e-07,2.1880411665429108e-17,2.1561519525627006e-17,2.1562527470473162e-17,6.6675175262996285e-08,1.7352820888362321e-07,7.8429486247399325e-11,4.8954817767629038e-17,2.2546070282167044e-12,3.1690102162945365e-12,3.5164298213311619e-13,2.5135336687215926e-13,1.3391042548368622e-18,1.6068114455973092e-17,8.7378376099837698e-14,4.2751067618395483e-14,1.4717646550492952e-14,5.1603036288575074e-14,3.9505896678722655e-17,2.2065245087215681e-14,1.2691894576832029e-16,1.4465115690300444e-17,5.9763432153094459e-24,4.2870266989690025e-18,1.6983092930745418e-16,2.4120856020391427e-16,1.2797706029440445e-15,4.2784045688693589e-21,6.5024285823631074e-21,5.9140957504088775e-17,3.411857169761773e-21,7.544622179459075e-16,5.6182477418753729e-17,8.4149422617720678e-15,4.020461686363329e-17,3.7096242940059443e-17,8.0502319870632977e-17,1.0132850290192784e-22,4.4977472173261259e-22,4.5718504519573951e-17,3.197874386851826e-26,5.6180663783135756e-21,1.4029636005981354e-22,5.6270244776207661e-23,4.9670246713875099e-18,2.4698704081334959e-23,1.6079954962254335e-21,4.7761664983595073e-11,4.6158837178901976e-11,3.89614916165436e-10
4.206894317256214e-08,0.3162782204616865,154.0,0.0,0.0,0.0,0.99970075637213018,0.99999999947417728,18.999883278034126,2.8418445044682277e-05,0.00013109303752709649,1.9761616475813051e-05,0.00011395120131377367,3.6594918448603314e-10,1.9029209044264037e-11,4.4575377197053284e-07,1.0431350477339473e-15,3.1239631526507567e-07,2.5057261587008861e-06,5.9383345130859092e-12,2.4425972010034398e-06,7.7529863794410073e-14,5.1379764673752584e-10,6.4332907384038903e-09,6.4533565416540664e-09,1.1118928592731541e-11,8.5307864881299245e-12,2.2997957624121989e-07,2.7048321398101049e-17,2.6658662482876195e-17,2.6659964894817735e-17,7.5510144159996476e-08,1.8861813990235249e-07,9.262242778037183e-11,5.3707637107109701e-17,2.4002864720614668e-12,3.3723928614008635e-12,4.1592580516877526e-13,2.7734688517071982e-13,1.6298906924615633e-18,1.8198827076664957e-17,1.0225263515986466e-13,4.9121232198445378e-14,1.7481180818915702e-14,6.2144698893075805e-14,4.7398815972893299e-17,2.6954721022551785e-14,1.5865574427941557e-16,1.8959483100628908e-17,7.1703627178351072e-24,5.5375055120998841e-18,2.105154604619141e-16,2.833139917809973e-16,1.5097269511315809e-15,5.0252821809804226e-21,7.852847403536098e-21,7.1520347931674647e-17,3.5646227816933242e-21,7.8816149071408024e-16,5.8695089464670664e-17,9.1835638483899402e-15,4.387701405560488e-17,4.0484768467175596e-17,8.7851223159627051e-17,1.1953577602845386e-22,4.9083380281111801e-22,4.9388478925610745e-17,3.4545782592922291e-26,6.0690472425320567e-21,1.7876807383926218e-22,6.6381197677985705e-23,6.2548826041745451e-18,3.1102630857593717e-23,2.1740304193530358e-21,5.1826698680984088e-11,4.8312788870049286e-11,4.2568489163088231e-10
4.3793962220301685e-08,0.3162782117966576,154.0,0.0,0.0,0.0,0.99968839305588997,0.99999999943011808,18.999878467306015,2.9578809770901375e-05,0.00013645342867927283,2.0550948492134052e-05,0.00011863409028087143,3.8091275198040266e-10,1.9028981992157134e-11,4.6402916418426428e-07,1.0431221481635516e-15,3.2520435268532857e-07,2.6081961589215842e-06,6.1823737286198605e-12,2.6468257804017081e-06,8.0700395903236381e-14,5.351360151673189e-10,6.9790570713143648e-09,7.0008626607597662e-09,1.2062206829291796e-11,9.2545438096754489e-12,2.5237073000452377e-07,3.3149201847180526e-17,3.2677233277344122e-17,3.2678898773909915e-17,8.5091900689849109e-08,2.0433490276561971e-07,1.0865809262589509e-10,5.8732230631808535e-17,2.5475850650264124e-12,3.5779345051430424e-12,4.8863982792051203e-13,3.0490484132846719e-13,1.9673934925996247e-18,2.0509805294301497e-17,1.1887519491225184e-13,5.610477497717941e-14,2.061826667504645e-14,7.424453087240443e-14,5.6438448641141701e-17,3.2657325639411584e-14,1.9647797429433168e-16,2.4569411498706226e-17,8.5378539788236496e-24,7.0788264165634191e-18,2.5867889126665758e-16,3.3066796279550446e-16,1.7691815374116716e-15,5.8652644653127568e-21,9.4128577288072018e-21,8.5836707252060691e-17,3.7174244177497267e-21,8.2185265319510799e-16,6.1207098025055667e-17,9.9857837246601174e-15,4.7709945192192777e-17,4.4021421154210692e-17,9.5521137395049602e-17,1.400786336741711e-22,5.336864053495731e-22,5.3195564806563884e-17,3.7208726745860978e-26,6.5368769114938845e-21,2.2546990839848036e-22,7.7789158924390127e-23,7.8061030312358447e-18,3.8816140149918746e-23,2.906200618268328e-21,5.6047416953072588e-11,5.0472110348315524e-11,4.6336410852436712e-10
4.551898126804123e-08,0.3162782031320749,154.0,0.0,0.0,0.0,0.99967602250176779,0.99999999938428874,18.999873656175485,3.0738787807092778e-05,0.00014181235687833255,2.1340116460397453e-05,0.00012331600258492009,3.958722290278655e-10,1.9028754841928528e-11,4.8230432240542272e-07,1.0431092378503608e-15,3.3801223829645392e-07,2.7106381496422946e-06,6.4263620494947413e-12,2.8592342894740118e-06,8.387006133243474e-14,5.5647001249155029e-10,7.5470198989129186e-09,7.570642218311718e-09,1.304384840562205e-11,1.0007738296277792e-11,2.7603941455913759e-07,4.0303853833246093e-17,3.9736804934231546e-17,3.9738914411281683e-17,9.5450555235912797e-08,2.2067817352863504e-07,1.266890976860243e-10,6.4034910936843858e-17,2.6963618937449522e-12,3.7854418442512994e-12,5.7049078053694423e-13,3.340641096501214e-13,2.3566531837860548e-18,2.3008326146405473e-17,1.3736461666469211e-13,6.3730473846040529e-14,2.4161259638314181e-14,8.8051158338018562e-14,6.6734115623121636e-17,3.9266474320544355e-14,2.4122589493511089e-16,3.1507756415572182e-17,1.0095354785416923e-23,8.9628677520787797e-18,3.1531267096711695e-16,3.8368295808657021e-16,2.0605199162291847e-15,6.8056687877714331e-21,1.1204552366640624e-20,1.0229591918760613e-16,3.8702670269685277e-21,8.5553509161735289e-16,6.3718456479379795e-17,1.0821593635985793e-14,5.1703367146550993e-17,4.7706161372377721e-17,1.0351198213346571e-16,1.6314595708961708e-22,5.7833207994043977e-22,5.7139690055460296e-17,3.9967525888563487e-26,7.0215465235665313e-21,2.817035043085955e-22,9.0599018986379396e-23,9.6609441354695526e-18,4.8039417934520892e-23,3.8442218828723106e-21,6.0422667094131e-11,5.2636733362473433e-11,5.0265344566419962e-10
4.7244000315780774e-08,0.3162781944679403,154.0,0.0,0.0,0.0,0.99966364471976155,0.99999999933668993,18.999868844642634,3.1898379268837919e-05,0.00014716979041124305,2.212911531602727e-05,0.00012799690885689335,4.1082752646735586e-10,1.9028527457184793e-11,5.0057924667860957e-07,1.0430963277543362e-15,3.5081997219293348e-07,2.8130515200913357e-06,6.6702979378247952e-12,3.0798202733762922e-06,8.7038841306394864e-14,5.7779946865561812e-10,8.1371739107781414e-09,8.1626906230914291e-09,1.4063844620270483e-11,1.0790363188010874e-11,3.0101464943191904e-07,4.8643067116920198e-17,4.7966881781781306e-17,4.7969529997150688e-17,1.0661619211728335e-07,2.3764761828826077e-07,1.4687406367133682e-10,6.9621985460861241e-17,2.8464878678307379e-12,3.9947382046604969e-12,6.6221254234529325e-13,3.6486153501132186e-13,2.8030023355728181e-18,2.5701660397186764e-17,1.5784162014237407e-13,7.202706188305586e-14,2.8143854968577184e-14,1.0372008622612063e-13,7.8400571465258223e-17,4.6881798557878894e-14,2.9381421394309522e-16,4.001663257277122e-17,1.1860224906871797e-23,1.1248158639633929e-17,3.8149290235129176e-16,4.4278617587515824e-16,2.3862152802441757e-15,7.8540739398606472e-21,1.325129505138171e-20,1.2111582078482566e-16,4.0231561402473771e-21,8.8920822093224035e-16,6.622912040361228e-17,1.1690985094724596e-14,5.5857247641292704e-17,5.1538958944084987e-17,1.1182367627048624e-16,1.8893356646663153e-22,6.247703733556073e-22,6.1220774517608433e-17,4.282212396005939e-26,7.5230462308493928e-21,3.489085828715144e-22,1.0491952170075183e-22,1.1863844333281844e-17,5.8993436645579851e-23,5.0352253252618605e-21,6.4951304568168296e-11,5.4806564288943607e-11,5.4355378887946731e-10
4.896901936352032e-08,0.3162781858042555,154.0,0.0,0.0,0.0,0.99965125971991042,0.99999999928732186,18.999864032707507,3.3057584271692848e-05,0.00015252569757748526,2.2917940003623725e-05,0.00013267677974902737,4.2577855729870957e-10,1.9028300157796895e-11,5.1885393703318549e-07,1.0430833923077408e-15,3.6362755445834165e-07,2.9154356748378025e-06,6.9141798815261087e-12,3.3085812287679197e-06,9.0206717114803122e-14,5.9912429238666689e-10,8.7495135532801121e-09,8.7770030654169872e-09,1.5122184669576898e-11,1.1602410395352946e-11,3.2732542957242142e-07,5.8308019433439054e-17,5.7507301623885028e-17,5.7510598916272675e-17,1.1861886880321176e-07,2.5524289319418348e-07,1.6937760547597288e-10,7.5499756242386347e-17,2.9978447009879836e-12,4.2056620755890149e-12,7.6456710717732358e-13,3.9733393155677524e-13,3.3120672166363226e-18,2.8597072166724851e-17,1.8042896317541347e-13,8.1023247863910766e-14,3.2601083666840161e-14,1.2141366423883283e-13,9.1558047005274595e-17,5.5609258753107454e-14,3.5523530638197228e-16,5.0370040011201681e-17,1.3850652551826263e-23,1.4000432895019601e-17,4.5838392246274668e-16,5.0841944146599001e-16,2.7488279514223861e-15,9.0183172824352692e-21,1.5577729231897086e-20,1.4252628737746426e-16,4.1761012423660659e-21,9.2287223235267819e-16,6.8739104814521086e-17,1.259394859372222e-14,6.0171521524787971e-17,5.5519754704712176e-17,1.204561267994431e-16,2.1764418063562207e-22,6.7300076616752203e-22,6.5438806129944333e-17,4.5772512511165158e-26,8.041374546610368e-21,4.2867102652391647e-22,1.2086324189369077e-22,1.4463665889695089e-17,7.1921166579101931e-23,6.5348098777299902e-21,6.9632192872015348e-11,5.6981618244008061e-11,5.8606589706778252e-10
5.069403841125986e-08,0.3162781771410195,154.0,0.0,0.0,0.0,0.9996388675122958,0.99999999923618488,18.999859220370322,3.4216402931188366e-05,0.00015788004673853961,2.3706585595554927e-05,0.0001373555858169398,4.4072522977464052e-10,1.9028072210595805e-11,5.3712839348431236e-07,1.0430704900690162e-15,3.7643498516613945e-07,3.0177899851242793e-06,7.1580063063267115e-12,3.5455146038560076e-06,9.337366996364821e-14,6.2044438851736829e-10,9.3840331025463536e-09,9.4135745991868327e-09,1.6218861343651027e-11,1.2443873914666431e-11,3.550007246012014e-07,6.9450628157584402e-17,6.85085917651222e-17,6.8512665913561107e-17,1.3148861521609383e-07,2.7346364446096835e-07,1.943703225383617e-10,8.1674519904735312e-17,3.1503247395262255e-12,4.4180669313897075e-12,8.7834454757643782e-13,4.3151808162817549e-13,3.8897672743053169e-18,3.1701819349811297e-17,2.0525136672267452e-13,9.0747746375762792e-14,3.7569308055555841e-14,1.4130104429771997e-13,1.0633228338184299e-16,6.5561211715215808e-14,4.2656204567020646e-16,6.2876607708291837e-17,1.608565951304867e-23,1.7293203759650766e-17,5.4724148077001011e-16,5.810391421034785e-16,3.1510049697641752e-15,1.0306496653371676e-20,1.8209777641724653e-20,1.6676922922903205e-16,4.3291125636783401e-21,9.5652737797607486e-16,7.1248429384228586e-17,1.3530474233374995e-14,6.4646186369475964e-17,5.9648544161713652e-17,1.2940924529536373e-16,2.4948738452268323e-22,7.2302276385212904e-22,6.9793789041342471e-17,4.8818694470185987e-26,8.5765319908882132e-21,5.2273051734901225e-22,1.3854656729806218e-22,1.7513926515695516e-17,8.7088727499791832e-23,8.4082243623479802e-21,7.4464203543010452e-11,5.9161952872613684e-11,6.3019046841290779e-10
5.241905745899941e-08,0.31627816847823215,154.0,0.0,0.0,0.0,0.9996264681070397,0.99999999918327953,18.999854407631268,3.5374835362829973e-05,0.0001632328062075508,2.4495047194576804e-05,0.00014203329761784046,4.556674633589732e-10,1.9027845303677565e-11,5.5540261603192348e-07,1.0430574865868689e-15,3.8924226437894202e-07,3.1201138998251089e-06,7.4017757698305848e-12,3.7906177984408448e-06,9.6539681276106718e-14,6.4175958526404047e-10,1.0040726757425592e-08,1.0072400214657913e-08,1.7353858344117459e-11,1.3314742353431773e-11,3.8406947825003447e-07,8.2233913830179753e-17,8.1132336693559302e-17,8.1137334917927032e-17,1.4525543307820856e-07,2.9230950838289983e-07,2.2202878867832026e-10,8.8152567169705917e-17,3.3038302927952006e-12,4.6318202735513782e-12,1.004362984016789e-12,4.6745073520982538e-13,4.5423160957278587e-18,3.5023152226277579e-17,2.3243542352219923e-13,1.012292627009923e-13,4.3086219830819592e-14,1.6355818050633085e-13,1.2285457854526595e-16,7.6856494459112087e-14,5.0895068792363575e-16,7.7882373916359498e-17,1.8585108203784841e-23,2.120834651697985e-17,6.4941598525074559e-16,6.6111614929821384e-16,3.595479655785613e-15,1.1726961958486459e-20,2.1174646744300539e-20,1.9409863501508836e-16,4.4821973288713462e-21,9.9017315449627218e-16,7.3757055950021862e-17,1.4500553084607821e-14,6.9281095910865222e-17,6.3925197691562052e-17,1.3868293453504672e-16,2.8467959446111046e-22,7.7483582433209093e-22,7.4285659895825161e-17,5.1960625460802891e-26,9.1285107548005781e-21,6.3298800407067556e-22,1.5808967931503036e-22,2.1073026495305996e-17,1.0478651810718007e-22,1.0731607232383404e-20,7.9446216223903078e-11,6.1347523500547007e-11,6.7592828519219104e-10
5.414407650673895e-08,0.31627815981589175,154.0,0.0,0.0,0.0,0.99961406151430554,0.99999999912860615,18.999849594490659,3.6532881682098026e-05,0.00016858394450301839,2.5283319855892256e-05,0.00014670988578946369,4.7060515186817169e-10,1.9027615545480049e-11,5.7367660466763111e-07,1.0430446912354104e-15,4.0204939215327082e-07,3.2224066925046775e-06,7.6454865292634104e-12,4.0438881639621692e-06,9.9704732100233488e-14,6.6306970766212467e-10,1.0719588520148408e-08,1.0753474765743729e-08,1.852717970349162e-11,1.421501617648001e-11,4.145606077490827e-07,9.6832414168665045e-17,9.5551595607071943e-17,9.555768671317892e-17,1.5994929516232495e-07,3.117801113494231e-07,2.5253554124115956e-10,9.4940183619668296e-17,3.458272070643938e-12,4.8468013040141684e-12,1.1434685542067467e-12,5.0516860925861498e-13,5.2762247560787367e-18,3.8568315964463234e-17,2.6210946389432866e-13,1.1249645486867228e-13,4.9190839168554039e-14,1.8836784957344479e-13,1.4126184568884065e-16,8.9620550464761709e-14,6.0364415239186583e-16,9.577364040213623e-17,2.1369710496351408e-23,2.5836697303748036e-17,7.6635617560965931e-16,7.4913573210112201e-16,4.0850710585943159e-15,1.328832977777378e-20,2.4500840497206577e-20,2.2478070402542728e-16,4.6353626587657231e-21,1.0238089124401542e-15,7.6264935134593369e-17,1.5504175555311095e-14,7.4076442743013384e-17,6.8349880355514343e-17,1.4827712497630771e-16,3.2344401460022846e-22,8.2843955648054373e-22,7.8914327574498539e-17,5.5198241888353882e-26,9.6972996953881065e-21,7.615136226177865e-22,1.7961652874906214e-22,2.5204488589517201e-17,1.2533040883182263e-22,1.3593283428908974e-20,8.4577118591053736e-11,6.353822650088343e-11,7.2328017052630994e-10
5.58690955544785e-08,0.3162781511540027,154.0,0.0,0.0,0.0,0.99960164774429772,0.99999999907216497,18.999844780948347,3.7690542004447732e-05,0.00017393342977234212,2.6071398595517363e-05,0.0001513853210425513,4.8553824868454845e-10,1.902739190361312e-11,5.9195035936599291e-07,1.0430313927172094e-15,4.1485636853340079e-07,3.3246680386317295e-06,7.8891375495922398e-12,4.3053230035506762e-06,1.0286880424973026e-13,6.843746548797407e-10,1.1420612227730926e-08,1.1456792893188985e-08,1.9738781450245295e-11,1.5144667849024257e-11,4.4650300305304117e-07,1.1343260262597655e-16,1.1195132514723239e-16,1.1195870182627358e-16,1.7560014451833358e-07,3.3187506986004182e-07,2.8607907026916328e-10,1.0204364733476948e-16,3.6135679433728732e-12,5.0628991047921179e-12,1.296535373399181e-12,5.4470838655203243e-13,6.0983041771493972e-18,4.2344544080622338e-17,2.9440343116346138e-13,1.2457793562016451e-13,5.5923511489949993e-14,2.1591963291435827e-13,1.6169666233007182e-16,1.039855459109037e-13,7.1197538047328245e-16,1.1697998979291367e-16,2.4461035148768044e-23,3.1278683840516263e-17,8.9961288284254146e-16,8.4559745859104151e-16,4.6226834185461938e-15,1.4999444516666989e-20,2.8218170648166842e-20,2.5909394620625403e-16,4.7886191919968687e-21,1.0574347285315992e-15,7.8772073207106164e-17,1.6541332556804679e-14,7.9031633911433729e-17,7.2922074971209344e-17,1.5819168043389527e-16,3.660105941091787e-22,8.838332053980561e-22,8.3679764295258616e-17,5.853152399584296e-26,1.0282895273554273e-20,9.1055503529943458e-22,2.0325481217554586e-22,2.9977209652142686e-17,1.490629933400288e-22,1.709519918946986e-20,8.9855806201915999e-11,6.5734051260439478e-11,7.7224683659504479e-10
5.759411460221804e-08,0.3162781424925595,154.0,0.0,0.0,0.0,0.99958922680726059,0.99999999901395653,18.999839967004906,3.8847816445309244e-05,0.00017928123086611753,2.6859278467798105e-05,0.00015605957408406187,5.0046660669860298e-10,1.9027161653093777e-11,6.1022388010415013e-07,1.0430185987024567e-15,4.2766319356520364e-07,3.4268969424235587e-06,8.1327266054931601e-12,4.5749195720740047e-06,1.0603187849821031e-13,7.0567432726649539e-10,1.2143791422131211e-08,1.2182349097064549e-08,2.0988699704362239e-11,1.610371611766484e-11,4.7992552592430279e-07,1.3223325131997843e-16,1.3052874823386098e-16,1.305376295263086e-16,1.9223789368815578e-07,3.5259399053812779e-07,3.228538076629466e-10,1.0946923296141843e-16,3.7696429828023013e-12,5.2800127789368605e-12,1.4644654942165542e-12,5.8610671453673358e-13,7.015664052537125e-18,4.6359070242520541e-17,3.2944881905691238e-13,1.3750231374645137e-13,6.3325902136441836e-14,2.4640986205571372e-13,1.843073020616175e-16,1.2009042382132045e-13,8.3537025338060775e-16,1.4197747724312599e-16,2.7881512604667403e-23,3.7644988973471113e-17,1.0508423286626501e-15,9.5101513565523606e-16,5.2113057432328678e-15,1.6869446704333045e-20,3.2357753494249267e-20,2.9732915090146108e-16,4.9419790285855778e-21,1.0910508157271938e-15,8.1278486802588942e-17,1.7612012100848459e-14,8.4147391442130276e-17,7.7642404369656418e-17,1.684265523537221e-16,4.1261599407611307e-22,9.4101649129784595e-22,8.8581967611726917e-17,6.1960470533245129e-26,1.0885297366709952e-20,1.0825454735078357e-21,2.2913595330851249e-22,3.5465704233346167e-17,1.7635479925283894e-22,2.1354554800345898e-20,9.528118247479719e-11,6.7935047883705564e-11,8.2282891695863441e-10
5.914233403776567e-08,0.3162781347192215,154.0,0.0,0.0,0.0,0.99957807281503819,0.99999999896020941,18.999835646107687,3.9886151722902312e-05,0.00018407946815340127,2.7566234058197401e-05,0.0001602537256340341,5.1386085744518901e-10,1.9026955476589565e-11,6.2662432291572837e-07,1.0430070644919958e-15,4.3915730035752633e-07,3.5186203269900683e-06,8.3512961964765636e-12,4.8238323511646484e-06,1.0886989991171619e-13,7.2478635112734038e-10,1.2811711396524718e-08,1.2852473497515562e-08,2.2143107217324349e-11,1.6989481820364895e-11,5.1120659232406714e-07,1.5115433152228326e-16,1.4922879987743552e-16,1.4923924186194465e-16,2.0803535267755532e-07,3.7172038190255718e-07,3.5877553200086979e-10,1.1641320497362859e-16,3.9103290930019626e-12,5.4756639890034807e-12,1.6286047796665686e-12,6.2487476499329813e-13,7.9262217117769189e-18,5.0170993852671273e-17,3.6335456555983759e-13,1.4984331577319601e-13,7.0575208895457766e-14,2.7644410470561056e-13,2.0657983354678549e-16,1.3614597374225717e-13,9.6019451058824678e-16,1.6807241620278135e-16,3.125084201468813e-23,4.4245640654723755e-17,1.2033252098922272e-15,1.0536884526371832e-15,5.7855609415231452e-15,1.8690770446639624e-20,3.6459254905132768e-20,3.3523417517161138e-16,5.0797169706012282e-21,1.1212130311553026e-15,8.3527380537513022e-17,1.8601493547057323e-14,8.887514260115667e-17,8.2004723320426128e-17,1.7788509385440016e-16,4.5808384688586811e-22,9.9386233957865646e-22,9.3098159796015728e-17,6.5119413652026486e-26,1.144026488409737e-20,1.2586056545538359e-21,2.543853861423895e-22,4.1067133809392332e-17,2.0420818299863275e-22,2.593225941601946e-20,1.0027451645238847e-10,6.9914858653823855e-11,8.69602873434559e-10
6.053573152975853e-08,0.31627812772352726,154.0,0.0,0.0,0.0,0.9995680292992053,0.9999999989106203,18.999831757024005,4.0820387856459778e-05,0.00018839668108326795,2.8202350797771282e-05,0.00016402761016822532,5.2591233420110044e-10,1.9026771401295564e-11,6.4138456025394727e-07,1.0429965518475661e-15,4.4950189227178114e-07,3.6011484438364931e-06,8.5479645203106493e-12,5.0534713877884789e-06,1.1142340831973502e-13,7.4198333704261605e-10,1.3428089917008577e-08,1.3470894034424997e-08,2.3208426419181743e-11,1.7806892774512582e-11,5.4041601762211417e-07,1.6997781546516002e-16,1.6783563978928885e-16,1.6784767603246848e-16,2.2297118212571011e-07,3.8936334600450606e-07,3.9359141208477391e-10,1.2289268829481207e-16,4.0373990638872582e-12,5.6523369540631342e-12,1.7877780765488169e-12,6.6109310492041949e-13,8.821037185021398e-18,5.3775128760846293e-17,3.9593649522325605e-13,1.6156750304494474e-13,7.7616834151028244e-14,3.057635560763385e-13,2.2832488378156118e-16,1.5198552249107442e-13,1.0849216864760222e-15,1.9487369855041666e-16,3.4540375520791435e-23,5.0985498877977244e-17,1.3552686563908902e-15,1.1529493292483158e-15,6.3415208808777596e-15,2.0451561704979742e-20,4.0483831319500717e-20,3.7244634014302357e-16,5.203764698976445e-21,1.1483518075485501e-15,8.555084683339799e-17,1.9515102323746815e-14,9.3240275788148724e-17,8.6032458549637419e-17,1.8661823835331063e-16,5.0210313443312129e-22,1.0426553210303809e-21,9.7256846966448259e-17,6.8028292509835833e-26,1.1951300756621332e-20,1.4363522264562855e-21,2.7883039456980805e-22,4.6708048741323046e-17,2.3225791228496937e-22,3.0756455198700965e-20,1.04868148565933e-10,7.1700196168118649e-11,9.1281290486337209e-10
6.192912902175139e-08,0.3162781207281255,154.0,0.0,0.0,0.0,0.99955798112529692,0.99999999885987911,18.999827867678832,4.1754372416596504e-05,0.00019271273944067112,2.8838329088709124e-05,0.00016780067171628685,5.379605830577066e-10,1.9026587110048737e-11,6.5614464485564305e-07,1.0429860458713883e-15,4.5984638548509952e-07,3.6836544539419818e-06,8.7445899502773579e-12,5.2884307265598142e-06,1.1397623281458901e-13,7.5917662015628895e-10,1.4058912583790576e-08,1.4103814230533637e-08,2.4298710528600776e-11,1.8643459970932205e-11,5.7064203520076492e-07,1.9062974915132458e-16,1.8825326411908815e-16,1.8826709289121403e-16,2.3860363308662381e-07,4.074127019227746e-07,4.3087802192998472e-10,1.2959339882632563e-16,4.1648660340604206e-12,5.8295236215811071e-12,1.9583321485025707e-12,6.9858866657886455e-13,9.7915442518329347e-18,5.7547480963099538e-17,4.3055039723825401e-13,1.7389207634829608e-13,8.5173255841438616e-14,3.3736873935481786e-13,2.5177006892194637e-16,1.6922793280992192e-13,1.2223112614725017e-15,2.251563631079972e-16,3.8087100981631695e-23,5.8560559033163638e-17,1.522221663814434e-15,1.2590065427601535e-15,6.9363127368427724e-15,2.2332917832466045e-20,4.4843090566273512e-20,4.1277077440687285e-16,5.3278978370840643e-21,1.175483643040541e-15,8.7573795661795794e-17,2.0450566129822249e-14,9.7709839655982658e-17,9.0156553947855448e-17,1.9556019455828634e-16,5.491970199920138e-22,1.0926149550874624e-21,1.0150466421267468e-16,7.0999515227410637e-26,1.2473289289482611e-20,1.6340096849020693e-21,3.0498280397274268e-22,5.2966963306812735e-17,2.6338067805015799e-22,3.6340044171493913e-20,1.0955558102577506e-10,7.3488830755299425e-11,9.5707817587765311e-10
