Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368)
2.4275769560071625e-09,0.7821887793022153,154.0,0.0,0.0,0.0,0.94799324528734363,1.0,18.999801785985895,0.0012401027912833859,0.004714114930793465,0.0043214099184489506,0.00018557941608110642,6.7417712778440332e-10,6.7453593936811147e-06,0.013994389354640242,6.1081308365369152e-08,0.027264213256225661,4.2448793177868098e-06,1.5169982124374383e-12,5.4562378178917581e-05,2.492368994993673e-14,1.0128195577057538e-05,0.00020111005336476636,0.00020117831396477561,2.9849327237515225e-08,1.7244455116481726e-08,4.2344585550235589e-06,4.2180867644922845e-10,5.6924917198239582e-10,5.7754000321924969e-10,1.7657890100751852e-07,8.1593014112727405e-06,5.7008696552643096e-09,5.2793774600843204e-15,3.7286826928095508e-06,1.8754356312677029e-06,1.8027831979821237e-08,4.2320640806136716e-10,1.7899720654093316e-12,3.7701820832770386e-14,3.6013803815663955e-10,2.6068537956319306e-10,9.1709545299284571e-11,2.1317957591677973e-12,8.6425297663669609e-12,3.6222215889278704e-12,2.3679128422929992e-13,8.7319920704931244e-16,6.6566809351170328e-18,3.7763312611272821e-14,2.7944874200912641e-14,4.7867590153081188e-11,2.0259914832717891e-12,5.4599408046516087e-14,3.4780839702602407e-13,7.7062727916752226e-10,4.8431411115800036e-13,7.2319228629790015e-09,1.6588977266373226e-10
2.4856373359713114e-09,0.7821888040158398,154.0,0.0,0.0,0.0,0.94678810990283047,1.0,18.999797278746055,0.0012687854667910341,0.0048206897509998877,0.0044141978805983494,0.00018959203574110369,6.8941846897948008e-10,6.7373000870466392e-06,0.014319040364375648,6.1003658663524568e-08,0.02789977068950119,4.3408687809117675e-06,1.5497989238860843e-12,5.7096917183630975e-05,2.5487289393356838e-14,1.035195961286448e-05,0.00021075832833094581,0.00021083098921353675,3.1281403403794695e-08,1.8071893138141743e-08,4.4428817267602606e-06,4.7086967245286837e-10,6.4055866641424161e-10,6.5012000121041073e-10,1.8896869737261918e-07,8.5426836323242784e-06,6.2492665168231885e-09,5.5322330810272726e-15,3.8279056165387895e-06,1.9249703685604193e-06,1.9782508260313922e-08,4.4491777856688517e-10,1.9811084545605934e-12,4.0366760542254074e-14,3.947785789295668e-10,2.8379111349110682e-10,1.0223361159835453e-10,2.3810048523726852e-12,9.7720065778553206e-12,4.0675034647248741e-12,2.7024017136098587e-13,1.0220595895070132e-15,7.5266348021980934e-18,4.410775175670084e-14,3.198073575538262e-14,5.1665054233029434e-11,2.1878386768040839e-12,5.8931229021134272e-14,3.7204484999018896e-13,8.2428423299287666e-10,5.0611642746601375e-13,7.5572983665492051e-09,1.7335983927625948e-10
2.5436977159354603e-09,0.7821888297583939,154.0,0.0,0.0,0.0,0.94558473742262195,1.0,18.999792783000949,0.0012974234888925005,0.0049269868931114688,0.0045065195586165207,0.00019358449245975281,7.0462009007517446e-10,6.7292525900860512e-06,0.014643229402396887,6.0926122550049265e-08,0.028534568334707102,4.4366080882864976e-06,1.5824348156217183e-12,5.9684529030471401e-05,2.6049420054298988e-14,1.057460075649755e-05,0.00022061679209582684,0.00022069406121359917,3.274467826618634e-08,1.8917359801341573e-08,4.6564629511635241e-06,5.2416222103728091e-10,7.1874239992385408e-10,7.2973117839954614e-10,2.0189739520481286e-07,8.9343557750204158e-06,6.8355577199862077e-09,5.7911844995221526e-15,3.9270141560161198e-06,1.9744364529692769e-06,2.1659621080712481e-08,4.6718919321932555e-10,2.1870253317609126e-12,4.3149155813734445e-14,4.3180817204280131e-10,3.0828206801672619e-10,1.1366103480370148e-10,2.6520155254883997e-12,1.1014412409706186e-11,4.5550758150764435e-12,3.0733401822206461e-13,1.1916847538058445e-15,8.4835700991347965e-18,5.132418392337599e-14,3.6480902228210822e-14,5.5656987361341065e-11,2.3580355537055629e-12,6.3484900032007671e-14,3.9732741729136368e-13,8.8025434310336745e-10,5.2832573779858412e-13,7.8887352629227974e-09,1.809692018381414e-10
2.601758095899609e-09,0.782188856524776,154.0,0.0,0.0,0.0,0.94438312481174747,1.0,18.999788298698856,0.0013260169236309614,0.0050330070673654578,0.004598376667538543,0.00019755686041869597,7.1978209264660942e-10,6.7212168822853029e-06,0.014966957142925298,6.0848699829388124e-08,0.029168607305703993,4.532097879627996e-06,1.6149064940339235e-12,6.2324928994663838e-05,2.6610085688844522e-14,1.0796123136391384e-05,0.00023068438072461439,0.00023076647344184474,3.423899387118236e-08,1.9780763830948368e-08,4.8752118135217993e-06,5.8192576089904855e-10,8.0427166515573953e-10,8.1685974311699386e-10,2.1537407456344855e-07,9.3342841612898769e-06,7.4613654020355993e-09,6.0562431644139988e-15,4.0260076928156551e-06,2.0238336468149087e-06,2.3664436750555183e-08,4.9002171079547964e-10,2.4084393226990616e-12,4.6051064391895181e-14,4.7132839452972047e-10,3.3420100969586988e-10,1.2604374236159801e-10,2.9461065318280612e-12,1.2377612328710836e-11,5.0878176006404662e-12,3.4835338451559976e-13,1.3843500121372071e-15,9.5335447745859674e-18,5.950671247947476e-14,4.1485630404475163e-14,5.9847722428970976e-11,2.5367698757718898e-12,6.8265364490961933e-14,4.2367374743450261e-13,9.3857653650184034e-10,5.5093773800152104e-13,8.2261688463758674e-09,1.8871637340027509e-10
2.7178788558279066e-09,0.7821889131087115,154.0,0.0,0.0,0.0,0.94198516708827362,1.0,18.999779364218341,0.0013830702946380255,0.0052442193438040742,0.0047807040102076136,0.0002054416255711789,7.4998764716797066e-10,6.7051807523191767e-06,0.015613031422371866,6.0694193786271766e-08,0.030434413670153405,4.7223314645823346e-06,1.6793596265314956e-12,6.7762960554845265e-05,2.7727036853167937e-14,1.1235828051245775e-05,0.00025144269535909409,0.00025153511190386893,3.7320118244927429e-08,2.1561020477951824e-08,5.3282504208070916e-06,7.1185452912537944e-10,9.993494758347455e-10,1.0157164618714724e-09,2.4400700360785547e-07,1.0158775329345488e-05,8.8381519064860571e-09,6.6047275853711551e-15,4.2236479812100972e-06,2.1224207178029401e-06,2.8078664424523485e-08,5.3737424905618298e-10,2.9006937518117364e-12,5.2221505741219466e-14,5.5825509030962564e-10,3.9049328787611905e-10,1.5389015474647107e-10,3.6088322484756776e-12,1.549937011872059e-11,6.3009298115782407e-12,4.4335278168509899e-13,1.8488262756181191e-15,1.1938011294685265e-17,7.9184071197114368e-14,5.3181758741444678e-14,6.8842656693624173e-11,2.9205900895400308e-12,7.8526135653357172e-14,4.7962708314328776e-13,1.0624302165151799e-09,5.9735280154815614e-13,8.9187704180992775e-09,2.0461826849461161e-10
2.833999615756204e-09,0.7821889737272111,154.0,0.0,0.0,0.0,0.93959421257308207,1.0,18.99977047489644,0.0014399461059464436,0.0054543322245039294,0.0049611935170196875,0.00021324691981069993,7.8003593975723783e-10,6.6891915338577233e-06,0.016257268572620602,6.0540138977518673e-08,0.031697198652730345,4.9115746195825309e-06,1.743163132923244e-12,7.3408758708222427e-05,2.8838172735765329e-14,1.1671107115667899e-05,0.00027302483468333657,0.00027312852989055199,4.0523523871618439e-08,2.3411939219903086e-08,5.8020727439324061e-06,8.6269420200693635e-10,1.2299560883440381e-09,1.2509943592349862e-09,2.7493736478671236e-07,1.1015889222430817e-05,1.0393129858272137e-08,7.177776164414963e-15,4.4208239394660094e-06,2.2207307314896828e-06,3.3068990948726102e-08,5.8698370078939905e-10,3.4638758881901776e-12,5.8893962279680305e-14,6.5640310428609392e-10,4.530072694133569e-10,1.8621789810739084e-10,4.3801602434711684e-12,1.9206272370201123e-11,7.7323156765864357e-12,5.577313743594118e-13,2.4375184047521684e-15,1.4793174760470346e-17,1.04048266819312e-13,6.7440054987782221e-14,7.8683429757090887e-11,3.3407542651073055e-12,8.9751845792580175e-14,5.4004125389788296e-13,1.1961461131478516e-09,6.4532801977864272e-13,9.634598016145764e-09,2.2105391806042144e-10
2.9501203756845013e-09,0.7821890383401365,154.0,0.0,0.0,0.0,0.93721023720275975,1.0,18.999761630329456,0.0014966448819286645,0.0056633513236586507,0.0051398587074712463,0.00022097332790153981,8.099277733429546e-10,6.6732490642641134e-06,0.016899673944855371,6.0386533852658632e-08,0.032956971091304715,5.0998324014484887e-06,1.8063217932994517e-12,7.9260089838298689e-05,2.9943523027612056e-14,1.2101992873896956e-05,0.00029542241988272147,0.00029553841424847924,4.3847966817432712e-08,2.5332801236256258e-08,6.2967527953697591e-06,1.0365783711401871e-09,1.5005786445118653e-09,1.5273388937005732e-09,3.0823287236860321e-07,1.1905359139964367e-05,1.2140210522161642e-08,7.7754773139097346e-15,4.6175342868112614e-06,2.3187633833440135e-06,3.8680501686241011e-08,6.3885824395052664e-10,4.1041990460468526e-12,6.6083850538319498e-14,7.6664139443041239e-10,5.2207941155721132e-10,2.2349543582059764e-10,5.2716603996365604e-12,2.3572181806164446e-11,9.4094662786282801e-12,6.9418297613024686e-13,3.1758416267730557e-15,1.8155926869439479e-17,1.3514511544843245e-13,8.4673057492493063e-14,8.9402750624323247e-11,3.7986799875540334e-12,1.0197981278407704e-13,6.0504891047149839e-13,1.3400167988538537e-09,6.9483044885819352e-13,1.0373156436498722e-08,2.380119422178852e-10
3.0662411356127987e-09,0.782189106907647,154.0,0.0,0.0,0.0,0.93483321700939503,1.0,18.999752830118016,0.0015531671452021845,0.0058712822256313272,0.0053167130126858383,0.00022862143078370393,8.3966394659182841e-10,6.657353181551052e-06,0.017540252871785549,6.0233376867375166e-08,0.034213739792256732,5.2871098401592607e-06,1.8688403564893363e-12,8.5314739703508234e-05,3.1043117262089197e-14,1.25285176574822e-05,0.00031862713049679494,0.0003187565129777066,4.7292211811440598e-08,2.7322892712405585e-08,6.8123634111831985e-06,1.2357332058109306e-09,1.8160347732724838e-09,1.8497454781461299e-09,3.4395911409311992e-07,1.2826919599451264e-05,1.409369956246604e-08,8.3979180457384883e-15,4.8137786055062527e-06,2.4165187388123267e-06,4.4959521394998975e-08,6.9300592771032274e-10,4.8280784786735569e-12,7.3806131991123301e-14,8.8986256450537889e-10,5.9804279029671253e-10,2.6621433240697824e-10,6.2954866693303611e-12,2.8675829214915602e-11,1.1361943279597489e-11,8.5560336216952764e-13,4.0929163568157978e-15,2.2086908897642336e-17,1.7367055225817969e-13,1.0533728833596302e-13,1.0103247510872154e-10,4.2957479248114046e-12,1.1524638110930515e-13,6.7477903767404945e-13,1.4943267558184202e-09,7.4582778691346038e-13,1.1133960147705299e-08,2.5548118336313389e-10
3.182361895541096e-09,0.7821891793901963,154.0,0.0,0.0,0.0,0.93246312812016552,1.0,18.999744073867031,0.0016095134166363326,0.0060781304851176875,0.0054917697759555711,0.00023619180559637443,8.6924525393200171e-10,6.6415037243780725e-06,0.018179010667834884,6.0080666483477724e-08,0.035467513530868966,5.4734119389995004e-06,1.9307235402527098e-12,9.1570513274120735e-05,3.2136984815842412e-14,1.2950713586583872e-05,0.00034263070404057564,0.00034277463483210047,5.0855032189437653e-08,2.9381504807228102e-08,7.3489762574727266e-06,1.4624745802820764e-09,2.181479457126357e-09,2.2235677381069842e-09,3.8217959004137925e-07,1.3780306340883206e-05,1.6268284237180999e-08,9.0451839789827126e-15,5.0095570710893672e-06,2.513997115465217e-06,5.1953568852812741e-08,7.4943467315629838e-10,5.6421242897493447e-12,8.2075319267043596e-14,1.0269820073664511e-09,6.8122664198364245e-10,3.1488891049207619e-10,7.4643687060745843e-12,3.460079893875256e-11,1.3621431712025177e-11,1.0450908068317469e-12,5.2218990498711294e-15,2.6650500523243419e-17,2.2098378893827228e-13,1.2993562730457019e-13,1.1360361785849077e-10,4.8333023397739338e-12,1.2958693557432571e-13,7.4935703207982811e-13,1.6593525480497259e-09,7.9828836174535358e-13,1.1916533105578761e-08,2.7345070191010059e-10
3.2984826554693935e-09,0.7821892557485299,154.0,0.0,0.0,0.0,0.93009994675692886,1.0,18.999735361185611,0.0016656842153590287,0.0062839016273083925,0.0056650422532795496,0.00024368502570122961,8.9867248557618368e-10,6.6257005320490472e-06,0.018815952629298825,5.9928401168876391e-08,0.036718301051647105,5.6587436747051756e-06,1.9919760314706021e-12,9.8025234570499618e-05,3.3225154909637525e-14,1.3368612571268568e-05,0.00036742493562917574,0.00036758464892205884,5.4535209838267601e-08,3.1507933620909973e-08,7.9066618368248213e-06,1.719205144160431e-09,2.6024114636524782e-09,2.6545253609075139e-09,4.2295575093022695e-07,1.4765256330943234e-05,1.8679020810001634e-08,9.7173593476098153e-15,5.2048702534332594e-06,2.6111989963423019e-06,5.9711312352035884e-08,8.081522739948051e-10,6.5531344775131437e-12,9.0905482445537476e-14,1.1789370646592563e-09,7.7195595513270486e-10,3.7005588319944074e-10,8.7916028465779254e-12,4.1435503949615205e-11,1.6221790628184237e-11,1.2659460878266724e-12,6.6003226558352643e-15,3.1914800629469595e-17,2.7862083694767292e-13,1.5901967679666308e-13,1.2714636529861306e-10,5.4126516438869532e-12,1.4503591607348171e-13,8.2890477779835026e-13,1.8353629890260786e-09,8.5218111876959419e-13,1.2720408571347121e-08,2.9190977211156865e-10
3.414603415397691e-09,0.7821893359436835,154.0,0.0,0.0,0.0,0.92774364923581443,1.0,18.999726691687048,0.0017216800587635148,0.0064886011480504973,0.0058365436138992427,0.0002511016607056299,9.279464275446649e-10,6.6099434445094671e-06,0.01945108403447577,5.9776579397555444e-08,0.037966111068581963,5.8431099976085057e-06,2.0526024863347883e-12,0.00010467674650270474,3.4307656609211447e-14,1.3782246312798887e-05,0.00039300167760567163,0.00039317848431960736,5.8331535140626564e-08,3.3701480163050877e-08,8.4854894947689633e-06,2.0084113501841698e-09,3.0846793519234414e-09,3.1487115438444793e-09,4.6634703583698108e-07,1.5781507767017787e-05,2.1341322177907553e-08,1.0414527008167606e-14,5.3997189761181395e-06,2.7081249691493673e-06,6.8282526051889137e-08,8.6916639725373245e-10,7.5680881103470093e-12,1.003102554209824e-13,1.3466862027059151e-09,8.7055110843008599e-10,4.3227396475656652e-10,1.0291042515746364e-11,4.9273151431398075e-11,1.9199101634926865e-11,1.521672000851305e-12,8.270446055095124e-15,3.7951600795346896e-17,3.4830837163159198e-13,1.9319211513855852e-13,1.4169008926945729e-10,6.0350689824003652e-12,1.6162683314824726e-13,9.1354072040882709e-13,2.0226193051871284e-09,9.074756091812515e-13,1.35451289331893e-08,3.1084787795806799e-10
3.5307241753259882e-09,0.7821894199369819,154.0,0.0,0.0,0.0,0.9253942119668167,1.0,18.999718064988752,0.001777501462515057,0.0066922345140080488,0.0060062869408307367,0.0002584422764856684,9.5706786168820415e-10,6.5942323023437056e-06,0.020084410143774004,5.9625199649547123e-08,0.039210952265357417,6.0265158317821013e-06,2.1126075305362185e-12,0.00011152291071146712,3.5384518826118563e-14,1.4191646304914479e-05,0.00041935283917226738,0.00041954812966592378,6.2242806920354986e-08,3.5961450321050128e-08,9.085527426239844e-06,2.3326604487459799e-09,3.6344870510810901e-09,3.7126000378999662e-09,5.1241090934559424e-07,1.682880008101323e-05,2.4270945718005237e-08,1.1136768447485376e-14,5.5941042293024513e-06,2.8047756892842071e-06,7.7718047200780696e-08,9.3248458398590916e-10,8.6941386358461699e-12,1.1030284232641994e-13,1.5312082048281579e-09,9.7732755305987759e-10,5.0212346088988093e-10,1.197708809563199e-11,5.821169935390804e-11,2.2591715283372601e-11,1.8159724073841538e-12,1.027961215762356e-14,4.4836351847780807e-17,4.3197792406069366e-13,2.331090360016737e-13,1.5726336124942536e-10,6.7017928462544489e-12,1.7939228421274198e-13,1.0033799390883642e-12,2.2213752953465253e-09,9.6414197834599172e-13,1.439024553119885e-08,3.3025470915553634e-10
3.6468449352542856e-09,0.7821895076900351,154.0,0.0,0.0,0.0,0.92305161145339221,1.0,18.999709480712195,0.0018331489405576159,0.0068948071628217962,0.0061742852313938354,0.00026570743520908514,9.8603756571079718e-10,6.578566946772318e-06,0.020715936199802904,5.9474260410905705e-08,0.040452833295522218,6.2089660751823679e-06,2.1719957594523209e-12,0.00011856160741053991,3.6455770318572699e-14,1.459684383510449e-05,0.00044647038602472182,0.00044668563278130912,6.626783238821277e-08,3.8287154828772254e-08,9.7068426820446916e-06,2.6945974610949589e-09,4.2583990166027315e-09,4.3530517910716053e-09,5.61202898115367e-07,1.7906873942977358e-05,2.7483981353458693e-08,1.188416379038099e-14,5.7880271181390259e-06,2.9011518584461284e-06,8.8069734225328785e-08,9.9811424997320027e-10,9.9386073233128665e-12,1.2089602400364303e-13,1.7335013800517615e-09,1.0925955360828243e-09,5.8020584138356047e-10,1.3864676320276271e-11,6.8353804808928744e-11,2.6440295322770522e-11,2.15275085219224e-12,1.2680614117833579e-14,5.2648124068423552e-17,5.3178037856321246e-13,2.7948227143685018e-13,1.7389396696526209e-10,7.4140277018046451e-12,1.9836397022179639e-13,1.0985342170300088e-12,2.431877486258262e-09,1.0221509544164251e-12,1.525531848574884e-08,3.5012015718114235e-10
3.762965695182583e-09,0.7821895991647373,154.0,0.0,0.0,0.0,0.92071582429205534,1.0,18.999700938482857,0.0018886230051204933,0.0070963245032680498,0.0063405513977380758,0.00027289769535804775,1.0148563131923185e-09,6.5629472196492751e-06,0.021345667427457256,5.9323760173681471e-08,0.0416917627826459,6.3904655997920972e-06,2.2307717383332265e-12,0.00012579073523040041,3.7521439692284294e-14,1.4997869985873063e-05,0.00047434633998994001,0.00047458310027756278,7.0405427088123072e-08,4.0677909235483169e-08,1.0349501175335092e-05,3.0969421448753652e-09,4.9633449798073337e-09,5.0773212047227186e-09,6.1277662688611431e-07,1.9015471264531007e-05,3.099683983352759e-08,1.2656791807373131e-14,5.9814888268201491e-06,2.9972542097514676e-06,9.9390425663416982e-08,1.0660626864311461e-09,1.1308976836641288e-11,1.321021645039682e-13,1.954582787767274e-09,1.216659860286707e-09,6.6714329786576592e-10,1.5969269276563284e-11,7.9806765159026733e-11,3.0787860876591403e-11,2.5361088013202751e-12,1.553206886497582e-14,6.1469561864575298e-17,6.5010074423016769e-13,3.3308169609161548e-13,1.9160892116480919e-10,8.1729446282900999e-12,2.1857271252452883e-13,1.1991121102948574e-12,2.654365284678765e-09,1.0814738371667311e-12,1.6139916529152795e-08,3.7043431141485123e-10
3.879086455110881e-09,0.7821896943232652,154.0,0.0,0.0,0.0,0.9183868271719775,1.0,18.999692437930193,0.0019439241667249477,0.0072967919154166908,0.0065050982673656626,0.00028001361175179757,1.0435248736110428e-09,6.5473729634592651e-06,0.021973609033998299,5.9173697435894812e-08,0.042927749320466356,6.5710192517623067e-06,2.2889400024868831e-12,0.00013320821106327718,3.858155540129328e-14,1.5394755635998142e-05,0.0005029727786666319,0.0005032326971727252,7.4654414843870279e-08,4.3133033875049006e-08,1.1013567688082529e-05,3.5424859631327696e-09,5.7566243060065936e-09,5.8930620163041204e-09,6.671838539338187e-07,2.0154335202114577e-05,3.4826241222657405e-08,1.3454729922397859e-14,6.1744905900933692e-06,3.0930834958125033e-06,1.1173389991847588e-07,1.1363370607140276e-09,1.2812884934267002e-11,1.4393321760617758e-13,2.195487477922529e-09,1.3498196764505591e-09,7.6357828948132167e-10,1.830684308061539e-11,9.2682452945914444e-11,3.5679826599051938e-11,2.9703435470349704e-12,1.8898797165023282e-14,7.1386833633398596e-17,7.8957316936485364e-13,3.9473751051808421e-13,2.1043448241145347e-10,8.979681956731691e-12,2.4004846974279854e-13,1.3052190152051662e-12,2.8890711261759507e-09,1.1420824870388605e-12,1.7043616840519112e-08,3.9118745534437722e-10
3.9952072150391786e-09,0.7821897931280754,154.0,0.0,0.0,0.0,0.91606459687458919,1.0,18.999683978687582,0.0019990529341907819,0.0074962147507883284,0.006667938583651398,0.00028705573556916611,1.0720440123660511e-09,6.531844021314983e-06,0.022599766209130904,5.9024070701510677e-08,0.044160801473028803,6.7506318515533537e-06,2.3465050574631149e-12,0.00014081196990949136,3.9636145748797596e-14,1.5787531461782839e-05,0.00053234183506898768,0.00053262664650817503,7.9013627706244708e-08,4.5651853835392888e-08,1.1699105877557165e-05,4.0340890643373753e-09,6.6459099713365265e-09,6.8083328168837736e-09,7.2447450598425944e-07,2.1323210160052446e-05,3.8989203596000884e-08,1.4278054220528935e-14,6.3670336731733214e-06,3.1886404803945756e-06,1.2515483582217544e-07,1.2089444170203228e-09,1.4458118294195078e-11,1.5640073334175482e-13,2.4572677465144063e-09,1.4923683051992464e-09,8.7017307833083552e-10,2.0893876278819191e-11,1.0709724524507564e-10,4.1164040845343653e-11,3.4599458138817709e-12,2.2852209574792349e-14,8.2489577348378333e-17,9.5309617348907046e-13,4.6534250180790536e-13,2.3039616784777453e-10,9.8353459079012843e-12,2.6282035461462075e-13,1.4169572343279983e-12,3.1362206208004735e-09,1.2039493143964181e-12,1.7966004883739535e-08,4.1237006284215759e-10
4.111327974967476e-09,0.7821898955419012,154.0,0.0,0.0,0.0,0.9137491102731804,1.0,18.999675560392262,0.0020540098146429016,0.0076945983325106158,0.0068290850063595686,0.00029402461437095931,1.1004144907995115e-09,6.5163602369543928e-06,0.023224144125076781,5.8874878480412746e-08,0.045390927774815515,6.9293081940752612e-06,2.4034713792366002e-12,0.00014859996472510779,4.0685238887977119e-14,1.6176227938298958e-05,0.00056244569727333658,0.0005627572289680793,8.3481905900629187e-08,4.8233698928207288e-08,1.2406178282809241e-05,4.5746772793863309e-09,7.6392521658662389e-09,7.831602209675817e-09,7.846967125891306e-07,2.2521841793437026e-05,4.3503031939857265e-08,1.5126839455701054e-14,6.5591193602380319e-06,3.2839259338112559e-06,1.3970877399727766e-07,1.283891677098535e-09,1.6252606462839681e-11,1.6951586451915131e-13,2.7409924062325805e-09,1.6445930861757605e-09,9.8760925621566408e-10,2.3747338013641226e-11,1.2317194803033345e-10,4.729082187795148e-11,4.009597093971251e-12,2.7470697715623071e-14,9.4870842302199239e-17,1.1438480741247257e-12,5.4585427993742198e-13,2.5151876789483866e-10,1.0741011227854723e-11,2.869166507642505e-13,1.534426041082316e-12,3.3960326956955572e-09,1.2670472689835618e-12,1.8906674248571255e-08,4.3397279451341824e-10
4.227448734895774e-09,0.7821900015277552,154.0,0.0,0.0,0.0,0.91144034433250631,1.0,18.999667182685304,0.0021087953135178546,0.0078919479554737295,0.0069885501121577888,0.00030092079212220977,1.1286370662188388e-09,6.5009214547380494e-06,0.023846747936645176,5.8726119288378059e-08,0.046618136730870008,7.107053048827281e-06,2.4598434143887701e-12,0.0001565701662708872,4.1728862822813042e-14,1.6560875340623398e-05,0.00059327660806774828,0.00059361678250118943,8.8058097775020881e-08,5.0877903658917702e-08,1.3134846331152649e-05,5.1672391415148997e-09,8.7450815320229485e-09,8.9717536171030478e-09,8.4789683997104231e-07,2.3749977010834793e-05,4.8385307254794407e-08,1.6001159058435557e-14,6.7507489479352804e-06,3.3789406304259497e-06,1.5545207900955483e-07,1.3611856409533192e-09,1.8204415926042498e-11,1.8328937323868816e-13,3.0477460720511974e-09,1.8067752521299439e-09,1.1165872642863262e-09,2.6884675995949157e-11,1.4103171613161763e-10,5.4112992139187054e-11,4.6241667404966357e-12,3.2840030263883833e-14,1.0862702745529139e-16,1.3653025844453015e-12,6.3729748826602335e-13,2.738263608357809e-10,1.1697721818722256e-11,3.1236482934031932e-13,1.6577217430155181e-12,3.6687197347526514e-09,1.3313498295854552e-12,1.9865226494759795e-08,4.5598649411411618e-10
4.343569494824072e-09,0.782190111048921,154.0,0.0,0.0,0.0,0.90913827610839237,1.0,18.999658845211549,0.0021634099345703224,0.0080882688864849835,0.0071463463951278658,0.00030774480921429923,1.1567124919187436e-09,6.4855275196464017e-06,0.024467582781302843,5.8577791647051605e-08,0.047842436816919368,7.2838711600367471e-06,2.5156255802886436e-12,0.00016472056296252632,4.2767045408903273e-14,1.6941503745067604e-05,0.00062482686460451915,0.00062519770194496187,9.2741059748481311e-08,5.3583807196893874e-08,1.3885170344650029e-05,5.8148229347770867e-09,9.9722120489884231e-09,1.0238089745449779e-08,9.1411952434595891e-07,2.500736397681774e-05,5.3653875858391654e-08,1.6901085143567882e-14,6.9419237403459584e-06,3.4736853466617651e-06,1.7244190229442126e-07,1.4408329875518227e-09,2.0321744300128513e-11,1.9773163738980928e-13,3.3786284615012738e-09,1.979189825438682e-09,1.2578259072073995e-09,3.0323804325993085e-11,1.6080596938225177e-10,6.1685910628572738e-11,5.3087088492223154e-12,3.9053753024236181e-14,1.2385781684935749e-16,1.6212445567251935e-12,7.4076598673759008e-13,2.9734232723208112e-10,1.2706491362437835e-11,3.3919156546314027e-13,1.7869377438014653e-12,3.9544877154336055e-09,1.396830993885965e-12,2.0841270999137097e-08,4.7840218503725398e-10
4.45969025475237e-09,0.7821902240689561,154.0,0.0,0.0,0.0,0.90684288274734215,1.0,18.999650547619577,0.0022178541798796121,0.0082835663644226509,0.0073024862672736654,0.00031449720248695294,1.1846415172031542e-09,6.470178277277113e-06,0.025086653779243476,5.8429894083921007e-08,0.049063836479495256,7.459767246797153e-06,2.5708222652726216e-12,0.00017304916072217089,4.379981435427303e-14,1.7318143030399772e-05,0.00065708881805549228,0.00065749243865198754,9.752965626000486e-08,5.6350753345902881e-08,1.4657209546598864e-05,6.5205337757187116e-09,1.1329843573468952e-08,1.1640336715967926e-08,9.8340770473148767e-07,2.6293752114323079e-05,5.9326838884581793e-08,1.782668851797597e-14,7.132645044637707e-06,3.5681608592306979e-06,1.9073614584419429e-07,1.5228402755301715e-09,2.2612914640840232e-11,2.1285265712343446e-13,3.7347537093623024e-09,2.1621055348349243e-09,1.4120618632604763e-09,3.4083091200201407e-11,1.8262830549319769e-10,7.0067503423164169e-11,6.0684589549681093e-12,4.6213592468812245e-14,1.4066611249984046e-16,1.9157858472240339e-12,8.5742500649684875e-13,3.2208936414350383e-10,1.3768303936098598e-11,3.6742275444804746e-13,1.9221646040013774e-12,4.2535363428542537e-09,1.4634652685184043e-12,2.1834424805631252e-08,5.012110668661007e-10
4.5758110146806676e-09,0.7821903405516881,154.0,0.0,0.0,0.0,0.90455414148614632,1.0,18.999642289561638,0.0022721285498560977,0.0084778456003889221,0.0074569820590260263,0.00032117850525010232,1.2124248874070265e-09,6.4548735738423857e-06,0.025703966033456278,5.8282425132291305e-08,0.05028234413605312,7.634746003205497e-06,2.6254378288232015e-12,0.00018155398283119248,4.4827197220181324e-14,1.7690822879059785e-05,0.000690054873270174,0.00069049350011871709,1.0242275971780211e-07,5.9178090514801748e-08,1.5451022068018018e-05,7.2875307317576994e-09,1.2827564046122963e-08,1.3188647870298777e-08,1.0558026552481573e-06,2.7608892106844228e-05,6.542254197702964e-08,1.8778038688309113e-14,7.3229141681431074e-06,3.662367943965367e-06,2.1039342664385381e-07,1.6072139439000663e-09,2.5086369868264743e-11,2.2866206129336122e-13,4.1172496965489941e-09,2.3557847504849927e-09,1.5800491915677441e-09,3.8181346534689747e-11,2.066364101100795e-10,7.9318292374171066e-11,6.9088305661849346e-12,5.44298621648669e-14,1.5915796511842669e-16,2.2533812797044833e-12,9.8851327478163873e-13,3.4808949914165585e-10,1.4884114618497182e-11,3.9708352779330333e-13,2.0634901006168709e-12,4.5660591811955567e-09,1.5312276593057061e-12,2.2844312478133052e-08,5.2440451199306635e-10
