Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368)
2.8704972265135987e-12,0.7821887294444276,154.0,0.0,0.0,0.0,0.99993641301036029,1.0,18.999999973295488,1.5144856220831174e-06,5.8840655600156173e-06,5.8655278502291529e-06,2.240686264312918e-08,8.416224647315776e-13,7.0873556862900924e-06,1.4677986214345825e-05,6.3873358015479786e-08,2.8466190468038868e-05,4.2411792847835773e-09,1.8316138339084627e-16,4.9280586785912049e-10,2.4901898477298848e-17,3.2364125902532865e-10,5.0494419270635465e-12,5.0504231339535362e-12,6.80032296720077e-16,3.011647746022532e-16,5.7171676127710965e-12,3.3517939343031783e-28,3.1027794195463093e-28,3.1028199807273401e-28,1.9993358761167724e-16,5.5622072735756209e-11,4.3176555301008819e-19,2.6995971087330584e-19,1.8982255807481469e-11,9.7871195776596698e-12,9.8186620420907358e-21,5.7331059131213635e-18,2.9473801219524056e-27,3.883495266512407e-23,4.6734983494749574e-22,4.283051513470364e-22,1.8128476170486449e-25,4.9241882212538003e-29,3.1924201296083351e-29,5.3847758965866347e-27,2.3358484391511068e-33,1.8473711993654651e-37,2.4079848905869691e-35,1.9332985938030313e-34,4.9485865760767034e-32,6.0259172437857383e-18,1.5582169264554158e-20,6.1840338149690352e-21,9.2261804854969572e-22,1.5388537845754873e-18,7.8044291387256831e-19,1.1811383002174179e-14,9.6329210615332237e-17
2.9155654676058786e-12,0.7821887294409926,154.0,0.0,0.0,0.0,0.99993541744880499,1.0,18.999999972525625,1.5382628751648248e-06,5.9764262321149427e-06,5.9572739307013185e-06,2.3093020285893059e-08,8.5461087254743577e-13,7.0879240644424201e-06,1.4945483415754621e-05,6.3913200948042509e-08,2.8984971520596229e-05,4.3238153283528788e-09,1.8877004239468685e-16,5.0347336175194051e-10,2.5387144651900465e-17,3.3378928092758994e-10,5.289903092878475e-12,5.2909336957462573e-12,7.1347326146122484e-16,3.1711914915145173e-16,5.8980839435291318e-12,3.7365569595724268e-28,3.4589788503914772e-28,3.4590247798137387e-28,2.0972861825343352e-16,5.6678742183346608e-11,4.4766731090335853e-19,2.7530889071300018e-19,1.966236399879687e-11,1.0137765982555008e-11,1.045716101759852e-20,6.0067327921002974e-18,3.1879005846733288e-27,4.0778082783701084e-23,4.9784931832146245e-22,4.5684503782023571e-22,1.9642998893647567e-25,5.4195212600143389e-29,3.5140259873674184e-29,5.8254799431276857e-27,2.6119708002402906e-33,2.0699408857855263e-37,2.6514282358291038e-35,2.1462089944059301e-34,5.4473136843906859e-32,6.2161824253722655e-18,1.6315082408886238e-20,6.3897191104879762e-21,9.6317855322258118e-22,1.6128063038336069e-18,8.0522051563177107e-19,1.2184028085354814e-14,1.004580986084877e-16
2.9606337086981586e-12,0.7821887294375142,154.0,0.0,0.0,0.0,0.99993442189224857,1.0,18.999999971746064,1.5620400995743412e-06,6.0687866754946752e-06,6.0490100113319776e-06,2.3788829611003098e-08,8.6807372789284203e-13,7.0884311553655297e-06,1.5213000828229585e-05,6.3950173355639851e-08,2.9503791857053068e-05,4.4064927168107029e-09,1.9445812735706651e-16,5.141857848171783e-10,2.5872522647984442e-17,3.4409103731315046e-10,5.5378441513318437e-12,5.5389257850340139e-12,7.4798920083650603e-16,3.3363337479654118e-16,6.0818182435858721e-12,4.1585264162397946e-28,3.8496254122106077e-28,3.8496773210271833e-28,2.1984512677725555e-16,5.7741095627143271e-11,4.6392761300673608e-19,2.8066399130276006e-19,2.0354703682687812e-11,1.0494717957883125e-11,1.1126532047496922e-20,6.2889094231254521e-18,3.4439294349109416e-27,4.2786336687536024e-23,5.2983131710415121e-22,4.8680127873926536e-22,2.1257609736216387e-25,5.9558046067484719e-29,3.8622743854581561e-29,6.2947162614050984e-27,2.9156703553791197e-33,2.315294149293866e-37,2.9151096204992667e-35,2.3788507987450124e-34,5.9873799643331022e-32,6.4093919081911199e-18,1.7070233209294304e-20,6.5987656692711434e-21,1.0048990557758043e-21,1.6890877935590183e-18,8.3038371474989274e-19,1.2562436475465355e-14,1.0469057328265125e-16
3.0057019497904385e-12,0.7821887294339924,154.0,0.0,0.0,0.0,0.99993342634038007,1.0,18.999999970956839,1.5858172953117872e-06,6.1611468941315656e-06,6.1407361218438756e-06,2.4494260913819974e-08,8.8115209960989148e-13,7.0888834650331661e-06,1.548053627411975e-05,6.3984481566425514e-08,3.002264725414311e-05,4.4892083334006531e-09,2.0022443176259215e-16,5.2494278672125403e-10,2.6358216312188243e-17,3.545463980492848e-10,5.7933775154236281e-12,5.7945118412408968e-12,7.8359683088425187e-16,3.5071715860475949e-16,6.2683705148406341e-12,4.620647574370509e-28,4.2774462584766513e-28,4.2775048164661155e-28,2.3028869360044556e-16,5.8809133716280093e-11,4.8055024391672878e-19,2.8602481792661113e-19,2.1059273864035952e-11,1.0857974966238875e-11,1.18277718863697e-20,6.5797660630190315e-18,3.7162100622035709e-27,4.4860867947921354e-23,5.6334411903512488e-22,5.182209588994966e-22,2.2977235386880846e-25,6.5357138278358553e-29,4.2389113819465435e-29,6.7938610019688256e-27,3.249212192237494e-33,2.58536568184768e-37,3.2003599514671823e-35,2.6327212284259756e-34,6.5714969256980354e-32,6.6055451262318631e-18,1.7847930752638318e-20,6.8111728401937264e-21,1.0477956668683481e-21,1.7677342025773918e-18,8.5593246309481005e-19,1.2946607459151539e-14,1.0902729792396741e-16
3.0462633667734904e-12,0.7821887294307861,154.0,0.0,0.0,0.0,0.99993253034747032,1.0,18.999999970238292,1.6072167469609631e-06,6.2442709007472419e-06,6.2232811213452479e-06,2.5137351399965349e-08,8.9298561196693229e-13,7.0892485339013663e-06,1.5721331977936945e-05,6.4013239707330267e-08,3.0489643954242454e-05,4.5636826849092074e-09,2.0548122952596995e-16,5.3466193397202763e-10,2.6795502666445298e-17,3.6408744699576593e-10,6.0299417971049732e-12,6.0311249880427067e-12,8.1659089785037983e-16,3.6658755290301903e-16,6.4386769259961876e-12,5.0734681489154226e-28,4.6966596829965531e-28,4.6967248500690873e-28,2.3997216416033304e-16,5.9775228903202489e-11,4.9582354489635343e-19,2.9085430837968916e-19,2.1703843205079237e-11,1.1190296594148832e-11,1.248697299278738e-20,6.8490660580328973e-18,3.9757914796759541e-27,4.6785569443843133e-23,5.9485505795747173e-22,5.4778949377144886e-22,2.4618889009142735e-25,7.0972483926017709e-29,4.6036687738230901e-29,7.2698362221983499e-27,3.5769057703404334e-33,2.8512694907111371e-37,3.476679256325704e-35,2.8806646672283185e-34,7.1372134610632207e-32,6.7845994493872655e-18,1.8567390675504035e-20,7.0052120805303366e-21,1.0874215033821317e-21,1.8405676844740416e-18,8.7925594227461419e-19,1.3297287785143364e-14,1.1302001943010732e-16
3.0868247837565423e-12,0.7821887294275451,154.0,0.0,0.0,0.0,0.99993163435793464,1.0,18.999999969511968,1.6286161753859329e-06,6.3273947293407e-06,6.3058180905911392e-06,2.5788190174970051e-08,9.0478146969387947e-13,7.0895777849665694e-06,1.5962139425324087e-05,6.4040125332216791e-08,3.0956663500081889e-05,4.6381837094683052e-09,2.1080131787972414e-16,5.4441670532268427e-10,2.7232955631441843e-17,3.7375271551919508e-10,6.2728286389368003e-12,6.274062081250459e-12,8.5049492884529966e-16,3.8293421124635248e-16,6.611265896967198e-12,5.5637555442516277e-28,5.1505621558412908e-28,5.1506345751307236e-28,2.4992917693424957e-16,6.0745929647528363e-11,5.1139619542082385e-19,2.9568816872612829e-19,2.2358317518397627e-11,1.1527724369055136e-11,1.3173559318222373e-20,7.1255971995704152e-18,4.2497339344618039e-27,4.8765738630029461e-23,6.2768211029872059e-22,5.7861771471933829e-22,2.6353549062547918e-25,7.6985285944647172e-29,4.994298974117432e-29,7.7722543543814399e-27,3.9325884951339818e-33,3.1404692441459088e-37,3.7726636513911462e-35,3.1483084165157169e-34,7.7430808706516496e-32,6.9660373300411513e-18,1.9305586966992721e-20,7.2019724181471257e-21,1.1280247773794709e-21,1.9153720655068771e-18,9.0289164460972651e-19,1.3652634748966625e-14,1.1709816973816287e-16
3.1273862007395943e-12,0.7821887294242694,154.0,0.0,0.0,0.0,0.99993073837159574,1.0,18.999999968777889,1.6500155805867718e-06,6.4105183814320626e-06,6.3883470510600868e-06,2.6446755773284197e-08,9.1684098922092879e-13,7.0898746829584109e-06,1.6202957456582393e-05,6.4065260144328698e-08,3.1423703642578828e-05,4.7127095863128937e-09,2.1618487256099512e-16,5.5420689410571282e-10,2.767049044086042e-17,3.835421090588951e-10,6.5221197925281417e-12,6.5234048916908082e-12,8.853210804790882e-16,3.9976419388726002e-16,6.7861374293379853e-12,6.094052723908819e-28,5.6415083845927921e-28,5.6415887520701299e-28,2.6016383433265185e-16,6.1721236418412818e-11,5.2727099071793247e-19,3.0052628519316547e-19,2.3022695903944347e-11,1.1870257809169706e-11,1.3888292651971341e-20,7.4094543269891082e-18,4.5386295177786126e-27,5.0802223634030552e-23,6.6186221149603898e-22,6.1074166968906474e-22,2.8185149959013507e-25,8.3417828324291568e-29,5.4122571809858307e-29,8.3022124751203112e-27,4.318230760042125e-33,3.4546620674754301e-37,4.0894228242745127e-35,3.4369372223397452e-34,8.3913593904861803e-32,7.1498583584322964e-18,2.0062742915990067e-20,7.4014533816706048e-21,1.1696172291506068e-21,1.9921735424423799e-18,9.2683953718621872e-19,1.4012647862771535e-14,1.2126220057254656e-16
3.1679476177226462e-12,0.7821887294209595,154.0,0.0,0.0,0.0,0.99992984238828964,1.0,18.999999968036075,1.6714149625635506e-06,6.4936418593136202e-06,6.4708680241712034e-06,2.7113026788726668e-08,9.2856970954307709e-13,7.090142354179855e-06,1.6443785025289835e-05,6.4088757945026286e-08,3.1890762352336032e-05,4.787258618257551e-09,2.2163102857056752e-16,5.6403230706442464e-10,2.8108242583825239e-17,3.9345553315048936e-10,6.7778969472678449e-12,6.7792351279558339e-12,9.2108150010392621e-16,4.1708455592854355e-16,6.9632915247487693e-12,6.6670388088257828e-28,6.171979177106862e-28,6.1720682451563643e-28,2.7068024948541967e-16,6.270114968372848e-11,5.4345073746590666e-19,3.0536855174307191e-19,2.3696977415470487e-11,1.2217896408885261e-11,1.4631945944875509e-20,7.7007322424626939e-18,4.8430866740238144e-27,5.2895874826423037e-23,6.97432847600031e-22,6.4419795389675836e-22,3.011773803011148e-25,9.0293328019773199e-29,5.859059835521144e-29,8.8608382837001723e-27,4.7359132970782108e-33,3.795644891842619e-37,4.4281133160471772e-35,3.7479021599923656e-34,9.0844045166904905e-32,7.3360621256988584e-18,2.0839081172536095e-20,7.603654500758509e-21,1.212210597657348e-21,2.0709983090330612e-18,9.5109958774496954e-19,1.4377326648400926e-14,1.2551255406764998e-16
3.208509034705698e-12,0.782188729417615,154.0,0.0,0.0,0.0,0.99992894640786401,1.0,18.999999967286556,1.692814321316337e-06,6.5767651638104058e-06,6.5533810312843211e-06,2.7786981874328111e-08,9.4072469842707844e-13,7.0903836175912282e-06,1.6684621187896834e-05,6.4110725115620532e-08,3.2357837799463731e-05,4.8618292238195807e-09,2.2714049909490003e-16,5.7389276353519877e-10,2.8546015380589653e-17,4.0349289342574764e-10,7.0402417303841474e-12,7.041634436462589e-12,9.5778832582297858e-16,4.3490234730532742e-16,7.1427281848924738e-12,7.2855341050235413e-28,6.7445860992409464e-28,6.744684680415104e-28,2.8148254619579187e-16,6.3685669910065715e-11,5.5993825379420102e-19,3.1021486955114913e-19,2.4381161064786054e-11,1.2570639640972489e-11,1.5405303335184168e-20,7.9995257109969918e-18,5.1637304234439094e-27,5.5047544811149875e-23,7.344320566211997e-22,6.7902371116940599e-22,3.2155473111285918e-25,9.7635959454384175e-29,6.3362862465468348e-29,9.4492905283060217e-27,5.1878315088562165e-33,4.1653186757545771e-37,4.7899397682143628e-35,4.0826230212689196e-34,9.8246695397513719e-32,7.5246482238767624e-18,2.1634823749513987e-20,7.8085753060990634e-21,1.255816620556024e-21,2.1518725560681745e-18,9.7567176466831816e-19,1.4746670637192965e-14,1.2984966295882607e-16
3.245014309990445e-12,0.7821887294145756,154.0,0.0,0.0,0.0,0.99992814002782793,1.0,18.999999966605412,1.7120737243373847e-06,6.6515759916059816e-06,6.6276359443641139e-06,2.8400093735674293e-08,9.512571623614728e-13,7.0905802866098995e-06,1.6901380375568208e-05,6.4129269228001974e-08,3.2778218642246422e-05,4.9289599937955733e-09,2.3215210329632042e-16,5.8279699670759469e-10,2.8940213504264115e-17,4.1263240519251979e-10,7.282034772313368e-12,7.2834778015958519e-12,9.9164367087715811e-16,4.5136948421598839e-16,7.3061727733077906e-12,7.883539291322546e-28,7.2982265222587865e-28,7.2983344128870969e-28,2.9145245885243619e-16,6.4575677450046822e-11,5.7504249989269304e-19,3.1457994314684385e-19,2.5005391830339558e-11,1.2892472559359046e-11,1.6127379116843148e-20,8.274943923884103e-18,5.4666794583521496e-27,5.7034360333681599e-23,7.6898465891273518e-22,7.1156893476723354e-22,3.4082866275319612e-25,1.0466449782880494e-28,6.7931596626680467e-29,1.0005382234205013e-26,5.6257400135280965e-33,4.5242144498498365e-37,5.1364002735423554e-35,4.4054139827429043e-34,1.0533389667314846e-31,7.6964122687057093e-18,2.2367765744376319e-20,7.9953289755958303e-21,1.2959375608098491e-21,2.226433328521072e-18,9.9805356631495556e-19,1.50830685959493e-14,1.3382758706390476e-16
3.2815195852751916e-12,0.7821887294115086,154.0,0.0,0.0,0.0,0.99992733364991637,1.0,18.999999965918054,1.7313331085470959e-06,6.7263866812686703e-06,6.7018844377272705e-06,2.9019396971785803e-08,9.620271757357118e-13,7.0907593180970649e-06,1.7118145268180112e-05,6.4146722188320818e-08,3.3198610606224054e-05,4.9961060382521837e-09,2.3721460190766355e-16,5.9172936264705647e-10,2.9334441267586737e-17,4.2187216024821862e-10,7.5292730797912386e-12,7.5307676313081247e-12,1.0262842649137272e-15,4.6825037721516086e-16,7.4714662418706605e-12,8.5230759547196589e-28,7.8903207136882419e-28,7.8904386734212168e-28,3.0166030564790472e-16,6.5469417343694579e-11,5.9040040186035653e-19,3.189481607878153e-19,2.5637641726826301e-11,1.3218439377396062e-11,1.6874746904649229e-20,8.5565954956761358e-18,5.7837389799378347e-27,5.9069488162115401e-23,8.0475417439479705e-22,7.4528181707870456e-22,3.6102087054505895e-25,1.1211081548654525e-28,7.277251258162179e-29,1.0587486824633983e-26,6.09502578774097e-33,4.9095192342701659e-37,5.5035653279373171e-35,4.7497920413789784e-34,1.1284358138657925e-31,7.8701053757028609e-18,2.3116765507943004e-20,8.1842848709716732e-21,1.3368968125447235e-21,2.3026944813319858e-18,1.0206881430416238e-18,1.5423244668487981e-14,1.3787642872296765e-16
3.314374333031464e-12,0.7821887294087246,154.0,0.0,0.0,0.0,0.99992660791153876,1.0,18.999999965294144,1.7486665382521793e-06,6.7937161849826625e-06,6.7687026056656359e-06,2.9582050748126355e-08,9.7158316597610212e-13,7.0909066413949859e-06,1.7313238122476573e-05,6.4161549901742495e-08,3.3576972054745248e-05,5.0565497572082345e-09,2.4181385249968872e-16,5.9979245551510949e-10,2.9689353565161811e-17,4.3027359111505557e-10,7.7564923347826995e-12,7.7580342930185587e-12,1.0581394851313283e-15,4.8380118122489369e-16,7.6218111572038744e-12,9.136125715817506e-28,8.457895985295406e-28,8.458023700008729e-28,3.1105330414822896e-16,6.6276974689309561e-11,6.0444110688411485e-19,3.2288219603977094e-19,2.6213522337488846e-11,1.3515343650409795e-11,1.7569494182831337e-20,8.8154684665550368e-18,6.0815625933756852e-27,6.0942927711330624e-23,8.3801106255260281e-22,7.7664507831762146e-22,3.8000603468555613e-25,1.1918598351701716e-28,7.7372694859918578e-29,1.1134374476214232e-26,6.5457438269590582e-33,5.2802106883112701e-37,5.852528315019323e-35,5.0791701143483292e-34,1.1998005563526506e-31,8.0280782758718889e-18,2.3804727374461568e-20,8.3562277989197829e-21,1.3744839654287737e-21,2.3727991196211308e-18,1.0412753667878822e-18,1.5732633154208229e-14,1.4158126607031607e-16
3.3472290807877362e-12,0.7821887294059182,154.0,0.0,0.0,0.0,0.99992588217474965,1.0,18.999999964665228,1.7659999527201448e-06,6.8610455783707726e-06,6.8355155973831077e-06,3.0149695802684467e-08,9.8118277527858806e-13,7.0910419561284014e-06,1.7508334835348297e-05,6.4175589751067512e-08,3.3955341032808712e-05,5.1170044361439457e-09,2.4645395778284708e-16,6.0787817291793099e-10,3.0044318720935914e-17,4.3875611352033328e-10,7.9882136089926335e-12,7.989803966638051e-12,1.0906443415128991e-15,4.9969501824548561e-16,7.7736536675255905e-12,9.7865373853645174e-28,9.0600648886918868e-28,9.0602030564431476e-28,3.2064369443459163e-16,6.7087555760210288e-11,6.1869047663379674e-19,3.2681868971929226e-19,2.6795897214922113e-11,1.3815595728453794e-11,1.8285648707406747e-20,9.0794966426535904e-18,6.3915791544101171e-27,6.285646484968879e-23,8.7229834842090253e-22,8.0899782567764768e-22,3.9978593872329538e-25,1.2663036838421737e-28,8.2213489779172866e-29,1.1703749229936603e-26,7.0247953515956922e-33,5.6748415209189725e-37,6.2197992072589823e-35,5.427897359427857e-34,1.274900410674365e-31,8.1876132619466493e-18,2.4505942809079826e-20,8.5299540070397221e-21,1.4127633148787633e-21,2.4443104398648336e-18,1.062067305107444e-18,1.6045081419315683e-14,1.4534399940758413e-16
3.3800838285440085e-12,0.7821887294030893,154.0,0.0,0.0,0.0,0.99992515643949176,1.0,18.999999964031311,1.7833333519510231e-06,6.928374862018152e-06,6.9023234240900424e-06,3.0722320931815901e-08,9.9085285289356239e-13,7.0911662099835769e-06,1.7703435089590275e-05,6.418888346945191e-08,3.4333716925237192e-05,5.1774694633348948e-09,2.511348556699393e-16,6.1598644396532604e-10,3.0399326980053238e-17,4.4731967754254125e-10,8.2244801337388713e-12,8.2261198936475498e-12,1.1238052626131724e-15,5.1593562239904223e-16,7.9269937738434909e-12,1.0476185341379886e-27,9.6985631438477403e-28,9.6987125050229238e-28,3.3043369335512754e-16,6.7901160801290535e-11,6.3315003625826441e-19,3.3075760360348482e-19,2.738476575896361e-11,1.4119195292675929e-11,1.9023654225052144e-20,9.348730296907877e-18,6.7141621558193642e-27,6.4810557977964054e-23,9.0763758066158553e-22,8.423611245373007e-22,4.2038552412189634e-25,1.3445929023374017e-28,8.7304915353982524e-29,1.2296304376828454e-26,7.5336540611929851e-33,6.0947028658000223e-37,6.6061425522613786e-35,5.7969106785974851e-34,1.3538910365709303e-31,8.3487101192606841e-18,2.5220528281421803e-20,8.7054632483830133e-21,1.4517410957876665e-21,2.5172423541515194e-18,1.0830639426474062e-18,1.6360589236208748e-14,1.49164837434374e-16
3.412938576300281e-12,0.7821887294002385,154.0,0.0,0.0,0.0,0.99992443070571146,1.0,18.999999963392412,1.8006667359448419e-06,6.9957040366272826e-06,6.9691260969716608e-06,3.1299914956988261e-08,1.0004689867313985e-12,7.0912802756441625e-06,1.789853859310203e-05,6.4201470575941261e-08,3.4712099165540419e-05,5.2379442609803717e-09,2.5585630580401345e-16,6.2411720152481393e-10,3.0754406496014787e-17,4.5596423330118303e-10,8.465335113727372e-12,8.4670252889099259e-12,1.157628673027279e-15,5.3252672555390223e-16,8.0818314771819063e-12,1.1207018107130734e-27,1.0375195144271446e-27,1.0375356483696098e-27,3.4042552223973907e-16,6.8717790056894297e-11,6.478213158369662e-19,3.3469890158928492e-19,2.7980127359251008e-11,1.4426142018966616e-11,1.9783959361862131e-20,9.6232196862928018e-18,7.0496927790760814e-27,6.680566643477583e-23,9.4405054881472045e-22,8.7675627969663743e-22,4.4183026033440394e-25,1.4268854446352323e-28,9.2657302110225985e-29,1.2912747633350796e-26,8.0738546175032016e-33,6.541142082306061e-37,7.012346818335651e-35,6.1871829115204598e-34,1.4369329570425302e-31,8.5113686335298506e-18,2.5948599990969832e-20,8.8827552764406594e-21,1.4914235425395951e-21,2.5916087734113811e-18,1.1042652643002159e-18,1.667915638091781e-14,1.5304398524671801e-16
3.4576296938271194e-12,0.7821887293963249,154.0,0.0,0.0,0.0,0.99992344351874762,1.0,18.999999962515375,1.8242446828318434e-06,7.0872892880612625e-06,7.0599870880877297e-06,3.2093551556313692e-08,1.0135439524581639e-12,7.0914205163516905e-06,1.8163935522811039e-05,6.4217525038499167e-08,3.5226808012475482e-05,5.3202206345740385e-09,2.6234375665105299e-16,6.3521315865378406e-10,3.1237495660296149e-17,4.6785303349890528e-10,8.8004048120398084e-12,8.8021652097111851e-12,1.2047124588968198e-15,5.5566435767545227e-16,8.2948556491502815e-12,1.2270910917337218e-27,1.1360192525882063e-27,1.1360371502996109e-27,3.5434504192253635e-16,6.9833476290262507e-11,6.6812075628751889e-19,3.400638719194488e-19,2.8800398199088044e-11,1.484904305334941e-11,2.0854788374685546e-20,1.0005124926722e-17,7.5275882231122415e-27,6.9586209112330868e-23,9.9534509422629023e-22,9.2523796414422496e-22,4.7240431163818203e-25,1.5455450524918364e-28,1.0037608051832149e-28,1.3790921484373058e-26,8.8618659174541689e-33,7.1936196090871003e-37,7.598240038818502e-35,6.7540048607565005e-34,1.5566937688440021e-31,8.7351336183177994e-18,2.6960827169715554e-20,9.126780617039444e-21,1.5465445326185034e-21,2.6950945142549261e-18,1.1334332011938397e-18,1.7117402386298216e-14,1.5841461481813327e-16
3.502320811353958e-12,0.7821887293923704,154.0,0.0,0.0,0.0,0.99992245633430732,1.0,18.999999961629168,1.8478226015255717e-06,7.1788743397982008e-06,7.1508385916543305e-06,3.2896333556369372e-08,1.0267540255084745e-12,7.0915452257846014e-06,1.8429337353406599e-05,6.4232429476224565e-08,3.574152644978584e-05,5.4025127945228904e-09,2.6890612921179619e-16,6.4635045550173644e-10,3.1720642815160959e-17,4.7989147655459243e-10,9.1441530940555216e-12,9.1459856329178251e-12,1.2530500882401761e-15,5.7946680517209583e-16,8.5106508550343916e-12,1.3420098404033875e-27,1.2424166900104963e-27,1.2424365177948805e-27,3.6864774537473023e-16,7.0954759342387606e-11,6.8881866482644158e-19,3.4543311037669301e-19,2.9632680519406353e-11,1.5278135948986713e-11,2.1968874566951995e-20,1.0396974308493995e-17,8.0311640176729136e-27,7.244465615479887e-23,1.048723356463459e-21,9.75723746973588e-22,5.0465740643543659e-25,1.6723385967322734e-28,1.0862524956470685e-28,1.4716496354120466e-26,9.7150501733989967e-33,7.901601824854645e-37,8.2245104713035175e-35,7.3646920945073722e-34,1.6846893699574509e-31,8.961787230641472e-18,2.799851362372469e-20,9.3741036050335498e-21,1.6029966012485883e-21,2.8012952879946045e-18,1.1629798043976241e-18,1.7561308166387909e-14,1.6389400551193178e-16
3.5470119288807964e-12,0.782188729388375,154.0,0.0,0.0,0.0,0.99992146915228208,1.0,18.999999960733817,1.8714004920260906e-06,7.2704591932620929e-06,7.2416806356009646e-06,3.3708233044309761e-08,1.0398645720227187e-12,7.0916560459157272e-06,1.8694743535295827e-05,6.424626592524744e-08,3.6256253411608632e-05,5.4848195520856188e-09,2.7554290873535234e-16,6.575289526834321e-10,3.2203901838283817e-17,4.9207943728742021e-10,9.4966884658306479e-12,9.4985950900948138e-12,1.3026576960258217e-15,6.0394344072904107e-16,8.7292170975464294e-12,1.4660190678193772e-27,1.3572313540390902e-27,1.3572532914418548e-27,3.8333926309679523e-16,7.208163982337736e-11,7.0991893647750017e-19,3.5080654268488335e-19,3.0476972708688603e-11,1.571341985131908e-11,2.3127390769380905e-20,1.0798894182228747e-17,8.5614497999068076e-27,7.5382171965798458e-23,1.1042423343972649e-21,1.0282693939760241e-21,5.3865847674923284e-25,1.8077080341616035e-28,1.1743373141408418e-28,1.5691385350564555e-26,1.063785275218791e-32,8.6690204878167022e-37,8.8933662460101482e-35,8.0220349006331819e-34,1.8213692474730357e-31,9.1913289345595377e-18,2.9061949423082795e-20,9.6247236238815281e-21,1.6607954354852899e-21,2.9102460973256529e-18,1.1929050379865562e-18,1.8010873188553115e-14,1.6948264268161214e-16
3.591703046407635e-12,0.782188729384339,154.0,0.0,0.0,0.0,0.99992048197257222,1.0,18.99999995982936,1.8949783543334617e-06,7.3620438496899754e-06,7.3325132477720121e-06,3.452922219234034e-08,1.052739458526947e-12,7.0917544452762711e-06,1.8960153576939524e-05,6.4259110579374872e-08,3.6770987944668431e-05,5.5671398069629212e-09,2.8225370612704003e-16,6.6874852072901786e-10,3.2687300447728983e-17,5.0441679065607931e-10,9.858119342670143e-12,9.8601020220346968e-12,1.3535514037193682e-15,6.2910362928770115e-16,8.9505543794448483e-12,1.5997088612447397e-27,1.4810097036597674e-27,1.4810339443356702e-27,3.9842524065884881e-16,7.3214118341467677e-11,7.314254831474284e-19,3.5618410009448301e-19,3.1333273131921025e-11,1.6154893893678335e-11,2.4331526674900547e-20,1.1211010843992492e-17,9.1195029155550602e-27,7.8399924102595873e-23,1.1619598595234928e-21,1.0829314985412028e-21,5.7447836095002055e-25,1.952113259304833e-28,1.2683162901895148e-28,1.6717553625217352e-26,1.163496022581897e-32,9.5000324368267462e-37,9.6071058999748132e-35,8.7289642021952147e-34,1.967201269142163e-31,9.4237581954296577e-18,3.0151423723096952e-20,9.8786400585349593e-21,1.7199567207601734e-21,3.0219819412394103e-18,1.2232088668073348e-18,1.8466096931584279e-14,1.751810003309635e-16
3.6363941639344734e-12,0.7821887293802626,154.0,0.0,0.0,0.0,0.99991949479508568,1.0,18.999999958915829,1.9185561884477446e-06,7.4536283096385699e-06,7.423336455926967e-06,3.5359273257496934e-08,1.0658403380899828e-12,7.0918417359650567e-06,1.9225567039158856e-05,6.4271034164301771e-08,3.728572919723583e-05,5.6494725413630647e-09,2.8903885756135525e-16,6.8000903944892936e-10,3.3170713146919763e-17,5.1690341175856017e-10,1.0228554049213541e-11,1.0230614778843388e-11,1.4057473192963456e-15,6.549567280412351e-16,9.1746627035320054e-12,1.7436993268537125e-27,1.6143260029719307e-27,1.6143527555898199e-27,4.1391133863583645e-16,7.4352195503025023e-11,7.5334223362650671e-19,3.615657190117032e-19,3.2201580132925059e-11,1.6602557198489826e-11,2.5582488876033598e-20,1.1633450535319622e-17,9.7064087517199547e-27,8.1499083262555191e-23,1.2219345978495114e-21,1.1397674835343503e-21,6.1218982747151127e-25,2.1060325115598929e-28,1.3685025321646555e-28,1.779701901134969e-26,1.2711308453671447e-32,1.0399027842944884e-36,1.0368120457415197e-34,9.4885560263578542e-34,2.1226721064469472e-31,9.6590744799061248e-18,3.1267224766703168e-20,1.0135852295435719e-20,1.78049614090831e-21,3.1365378150838568e-18,1.2538912564625881e-18,1.8926978885462574e-14,1.8098954134278712e-16
