Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328)
1.5900554014803059e-13,0.36147131972813035,154.0,0.0,0.0,0.0,0.99999816609958425,1.0,18.999999999708109,5.018559724251948e-08,4.0159736159337364e-07,4.0150547348610415e-07,1.8948405536891627e-10,1.4360803192147992e-13,8.2034495232880042e-07,5.6144531594470106e-08,3.4555928566224152e-09,1.0037531059911952e-07,1.001679622253491e-10,1.7559208063039205e-18,1.0807167111355557e-12,6.5664088604470115e-19,6.8075082220770773e-13,4.5174505808571719e-16,4.5179944166039509e-16,4.6353346604775186e-20,8.0301577423162185e-21,3.6066693870677545e-14,3.2070796800709612e-37,2.9812066716794495e-37,2.9812078105512378e-37,1.3287329844595633e-19,2.1065515848562135e-12,1.3158975511205513e-21,9.0563926411918158e-21,1.7288775726589015e-15,9.6703845930152452e-16,7.0330931832209689e-26,1.2063452188341455e-21,7.0531116619378698e-34,5.7723253386448841e-27,8.2020245646777311e-27,2.427064471962538e-27,4.4991430471517008e-32,1.3231659462986842e-36,2.5719593994233326e-37,1.0604918565367267e-32,2.0737782694590687e-42,3.5674449836230456e-46,1.1961935613967194e-43,1.8661741680064936e-42,1.3327049885399031e-39,8.1413406361123356e-21,2.5630819488478004e-24,1.5754885395721779e-24,2.0162708048860165e-25,4.8317164659876649e-25
1.6149285235604235e-13,0.36147131972811175,154.0,0.0,0.0,0.0,0.99999813745625898,1.0,18.999999999699071,5.0970645964785101e-08,4.0787803895724972e-07,4.0778316974330219e-07,1.9544998741329659e-10,1.4591861626912967e-13,8.3094226970305172e-07,5.7811013743395424e-08,3.5032956694595095e-09,1.0335465102656109e-07,1.0320377661282959e-10,1.8112108739790957e-18,1.1140743734696628e-12,6.7654247234471024e-19,7.0220440803460572e-13,4.7327207274193242e-16,4.733297400090638e-16,4.9131898303653113e-20,8.5352939859555759e-21,3.7203808447730121e-14,3.575113502486984e-37,3.3233206982923209e-37,3.3233219877264383e-37,1.3922877661171978e-19,2.1406502562314419e-12,1.3582625718452871e-21,9.3372510893629045e-21,1.8088333180738932e-15,1.0117612387853828e-15,7.4841803771529279e-26,1.2638390525401945e-21,7.6227900233024484e-34,6.1133226677589019e-27,8.7284668496740064e-27,2.6123807934031971e-27,4.920845062044382e-32,1.4703781933136678e-36,2.8581231349083537e-37,1.1461886440756065e-32,2.3412770706292109e-42,4.0285007821474976e-46,1.3360068635239356e-43,2.0772191029247114e-42,1.4809876547075e-39,8.3979543728981305e-21,2.6851554753099354e-24,1.6457339372781813e-24,2.0875503718950937e-25,5.0865736223113462e-25
1.6398016456405412e-13,0.3614713197280929,154.0,0.0,0.0,0.0,0.99999810881413898,1.0,18.999999999689898,5.1755694657517933e-08,4.1415867434782212e-07,4.1406077308946948e-07,2.0150811972731563e-10,1.4818169499783578e-13,8.4147910243815618e-07,5.9498824316145557e-08,3.5508186748546527e-09,1.0637212246454361e-07,1.0628123421884798e-10,1.8673554903304311e-18,1.1479177318632962e-12,6.9671706393251533e-19,7.239904809759632e-13,4.9547214262357294e-16,4.9553323449883173e-16,5.2028188477226709e-20,9.0636072151164006e-21,3.8358568834435728e-14,3.9787621472026351e-37,3.6985413579406102e-37,3.6985428150701613e-37,1.4578443996921985e-19,2.1747842281026181e-12,1.4013261740155628e-21,9.6220628642455293e-21,1.891142481480046e-15,1.0578003863560502e-15,7.9566445081605488e-26,1.3231309463005664e-21,8.2287124149193718e-34,6.4684405452685016e-27,9.2798884296208751e-27,2.8085515945167e-27,5.3744731768405161e-32,1.6312703960536944e-36,3.1708808743718879e-37,1.237341746076337e-32,2.6382834301510849e-42,4.5405422919047431e-46,1.4894998115750758e-43,2.3083056822140651e-42,1.6430509011896746e-39,8.6585472489345056e-21,2.8110416431708332e-24,1.7178980512423743e-24,2.1600927521615346e-25,5.3503582613666872e-25
1.664674767720659e-13,0.3614713197280737,154.0,0.0,0.0,0.0,0.99999808017321767,1.0,18.99999999968059,5.2540743320718935e-08,4.2043926792955615e-07,4.2033828353682151e-07,2.0765844011550974e-10,1.5038693985857398e-13,8.5195579617874334e-07,6.1207841428628774e-08,3.5981625511092557e-09,1.094275070086316e-07,1.0940018092117867e-10,1.9243545426635609e-18,1.1822458854979369e-12,7.1716365041129628e-19,7.4610902562486637e-13,5.1835561695349393e-16,5.1842027794473246e-16,5.5045134207382077e-20,9.6157725196230475e-21,3.9530974920086444e-14,4.42081559743373e-37,4.1094621569235523e-37,4.1094638004983201e-37,1.5254343425732835e-19,2.2089535003857442e-12,1.4450896304317723e-21,9.9108134700047942e-21,1.9758349347011135e-15,1.1051726104957824e-15,8.4511497130042893e-26,1.3842485693460262e-21,8.872571486231447e-34,6.838013566900863e-27,9.8570673189968157e-27,3.0160202127369834e-27,5.8618653209407199e-32,1.8068567163455187e-36,3.5122043434708898e-37,1.334206307666273e-32,2.9674730355128519e-42,5.1082082488349462e-46,1.6577423051894549e-43,2.5609648498870892e-42,1.8199164707494804e-39,8.923119154029894e-21,2.9407988917197308e-24,1.7919993525712823e-24,2.233898017008558e-25,5.6232269302504459e-25
1.6895478898007766e-13,0.3614713197280543,154.0,0.0,0.0,0.0,0.99999805153348875,1.0,18.999999999671154,5.3325791954389026e-08,4.2671981974379517e-07,4.2661570109757154e-07,2.1390093638452535e-10,1.5264639884399003e-13,8.6237269398751891e-07,6.2937944107212996e-08,3.6453279731784669e-09,1.1252058838210972e-07,1.1256046334356649e-10,1.9822079188672291e-18,1.2170579379988982e-12,7.3788122627468678e-19,7.6856002657667685e-13,5.4193284429117317e-16,5.4200122253391403e-16,5.8185676905937536e-20,1.0192476151040451e-20,4.0721026594526789e-14,4.9042925487531992e-37,4.5588892085863933e-37,4.5588910591403736e-37,1.5950890770094495e-19,2.2431580729973788e-12,1.4895542150348432e-21,1.0203488480964948e-20,2.0629403260733063e-15,1.1538944946765596e-15,8.9683736286417212e-26,1.4472195899497472e-21,9.556128660375778e-34,7.2223785685240608e-27,1.0460797467356942e-26,3.2352436793982451e-27,6.3849577419624031e-32,1.9982280991432329e-36,3.8842145712548592e-37,1.4370478680761898e-32,3.3317836137354297e-42,5.736593566791876e-46,1.8418900867016582e-43,2.8368484831535695e-42,2.0126834779750904e-39,9.191669978434988e-21,3.0744856491387036e-24,1.8680559904155205e-24,2.3089662310893631e-25,5.9053361769062532e-25
1.7144210118808942e-13,0.3614713197280346,154.0,0.0,0.0,0.0,0.99999802289494577,1.0,18.999999999661579,5.411084055852916e-08,4.3300032995552066e-07,4.3289302578393166e-07,2.2023559634242576e-10,1.549479824621975e-13,8.7273013720203893e-07,6.4689011986602912e-08,3.6923156137775304e-09,1.1565115139584744e-07,1.1576192860908022e-10,2.0409155052380108e-18,1.2523529959658791e-12,7.5886878928933583e-19,7.913434684282821e-13,5.6621417275092731e-16,5.6628642003180621e-16,6.1452773969671831e-20,1.0794411819051022e-20,4.1928723747973033e-14,5.4323741848276111e-37,5.049779672387543e-37,5.0497817523578219e-37,1.6668401019443244e-19,2.27739794585446e-12,1.534721202531845e-21,1.0500073518416051e-20,2.1524881546064088e-15,1.203982538842946e-15,9.5090029647638017e-26,1.5120716757422241e-21,1.0281192214682293e-33,7.6218738533256037e-27,1.1091883534102588e-26,3.4666882676526085e-27,6.9457541524101544e-32,2.2065289725088057e-36,4.2891365846834813e-37,1.5461390486050241e-32,3.7343380399437441e-42,6.4311162999376952e-46,2.0431588287561584e-43,3.1376938732957072e-42,2.2225049313031503e-39,9.4641996126914762e-21,3.2121603361538058e-24,1.9460859003323196e-24,2.3852974551090815e-25,6.1968425493299079e-25
1.739294133961012e-13,0.3614713197280146,154.0,0.0,0.0,0.0,0.99999799425758207,1.0,18.999999999651877,5.4895889133140244e-08,4.392807988619513e-07,4.3917025760811128e-07,2.2666240779920895e-10,1.5714668543112155e-13,8.8302846482243233e-07,6.6460925525746132e-08,3.7391261425787565e-09,1.1881898233429606e-07,1.1900442451920067e-10,2.1004771877779094e-18,1.2881301700393617e-12,7.801253416695734e-19,8.1445933577864691e-13,5.9120994984006378e-16,5.9128622162806591e-16,6.484940392577201e-20,1.1422283338904317e-20,4.3154066271146221e-14,6.0084701584619959e-37,5.585303089005239e-37,5.5853054229075772e-37,1.740718939116144e-19,2.3116731188744313e-12,1.5805918686766203e-21,1.0800554267458252e-20,2.2445077169859903e-15,1.2554531297671767e-15,1.00737368227121e-25,1.5788324934774655e-21,1.1049635727294271e-33,8.0368396559470464e-27,1.1751144815045302e-26,3.7108329546135692e-27,7.5463532638262924e-32,2.4329807381976428e-36,4.729345088179077e-37,1.6617623424502846e-32,4.178531291756699e-42,7.1976680319408562e-46,2.2628507397163887e-43,3.4653595554011119e-42,2.4506114053274308e-39,9.7407079477331801e-21,3.3538813633194356e-24,2.0261067314846264e-24,2.4628917452882576e-25,6.4979025947114839e-25
1.772145240007273e-13,0.36147131972798785,154.0,0.0,0.0,0.0,0.99999795643666123,1.0,18.999999999638856,5.5932739785316103e-08,4.4757564725278192e-07,4.4746075159269911e-07,2.3529180799826192e-10,1.6010466904001873e-13,8.9653992603185003e-07,6.8832920815388146e-08,3.8006807146129433e-09,1.2305964076440177e-07,1.2334956646389513e-10,2.1804518776118159e-18,1.3361201403691956e-12,8.0861042875176289e-19,8.4549898853394871e-13,6.2533554055436809e-16,6.2541737224947276e-16,6.9539088813084507e-20,1.2292497713844028e-20,4.4799476368992221e-14,6.8490332432213649e-37,6.366668262824251e-37,6.3666709734460539e-37,1.8416087084686892e-19,2.3569960567456808e-12,1.6422560173898573e-21,1.1203359580098488e-20,2.3698798228609987e-15,1.3255792615834437e-15,1.085775068994971e-25,1.6699788355031101e-21,1.2134300170509692e-33,8.6091935857793913e-27,1.2666450820151218e-26,4.0535786825300942e-27,8.4042768362954893e-32,2.7620581984192274e-36,5.3690558741185413e-37,1.8249742769762625e-32,4.835142438659286e-42,8.3311206538179332e-46,2.5835676462058089e-43,3.9425452586053499e-42,2.7820962294463512e-39,1.0112002967513818e-20,3.5473593468994874e-24,2.1348748127590497e-24,2.5673100015397286e-25,6.9104339486021853e-25
1.804996346053534e-13,0.36147131972796054,154.0,0.0,0.0,0.0,0.99999791861777176,1.0,18.999999999625597,5.6969590385986034e-08,4.5587042396370958e-07,4.5575108364041212e-07,2.4408190545803922e-10,1.6312399379339722e-13,9.099496281010596e-07,7.1240798958076999e-08,3.8619290331134774e-09,1.2736445065351495e-07,1.2776566847540106e-10,2.261915974842682e-18,1.3849475212812008e-12,8.3756071699169495e-19,8.7711845306199283e-13,6.607492824487674e-16,6.6083696030878842e-16,7.446688883814595e-20,1.3210854315817845e-20,4.6475666135908578e-14,7.7884489539679783e-37,7.2399244728786141e-37,7.239927612397926e-37,1.9463379007999529e-19,2.40238057094111e-12,1.7051528141557465e-21,1.161290284158509e-20,2.4996811300287546e-15,1.3981828351528401e-15,1.1686705470047409e-25,1.7645667156822977e-21,1.3302563457933739e-33,9.2099206486229676e-27,1.3634296636273841e-26,4.4204827228399716e-27,9.3406333519817886e-32,3.1281640909769953e-36,6.0807533982031273e-37,2.0007761668405026e-32,5.5796643001296972e-42,9.6167468568383406e-46,2.9421694784626722e-43,4.4747173470047264e-42,3.1508838482969704e-39,1.0490237886520911e-20,3.7481320659958376e-24,2.2471858206438958e-24,2.6739317259822776e-25,7.3402642061364375e-25
1.837847452099795e-13,0.3614713197279328,154.0,0.0,0.0,0.0,0.99999788080089946,1.0,18.999999999612111,5.8006440935152112e-08,4.6416512950499662e-07,4.6404125377936725e-07,2.5303267210649588e-10,1.6604083408267737e-13,9.2325833749762992e-07,7.3684289675626952e-08,3.9228726218942446e-09,1.317329287981703e-07,1.3225238415039347e-10,2.34486921734258e-18,1.4346102890700706e-12,8.6697393543233153e-19,9.093176938937513e-13,6.974750110744078e-16,6.9756883002957876e-16,7.9639792004496775e-20,1.4179037543613821e-20,4.8182635323277769e-14,8.8362101951272621e-37,8.2138961301472642e-37,8.2138997568104269e-37,2.0549792820569352e-19,2.4478266612737033e-12,1.7692852047573682e-21,1.2029151471249534e-20,2.6339778752799094e-15,1.4733008992524391e-15,1.2562290104248634e-25,1.8626598692637712e-21,1.4559169315816116e-33,9.8398161294580236e-27,1.4656662332758309e-26,4.8127296596631242e-27,1.0360890756981672e-31,3.5346456707806782e-36,6.8709457225637038e-37,2.1898834477035709e-32,6.4218772125343773e-42,1.1071540185814011e-45,3.3422593681450867e-43,5.067014699260164e-42,3.5603467732404829e-39,1.0875412455906065e-20,3.9563340271877299e-24,2.3630786672984355e-24,2.782757027355533e-25,7.7877540203163923e-25
1.870698558146056e-13,0.3614713197279046,154.0,0.0,0.0,0.0,0.99999784298602978,1.0,18.999999999598394,5.904329143281645e-08,4.7245976409105411e-07,4.7233126203767626e-07,2.6214407987655691e-10,1.6898549983388578e-13,9.3646681483192405e-07,7.6163124755268936e-08,3.9835129970773829e-09,1.3616459568745532e-07,1.3680936880107367e-10,2.4293113473948044e-18,1.4851064302451467e-12,8.9684782436457276e-19,9.4209667556548932e-13,7.3553656042875275e-16,7.3563682415593563e-16,8.5064835198004662e-20,1.5198757122633237e-20,4.9920383683752785e-14,1.0002533906701269e-36,9.2980806982804954e-37,9.2980848769863939e-37,2.1676056767250777e-19,2.4933343275577288e-12,1.834656137667097e-21,1.2452073049769672e-20,2.7728357884140826e-15,1.550970219068174e-15,1.3486225450329607e-25,1.9643220292522078e-21,1.5909040561420016e-33,1.0499679730588598e-26,1.5735565708188138e-26,5.2315373862447314e-27,1.1470785998644172e-31,3.9850842017064442e-36,7.7465959683320244e-37,2.3930386439430199e-32,7.3724479613252061e-42,1.2714042133958577e-45,3.7877062326798614e-43,5.7249532007372901e-42,4.0140933405609476e-39,1.1267526427791947e-20,4.1720997109839727e-24,2.4825915712300232e-24,2.8937860077613149e-25,8.2532640374001654e-25
1.903549664192317e-13,0.3614713197278758,154.0,0.0,0.0,0.0,0.9999978051731484,1.0,18.999999999584446,6.0080141878981086e-08,4.8075432802189023e-07,4.806211084434458e-07,2.7141610070605307e-10,1.7200101966743911e-13,9.4957581497835219e-07,7.8677038006893713e-08,4.0438516672324878e-09,1.4065897542656979e-07,1.4143627942420772e-10,2.5152421047657647e-18,1.5364339413451895e-12,9.2718013512210408e-19,9.7545536261868236e-13,7.7495776297778641e-16,7.7506478397198353e-16,9.0749102012920326e-20,1.6271747581682198e-20,5.1688910971237701e-14,1.1298394019502818e-36,1.0502679328626379e-36,1.0502684131547594e-36,2.2842899670469917e-19,2.5389035696087163e-12,1.9012685640107528e-21,1.28816353162651e-20,2.916320102735249e-15,1.6312272820655484e-15,1.4460263883581963e-25,2.0696169264402085e-21,1.735728013551421e-33,1.1190315362206695e-26,1.6873061829015549e-26,5.6781568529874408e-27,1.2676329031000739e-31,4.4833033443182241e-36,8.7151386334212716e-37,2.6110115291923324e-32,8.4429798379142425e-42,1.4564431163588388e-45,4.2826550792826101e-43,6.4544417834170418e-42,4.5159761688425916e-39,1.1666579555240237e-20,4.3955635721859789e-24,2.6057620786885875e-24,3.0070187638384654e-25,8.7371548959621684e-25
1.936400770238578e-13,0.3614713197278467,154.0,0.0,0.0,0.0,0.99999776736224144,1.0,18.999999999570267,6.1116992273648117e-08,4.8904882176957174e-07,4.8891079302477695e-07,2.8084870653772668e-10,1.7495668366931232e-13,9.6258608711022941e-07,8.1225765250759522e-08,4.1038901334028233e-09,1.4521559571484939e-07,1.461327746954254e-10,2.6026612275655925e-18,1.5885908289034941e-12,9.5796863004456782e-19,1.0093937196000082e-12,8.1576244965544106e-16,8.1587654929975893e-16,9.6699721352955975e-20,1.7399768103283342e-20,5.3488216940884335e-14,1.2735563890613923e-36,1.1838636308017284e-36,1.1838641815268392e-36,2.4051050931021606e-19,2.5845343872434595e-12,1.9691254375745706e-21,1.3317806167762728e-20,3.0644955580691119e-15,1.714108299677441e-15,1.5486189363059031e-25,2.1786082894074528e-21,1.8909174719243837e-33,1.1912531004912218e-26,1.8071243119308247e-26,6.1538722946037648e-27,1.3983810712382606e-31,5.0333811446546562e-36,9.7845029135833757e-37,2.8445996779095675e-32,9.6460778502046514e-42,1.664463734916318e-45,4.831541436334683e-43,7.2618032038085552e-42,5.0701042456901573e-39,1.2072571592238607e-20,4.6268600398692865e-24,2.7326270745893052e-24,3.1224553876753089e-25,9.2397872260175471e-25
1.969251876284839e-13,0.361471319727817,154.0,0.0,0.0,0.0,0.99999772955329447,1.0,18.999999999555857,6.2153842616819515e-08,4.9734324562832136e-07,4.9720031580976663e-07,2.9044186931921168e-10,1.7789796291344921e-13,9.7549837476657673e-07,8.3809044293936533e-08,4.1636298891737737e-09,1.49833987803653e-07,1.508985149541829e-10,2.6915684571065464e-18,1.6415751093573223e-12,9.8921108238031593e-19,1.0439117110613153e-12,8.5797444987156655e-16,8.5809595850527298e-16,1.0292386581263518e-19,1.8584602235841205e-20,5.5318301349077837e-14,1.4326657004018427e-36,1.3317676893910864e-36,1.3317683194263257e-36,2.5301240525583682e-19,2.6302267802799936e-12,2.0382297147937703e-21,1.3760553657775635e-20,3.2174264065452126e-15,1.7996492105383906e-15,1.6565817321672432e-25,2.2913598445322469e-21,2.0570197353978186e-33,1.2667138554240728e-26,1.9332239241739882e-26,6.66000126651966e-27,1.5399809236257108e-31,5.6396610200662822e-36,1.0963134073787663e-36,3.094628866280813e-32,1.0995411952673401e-41,1.8978454112183018e-45,5.4391046923604031e-43,8.1537938920964512e-42,5.6808540041859736e-39,1.2485502293689262e-20,4.866123517508925e-24,2.8632227970233322e-24,3.2400959676035377e-25,9.7615216483369135e-25
2.0021029823311e-13,0.36147131972778673,154.0,0.0,0.0,0.0,0.9999976917462936,1.0,18.999999999541224,6.3190692908497384e-08,5.0563759986828987e-07,5.0548967682650584e-07,3.0019556100303495e-10,1.8089274290694015e-13,9.8831341589233692e-07,8.6426614916125094e-08,4.2230724207070413e-09,1.5451368647100871e-07,1.5573316219626002e-10,2.7819635339775847e-18,1.6953848090023489e-12,1.020905276235885e-18,1.0790093015596077e-12,9.0161759151308362e-16,9.0174684849816058e-16,1.0942875034636234e-19,1.9828057720697171e-20,5.7179163953432482e-14,1.6085171309940248e-36,1.4952348532062158e-36,1.4952355723709625e-36,2.6594199006761775e-19,2.6759807485375965e-12,2.1085843547520888e-21,1.4209845995600313e-20,3.3751764160780881e-15,1.887885682431825e-15,1.7700994694014345e-25,2.4079353159932814e-21,2.2346010772480233e-33,1.3454953693187922e-26,2.0658217141330528e-26,7.1978948160202089e-27,1.6931197618688075e-31,6.3067638598175583e-36,1.2260016987994855e-36,3.3619535807972532e-32,1.2505786102694634e-41,2.1591660046349525e-45,6.1104027357638086e-43,9.1376254777263584e-42,6.3528815231508045e-39,1.2905371415394456e-20,5.1134883829911932e-24,2.9975848483069122e-24,3.3599405888106846e-25,1.0302718773881529e-24
2.034954088377361e-13,0.3614713197277562,154.0,0.0,0.0,0.0,0.99999765394122497,1.0,18.999999999526356,6.4227543148683685e-08,5.139318849025711e-07,5.1377887610308051e-07,3.1010975354661608e-10,1.8386431736073209e-13,1.0010319428783097e-06,8.9078218855574463e-08,4.2822192067748047e-09,1.5925422999643928e-07,1.6063638006625702e-10,2.8738461968873987e-18,1.7500179639471304e-12,1.0530490065266708e-18,1.1146864556570381e-12,9.4671570094516316e-16,9.4685305473140493e-16,1.1622163098571729e-19,2.1131966320381524e-20,5.9070804512787837e-14,1.8025535034014977e-36,1.6756063440570479e-36,1.6756071631948038e-36,2.7930657503142194e-19,2.7217962918367834e-12,2.1801923191842265e-21,1.4665651545614275e-20,3.5378088738237429e-15,1.978853114223473e-15,1.8893599942606397e-25,2.5283984257714794e-21,2.4242470703943666e-33,1.4276795770684895e-26,2.2051381087128517e-26,7.7689376453861228e-27,1.8585151165477233e-31,7.0396003603477556e-36,1.3684700135944651e-36,3.6474575230056723e-32,1.4193210054748198e-41,2.4512145753911317e-45,6.8508269046472746e-43,1.0220986965894133e-41,7.0911349643468295e-39,1.3332178714042039e-20,5.3690889886263587e-24,3.135748205794198e-24,3.4819893338480128e-25,1.0863739203341769e-24
2.0829924582505827e-13,0.3614713197277105,154.0,0.0,0.0,0.0,0.99999759866209581,1.0,18.999999999504208,6.574373539578369e-08,5.2606054385740619e-07,5.2589993091401121e-07,3.248962319530656e-10,1.8818673835011651e-13,1.0194580737490348e-06,9.3016414078123963e-08,4.3681805259284398e-09,1.6629494436082135e-07,1.6792913921315272e-10,3.0108843630213432e-18,1.8313867820694394e-12,1.1008577304079167e-18,1.1679007003208054e-12,1.0153318505071742e-15,1.015481690645516e-15,1.2668855493476972e-19,2.3151375957867626e-20,6.1892371620196383e-14,2.1222601352786397e-36,1.9727979578289799e-36,1.972798945013769e-36,2.9964803292974615e-19,2.7889034908066993e-12,2.2871676241698561e-21,1.5343839250224023e-20,3.784547666191871e-15,2.1168648773024319e-15,2.0744918622915345e-25,2.7116837515594387e-21,2.7245501950016885e-33,1.5541550411925355e-26,2.4214236238272426e-26,8.6666119617852867e-27,2.1240025426493955e-31,8.2404854124121255e-36,1.601932241445436e-36,4.0995854471982186e-32,1.7015766320389085e-41,2.9399226508666601e-45,8.0700227224791885e-43,1.2001528184722973e-41,8.3009108968977278e-39,1.396879204497475e-20,5.7579613707729793e-24,3.3447001471827201e-24,3.664430247713399e-25,1.1720560304375077e-24
2.1310308281238043e-13,0.361471319727664,154.0,0.0,0.0,0.0,0.99999754338702618,1.0,18.999999999481567,6.7259927532787729e-08,5.3818905653927432e-07,5.3802064001749323e-07,3.4002576798162392e-10,1.9250319481658704e-13,1.037681629704361e-06,9.7026042307536823e-08,4.453517158774787e-09,1.7346336685413725e-07,1.7536676986579366e-10,3.1511021249432105e-18,1.9145061771060377e-12,1.149616205257595e-18,1.2223540618167254e-12,1.087184651730962e-15,1.0873477717613718e-15,1.3780988217128455e-19,2.5309920946710928e-20,6.477975116676251e-14,2.4893846166014678e-36,2.3140682118782673e-36,2.3140693965341466e-36,3.2095821795304749e-19,2.8561423571480301e-12,2.396838580569943e-21,1.6035789275608676e-20,4.0420555783431445e-15,2.2609002630355483e-15,2.272922231879878e-25,2.9036176568490422e-21,3.053919406666886e-33,1.6883412773556564e-26,2.6532712366554377e-26,9.6427773429460641e-27,2.4197689877183036e-31,9.6106707109650065e-36,1.868310760429471e-36,4.5955191166019445e-32,2.0313538302140938e-41,3.5111837214844081e-45,9.4687496285827709e-43,1.4040161452828439e-41,9.6812596862611392e-39,1.4620240276386202e-20,6.1651517158476621e-24,3.5619590604307237e-24,3.8515847411541241e-25,1.262166889671637e-24
2.179069197997026e-13,0.36147131972761637,154.0,0.0,0.0,0.0,0.99999748811597389,1.0,18.999999999458446,6.8776119559701982e-08,5.5031742391654475e-07,5.5014100350128989e-07,3.5549827400231283e-10,1.9687832591485727e-13,1.0557048377826938e-06,1.0110631822695977e-07,4.5382336448739153e-09,1.8075809348655402e-07,1.8294823911391618e-10,3.2944986735275772e-18,1.9993701202621613e-12,1.1993176595069909e-18,1.2780464293931006e-12,1.1623485898727284e-15,1.1625258124665304e-15,1.4960874340501767e-19,2.76136018694845e-20,6.7732942412382863e-14,2.9096438359125567e-36,2.704731430573404e-36,2.70473284642954e-36,3.4326005832416555e-19,2.9235128903136601e-12,2.5092144800810802e-21,1.6741404472259119e-20,4.3105250432604982e-15,2.4110669062332761e-15,2.4852749583637691e-25,3.1043993689413882e-21,3.414417502491837e-33,1.8304984187514642e-26,2.9014134138833865e-26,1.0702156404970031e-26,2.7484274287940619e-31,1.1169205454174099e-35,2.1713096923423815e-36,5.1383727479254828e-32,2.4152604489959925e-41,4.1765280203073983e-45,1.1068138560581635e-42,1.6367071947010794e-41,1.1251376849037965e-38,1.5286522657408874e-20,6.5910798358542316e-24,3.7876273809234424e-24,4.0434530520765923e-25,1.3568192417114098e-24
2.2271075678702475e-13,0.3614713197275678,154.0,0.0,0.0,0.0,0.99999743284889686,1.0,18.999999999434834,7.0292311476532499e-08,5.6244564713750383e-07,5.6226102145314119e-07,3.7131366240752272e-10,2.0118949395437118e-13,1.0735299005674932e-06,1.052564651430457e-07,4.6223344908217419e-09,1.881777356853468e-07,1.9067252140616512e-10,3.4410731903110535e-18,2.0859726265181468e-12,1.2499553698274137e-18,1.3349776923214754e-12,1.2408981432629737e-15,1.2410903204887659e-15,1.6210842947908157e-19,3.0068525094653988e-20,7.0751944622418302e-14,3.3892971975225611e-36,3.1506062554174752e-36,3.1506079410255512e-36,3.6657650858159226e-19,2.9910150897619887e-12,2.6243046265263083e-21,1.7460588382804829e-20,4.5901463771434815e-15,2.5674712576594565e-15,2.712188358784192e-25,3.3142281051416433e-21,3.8082031747260927e-33,1.9808880198014579e-26,3.1665997674265096e-26,1.1849628988167302e-26,3.1127465961661423e-31,1.2936771546429294e-35,2.5149507041665248e-36,5.7314058342105366e-32,2.860644669632304e-41,4.9487860312515132e-45,1.2891219632352219e-42,1.9015188945855346e-41,1.3032103580481639e-38,1.5967638440962083e-20,7.0361654262594249e-24,4.0218049300092086e-24,4.2400354140309927e-25,1.4561258248725721e-24
2.2751459377434693e-13,0.3614713197275181,154.0,0.0,0.0,0.0,0.99999737758575402,1.0,18.999999999410736,7.1808503283285248e-08,5.7457372705102999e-07,5.7438069396076365e-07,3.8747184561200592e-10,2.0560616079591873e-13,1.0911589964540988e-06,1.0947571489186489e-07,4.705824170488436e-09,1.9572092012668737e-07,1.9853859849796523e-10,3.5908248745549933e-18,2.1743077543132939e-12,1.3015226607988706e-18,1.3931477398965467e-12,1.3229077833164527e-15,1.3231157968977902e-15,1.753323842785474e-19,3.2680901627745059e-20,7.3836757067651046e-14,3.9351835911633373e-36,3.6580500120691458e-36,3.6580520113686601e-36,3.9093054956778187e-19,3.0586489549568862e-12,2.7421183358558784e-21,1.8193245237101734e-20,4.8811078025039736e-15,2.7302185969501713e-15,2.9543152215968276e-25,3.5333030727762451e-21,4.2375331744304936e-33,2.139772993280274e-26,3.4495970730009278e-26,1.3090232971043585e-26,3.5156560092863661e-31,1.4935778306311879e-35,2.9035914348963441e-36,6.3780264561175996e-32,3.3756568551660506e-41,5.842198220841476e-45,1.4963038026223184e-42,2.202036170111405e-41,1.5046022261821842e-38,1.6663586883685893e-20,7.5008280661307246e-24,4.2645889807788651e-24,4.441332057325013e-25,1.5601993720298608e-24
