Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550)
1.9949255130563806e-11,0.37154263781528757,154.0,0.0,0.0,0.0,0.99992997486705604,1.0,18.999999002055965,2.9289189965309794e-06,2.1026386557772938e-05,2.0140266068201515e-05,9.4092916143481099e-07,9.1483391669622267e-12,6.238455847059174e-07,9.3995306770144061e-06,2.0435851125559433e-09,1.4902395543144713e-05,5.6633062388101386e-08,1.0600168491352393e-14,2.2092882502365494e-09,4.411596290690981e-16,1.6770393840803049e-09,9.6999175471923894e-11,9.7061289450883098e-11,3.9474835577433954e-14,2.2637490363976338e-14,1.5663284612018364e-10,1.8325452274759636e-24,1.7161784149301801e-24,1.7162104851784235e-24,1.0716791215465409e-13,3.7250507266109648e-10,3.4330674993536157e-17,3.2292614830841407e-18,2.1092942425886395e-11,1.3300874025114253e-11,1.6530063877322635e-18,2.965565058685835e-16,9.1926070219752097e-25,6.0332944310755955e-21,2.5067531810463656e-19,2.4415701539395392e-19,5.15081508106757e-22,1.9113829985636789e-24,2.0888989713268779e-25,3.3876969662841246e-23,2.2034297416580455e-28,9.3078498164258254e-32,1.1508113943868048e-31,1.6611342219838387e-29,2.0203254781563904e-27,1.112407878842535e-17,3.6057188034397815e-19,5.6311299838314169e-21,2.1243691421180927e-21,5.5495724527791718e-18,9.4845677073129206e-19,2.3724012734037438e-14,4.8338228184489683e-16,9.2903300089516946e-16,6.3152911416761955e-19,4.1601598611325555e-19,6.9490649489422689e-19,5.7364032252507348e-27,1.0039005950004783e-25
2.081971853155151e-11,0.37154263765093815,154.0,0.0,0.0,0.0,0.9999269200725398,1.0,18.999998924602508,3.0567111425530857e-06,2.1943665824651957e-05,2.098512535900319e-05,1.0157714455735543e-06,9.5474383674121711e-12,6.2384381491580416e-07,9.8199891280044854e-06,2.0435788845882158e-09,1.556901179662647e-05,5.9213380814478001e-08,1.1443315724473962e-14,2.4041622871539107e-09,4.6125977433051886e-16,1.8199679802225093e-09,1.0995313532337207e-10,1.1002366698043494e-10,4.4781480361641233e-14,2.5748192771699682e-14,1.7060357750914885e-10,2.4589420897055404e-24,2.302866439922588e-24,2.3029113734769552e-24,1.2351466656134297e-13,4.0293382164963025e-10,3.9690301243041247e-17,3.3865351548877773e-18,2.3010910448793089e-11,1.4510151208742183e-11,1.9839142846592632e-18,3.366486531933869e-16,1.1497174381787844e-24,6.9589517936148887e-21,3.0119660748499739e-19,2.9362940240137665e-19,6.4590081011180889e-22,2.4970728852716362e-24,2.7317054246926467e-25,4.2440392229143271e-23,3.0052977789158752e-28,1.2975051135515315e-31,1.5051449278187079e-31,2.257443807168687e-29,2.6427360767155759e-27,1.210031312444688e-17,4.0706382160686902e-19,6.1317455008615445e-21,2.4006448904547111e-21,6.2997831549780373e-18,1.0312216208002033e-18,2.5790045280886233e-14,5.3280108977795893e-16,1.0543734084607245e-15,7.1767205278085405e-19,4.7262778876594869e-19,8.1043524823552237e-19,6.4760526954707297e-27,1.1707988680071569e-25
2.1690181932539214e-11,0.3715426374819805,154.0,0.0,0.0,0.0,0.9999238652856155,1.0,18.999998844976293,3.1845026235347332e-06,2.2860938890658773e-05,2.1827800450559123e-05,1.0927853241254427e-06,9.9465348660083973e-12,6.2384204516140246e-07,1.0240446093403021e-05,2.0435726370099985e-09,1.6235626075635182e-05,6.1793681814967587e-08,1.2310927424949727e-14,2.6072628754461076e-09,4.8135978384789896e-16,1.9682127555450919e-09,1.239859873083425e-10,1.2406564815321935e-10,5.0532971162202123e-14,2.9125509707855043e-14,1.851715498675659e-10,3.2593520621828434e-24,3.0525617057906441e-24,3.0526237881113268e-24,1.4154952870833691e-13,4.3454450222131342e-10,4.5645300940978625e-17,3.544691678970216e-18,2.5011475419479659e-11,1.5771484443811468e-11,2.3639866595744443e-18,3.8016122878052722e-16,1.4251996216062706e-24,7.9807460436679727e-21,3.5925273536697595e-19,3.5051609781478163e-19,8.025877983969488e-22,3.2270422641240526e-24,3.533780444728042e-25,5.2690450071876489e-23,4.0477466261223928e-28,1.7851730851887108e-31,1.9473192663247897e-31,3.0303143057278064e-29,3.4196004023673373e-27,1.3116474882480058e-17,4.5715917794480197e-19,6.653098141104242e-21,2.6995817690843687e-21,7.1139650486121229e-18,1.117299640060038e-18,2.7938616526001488e-14,5.84634672882426e-16,1.1903826963568127e-15,8.1122638799644585e-19,5.3409889600942153e-19,9.3877356535998697e-19,7.2730296676155818e-27,1.3562023272468372e-25
2.2560645333526918e-11,0.3715426373085512,154.0,0.0,0.0,0.0,0.99992081050628334,1.0,18.999998763241464,3.3122934394783225e-06,2.3778205755731052e-05,2.2668355518262904e-05,1.1719066382846178e-06,1.0345628662632777e-11,6.2384027556729941e-07,1.0660901573237434e-05,2.0435663833836669e-09,1.6902238380211975e-05,6.4373965377664856e-08,1.3202280800806708e-14,2.818589909493062e-09,5.014596575284998e-16,2.1217181131771123e-09,1.3913691954428141e-10,1.3922644734500839e-10,5.6745575769006765e-14,3.27794267055556e-14,2.0033683406877004e-10,4.2719114974162624e-24,4.0009964340612011e-24,4.0010811124230237e-24,1.6136979772174823e-13,4.673367829471772e-10,5.223740687613841e-17,3.7037311593634707e-18,2.7094527481914319e-11,1.7084802722310606e-11,2.798226162134212e-18,4.2722796011958733e-16,1.752239156309055e-24,9.1042509109155295e-21,4.2560516508335724e-19,4.1556941612358496e-19,9.8892732277089341e-22,4.128914443418512e-24,4.5258736193904628e-25,6.4873255334935469e-23,5.3889547411800806e-28,2.4266172572206544e-31,2.4943023757711019e-31,4.0218942523381322e-29,4.3808051691442475e-27,1.4172455807999052e-17,5.1095892087920121e-19,7.1951311969343358e-21,3.0220308843232022e-21,7.994618515142256e-18,1.2066743533488925e-18,3.016931602602701e-14,6.3887256558592269e-16,1.3374774395564583e-15,9.1248464080691763e-19,6.0062064667243107e-19,1.0806651771528267e-18,8.1289405213064237e-27,1.5611853876262844e-25
2.3431108734514622e-11,0.37154263713078195,154.0,0.0,0.0,0.0,0.999917755734543,1.0,18.999998679460315,3.4400835903862528e-06,2.4695466419835365e-05,2.3506852843172143e-05,1.2530731230892761e-06,1.074471975718413e-11,6.2383850598255164e-07,1.1081355567639682e-05,2.0435601390949194e-09,1.756884871056372e-05,6.6954231460065491e-08,1.4116674395495361e-14,3.0381432836726519e-09,5.2155939504121044e-16,2.2804293452680872e-09,1.5544471146418452e-10,1.5554486997311153e-10,6.3435392181053892e-14,3.6719824779594056e-14,2.1609950197011083e-10,5.5410522164699849e-24,5.1898034648957871e-24,5.1899175971443919e-24,1.8307409427237048e-13,5.0131034186601065e-10,5.9509715170928797e-17,3.8636536998630141e-18,2.9259956925844039e-11,1.8450035132831085e-11,3.291932394780344e-18,4.7798186836875663e-16,2.1380165357994758e-24,1.0335116608151529e-20,5.0105830438245634e-19,4.8958418469547391e-19,1.2090789149791949e-21,5.2342083681005959e-24,5.74312895629554e-25,7.9259276868930456e-23,7.0980711852684915e-28,3.2618250329165972e-31,3.1654883168334765e-31,5.2821775542531101e-29,5.5605232736809025e-27,1.5268151092066987e-17,5.6856100801478219e-19,7.757789763435584e-21,3.3688390700898139e-21,8.9442312036434235e-18,1.2993293807658496e-18,3.2481735707077935e-14,6.9550402253458842e-16,1.496072135274569e-15,1.0217378727679378e-18,6.7238342502426597e-19,1.2368565199513028e-18,9.0453436870559728e-27,1.7868263722945297e-25
2.4301572135502326e-11,0.3715426369488017,154.0,0.0,0.0,0.0,0.99991470097039403,1.0,18.999998593693249,3.5678730762609221e-06,2.5612720882905749e-05,2.4343352867926221e-05,1.336224351518494e-06,1.1143808149550196e-11,6.2383673630915805e-07,1.1501808076721526e-05,2.0435539017283956e-09,1.8235457066865215e-05,6.9534480050567351e-08,1.5053427458102513e-14,3.2659228923791899e-09,5.416589962956565e-16,2.4442926123112637e-09,1.7294774032759472e-10,1.7305931901176038e-10,7.0618351314370341e-14,4.095648209960407e-14,2.3245962637119807e-10,7.1182239561187392e-24,6.667193804013192e-24,6.667345947482113e-24,2.0676229241835718e-13,5.3646486620463904e-10,6.750668321002432e-17,4.0244594073670755e-18,3.1507654186615377e-11,1.9867110860444909e-11,3.8507081966822866e-18,5.3255527242715972e-16,2.5903982544783377e-24,1.167906589983873e-20,5.8646006870218272e-19,5.7339829134911613e-19,1.4675973441354239e-21,6.5787059032679876e-24,7.2255094357748226e-25,9.6144685655399965e-23,9.2567473091483638e-28,4.3391535416725746e-31,3.9829317480460979e-31,6.8700838001340284e-29,6.9976305601513125e-27,1.6403459276214081e-17,6.3006047404497375e-19,8.3410206886117355e-21,3.7408489114204191e-21,9.9652781055769577e-18,1.3952484341148922e-18,3.4875469777010315e-14,7.5451809443975683e-16,1.6665792154376303e-15,1.1392756948367211e-18,7.4957666654364433e-19,1.4080960743101382e-18,1.0023751094095426e-26,2.0342065574184695e-25
2.604249893747773e-11,0.37154263657270215,154.0,0.0,0.0,0.0,0.99990859146487054,1.0,18.999998416434224,3.8234500529200815e-06,2.7447211205626047e-05,2.6010593915484887e-05,1.5082482009048651e-06,1.1941976827271683e-11,6.2383319674662597e-07,1.2342708639202607e-05,2.0435414422680353e-09,1.9568667857749728e-05,7.4694924756564598e-08,1.6991388906965757e-14,3.746160390946322e-09,5.8185779003513691e-16,2.7872641162164005e-09,2.1169104470569844e-10,2.1182793367745732e-10,8.6526601652245997e-14,5.0357182604310489e-14,2.6697254034669704e-10,1.1442345162015816e-23,1.0717957962279282e-23,1.0718220327603555e-23,2.6049577680956047e-13,6.1031560438748721e-10,8.5859223029413005e-17,4.3487207600715652e-18,3.6249414626916097e-11,2.2856509488861099e-11,5.1874329226505442e-18,6.5368635640100192e-16,3.7301021632069819e-24,1.4729447169306276e-20,7.9072178035258354e-19,7.73994382036936e-19,2.1200555323425939e-21,1.0152132027355514e-23,1.1172355031452581e-24,1.3873509104995194e-22,1.532248329922129e-27,7.4641680320531099e-31,6.1596385963854617e-31,1.1316513788669038e-28,1.0825746033777342e-26,1.8792524718400475e-17,7.6511758770438573e-19,9.5689954864393355e-21,4.5638227903009055e-21,1.2231511653281518e-17,1.5968139094329171e-18,3.9905268955450668e-14,8.7964956683567458e-16,2.044970000873905e-15,1.4003563499869163e-18,9.2100756960497571e-19,1.7987206234568945e-18,1.2172402126465198e-26,2.5985195773290167e-25
2.7783425739453135e-11,0.37154263618120537,154.0,0.0,0.0,0.0,0.99990248198971143,1.0,18.999998231913079,4.0790243694749907e-06,2.9281676723069197e-05,2.7670527454338447e-05,1.6875295089704254e-06,1.2740134694841779e-11,6.2382965753635457e-07,1.3183603261025685e-05,2.0435289415379046e-09,2.0901870753393403e-05,7.9855299667635917e-08,1.9011110494776262e-14,4.2593015603889621e-09,6.220560400866273e-16,3.1502185259491722e-09,2.5566604514943562e-10,2.558317042982321e-10,1.0459453137626281e-13,6.1057757791627346e-14,3.0387617575049845e-10,1.7826845837632068e-23,1.6699256619074493e-23,1.6699693167293989e-23,3.2339191510891916e-13,6.8888666896152079e-10,1.0767783919020016e-16,4.6765161121766921e-18,4.1318935190260826e-11,2.6052434012772767e-11,6.8595210035472126e-18,7.9166587073232379e-16,5.2494718876279734e-24,1.8302489654910385e-20,1.0460633560716613e-18,1.0249409555285119e-18,2.9914407603284177e-21,1.5235850253191173e-23,1.6800093065476579e-24,1.9558007326139399e-22,2.4557260009246591e-27,1.2412094479022743e-30,9.2637936099201384e-31,1.8058761621603433e-28,1.628751822888016e-26,2.1338904036389076e-17,9.1683536855866979e-19,1.0878663632386261e-20,5.4976090706297924e-21,1.4812868632510399e-17,1.8112422133768788e-18,4.525551052750896e-14,1.0141772130630102e-15,2.4759083916854916e-15,1.6980147973990244e-18,1.1164100698914991e-18,2.2585465898954164e-18,1.4586111326322436e-26,3.2628034330453e-25
2.952435254142854e-11,0.3715426357752095,154.0,0.0,0.0,0.0,0.99989637254491537,1.0,18.999998040552395,4.3345960259448486e-06,3.1116117434593684e-05,2.9323576177775e-05,1.8736456915780828e-06,1.3538281751433931e-11,6.2382611856292703e-07,1.402449194282744e-05,2.0435164300185698e-09,2.2235065754786435e-05,8.5015604752094376e-08,2.1107831527844323e-14,4.8053455558114872e-09,6.6225374620329409e-16,3.53275440389824e-09,3.0516591181885464e-10,3.0536399746986926e-10,1.249438349720203e-13,7.313289254713365e-14,3.4317114499429897e-10,2.7021033626282182e-23,2.5313386677533215e-23,2.5314090573026336e-23,3.962885498669991e-13,7.7217586181791787e-10,1.333670103110273e-16,5.0078463662998194e-18,4.6715344581276207e-11,2.9454321372654746e-11,8.9233329493372698e-18,9.4752749332155277e-16,7.2401196996663259e-24,2.2446225540886025e-20,1.3608854320318977e-18,1.3345406326684238e-18,4.1345683693115579e-21,2.2311289230915441e-23,2.4650469005133394e-24,2.701152456021433e-22,3.8255626993224485e-27,2.0032073557122529e-30,1.3594438529845844e-30,2.8023936994525041e-28,2.3911018123563779e-26,2.4041897095034392e-17,1.0858775481430093e-18,1.2269658260687208e-20,6.5487977170181356e-21,1.7728700439134418e-17,2.0384061128213833e-18,5.0923024646766291e-14,1.1580106148655938e-15,2.962620672257889e-15,2.0345165364942592e-18,1.337266039067643e-18,2.7935823181295134e-18,1.7275438154345067e-26,4.0357379457947312e-25
3.126527934340395e-11,0.3715426353555597,154.0,0.0,0.0,0.0,0.99989026313048168,1.0,18.999997842750183,4.5901650223488464e-06,3.2950533339640872e-05,3.0970138195108917e-05,2.0661987421836635e-06,1.4336417996304568e-11,6.2382257934893535e-07,1.4865374685380484e-05,2.0435039486621212e-09,2.3568252863134381e-05,9.0175839874599434e-08,2.3277068195546272e-14,5.3842915323051384e-09,7.0245090733085288e-16,3.9344824064603871e-09,3.6047795578583846e-10,3.6071231677388217e-10,1.4769377301289993e-13,8.6655774135850731e-14,3.8485807207092105e-10,3.9973021483573983e-23,3.7449064545803276e-23,3.7450168361237301e-23,4.8003801539179112e-13,8.6018110768824391e-10,1.633528328262699e-16,5.342712436642038e-18,5.2437773815643016e-11,3.3061610040079691e-11,1.1440655562002363e-17,1.1222940460634103e-15,9.8084732478371704e-24,2.7209526959125692e-20,1.7443295799681537e-18,1.7118281741808634e-18,5.6106250467932865e-21,3.196968058267075e-23,3.5390963843130157e-24,3.6632198053370633e-22,5.8113192045749715e-27,3.1482534631893273e-30,1.9520048891062511e-30,4.2423064124470418e-28,3.4347447296356479e-26,2.6900849137074613e-17,1.2728689472489617e-18,1.3741636244727798e-20,7.723912769066717e-21,2.0998162485397507e-17,2.2781796708842953e-18,5.6904673750032112e-14,1.3110592767078038e-15,3.5083011575636962e-15,2.4121046158886526e-18,1.5850426638986646e-18,3.4098253145350206e-18,2.0250323031056429e-26,4.925987278789947e-25
3.3006206145379356e-11,0.3715426349230529,154.0,0.0,0.0,0.0,0.99988415374640971,1.0,18.9999976388813,4.8457313587061786e-06,3.4784924437495253e-05,3.2610588457960414e-05,2.2648138059273273e-06,1.5134543428685049e-11,6.2381904000789551e-07,1.5706251489231497e-05,2.0434914777832779e-09,2.4901432079284458e-05,9.533600503735171e-08,2.5514597506507985e-14,5.9961386450149265e-09,7.426475234864468e-16,4.3550247478104086e-09,4.2188380392189998e-10,4.2215847778313695e-10,1.7296124488739585e-13,1.0169813712050486e-13,4.289375915630428e-10,5.7865288514425664e-23,5.4214799665566736e-23,5.4216488208146803e-23,5.7550560530726121e-13,9.5290044700920258e-10,1.9808297864714029e-16,5.6811152603699368e-18,5.8485356214007927e-11,3.6873740013581096e-11,1.4478883476314694e-17,1.3169776177225104e-15,1.3077143714798078e-23,3.2642017581137528e-20,2.2062902231632475e-18,2.1665818074831511e-18,7.4898743629655157e-21,4.4928308784113592e-23,4.9834018850336606e-24,4.8877396240769915e-22,8.6316619536981986e-27,4.8316810885008038e-30,2.7489154503295953e-30,6.2813989662693479e-28,4.8390125765340474e-26,2.9915148348947515e-17,1.4783977931604457e-18,1.5294276922953188e-20,9.0294129872859715e-21,2.4640216244044716e-17,2.5304382193891495e-18,6.3197351875430566e-14,1.4732329824708026e-15,4.116112525199421e-15,2.8329998670575764e-18,1.8611925990153903e-18,4.1132531698542007e-18,2.3520124202276183e-26,5.9421868238022894e-25
3.4747132947354764e-11,0.3715426344784388,154.0,0.0,0.0,0.0,0.99987804439269823,1.0,18.999997429298787,5.1012950350360367e-06,3.6619290727345575e-05,3.4245280106555221e-05,2.4691378336839314e-06,1.5932658047804926e-11,6.2381550082395846e-07,1.6547122354860817e-05,2.0434789899273404e-09,2.6234603403978611e-05,1.0049610032041596e-07,2.7816442125579681e-14,6.6408860490905503e-09,7.8284359529376949e-16,4.7940146913891957e-09,4.896595663248296e-10,4.8997877560129425e-10,2.0086085842159112e-13,1.1833030635752074e-13,4.7541034772537028e-10,8.2153683783821583e-23,7.6975506016497733e-23,7.6978032220910235e-23,6.8356817283426944e-13,1.0503320291874112e-09,2.3802665756273649e-16,6.0230557930725916e-18,6.4857227395851707e-11,4.0890152814489715e-11,1.8111196268066718e-17,1.5325796850532974e-15,1.7186334570387495e-23,3.8793991860426337e-20,2.7574253243561354e-18,2.7093333085017397e-18,9.8523709303684848e-21,6.2047926635658581e-23,6.8957766768467339e-24,6.4268441221795395e-22,1.2564662670116678e-26,7.258540061243591e-30,3.8041792485590932e-30,9.1173211213453343e-28,6.699500088021628e-26,3.3084223560987599e-17,1.7030179059230583e-18,1.6927280895117185e-20,1.0471692489848603e-20,2.8673631257286202e-17,2.7950583356972479e-18,6.9797984088187745e-14,1.6444420496037828e-15,4.7891861405645987e-15,3.2994011330601697e-18,2.1671541164663544e-18,4.9098161878598372e-18,2.7093652520991616e-26,7.0929325524816875e-25
3.648805974933017e-11,0.37154263402242454,154.0,0.0,0.0,0.0,0.99987193506934713,1.0,18.999997214335178,5.3568560513576142e-06,3.8453632208443399e-05,3.5874545740211996e-05,2.6788383119059719e-06,1.6730761852957871e-11,6.2381196171781674e-07,1.7387987282885309e-05,2.043466495266288e-09,2.7567766838175091e-05,1.0565612572444169e-07,3.017885606466481e-14,7.3185328996433074e-09,8.2303912275788082e-16,5.2510960676978206e-09,5.6407599664099391e-10,5.6444414529311406e-10,2.3150499654529495e-13,1.3662123816278085e-13,5.2427699363527444e-10,1.1460995067157261e-22,1.0739242562768973e-22,1.0739613000174799e-22,8.0511285288869062e-13,1.1524741062434831e-09,2.8367458394225906e-16,6.3685349991487023e-18,7.1552525273368179e-11,4.5110291482777909e-11,2.2416731318611454e-17,1.7700912322124082e-15,2.2295289849430773e-23,4.5716341305324818e-20,3.409165944818618e-18,3.351376939331202e-18,1.2788682147868735e-20,8.4351333995186398e-23,9.3928284357020149e-24,8.3395391938550369e-22,1.795949243240552e-26,1.0695690466757464e-29,5.1821801104931706e-30,1.2997727891959259e-27,9.1302696829886091e-26,3.6407542075046524e-17,1.9472507604988202e-18,1.8640368885232239e-20,1.205708138046984e-20,3.3116987111889361e-17,3.0719178235942675e-18,7.6703526006353233e-14,1.8245974883350761e-15,5.530622375633413e-15,3.8134854926515372e-18,2.5043512522700157e-18,5.8054314508694578e-18,3.0979204254661234e-26,8.3867724433617265e-25
3.822898655130558e-11,0.37154263355567496,154.0,0.0,0.0,0.0,0.99986582577635585,1.0,18.999996994303622,5.6124144076901058e-06,4.0287948880079886e-05,3.7498698613419934e-05,2.8936020668568617e-06,1.7528854843488692e-11,6.2380842254113146e-07,1.8228846273946515e-05,2.0434540106039633e-09,2.8900922382871211e-05,1.1081608119509423e-07,3.259831121160614e-14,8.0290783517744741e-09,8.6323410545552189e-16,5.7259228179380457e-09,6.4539864538762276e-10,6.4582031531002751e-10,2.6500388104528557e-13,1.5663855967410026e-13,5.7553819040980964e-10,1.5736792444589546e-22,1.4746650874528132e-22,1.4747184290420925e-22,9.410359007530551e-13,1.2593250268285645e-09,3.3553894750956629e-16,6.7175538519504477e-18,7.8570390045395425e-11,4.9533600572938017e-11,2.7480752470740525e-17,2.030492868457354e-15,2.8583782109092611e-23,5.3460487473376104e-20,4.1737247221758669e-18,4.1047772901610372e-18,1.6400616921951075e-20,1.1304314617785314e-22,1.2612341721626818e-23,1.0692188459464649e-21,2.5249631857046656e-26,1.5486008399304179e-29,6.958998256810177e-30,1.8229461004534035e-27,1.2266216044924177e-25,3.9884607617220284e-17,2.2115874271255108e-18,2.0433280670011078e-20,1.3791846367562447e-20,3.7988675380969108e-17,3.3608956979470969e-18,8.3910963419450258e-14,2.0136110728920081e-15,6.3434909215436887e-15,4.377408479949406e-18,2.874193950074779e-18,6.8059781819610867e-18,3.5184591954846523e-26,9.8321997820900828e-25
3.996991335328099e-11,0.3715426330788171,154.0,0.0,0.0,0.0,0.99985971651372374,1.0,18.999996769499095,5.8679701040527011e-06,4.2122240741488336e-05,3.9118033760766034e-05,3.1131341399759833e-06,1.832693701874828e-11,6.2380488335641653e-07,1.9069699328604404e-05,2.0434415303929002e-09,3.0234070038934812e-05,1.1597596672165612e-07,3.5071484660418813e-14,8.7725215606025073e-09,9.03428543303205e-16,6.2181585624004283e-09,7.3388800654848525e-10,7.3436795418456071e-10,3.0146563351946824e-13,1.7844860648095511e-13,6.2919460648534777e-10,2.1297350387561896e-22,1.9958534673718203e-22,1.9959290161133915e-22,1.0922416394519317e-12,1.3708832305969558e-09,3.9415338785448997e-16,7.0701133379639389e-18,8.5909964191362763e-11,5.4159526149871577e-11,3.3394814591830291e-17,2.3147549441604294e-15,3.6253639411289267e-23,6.2078321231643296e-20,5.0641033473421295e-18,4.9823761071183414e-18,2.0801960480137525e-20,1.4953075890073525e-22,1.6715820514111939e-23,1.3559002489294213e-21,3.4967711811514463e-26,2.206495411259024e-29,9.2238150389772784e-30,2.5188848648443837e-27,1.6265593678162859e-25,4.3514958410226236e-17,2.4964903952439173e-18,2.230577406994179e-20,1.5682191376400753e-20,4.330690153786325e-17,3.6618721713740385e-18,9.14173119567673e-14,2.2113953671295947e-15,7.2308310961002675e-15,4.9933043004686438e-18,3.2780782024523813e-18,7.9172941783294048e-18,3.9717173474498375e-26,1.143764800903696e-24
4.1710840155256396e-11,0.3715426325924413,154.0,0.0,0.0,0.0,0.9998536072814509,1.0,18.999996540199398,6.1235231404645954e-06,4.3956507791852279e-05,4.0732829055967997e-05,3.3371567291210296e-06,1.9125008378094661e-11,6.2380134424209299e-07,1.9910546447411396e-05,2.0434290443303684e-09,3.1567209807221683e-05,1.2113578232997803e-07,3.7595246783675391e-14,9.5488616812467275e-09,9.4362243650230364e-16,6.7274761918113694e-09,8.2979965790047199e-10,8.3034281095143891e-10,3.4099633372237546e-13,2.0211645863945996e-13,6.8524691695419951e-10,2.8443842721639894e-22,2.6657368769435926e-22,2.6658422703968164e-22,1.2596415047322362e-12,1.4871472429083944e-09,4.6007297223223424e-16,7.4262144554506516e-18,9.3570392465233066e-11,5.8987515784776996e-11,4.0256924261488696e-17,2.6238376652074441e-15,4.5530309726464711e-23,7.1622147646616762e-20,6.0940991532678364e-18,5.9977982204336414e-18,2.6119214148626969e-20,1.9544649077675091e-22,2.1891190492891661e-23,1.7022532486527019e-21,4.7762082488183317e-26,3.0979745855153045e-29,1.2080405964438446e-29,3.433318780747274e-27,2.1312707677553987e-25,4.7298165356613974e-17,2.8023952896270064e-18,2.4257623998379912e-20,1.7734258155970649e-20,4.9089686847524629e-17,3.9747286413214977e-18,9.9219616765697979e-14,2.4178637432763041e-15,8.1956521473258272e-15,5.6632860443597676e-18,3.7173861903655099e-18,9.1451730440310038e-18,4.4583879270258669e-26,1.3211486721707387e-24
4.3451766957231804e-11,0.37154263209710364,154.0,0.0,0.0,0.0,0.9998474980795371,1.0,18.999996306666162,6.3790735169449793e-06,4.5790750030366828e-05,4.2343346209887864e-05,3.5654081908135786e-06,1.9923068920917396e-11,6.2379780515376289e-07,2.0751387630965031e-05,2.0434165554616082e-09,3.2900341688659104e-05,1.2629552802209519e-07,4.0166649992133048e-14,1.0358097868810089e-08,9.8381578506867236e-16,7.2535574799784278e-09,9.3338439549701165e-10,9.3399584972158445e-10,3.837000754792857e-13,2.2770597518242376e-13,7.4369580295309655e-10,3.7529787134638394e-22,3.5174755384361254e-22,3.5176205372780443e-22,1.4441531774243059e-12,1.6081156698356444e-09,5.3387417624465357e-16,7.785858210333561e-18,1.0155082188946389e-10,6.4017018551049616e-11,4.8171696788164526e-17,2.9586912058471236e-15,5.6664461214699307e-23,8.2144635913700192e-20,7.2783109159866326e-18,7.1654566749502695e-18,3.2492339111626008e-20,2.5267088118984658e-22,2.8355660325916765e-23,2.1174167794907592e-21,6.4415205322248675e-26,4.2911390027782407e-29,1.5648721602888067e-29,4.6213471904317302e-27,2.7620767515416606e-25,5.1233830324643857e-17,3.1297124867175507e-18,2.6288621564382968e-20,1.9954126880810482e-20,5.5354870236828068e-17,4.2993476772828951e-18,1.0731495219361756e-13,2.6329304001209575e-15,9.240933553446853e-15,6.3894458971329639e-18,4.1934864209923607e-18,1.0495362026600427e-17,4.9791238117154615e-26,1.516201854951004e-24
4.519269375920721e-11,0.37154263159332773,154.0,0.0,0.0,0.0,0.99984138890798191,1.0,18.999996069145833,6.6346212335130455e-06,4.7624967456239601e-05,4.3949831710958672e-05,3.79764210005675e-06,2.0721118646635932e-11,6.2379426605093889e-07,2.1592222879859902e-05,2.0434040701411711e-09,3.4233465684169499e-05,1.3145520377622319e-07,4.2782918142949157e-14,1.1200229278388232e-08,1.024008588832614e-15,7.7960927165682512e-09,1.0448883626048044e-09,1.0455733787056928e-09,4.2967902029237022e-13,2.5527982720094384e-13,8.0454195109983867e-10,4.8967191645676434e-22,4.5897200208884977e-22,4.5899169707260454e-22,1.6466997957945569e-12,1.7337871934602774e-09,6.1615486710670124e-16,8.1490456153676569e-18,1.0985040174899565e-10,6.9247485020200573e-11,5.7250509689013738e-17,3.3202558200317473e-15,6.993361739708707e-23,9.3698773899372994e-20,8.6321439383682763e-18,8.5005571344782204e-18,4.0075503451082158e-20,3.2335713143452638e-22,3.6358742420689633e-23,2.6114636784601897e-21,8.5863969163125659e-26,5.8699838066426035e-29,2.0066556626266009e-29,6.1488432490315794e-27,3.5434904835795024e-25,5.5321584531092237e-17,3.4788286368119498e-18,2.8398573226283436e-20,2.2347816747410084e-20,6.2120110142891002e-17,4.6356130085722572e-18,1.1570042148345745e-13,2.8565103706696304e-15,1.0369625319236019e-14,7.1738553478048724e-18,4.7077338638682499e-18,1.1973560357616709e-17,5.534540132537838e-26,1.7297476756536936e-24
