Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550)
1.9601024279065595e-09,0.3715419660344539,154.0,0.0,0.0,0.0,0.9931403413722063,1.0,18.999666536650803,0.00028611475668609531,0.0020499191534218038,0.0017163928557183952,0.00032452482023842652,8.9188573908442744e-10,6.1991198697528713e-07,0.00094293778981795954,2.0297089573373171e-09,0.0014959238409852367,5.7638458434333956e-06,3.6559868706847145e-12,2.0666669007864913e-05,4.4899163247702276e-14,1.6490106347107625e-06,1.3086204872096594e-05,1.3095763343779384e-05,5.4233358465836021e-09,3.3099000534160846e-09,1.6777027398853105e-06,3.958290064719457e-12,4.0097359213554401e-12,4.0189547656986524e-12,2.0987961965920884e-07,2.953689721265885e-06,1.4316461183391148e-09,2.7872322660845935e-15,9.8306473667270628e-08,6.1035854805192211e-08,8.0123278291669355e-10,6.6627143383693225e-11,2.9038367134445954e-14,1.2185838057270438e-14,5.1139708899254265e-11,4.2232302266016532e-11,8.4930953193222084e-12,8.213153987251467e-13,2.7504543517534456e-13,7.2971885279450549e-13,2.3022149824336321e-14,2.2528224031634188e-16,1.5201250861918484e-19,2.3929635989462935e-15,3.9064801990461554e-15,1.5848356595537938e-13,2.9198453765605707e-14,8.221936829190778e-17,4.028761986257367e-16,1.1706537047244746e-12,1.5344689696305737e-15,3.8226060079986472e-11,1.0965257504978409e-12,2.0034827661068653e-10,1.4047946085561537e-13,9.1917184275371226e-14,3.6816872245053505e-13,4.6452473063635881e-22,5.3186684270861779e-20
2.0258944194136606e-09,0.37154194446285055,154.0,0.0,0.0,0.0,0.99291078124364074,1.0,18.999655235162823,0.00029566019208699941,0.00211816528191363,0.0017729428660278803,0.00033541127276430797,9.2157800136849455e-10,6.1977898036112547e-07,0.00097446962973362272,2.0292397990009038e-09,0.0015459809567193849,5.9558169687131284e-06,3.7786299644911425e-12,2.2069928073171036e-05,4.6394578489748226e-14,1.7068419188752039e-06,1.4025884676548173e-05,1.4036191072474404e-05,5.8127923738300499e-09,3.5476446394782934e-09,1.7982354462425735e-06,4.6947617543161294e-12,4.7686496914763514e-12,4.7799995632422633e-12,2.3164774867958072e-07,3.1541207544006848e-06,1.6322771173356968e-09,2.9757018751544143e-15,1.0290222203013947e-07,6.3870988277932976e-08,9.1743812456168559e-10,7.178726436293656e-11,3.396634225200194e-14,1.3454257616401468e-14,5.8324221516092485e-11,4.7880070192917249e-11,9.9485722712609182e-12,9.6901645124074589e-13,3.3060859235275102e-13,8.6089278884851854e-13,2.8375486020344142e-14,2.8423686351368659e-16,1.827214182616358e-19,2.9955807209550975e-15,4.7414790649053786e-15,1.7200429773563779e-13,3.1730465039135143e-14,8.9234609199150633e-17,4.3276686230472601e-16,1.2573972098959509e-12,1.5907276701282829e-15,3.9627121046949714e-11,1.1367969392055499e-12,2.1521080542574034e-10,1.5090186904501221e-13,9.8736498398343219e-14,3.9560590069572107e-13,5.0480706459845752e-22,5.7150335602551749e-20
2.091686410920762e-09,0.37154192298106453,154.0,0.0,0.0,0.0,0.99268126651483635,1.0,18.999643937050283,0.00030520186006701685,0.0021863744883037369,0.0018294344709997787,0.00034628645369566932,9.5125416753951442e-10,6.1964599943249233e-07,0.0010059933178005794,2.0287707334474824e-09,0.00159602730681738,6.147684029306271e-06,3.9011460763243234e-12,2.3518788667568553e-05,4.7889183089473791e-14,1.7646135960036295e-06,1.4997925962515501e-05,1.5009014715805138e-05,6.2156619111470866e-09,3.7935791425213259e-09,1.9233388168502517e-06,5.5359440248859677e-12,5.63826434104057e-12,5.6521408667112846e-12,2.5486073513188749e-07,3.3610644774711774e-06,1.8532280764647601e-09,3.1709258724512145e-15,1.0751914931051612e-07,6.6718322793044449e-08,1.0458200222469686e-09,7.7158150985994508e-11,3.951525479576573e-14,1.4807408184985044e-14,6.6236141814249399e-11,5.4054633675486412e-11,1.1592505097517472e-11,1.1368185223737484e-12,3.949254914985425e-13,1.010266589904536e-12,3.4720664585853341e-14,3.5582906449002423e-16,2.1826841612272003e-19,3.7224478981167452e-15,5.7185581597146342e-15,1.8622916608124191e-13,3.4396430337385512e-14,9.6615233740059749e-17,4.637579954496611e-16,1.3473213943042631e-12,1.6469640725013293e-15,4.1027597216478086e-11,1.1770513240225668e-12,2.3060728998935415e-10,1.6169875105447228e-13,1.0580082203631016e-13,4.2403326255469487e-13,5.4722050313481337e-22,6.1257031613481779e-20
2.157478402427863e-09,0.3715419015889386,154.0,0.0,0.0,0.0,0.99245179725274812,1.0,18.999632642277813,0.00031473976167685941,0.0022545467248197442,0.0018858676479778719,0.00035715035873751239,9.8091421683128951e-10,6.195130442321145e-07,0.0010375088569489956,2.0283017608139036e-09,0.0016460628954931746,6.3394468909491981e-06,4.023535157798257e-12,2.5013204872911075e-05,4.9382976000993101e-14,1.8223256423234211e-06,1.6002294454016627e-05,1.6014200859195121e-05,6.6319302299507958e-09,4.0476948747757389e-09,2.0530501596201179e-06,6.4923988949697695e-12,6.6302354945340503e-12,6.6470909427509706e-12,2.7956367471547416e-07,3.5745142506696325e-06,2.0958163943035765e-09,3.3729593391588033e-15,1.121551341778857e-07,6.9576590533967356e-08,1.1871948856372571e-09,8.2741564369400471e-11,4.5737466641001561e-14,1.6247977405912422e-14,7.4922303262219837e-11,6.0784629724620258e-11,1.3441809961021295e-11,1.3266232018093729e-12,4.6900524012244306e-13,1.1796677260555261e-12,4.2196745877618263e-14,4.4220665734199195e-16,2.5921122712436455e-19,4.593861875059169e-15,6.8560753105339595e-15,2.0117330174865535e-13,3.7199267844844087e-14,1.043690941882775e-16,4.9585415669065159e-16,1.4404386717011881e-12,1.7031780738160759e-15,4.2427485910187868e-11,1.2172888269838052e-12,2.4653744578257025e-10,1.7286990673646739e-13,1.1311002423702788e-13,4.5345027906136735e-13,5.9181147229622525e-22,6.5506695887738924e-20
2.223270393934964e-09,0.37154188028631535,154.0,0.0,0.0,0.0,0.99222237352421083,1.0,18.999621350810123,0.00032427389796771476,0.0023226819437916677,0.0019422423744758759,0.00036800298362747844,1.010558128522075e-09,6.1938011480259614e-07,0.0010690162499870843,2.0278328812367583e-09,0.0016960877267615105,6.5311054196656039e-06,4.1457971608946524e-12,2.6553130762340681e-05,5.0875956180658566e-14,1.8799780344739316e-06,1.7038955831698575e-05,1.7051716074775681e-05,7.061583083703312e-09,4.3099831375092888e-09,2.1874067337024882e-06,7.5753381101960528e-12,7.7570018993065468e-12,7.7773510373611087e-12,3.0580154060437926e-07,3.79446338583315e-06,2.3613995191982635e-09,3.5818572843027092e-15,1.1680825792667148e-07,7.2444647687899227e-08,1.3424047861743584e-09,8.8539263289227882e-11,5.2687627949425766e-14,1.7778647397966274e-14,8.4430915399393591e-11,6.8099122602165036e-11,1.5514272219761362e-11,1.5404357174647604e-12,5.5393197604439113e-13,1.3710414627098571e-12,5.0956191812754545e-14,5.4579241475804463e-16,3.0614904504527614e-19,5.6326138902222804e-15,8.174048860416714e-15,2.1685177768570906e-13,4.0141883711399165e-14,1.125040128002978e-16,5.2906019279877459e-16,1.5367623037602168e-12,1.7593695926338412e-15,4.3826784977414839e-11,1.2575093856065757e-12,2.6300098738289638e-10,1.8441513530953878e-13,1.2066397363355128e-13,4.838564195259377e-13,6.3862620667235601e-22,6.9899251760397785e-20
2.2890623854420653e-09,0.37154185907303805,154.0,0.0,0.0,0.0,0.99199299539593977,1.0,18.999610062612049,0.00033380426999124458,0.002390780097652053,0.0019985586281773861,0.00037884432413583903,1.0401858819346236e-09,6.1924721118643088e-07,0.0011005154996132349,2.0273640948523872e-09,0.0017461018044572707,6.7226594817668637e-06,4.2679320379628188e-12,2.8138520400391922e-05,5.2368122587063576e-14,1.9375707492929561e-06,1.8107875733099187e-05,1.8121526921696361e-05,7.5046062080213278e-09,4.5804352210933522e-09,2.3264457493605181e-06,8.7966379200059681e-12,9.0318097839979773e-12,9.0562361207696077e-12,3.3361918345947116e-07,4.0209051466012102e-06,2.651374824383774e-09,3.7976746445646261e-15,1.2147678511327301e-07,7.5321462311637237e-08,1.5123173777324315e-09,9.4553004199079291e-11,6.0422679812125423e-14,1.9402094688279739e-14,9.4811556205134433e-11,7.6027584439741049e-11,1.7828556874825219e-11,1.7803663279266439e-12,6.5086732936429317e-13,1.5864544575385799e-12,6.1165560229305745e-14,6.6930825681992828e-16,3.5972389324979312e-19,6.8641998721915414e-15,9.6942460699819114e-15,2.3327961743630105e-13,4.3227173720422091e-14,1.2102778617807294e-16,5.6338123510088749e-16,1.6363063890466769e-12,1.8155385617507077e-15,4.5225492614445699e-11,1.297712947586471e-12,2.7999762865001958e-10,1.9633423548870709e-13,1.2846253852953668e-13,5.152511518959841e-13,6.8771077592962092e-22,7.4434622369685059e-20
2.3548543769491665e-09,0.37154183794894985,154.0,0.0,0.0,0.0,0.99176366293453011,1.0,18.999598777648494,0.00034333087879958354,0.0024588411389361103,0.0020548163869358212,0.00038967437606549055,1.0697974564362195e-09,6.1911433342601579e-07,0.0011320066084269638,2.0268954017969091e-09,0.0017961051322529841,6.9141089438523484e-06,4.3899397417196067e-12,2.9769327843095701e-05,5.3859474181044799e-14,1.9951037637824458e-06,1.9209019752731245e-05,1.9223599946256349e-05,7.9609853207109246e-09,4.8590424050242332e-09,2.470204367844762e-06,1.0168853493818366e-11,1.0468737109669284e-11,1.0497899536799902e-11,3.630613314413411e-07,4.2538327485737111e-06,2.967179482639266e-09,4.020466284097287e-15,1.2615914604187684e-07,7.8206103383746618e-08,1.6978258172422966e-09,1.0078454123816923e-10,6.9001855897521733e-14,2.1120990147326758e-14,1.0611516447632548e-10,8.4599876564204299e-11,2.0404218426317043e-11,2.048631637644663e-12,7.6105283598277869e-13,1.8280983492847292e-12,7.300619846922835e-14,8.1580062145709556e-16,4.2062195863919488e-19,8.317040407789857e-15,1.1440272932489174e-14,2.5047180307665691e-13,4.6458024863704135e-14,1.2994818938846179e-16,5.988226959708482e-16,1.7390858522410282e-12,1.8716849235184257e-15,4.6623607248048987e-11,1.3378994673799271e-12,2.9752708284592015e-10,2.0862700556982394e-13,1.3650558695441546e-13,5.4763394298996926e-13,7.3911110986720864e-22,7.9112730690712527e-20
2.4206463684562676e-09,0.371541816913894,154.0,0.0,0.0,0.0,0.99153437620645657,1.0,18.999587495884491,0.00035285372544533854,0.0025268650202818457,0.0021110156287743667,0.00040049313525194401,1.099392831438778e-09,6.1898148156363412e-07,0.0011634895789387825,2.0264268022061811e-09,0.0018460977136746486,7.1054536728099021e-06,4.5118202252492841e-12,3.144550713808315e-05,5.5350009925686208e-14,2.0525770551653361e-06,2.0342353442076787e-05,2.0357901681944941e-05,8.4307061217649931e-09,5.1457959579215494e-09,2.618719701268004e-06,1.1705232982417551e-11,1.208271771352987e-11,1.2117357556584255e-11,3.9417259022394954e-07,4.4932393594695313e-06,3.3102903404821648e-09,4.2502869943398264e-15,1.3085392093336198e-07,8.1097730934292537e-08,1.8998486852850862e-09,1.0723562623194299e-10,7.8486683198577974e-14,2.2937998926358123e-14,1.1839403221349456e-10,9.3846231505487028e-11,2.326171016047103e-11,2.3475558379280467e-12,8.8581230164242199e-13,2.0982933383454358e-12,8.6674935099744431e-14,9.8866702620176401e-16,4.8957489825587132e-19,1.0022710551458196e-14,1.3437665357067984e-14,2.6844328271125529e-13,4.9837316828755876e-14,1.3927297985411211e-16,6.353902654165872e-16,1.8451164336705275e-12,1.9278086271703456e-15,4.802112746895336e-11,1.3780689042523507e-12,3.1558906270402545e-10,2.2129324347810167e-13,1.4479298669513879e-13,5.8100425863161917e-13,7.9287302207886381e-22,8.3933499554889456e-20
2.486438359963369e-09,0.37154179596771375,154.0,0.0,0.0,0.0,0.9913051352780734,1.0,18.999576217285135,0.00036237281098158654,0.0025948516944301948,0.0021671563318859254,0.00041130059756331033,1.1289719863988953e-09,6.1884865564146473e-07,0.0011949644135790956,2.0259582962157998e-09,0.001896079552116034,7.2966935358162008e-06,4.633573442003397e-12,3.3167012324689422e-05,5.6839728786321738e-14,2.1099906009066373e-06,2.1507842309618246e-05,2.1524398649517625e-05,8.913754293375993e-09,5.4406871375359831e-09,2.7720288124803518e-06,1.3419731230799853e-11,1.3889565345262458e-11,1.3930513836570335e-11,4.2699744300902671e-07,4.7391180992855964e-06,3.682223791904735e-09,4.4871914938333812e-15,1.3555982561403229e-07,8.399558714503588e-08,2.1193299066552871e-09,1.1390800869002901e-10,8.8940981971944115e-14,2.4855780397195237e-14,1.3170179701562577e-10,1.0379723566180435e-10,2.6422392891827917e-11,2.6795718768651165e-12,1.0265541155821019e-12,2.3994917590453106e-12,1.0238476871557146e-13,1.1916838291295344e-15,5.6736111803886813e-19,1.2016179531112009e-14,1.5713981673196058e-14,2.8720897755483573e-13,5.3367923403569563e-14,1.4900990102948268e-16,6.7308990780700393e-16,1.9544146792764578e-12,1.9839096271137406e-15,4.9418051989396749e-11,1.4182212210325323e-12,3.3418328047380426e-10,2.3433274679942742e-13,1.5332460531666083e-13,6.1536156373652789e-13,8.4904223230156992e-22,8.8896851662433578e-20
2.55223035147047e-09,0.3715417751102532,154.0,0.0,0.0,0.0,0.99107594021561474,1.0,18.999564941815635,0.00037188813646187404,0.0026628011142251552,0.0022232384746330627,0.00042209675890029054,1.1585349008178627e-09,6.1871585570160313e-07,0.0012264311147062274,2.0254898839611493e-09,0.0019460506508516199,7.4878284003370126e-06,4.7551993458006223e-12,3.493379743405752e-05,5.8328629730537089e-14,2.1673443786758703e-06,2.2705451820929151e-05,2.2723057357130698e-05,9.4101154999735401e-09,5.7437071907722628e-09,2.9301687149445935e-06,1.532702314906986e-11,1.5905997596032525e-11,1.5954183780840845e-11,4.6158025054122424e-07,4.991462040456449e-06,4.0845356516576177e-09,4.7312344280371273e-15,1.4027569856983755e-07,8.6898988319070838e-08,2.3572386708928332e-09,1.2080343580419738e-10,1.0043086495615371e-13,2.6876988094292248e-14,1.4609343448375584e-10,1.1448381259688467e-10,2.9908543184439552e-11,3.0472225612972595e-12,1.184773513084821e-12,2.7342816435277278e-12,1.2036555281421357e-13,1.4290351949004398e-15,6.5480702333302562e-19,1.4336060389665223e-14,1.8298896408845559e-14,3.0678378862761888e-13,5.7052713804149753e-14,1.5916668587608573e-16,7.1192785876309135e-16,2.0669979310867047e-12,2.0399878815228106e-15,5.0814379608162074e-11,1.4583563830867277e-12,3.5330944795771808e-10,2.4774531280632789e-13,1.6210031017892114e-13,6.5070532238390377e-13,9.0766438753552419e-22,9.4002709592736645e-20
2.618022342977571e-09,0.3715417543413559,154.0,0.0,0.0,0.0,0.99084679108519369,1.0,18.999553669441291,0.00038139970294021579,0.0027307132326139126,0.0022792620355479398,0.00043288161519616574,1.1880815542417784e-09,6.1858308178603866e-07,0.0012578896846136727,2.0250215655773522e-09,0.0019960110130483018,7.6788581341277201e-06,4.8766978908266732e-12,3.6745816489241921e-05,5.9816711728174148e-14,2.2246383663065631e-06,2.3935147398768806e-05,2.3953844300478851e-05,9.9197753882634784e-09,6.054847353713067e-09,3.0931763726118201e-06,1.7442516747540854e-11,1.8149659720198342e-11,1.8206118807703497e-11,4.9796525112401916e-07,5.2502642080143158e-06,4.5188210280844029e-09,4.9824703691448399e-15,1.4500048923232469e-07,8.9807317632664754e-08,2.6145693527846289e-09,1.2792365244600932e-10,1.1302473594366458e-13,2.9004269658983456e-14,1.6162525063345698e-10,1.2593720694565297e-10,3.3743361074272915e-11,3.4531615937443225e-12,1.362054786366786e-12,3.1053902771862021e-12,1.4086467582418129e-13,1.7053432716943328e-15,7.5278824084649342e-19,1.702486960101812e-14,2.1224295298185733e-14,3.2718260309039338e-13,6.0894553930112888e-14,1.6975106015079003e-16,7.5191062220677321e-16,2.1828843181729579e-12,2.0960433511687237e-15,5.2210109181513798e-11,1.4984743574658798e-12,3.7296727654214737e-10,2.6153073847965131e-13,1.7111996845102774e-13,6.8703499787660304e-13,9.6878508201975385e-22,9.9250995813035995e-20
2.6838143344846723e-09,0.37154173366086557,154.0,0.0,0.0,0.0,0.99061768795280269,1.0,18.999542400127499,0.00039090751147109314,0.0027985880026469793,0.0023352269933322655,0.00044365516241678715,1.2176119262616098e-09,6.1845033393665668e-07,0.0012893401255366303,2.0245533411992584e-09,0.0020459606417759825,7.869782605233687e-06,4.9980690316342056e-12,3.8603023505312344e-05,6.1303973751333819e-14,2.2818725417912647e-06,2.5196894423142681e-05,2.5216725962897104e-05,1.0442719587252748e-08,6.3740988516342216e-09,3.2610886997973136e-06,1.9782365841818378e-11,2.0639148349696522e-11,2.0705030520475447e-11,5.361965606363665e-07,5.5155175797496694e-06,4.9867141955109853e-09,5.2409538159016737e-15,1.497332473810256e-07,9.2720018594381123e-08,2.8923414328364668e-09,1.3527040116311635e-10,1.2679328777058062e-13,3.1240266785838846e-14,1.7835487431631257e-10,1.3818896890645043e-10,3.7950977313308322e-11,3.9001545469589677e-12,1.5600734434086507e-12,3.5156877455545305e-12,1.6414773545212988e-13,2.0256995845798545e-15,8.62230811836037e-19,2.0129296697803422e-14,2.4524371477943766e-14,3.4842030024433864e-13,6.489630755333017e-14,1.8077074552009214e-16,7.9304496755105957e-16,2.3020927480429213e-12,2.1520759986283914e-15,5.3605239603564949e-11,1.5385751123295611e-12,3.9315647721869489e-10,2.7568882052352096e-13,1.8038344712103959e-13,7.2435005278243148e-13,1.0324498761425153e-21,1.0464163268438135e-19
2.7496063259917735e-09,0.3715417130686267,154.0,0.0,0.0,0.0,0.9903886308843135,1.0,18.999531133839763,0.00040041156310945304,0.0028664253774783178,0.0023911333268572315,0.00045441739656056296,1.2471259965131744e-09,6.1831761219527202e-07,0.001320782439657904,2.0240852109615128e-09,0.0020958995400171447,8.0606016819904644e-06,5.1193127231426385e-12,4.0505372489457254e-05,6.2790414774377196e-14,2.3390468832984943e-06,2.6490658231341858e-05,2.6511668815440981e-05,1.0978933708265755e-08,6.7014528990146405e-09,3.4339425610567037e-06,2.236348243346706e-11,2.339403510107156e-11,2.3470614782381809e-11,5.7631817255010084e-07,5.7872150863722821e-06,5.4898884661933979e-09,5.5067391934213262e-15,1.5447311355899947e-07,9.5636589144546294e-08,3.1915994177163759e-09,1.4284542217421288e-10,1.4180949978087554e-13,3.3587615171054086e-14,1.9634124965049244e-10,1.5127093929890088e-10,4.2556460154756495e-11,4.3910797786475363e-12,1.780598314448126e-12,3.9681904725734901e-12,1.9049920658271211e-13,2.3956976503133705e-15,9.8411235636493292e-19,2.370048394417896e-14,2.8235722833475939e-14,3.7051175721813787e-13,6.9060837444103855e-14,1.9223346251205674e-16,8.3533792702408718e-16,2.4246428984443295e-12,2.2080857878570766e-15,5.4999769795705039e-11,1.5786586166357688e-12,4.1387676059624017e-10,2.9021935537383048e-13,1.8989061300152178e-13,7.6264994895746622e-13,1.0987043143578657e-21,1.1017454246500477e-19
2.8153983174988746e-09,0.3715416925644834,154.0,0.0,0.0,0.0,0.9901596199454763,1.0,18.999519870543661,0.00040991185891070693,0.002934225310365472,0.0024469810151634564,0.00046516831365844662,1.27662374467727e-09,6.1818491660359873e-07,0.0013522166291132232,2.0236171749985028e-09,0.0021458277106755144,8.2513152330243113e-06,5.2404289206380188e-12,4.2452817441087529e-05,6.4276033773929996e-14,2.3961613691821087e-06,2.781640411799122e-05,2.7838639316974116e-05,1.1528403344964101e-08,7.0369006995483951e-09,3.6117747710624021e-06,2.5203548771881844e-11,2.643489007513704e-11,2.6523575695504408e-11,6.1837395794808552e-07,6.0653496116727524e-06,6.0300560618278958e-09,5.7798808530038437e-15,1.5921931040547266e-07,9.85565763329009e-08,3.5134127606700056e-09,1.5065045336348833e-10,1.5814863481776668e-13,3.6048944462802759e-14,2.1564462846053149e-10,1.6521523516694588e-10,4.7585821698321789e-11,4.9289292888298387e-12,2.0254936059592359e-12,4.466064750154341e-12,2.2022310201800201e-13,2.8214668175936163e-15,1.119463208536861e-18,2.7794316079296771e-14,3.2397450456328093e-14,3.9347185436330967e-13,7.3391006439019255e-14,2.0414693331680109e-16,8.7879679312850697e-16,2.5505552095838128e-12,2.264072683949799e-15,5.6393698700727885e-11,1.6187248399686211e-12,4.3512783690819607e-10,3.0512213920329871e-13,1.9964133273285234e-13,8.0193414756004748e-13,1.1675939421743681e-21,1.1584964731234104e-19
2.881190309005976e-09,0.3715416721482801,154.0,0.0,0.0,0.0,0.98993065520192003,1.0,18.999508610204884,0.00041940839993072923,0.0030019877546696959,0.0025027700374609203,0.00047590790977392581,1.3061051504797522e-09,6.1805224720324487e-07,0.0013836426959960395,2.0231492334443276e-09,0.0021957451565838932,8.4419231272525998e-06,5.3614175797729434e-12,4.4445312351939919e-05,6.5760829728886131e-14,2.4532159779752533e-06,2.9174097335113889e-05,2.9197603914271237e-05,1.2091114073373172e-08,7.3804334461609619e-09,3.7946220944802952e-06,2.8321029102976643e-11,2.9783305249265373e-11,2.9885649483722622e-11,6.6240766554310912e-07,6.3499139926845245e-06,6.6089679846272184e-09,6.060433071953599e-15,1.6397113481672533e-07,1.0147957151704467e-07,3.858875781908273e-09,1.5868723027521016e-10,1.7588823579071307e-13,3.862687821348048e-14,2.3632656272641452e-10,1.8005423590702684e-10,5.3066023813904702e-11,5.5168095222402903e-12,2.2967209020452259e-12,5.0126302589614352e-12,2.5364362539545316e-13,3.3097073359165124e-15,1.2693675226654547e-18,3.2471720150139515e-14,3.7051258175890926e-14,4.1731548037774602e-13,7.7889678454432492e-14,2.1651888444589187e-16,9.2342911623672807e-16,2.679850876760779e-12,2.3200366529423048e-15,5.7787025277940121e-11,1.6587737523948496e-12,4.5690941601876108e-10,3.2039696792584593e-13,2.0963547278608683e-13,8.4220210906281423e-13,1.2391643222789105e-21,1.2166686928476597e-19
2.946982300513077e-09,0.37154165181986143,154.0,0.0,0.0,0.0,0.98970173671915296,1.0,18.999497352789213,0.00042890118722585627,0.0030697126638560817,0.0025585003731289071,0.00048663618100301079,1.3355701936914781e-09,6.1791960403575878e-07,0.0014150606423618572,2.0226813864328896e-09,0.0022456518805112403,8.632425233883995e-06,5.4822786565663903e-12,4.6482811206180469e-05,6.7244801620407888e-14,2.5102106883812634e-06,3.056370309219987e-05,3.0588529042124188e-05,1.26670514519106e-08,7.7320423210265536e-09,3.9825212458467207e-06,3.1735181110211763e-11,3.346191776230365e-11,3.3579628279589206e-11,7.0846292169752638e-07,6.640901019846378e-06,7.2284138879669778e-09,6.348450053397594e-15,1.6872795085498114e-07,1.0440520602998675e-07,4.2291075889676347e-09,1.6695748610843438e-10,1.9510812186150337e-13,4.1324033833772732e-14,2.5844989704206835e-10,1.9582056990210902e-10,5.9024983661370069e-11,6.1579421180724512e-12,2.5963411132717107e-12,5.6113635803368692e-12,2.9110581567974636e-13,3.8677266555099237e-15,1.4349643503942024e-18,3.779897544729227e-14,4.224155312909372e-14,4.420575371766229e-13,8.2559719449407164e-14,2.293570492605977e-16,9.6924270231657392e-16,2.8125518433991759e-12,2.3759776616233381e-15,5.9179748498548417e-11,1.6988053243284483e-12,4.7922120742888499e-10,3.3604363720082964e-13,2.1987289946572704e-13,8.8345329326417823e-13,1.3134610498562531e-21,1.2762613034325567e-19
3.012774292020178e-09,0.3715416315790721,154.0,0.0,0.0,0.0,0.98947286456256134,1.0,18.99948609826253,0.00043839022185288522,0.0031373999914936874,0.0026141720017159409,0.00049735312347422224,1.3650188541284538e-09,6.1778698714259488e-07,0.001446470470232141,2.0222136340978424e-09,0.0022955478851690806,8.8228214224189277e-06,5.6030121074035629e-12,4.8565267980508037e-05,6.8727948431930582e-14,2.5671454792720266e-06,3.1985186556268107e-05,3.2011381123440427e-05,1.3256201021411821e-08,8.0917184955837755e-09,4.1755088894457151e-06,3.5466067053341575e-11,3.7494433092112821e-11,3.7629383815084436e-11,7.5658323044364423e-07,6.9383034371653881e-06,7.8902219466060385e-09,6.6439859261045457e-15,1.7348918333384835e-07,1.0733314727092115e-07,4.6252519970436475e-09,1.7546295171156792e-10,2.1589038428781946e-13,4.4143022548481205e-14,2.8207876108336267e-10,2.125471016430946e-10,6.5491578823124653e-11,6.8556646092536389e-12,2.9265163730571226e-12,6.2659016992899478e-12,3.3297618268113189e-13,4.5034769603250053e-15,1.617448688831364e-18,4.3848033553439061e-14,4.8015547333687299e-14,4.6771294452872543e-13,8.7403998341699113e-14,2.4266917037837428e-16,1.0162456107789223e-15,2.9486807944513811e-12,2.4318956773957453e-15,6.0571867342260301e-11,1.7388195264309364e-12,5.0206292028099253e-10,3.5206194243631751e-13,2.3035347891186143e-13,9.2568715929739259e-13,1.3905297671616485e-21,1.3372735235269541e-19
3.0785662835272793e-09,0.3715416114257571,154.0,0.0,0.0,0.0,0.98924403879740996,1.0,18.9994748465908,0.0004478755048690722,0.0032050496912556627,0.0026697849029397184,0.00050805873334857851,1.3944511116519331e-09,6.1765439656509442e-07,0.0014778721815978375,2.021745976572529e-09,0.0023454331732173017,9.0131115626500804e-06,5.7236178890357971e-12,5.069263664425749e-05,7.0210269149166788e-14,2.6240203296919867e-06,3.3438512851924028e-05,3.3466126569335898e-05,1.3858548305153658e-08,8.4594531305500286e-09,4.3736216391865355e-06,3.9534564610142472e-11,4.19056481257275e-11,4.2059891016193602e-11,8.0681197350485172e-07,7.2421139423803505e-06,8.5962587264847311e-09,6.9470947443040691e-15,1.7825431201628415e-07,1.1026309517823123e-07,5.0484774492986707e-09,1.8420535557668901e-10,2.3831938195842495e-13,4.7086449354046776e-14,3.0727856208572195e-10,2.3026691931993886e-10,7.2495652065455738e-11,7.6134310733326067e-12,3.2895118818163536e-12,6.9800454984741952e-12,3.79643333105982e-13,5.2255939355533203e-15,1.8180724998081935e-18,5.0696848510534351e-14,5.4423360232095826e-14,4.94296644474929e-13,9.2425387880127159e-14,2.5646300196626867e-16,1.0644461524405501e-15,3.0882611501532185e-12,2.4877906682027011e-15,6.1963380795503057e-11,1.7788163295591027e-12,5.2543426336205323e-10,3.6845167879121196e-13,2.4107707710155826e-13,9.6890316563639792e-13,1.4704161773996033e-21,1.3997045708272328e-19
