Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122)
8.500055339283821e-10,0.36495207274183344,154.0,0.0,0.0,0.0,0.99953998873116467,1.0,18.999944419379705,2.9859171850202488e-05,0.00018638681119386997,0.00013238924971516267,5.4740591141902865e-05,1.2738048755087107e-10,4.0385311699148893e-08,2.4336005972712815e-05,4.3182446369976048e-11,3.0923109988061284e-05,8.3849580748275238e-07,9.0670985693043461e-13,4.0014679427432428e-07,9.2114933077059802e-15,3.8151937496985623e-08,5.6610092580566981e-08,5.6664609730889255e-08,3.3085042054556174e-11,2.1431924410381766e-11,9.6249696023747532e-10,3.161284424441473e-17,3.0155641504758662e-17,3.0160177682709774e-17,1.3505369845569806e-09
8.570336177045973e-10,0.36495207171485544,154.0,0.0,0.0,0.0,0.9995361836492126,1.0,18.999943925802505,3.0105869032833336e-05,0.00018792716171237928,0.00013344839037145962,5.5227191701372263e-05,1.2843312512864037e-10,4.0385169610528509e-08,2.4537315668443502e-05,4.3182281981843604e-11,3.1178919147580169e-05,8.4543612152627135e-07,9.147698743125835e-13,4.0678893460781687e-07,9.2877293654905043e-15,3.8557827321908547e-08,5.7734970591211856e-08,5.7790571663753616e-08,3.3742608882945185e-11,2.1858270713085742e-11,9.8727219748419895e-10,3.317427986035149e-17,3.1646892654079276e-17,3.165169521862513e-17,1.3847170630447088e-09
8.640617014808124e-10,0.36495207068791746,154.0,0.0,0.0,0.0,0.99953237854142019,1.0,18.999943432232602,3.0352563152395014e-05,0.00018946749994254585,0.00013450751400608451,5.5713784441417103e-05,1.2948594185038415e-10,4.0385027400489982e-08,2.4738624522014513e-05,4.3182117592594951e-11,3.1434727406509e-05,8.5237637988611183e-07,9.2282952561033423e-13,4.1348571486655282e-07,9.3639886716707778e-15,3.8963997252543707e-08,5.8871756732815585e-08,5.892845320955012e-08,3.4407138470169786e-11,2.2289135867371929e-11,1.012468855851195e-09,3.4797981485708877e-17,3.3197716159670367e-17,3.3202798223653525e-17,1.4194673282244078e-09
8.710897852570275e-10,0.3649520696610196,154.0,0.0,0.0,0.0,0.99952857340779189,1.0,18.999942938669989,3.0599254208907501e-05,0.00019100782587980219,0.00013556662061830167,5.6200369355825497e-05,1.3053864989444873e-10,4.0384885206418621e-08,2.4939932533361691e-05,4.3181953202230127e-11,3.1690534764766035e-05,8.593165825404429e-07,9.3088917372510749e-13,4.2023713420274924e-07,9.4402346105732202e-15,3.9370438971451547e-08,6.0020459100276897e-08,6.0078262471007984e-08,3.507863555252217e-11,2.2724522956454634e-11,1.0380904817375383e-09,3.6485837991560116e-17,3.4809924380725947e-17,3.4815299578277025e-17,1.4547924687763825e-09
8.781178690332426e-10,0.36495206863416174,154.0,0.0,0.0,0.0,0.99952476824833258,1.0,18.999942445114677,3.0845942202390754e-05,0.00019254813951929495,0.0001366257102070099,5.6686946438751507e-05,1.3159124728797661e-10,4.0384743082114181e-08,2.5141239702456941e-05,4.318178881074921e-11,3.1946341222315332e-05,8.6625672946739831e-07,9.389488209818194e-13,4.2704319176848734e-07,9.5164669413075121e-15,3.9777144354330021e-08,6.1181085595956911e-08,6.124000735813319e-08,3.575710475373996e-11,2.3164434990212743e-11,1.0641406214457116e-09,3.8239769228272295e-17,3.6485359564848029e-17,3.649104206384241e-17,1.4906971732244822e-09
8.851459528094577e-10,0.36495206760734417,154.0,0.0,0.0,0.0,0.99952096306304683,1.0,18.999941951566662,3.1092627132864783e-05,0.00019408844085594699,0.00013768478277057991,5.7173515684877121e-05,1.3264395616193343e-10,4.0384600935955477e-08,2.5342546029334905e-05,4.3181624418152492e-11,3.2202146779200726e-05,8.7319682064508395e-07,9.4700818713697614e-13,4.3390388671562421e-07,9.5927139219107194e-15,4.0184105584020609e-08,6.2353643816020072e-08,6.2413695474439285e-08,3.6442550518156234e-11,2.3608874861897498e-11,1.0906228211193713e-09,4.0061746418684239e-17,3.8225913534761006e-17,3.823191805775412e-17,1.5271861298353916e-09
8.921740365856728e-10,0.3649520665805667,154.0,0.0,0.0,0.0,0.99951715785193929,1.0,18.999941458025937,3.1339309000349545e-05,0.00019562872988496073,0.00013874383830706351,5.7660077089202826e-05,1.3369671923772386e-10,4.0384458724122074e-08,2.5543851514009605e-05,4.3181460024440307e-11,3.245795143543981e-05,8.8013685605164182e-07,9.5506734443407551e-13,4.4081921819586485e-07,9.668968251558779e-15,4.0591315046118794e-08,6.353814115449765e-08,6.359933422111138e-08,3.7134977171695459e-11,2.4057845387769743e-11,1.1175406267945705e-09,4.1953776096574197e-17,4.0033512192590917e-17,4.0039854031301366e-17,1.5642640267015248e-09
8.992021203618879e-10,0.3649520655538292,154.0,0.0,0.0,0.0,0.99951335261501462,1.0,18.999940964492513,3.1585987804865021e-05,0.00019716900660177208,0.00013980287681414908,5.814663064709216e-05,1.3474924599573859e-10,4.0384316561087159e-08,2.574515615642677e-05,4.3181295629612696e-11,3.2713755190963377e-05,8.8707683566524473e-07,9.6312665917148544e-13,4.4778918536071022e-07,9.7451929764245056e-15,4.0998765387975802e-08,6.4734584744458637e-08,6.4796930738120993e-08,3.7834388887949165e-11,2.4511349284692791e-11,1.1448975843626426e-09,4.3917912611878164e-17,4.1910127604857001e-17,4.1916822640158887e-17,1.6019355516808752e-09
9.06230204138103e-10,0.3649520645271322,154.0,0.0,0.0,0.0,0.99950954735227748,1.0,18.999940470966386,3.1832663546431203e-05,0.0001987092710013277,0.00014086189828932337,5.8633176354110723e-05,1.3580173516627712e-10,4.0384174469839053e-08,2.5946459956571601e-05,4.3181131233669773e-11,3.2969558045752446e-05,8.9401675946400418e-07,9.7118588048701522e-13,4.5481378736152632e-07,9.8214134009461777e-15,4.1406449422688077e-08,6.5942981553724953e-08,6.6006492000033101e-08,3.8540789743913426e-11,2.4969389206589041e-11,1.1726972396197025e-09,4.5956242594851012e-17,4.3857763005606859e-17,4.3864827721082976e-17,1.6402053924772099e-09
9.132582879143181e-10,0.364952063500475,154.0,0.0,0.0,0.0,0.99950574206373233,1.0,18.999939977447557,3.2079336225068074e-05,0.00020024952307835968,0.00014192090272979721,5.9119714206100227e-05,1.3685460039360207e-10,4.0384032293016255e-08,2.6147762914507107e-05,4.3180966836611927e-11,3.3225359999886836e-05,9.0095662742600541e-07,9.7924448668637976e-13,4.6189302334948248e-07,9.8976821355204249e-15,4.1814360201086213e-08,6.7163338313096953e-08,6.7228024744161913e-08,3.9254183677317417e-11,2.5431967717101143e-11,1.2009431382220598e-09,4.8070899705204112e-17,4.5878467051242433e-17,4.5885918553266601e-17,1.6790782365680282e-09
9.202863716905332e-10,0.36495206247385825,154.0,0.0,0.0,0.0,0.99950193674938403,1.0,18.999939483936025,3.2326005840795589e-05,0.00020178976282867351,0.00014297989013257575,5.960624419910664e-05,1.3790718194182956e-10,4.0383890094638327e-08,2.6349065030200789e-05,4.3180802438439372e-11,3.3481161053325028e-05,9.0789643952946899e-07,9.8730330997882936e-13,4.690268924755826e-07,9.9739152184512241e-15,4.2222490967191847e-08,6.8395661560758986e-08,6.846153551501991e-08,3.9974574513306014e-11,2.5899087306506695e-11,1.2296388257094221e-09,5.0264057856206289e-17,4.7974327276206013e-17,4.798218331113496e-17,1.7185587712418436e-09
9.273144554667483e-10,0.3649520614472817,154.0,0.0,0.0,0.0,0.99949813140923716,1.0,18.999938990431783,3.2572672393633752e-05,0.00020332999024723098,0.00014403886049447828,6.009276632936278e-05,1.3895966415454931e-10,4.0383747926243407e-08,2.6550366303625536e-05,4.3180638039152216e-11,3.3736961206032354e-05,9.1483619575251076e-07,9.9536211760038871e-13,4.7621539389065713e-07,1.0050136133127431e-14,4.2630835159675448e-08,6.9639957640821264e-08,6.9707030662858702e-08,4.0701965963975635e-11,2.6370750391162546e-11,1.2587878474985805e-09,5.2537933527907591e-17,5.0147472344153309e-17,5.0155751316912432e-17,1.7586516835880625e-09
9.343425392429635e-10,0.3649520604207453,154.0,0.0,0.0,0.0,0.99949432604329635,1.0,18.999938496934838,3.2819335883602546e-05,0.00020487020532885072,0.00014509781381217535,6.0579280593250448e-05,1.400123745601063e-10,4.0383605766911554e-08,2.6751666734785483e-05,4.3180473638750628e-11,3.3992760458013884e-05,9.2177589607322952e-07,1.0034204962916676e-12,4.8345852674539663e-07,1.0126386564078866e-14,4.3039386373612723e-08,7.0896232741450909e-08,7.0964516381836118e-08,4.1436361649960482e-11,2.6846959328028507e-11,1.2883937489072267e-09,5.4894777746750021e-17,5.2400064294917182e-17,5.2408785284001421e-17,1.7993616605357779e-09
9.413706230191787e-10,0.3649520593942491,154.0,0.0,0.0,0.0,0.99949052065156629,1.0,18.999938003445187,3.3065996310721955e-05,0.00020641040806891478,0.00014615675008216458,6.1065786987323385e-05,1.4106507730347983e-10,4.038346359102793e-08,2.6952966323686815e-05,4.3180309237234867e-11,3.4248558809277227e-05,9.2871554046979575e-07,1.0114787436441751e-12,4.9075629019030689e-07,1.0202636477088586e-14,4.3448138404819694e-08,7.2164492850664265e-08,7.2233998665765861e-08,4.2177765074428644e-11,2.7327716397828684e-11,1.3184600751218388e-09,5.7336887664785935e-17,5.4734309743353039e-17,5.474349252113933e-17,1.8406933888015156e-09
9.48398706795394e-10,0.3649520583677931,154.0,0.0,0.0,0.0,0.99948671523405141,1.0,18.999937509962823,3.3312653675011962e-05,0.00020795059846275812,0.00014721566930080127,6.1552285508277932e-05,1.4211758414056306e-10,4.038332141273412e-08,2.715426507031855e-05,4.3180144834605146e-11,3.4504356259808221e-05,9.3565512892037294e-07,1.019537097060992e-12,4.9810868337572221e-07,1.027886191755343e-14,4.3857085229049598e-08,7.3444743777065803e-08,7.3515483328876872e-08,4.2926179635779057e-11,2.7813023812951082e-11,1.3489903712081481e-09,5.9866603387987572e-17,5.715245681914875e-17,5.7162121870929331e-17,1.882651554906153e-09
9.572446709381912e-10,0.36495205707589184,154.0,0.0,0.0,0.0,0.99948192547264647,1.0,18.999936888846939,3.3623106946780004e-05,0.00020988915611753467,0.000148548463751204,6.2164610278738009e-05,1.4344243584414923e-10,4.038314246969852e-08,2.7407630445151156e-05,4.317993790609654e-11,3.4826316860850453e-05,9.4438962802648744e-07,1.0296794878704073e-12,5.0744049429584091e-07,1.0374817700499257e-14,4.4372077910311275e-08,7.5073196627994684e-08,7.5145505477275796e-08,4.3878149694835817e-11,2.8430331932419008e-11,1.388082596662397e-09,6.3178869955448752e-17,6.0318886629942717e-17,6.0329188954028935e-17,1.9363602780785299e-09
9.660906350809884e-10,0.3649520557840544,154.0,0.0,0.0,0.0,0.9994771356704093,1.0,18.999936267742598,3.393355536641284e-05,0.00021182769419547423,0.00014988123117468916,6.277692256531758e-05,1.447672735243066e-10,4.0382963523149793e-08,2.7660994485622788e-05,4.3179730975823843e-11,3.5148276034908103e-05,9.5312403842339597e-07,1.0398216726369949e-12,5.1685884790101551e-07,1.0470772433275145e-14,4.488735868005116e-08,7.6720665353637743e-08,7.6794561836288761e-08,4.4841238511225763e-11,2.9054856334592307e-11,1.4279225384482521e-09,6.6638563090774428e-17,6.362653681842952e-17,6.3637511538795619e-17,1.9910781870993006e-09
9.749365992237856e-10,0.36495205449228063,154.0,0.0,0.0,0.0,0.99947234582734945,1.0,18.999935646649806,3.4243998933950292e-05,0.00021376621268691311,0.00015121397156325241,6.3389222362166155e-05,1.4609208425541517e-10,4.0382784572550626e-08,2.791435719172395e-05,4.3179524043787487e-11,3.5470233781968648e-05,9.6185836006751911e-07,1.0499636675448291e-12,5.2636374249584592e-07,1.0566724473923501e-14,4.5402916675002176e-08,7.8387160390584942e-08,7.8462662852615845e-08,4.5815452190987222e-11,2.9686600994562456e-11,1.4685172645915162e-09,7.0250649549951268e-17,6.7080180798959646e-17,6.7091864597434832e-17,2.0468146255405928e-09
9.837825633665828e-10,0.36495205320057084,154.0,0.0,0.0,0.0,0.99946755594347603,1.0,18.999935025568551,3.4554437649432246e-05,0.00021570471158215333,0.00015254668490868325,6.4001509663639565e-05,1.4741688981636781e-10,4.0382605620723328e-08,2.8167718563443712e-05,4.3179317109987834e-11,3.5792190102017792e-05,9.7059259291527489e-07,1.0601054450065805e-12,5.3595517638449892e-07,1.0662676596219109e-14,4.5918741429243551e-08,8.0072691779211558e-08,8.0149818576360473e-08,4.6800796608339781e-11,3.0325569736506536e-11,1.5098738428109531e-09,7.4020209876041865e-17,7.0684702053983591e-17,7.0697133222911314e-17,2.1035789364774474e-09
9.9262852750938e-10,0.3649520519089247,154.0,0.0,0.0,0.0,0.99946276601879824,1.0,18.999934404498823,3.4864871512898581e-05,0.00021764319087152771,0.00015387937120259437,6.4613784464270614e-05,1.4874168162654925e-10,4.0382426667385697e-08,2.8421078600772491e-05,4.3179110174425304e-11,3.6114144995042882e-05,9.7932673692308665e-07,1.0702470157554875e-12,5.4563314787071014e-07,1.0758627707327315e-14,4.64348228581856e-08,8.1777269179640761e-08,8.1856038677007184e-08,4.7797277414972671e-11,3.0971766239767492e-11,1.5519993405193412e-09,7.7952439332987025e-17,7.4445095062307861e-17,7.4458313558237505e-17,2.1613804624894495e-09
9.999999999999999e-10,0.3649520506173425,154.0,0.0,0.0,0.0,0.99945877447270071,1.0,18.999933886961063,3.5123556927217203e-05,0.00021925853929299661,0.00015498989769253336,6.5123992540292583e-05,1.4984563879817817e-10,4.0382277541521288e-08,2.8632206240286869e-05,4.3178937730620265e-11,3.6382433669538815e-05,9.8660496015162525e-07,1.0786979795122007e-12,5.5376404610367547e-07,1.0838584298614147e-14,4.6865070141660079e-08,8.3212274000753084e-08,8.3292426419438684e-08,4.8636170215746086e-11,3.1515774921781454e-11,1.5876955879702485e-09,8.1357299124685804e-17,7.7701421626398535e-17,7.7715327968512922e-17,2.2103463583267007e-09
1.0014744916521773e-09,0.3649520506173425,154.0,0.0,0.0,0.0,0.99945797605332565,1.0,18.999933783440628,3.5175300524389128e-05,0.00021958165054536172,0.00015521203043646444,6.5226046758726138e-05,1.5006645876510152e-10,4.0382247712183992e-08,2.8674437303700721e-05,4.3178903237100291e-11,3.6436098461031356e-05,9.8806079204737919e-07,1.0803883808551643e-12,5.5539765525783956e-07,1.0854577690640069e-14,4.6951151198050206e-08,8.3500901932086344e-08,8.3581332503822727e-08,4.8804900075390217e-11,3.1625194061838436e-11,1.5949008248629438e-09,8.2052634217638006e-17,7.8366452074228081e-17,7.8380499565650597e-17,2.2202285457246416e-09
1.0191664199377717e-09,0.3649520480343693,154.0,0.0,0.0,0.0,0.99944839600003244,1.0,18.999932541358817,3.5796143991602402e-05,0.00022345851100770512,0.00015787726768926239,6.6450533808512966e-05,1.527159738175448e-10,4.0381889796636424e-08,2.918115070631652e-05,4.3178489357164446e-11,3.7080001111847109e-05,1.0055286354711165e-06,1.1006704876874385e-12,5.7518627094577187e-07,1.1046474885253299e-14,4.7984511598218199e-08,8.700536881678977e-08,8.7089176693971483e-08,5.0853591623619913e-11,3.2953757116474285e-11,1.6830600202514444e-09,9.0778793616961321e-17,8.6713093279301741e-17,8.6728930945475114e-17,2.3411017495595497e-09
1.0368583482233661e-09,0.36495204545165166,154.0,0.0,0.0,0.0,0.99943881578367011,1.0,18.99993129932307,3.6416968051391047e-05,0.00022733529289179004,0.00016054239659643024,6.7674970772815395e-05,1.5536543465071041e-10,4.0381531874178603e-08,2.9687858771213435e-05,4.3178075470183471e-11,3.7723898054362819e-05,1.0229961228379219e-06,1.1209517651795145e-12,5.953210098661378e-07,1.1238368141700188e-14,4.9018751722104343e-08,9.0586159972458789e-08,9.0673418751443401e-08,5.2946910766264449e-11,3.431128462459208e-11,1.7744079597293981e-09,1.0024353928136656e-16,9.5767765477564124e-17,9.5785582063821494e-17,2.4662732747767429e-09
1.0545502765089606e-09,0.36495204286918964,154.0,0.0,0.0,0.0,0.99942923540431272,1.0,18.999930057333358,3.7037772704074084e-05,0.00023121199612022948,0.00016320741708592714,6.8899357612846934e-05,1.5801484142026669e-10,4.0381173944855851e-08,3.0194561498313851e-05,4.3177661576160552e-11,3.8367789288476374e-05,1.0404632537992639e-06,1.1412322124253965e-12,6.1580185842982535e-07,1.1430257482766561e-14,5.0053805791241256e-08,9.4243337823100465e-08,9.4334121160815378e-08,5.5084894023494611e-11,3.5697800362071669e-11,1.8690011691075247e-09,1.1049367526551795e-16,1.0557550000111957e-16,1.0559550010982438e-16,2.595817840169817e-09
1.072242204794555e-09,0.36495204028698297,154.0,0.0,0.0,0.0,0.99941965486203488,1.0,18.999928815389644,3.7658557949970572e-05,0.00023508862061564378,0.00016587232908472991,7.0123694290808445e-05,1.6066419407351784e-10,4.0380816008634168e-08,3.070125888754022e-05,4.317724767509894e-11,3.901167481408569e-05,1.0579300280066434e-06,1.161511828798892e-12,6.3662880304085341e-07,1.1622142904627118e-14,5.108961270420486e-08,9.7976960128287923e-08,9.8071341737735956e-08,5.7267575186138362e-11,3.7113326328160646e-11,1.9668961693087355e-09,1.2157797961316464e-16,1.1618324109175384e-16,1.1620564617855604e-16,2.7298101566202728e-09
1.0899341330801495e-09,0.36495203770503176,154.0,0.0,0.0,0.0,0.99941007415690997,1.0,18.999927573491892,3.8279323789399627e-05,0.0002389651663006602,0.00016853713251909744,7.1347980769624213e-05,1.6331349255760222e-10,4.038045806552252e-08,3.1207950938815011e-05,4.3176833767001782e-11,3.9655554631088797e-05,1.0753964451115913e-06,1.1817906136858926e-12,6.5780183009638954e-07,1.1814024403453542e-14,5.2126115680951174e-08,1.0178708033768396e-07,1.0188513398379172e-07,5.9494985523125597e-11,3.8557882880508597e-11,2.0681494763762854e-09,1.3354724192502145e-16,1.2763988319452212e-16,1.2766493260497834e-16,2.8683249271114751e-09
1.107626061365744e-09,0.36495203512333624,154.0,0.0,0.0,0.0,0.99940049328901248,1.0,18.999926331640062,3.8900070222680342e-05,0.00024284163309791311,0.00017120182731473807,7.2572217012775787e-05,1.6596273681967187e-10,4.0380100115529306e-08,3.1714637652060753e-05,4.317641985187231e-11,4.0299428739383665e-05,1.0928625047656704e-06,1.202068566481513e-12,6.7932092598673281e-07,1.2005901975418042e-14,5.3163261974628513e-08,1.0567374787829976e-07,1.0577554737404373e-07,6.1767153949575389e-11,4.0031488844581425e-11,2.1728176014559545e-09,1.4645430953411042e-16,1.399963165968154e-16,1.4002426864783573e-16,3.0114368467005878e-09
1.1430099179369328e-09,0.3649520299607117,154.0,0.0,0.0,0.0,0.99938133106519556,1.0,18.999923848074012,4.0141504872073599e-05,0.00025059432971970074,0.00017653089069057573,7.5020538648144219e-05,1.7126106246638797e-10,4.0379384194907208e-08,3.2727995064155314e-05,4.3175592000529171e-11,4.1587159829440976e-05,1.1277935503276327e-06,1.2426219734143924e-12,7.2339726979863346e-07,1.2389645323451644e-14,5.5239292163433303e-08,1.1367690407098016e-07,1.1378641687922879e-07,6.6445869853454609e-11,4.3065917228943814e-11,2.3926243256711521e-09,1.753037957719223e-16,1.6762235241376562e-16,1.6765696625361099e-16,3.3117508736515171e-09
1.1783937745081217e-09,0.36495202479910954,154.0,0.0,0.0,0.0,0.99936216819117651,1.0,18.999921364691193,4.1382861900704207e-05,0.00025834670986222191,0.00018185951861124627,7.7468658911580975e-05,1.7655917059095759e-10,4.0378668246782262e-08,3.374133112320475e-05,4.3174764121095146e-11,4.287486808344267e-05,1.1627231619056666e-06,1.2831720448713482e-12,7.6885772546127553e-07,1.2773372918112159e-14,5.7317351919114914e-08,1.2198675367779015e-07,1.2210427554135163e-07,7.1303912998828395e-11,4.6216735253404291e-11,2.626768332748757e-09,2.0859202529030592e-16,1.9951002682027458e-16,1.9955259239242645e-16,3.6313496387537651e-09
1.2137776310793105e-09,0.36495201963852963,154.0,0.0,0.0,0.0,0.99934300466754777,1.0,18.999918881491286,4.2624141311126663e-05,0.00026609877290680538,0.00018718771047298547,7.9916577520661175e-05,1.8185706077075029e-10,4.0377952271185483e-08,3.475464582859055e-05,4.3173936213595807e-11,4.4162553500574416e-05,1.1976513367134191e-06,1.323718776174362e-12,8.1570218384926388e-07,1.3157084728789438e-14,5.9397138204425853e-08,1.306035734728687e-07,1.307294004048007e-07,7.634144528462276e-11,4.9484048332308784e-11,2.875701534611976e-09,2.4682022819902458e-16,2.3614265123728079e-16,2.3619465383444677e-16,3.9708304156942203e-09
1.2491614876504994e-09,0.36495201447897185,154.0,0.0,0.0,0.0,0.99932384049490197,1.0,18.999916398473978,4.3865343105896113e-05,0.00027385051823489251,0.00019251546567049599,8.2364294194648527e-05,1.8715473258321213e-10,4.037723626814e-08,3.5767939179694787e-05,4.3173108278056752e-11,4.5450216080022609e-05,1.2325780719650431e-06,1.3642621626733863e-12,8.6393053572719464e-07,1.354078072487889e-14,6.1478389634250315e-08,1.3952759867409638e-07,1.3966202691777895e-07,8.1558604293589763e-11,5.2867946051708951e-11,3.1398757642068084e-09,2.9052657225089758e-16,2.7803946045513944e-16,2.7810260246838132e-16,4.3307903504223007e-09
1.2845453442216883e-09,0.3649520093204359,154.0,0.0,0.0,0.0,0.9993046756738313,1.0,18.999913915638956,4.5106467287568277e-05,0.0002816019452280385,0.00019784278359761387,8.4811808653841261e-05,1.9245218560586708e-10,4.0376520237668085e-08,3.6781211175900116e-05,4.317228031450359e-11,4.6737855820974381e-05,1.2675033648752045e-06,1.4048021997355087e-12,9.1354267174970496e-07,1.3924460875781567e-14,6.3560880790029004e-08,1.4875902861071868e-07,1.4890235460541056e-07,8.6955506608658022e-11,5.6368504328102473e-11,3.4197427753519303e-09,3.4028747128278108e-16,3.2575691875710409e-16,3.2583314300946988e-16,4.7118264609352387e-09
1.3199292007928772e-09,0.36495200416292145,154.0,0.0,0.0,0.0,0.99928551020492828,1.0,18.999911432985897,4.6347513858699571e-05,0.00028935305326791179,0.0002031696636477707,8.7259120619121393e-05,1.9774941941631643e-10,4.0375804179794265e-08,3.7794461816589836e-05,4.3171452322961887e-11,4.8025472722617488e-05,1.3024272126590777e-06,1.4453388827374862e-12,9.6453848246146914e-07,1.43081251509041e-14,6.5644417295444171e-08,1.5829803163210793e-07,1.5845055198325232e-07,9.2532250685246083e-11,5.9985787278132161e-11,3.7157542425510196e-09,3.967189078709057e-16,3.7989004219523733e-16,3.7998155692565604e-16,5.1145356370027938e-09
1.355313057364066e-09,0.364951999006428,154.0,0.0,0.0,0.0,0.99926634408878534,1.0,18.999908950514495,4.7588482821846976e-05,0.00029710384173629477,0.00020849610521429969,8.9706229811658281e-05,2.030464335922391e-10,4.0375088094542394e-08,3.8807691101147823e-05,4.3170624303457259e-11,4.931306678414046e-05,1.337349612532351e-06,1.4858722070608356e-12,1.0169178582972081e-06,1.4691773519658768e-14,6.7728831521923868e-08,1.6814474938870696e-07,1.6830676084238131e-07,9.8288919356211392e-11,6.3719848849153881e-11,4.0283617608129936e-09,4.604777502126945e-16,4.410737176453287e-16,4.411830231984391e-16,5.5395146399049111e-09
1.390696913935255e-09,0.3649519938509555,154.0,0.0,0.0,0.0,0.99924717732599466,1.0,18.999906468224431,4.8829374179568125e-05,0.00030485431001508388,0.0002138221076905663,9.2153135952786745e-05,2.0834322771139185e-10,4.0374371981936236e-08,3.9820899028958526e-05,4.3169796256015291e-11,5.0600638004732517e-05,1.3722705617112248e-06,1.5264021680898142e-12,1.0706806895817303e-06,1.5075405951463475e-14,6.9813978878011674e-08,1.7829930053097259e-07,1.78471099951919e-07,1.0422558199624857e-10,6.757073422812658e-11,4.3580168454944056e-09,5.3226305540732679e-16,5.0998401105507525e-16,5.1011392832882598e-16,5.9873601022052634e-09
1.4260807705064438e-09,0.3649519886965033,154.0,0.0,0.0,0.0,0.999228009917149,1.0,18.999903986115395,5.0070187934421294e-05,0.00031260445748629019,0.00021914767046999506,9.459983876398716e-05,2.1363980135160972e-10,4.0373655841999766e-08,4.0834085599407054e-05,4.316896818066158e-11,5.1888186383583591e-05,1.4071900574124145e-06,1.566928761211091e-12,1.1258268665299802e-06,1.5459022415741786e-14,7.1899734634105186e-08,1.8876178387464695e-07,1.8894366822736827e-07,1.1034229637401537e-10,7.1538481047232389e-11,4.7051709321468017e-09,6.1281736620386549e-16,5.8733947172521808e-16,5.8749317243151783e-16,6.4586685275327666e-09
1.4614646270776327e-09,0.36495198354307096,154.0,0.0,0.0,0.0,0.99920884186284065,1.0,18.999901504187072,5.1310924088965344e-05,0.00032035428353203852,0.00022447279294609082,9.7046337966870749e-05,2.1893615409080529e-10,4.0372939674756852e-08,4.1847250811879066e-05,4.3168140077421724e-11,5.3175711919884323e-05,1.442108096853149e-06,1.6074519818135016e-12,1.1823562792470719e-06,1.5842622881922892e-14,7.3985991199863239e-08,1.9953228111478112e-07,1.9972454744726682e-07,1.166391102402145e-10,7.5623120417620199e-11,5.0702753763547347e-09,7.0292800827439441e-16,6.7390243944893571e-16,6.7408347824597001e-16,6.9540362903478873e-09
1.4968484836488216e-09,0.3649519783906578,154.0,0.0,0.0,0.0,0.9991896731636617,1.0,18.999899022439131,5.2551582645759783e-05,0.00032810378753456919,0.00022979747451247931,9.9492633283144649e-05,2.2423228550697008e-10,4.0372223480231385e-08,4.2860394665760867e-05,4.3167311946321301e-11,5.4463214612826103e-05,1.4770246772511752e-06,1.647971825287469e-12,1.2402688177283159e-06,1.6226207319441703e-14,7.6072655770816117e-08,2.1061085917171298e-07,2.1081380460143919e-07,1.2311606270031804e-10,7.9824677822964622e-11,5.4537814535671843e-09,8.0342838750246738e-16,7.7048035400956106e-16,7.706927025640779e-16,7.4740596356982288e-09
1.5322323402200105e-09,0.36495197323926354,154.0,0.0,0.0,0.0,0.99917050382020489,1.0,18.999896540871276,5.3792163607364767e-05,0.00033585296887623671,0.00023512171456293706,0.00010193872443458635,2.2952819517817339e-10,4.0371507258447246e-08,4.3873517160439315e-05,4.3166483787385907e-11,5.5750694461601018e-05,1.511939795824755e-06,1.6884882870245848e-12,1.2995643718592462e-06,1.6609775697738762e-14,7.8159648288928669e-08,2.2199757222408207e-07,2.2221149392598308e-07,1.2977318540416402e-10,8.4143173893820579e-11,5.8561403589309149e-09,9.1519928357116769e-16,8.7792706343458756e-16,8.7817514647065918e-16,8.0193346789771019e-09
1.5676161967911994e-09,0.36495196808888736,154.0,0.0,0.0,0.0,0.99915133383306221,1.0,18.999894059483179,5.503266697634103e-05,0.0003436018269395113,0.0002404455124913958,0.0001043846111430439,2.3482388268256357e-10,4.0370791009428338e-08,4.4886618295301937e-05,4.3165655600641134e-11,5.7038151465401871e-05,1.5468534497926699e-06,1.7290013624176052e-12,1.3602428314156547e-06,1.6993327986260324e-14,8.0246899682916801e-08,2.3369246346297604e-07,2.3391765865911852e-07,1.3661050357237677e-10,8.8578625075759373e-11,6.277803207127947e-09,1.0391701385895266e-15,9.9714412977841894e-16,9.9743286316852056e-16,8.5904574056886631e-09
1.6030000533623882e-09,0.36495196293952886,154.0,0.0,0.0,0.0,0.99913216320282627,1.0,18.999891578274536,5.6273092755249988e-05,0.00035135036110697825,0.0002457688676919375,0.00010683029313044461,2.4011934759836758e-10,4.0370074733198549e-08,4.5899698069736783e-05,4.3164827386112572e-11,5.8325585623422214e-05,1.5817656363742199e-06,1.769511046860604e-12,1.4223040860636286e-06,1.7376864154458354e-14,8.2334350355705663e-08,2.4569556659971409e-07,2.4593233255043533e-07,1.4362803687862983e-10,9.3131044203667778e-11,6.7192210322138754e-09,1.1763203421481598e-15,1.1290821337716801e-15,1.1294169647265042e-15,9.1880236712142969e-09
