Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159)
2.3918884815784787e-12,0.46320340084261075,154.0,0.0,0.0,0.0,0.99999290563534327,1.0,18.999999989820434,3.411384431561121e-07,1.963656409059987e-06,1.9534782279071756e-06,1.0178872352427561e-08,6.9119961545831473e-13,5.8565883321829513e-07,8.6819938151553303e-07,1.8123011553720498e-09,1.3702414974486207e-06
2.44163071805334e-12,0.4632034008414935,154.0,0.0,0.0,0.0,0.99999275834632395,1.0,18.99999998939834,3.4823278616053396e-07,2.0044927421802111e-06,1.9938924973782085e-06,1.0600950376327868e-08,7.0557432554039407e-13,5.8610039085760521e-07,8.9072442758350161e-07,1.8173527625624093e-09,1.4057918233936057e-06
2.4913729545282013e-12,0.4632034008403541,154.0,0.0,0.0,0.0,0.99999261105843351,1.0,18.999999988967907,3.5532712726126085e-07,2.0453290632708661e-06,2.0342984139199254e-06,1.1031369299972002e-08,7.1994903138710996e-13,5.8649953764409776e-07,9.1326562017435646e-07,1.8220816068863961e-09,1.4413676337965888e-06
2.5411151910030627e-12,0.46320340083919287,154.0,0.0,0.0,0.0,0.9999924637715768,1.0,18.999999988529147,3.6242146645830037e-07,2.0861653723320426e-06,2.0746959911232189e-06,1.1470115532556308e-08,7.3432373299849288e-13,5.8686034632988872e-07,9.3582140835975749e-07,1.8265083095275891e-09,1.4769664808968357e-06
2.590857427477924e-12,0.4632034008380094,154.0,0.0,0.0,0.0,0.99999231648566778,1.0,18.999999988082074,3.6951580375166017e-07,2.1270016693638207e-06,2.115085242556833e-06,1.1917175505417897e-08,7.4869843037455588e-13,5.8718649856090808e-07,9.5839039014693743e-07,1.8306521741934459e-09,1.5125861519919558e-06
2.6405996639527853e-12,0.46320340083680406,154.0,0.0,0.0,0.0,0.9999921692006275,1.0,18.999999987626701,3.7661013914134657e-07,2.167837954366277e-06,2.1554661817674012e-06,1.2372535671998565e-08,7.6307312351528975e-13,5.8748132243042953e-07,9.8097129817809257e-07,1.8345312712853274e-09,1.5482246468678908e-06
2.6903419004276466e-12,0.4632034008355768,154.0,0.0,0.0,0.0,0.99999202191638492,1.0,18.999999987163037,3.837044726273658e-07,2.2086742273394784e-06,2.1958388222794821e-06,1.283618250780878e-08,7.7744781242071934e-13,5.8774782642935757e-07,1.0035629868019123e-06,1.8381625166926619e-09,1.58388015739449e-06
2.740084136902508e-12,0.46320340083432776,154.0,0.0,0.0,0.0,0.99999187463287464,1.0,18.999999986691105,3.9079880420972365e-07,2.2495104882834902e-06,2.2362031775955957e-06,1.3308102510391746e-08,7.9182249709085807e-13,5.8798873013938172e-07,1.0261644203854401e-06,1.8415617455549971e-09,1.619551049078644e-06
2.7898263733773693e-12,0.46320340083305667,154.0,0.0,0.0,0.0,0.99999172735003683,1.0,18.999999986210906,3.9789313388842518e-07,2.2903467371983687e-06,2.2765592611962595e-06,1.3788282199287493e-08,8.0619717752568202e-13,5.8820649197894486e-07,1.0487746627482454e-06,1.8447437813117714e-09,1.6552358443887096e-06
2.8395686098522306e-12,0.4632034008317638,154.0,0.0,0.0,0.0,0.99999158006781719,1.0,18.999999985722464,4.0498746166347527e-07,2.3311829740841693e-06,2.3169070865400261e-06,1.4276708115997033e-08,8.205718537252132e-13,5.8840333428328622e-07,1.0713928676117923e-06,1.8477225003396851e-09,1.6909332076811763e-06
2.889310846327092e-12,0.4632034008304492,154.0,0.0,0.0,0.0,0.99999143278616653,1.0,18.999999985225791,4.1208178753487822e-07,2.37201919894094e-06,2.3572466670635199e-06,1.4773366823946608e-08,8.3494652568946797e-13,5.8858126597499821e-07,1.0940182699663555e-06,1.8505108924597348e-09,1.7266419315754605e-06
2.9390530828019532e-12,0.46320340082911277,154.0,0.0,0.0,0.0,0.99999128550503957,1.0,18.999999984720901,4.191761115026383e-07,2.4128554117687264e-06,2.3975780161814679e-06,1.5278244908451956e-08,8.4932119341840785e-13,5.8874210305764083e-07,1.1166501782669307e-06,1.8531211175784994e-09,1.7623609246370541e-06
2.9887953192768146e-12,0.46320340082775463,154.0,0.0,0.0,0.0,0.99999113822439478,1.0,18.999999984207797,4.2627043356675927e-07,2.4536916125675705e-06,2.4379011472867452e-06,1.5791328976682637e-08,8.6369585691205001e-13,5.8888748714195692e-07,1.1392879673783399e-06,1.8555645587110011e-09,1.7980892002431052e-06
3.038537555751676e-12,0.4632034008263749,154.0,0.0,0.0,0.0,0.99999099094419497,1.0,18.999999983686511,4.3336475372724454e-07,2.4945278013375112e-06,2.4782160737504009e-06,1.6312605657626456e-08,8.7807051617042101e-13,5.8901890219329594e-07,1.161931072197712e-06,1.8578518716161641e-09,1.833825866517064e-06
3.0882797922265372e-12,0.4632034008249735,154.0,0.0,0.0,0.0,0.99999084366440538,1.0,18.999999983157043,4.4045907198409752e-07,2.5353639780785838e-06,2.5185228089217013e-06,1.6842061602053902e-08,8.9244517119346622e-13,5.8913768967062693e-07,1.1845789818894595e-06,1.8599930312610292e-09,1.8695701172300008e-06
3.1380220287013985e-12,0.4632034008235504,154.0,0.0,0.0,0.0,0.99999069638499483,1.0,18.999999982619403,4.4755338833732115e-07,2.5762001427908216e-06,2.5588213661281609e-06,1.7379683482482675e-08,9.0681982198119655e-13,5.8924506221149756e-07,1.2072312346739596e-06,1.8619973753162415e-09,1.9053212235758206e-06
3.18776426517626e-12,0.4632034008221058,154.0,0.0,0.0,0.0,0.99999054910593466,1.0,18.999999982073614,4.5464770278691826e-07,2.6170362954742556e-06,2.5991117586755811e-06,1.7925457993142233e-08,9.2119446853365349e-13,5.8934211600274344e-07,1.2298874131167178e-06,1.863873644872575e-09,1.9410785267363564e-06
3.237506501651121e-12,0.4632034008206396,154.0,0.0,0.0,0.0,0.99999040182719845,1.0,18.999999981519686,4.6174201533289147e-07,2.657872436128912e-06,2.6393939998480841e-06,1.8479371849938448e-08,9.3556911085076697e-13,5.8942984196330798e-07,1.252547139869882e-06,1.8656300225561324e-09,1.9768414311603932e-06
3.2872487381259825e-12,0.46320340081915196,154.0,0.0,0.0,0.0,0.99999025454876256,1.0,18.999999980957632,4.6883632597524331e-07,2.6987085647548201e-06,2.6796681029081502e-06,1.9041411790418261e-08,9.4994374893253638e-13,5.8950913585325401e-07,1.2752100738226681e-06,1.8672741682084418e-09,2.0126093984880625e-06
3.386733211075705e-12,0.4632034008161121,154.0,0.0,0.0,0.0,0.99998995999270546,1.0,18.9999999798092,4.8302494154909157e-07,2.7803807859204819e-06,2.7601919476328831e-06,2.0189816980610654e-08,9.7869301239014014e-13,5.8964558644411305e-07,1.3205443603523518e-06,1.8702539818176382e-09,2.0841586232531106e-06
3.4762692367304555e-12,0.46320340081330313,154.0,0.0,0.0,0.0,0.99998969489307987,1.0,18.999999978747947,4.9579468905519096e-07,2.853885743831481e-06,2.8326357081479196e-06,2.1251040250895734e-08,1.0045673350170828e-12,5.89746896637176e-07,1.3613533908437849e-06,1.8726192549741347e-09,2.148565827857888e-06
3.565805262385206e-12,0.46320340081042494,154.0,0.0,0.0,0.0,0.99998942979413796,1.0,18.999999977660579,5.0856443039358818e-07,2.927390662769664e-06,2.9050533064512637e-06,2.2338386760043244e-08,1.0304416439213939e-12,5.8983134672646262e-07,1.4021688295057716e-06,1.8747194403002206e-09,2.2129831498333623e-06
3.655341288039956e-12,0.4632034008074779,154.0,0.0,0.0,0.0,0.99998916469579913,1.0,18.999999976547162,5.2133416556429297e-07,3.0008955427351277e-06,2.9774448191117657e-06,2.3451779939300732e-08,1.0563159391031959e-12,5.8990174010922026e-07,1.4429896087878999e-06,1.876584244849183e-09,2.2774089043125303e-06
3.744877313694707e-12,0.46320340080446215,154.0,0.0,0.0,0.0,0.99998889959799453,1.0,18.999999975407771,5.341038945673137e-07,3.0744003837279625e-06,3.049810322473884e-06,2.4591143444297836e-08,1.0821902205622566e-12,5.8996041309855497e-07,1.48381483900819e-06,1.8782400442583672e-09,2.3418416871501691e-06
3.834413339349458e-12,0.46320340080137773,154.0,0.0,0.0,0.0,0.99998863450066533,1.0,18.999999974242481,5.468736174026582e-07,3.1479051857482448e-06,3.1221498926583439e-06,2.575640115438868e-08,1.1080644882984405e-12,5.9000931311037885e-07,1.5246437785790355e-06,1.8797102573608362e-09,2.4062803279317757e-06
3.923949365004209e-12,0.46320340079822503,154.0,0.0,0.0,0.0,0.99998836940376123,1.0,18.999999973051381,5.5964333407033346e-07,3.2214099487960486e-06,3.1944636055627933e-06,2.694747717199627e-08,1.1339387423119653e-12,5.9005006379763503e-07,1.5654758092037031e-06,1.8810156784120659e-09,2.4707238508273083e-06
4.013485390658959e-12,0.46320340079500427,154.0,0.0,0.0,0.0,0.99998810430723917,1.0,18.999999971834541,5.7241304457034646e-07,3.294914672871435e-06,3.266751536862458e-06,2.8164295821958752e-08,1.1598129826025839e-12,5.9008401929276214e-07,1.606310415220478e-06,1.8821747722084927e-09,2.5351714419909768e-06
4.10302141631371e-12,0.4632034007917155,154.0,0.0,0.0,0.0,0.99998783921106182,1.0,18.999999970592029,5.8518274890270251e-07,3.3684193579744623e-06,3.3390137620107919e-06,2.9406781650877633e-08,1.1856872091700628e-12,5.9011230885843628e-07,1.6471471665993943e-06,1.8832039348631394e-09,2.5996224227257449e-06
4.192557441968461e-12,0.463203400788359,154.0,0.0,0.0,0.0,0.99998757411519801,1.0,18.999999969323923,5.9795244706740764e-07,3.4419240041051823e-06,3.4112503562401357e-06,3.0674859426467933e-08,1.2115614220147116e-12,5.9013587405046578e-07,1.687985704790383e-06,1.8841177252221964e-09,2.6640762271480977e-06
4.282093467623212e-12,0.4632034007849349,154.0,0.0,0.0,0.0,0.99998730901962041,1.0,18.999999968030309,6.1072213906446671e-07,3.5154286112636457e-06,3.4834613945623559e-06,3.1968454136910215e-08,1.2374356211362857e-12,5.9015549984115943e-07,1.7288257308713066e-06,1.8849290705624628e-09,2.7285323834826111e-06
4.3716294932779625e-12,0.4632034007814434,154.0,0.0,0.0,0.0,0.9999870439243056,1.0,18.999999966711243,6.234918248938847e-07,3.5889331794498963e-06,3.5556469517694973e-06,3.3287490990204481e-08,1.2633098065344169e-12,5.9017184072952481e-07,1.7696669956050399e-06,1.8856494495735804e-09,2.7929904983694955e-06
4.461165518932713e-12,0.46320340077788497,154.0,0.0,0.0,0.0,0.99998677882923348,1.0,18.999999965366815,6.3626150455566617e-07,3.6624377086639759e-06,3.6278071024344262e-06,3.4631895413526043e-08,1.2891839782095325e-12,5.9018544250608324e-07,1.8105092911512985e-06,1.886289054842172e-09,2.8574502437837356e-06
4.550701544587464e-12,0.4632034007742594,154.0,0.0,0.0,0.0,0.99998651373438663,1.0,18.999999963997094,6.4903117804981535e-07,3.7359421989059217e-06,3.6999419209114726e-06,3.6001593052583236e-08,1.3150581361614277e-12,5.9019676032166212e-07,1.8513524441859354e-06,1.8868569369872215e-09,2.9219113461755935e-06
4.640237570242215e-12,0.46320340077056726,154.0,0.0,0.0,0.0,0.99998624863975027,1.0,18.99999996260215,6.6180084537633669e-07,3.8094466501757711e-06,3.7720514813370741e-06,3.7396509770976965e-08,1.3409322803895445e-12,5.9020617370506549e-07,1.8921963101821208e-06,1.8873611325396172e-09,2.9863735774448461e-06
4.729773595896966e-12,0.46320340076680844,154.0,0.0,0.0,0.0,0.99998598354531121,1.0,18.999999961182063,6.7457050653523379e-07,3.8829510624735597e-06,3.8441358576304078e-06,3.8816571649562219e-08,1.3668064108944415e-12,5.9021399910068156e-07,1.933040768635949e-06,1.8878087775107495e-09,3.0508367474055734e-06
4.8193096215517164e-12,0.4632034007629832,154.0,0.0,0.0,0.0,0.99998571845105855,1.0,18.999999959736904,6.8734016152651045e-07,3.9564554357993174e-06,3.9161951234940329e-06,4.0261704985811419e-08,1.3926805276760125e-12,5.9022050035664292e-07,1.9738857190724809e-06,1.8882062082981354e-09,3.1153006974826783e-06
4.908845647206467e-12,0.463203400759092,154.0,0.0,0.0,0.0,0.99998545335698286,1.0,18.999999958266748,7.0010981035017071e-07,4.0299597701530783e-06,3.9882293524145277e-06,4.1731836293179603e-08,1.4185546307334379e-12,5.9022589748252958e-07,2.0147310777107588e-06,1.8885590513141952e-09,3.1797652954484299e-06
4.998381672861218e-12,0.4632034007551347,154.0,0.0,0.0,0.0,0.99998518826307548,1.0,18.999999956771671,7.1287945300621753e-07,4.1034640655348693e-06,4.060238617663117e-06,4.3226892300471491e-08,1.4444287200674095e-12,5.9023037394103978e-07,2.0555767746870997e-06,1.88887230255672e-09,3.2442304310401017e-06
5.087917698515969e-12,0.4632034007511116,154.0,0.0,0.0,0.0,0.99998492316932908,1.0,18.999999955251734,7.2564908949465482e-07,4.1769683219447193e-06,4.1322229922963027e-06,4.4746799951210438e-08,1.4703027956780079e-12,5.902340827153108e-07,2.0964227517446157e-06,1.8891503982392708e-09,3.3086960123134569e-06
5.1774537241707196e-12,0.463203400747023,154.0,0.0,0.0,0.0,0.99998465807573766,1.0,18.999999953707025,7.3841871981548587e-07,4.2504725393826588e-06,4.204182549156505e-06,4.629148640300922e-08,1.4961768575640669e-12,5.9023715136630243e-07,2.1372689603073378e-06,1.8893972775009819e-09,3.3731619626032175e-06
5.35652577548022e-12,0.4632034007386495,154.0,0.0,0.0,0.0,0.99998412788899893,1.0,18.99999995054355,7.6395796195434184e-07,4.3974808573428994e-06,4.3480274998609112e-06,4.9454905406926468e-08,1.5479249401650612e-12,5.9024177435726812e-07,2.2189619173187979e-06,1.889810970455435e-09,3.5020947261869796e-06
5.5176906216587716e-12,0.4632034007308913,154.0,0.0,0.0,0.0,0.99998365072141637,1.0,18.999999947612412,7.869432587861309e-07,4.5297882102234325e-06,4.4774038051051412e-06,5.2385999616456973e-08,1.5944981675696699e-12,5.9024464002094365e-07,2.2924860298627773e-06,1.8901077115736831e-09,3.6181349380302493e-06
5.6748360610569425e-12,0.46320340072312466,154.0,0.0,0.0,0.0,0.99998318545468179,1.0,18.999999944678144,8.0935528941748173e-07,4.6587957326572268e-06,4.6034771526197742e-06,5.532021994728086e-08,1.6399098287205248e-12,5.9024659334862596e-07,2.3641767532995549e-06,1.8903417685954359e-09,3.7312815953957516e-06
5.831981500455113e-12,0.4632034007151598,154.0,0.0,0.0,0.0,0.99998272018834777,1.0,18.999999941669003,8.3176730105016552e-07,4.7878031350422138e-06,4.7294755058781976e-06,5.8329314485462607e-08,1.6853214475949439e-12,5.9024794568672004e-07,2.4358676678386037e-06,1.8905316065692502e-09,3.8444285655885602e-06
5.989126939853284e-12,0.46320340070699784,154.0,0.0,0.0,0.0,0.99998225492240267,1.0,18.999999938585372,8.5417929368419824e-07,4.9168104173785162e-06,4.8553992496374646e-06,6.1412898474072968e-08,1.7307330241924126e-12,5.9024886049231511e-07,2.5075587112345182e-06,1.8906855455082778e-09,3.9575757503695337e-06
6.146272379251455e-12,0.4632034006986396,154.0,0.0,0.0,0.0,0.99998178965683771,1.0,18.999999935427631,8.7659126731959578e-07,5.0458175796662562e-06,4.981248766677905e-06,6.4570589132906849e-08,1.7761445585125279e-12,5.9024945652663143e-07,2.5792498382623447e-06,1.8908103380409359e-09,4.0707230783621446e-06
6.303417818649626e-12,0.4632034006900863,154.0,0.0,0.0,0.0,0.99998132439164611,1.0,18.999999932196172,8.9900322195637413e-07,5.1748246219055505e-06,5.1070244378132728e-06,6.7802005648326025e-08,1.8215560505548919e-12,5.9024982084386278e-07,2.6509410157713553e-06,1.8909114710935015e-09,4.1838704972460799e-06
6.460563258047797e-12,0.463203400681339,154.0,0.0,0.0,0.0,0.99998085912682166,1.0,18.999999928891359,9.2141515759454821e-07,5.303831544096516e-06,5.2327266419008596e-06,7.11067691631562e-08,1.8669675003191066e-12,5.9025001704333795e-07,2.722632219542573e-06,1.8909934013577005e-09,4.2970179687976074e-06
6.617708697445968e-12,0.4632034006723984,154.0,0.0,0.0,0.0,0.99998039386236037,1.0,18.999999925513585,9.4382707423413423e-07,5.4328383462392697e-06,5.3583557558515399e-06,7.4484502766636658e-08,1.9123789078047788e-12,5.9025009109775776e-07,2.7943234320693487e-06,1.8910597446801403e-09,4.4101654653867588e-06
6.7748541368441386e-12,0.46320340066326565,154.0,0.0,0.0,0.0,0.99997992859825846,1.0,18.999999922063211,9.66238971875147e-07,5.5618450283339259e-06,5.4839121546397775e-06,7.7934831484420378e-08,1.9577902730115164e-12,5.9025007616541552e-07,2.8660146407248323e-06,1.8911134340510975e-09,4.5233129670851392e-06
6.9319995762423095e-12,0.4632034006539418,154.0,0.0,0.0,0.0,0.99997946333451337,1.0,18.999999918540613,9.886508505176021e-07,5.6908515903805964e-06,5.6093962113135648e-06,8.1457382268625272e-08,2.0032015959389288e-12,5.9024999640207115e-07,2.9377058363103959e-06,1.8911568504662422e-09,4.636460459374958e-06
7.08914501564048e-12,0.4632034006444278,154.0,0.0,0.0,0.0,0.99997899807112278,1.0,18.999999914946162,1.0110627101615148e-06,5.819858032379393e-06,5.7348082970043314e-06,8.5051783987936342e-08,2.0486128765866299e-12,5.9024986953879695e-07,3.0093970120739664e-06,1.891191927932398e-09,4.7496079315997157e-06
7.246290455038651e-12,0.46320340063472437,154.0,0.0,0.0,0.0,0.99997853280808469,1.0,18.999999911280234,1.0334745508068996e-06,5.9488643543304275e-06,5.8601487809367824e-06,8.8717667417759426e-08,2.094024114954238e-12,5.9024970850967654e-07,3.0810881630901971e-06,1.8912202368197522e-09,4.8627553759859513e-06
7.403435894436822e-12,0.463203400624833,154.0,0.0,0.0,0.0,0.99997806754539775,1.0,18.999999907543195,1.0558863724537725e-06,6.0778705562338109e-06,5.985418030438696e-06,9.2454665230425273e-08,2.1394353110413701e-12,5.9024952264531898e-07,3.1527792858059631e-06,1.8912430514124625e-09,4.9759027869259237e-06
7.717726773233164e-12,0.4632034006044892,154.0,0.0,0.0,0.0,0.99997713702107305,1.0,18.999999899857226,1.1007099587520422e-06,6.3358825998980657e-06,6.2357442860357001e-06,1.0014054411994033e-07,2.230257576372699e-12,5.9024910111620583e-07,3.2961614369282797e-06,1.8912761145092741e-09,5.2021974936191057e-06
8.032017652029506e-12,0.4632034005834039,154.0,0.0,0.0,0.0,0.99997620649814212,1.0,18.999999891891161,1.1455334690564444e-06,6.5938941633730331e-06,6.4857899648480903e-06,1.0810651960461399e-07,2.3210796725776236e-12,5.902486397617484e-07,3.4395434521851685e-06,1.8912972693764935e-09,5.4284920307582604e-06
8.346308530825847e-12,0.46320340056158504,154.0,0.0,0.0,0.0,0.99997527597660019,1.0,18.999999883647874,1.1903569033670989e-06,6.8519052466595864e-06,6.7355579381964659e-06,1.1634972036471945e-07,2.4119015996531956e-12,5.9024815794551595e-07,3.5829253242030833e-06,1.8913106009135481e-09,5.6547863867060045e-06
8.660599409622189e-12,0.4632034005390398,154.0,0.0,0.0,0.0,0.99997434545644426,1.0,18.999999875130197,1.235180261684127e-06,7.1099158497585897e-06,6.9850510479739357e-06,1.2486730450800872e-07,2.502723357596508e-12,5.9024766606106259e-07,3.726307049024316e-06,1.8913188044628037e-09,5.8810805552160148e-06
8.974890288418531e-12,0.46320340051577574,154.0,0.0,0.0,0.0,0.99997341493767278,1.0,18.999999866340954,1.2800035440076482e-06,7.3679259726709034e-06,7.2342721069476179e-06,1.3365645926823084e-07,2.5935449464047002e-12,5.9024716886790721e-07,3.8696886248366295e-06,1.8913236324604031e-09,6.1073745334280693e-06
9.289181167214873e-12,0.46320340049180025,154.0,0.0,0.0,0.0,0.9999724844202843,1.0,18.999999857282919,1.3248267503377832e-06,7.6259356153973883e-06,7.4832238990571021e-06,1.4271440070665072e-07,2.6843663660749532e-12,5.902466684044708e-07,4.0130700508639975e-06,1.8913262229434639e-09,6.333668320117361e-06
9.603472046011214e-12,0.46320340046712055,154.0,0.0,0.0,0.0,0.99997155390427872,1.0,18.999999847958858,1.3696498806746521e-06,7.8839447779388955e-06,7.7319091797099635e-06,1.5203837341654836e-07,2.7751876166044915e-12,5.9024616597064242e-07,4.1564513266116312e-06,1.8913273301415681e-09,6.5599619145029339e-06
9.917762924807556e-12,0.463203400441744,154.0,0.0,0.0,0.0,0.9999706233896547,1.0,18.999999838371487,1.4144729350183744e-06,8.1419534602962797e-06,7.9803306760742183e-06,1.616256502307584e-07,2.8660086979905803e-12,5.9024566261158491e-07,4.2998324516817438e-06,1.8913274614516844e-09,6.7862553159569324e-06
1e-11,0.46320340041567765,154.0,0.0,0.0,0.0,0.99997037991224369,1.0,18.99999983581974,1.4262012834903407e-06,8.2094637061609737e-06,8.0452892222158824e-06,1.6417737371792393e-07,2.8897728344260782e-12,5.9024553083508795e-07,4.3373494059815641e-06,1.8913273793602306e-09,6.8454670166508387e-06
1.0232053803603898e-11,0.46320340041567765,154.0,0.0,0.0,0.0,0.99996969287641213,1.0,18.999999828523514,1.4592959133690705e-06,8.3999616624703863e-06,8.2284910873677398e-06,1.7147353193225495e-07,2.956829610230526e-12,5.9024515889227011e-07,4.4432134258594072e-06,1.8913269530420214e-09,7.012548524140098e-06
1.054634468240024e-11,0.4632034003889285,154.0,0.0,0.0,0.0,0.99996876236455101,1.0,18.999999818417606,1.5041188157268605e-06,8.6579693844620589e-06,8.4763930851446936e-06,1.815793469677186e-07,3.0476503533216779e-12,5.9024465492767807e-07,4.5865942491010536e-06,1.8913260218719668e-09,7.238841538983621e-06
1.0860635561196581e-11,0.4632034003615037,154.0,0.0,0.0,0.0,0.99996783185407112,1.0,18.999999808056408,1.5489416420918643e-06,8.9159766262721445e-06,8.7240393135790457e-06,1.9194045116402243e-07,3.1384709272614247e-12,5.902441507235395e-07,4.7299749214047136e-06,1.8913248086938406e-09,7.4651343604843521e-06
1.1489217318789266e-11,0.4632034003046546,154.0,0.0,0.0,0.0,0.99996597083725414,1.0,18.999999786578591,1.6385870668439933e-06,9.4319896693508887e-06,9.2185749038882134e-06,2.1341808557424347e-07,3.3201115676764548e-12,5.9024314169691582e-07,5.0167358131607626e-06,1.8913218599559837e-09,7.9177194233983387e-06
1.2117799076381952e-11,0.4632034002451848,154.0,0.0,0.0,0.0,0.99996410982596107,1.0,18.999999764110679,1.7282321876264186e-06,9.9480007917132935e-06,9.7121184746710318e-06,2.3588581879379595e-07,3.5017515314555144e-12,5.9024213270638368e-07,5.303496100788846e-06,1.8913185646724635e-09,8.3703037123471226e-06
1.2746380833974637e-11,0.4632034001831478,154.0,0.0,0.0,0.0,0.99996224882019158,1.0,18.999999740672862,1.8178770044400995e-06,1.0464009993365991e-05,1.0204690221890281e-05,2.5932345486653064e-07,3.6833908185791177e-12,5.9024112421943159e-07,5.5902557841126818e-06,1.8913151548293482e-09,8.8228872270520919e-06
1.3374962591567322e-11,0.46320340011859595,154.0,0.0,0.0,0.0,0.99996038781994556,1.0,18.999999716284929,1.9075215172859964e-06,1.0980017274315563e-05,1.0696309929665612e-05,2.8371120967938356e-07,3.8650294290283738e-12,5.9024011578841458e-07,5.8770148633044618e-06,1.8913117117565471e-09,9.2754699677846409e-06
1.4003544349160007e-11,0.46320340005158045,154.0,0.0,0.0,0.0,0.99995852682522302,1.0,18.999999690966249,1.9971657261650699e-06,1.1496022634568553e-05,1.1186996978665459e-05,3.0902970257045592e-07,4.0466673627849757e-12,5.9023910700787747e-07,6.1637733385203194e-06,1.8913082379716619e-09,9.7280519347908107e-06
1.463212610675269e-11,0.4632033999821519,154.0,0.0,0.0,0.0,0.99995666583602372,1.0,18.999999664735824,2.0868096310782789e-06,1.2012026074131447e-05,1.1676770354333088e-05,3.3525994810298044e-07,4.2283046198311833e-12,5.9023809806959107e-07,6.4505312096889609e-06,1.8913047330848779e-09,1.0180633127957702e-05
1.588928962193806e-11,0.4632033998362505,154.0,0.0,0.0,0.0,0.99995294387419553,1.0,18.999999609613727,2.2660965290109481e-06,1.3044027191212758e-05,1.2653650099108591e-05,3.9038168368127193e-07,4.5915771037242131e-12,5.9023607981954047e-07,7.0240451398535292e-06,1.8912976254452328e-09,1.1085793192723102e-05
1.6936136829573136e-11,0.4632033997078167,154.0,0.0,0.0,0.0,0.99994984459227554,1.0,18.999999561090988,2.4153888206299277e-06,1.3903374527327112e-05,1.3464475303598253e-05,4.3890411780296494e-07,4.8940741011101635e-12,5.9023439998153133e-07,7.501611606502805e-06,1.8912917519255914e-09,1.1839522762964791e-05
1.7982984037208212e-11,0.46320339957330287,154.0,0.0,0.0,0.0,0.99994674532567485,1.0,18.99999951027111,2.5646802691831201e-06,1.4762716536307514e-05,1.4272998032080826e-05,4.8972370079591159e-07,5.1965692213657859e-12,5.902327206115764e-07,7.979176397447277e-06,1.8912859522450215e-09,1.2593250186375909e-05
1.9029831244843287e-11,0.4632033994329137,154.0,0.0,0.0,0.0,0.99994364607439334,1.0,18.999999457231581,2.7139708746749605e-06,1.5622053218182848e-05,1.5079295794502039e-05,5.4276292274327531e-07,5.4990624644234615e-12,5.9023104071563169e-07,8.456739513073494e-06,1.8912801417453891e-09,1.3346975463564765e-05
2.0076678452478363e-11,0.46320339928684773,154.0,0.0,0.0,0.0,0.99994054683843137,1.0,18.999999402047312,2.8632606371098835e-06,1.648138457298173e-05,1.5883443486010299e-05,5.9794688852525918e-07,5.8015538302191436e-12,5.9022936041483149e-07,8.9343009533433191e-06,1.891274274504087e-09,1.4100698594469439e-05
2.1123525660113438e-11,0.4632033991352965,154.0,0.0,0.0,0.0,0.99993744761778858,1.0,18.999999344790666,3.0125495564923241e-06,1.7340710600732462e-05,1.6685513475519781e-05,6.552032292560109e-07,6.104043318692225e-12,5.9022768038148121e-07,9.4118607180087427e-06,1.8912683891711819e-09,1.4854419578696753e-05
2.2170372867748514e-11,0.463203398978445,154.0,0.0,0.0,0.0,0.99993434841246498,1.0,18.99999928553158,3.1618376328267174e-06,1.8200031301463122e-05,1.7485575690737492e-05,7.1446201725656635e-07,6.4065309297854041e-12,5.9022600059221035e-07,9.8894188070866666e-06,1.8912625270992933e-09,1.5608138416271636e-05
2.321722007538359e-11,0.46320339881647216,154.0,0.0,0.0,0.0,0.99993124922246002,1.0,18.999999224337611,3.3111248661174976e-06,1.9059346675201487e-05,1.8283697700732347e-05,7.7565568348580633e-07,6.7090166634444748e-12,5.9022432064183202e-07,1.0366975220739391e-05,1.891256680171889e-09,1.6361855107448478e-05
2.4264067283018665e-11,0.4632033986495507,154.0,0.0,0.0,0.0,0.99992815004777424,1.0,18.999999161274051,3.4604112563691006e-06,1.9918656721975081e-05,1.9079944795357355e-05,8.3871893811824876e-07,7.0115005196182172e-12,5.902226405460266e-07,1.0844529958968943e-05,1.8912508230714415e-09,1.7115569652228754e-05
2.531091449065374e-11,0.4632033984778476,154.0,0.0,0.0,0.0,0.99992505088840755,1.0,18.999999096403993,3.6096968035859603e-06,2.0777961441811196e-05,1.9874380062216046e-05,9.0358869357765294e-07,7.313982498258352e-12,5.9022096056449154e-07,1.1322083021684433e-05,1.8912449538620427e-09,1.7869282050467252e-05
2.6357761698288816e-11,0.46320339830152435,154.0,0.0,0.0,0.0,0.99992195174435927,1.0,18.999999029788398,3.7589815077725125e-06,2.1637260834736866e-05,2.0667064460860773e-05,9.7020399033869895e-07,7.6164625993192856e-12,5.9021928069195374e-07,1.1799634408895866e-05,1.8912390871565919e-09,1.8622992302178031e-05
2.740460890592389e-11,0.4632033981207367,154.0,0.0,0.0,0.0,0.99991885261562974,1.0,18.999998961486163,3.9082653689331907e-06,2.24965549007789e-05,2.1458056894633854e-05,1.0385059250858778e-06,7.9189408227579611e-12,5.9021760076281074e-07,1.227718412067431e-05,1.8912332284150252e-09,1.9376700407471488e-05
