Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327)
2.0037580123769615e-19,0.8897127550853304,154.0,0.0,0.0,0.0,0.99999999999946454,1.0,19.0,3.2203889592070873e-14,9.7731762530943806e-14,9.7731464259430091e-14,3.0443074176318487e-23,3.0397274715342459e-23,3.0711923665969019e-13,3.195649626705733e-20,7.0831424678892817e-16,5.1385569076352632e-20,1.8078007504831613e-23,1.8170350249427071e-33,1.8154060376594039e-25,2.1376086069361447e-33,1.264589492071134e-25,1.2915386311106409e-34,1.2915386313280635e-34,1.9118477055369759e-44,2.6237562786283453e-45,4.260691134892659e-27,2.6942024937800745e-80,2.5194297365541763e-80,2.5194297365562771e-80,1.2687043500767013e-38,2.9828942798553783e-19,8.6964372694808625e-35,1.2467033377339232e-38,9.4622494587444339e-34,5.8845381094392535e-34,1.3905378067138693e-50,1.5691456746651999e-40,2.3131458861300025e-64,7.8128703153978398e-52,1.226613522546821e-49,7.4086794615598886e-58,4.3383545160685649e-68,2.2029372094260038e-78,6.0623421661144361e-79,1.9795835548125479e-61,9.8266355355474484e-90,8.0663045198107251e-94,3.3756231012840724e-90,1.7948613479585113e-84,2.2553936826702903e-81,8.5990682351105421e-34,2.2964287311624017e-43,2.2255329509118617e-43,1.042060541346352e-43
4.009256909212982e-19,0.8897127550853305,154.0,0.0,0.0,0.0,0.99999999999892863,1.0,19.0,6.4435758236739475e-14,1.9554843527117011e-13,1.9554783850466089e-13,1.2185163317902218e-22,1.2148510343142473e-22,6.1450513161407427e-13,1.2790923579079733e-19,1.4172436270754024e-15,2.056761422248775e-19,7.2359132576994823e-23,1.4474002059091273e-32,7.2663544719612551e-25,1.686944052618802e-32,5.061653576998483e-25,1.0340162142328206e-33,1.0340162145809796e-33,3.06144469376649e-43,4.2014277431921714e-44,1.7053868222686654e-26,3.4555823714874146e-78,3.2314189464941287e-78,3.2314189464995172e-78,1.015734910464533e-37,5.9683802978599005e-19,3.4808413790095378e-34,9.9809350328230924e-38,7.5755513429702412e-33,4.7112074958379069e-33,2.2266722315041453e-49,1.256270646721521e-39,7.4082952741335587e-63,1.251076011236572e-50,9.8829241256091444e-49,2.3727701006727736e-56,2.7789183008452314e-66,2.8221870772358442e-76,7.7664781646662097e-77,3.1894584705691233e-60,2.5177928572728561e-87,2.0667586610449152e-91,8.6489787896877146e-88,2.2994004307345077e-82,2.8893891689176377e-79,3.4418682723069736e-33,1.8385393041016654e-42,1.7817787937049315e-42,8.3428201100188178e-43
8.020254702885023e-19,0.8897127550853305,154.0,0.0,0.0,0.0,0.99999999999785671,1.0,19.0,1.2889949552594082e-13,3.9118178046159062e-13,3.9118058681102135e-13,4.8756524808019959e-22,4.8463863988945069e-22,1.2292764116422185e-12,5.1180331009783618e-19,2.8351016168769411e-15,8.2297208444768987e-19,2.8953070170349896e-22,1.1467935206433328e-31,2.9074876644084211e-24,1.3125251650631187e-31,2.0253207364165301e-24,8.2752722772567078e-33,8.2752722828295116e-33,4.9002969752424682e-42,6.7250179747224823e-43,6.8237686595175162e-26,4.4276330002514163e-76,4.1404127084414651e-76,4.1404127084552762e-76,8.1289663475384932e-37,1.1939352845810921e-18,1.3927900436255524e-33,7.9873458506352683e-37,6.0627407552119693e-32,3.7703961596839983e-32,3.5641256930600109e-48,1.0053983224592194e-38,2.3716515745482902e-61,2.0025325886367502e-49,8.0094731262728158e-48,7.5960436867715658e-55,1.7792645157635041e-64,3.6139489007701384e-74,9.945356034484493e-75,5.1677819758282879e-59,6.4483253221073534e-85,5.2931806266002409e-89,2.2150485067507494e-85,2.9444952819829481e-80,3.7000044821429126e-77,1.3771956301532676e-32,1.4713902004132717e-41,1.4259632953034111e-41,6.6767910092034902e-42
1.6042250290229103e-18,0.8897127550853308,154.0,0.0,0.0,0.0,0.99999999999571287,1.0,19.0,2.5782697010380011e-13,7.8244846968987477e-13,7.8244608268733741e-13,1.9505784458468579e-21,1.9272858507105181e-21,2.4588169321793946e-12,2.0475445658956491e-18,5.6708145133977307e-15,3.2924211042580752e-18,1.1583106919158901e-21,8.9962588695155162e-31,1.1631839012130876e-23,9.9475151433443032e-31,8.1026017129765958e-24,6.6214750882345661e-32,6.6214750971528379e-32,7.842044023114744e-41,1.0762209975922921e-41,2.729951801905396e-25,9.9271241845726435e-74,9.2831522247991793e-74,9.2831522248610071e-74,6.5044082038151817e-36,2.3881299989480856e-18,5.5720678365176573e-33,6.3903932784616684e-36,4.851109451463168e-31,3.0168871116509445e-31,5.7037615182173115e-47,8.0447141117616755e-38,7.5908808284392617e-60,3.2046919792104718e-48,6.569034174509867e-47,2.4312360187586085e-53,1.1389683754287988e-62,4.6268337186801329e-72,1.2732750263443121e-72,8.4704025457627024e-58,1.6511221074278302e-82,1.3553422478722619e-86,5.6715064089050249e-83,3.7697525054542998e-78,4.7370081998981459e-75,5.5096792736101021e-32,1.1773356959594141e-40,1.1409852757791634e-40,5.3424462337576359e-41
3.2086241464917265e-18,0.8897127550853305,154.0,0.0,0.0,0.0,0.99999999999142519,1.0,19.0,5.1568191925734513e-13,1.5649818435955359e-12,1.5649770714943504e-12,7.8029485564488821e-21,7.6186237062969512e-21,4.9178898152043568e-12,8.1908293154240216e-18,1.1342227974136974e-14,1.3170731298685928e-17,4.6336146889879191e-21,6.9257291035688689e-30,4.653110369637352e-23,7.1951141469134638e-30,3.2413044320218359e-23,5.2976829867658762e-31,5.297683001036472e-31,1.2548461984057136e-39,1.7221261319525566e-40,1.0920695952560806e-24,1.2751718606314795e-71,1.1924515375959262e-71,1.192451537611836e-71,5.2040207244194439e-35,4.7765202467892357e-18,2.2290091189623315e-32,5.111685156055865e-35,3.8812491844887599e-30,2.4137345814458772e-30,9.1269469424740883e-46,6.4363823439455322e-37,2.4293372414084311e-58,5.127989976807666e-47,5.5121326880216819e-46,7.7807151388052453e-52,7.2901223507349631e-61,5.9229411311970823e-70,1.62995550312411e-70,1.4194948514293352e-56,4.2272984010736705e-80,3.4700258237631034e-84,1.4519377905966664e-80,4.8257691820494245e-76,6.0639786673138776e-73,2.2040510591262513e-31,9.4195795661241931e-40,9.1287166830882039e-40,4.2743611868956366e-40
6.417422381429359e-18,0.8897127550853305,154.0,0.0,0.0,0.0,0.99999999998284983,1.0,19.0,1.0313918175557408e-12,3.1300485736585473e-12,3.1300390373259024e-12,3.1213062385864279e-20,2.9770184938577449e-20,9.8360029492732473e-12,3.2764526240335147e-17,2.2685005566620656e-14,5.2684869214424113e-17,1.8535171627058349e-20,5.1502879848257958e-29,1.861316757123821e-22,4.8232789950785098e-29,1.2965745037210732e-22,4.2383474960333631e-30,4.2383475188672e-30,2.0078288633504326e-38,2.7555335018556728e-39,4.3684561402270209e-24,1.6324186809515024e-69,1.5265237785664193e-69,1.5265237786071538e-69,4.1634143481691095e-34,9.5533040189001992e-18,8.9164039697525177e-32,4.087759480641855e-34,3.1051357568993177e-29,1.9310724974667855e-29,1.4603858189417726e-44,5.1493502717950061e-36,7.7742879031772068e-57,8.2050770404044447e-46,4.8201851608263168e-45,2.4899225992380348e-50,4.6658584890046386e-59,7.5816609588932628e-68,2.0864246183864747e-68,2.4764139461406916e-55,1.0822309613506565e-77,8.8836162716996961e-82,3.7165228216665592e-78,6.1772311767935153e-74,7.7621962054785079e-71,8.8165628401480227e-31,7.5360208888207345e-39,7.3032684787610235e-39,3.419648696075038e-39
1.2835018851304623e-17,0.8897127550853305,154.0,0.0,0.0,0.0,0.9999999999656991,1.0,19.0,2.0628116141177547e-12,6.2601819661498795e-12,6.26016292185912e-12,1.2485477448854504e-19,1.1379051210695318e-19,1.9672098691218982e-11,1.3105977759521669e-16,4.5370363437324983e-14,2.1074216642858024e-16,7.4141864369377175e-20,3.6084750094442019e-28,7.4453934798464051e-22,2.9055067923829346e-28,5.1864033159286133e-22,3.3907583286703398e-29,3.3907583652045107e-29,3.2125209141340903e-37,4.4089386499964435e-38,1.7474180109681342e-23,2.0895961329027468e-67,1.9540441583316426e-67,1.9540441584359277e-67,3.3308107384768431e-33,1.9106884668836886e-17,3.5666378977942914e-31,3.2674362843020372e-33,2.4841499743486672e-28,1.5448837248773999e-28,2.3366768305200094e-43,4.1195779160273697e-35,2.4878375929380125e-55,1.3128059526430482e-44,4.5126867624726483e-44,7.9677242021952488e-49,2.9861408562124926e-57,9.7045010088361078e-66,2.6706167072484073e-66,4.6187211433821602e-54,2.7705046423144319e-75,2.2742006984045436e-79,9.5112863198578504e-76,7.9068488386861748e-72,9.9355858988348846e-69,3.5266967727918908e-30,6.0289589994996681e-38,5.8426709602398151e-38,2.7357797509868994e-38
1.9252615321179888e-17,0.8897127550853304,154.0,0.0,0.0,0.0,0.99999999994854838,1.0,19.0,3.0942314106449912e-12,9.3903152941032431e-12,9.3902867592624616e-12,2.6531796106715719e-19,2.3443153565797326e-19,2.9508063908704739e-11,2.7850223426545397e-16,6.8055523995482491e-14,4.4782743631448247e-16,1.5755191911894163e-19,9.5939815468452029e-28,1.5821519062504246e-21,7.1740462356532757e-28,1.1021172676984014e-21,9.695508453567164e-29,9.6955085880363521e-29,1.1824123452435263e-36,1.6227866203535008e-37,3.7132854973030785e-23,1.0781562157050806e-66,1.0082162876567329e-66,1.0082162877207586e-66,9.5240982648478033e-33,2.8660478424488442e-17,7.5791565957922894e-31,9.3382075292295166e-33,7.1031307336551657e-28,4.4174108562368051e-28,8.6005714546928137e-43,1.1779489774404561e-34,1.1358637128450984e-54,4.8319558168845021e-44,1.3981812047485481e-43,3.6377537241400423e-48,1.6406676380608157e-56,6.2607131745682574e-65,1.7229083021035877e-65,1.8161787327616062e-53,2.0574181157858435e-74,1.6888555573832454e-78,7.0626342252793552e-75,5.1009875447582969e-71,6.4097941952435435e-68,7.4942753210268749e-30,1.7239158397387685e-37,1.6706353605016895e-37,7.8226611113031286e-38
3.208780826093042e-17,0.8897127550853308,154.0,0.0,0.0,0.0,0.99999999991424693,1.0,19.0,5.1570710035603547e-12,1.5650581713048615e-11,1.5650534245549709e-11,7.3353015259413704e-19,6.0100758828982964e-19,4.9179472259692569e-11,7.6997075148819323e-16,1.1342505587533945e-13,1.2381014773084601e-15,4.3558374230301824e-19,3.6561042146574497e-27,4.3741834302436709e-21,2.3796192268781144e-27,3.0470472455875474e-21,4.4557263854063362e-28,4.455726488864513e-28,9.0972287437789987e-36,1.248582316249646e-36,1.0266200830513835e-22,7.2680892618146824e-65,6.7966087645004976e-65,6.7966087652295201e-65,4.3769538283630501e-32,4.7767718358651764e-17,2.0954298449281897e-30,4.2850456111551488e-32,3.2643177535980809e-27,2.0300671943268865e-27,6.6174047593022879e-42,5.4134536393522544e-34,1.4786507929010648e-53,3.7175843436583439e-43,7.9228615027616279e-43,4.7353333832294464e-47,3.6580201471199108e-55,2.4216330948963653e-63,6.6641800494338577e-64,1.7164666803281778e-52,1.3978605370855901e-72,1.1474533397329877e-76,4.7958756090115451e-73,1.973061916576974e-69,2.4792975384131931e-66,2.0719584088324911e-29,7.9225304535620222e-37,7.6774851271602641e-37,3.5950201924583773e-37
4.36394819067059e-17,0.8897127550853305,154.0,0.0,0.0,0.0,0.99999999988337562,1.0,19.0,7.0136266370718148e-12,2.1284821311941978e-11,2.1284756830930551e-11,1.3062023550307387e-18,1.0188847568323851e-18,6.6883318068938417e-11,1.3710803022484783e-15,1.5425699706640027e-13,2.2046766639470959e-15,7.7564309303108284e-19,7.454496303442008e-27,7.7891097068914653e-21,4.5484344553841519e-27,5.4258991921812417e-21,1.0029817124381154e-27,1.0029817409304149e-27,2.5053645857889951e-35,3.4386354506200626e-36,1.8281099401432693e-22,4.1564331380148694e-64,3.8868055807829164e-64,3.8868055812372828e-64,9.8525042607985288e-32,6.4964276644291323e-17,3.7313521983561954e-30,9.6375360769340341e-32,7.347912619857106e-27,4.5696398084644158e-27,1.8224632881137818e-41,1.2185656505892228e-33,4.8341159644065753e-53,1.0238153692441915e-42,1.9704702773090363e-42,1.5480814056435976e-46,1.3808561660097682e-54,1.0293155164046307e-62,2.8326107814770761e-63,5.1292170642160564e-52,6.5400945535188077e-72,5.3685452412039906e-76,2.2435979006446394e-72,8.3865260076592122e-69,1.0538258129718442e-65,3.6895514565579227e-29,1.7833573678094361e-36,1.7281745146028178e-36,8.0923604765361959e-37
5.519115555248138e-17,0.8897127550853305,154.0,0.0,0.0,0.0,0.99999999985250432,1.0,19.0,8.8701822704643378e-12,2.6919060735912392e-11,2.6918979255128642e-11,2.0390025740984825e-18,1.5162128507638061e-18,8.4586717522383893e-11,2.1402590422425682e-15,1.9508826348784135e-13,3.4415045986081989e-15,1.2107849037669013e-18,1.2823131779559705e-26,1.2158876729372388e-20,7.4378758445278165e-27,8.4699154194916102e-21,1.8957033814428776e-27,1.8957034456147777e-27,5.6427052859127672e-35,7.7448057115432413e-36,2.8537089973102007e-22,1.283454247058767e-63,1.2001966514094498e-63,1.2001966515765149e-63,1.8621906287029025e-31,8.2160879751133529e-17,5.8247084160019476e-30,1.8199599307704013e-31,1.3887953830767259e-26,8.6368673604812954e-27,4.1047389112139719e-41,2.3031716815078875e-33,1.2801044186542695e-52,2.3058812331217802e-42,4.0952424086646817e-42,4.0993232960221008e-46,4.2502598692145726e-54,3.6475214825273364e-62,1.0037747133791796e-62,1.256203113517044e-51,2.6470728165863232e-71,2.1728905205106212e-75,9.0791887328567064e-72,2.9718825499029572e-68,3.7343771865353862e-65,5.7594489124418296e-29,3.3706659325009658e-36,3.2663204425880837e-36,1.5295086811463415e-36
6.674282919825686e-17,0.8897127550853304,154.0,0.0,0.0,0.0,0.99999999982163301,1.0,19.0,1.0726737903744511e-11,3.2553300004237128e-11,3.2553201527072604e-11,2.9230606203617606e-18,2.079004412254005e-18,1.0228969535534096e-10,3.0681932270681433e-15,2.3591889252764191e-13,4.9336089192933569e-15,1.7357409404189628e-18,1.9735783484397689e-26,1.7430582680103573e-20,1.1010569482353173e-26,1.2142249729632621e-20,3.1685992173751777e-27,3.1685993407096105e-27,1.0844909559332006e-34,1.4885257892394632e-35,4.0910029462659019e-22,3.9555656888504891e-63,3.6989683943314298e-63,3.6989683948741121e-63,3.1125848615208533e-31,9.935752519635261e-17,8.3501609599841268e-30,3.0395083573707626e-31,2.3213055567884479e-26,1.4436113799602089e-26,7.8892104381476864e-41,3.8496677341835517e-33,2.7962465841057335e-52,4.4317419153280329e-42,7.4228072876000872e-42,8.9543342714402806e-46,1.0447902240124682e-53,1.0005830550188079e-61,2.7535409749456889e-62,2.5916400354168747e-51,8.0453616984876979e-71,6.6041654041229847e-75,2.7590448788480904e-71,8.1524425834976621e-68,1.0244092127485722e-64,8.25659578397496e-29,5.6339449778715883e-36,5.4594633910625885e-36,2.5565145681923112e-36
