Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327)
5.016998043123499e-12,0.8897127550045756,154.0,0.0,0.0,0.0,0.99998673258206194,1.0,18.99999998410372,8.0630860111736709e-07,2.4446336796804124e-06,2.4333505912821961e-06,1.3550607130388108e-08,4.3245957722102555e-13,7.4121060843165555e-07,2.6163153515589085e-06,2.6052660946225307e-09,4.2070031957892301e-06,2.3337669891703522e-09,1.4910824459533974e-16,4.2125318633970453e-11,1.780451126894014e-17,5.8329935103539892e-11,8.7337137509662183e-13,8.7357578298020293e-13,1.3784455899091803e-16,6.656215890584382e-17,2.000846505884852e-12,1.5412488288676226e-29,1.441531680816761e-29,1.4415391897651974e-29,9.2633749501627993e-17,1.1478584651772783e-11,6.4759201334040903e-20,5.6237844427488411e-20,1.5461868841079358e-12,9.6150672044988012e-13,1.1656842844444503e-21,1.0670083991914109e-18,1.8645916871785562e-28,5.4520032645080887e-24,6.6120332132557498e-23,6.0634115525531437e-23,3.39946758214592e-26,1.3823781842377361e-29,3.8293356273753755e-30,9.9340149198264716e-28,4.3127633314436319e-34,3.9725702580107041e-38,2.139123671227525e-36,2.3954422253783093e-35,1.42679388058826e-32,4.0172860211370179e-19,1.5093702728831464e-21,2.00149789645115e-22,4.4654063016698552e-22
5.124926482009944e-12,0.8897127550013578,154.0,0.0,0.0,0.0,0.99998644751071408,1.0,18.999999983470456,8.2365412587422734e-07,2.497213523044465e-06,2.4854146318241793e-06,1.4123606354995022e-08,4.4176120650772857e-13,7.4121505272290139e-07,2.678600788272975e-06,2.6056608278859741e-09,4.3071575894071232e-06,2.3936850665836618e-09,1.5541344398600592e-16,4.36925000477126e-11,1.8261632274201997e-17,6.0842384997037072e-11,9.3067879991024257e-13,9.3089726280809331e-13,1.4711044606138531e-16,7.1351181422804924e-17,2.0878499608174502e-12,1.7879214823732992e-29,1.6722514735075531e-29,1.6722603721772204e-29,9.8863179925204819e-17,1.1813778538238966e-11,6.8172653565050328e-20,5.7705850420297296e-20,1.6197543563004842e-12,1.0072536788376276e-12,1.270366360005479e-21,1.1371601244580403e-18,2.0754070566655542e-28,5.826479045127313e-24,7.2069257630153261e-23,6.620465714002988e-23,3.7925077631426989e-26,1.5755532919301941e-29,4.3650755920683771e-30,1.1059057852231254e-27,5.0231973336936147e-34,4.6376864587444042e-38,2.4390427361983647e-36,2.7613945539227415e-35,1.6264615875128977e-32,4.1915927062804183e-19,1.6074701277472496e-21,2.0925808088568149e-22,4.7190830427056087e-22
5.2328549208963896e-12,0.8897127549980834,154.0,0.0,0.0,0.0,0.99998616243952931,1.0,18.999999982825994,8.4099964085341973e-07,2.5497933188933523e-06,2.5374674008099975e-06,1.4707790857844723e-08,4.5106276645516488e-13,7.4121857053670635e-07,2.7408865519009571e-06,2.6060017454598782e-09,4.4073125167185798e-06,2.4536187950781141e-09,1.618417250913121e-16,4.5285329445378009e-11,1.8718872684982374e-17,6.3406785445629677e-11,9.9042772465489499e-13,9.9066087284374375e-13,1.5678081794838391e-16,7.6365988907183682e-17,2.1767049522123974e-12,2.0676434767187238e-29,1.9338844147342473e-29,1.9338949229725239e-29,1.0537074642916094e-16,1.2152695911302937e-11,7.169955970362373e-20,5.9175413231798958e-20,1.6950461419341894e-12,1.0540727756259342e-12,1.3819931271982858e-21,1.2103125183189078e-18,2.3049377138343777e-28,6.2180279726797954e-24,7.8413920292315108e-23,7.2153510935532958e-23,4.2212464078433444e-26,1.7907685975242815e-29,4.9620397630137572e-30,1.2284210434058683e-27,5.8318555745213139e-34,5.396727079225253e-38,2.7733089856700023e-36,3.1740736467353695e-35,1.8489557405449075e-32,4.369586541141999e-19,1.7096705874916883e-21,2.1856877993001538e-22,4.9808111350509895e-22
5.340783359782835e-12,0.8897127549947521,154.0,0.0,0.0,0.0,0.99998587736849642,1.0,18.999999982170365,8.5834514605494997e-07,2.6023730691525874e-06,2.589508937953414e-06,1.5303120936661193e-08,4.6036434080864101e-13,7.4122134715017453e-07,2.8031725726793824e-06,2.6062961705222124e-09,4.507467865545005e-06,2.5135662490775312e-09,1.6839265103102185e-16,4.6903799790121457e-11,1.9176217809620437e-17,6.6023074661064353e-11,1.0526680856494339e-12,1.0529165630702808e-12,1.6686415618510604e-16,8.1611763791375988e-17,2.2674114849130443e-12,2.3840176410048007e-29,2.229800640440283e-29,2.2298130072174765e-29,1.1216291721317745e-16,1.2495337134758176e-11,7.5341843482926583e-20,6.0646487160311975e-20,1.7720619488523721e-12,1.1019638243749914e-12,1.5008700946803804e-21,1.2865277083178977e-18,2.554411097577034e-28,6.627055170646702e-24,8.5171805494471625e-23,7.8497733672826578e-23,4.6880808873338513e-26,2.0299984369800797e-29,5.625725787664003e-30,1.3616061279163437e-27,6.7498337357302848e-34,6.2606107652396241e-38,3.1450130209270779e-36,3.6383311247416281e-35,2.0963271795804827e-32,4.5512667228116037e-19,1.8160507256331067e-21,2.2808184206019384e-22,5.2506337226402969e-22
5.44871179866928e-12,0.8897127549913644,154.0,0.0,0.0,0.0,0.99998559229760686,1.0,18.999999981503617,8.7569064147882304e-07,2.6549527755113583e-06,2.641539282827303e-06,1.5909557030018026e-08,4.6966595980333208e-13,7.4122353075575129e-07,2.8654587948085168e-06,2.6065504296219242e-09,4.6076235461612846e-06,2.5735257393775722e-09,1.7506578647496797e-16,4.8547904998575345e-11,1.9633654760560306e-17,6.869119095600722e-11,1.1174497598332684e-12,1.1177142240751952e-12,1.7736893221420751e-16,8.7093682402625984e-17,2.3599695638445427e-12,2.7409532648997675e-29,2.5636569772533079e-29,2.5636714838024964e-29,1.1924618324392757e-16,1.284170257115629e-11,7.9101442282502675e-20,6.2119030573575516e-20,1.8508014832042146e-12,1.1509266375930603e-12,1.627309750680309e-21,1.3658677790266013e-18,2.8251080127950091e-28,7.0539672036451274e-24,9.2360801265991108e-23,8.5254782281094942e-23,5.195515472436633e-26,2.2953477311099667e-29,6.3619963787798087e-30,1.5061487129102787e-27,7.7892125345565705e-34,7.2412661669892011e-38,3.5574510860920259e-36,4.1594124036148066e-35,2.3707630516475586e-32,4.7366324533660953e-19,1.9266893349024175e-21,2.3779722284933222e-22,5.5285918880951001e-22
5.556640237555726e-12,0.8897127549879206,154.0,0.0,0.0,0.0,0.99998530722685319,1.0,18.99999998082578,8.9303612712504413e-07,2.7075324394516722e-06,2.6935584748641479e-06,1.6527059716838731e-08,4.7896749238506353e-13,7.4122523992088836e-07,2.9277451736435369e-06,2.6067699884085953e-09,4.7077794867792233e-06,2.633495784116733e-09,1.818606976378395e-16,5.0217639811008504e-11,2.0091172234127644e-17,7.1411072743799463e-11,1.1848225648633215e-12,1.1851036871473173e-12,1.8830360740430012e-16,9.2816914960172667e-17,2.4543791940060795e-12,3.1426851078860131e-29,2.9394147278750452e-29,2.9394316910961313e-29,1.2662705811744701e-16,1.3191792581803816e-11,8.2980307127354657e-20,6.3593009875422051e-20,1.9312644497960771e-12,1.2009610269549553e-12,1.7616315872879147e-21,1.4483947720768527e-18,3.1183638331769156e-28,7.4991720687363373e-24,9.999919970013945e-23,9.2442515252337948e-23,5.7461638134829064e-26,2.5890576987675983e-29,7.1770954098457681e-30,1.6627659424488436e-27,8.9631223958138007e-34,8.3517026283756661e-38,4.0141341525266536e-36,4.742980198314478e-35,2.6745928311085417e-32,4.9256829397495061e-19,2.0416649282942132e-21,2.47714878154064e-22,5.8147247474961041e-22
5.772497115328617e-12,0.8897127549808642,154.0,0.0,0.0,0.0,0.99998473708572799,1.0,18.999999979437035,9.2772706908455058e-07,2.8126916451092811e-06,2.7975635574576633e-06,1.7795107885334132e-08,4.9757061117054054e-13,7.4122759249824249e-07,3.0523182667943136e-06,2.6071232108297933e-09,4.9080919315259576e-06,2.7534625043075311e-09,1.9581411966583164e-16,5.3633980707471555e-11,2.1006410350405729e-17,7.7005886953209842e-11,1.32754054225684e-12,1.3278570487348003e-12,2.1149645047025368e-16,1.0500797225463265e-16,2.6487531283482532e-12,4.0992251206856725e-29,3.8341155378214759e-29,3.8341385265157919e-29,1.4230780110491654e-16,1.3903147764837445e-11,9.1103707274734097e-20,6.6545156085185343e-20,2.0973594936910817e-12,1.3042437775626078e-12,2.0552349353301222e-21,1.623257477223309e-18,3.7781737827110661e-28,8.4460993939506263e-24,1.1669940162756104e-22,1.0818348435003759e-22,6.9881182212284518e-26,3.271241520996221e-29,9.0707601786970661e-30,2.015244225504045e-27,1.1772720669544512e-33,1.1019816878060793e-37,5.0754093058718184e-36,6.1224625777219247e-35,3.38050108936591e-32,5.3148350314532911e-19,2.2849397269782544e-21,2.681568371130259e-22,6.4116617078046832e-22
5.9883539931015075e-12,0.8897127549735856,154.0,0.0,0.0,0.0,0.99998416694508063,1.0,18.99999997800445,9.6241797193350819e-07,2.9178506947249638e-06,2.9015244984048921e-06,1.9106952861659924e-08,5.1617369537425428e-13,7.4122895890322671e-07,3.1768916435239364e-06,2.6073864140592387e-09,5.1084048643470632e-06,2.8734578102057174e-09,2.1024947750972092e-16,5.7152792981779907e-11,2.1921866551948329e-17,8.28070266002745e-11,1.4812193771048542e-12,1.4815741158399999e-12,2.3651017547507845e-16,1.1822617529340281e-16,2.8505333291751746e-12,5.2947967980985733e-29,4.9524049932882814e-29,4.9524358010149643e-29,1.5925770234812815e-16,1.4629405549345412e-11,9.9727924999730582e-20,6.9502722102503189e-20,2.2703447014557253e-12,1.4118105587261498e-12,2.3843770730535687e-21,1.8116112992369498e-18,4.5456612736103783e-28,9.4711294443383516e-24,1.3542688233116089e-22,1.2587159258971188e-22,8.4371356776295511e-26,4.0974309932181306e-29,1.1364929756038229e-29,2.4253926459161248e-27,1.5307308235667012e-33,1.4393555070230903e-37,6.3615794808621549e-36,7.8313796181333025e-35,4.2357720221468097e-32,5.7187167466456359e-19,2.5464976703883152e-21,2.8940737119952172e-22,7.0417215313457689e-22
6.204210870874398e-12,0.8897127549660855,154.0,0.0,0.0,0.0,0.99998359680488147,1.0,18.99999997652834,9.9710883567195518e-07,3.0230095949251624e-06,3.0054416081622117e-06,2.0462284279239981e-08,5.3477675366565251e-13,7.4122969700738087e-07,3.3014651690821421e-06,2.6075824624292843e-09,5.308718068566131e-06,2.9934750754587006e-09,2.2516335592585285e-16,6.0774054514772876e-11,2.2837490285098433e-17,8.8814002591245914e-11,1.6462554863287637e-12,1.6466514138591063e-12,2.6341211237500685e-16,1.3251266609856017e-16,3.0597198385464458e-12,6.7771113276186755e-29,6.3389146573798049e-29,6.3389555164157963e-29,1.7752967140139814e-16,1.5370568780825236e-11,1.0886905964655347e-19,7.2465549650537693e-20,2.4502176856084249e-12,1.5236598477764395e-12,2.7518685440640935e-21,2.0139510286038583e-18,5.4335973705319158e-28,1.0577576888374851e-23,1.5634266672022148e-22,1.4566430441672999e-22,1.0118317918141914e-25,5.091074913003875e-29,1.4125003829603322e-29,2.9000768245775766e-27,1.9716978651982512e-33,1.8623925471279242e-37,7.9094374045914313e-36,9.9326709461898149e-35,5.2648112888857986e-32,6.1373219052030279e-19,2.8269568975813308e-21,3.1146613679281172e-22,7.7051550644158813e-22
6.420067748647289e-12,0.8897127549583659,154.0,0.0,0.0,0.0,0.99998302666510941,1.0,18.999999975009018,1.0317996602999285e-06,3.1281683508113993e-06,3.1093151949871346e-06,2.1860793969730944e-08,5.5337978616280467e-13,7.4123003579346658e-07,3.4260387572500532e-06,2.6077284293705436e-09,5.509031405544463e-06,3.1135091986334911e-09,2.4055236385973573e-16,6.4497748728024058e-11,2.3753242630169632e-17,9.5026327419965568e-11,1.8230443475576628e-12,1.823484528639089e-12,2.9226943151105145e-16,1.4790848927978609e-16,3.2763126992244751e-12,8.601179706304783e-29,8.0451053748540897e-29,8.0451590419716286e-29,1.9717696692442338e-16,1.6126640284810385e-11,1.1854342880065932e-19,7.5433518824114921e-20,2.6369760534351305e-12,1.6397901188168513e-12,3.1606342711639849e-21,2.2307707718197256e-18,6.4557430666454662e-28,1.1768778494891361e-23,1.7961437718527264e-22,1.6772564020443328e-22,1.2058757674979695e-25,6.2783954201663765e-29,1.7424152946039361e-29,3.4466977628231789e-27,2.5175833665129677e-33,2.3887257518358829e-37,9.7601554280862996e-36,1.2498538393463135e-34,6.4949275197179165e-32,6.5706443952655986e-19,3.1269311704814997e-21,3.3433279420988361e-22,8.4021894110383519e-22
6.63592462642018e-12,0.8897127549504282,154.0,0.0,0.0,0.0,0.99998245652574913,1.0,18.999999973446801,1.0664904458174641e-06,3.2333269663041189e-06,3.2131455649538763e-06,2.3302175947456653e-08,5.7198279385215039e-13,7.4123011909160787e-07,3.5506123538719045e-06,2.6078370278734094e-09,5.7093447882003537e-06,3.2335562593694572e-09,2.5641313427473532e-16,6.8323863215297966e-11,2.4669093678073242e-17,1.0144351516022988e-10,2.0119805021744437e-12,2.0124681095245473e-12,3.2314914412710016e-16,1.6445459226084474e-16,3.5003119545808535e-12,1.0830115049382662e-28,1.0130017987974734e-28,1.0130087843127133e-28,2.1825319245208689e-16,1.6897622866922032e-11,1.2876756826089296e-19,7.8406536719752509e-20,2.8306174090488583e-12,1.7601998440040994e-12,3.6137143234755504e-21,2.462563952384141e-18,7.6268887316664868e-28,1.3048092865919429e-23,2.0541627668572534e-22,1.9222621881358237e-22,1.4287620036027213e-25,7.6886021061326621e-29,2.1343923860264892e-29,4.0732134148393555e-27,3.1884786466895186e-33,3.0388381791131039e-37,1.1959627286258408e-35,1.5611437765703005e-34,7.9565589190330215e-32,7.0186781706164742e-19,3.4470299060350309e-21,3.5800700754373645e-22,9.1330300587353957e-22
6.851781504193071e-12,0.8897127549422744,154.0,0.0,0.0,0.0,0.99998188638678986,1.0,18.999999971841994,1.1011811922245979e-06,3.3384854444154921e-06,3.3169330219688234e-06,2.4786126393949927e-08,5.9058577723801106e-13,7.4123003734867603e-07,3.6751859248926979e-06,2.6079177215482422e-09,5.9096581617738176e-06,3.3536132455782607e-09,2.7274232398197411e-16,7.2252388679561474e-11,2.5585020449082511e-17,1.080650814582036e-10,2.2134575583476296e-12,2.2139958723903103e-12,3.5611810288558062e-16,1.8219182552878993e-16,3.7317176485215044e-12,1.3535989013108861e-28,1.2661074704130297e-28,1.2661164863411041e-28,2.4081229220790447e-16,1.768351931293892e-11,1.3955823201204726e-19,8.1384531888045555e-20,3.0311393548856296e-12,1.884887494478562e-12,4.1142646809881471e-21,2.7098233117883888e-18,8.9628938042196666e-28,1.4418900172290812e-23,2.3392931132881265e-22,2.1934329963539092e-22,1.6836224303360894e-25,9.3541142702079567e-29,2.5974868498947044e-29,4.7881603958151833e-27,4.0074574304867389e-33,3.8364079810364156e-37,1.4558823210973079e-35,1.9365138295200209e-34,9.6835087580271728e-32,7.4814172482823095e-19,3.787858208039371e-21,3.8248844451578198e-22,9.897862822202308e-22
7.067638381965962e-12,0.8897127549339056,154.0,0.0,0.0,0.0,0.99998131624822317,1.0,18.999999970194892,1.1358718995213653e-06,3.4436437874637798e-06,3.4206778677858861e-06,2.6312343642601047e-08,6.0918873672542395e-13,7.412298491153597e-07,3.7997594482675217e-06,2.6079775756796674e-09,6.1099714908169036e-06,3.4736778390779031e-09,2.8953661347140493e-16,7.6283318118731214e-11,2.6501005257398436e-17,1.1489054352487921e-10,2.4278681940490143e-12,2.4284606026598569e-12,3.912430023807069e-16,2.0116094290163623e-16,3.970529825427284e-12,1.6800744011385396e-28,1.5714932688898018e-28,1.5715048133227834e-28,2.6490854696075901e-16,1.8484332388881956e-11,1.5093239219784327e-19,8.4367449528182332e-20,3.2385394927161478e-12,2.013851540993439e-12,4.6655579965396233e-21,2.9730409104976366e-18,1.0480726728023597e-27,1.5884601891971008e-23,2.6534115244403605e-22,2.4926082412241539e-22,1.9738126346211115e-25,1.1310791369363857e-28,3.1417196711164576e-29,5.6006758245214887e-27,5.0008988475314571e-33,4.8086817412547696e-37,1.761415849516996e-35,2.3865852242459292e-34,1.1713189824589408e-31,7.9588557063341647e-19,4.150016898657591e-21,4.0777677634098513e-22,1.0696855619314351e-21
7.283495259738852e-12,0.8897127549253233,154.0,0.0,0.0,0.0,0.99998074611004328,1.0,18.999999968505804,1.1705625677078022e-06,3.5488019972354474e-06,3.5243804020217479e-06,2.7880528163415315e-08,6.2779167263160515e-13,7.4122959296719238e-07,3.9243329094728516e-06,2.6080218762466113e-09,6.3102847519759317e-06,3.5937482534787413e-09,3.0679270674408484e-16,8.0416646233398801e-11,2.7417034474355014e-17,1.219194201285844e-10,2.6556041600567654e-12,2.6562541583092135e-12,4.2859037964925164e-16,2.2140260181269728e-16,4.2167485301083877e-12,2.0717164179506697e-28,1.9378392650591928e-28,1.9378539371709246e-28,2.9059656992575217e-16,1.9300064841111829e-11,1.6290723909434303e-19,8.7355247348077522e-20,3.4528154242069438e-12,2.1470904542637196e-12,5.2709843551737614e-21,3.2527081289278961e-18,1.2198505137905928e-27,1.7448620551178421e-23,2.9984623814342662e-22,2.8216945679747154e-22,2.3029201456936385e-25,1.3598171919079013e-28,3.7781453587714518e-29,6.5205193027292901e-27,6.198833463632249e-33,5.9868781791602829e-37,2.1187875949991564e-35,2.9233438713886e-34,1.408687812763722e-31,8.4509876818787098e-19,4.5341025496178042e-21,4.3387167760510349e-22,1.1530160086296818e-21
7.499352137511743e-12,0.8897127549165292,154.0,0.0,0.0,0.0,0.99998017597224542,1.0,18.999999966775025,1.2052531967839436e-06,3.6539600751061368e-06,3.6280409221710031e-06,2.9490382547880221e-08,6.4639458519962683e-13,7.4122929367733419e-07,4.0489062991822641e-06,2.6080545722917574e-09,6.5105979302540776e-06,3.713823113213623e-09,3.2450733114565457e-16,8.4652369003555058e-11,2.8333097605519895e-17,1.2915123158753663e-10,2.8970562829439369e-12,2.8977674728562757e-12,4.6822661467883386e-16,2.4295736360538995e-16,4.4703738077696463e-12,2.5389907317451891e-28,2.3749364507851947e-28,2.3749549673295269e-28,3.1793130270924524e-16,2.0130719396436672e-11,1.755001810837948e-19,9.0347892785663438e-20,3.6739647512108056e-12,2.2846027051467857e-12,5.9340520308589095e-21,3.5493156684185525e-18,1.4135536297515376e-27,1.9114399468293001e-23,3.3764581436701144e-22,3.1826662573996709e-22,2.6747727709507988e-25,1.625972097385654e-28,4.5189221762719212e-29,7.5580950314266324e-27,7.6353134123182009e-33,7.4066239855213647e-37,2.5348442488904977e-35,3.5602684927852055e-34,1.6849976015053327e-31,8.9578073692223237e-19,4.9407075131046591e-21,4.6077282615286785e-22,1.2397913043890639e-21
7.715209015284634e-12,0.8897127549075251,154.0,0.0,0.0,0.0,0.9999796058348267,1.0,18.999999965002853,1.2399437867498238e-06,3.7591180221336225e-06,3.7316597236211821e-06,3.1141611493940388e-08,6.649974746165561e-13,7.4122896658260274e-07,4.1734796116224648e-06,2.6080786062395196e-09,6.7109110163679042e-06,3.8339013605798301e-09,3.42677237201004e-16,8.8990483372519492e-11,2.9249186581501754e-17,1.3658549976244399e-10,3.1526144680526259e-12,3.153390558335762e-12,5.1021793091376186e-16,2.6586569383176564e-16,4.7314057039832364e-12,3.0936599043069539e-28,2.893789129417537e-28,2.8938123433042009e-28,3.4696801129720949e-16,2.0976298762226304e-11,1.8872884462890584e-19,9.3345360825609323e-20,3.9019850759721097e-12,2.4263867647701001e-12,6.6583882406084739e-21,3.863353552201373e-18,1.6312357785359655e-27,2.0885402500498955e-23,3.7894797542410564e-22,3.5775656256044167e-22,3.0934469808865236e-25,1.9343086147976671e-28,5.3773848628551045e-29,8.7244740607762889e-27,9.3488073450516596e-33,9.1084231472341511e-37,3.0170959799890363e-35,4.3124666967757669e-34,2.0052284683078431e-31,9.4793090181847464e-19,5.3704199523574277e-21,4.8847990298555459e-22,1.330023783109385e-21
7.931065893057525e-12,0.8897127548983121,154.0,0.0,0.0,0.0,0.99997903569778501,1.0,18.99999996318958,1.2746343376054784e-06,3.8642758391312559e-06,3.8352370996676857e-06,3.2833921791078341e-08,6.8360034102619394e-13,7.4122862131945726e-07,4.2980528431665543e-06,2.608096170715119e-09,6.9112240044853349e-06,3.9539821822990838e-09,3.6129919845010321e-16,9.3430987001194502e-11,3.0165295197664293e-17,1.4422174804915169e-10,3.422667702454002e-12,3.4235125082600568e-12,5.5463039575847263e-16,2.9016796255207094e-16,4.9998442646665806e-12,3.7488990306894532e-28,3.5067232379768362e-28,3.5067521591129511e-28,3.7776228208598921e-16,2.1836805626530642e-11,2.026110742475354e-19,9.6347632233636607e-20,4.1368740013024813e-12,2.5724411046404357e-12,7.4477398960452761e-21,4.195311126366635e-18,1.8750778425672654e-27,2.2765113793105286e-23,4.2396770404116246e-22,4.0085034187421503e-22,3.5632763419446701e-25,2.2900362129621326e-28,6.3681198372721416e-29,1.0031416670737558e-26,1.138262088560579e-32,1.1138161101612847e-36,3.5737589054116687e-35,5.1968191988821468e-34,2.3748286046527843e-31,1.0015486932543278e-18,5.823823871987755e-21,5.1699259216671144e-22,1.4237245521091337e-21
8.146922770830416e-12,0.8897127548888917,154.0,0.0,0.0,0.0,0.99997846556111802,1.0,18.999999961335508,1.3093248493509426e-06,3.9694335267252731e-06,3.938773341528591e-06,3.4567022305500427e-08,7.0220318453923645e-13,7.4122826432314342e-07,4.4226259913930086e-06,2.6081089040136322e-09,7.1115368907125243e-06,4.0740649522056959e-09,3.8037001128498934e-16,9.7973878081018749e-11,3.1081418676884539e-17,1.5205950137133299e-10,3.707604057894308e-12,3.7085215005660021e-12,6.0152992107858235e-16,3.1590444463567899e-16,5.2756895360645034e-12,4.5194179879488022e-28,4.2275007520850223e-28,4.2275365706809145e-28,4.1037001795506023e-16,2.2712242658201588e-11,2.1716493248780344e-19,9.9354692207747801e-20,4.3786291306982047e-12,2.7227641967168769e-12,8.305974352424015e-21,4.5456770608265923e-18,2.1473919463227103e-27,2.475703753151796e-23,4.7292691092118139e-22,4.477659202792292e-22,4.0888599966927048e-25,2.6988363722675966e-28,7.507042897818492e-29,1.1491394880822311e-26,1.3785343439914224e-32,1.3547645292653989e-36,4.213798973116283e-35,6.2321324435182418e-34,2.7997434026633434e-31,1.0566335468595615e-18,6.301499148024685e-21,5.4631058073527956e-22,1.5209036029448134e-21
8.362779648603307e-12,0.8897127548792656,154.0,0.0,0.0,0.0,0.99997789542482496,1.0,18.999999959440913,1.34401532198625e-06,4.0745910853981831e-06,4.04226873835937e-06,3.6340623965427848e-08,7.2080600524095138e-13,7.4122789994044615e-07,4.5471990546666874e-06,2.608118031857755e-09,7.3118496724201078e-06,4.1941491878599414e-09,3.9988649478791013e-16,1.0261915519831079e-10,3.1997553338548929e-17,1.6009828617322615e-10,4.0078106937268267e-12,4.0088048005476751e-12,6.5098226369954925e-16,3.4311532006344221e-16,5.558941564735104e-12,5.4215903643208533e-28,5.0714403453500405e-28,5.0714844578994949e-28,4.4484743438158195e-16,2.3602612507017581e-11,2.3240869990361121e-19,1.0236652935179985e-19,4.6272480683923437e-12,2.8773545134432192e-12,9.237080155113377e-21,4.9149393502764581e-18,2.450625598239913e-27,2.6864697695850853e-23,5.2605447381711009e-22,4.9872817484056419e-22,4.6750711909740918e-25,3.1668907488279318e-28,8.8114794437667192e-29,1.3117615088146181e-26,1.6611322305552399e-32,1.6395183844106657e-36,4.9469772702565784e-35,7.4392999127381547e-34,3.2864455354380887e-31,1.1131849033832108e-18,6.8040215576921546e-21,5.7643355862553523e-22,1.6215699122624983e-21
8.578636526376197e-12,0.8897127548694349,154.0,0.0,0.0,0.0,0.99997732528890437,1.0,18.999999957506088,1.378705755511436e-06,4.1797485155214478e-06,4.1457235772675034e-06,3.8154439746492058e-08,7.3940880319696248e-13,7.4122753090533032e-07,4.671772031959733e-06,2.6081244695309908e-09,7.5121623479552361e-06,4.3142345178714937e-09,4.198454905706169e-16,1.0736681723652667e-10,3.2913696349258462e-17,1.683376304124154e-10,4.3236738598298756e-12,4.3247487637751815e-12,7.0305302590295623e-16,3.7184067423024656e-16,5.8496003975384784e-12,6.4735892369582781e-28,6.0555444608205629e-28,6.0555984989771694e-28,4.8125105559640792e-16,2.450791780381016e-11,2.4836087503057e-19,1.0538313489926507e-19,4.8827284193768448e-12,3.0362105277617096e-12,1.0245167783547634e-20,5.3035853151531106e-18,2.7873658569995863e-27,2.9091637818153891e-23,5.8358627612339343e-22,5.5396894108585261e-22,5.3270658475261253e-25,3.7009102032974146e-28,1.0300247236099462e-28,1.4924040832472229e-26,1.9921164987743589e-32,1.9746204043791609e-36,5.7838967674974665e-35,8.8414723928772178e-34,3.8419659960374842e-31,1.171202208570718e-18,7.3319628089253387e-21,6.073612185931948e-22,1.7257315335341823e-21
9.010350281921979e-12,0.8897127548491666,154.0,0.0,0.0,0.0,0.99997618501817886,1.0,18.999999953516888,1.4480865052315829e-06,4.3900629911815918e-06,4.3525127195924262e-06,4.1901575724972582e-08,7.766143310594793e-13,7.4122678478172296e-07,4.9209177263872244e-06,2.6081317823650664e-09,7.9127873769433997e-06,4.5544073986761146e-09,4.6107849711658448e-16,1.1716929271331881e-10,3.4745999313421354e-17,1.854161165568607e-10,5.0039102523611628e-12,5.0051595710081683e-12,8.1531144841914164e-16,4.3399468923587523e-16,6.4531386644433653e-12,9.1096385066793684e-28,8.5215006167349016e-28,8.5215805057575284e-28,5.6006453041214536e-16,2.6363345170683665e-11,2.8246553232838019e-19,1.1143062616488247e-19,5.4142637851202096e-12,3.3667135435239908e-12,1.2509344545298183e-20,6.1409741873757576e-18,3.5724374113393538e-27,3.3917628392718533e-23,7.1284138774827845e-22,6.7824836640233244e-22,6.8504945020511717e-25,4.9965163285329804e-28,1.3914030542725299e-28,1.9137286591776397e-26,2.8269470015939567e-32,2.826010952144537e-36,7.8158750203852509e-35,1.2335832780380103e-33,5.190572986017471e-31,1.2916324722457156e-18,8.4663684960672808e-21,6.7162936949796079e-22,1.9445687843181742e-21
9.44206403746776e-12,0.8897127548280978,154.0,0.0,0.0,0.0,0.99997504474893795,1.0,18.99999994937016,1.5174670985116608e-06,4.6003769552926274e-06,4.559143024951763e-06,4.5806174445860054e-08,8.138197684067958e-13,7.412260328411397e-07,5.1700630720942355e-06,2.6081344892467467e-09,8.313411973525794e-06,4.7945820082349089e-09,5.0404420837310517e-16,1.2738129909735364e-10,3.6578315466578817e-17,2.0329121346078975e-10,5.7513851550107461e-12,5.7528266823718436e-12,9.3882693470985269e-16,5.0268529252167637e-16,7.0863047173796973e-12,1.2614556829302611e-27,1.1800320846228624e-27,1.1800436801851664e-27,6.4726866787386298e-16,2.8278545431390937e-11,3.1963125141144427e-19,1.1749712867433509e-19,5.9732160838440592e-12,3.7142610380091642e-12,1.5133855263401626e-20,7.0617287921277355e-18,4.526253959432939e-27,3.9263739490540553e-23,8.6272086184153886e-22,8.225994626510049e-22,8.7063755982112811e-25,6.6510847709532402e-28,1.853209184437374e-28,2.4258856395110721e-26,3.9461323499115548e-32,3.9781411308427106e-36,1.0413264643747521e-34,1.6952639995312473e-33,6.9142204530511961e-31,1.4179199996422268e-18,9.7092095926839995e-21,7.3911262944648758e-22,2.1774643077712117e-21
