Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065)
3.079549950838414e-11,0.6278673652049994,154.0,0.0,0.0,0.0,0.99999858089312199,1.0,18.999999974114605,1.9425199923727781e-07,5.814251557417505e-07,5.6047153926181107e-07,2.3417572307590331e-08,3.9697360325919015e-13,1.4663253628701296e-09,2.8102901997260992e-08,4.2097627081111791e-13,2.7490840509417579e-08,2.4656609055206433e-09,6.3210754756918485e-16,1.1312750843828333e-11,4.203552061501606e-17,1.9045613444272132e-12,3.539369010328552e-14,3.5422212019767638e-14,1.757398847806778e-17,1.0947873292024732e-17,8.0469456248184452e-13,2.2133189563580089e-31,2.1300199298540608e-31,2.1300210765405997e-31,2.6037214132975318e-16,1.7703464202710476e-12,1.3416129456056201e-20,8.5518127906719738e-21,2.5992088777085083e-15,2.6569196744965488e-15,5.471203800502492e-23,1.024997216626381e-19,2.1004964727143379e-30,5.7717152379273843e-25,9.1589660206984555e-24,8.5684341814296774e-24,1.4144988442078412e-26,4.6453505655049795e-29,6.7284707854384156e-31,8.3738635355843374e-28,6.6200925673880503e-34,2.1813900834844142e-37
3.233168343669631e-11,0.6278673651962271,154.0,0.0,0.0,0.0,0.99999851010459473,1.0,18.999999971669432,2.0394185666086852e-07,6.1041875804614061e-07,5.872855119064966e-07,2.5729785463461625e-08,4.1696740384454051e-13,1.466325269254176e-09,2.9540891782198449e-08,4.2097624107730542e-13,2.8897512088570872e-08,2.5984265376395855e-09,6.9452125213440968e-16,1.2469098690841509e-11,4.4298964455579598e-17,2.0945988120181415e-12,4.0889444945589918e-14,4.0922501158172066e-14,2.0326372817864188e-17,1.272977308243113e-17,8.869588716331102e-13,3.1021701174317724e-31,2.9854231995674619e-31,2.9854248868680114e-31,3.0240362218854853e-16,1.9413228502602837e-12,1.5558368387528505e-20,9.0222414757945114e-21,2.8715176324505599e-15,2.9352656115389561e-15,6.6681860341648859e-23,1.1851422785183825e-19,2.6863118695573778e-30,6.7188590691184682e-25,1.1161463424067648e-23,1.0472425908157699e-23,1.8152234584956865e-26,6.2591392499375081e-29,9.067428586029116e-31,1.0709039605649645e-27,9.3686409348850284e-34,3.1079456008829473e-37
3.386786736500849e-11,0.6278673651870926,154.0,0.0,0.0,0.0,0.99999843931603205,1.0,18.999999969123298,2.1363170544525402e-07,6.3941235254876659e-07,6.1399851102159518e-07,2.8142955128504574e-08,4.3670487464403212e-13,1.4663251756381047e-09,3.0978881441285009e-08,4.2097621152331722e-13,3.0304183564374393e-08,2.7311921033783597e-09,7.5966011117316394e-16,1.368170183350951e-11,4.6562407208263297e-17,2.2932196142961471e-12,4.6919500932474313e-14,4.6957542960550224e-14,2.3348590048762295e-17,1.4693357490188784e-17,9.7322635389122623e-13,4.2803867659187314e-31,4.1193049092748619e-31,4.1193073485839673e-31,3.4883179785171587e-16,2.1200719643295206e-12,1.7929211709729151e-20,9.4936813849098933e-21,3.1573658548647224e-15,3.2274498545772424e-15,8.0536946947148604e-23,1.3610532715189692e-19,3.3968761740623769e-30,7.7666457711962383e-25,1.3478958556191894e-23,1.2680530392021808e-23,2.3025186906530045e-26,8.3171561261384457e-29,1.2050808497914252e-30,1.3541359862766593e-27,1.3046919238650462e-33,4.3573427148727892e-37
3.540405129332066e-11,0.6278673651775997,154.0,0.0,0.0,0.0,0.99999836852743396,1.0,18.999999966477194,2.2332154559044103e-07,6.6840593904239842e-07,6.4061153320447414e-07,3.0656084749996251e-08,4.563393354333293e-13,1.4663250820218981e-09,3.2416870974525286e-08,4.2097618180239626e-13,3.1710854936833129e-08,2.863957656656641e-09,8.2749721866340175e-16,1.4950560248511876e-11,4.8825849766151464e-17,2.5003658964232329e-12,5.3507378358468666e-14,5.3550878108557739e-14,2.6652618846996034e-17,1.6847034771772094e-17,1.0634970915571353e-12,5.8220032675126498e-31,5.6029146593382787e-31,5.6029181289661736e-31,3.9989260707852365e-16,2.3065831615392235e-12,2.0542376197280334e-20,9.9661327220578936e-21,3.4567491187209123e-15,3.5334677527402683e-15,9.6470300364016329e-23,1.5534518083376544e-19,4.2513288972614246e-30,8.9205562852048961e-25,1.6143602009600268e-23,1.5224222313081366e-23,2.8898320852096727e-26,1.0912643085756178e-28,1.5814051992568946e-30,1.694704902588801e-27,1.7904124640163816e-33,6.0195744743962999e-37
3.694023522163284e-11,0.6278673651677518,154.0,0.0,0.0,0.0,0.99999829773880067,1.0,18.999999963732115,2.3301137709643635e-07,6.9739951723197271e-07,6.6712556497929557e-07,3.3268187847961243e-08,4.7611456676555796e-13,1.4663249884056607e-09,3.3854860381923817e-08,4.2097615189326702e-13,3.3117526205951998e-08,2.9967232487634814e-09,8.9800593703974632e-16,1.6275673912520236e-11,5.1089292961926088e-17,2.7159803123485234e-12,6.0676435443694581e-14,6.0725885068839612e-14,3.0250355320322748e-17,1.9199155139420374e-17,1.1577711688830885e-12,7.8147307740191627e-31,7.520664569586709e-31,7.520669430428453e-31,4.5582410839102237e-16,2.500845948077158e-12,2.3411865464424019e-20,1.0439595682874426e-20,3.7696629992624167e-15,3.8533146567484323e-15,1.146852853116803e-22,1.7630570462407756e-19,5.2707010269084089e-30,1.0186121330186716e-24,1.9189254215967361e-23,1.8136668425891703e-23,3.5919511132112451e-26,1.4152487512763311e-28,2.051246182566009e-30,2.1009851925224222e-27,2.4238017201498382e-33,8.2031024545182359e-37
3.8476419149945014e-11,0.6278673651575519,154.0,0.0,0.0,0.0,0.99999822695013163,1.0,18.999999960889028,2.4270119996324664e-07,7.2639308724216816e-07,6.9354158311600188e-07,3.5978287696200925e-08,4.9594493374700364e-13,1.4663248947894202e-09,3.5292849663485194e-08,4.2097612203712884e-13,3.4524197371735932e-08,3.1294888406579911e-09,9.7115990454396543e-16,1.7657042801947121e-11,5.3352736144794842e-17,2.9400060090436652e-12,6.8449873120590887e-14,6.850578488390941e-14,3.4153615446780255e-17,2.1758012476112274e-17,1.2560486719823102e-12,1.036258900296922e-30,9.9726621559909663e-31,9.9726688712417293e-31,5.1686636923622696e-16,2.7028499338481296e-12,2.6551963299478388e-20,1.091407015638701e-20,4.0961030731826071e-15,4.1869859188884837e-15,1.3539563823642213e-22,1.9905857387757455e-19,6.4780487327436431e-30,1.1568918817832224e-24,2.26514844607163e-23,2.1452725922224617e-23,4.4250975635295051e-26,1.8159122231964553e-28,2.6323978254900718e-30,2.5821561453241073e-27,3.2404950928491377e-33,1.1038988650308238e-36
4.001260307825719e-11,0.6278673651470041,154.0,0.0,0.0,0.0,0.99999815616142729,1.0,18.999999957948901,2.5239101419087879e-07,7.5538664917635285e-07,7.1986055496739965e-07,3.8785416985223765e-08,5.157935179884953e-13,1.4663248011731185e-09,3.6730838819214037e-08,4.2097609230317397e-13,3.5930868434189913e-08,3.2622543658897981e-09,1.0469330117345863e-15,1.9094666893126328e-11,5.5616178187923948e-17,3.1723866098304451e-12,7.6850740105468622e-14,7.6913646248105284e-14,3.8374137658552804e-17,2.4531846152652985e-17,1.3583296887643265e-12,1.3589015347699892e-30,1.3077702627784291e-30,1.3077711787955974e-30,5.8326134833707785e-16,2.9125848289019128e-12,2.9977226497207892e-20,1.1389555938981693e-20,4.4360649185995309e-15,4.5344768929860626e-15,1.5882547204256696e-22,2.2367522914429179e-19,7.8985944441400626e-30,1.3074571109090656e-24,2.6567567479715976e-23,2.5208938343502152e-23,5.4070267435928552e-26,2.3072712369565902e-28,3.3452377555408297e-30,3.1482574721668645e-27,4.2832349975595395e-33,1.4686101854215465e-36
4.1548787006569364e-11,0.6278673651361115,154.0,0.0,0.0,0.0,0.99999808537268753,1.0,18.999999954912699,2.6208081977933938e-07,7.8438020315463913e-07,7.4608343845825022e-07,4.1688617833156785e-08,5.3554105641626488e-13,1.4663247075567319e-09,3.8168827849114964e-08,4.2097606252304538e-13,3.7337539393318904e-08,3.3950198236066379e-09,1.1252994068103303e-15,2.0588546162579084e-11,5.7879619097547522e-17,3.4130662150039637e-12,8.5901932651200043e-14,8.5972385260064688e-14,4.2923582716013996e-17,2.7528840939279966e-17,1.4646143089526699e-12,1.7638269054371243e-30,1.6974620332244057e-30,1.6974632683026959e-30,6.5525288754003096e-16,3.130040443568233e-12,3.3702485667107088e-20,1.1866053050339427e-20,4.7895441150625198e-15,4.8957829344128275e-15,1.8520936465557006e-22,2.5022687536640909e-19,9.5597797914182866e-30,1.470874481492849e-24,3.0976495843786779e-23,2.9443547629257998e-23,6.5570642391906573e-26,2.9052055925091957e-28,4.2128592156625988e-30,3.8102100882632924e-27,5.6024747166766764e-33,1.9333714334418594e-36
4.308497093488154e-11,0.6278673651248778,154.0,0.0,0.0,0.0,0.99999801458391235,1.0,18.999999951781369,2.7177061672863523e-07,8.1337374878471522e-07,7.7221118186122954e-07,4.4686942009772593e-08,5.5552033272678147e-13,1.4663246139403094e-09,3.9606816753192522e-08,4.2097603264262331e-13,3.8744210249127789e-08,3.5277852733294902e-09,1.2062334812494307e-15,2.2138680586999194e-11,6.0143059830257884e-17,3.6619894130999938e-12,9.562619099087735e-14,9.57047618632977e-14,4.7813531895932171e-17,3.0757125731860675e-17,1.5749026241288433e-12,2.2676294608488819e-30,2.1823119731316881e-30,2.1823136203441937e-30,7.3308676670051968e-16,3.3552066908383353e-12,3.7742851341601722e-20,1.2343561715963277e-20,5.1565362435818662e-15,5.2708994001185001e-15,2.1479254358685574e-22,2.7878447678537357e-19,1.1491292290418772e-29,1.6477152064457189e-24,3.5919009997034169e-23,3.4196523853701752e-23,7.8961240196740567e-26,3.6275006059162259e-28,5.2611332381394182e-30,4.5798265123893608e-27,7.2567445194437207e-33,2.5203192779171096e-36
4.4621154863193714e-11,0.6278673651133061,154.0,0.0,0.0,0.0,0.99999794379510154,1.0,18.999999948555846,2.8146040503877306e-07,8.4236728652209183e-07,7.9824472391792184e-07,4.7779450815503461e-08,5.7527735355787227e-13,1.4663245203238574e-09,4.104480553145133e-08,4.2097600281594944e-13,4.0150881001621537e-08,3.6605507135311445e-09,1.2897099138415288e-15,2.3745070142905076e-11,6.2406500439727846e-17,3.9191012750666446e-12,1.0604610100282778e-13,1.0613338151264736e-13,5.305548783984731e-17,3.4224774148715898e-17,1.6891947276766261e-12,2.8894028360205564e-30,2.7806957800697073e-30,2.780697954557726e-30,8.1701064667540421e-16,3.5880735850534895e-12,4.211371262029633e-20,1.2822081953969003e-20,5.5370368866303013e-15,5.6598216486324751e-15,2.4783103191632391e-22,3.0941875777324673e-19,1.3725210058038094e-29,1.8385549173156744e-24,4.1437620611628648e-23,3.9509586734262221e-23,9.4468099284850243e-26,4.4940587475652135e-28,6.5190184032268819e-30,5.4698678668997878e-27,9.3139253989761456e-33,3.2553554227373662e-36
4.615733879150589e-11,0.6278673651013997,154.0,0.0,0.0,0.0,0.99999787300625542,1.0,18.99999994523705,2.9115018470975971e-07,8.7136081629412169e-07,8.2418499422419741e-07,5.0965214696079621e-08,5.9492625591930833e-13,1.4663244267073441e-09,4.2482794183895986e-08,4.2097597308571977e-13,4.1557551650805099e-08,3.7933161027089829e-09,1.3757036085220117e-15,2.5407714806700556e-11,6.4669940198169955e-17,4.1843473352185572e-12,1.1718409999359971e-13,1.1728070096229437e-13,5.8660877500406439e-17,3.7939806602603394e-17,1.8074907146982355e-12,3.6511591595237634e-30,3.5137979591438552e-30,3.5138008024502937e-30,9.0727393556401418e-16,3.8286312378108098e-12,4.6830729156654394e-20,1.3301613647407675e-20,5.9310416281150633e-15,6.062545040033581e-15,2.8459166449162601e-22,3.4220020908511788e-19,1.6296176114135725e-29,2.0439733524713232e-24,4.7576606863824406e-23,4.5426203037320636e-23,1.123353791887695e-25,5.5271789711867552e-28,8.0189697359239822e-30,6.4941125038935396e-27,1.18529493771617e-32,4.1688812749251983e-36
4.7693522719818065e-11,0.6278673650891621,154.0,0.0,0.0,0.0,0.99999780221737355,1.0,18.999999941825923,3.0083995574160189e-07,9.0035433774019556e-07,8.5003291336357828e-07,5.4243313109171498e-08,6.1483067734773134e-13,1.466324333090766e-09,4.392078271053107e-08,4.2097594333832459e-13,4.2964222196683365e-08,3.9260814378187698e-09,1.4641897029710423e-15,2.7126614554899297e-11,6.6933378989978124e-17,4.4576735846828312e-12,1.2906247866245608e-13,1.2916903023195515e-13,6.464105314225978e-17,4.1910191004660175e-17,1.9297906819976341e-12,4.5781212527507566e-30,4.4058930514457502e-30,4.4058967364847738e-30,1.0041277368952845e-15,4.0768698565609023e-12,5.190982866089682e-20,1.3782156810543024e-20,6.338546053370926e-15,6.4790649359425656e-15,3.253521371195956e-22,3.7719908975075097e-19,1.9241494148305179e-29,2.2645542356483366e-24,5.4382020839383294e-23,5.1991590460811656e-23,1.3282602412370153e-25,6.7517359358897354e-28,9.7972016706219881e-30,7.6673935165575688e-27,1.4965076575846844e-32,5.2963656144749107e-36
4.922970664813024e-11,0.6278673650765966,154.0,0.0,0.0,0.0,0.99999773142845649,1.0,18.999999938323359,3.1052971813430623e-07,9.2934785116976254e-07,8.7578939281118355e-07,5.7612834620437957e-08,6.3466276413289323e-13,1.4663242394741369e-09,4.5358771111361161e-08,4.2097591353082739e-13,4.4370892639261277e-08,4.0588467372462606e-09,1.5551436071394519e-15,2.890176936407571e-11,6.9196817186241633e-17,4.73902647627962e-12,1.4170337952697713e-13,1.4182053103111882e-13,7.100729154000117e-17,4.6143842200571938e-17,2.056094728094756e-12,5.6989276933605093e-30,5.484543001526622e-30,5.4845477380603277e-30,1.1078248681699857e-15,4.3327797456258866e-12,5.7367209933040965e-20,1.4263711530517073e-20,6.7595457491764915e-15,6.9093766995396729e-15,3.7040113696999392e-22,4.1448542452200202e-19,2.2601181967802444e-29,2.5008853184767328e-24,6.1901707446729969e-23,5.9252737150777843e-23,1.5622212683600717e-25,8.1952882563717632e-28,1.1893847368005612e-29,9.0056195172547906e-27,1.8754815413048784e-32,6.678774356448598e-36
5.0765890576442415e-11,0.6278673650637061,154.0,0.0,0.0,0.0,0.99999766063950379,1.0,18.999999934730273,3.2021947188787966e-07,9.5834135663795397e-07,9.0145533496357159e-07,6.1072876873686911e-08,6.5435934206453022e-13,1.466324145857462e-09,4.6796759386390839e-08,4.2097588370628444e-13,4.5777562978543727e-08,4.1916120090120591e-09,1.6485409659041845e-15,3.0733179210774254e-11,7.1460254934667067e-17,5.0283529231675059e-12,1.5512879725117379e-13,1.552572170874461e-13,7.7770794145399602e-17,5.0648622088377337e-17,2.1864029532090522e-12,7.0459507529408465e-30,6.7809031586069788e-30,6.780909199427795e-30,1.2186198387531297e-15,4.5963513058755837e-12,6.3219343207615333e-20,1.4746277859832861e-20,7.1940363037604032e-15,7.3534756955713464e-15,4.2003846113003992e-22,4.5412900346231384e-19,2.6418071140224962e-29,2.7535583283129876e-24,7.0185321874273348e-23,6.7258418542871726e-23,1.8282561739445023e-25,9.8882573643673188e-28,1.4353221383521308e-29,1.0525813615475306e-26,2.3341269018754659e-32,8.3631923697932884e-36
5.230207450475459e-11,0.6278673650504943,154.0,0.0,0.0,0.0,0.99999758985051557,1.0,18.999999931047544,3.2990921700232874e-07,9.8733485384114243e-07,9.2703163325866836e-07,6.4622546470951473e-08,6.7422886917398469e-13,1.4663240522407357e-09,4.8234747535624722e-08,4.2097585390911948e-13,4.718423321453565e-08,4.3243772482607889e-09,1.7443576517654717e-15,3.2620844071502263e-11,7.3723692098400361e-17,5.3256002929798789e-12,1.6936058038201102e-13,1.6950095588479911e-13,8.4942687972161986e-17,5.5432340240778861e-17,2.3207154592299721e-12,8.655619010440373e-30,8.3300327773819101e-30,8.330040425199464e-30,1.3367688027112337e-15,4.8675750334515556e-12,6.9482968194912244e-20,1.5229855807845832e-20,7.6420133067971221e-15,7.8113572903456635e-15,4.7457508364723718e-22,4.9619938342180499e-19,3.0737910508545644e-29,3.0231688578282029e-24,7.9284338188434964e-23,7.6059205374764252e-23,2.1295898086752608e-25,1.1864113475468546e-27,1.7224092642877016e-29,1.224615395505113e-26,2.8859496177393731e-32,1.0403450199501356e-35
5.3838258433066766e-11,0.627867365036964,154.0,0.0,0.0,0.0,0.99999751906149181,1.0,18.999999927276065,3.3959895347766042e-07,1.016328343001151e-06,9.5251917239161136e-07,6.8260958756657137e-08,6.9405588663154399e-13,1.4663239586239553e-09,4.9672735559067357e-08,4.2097582411854066e-13,4.8590903347241931e-08,4.4571424486001272e-09,1.8425697932156163e-15,3.456476392276217e-11,7.5987128606156147e-17,5.6307163972647496e-12,1.8442043448178908e-13,1.8457347179834193e-13,9.2534027191885942e-17,6.0502755027656286e-17,2.4590323496668878e-12,1.0569027154446312e-29,1.0171481928884043e-29,1.0171491544614121e-29,1.4625294742657861e-15,5.1464415174739187e-12,7.6175090506033131e-20,1.5714445378850468e-20,8.1034723493989222e-15,8.2830168517236422e-15,5.3433327209131734e-22,5.4076589074687406e-19,3.5609553100304798e-29,3.3103161677327794e-24,8.925206354783852e-23,8.5707476842879493e-23,2.4696654970802406e-25,1.4159724536656334e-27,2.0560196954889883e-29,1.4186046813868836e-26,3.5463157750348894e-32,1.2861353772729432e-35
5.537444236137894e-11,0.6278673650231186,154.0,0.0,0.0,0.0,0.99999744827243253,1.0,18.99999992341672,3.4928868131388125e-07,1.0453218241886014e-06,9.7791882834266855e-07,7.1987237789703052e-08,7.1377031684657055e-13,1.4663238650071215e-09,5.1110723456723349e-08,4.2097579431636213e-13,4.9997573376667473e-08,4.5899076094555723e-09,1.9431537484370592e-15,3.6564938741072728e-11,7.8250564460561997e-17,5.943649490151881e-12,2.0032992250033044e-13,2.0049634646705036e-13,1.0055579332370712e-16,6.5867573749504045e-17,2.601353729642624e-12,1.2832171927228531e-29,1.2349518592827042e-29,1.2349530604523323e-29,1.5961611135655054e-15,5.4329414397459251e-12,8.33129814788961e-20,1.6200046597369688e-20,8.5784090241172898e-15,8.7684497491207719e-15,5.996466383410461e-22,5.8789762138700518e-19,4.1085012808286032e-29,3.615603152995035e-24,1.0014364455983872e-22,9.6257426616307885e-23,2.8521488943359087e-25,1.6815481374107859e-27,2.4420421349662843e-29,1.6366148599735196e-26,4.3325628019022596e-32,1.580721697129611e-35
5.6910626289691116e-11,0.6278673650089608,154.0,0.0,0.0,0.0,0.99999737748333772,1.0,18.999999919470362,3.5897840051099806e-07,1.0743152971326248e-06,1.003231468411344e-06,7.5800516309358332e-08,7.3364022989111918e-13,1.4663237713902369e-09,5.2548711228597265e-08,4.209757645064463e-13,5.140424330281718e-08,4.7226727335919058e-09,2.0460860969945267e-15,3.8621368502961982e-11,8.0513999661617716e-17,6.2643482667268068e-12,2.1711046522747301e-13,2.1729101924659789e-13,1.0901889546486809e-16,7.1534452799673257e-17,2.7476797058835302e-12,1.5496227678027119e-29,1.4913393871087832e-29,1.4913408783585138e-29,1.7379245097715193e-15,5.7270655743907379e-12,9.0914177989691361e-20,1.6686659499847507e-20,9.0668189249447516e-15,9.2676513535089412e-15,6.7086020018166056e-22,6.3766344100805541e-19,4.7219531853589215e-29,3.9396363028060456e-24,1.1201607549667586e-22,1.0776507064407989e-22,3.2809325930388303e-25,1.9875440056379197e-27,2.8869013689382814e-29,1.880839207235726e-26,5.264123299348606e-32,1.9320460489876374e-35
5.844681021800329e-11,0.6278673649944941,154.0,0.0,0.0,0.0,0.99999730669420739,1.0,18.999999915437851,3.6866811106901758e-07,1.1033087620506603e-06,1.0284579513355002e-06,7.9699935616145287e-08,7.5344758808883133e-13,1.4663236777732997e-09,5.398669887469369e-08,4.2097573470218356e-13,5.2810913125695935e-08,4.8554378215713228e-09,2.1513436681343732e-15,4.0734053184951173e-11,8.2777434257374077e-17,6.5927618572757552e-12,2.3478334294907323e-13,2.3497878886679639e-13,1.1793417113449396e-16,7.7510998257968083e-17,2.8980103866875967e-12,1.8618211289744618e-29,1.7917981963417088e-29,1.7918000369683867e-29,1.8880819287732899e-15,6.0288047865834324e-12,9.8996481139791446e-20,1.7174284115402685e-20,9.5686976473157397e-15,9.7806170374174016e-15,7.4833051915204707e-22,6.9013198594876831e-19,5.4071750431608426e-29,4.2830255783468016e-24,1.2492821633335544e-22,1.2028826418435802e-22,3.7601477374987399e-25,2.338767143938525e-27,3.3976097158435419e-29,2.1536052358868133e-26,6.362823952973332e-32,2.349105888758875e-35
5.998299414631547e-11,0.6278673649797214,154.0,0.0,0.0,0.0,0.99999723590504153,1.0,18.999999911320046,3.7835781298794663e-07,1.1323022189704757e-06,1.0535991273823459e-06,8.3684645480855648e-08,7.7316540011752194e-13,1.46632358415631e-09,5.5424686395017184e-08,4.2097570490431829e-13,5.4217582845308628e-08,4.9882028725782189e-09,2.2589035124281603e-15,4.2902992763557257e-11,8.5040868238540024e-17,6.9288398228474285e-12,2.5336969675412302e-13,2.5358081473984771e-13,1.2731238693957732e-16,8.3804766359089559e-17,3.0523458819023235e-12,2.2261361190753516e-29,2.1424144959288884e-29,2.1424167552795421e-29,2.046897077215143e-15,6.3381500315835305e-12,1.0757795490096942e-19,1.7662920468967668e-20,1.0084040788104286e-14,1.0307342174930213e-14,8.3242576367291428e-22,7.4537166426610399e-19,6.1703803089791564e-29,4.6463843285096544e-24,1.3894080043849349e-22,1.3388670893706894e-22,4.2941706199410534e-25,2.7404461619578336e-27,3.9817965404314335e-29,2.4573784442838427e-26,7.6530599726424896e-32,2.8420391292222097e-35
6.151917807462765e-11,0.6278673649646457,154.0,0.0,0.0,0.0,0.99999716511583991,1.0,18.999999907117786,3.8804750626779194e-07,1.1612956676765469e-06,1.0786558384145509e-06,8.775380407843849e-08,7.9300982080432665e-13,1.4663234905392682e-09,5.6862673789572346e-08,4.2097567510589337e-13,5.5624252461660124e-08,5.1209678859401999e-09,2.3687428980164725e-15,4.5128187215297326e-11,8.7304301555640076e-17,7.2725321520363886e-12,2.7289052947620161e-13,2.7311811790261221e-13,1.3716423905465899e-16,9.0423263830047271e-17,3.2106863029086467e-12,2.6495483157803516e-29,2.5499065668215523e-29,2.5499093256255055e-29,2.214635076014097e-15,6.6550923540321511e-12,1.1667692522079538e-19,1.8152568586449127e-20,1.061284394562297e-14,1.0847822141685141e-14,9.2352576377850737e-22,8.034506564338684e-19,7.0181399047245456e-29,5.0303292276403763e-24,1.5411644124123019e-22,1.48621959239346e-22,4.8876281514235847e-25,3.1982487227015184e-27,4.6477340863242211e-29,2.7947654331171352e-26,9.1619547063514883e-32,3.4222032386982114e-35
6.334458641792965e-11,0.6278673649463419,154.0,0.0,0.0,0.0,0.99999708099878348,1.0,18.999999902015691,3.9956151144432536e-07,1.1957478358961249e-06,1.1083214269986508e-06,9.2697725468091922e-08,8.165263231822547e-13,1.4663233792964468e-09,5.8571397522470217e-08,4.2097563969502094e-13,5.7295762103445569e-08,5.2787291309105146e-09,2.502194896364049e-15,4.7845468191587905e-11,8.9993881064982819e-17,7.6907642285898886e-12,2.9733041149927473e-13,2.9757863430569434e-13,1.4950141486627699e-16,9.87203501264469e-17,3.4040453058956591e-12,3.2402310164077531e-29,3.1183809030623712e-29,3.1183843783184707e-29,2.4259230830979057e-15,7.041571849391469e-12,1.2818751430307527e-19,1.8735720479531471e-20,1.1258701072792302e-14,1.1507937513402946e-14,1.0414266045365338e-21,8.7624982017865501e-19,8.1450672251555454e-29,5.514182677945412e-24,1.7375066032129591e-22,1.6769723873035373e-22,5.6768662532874405e-25,3.8237403234147158e-27,5.5577890690324212e-29,3.2431927569883343e-26,1.1281224648981072e-31,4.2427559013203264e-35
6.516999476123165e-11,0.6278673649276191,154.0,0.0,0.0,0.0,0.99999699688167676,1.0,18.999999896796904,4.1107550442252332e-07,1.2301999926859405e-06,1.1378703114209897e-06,9.7758328144080536e-08,8.4005231893636824e-13,1.4663232680535516e-09,6.0280121077797763e-08,4.2097560428288244e-13,5.8967271599441622e-08,5.4364903238446249e-09,2.6387965020031885e-15,5.0642180780738289e-11,9.2683459685578054e-17,8.1195953241991631e-12,3.2315399243353627e-13,3.2342403257699047e-13,1.6254006784329056e-16,1.0749890516002706e-16,3.6030596017769519e-12,3.9396559918573837e-29,3.7915104077592722e-29,3.7915147565794966e-29,2.6506360359925219e-15,7.438751157921728e-12,1.4048672528107802e-19,1.9320301072155614e-20,1.192355010347916e-14,1.2187460375424573e-14,1.1704504939216574e-21,9.5326762651008217e-19,9.4135686536132963e-29,6.0290249544021289e-24,1.9523001903046278e-22,1.8857717640519627e-22,6.5656384671241146e-25,4.5484051956651928e-27,6.6123740359404602e-29,3.7478781622486199e-26,1.3808793955250197e-31,5.2287279988182938e-35
6.699540310453365e-11,0.6278673649084829,154.0,0.0,0.0,0.0,0.99999691276451996,1.0,18.999999891462796,4.2258948520239726e-07,1.2646521380555268e-06,1.167303858961572e-06,1.029342448874669e-07,8.6357835697179001e-13,1.4663231568105828e-09,6.1988844455562632e-08,4.209755688711391e-13,6.0638780949656442e-08,5.5942514645757283e-09,2.7785108096038176e-15,5.3518324943348522e-11,9.5373037416192421e-17,8.5589438311926788e-12,3.503957650980619e-13,3.5068883543016816e-13,1.7629776412320722e-16,1.1677125668251194e-16,3.807729385610213e-12,4.7638381878394791e-29,4.5847083866480475e-29,4.5847137945723333e-29,2.8892261192078307e-15,7.8466157349901506e-12,1.5360673652275599e-19,1.9906310412959638e-20,1.2607383660278222e-14,1.2886382977365798e-14,1.3113000224218557e-21,1.0346172277448802e-18,1.0836787413788537e-28,6.5759080338216053e-24,2.1867005814697357e-22,2.1137537613676556e-22,7.5631896610731354e-25,5.3845109216286769e-27,7.8294107688318877e-29,4.3140301031293313e-26,1.6808441289245199e-31,6.4075266608257223e-35
6.882081144783565e-11,0.627867364888938,154.0,0.0,0.0,0.0,0.99999682864731276,1.0,18.999999886014717,4.3410345378395836e-07,1.2991042720051152e-06,1.1966234208833981e-06,1.0822412449559183e-07,8.8710436921631088e-13,1.4663230455675402e-09,6.3697567655772481e-08,4.2097553345997904e-13,6.2310290154098216e-08,5.7520125528500763e-09,2.9213013458109034e-15,5.6473900640017579e-11,9.8062614252502999e-17,9.0087289584503426e-12,3.7908995708462002e-13,3.7940730012152406e-13,1.9079193472771365e-16,1.2654963747419034e-16,4.0180548553245667e-12,5.7305978095468894e-29,5.515125636124701e-29,5.5151323212523222e-29,3.1421480367666516e-15,8.2651512063034104e-12,1.6758023995203178e-19,2.0493748551008334e-20,1.3310194368649474e-14,1.3604697571936895e-14,1.4647017632261861e-21,1.120411329461417e-18,1.2428684174413085e-28,7.1558898197505842e-24,2.4419015567250642e-22,2.362092181209394e-22,8.6793352481754431e-25,6.3454428696140177e-27,9.2284605541759177e-29,4.9471788553466633e-26,2.0351749936484111e-31,7.8101944942700136e-35
