Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065)
7.433149247883093e-08,0.6278652085340437,154.0,0.0,0.0,0.0,0.99653579016483573,1.0,18.999384622580148,0.00045888542374980588,0.0013885861443801639,0.00079136743402032951,0.00059622086514648869,9.4818375784567874e-10,1.4617393553142117e-09,6.9445645831864628e-05,4.1951852095722293e-13,6.7956497589159436e-05,6.358149377249962e-06,1.6093920284769108e-11,6.529779424600445e-05,1.0839638218701518e-13,9.6973812472877396e-08,6.445628074570357e-06,6.4566123349305582e-06,3.2789273522185285e-09,2.2891303732908894e-09,8.5247690224520367e-06,2.240578095759986e-11,2.358384365203514e-11,2.3624295792184549e-11,5.00685014428303e-06,7.735864223154494e-06,4.8591619129771036e-08,2.1738437783568934e-15,1.8872485448068572e-09,1.879506510948108e-09,5.2768621507740944e-09,4.8394923909307232e-11,1.1264311258514949e-13,1.1849741989386033e-14,3.5124491879847173e-10,7.3155134080260564e-11,2.2085570436371631e-10,1.2170634969207632e-10,6.7192943001740224e-12,8.2604271346894004e-11,1.0869801512269125e-11,4.9207816082187117e-13
7.46924788486686e-08,0.6278651981957476,154.0,0.0,0.0,0.0,0.99651879456030645,1.0,18.999381602871605,0.00046106585036215513,0.0013952361327899832,0.00079512480310182704,0.00059906205152068012,9.5272450565678958e-10,1.4617168311375584e-09,6.9782258828278706e-05,4.1951135849356537e-13,6.8286007300967749e-05,6.3885988308248342e-06,1.6170613022519785e-11,6.5930264531796181e-05,1.0891549782321359e-13,9.7437801260871822e-08,6.5083230199219858e-06,6.5194677697448701e-06,3.3108202640494874e-09,2.3113962668085058e-09,8.6263483683119724e-06,2.2946087330691505e-11,2.4162823023276812e-11,2.4204471513474026e-11,5.0795098801129659e-06,7.8102641986641868e-06,4.9534648886048615e-08,2.1995889913482651e-15,1.8970181329257108e-09,1.8892149606096711e-09,5.3797915766281464e-09,4.8974800910752917e-11,1.1495166072276257e-13,1.2021835170221662e-14,3.5773548926638796e-10,7.4266814971686625e-11,2.2528616437459666e-10,1.241773094303169e-10,6.8676214729034597e-12,8.4559824111978908e-11,1.1138437025654692e-11,5.0701543153447206e-13
7.505346521850627e-08,0.6278651878586519,154.0,0.0,0.0,0.0,0.99650179747442402,1.0,18.999378582839956,0.00046324581776770819,0.0014018849923128495,0.00079888121910305339,0.0006019025154638015,9.5726448552716746e-10,1.461694279384791e-09,7.0118865519485572e-05,4.1950421017669441e-13,6.861551195780916e-05,6.4190430912826867e-06,1.6247286313454221e-11,6.6565745613788373e-05,1.0943452366857949e-13,9.790167274060478e-08,6.5713161379092184e-06,6.5826231920799605e-06,3.3428648484960583e-09,2.3337680548147322e-09,8.728685980473319e-06,2.3496643950853117e-11,2.475308573257507e-11,2.4795959867873848e-11,5.1528620693084866e-06,7.8850084493678532e-06,5.0491252114774856e-08,2.2255255310733223e-15,1.9067875714581258e-09,1.8989232287065935e-09,5.4842125928668341e-09,4.955902950225545e-11,1.1729546048355424e-13,1.2195569787200256e-14,3.6431211463058359e-10,7.5389624598566826e-11,2.2978252414765046e-10,1.2668547291640367e-10,7.0184446207593721e-12,8.6551595138282198e-11,1.1412222547798907e-11,5.2232758714318272e-13
7.541445158834393e-08,0.6278651775227534,154.0,0.0,0.0,0.0,0.99648479890978636,1.0,18.999375562484069,0.00046542532605165599,0.0014085327197763948,0.00080263667949482382,0.0006047422550641571,9.6180368714241113e-10,1.461671748782388e-09,7.0455465904971574e-05,4.1949704771095774e-13,6.8945011559246519e-05,6.4494821731077403e-06,1.6323940001888222e-11,6.7204236876211194e-05,1.0995346239511408e-13,9.8365426599524154e-08,6.6346073375641009e-06,6.6460785259806411e-06,3.3750610618269329e-09,2.3562457008070862e-09,8.8317843375610222e-06,2.4057592408807643e-11,2.5354794875894849e-11,2.5398924520781572e-11,5.226909840697923e-06,7.9600967626491831e-06,5.1461556076062757e-08,2.2516540504578394e-15,1.9165568603845611e-09,1.9086313152197451e-09,5.5901393554291806e-09,5.0147623978840398e-11,1.1967486580947275e-13,1.2370953268000836e-14,3.7097547436792632e-10,7.6523616173668474e-11,2.343454218681248e-10,1.2923120494264337e-10,7.1717925966306982e-12,8.8580067410055737e-11,1.1691227779723419e-11,5.380220729008271e-13
7.57754379581816e-08,0.6278651671880463,154.0,0.0,0.0,0.0,0.99646779886899117,1.0,18.999372541802831,0.00046760437529917915,0.0014151793120652904,0.00080639118175022842,0.000607581268411773,9.6634211595438569e-10,1.4616491944463404e-09,7.0792059984270178e-05,4.1948989701084498e-13,6.9274506104888671e-05,6.4799160357980577e-06,1.6400574133077662e-11,6.7845737701880036e-05,1.10472311056621e-13,9.8829062525357698e-08,6.6981965276426205e-06,6.7098336952897103e-06,3.4074088551370774e-09,2.3788291761219591e-09,8.9356459166281585e-06,2.4629075508184816e-11,2.5968115085790461e-11,2.6013530682393068e-11,5.301656320489394e-06,8.0355289251055303e-06,5.2445688570731043e-08,2.2779751483454618e-15,1.9263259996860166e-09,1.9183392201303786e-09,5.6975860830451305e-09,5.074059862652314e-11,1.2209023231905182e-13,1.2547993027617065e-14,3.7772624931873611e-10,7.7668842867707699e-11,2.3897549854446239e-10,1.3181487193654504e-10,7.3276944314319125e-12,9.064572778788775e-11,1.197552295652375e-11,5.5410644294422997e-13
7.613642432801927e-08,0.6278651568545274,154.0,0.0,0.0,0.0,0.99645079735463549,1.0,18.999369520795124,0.0004697829655954477,0.0014218247660165505,0.00081014472334463598,0.00061041955359840167,9.7087976275352113e-10,1.461626657735237e-09,7.1128647756873165e-05,4.1948273434666473e-13,6.9603995594303604e-05,6.5103446885990188e-06,1.6477188565462062e-11,6.849024747219713e-05,1.1099107190888423e-13,9.9292580206113701e-08,6.7620836166304025e-06,6.7738886236481373e-06,3.4399081840510911e-09,2.4015184447505134e-09,9.0402731931526753e-06,2.521123726910702e-11,2.6593212538004114e-11,2.6639945114378139e-11,5.3771046322652581e-06,8.1113047225490405e-06,5.3443777939422335e-08,2.3044894730790829e-15,1.9360949893439914e-09,1.9280469434201025e-09,5.8065670571705521e-09,5.1337967722276459e-11,1.2454191730564901e-13,1.2726696480803197e-14,3.8456512167366475e-10,7.8825357809212572e-11,2.4367339800459882e-10,1.3443684195866941e-10,7.486179334133328e-12,9.2749067017441091e-11,1.2265178847906684e-11,5.705883613125521e-13
7.649741069785694e-08,0.6278651465221909,154.0,0.0,0.0,0.0,0.99643379436931678,1.0,18.999366499459839,0.00047196109702562128,0.0014284690785142311,0.00081389730175570121,0.00061325710871752595,9.7541663196955468e-10,1.4616041005530516e-09,7.1465229222312377e-05,4.1947558145151887e-13,6.993348002709847e-05,6.5407680957827238e-06,1.6553783331339867e-11,6.9137765567152043e-05,1.1150974239116995e-13,9.9755979330081924e-08,6.8262685127380557e-06,6.8382432344952372e-06,3.4725589997260001e-09,2.4243134772073225e-09,9.1456686410296169e-06,2.5804222931756732e-11,2.7230254958055724e-11,2.7278336136547761e-11,5.4532578969734049e-06,8.1874239400078357e-06,5.4455953061645122e-08,2.3311976262250711e-15,1.9458638293404509e-09,1.9377544850708508e-09,5.9170966219140728e-09,5.1939745533998185e-11,1.270302797356785e-13,1.2907071030536305e-14,3.9149277496063914e-10,7.9993214084410622e-11,2.4843976689225848e-10,1.3709748470047812e-10,7.6472766917889099e-12,9.4890579738116059e-11,1.2560266758716002e-11,5.8747560296758509e-13
7.68583970676946e-08,0.627865136191033,154.0,0.0,0.0,0.0,0.99641678991563187,1.0,18.999363477795846,0.0004741387696748489,0.0014351122464037959,0.00081764891446336986,0.00061609393186436428,9.7995271534903786e-10,1.4615815580046592e-09,7.1801804380084417e-05,4.1946841842491663e-13,7.0262959402845823e-05,6.5711862623130865e-06,1.6630358301383419e-11,6.9788291365323256e-05,1.1202832440343353e-13,1.0021925958583404e-07,6.8907511239057078e-06,6.902897451068861e-06,3.5053612571941134e-09,2.4472142378635167e-09,9.2518347325675335e-06,2.640817895992227e-11,2.7879411627821042e-11,2.7928873633510011e-11,5.5301192329214839e-06,8.2638863617271792e-06,5.5482343354880653e-08,2.3581002520540953e-15,1.9556325196577919e-09,1.9474618450648688e-09,6.0291891839710997e-09,5.2545946320478935e-11,1.2955568024683877e-13,1.3089124078648882e-14,3.9850989403185706e-10,8.1172464737094301e-11,2.5327525466324902e-10,1.3979717148218136e-10,7.811016069561597e-12,9.7070764491648609e-11,1.2860858529446637e-11,6.0477605481976193e-13
7.721938343753227e-08,0.6278651258610483,154.0,0.0,0.0,0.0,0.99639978399617701,1.0,18.999360455802051,0.00047631598362826895,0.0014417542665695791,0.00082139955894988562,0.00061893002113587469,9.8448801643792252e-10,1.4615589977555283e-09,7.2138373229720112e-05,4.1946126349328153e-13,7.0592433721151609e-05,6.601599156370634e-06,1.6706913496693531e-11,7.0441824243878864e-05,1.1254681571465676e-13,1.0068242066222461e-07,6.9555313577993999e-06,6.967851196405574e-06,3.5383149076273409e-09,2.4702206965162763e-09,9.3587739384810488e-06,2.7023253044524817e-11,2.8540853392100781e-11,2.8591729061317288e-11,5.6076917557684659e-06,8.3406917711706639e-06,5.6523078773624421e-08,2.3851979543698009e-15,1.9654010602788178e-09,1.9571690233846832e-09,6.1428592125508071e-09,5.3156584331369839e-11,1.3211848114633479e-13,1.3272863015967463e-14,4.0561716505084511e-10,8.2363162768507312e-11,2.5818051358175453e-10,1.4253627525058595e-10,7.9774272107461706e-12,9.9290123730634418e-11,1.3167026536747367e-11,6.2249771675636661e-13
7.758036980736994e-08,0.6278651155322335,154.0,0.0,0.0,0.0,0.99638277661354879,1.0,18.999357433477329,0.0004784927389710095,0.0014483951358647404,0.00082514923269979537,0.00062176537463076004,9.890225278102526e-10,1.4615364496025118e-09,7.2474935770720363e-05,4.1945409996744354e-13,7.0921902981592569e-05,6.6320067794209012e-06,1.6783448798539418e-11,7.1098363578577892e-05,1.1306521792044375e-13,1.0114546224839182e-07,7.0206091218146921e-06,7.0331043933408348e-06,3.5714199055102951e-09,2.4933328178219096e-09,9.4664887278869708e-06,2.7649594107124139e-11,2.9214752665178244e-11,2.9267075454102347e-11,5.685978578518675e-06,8.4178399510213773e-06,5.7578289808482609e-08,2.4124913738108644e-15,1.9751694511867012e-09,1.9668760200130878e-09,6.2581212393092534e-09,5.3771673807150287e-11,1.3471904640909548e-13,1.3458295231395744e-14,4.1281527547956946e-10,8.3565361137211989e-11,2.631561987166276e-10,1.4531517057694145e-10,8.1465400367897045e-12,1.0154916382698789e-10,1.3478843693912146e-11,6.406487026751892e-13
7.794135617720761e-08,0.6278651052045827,154.0,0.0,0.0,0.0,0.99636576777034325,1.0,18.999354410820573,0.00048066903578818809,0.0014550348511746258,0.00082889793319995621,0.00062459999044947177,9.9355625224786194e-10,1.4615138861013148e-09,7.2811492002615357e-05,4.1944694313298546e-13,7.1251367183773837e-05,6.662409102844852e-06,1.6859964218346907e-11,7.175790874377123e-05,1.1358352907195763e-13,1.0160838403375812e-07,7.0859843230738922e-06,7.0986569645091935e-06,3.6046762019892706e-09,2.5165505709473727e-09,9.5749815682971543e-06,2.8287352303405334e-11,2.9901283437367625e-11,2.9955087430705384e-11,5.7649828115135716e-06,8.495330683183094e-06,5.8648107485212369e-08,2.4399811159982325e-15,1.9849376923649687e-09,1.976582834933123e-09,6.3749898582764616e-09,5.4391228979095812e-11,1.3735774167598481e-13,1.3645428103485593e-14,4.2010491406560825e-10,8.4779112758974616e-11,2.6820296793767868e-10,1.4813423365478657e-10,8.3183846473095545e-12,1.0384839508032841e-10,1.3796383451360155e-11,6.592372415205828e-13
7.830234254704528e-08,0.6278650948780923,154.0,0.0,0.0,0.0,0.99634875746915608,1.0,18.999351387830671,0.0004828448741649117,0.0014616734093594787,0.00083264565793953989,0.00062743386669421503,9.9808918304102724e-10,1.461491332543454e-09,7.3148041924909994e-05,4.1943977899387907e-13,7.1580826327275867e-05,6.6928061252501972e-06,1.6936459646566747e-11,7.2420459112402868e-05,1.1410175050435905e-13,1.0207118570803108e-07,7.1516568684289183e-06,7.1645088323444566e-06,3.6380837510396108e-09,2.539873920755143e-09,9.6842549256143865e-06,2.8936679026644529e-11,3.0600621281550941e-11,3.0655941201290114e-11,5.8447075624256368e-06,8.5731637487814605e-06,5.9732663363808477e-08,2.4676678183180185e-15,1.9947057837974678e-09,1.9862894681280593e-09,6.4934797257886887e-09,5.501526406924592e-11,1.4003493425200889e-13,1.3834269008196215e-14,4.2748677082937546e-10,8.6004470506634679e-11,2.7332148191196524e-10,1.5099384229779393e-10,8.4929913201089991e-12,1.0618833172630145e-10,1.4119719797104718e-11,6.7827167832472702e-13
7.866332891688294e-08,0.6278650845527571,154.0,0.0,0.0,0.0,0.99633174571258243,1.0,18.999348364506517,0.00048502025418627681,0.0014683108073062633,0.00083639240441004022,0.00063026700146895246,1.0026213223109775e-09,1.4614687656353623e-09,7.3484585537134177e-05,4.1943262036940048e-13,7.1910280411703373e-05,6.7231978206392663e-06,1.7012935086267195e-11,7.3086014056010775e-05,1.1461988051043677e-13,1.02533866961204e-07,7.2176266644591862e-06,7.2306599190798871e-06,3.6716425037472327e-09,2.5633028358547137e-09,9.7943112641254835e-06,2.9597726911155535e-11,3.1312943359705576e-11,3.1369814573950519e-11,5.925155936250354e-06,8.6513389281651852e-06,6.0832089537541816e-08,2.4955520878450305e-15,2.0044737254683498e-09,1.9959959195813823e-09,6.6136055604155345e-09,5.5643793290372002e-11,1.4275099310451671e-13,1.4024825311689179e-14,4.3496153705140671e-10,8.7241487209989349e-11,2.7851240410007802e-10,1.5389437593761455e-10,8.6703905111904403e-12,1.0856949194482803e-10,1.444892725721109e-11,6.9776047525146939e-13
7.902431528672061e-08,0.6278650742285726,154.0,0.0,0.0,0.0,0.99631473250321745,1.0,18.999345340847,0.00048719517593736949,0.0014749470418818087,0.00084013817010527799,0.00063309939287941013,1.0071526639679844e-09,1.4614462068445219e-09,7.3821122838796491e-05,4.1942545552209723e-13,7.2239729436640224e-05,6.7535841852858869e-06,1.7089390435856063e-11,7.3754572944728186e-05,1.1513792020238084e-13,1.0299642748355672e-07,7.2838936174738852e-06,7.29711014674838e-06,3.7053524136113022e-09,2.5868372812488699e-09,9.9051530464969803e-06,3.027064983571562e-11,3.2038428429420311e-11,3.2096886961306918e-11,6.0063310352999602e-06,8.7298560009072287e-06,6.1946518632036957e-08,2.5236345590397322e-15,2.0142415173620454e-09,2.0057021892767776e-09,6.7353821428914487e-09,5.6276830845945273e-11,1.4550628886139636e-13,1.421710437695622e-14,4.4252990525969636e-10,8.8490215655664426e-11,2.837764007524263e-10,1.5683621562172088e-10,8.8506128547663088e-12,1.1099239786828924e-10,1.4784080896243324e-11,7.1771221264515954e-13
7.938530165655828e-08,0.6278650639055349,154.0,0.0,0.0,0.0,0.99629771784365628,1.0,18.99934231685102,0.00048936963950326515,0.0014815821099751988,0.00084388295252140822,0.00063593103903308011,1.0116832095622149e-09,1.4614236364004175e-09,7.4157653829426718e-05,4.1941829520290283e-13,7.2569173401691039e-05,6.7839651953401242e-06,1.7165825691183943e-11,7.442613514728458e-05,1.156558680799837e-13,1.0345886696565637e-07,7.3504576335104078e-06,7.3638594371826517e-06,3.7392134316275466e-09,2.6104772250504032e-09,1.0016782733768443e-05,3.0955602926972137e-11,3.2777256850401887e-11,3.2837339387092314e-11,6.0882359591955927e-06,8.8087147458060023e-06,6.3076083804308233e-08,2.5519158401161817e-15,2.0240091594632536e-09,2.0154082771981184e-09,6.8588243160427939e-09,5.6914390930104843e-11,1.4830119380926581e-13,1.4411113557660191e-14,4.5019256921709469e-10,8.9750708586997977e-11,2.8911414090552142e-10,1.5981974401124956e-10,9.03368916326758e-12,1.1345757558963955e-10,1.5125256317700226e-11,7.3813559008221139e-13
7.974628802639595e-08,0.6278650535836386,154.0,0.0,0.0,0.0,0.99628070173649308,1.0,18.999339292517462,0.00049154364496902881,0.0014882160084594487,0.0008476267491569243,0.00063876193803922622,1.0162129535406896e-09,1.4614010725247696e-09,7.4494178508536873e-05,4.1941112956849673e-13,7.2898612306442791e-05,6.8143408451705102e-06,1.7242240757556336e-11,7.5100700031006885e-05,1.1617372506446481e-13,1.0392118509835807e-07,7.4173186183361396e-06,7.4309077120154307e-06,3.7732255108474745e-09,2.6342226323475183e-09,1.0129202785347974e-05,3.1652742562828521e-11,3.3529610590970232e-11,3.3591354492728172e-11,6.1708738048609522e-06,8.8879149408865797e-06,6.4220918741828871e-08,2.5803965628907628e-15,2.0337766517569111e-09,2.0251141833294519e-09,6.9839469847186442e-09,5.7556487727625646e-11,1.5113608189165813e-13,1.4606860203796189e-14,4.579502239087572e-10,9.1023018703912927e-11,2.9452629637825821e-10,1.628453453788426e-10,9.2196504273499709e-12,1.1596555517045587e-10,1.5472529664440548e-11,7.590394274274715e-13
8.010727439623361e-08,0.6278650432628798,154.0,0.0,0.0,0.0,0.99626368418432176,1.0,18.999336267845234,0.00049371719241971565,0.0014948487342251403,0.00085136955751250907,0.00064159208800876994,1.0207418966028529e-09,1.4613785003304083e-09,7.4830696875656085e-05,4.1940396661454927e-13,7.3228046150499232e-05,6.8447111135792476e-06,1.7318635620036559e-11,7.5778266961914047e-05,1.1669148995433059e-13,1.0438338157278638e-07,7.484476477465416e-06,7.498254892692973e-06,3.8073886022701786e-09,2.6580734706686722e-09,1.0242415659115284e-05,3.2362226292014794e-11,3.4295673126648464e-11,3.435911643538305e-11,6.2542476666954031e-06,8.967456363453467e-06,6.5381157626186056e-08,2.6090773376767785e-15,2.0435439942281725e-09,2.0348199076549773e-09,7.1107651115794122e-09,5.8203135414514619e-11,1.5401132859665724e-13,1.4804351656991108e-14,4.658035654488938e-10,9.2307198665708973e-11,3.0001354158260913e-10,1.6591340549897279e-10,9.4085278039928053e-12,1.1851687038326725e-10,1.5825977583039621e-11,7.8043265781305102e-13
8.046826076607128e-08,0.6278650329432535,154.0,0.0,0.0,0.0,0.99624666518973648,1.0,18.999333242833231,0.00049589028194036962,0.0015014802841547966,0.00085511137509136647,0.00064442148705454248,1.0252700351358532e-09,1.4613559274996333e-09,7.5167208930303282e-05,4.1939680227041134e-13,7.3557474933454029e-05,6.8750759897450956e-06,1.7395010208725926e-11,7.6458835304522076e-05,1.1720916300682163e-13,1.048454560803764e-07,7.5519311161228726e-06,7.5659009004473005e-06,3.8417026580696722e-09,2.6820297057339052e-09,1.0356423811187862e-05,3.3084213012933996e-11,3.5075629672210555e-11,3.5140811121373204e-11,6.338360636189229e-06,9.0473387899836972e-06,6.6556935206294564e-08,2.6379587889061712e-15,2.0533111868624241e-09,2.0445254501590622e-09,7.2392937256980024e-09,5.8854348156667153e-11,1.5692731118679106e-13,1.5003595253608058e-14,4.7375329123889013e-10,9.3603301084860011e-11,3.0557655390899453e-10,1.6902431187116624e-10,9.6003526414319852e-12,1.2111205927490338e-10,1.6185677299656261e-11,8.0232434554337779e-13
8.082924713590895e-08,0.6278650226247551,154.0,0.0,0.0,0.0,0.99622964475533082,1.0,18.999330217480345,0.00049806291361602383,0.001508110655136665,0.00085885219939913426,0.00064725013329121697,1.0297973671366136e-09,1.4613333535692531e-09,7.5503714672002295e-05,4.1938963672985748e-13,7.3886898654905648e-05,6.9054354593547704e-06,1.7471364474288317e-11,7.7142404421902719e-05,1.1772674394168715e-13,1.0530740831286267e-07,7.6196824392543026e-06,7.6338456563045915e-06,3.8761676297902413e-09,2.7060913037613591e-09,1.0471229695981789e-05,3.3818862925508666e-11,3.5869667122233238e-11,3.5936626146429126e-11,6.4232158020268434e-06,9.1275619961598439e-06,6.7748386775626643e-08,2.6670415351643901e-15,2.0630782296452562e-09,2.054230810826221e-09,7.3695479199397617e-09,5.9510140110216543e-11,1.598844086290768e-13,1.520459832276277e-14,4.8180009990393151e-10,9.4911378528667407e-11,3.112160136081183e-10,1.7217845365157454e-10,9.795156471846071e-12,1.2375166401200104e-10,1.6551706598322678e-11,8.2472368228589008e-13
8.15512198755843e-08,0.627865001991125,154.0,0.0,0.0,0.0,0.99619559957742954,1.0,18.999324165747524,0.00050240680377241435,0.0015213678478226197,0.00086633085823546946,0.00065290515980468691,1.0388496038789351e-09,1.4612881978403897e-09,7.6176707214656775e-05,4.1937530459511926e-13,7.454573091169804e-05,6.9661381196441381e-06,1.7624011843281756e-11,7.8518542426469134e-05,1.1876162820175397e-13,1.0623094472088064e-07,7.7560747574098724e-06,7.7706310954639314e-06,3.9455501263815872e-09,2.7545304533773509e-09,1.0703244473330357e-05,3.5326799291124184e-11,3.7500740292155107e-11,3.7571375620912598e-11,6.5951650641811629e-06,9.2890298464448452e-06,7.017885561504702e-08,2.7258133838496572e-15,2.0826118655998867e-09,2.0736409865884354e-09,7.6352937204156889e-09,6.0835518229727589e-11,1.6592347195856652e-13,1.5611912163470583e-14,4.9818776601862286e-10,9.7563668545356554e-11,3.2272700958047824e-10,1.7861800785342963e-10,1.019382810761466e-11,1.2916630918538936e-10,1.7303067711896972e-11,8.7108267964868485e-13
8.227319261525965e-08,0.627864981361952,154.0,0.0,0.0,0.0,0.9961615486713592,1.0,18.999318112637983,0.00050674886356894401,0.0015346202874312359,0.00087380551411350921,0.00065855715250207687,1.0478985897386062e-09,1.4612430336953871e-09,7.6849674499825671e-05,4.1936096997888782e-13,7.5204542917677172e-05,7.0268189807915947e-06,1.7776577319293184e-11,7.9906675852526224e-05,1.1979614083308838e-13,1.0715398833649107e-07,7.8936526661604021e-06,7.908610574439298e-06,4.0155357019909777e-09,2.8033906471448298e-09,1.0938479593636942e-05,3.6887342088257372e-11,3.9190420279146773e-11,3.9264898298535169e-11,6.7701201085297059e-06,9.4518581045768647e-06,7.2673656900377735e-08,2.7853978277445467e-15,2.1021449019802533e-09,2.0930504348202382e-09,7.9081244768441727e-09,6.2179382833565779e-11,1.7213158294550649e-13,1.6026351684128569e-14,5.1497217577034235e-10,1.0026448838264181e-10,3.3455202622550331e-10,1.8523521304648589e-10,1.0604798497338576e-11,1.3476522258734687e-10,1.8080693913731124e-11,9.1958567019219025e-13
8.2995165354935e-08,0.6278649607372006,154.0,0.0,0.0,0.0,0.99612749205785422,1.0,18.999312058142959,0.00051108909368550309,0.0015478679491455381,0.00088127614716308213,0.00066420609636493185,1.0569443078105816e-09,1.4611978610312267e-09,7.752261652372928e-05,4.1934663293575456e-13,7.5863334669656586e-05,7.0874779291643669e-06,1.7929060497446775e-11,8.1306799554815514e-05,1.2083027988630031e-13,1.0807653670400301e-07,8.0324153954559871e-06,8.0477834543409712e-06,4.0861239643428204e-09,2.8526716112090975e-09,1.1176954632830105e-05,3.8501818269395444e-11,4.0940261007540428e-11,4.1018754053891155e-11,6.9481055467896245e-06,9.6160449486664785e-06,7.5233891712858798e-08,2.8457998036046871e-15,2.1216773386769856e-09,2.1124591554020226e-09,8.1881631309370108e-09,6.3541846829899103e-11,1.7851183208329335e-13,1.6447975286212659e-14,5.3215895920045712e-10,1.0301425700395461e-10,3.4669660408178193e-10,1.9203323954771092e-10,1.1028326259556233e-11,1.4055288484249158e-10,1.8885226809106179e-11,9.70310704619363e-13
8.443911083428568e-08,0.6278649195008174,154.0,0.0,0.0,0.0,0.99605936179145149,1.0,18.999299944961457,0.00051976406759743148,0.0015743488397997349,0.00089620526548823574,0.00067549477765867227,1.0750258729287684e-09,1.4611074901802504e-09,7.8868424772691919e-05,4.1931795167646004e-13,7.7180857398932888e-05,7.2087296337457815e-06,1.8233778342521049e-11,8.4142997095679401e-05,1.2289742952110128e-13,1.0992013789561918e-07,8.3134922139951787e-06,8.3297068455080701e-06,4.2291069692829122e-09,2.9524947471699499e-09,1.1663702636438049e-05,4.1897981448815505e-11,4.4626774441288951e-11,4.4713839145541931e-11,7.313265830212639e-06,9.9484870462483504e-06,8.0555107921187744e-08,2.9690760646600767e-15,2.1607404125920487e-09,2.1512744131444995e-09,8.7703608051282908e-09,6.6323023857086879e-11,1.9180123792225206e-13,1.7313007815043292e-14,5.6776225509072168e-10,1.0866231287799891e-10,3.7196682527642663e-10,2.0618456498166319e-10,1.1914102638335919e-11,1.5271270240913806e-10,2.0577622580752799e-11,1.0787496203133142e-12
8.588305631363636e-08,0.6278648782816849,154.0,0.0,0.0,0.0,0.99599120894397974,1.0,18.999287826133212,0.00052843173094396833,0.0016008103219550573,0.00091111805501797047,0.00068677108412011493,1.0930941641490984e-09,1.4610170854946907e-09,8.0214131931587089e-05,4.1928926091746798e-13,7.8498299074284441e-05,7.3298923274881372e-06,1.853816215103897e-11,8.7027093442368703e-05,1.249630616619915e-13,1.1176172874481427e-07,8.599298966851694e-06,8.6163960945543846e-06,4.3744959594498239e-09,3.0539976399241651e-09,1.2163644550671605e-05,4.5526315893830622e-11,4.8573248707649945e-11,4.8669649800532429e-11,7.6908419213044245e-06,1.0286341321036462e-05,8.6151479152670216e-08,3.0956815255534869e-15,2.1998010865088241e-09,2.1900867588877389e-09,9.3828898575746889e-09,6.9179949472279588e-11,2.0581693681956784e-13,1.8207474859408003e-14,6.0504304243321061e-10,1.1451117357424686e-10,3.9858287420001488e-10,2.2109785445971644e-10,1.2853283154397849e-11,1.6568290241863644e-10,2.2385561587725942e-11,1.1970660461066477e-12
8.732700179298705e-08,0.6278648370795143,154.0,0.0,0.0,0.0,0.99592303368109314,1.0,18.999275701588726,0.00053709208915819805,0.0016272521983532,0.00092601435818070532,0.00069803489665396423,1.1111490467777685e-09,1.4609266472288978e-09,8.15597379706814e-05,4.1926056071870158e-13,7.9815659670668331e-05,7.450965107170285e-06,1.8842208708235144e-11,8.9959046633168176e-05,1.2702716091048018e-13,1.1360128977718685e-07,8.8898293393737014e-06,8.9078459765615282e-06,4.5222877182589878e-09,3.1571780438101279e-09,1.2676936003259441e-05,4.9398181413048402e-11,5.2793088277561513e-11,5.2899643919723738e-11,8.0810291095349858e-06,1.0629592761447124e-05,9.203211251185478e-08,3.2256554340058476e-15,2.2388593596155264e-09,2.2288961917222014e-09,1.0026769013940657e-08,7.2113521317988332e-11,2.2058459349092241e-13,1.9131839828095697e-14,6.4404697713884963e-10,1.2056416492371773e-10,4.2659065041706532e-10,2.3679938284569789e-10,1.3848039324912548e-11,1.7950167043915411e-10,2.4314489842067264e-11,1.3259615340540023e-12
8.877094727233773e-08,0.627864795894017,154.0,0.0,0.0,0.0,0.99585483616833637,1.0,18.999263571258808,0.00054574514767052017,0.0016536742723148,0.00094089401803233057,0.00070928609664002806,1.1291903865164207e-09,1.4608361756213205e-09,8.2905242860465536e-05,4.1923185115320512e-13,8.1132939163240973e-05,7.5719470722039672e-06,1.9145914812168761e-11,9.293881435258009e-05,1.2908971191296303e-13,1.1543880159560329e-07,9.1850769486889141e-06,9.2040512163129259e-06,4.6724789944221541e-09,3.2620336889398926e-09,1.3203732177391262e-05,5.3525273803068194e-11,5.7300140700205353e-11,5.7417725213239891e-11,8.4840219597404704e-06,1.0978226163819047e-05,9.8206246227960592e-08,3.3590369254706912e-15,2.2779152311194897e-09,2.2677027107533508e-09,1.0703032530923003e-08,7.5124634485028359e-11,2.3613028797375521e-13,2.0086564412027143e-14,6.8481996983344583e-10,1.2682460105602962e-10,4.5603674797718679e-10,2.5331582721773023e-10,1.4900588239478495e-11,1.9420824444898432e-10,2.6369993075462215e-11,1.4661737617040111e-12
