Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119)
5.583338455125681e-08,0.36270337188186197,154.0,0.0,0.0,0.0,0.99862866629244884,1.0,18.999565686722004,0.00012846725916697602,0.00059446670252338493,0.00017723966367989082,0.0004239997219944313,9.6909978489609398e-10,2.1044233139987853e-10,7.0590908879949431e-06,2.8580963653149226e-14,5.9433882933771655e-06,6.5579374888571592e-06,1.5326870017996435e-11,2.2640602794185058e-05,1.4560383648496371e-13,1.0934880038352393e-08,3.3272334507440601e-07,3.3349259511959909e-07,3.7207558561495983e-10,2.7097290097898065e-10,2.9773008174466927e-06,8.2685543461616108e-14,8.2074894074198578e-14,8.2104332908114171e-14,1.6361645464325696e-06,2.1116908993512431e-06,6.1005577019322856e-09,9.1110660673794848e-16,1.0213635471232109e-10,1.1849825079113391e-10,1.2570643274022434e-10,8.4950590592209674e-12,1.3963179972508238e-15,1.3897815383798156e-15,1.8535546217905968e-11,6.0727761589825365e-12,6.3985756953595413e-12,1.0995054571193281e-11,5.7515160522075081e-14,5.1740852733726671e-12,1.8363735460061072e-13
5.8067915182950544e-08,0.36270333606955973,154.0,0.0,0.0,0.0,0.99857304572217875,1.0,18.999548208209642,0.00013355557881603017,0.0006180244128014007,0.00018421402560770935,0.0004408429760741115,1.0075027436687912e-09,2.1043119764306267e-10,7.3413976161313642e-06,2.8579371781751719e-14,6.1810938359459551e-06,6.8178267224542065e-06,1.5935725058537739e-11,2.4482936470583032e-05,1.513740759276599e-13,1.1372306694622783e-08,3.6006197514918254e-07,3.6090555234796032e-07,4.026474916600975e-10,2.9323831662055094e-10,3.2809485935897875e-06,1.0066363764719158e-13,1.0000896761898771e-13,1.0004629047135796e-13,1.8393012241406669e-06,2.2827954097022671e-06,7.1304974536953878e-09,1.0028049851738495e-15,1.0697410170837437e-10,1.2408305843235355e-10,1.4708829317397578e-10,9.3705128756426647e-12,1.6595317184319483e-15,1.5624665048545277e-15,2.1476841147998692e-11,6.8846928539867887e-12,7.5328135060126427e-12,1.3007403603616751e-11,6.8614323361923775e-14,6.245299733474204e-12,2.2622410391321771e-13
6.030244581464428e-08,0.3627033002644719,154.0,0.0,0.0,0.0,0.99851737109591121,1.0,18.999530725433189,0.00013863983477136507,0.00064155871242070552,0.00019118086756038269,0.00045766802643932279,1.0458674751111864e-09,2.1042005246162651e-10,7.6236879117979849e-06,2.8577778363254385e-14,6.4187869693237351e-06,7.0774572649061402e-06,1.6543922065708757e-11,2.6396720545436125e-05,1.5713857173170624e-13,1.1809265446441214e-08,3.8847042654764248e-07,3.8939302741403488e-07,4.3441571185278738e-10,3.163750304498315e-10,3.6035591820486181e-06,1.2162874826195201e-13,1.2094501682729498e-13,1.2099190855044978e-13,2.0584917069432585e-06,2.460445101174572e-06,8.2851586207162392e-09,1.1001790675089911e-15,1.1181325198980971e-10,1.2966916494002065e-10,1.7108103405730907e-10,1.0301168379387627e-11,1.9586852030919139e-15,1.7488110519935847e-15,2.4739415891564085e-11,7.7659895333772687e-12,8.8115801287667834e-12,1.5284524851090176e-11,8.1295183248258699e-14,7.4830820910043964e-12,2.7635786311193435e-13
6.253697644633801e-08,0.3627032644664754,154.0,0.0,0.0,0.0,0.9984616427245574,1.0,18.999513238341969,0.0001437200297678904,0.00066506901106569395,0.00019813997084453346,0.00047447434503562709,1.0841930169563657e-09,2.1040889592105363e-10,7.9059617601713264e-06,2.8576183406555563e-14,6.6564676858389439e-06,7.3368226041162833e-06,1.7151441951238006e-11,2.8381875096983384e-05,1.6289717931105508e-13,1.2245742565336728e-08,4.1794733017615533e-07,4.189538534389945e-07,4.6737871219245931e-10,3.4038192525164645e-10,3.9456509066613504e-06,1.4593544351704771e-13,1.4524386068807864e-13,1.4530228222726227e-13,2.2943286873193511e-06,2.6446228945249943e-06,9.5741155252278562e-09,1.2033838608096284e-15,1.1665343281099051e-10,1.3525619538015976e-10,1.9788736528255564e-10,1.1288547790673018e-11,2.2969394738287974e-15,1.9493200255112413e-15,2.8343192927032318e-11,8.7194585181108812e-12,1.0246589292818128e-11,1.7848586575242381e-11,9.5709918911067077e-14,8.9052936693181558e-12,3.3499255215420427e-13
6.477150707803174e-08,0.3627032286754477,154.0,0.0,0.0,0.0,0.99840586091986105,1.0,18.999495746885696,0.00014879616654010319,0.00068855472065770936,0.00020509111767660158,0.00049126140600886704,1.1224784105869614e-09,2.1039772808700298e-10,8.1882191464293479e-06,2.8574586920577401e-14,6.8941359777906317e-06,7.5959162526849799e-06,1.7758265706390415e-11,3.0438318413683697e-05,1.6864975462799909e-13,1.2681724380291317e-08,4.4849127589980059e-07,4.4958682987362298e-07,5.0153491278573655e-10,3.6525785038614629e-10,4.3077401413393511e-06,1.7396468163488688e-13,1.7329386657749623e-13,1.7336608748371833e-13,2.5474024259787408e-06,2.8353111791037795e-06,1.1007277055317117e-08,1.312573787996874e-15,1.2149435539174129e-10,1.408438614349195e-10,2.2771728379137512e-10,1.2334167656564612e-11,2.677587626116905e-15,2.1644962016384671e-15,3.2308370357503369e-11,9.7478814590018143e-12,1.184999203715558e-11,2.0722613916055702e-11,1.120189010545337e-13,1.0530887127830908e-11,4.0315712664883897e-13
6.700603770972547e-08,0.36270319289126673,154.0,0.0,0.0,0.0,0.99835002599436473,1.0,18.999478251014512,0.00015386824782209191,0.0007120152554188835,0.00021203409120766148,0.00050802868576507959,1.1607227011392204e-09,2.1038654902530222e-10,8.4704600557716107e-06,2.8572988914264927e-14,7.1317918374669049e-06,7.8547317486138506e-06,1.8364374404133105e-11,3.2565967001605272e-05,1.7439615420880743e-13,1.3117197279266276e-08,4.8010081271712684e-07,4.8129072263950719e-07,5.3688268804203288e-10,3.9100162193126249e-10,4.6903412531313674e-06,2.0612466075433382e-13,2.0551191586489737e-13,2.0560054924109144e-13,2.8183006856632776e-06,3.0324918163595669e-06,1.2594884028746358e-08,1.4279026708218009e-15,1.2633579607992617e-10,1.4643194147838652e-10,2.6078803410097133e-10,1.3439538683563659e-11,3.1040542065039054e-15,2.3948402307161414e-15,3.6655400836338458e-11,1.0854029016394367e-11,1.3634373998610219e-11,2.3930483656758248e-11,1.3039081687799231e-13,1.2379921848141006e-11,4.819580250618403e-13
6.92405683414192e-08,0.36270315711381007,154.0,0.0,0.0,0.0,0.99829413826137603,1.0,18.999460750678946,0.00015893627634754127,0.00073545003193545115,0.00021896867554801241,0.00052477566302986062,1.1989249376062087e-09,2.1037535880193979e-10,8.7526844734351589e-06,2.8571389396585041e-14,7.3694352571593934e-06,8.113262656004258e-06,1.8969749201281313e-11,3.4764735592007493e-05,1.8013623515923374e-13,1.3552147709509404e-08,5.127744489410311e-07,5.1406426427524499e-07,5.7342036687599542e-10,4.1761202283014844e-10,5.0939665457514367e-06,2.4285165766598e-13,2.4234436308872626e-13,2.4245240305273263e-13,3.1076086655561844e-06,3.2361461434398367e-06,1.4347506485139625e-08,1.5495237129794169e-15,1.3117758147558411e-10,1.5202026490670116e-10,2.973240677655855e-10,1.4606165571542297e-11,3.5798945679527488e-15,2.640850581309574e-15,4.1404971430134423e-11,1.2040660544155162e-11,1.5612752663493425e-11,2.7496918916668549e-11,1.5100279157603378e-13,1.4473578230403633e-11,5.7258157077590211e-13
7.147509897311292e-08,0.3627031213429572,154.0,0.0,0.0,0.0,0.9982381980349333,1.0,18.999443245829966,0.00016400025484973623,0.00075885846922051721,0.00022589465579153582,0.00054150181890716517,1.2370841729401217e-09,2.1036415748305872e-10,9.034892384706644e-06,2.8569788376525574e-14,7.6070662291742776e-06,8.3715025657496717e-06,1.9574371340623919e-11,3.7034537149113354e-05,1.8586985517988843e-13,1.398656217908819e-08,5.4651065238327762e-07,5.4790615408519983e-07,6.1114623291401312e-10,4.4508780304158109e-10,5.5191262035860465e-06,2.8461085521114862e-13,2.8426798848075066e-13,2.8439885022806064e-13,3.4159089363174015e-06,3.4462549768855197e-06,1.6276040907585191e-08,1.6775894833661365e-15,1.3601957701488059e-10,1.5760870023180593e-10,3.3755700178477927e-10,1.5835546849074052e-11,4.1087942026349235e-15,2.9030234848666337e-15,4.657798437618902e-11,1.3310523781066659e-11,1.7798574582567334e-11,3.1447483770582155e-11,1.7404050681528773e-13,1.6834170944338476e-11,6.7629632908306352e-13
7.594416023650039e-08,0.3627030498205776,154.0,0.0,0.0,0.0,0.99812616136129717,1.0,18.999408222397658,0.000174116072715527,0.00080559401465412619,0.00023971994942535878,0.00057488960315416299,1.3132698724182706e-09,2.1034172182404076e-10,9.5992586295150472e-06,2.8566581865318221e-14,8.08229079951097e-06,8.8870838939351336e-06,2.0781283059466847e-11,4.1786882233589226e-05,1.9731714629953312e-13,1.4853729585551454e-08,6.1716443081369207e-07,6.1878961019855142e-07,6.9015543595295555e-10,5.0263033725224985e-10,6.4360784246121666e-06,3.8523596782811249e-13,3.8545367219215287e-13,3.8564232410514687e-13,4.0918031068782821e-06,3.8857568490621161e-06,2.0706046463125688e-08,1.9536622113900122e-15,1.4570380973901194e-10,1.6878553038540225e-10,4.3007560656621044e-10,1.8488534856477087e-11,5.3411597485491683e-15,3.4778303643092658e-15,5.8278914690225557e-11,1.6110876441825611e-11,2.2848462661197958e-11,4.0607430388749645e-11,2.2817935004866989e-13,2.2451165451290437e-11,9.2849866484831584e-13
7.996631537354912e-08,0.36270298547180946,154.0,0.0,0.0,0.0,0.99802515199163933,1.0,18.999376685389318,0.00018320648512747532,0.00084756014878746317,0.0002521311527319033,0.00060486224500680885,1.38168052191514e-09,2.1032149245070465e-10,1.0107131651675262e-05,2.8563690957654191e-14,8.5099502651235857e-06,9.3500481538742311e-06,2.1864743178576378e-11,4.6306016519550424e-05,2.0759619709483713e-13,1.5632213226595338e-08,6.843706179290594e-07,6.8622474788957462e-07,7.6530918061498675e-10,5.5736500507631898e-10,7.340055779424732e-06,4.9829583196281171e-13,4.9937190334499784e-13,4.9962938757540482e-13,4.7708497670815506e-06,4.3031799742172082e-06,2.5410565388607432e-08,2.2256856278583185e-15,1.5441951521904901e-10,1.7884426672694501e-10,5.2845450921424242e-10,2.1105745222111961e-11,6.6713640179603935e-15,4.0553629523513671e-15,7.047138910693832e-11,1.8943163039617636e-11,2.8246397991180275e-11,5.0438588169656664e-11,2.872423047835968e-13,2.8666878980770801e-11,1.2147435577244238e-12
8.398847051059785e-08,0.36270292114256664,154.0,0.0,0.0,0.0,0.99792397745701189,1.0,18.999345133014206,0.00019228381795425911,0.00088943202573900501,0.0002645111840231757,0.00063475947048821266,1.4499373108275407e-09,2.1030122816284676e-10,1.0614950967350483e-05,2.8560795322914768e-14,8.9375692819688681e-06,9.8119712034377992e-06,2.2945477123909903e-11,5.1053864135627855e-05,2.1785213022156054e-13,1.64087534942765e-08,7.5499386361826104e-07,7.5709960275108313e-07,8.442839117983422e-10,6.1488257037546123e-10,8.3216361870302045e-06,6.3630073336842767e-13,6.3869028676069232e-13,6.3903634062029913e-13,5.5203647209466707e-06,4.7411939744867314e-06,3.0869113023748061e-08,2.5209319633209389e-15,1.6313484348044037e-10,1.8890234879229727e-10,6.4273635925637746e-10,2.3949285765174598e-11,8.2366701903898943e-15,4.6928716218532368e-15,8.4368862553770063e-11,2.2087290286642016e-11,3.4544878962569163e-11,6.1949751168279538e-11,3.5745534903783452e-13,3.614754154131557e-11,1.5671312775384953e-12
8.801062564764658e-08,0.36270285683215664,154.0,0.0,0.0,0.0,0.99782263961093232,1.0,18.999313565001877,0.00020134808712242799,0.00093120635300679422,0.00027685882865151345,0.00066457834692622742,1.5180348722697416e-09,2.1028092935086281e-10,1.1122716493356151e-05,2.8557895014147924e-14,9.3651478064365772e-06,1.0272816722410304e-05,2.4023378884347895e-11,5.6029854688517085e-05,2.2808413927330695e-13,1.7183274118099051e-08,8.2902379374516997e-07,8.3140540836705635e-07,9.2706801120516463e-10,6.7517457147266112e-10,9.3837112174111836e-06,8.0311362244312007e-13,8.0741251202808581e-13,8.0787114962625485e-13,6.3436421563235418e-06,5.1996686679023903e-06,3.7156650234733953e-08,2.840265895306038e-15,1.7184962625210527e-10,1.9895961845537182e-10,7.7452518145798394e-10,2.7027651598493072e-11,1.0063182233423243e-14,5.3931624151451747e-15,1.0009877241438477e-10,2.5558823320379213e-11,4.1837460443762807e-11,7.5319682674873541e-11,4.4022529596522395e-13,4.5065706767517479e-11,1.9963281771779678e-12
9.20327807846953e-08,0.36270279253989196,154.0,0.0,0.0,0.0,0.99772114031194303,1.0,18.999281981086579,0.00021039930855460727,0.00097287986836791583,0.00028917288415029446,0.00069431597109558994,1.5859678887459489e-09,2.1026059640620887e-10,1.1630428147389575e-05,2.855499008454553e-14,9.7926857953786717e-06,1.0732548724809107e-05,2.5098343513225777e-11,6.1233399919649224e-05,2.3829142526454846e-13,1.7955699587230369e-08,9.064496253673775e-07,9.0913306257899454e-07,1.0136494034260672e-09,7.3823221376682786e-10,1.0529145906281513e-05,1.0029628312510386e-12,1.0099351515090635e-12,1.0105353199152363e-12,7.243943718860963e-06,5.6784687334269367e-06,4.4351319733833079e-08,3.1845441558628552e-15,1.8056376075357241e-10,2.0901598065847162e-10,9.2549654950851792e-10,3.0349260440375051e-11,1.2178310052959252e-14,6.159013673917802e-15,1.1778954614314665e-10,2.9373181699433416e-11,5.0221967364930993e-11,9.0735521332023468e-11,5.3705720437876563e-13,5.5606575272205452e-11,2.5140365333911654e-12
9.605493592174403e-08,0.36270272826509037,154.0,0.0,0.0,0.0,0.99761948142299051,1.0,18.999250381007357,0.00021943749816954778,0.0010144493409607587,0.00030145216065006472,0.00072396947022237794,1.6537310939143778e-09,2.1024022972127126e-10,1.2138085848058593e-05,2.8552080587425456e-14,1.0220183206127788e-05,1.1191131570822861e-05,2.6170267164643287e-11,6.6663893882724562e-05,2.4847319689569085e-13,1.8725955177337204e-08,9.8726017100467361e-07,9.902731309034318e-07,1.1040155607165718e-09,8.0404637321150401e-10,1.1760777788649668e-05,1.2404556937642657e-12,1.2510643881682701e-12,1.2518406862092031e-12,8.224497402427973e-06,6.1774537955530769e-06,5.2534382566936266e-08,3.5546152426200629e-15,1.8927718328580641e-10,2.1907137715005691e-10,1.0973966325398529e-09,3.3922449770099673e-11,1.4610753631234058e-14,6.9931750938847919e-15,1.3757035656340856e-10,3.3545634084514112e-11,5.980043644295113e-11,1.0839266833884361e-10,6.4955612188603546e-13,6.7968101907297522e-11,3.1330316271714099e-12
9.999999999999998e-08,0.36270266400707485,154.0,0.0,0.0,0.0,0.9975196177605381,1.0,18.999219370644926,0.0002282898121883107,0.001055117909855985,0.00031346116360820398,0.00075297014784673393,1.7200255156287932e-09,2.1022022099959982e-10,1.2635960984309639e-05,2.8549222470014614e-14,1.0639447483122511e-05,1.1639774554429094e-05,2.7218592427038013e-11,7.2210167684358479e-05,2.5843427686785368e-13,1.9479268343068297e-08,1.0697986955013916e-06,1.0731635316282557e-06,1.1963138322662115e-09,8.7126775271104541e-10,1.3055249878356545e-05,1.5147887599777841e-12,1.5301240125973178e-12,1.531112883095468e-12,9.267299207117959e-06,6.6863431294360508e-06,6.1602130677723032e-08,3.9434601580795145e-15,1.9782286755245827e-10,2.2893307121584324e-10,1.2880851568231975e-09,3.7679514795129164e-11,1.7333752275495655e-14,7.8803329500859388e-15,1.5912754897942502e-10,3.8000567132039444e-11,7.045765165398276e-11,1.2808510408532633e-10,7.7676513854798629e-13,8.2064752493038279e-11,3.851951891819871e-12
1.0007709105879276e-07,0.36270266400707485,154.0,0.0,0.0,0.0,0.99751766481081128,1.0,18.999218764508061,0.00022846267188216896,0.0010559115723438562,0.00031369548128479583,0.00075353600296460726,1.7213192743131253e-09,2.10219829689237e-10,1.2645689514899971e-05,2.8549166576213995e-14,1.064763999650603e-05,1.1648529978491561e-05,2.7239047128911152e-11,7.2320713127123703e-05,2.586286708124007e-13,1.9493966976190455e-08,1.0714438430576996e-06,1.0748158500662045e-06,1.1981535079414636e-09,8.7260759991587926e-10,1.3081415953094517e-05,1.520591738098521e-12,1.5360324556490566e-12,1.5370259179689937e-12,9.2884964659024123e-06,6.6964785116534908e-06,6.1790152568614999e-08,3.9513191360454859e-15,1.9798985254815674e-10,2.2912577016325049e-10,1.2920412099374544e-09,3.7755474043830025e-11,1.7390486564604492e-14,7.898366801885796e-15,1.5957089572155596e-10,3.8091293035622789e-11,7.067905684176716e-11,1.2849467255448087e-10,7.7942873007858615e-13,8.2361079838533249e-11,3.8671973434001218e-12
1.0409924619584149e-07,0.36270259976517416,154.0,0.0,0.0,0.0,0.99741569234532024,1.0,18.999187131337465,0.00023747484560359677,0.0010972633975310443,0.00032590168258819053,0.00078301276036878056,1.7887272710474066e-09,2.1019939670396389e-10,1.3153239068389513e-05,2.8546248104428544e-14,1.1075056124825822e-05,1.2104709035124805e-05,2.830458186712909e-11,7.8203216886933079e-05,2.6875707185912199e-13,2.0259661908066226e-08,1.1589886583698124e-06,1.1627511316481678e-06,1.2960498276792699e-09,9.439061218624327e-10,1.4493840116996159e-05,1.848775453929559e-12,1.8705137868905162e-12,1.8717727357995511e-12,1.0439098376528067e-05,7.2353926619180632e-06,7.220592891413832e-08,4.3754870229770579e-15,2.0670174076466775e-10,2.3917913408915733e-10,1.5113146561211112e-09,4.185650197176666e-11,2.0548739030969895e-14,8.8772784556051534e-15,1.8392116548109622e-10,4.3025109928035345e-11,8.2968109822550649e-11,1.5125311360601695e-10,9.2848489497535528e-13,9.9009203460861935e-11,4.7315603355663901e-12
1.0812140133289021e-07,0.3627025355387226,154.0,0.0,0.0,0.0,0.99731356589900544,1.0,18.9991554812493,0.0002464740352411957,0.0011385016860018526,0.00033806961487959898,0.00081239696680133946,1.8559499814364075e-09,2.1017893115985465e-10,1.3660734429946888e-05,2.8543325225660104e-14,1.1502431549885836e-05,1.2559634208446994e-05,2.9366771044856087e-11,8.431074727559268e-05,2.7885763332653063e-13,2.1022967758169439e-08,1.2498822429309882e-06,1.2540685658411702e-06,1.3976906654855508e-09,1.0179318487402329e-09,1.6000799723691701e-05,2.2308286217182176e-12,2.2606408574783251e-12,2.2622218251309977e-12,1.1679423780993447e-05,7.7940412418562167e-06,8.3871926790010485e-08,4.8279410267157645e-15,2.1541282978122769e-10,2.4923145208831287e-10,1.7571688953673023e-09,4.6233613859357088e-11,2.4117980189878223e-14,9.9325683668948446e-15,2.1075128404804863e-10,4.8361869995264432e-11,9.6781907388544825e-11,1.7688748300837086e-10,1.0986391214796754e-12,1.1814911096137838e-10,5.7423227344105754e-12
1.1214355646993894e-07,0.36270247132706057,154.0,0.0,0.0,0.0,0.99721128734632947,1.0,18.999123814002331,0.00025546025669859451,0.0011796233426867673,0.00035019814263942596,0.00084168588085471545,1.9229823606191799e-09,2.1015843345173028e-10,1.4168175521939248e-05,2.854039799355603e-14,1.1929766230965677e-05,1.3013271357465458e-05,3.0425515564862332e-11,9.06426294859251e-05,2.8892959719283484e-13,2.178381319662261e-08,1.344111836717883e-06,1.3487574253098846e-06,1.5030617353084475e-09,1.0946743758891255e-09,1.7605013061891322e-05,2.6730022050687197e-12,2.7130197186034518e-12,2.7149884419581136e-12,1.3012555504552637e-05,8.3722645572144081e-06,9.6881206301398819e-08,5.3094939437830609e-15,2.2412310833756461e-10,2.5928271365407334e-10,2.0316223281729407e-09,5.0894799013501283e-11,2.8131900044448539e-14,1.1066862648975166e-14,2.4019130668137642e-10,5.4116187500812798e-11,1.1223872997644837e-10,2.0562506339699478e-10,1.2919119145264673e-12,1.4003040847053537e-10,6.9168934378658562e-12
1.1616571160698767e-07,0.3627024071295349,154.0,0.0,0.0,0.0,0.99710885856313292,1.0,18.999092129360406,0.00026443352587570768,0.0012206253089267493,0.00036228614487379587,0.00087087679622742636,1.9898194231185341e-09,2.1013790397470307e-10,1.46755622676846e-05,2.8537466461803395e-14,1.2357060127820548e-05,1.3465586743054021e-05,3.1480717598943553e-11,9.7198171995392768e-05,2.9897221435875759e-13,2.254212780120309e-08,1.4416642986667752e-06,1.4468066691571564e-06,1.6121483250527784e-09,1.1741229883521383e-09,1.9309166407907362e-05,3.1819878023434227e-12,3.2347452114416783e-12,3.237177702398304e-12,1.444153757879381e-05,8.9698983212039279e-06,1.1132959970069716e-07,5.8209489875046115e-15,2.3283256940061679e-10,2.6933291206547043e-10,2.3367587301534387e-09,5.5847953215452258e-11,3.2625390782576636e-14,1.2282754388026223e-14,2.7237105933021948e-10,6.0302501040253663e-11,1.2946076323084348e-10,2.3770080594411105e-10,1.5104310481532602e-12,1.6491567718531011e-10,8.273917997781008e-12
1.201878667440364e-07,0.36270234294549836,154.0,0.0,0.0,0.0,0.99700628142604941,1.0,18.999060427092509,0.00027339385866874969,0.0012615045634064845,0.00037433251546827717,0.0008999670425777433,2.0564562443620848e-09,2.101173431240547e-10,1.518289459145434e-05,2.8534530684111869e-14,1.2784313200675274e-05,1.3916547038246768e-05,3.2532280618779722e-11,0.00010397666677641903,3.089847448760896e-13,2.3297842079432964e-08,1.5425261117744079e-06,1.5482049469889249e-06,1.7249353022871447e-09,1.2562666650320146e-09,2.1115913191178617e-05,3.7649286547155541e-12,3.8334158556480317e-12,3.8363995487042537e-12,1.5969374298570896e-05,9.5867737539268525e-06,1.2731563702723331e-07,6.3630995385648818e-15,2.4154120809012215e-10,2.7938204240192127e-10,2.6747261245521569e-09,6.1100876261855141e-11,3.7634527614982682e-14,1.3582802839607983e-14,3.0741998411651087e-10,6.6935068975548807e-11,1.4857403389985327e-10,2.7335720603256199e-10,1.7564327438971032e-12,1.9308046467932063e-10,9.8333071214937593e-12
1.2421002188108512e-07,0.3627022787743101,154.0,0.0,0.0,0.0,0.99690355781192264,1.0,18.99902870697283,0.00028234127097024535,0.0013022581230607479,0.00038633616353043966,0.00092895398635037838,2.122887962159505e-09,2.1009675129511452e-10,1.5690172418474379e-05,2.8531590714196934e-14,1.3211525410217278e-05,1.4366119338235704e-05,3.3580109425817748e-11,0.00011097738951164626,3.1896645816966116e-13,2.4050887490396503e-08,1.6466833883229291e-06,1.6529406030757274e-06,1.8414071200898034e-09,1.3410940829488233e-09,2.3027873183637186e-05,4.4294302059339685e-12,4.5171484036871482e-12,4.5207833834105858e-12,1.7599029308701843e-05,1.0222717683907244e-05,1.4494047023359049e-07,6.9367289026997412e-15,2.5024902070512108e-10,2.8943010068810693e-10,3.0477356292249605e-09,6.6661269575480817e-11,4.3196549124275327e-14,1.4969532650424409e-14,3.4546699585589939e-10,7.4027965005191537e-11,1.6970834488313907e-10,3.1284417724724915e-10,2.0322627593031934e-12,2.2481326131118378e-10,1.1616263797077281e-11
1.2823217701813385e-07,0.36270221461533614,154.0,0.0,0.0,0.0,0.99680068959723445,1.0,18.998996968780773,0.00029127577866903313,0.0013428830439533631,0.00039829601372104998,0.00095783503157570817,2.1891097781350398e-09,2.1007612888313538e-10,1.6197395674925185e-05,2.8528646605764039e-14,1.3638696717588775e-05,1.4814271170065214e-05,3.4624110180162794e-11,0.00011819959981398608,3.2891663325258407e-13,2.4801196465667147e-08,1.7541218752256455e-06,1.7610016806084315e-06,1.9615478230295795e-09,1.4285936215959407e-09,2.5047631713395192e-05,5.1835702103793634e-12,5.2945920536060276e-12,5.2989923641714371e-12,1.9333424720947183e-05,1.0877552651625492e-05,1.6430779588096899e-07,7.5426100756655396e-15,2.58956004495649e-10,2.9947708377486225e-10,3.4580602790670593e-09,7.25367338870868e-11,4.9349837142061628e-14,1.6445433105871499e-14,3.8664034881175808e-10,8.1595073873413314e-11,1.9299720946696547e-10,3.5641892375102838e-10,2.3403773875955489e-12,2.6041546265488597e-10,1.3645309054985098e-11
1.3225433215518258e-07,0.36270215046794974,154.0,0.0,0.0,0.0,0.99669767865753578,1.0,18.998965212301044,0.00030019739765026529,0.0013833764221282763,0.00041021100657372421,0.00098660762064112901,2.2551169591145516e-09,2.1005547628317662e-10,1.670456428794157e-05,2.8525698412491944e-14,1.4065827084378958e-05,1.5260970502018914e-05,3.5664190428461299e-11,0.0001256425414513051,3.388345589346699e-13,2.5548702429251655e-08,1.8648269594895171e-06,1.8723759260450901e-06,2.0853410532773004e-09,1.5187533673910697e-09,2.7177738903186119e-05,6.03590838676317e-12,6.1749423133750166e-12,6.1802373523607052e-12,2.1175440261728061e-05,1.1551097014948634e-05,1.8552377648963028e-07,8.1815055156141557e-15,2.6766215753566046e-10,3.0952298926919959e-10,3.9080338249040534e-09,7.873476698973973e-11,5.6133896172363232e-14,1.8012957403760577e-14,4.3106751288508388e-10,8.9650087220730639e-11,2.185777847834699e-10,4.0434581111689246e-10,2.6833443696995618e-12,3.0020131887642516e-10,1.5944306380782071e-11
1.362764872922313e-07,0.3627020863315302,154.0,0.0,0.0,0.0,0.99659452686689065,1.0,18.998933437323672,0.00030910614379540019,0.0014237353944323123,0.00042208009880288886,0.00101526923503416,2.3209048384664516e-09,2.1003479388998807e-10,1.7211678185612284e-05,2.8522746188016527e-14,1.4492916472616297e-05,1.5706185752694915e-05,3.6700259130762405e-11,0.00013330544257558137,3.4871953402392154e-13,2.6293339817030777e-08,1.9787836737894935e-06,1.9870507935450819e-06,2.212770056842316e-09,1.6115611182183665e-09,2.9420708933948736e-05,6.995495615594749e-12,7.1679545104833379e-12,7.1742905090629596e-12,2.3127912450983552e-05,1.2243165056344704e-05,2.0869696063418105e-07,8.8541669229954049e-15,2.7636747843239399e-10,3.1956781525768237e-10,4.400049509924933e-09,8.5262761566712484e-11,6.3589332380180662e-14,1.9674521954556522e-14,4.7887505848102004e-10,9.8206499577501603e-11,2.4659080453324606e-10,4.5689623569249583e-10,3.0638437199402797e-12,3.4449787195072259e-10,1.8538484795581908e-11
1.4029864242928003e-07,0.3627020222054644,154.0,0.0,0.0,0.0,0.99649123609732315,1.0,18.998901643644043,0.00031800203298219175,0.0014639571393092118,0.00043390226359990732,0.001043817396056952,2.386468817395741e-09,2.1001408209788915e-10,1.7718737296979467e-05,2.8519789985915672e-14,1.4919964844760965e-05,1.6149885799763127e-05,3.7732226686346658e-11,0.00014118751595636796,3.5857086752096627e-13,2.7035044095576479e-08,2.0959767021504639e-06,2.1050134494873067e-06,2.3438176899292638e-09,1.7070043880581709e-09,3.1779019333922594e-05,8.0718826786429015e-12,8.2839569406664745e-12,8.2914985322751225e-12,2.5193633812544201e-05,1.2953567091770506e-05,2.3393820187235952e-07,9.5613350280919255e-15,2.8507196601957077e-10,3.2961156000659318e-10,4.9365588247211593e-09,9.2128003094034228e-11,7.1757832163475419e-14,2.143250570845249e-14,5.3018854938980402e-10,1.0727760450232872e-10,2.7718051100995167e-10,5.1434849257214467e-10,3.4846684666830546e-12,3.9364488151362686e-10,2.1454460619926752e-11
