Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119)
3.136196008441642e-10,0.3627042640349486,154.0,0.0,0.0,0.0,0.99999240057021743,1.0,18.999998589976734,7.2877820315313904e-07,3.3616678365192546e-06,2.0251603254582758e-06,1.3732158888906328e-06,5.4802970314654637e-12,2.1071511272730354e-10,3.9569192922733999e-08,2.8619994052180331e-14,3.3312892087416871e-08,3.6715722785447928e-08,4.963932287870308e-14,7.1796116515185618e-10,8.1518738391067205e-16,2.2604430451252117e-11,2.9030499549646655e-12,2.9086120015332625e-12,3.2376758110653702e-15,2.3242919206047126e-15,4.960688146155301e-11,2.8349633163758313e-26,2.7527137746475986e-26,2.7527182612853532e-26,3.3874051208444203e-13,8.5799679322222113e-11,1.5829475936844757e-17,1.221827689653023e-19,1.1962869763444057e-14,1.420467138598308e-14,7.883674852724551e-20,2.1367440609370805e-17,1.1098648048729567e-26,2.8261761254207584e-22,2.6823831809358397e-20,2.6223855509323768e-20,3.3766970151988025e-22,1.8895691837392851e-23,7.1800757816491626e-26,3.9290933058163868e-23,1.2581276533814617e-27
3.256911797550593e-10,0.3627042638646065,154.0,0.0,0.0,0.0,0.99999210803571259,1.0,18.999998507782262,7.5682808602425831e-07,3.4910451581807537e-06,2.0752043477348886e-06,1.4539764030217963e-06,5.6912122435535323e-12,2.1071504286285419e-10,4.1096545178822907e-08,2.8619985759931355e-14,3.4598754570085267e-08,3.8143074828275366e-08,5.255867721571523e-14,7.7428840373454782e-10,8.4687843529141602e-16,2.4007231198061034e-11,3.2118744105206948e-12,3.2180303022498169e-12,3.5824882380278808e-15,2.5733113095362517e-15,5.350712223702868e-11,3.6125534028324989e-26,3.507758398173476e-26,3.5077643472122563e-26,3.8034843832687653e-13,9.2150050551866163e-11,1.8043755752970469e-17,1.275243101137602e-19,1.2898327266113649e-14,1.5315228668797587e-14,9.2181330830021938e-20,2.3827525860363787e-17,1.3474472744348153e-26,3.1743126128226401e-22,3.1300407909421936e-20,3.0598181020765578e-20,4.0858762378888273e-22,2.3737609483159769e-23,9.0213242239398854e-26,4.7634667545843402e-23,1.642493156788954e-27
3.3776275866595436e-10,0.3627042636924394,154.0,0.0,0.0,0.0,0.99999181549941918,1.0,18.999998424707037,7.8487784823032975e-07,3.6204222580659184e-06,2.1243676411043275e-06,1.5356174605420695e-06,5.9021270924677721e-12,2.1071500273951474e-10,4.2623896910701395e-08,2.8619977079552066e-14,3.5884616648716789e-08,3.957042441169401e-08,5.550986178805187e-14,8.3274250811879987e-10,8.7856943207331036e-16,2.5432631938574273e-11,3.5394396092289028e-12,3.5462255199694051e-12,3.9482497452719995e-15,2.8375538254348018e-15,5.7555695478508025e-11,4.5604247305224341e-26,4.4281515840579688e-26,4.4281593874372566e-26,4.2520484496779148e-13,9.8710462885691281e-11,2.0473496477197764e-17,1.3291034781380994e-19,1.3868545489962425e-14,1.6467030457981418e-14,1.0716951043245315e-19,2.6461893509772297e-17,1.6243366034592328e-26,3.5497090242044919e-22,3.6315173120737437e-20,3.549695654640869e-20,4.9088949049834914e-22,2.9568106025735209e-23,1.1238902786350928e-25,5.7341959932190678e-23,2.1232528399800747e-27
3.4983433757684943e-10,0.36270426351858426,154.0,0.0,0.0,0.0,0.9999915229613362,1.0,18.999998340817097,8.1292748977178663e-07,3.7497991360859458e-06,2.1727162519796594e-06,1.6180730164884563e-06,6.113041577628902e-12,2.1071494036726865e-10,4.4151248145958801e-08,2.8619968832312811e-14,3.7170478346550323e-08,4.0997771535012437e-08,5.8490489174348565e-14,8.9332347344527324e-10,9.1026037422830733e-16,2.6879630133975337e-11,3.8860383227777604e-12,3.89349099459406e-12,4.3352881346292817e-15,3.1172597480724256e-15,6.1752688210379334e-11,5.7070594453186377e-26,5.5415515543816324e-26,5.5415616879664311e-26,4.7342460979561453e-13,1.0548003262022875e-10,2.313129138739894e-17,1.383408967547507e-19,1.4873476605593992e-14,1.7660018354245434e-14,1.2393324185549438e-19,2.927548791649582e-17,1.9452619437787862e-26,3.9533326691090743e-22,4.1909235936008398e-20,4.0959900792878528e-20,5.8587451284381102e-22,3.6541017738856727e-23,1.3891468587429987e-25,6.8573435118202811e-23,2.7196874430474956e-27
3.619059164877445e-10,0.36270426334316747,154.0,0.0,0.0,0.0,0.99999123042146287,1.0,18.999998256173544,8.4097701064906283e-07,3.879175792151194e-06,2.2203112739392328e-06,1.7012819786143305e-06,6.3239556989593482e-12,2.1071486545556044e-10,4.5678598879508679e-08,2.861996067720717e-14,3.8456339659314785e-08,4.2425116197325637e-08,6.1498350987738442e-14,9.5603129485310672e-10,9.4195126174040546e-16,2.8347289256874658e-11,4.2519504811120906e-12,4.2601071993210314e-12,4.7439168210109574e-15,3.412658777696474e-15,6.6098187734424576e-11,7.0843110142193414e-26,6.8788905639138054e-26,6.8789036012271907e-26,5.2512175308416017e-13,1.124579422952943e-10,2.6030038340298667e-17,1.4381598171612155e-19,1.5913072849466161e-14,1.8894134041037923e-14,1.4260979250193643e-19,3.2273164625005338e-17,2.3153223412897657e-26,4.3861436581956384e-22,4.8125121473895304e-20,4.7028053971610447e-20,6.9493279760983374e-22,4.4827081834724818e-23,1.7044141115205228e-25,8.1501742597552394e-23,3.4540196981551892e-27
3.739774953986396e-10,0.36270426316630655,154.0,0.0,0.0,0.0,0.99999093787979876,1.0,18.999998170832885,8.6902641086259182e-07,4.0085522261714752e-06,2.2672092189967361e-06,1.785187836128277e-06,6.5348694567562558e-12,2.1071482365452955e-10,4.7205949087230417e-08,2.8619952055351995e-14,3.9742200566713948e-08,4.3852458397320353e-08,6.4531404455486258e-14,1.0208659674799066e-09,9.7364209459201218e-16,2.9834733964361396e-11,4.6374440144178461e-12,4.6463425842656475e-12,5.1744357758990968e-15,3.723970729599173e-15,7.0592281584626497e-11,8.727644581302959e-26,8.4746083579828405e-26,8.4746249855290724e-26,5.8040947251214227e-13,1.1964343572827544e-10,2.9182940160229009e-17,1.4933564391724647e-19,1.6987286523776859e-14,2.0169319284399616e-14,1.6334176066586642e-19,3.5459692061713103e-17,2.7400010724932927e-26,4.8490951943901567e-22,5.500676058501052e-20,5.3743763770492085e-20,8.1954773933158047e-22,5.4615050710509093e-23,2.0768930951284432e-25,9.6311962268507624e-23,4.351731621979132e-27
3.8604907430953465e-10,0.3627042629881096,154.0,0.0,0.0,0.0,0.99999064533634308,1.0,18.999998084847405,8.9707569041280719e-07,4.1379284380554729e-06,2.313462360994466e-06,1.8697383163090575e-06,6.7457828503264395e-12,2.1071477036327965e-10,4.8733298792799909e-08,2.8619943626658298e-14,4.1028061088690469e-08,4.5279798133953815e-08,6.7587760000352859e-14,1.0878274864617425e-09,1.0053328727433717e-15,3.1341145631876498e-11,5.0427756334872317e-12,5.052454358344617e-12,5.6271324017873434e-15,4.0514061778421806e-15,7.5235057487211642e-11,1.0676383078019403e-25,1.0366891224048003e-25,1.0366912258336847e-25,6.3940017873752268e-13,1.2703581342126893e-10,3.260350510429371e-17,1.5489989630445748e-19,1.8096069996258436e-14,2.1485515932709854e-14,1.8627709379840556e-19,3.8839753196856182e-17,3.225180009330461e-26,5.3431338751595391e-22,6.2599479398601612e-20,6.1150671798836517e-20,9.6129835161893571e-22,6.6112830097956483e-23,2.5145177982240291e-25,1.1320200718153189e-22,5.4419023326934943e-27
3.9812065322042973e-10,0.3627042628086768,154.0,0.0,0.0,0.0,0.99999035279109505,1.0,18.999997998265439,9.2512484930014208e-07,4.267304427710879e-06,2.3591190533233175e-06,1.9548850667932255e-06,6.9566958794816776e-12,2.1071469064970407e-10,5.0260648004180448e-08,2.8619935520716211e-14,4.231392123195834e-08,4.6707135406397934e-08,7.066566976133498e-14,1.1569158469331403e-09,1.0370235961778701e-15,3.28657582194085e-11,5.4681915533121786e-12,5.4786892142772273e-12,6.1022823430035727e-15,4.3951670521365648e-15,8.002660332537513e-11,1.2973958902094186e-25,1.2597916456833658e-25,1.2597942863219414e-25,7.0220553116846812e-13,1.3463442831159656e-10,3.6305547386253227e-17,1.6050875928982701e-19,1.9239375700196919e-14,2.284266591670004e-14,2.1156910703255403e-19,4.2417947172837905e-17,3.7771540129981161e-26,5.8691999918355028e-22,7.0949989321110357e-20,6.9293700517160885e-20,1.1218615398705736e-21,7.9548640136996913e-23,3.0259998736680836e-25,1.3238302334792344e-22,6.7575668756635711e-27
4.101922321313248e-10,0.36270426262810085,154.0,0.0,0.0,0.0,0.99999006024405412,1.0,18.999997911131722,9.5317388752503048e-07,4.3966801950449529e-06,2.404224023038093e-06,2.0405833614668664e-06,7.1676085447813138e-12,2.1071464236560674e-10,5.1787996690789282e-08,2.8619927040755258e-14,4.3599780970779613e-08,4.8134470213556789e-08,7.3763516963978147e-14,1.2281310440270737e-09,1.0687142648903211e-15,3.4407854443257658e-11,5.9139281644589731e-12,5.9252840012660911e-12,6.6001502380145118e-15,4.7554471916351305e-15,8.4967007108169713e-11,1.5668170942468968e-25,1.5214102021061699e-25,1.5214134934512602e-25,7.6893647351884046e-13,1.4243868183803204e-10,4.0303187741046608e-17,1.6616228164222105e-19,2.0417156134381326e-14,2.424071124938394e-14,2.3937650194476291e-19,4.6198790900052415e-17,4.4026453572955534e-26,6.428227825335075e-22,8.0106377484365782e-20,7.8219040648281797e-20,1.3030143178691505e-21,9.5172198341858567e-23,3.6208742463717369e-25,1.5407978675353279e-22,8.3360964119228362e-27
4.2226381104221987e-10,0.3627042624464676,154.0,0.0,0.0,0.0,0.99998976769521997,1.0,18.999997823487625,9.8122280508790556e-07,4.5260557399644065e-06,2.4488186429175936e-06,2.1267918284120118e-06,7.378520845416507e-12,2.1071459857623373e-10,5.3315344866946085e-08,2.8619918482387684e-14,4.4885640317218809e-08,4.9561802554248241e-08,7.6879806077301029e-14,1.3014730728749581e-09,1.1004048788335157e-15,3.5966762233328643e-11,6.3802126556330408e-12,6.3924663487730703e-12,7.120990417034554e-15,5.1324328584501296e-15,9.0056356943170373e-11,1.8811446809743293e-25,1.8266361275505524e-25,1.8266402023421807e-25,8.3970326890461928e-13,1.5044802030201478e-10,4.4610854019153806e-17,1.7186047517455011e-19,2.1629363862869595e-14,2.5679594025770238e-14,2.698633855350818e-19,5.0186720620856539e-17,5.1088181822148995e-26,7.0211459448140195e-22,9.0118097638036709e-20,8.7974139062688283e-20,1.5066359701445129e-21,1.1325592370268694e-22,4.3095455674637638e-25,1.7853109769358424e-22,1.0219600226573646e-26
4.3433538995311495e-10,0.3627042622638565,154.0,0.0,0.0,0.0,0.99998947514459213,1.0,18.999997735371426,1.0092716019892009e-06,4.6554310623751667e-06,2.4929411830450032e-06,2.2134721983322794e-06,7.589432780979016e-12,2.1071451861011498e-10,5.4842692554245379e-08,2.8619910321332297e-14,4.6171499289464762e-08,5.0989132427506141e-08,8.0013153726051647e-14,1.3769419286066485e-09,1.1320954379825163e-15,3.7541851455574791e-11,6.8672635909011151e-12,6.8804552448643668e-12,7.6650475488246531e-15,5.5263032137574637e-15,9.529474101254067e-11,2.2461110113877312e-25,2.1810362604877454e-25,2.1810412732078816e-25,9.1461553427152138e-13,1.5866193150277866e-10,4.924328180020432e-17,1.7760335236529078e-19,2.2875951514963599e-14,2.7159256422823484e-14,3.0319928939534367e-19,5.4386093442445001e-17,5.903292978317438e-26,7.6488774979215442e-22,1.0103596147755759e-19,9.8607687129441391e-20,1.7347101621465834e-21,1.3409616110444919e-22,5.1033354844943047e-25,2.0599017255206634e-22,1.2455349948760494e-26
4.4640696886401e-10,0.3627042620803405,154.0,0.0,0.0,0.0,0.99998918259217018,1.0,18.999997646818517,1.0373202782293499e-06,4.7848061621826563e-06,2.5366270434513004e-06,2.3005890719150216e-06,7.8003443523831234e-12,2.1071446062747254e-10,5.6370039721940829e-08,2.8619901995389891e-14,4.745735786164069e-08,5.2416459832359599e-08,8.3162280286093183e-14,1.4545376063504315e-09,1.1637859423454811e-15,3.9132530879640799e-11,7.3752914449661639e-12,7.3894615725267639e-12,8.2325572404833669e-15,5.9372307592891846e-15,1.0068224755214734e-10,2.6679652639626155e-25,2.5906793814516267e-25,2.5906855110521657e-25,9.9378227398221861e-13,1.6707994162576138e-10,5.4215515016988726e-17,1.8339097139376089e-19,2.4156871785222268e-14,2.8679640699470222e-14,3.3955918903801655e-19,5.8801188839393333e-17,6.7941611023455231e-26,8.3123404892406368e-22,1.1291213039862413e-19,1.1016960952294563e-19,1.9893270002662908e-21,1.5801442524342175e-22,6.0145306973026066e-25,2.3672503314833407e-22,1.5096226363181756e-26
4.584785477749051e-10,0.36270426189598787,154.0,0.0,0.0,0.0,0.99998889003795344,1.0,18.999997557861633,1.0653688338087857e-06,4.9141810392919899e-06,2.579908969318209e-06,2.3881097046335198e-06,8.0112555587433292e-12,2.1071442429142471e-10,5.7897386370265772e-08,2.8619893395733274e-14,4.8743216033951037e-08,5.3843784767675284e-08,8.6326002092712522e-14,1.5342601012330205e-09,1.1954763918725029e-15,4.0738245372347231e-11,7.904499099789367e-12,7.9196886072556823e-12,8.8237465939235856e-15,6.3653817469326451e-15,1.0621896483338783e-10,3.1535011266222041e-25,3.0621631138990729e-25,3.0621705667715624e-25,1.0773119124145876e-12,1.7570161236427891e-10,5.9542906581573729e-17,1.8922334499776334e-19,2.5472077433228149e-14,3.0240689196312379e-14,3.7912352335460232e-19,6.3436210126658601e-17,7.7899993243881137e-26,9.0124480572260754e-22,1.2580010766734377e-19,1.2271105347252451e-19,2.2726850437842621e-21,1.8535866321006529e-22,7.0564317686593623e-25,2.7101889377573251e-22,1.8201189157931444e-26
4.705501266858002e-10,0.3627042617108611,154.0,0.0,0.0,0.0,0.99998859748194191,1.0,18.999997468531085,1.0934172687279418e-06,5.0435556936078296e-06,2.6228172500771221e-06,2.4760038076528206e-06,8.2221663992773061e-12,2.1071434898126336e-10,5.9424732531379467e-08,2.8619885114587623e-14,5.0029073833477976e-08,5.5271107232365824e-08,8.9503224249952342e-14,1.6161094083795527e-09,1.2271667865263981e-15,4.2358473299730957e-11,8.455082305501107e-12,8.4713324788627931e-12,9.4388347223334887e-15,6.8109165588639997e-15,1.1190498114743536e-10,3.7100849493716889e-25,3.6026412731168427e-25,3.6026502863166769e-25,1.1653123254636173e-12,1.8452653825659043e-10,6.5241119007017622e-17,1.9510047312378499e-19,2.6821521283496216e-14,3.1842344335509549e-14,4.2207821417429604e-19,6.8295285903759562e-17,8.8998844068632169e-26,9.7501087420440012e-22,1.3975473099324615e-19,1.3628437844170012e-19,2.5870932707066333e-21,2.1650453496618052e-22,8.2434026610188125e-25,3.0917054605153014e-22,2.1835769950005428e-26
4.826217055966953e-10,0.3627042615250185,154.0,0.0,0.0,0.0,0.99998830492413493,1.0,18.999997378854879,1.1214655829872519e-06,5.1729301250343599e-06,2.6653799035969824e-06,2.5642433636462525e-06,8.4330768753590207e-12,2.1071427975410338e-10,6.0952078181474672e-08,2.8619876898953291e-14,5.1314931240185828e-08,5.6698427225445326e-08,9.2692933982385691e-14,1.7000855229135859e-09,1.2588571263291064e-15,4.3992724122211305e-11,9.027230108227433e-12,9.0445826001347231e-12,1.0078033229561056e-14,7.2739900603833119e-15,1.1774038479164164e-10,4.345684345045982e-25,4.2198516510007669e-25,4.2198624957387799e-25,1.2578908708764579e-12,1.9355434422239712e-10,7.1326125019587996e-17,2.0102242515990842e-19,2.8205156225536152e-14,3.3484548620843663e-14,4.6861468589298837e-19,7.3382471470801534e-17,1.0133407715508776e-25,1.0526226736455101e-21,1.5483216549057283e-19,1.509431462223705e-19,2.9349729993351698e-21,2.5185671099636982e-22,9.5909209726654667e-25,3.5149474169177868e-22,2.6072588920813443e-26
4.946932845075904e-10,0.36270426133851374,154.0,0.0,0.0,0.0,0.99998801236453227,1.0,18.999997288858918,1.1495137765871494e-06,5.3023043334754976e-06,2.707622846552062e-06,2.6528024564317249e-06,8.6439869861190608e-12,2.1071424682827882e-10,6.2479423304602589e-08,2.8619868345372689e-14,5.2600788240654595e-08,5.8125744745860399e-08,9.5894194459359989e-14,1.786188439957092e-09,1.2905474112306572e-15,4.5640536168770451e-11,9.6211252472339499e-12,9.6396220647494834e-12,1.0741546655115333e-14,7.7547519274333161e-15,1.237252640578671e-10,5.0688972266870808e-25,4.9221442255703016e-25,4.9221572109848872e-25,1.3551544173785914e-12,2.0278468328418443e-10,7.781420815762462e-17,2.0698921865745305e-19,2.9622935213652916e-14,3.5167244637472755e-14,5.1892988514427173e-19,7.8701750216973118e-17,1.1500689862502351e-25,1.1341702131924377e-21,1.710898970125848e-19,1.6674211142644222e-19,3.3188597673263918e-21,2.9185018645147138e-22,1.1115628847942307e-24,3.9832257331930966e-22,3.09918953854129e-26
5.067648634184854e-10,0.3627042611513962,154.0,0.0,0.0,0.0,0.99998771980313395,1.0,18.999997198567197,1.1775618495280672e-06,5.431678318834919e-06,2.7495700519987977e-06,2.7416571133986388e-06,8.8548967301794987e-12,2.1071418076688677e-10,6.4006767937591265e-08,2.8619859932833311e-14,5.3886644865896309e-08,5.9553059792498822e-08,9.9106139103824547e-14,1.8744181546304562e-09,1.3222376411774065e-15,4.7301474576836098e-11,1.0236944523653409e-11,1.0256628016721308e-11,1.1429572887327271e-14,8.2533469506719451e-15,1.2985970722252776e-10,5.8889812705605672e-25,5.7185097845602107e-25,5.7185252617833139e-25,1.4572093725666813e-12,2.1221723445964189e-10,8.4721963353909873e-17,2.1300083484507128e-19,3.1074811266780085e-14,3.6890375051723669e-14,5.7322630048481701e-19,8.425703498213244e-17,1.3012395381740539e-25,1.2197431157961609e-21,1.8858672584345032e-19,1.8373721235875082e-19,3.7414051699417275e-21,3.3695161111925988e-22,1.2835384536877579e-24,4.5000185340934243e-22,3.6682132604048775e-26
5.188364423293805e-10,0.3627042609637122,154.0,0.0,0.0,0.0,0.99998742723993927,1.0,18.999997108001882,1.2056098018104392e-06,5.5610520810159667e-06,2.7912436951298178e-06,2.8307851597573573e-06,9.065806109474798e-12,2.1071410114834636e-10,6.5534112070126578e-08,2.8619851752382094e-14,5.5172501107234256e-08,6.0980372364311313e-08,1.0232796634074616e-13,1.9647746620524722e-09,1.3539278162077797e-15,4.8975129385343485e-11,1.0874859142929051e-11,1.0895771993510102e-11,1.2142303547054618e-14,8.7699153178578888e-15,1.3614380253816504e-10,6.8158837942983261e-25,6.6186089528943461e-25,6.6186273194248239e-25,1.5641617095569334e-12,2.2185170081221279e-10,9.2066297499012074e-17,2.1905735536379155e-19,3.2560737468563172e-14,3.8653882611181813e-14,6.3171198206789171e-19,9.0052169392086907e-17,1.4679747436228336e-25,1.3094306402622246e-21,2.0738276073227668e-19,2.0198556225614006e-19,4.2053786591371028e-21,3.8766063457619343e-22,1.4769314580192908e-24,5.0689749147348005e-22,4.3240527130714844e-26
5.309080212402756e-10,0.36270426077550405,154.0,0.0,0.0,0.0,0.99998713467494849,1.0,18.999997017183485,1.2336576334346982e-06,5.6904256199217206e-06,2.8326642881013857e-06,2.920166083714969e-06,9.2767151233311571e-12,2.1071406620360254e-10,6.7061455671424161e-08,2.86198433004759e-14,5.645835693875783e-08,6.2407682460269997e-08,1.0555893470063366e-13,2.0572579573403414e-09,1.3856179362748034e-15,5.0661113769383486e-11,1.1535035032947705e-11,1.155722024477338e-11,1.2879924344143537e-14,9.3045928761781427e-15,1.4257763822636599e-10,7.8602720401922023e-25,7.632801614368232e-25,7.6328233187663258e-25,1.6761169923899893e-12,2.3168780764778588e-10,9.9864429983628487e-17,2.251588091941346e-19,3.4080666967224803e-14,4.0457710144521597e-14,6.9460056128008541e-19,9.6090929168152207e-17,1.6514542557454983e-25,1.403321702508728e-21,2.2753941325376492e-19,2.2154544087522333e-19,4.7136693050747747e-21,4.4451126589885624e-22,1.6937866596587118e-24,5.6939186957866663e-22,5.0773702981430627e-26
5.429796001511707e-10,0.3627042605868113,154.0,0.0,0.0,0.0,0.9999868421081608,1.0,18.999996926130983,1.2617053444012781e-06,5.8197989354551072e-06,2.8738508047547572e-06,3.0097809117569093e-06,9.4876237694732203e-12,2.10714012503003e-10,6.8588798775130386e-08,2.8619834793618191e-14,5.7744212388799788e-08,6.3834990079291342e-08,1.0879835831209123e-13,2.1518680356096676e-09,1.4173080013006328e-15,5.2359062405822953e-11,1.2217633139670183e-11,1.2241134028571637e-11,1.3642615408677319e-14,9.8575113760089839e-15,1.4916130247187709e-10,9.0335638542975765e-25,8.7721767184826918e-25,8.7722022653994661e-25,1.7931804002048765e-12,2.417253008465553e-10,1.0813389321853197e-16,2.3130515098238021e-19,3.5634552975329287e-14,4.2301800561217696e-14,7.6211127031809385e-19,1.0237702341154864e-16,1.8529165416569579e-25,1.5015048964877861e-21,2.491193924799402e-19,2.4247628641200588e-19,5.2692875215636499e-21,5.0807324734282492e-22,1.9362862650266408e-24,6.3788521629293233e-22,5.9398320895182429e-26
5.550511790620657e-10,0.36270426039767006,154.0,0.0,0.0,0.0,0.99998654953957644,1.0,18.999996834861914,1.2897529347106118e-06,5.9491720275188534e-06,2.9148207959851097e-06,3.0996120932807843e-06,9.6985320504669582e-12,2.1071392587913515e-10,7.0116141388802535e-08,2.8619826574011755e-14,5.9030067463728567e-08,6.5262295220289133e-08,1.1204560275921364e-13,2.2486048919744573e-09,1.4489980113441652e-15,5.4068629960147929e-11,1.2922809701919266e-11,1.2947669886690871e-11,1.4430551598868048e-14,1.0428798697480577e-14,1.5589488341777369e-10,1.0347958752578785e-24,1.0048582463926771e-24,1.0048612419482624e-24,1.9154567502039482e-12,2.5196394531996884e-10,1.1689253313122076e-16,2.3749647394758541e-19,3.7222348769850227e-14,4.4186096851615959e-14,8.3446896168424562e-19,1.0891409586317187e-16,2.073660362710936e-25,1.6040685132943282e-21,2.7218669994757016e-19,2.6483868773867666e-19,5.8753667568606139e-21,5.789534414232447e-22,2.2067553177672984e-24,7.1279597914503241e-22,6.9241742950923265e-26
5.671227579729608e-10,0.3627042602081142,154.0,0.0,0.0,0.0,0.99998625696919508,1.0,18.999996743392533,1.3178004043631333e-06,6.0785448960154852e-06,2.9555904964562631e-06,3.1896433938842004e-06,9.9094399661437167e-12,2.1071388316085312e-10,7.1643483471806623e-08,2.8619818233592654e-14,6.0315922129340664e-08,6.6689597882215987e-08,1.153000811958157e-13,2.3474685215471156e-09,1.480687966368295e-15,5.5789489685497444e-11,1.3650716506863973e-11,1.367697990062371e-11,1.5243902787313707e-14,1.1018579061114673e-14,1.6277846916156047e-10,1.1816469365798359e-24,1.147465685066438e-24,1.1474691848190843e-24,2.0430505194374759e-12,2.6240352358342614e-10,1.2615850963876076e-16,2.4373282894721222e-19,3.8844007692120109e-14,4.6110542086864411e-14,9.1190412758129217e-19,1.1570572613925703e-16,2.3150462578976998e-25,1.7111005591406492e-21,2.9680662490622895e-19,2.8869437694111157e-19,6.5351651512001529e-21,6.5779723085373007e-22,2.5076671453185092e-24,7.9456119568065996e-22,8.0442722794170762e-26
5.791943368838559e-10,0.3627042600181747,154.0,0.0,0.0,0.0,0.99998596439701648,1.0,18.999996651737845,1.3458477533592752e-06,6.2079175408473845e-06,2.9961749233104825e-06,3.2798597966573035e-06,1.0120347512938833e-11,2.1071384252068266e-10,7.317082504634836e-08,2.8619809696215198e-14,6.1601776404336544e-08,6.811689806401257e-08,1.1856125077028594e-13,2.448458919438443e-09,1.5123778662589044e-15,5.7521332125487556e-11,1.4401501127630946e-11,1.4429211929642985e-11,1.6082834127231482e-14,1.1626973223716271e-14,1.6981214775208937e-10,1.3452953255236049e-24,1.3063858592951613e-24,1.3063899339110876e-24,2.176065865441273e-12,2.7304383443604061e-10,1.3595029709659745e-16,2.5001413462685843e-19,4.0499483147550212e-14,4.8075079418571324e-14,9.9465291918860895e-19,1.2275543094344141e-16,2.5784980303310046e-25,1.8226887733151995e-21,3.2304573983240765e-19,3.1410622214066407e-19,7.2520671623596202e-21,7.4528993082008157e-22,2.8416488574289209e-24,8.8363686319375699e-22,9.3152121716764623e-26
5.91265915794751e-10,0.3627042598278803,154.0,0.0,0.0,0.0,0.99998567182304088,1.0,18.999996559911736,1.3738949816994709e-06,6.337289961916824e-06,3.0365879674755285e-06,3.3702474108779223e-06,1.0331254694045785e-11,2.10713754398103e-10,7.4698166138728808e-08,2.8619801390012529e-14,6.2887630310864303e-08,6.9544195764591849e-08,1.2182860936745453e-13,2.5515760807576374e-09,1.5440677110980158e-15,5.9263863913036039e-11,1.5175307144370335e-11,1.5204509832297541e-11,1.6947506300150118e-14,1.2254098660614447e-14,1.7699600718719569e-10,1.527214509167876e-24,1.4830498385956326e-24,1.4830545667253064e-24,2.3146066457641572e-12,2.8388469173941505e-10,1.4628668472335189e-16,2.5634049185793664e-19,4.2188728605643741e-14,5.0079652078811577e-14,1.0829571658035038e-18,1.3006666525571702e-16,2.8655042367837738e-25,1.9389206446390263e-21,3.5097189619553033e-19,3.4113822058692462e-19,8.0295851605078474e-21,8.4215821308505508e-22,3.2114868947449695e-24,9.8049830720742311e-22,1.0753365082387212e-25
6.03337494705646e-10,0.3627042596372577,154.0,0.0,0.0,0.0,0.99998537924726782,1.0,18.999996467927065,1.4019420893841544e-06,6.4666621591259385e-06,3.0768424781250475e-06,3.460793387553175e-06,1.0542161510297044e-11,2.1071369911357088e-10,7.6225506706464592e-08,2.8619793129718074e-14,6.4173483813163005e-08,7.0971490982881386e-08,1.2510169252284274e-13,2.6568200006122885e-09,1.5757575008714803e-15,6.1016806657992545e-11,1.5972274350002168e-11,1.6003013672558749e-11,1.7838075746430787e-14,1.2900069735264035e-14,1.8433013541196007e-10,1.7289689190469328e-24,1.6789770518988e-24,1.6789825208688225e-24,2.4587764364247994e-12,2.9492592328798881e-10,1.5718677700182271e-16,2.6271198897273597e-19,4.3911697600033406e-14,5.2124203380162184e-14,1.1770643938328819e-18,1.3764282349874786e-16,3.1776196802277849e-25,2.0598834264409236e-21,3.8065422046220573e-19,3.6985549200712087e-19,8.8713609935262174e-21,9.4917154144045521e-22,3.6201326256637616e-24,1.085640548774915e-21,1.237646395135005e-25
6.154090736165411e-10,0.3627042594463318,154.0,0.0,0.0,0.0,0.99998508666969721,1.0,18.99999637579571,1.4299890764137583e-06,6.5960341323767507e-06,3.1169503408054515e-06,3.5514858412944655e-06,1.0753067956358e-11,2.1071366930515761e-10,7.7752846753508471e-08,2.8619784625088096e-14,6.5459336914565606e-08,7.239878371782251e-08,1.2838007057743013e-13,2.7641906741083795e-09,1.6074472354131156e-15,6.2779895916935744e-11,1.6792538941774714e-11,1.6824859911751436e-11,1.8754694879893699e-14,1.3564997857141842e-14,1.9181462031751771e-10,1.9522172395731658e-24,1.8957784828665789e-24,1.8957847894137699e-24,2.6086785493394754e-12,3.0616736976409652e-10,1.6866999405659943e-16,2.6912849826101432e-19,4.5668343728194464e-14,5.4208676715352248e-14,1.2772278456220754e-18,1.4548724068201401e-16,3.5164669053288056e-25,2.185664151704476e-21,4.1216311032553169e-19,4.0032427219672713e-19,9.7811675239336472e-21,1.0671436180422729e-21,4.0707079897196353e-24,1.1995786706673295e-21,1.4203683048543238e-25
