Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345)
6.40113804107993e-07,0.5667902893967606,154.0,0.0,0.0,0.0,0.79557815455824166,1.0,18.969843329168185,0.013282201195655293,0.032606586368741149,0.015707177379418649,0.0047396842930972523,1.4491623926450173e-08,3.074978214782209e-08,0.014933434485029319,3.1094606763120607e-11,0.019434831264084945,9.5580734636636872e-05,7.9320624407382434e-11,0.042992247324914613,1.0597721725652683e-12,6.010470858306256e-06,0.0083385763616077198,0.013910593565538299,3.1615391845948619e-06,2.0552346787102867e-06,0.027041139712495724,5.7722506796423011e-05,0.00059409675725531391,0.00070902786277104134,0.019393873807449349,0.0013142426373539884,0.0042904446666933811,1.4518630219585228e-11,1.078594501078539e-06,8.0752482553317828e-07,0.0028448289748018475,4.8064415667741829e-07,1.4415612287202368e-07,2.5949537912202303e-10,4.095456774872473e-05,2.8333915505960206e-06,7.2737467154489386e-05,1.5185396613721128e-05,7.5248580094551322e-06,0.00023086431000969191,5.3188750268905101e-06,2.5460123781821205e-05,2.876138331655648e-12,0.00012098981030149707,2.0943051089714354e-05,7.9317990619317395e-07,2.3939635649113411e-07,1.662700816128051e-10,7.891799957860402e-10,3.1450676503744533e-06,6.6828443279720619e-13,2.1960093665370692e-09,8.1772203089959696e-11,8.9511164327584804e-07,6.5462670533300115e-10,4.6780273700988165e-10,1.6326406394296025e-09,5.7678014560359851e-15,6.1936700006374942e-16,7.283614496340006e-10,4.032789796582766e-19,1.5767783381266188e-13,6.6522748492309107e-08,3.2812789407240427e-15
6.50761954890364e-07,0.5667897017945047,154.0,0.0,0.0,0.0,0.79281653584910172,1.0,18.969325355646507,0.013397840020933565,0.032601633671719324,0.015628966858312384,0.0047159676262853766,1.4489042165279655e-08,3.0657824332816721e-08,0.01515042397341552,3.098667102098537e-11,0.019727169760803402,9.5563708056748358e-05,7.8923715939234301e-11,0.043873135635576731,1.059583387742962e-12,5.9805501373696331e-06,0.0083977502079339971,0.014172393481153536,3.1838911011263141e-06,2.0697651328108852e-06,0.027718566140245322,5.8632575150795395e-05,0.0006168694583476357,0.00073915495921452682,0.019805015255455569,0.0013158333302088151,0.004405440158869762,1.4881907851788984e-11,1.094864031657853e-06,8.1929160308212468e-07,0.0029397879244192453,4.9269288989842201e-07,1.489869801774176e-07,2.6499991138232833e-10,4.1994503662304339e-05,2.8945674089879341e-06,7.486607544642516e-05,1.5629745141249954e-05,7.7477212410910991e-06,0.00024181083365455494,5.4773953576301411e-06,2.6818927624027626e-05,2.9613207364335208e-12,0.00012744355483168142,2.2060084948335589e-05,8.427944490494701e-07,2.5436735148190525e-07,1.7667052499120041e-10,8.3968295797379182e-10,3.3463795512192395e-06,7.1098586010338566e-13,2.3332186050186201e-09,8.6881503673561162e-11,9.6626871753968354e-07,7.0664784764446038e-10,5.0497755999051724e-10,1.7623815595908349e-09,6.1284992042458066e-15,6.6858618680336658e-16,7.861773287840609e-10,4.3529046072433502e-19,1.7019398606145101e-13,6.9360080127738835e-08,3.4864784321045047e-15
6.61410105672735e-07,0.5667891185148108,154.0,0.0,0.0,0.0,0.790072423262,1.0,18.96881043142626,0.013511021015532334,0.032591853206331428,0.015550610172424392,0.0046922088570658538,1.4484317333467689e-08,3.056647459409438e-08,0.015366515919665971,3.0879420597918331e-11,0.020018634937941742,9.5532545500307502e-05,7.8526102804432549e-11,0.044750757633206552,1.0592378742441672e-12,5.9505727125738737e-06,0.0084541941240902328,0.014432885478370766,3.2052073336694449e-06,2.0836223142266936e-06,0.028395146745684736,5.9507909560612169e-05,0.00063975724011322988,0.0007696700923990439,0.020213065594028416,0.001317305118936573,0.0045203654074104276,1.5244714284554788e-11,1.1110849320214145e-06,8.3100969517616653e-07,0.0030352337290651464,5.0472664777563528e-07,1.5384293588211108e-07,2.7046314054669529e-10,4.3033087674024148e-05,2.9553105306731788e-06,7.6999464185208743e-05,1.6075081679499618e-05,7.9711123746107158e-06,0.0002530094218866575,5.6362957606731629e-06,2.8214525175720028e-05,3.046704915004782e-12,0.0001340719128960871,2.3209099461574089e-05,8.942477759982435e-07,2.6989280597077806e-07,1.8745642378261404e-10,8.9211206131216902e-10,3.5553714582309316e-06,7.5531974585009203e-13,2.4758154895709681e-09,9.2191429571105397e-11,1.041771792260784e-06,7.6184459293947306e-10,5.4442170018137806e-10,1.9000424497954121e-09,6.5025556031403595e-15,7.2080993436148818e-16,8.4751735592154692e-10,4.692531911623249e-19,1.8347305628806679e-13,7.223424291483513e-08,3.6992776058700032e-15
6.709934413768689e-07,0.566788597365062,154.0,0.0,0.0,0.0,0.78761756590525223,1.0,18.968349621899698,0.013610813484772484,0.032579146156190446,0.015480043061474109,0.0046708137581954658,1.4478331581212173e-08,3.0484778596211642e-08,0.015560235758013227,3.0783473149082087e-11,0.020280211679936214,9.5493068471666734e-05,7.8168046813596856e-11,0.045537737218074088,1.0588001574084293e-12,5.9235747926794419e-06,0.0085027520425672229,0.014666208595724539,3.223541593895463e-06,2.0955409839100901e-06,0.029003222287738061,6.0266614992850897e-05,0.00066043917598967343,0.00079745078367704373,0.020577639145254838,0.0013185371849461264,0.0046237200371768749,1.5570770990917447e-11,1.1256424292564536e-06,8.4151459537483136e-07,0.0031215163861130018,5.1554201984168895e-07,1.5823297025853927e-07,2.7534434485841782e-10,4.3966511368197894e-05,3.0096045240114513e-06,7.8923160309042926e-05,1.6476637156906743e-05,8.1725680154966095e-06,0.00026330224582570542,5.7795964741370688e-06,2.9501858776537551e-05,3.1237049469361337e-12,0.00014018595165283022,2.4270551632368805e-05,9.4213794054931933e-07,2.8434277301532867e-07,1.9749539544383048e-10,9.4095673678449706e-10,3.7500770023828683e-06,7.9662611306885518e-13,2.6088029497630264e-09,9.7143529626788136e-11,1.1135751781024173e-06,8.1433518786307616e-10,5.8193199844146444e-10,2.0309541948667318e-09,6.8507001705461369e-15,7.7047329129173397e-16,9.0584549478145301e-10,5.0154830002909218e-19,1.9610010408438805e-13,7.4851088551784395e-08,3.8973356434271986e-15
6.805767770810029e-07,0.5667880799077073,154.0,0.0,0.0,0.0,0.78517665978156692,1.0,18.967891307663908,0.013708672489919775,0.032562933299207404,0.01540949736457992,0.0046494267216228994,1.4470790056143862e-08,3.0403566952410271e-08,0.015753236906711352,3.0688071948432551e-11,0.020541089881054766,9.5443329193408143e-05,7.7810125704229651e-11,0.046321914003255062,1.0582486617028381e-12,5.8965845503888217e-06,0.0085492688772320774,0.014898470767220236,3.2411015986964773e-06,2.1069563294519287e-06,0.029610389483170213,6.0998345610089878e-05,0.00068118603834258374,0.00082551874914794736,0.020939659599745981,0.0013196891866997683,0.0047269854666018652,1.5896326560822665e-11,1.1401610288622503e-06,8.5198051178355501e-07,0.0032081299353609377,5.2634128469704129e-07,1.6264008191091462e-07,2.8019143069572673e-10,4.489857870911181e-05,3.0635396902819863e-06,8.0849933602159405e-05,1.6878826809235674e-05,8.3743652015796078e-06,0.00027379657184555705,5.9231426528399418e-06,3.0818684303775349e-05,3.2008355237193182e-12,0.00014643994141199873,2.5357893650775631e-05,9.9153528295626974e-07,2.9924716497029029e-07,2.0785030952490126e-10,9.9138229610641997e-10,3.9510860057807155e-06,8.3927281287979861e-13,2.7462336118503444e-09,1.0226108590943521e-10,1.1891506437258219e-06,8.6958182192041886e-10,6.2141178943963326e-10,2.1687395159284256e-09,7.2097932448522213e-15,8.2274424357732777e-16,9.672317630176208e-10,5.3553663319895686e-19,2.0938918477302848e-13,7.7495207956338e-08,4.1016222423104255e-15
6.901601127851368e-07,0.5667875662240315,154.0,0.0,0.0,0.0,0.78274959891086537,1.0,18.967435496939324,0.013804624670007874,0.032543391485704287,0.015339029742458026,0.0046280648312519122,1.4461771410181932e-08,3.0322836268747798e-08,0.015945523260735447,3.0593212456304149e-11,0.020801273682021594,9.538384681073524e-05,7.7452625394564452e-11,0.047103221660226201,1.0575891408599231e-12,5.8696237128593108e-06,0.0085938222161042414,0.015129672730649224,3.2579168264812367e-06,2.1178875135750248e-06,0.030216552695647401,6.1703700088237926e-05,0.00070198514883155062,0.00085386167400115429,0.021299109596571886,0.0013207678315934048,0.0048301481360501063,1.6221329843298067e-11,1.1546409614804288e-06,8.6240765574741554e-07,0.0032950462706630768,5.3712273840099716e-07,1.6706283011820941e-07,2.8500416431924157e-10,4.5829180412988407e-05,3.117113008415822e-06,8.2779443512344704e-05,1.7281579488195106e-05,8.576467059618722e-06,0.00028449110260754512,6.0669075654179529e-06,3.2164843982239814e-05,3.2780825517201867e-12,0.00015283312845683177,2.6471109973311939e-05,1.0424469868194476e-06,3.1460812694221612e-07,2.185226719021496e-10,1.0433972145768883e-09,4.1584322978199656e-06,8.8326726771280585e-13,2.8881416191631911e-09,1.0754536991756409e-10,1.2686185942597635e-06,9.2767236965621172e-10,6.6292386918504377e-10,2.3136175727165983e-09,7.5798865083344346e-15,8.7770593278824609e-16,1.0317734800936694e-09,5.7127207448072866e-19,2.2336136636369261e-13,8.0165434917567064e-08,4.3121668043604758e-15
6.987851149188573e-07,0.5667871071978666,154.0,0.0,0.0,0.0,0.78057699533720615,1.0,18.967027412837624,0.013889373040413695,0.032523096661042146,0.015275718075283677,0.0046088734234230513,1.4452453393089538e-08,3.0250588353156079e-08,0.01611797302593496,3.0508297180355694e-11,0.021034848787562149,9.5322390746421635e-05,7.7131449084082159e-11,0.047803894472921792,1.0569077296862414e-12,5.8454003744520122e-06,0.0086323039315853618,0.015336849284845749,3.2724374987414385e-06,2.1273270603789908e-06,0.030761166954463813,6.2316481841006565e-05,0.00072073891684789487,0.00087959548086659508,0.021620405247453893,0.0013216809834844692,0.0049228962807449546,1.651332092710375e-11,1.1676400297657136e-06,8.7175910829275625e-07,0.003373507594014784,5.4680949568834453e-07,1.7105553157336053e-07,2.8930609707638141e-10,4.6665385281788564e-05,3.16501753778581e-06,8.4518077864962707e-05,1.7644483058873381e-05,8.7585905967676512e-06,0.00029428626930635737,6.1964622508496926e-06,3.3401333275857657e-05,3.3476934999345302e-12,0.00015870536507970616,2.7495110311655132e-05,1.0895676256914659e-06,3.2882494858594939e-07,2.2840033289495229e-10,1.0915758845432326e-09,4.3504876557444512e-06,9.240201835012367e-13,3.0197134919345159e-09,1.12444765935248e-10,1.343567845800536e-06,9.824584026652558e-10,7.0207450994904998e-10,2.4502541600982134e-09,7.9224138792170715e-15,9.2954109551971154e-16,1.0926397704510313e-09,6.0497250642347855e-19,2.3653788074585276e-13,8.2590021955023769e-08,4.5070292415113892e-15
7.074101170525778e-07,0.5667866513411619,154.0,0.0,0.0,0.0,0.77841544631711701,1.0,18.966621364540295,0.013972617130182495,0.032500358315182831,0.015212545054455115,0.0045897251135003777,1.444205143955372e-08,3.0178724499548791e-08,0.016289849738257749,3.0423814284723898e-11,0.021267867731582631,9.5253785123802524e-05,7.6810994026008558e-11,0.048502151623155458,1.0561470481687742e-12,5.8212297707886966e-06,0.0086693101140818078,0.015543169956233407,3.2863985468658439e-06,2.1364028091859579e-06,0.031304833840994049,6.2908870779220419e-05,0.00073951652636954275,0.000905533778358772,0.021939599474604214,0.0013225438257946558,0.0050155425001656108,1.6804792929726965e-11,1.1806081288479374e-06,8.8107947696613298e-07,0.0034521735629046034,5.564794358267567e-07,1.7505881661145718e-07,2.9357994350633582e-10,4.7500253070851671e-05,3.2126254489732001e-06,8.625845098507715e-05,1.8007742853547859e-05,8.9409091627880509e-06,0.00030424156888626271,6.3261565953402708e-06,3.4661327812115559e-05,3.4173789917678096e-12,0.00016468913152184475,2.8540034051796421e-05,1.1379242850809808e-06,3.434143898756271e-07,2.3853709492773856e-10,1.1410531669694323e-09,4.5477210537922127e-06,9.6587467825721559e-13,3.1549599613395589e-09,1.1748099696370664e-10,1.4218566656053161e-06,1.0396842198912825e-09,7.4296864455740443e-10,2.5929755824351751e-09,8.2739188142057539e-15,9.8368463272349553e-16,1.1562128203784337e-09,6.401716163125791e-19,2.5030036245175212e-13,8.5034029628806666e-08,4.7069989786016742e-15
7.160351191862984e-07,0.566786198701912,154.0,0.0,0.0,0.0,0.77626487729476434,1.0,18.966217353863108,0.01405437566262622,0.032475287943700096,0.015149541493517053,0.0045706291865926013,1.4430615242737444e-08,3.0107241251986823e-08,0.016461156178079708,3.0339761587177085e-11,0.021500333467633536,9.5178356993675075e-05,7.6491415556279099e-11,0.049197954169088565,1.0553107273302384e-12,5.7971237190645186e-06,0.0087048930489449679,0.015748636821139934,3.2998198260441201e-06,2.1451276677127618e-06,0.031847495426992431,6.3481344603698913e-05,0.00075830970109337951,0.00093166827521568572,0.022256686164744605,0.0013233601710139653,0.0051080788578899061,1.709571487383005e-11,1.1935454232395733e-06,8.903689126307889e-07,0.0035310261177716822,5.6613152666894075e-07,1.7907175924424203e-07,2.9782562085502855e-10,4.833372049555074e-05,3.2599355427738233e-06,8.8000356304049251e-05,1.8371315728470204e-05,9.1234003819500781e-06,0.00031435602456559002,6.4559743820969871e-06,3.5944701479675013e-05,3.4871304748115351e-12,0.00017078382550065843,2.9605860153918292e-05,1.1875206669612243e-06,3.5837755138002088e-07,2.4893373402535369e-10,1.1918335720516331e-09,4.7501504993664815e-06,1.0088347580486192e-12,3.2939016776736079e-09,1.2265483202370432e-10,1.5035740142724732e-06,1.0994147360924226e-09,7.8565266173616156e-10,2.7419437375630253e-09,8.6344278294194833e-15,1.0401979628043388e-15,1.2225645137962596e-09,6.7690920483501143e-19,2.6466437312029659e-13,8.7496672375144375e-08,4.9120911005396277e-15
7.246601213200189e-07,0.5667857493248182,154.0,0.0,0.0,0.0,0.77412521447661897,1.0,18.965815381489158,0.014134667146294031,0.032447992061442825,0.015086735369705296,0.0045515940713803009,1.4418191935413594e-08,3.0036138195238298e-08,0.016631895107524601,3.0256134038068686e-11,0.021732248929150412,9.5096419325872147e-05,7.6172854841144688e-11,0.049891265842653118,1.0544022237137892e-12,5.7730929493326116e-06,0.0087391036408896814,0.015953252355916849,3.3127206846779805e-06,2.1535142120298157e-06,0.032389097134855722,6.403438885783721e-05,0.00077711046646046663,0.00095799090014268276,0.02257166096446386,0.0013241335420183036,0.0052004979535439262,1.7386057641402671e-11,1.2064520763321701e-06,8.9962756515903242e-07,0.0036100479213672957,5.7576479575443779e-07,1.8309347044844822e-07,3.0204307008491764e-10,4.916572880639938e-05,3.3069468905938947e-06,8.9743599006799292e-05,1.8735160998421242e-05,9.3060431489940658e-06,0.00032462865235739031,6.5859003168416583e-06,3.7251325281326302e-05,3.5569398822242904e-12,0.00017698883098883646,3.0692564919820846e-05,1.2383600143057591e-06,3.7371539509333537e-07,2.5959093002543956e-10,1.2439211102010123e-09,4.9577920063829887e-06,1.0529040079073741e-12,3.4365580160726886e-09,1.2796699265277014e-10,1.5888091524994942e-06,1.1617150815012571e-09,8.3017310417592516e-10,2.897321060813539e-09,9.0039641022823455e-15,1.0991427080602094e-15,1.2917669709930201e-09,7.1522520349132661e-19,2.7964552558306748e-13,8.9977185367215327e-08,5.1223187928830935e-15
7.332851234537394e-07,0.5667853032513979,154.0,0.0,0.0,0.0,0.77199638478992993,1.0,18.965415447056429,0.014213509877434556,0.032418572446616084,0.015024152043548577,0.0045326274063674961,1.4404826948681339e-08,2.996541159339711e-08,0.016802069270653079,3.0172930029685279e-11,0.021963617029655082,9.5008270551160396e-05,7.5855439692860537e-11,0.050582052910956868,1.0534248536208585e-12,5.7491471886236799e-06,0.0087719914017831378,0.016157019397508424,3.3251199150091141e-06,2.1615746602722069e-06,0.032929587564769727,6.4568494657730422e-05,0.0007959111477661273,0.0009844938030644226,0.022884521139292697,0.001324867195211848,0.0052927928863281213,1.7675793748455432e-11,1.2193282504074647e-06,9.0885558344242788e-07,0.0036892223374270713,5.8537832722839702e-07,1.8712309707935485e-07,3.0623225371363716e-10,4.9996223495824882e-05,3.3536588131864228e-06,9.1487995380931366e-05,1.9099240300959372e-05,9.4888175588044603e-06,0.00033505846225853798,6.7159199767099779e-06,3.8581067617561665e-05,3.6267996059266748e-12,0.00018330351956341814,3.1800122181204634e-05,1.2904451231820429e-06,3.8942874827085877e-07,2.7050926904539809e-10,1.2973193049317809e-09,5.1706596466565122e-06,1.0980856027243627e-12,3.5829471069594587e-09,1.3341815403647504e-10,1.6776516062068976e-06,1.2266505765330747e-09,8.7657665049645618e-10,3.0592704617299721e-09,9.3825475639455105e-15,1.1605806707020676e-15,1.3638925204837884e-09,7.5515965913421928e-19,2.9525947772121913e-13,9.2474824645023738e-08,5.3376933943738893e-15
7.419101255874599e-07,0.5667848605201302,154.0,0.0,0.0,0.0,0.76987831584811972,1.0,18.96501754923181,0.014290921942378958,0.032387126359112298,0.014961814447372266,0.0045137360966753621,1.4390563631100258e-08,2.9895058004209399e-08,0.016971681393627782,3.0090147452309096e-11,0.022194440662929721,9.4914195888808815e-05,7.553928559425715e-11,0.051270284052471721,1.0523817844340044e-12,5.725295232942578e-06,0.0088036044505308466,0.01635994111012572,3.3370357883410665e-06,2.1693208901134214e-06,0.033468918339144012,6.5084156759246374e-05,0.00081470436664402577,0.0010111693546871062,0.023195265452479387,0.0013255641401808376,0.005384957223535795,1.7964897346715783e-11,1.2321741066472686e-06,9.1805311540091087e-07,0.0037685334091807133,5.9497125907098756e-07,1.9115982077842427e-07,3.103931543510676e-10,5.0825154041057174e-05,3.4000708623423913e-06,9.3233372231168001e-05,1.9463517474244854e-05,9.6717048435549234e-06,0.0003456444592592181,6.8460197644911964e-06,3.9933794532711723e-05,3.6967024725131853e-12,0.00018972725157700954,3.2928503465684061e-05,1.3437783547789217e-06,4.0551830695250675e-07,2.8168924604793509e-10,1.3520312056708034e-09,5.3887656009908461e-06,1.1443823179290301e-12,3.7330858664684227e-09,1.3900894613787291e-10,1.770191133602824e-06,1.2942867076156797e-09,9.2491009794266584e-10,3.227955263897484e-09,9.7701949841711985e-15,1.224573810015482e-15,1.4390136724137904e-09,7.9675271918142082e-19,3.1152192674112317e-13,9.4988867083723501e-08,5.5582244452579345e-15
7.496726275078084e-07,0.56678446494894,154.0,0.0,0.0,0.0,0.76798119493782657,1.0,18.964661180659519,0.014359384362277275,0.032357169154493215,0.01490593784437361,0.0044968035046897793,1.4376992575449127e-08,2.9832058341297623e-08,0.017123853998847926,3.0015999388378824e-11,0.022401718789329731,9.4824688029054451e-05,7.5255911500122399e-11,0.051887482725907277,1.0513893440756758e-12,5.7039152487576371e-06,0.008831004967385021,0.016541850749978416,3.3473614944233549e-06,2.1760333883745787e-06,0.033953286865277155,6.5532893734870611e-05,0.00083160602051314655,0.0010353188371622327,0.023473126368590801,0.0013261623079631141,0.0054677885052637583,1.8224529719742452e-11,1.2437095878515487e-06,9.2630494983542106e-07,0.003840017556701142,6.0358661389095051e-07,1.94798290894613e-07,3.1411378368807668e-10,5.1569815452424993e-05,3.4415851171002729e-06,9.4804914595039333e-05,1.9791507902980606e-05,9.8363852654774409e-06,0.00035530457085355624,6.9631674758834803e-06,4.1170788139339498e-05,3.7596463429817121e-12,0.00019560130567761863,3.3961825895441753e-05,1.3928470186878186e-06,4.2032103783665663e-07,2.9197526345933998e-10,1.4023972833150307e-09,5.5895483019916158e-06,1.1870047699122698e-12,3.8714297431928446e-09,1.4416052840780743e-10,1.8567120533370568e-06,1.357522509233227e-09,9.7009902640298981e-10,3.3856656284715374e-09,1.0126838727673253e-14,1.284403629898805e-15,1.5092440048883428e-09,8.3563783155478228e-19,3.2672559673303043e-13,9.7264949028065819e-08,5.7611176297472944e-15
7.574351294281569e-07,0.5667840721376284,154.0,0.0,0.0,0.0,0.76609268026059185,1.0,18.964306457730608,0.014426715318380145,0.032325710758080557,0.014850290683967886,0.0044799411008894395,1.436275619452728e-08,2.9769357616144231e-08,0.017275575507847387,2.9942187814463032e-11,0.022608560307482317,9.4730791805849941e-05,7.4973712058025749e-11,0.052502567911317896,1.050348247236822e-12,5.6826229088237574e-06,0.0088574439472690614,0.016723081182128494,3.3573226358900077e-06,2.1825088923731594e-06,0.034436647901866957,6.5967455813330914e-05,0.0008484909198831366,0.0010595969100137687,0.023749274536490509,0.0013267348777622149,0.0055505050599052776,1.8483613386412549e-11,1.2552207572541722e-06,9.3453231586440826e-07,0.0039115892840853178,6.1218406831138504e-07,1.9844132423248196e-07,3.1781151738037231e-10,5.2313140308606678e-05,3.4828562487954908e-06,9.6377006353794758e-05,2.0119607504486971e-05,1.0001130585133055e-05,0.00036508965421267869,7.0803608731531383e-06,4.2426188521705513e-05,3.822615018563551e-12,0.00020156267874665905,3.5011967296750559e-05,1.4429293652035735e-06,4.3542928563105556e-07,3.0247377430921501e-10,1.4538311403376854e-09,5.7945887328121875e-06,1.2305338849297007e-12,4.0128342775430036e-09,1.494260839624593e-10,1.9463661646606241e-06,1.4230469113214773e-09,1.0169234112996138e-09,3.5490837754671059e-09,1.0490843322051879e-14,1.3463987836524108e-15,1.5820126978601057e-09,8.7592838271256857e-19,3.4247877852305626e-13,9.9553250572607916e-08,5.968198372553761e-15
7.651976313485054e-07,0.5667836821083396,154.0,0.0,0.0,0.0,0.76421272034936361,1.0,18.96395337772768,0.014492927568793444,0.032292813502707067,0.014794885321223418,0.0044631526019674773,1.4347882324022767e-08,2.9706952904822803e-08,0.017426847871436415,2.9868711680770964e-11,0.022814967286600322,9.4632689885592011e-05,7.4692749385352021e-11,0.05311552132515783,1.0492605256726675e-12,5.661422953039699e-06,0.0088829535976227593,0.016903635273597152,3.3669314376683182e-06,2.188755349492696e-06,0.034918971880683061,6.638820445743376e-05,0.00086535428462621521,0.0010839984652279812,0.024023711726414824,0.0013272836015447906,0.0056331030559989888,1.8742132553579188e-11,1.2667077301083122e-06,9.4273531933685568e-07,0.0039832382855969836,6.2076309543851416e-07,2.0208839214702099e-07,3.2148637855057396e-10,5.3055099114615901e-05,3.5238843441496748e-06,9.7949540925617117e-05,2.044779403305513e-05,1.0165929248783361e-05,0.00037499897720351177,7.1975915890591553e-06,4.3699894027608065e-05,3.8856040832135427e-12,0.00020761088542847126,3.607890273750476e-05,1.4940262595202301e-06,4.5084329954902043e-07,3.1318495995766941e-10,1.5063340651767337e-09,6.0038920453547095e-06,1.2749708985938359e-12,4.1573093982942996e-09,1.5480598255564987e-10,2.0392192575467527e-06,1.4909079062136696e-09,1.0654175484276462e-09,3.7183293980696609e-09,1.0862214771629818e-14,1.4106046787085034e-15,1.6573728867513043e-09,9.1765379268478786e-19,3.5879297501798843e-13,1.0185328741409314e-07,6.179470089506421e-15
7.729601332688539e-07,0.5667832948814833,154.0,0.0,0.0,0.0,0.76234126411491998,1.0,18.963601937458499,0.014558033739667103,0.032258537251385867,0.014739732925987136,0.0044464413668371403,1.4332397332351884e-08,2.9644844331306543e-08,0.017577673029060235,2.9795566878259955e-11,0.023020941783343393,9.4530558243515546e-05,7.4413079735136327e-11,0.053726325987413441,1.0481281179916291e-12,5.6403196668980353e-06,0.0089075652317209646,0.017083516034908288,3.376199807785561e-06,2.1947804979481607e-06,0.035400230865270943,6.6795499571391294e-05,0.00088219151772699392,0.0011085185357674085,0.02429644042819672,0.0013278101114587563,0.005715578900639038,1.9000072368866733e-11,1.2781706209679031e-06,9.5091406548497884e-07,0.0040549546485867186,6.2932319744668709e-07,2.0573898612757527e-07,3.2513840010132826e-10,5.3795664422124045e-05,3.564669601656612e-06,9.9522417314094414e-05,2.0776046411285292e-05,1.0330770306974527e-05,0.00038503180657208888,7.3148516950639712e-06,4.4991801996370549e-05,3.9486093518156163e-12,0.00021374543556073323,3.7162606142109589e-05,1.5461383109319336e-06,4.6656325155805882e-07,3.2410894815516773e-10,1.5599070665660412e-09,6.2174622758316473e-06,1.3203168106674437e-12,4.3048643121226637e-09,1.6030056705111702e-10,2.135337196763944e-06,1.5611535384445156e-09,1.1156157708657643e-09,3.8935223197548448e-09,1.1240957219633321e-14,1.4770667719142321e-15,1.7353777635948568e-09,9.60843512789623e-19,3.7567970140497041e-13,1.0416458857341492e-07,6.3949351376860278e-15
7.807226351892024e-07,0.5667829104757955,154.0,0.0,0.0,0.0,0.76047826083127112,1.0,18.963252133291142,0.014622046326530545,0.032222939506160404,0.014684843568007993,0.0044298104228221013,1.431632688260296e-08,2.9583030038439223e-08,0.017728052908884538,2.9722752044517071e-11,0.023226485841908288,9.4424565515431212e-05,7.4134753916260679e-11,0.054334966161106495,1.0469528960013588e-12,5.6193169146484197e-06,0.0089313092768343507,0.017262726605361704,3.3851392826142026e-06,2.2005918407170818e-06,0.035880398474575706,6.7189698738888184e-05,0.00089899820217479299,0.0011331522941772224,0.024567463796060833,0.0013283159285570367,0.0057979292250434824,1.9257418751398505e-11,1.2896095436925552e-06,9.5906865892877277e-07,0.0041267288412124943,6.3786390421854995e-07,2.0939261717008947e-07,3.2876762374696118e-10,5.4534810708062263e-05,3.6052123232138827e-06,0.00010109553982371499,2.1104344669495554e-05,1.0495643383627636e-05,0.00039518740839254241,7.4321336790762807e-06,4.6301808872321725e-05,4.0116268584769216e-12,0.00021996583471462275,3.826305037037595e-05,1.5992658795472918e-06,4.8258923857915208e-07,3.3524581438335327e-10,1.614550880840475e-09,6.4353023738926762e-06,1.3665723912743194e-12,4.4555075210052463e-09,1.6591015407996941e-10,2.234785904336211e-06,1.6338318921408709e-09,1.1675524400188118e-09,4.0747824626863402e-09,1.1627073001196066e-14,1.5458305575564769e-15,1.816080562959609e-09,1.0055270179192952e-18,3.9315048205416225e-13,1.0648669626772328e-07,6.6145948455324219e-15
7.884851371095509e-07,0.566782528908433,154.0,0.0,0.0,0.0,0.75862366012404681,1.0,18.962903961183958,0.014684977695587896,0.032186075504268864,0.014630226289578184,0.0044132624865329435,1.4299695767512954e-08,2.9521505920668918e-08,0.017877989427871149,2.9650267198982602e-11,0.023431601494108226,9.4314873309256025e-05,7.3857817204759698e-11,0.054941427298701245,1.0457366649743261e-12,5.5984181661095007e-06,0.0089542152865193479,0.017441270240918474,3.3937610743789821e-06,2.2061966668582664e-06,0.036359449815008667,6.7571156611747314e-05,0.00091577009731683265,0.0011578950505810638,0.024836785602124722,0.0013288024700165652,0.0058801508723213243,1.9514158396580541e-11,1.3010246114519871e-06,9.6719920368013379e-07,0.0041985517004919761,6.4638477213122371e-07,2.130488151669618e-07,3.3237409940346218e-10,5.5272514269487532e-05,3.645512907052411e-06,0.00010266881780434176,2.1432669894613581e-05,1.0660538648753928e-05,0.00040546504843818552,7.5494304255131552e-06,4.7629810301460242e-05,4.0746528460042954e-12,0.00022627158465507967,3.938020728603675e-05,1.6534090829964828e-06,4.9892128444888482e-07,3.465955832836329e-10,1.6702659790385179e-09,6.657414230953434e-06,1.4137381868403931e-12,4.6092468392279952e-09,1.7163503465126135e-10,2.3376313431219475e-06,1.7089910789523894e-09,1.2212619369486721e-09,4.2622298175860815e-09,1.2020562690615361e-14,1.6169415559496614e-15,1.8995345486166738e-09,1.051733799194695e-18,4.1121684765020822e-13,1.0881916572452287e-07,6.8384495397492627e-15
