Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997)
4.0023647365611e-10,0.7033591893050515,154.0,0.0,0.0,0.0,0.99985733064045024,1.0,18.999992292896152,1.4967449597332826e-05,4.8916560628575617e-05,4.1421851407579525e-05,7.5914884592327857e-06,1.7015656476018787e-11,4.5521771154857772e-08,1.2953632015160794e-05,5.107935796078266e-11,1.6617411200803846e-05,1.1173997208453738e-07,1.2359629031936744e-13,2.6483219509863267e-08,1.2087490425479564e-15,9.0254712424862837e-09,5.9648232901057576e-09,5.9677547217222266e-09,1.7818964073398525e-12,1.1483867311210972e-12,1.9425916786889291e-09,8.0263918003794262e-20,7.6265764012145543e-20,7.6271279429120208e-20,1.42809031645306e-11,3.8410376963845076e-09,5.4685727952773319e-15,2.0612666421789768e-18,1.1415378561153283e-10,8.879230217296341e-11,1.1480093396709894e-15,1.3629213459765707e-14,3.068366834933456e-21,2.0438948747341549e-19,9.2311737495953055e-17,8.9230711600466056e-17,2.7775197199858556e-18,9.1315322371572556e-20,7.3148555965763975e-21
4.159053566041962e-10,0.7033591878540387,154.0,0.0,0.0,0.0,0.99985174515828135,1.0,18.99999193094461,1.5553214006006589e-05,5.0831220333271798e-05,4.2982479913801322e-05,7.9487459219244228e-06,1.7681671974184882e-11,4.5521548378108563e-08,1.3461472363301032e-05,5.1079072620260555e-11,1.7268901953847904e-05,1.1612781285135903e-07,1.294127655594023e-13,2.859672633458084e-08,1.2562145867256614e-15,9.564440436388625e-09,6.5918668883549184e-09,6.5951069482266264e-09,1.9693047158421348e-12,1.269397144664352e-12,2.0981569615758285e-09,1.0213162959626134e-19,9.7056502832015718e-20,9.7063812824905615e-20,1.607230687383827e-11,4.144501815988656e-09,6.3372597493727767e-15,2.1779823786642271e-18,1.2288198399768465e-10,9.5573518438975705e-11,1.3574149356908465e-15,1.5111055961331071e-14,3.763602911802304e-21,2.30055034818707e-19,1.0807832507493603e-16,1.043487337986355e-16,3.3751473301957532e-18,1.1456589211089399e-19,9.2378634015080072e-21
4.2939666548372345e-10,0.7033591866042224,154.0,0.0,0.0,0.0,0.99984693590638041,1.0,18.999991619142797,1.6057560236378853e-05,5.24797692966034e-05,4.4326021613844106e-05,8.2564967093846066e-06,1.8255120677049232e-11,4.5521356520513799e-08,1.3898733061536715e-05,5.1078826927261958e-11,1.7829849362010156e-05,1.1990580541120167e-07,1.344232272657369e-13,3.0481494437784696e-08,1.2970830872666342e-15,1.0033727977134676e-08,7.1610615601693834e-09,7.1645818064703166e-09,2.139427701045609e-12,1.3792576307770512e-12,2.2369340228292974e-09,1.2471644451854768e-19,1.1853201883661973e-19,1.1854125321399885e-19,1.7729155402140957e-11,4.4150175211250074e-09,7.1645802917790266e-15,2.2806569854415573e-18,1.3063106103128615e-10,1.0159333770481797e-10,1.5602410723971109e-15,1.6460350286572972e-14,4.4598160337704087e-21,2.5379523153326725e-19,1.2319961025029714e-16,1.1882765436248487e-16,3.9679753249676891e-18,1.3828927139274453e-19,1.1213725458103308e-20
4.428879743632507e-10,0.7033591853540927,154.0,0.0,0.0,0.0,0.99984212664622041,1.0,18.999991307226782,1.6561895452087977e-05,5.4128297897216356e-05,4.5669405556705249e-05,8.5643530899483483e-06,1.8828562279952804e-11,4.5521164569804384e-08,1.4335991145254038e-05,5.1078581243888938e-11,1.8390794191317337e-05,1.236837511953681e-07,1.3943540812522712e-13,3.2426393025178304e-08,1.3379510818063501e-15,1.0507554887365947e-08,7.7576497013959913e-09,7.7614636480354664e-09,2.317742065895205e-12,1.4944180777644539e-12,2.3801845261445195e-09,1.5128905973111236e-19,1.4380274889122929e-19,1.4381432534345689e-19,1.9495476446954933e-11,4.6940693429483749e-09,8.0702193954916731e-15,2.3853495069147303e-18,1.3859456211621313e-10,1.0777907997275187e-10,1.7856127487863641e-15,1.7878484024082611e-14,5.2569020581725847e-21,2.791063433097732e-19,1.3985283190913724e-16,1.3475261876728527e-16,4.6408838885254159e-18,1.6590246421481956e-19,1.3528453732046035e-20
4.56379283242778e-10,0.7033591841037303,154.0,0.0,0.0,0.0,0.99983731737780701,1.0,18.999990995217207,1.7066219653317333e-05,5.5776806130875597e-05,4.7012652392460905e-05,8.8722944121954615e-06,1.940199678113627e-11,4.5520972809597888e-08,1.4773246615813131e-05,5.1078335555072346e-11,1.8951736443480615e-05,1.2746165019417543e-07,1.4444897191336001e-13,3.4431420781031969e-08,1.3788185702520299e-15,1.0985660916277863e-08,8.3818873677393993e-09,8.3860086567053329e-09,2.5043244434497846e-12,1.6149282407384705e-12,2.527911180738722e-09,1.8238464593592987e-19,1.7337870750460321e-19,1.7339311615430889e-19,2.1374694244753901e-11,4.9816570081969515e-09,9.0589607900875105e-15,2.4920611587379677e-18,1.4677061964292582e-10,1.1412926185146805e-10,2.0352172686996185e-15,1.9366294875900049e-14,6.1656497795339577e-21,3.060376726277574e-19,1.5813752183331335e-16,1.5221483298223292e-16,5.4016253116227835e-18,1.978839434658051e-19,1.6226632024634145e-20
4.698705921223053e-10,0.7033591828532076,154.0,0.0,0.0,0.0,0.99983250810114432,1.0,18.99999068313101,1.7570532840250302e-05,5.742529399334631e-05,4.8355779058965146e-05,9.1803037364350192e-06,1.9975424179268973e-11,4.5520781086418603e-08,1.5210499474748453e-05,5.1078089854146689e-11,1.9512676120435225e-05,1.3123950239795047e-07,1.4946364283656562e-13,3.6496576389470576e-08,1.4196855524934053e-15,1.1467800978331686e-08,9.0340159376531971e-09,9.0384583318345357e-09,2.6992470740407821e-12,1.7408350226265741e-12,2.6801166948127696e-09,2.1858835266542101e-19,2.0781765599685963e-19,2.0783546895487458e-19,2.3370230504529718e-11,5.2777802585529115e-09,1.0135729741226431e-14,2.6007931634236468e-18,1.5515738225827426e-10,1.2064241320058905e-10,2.3108089921150327e-15,2.0924579862262115e-14,7.1976099787218187e-21,3.3463849344571929e-19,1.7815627606640596e-16,1.7130805407432677e-16,6.2584208188522344e-18,2.3475219104594323e-19,1.9357023783053192e-20
4.833619010018325e-10,0.7033591816025796,154.0,0.0,0.0,0.0,0.99982769881623712,1.0,18.999990370982093,1.8074835013070268e-05,5.9073761480394028e-05,4.9698799459619684e-05,9.4883671570217364e-06,2.0548844473244777e-11,4.5520589099793828e-08,1.5647749723644425e-05,5.1077844168251848e-11,2.0073613224180886e-05,1.3501730779711107e-07,1.5447919449861928e-13,3.8621858534473648e-08,1.4605520284124672e-15,1.1953744211572494e-08,9.7142629697738456e-09,9.7190403462065643e-09,2.9025780619042519e-12,1.8721826408343462e-12,2.8368037756838372e-09,2.605379522634757e-19,2.4772764387433155e-19,2.4774952567038771e-19,2.5485504743476633e-11,5.5824388478394763e-09,1.1305593039545543e-14,2.7115467469728249e-18,1.6375301472392399e-10,1.2731707701223852e-10,2.6142095873432478e-15,2.2554097432905565e-14,8.3651219432394644e-21,3.649580559737818e-19,2.0001475277721968e-16,1.9212857395186419e-16,7.2199726509832661e-18,2.7706748832899062e-19,2.2972812493404013e-20
4.968532098813598e-10,0.7033591803518942,154.0,0.0,0.0,0.0,0.9998228895230904,1.0,18.999990058781876,1.8579126171960598e-05,6.0722208587784698e-05,5.1041725007460136e-05,9.7964732583392565e-06,2.1122257661089125e-11,4.5520397255516082e-08,1.6084997363769346e-05,5.1077598487096525e-11,2.0634547756312231e-05,1.387950663819776e-07,1.594954410421063e-13,4.0807265899875334e-08,1.5014179979252031e-15,1.2443273109783616e-08,1.0422843002836371e-08,1.0427969346344608e-08,3.1143816145954743e-12,2.0090127827203349e-12,2.9979751299001949e-09,3.0892651225317712e-19,2.9376957916215842e-19,2.937962980998375e-19,2.7723934570427888e-11,5.8956325397733533e-09,1.2573758989599851e-14,2.8243231202401452e-18,1.7255569777612494e-10,1.3415180929376252e-10,2.9473082566161035e-15,2.4255569459545845e-14,9.6813398463469005e-21,3.9704559075964553e-19,2.2382167043239379e-16,2.1477520351459583e-16,8.2954760381626389e-18,3.2543371303363551e-19,2.7131847939591454e-20
5.103445187608871e-10,0.703359179101189,154.0,0.0,0.0,0.0,0.99981808022170848,1.0,18.999989746539722,1.9083406317104677e-05,6.2370635311284701e-05,5.2384565078444545e-05,1.0104612661569589e-05,2.1695663741273409e-11,4.5520205621062129e-08,1.6522242396523815e-05,5.1077352784104913e-11,2.1195479718594031e-05,1.4257277814280727e-07,1.6451222977116896e-13,4.3052797169364436e-08,1.5422834609282793e-15,1.2936182711384306e-08,1.1159958309947744e-08,1.1165447707157493e-08,3.334718268740736e-12,2.1513647521944873e-12,3.163633463343143e-09,3.6450508806006072e-19,3.4665981984769788e-19,3.4669226032742659e-19,3.0088935932629961e-11,6.2173611060942818e-09,1.3945577398108961e-14,2.9391235013266292e-18,1.8156362798661096e-10,1.4114517895142293e-10,3.3120619414717183e-15,2.6029683131574477e-14,1.116025899022689e-20,4.309503121172351e-19,2.4968880618781566e-16,2.3934925710562962e-16,9.4946310815706079e-18,3.8050014032552128e-19,3.1896897486624081e-20
5.238358276404143e-10,0.7033591778504961,154.0,0.0,0.0,0.0,0.99981327091209615,1.0,18.999989434263348,1.9587675448685879e-05,6.4019041646660633e-05,5.3727327372403941e-05,1.0412777663789085e-05,2.2269062713120503e-11,4.5520013623122382e-08,1.6959484823570625e-05,5.1077107090354719e-11,2.1756409113127876e-05,1.4635044306999693e-07,1.6952943527617086e-13,4.5358451026484268e-08,1.5831484172859873e-15,1.3432279848241822e-08,1.1925799604240928e-08,1.1931666237942283e-08,3.5636451012359695e-12,2.2992756068615986e-12,3.333781481314074e-09,4.2808543833324222e-19,4.0717278875813725e-19,4.0721196461681353e-19,3.2583923322274441e-11,6.5476243250779906e-09,1.5426539562378925e-14,3.055949122659597e-18,1.9077501762477637e-10,1.4829576767518676e-10,3.710495506311676e-15,2.7877092747876606e-14,1.2816741893946489e-20,4.6672142100802396e-19,2.7773099450471905e-16,2.6595453727854444e-16,1.0827654535473854e-17,4.4296324804557814e-19,3.7335902864698002e-20
5.373271365199416e-10,0.7033591765998414,154.0,0.0,0.0,0.0,0.99980846159425851,1.0,18.999989121959054,2.0091933566887578e-05,6.5667427589679369e-05,5.5070018211506467e-05,1.0720961939542724e-05,2.2842454574505467e-11,4.5519821640670806e-08,1.7396724646151269e-05,5.1076861415260284e-11,2.2317335941475294e-05,1.5012806115391265e-07,1.745469545720032e-13,4.7724226154632863e-08,1.6240128669211169e-15,1.3931382443238154e-08,1.2720546703439794e-08,1.2726804847277433e-08,3.8012159281470934e-12,2.4527802871754743e-12,3.5084218886119414e-09,5.0054275775854347e-19,4.7614360692528122e-19,4.7619067583851541e-19,3.521230995653276e-11,6.8864219803084544e-09,1.7022278258257788e-14,3.174801191839379e-18,2.0018809452104984e-10,1.5560216982453972e-10,4.1447019038508065e-15,2.9798421418306101e-14,1.4666544224455926e-20,5.0440810770289718e-19,3.0806612593266325e-16,2.9469731981361517e-16,1.2305291499667861e-17,5.1356852449140763e-19,4.3522241998317074e-20
5.508184453994689e-10,0.703359175349247,154.0,0.0,0.0,0.0,0.99980365226819956,1.0,18.999988809632043,2.0596180671893144e-05,6.7315793136108319e-05,5.641264278494337e-05,1.1029160296190051e-05,2.3415839323407961e-11,4.5519630122589207e-08,1.7833961865464634e-05,5.1076615713702584e-11,2.287826020514366e-05,1.5390563238477095e-07,1.7956470311698374e-13,5.0150121237062808e-08,1.6648768097494686e-15,1.4433318854539077e-08,1.3544369154331609e-08,1.3551033167803693e-08,4.0474814916093005e-12,2.611911737798294e-12,3.6875573895996547e-09,5.828184271051564e-19,5.5447074527485312e-19,5.5452702426980122e-19,3.797750793019144e-11,7.2337538596731723e-09,1.8738567728320271e-14,3.2956809178956999e-18,2.0980110193144432e-10,1.6306299231531176e-10,4.6168423230222199e-15,3.1794262675731813e-14,1.6726340557977395e-20,5.440595538702609e-19,3.4081514604289534e-16,3.2568633896879697e-16,1.3938827021077725e-17,5.9311227807706265e-19,5.0534995997817412e-20
5.643097542789961e-10,0.7033591740987298,154.0,0.0,0.0,0.0,0.99979884293392474,1.0,18.999988497286576,2.110041676388596e-05,6.8964138281715044e-05,5.7755205352910578e-05,1.1337368469950122e-05,2.3989216959842194e-11,4.5519438212021697e-08,1.8271196483257536e-05,5.1076370007298051e-11,2.3439181906343704e-05,1.5768315675291568e-07,1.8458261149480822e-13,5.2636134956881327e-08,1.7057402456065316e-15,1.4937927260885868e-08,1.4397426821234969e-08,1.4404511144982664e-08,4.3024896359495836e-12,2.7767010219605784e-12,3.8711906882626388e-09,6.7592277741749792e-19,6.4311869167474666e-19,6.4318567380059013e-19,4.0882928348383144e-11,7.589619754527162e-09,2.0581323669835881e-14,3.4185895443908569e-18,2.1961229840326402e-10,1.7067685450749454e-10,5.1291463214762009e-15,3.3865182006334371e-14,1.9013749968364897e-20,5.8572493431349907e-19,3.7610205448451348e-16,3.5903277293398821e-16,1.5740097609412159e-17,6.8244344787215061e-19,5.8459221090146129e-20
5.778010631585234e-10,0.7033591728483052,154.0,0.0,0.0,0.0,0.99979403359143826,1.0,18.999988184926142,2.1604641843049387e-05,7.0612463022267304e-05,5.9097709413551619e-05,1.1645582958980543e-05,2.4562587481765083e-11,4.5519246006110447e-08,1.870842850085509e-05,5.1076124335752848e-11,2.400010104674557e-05,1.6146063424877065e-07,1.896006226914772e-13,5.5182265997050224e-08,1.7466031744129394e-15,1.544505508629945e-08,1.5279870439627107e-08,1.528738959099754e-08,4.5662854733823002e-12,2.9471774290481893e-12,4.0593244882585229e-09,7.8093786766923754e-19,7.4312063274019031e-19,7.4320000494442774e-19,4.3931981438415771e-11,7.9540194590103775e-09,2.2556603222941479e-14,3.5435282799480012e-18,2.2961995764203311e-10,1.7844238809410313e-10,5.6839119435000924e-15,3.6011718300187433e-14,2.1547361434515401e-20,6.2945341872318145e-19,4.14053904150626e-16,3.9485022947606526e-16,1.772150266676533e-17,7.824654144347609e-19,6.7386225518857443e-20
5.912923720380507e-10,0.7033591715979851,154.0,0.0,0.0,0.0,0.99978922424074534,1.0,18.999987872553625,2.2108855909566809e-05,7.2260767353533298e-05,6.0440157839586938e-05,1.1953800886766315e-05,2.5135950886058635e-11,4.5519054548513909e-08,1.9145657919163916e-05,5.1075878643401959e-11,2.4561017627483102e-05,1.6523806486255298e-07,1.946186898725091e-13,5.7788513040385997e-08,1.7874655961286326e-15,1.5954558460805519e-08,1.6191842137502018e-08,1.6199810706368692e-08,4.8389115400456e-12,3.1233685759166634e-12,4.251961492960252e-09,8.9902027388672798e-19,8.5558114849789402e-19,8.5567481075638944e-19,4.7128076645529046e-11,8.3269527694906447e-09,2.4670604958753211e-14,3.6704983144778723e-18,2.3982236837955004e-10,1.863582369910047e-10,6.2835058247091172e-15,3.8234385227116971e-14,2.4346759063196121e-20,6.75294173013529e-19,4.5480080043842214e-16,4.3325473175723246e-16,1.9896015833810782e-17,8.9413781021644938e-19,7.7413851291506811e-20
6.047836809175779e-10,0.7033591703477795,154.0,0.0,0.0,0.0,0.9997844148818501,1.0,18.99998756017138,2.2613058963621595e-05,7.3909051271281451e-05,6.1782552989583878e-05,1.2262019890864674e-05,2.5709307173636657e-11,4.5518862876547765e-08,1.9582884739939612e-05,5.1075632922208981e-11,2.5121931650779631e-05,1.6901544858452014e-07,1.9963677457834471e-13,6.0454874769559701e-08,1.8283275105511056e-15,1.6466301714900556e-08,1.7133475926135804e-08,1.7141908570961401e-08,5.1204079428803228e-12,3.305300502259031e-12,4.4491044054925372e-09,1.0314038887504305e-18,9.8167891899184494e-19,9.8178900474114593e-19,5.0474622713378649e-11,8.7084194841115221e-09,2.6929668867660021e-14,3.7995009062833583e-18,2.5021783424305908e-10,1.9442305722770707e-10,6.9303632844782051e-15,4.0533672540957851e-14,2.7432547121653211e-20,7.2329636016140742e-19,4.984759005887276e-16,4.7436470431204863e-16,2.2277196253525004e-17,1.0184783289285812e-18,8.8646760741911138e-20
6.182749897971052e-10,0.7033591690976965,154.0,0.0,0.0,0.0,0.99977960551475775,1.0,18.999987247781341,2.3117251005397107e-05,7.5557314771280217e-05,6.3124896799537803e-05,1.2570238031336361e-05,2.6282656343226857e-11,4.5518670394836804e-08,2.0020108964768132e-05,5.1075387246490057e-11,2.5682843118641332e-05,1.7279278540513678e-07,2.0465484522520991e-13,6.3181349867097051e-08,1.8691889175711546e-15,1.6980156904855688e-08,1.8104898162471027e-08,1.8113809606598471e-08,5.4108124980164785e-12,3.492997760457328e-12,4.6507559287633601e-09,1.1794027300885443e-18,1.1226694413253217e-18,1.122798339245707e-18,5.3975027752956774e-11,9.0984194024214582e-09,2.934027634764503e-14,3.9305372769643034e-18,2.6080467362562428e-10,2.0263551683917239e-10,7.6269884072301035e-15,4.291004731652481e-14,3.0826374876505752e-20,7.735091413880171e-19,5.4521541309243281e-16,5.1830095916832839e-16,2.4879199754534743e-17,1.156564533224108e-18,1.0119672780835611e-19
6.317662986766325e-10,0.7033591678477432,154.0,0.0,0.0,0.0,0.99977479613947295,1.0,18.999986935385106,2.3621432035076723e-05,7.7205557849298456e-05,6.446719085838921e-05,1.2878453715238754e-05,2.6855998389663889e-11,4.5518478840522882e-08,2.0457330594222473e-05,5.1075141571660307e-11,2.6243752031775441e-05,1.7657007531467928e-07,2.0967287587364091e-13,6.5967937015378355e-08,1.9100498172322278e-15,1.749600336675998e-08,1.9106227984775316e-08,1.9115633012934063e-08,5.7101608611604101e-12,3.6864835002397393e-12,4.8569187654907303e-09,1.3444137572251472e-18,1.2798877561672578e-18,1.2800381333652784e-18,5.763269930093643e-11,9.496952325069287e-09,3.1909050192746689e-14,4.0636085814537158e-18,2.7158121955762729e-10,2.1099429575859417e-10,8.3759541135149362e-15,4.5363955122583283e-14,3.4550961234923538e-20,8.2598167713291494e-19,5.9515859715280244e-16,5.651866821009077e-16,2.7716789955273502e-17,1.3095356601369234e-18,1.1518293397176069e-19
6.452576075561597e-10,0.7033591665979253,154.0,0.0,0.0,0.0,0.99976998675600015,1.0,18.999986622983965,2.4125602052843818e-05,7.885378050110545e-05,6.580943647031549e-05,1.3186665634342935e-05,2.7429333314638398e-11,4.5518287602159805e-08,2.0894549629871794e-05,5.1074895839029024e-11,2.6804658392167516e-05,1.8034731830330774e-07,2.1469084522871315e-13,6.8814634896638671e-08,1.950910209297892e-15,1.8013727297273589e-08,2.0137577723256594e-08,2.0147491178271586e-08,6.0184866504840196e-12,3.8857795484706066e-12,5.0675956182256605e-09,1.5279196939750037e-18,1.4547511825801241e-18,1.454926009219472e-18,6.145104436950432e-11,9.9040180535542136e-09,3.4642754581572172e-14,4.1987160905883911e-18,2.8254581957930128e-10,2.1949808571106691e-10,9.179902221770597e-15,4.7895821134300645e-14,3.8630119185357421e-20,8.8076312723907157e-19,6.4844776219612203e-16,6.1514741901043239e-16,3.0805349290420331e-17,1.478594423756116e-18,1.3073226877681428e-19
6.58748916435687e-10,0.7033591653482473,154.0,0.0,0.0,0.0,0.99976517736434445,1.0,18.999986310579015,2.4629761058881749e-05,8.0501982722470207e-05,6.7151634705778422e-05,1.3494872714093137e-05,2.8002661119164885e-11,4.5518094895004302e-08,2.1331766073777117e-05,5.1074650146426e-11,2.7365562202434553e-05,1.8412451436147462e-07,2.19708735798905e-13,7.1721442192967604e-08,1.9917700935675264e-15,1.8533221359445531e-08,2.1199053287036348e-08,2.1209490066728153e-08,6.3358215624410016e-12,4.0909064843457099e-12,5.2827891893715992e-09,1.731491857386341e-18,1.648762060325388e-18,1.6489646357551352e-18,6.5433469488361805e-11,1.0319616390022067e-08,3.7548295065924443e-14,4.3358610648120916e-18,2.9369683561444562e-10,2.2814559010826234e-10,1.0041543501557726e-14,5.0506051188124944e-14,4.3088780035097925e-20,9.3790265169543331e-19,7.052282674232349e-16,6.6831106241786667e-16,3.4160889960661889e-17,1.6650088146668576e-18,1.4797963487840108e-19
6.722402253152142e-10,0.7033591640987136,154.0,0.0,0.0,0.0,0.9997603679645104,1.0,18.999985998171102,2.5133909053373889e-05,8.2150164509162197e-05,6.8493786443293094e-05,1.3803074071843843e-05,2.8575981794796091e-11,4.5517902948580663e-08,2.1768979926265067e-05,5.1074404494313816e-11,2.7926463462969106e-05,1.8790166347956968e-07,2.247265332046618e-13,7.4688357586309388e-08,2.0326294702195117e-15,1.9054384311934421e-08,2.2290754528901549e-08,2.2301729583166507e-08,6.6621954809333425e-12,4.3018837102689036e-12,5.5025021812008787e-09,1.956792991275707e-18,1.8635104987434105e-18,1.8637444791727519e-18,6.9583380740279415e-11,1.0743747137099701e-08,4.0632718559505658e-14,4.4750446035762716e-18,3.0503264384529094e-10,2.3693552394408511e-10,1.0963657719010547e-14,5.3195032782106048e-14,4.7953017442632875e-20,9.9744941163611422e-19,7.656485213962133e-16,7.2480783806858445e-16,3.7800064806971899e-17,1.8701138957115836e-18,1.6706825754509581e-19
6.857315341947415e-10,0.703359162849327,154.0,0.0,0.0,0.0,0.99975555855650267,1.0,18.999985685760979,2.5638046036503607e-05,8.3798325856951231e-05,6.9835892403650188e-05,1.4111268982642614e-05,2.9149295342922002e-11,4.5517712314351045e-08,2.2206191188370976e-05,5.107415876207713e-11,2.8487362175073349e-05,1.9167876564768581e-07,2.2974422564699499e-13,7.7715379758463096e-08,2.073488339026124e-15,1.9577120660115585e-08,2.3412775589138593e-08,2.342430391719879e-08,6.9976365802123495e-12,4.5187295186637579e-12,5.7267372958686005e-09,2.2055801037560632e-18,2.1006771314552058e-18,2.1009465592239799e-18,7.3904183791009687e-11,1.1176410097760354e-08,4.3903213326723629e-14,4.6162679716704896e-18,3.1655163458831841e-10,2.4586661369115606e-10,1.1949093675196264e-14,5.5963136024441497e-14,5.3250071242932826e-20,1.0594525690059502e-18,8.2985998165416691e-16,7.8477029164108438e-16,4.1740178110438953e-17,2.0953135936542545e-18,1.8814999855788213e-19
6.992228430742688e-10,0.7033591616000904,154.0,0.0,0.0,0.0,0.99975074914032636,1.0,18.999985373349215,2.6142172008454258e-05,8.544646676160717e-05,7.1177953178074637e-05,1.441945685107553e-05,2.9722601769668804e-11,4.5517519631844002e-08,2.2643399862797682e-05,5.107391303754235e-11,2.9048258342188981e-05,1.9545582085618507e-07,2.347618034420224e-13,8.0802507391082309e-08,2.1143466995801058e-15,2.0101340327631227e-08,2.4565205219710071e-08,2.4577301867523345e-08,7.3421714218994779e-12,4.741461154965216e-12,5.9554972354243562e-09,2.4797073079625337e-18,2.3620358761340822e-18,2.3623452106284164e-18,7.8399283914622433e-11,1.1617605075213796e-08,4.7367108971572085e-14,4.7595325161564679e-18,3.2825221217120249e-10,2.5493759719825356e-10,1.3000769238020087e-14,5.881071453297836e-14,5.9008371064264358e-20,1.1239612867768753e-18,8.9801715435376127e-16,8.483332755534108e-16,4.5999196318707472e-17,2.3420824863564582e-18,2.1138567443824137e-19
7.12714151953796e-10,0.7033591603510062,154.0,0.0,0.0,0.0,0.9997459397159858,1.0,18.999985060936307,2.6646286969409219e-05,8.7094587218899757e-05,7.2519969251413479e-05,1.4727637188082796e-05,3.0295901062254292e-11,4.5517326869767902e-08,2.308060594994962e-05,5.1073667404635819e-11,2.9609151964809758e-05,1.9923282909559186e-07,2.3977925861230367e-13,8.3949739165675304e-08,2.1552045522395986e-15,2.0626958347101108e-08,2.5748127089921578e-08,2.5760807147742467e-08,7.6958250464716776e-12,4.9700948770140675e-12,6.1887847018220961e-09,2.7811286652921087e-18,2.6494566987019176e-18,2.6498108489644376e-18,8.3072086014893018e-11,1.2067331872816754e-08,5.1031876426587334e-14,4.9048392639798132e-18,3.4013279481096667e-10,2.6414722358878108e-10,1.4121671368266904e-14,6.1738106288198212e-14,6.5257559735382047e-20,1.1910247303302274e-18,9.7027759393037591e-16,9.1563393586207403e-16,5.0595758699972171e-17,2.611967585105356e-18,2.3694537894387405e-19
7.248563299453706e-10,0.7033591592269619,154.0,0.0,0.0,0.0,0.99974161122710292,1.0,18.999984779764034,2.7099981020018925e-05,8.8577878144471719e-05,7.3727745828501315e-05,1.5004992718010894e-05,3.0811864326868185e-11,4.5517155276335132e-08,2.3474089216448654e-05,5.1073446261149815e-11,3.0113954049838776e-05,2.0263209634427891e-07,2.4429485798653184e-13,8.683363571434617e-08,2.1919761851968146e-15,2.1101143814749816e-08,2.6838892924660081e-08,2.6852110988414634e-08,8.0219294068752853e-12,5.1809241960839385e-12,6.4026166901246974e-09,3.0774422080838427e-18,2.9320436270653892e-18,2.9324427080412756e-18,8.7432356964593192e-11,1.2479380534420689e-08,5.4508201138668856e-14,5.0373624621294847e-18,3.5097792726365509e-10,2.7255340216190653e-10,1.519219641831762e-14,6.444126657774884e-14,7.132703529257673e-20,1.2536067566317643e-18,1.0389529576317835e-15,9.7951543268979917e-16,5.5037221016555034e-17,2.8759669087006118e-18,2.6208447337498023e-19
7.369985079369452e-10,0.7033591581030441,154.0,0.0,0.0,0.0,0.99973728273161444,1.0,18.999984498591406,2.7553666152004312e-05,9.0061152501170116e-05,7.4935486760238751e-05,1.5282341578427615e-05,3.1327821821277192e-11,4.5516982837179827e-08,2.3867570389488446e-05,5.1073225050715999e-11,3.0618754076654333e-05,2.0603132553281542e-07,2.4881034878432549e-13,8.976621458853479e-08,2.2287474061557083e-15,2.1576341694534204e-08,2.7954475778599967e-08,2.7968244134557759e-08,8.3554553876288736e-12,5.3965571925991442e-12,6.6201201332871335e-09,3.399101221925814e-18,3.2388397499879436e-18,3.2392885074020098e-18,9.194180589055279e-11,1.2898339667838357e-08,5.8159043319929953e-14,5.1715418984264271e-18,3.6196645991930154e-10,2.8106998109880874e-10,1.6323545275099406e-14,6.7209563344074212e-14,7.7842509188809809e-20,1.3183337798831454e-18,1.1112012061616746e-15,1.0466405669322985e-15,5.9782303012618554e-17,3.1612370054305287e-18,2.8938932714449141e-19
7.491406859285198e-10,0.7033591569792532,154.0,0.0,0.0,0.0,0.99973295422952391,1.0,18.999984217418611,2.8007342365499054e-05,9.1544410285911341e-05,7.6143192246921893e-05,1.5559683565927418e-05,3.1843773532265634e-11,4.5516808579336405e-08,2.4261049470374324e-05,5.1073003994883533e-11,3.1123552046913621e-05,2.0943051665446176e-07,2.5332572767764256e-13,9.2747474826758686e-08,2.2655182155475808e-15,2.2052499540127752e-08,2.9094927195281891e-08,2.9109258157484616e-08,8.6964184146127999e-12,5.6170038820629275e-12,6.8412970008651981e-09,3.7477492074825904e-18,3.5714188574359487e-18,3.5719224396297176e-18,9.6602914263771867e-11,1.3324209129764926e-08,6.1990142867817295e-14,5.3073782587756641e-18,3.7309726803625236e-10,2.8969607153614679e-10,1.751803905483848e-14,7.0043213607137827e-14,8.4828203517702099e-20,1.3852416457823326e-18,1.1871435287159829e-15,1.1171140318459949e-15,6.4846032571551307e-17,3.4690632014074279e-18,3.1900452438389171e-19
