Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571)
2.294461750865038e-10,0.35569005830840345,154.0,0.0,0.0,0.0,0.99967749144705964,1.0,18.999977074018116,1.6923044992372126e-05,0.00011772882824069254,9.5629036332177544e-05,2.2483641276260844e-05,6.5764333599340202e-11,1.6745574547294089e-07,2.8456297342174323e-05,3.191169687655316e-10,4.053787363984714e-05,4.2766055271800341e-07,3.0402565775837509e-13,1.0198334798849194e-07,3.9187747772028818e-15,2.8992736349990684e-08,1.518574726123045e-08,1.5198218148152092e-08,7.67042372536139e-12,4.7934442025272822e-12,7.5098607814401212e-09,5.8349916757178014e-19,5.5148636289629289e-19,5.5153729983829733e-19,1.0441429557721565e-10,1.4497033685978693e-08,5.2856509374348621e-14,2.3309497103644429e-17,3.1785016189053078e-10,2.2270438220064649e-10,7.0155997585957589e-15,6.5132159350070449e-14,2.0942020183925976e-20,2.9793670305268756e-18,1.0390619182381393e-15,1.0161342006470267e-15,2.0666021771295427e-17,7.8526965700977378e-19,5.3477215005327568e-20,1.5664748670315895e-18,6.7256863533439072e-22,1.4469391818605842e-24,2.4814820191597072e-26,3.8693230096306119e-23,9.9801168477087412e-22,1.5991244752817217e-16,3.1047346735600695e-17,5.4124057451253949e-20,1.2686387650865453e-19,4.2329478819805009e-16,9.4292482746019021e-18,3.0983869736354701e-13,9.6812435482704758e-15,1.0968571461595461e-13,9.9507817578242589e-17,6.7857286692880788e-17,2.348783769975897e-16,5.9818867344368715e-25,5.3199037393943629e-23,2.8221450797198241e-16,1.5089544380305386e-25,6.8718507572219522e-20,2.4462858045966216e-24
2.358920973906593e-10,0.35569005672679005,154.0,0.0,0.0,0.0,0.99966843114285997,1.0,18.999976293894736,1.739829331996263e-05,0.00012103485859687252,9.8177495020509073e-05,2.3250873624270852e-05,6.7611108851865407e-11,1.6745434091778955e-07,2.9257481634787867e-05,3.1911407654121797e-10,4.1679248185583262e-05,4.3972509703440524e-07,3.1440023899865946e-13,1.0779079852720523e-07,4.0293256198994513e-15,3.0272771530171877e-08,1.6338246539161031e-08,1.6351665888290104e-08,8.2529658990172353e-12,5.1584404115233273e-12,7.9403373404076045e-09,6.9553525091570449e-19,6.5744847841506415e-19,6.5751099910528603e-19,1.1393252962392785e-10,1.5311189856513534e-08,5.883237017019981e-14,2.4223113765478889e-17,3.3531460720880105e-10,2.349289306172057e-10,7.93877320504827e-15,7.0321536029815306e-14,2.4338898794508477e-20,3.2512657839416544e-18,1.1668475695188564e-15,1.1405549094777637e-15,2.3848576969731698e-17,9.2791483399881804e-19,6.3446993252319607e-20,1.810143814871307e-18,8.2054531425608645e-22,1.8029223486805608e-24,2.9441292340830822e-26,4.7182911460441573e-23,1.1855072502914478e-21,1.6892133560974981e-16,3.3147979512302073e-17,5.7177432297654957e-20,1.3697513211980156e-19,4.5721761177808637e-16,9.8900739163551429e-18,3.2497652290320414e-13,1.0166108757266453e-14,1.1848848680479573e-13,1.0750367539434327e-16,7.3308877055439034e-17,2.5454275888689393e-16,6.3866153332086316e-25,5.7652940711992961e-23,3.0369704989037375e-16,1.623818047285495e-25,7.3949795855340901e-20,2.9997781869274325e-24
2.4233801969481485e-10,0.3556900551445106,154.0,0.0,0.0,0.0,0.99965937083647582,1.0,18.999975513371318,1.787353194935947e-05,0.00012434081674558988,0.00010072544075100315,2.4018483526669319e-05,6.9457843632127909e-11,1.6745293636831347e-07,3.0058657572663265e-05,3.1911118431475014e-10,4.2820612726646256e-05,4.5178937696589831e-07,3.2477992556637316e-13,1.137589745569612e-07,4.1398740399624865e-15,3.1566661614837548e-08,1.7540802992200142e-08,1.7555212123465523e-08,8.860828434422579e-12,5.5393447189204584e-12,8.3829604560432735e-09,8.2491968111603995e-19,7.798343799128951e-19,7.7991067466792905e-19,1.2401193542917915e-10,1.6147495026427608e-08,6.5299994639722306e-14,2.5150946396657321e-17,3.5320890850340395e-10,2.4745340224268745e-10,8.9533145304353221e-15,7.5756866100406437e-14,2.8171440820374083e-20,3.5392189095290275e-18,1.3060982580247577e-15,1.2760518331201016e-15,2.7411024947249554e-17,1.0912646535712578e-18,7.4916942785827094e-20,2.0833330294457598e-18,9.9555970297427014e-22,2.232838047797344e-24,3.4763953231871996e-26,5.7221438709992619e-23,1.4015172763884064e-21,1.7818763240177987e-16,3.5323160968895546e-17,6.0318154307069667e-20,1.4756845468712219e-19,4.927662829802315e-16,1.0358310108076378e-17,3.40357673324373e-13,1.0659039311433531e-14,1.2771455171616548e-13,1.1588451888711206e-16,7.9022900448243618e-17,2.7519499945800506e-16,6.8057072168325504e-25,6.2330589916259388e-23,3.2609830651279784e-16,1.7435938725709301e-25,7.9404819637950241e-20,3.6572170744657751e-24
2.4878394199897037e-10,0.3556900535616855,154.0,0.0,0.0,0.0,0.99965031052792674,1.0,18.999974732506665,1.8348760880671573e-05,0.00012764670266966779,0.00010327293233689649,2.4786412159745548e-05,7.1304537930590601e-11,1.6745153181365705e-07,3.0859825157774991e-05,3.1910829208552869e-10,4.3961967265801744e-05,4.6385339245044268e-07,3.351639220416255e-13,1.1988786967539585e-07,4.2504200368228013e-15,3.2873864747064918e-08,1.8793944878232117e-08,1.8809385554069688e-08,9.4942788426950718e-12,5.9363259166327899e-12,8.8377421064671329e-09,9.7372130160971103e-19,9.2060558865429718e-19,9.2069818202207925e-19,1.346683420084672e-10,1.7005947833848393e-08,7.2285581635803747e-14,2.60930089958643e-17,3.7153032288963686e-10,2.6027583352984343e-10,1.0065415705661603e-14,8.1441812051359218e-14,3.2481419784459862e-20,3.8436806194671309e-18,1.4574790371874304e-15,1.4232569086324005e-15,3.138616540007968e-17,1.2775993975531095e-18,8.8061425832001961e-20,2.3886531183788245e-18,1.2015936520740489e-21,2.7493466557405613e-24,4.0863723625398183e-26,6.9037111409209317e-23,1.6494086604283276e-21,1.8771271010900626e-16,3.757328527162964e-17,6.3546688795668607e-20,1.5865127676103829e-19,5.2996599691377147e-16,1.0833758260563499e-17,3.5597562734245459e-13,1.1159819061337167e-14,1.3737057337284734e-13,1.2465641956972333e-16,8.5003494545616414e-17,2.9685143531624933e-16,7.2392383292701027e-25,6.7235685177779995e-23,3.4942512786060516e-16,1.8683185398215011e-25,8.5085247407409031e-20,4.4343120150216997e-24
2.552298643031259e-10,0.3556900519784179,154.0,0.0,0.0,0.0,0.99964125021723182,1.0,18.99997395135113,1.882398011400789e-05,0.00013095251635193274,0.00010582002013500149,2.5554609154726562e-05,7.3151191737745777e-11,1.6745012725283634e-07,3.166098439208074e-05,3.1910539985812206e-10,4.5103311805791288e-05,4.7591714342612597e-07,3.4555154733297979e-13,1.2617747747940354e-07,4.3609636099131779e-15,3.4193861137867086e-08,2.0098179812660393e-08,2.0114694221194786e-08,1.0153574181002545e-11,6.3495461994716206e-12,9.3046942635610675e-09,1.1441843087340931e-18,1.0818903223866972e-18,1.0820021124581871e-18,1.4591756492959246e-10,1.7886547010541644e-08,7.9816008204478976e-14,2.7049315549357129e-17,3.9027612495601951e-10,2.7339427376144597e-10,1.1281500436332502e-14,8.737993270299625e-14,3.7313312061562974e-20,4.1651047951954212e-18,1.6216733741898079e-15,1.5828186541259384e-15,3.5808590884615385e-17,1.4893730253769058e-18,1.0306935199408763e-19,2.7288640828488775e-18,1.4430806653393114e-21,3.3668358300200704e-24,4.7828275988654904e-26,8.2884276095206233e-23,1.9328366468136645e-21,1.9749796575170536e-16,3.9898749359769113e-17,6.6863509523704711e-20,1.7023082673590619e-19,5.6884125346647931e-16,1.1316225097919739e-17,3.7182403815169643e-13,1.1668237640685769e-14,1.4746303745637172e-13,1.3382528646910482e-16,9.1254686289117256e-17,3.1952795071973831e-16,7.6872851487590869e-25,7.2371824212936298e-23,3.7368384236794669e-16,1.9980258861310876e-25,9.099262061458538e-20,5.3485931037099999e-24
2.616757866072814e-10,0.35569005039479695,154.0,0.0,0.0,0.0,0.99963218990441094,1.0,18.999973169947836,1.9299189649477393e-05,0.00013425825777521464,0.00010836674725974601,2.6323031383947777e-05,7.4997805044125412e-11,1.6744872269736924e-07,3.2462135277520368e-05,3.1910250763045348e-10,4.624464634933097e-05,4.8798062983069862e-07,3.5594221826392942e-13,1.326277915651372e-07,4.47150475866396e-15,3.5526152029532186e-08,2.1453995606185743e-08,2.1471626345105762e-08,1.0838961476901243e-11,6.7791614330804669e-12,9.7838288935213562e-09,1.3387371055790199e-18,1.265991964229116e-18,1.2661262652407448e-18,1.5777540759732435e-10,1.8789291368244931e-08,8.7918829529300482e-14,2.8019880027615814e-17,4.0944360665298254e-10,2.8680678496645701e-10,1.2608225600130495e-14,9.3574686452530779e-14,4.271438849809869e-20,4.5039450240782581e-18,1.7993831308786927e-15,1.7554021025016234e-15,4.0714729858051936e-17,1.7292205429917128e-18,1.2014493079310351e-19,3.1068794096757025e-18,1.7249424353185405e-21,4.101598339144195e-24,5.5752383780923106e-26,9.9045470415887824e-23,2.2557605553777407e-21,2.0754482002363621e-16,4.2299953455979123e-17,7.0269098305740439e-20,1.8231413438566215e-19,6.0941587617917864e-16,1.1805522515394975e-17,3.8789672875697262e-13,1.2184090311601259e-14,1.5799825606900748e-13,1.4339687046458109e-16,9.7780394844286313e-17,3.4323999006760734e-16,8.1499247861492784e-25,7.7742505111983407e-23,3.988802799373452e-16,2.132747083027124e-25,9.7128359289131554e-20,6.4195594382812025e-24
2.6812170891143695e-10,0.35569004881089816,154.0,0.0,0.0,0.0,0.99962312958948329,1.0,18.999972388333685,1.9774389487189023e-05,0.0001375639269223466,0.00011091315062321346,2.7091641920993308e-05,7.6844377840166433e-11,1.6744731814014226e-07,3.3263277816028635e-05,3.1909961539961292e-10,4.7385970899129595e-05,5.0004385160187431e-07,3.663354355119364e-13,1.3923880552800855e-07,4.5820434825035297e-15,3.6870258726196499e-08,2.2861861063631373e-08,2.2880651124726967e-08,1.1550678132935184e-11,7.225321409386458e-12,1.0275157957370324e-08,1.5600012782966604e-18,1.4753976534175869e-18,1.475558241809119e-18,1.7025766241364469e-10,1.9714179786963605e-08,9.6622278870853962e-14,2.9004716410299437e-17,4.2903007718226509e-10,3.0051144183674213e-10,1.4052482603047487e-14,1.0002943441884001e-13,4.8734806064506035e-20,4.8606546319465711e-18,1.9913285461135101e-15,1.9416887368266307e-15,4.6142889451362592e-17,1.9999654188697659e-18,1.395084395911022e-19,3.5257701601030356e-18,2.052627176808501e-21,4.9720224068657464e-24,6.4738277879078642e-26,1.1783367848175439e-22,2.6224598952678616e-21,2.1785471626322475e-16,4.4777301482902877e-17,7.3763944659559805e-20,1.9490803625199879e-19,6.5171303061330883e-16,1.2301467441031137e-17,4.0418768743045609e-13,1.2707177814029317e-14,1.689823723686084e-13,1.5337676851067146e-16,1.0458443447843825e-16,3.6800257004375012e-16,8.6272350651642841e-25,8.3351129089552279e-23,4.2501979413335681e-16,2.272510755136553e-25,1.0349376744484088e-19,7.668834555314241e-24
2.745676312155925e-10,0.355690047226787,154.0,0.0,0.0,0.0,0.99961406927246887,1.0,18.999971606540274,2.0249579627251766e-05,0.00014086952377616473,0.00011345926182711798,2.7860409148875205e-05,7.8690910116332611e-11,1.6744591357469158e-07,3.4064412009527506e-05,3.1909672316917055e-10,4.8527285457877603e-05,5.1210680867758397e-07,3.7673077154903146e-13,1.460105129626878e-07,4.692579780863063e-15,3.8225721684886868e-08,2.4322226746373392e-08,2.4342219500703824e-08,1.2288952312795451e-11,7.6881700903913488e-12,1.077869341142733e-08,1.8108006882871522e-18,1.7127869917957586e-18,1.7129781558905207e-18,1.8338011182281316e-10,2.0661211204936482e-08,1.0595526750223223e-13,3.0003838667767321e-17,4.4903286288701783e-10,3.145063316443307e-10,1.5621398658605466e-14,1.0674744348914036e-13,5.5427699502066246e-20,5.2356867131326454e-18,2.1982482194098903e-15,2.1423764272032528e-15,5.213329798375109e-17,2.3046270431526421e-18,1.613970066801925e-19,3.9887690555835242e-18,2.4321497890393063e-21,5.9987950434927317e-24,7.489601004260738e-26,1.3959469991560957e-22,3.0375508622569152e-21,2.284291195223716e-16,4.7331201400575757e-17,7.7348545488515465e-20,2.0801918088903233e-19,6.957552422257143e-16,1.2803881701005382e-17,4.2069106328976009e-13,1.3237306219175921e-14,1.8042136507979203e-13,1.6377042774722015e-16,1.1167051736167598e-16,3.9383029142578397e-16,9.1192945874114337e-25,8.9201003159326937e-23,4.5210728354462574e-16,2.4173430944051109e-25,1.1009003828246367e-19,9.1203289064868845e-24
2.81013553519748e-10,0.3556900456425189,154.0,0.0,0.0,0.0,0.99960500895338733,1.0,18.999970824594673,2.0724760069774596e-05,0.00014417504831950803,0.00011600510792713531,2.8629305995835542e-05,8.0537401863161088e-11,1.6744450901266139e-07,3.4865537859919091e-05,3.1909383093970937e-10,4.9668590028237246e-05,5.2416950099560306e-07,3.8712786030821646e-13,1.5294290746310407e-07,4.8031136531735119e-15,3.9592099661539134e-08,2.5835525700557219e-08,2.5856764884222189e-08,1.3054003310144089e-11,8.167845841003312e-12,1.1294447207740242e-08,2.0941706740297905e-18,1.9810408602674151e-18,1.9812674537440643e-18,1.9715852925031937e-10,2.1630384610040946e-08,1.1594738464111321e-13,3.1017260750504772e-17,4.6944930714260466e-10,3.2878955415921531e-10,1.7322337993897455e-14,1.1373188927057234e-13,6.2849272928858457e-20,5.6294941574207557e-18,2.4208990957489955e-15,2.3581793689973827e-15,5.8728147226732045e-17,2.6464282263112263e-18,1.8606540933735189e-19,4.4992745608348327e-18,2.8701338771148262e-21,7.2051188406441988e-24,8.6343823325251472e-26,1.64709635100384e-22,3.5060032177153171e-21,2.3926951572057575e-16,4.9962065476156449e-17,8.1023404793034937e-20,2.2165403396818862e-19,7.4156441376396911e-16,1.3312591888574535e-17,4.3740116199433253e-13,1.3774286786863403e-14,1.9232105288471676e-13,1.7458314949982848e-16,1.1904225629314521e-16,4.2073735056838108e-16,9.6261827843508478e-25,9.5295342734966988e-23,4.8014721234271665e-16,2.567267970021989e-25,1.1691825919689746e-19,1.0800409429988916e-23
2.874594758239035e-10,0.3556900440581424,154.0,0.0,0.0,0.0,0.99959594863225798,1.0,18.99997004252004,2.1199930814866501e-05,0.00014748050053521868,0.0001185507120869081,2.9398309281454443e-05,8.2383853071069082e-11,1.6744310445231062e-07,3.5666655369098529e-05,3.1909093870768459e-10,5.0809884612860822e-05,5.3623192849352834e-07,3.9752638834165179e-13,1.6003598262244558e-07,4.9136450988620253e-15,4.0968968907221974e-08,2.7402174153061125e-08,2.74247038535481e-08,1.3846041901096356e-11,8.6644816515397688e-12,1.182243129447895e-08,2.4133673566118493e-18,2.2832503396898423e-18,2.2835178390169828e-18,2.1160867994411428e-10,2.2621699032441947e-08,1.2662889737912529e-13,3.2044996623710681e-17,4.902767702481008e-10,3.4335922156768912e-10,1.9162902986092191e-14,1.2098585894957502e-13,7.1058891371801609e-20,6.0425296733484856e-18,2.6600564514331476e-15,2.589828022304081e-15,6.5971634425282097e-17,3.0288027339237803e-18,2.1378688665392872e-19,5.0608549644054005e-18,3.3738556628470725e-21,8.6169427076841796e-24,9.9208529344581941e-26,1.9359748912298832e-22,4.0331575476120646e-21,2.5037741087389647e-16,5.2670310495687437e-17,8.478903340765587e-20,2.3581888324689766e-19,7.8916184219498945e-16,1.3827429236527881e-17,4.5431244155701314e-13,1.4317935826703464e-14,2.0468709869660017e-13,1.8582009317344537e-16,1.2670316735447717e-16,4.4873755056973716e-16,1.0147979958095051e-24,1.0163727415926344e-22,5.0914363006489373e-16,2.722307034195228e-25,1.2397941659536784e-19,1.2738076267377602e-23
2.9390539812805905e-10,0.35569004247369806,154.0,0.0,0.0,0.0,0.99958688830910103,1.0,18.999969260336208,2.1675091862636477e-05,0.00015078588040614126,0.00012109609413745085,3.0167399157342468e-05,8.4230263730488866e-11,1.6744169988327118e-07,3.6467764538952128e-05,3.190880464746306e-10,5.1951169214388091e-05,5.4829409110911411e-07,4.079260872575167e-13,1.6728973203315929e-07,5.0241741173578624e-15,4.23559224101638e-08,2.9022572177057878e-08,2.9046436820140344e-08,1.4665270681301695e-11,9.1782053504961473e-12,1.236265761629271e-08,2.7718770431658524e-18,2.6227257308312725e-18,2.6230402968382463e-18,2.2674632172657181e-10,2.3635153538307549e-08,1.3803075060911136e-13,3.308706024774775e-17,5.1151262931848192e-10,3.5821345839121581e-10,2.1150935232911383e-14,1.285123540618897e-13,8.0119172193302659e-20,6.4752458097820168e-18,2.9165138808778766e-15,2.8380690525350532e-15,7.3910004083088297e-17,3.4554028543173363e-18,2.4485396694834774e-19,5.6772524569666014e-18,3.9512898142591587e-21,1.0263207027858475e-23,1.1362589232061614e-25,2.2671789688203186e-22,4.6247428998570286e-21,2.6175433038921689e-16,5.5456357926691617e-17,8.8645948760436515e-20,2.5051984340467448e-19,8.3856823517954086e-16,1.4348229493052208e-17,4.7141950826769308e-13,1.4868074562985832e-14,2.1752501381908631e-13,1.9748628004196238e-16,1.3465667249236061e-16,4.7784431212984891e-16,1.0684767312736852e-24,1.0822983716348972e-22,5.3910019064752591e-16,2.8824798239201037e-25,1.312744005330957e-19,1.4965146669669541e-23
3.0679724273637015e-10,0.35569003930474263,154.0,0.0,0.0,0.0,0.99956876765678315,1.0,18.99996769570626,2.2625384866646691e-05,0.00015739642304501378,0.00012618625720658866,3.1705773312154426e-05,8.7922963365904962e-11,1.6743889074672354e-07,3.8069957868137988e-05,3.1908226200662497e-10,5.4233708478586189e-05,5.7241762144402228e-07,4.2872811382700011e-13,1.8227922797478795e-07,5.2452248704909779e-15,4.5158533663014716e-08,3.2426140190322639e-08,3.2452809286636712e-08,1.6386070177095273e-11,1.0257403109772209e-11,1.3479884728012262e-08,3.6219888733796538e-18,3.4278665522554824e-18,3.4282968058995671e-18,2.591470765566066e-10,2.5728479215547135e-08,1.6312264666393983e-13,3.5214226507199365e-17,5.551991272529594e-10,3.8876819956339571e-10,2.5601969810077639e-14,1.4439451428251067e-13,1.0105899925379633e-19,7.4015294516137686e-18,3.4845948577009824e-15,3.3873955849232491e-15,9.2066853637820365e-17,4.4570273779122894e-18,3.1829659662453557e-19,7.0903614330341847e-18,5.362979743909041e-21,1.4391389642323542e-23,1.4770877651814338e-25,3.0771559397842497e-22,6.0261745752569889e-21,2.8532143736738135e-16,6.1263569908127035e-17,9.6635741092517283e-20,2.8155371748717772e-19,9.4288789361174267e-16,1.5407083588006151e-17,5.0620014624655356e-13,1.598712981879012e-14,2.446377630732165e-13,2.2212579958893138e-16,1.5145469695605447e-16,5.3942935306567104e-16,1.1803642008035237e-24,1.2217859789677752e-22,6.0190648555117218e-16,3.2182947262775737e-25,1.4656895264883151e-19,2.043002509196188e-23
3.183999028838501e-10,0.3556900364527562,154.0,0.0,0.0,0.0,0.99955245906296097,1.0,18.999966287312095,2.3480615406508504e-05,0.00016334566382877286,0.00013076679057468223,3.3090459786927529e-05,9.1246254266346358e-11,1.6743636252135135e-07,3.9511903362531814e-05,3.1907705598734481e-10,5.6287959700227672e-05,5.9412789222273654e-07,4.4745196247799701e-13,1.963192159662092e-07,5.4441622415857872e-15,4.771160699274038e-08,3.5676879660804449e-08,3.5706227844758252e-08,1.8029656225128083e-11,1.1288305370954438e-11,1.4527377340009923e-08,4.5615652371224297e-18,4.3179642738878274e-18,4.3185279990477678e-18,2.9081692819237643e-10,2.7688182605387373e-08,1.8849323166129055e-13,3.7177816934437563e-17,5.9588771733425535e-10,4.1722212893424841e-10,3.019583804376532e-14,1.5964894624861562e-13,1.2351209994153344e-19,8.3070297887329174e-18,4.0633699592374275e-15,3.9463556899765248e-15,1.1129182195813309e-16,5.5511241368420722e-18,3.9919658976342978e-19,8.5908802486363232e-18,6.9816334837451276e-21,1.9269665373804571e-23,1.8525270860633472e-25,4.0063537836344951e-22,7.5738899369359171e-21,3.0746757496040938e-16,6.6760472526989385e-17,1.0414407320803432e-19,3.1137566581104735e-19,1.0431584759059849e-15,1.6378885896571324e-17,5.3812110073524014e-13,1.7014776886538628e-14,2.7070535647127825e-13,2.4581705240854554e-16,1.6760607971647404e-16,5.9876750440715222e-16,1.286272944835409e-24,1.3561844692195877e-22,6.6174502814903675e-16,3.5382415464267299e-25,1.6114084652891892e-19,2.6721968041744414e-23
3.3000256303133004e-10,0.3556900336009737,154.0,0.0,0.0,0.0,0.99953615046287769,1.0,18.999964878764271,2.4335814528742763e-05,0.00016929466994873091,0.00013534680439172315,3.4475226441451769e-05,9.456941364127745e-11,1.6743383427687971e-07,4.0953821866222179e-05,3.1907184996532881e-10,5.8342178616806111e-05,6.1583730381306819e-07,4.661768953286678e-13,2.1087968884795875e-07,5.6430917396919629e-15,5.0291716617842428e-08,3.910731589842037e-08,3.9139491825138103e-08,1.9764148043102936e-11,1.237634508285738e-11,1.5614720427030494e-08,5.6942686240640611e-18,5.3912778284975939e-18,5.3920089187228002e-18,3.2495904104650403e-10,2.9719606494598715e-08,2.1670994614545918e-13,3.9188046122654347e-17,6.3785947656121381e-10,4.4656945108844423e-10,3.5400486758239774e-14,1.7582940067449329e-13,1.4985345477474602e-19,9.2833278925857463e-18,4.7113752868740611e-15,4.5714218299393272e-15,1.3358534547918719e-16,6.8561059696251799e-18,4.964578922781468e-19,1.033558409395612e-17,9.0003278129989655e-21,2.552353112014477e-23,2.3038985729850743e-25,5.1658890391918133e-22,9.4391599751701389e-21,3.3050989714488513e-16,7.2516233098763823e-17,1.1195650103614623e-19,3.4302228264724342e-19,1.1495868640935221e-15,1.7367647531453552e-17,5.7059889144536614e-13,1.8060881347678627e-14,2.9838100543409675e-13,2.7097121024164542e-16,1.8475464158122166e-16,6.6188324180778208e-16,1.3971691018082349e-24,1.4991390342390797e-22,7.2473504111091576e-16,3.8750387589490861e-25,1.7648023036651338e-19,3.4596154922098044e-23
3.4160522317881e-10,0.3556900307494763,154.0,0.0,0.0,0.0,0.9995198418566491,1.0,18.999963470107357,2.5190982233985429e-05,0.00017524344130492164,0.00013992634320989566,3.5860028609215927e-05,9.7892441435317308e-11,1.6743130604767235e-07,4.2395713389736671e-05,3.1906664393713119e-10,6.0396365243046036e-05,6.3754585585099223e-07,4.8490230839382132e-13,2.2596060922440979e-07,5.8420133614790777e-15,5.2897007852987608e-08,4.2719276005763049e-08,4.2754429894050755e-08,2.1590470862824174e-11,1.3522106019563758e-11,1.6741983558819286e-08,7.0500248701787204e-18,6.6762602744913141e-18,6.6771994509535081e-18,3.6166511936275218e-10,3.1822746184792941e-08,2.4797775891843971e-13,4.1244995283413262e-17,6.8109970234368781e-10,4.7679966375429289e-10,4.1270417687091914e-14,1.9295062026738756e-13,1.805778348466729e-19,1.033305932901334e-17,5.4338999607608282e-15,5.267527015271856e-15,1.5929657418267874e-16,8.4021813731539541e-18,6.1259822560800058e-19,1.2353122299226304e-17,1.1497592316406337e-20,3.3467938281504862e-23,2.8428872998606654e-25,6.6013148754126014e-22,1.1671904273791968e-20,3.544579258497215e-16,7.8533488066226514e-17,1.2007625494167865e-19,3.7652356246010093e-19,1.262274532595373e-15,1.8372558655611263e-17,6.0360692490913699e-13,1.9124561755941895e-14,3.2769187897172489e-13,2.9761302635123148e-16,2.029172516439033e-16,7.2884233350205697e-16,1.513103468030771e-24,1.6507986362830957e-22,7.9088578631024303e-16,4.2287358855544254e-25,1.9258936058865052e-19,4.4366903582064014e-23
3.5320788332628994e-10,0.3556900278983486,154.0,0.0,0.0,0.0,0.99950353324439145,1.0,18.999962061374951,2.6046118522872554e-05,0.00018119197779739837,0.00014450544058817774,3.7244832614834335e-05,1.0121533759249646e-10,1.6742877781844373e-07,4.3837577943499862e-05,3.1906143790991868e-10,6.2450519593527031e-05,6.5925354797286904e-07,5.0362774631186343e-13,2.4156193969216493e-07,6.0409271036105807e-15,5.5525753497677802e-08,4.6514461719011878e-08,4.6552745250410072e-08,2.3509486429852934e-11,1.4726131898316949e-11,1.790923628662606e-08,8.6619545812698977e-18,8.2044145469788092e-18,8.2056103970958397e-18,4.0102682659843847e-10,3.3997597086719873e-08,2.8250874794347225e-13,4.3348745710748677e-17,7.2559386025246928e-10,5.0790238785898864e-10,4.7862709731382987e-14,2.1102664147286552e-13,2.1622138002305654e-19,1.1458859037112935e-17,6.2364245732623189e-15,6.0397699246535417e-15,1.8879940754375662e-16,1.0222464816024119e-17,7.5040868331082029e-19,1.467429451622416e-17,1.4563643728579987e-20,4.3474360459635106e-23,3.4824471424521957e-25,8.3650728395654758e-22,1.4327657307694966e-20,3.7932134548961606e-16,8.4814925709521372e-17,1.2850662051482217e-19,4.1190802627922583e-19,1.3813179391261438e-15,1.9392848018629195e-17,6.3711987476979281e-13,2.0204978663756043e-14,3.5866384996376411e-13,3.2576607309980983e-16,2.2210997422617427e-16,7.9970730165912489e-16,1.6341278385616787e-24,1.8113048854119153e-22,8.6020365823258188e-16,4.5993671165028409e-25,2.0946979524023042e-19,5.6395312607220862e-23
3.648105434737699e-10,0.355690025047638,154.0,0.0,0.0,0.0,0.99948722462622119,1.0,18.99996065259236,2.6901223396040279e-05,0.00018714027932623383,0.00014908412182328576,3.8629613043585472e-05,1.045381020569086e-10,1.6742624955742093e-07,4.5279415537821428e-05,3.1905623188254865e-10,6.4504641682666981e-05,6.8096037981466737e-07,5.2235286542263179e-13,2.5768364284005879e-07,6.2398329627479091e-15,5.8176344749459485e-08,5.0494458028779694e-08,5.0536024253749542e-08,2.5521997369298079e-11,1.5988929134471941e-11,1.9116548145852373e-08,1.0566563057541952e-17,1.0010476636748421e-17,1.0011986761742367e-17,4.4313579051478468e-10,3.6244154689833101e-08,3.2052209884804899e-13,4.5499378670048375e-17,7.713275820955092e-10,5.3986736608307117e-10,5.5237030523762675e-14,2.3007083387303503e-13,2.5736328681316698e-19,1.2663361472980675e-17,7.124621031304006e-15,6.893413903521951e-15,2.2249324882256672e-16,1.2353122996981888e-17,9.1297168199014663e-19,1.7332127521977069e-17,1.8301600016755386e-20,5.5978280282023385e-23,4.2368840970431731e-25,1.0517233729410152e-21,1.7467964428908238e-20,4.051099956875256e-16,9.1363285429051679e-17,1.3725093609397767e-19,4.49202793431042e-19,1.5068087688918691e-15,2.042778111625649e-17,6.7111362134440274e-13,2.1301332619039102e-14,3.9132155685777775e-13,3.5545279816268993e-16,2.4234810718654546e-16,8.7453758214051318e-16,1.760294993393112e-24,1.9807924013333435e-22,9.3269243714015906e-16,4.9869526642332708e-25,2.2712245564349942e-19,7.1093975679512089e-23
