Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73)
5.323982586474236e-13,1.0168345563131056,154.0,0.0,0.0,0.0,0.99999986130847196,1.0,18.999999999966779,1.8778445884337956e-08,4.22518633829116e-08,4.224285099783796e-08,2.1105965754547226e-11,1.0350653542718469e-14,2.3723586681659457e-08,5.1261231230036127e-09,1.8711180926921574e-11,6.5166871413483319e-09,1.2101774692900269e-11,3.4919336002206521e-19,2.3033394853972947e-14,1.3282794862034746e-19,1.854444915306897e-14
5.625143060239217e-13,1.0168345563130838,154.0,0.0,0.0,0.0,0.99999985347408982,1.0,18.999999999963013,1.9840681382361776e-08,4.4641286759133752e-08,4.4631132693828874e-08,2.3558148554342165e-11,1.0936146051737102e-14,2.4542189377362062e-08,5.6418224210961577e-09,1.9488036710668171e-11,7.172280256012371e-09,1.341384873370638e-11,3.8976888890662308e-19,2.5684947611687047e-14,1.4722974026656648e-19,2.0701387738969923e-14
5.926303534004197e-13,1.0168345563130605,154.0,0.0,0.0,0.0,0.99999984564053834,1.0,18.999999999959055,2.0902916832830185e-08,4.7030652550994854e-08,4.7019279854790074e-08,2.6144710335684314e-11,1.1521624449193751e-14,2.5321228060642615e-08,6.1745859972898497e-09,2.0240635408775832e-11,7.8495666790022468e-09,1.4783469692657711e-11,4.3256819209892945e-19,2.8478207678517121e-14,1.6226321557688847e-19,2.2976915894691667e-14
6.227464007769178e-13,1.0168345563130365,154.0,0.0,0.0,0.0,0.99999983780777779,1.0,18.999999999954905,2.1965152235744057e-08,4.9419962060470678e-08,4.9407292534591472e-08,2.8865597239233336e-11,1.2107089054136463e-14,2.6062615129390982e-08,6.7235890185327062e-09,2.0969734508721044e-11,8.5474978247867932e-09,1.6209335597504502e-11,4.7759037830620344e-19,3.141282795694864e-14,1.7791408300230176e-19,2.537102683646043e-14
6.528624481534158e-13,1.0168345563130115,154.0,0.0,0.0,0.0,0.9999998299757703,1.0,18.999999999950571,2.3027387591104215e-08,5.1809216560007264e-08,5.1795170787081096e-08,3.1720755427396491e-11,1.2692540178339521e-14,2.6768170388300758e-08,7.2880465879853303e-09,2.1676067786942535e-11,9.2650758775446519e-09,1.7690174005549499e-11,5.2483455659553219e-19,3.4488472187465603e-14,1.941683751351263e-19,2.7883713786699878e-14
6.829784955299139e-13,1.016834556312985,154.0,0.0,0.0,0.0,0.9999998221444798,1.0,18.999999999946045,2.408962289891143e-08,5.4198417293217366e-08,5.4182914666085099e-08,3.4710131084238277e-11,1.3277978126599471e-14,2.7439625467245889e-08,7.8672118393384864e-09,2.2360346064303987e-11,1.0001351368527324e-08,1.922474130717877e-11,5.7429983639240462e-19,3.7704814603805822e-14,2.1101244106402274e-19,3.051496997384056e-14
7.130945429064119e-13,1.0168345563129575,154.0,0.0,0.0,0.0,0.9999998143138723,1.0,18.99999999994133,2.5151858159166451e-08,5.6587565475542356e-08,5.6570524225407774e-08,3.7833670415484155e-11,1.3863403196875945e-14,2.8078628303013679e-08,8.4603740038044843e-09,2.3023257942467513e-11,1.0755420718683305e-08,2.0811822063984125e-11,6.2598532748081692e-19,4.1061539596988234e-14,2.284329391086867e-19,3.3264788632154902e-14
7.4321059028291e-13,1.016834556312929,154.0,0.0,0.0,0.0,0.99999980648391484,1.0,18.999999999936435,2.6214093371869975e-08,5.8976662295015544e-08,5.8957999518831967e-08,4.1091319648206893e-11,1.4448815680175332e-14,2.8686747300663261e-08,9.0668566152888471e-09,2.3665470586251738e-11,1.152642395694658e-08,2.2450228245518844e-11,6.7989013999799026e-19,4.4558341358145802e-14,2.4641682844171329e-19,3.6133163001509626e-14
7.73326637659408e-13,1.0168345563128998,154.0,0.0,0.0,0.0,0.99999979865457667,1.0,18.999999999931358,2.7276328537022685e-08,6.1365708912769435e-08,6.1345340600118674e-08,4.4483025031119329e-11,1.5034215860843426e-14,2.9265475202783089e-08,9.6860158415474739e-09,2.4287630322226155e-11,1.2313542598686788e-08,2.4138798721966309e-11,7.3601338443914924e-19,4.8194923605552891e-14,2.6495136351969197e-19,3.9120086327309792e-14
8.034426850359061e-13,1.016834556312869,154.0,0.0,0.0,0.0,0.99999979082582779,1.0,18.999999999926093,2.833856365462524e-08,6.3754706463760408e-08,6.3732547523007485e-08,4.8008732834224071e-11,1.5619604017426845e-14,2.9816232592521803e-08,1.0317238973300407e-08,2.4890363353457662e-11,1.3115997724964839e-08,2.5876398539574434e-11,7.9435417165197981e-19,5.1970999258245376e-14,2.8402408613006817e-19,4.222555186026477e-14
8.335587324124041e-13,1.0168345563128374,154.0,0.0,0.0,0.0,0.99999978299764047,1.0,18.999999999920643,2.9400798724678239e-08,6.6143656057129391e-08,6.611962034121597e-08,5.1668389349430218e-11,1.620498042206157e-14,3.0340371376348016e-08,1.095994292208871e-08,2.5474276240747218e-11,1.3933048072903411e-08,2.7661918559803588e-11,8.5491161284690286e-19,5.5886290216763068e-14,3.0362282143001662e-19,4.5449552856443499e-14
8.755433571567206e-13,1.0168345563127916,154.0,0.0,0.0,0.0,0.99999977208529178,1.0,18.999999999912756,3.0881655022292455e-08,6.94740002496879e-08,6.9447202428352957e-08,5.6993729353607067e-11,1.7021031504949004e-14,3.102906667093722e-08,1.1874049744792931e-08,2.6258005266911038e-11,1.5095124796997765e-08,3.0229029513282091e-11,9.430318954968571e-19,6.1576391914381475e-14,3.3180070664697708e-19,5.0141914815137519e-14
9.17527981901037e-13,1.0168345563127434,154.0,0.0,0.0,0.0,0.99999976117391354,1.0,18.99999999990451,3.2362511227496714e-08,7.280425619790587e-08,7.2774524132775798e-08,6.2579148990478038e-11,1.7837060962568561e-14,3.1671805271944091e-08,1.2807978054202193e-08,2.7007829671126679e-11,1.6282399989028285e-08,3.288431209315398e-11,1.0354561131705075e-18,6.7535833191934977e-14,3.6094643823723828e-19,5.5064619141751289e-14
9.587852592905948e-13,1.0168345563126948,154.0,0.0,0.0,0.0,0.99999975045244915,1.0,18.999999999896076,3.3817712788180648e-08,7.6076735055899534e-08,7.604394934834933e-08,6.832102549791587e-11,1.8638933006566942e-14,3.2261610721459369e-08,1.3743754782902536e-08,2.771305621584365e-11,1.7472025024787315e-08,3.5576806170122468e-11,1.1304695700620651e-18,7.3653761538095496e-14,3.9050065023844308e-19,6.0126415427703785e-14
1e-12,1.0168345563126437,154.0,0.0,0.0,0.0,0.99999973974285605,1.0,18.999999999887322,3.5271413931893553e-08,7.9345760082590799e-08,7.9309752980043392e-08,7.4307462530342347e-11,1.9439958738383111e-14,3.2812168274099025e-08,1.4695232367151256e-08,2.8387610210136231e-11,1.8681610093268296e-08,3.8346325877642856e-11,1.2295301499289928e-18,8.0023809866001352e-14,4.2090036164028333e-19,6.5405044795027833e-14
1.0000425366801526e-12,1.0168345563126437,154.0,0.0,0.0,0.0,0.99999973973180345,1.0,18.999999999887311,3.5272914259631335e-08,7.9349133919358322e-08,7.9313123403047763e-08,7.4313770255512878e-11,1.9440785446662723e-14,3.2812717428118552e-08,1.4696222584583092e-08,2.8388291382246521e-11,1.8682868927151167e-08,3.8349224575594754e-11,1.2296345271576097e-18,8.0030517453805466e-14,4.2093217929316024e-19,6.5410607373623426e-14
1.0412998140697104e-12,1.016834556312591,154.0,0.0,0.0,0.0,0.99999972901192358,1.0,18.99999999987822,3.6728115641849926e-08,8.2621455254934383e-08,8.2582046434628645e-08,8.0557245528102383e-11,2.0242618887809994e-14,3.3327664540600631e-08,1.5664286303384612e-08,2.9034810637201275e-11,1.9913539457307838e-08,4.1199100661963319e-11,1.3329487051431248e-18,8.6665515832559121e-14,4.522139493904627e-19,7.0917177719146174e-14
1.0825570914592682e-12,1.0168345563125363,154.0,0.0,0.0,0.0,0.9999997182927598,1.0,18.999999999868798,3.8183316934837508e-08,8.5893701453100915e-08,8.5850718580773436e-08,8.7051313656262352e-11,2.1044433915854834e-14,3.3808824565766074e-08,1.6646922657444615e-08,2.9653835169087704e-11,2.1162735747702727e-08,4.4124043960176708e-11,1.4404098259578515e-18,9.3558196398277801e-14,4.8431972071946612e-19,7.6646109219585826e-14
1.123814368848826e-12,1.0168345563124797,154.0,0.0,0.0,0.0,0.99999970757426582,1.0,18.999999999859057,3.9638518138595091e-08,8.9165874830560246e-08,8.9119139979087627e-08,9.3795837056127884e-11,2.1846231098500034e-14,3.4258414346754293e-08,1.7643175503953026e-08,3.0246534235013736e-11,2.2429242282645736e-08,4.71217377718407e-11,1.552015612791376e-18,1.0070802263363259e-13,5.1722406323843113e-19,8.2597384645473976e-14
1.1650716462383838e-12,1.0168345563124213,154.0,0.0,0.0,0.0,0.99999969685639822,1.0,18.999999999848995,4.1093719253123611e-08,9.2437977632547032e-08,9.2387310767101034e-08,1.0079067821928371e-10,2.2648010985971795e-14,3.4678505295891426e-08,1.8652151425614246e-08,3.0814027387557491e-11,2.3711923287512922e-08,5.018993686596386e-11,1.6677637900818715e-18,1.0811448076334225e-13,5.5090233139230398e-19,8.8770986782151772e-14
1.2063289236279416e-12,1.0168345563123606,154.0,0.0,0.0,0.0,0.99999968613911683,1.0,18.999999999838611,4.2548920278423965e-08,9.5710012035015209e-08,9.565523108226774e-08,1.0803569971277032e-10,2.344977411150601e-14,3.5071032922268161e-08,1.9673015621323947e-08,3.1357386575845621e-11,2.5009717504686995e-08,5.3326465291952835e-11,1.7876520835161914e-18,1.157770787948392e-13,5.8533064010629696e-19,9.5166898429421675e-14
1.2475862010174994e-12,1.0168345563122987,154.0,0.0,0.0,0.0,0.99999967542238333,1.0,18.999999999827914,4.4004121214496983e-08,9.8981980146754453e-08,9.8922901061966049e-08,1.1553076417909792e-10,2.4251520991880846e-14,3.5437805732789898e-08,2.0704988067072365e-08,3.1877638155029354e-11,2.6321633313028832e-08,5.6529214263334153e-11,1.9116782200301017e-18,1.2369534560070369e-13,6.2048584155583002e-19,1.017851024012254e-13
1.2888434784070572e-12,1.0168345563122347,154.0,0.0,0.0,0.0,0.99999966470616242,1.0,18.999999999816904,4.545932206134343e-08,1.0225388401146278e-07,1.0219032084349861e-07,1.2327573433620481e-10,2.5053252127923741e-14,3.5780513565970324e-08,2.1747339921510147e-08,3.2375764825296721e-11,2.7646744158381066e-08,5.9796140084952545e-11,2.0398399278075925e-18,1.3186883003318733e-13,6.5634550241370575e-19,1.0862558152532582e-13
1.330100755796615e-12,1.016834556312169,154.0,0.0,0.0,0.0,0.9999996539904209,1.0,18.999999999805578,4.6914522818964056e-08,1.0552572560976657e-07,1.0545749056409246e-07,1.3127047297738872e-10,2.5854968005005521e-14,3.6100735386594941e-08,2.279939016404537e-08,3.2852707495937048e-11,2.8984184279681609e-08,6.3125262133191754e-11,2.1721349362797404e-18,1.4029710007289278e-13,6.9288788167930342e-19,1.1568831864300181e-13
1.3713580331861727e-12,1.0168345563121013,154.0,0.0,0.0,0.0,0.99999964327512825,1.0,18.999999999793939,4.8369723487359521e-08,1.0879750686117149e-07,1.0872441036089915e-07,1.3951484297125392e-10,2.6656669093518858e-14,3.6399946563555304e-08,2.3860502455853314e-08,3.3309367065697174e-11,3.0333144718459537e-08,6.6514660904931842e-11,2.308560976123837e-18,1.4897974201563257e-13,7.3009190926228513e-19,1.2297329660876615e-13
1.4126153105757305e-12,1.016834556312032,154.0,0.0,0.0,0.0,0.99999963256025481,1.0,18.999999999781998,4.9824924066530468e-08,1.1206922962594515e-07,1.119910803709947e-07,1.4800870726167915e-10,2.7458355849339618e-14,3.6679525663990205e-08,2.4930082209507136e-08,3.374660612177378e-11,3.1692869593544321e-08,6.9962476134910539e-11,2.449115779262853e-18,1.5791635969640467e-13,7.6793716531715828e-19,1.304804982901087e-13
1.4538725879652883e-12,1.0168345563119607,154.0,0.0,0.0,0.0,0.99999962184577418,1.0,18.999999999769745,5.1280124556477472e-08,1.1534089570694146e-07,1.1525750073137973e-07,1.5675192886778552e-10,2.8260028714273882e-14,3.6940760801843497e-08,2.6007573850792281e-08,3.4165250566457356e-11,3.3062652620092708e-08,7.3466904971354331e-11,2.5937970788649102e-18,1.6710657374636191e-13,8.0640386021746186e-19,1.3820990656725524e-13
1.495129865354846e-12,1.0168345563118877,154.0,0.0,0.0,0.0,0.99999961113166058,1.0,18.999999999757193,5.2735324957201129e-08,1.1861250685137294e-07,1.1852367157897948e-07,1.6574437088389477e-10,2.9061688116492305e-14,3.718485557312044e-08,2.7092458258781257e-08,3.4566091177434948e-11,3.4441833855232353e-08,7.702620020382999e-11,2.7426026093425913e-18,1.7655002088002888e-13,8.4547281510316369e-19,1.461615043329398e-13
1.5363871427444039e-12,1.016834556311813,154.0,0.0,0.0,0.0,0.99999960041789049,1.0,18.99999999974434,5.4190525268701915e-08,1.218840647525298e-07,1.2178959305064387e-07,1.7498589647948291e-10,2.9863334470951384e-14,3.7412934602962731e-08,2.8184250373334192e-08,3.4949885102969424e-11,3.5829796656549146e-08,8.0638668543994359e-11,2.8955301063521701e-18,1.8624635321221859e-13,8.851254430087151e-19,1.5433527449218966e-13
1.5776444201339617e-12,1.0168345563117367,154.0,0.0,0.0,0.0,0.9999995897044418,1.0,18.999999999731187,5.5645725490980361e-08,1.2515557105144499e-07,1.2505526528314746e-07,1.8447636889913728e-10,3.0664968179801432e-14,3.7626048727621708e-08,2.928249696007088e-08,3.5317357292564768e-11,3.722596484076315e-08,8.4302668960724138e-11,3.0525773067929032e-18,1.961952376043751e-13,9.2534373058802903e-19,1.6273119996212492e-13
1.6189016975235195e-12,1.0168345563116583,154.0,0.0,0.0,0.0,0.99999957899129355,1.0,18.99999999971773,5.7100925624036895e-08,1.284270273385059e-07,1.2832068841318972e-07,1.9421565146251683e-10,3.1466589632781688e-14,3.7825179835314859e-08,3.0386774522469285e-08,3.5669201865774852e-11,3.862980002944197e-08,8.8016611068087626e-11,3.2137419488063704e-18,2.0639635503913388e-13,9.6611022041949061e-19,1.7134926367177222e-13
1.6601589749130773e-12,1.0168345563115786,154.0,0.0,0.0,0.0,0.99999956827842662,1.0,18.999999999703977,5.8556125667871961e-08,1.3169843515501723e-07,1.3158586257739488e-07,2.0420360756431262e-10,3.2268199207603124e-14,3.801124538958308e-08,3.1496687350904055e-08,3.6006083422849373e-11,4.0040799168801953e-08,9.177895356300937e-11,3.3790217717758247e-18,2.1684940002141217e-13,1.0074079938564449e-18,1.8018944856188988e-13
1.701416252302635e-12,1.0168345563114969,154.0,0.0,0.0,0.0,0.99999955756582315,1.0,18.999999999689926,6.001132562248595e-08,1.3496979599471552e-07,1.3485078791231212e-07,2.1444010067420655e-10,3.3069797270319809e-14,3.8185102656479572e-08,3.2611865699425003e-08,3.6328638300177196e-11,4.1458492211901257e-08,9.5588202710386638e-11,3.5484145163255051e-18,2.2755408000468106e-13,1.0492206543985538e-18,1.8925173758480444e-13
1.7426735296921928e-12,1.0168345563114136,154.0,0.0,0.0,0.0,0.99999954685346548,1.0,18.999999999675588,6.1466525487879226e-08,1.3824111130523757e-07,1.3811546455441536e-07,2.249249943368292e-10,3.3871384175688514e-14,3.8347552654596792e-08,3.3731964082077627e-08,3.6637475772538333e-11,4.2882439952803385e-08,9.9442910874668051e-11,3.7219179243199425e-18,2.3851011484150242e-13,1.0915323115731586e-18,1.9853611370425608e-13
1.7839308070817506e-12,1.0168345563113286,154.0,0.0,0.0,0.0,0.99999953614133852,1.0,18.999999999660957,6.2921725264052179e-08,1.4151238248954331e-07,1.4137989264010372e-07,2.3565815217171836e-10,3.4672960267517642e-14,3.8499343845684636e-08,3.4856659681109039e-08,3.693317920403769e-11,4.4312232002976872e-08,1.0334167509701652e-10,3.899529738863272e-18,2.4971723625747974e-13,1.134327565317017e-18,2.0804255989525528e-13
1.8251880844713084e-12,1.0168345563112418,154.0,0.0,0.0,0.0,0.99999952542942694,1.0,18.999999999646032,6.43769249510051e-08,1.4478361090729484e-07,1.4464407230570121e-07,2.4663943787327829e-10,3.5474525879004955e-14,3.8641175582918639e-08,3.5985650859701288e-08,3.7216307149912426e-11,4.5747484900577892e-08,1.0728313571664238e-10,4.0812477042985534e-18,2.6117518734762277e-13,1.1775914908428925e-18,2.1777105914394763e-13
1.866445361860866e-12,1.0168345563111536,154.0,0.0,0.0,0.0,0.99999951471771731,1.0,18.999999999630816,6.5832124548738307e-08,1.4805479787619191e-07,1.4790800368745693e-07,2.5786871521073886e-10,3.6276081333065029e-14,3.8773701332956873e-08,3.7118655772271539e-08,3.7487394411503704e-11,4.718784034376645e-08,1.1126597503465781e-10,4.267069566207111e-18,2.7288372209408257e-13,1.2213096239728842e-18,2.2772159444748812e-13
1.907702639250424e-12,1.016834556311063,154.0,0.0,0.0,0.0,0.9999995040061963,1.0,18.999999999615319,6.7287324057252078e-08,1.513259446732676e-07,1.5117168692154511e-07,2.6934584802811431e-10,3.7077626942646691e-14,3.8897531686706658e-08,3.8255411065903368e-08,3.7746953046463773e-11,4.8632963539875038e-08,1.1528891601902564e-10,4.4569930714078268e-18,2.8484260490431206e-13,1.2654679469228538e-18,2.3789414881392224e-13
1.9489599166399818e-12,1.0168345563109717,154.0,0.0,0.0,0.0,0.99999949329485183,1.0,18.999999999599531,6.8742523476546731e-08,1.5459705253614316e-07,1.544351221440652e-07,2.8107070024416248e-10,3.7879163011040447e-14,3.9013237172575869e-08,3.9395670666968286e-08,3.7995473336032814e-11,5.0082541662876856e-08,1.1935072104942976e-10,4.6510159679564916e-18,2.9705161016881813e-13,1.3100528745250602e-18,2.4828870526207549e-13
1.9902171940295396e-12,1.0168345563108785,154.0,0.0,0.0,0.0,0.9999994825836731,1.0,18.999999999583455,7.0197722806622463e-08,1.5786812266424428e-07,1.5769830949104175e-07,2.930431358523431e-10,3.8680689832176735e-14,3.91213508850911e-08,4.0539204647380918e-08,3.8233424711142197e-11,5.1536282412089976e-08,1.2345019070093418e-10,4.8491360051450957e-18,3.0951052183770282e-13,1.3550512408765697e-18,2.5890524682144888e-13
2.0314744714190973e-12,1.0168345563107828,154.0,0.0,0.0,0.0,0.99999947187264893,1.0,18.999999999567102,7.165292204747954e-08,1.6113915621998e-07,1.6096124909842466e-07,3.0526301892077709e-10,3.9482207690914711e-14,3.922237094100998e-08,4.1685798165257328e-08,3.8461256639101206e-11,5.2993912665468149e-08,1.2758616256522644e-10,5.0513509335011627e-18,3.222191330151941e-13,1.4004502864002302e-18,2.6974375653212192e-13
2.072731748808655e-12,1.0168345563106866,154.0,0.0,0.0,0.0,0.99999946116176952,1.0,18.999999999550461,7.3108121199118187e-08,1.6441015432988514e-07,1.6422394110208912e-07,3.1773021359220599e-10,4.0283716863322085e-14,3.9316762774291661e-08,4.2835250475075356e-08,3.8679399472581433e-11,5.4455177221247283e-08,1.3175751010823166e-10,5.257658504787078e-18,3.3517724557138417e-13,1.4462376453048739e-18,2.8080421744466026e-13
2.113989026198213e-12,1.016834556310588,154.0,0.0,0.0,0.0,0.99999945045102534,1.0,18.999999999533536,7.4563320261538575e-08,1.6768111808572729e-07,1.6748638563783565e-07,3.3044458408395026e-10,4.1085217616946709e-14,3.9404961280510146e-08,4.3987374002771315e-08,3.8888265262515022e-11,5.5919837622143474e-08,1.3596314156295683e-10,5.4680564719994028e-18,3.4838466977043946e-13,1.4924013334322395e-18,2.9208661262003094e-13
2.1552463035877707e-12,1.0168345563104884,154.0,0.0,0.0,0.0,0.99999943974040828,1.0,18.999999999516337,7.6018519234740943e-08,1.7095204854558001e-07,1.7074858284139013e-07,3.4340599468786924e-10,4.1886710211079272e-14,3.9487372820570845e-08,4.5141993481520465e-08,3.9088248536427184e-11,5.738767105669682e-08,1.4020199885649692e-10,5.6825425893681973e-18,3.6184122391458854e-13,1.5389297364788851e-18,3.0359092512952086e-13
2.1965035809773285e-12,1.0168345563103864,154.0,0.0,0.0,0.0,0.99999942902991001,1.0,18.999999999498854,7.7473718118725464e-08,1.7422294673486254e-07,1.7401053284840393e-07,3.5661430977031897e-10,4.268819489700831e-14,3.9564377092948221e-08,4.6298945144225414e-08,3.9279727043660664e-11,5.8858469332705983e-08,1.4447305657016611e-10,5.9011146123563424e-18,3.755467340032241e-13,1.5858115985817054e-18,3.1531713805466179e-13
2.2377608583668863e-12,1.0168345563102836,154.0,0.0,0.0,0.0,0.99999941831952266,1.0,18.999999999481098,7.8928916913492308e-08,1.774938136473475e-07,1.7727223579445381e-07,3.7006939377211277e-10,4.3489671918266988e-14,3.9636328883074818e-08,4.7458075968990082e-08,3.9463062468902551e-11,6.0332037918021974e-08,1.4877532093172948e-10,6.1237702976588713e-18,3.8950103340647555e-13,1.6330360112558201e-18,3.2726523448715901e-13
2.279018135756444e-12,1.0168345563101788,154.0,0.0,0.0,0.0,0.99999940760923955,1.0,18.999999999463068,8.0384115619041636e-08,1.8076465024613795e-07,1.8053369181504224e-07,3.8377111120847907e-10,4.4291141510872674e-14,3.97035596979506e-08,4.8619242974099256e-08,3.9638601115368003e-11,6.1808195044276714e-08,1.5310782883873448e-10,6.3505074032022822e-18,4.0370396255263512e-13,1.6805924026738258e-18,3.3943519752882495e-13
2.320275413146002e-12,1.016834556310072,154.0,0.0,0.0,0.0,0.99999939689905359,1.0,18.999999999444757,8.1839314235373565e-08,1.8403545746461349e-07,1.8379490104559716e-07,3.9771932666902118e-10,4.5092603903558654e-14,3.9766379293505213e-08,4.9782312559254492e-08,3.9806674558933606e-11,6.3286770869415994e-08,1.5746964691197907e-10,6.5813236881438635e-18,4.1815536862884824e-13,1.7284705272758687e-18,3.5182701029151603e-13
2.3615326905355597e-12,1.0168345563099643,154.0,0.0,0.0,0.0,0.99999938618895889,1.0,18.999999999426169,8.3294512762488295e-08,1.8730623620734772e-07,1.8705586362147211e-07,4.1191390481767678e-10,4.5894059317999072e-14,3.9825077101746427e-08,5.0947159890033211e-08,3.996760027445285e-11,6.4767606695180866e-08,1.618598705781914e-10,6.8162169128710273e-18,4.328551052945053e-13,1.776660455700356e-18,3.6444065589707432e-13
2.4027899679251174e-12,1.0168345563098549,154.0,0.0,0.0,0.0,0.99999937547894957,1.0,18.999999999407315,8.4749711200385944e-08,1.9057698735099741e-07,1.903165796779462e-07,4.2635471039267621e-10,4.6695507969026828e-14,3.987992356426755e-08,5.2113668322735924e-08,4.0121682235434635e-11,6.6250554235932993e-08,1.6627762318102121e-10,7.0551848390006264e-18,4.4780303240679856e-13,1.8251525650254468e-18,3.7727611747727182e-13
2.485304522704233e-12,1.0168345563096308,154.0,0.0,0.0,0.0,0.9999993540591654,1.0,18.999999999368779,8.7660107808530399e-08,1.9711841021315887e-07,1.9683727277343742e-07,4.559744631458497e-10,4.8298385807212499e-14,3.9979056449771684e-08,5.4451239774504774e-08,4.0410466638395705e-11,6.9222239444267725e-08,1.7519234308205868e-10,7.5453358480777006e-18,4.7844292685236476e-13,1.9230063111958144e-18,4.0361242113802178e-13
2.559567622005437e-12,1.016834556309424,154.0,0.0,0.0,0.0,0.99999933478160086,1.0,18.999999999333173,9.0279464450739146e-08,2.0300560465314497e-07,2.0270505481862915e-07,4.834729829953967e-10,4.974095475316027e-14,4.0057470972518328e-08,5.655971434647929e-08,4.0649759753435599e-11,7.1902680607650368e-08,1.8330148704929463e-10,8.0003848047318879e-18,5.0686635511873e-13,2.0120175505399556e-18,4.2807353604543771e-13
2.633830721306641e-12,1.016834556309212,154.0,0.0,0.0,0.0,0.99999931550423815,1.0,18.999999999296691,9.28988208038862e-08,2.0889272211819462e-07,2.0857204024143127e-07,5.1176717950656229e-10,5.1183504835682586e-14,4.0126868429088822e-08,5.8672078003931076e-08,4.0871047570814548e-11,7.4588065867956372e-08,1.9148737867794185e-10,8.4686010387163326e-18,5.3609199758436617e-13,2.1018712371521115e-18,4.5325307282467278e-13
2.708093820607845e-12,1.0168345563089949,154.0,0.0,0.0,0.0,0.99999929622705475,1.0,18.999999999259334,9.551817686797213e-08,2.1477976681909216e-07,2.1443822982810974e-07,5.4085626651365784e-10,5.2626037086670828e-14,4.0188285849994059e-08,6.0787883467010147e-08,4.1075684914546206e-11,7.7277826611721559e-08,1.9974580718502415e-10,8.9499715401462872e-18,5.6611922888647254e-13,2.1925211499155823e-18,4.7915093345308132e-13
2.7823569199090488e-12,1.016834556308773,154.0,0.0,0.0,0.0,0.99999927695003044,1.0,18.999999999221124,9.8137532642997399e-08,2.2066674273556631e-07,2.2030362436415336e-07,5.7073945862764699e-10,5.4068552481394598e-14,4.0242640906109971e-08,6.2906734936665878e-08,4.1264924635818763e-11,7.9971459671478612e-08,2.0807279284281574e-10,9.4444833119894836e-18,5.969474705212381e-13,2.2839236039716003e-18,5.0576702000883699e-13
2.8566200192102527e-12,1.016834556308546,154.0,0.0,0.0,0.0,0.99999925767314812,1.0,18.999999999182052,1.0075688812896242e-07,2.2655365362898453e-07,2.2616822463427488e-07,6.0141597123537772e-10,5.5511051941612007e-14,4.0290745687770115e-08,6.5028282151610145e-08,4.1439925301821969e-11,8.2668519770552436e-08,2.1646457428451941e-10,9.9521233700534049e-18,6.2857618732193822e-13,2.3760373113757029e-18,5.3310123467031562e-13
2.9308831185114567e-12,1.016834556308314,154.0,0.0,0.0,0.0,0.99999923839639149,1.0,18.99999999914213,1.0337624332586757e-07,2.3244050305434239e-07,2.3203203142241165e-07,6.328850204988166e-10,5.6953536338507201e-14,4.0333318884635072e-08,6.7152215135038853e-08,4.1601758299076021e-11,8.5368612844724912e-08,2.2491759651552576e-10,1.0472878742972565e-17,6.6100488420459858e-13,2.4688232494991667e-18,5.6115347971554076e-13
3.0051462178126606e-12,1.0168345563080772,154.0,0.0,0.0,0.0,0.99999921911974698,1.0,18.999999999101362,1.0599559823371319e-07,2.3832729437159793e-07,2.3789504551172636e-07,6.6514582335428202e-10,5.8396006495469217e-14,4.0370996567360856e-08,6.9278259544408913e-08,4.1751414405119143e-11,8.8071390130545506e-08,2.334284995782637e-10,1.1006736472195892e-17,6.9423310315664252e-13,2.5622445366048285e-18,5.899236575216803e-13
3.0794093171138645e-12,1.0168345563078351,154.0,0.0,0.0,0.0,0.99999919984320218,1.0,18.999999999059739,1.0861495285249956e-07,2.4421403075636998e-07,2.4375726768460781e-07,6.981975975116793e-10,5.9838463190713062e-14,4.0404341677338375e-08,7.140617257843512e-08,4.1889809851159315e-11,9.0776542962019376e-08,2.4199410785427128e-10,1.1553683611974054e-17,7.2826042045822026e-13,2.6562663144175593e-18,6.1941167056459277e-13
3.1536724164150685e-12,1.0168345563075887,154.0,0.0,0.0,0.0,0.99999918056674575,1.0,18.999999999017277,1.1123430718222699e-07,2.5010071521004844e-07,2.4961869872267186e-07,7.3203956145373755e-10,6.12809071597565e-14,4.0433852419645913e-08,7.353573935714019e-08,4.2017791927312091e-11,9.3483798168673284e-08,2.5061141995424781e-10,1.2113707229346754e-17,7.6308644411265832e-13,2.7508556371489079e-18,6.4961742141841442e-13
3.2279355157162724e-12,1.0168345563073369,154.0,0.0,0.0,0.0,0.99999916129036837,1.0,18.999999998973976,1.1385366122289574e-07,2.5598735056935053e-07,2.5547933940676189e-07,7.6667093443524484e-10,6.2723339097763716e-14,4.045996970030587e-08,7.5666769714104197e-08,4.2136144168012661e-11,9.619291399763863e-08,2.5927759916111728e-10,1.2686794404130195e-17,7.9871081146887767e-13,2.8459813665921007e-18,6.8054081275518382e-13
