Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900)
1e-12,0.0024146084282911664,1.2207508312514428e-28,2.1760521787626434e-35,1.3505810006561644e-32,1.1376449167919513e-34,5.1139399264685127e-38,0.0,0.0,3.7860054628473188e-23,3.9272736378415392e-33,1.3897644396217694e-40,1.0503595273991499e-44,8.157760577583656e-48,5.3301815575793403e-63,3.432245390215696e-53,2.2184427157721921e-40,3.321583155464074e-23,1.3498645923322155e-32,3.3482073112492192e-86,1.9560184295666322e-84,2.8476597244070611e-55,2.8792232962211195e-53,6.5232302490138476e-38,4.1925374450863291e-44,1.4451343070042075e-35,1.5178976924166792e-58,5.3922268704217687e-51,1.0591662285491892e-29,1.3195697794902015e-33,4.8455835526583626e-24,1.5343971171074883e-43,1.0966968886650072e-57,8.8831895124669958e-56,1.2021841525743226e-41,3.4549259753896934e-71,7.3857533870976471e-57,7.7442668371931126e-28,2.9393070552240969e-37,2.3546489525981692e-40,2.7271955518393537e-44,3.1321151863773188e-28,1.5617297222956214e-64,1.1353353189788033e-57,1.4009512930937487e-52,6.5131208479752322e-45,4.9549276310865305e-40,3.6574408861695175e-55,2.7216497832211987e-57,1.6366762062937156e-56,2.0162613495477846e-85,1.7636728052036122e-79,2.2349077731142369e-119,4.8939482566050875e-105,3.64205304752797e-53,6.493709598163134e-51,1.1500889458300939e-56,5.8611445028795324e-67,4.4013907453088448e-52,5.4234109781388454e-62,5.6421604585874689e-72,1.7780893232025378e-36,2.6214189865445188e-40,2.0578607204416224e-49,3.3889337217128239e-49,9.9981751357185464e-75,6.0090756550690848e-83,6.8424817842446289e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.8557008312999426e-24,4.845764312406783e-24,4.8557364337570729e-24,1.4300633662284815e-28,1.0747767309890993e-28,1.4271370029178409e-28,1.3855554434921768e-35,2.0084072729212336e-24,5.8966054442530297e-36,4.6053006306287855e-28,2.5643095811488524e-39,1.0913107054688028e-39,1.7086504127567919e-24,9.0991225139307933e-36,8.5432520101254564e-25,3.9179551456273485e-28,1.9589764052096905e-28,1.1567817430279339e-34,2.140919490522545e-38,2.9228415990608907e-46,8.8504431013201874e-50,7.1129273710525839e-26,5.187693795884561e-45
1.023e-12,0.0024146084282911664,1.2488193476139879e-28,2.2518379511829954e-35,1.3976873902358433e-32,1.1773164604980291e-34,5.3232140660804598e-38,0.0,0.0,3.8730587284905984e-23,4.0642520609615678e-33,1.4381982207623147e-40,1.0933281074996323e-44,8.491592878503916e-48,5.5482142092502044e-63,3.551954683432885e-53,2.2957538609857976e-40,3.3979568261620893e-23,1.3969460255663238e-32,3.4957931375725299e-86,2.042039260198011e-84,2.9642441291887531e-55,2.9970427419300336e-53,6.6727931212253867e-38,4.3641057252725807e-44,1.4955386147943172e-35,1.5867084383363081e-58,5.6128848901680737e-51,1.0961082643612622e-29,1.3655942722585793e-33,4.9569962957994367e-24,1.5971875928170877e-43,1.1465606665640422e-57,9.2737805969759878e-56,1.2549640028900661e-41,3.6147425487778608e-71,7.6880620197928206e-57,8.0143762856550793e-28,3.0595902665479631e-37,2.4508334428591722e-40,2.8390292440701146e-44,3.2413583764471058e-28,1.6162003745729348e-64,1.1870161849985158e-57,1.4626084449818802e-52,6.7995013877129274e-45,5.1576939176416153e-40,3.8182566322257701e-55,2.8411118503067802e-57,1.7086400271483956e-56,2.1096023820287423e-85,1.844016717710486e-79,2.3383256481441207e-119,5.1189486842551863e-105,3.802343587755501e-53,6.7795032055992677e-51,1.2024414604037969e-56,6.1278234767192051e-67,4.6015725451229581e-52,5.674246788531697e-62,5.8982480307625225e-72,1.8508526416486223e-36,2.7283348225564462e-40,2.1483444190524156e-49,3.5378165904915962e-49,1.0460642617312112e-74,6.2893555055115825e-83,7.1615912165989166e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.9673483501859742e-24,4.9571833601322928e-24,4.967385194402921e-24,1.4799419763375025e-28,1.1122634819294505e-28,1.4769135459517793e-28,1.4422547131219141e-35,2.0545819708564374e-24,6.1379046143261967e-36,4.76592226323119e-28,2.6770611528487167e-39,1.1392951700310126e-39,1.7479334917579466e-24,9.4714749261143257e-36,8.7396674032598739e-25,4.0546038524930163e-28,2.0273007108622069e-28,1.2041185558608785e-34,2.2350541983051155e-38,3.0558299828774931e-46,9.2599237465636754e-50,7.2764782760622271e-26,5.4237328547421937e-45
2.047e-12,0.0024146084282911664,2.4983826869405183e-28,8.9925587787841908e-35,5.5935504200268088e-32,4.7101890637660117e-34,4.2610879719734474e-37,0.0,0.0,7.7488231271947802e-23,1.6265547650119121e-32,5.728780996974717e-40,8.7121819065629146e-44,6.7967531258813263e-47,4.4165191909475972e-62,1.4213103638570859e-52,9.1430656879529948e-40,6.7981251149035913e-23,5.5906048278502715e-32,6.3659683815600858e-85,3.285700010620053e-83,2.3869523355661564e-54,2.3976895716040629e-52,1.3276092757654582e-37,3.4933591887748196e-43,5.9851722159111859e-35,4.6474794827722575e-57,4.4917939412260168e-50,4.3864839491663926e-29,5.464928546683981e-33,9.916782691571781e-24,1.2783488645315845e-42,3.5232215599478287e-56,1.484585583670673e-54,1.9269802203230873e-40,2.2607814528701981e-69,6.1723699580073386e-56,3.2073687050728799e-27,2.4491274064026682e-36,1.9159571538953566e-39,2.3357937908554884e-43,1.297148934691995e-27,6.4678255185853571e-64,3.9012278932745141e-56,2.4045683592895936e-51,1.0885627621732566e-43,4.128400113500016e-39,6.1115585342251683e-54,4.3362622379248706e-56,2.7349069011414139e-55,1.45056312960271e-83,6.3429939762530935e-78,1.5234443575091892e-117,2.6407979924568211e-103,6.2516620570213404e-52,1.1145108335908259e-49,3.9521840525050877e-55,1.9604989694145033e-65,1.4388064952216193e-50,3.4884049343141053e-60,1.661998618514515e-70,1.4815103025748753e-35,2.0916439414407306e-39,3.4393812154977739e-48,5.528718575962636e-48,6.5020281267262492e-73,7.7345668665867925e-81,8.5627511163386796e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.9378677457248912e-24,9.9175312792706146e-24,9.9380151933625531e-24,5.9227239386685766e-28,4.4513043493081856e-28,5.9106044331055119e-28,1.1542570202692674e-34,4.1096442827528139e-24,4.9122835998825641e-35,1.9069891781219034e-27,4.2851980849857891e-38,1.8236916154714954e-38,3.4962760563570216e-24,7.5804158326343378e-35,1.7481380059676655e-24,1.6223695958199732e-27,8.1118382522333176e-28,9.6349498338759538e-34,3.5770318597153319e-37,9.779417503920237e-45,5.9269065254136077e-48,1.4558088751190634e-25,1.7359934279065609e-43
4.095e-12,0.0024146084282911664,4.9971261279866962e-28,3.5939090816438917e-34,2.2378988797920154e-31,1.8841356566477688e-33,3.4097602853268995e-36,0.0,0.0,1.550035838442055e-22,6.5079271045721208e-32,2.2707674325097062e-39,6.9089810427726149e-43,5.4379645714666163e-46,3.4951760687806355e-61,5.6849916878147278e-52,3.6228325034844139e-39,1.3597980308466477e-22,2.2367374668670777e-31,1.4698960647408127e-83,5.3108046460526311e-82,1.9326932465267438e-53,1.9164767188183663e-51,2.6264365036679856e-37,2.7954350522907361e-42,2.3945977514348556e-34,1.3329096511732516e-55,3.5925057822944093e-49,1.7548524696223048e-28,2.1862910297706645e-32,1.9834345130128755e-23,1.0226959583584844e-41,1.04343188574795e-54,2.3754887099602226e-53,2.8502671585890811e-39,1.3823576644454749e-67,4.9684477781215773e-55,1.2832317081831995e-26,1.9598272847499605e-35,1.4645331146001312e-38,1.9702812351522609e-42,5.1893541490297462e-27,2.5875119383183559e-63,1.3129141425209949e-54,4.0496474678857227e-50,1.7420378703566514e-42,3.3032726587076858e-38,9.776357234489721e-53,6.3456758853049681e-55,4.3749850230594706e-54,1.0655052539486896e-81,2.3318075137482837e-76,1.0082941296092661e-115,1.4698290703863199e-101,1.0530422266878241e-50,1.8768051808614726e-48,1.3302319699902367e-53,6.2646246987467485e-64,4.3977571023690426e-49,2.0675157240843714e-58,4.2876422540859518e-69,1.1854426574364148e-34,1.5428082998134827e-38,5.5040761410219141e-47,8.4429356781929882e-47,3.9271215392947303e-71,9.1671238201718703e-79,9.6234412381004179e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.987801735694289e-23,1.9837339765587118e-23,1.9878607249170864e-23,2.3695887172744439e-27,1.7809199112043468e-27,2.3647401056750458e-27,9.2328099012263859e-34,8.2169087300229927e-24,3.9293460341882723e-34,7.6269113808261406e-27,6.8556315580159215e-37,2.917648944661291e-37,6.9905291595894829e-24,6.0639290392603496e-34,3.4952644910299583e-24,6.4885919322325675e-27,3.2442881857167246e-27,7.7040692620596148e-33,5.7206279527264753e-36,3.1267104286785956e-43,3.7900003555441318e-46,2.9121468501348568e-25,5.55206550795581e-42
8.191e-12,0.0024146084282911664,9.9930805248984649e-28,1.4368183586886989e-33,8.9519067105399621e-31,7.5356714285269256e-33,2.7279801961684065e-35,0.0,0.0,3.1003454727672652e-22,2.6035140938613205e-31,8.9179157483347482e-39,5.4299153111747507e-42,4.3492745889209399e-45,2.7356182497436837e-60,2.2729035684778547e-51,1.4217737589378835e-38,2.7195765432809182e-22,8.9473973960303636e-31,4.7897978891830893e-82,8.6638434304676176e-81,1.582396796153639e-52,1.5298075482874456e-50,5.1396015500090077e-37,2.2365179947280567e-41,9.5788568926133391e-34,3.6083324582548289e-54,2.8712017015273314e-48,7.0187218867071934e-28,8.7442835575077048e-32,3.9661431855210169e-23,8.1780841806111404e-41,2.9040017669648305e-53,3.7993875616566049e-52,3.9585968450921748e-38,8.1135240754010882e-66,4.0218263590947672e-54,5.1331830142297608e-26,1.5679828355595661e-34,1.0750577222735054e-37,1.7380823753964317e-41,2.0755324787195376e-26,1.0349033317066974e-62,4.6117194478314875e-53,7.1232317948999031e-49,2.786969272158967e-41,2.6422893882695361e-37,1.562765564593436e-51,8.662662519970458e-54,6.9937058642464105e-53,8.8131994432670353e-80,9.6585331384234026e-75,6.8817583804854518e-114,8.4974483787061271e-100,1.8528753546069762e-49,3.3005695862033361e-47,4.6736777024486136e-52,1.9979497174048974e-62,1.2900432492053584e-47,1.1520888122641927e-56,9.8727173006712923e-68,9.4829394030058005e-34,1.0663155282643704e-37,8.8056013787387996e-46,1.2365723932404052e-45,2.2499857494218648e-69,1.0211904168458744e-76,9.7173435829326108e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.9754760496635803e-23,3.9673407966049468e-23,3.975711995144501e-23,9.4786222663846446e-27,7.1240648778819779e-27,9.4592289688184147e-27,7.3808687480280373e-33,1.6420012892003453e-23,3.1412666506596555e-33,3.0487309393244249e-26,1.0961427763869785e-35,4.6651199642632387e-36,1.3969320825308512e-23,4.8482733821331807e-33,6.9846600583619323e-24,2.5937089640396081e-26,1.2968482623018724e-26,6.1542150761956043e-32,9.1401267218248391e-35,9.983139891641386e-42,2.4202384527753112e-44,5.8248861674853735e-25,1.7737694286812276e-40
1e-11,0.0024146084282911664,1.2198192911896459e-27,2.3881306680514047e-33,1.4881323978742305e-30,1.2525736022118813e-32,6.9443309222974467e-35,0.0,0.0,3.785042607968702e-22,4.3284334505074476e-31,1.4547256832117899e-38,1.3494319487752675e-41,1.1066648407743191e-44,6.7602914459196751e-60,3.7763246324405818e-51,2.3175292831879801e-38,3.3199532440453888e-22,1.4874068712913718e-30,4.6667095765802212e-81,3.8515616923889318e-80,4.1553405391828226e-52,3.8820848216661073e-50,6.1796155691602456e-37,5.6933696649241306e-41,1.5923777440279375e-33,2.245059465039925e-53,7.2984008062407606e-48,1.1666022315621587e-27,1.4534087330873504e-31,4.8410978100637093e-23,2.0803975637222136e-40,1.8526473762498908e-52,1.6371180146387589e-51,1.4135691104748879e-37,1.0443581675187161e-64,1.0403296530682301e-53,8.533353728526917e-26,3.9915263833966303e-34,2.4661249344341252e-37,4.9951726825258828e-41,3.4497929363309501e-26,1.7201430057024242e-62,4.1957270849376772e-52,3.5250827406585542e-48,1.2013990064047239e-40,6.7244477690233944e-37,6.7276520653062814e-51,3.0360540214672627e-53,3.0108721942073048e-52,2.0132970826971298e-78,1.1430770352384425e-73,1.1510387079428034e-112,1.1496702998835623e-98,9.1743578750100878e-49,1.6327880434737431e-46,4.2538519558432757e-51,1.5577320396927358e-61,8.7996280377386866e-47,1.382496260281908e-55,5.2282986732597466e-67,2.4135480221127791e-33,2.3078825933972354e-37,3.7958942887529224e-45,4.689692158900941e-45,2.7722092620149356e-68,2.3694057035566154e-75,1.9112330336957812e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.8530191902354822e-23,4.8430881724590325e-23,4.8534113827707733e-23,1.5756806665860819e-26,1.1843028899489001e-26,1.5724571174170718e-26,1.8768095242761808e-32,2.0032853714458499e-23,7.9879007688196358e-33,5.0643281412809808e-26,4.7206859721063846e-35,2.0091730710962394e-35,1.7042949923036828e-23,1.2330541816065863e-32,8.5214743739266774e-24,4.3084830448506887e-26,2.1542257071453633e-26,1.5632938767820256e-31,3.9317076650591644e-34,7.7991756075096837e-41,3.5931033010280446e-43,7.1113543282808795e-25,1.3872361154830445e-39
1.6383e-11,0.0024146084282911664,1.9978863097749519e-27,5.7448064395617141e-33,3.5803087617733738e-30,3.0133023087291279e-32,2.1821592771319914e-34,0.0,0.0,6.200975064569459e-22,1.0414757526500939e-30,3.4410211026583256e-38,4.1949317751487815e-41,3.4768692125566523e-44,2.096122511711444e-59,9.0810989006960184e-51,5.4781746736182522e-38,5.4383636812922739e-22,3.5786143348439661e-30,1.9442983338131342e-80,1.4384666734318764e-79,1.3233892176416248e-51,1.2182021712752891e-49,9.8492725532632573e-37,1.7890762816312487e-40,3.8311631423558679e-33,8.8934928300182377e-53,2.291963457372877e-47,2.8063876731188513e-27,3.4963229113844129e-31,7.9283478755451909e-23,6.5354039300874958e-40,7.3649878266365096e-52,6.0730357630266981e-51,5.0045250341558553e-37,4.4430601805309383e-64,3.2920114720424269e-53,2.0530749897326665e-25,1.2542924098069917e-33,7.3744621457228088e-37,1.6487714103425429e-40,8.2988280391135067e-26,4.1379897934938699e-62,1.7372988256638253e-51,1.3449817002095217e-47,4.4571244743219615e-40,2.1128216118582188e-36,2.4951792769590447e-50,1.0692082397657634e-52,1.1166933422773769e-51,8.8061819684859817e-78,4.8355903275001374e-73,4.9696221437485112e-112,4.9064162336281523e-98,3.5007980278400363e-48,6.2294339885369343e-46,1.7614343142506994e-50,6.3491705718868676e-61,3.5296963419279969e-46,5.8540801964406584e-55,2.019262978348554e-66,7.5836512859089406e-33,6.6887132051955067e-37,1.4082559786299035e-44,1.6873917401693199e-44,1.1759962615019551e-67,1.036945587643066e-74,8.3120856667425328e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.9494027536796204e-23,7.9331354361829776e-23,7.950346259066233e-23,3.7909184234603984e-26,2.8493746063622566e-26,3.7831635462044527e-26,5.8947568275313261e-32,3.2780649717626293e-23,2.5089097881155258e-32,1.2176299915791039e-25,1.7509773433840475e-34,7.4524044915595118e-35,2.7888154196558026e-23,3.873149229356298e-32,1.3944075687497584e-23,1.0359009831924829e-25,5.179455243041439e-26,4.9078319267344917e-31,1.4579550196585884e-33,3.179580341839945e-40,1.5417282497299753e-42,1.1650617053741197e-24,5.6561864188556465e-39
3.2767e-11,0.0024146084282911664,3.9925953081991446e-27,2.2966489000334637e-32,1.431620200846674e-29,1.2044948233012163e-31,1.7451681118793593e-33,0.0,0.0,1.2402275473941707e-21,4.1660550917618792e-30,1.2849262614363286e-37,3.1390690101078476e-40,2.7771047063973119e-43,1.5431549943842006e-58,3.6236967930015212e-50,2.0397802884639717e-37,1.0872860154945164e-21,1.4310298076153307e-29,8.1320095993475992e-79,2.4640008285353068e-78,1.1497984672103532e-50,9.6553262912720657e-49,1.8152163448425914e-36,1.4308762878154296e-39,1.5320113570687714e-32,1.9500551231429715e-51,1.8254088785787791e-46,1.1215652669921897e-26,1.3972810621125053e-30,1.5839927448427681e-22,5.2164574443831266e-39,1.6626277324470152e-50,9.696525148213101e-50,5.6268264564410109e-36,2.1909491950663441e-62,2.7524792411771928e-52,8.2099092626107333e-25,1.0031689459224679e-32,4.5788216920392673e-36,1.730903676792438e-39,3.3165676368051551e-25,1.6537364641647423e-61,7.2225056413404979e-50,2.8053148082496873e-46,7.1240488352255756e-39,1.6884501756123008e-35,3.9751035394369856e-49,1.1691022386422375e-51,1.7791010234260166e-50,1.1244534800497514e-75,3.0940481529727841e-71,3.9482634716940932e-110,2.7065193782336748e-96,7.3113267878008124e-47,1.298244979736584e-44,7.3290457393205407e-49,2.0036907125388504e-59,8.6941515689476073e-45,2.6496117459993189e-53,3.7391274342611452e-65,6.0619118861926144e-32,3.7200406390956139e-36,2.250887183558826e-43,2.0694084365129279e-43,5.3146002138337586e-66,9.3757667563150551e-73,5.7128445600434604e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.5891572536503839e-22,1.5859052777200004e-22,1.5895343977173971e-22,1.5157944703762728e-25,1.1394370336246839e-25,1.5126947758311088e-25,4.6994391099268508e-31,6.5320651160972661e-23,2.0003622632457383e-31,4.8552105289389059e-25,2.7921387904200939e-33,1.1884834047788539e-33,5.5571681913270818e-23,3.0894520639527886e-31,2.7785835364763755e-23,4.1305938488405728e-25,2.0652573256403196e-25,3.901127841377428e-30,2.3182527752178693e-32,1.0078257205148984e-38,9.7743203543315246e-41,2.3303078144979952e-24,1.7971243620709554e-37
6.5535e-11,0.0024146084282911664,7.9722469616269474e-27,9.1778167437538617e-32,5.7221784444883443e-29,4.8112758133979416e-31,1.395160783917459e-32,0.0,0.0,2.4805040662772864e-21,1.6664619201775219e-29,4.5314892534097954e-37,2.221060326650998e-39,2.2145598808908513e-42,1.0573904066754192e-57,1.4424557582801016e-49,7.1521704192311921e-37,2.1729555837430208e-21,5.7205148009045676e-29,3.2351350974984377e-77,4.4346618025068557e-77,1.063156498703227e-49,7.5828832494634119e-48,3.1238903062567547e-36,1.1440205085979881e-38,6.1241170817151689e-32,3.8099858883620256e-50,1.4473281252180741e-45,4.4781433157335935e-26,5.5788915155871623e-30,3.1611933329461266e-22,4.1540548575865353e-38,3.3368655647744842e-49,1.5449246850545281e-48,5.6271729973083171e-35,9.4310644001858192e-61,2.3916684995270764e-51,3.2818918706767303e-24,8.0206564746796554e-32,2.5185358345834707e-35,2.0395672524510124e-38,1.3241973495026101e-24,6.6029763144316561e-61,3.3624178189756621e-48,6.5579810216868141e-45,1.1374320523216495e-37,1.3477992338862237e-34,6.3053844754122504e-48,1.1367370651913844e-50,2.8221549806015293e-49,1.8279630391004447e-73,2.5191718487856852e-69,3.6155174811282823e-108,1.3440602087001859e-94,1.7136132194247903e-45,3.0299568281557729e-43,3.4175496781720463e-47,6.2386384375559707e-58,1.86957971731624e-43,1.0665423835978592e-51,6.4513392183998093e-64,4.8412578148556773e-31,1.8375668161772954e-35,3.5937867399809093e-42,2.2113212267471654e-42,1.9600982338443471e-64,7.5383099936912702e-71,3.1023942250136842e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.17532101186029e-22,3.1688232171505158e-22,3.1768274525890432e-22,6.0583027132340644e-25,4.5550243441468486e-25,6.0459225679888142e-25,3.7333911389652775e-30,1.2968358578701348e-22,1.5894699743262818e-30,1.9298502846397355e-24,4.4372618558170378e-32,1.8890825255212625e-32,1.1032899169466032e-22,2.4570374877271864e-30,5.5164473884578874e-23,1.6418408294955637e-24,8.208889585450422e-25,3.0810657562955552e-29,3.6632943056520686e-31,3.1644627007952876e-37,6.1389857344939775e-39,4.6611920961232815e-24,5.669369533252748e-36
9.999999999999999e-11,0.0024146084282911664,1.2137553199411251e-26,2.3622135186897605e-31,1.4731600052347832e-28,1.2373735209267334e-30,6.5227644241562005e-32,0.0,0.0,3.7850467886268816e-21,4.2956912678997366e-29,9.8351410346747081e-37,8.6159729319716892e-39,1.0307195058954705e-41,3.8851956998558176e-57,3.6889257491239622e-49,1.5381925397733284e-36,3.3122691954780649e-21,1.4730240828681964e-28,6.6219823071780209e-76,4.686140298289973e-76,6.1441845966502356e-49,3.436323722794727e-47,4.0190503681896709e-36,5.3496028736171278e-38,1.5769216712117363e-31,3.7435463323750174e-49,6.6681347135470333e-45,1.150902405838463e-25,1.4337495451382004e-29,4.8093833977189857e-22,1.9286788948659158e-37,3.3557827166950765e-48,1.3625522046210127e-47,2.9613910952945738e-34,1.8800708356232129e-59,1.2785271103479924e-50,8.4508053510519564e-24,3.7506370321641546e-31,7.6769260827081793e-35,1.4988925649839126e-37,3.4031228059723276e-24,1.6969937740261091e-60,9.2690583887471276e-47,9.2417504471740102e-44,1.0069230774145299e-36,6.2844537697130242e-34,5.514098747447798e-47,5.8274081732757678e-50,2.4680585469863449e-48,1.8743338469407298e-71,1.2988021050032907e-67,2.0901409870948436e-106,2.9762801227685905e-93,2.4270125357110692e-44,4.2566384778025561e-42,9.4503190324031913e-46,1.0252892091373992e-56,1.9085288526539015e-42,2.0999176591790478e-50,5.8851696562725622e-63,2.2593348337290916e-30,5.2227968728583748e-35,3.1814355709949534e-41,1.1726243475462217e-41,3.0589119882268934e-63,2.9296264524110211e-69,7.3634850263863073e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.8388676475052242e-22,4.8289657392821834e-22,4.8427417383803663e-22,1.5595605106693243e-24,1.1729732035990284e-24,1.5563771829253797e-24,1.7260396813345251e-29,1.9590436667853463e-22,7.3510902092266219e-30,4.9238736455749095e-24,3.8940582805431136e-31,1.6583897424796308e-31,1.6666747091996062e-22,1.1381595999989747e-29,8.3333680498515425e-23,4.1890845182552251e-24,2.0943968454693988e-24,1.4096926542958443e-28,3.180827051353742e-30,5.2798316379978323e-36,2.0200403242780104e-37,7.1135821803860828e-24,9.5431169423316904e-35
1.31071e-10,0.0024146084282911664,1.5892673759811545e-26,3.6644024592001898e-31,2.2853803411634135e-28,1.9191468442665216e-30,1.1145418499474871e-31,0.0,0.0,4.9611224284389889e-21,6.6660027451397463e-29,1.4616506608319919e-36,1.4381135547956583e-38,1.7602894104874395e-41,6.4345280156662978e-57,5.7141707537811403e-49,2.2801241136512874e-36,4.3393869447953316e-21,2.2852718629612519e-28,1.2300198584702784e-75,8.5110098042118872e-76,1.072484973610509e-48,5.8506349906475408e-47,4.8260580073690606e-36,9.1410333005287694e-38,2.4464498610165432e-31,6.7749614183896569e-49,1.137481341675229e-44,1.7847526758367524e-25,2.2233580839140067e-29,6.2952651183792948e-22,3.2929301089779642e-37,6.0802727731036637e-48,2.4516461857858634e-47,5.1238513738949238e-34,3.4899752288878912e-59,2.2155345860695043e-50,1.3110701209132292e-23,6.4088427914531524e-31,1.2327335001886562e-34,2.6663073764310223e-37,5.2773225117019264e-24,2.6315994855071665e-60,1.732220055591448e-46,1.6982186405730827e-43,1.8121455294260857e-36,1.073496278125153e-33,9.9167420690319317e-47,1.0056157397105448e-49,4.4386469518372296e-48,3.5476099404389612e-71,2.4469915238171908e-67,3.9418570228836884e-106,5.5382957972235611e-93,4.4605346266149981e-44,7.8209395160454243e-42,1.766190162491012e-45,1.8933685263628493e-56,3.4605650877079012e-42,3.8968910451728188e-50,1.0609183882431125e-62,3.85972712916674e-30,8.2746605923168937e-35,5.7255855737974934e-41,2.030416743280519e-41,5.6398849510535319e-63,5.5027932942715477e-69,1.3722150169525987e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.3385936743766518e-22,6.3256228785583493e-22,6.3446022569882949e-22,2.4193705285633336e-24,1.8197898079607505e-24,2.4144334556564529e-24,2.9455307398247624e-29,2.5560394256945159e-22,1.254532500738674e-29,7.6230554197695071e-24,7.0046130033792081e-31,2.9831615217785579e-31,2.1745792175441022e-22,1.9427293302601384e-29,1.0872887616663158e-22,6.4854840149461134e-24,3.2424938585152913e-24,2.4027981540852037e-28,5.7181621906405731e-30,9.7544391170806604e-36,3.7858093263983485e-37,9.3244689440051028e-24,1.763535220820775e-34
2.62143e-10,0.0024146084282911664,3.1579517906532168e-26,1.4604679074143101e-30,9.113587063290822e-28,7.6339671965743725e-30,8.8909124185062932e-31,0.0,0.0,9.9226171046454347e-21,2.6664916305636428e-28,4.1951124741835428e-36,8.2545885783772811e-38,1.3903223142322512e-40,3.2884181152724809e-56,2.2421685290816718e-48,6.3907536688901931e-36,8.6527072069219433e-21,9.1175891480532917e-28,4.6323977488743809e-74,1.729482335255768e-74,1.1912801959192841e-47,4.3661603277964442e-46,6.467152520744554e-36,7.2949755988194087e-37,9.7601968011576666e-31,1.1213304205013258e-47,8.7873722283227806e-44,7.0874174080283033e-25,8.828407966845244e-29,1.2483132926162775e-21,2.5869254747804028e-36,1.0335308530421549e-46,3.8624287294007707e-46,4.3779168634721861e-33,1.106525151007875e-57,2.2519523228297955e-49,5.2307720416332512e-23,5.114752196709028e-30,5.5207252488429908e-34,3.7475285734152565e-36,2.0954893779737362e-23,1.0450324158125584e-59,9.5396138932994686e-45,4.71137996757764e-42,2.8748592126108146e-35,8.5127577710950724e-33,1.5339375472458069e-45,8.2820172040430825e-49,6.8659017925972247e-47,7.573325565636161e-69,2.6131095890007208e-65,5.0516629628437682e-104,1.7221604815987612e-91,1.2502941296558598e-42,2.1560984899452368e-40,9.7868199069721167e-44,5.4853988772941573e-55,5.5074799721941677e-41,1.3275014644445682e-48,1.6792218548740149e-61,3.0667019411502072e-29,3.5063594639131191e-34,9.0832949355672374e-40,1.6006564392151233e-40,1.2397018630266628e-61,3.7471036502312051e-67,5.2216339136169606e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.2629125917749247e-21,1.2603283331862408e-21,1.2653023339820095e-21,9.6459035915290255e-24,7.2613715764904803e-24,9.6262747487281175e-24,2.2928348995241961e-28,4.967031889482078e-22,9.7728005430356034e-29,2.9747488679364124e-23,1.0913799104642946e-29,4.6512691935149562e-30,4.2258113526782668e-22,1.5187352776907879e-28,2.1129025241312117e-22,2.5308994711076992e-23,1.2652566009685199e-23,1.828234864231941e-27,8.7150995113590482e-29,2.9023641970071429e-34,2.2542073045043534e-35,1.8656596611034612e-23,5.3372161652132084e-33
