Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268)
9.999999999999999e-10,0.001653275553615514,3.3685068315621689e-30,9.7825718020260489e-33,3.6807295550862659e-29,7.4231347059901757e-34,4.2111604047406063e-33,0.0,0.0,2.3933136615306025e-22,3.021991478125851e-30,2.8634104933587913e-40,2.5529360238697445e-41,6.7956364998098582e-43,7.6927111533031214e-63,9.4993419499005779e-54,3.5133772436416863e-40,2.204326667649204e-22,3.6811436987742174e-29,1.2480309337192277e-79,3.6121750955722068e-81,2.209033118542578e-51,1.8660568705803068e-51,6.2280697830469916e-41,7.8113791940779232e-39,9.7095372632180923e-33,3.8059497444342472e-51,8.7577370701943683e-48,4.6884215192413133e-27,5.3306364290854552e-32,1.3854065109852553e-24,6.9846708668929264e-39,6.9967460679507011e-51,1.9014316817945953e-49,2.631856304865888e-36,5.1022716343547762e-62,3.9146907943420358e-52,9.2556227362874808e-24,4.1116157756093146e-31,1.3040956799753265e-36,1.5695856023558518e-39,1.5204217538712779e-25,1.8602949346155906e-67,5.5309093822290755e-48,1.0142431898146547e-45,9.0913789017948549e-38,2.1045031978932376e-35,1.1347919327977621e-48,1.2488648713444412e-52,2.8821277519021657e-50,1.3659475384171678e-73,1.7539382685995485e-70,6.6946743595796525e-112,5.9800957603120538e-101,1.1699670281590131e-45,3.237438429434763e-44,1.7102800684016413e-46,2.9427000783213917e-59,5.410718278472924e-44,6.0477323877799491e-52,6.4444724789192347e-66,1.5804716766029346e-31,3.9827976048171556e-38,3.80407259229006e-43,1.6153593397489748e-43,5.8330336512750624e-67,3.252554542558355e-72,3.213229651909739e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.3242903808492077e-24,1.4794936286875801e-24,1.3369331203993887e-24,5.6065993151609574e-26,4.3425758314974842e-26,6.2637204442213666e-26,6.5777009212202974e-31,7.1251179175355133e-24,3.6620597898498661e-31,2.5132474753610006e-24,1.8298432338011825e-31,1.0186900455159856e-31
1.0485750000000002e-09,0.001653275553615514,3.5218295199896162e-30,1.0508305304809814e-32,3.9538073906511455e-29,7.967296568623117e-34,4.5816929727699357e-33,0.0,0.0,2.5095700025744332e-22,3.2476628315037039e-30,3.0198600182324295e-40,2.746445787303877e-41,7.388128734983715e-43,8.1821342925357687e-63,1.0185528048174595e-53,3.6855516175570269e-40,2.3090306641509449e-22,3.9542580768768159e-29,1.3723942766386208e-79,3.9602128130156132e-81,2.4158829454509508e-51,2.0217741789894798e-51,6.2420113873503942e-41,8.4986782159898548e-39,1.0429872533886009e-32,4.1636636568091651e-51,9.505275189755158e-48,5.0326338569511166e-27,5.7219952761991121e-32,1.4488092387619073e-24,7.593172299729263e-39,7.6587558618480117e-51,2.0796567652695836e-49,2.8630067929896114e-36,5.6023944214423981e-62,4.2856310272179825e-52,9.9423230041788922e-24,4.4733926139815159e-31,1.401733954115179e-36,1.7180669916623052e-39,1.6320463784173114e-25,1.9968731978211909e-67,6.0842594219945506e-48,1.1136877172981446e-45,9.9533202415669123e-38,2.2888205858545339e-35,1.2411485231650134e-48,1.356068838731341e-52,3.1522509228616258e-50,1.5046655461328105e-73,1.9310845680624064e-70,7.3731156249928319e-112,6.5383384296586062e-101,1.2850235788437929e-45,3.5546666355029184e-44,1.8814388727685688e-46,3.2313637130306194e-59,5.920738246779286e-44,6.6425732048630029e-52,7.0493052170414795e-66,1.7189500467062847e-31,4.276614928558209e-38,4.1647315706526021e-43,1.7549553480492459e-43,6.3877770902938861e-67,3.5785812587931955e-72,3.5298478776057963e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.387181647194512e-24,1.5497555866088888e-24,1.4007574874758148e-24,6.0225452604289388e-26,4.6652314340610978e-26,6.7284179100563838e-26,7.1449833331964838e-31,7.4145210914227505e-24,3.9779335970655223e-31,2.6920324897267575e-24,2.0021306632680877e-31,1.1146102183467331e-31
2.0971510000000003e-09,0.001653275553615514,6.3097587875882257e-30,4.0570075719488588e-32,1.5269275052920443e-28,2.9012809090510367e-33,3.5471585668987972e-32,0.0,0.0,5.0192254931185669e-22,1.2990847411037032e-29,6.7093289959082217e-40,1.0278895575091676e-40,5.1554909792207175e-42,1.8094996530935734e-62,3.4607616253544858e-53,6.6458227973950244e-40,4.4328971617691355e-22,1.5272795106507162e-28,5.7708893096318568e-78,6.1038696850208288e-80,2.8046711318306717e-50,1.0198516713238786e-50,6.2705827503972063e-41,6.5784364351193288e-38,4.0270987958956488e-32,4.9508999695128714e-50,5.4867317997053986e-47,1.845582243339243e-26,2.0982965159580203e-31,2.6171648691258915e-24,5.2568782430522919e-38,1.0506204051105708e-49,2.4360079477645072e-48,2.1278410787911627e-35,1.3141501871098908e-60,6.3501265162545738e-51,3.8400791516895166e-23,3.4636784029516133e-30,5.4831830290984792e-36,2.4758408548445364e-38,5.9848191324203176e-25,7.3229919379264805e-67,3.0001436109253752e-46,2.8050991563188164e-44,1.4652681740939543e-36,1.6800158021045402e-34,1.4493719464682903e-47,7.9465474116557418e-52,3.6811228782422121e-49,2.6149567174854466e-71,1.6766394142043531e-68,8.0674036711355613e-110,6.1346706775156876e-100,3.7076587706797689e-44,8.7434366289986841e-43,9.4942047696439722e-45,8.0878772967110146e-58,7.4730108737368649e-43,1.8278944439093368e-50,8.2973411442094176e-65,1.26808939827664e-30,1.5783344257615764e-37,6.1310682949888066e-42,1.0968301293106923e-42,8.5773973449877852e-66,1.9845512617869113e-70,9.9619065371448321e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.6622628778639854e-24,2.9742734143458505e-24,2.7132559772658744e-24,2.3254451306408348e-25,1.8156534969099604e-25,2.5980173974453563e-25,4.5142689301957808e-30,1.1523539293866274e-23,2.5162794311802332e-30,8.6899456639111099e-24,2.5499091498706673e-30,1.4211954352179804e-30
4.194303e-09,0.001653275553615514,1.0366999028918469e-29,1.5166700395150082e-31,5.7106707743608876e-28,9.8168790615181761e-33,2.6652644168456108e-31,0.0,0.0,1.0038714649250677e-21,5.1964609360101276e-29,-5.9801331742869929e-39,2.6555476444436836e-39,1.2219767079302838e-39,6.8420585659700905e-62,1.0373254087939672e-52,2.3750920710188711e-39,8.1972871510401272e-22,5.7133270011444887e-28,-9.3485930376318111e-66,-1.1821777325332598e-39,-1.7404520569848219e-41,1.4589002887988165e-39,6.2906992237492624e-41,4.9410080252289413e-37,1.5055004947940975e-31,4.888331838515506e-49,2.6233613164020832e-46,6.3155928287918664e-26,7.1798060699896817e-31,4.357242163616961e-24,3.2525674963154824e-37,1.2623149914357308e-48,2.3975289496292428e-47,1.4770705282508631e-34,2.4916997203078978e-59,8.8659210372775992e-50,1.436508834683047e-22,2.6030910124380909e-29,2.0642705583004826e-35,3.3263496679046143e-37,2.0478361160912176e-24,2.5059578454245526e-66,1.2520476408369822e-44,6.019368784005599e-43,2.0166418016735119e-35,1.1502314835854909e-33,1.4122203785069404e-46,3.8281839161351309e-51,3.5867933747685788e-48,5.5203508575982025e-65,1.185406643595798e-66,5.6986446632934102e-69,-4.3137001854413877e-94,9.9881222531873359e-43,1.8165335682238153e-41,4.0887582294131212e-43,1.711836428783383e-56,8.1011575534814502e-42,4.4155700054633416e-49,8.1167637714335309e-64,8.7698246078404852e-30,5.417906145840717e-37,8.4381608768687692e-41,5.8610704335366463e-42,9.6021899409964114e-65,9.7465781109502473e-69,2.4375852769705022e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.9201228280684883e-24,5.4967515402682021e-24,5.1008185157064553e-24,8.6944491840607194e-25,6.8882763349937358e-25,9.7136897380334869e-25,2.4677438560231855e-29,1.5551349571396562e-23,1.3775358066245204e-29,2.4876981600166841e-23,2.8237500098779481e-29,1.5760444606426915e-29
8.388607e-09,0.001653275553615514,1.5007890451533734e-29,5.3585832613415694e-31,2.0184754113689706e-27,2.9839748746641244e-32,1.8998846369940847e-30,0.0,0.0,2.0078115436153719e-21,2.078649848031038e-28,8.5319411320398461e-39,1.3372547357696227e-38,1.0468418393107836e-38,1.8510370667050472e-61,2.5863036538859359e-52,5.9903093383504554e-39,1.4187750480749997e-21,2.0203726522470749e-27,-7.8187783275474193e-65,1.0204017422539419e-40,3.0121637372381609e-41,2.8974261452575868e-39,6.3625469589337828e-41,3.519397905964771e-36,5.3168472593110798e-31,3.9154137796450159e-48,1.0046708846409814e-45,1.9493686399379903e-25,2.2158058167900891e-30,6.4217011580963033e-24,1.7033512268196352e-36,1.2493631375786469e-47,1.954686915438065e-46,9.2930929860686813e-34,3.6183875044127653e-58,1.1065697987091892e-48,5.0797902517986762e-22,1.856356402993231e-28,7.3229621401741123e-35,3.9784454721560326e-36,6.3199075900118874e-24,7.7348889461996411e-66,4.1465702880358225e-43,1.025658143674084e-41,2.5038064533090586e-34,7.0797692776699693e-33,1.1118831569793907e-45,1.4715068518313942e-50,2.8240225989991969e-47,-1.0991363266647791e-63,5.5588226002071646e-65,-1.3472620339163259e-67,-6.3487186550109747e-92,2.4004287186438766e-41,2.9866584084702496e-40,1.4018573284717286e-41,2.9040644551847167e-55,7.3770179435119059e-41,8.8202157462132664e-48,6.4031987543057452e-63,5.5072622761044615e-29,1.674691810701608e-36,1.0476586139710471e-39,2.6169314313082561e-41,8.8874219055473001e-64,4.0390040698089706e-67,4.9007710403581452e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,8.5071086646667034e-24,9.5041384496423357e-24,9.0837659892561859e-24,3.0717271817957062e-24,2.4955346546773354e-24,3.4319221359830644e-24,1.1285882915261586e-28,1.816915446573401e-23,6.3088695777046368e-29,6.2692091486167889e-23,2.6316040768541321e-28,1.4708375532028782e-28
9.999999999999999e-09,0.001653275553615514,1.5722070884091724e-29,7.6557224620189977e-31,2.8837569127019679e-27,3.9437910486202689e-32,3.9277763844744346e-30,0.0,0.0,2.3935249515981845e-21,3.2765864466074569e-28,2.0048233629051748e-38,6.3282713028624751e-39,6.4909285796909055e-39,1.1077718149372247e-61,3.070878901372625e-52,3.5493744893331815e-39,1.5708293952398701e-21,2.8876812812875245e-27,1.2308539060227756e-64,6.406475153578861e-40,-2.3074215626279551e-40,1.2772248740867025e-39,6.3413677471050334e-41,7.2690993899888644e-36,7.5904984522662466e-31,8.1117238208523814e-48,1.4044524355309659e-45,2.5930991562941435e-25,2.947268248347003e-30,6.7561550106953499e-24,2.7609686300772194e-36,2.8786911151460342e-47,4.2687029050076525e-46,1.7462860036207636e-33,1.040735929782847e-57,3.0975668844010323e-48,7.2603773260156863e-22,3.8397967819857925e-28,1.0473679837067361e-34,1.0989978051988609e-35,8.4061260327635908e-24,1.0289013140366176e-65,2.3476310076273569e-42,3.3698427968542612e-41,7.2398946531950431e-34,1.3002231965769122e-32,2.2572846041155761e-45,2.0585853701567565e-50,5.7332525976959505e-47,-1.151815073365989e-63,3.8068553567597811e-64,-1.4140015915965031e-67,-2.954717303238251e-91,1.1393145180512876e-40,9.5852372018383263e-40,8.14516026680535e-41,9.7427072246861575e-55,1.6719660654512154e-40,3.389258827990508e-47,1.3007134315303214e-62,1.0343086213826697e-28,2.2281866943589507e-36,3.0293627251384018e-39,3.9757736172337093e-41,2.0248563402806013e-63,2.9977975092251036e-66,1.8879962097343458e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.415033404322261e-24,1.0518483462977223e-23,1.0178495167030317e-23,4.3876715883589931e-24,3.6251115932997335e-24,4.9023040398779536e-24,1.7290433897918688e-28,1.8365754613533395e-23,9.6704652460720666e-29,7.8031002356415203e-23,6.0328915191977922e-28,3.3742685628973669e-28
1.6777215e-08,0.001653275553615514,1.8725779067159723e-29,1.7317056629363099e-30,6.5229676887550535e-27,7.9805968255959637e-32,1.2456706551975512e-29,0.0,0.0,4.0157627882291247e-21,8.3148818127416592e-28,6.8483587546523533e-38,-2.3298625017873796e-38,-1.0237643299320892e-38,-2.0182616314409544e-61,5.108910986590512e-52,-6.716737050671409e-39,2.2103412973152593e-21,6.5354177740998818e-27,9.6960239365610052e-64,2.9059283943447287e-39,-1.3278860654030417e-39,-5.5370360529487232e-39,6.2522919772003754e-41,2.3039636523419616e-35,1.7153046489687084e-30,2.5760612301763761e-47,3.0858582275474827e-45,5.3005082808259439e-25,6.0236612592909506e-30,8.1628048265019515e-24,7.2091079291919317e-36,9.7313372477092139e-47,1.4001017662953652e-45,5.1823359181175703e-33,3.8960494053231956e-57,1.1471325063881184e-47,1.6431515234762747e-21,1.2181772878514751e-27,2.3725004148486383e-34,4.0479161493290708e-35,1.7180367278377481e-23,2.103117771509647e-65,1.0477354944552855e-41,1.3229041263213818e-40,2.715898825084027e-33,3.7910992874328325e-32,7.0746270330283713e-45,4.5277268772704304e-50,1.7968925202465645e-46,-1.3733719451686098e-63,1.7479834968695831e-63,-1.694695582077697e-67,-1.2711549620564829e-90,4.9214814317790757e-40,3.7337614912983952e-39,3.6506220432276304e-40,3.8504748736041106e-54,5.6013053588843933e-40,1.3934225774038089e-46,4.0782041580647855e-62,3.0681649511600891e-28,4.5560817689595002e-36,1.1364036406707749e-38,9.6908075320433091e-41,6.8031381481539351e-63,1.3907239432943272e-65,7.7673802780073786e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.3233593596941167e-23,1.4784627252573194e-23,1.4782719589346002e-23,9.9222855350044193e-24,8.3758991243897938e-24,1.1086452968665045e-23,4.2544442689025828e-28,1.9192617750377244e-23,2.38087025274769e-28,1.4254356808898526e-22,2.0338064914864224e-27,1.1379740344372561e-27
3.3554431e-08,0.001653275553615514,2.0588925575834317e-29,4.9657325184891293e-30,1.8683659146709628e-26,1.8968133742127854e-31,7.2932266686907484e-29,0.0,0.0,8.0317403806280844e-21,3.3260476826483621e-27,2.7412761489626451e-37,6.9523589853586358e-38,1.2691615771200686e-38,4.4140323346228194e-61,5.5721299854970741e-38,1.3946604358812429e-38,2.9913462206499573e-21,1.8756573509282163e-26,2.8756800392662408e-63,4.5260876577023977e-40,2.5925525139063946e-40,2.7736738052726383e-40,6.5758732862225111e-41,1.3448071055241405e-34,4.8963382910115223e-30,1.4682937154938575e-46,7.9055721102929863e-45,1.2769475986530772e-24,1.4507483487571733e-29,9.0932791531366364e-24,2.4226305629428966e-35,5.9831667826137191e-46,1.0444350878343518e-44,2.5679346901745565e-32,3.1155603999129336e-56,9.1780439582417876e-47,4.7156015356142981e-21,7.1446602560677905e-27,6.8140222523227835e-34,3.3989482027245486e-34,4.137607454848614e-23,5.0667225461706039e-65,2.0113861626522152e-40,1.2800258970967055e-39,2.5341767967916007e-32,1.7395312086794089e-31,3.7625663792936549e-44,1.160887747774275e-49,9.5570016135316257e-46,2.3285329088673806e-62,3.930597805036913e-62,9.1307225853525203e-67,1.831913814738367e-84,8.3539553803207565e-39,3.5339027537123227e-38,7.1570018960266219e-39,4.0355691445969787e-53,3.5584022965689813e-39,1.7442988738693874e-45,2.1700555283433465e-61,1.5193832669997336e-27,1.0976565044286125e-35,1.0603663327553937e-37,2.9870521081732576e-40,4.3392555567524711e-62,4.2784653583595349e-64,9.7389075428021451e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.7877468616531042e-23,1.9973019622127475e-23,2.1130593272904144e-23,2.84246324168799e-23,2.5186667130908057e-23,3.1763645142713377e-23,1.3249646148215028e-27,1.9432026934947161e-23,7.4203936273364441e-28,3.0407550731851808e-22,1.3055590102646574e-26,7.3106917901088953e-27
6.7108863e-08,0.001653275553615514,2.1124338548714512e-29,1.2535107146107113e-29,4.7003765733829088e-26,4.1514662946957073e-31,3.7721731477876813e-28,0.0,0.0,1.6063737890281669e-20,1.3304445410066045e-26,1.3659200411956803e-37,1.0835619549190251e-38,1.019644517659919e-39,-2.7988864305258025e-61,-8.795636484526286e-39,-8.8187192161238611e-39,3.5029288683876896e-21,4.7380883057299154e-26,-4.288757144496974e-63,-8.4490801049422145e-40,-4.1130817612725766e-40,-2.874794313411462e-40,7.15589724992142e-41,6.9138694757480062e-34,1.2234273314479881e-29,7.8735736056915185e-46,1.7957352282765595e-44,2.8184991321400412e-24,3.2011143530706686e-29,9.3805399665954977e-24,6.6006893622781058e-35,3.0618471312554141e-45,9.6123874668045725e-44,1.1619675485691673e-31,1.9271874263372538e-55,5.5596253081786945e-46,1.1910886273817831e-20,3.7083431598116943e-26,1.7217584808115474e-33,2.3371140283288367e-33,9.1291082608383282e-23,1.1183410256946689e-64,3.0008769440557191e-39,9.5104868183711565e-39,2.0322567175168487e-31,6.8380710637061017e-31,1.764128984877822e-43,2.63789069021827e-49,4.481319281372838e-45,2.2374759418984757e-62,6.3739519117516008e-61,-1.2207528481487126e-66,-1.2250363692811356e-83,1.1646940520708184e-37,2.5910929309739416e-37,1.0804259914131684e-37,3.4445431423268266e-52,1.9247373686219107e-38,1.8170119630921275e-44,1.0177756099813945e-60,6.8701320495216268e-27,2.4222445375762985e-35,8.5034971266231215e-37,7.815131316496691e-40,2.3517259926337902e-61,1.4040953684300689e-62,1.0152899217644615e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.0902214243559956e-23,2.3353026361857648e-23,2.6030605042936373e-23,7.1655964541348352e-23,6.6603920848970668e-23,8.0094357428462812e-23,3.485017878159878e-27,1.9499205402238942e-23,1.9529348977276665e-27,6.275975874896092e-22,7.0961123551860361e-26,3.9760093266932749e-26
9.999999999999998e-08,0.001653275553615514,2.1166752789052345e-29,2.0374842340552114e-29,7.600099269708111e-26,6.3706045812196057e-31,1.0509220487454222e-27,0.0,0.0,2.393695947767015e-20,3.2866894926968858e-26,-3.0063149395706535e-37,2.5635110142475359e-38,-2.0604668584580323e-39,4.2101841860642461e-61,-3.0715796409048884e-38,1.2904205722828659e-38,3.6013177817830135e-21,7.705145980209022e-26,-1.7863837656855882e-62,-1.8382422449160723e-39,-2.1866931356727561e-40,7.9061131251449497e-41,6.632455090227741e-41,1.9084983686101067e-33,1.9606980013212772e-29,2.5348705306258271e-45,2.7882111497743845e-44,4.3379904183888867e-24,4.9257889360162907e-29,9.4044133890104093e-24,1.0885071697988693e-34,8.4053888963361764e-45,5.4874597240231594e-43,3.0273335710222199e-31,5.8242901229675186e-55,1.6211039242957247e-45,1.9366970774797006e-20,1.0391305521325951e-25,2.7998917998471292e-33,7.7453945912028796e-33,1.4046315478974432e-22,1.7212458003382834e-64,1.9264005942698527e-38,3.2602979597128503e-38,7.9013714448127752e-31,1.4767413324232159e-30,4.6584713998592407e-43,4.0962619088437799e-49,1.1835336046584155e-44,5.0098649597052295e-61,4.2649610351881389e-60,-4.5340876865657361e-67,-1.8528865721224214e-83,7.2282435452738177e-37,8.8283708582182145e-37,6.9636304427866402e-37,1.3771176958007192e-51,5.4848732602198501e-38,9.1597637277488813e-44,2.6882168164114089e-60,1.7879242531341464e-26,3.7271272309330029e-35,3.3061415796573489e-36,1.2851843669478876e-39,6.7070373936161449e-61,2.9165426315758407e-61,5.1199706559771679e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.1479701205486916e-23,2.3999070117911242e-23,2.7179542684038037e-23,1.1634524828082142e-22,1.1085664063653292e-22,1.3009476145166787e-22,5.7444368728427557e-27,1.9540667792611168e-23,3.2206498304197568e-27,9.4480982934123485e-22,2.0245462809647252e-25,1.1350022297141495e-25
1.34217727e-07,0.001653275553615514,2.1210877712334635e-29,2.8530775613269662e-29,1.0616775756098952e-25,8.679246817075501e-31,1.7517991472014173e-27,0.0,0.0,3.2127729741640227e-20,5.3218351826153078e-26,-7.5548941799816146e-37,4.1031504887360534e-38,-5.264807596134523e-39,1.1501949894321772e-60,-5.3520056659877425e-38,3.5503275958757871e-38,3.7036749906076239e-21,1.0791873249581956e-25,-3.1986438495340667e-62,-2.8716403805050291e-39,-1.8260795957561926e-41,4.6038528265490712e-40,6.0879010688605635e-41,3.1746992400961914e-33,2.7277048246740652e-29,4.3528657121820007e-45,3.8207163543188808e-44,5.9187669665435436e-24,6.7200243874411604e-29,9.4292496921989906e-24,1.5342254954589629e-34,1.3964450394594259e-44,1.0196235639686578e-42,4.967934934586347e-31,9.878573687693736e-55,2.7292053991223587e-45,2.7123779666609928e-20,1.7343810131840647e-25,3.9215092003147227e-33,1.3371805980989454e-32,1.916184718566523e-22,2.3484673824244168e-64,3.6183071654575366e-38,5.6626856109910389e-38,1.400720370808454e-30,2.3016567762409341e-30,7.6695506033648843e-43,5.6134532489785129e-49,1.9485960530177539e-44,9.9890195995452811e-61,8.0388365848525008e-60,3.448844076215328e-67,-2.5060597001209391e-83,1.3536352663222793e-36,1.5317215355675713e-36,1.308412070745224e-36,2.4514312311884425e-51,9.1885992220678708e-38,1.6798668862338588e-43,4.4260315101136351e-60,2.9332380711993294e-26,5.0846394315086323e-35,5.8609822856401367e-36,1.8091700481722014e-39,1.1238010479733599e-60,5.8046448078926209e-61,9.3902044513442947e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.2080479804575065e-23,2.4671170595152157e-23,2.8374820139579965e-23,1.6283697372110737e-22,1.5689419430025406e-22,1.8211181926136704e-22,8.0949844485824837e-27,1.9583802475201322e-23,4.5394951923384216e-27,1.2748161131841106e-21,3.3925162726317222e-25,1.9021449487915005e-25
2.68435455e-07,0.001653275553615514,2.1225877914603813e-29,6.087136965794254e-29,2.2296864269721597e-25,1.7741211502855057e-30,7.5254662658767368e-27,0.0,0.0,6.425564062759983e-20,2.1287442756166048e-25,9.1016332453569322e-37,5.1382673675188268e-37,3.7329290619185916e-38,9.834579458044038e-61,4.4596420817742841e-39,3.0066165634047793e-38,3.7482889946919177e-21,2.304881833295513e-25,4.2660799342181497e-63,2.1404835347785476e-40,5.6801399184339177e-40,-5.286205109694958e-41,6.4439166748757644e-41,1.3376717935772686e-32,5.6030179421811247e-29,2.6983083691881764e-44,7.8760190971954284e-44,1.2126494206384475e-23,1.3762125673691541e-28,9.4349856540554494e-24,3.2120022295981897e-34,5.9855134434562555e-44,1.0319151706493214e-41,2.060584907973164e-30,4.5052469274280181e-54,1.1912817639170821e-44,5.7906128340058297e-20,7.5564073212555686e-25,8.3726259739563368e-33,6.6153389865455092e-32,3.9231091504446586e-22,4.8116143615972039e-64,3.7140596949022723e-37,2.857543456548561e-37,8.2916237322292102e-30,6.6223651882260307e-30,3.2012918173914436e-42,1.1572458113172888e-48,8.1363550955135562e-44,1.7919522054985241e-59,8.4431144189607878e-59,4.8522760566205899e-67,-2.154786685630065e-82,1.3594721658072271e-35,7.7005206990804681e-36,1.3402609956170303e-35,1.4747956419750661e-50,4.0436639561503496e-37,1.452066469574288e-42,1.8481837660753049e-59,1.213086014231369e-25,1.041043233945947e-34,3.4694327520955517e-35,3.8913886157791193e-39,4.9481423547546551e-60,3.0132104103892624e-59,8.118375058780604e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.2338623723116108e-23,2.4963289935214087e-23,2.9013801470899072e-23,3.4668138280397842e-22,3.4152415555792007e-22,3.8814465089538188e-22,1.7478721814607309e-26,1.9749315557592687e-23,9.8134144391683523e-27,2.5697016951830403e-21,1.491616469135526e-24,8.3723418602043691e-25
5.36870911e-07,0.001653275553615514,2.1242590371673258e-29,1.2553756713641964e-28,4.4567966092583375e-25,3.5879406398331978e-30,3.0606792613779794e-26,0.0,0.0,1.2851116040120352e-19,8.5149812978454302e-25,5.5272641249092522e-36,5.3052004809537706e-37,7.6782666339781823e-38,-4.7756933342291823e-62,3.1702561227225591e-39,-1.5077575381652631e-39,3.7556446462058301e-21,4.7625092168625809e-25,-7.0973608691706678e-63,1.2353591391381904e-41,7.7683278550661061e-40,9.9359804163143243e-42,6.2456029585260227e-41,5.3038793374659729e-32,1.0891333024915958e-28,1.9705961927628836e-43,1.5998183422318313e-43,2.4559311781804024e-23,2.7851249336983962e-28,9.4382822851702175e-24,6.2979524521338052e-34,2.490443492329085e-43,8.8970841404753869e-41,8.4312770911166389e-30,1.9266448140276799e-53,4.8701784621215462e-44,1.1955146197326685e-19,3.1596391811515418e-24,1.7286532486905365e-32,2.9703372783581188e-31,7.934985453287568e-22,9.7447677773430433e-64,3.4337902930199589e-36,1.2957775180374364e-36,4.2696367959679322e-29,1.6531996498262426e-29,1.3087969280146195e-41,2.3507539982958228e-48,3.328756777363378e-43,3.3052633238289101e-58,7.8965676554132194e-58,-3.6617813497828787e-66,7.6956759711181016e-83,1.2352153071015352e-34,3.4845861654680625e-35,1.2271212349346774e-34,7.6572527609866709e-50,1.6991185067220011e-36,1.2133915538776836e-41,7.5615077867137001e-59,4.9337455292243188e-25,2.1056784021831551e-34,1.786527338636806e-34,8.0619193566821773e-39,2.0799024836290841e-59,1.7756221078149807e-57,6.7846010941989696e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.237716891520102e-23,2.5013846763742537e-23,2.9111989729225631e-23,7.1239801089734064e-22,7.1196384379268859e-22,7.993621677754696e-22,3.6446908256337499e-26,2.0080259724849223e-23,2.0509796599184608e-26,5.1612273851241372e-21,6.2460635728583363e-24,3.5129361401137144e-24
