Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887)
0.002503399269703818,0.0019739224361400125,9.757659941433298e-16,4.2281777939002128e-16,4.2824265604161721e-11,4.854957839938114e-13,7.5243984601933724e-08,0.0,0.0,5.0780414330988378e-11,4.254371278359105e-12,1.439235506608836e-15,2.9403690538705398e-17,6.7415174534684331e-20,3.7219566708177759e-33,-5.1669126199566628e-33,2.8390561744232164e-21,3.8636680780141617e-12,5.6094252682788297e-11,4.1933809176696445e-29,-6.6147156986759237e-34,4.1792800293296088e-19,5.3726311217157272e-29,1.1071541309744571e-22,8.4988752267180668e-13,2.6085754332143412e-13,9.8768699871182109e-19,6.4190555414595924e-21,3.9791338623524748e-10,2.5831127393290088e-17,5.9723352544122157e-18,4.4757967529144844e-17,1.3860096785005999e-23,2.189492584107648e-19,9.6885690452625508e-15,2.072945805541017e-26,5.3359360054600655e-19,1.1198191879222146e-09,3.1274354114742508e-10,6.2558218083176599e-20,3.9219548874894332e-19,5.988432624873722e-15,1.0575392946196374e-42,2.4975876060824648e-16,2.5043852476741721e-19,1.0944847581310058e-16,1.0998942185031854e-21,1.1251522504180206e-17,6.7895523218000579e-26,7.8795989934802554e-18,1.480760982265885e-24,5.8369273182642312e-27,3.4987664223928488e-44,1.0504530765716216e-39,8.15348357686622e-18,1.5507444487079452e-21,1.3721464301992789e-16,1.3252402162005129e-27,2.1411551538009888e-18,9.0369911860201907e-21,2.9237679611307156e-30,2.9173778642126061e-14,4.7755902942219662e-25,2.2279368341570485e-17,4.7376961546701384e-24,6.9893776338824085e-31,2.6447585492092123e-22,4.2430802774245604e-30,0.88168480800000004,0.0,0.0094596756540907458,0.10884959155169406,0.00099999850695095083,3.5480276398012903e-16,8.9736201059001015e-14,2.435152579564059e-15,1.5630974432331772e-13,1.5274045070063451e-12,1.5032214642227067e-11,1.9763541855961701e-15,8.3912343121192777e-11,2.5407565873406131e-14,8.9404811674192107e-09,2.1302888593175852e-13,2.2383088449632384e-12,4.8783553905666922e-11,1.1558688435533666e-07,2.2044204920983236e-12,6.1157391349928182e-09,2.0884599803943673e-10,2.5282857428502364e-12,2.1132382848761345e-10,2.1398709184117513e-15,3.7829221642870836e-10,2.0581860340247021e-11,2.1547677886274108e-19,4.6229411289671542e-08,4.2998330825592568e-09,2.6932003799054884e-08,6.7098822706935275e-12,7.9078276700609747e-08,3.252072962948271e-13,2.1970534470109901e-10,2.8048987094864885e-08,3.8894722556578972e-16,3.5371957002162141e-10,6.9310398633628816e-11,7.4890592205332027e-09
0.002516710936344261,0.001973922389593384,1.0450520471137269e-15,4.5295543267160377e-16,4.586222774784467e-11,5.197060845262572e-13,8.0582304954126278e-08,0.0,0.0,5.4308411575502495e-11,4.521091769683141e-12,1.6432872578718935e-15,3.3722091203116297e-17,7.7125834704948516e-20,3.9035395522311463e-33,-4.8867084318191824e-33,3.2560279125369362e-21,4.1375996452670198e-12,6.0033087253766491e-11,5.1488448019485193e-29,2.4675462178111277e-34,4.7930977068170943e-19,5.7536446322548516e-29,1.2697614634599067e-22,9.4052138942122947e-13,2.793804719763539e-13,1.1323944374213269e-18,7.3619342061788136e-21,4.2613183439243761e-10,2.7905880680203243e-17,5.9761487764787293e-18,4.7936168631437234e-17,1.493878084999566e-23,2.5108240218016247e-19,9.7521169139069411e-15,2.5347633887078245e-26,6.1196235289355024e-19,1.1992114445334416e-09,3.3489738960699456e-10,6.7000360131780969e-20,3.924543887231807e-19,5.9922486251028167e-15,1.1350969546048268e-42,2.8595667455336379e-16,2.8721122754201013e-19,1.1008199649365529e-16,1.100907029114167e-21,1.2904208200218785e-17,7.786850087559537e-26,9.0368513879729182e-18,1.8106346252320185e-24,7.1571333448352783e-27,-1.0339215549657843e-43,1.3814255211685344e-39,8.4867116039226277e-18,1.5517838715379999e-21,1.5736198144775236e-16,1.4274710473332766e-27,2.4463595704885669e-18,9.7388553370062582e-21,3.5837709277693206e-30,2.9192982503712293e-14,4.7924978805503948e-25,2.5550909772182754e-17,5.4228366203647192e-24,8.5521807416780594e-31,3.0181961970021384e-22,4.8283133469159574e-30,0.88168480800000004,0.0,0.0094596526430117452,0.10884956257405068,0.00099999840108885244,3.5653002687688458e-16,9.610163664884819e-14,2.5725672019760071e-15,1.5707709238756056e-13,1.6122505516608755e-12,1.6098521192830157e-11,1.9860717231735792e-15,8.9865304549534777e-11,2.7209851375047919e-14,9.5747405594874148e-09,2.1407639315797963e-13,2.3970826890749406e-12,5.2244403526424282e-11,1.2378738537039289e-07,2.3608016288671044e-12,6.5496066804709501e-09,2.2366144531869561e-10,2.7076416509522865e-12,2.2631503062954221e-10,2.291662094334092e-15,4.051062325833575e-10,2.2041936819727701e-11,2.3076258913762164e-19,4.9509226996310364e-08,4.6048657134146625e-09,2.8842591826709286e-08,7.1859000685582881e-12,8.4688639091044421e-08,3.4827999859534413e-13,2.3529370455597243e-10,3.0039089794772246e-08,4.1055286731377534e-16,3.7881631503765364e-10,7.4227513153734209e-11,8.0203565542185884e-09
0.0025300226029847037,0.0019739223397448047,1.1192756147932982e-15,4.8525511350369427e-16,4.9115680159153157e-11,5.5634606212653845e-13,8.6299319353565942e-08,0.0,0.0,5.808707658418807e-11,4.8063620895808178e-12,1.8768159564765626e-15,3.8674740056167474e-17,8.824985743623956e-20,-4.7495103173755947e-33,1.0409065279132489e-32,3.7342338779600241e-21,4.4309488204726696e-12,6.4251625484938924e-11,6.322169404966373e-29,1.1626486742977628e-33,5.4970798191386787e-19,6.1622860450115562e-29,1.456248378435237e-22,1.0420734613021474e-12,2.9922333330785044e-13,1.2983404285304258e-18,8.4433130656331441e-21,4.5635196104499058e-10,3.0275045228300075e-17,5.9799568542631862e-18,5.1340852165101275e-17,1.6102454756426e-23,2.879335508687311e-19,9.816064613336908e-15,3.1003573208274407e-26,7.0184044274040164e-19,1.284231188949894e-09,3.5862207741007254e-10,7.1758475604420523e-20,3.9271295658007258e-19,5.9960582921818569e-15,1.2185323372022193e-42,3.274685442229152e-16,3.2938552293744994e-19,1.1071632050170559e-16,1.1019501317040895e-21,1.4799661181922278e-17,8.9306413504376279e-26,1.0364086714497275e-17,2.2151620925384895e-24,8.7777058332151203e-27,1.3119734791200915e-43,1.816567858276542e-39,8.8423731040022856e-18,1.5528242839889951e-21,1.8046881528922593e-16,1.5375477739770944e-27,2.7957259348882407e-18,1.0495804704703872e-20,4.3933276641813017e-30,2.9212157055609499e-14,4.8103954834702875e-25,2.9302986862415223e-17,6.2078827887692826e-24,1.0466844204556225e-30,3.4463035491882586e-22,5.4981101693006338e-30,0.88168480800000004,0.0,0.0094596279995605576,0.10884953154077474,0.00099999828771726797,3.5825587216168116e-16,1.0291859107632738e-13,2.7195513795476395e-15,1.578438077546751e-13,1.7029957690540162e-12,1.7240463663333736e-11,1.9957812491054274e-15,9.6240554620117484e-11,2.9139978659108748e-14,1.0253992514664747e-08,2.1512303251608513e-13,2.56711877857715e-12,5.5950759705796229e-11,1.3256962033310074e-07,2.5282751619238883e-12,7.0142518632331552e-09,2.3952777239703261e-10,2.8997195728880555e-12,2.4236957592465282e-10,2.4542202166790209e-15,4.3382229206420407e-10,2.36055794663681e-11,2.4713263945827977e-19,5.3021710208922725e-08,4.9315353022319184e-09,3.0888704843284507e-08,7.6956855645203662e-12,9.0696995482218931e-08,3.7298944849969823e-13,2.5198792522850853e-10,3.2170372213872983e-08,4.3366070497335509e-16,4.0569344627986613e-10,7.9493442926450272e-11,8.5893433163778058e-09
0.0025433342696251464,0.001973922286360072,1.198790265283363e-15,5.1987372736151273e-16,5.2599904863048315e-11,5.9558892227875055e-13,9.2421888424611895e-08,0.0,0.0,6.2134311832661612e-11,5.1115011822066201e-12,2.1441179351499492e-15,4.4354782438872004e-17,1.0099410521781186e-19,2.8262900776841842e-33,-1.1326805995694254e-33,4.2826658604080638e-21,4.7450907437616675e-12,6.8769814784238263e-11,7.7630747060615011e-29,-3.7174433579837086e-34,6.3044714511236146e-19,6.5993964655866478e-29,1.6701214083234658e-22,1.1559777672579746e-12,3.2048063657599713e-13,1.4886453661986272e-18,9.6835384656525828e-21,4.8871574337987062e-10,3.2981835676458566e-17,5.9837594008566172e-18,5.4988235614110248e-17,1.7357963075994085e-23,3.3019554526677258e-19,9.8804648256759532e-15,3.7931865353262881e-26,8.0491786349834453e-19,1.3752769228342959e-09,3.8402893534588312e-10,7.6855102593861089e-20,3.92971190171821e-19,5.9998614726389971e-15,1.3083176089025135e-42,3.7507498352141102e-16,3.7775489393868218e-19,1.1135149766852058e-16,1.1030270785500946e-21,1.6973541661684093e-17,1.0242446552584015e-25,1.1886273761535319e-17,2.7113331278504351e-24,1.0767146813500415e-26,8.2883868883490448e-45,2.3886070041199065e-39,9.222118821872212e-18,1.5538660145369743e-21,2.0696986453651682e-16,1.6560705724678492e-27,3.1956961617128697e-18,1.1312240276360241e-20,5.3864230527888003e-30,2.9231301711344086e-14,4.8293537170721961e-25,3.3606184650347451e-17,7.107472149814716e-24,1.2812996085763076e-30,3.9372782816419158e-22,6.265066104475948e-30,0.88168480800000004,0.0,0.0094596016079543186,0.10884949830606151,0.0009999981663035317,3.599803014117101e-16,1.1021908528819534e-13,2.8767841437696884e-15,1.5860989090724601e-13,1.8000587625818392e-12,1.8463405979998687e-11,2.0054827697604366e-15,1.0306804540885041e-10,3.1207014111038535e-14,1.0981428225957816e-08,2.1616880437728389e-13,2.7492158061661915e-12,5.9920036060373308e-11,1.4197485148145328e-07,2.707627719902183e-12,7.5118576970684428e-09,2.5651950251905753e-10,3.1054216997061397e-12,2.5956287099120339e-10,2.6283088526737641e-15,4.6457531082797358e-10,2.5280132825520769e-11,2.6466381833900953e-19,5.6783364169918287e-08,5.2813763209794141e-09,3.3079954255602794e-08,8.2416338548532012e-12,9.713157568251962e-08,3.9945173917002644e-13,2.6986645014275367e-10,3.445284867740903e-08,4.5837733388298465e-16,4.3447725219129242e-10,8.5132929747097211e-11,9.1986928125971417e-09
0.002556645936265589,0.0019739222291883713,1.2839751310261421e-15,5.5697982842728091e-16,5.6331267179053249e-11,6.376202822291364e-13,9.8978777531583942e-08,0.0,0.0,6.6469307165185808e-11,5.4379223184284051e-12,2.450118670591459e-15,5.0869040539690679e-17,1.1559584195777877e-19,6.1398456994834684e-33,-1.0780449044894806e-32,4.9116367849482762e-21,5.0814977544108385e-12,7.3609033160923409e-11,9.5326566033628403e-29,-8.5315324589179992e-35,7.2304634021573884e-19,7.0672703724704818e-29,1.9154022819816281e-22,1.2838668754426499e-12,3.4325372309077269e-13,1.7068884863769775e-18,1.1105948200990879e-20,5.2337522634880943e-10,3.6075808828630483e-17,5.987556333702724e-18,5.8895708996964938e-17,1.8712734660851661e-23,3.786630777293423e-19,9.9453779737184097e-15,4.6420436242762521e-26,9.2313268820439968e-19,1.4727753103625689e-09,4.1123717578106002e-10,8.2314395988924513e-20,3.9322908738249731e-19,6.0036580120131783e-15,1.4049665385567425e-42,4.2967127958788546e-16,4.3322943436579887e-19,1.1198758462734547e-16,1.1041418750732646e-21,1.946674746859638e-17,1.1746950086488526e-25,1.3632048911220226e-17,3.3200115263315678e-24,1.3209621789771957e-26,-2.6353872910608779e-43,3.1413844777520659e-39,9.6277246042693337e-18,1.5549094412229643e-21,2.3736369893645196e-16,1.7836856236191599e-27,3.6536561417501094e-18,1.2192932714963143e-20,6.6047924790940475e-30,2.9250415841952004e-14,4.8494482217627997e-25,3.8541456028797254e-17,8.1383949799803629e-24,1.5688381991728976e-30,4.500569738456007e-22,7.1436940350083289e-30,0.88168480800000004,0.0,0.009459573344199862,0.10884946271376708,0.00099999803627720497,3.6170331624785645e-16,1.1803741014996205e-13,3.0449926812280159e-15,1.593753423307464e-13,1.90388782185154e-12,1.977309230357401e-11,2.0151762914501342e-15,1.1037985285129691e-10,3.342066682883405e-14,1.1760465163775457e-08,2.1721370908204221e-13,2.9442290817601612e-12,6.4170881031038577e-11,1.5204726705073735e-07,2.8997016906739215e-12,8.0447619929135094e-09,2.7471644127837323e-10,3.3257141726814184e-12,2.7797566734407567e-10,2.8147456968155356e-15,4.9750977268595076e-10,2.7073462058661722e-11,2.8343846422900249e-19,6.081186243235172e-08,5.6560320204515052e-09,3.5426632839409146e-08,8.8263098719689809e-12,1.0402261136790686e-07,4.2779119605721415e-13,2.890132860535415e-10,3.6897243719572122e-08,4.8481690883182679e-16,4.6530297750332357e-10,9.1172469969413159e-11,9.851267919220206e-09
0.002569957602906032,0.001973922167961107,1.3752367907258996e-15,5.9675452104006514e-16,6.0327292435886004e-11,6.8263906955701372e-13,1.0600079176470822e-07,0.0,0.0,7.1112633643804172e-11,5.7871398970609702e-12,2.8004651586470917e-15,5.834002078283498e-17,1.3232705486346195e-19,-6.74773989105404e-33,1.3203652414554339e-32,5.6329678598713527e-21,5.4417462329712004e-12,7.8792192970287219e-11,1.1705871392179253e-28,1.7040071432339032e-33,8.292477974253868e-19,7.5692584011913408e-29,2.1967008989831563e-22,1.4276001783984994e-12,3.6765126896315646e-13,1.9571753934232056e-18,1.2737295752327772e-20,5.6049323613764717e-10,3.9613793810419608e-17,5.991347576478862e-18,6.3081921181476934e-17,2.0174837305005348e-23,4.342474477966924e-19,1.0010873357493412e-14,5.6822145903083972e-26,1.0587074641012355e-18,1.5771831599646498e-09,4.4037444929127591e-10,8.8162244544497358e-20,3.934866461964369e-19,6.0074477562867905e-15,1.5090386388882865e-42,4.9228423585513588e-16,4.9685264561097336e-19,1.1262464577424005e-16,1.1052990397484327e-21,2.2326183293773993e-17,1.3472449478294022e-25,1.5634254754908163e-17,4.0668190302671361e-24,1.6208379927142617e-26,3.6044466074828417e-43,4.1312664342672145e-39,1.0061101426123307e-17,1.5559549990309646e-21,2.7222211727892496e-16,1.9210883672557268e-27,4.1780744578257552e-18,1.3143057288894509e-20,8.099610305956567e-30,2.9269498775900621e-14,4.8707600209872176e-25,4.4201644279602677e-17,9.3199004021222532e-24,1.9212805928874285e-30,5.1470733531031252e-22,8.1507212016484241e-30,0.88168480800000004,0.0,0.0094595430755119014,0.10884942459667565,0.00099999789702739602,3.634249183632215e-16,1.2641028720123228e-13,3.2249557468446095e-15,1.6014016252494853e-13,2.0149630268545578e-12,2.1175673956514345e-11,2.024861820337894e-15,1.1821032724188487e-10,3.5791334140708972e-14,1.2594763109447908e-08,2.1825774692683279e-13,3.1530745419436266e-12,6.8723265391325086e-11,1.628341886359093e-07,3.1053991697275015e-12,8.6154683283991884e-09,2.9420405064447841e-10,3.5616316115613311e-12,2.976944398361529e-10,3.0144064039860777e-15,5.3278040746538187e-10,2.8993989809589683e-11,3.0354475139088333e-19,6.5126131802863775e-08,6.0572621343124329e-09,3.7939762998285865e-08,9.452460419724371e-12,1.1140247795642902e-07,4.5814096029292456e-13,3.0951839741981542e-10,3.9515042425678009e-08,5.1310167987730737e-16,4.9831545808978823e-10,9.7640438857916453e-11,1.0550134518133356e-08
0.0025832692695464746,0.0019739221023906384,1.4730112972271153e-15,6.3939243646160156e-16,6.460674811269247e-11,7.3085848716603412e-13,1.135209204870451e-07,0.0,0.0,7.6086344426459584e-11,6.1607767448979642e-12,3.2016318837961272e-15,6.6908215796919625e-17,1.5149976925866336e-19,1.5070013632099112e-33,7.6354463470861624e-33,6.4602187843586914e-21,5.8275239213107935e-12,8.4343852352290397e-11,1.4374842552204294e-28,-4.2728831668156869e-34,9.5104967483662976e-19,8.1063894773216991e-29,2.5193051296799744e-22,1.5892962679545778e-12,3.9378982682351873e-13,2.2442155377057938e-18,1.4608272252393468e-20,6.0024414416775502e-10,4.3660958569948874e-17,5.9951330613740077e-18,6.7566872899320764e-17,2.1753043053545025e-23,4.9799376137891347e-19,1.0077030457772223e-14,6.9570225191015789e-26,1.2141909469108311e-18,1.6889895443626581e-09,4.7157744043650994e-10,9.4426397175971346e-20,3.9374386478405178e-19,6.0112305536555045e-15,1.6211437767895509e-42,5.6409149004719616e-16,5.6982147100135328e-19,1.1326275436783346e-16,1.1065036770100499e-21,2.5605642911692246e-17,1.5451406865668193e-25,1.7930557824225204e-17,4.9832209659369813e-24,1.9890307324785096e-26,6.3769535528050438e-44,5.43264759031221e-39,1.0524306305632291e-17,1.5570031887279341e-21,3.1220090044552242e-16,2.069027655245903e-27,4.778661540445381e-18,1.4168232868323443e-20,9.9337382213083161e-30,2.9288549799282064e-14,4.8933759062392008e-25,5.0693229239291533e-17,1.0674073420749215e-23,2.353338016504902e-30,5.8893559543593825e-22,9.3054349205509973e-30,0.88168480800000004,0.0,0.0094595106596899684,0.10884938377571478,0.00099999774789989227,3.6514510945697657e-16,1.353770407813771e-13,3.4175073189975265e-15,1.6090435197344338e-13,2.1337985012296201e-12,2.2677738254575854e-11,2.034539362675999e-15,1.2659625439195067e-10,3.8330150343506077e-14,1.3488241324036446e-08,2.1930091819239523e-13,3.3767330430501109e-12,7.3598575954400494e-11,1.7438629324155179e-07,3.3256861876257492e-12,9.2266577942623235e-09,3.1507384942822522e-10,3.8142819630313962e-12,3.188117918579032e-10,3.2282286937300154e-15,5.7055291721966806e-10,3.1050735676801532e-11,3.2507710306330289e-19,6.9746441160139142e-08,6.4869511280896108e-09,4.0631148436510054e-08,1.0123027061078248e-11,1.1930584653240316e-07,4.9064361340447685e-13,3.3147812873143651e-10,4.2318544341628389e-08,5.4336256612770403e-16,5.3366980080732023e-10,1.0456722375081927e-10,1.1298575883158573e-08
0.0025965809361869173,0.001973922032168926,1.5777663622502437e-15,6.8510279298768152e-16,6.9189731788677541e-11,7.8250704981944448e-13,1.2157449212122612e-07,0.0,0.0,8.1414083228918685e-11,6.5605719534529e-12,3.6610423885925503e-15,7.6734744176248295e-17,1.7347192921344871e-19,9.989050673326474e-33,-1.1839579789639174e-32,7.4089420640350926e-21,6.240637753402159e-12,9.0290334961254755e-11,1.7652781705826236e-28,2.0507160959966903e-35,1.0907436519010894e-18,8.6810284497719757e-29,2.8892799688865652e-22,1.7713699951553398e-12,4.2179440940363455e-13,2.5734111162247389e-18,1.6754083154447208e-20,6.4281468521688113e-10,4.8292032682156736e-17,5.9989127318070479e-18,7.2372016954939232e-17,2.3456899638364016e-23,5.7110073269013398e-19,1.0143940431036841e-14,8.5196561121529727e-26,1.392505954764443e-18,1.8087180684234854e-09,5.0499250541774329e-10,1.0113659833782691e-19,3.940007416003088e-19,6.01500625667228e-15,1.741947311413465e-42,6.4644367059770555e-16,6.5350879515123795e-19,1.139019937883573e-16,1.1077615578809701e-21,2.9366820828538411e-17,1.7721058943476369e-25,2.0564157064041135e-17,6.1078596631564133e-24,2.4411315294631794e-26,-7.1952100722506054e-43,7.1451052957355406e-39,1.1019554200666421e-17,1.5580545867880337e-21,3.5805214250136959e-16,2.2283099343875839e-27,5.4665522828687406e-18,1.5274565608952317e-20,1.2184385694851407e-29,2.9307568156348577e-14,4.9173888482546405e-25,5.8138329976757272e-17,1.2226251637513072e-23,2.8830740272707664e-30,6.741917032003836e-22,1.0630082702792863e-29,0.88168480800000004,0.0,0.0094594759444512344,0.10884934005911538,0.00099999758819409247,3.6686389125464072e-16,1.4497978232996921e-13,3.6235405136492646e-15,1.6166791115112761e-13,2.2609448252086412e-12,2.4286339377610787e-11,2.0442089247464766e-15,1.3557702820107714e-10,4.1049038888307963e-14,1.4445096932987964e-08,2.2034322313410411e-13,3.6162549578630901e-12,7.8819715917676035e-11,1.8675785106224575e-07,3.5615972364150958e-12,9.8812015727658499e-09,3.3742384205919872e-10,4.0848516919315418e-12,3.4142688917793765e-10,3.4572167447989769e-15,6.1100475390103601e-10,3.3253358477574667e-11,3.4813663382736006e-19,7.4694496566146505e-08,6.9471170317083609e-09,4.3513429487622384e-08,1.0841159918597126e-11,1.2776984653389057e-07,5.2545184627997371e-13,3.5499565677011026e-10,4.5320921204171128e-08,5.7573977018721198e-16,5.7153211151897924e-10,1.1198536665724267e-10,1.2100108085622836e-08
0.00260989260282736,0.0019739219569660945,1.6900037065599265e-15,7.3411054489962288e-16,7.4097765307155701e-11,8.3782969771165735e-13,1.3019933989360983e-07,0.0,0.0,8.7121200967137285e-11,6.9883892929058057e-12,4.1872087396706426e-15,8.8004377453094368e-17,1.9865392557728652e-19,-7.0223875823701944e-33,1.3156510309793494e-32,8.4969649309513011e-21,6.683022231499085e-12,9.6659858627214832e-11,2.1678633122438706e-28,2.8598308824262737e-33,1.2509580445150444e-18,9.297521789112225e-29,3.3135774573322092e-22,1.976574895838657e-12,4.5179911727619477e-13,2.9509590809293423e-18,1.9215087745486213e-20,6.8840483345175648e-10,5.3592709280041255e-17,6.0026865456179003e-18,7.7520366023560505e-17,2.5296807942841645e-23,6.5494303941774873e-19,1.0211707823965844e-14,1.0435334251112506e-25,1.5970042345800343e-18,1.9369292948355595e-09,5.4077635450242911e-10,1.0832473317221687e-19,3.942572754979364e-19,6.0187747248366456e-15,1.8721758267620029e-42,7.4088980722521779e-16,7.4948876844676871e-19,1.1454245897927129e-16,1.1090792092775904e-21,3.36804723864482e-17,2.0324094088042616e-25,2.3584596341194454e-17,7.488192175195459e-24,2.9962727409211539e-26,8.2394362531491213e-43,9.3972734961151519e-39,1.1549230987220807e-17,1.5591098565578967e-21,4.106383940050904e-16,2.3998032874988611e-27,6.2545155755063164e-18,1.6468698063094593e-20,1.494626127109895e-29,2.9326553050471689e-14,4.9428984354470901e-25,6.6677001546985599e-17,1.4005487691041671e-23,3.5326402752703633e-30,7.7214919134408566e-22,1.2150335413846146e-29,0.88168480800000004,0.0,0.0094594387667161182,0.10884929324151189,0.00099999741715971592,3.6858126556414691e-16,1.5526360771248003e-13,3.8440117756464112e-15,1.6243084054746563e-13,2.3969916194452144e-12,2.600903142197539e-11,2.0538705126773737e-15,1.4519483544117189e-10,4.3960768253699602e-14,1.5469824611783108e-08,2.2138466195649821e-13,3.872765097100645e-12,8.4411212310158348e-11,2.000069800958061e-07,3.8142401159260486e-12,1.0582174406419063e-08,3.6135897765963296e-10,4.3746113392248033e-12,3.6564592442836011e-10,3.702445900195785e-15,6.5432595210485051e-10,3.561220149873899e-11,3.7283162322004964e-19,7.9993543111275186e-08,7.4399208963269148e-09,4.6600142354194807e-08,1.1610232451764914e-11,1.3683423995790632e-07,5.6272917548426618e-13,3.8018147490486356e-10,4.8536278759994278e-08,6.1038343611543309e-16,6.120802746812535e-10,1.1992971695010346e-10,1.2958496490534194e-08
0.0026232042694678027,0.001973921876428882,1.8102615933451269e-15,7.8665762893338519e-16,7.9353895590961167e-11,8.9708899300707609e-13,1.3943597930454239e-07,0.0,0.0,9.3234881226173698e-11,7.4462262470496601e-12,4.7898915258461329e-15,1.0092901094751163e-16,2.2751657151464448e-19,-6.1566681500807792e-34,2.3133686336216796e-32,9.744733842049461e-21,7.1567483847919755e-12,1.0348267364140396e-10,2.6623121654394374e-28,3.944447282144817e-34,1.4347072516648912e-18,9.9576379439377668e-29,3.8001710684618681e-22,2.2080517620760407e-12,4.8394781549844856e-13,3.3839681849534868e-18,2.2037580846569853e-20,7.3722874043459327e-10,5.9661252279395123e-17,6.0064544788937656e-18,8.3036608862523239e-17,2.7284115059157062e-23,7.510971534623775e-19,1.0280452539624012e-14,1.2784125169113688e-25,1.8315293666286577e-18,2.0742233382811707e-09,5.7909678230466263e-10,1.160249842533517e-19,3.9451346586736134e-19,6.0225358277205716e-15,2.0126235345707525e-42,8.4920647307843166e-16,8.5956690208328327e-19,1.1518425809824741e-16,1.1104640221686473e-21,3.8627744191974426e-17,2.3309478417401971e-25,2.7048696236924274e-17,9.1825017197930115e-24,3.6779600891189377e-26,2.7812865370526881e-43,1.2358406855915465e-38,1.2115907636888984e-17,1.5601697615775943e-21,4.7094888122258087e-16,2.5844426539728073e-27,7.1571947343139753e-18,1.7757864567418475e-20,1.8335678910560025e-29,2.9345503645620417e-14,4.9700113473937344e-25,7.6469868901065939e-17,1.6045115236313839e-23,4.3292355573109138e-30,8.8474038483572751e-22,1.3895827523206784e-29,0.88168480800000004,0.0,0.009459398951843322,0.10884924310297914,0.00099999723399328512,3.702972342323334e-16,1.6627680848245776e-13,4.0799453667229523e-15,1.6319314064562141e-13,2.5425703117236239e-12,2.7853903787022106e-11,2.0635241326052886e-15,1.5549485361209259e-10,4.7079011766559935e-14,1.6567237663774859e-08,2.2242523483151738e-13,4.1474679785116317e-12,9.0399331042107152e-11,2.1419591877028365e-07,4.0848011221067819e-12,1.133286901943367e-08,3.8699164152051052e-10,4.6849214724358042e-12,3.915826143833939e-10,3.9650677045426839e-15,7.0072002075178312e-10,3.8138340941394094e-11,3.9927802278544425e-19,8.5668473965906403e-08,7.9676769191275708e-09,4.9905782532359917e-08,1.2433857279607388e-11,1.4654160789150633e-07,6.0265071025471362e-13,4.071539116804937e-10,5.1979722960793426e-08,6.4745435395651324e-16,6.5550478811551578e-10,1.2843759486569385e-10,1.3877773419876357e-08
