Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887)
0.0,0.0019739230922255716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0019739230922255716,6.8055763496673569e-30,1.6621800586247101e-38,5.3663583908446851e-37,2.6171222554951158e-38,4.8551291745559344e-45,0.0,0.0,4.7929432067749358e-25,1.8282489149429182e-37,3.418483295934898e-44,5.7275758090903585e-51,3.4930757809318176e-54,4.7130547640906622e-68,5.2509462635584954e-56,5.523675532108965e-44,4.1179225520171304e-25,5.352745280213341e-37,-5.281849681280611e-93,5.1413904057129596e-91,1.0859043430415897e-60,1.0063276485999381e-58,8.8559907428146449e-39,9.0512737702140638e-51,1.0312789702676849e-39,6.0446140468296868e-68,7.6412236622121954e-57,6.1591797577580224e-34,1.3405197251377043e-37,1.5261423110002543e-25,5.7958671994281876e-50,1.6898503256644487e-68,3.0136255120295827e-64,1.4890737918363657e-50,1.9936856017487932e-83,1.58619385898717e-62,1.8027090168917329e-32,3.0390774123906331e-44,5.9048850255334434e-47,3.015862329531385e-50,1.6854509077101407e-32,1.5847378956018129e-66,1.6254444050858661e-68,6.8935921630946575e-61,6.7179513244512969e-54,1.5568466137564167e-46,1.221455189977581e-63,9.7468772519730728e-66,5.0826563254309514e-65,1.0202991199260034e-97,2.666168460263518e-89,-1.3946615842011126e-129,-3.3847658295699069e-122,1.4139042910103732e-61,3.5164972493190301e-59,1.2165044533203878e-67,1.7266040938392566e-77,1.8547372557779654e-63,1.792953464443776e-75,2.4118015768527807e-82,3.5549803233171742e-43,1.3852132939282199e-46,4.6463595380230163e-58,4.1036242678297909e-58,3.3807993397767993e-87,-2.8943886235912162e-98,-8.8107121747297321e-89,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.604867771866685e-25,1.5261424029848564e-25,1.604867794113822e-25,8.6433508024127598e-33,6.4289381855142839e-33,8.2193588760433145e-33,3.2568588242587436e-42,2.9192708179085642e-26,1.2358362267836594e-42,1.2137910636996112e-32,1.3541553296544381e-48,5.1384303145204835e-49,2.467975217037318e-26,8.0805783741936319e-43,1.2339876084910814e-26,1.0261488063078841e-32,5.13074402149975e-33,1.1225154422822103e-41,4.6672586965481739e-48,5.6209817213383697e-58,5.1119592197520013e-64,1.2964884172247933e-27,2.497872278662496e-57,2.7594283714738002e-57,6.98250933848338e-35,4.6454378550622464e-45,1.3287883191942773e-42,6.8313864724833306e-43,2.1819462574990472e-51,2.8091396376245277e-57,1.1680000931696579e-63,6.9104152351473049e-43,1.2776886549218651e-72,5.8837461705813071e-43,2.4463775267116835e-49
3.0000000000000002e-15,0.0019739230922255716,2.2361177199916143e-29,6.247575791854404e-38,3.5264640042196153e-36,1.4288376509278157e-37,4.5776931482642294e-44,0.0,0.0,1.5748241984323967e-24,1.2014207161709754e-36,2.2464221420836398e-43,5.4002688096278494e-50,3.2934712209927833e-53,4.4437201914548645e-67,3.4506212935652357e-55,3.6298275714021219e-43,1.3530316364432506e-24,3.5175182600634507e-36,3.1238579133596429e-91,6.3165777362148389e-90,1.0238556275910874e-59,9.4882283164943892e-58,2.9097960988238016e-38,8.534058010643259e-50,6.7769759586586764e-39,7.4607824529984582e-67,7.2045809515343088e-56,4.0474607888326118e-33,8.8091291849498145e-37,5.0144670206458317e-25,5.4646741716277855e-49,2.5588641739370988e-67,3.7024545517213676e-63,1.8293877370820521e-49,2.6009338137506708e-82,1.4955701289203965e-61,1.1846373313391368e-31,2.8654158093646213e-43,5.5673639266915302e-46,2.8450211545161605e-49,1.1075819700208972e-31,1.0413997991893813e-65,2.4621916191453778e-67,8.4726845517718963e-60,8.2534827395082472e-53,1.4678838768249502e-45,1.5006447304930948e-62,1.1974386851960965e-64,6.2444055007819598e-64,1.8366018923686167e-96,4.0375066755442491e-88,7.451533819627629e-128,2.3406659635204055e-112,1.7384002920973169e-60,4.3220095427089328e-58,1.8427378114177767e-66,2.6145704232004897e-76,2.8085686081450382e-62,3.2272610276917845e-74,3.651868555320215e-81,3.3518384745695801e-42,1.3060156629266845e-45,5.708384356558122e-57,5.0415213612230202e-57,4.9024676606822899e-86,1.4637425744622202e-96,5.2386289201222546e-87,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,5.2731366803637864e-25,5.0144676251160268e-25,5.2731368265592548e-25,5.6799161071919577e-32,4.2247307337320481e-32,5.4012928482583788e-32,3.0707521404943297e-41,9.5918858400343314e-26,1.1652168436497027e-41,7.9763398195435942e-32,1.6636763529306735e-47,6.3129279573112804e-48,8.1090580565513241e-26,7.6188300690961328e-42,4.0545290280944488e-26,6.743262355328538e-32,3.3716311681982992e-32,1.0583714066804269e-40,5.7340594468003977e-47,8.5117697013190157e-57,9.2015242132102492e-63,4.2598903160611178e-27,3.4078996145125133e-56,4.553154191734199e-56,4.5885060436367963e-34,4.3799842015137143e-44,1.2528573535841849e-41,6.4410207130385911e-42,2.0572700462187498e-50,3.4512366438121892e-56,1.7686891578204122e-62,6.5155334517290032e-42,2.2998431597818948e-71,5.5475306987777162e-42,3.005548945988334e-48
7e-15,0.0019739230922255716,4.9583465498239176e-29,1.8911875080347216e-37,1.9165562368936741e-35,6.8292060625955578e-37,7.3936669367539064e-43,0.0,0.0,3.4920014958393767e-24,6.5294604365023864e-36,1.2208471611640723e-42,8.7220013685846909e-49,5.319451633502461e-52,7.1770273942735503e-66,1.8753357612383217e-54,1.9726745567420552e-42,3.0002002040920972e-24,1.9116944698432291e-35,6.0269425506682409e-90,3.1950719313441859e-88,1.6537202222796365e-58,1.5324870099927826e-56,6.4519671934644001e-38,1.3783795015452262e-48,3.683138642305908e-38,3.9834301754501341e-65,1.1636469726291349e-54,2.1997062614076815e-32,4.7875686623956032e-36,1.1119031882702282e-24,8.8262676423475e-48,4.2247048042770937e-65,1.8727553069835543e-61,9.2505196458957769e-48,3.7250405624321089e-80,2.4155763859865235e-60,6.4382455660730064e-31,4.6280801199611429e-42,8.9906694472502165e-45,4.5943149583879149e-48,6.0194652816696946e-31,5.6597827280220937e-65,4.0664079519529676e-65,4.2853584056994904e-58,4.1747248142136542e-51,2.370853782699431e-44,7.5904572504241443e-61,6.0546993377153159e-63,3.1585023211451626e-62,1.0231529894430542e-93,6.672066761687946e-86,2.7203198403076542e-125,2.2038160208260009e-110,8.7909761293153413e-59,2.1860077257659011e-56,3.0433568815452308e-64,4.3179509428946921e-74,4.6375507036801927e-60,1.7962142484476661e-71,6.0239968417711459e-79,5.4137252716647078e-41,2.1087829287919534e-44,2.8873791312695524e-55,2.5496215769921283e-55,1.4374815993082022e-83,2.2727969120034508e-93,5.837771819783805e-85,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.1692605592003902e-24,1.1119035167864827e-24,1.1692606386544281e-24,3.086910452536023e-31,2.2960490504915922e-31,2.9354847929696078e-31,4.9597230846458457e-40,2.1268938577730493e-25,1.881999231091079e-40,4.3349621433664328e-31,8.4150952974851e-46,3.1931627076981694e-46,1.7980933130356033e-25,1.2305550577463466e-40,8.9904665641931853e-26,3.6648121511515674e-31,1.8324060602868358e-31,1.7094257982342906e-39,2.9003597638267602e-45,1.4057203335757556e-54,5.1228883325769566e-60,9.4458424722974003e-27,2.4178927381629202e-54,1.0729827737301372e-53,2.4937529554026691e-33,7.0743372023927576e-43,2.0235514251266422e-40,1.0403212250996873e-40,3.3228980566653518e-49,1.7457319015030448e-54,2.9210883024550435e-60,1.0523560212164607e-40,1.2804642653631666e-68,8.9600818139965207e-41,1.5202450314463589e-46
1.5e-14,0.0019739230922255716,1.0402799856677286e-28,5.9552845272064379e-37,8.4788426818304363e-35,2.8711618097861155e-36,6.876247382180092e-42,0.0,0.0,7.3263561280638587e-24,2.8886333136658312e-35,5.4007747735409486e-42,8.1112587079759152e-48,4.9471848611911477e-51,6.6743995139165947e-65,8.2964714569860372e-54,8.7266873537751406e-42,6.2945361858971808e-24,8.4573345949727915e-35,1.080684283121672e-88,6.1451319929061254e-87,1.5380453004683979e-57,1.4252334647484525e-55,1.3535736196683168e-37,1.281918547573254e-47,1.6294201931397818e-37,8.2651214872797935e-64,1.0822105816263166e-53,9.7314954366456925e-32,2.1180192394814981e-35,2.3328150452786911e-24,8.208581187198857e-47,1.6567210771241568e-63,3.6018096991865555e-60,1.7783189561551779e-46,2.3084589366464318e-78,2.2465538256177867e-59,2.8482792505798427e-30,4.3042005184916671e-41,8.359351730060572e-44,4.273650224157816e-47,2.6630100099684791e-30,2.5038869678934693e-64,1.595637995235468e-63,8.2434184639601406e-57,8.0290939444894143e-50,2.2049369159691385e-43,1.4598417943066007e-59,1.1638702078383078e-61,6.0746202303456354e-61,8.1231824740258208e-92,2.6199403983470778e-84,2.0657701598056119e-123,9.9090191894084851e-109,1.6910416998836559e-57,4.2050549665908478e-55,1.1941989917990191e-62,1.694013850783968e-72,1.8189502868919634e-58,1.4242044570497406e-69,2.359322521200954e-77,5.0348635651881948e-40,1.9602887074456304e-43,5.5531895705623768e-54,4.9022987356406141e-54,1.0623683520311149e-81,3.4927663316333724e-91,3.9468921196102599e-83,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.453153787681929e-24,2.3328164986334516e-24,2.4531541391864363e-24,1.3656488349121692e-30,1.0157719078926363e-30,1.2986581412255568e-30,4.6126254712109609e-39,4.4622966330690183e-25,1.75029091818122e-39,1.9177834675749318e-30,1.61844188135078e-44,6.1412835430447543e-45,3.772461761990249e-25,1.1444371967712252e-39,1.8862308805594408e-25,1.6213097015534385e-30,8.1065483655774478e-31,1.5897916687416669e-38,5.5781369238513561e-44,5.5149382384487603e-53,4.0636439057590213e-58,1.9817742934352933e-26,5.1341769341829384e-53,4.6447259488748758e-52,1.1032360655520899e-32,6.579264987037908e-42,1.8819363725861481e-39,9.6751649008367245e-40,3.090496485318933e-48,3.3576430629991125e-53,1.1460588275064753e-58,9.7870887174190595e-40,1.0157535076626552e-66,8.333013843341354e-40,2.9238228265057283e-45
3.1e-14,0.0019739230922255716,2.1291689059166642e-28,2.0208419717485824e-36,3.5341271020140702e-34,1.1680307213842253e-35,5.8035390620457066e-41,0.0,0.0,1.4995065542154633e-23,1.2040325248822625e-34,2.2509305231317617e-41,6.8452821842356223e-47,4.1754078151400514e-50,5.6325680338561641e-64,3.4581019625330708e-53,3.6370886541292721e-41,1.2883203535540149e-23,3.5251624599466723e-34,1.84893610431066e-87,1.0448683348145755e-85,1.2981977038394443e-56,1.2028811380314552e-54,2.7700981830017983e-37,1.0819367713936612e-46,6.7917034417959823e-37,1.6079545582150365e-62,9.1337911835570875e-53,4.0562521096146034e-31,8.828262613501277e-35,4.7746342976924673e-24,6.9280071967371201e-46,5.6507366362460935e-62,6.1239237473148999e-59,3.0208630075993719e-45,1.4722905958957432e-76,1.8961283328490353e-58,1.187211758407435e-29,3.6327369253826596e-40,7.0517347148547561e-43,3.6084912348498816e-46,1.1099876360123726e-29,1.0436625687910121e-63,5.449343564040458e-62,1.4021440789654557e-55,1.3651283732496509e-48,1.8609605736182121e-42,2.4820532959152481e-58,1.9768040278828735e-60,1.0328198935182471e-59,5.5672150307254112e-90,8.9597226280804567e-83,1.4396445353834383e-121,3.5989501527407741e-107,2.8763420093231465e-56,7.1524783748575204e-54,4.0783764899823103e-61,5.7828555191558286e-71,6.2063109363717067e-57,9.7352300814841666e-68,8.0269927642014557e-76,4.2494125647342732e-39,1.6529589201432034e-42,9.4416838278140021e-53,8.3306743452646829e-53,7.1360848564936232e-80,4.8797840641735039e-89,3.7312889085260592e-81,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,5.0209380292609838e-24,4.7746403555180503e-24,5.0209394943915216e-24,5.6922585727469481e-30,4.2339120839497213e-30,5.4130298794882746e-30,3.893031790316575e-38,9.1330710948969357e-25,1.4772366150922071e-38,7.9936235820958402e-30,2.7517111521059299e-43,1.044154935441886e-43,7.7211723968504569e-25,9.6589967489979112e-39,3.8605861966092504e-25,6.757874269241199e-30,3.3789370146132267e-30,1.341770999486846e-37,9.4840401047176965e-43,1.8826559075579737e-51,2.7801038705852035e-56,4.0561528456780088e-26,9.1800964488610497e-52,1.6690646405450563e-50,4.5984774703822003e-32,5.5528868126398338e-41,1.5883439362655901e-38,8.1657942578331143e-39,2.6086044140895241e-47,5.7092313309703337e-52,3.9127124281341466e-57,8.2602543874980281e-39,6.9498236703522123e-65,7.0329999162365874e-39,4.9711352767451355e-44
6.300000000000001e-14,0.0019739230922255716,4.3069397819496497e-28,7.3214394754298362e-36,1.4401745637626645e-33,4.7029193307994037e-35,4.7498755259195384e-40,0.0,0.0,3.0332484968901227e-23,4.9064979430262917e-34,9.1709905565222115e-41,5.6014988243163219e-46,3.417329873836869e-49,4.6089465939112469e-63,1.4091860746701059e-52,1.4818523977867392e-40,2.6060519778983219e-23,1.4365216686115732e-33,3.0544688597689382e-86,1.71440733594169e-84,1.0626506535948278e-55,9.844703159048168e-54,5.6022306572491744e-37,8.8550549274665047e-46,2.767653720130586e-36,3.3000874657827835e-61,7.4754298944187441e-52,1.6529413819819196e-30,3.5975573709377097e-34,9.6582549561727025e-24,5.6701595447642534e-45,1.853089816349166e-60,1.004707553128048e-57,4.9472952180463079e-44,9.4959406867230704e-75,1.5519442023013614e-57,4.8379484092868316e-29,2.9731945789142701e-39,5.7656812426721049e-42,2.9558730937696896e-45,4.523250347619592e-29,4.2529730953417129e-63,1.7916140691684663e-60,2.3022720903801974e-54,2.2396454824141682e-47,1.5230903266923096e-41,4.0720547112451904e-57,3.2365053106851323e-59,1.6944447019957684e-58,3.6728156853699639e-88,2.9537643082718494e-81,9.564709217229663e-120,1.2597243381143973e-105,4.7228711404708554e-55,1.1744099507948985e-52,1.3408777218354558e-59,1.8996412419972064e-69,2.0367515389073349e-55,6.3890409585029206e-66,2.6192650085745268e-74,3.4779053566883248e-38,1.3503790871220475e-41,1.5490136272521279e-51,1.3653179405253117e-51,4.6648113581375067e-78,6.4766100543710197e-87,4.3401924081397296e-79,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0156497650898331e-23,9.6582796420644856e-24,1.0156503621374412e-23,2.319623926920857e-29,1.7253408643083052e-29,2.2058368399310418e-29,3.1862067383497372e-37,1.8474495665168971e-24,1.2090275545646057e-37,3.2574199239327506e-29,4.5144640226205223e-42,1.7130436111949521e-42,1.5618488615783331e-24,7.9053047254596491e-38,7.809244300491632e-25,2.7538492838176162e-29,1.3769245436902032e-29,1.0981489855411569e-36,1.5559430260578254e-41,6.1845772300713726e-50,1.8276464413130796e-54,8.2049037894772881e-26,1.5454011954221405e-50,5.6300186532696223e-49,1.8739029063969558e-31,4.5447310204482157e-40,1.2999608220753449e-37,6.6832088677219395e-38,2.1353763561524355e-46,9.3681885675518915e-51,1.285577782856852e-55,6.7605137899789438e-38,4.5696722915982591e-63,5.7560442466738349e-38,8.1556114109779666e-43
1.2700000000000001e-13,0.0019739230922255716,8.6624536763325653e-28,2.7722468384362895e-35,5.8117439692523102e-33,1.8864889302754838e-34,3.8401618496874533e-39,0.0,0.0,6.1007326216637117e-23,1.9799937488260164e-33,3.6995602956663348e-40,4.5270867074750006e-45,2.7628135512443504e-48,3.7246110766714108e-62,5.6866282445174819e-52,5.9776794669178826e-40,5.2415078442705398e-23,5.7970048628896227e-33,4.9630584893797484e-85,2.7751736117815927e-83,8.5936649745204588e-55,7.9588647245047674e-53,1.1262831369100729e-36,7.159104174833599e-45,1.1168715296022933e-35,7.4702384352850751e-60,6.0435905337994248e-51,6.6703384792295706e-30,1.4517709199695116e-33,1.9425424888266179e-23,4.5841397150575358e-44,5.9799117717912485e-59,1.6260383032299298e-56,7.9784239124767821e-43,6.1109506631804205e-73,1.254820319698056e-56,1.9523276895511752e-28,2.4037581309713947e-38,4.6521130956674511e-41,2.3938307456489863e-44,1.8253283033150433e-28,1.7162599283874453e-62,5.8110646186171102e-59,3.7321154908085438e-53,3.6246174192008126e-46,1.2313777507782922e-40,6.5900685808813752e-56,5.2164953448171069e-58,2.7422328824268329e-57,2.3959043367523518e-86,9.6325323138481203e-80,6.2317792194101789e-118,4.4742219650234657e-104,7.656092853740163e-54,1.9037787457675219e-51,4.3491419063040824e-58,6.1509400250356671e-68,6.5820290826073807e-54,4.1245400925981612e-64,8.3695507463704813e-73,2.8117982080221012e-37,1.0877685566324345e-40,2.506906481353649e-50,2.2050266056173768e-50,3.0111139670055154e-76,8.4086448313262501e-85,5.4118819271868147e-77,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.0427581448212563e-23,1.9425524506383038e-23,2.0427605541698656e-23,9.3607122239500012e-29,6.9625198793914324e-29,8.9015308697943468e-29,2.5759333659241989e-36,3.7156847405555619e-24,9.7745582421917829e-37,1.3144959627058218e-28,7.3060766927714851e-41,2.772341287953877e-41,3.1412700861768923e-24,6.3911715538643122e-37,1.5706350401023347e-24,1.1112856017504551e-28,5.5564272146908519e-29,8.8780107161602423e-36,2.5180574533262342e-40,2.0026246179907105e-48,1.1838904030063239e-52,1.6502381034230471e-25,2.5338890725407435e-49,1.8477987720550145e-47,7.5620321984117166e-31,3.6743081653870363e-39,1.050970104915105e-36,5.403148510485229e-37,1.7270121006293222e-45,1.5166411253347383e-49,4.1643818748994758e-54,5.4656388752030077e-37,2.9611781001030082e-61,4.6535010758836988e-37,1.3198656870356748e-41
2.55e-13,0.0019739230922255716,1.7373370035778178e-27,1.0772347812524171e-34,2.334700598835526e-32,7.5557237373437767e-34,3.087739710022862e-38,0.0,0.0,1.2235701828893997e-22,7.9540856090404077e-33,1.4851150193117142e-39,3.6375139715332712e-44,2.2214547996145715e-47,2.9922383398578425e-61,2.28438802748864e-51,2.3995523614641465e-39,1.0512390047915373e-22,2.328781152030561e-32,8.0062584958429951e-84,4.4664833057623407e-82,6.9137014771555034e-54,6.3988904959856957e-52,2.2569394805954567e-36,5.7563882947541389e-44,4.4867121097210962e-35,1.8786684055423785e-58,4.859250714426528e-50,2.6796048687696566e-29,5.8320450263818228e-33,3.8959479217163246e-23,3.6858659274480481e-43,1.9111381186474581e-57,2.6159917912870887e-55,1.274544222033692e-41,3.9131437846013548e-71,1.0091343184475024e-55,7.8429188588712418e-28,1.9327789564313766e-37,3.7257278663572122e-40,1.9313512081327584e-43,7.3326973427483381e-28,6.894550424991432e-62,1.8761166717667329e-57,6.0238148135952473e-52,5.8311118509888106e-45,9.901001846740564e-40,1.0601467933014956e-54,8.3239284729156369e-57,4.4114524055771379e-56,1.5637774776479857e-84,3.1435445458005339e-78,4.0260614324144709e-116,1.6763730645836136e-102,1.2357447963926318e-52,3.0727672364045198e-50,1.4041516168955914e-56,1.9790943272571357e-66,2.1095663106637809e-52,2.6367560414559451e-62,2.6239498644104588e-71,2.2608590350133291e-36,8.6830265507223852e-40,4.0329917344339812e-49,3.532662501352832e-49,1.9282718175308302e-74,1.0780721310541496e-82,6.8316922873957637e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.0969607259980004e-23,3.8959879400856765e-23,4.0969704048321616e-23,3.7603958805000552e-28,2.7969942486460116e-28,3.5759330702406229e-28,2.0711546389153814e-35,7.4519561392715982e-24,7.8591499349716562e-36,5.2804668580739354e-28,1.1753404899793772e-39,4.4599156976947776e-40,6.2999444676374901e-24,5.1387885812297418e-36,3.1499722218239328e-24,4.4641499584676192e-28,2.2320743407772705e-28,7.138073617656122e-35,4.0507266313411815e-39,6.4441227338262021e-47,7.6199040152732781e-51,3.309723695154937e-25,4.1031066602796217e-48,5.9866990360166272e-46,3.0378298352888459e-30,2.9543838364607907e-38,8.4502024914062585e-36,4.3443739535267969e-36,1.3896121511248288e-44,2.4415208677015956e-48,1.341034394003879e-52,4.3946060644014397e-36,1.9073160218551258e-59,3.741517368584016e-36,2.1232423925330388e-40
5.11e-13,0.0019739230922255716,3.4794757048684054e-27,4.2451823589973923e-34,9.3585546256973087e-32,3.0241266300962458e-33,2.4763276443331356e-37,0.0,0.0,2.4505644073975083e-22,3.1883888874744704e-32,5.9444110848912765e-39,2.9131449361256462e-43,1.7815351779116015e-46,2.3955896171367682e-60,9.1564703664946092e-51,9.604045944698385e-39,2.1054036340134492e-22,9.334839291092554e-32,1.2916314544360221e-82,7.1714932944216057e-81,5.5508519464098314e-53,5.1309397159883272e-51,4.5124121018145729e-36,4.6165547868365251e-43,1.7984829013354773e-34,5.1343866251548787e-57,3.8967538495524646e-49,1.0740998913872059e-28,2.3377311383989003e-32,7.8026445767221428e-23,2.9558883453377419e-42,6.0489260711266629e-56,4.1970172321566618e-54,2.0164406755358675e-40,2.4904916775212663e-69,8.0959705241692693e-55,3.1438070273613847e-27,1.5500658441575114e-36,2.9644036635381875e-39,1.5594328685941674e-42,2.9392562219586712e-27,2.7636298100090811e-61,6.0587812821619049e-56,9.7271042947462183e-51,9.3545517669879378e-44,7.9403552675495557e-39,1.7006359622070974e-53,1.3140224642917573e-55,7.0766755500222851e-55,1.0315372127451858e-82,1.0369810707239543e-76,2.5925676070321138e-114,6.8633587707498757e-101,1.9954953722473753e-51,4.9617505800371923e-49,4.5347345484916584e-55,6.3481535480170855e-65,6.7144329356794544e-51,1.6693730039254594e-60,8.0063076979687173e-70,1.8131647565413314e-35,6.8641894684768393e-39,6.4699204742576477e-48,5.620704981621861e-48,1.2255138763051336e-72,1.36693970709275e-80,8.5572035077336185e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,8.2053091759917021e-23,7.8028049860621704e-23,8.2053479729790378e-23,1.5073394277439081e-27,1.1211661212379898e-27,1.4333982922386057e-27,1.6609380875909231e-34,1.4923703224862621e-23,6.3025682985163205e-35,2.1165405568324113e-27,1.8854536206717477e-38,7.1545080634435355e-39,1.2616621031729199e-23,4.1210360740253194e-35,6.3083104677920748e-24,1.7893409205393004e-27,8.9466994826849048e-28,5.7239634984086525e-34,6.4977163919435306e-38,2.0673937449715775e-45,4.8894485009868949e-49,6.628655449099113e-25,6.6035108648750121e-47,1.9273805294659114e-44,1.2177031435284314e-29,2.3693799753731982e-37,6.7765046147900899e-35,3.483957990427779e-35,1.1160260748885428e-43,3.9220047505730115e-47,4.3087252094096445e-51,3.5242207190267059e-35,1.2256671726745723e-57,3.00032828567585e-35,3.4059045164369185e-39
