Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161)
2.0971510000000003e-09,0.0023647719070602354,7.8137487795106357e-29,1.2854621624908813e-29,1.5752488922270766e-26,2.3492756923913484e-34,2.0516825326639519e-30,0.0,0.0,2.4714963853628488e-20,1.8718596497779144e-30,5.9716553913180616e-36,7.631404900849789e-37,8.1244214173959593e-39,3.1086001300293585e-56,5.5177492357409762e-48,6.6533275798444114e-36,2.350704081221329e-20,1.5754315307740545e-26,1.8492057510436086e-72,5.8099809666885242e-74,1.1723785421617939e-45,4.4324053061944248e-45,8.3394691384143808e-37,4.2113561395217212e-36,1.2839880322778998e-29,2.1181723541108269e-45,2.0261558955862283e-42,8.5940162319570195e-24,3.5472788388357979e-30,1.8195469226108898e-21,1.3537188089561683e-34,1.7341791778160441e-44,8.2150067618629894e-44,2.1599270044478591e-31,5.0786283862993493e-55,3.9241139104297414e-47,1.1994367352797156e-21,2.7468973731662816e-32,6.2325640957008209e-33,1.2993715060229328e-35,2.6059692709480228e-22,1.0694693813865801e-59,1.8584335725315188e-44,7.8857291869739933e-41,1.0854214558983853e-32,5.0287586044106899e-31,3.0222304192567203e-43,2.136953961533476e-47,1.2676644034542813e-44,2.142678154056384e-67,1.0531295040444323e-64,1.2319863500330286e-101,2.3337233409983533e-90,6.5901855600371451e-42,8.4087835274460674e-50,1.4521325707121826e-41,2.8364582563127122e-52,8.6743533448243863e-39,1.8954672256993736e-45,1.8343448984159888e-59,1.6774116153105501e-32,2.1266980505449454e-33,2.3108981385540679e-37,4.0225899431670961e-39,9.114856632480967e-60,1.2555674180059827e-63,3.5040292475483257e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.9264878608750131e-21,1.9656244669802276e-21,1.9549005998732463e-21,1.205063313422324e-22,9.2130853053178976e-23,1.2295275278195624e-22
4.194303e-09,0.0023647719070602354,2.4451295031354937e-28,4.9364251659302267e-29,6.0466890089089772e-26,1.4164104633924479e-33,1.5794555280795127e-29,0.0,0.0,4.9443486825615386e-20,7.4892428014417536e-30,1.3285241394807027e-35,2.6727612629033483e-36,5.4432774756342348e-38,6.0312582748507342e-56,1.7381892374501013e-47,1.1165422832449159e-35,4.4808562001207084e-20,6.0480980238388948e-26,1.1917008380839331e-70,1.4584672469882786e-72,1.234409885453562e-44,2.0653375019610238e-44,8.3684042801495698e-37,3.240418703404063e-35,4.9260031050941363e-29,2.3658220047531599e-44,1.0961175101358563e-41,3.0911089758362655e-23,1.2749674941171092e-29,3.2101729740709364e-21,8.6726653025550184e-34,2.2457561202782201e-43,1.1268436251431256e-42,1.5715639127455933e-30,8.4476438312635627e-54,5.5343656434825681e-46,4.6044256561004286e-21,2.1147897756080078e-31,2.4118609363074448e-32,8.4983120301107882e-35,9.3662420156526537e-22,3.8466839193224751e-59,4.2740646919461464e-43,8.9663448935881124e-40,1.5404958862319714e-31,3.5538523070796536e-30,3.315646254197302e-42,1.1615999916721902e-46,1.3907818514657179e-43,1.6734217341922981e-65,4.1019477012516492e-63,2.0811443139636863e-99,1.844469428576725e-89,8.6822023612533317e-41,9.4734896582905956e-49,3.3232378547622199e-40,5.142121097357872e-51,8.0321514791041232e-38,4.9282996495648873e-44,2.0160508670670364e-58,1.2144880243820116e-31,7.6760829420264178e-33,3.2797664497526409e-36,1.8344205388932797e-38,8.733352239626303e-59,6.5724867897792434e-62,9.1917251831443328e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.6352981299586538e-21,3.7091587589437668e-21,3.7393404712160966e-21,4.5863138192582216e-22,3.5472957981832558e-22,4.6793682188219539e-22
8.388607e-09,0.0023647719070602354,6.7151907360023739e-28,1.8271637848088613e-28,2.2366910931927794e-25,7.852485329031272e-33,1.1746527342507679e-28,0.0,0.0,9.8927168336312447e-20,2.9967908622624112e-29,3.1692158428338731e-35,7.1411707391446816e-36,-3.6793917080076383e-37,9.1210288534540588e-56,4.6811466579131042e-47,1.5702389053169612e-35,8.1791779669906863e-20,2.2377424150533645e-25,1.1282186621400378e-60,2.8083906267353618e-37,-4.5512115429162005e-38,-4.6759113172648549e-37,8.38963152710485e-37,2.4075004656041268e-34,1.8201653916013044e-28,2.2104978401399453e-43,4.842348039617045e-41,1.0261133338739829e-22,4.2268036820273815e-29,5.1486072826331147e-21,4.8057805684784883e-33,2.4748559065629662e-42,1.6363681481863508e-41,1.0578257063806547e-29,1.1524435062595981e-52,7.4126048033059907e-45,1.7034291371245206e-20,1.5729862007532168e-30,8.9587436959731887e-32,4.7678872742409882e-34,3.1050075672471247e-21,1.2769312899920792e-58,7.7705990899969651e-42,7.9716150984037143e-39,1.9882862655437135e-30,2.2761231948323495e-29,2.9939823248994126e-41,5.1437839037108289e-46,1.2559366639384911e-42,8.8976205019278678e-64,1.0853922875131635e-61,-3.4675304312538932e-64,-5.7562871439594369e-87,9.8728619221083908e-40,8.4307852343752852e-48,5.9821286167245599e-39,7.6980051766874022e-50,6.6275580656347259e-37,1.0936594066037091e-42,1.8221794266425917e-57,8.1546330938404216e-31,2.5500728213118633e-32,4.2331264264534062e-35,7.4561881155971846e-38,7.3311583490973564e-58,2.9569262133623116e-60,2.0488799690275925e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.5168098740342724e-21,6.6492755044053388e-21,6.868726031353494e-21,1.6708435502025052e-21,1.3194309793358427e-21,1.7047100680541362e-21
9.999999999999999e-09,0.0023647719070602354,8.2769253015609004e-28,2.6952281308142885e-28,3.2980627656144479e-25,1.3304198255109084e-32,2.5301686748226876e-28,0.0,0.0,1.1794906137330656e-19,4.7248374209185907e-29,3.8099582970266475e-35,9.2849491526216778e-36,-4.1608945612603828e-37,9.5694538508501007e-56,5.7593271276617216e-47,1.6367145714595058e-35,9.2689182616558615e-20,3.3003319721863123e-25,2.6584482494067369e-60,2.2854422537936487e-37,-6.5408035341300514e-38,-4.7476369607665661e-37,8.3926943608312132e-37,5.1791528740796396e-34,2.6812191736133724e-28,5.1188771329343205e-43,7.1976290242930496e-41,1.4135799643944317e-22,5.8176728980076472e-29,5.546996755648417e-21,8.124931166893496e-33,6.2071460572764593e-42,6.3751664755172807e-41,2.0828212932188786e-29,3.3556673274641706e-52,2.2932845062874646e-44,2.5120743447818944e-20,3.3887162723771777e-30,1.3223608293121344e-31,7.9826159842844015e-34,4.2735282980678592e-21,1.7591082270814772e-58,2.608998823848184e-41,1.6181164038831308e-38,5.876871267114746e-30,4.2515884292998283e-29,6.6065839291439541e-41,7.6496929859711327e-46,2.7716019311718182e-42,6.2772687435303284e-63,4.2249193566482862e-61,2.2723059333912332e-63,3.6670842239959063e-85,2.5482416578163327e-39,1.7305372596855233e-47,1.9784019406511368e-38,2.417875767884635e-49,1.4783043463599058e-36,4.6445043375946539e-42,4.022290464235509e-57,1.6044553593749528e-30,3.5112606084492486e-32,1.2512048871642207e-34,1.1244137667670288e-37,1.6442244477205348e-57,2.3298629202720407e-59,8.7168125691163075e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.3236760695304002e-21,7.4726061364659182e-21,7.8073646123711753e-21,2.4366467187131801e-21,1.9536834256274138e-21,2.4860000384100499e-21
1.6777215e-08,0.0023647719070602354,1.4845286293399482e-27,6.3461430266300059e-28,7.7619918126633243e-25,3.62330744624083e-32,8.231213029106923e-28,0.0,0.0,1.9795155537614273e-19,1.1992675284197788e-28,6.504800195739183e-35,1.8301276777535353e-35,-6.1860047358778148e-37,1.1455444803229458e-55,1.0293950805614514e-46,1.9162986839114327e-35,1.3852160382671185e-19,7.7693832126005243e-25,9.0943052453522919e-60,8.6020041256931844e-39,-1.4908652151279562e-37,-5.0493014876848615e-37,8.405576061740186e-37,1.6836200085719762e-33,6.3026489596797925e-28,1.7350971829147761e-42,1.7103496567816578e-40,3.0431915243072808e-22,1.2508568733833984e-28,7.2225477307124799e-21,2.2084652490516722e-32,2.1904454407112768e-41,2.6305658357983018e-40,6.3937593859459937e-29,1.2622011124058155e-51,8.8208048002661985e-44,5.9130835529723736e-20,1.1025334451406753e-29,3.1160824304833879e-31,2.1503158542578312e-33,9.1881060731539225e-21,3.7870534711630441e-58,1.031378833999658e-40,5.07089783102723e-38,2.2231526277669128e-29,1.2560022572312445e-28,2.1800504829452072e-40,1.8189073894868458e-45,9.1462041443331813e-42,2.8936105647183043e-62,1.7429177998611257e-60,1.3287573954000189e-62,1.9332247325046952e-84,9.1133259022145348e-39,5.463021302486355e-47,7.7832168609657448e-38,9.3493693928984808e-49,4.9083476673477053e-36,1.9578688319395388e-41,1.3275542480125052e-56,4.9228070936068606e-30,7.5538351317370521e-32,4.7331635018144226e-34,2.717553896055983e-37,5.476175410254534e-57,1.088519949086796e-58,3.6760879309080004e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0717203088146768e-20,1.0935379469576115e-20,1.1755101428189388e-20,5.6574703915714329e-21,4.6212295753214568e-21,5.7719582785449281e-21
3.3554431e-08,0.0023647719070602354,2.4908260856716703e-27,1.9993622825050223e-27,2.4427110900529802e-24,1.3138389431284665e-31,5.26454264856578e-27,0.0,0.0,3.9608382866398289e-19,4.7992638389302599e-28,1.5599597900838451e-34,4.195437637910439e-35,5.4379526302326301e-36,1.2988539841328862e-55,-4.7648585357590141e-36,2.1534919621248575e-35,2.0911262996436837e-19,2.4474448133248115e-24,2.8534117700736231e-59,3.7112749127930496e-37,-1.8656434776776957e-37,-1.2238513077616012e-37,8.4157623239959464e-37,1.0724505000874655e-32,1.9745890053826761e-27,1.2029087642561262e-41,4.9054223496821821e-40,7.9429222382588835e-22,3.2547732699661735e-28,8.7381020477669423e-21,8.2279329538571125e-32,1.518750716064858e-40,4.2514053362012841e-39,3.417201629710329e-28,1.0883193466015954e-50,8.5975561410296786e-43,1.8619308028136559e-19,7.0553002778362063e-29,9.8218000922853485e-31,7.5274362275295224e-33,2.3904111659526556e-20,9.8844497918577274e-58,9.7486729743616107e-40,2.2224281671109965e-37,2.0601620380637049e-28,5.7015075077515913e-28,1.2966404932073149e-39,5.2196132418342769e-45,5.4413580210133584e-41,7.7410042005001452e-61,2.3145238292975132e-59,-7.4063153880227639e-63,3.6260615889637678e-79,6.6064174296043521e-38,2.4514917978325838e-46,7.0709539832341541e-37,9.0508540368219345e-48,3.2310156522266965e-35,2.7585192388375855e-40,7.8996965161213179e-56,2.6294353672283912e-29,1.9662191943006909e-31,4.3861492551146978e-33,8.7697893314351931e-37,3.6201960335280483e-56,3.2455010827300992e-57,5.1851312883211481e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.0009999999999999998,1.5535306696178778e-20,1.5853066482048793e-20,1.8013245294450325e-20,1.7212425540456314e-20,1.473931976330551e-20,1.7559993922167137e-20
6.7108863e-08,0.0023647719070602354,3.2161802689168111e-27,5.5623822091398698e-27,6.7835344797039826e-24,3.7702779434584698e-31,2.9932654192405144e-26,0.0,0.0,7.9242409809758708e-19,1.9203910657016571e-27,3.9268795444748382e-34,8.5212089501605239e-35,1.8608255366883858e-35,1.3445582454102606e-55,-7.8521519178961327e-36,2.2226722693571853e-35,2.7293676695087238e-19,6.8103927010704572e-24,2.3963820813002056e-58,3.1600887480993355e-37,-2.4651257452567638e-37,-9.8755883569926984e-38,8.4163770218445244e-37,6.0480050648243158e-32,5.4334645700963492e-27,7.9712597553847999e-41,1.1996638438253911e-39,1.8551883087385364e-21,7.5746065020674875e-28,9.4183427777044022e-21,2.4883249136100026e-31,8.4936119473859879e-40,6.059730093443307e-38,1.6345437179892446e-27,7.4081463604871506e-50,6.4127065458637308e-42,5.1767654384095016e-19,4.0156450075890597e-28,2.7321055598600338e-30,2.1006778927146964e-32,5.5612846352000104e-20,2.3086610217221905e-57,6.974693068085945e-39,7.0380754517339904e-37,1.546207009003325e-27,2.0788207266261626e-27,6.5710481775272446e-39,1.2768241880314998e-44,2.7590027427729857e-40,1.254380560269609e-59,1.8264174093435367e-58,1.5647469979391096e-61,-4.1174594040629154e-78,3.8462855925292091e-37,7.8204464487719605e-46,4.6855259741601333e-36,6.9464766919747775e-47,1.8653209685103126e-34,3.1409085783140552e-39,4.005893874370644e-55,1.2573523160817061e-28,4.5754739968536424e-31,3.2919198572467365e-32,2.467891689430629e-36,2.0944445876852308e-55,8.252723051457069e-56,5.9071307275592497e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.00099999999999999937,1.9414573355617182e-20,1.9816922914934688e-20,2.3910464184722075e-20,4.6077696132432586e-20,4.1594086676923476e-20,4.7006000228633105e-20
9.999999999999998e-08,0.0023647719070602354,3.3596465033394925e-27,9.5360278599922468e-27,1.1600720924134931e-23,6.3970872044271604e-31,8.9148229616098919e-26,0.0,0.0,1.1809507826740581e-18,4.7449048770449141e-27,7.8933083417754333e-34,1.5149038755437258e-34,3.5221438580358533e-35,1.3707660616531114e-55,-3.8440883479415445e-36,2.2655339024417215e-35,2.9132638927892012e-19,1.1680394331688053e-23,3.8365522536652154e-59,8.1273192493534764e-38,-7.7606598412285112e-38,6.8124887932718595e-38,8.4187721457018518e-37,1.7770795403273726e-31,9.1712519178064673e-27,3.0553613552549505e-40,1.9149558286401552e-39,2.919106694747281e-21,1.1889307284493594e-27,9.505837330144997e-21,4.3410879630322892e-31,2.4359668477362319e-39,3.8207777769885204e-37,4.3732039165086812e-27,2.3982699557173457e-49,2.1240303374367291e-41,8.8678088081231836e-19,1.1980534871327988e-27,4.6808619085051604e-30,3.5446175735642016e-32,8.7253689013385785e-20,3.6326383088828787e-57,2.4497368850675474e-38,1.2406909326318082e-36,5.4279547785043172e-27,4.0705201544348633e-27,1.8024730465231521e-38,2.0382925282557219e-44,7.5746585636205033e-40,9.1032259946728532e-59,7.0199355421999556e-58,1.0220988941441055e-61,-1.0449402270173644e-77,1.1382108835638894e-36,1.3723781588793021e-45,1.4617998346862605e-35,2.4621495910506746e-46,5.5976447965640265e-34,1.6640194532102581e-38,1.0998351830525704e-54,3.3636039115565058e-28,7.1792003441138198e-31,1.1556255184688545e-31,4.2446094135428354e-36,6.2908619581119277e-55,1.0048806930313119e-54,3.1302923221805864e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.00099999999999999894,2.0380404504966525e-20,2.0809742521218523e-20,2.5695879813304489e-20,7.7208330132251604e-20,7.1912766855033215e-20,7.8761813399981238e-20
1.34217727e-07,0.0023647719070602354,3.5088991255031255e-27,1.3669941566763897e-26,1.6612197744277669e-23,9.1298429061500452e-31,1.5075213202895459e-25,0.0,0.0,1.5851478168189347e-18,7.6833390973114004e-27,1.2019714119446489e-33,2.2044187162116621e-34,5.2504677156138394e-35,1.3980309111918804e-55,3.256314472528773e-37,2.3101242630504417e-35,3.1045771564365608e-19,1.6746816519708731e-23,-1.7102504393086532e-58,-1.6293002537215566e-37,9.8111820179220319e-38,2.4173641984257364e-37,8.4212638714905125e-37,2.996639811166596e-31,1.3059794507501653e-26,5.4046775775819443e-40,2.6590975061285243e-39,4.0259358348505217e-21,1.6378031814136431e-27,9.5968607784800136e-21,6.2685780410073807e-31,4.0865646696032533e-39,7.1652444610544259e-37,7.2223218116639636e-27,4.1225750061362176e-49,3.6665937956224445e-41,1.270772210665169e-18,2.026667064530522e-27,6.7082169594252866e-30,5.0467953123202546e-32,1.2017069386600765e-19,5.0100152407373498e-57,4.2726782331825746e-38,1.7992283034404574e-36,9.466264109666813e-27,6.1425502969870776e-27,2.9940371255192689e-38,2.8304729805439955e-44,1.2584543025921747e-39,1.7268636948377706e-58,1.2422922542607721e-57,4.5756430013705911e-62,-1.7036729803793864e-77,1.9221872552319839e-36,1.986521446813519e-45,2.4951074642892622e-35,4.300939725728843e-46,9.4805035078313523e-34,3.0683943809048258e-38,1.8272834844071031e-54,5.5548064256949263e-28,9.8879421347444082e-31,2.0153913881341681e-31,6.0929870491269416e-36,1.0656532380491026e-54,1.9644352069996988e-54,5.7722997861268187e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.0009999999999999985,2.1385190280433395e-20,2.1842605272301524e-20,2.7553306163763778e-20,1.0959454820500251e-19,1.0345428277571639e-19,1.1179842583938083e-19
2.68435455e-07,0.0023647719070602354,3.6002323302326217e-27,3.0605564265259153e-26,3.6927209185271037e-23,2.0127683029158868e-30,6.878907093608086e-25,0.0,0.0,3.1706285491565025e-18,3.0737551964956533e-26,4.2365272758507658e-33,4.6183229140205915e-34,1.1975806016810314e-34,1.3733988750707438e-55,-1.1236034041563181e-36,2.2687462746866992e-35,3.2404779856580863e-19,3.7538158458422503e-23,-6.147247640086142e-59,7.484342886247877e-39,1.9883006960476584e-37,3.6193762110069645e-38,8.4204032525032221e-37,1.3242634047332931e-30,2.797217565882015e-26,3.8589441983279189e-39,5.6054405869998013e-39,8.4046825989126562e-21,3.4057866670101144e-27,9.6366417782938366e-21,1.3723785078943356e-30,1.8006444511786325e-38,7.008264557742677e-36,3.0432937544348057e-26,1.9857042827705346e-48,1.7470129096311253e-40,2.8384166438390215e-18,9.286323966613654e-27,1.4985171597506795e-29,1.1321606256578389e-31,2.4957130097230342e-19,1.0459080602310061e-56,2.5503828301397063e-37,4.1561624158699258e-36,4.9020136228167712e-26,1.5338377352697005e-26,1.2836065689295289e-37,5.9671560805409998e-44,5.4067857281634806e-39,2.1510563446655502e-57,7.6754618394870032e-57,-1.7120181657473616e-61,9.2412980760486603e-77,8.8799463656381239e-36,4.4867125394732263e-45,1.1787516452714031e-34,2.2401131379191067e-45,4.3589333482839665e-33,2.7293870838154275e-37,7.8508708370350685e-54,2.3404178161064758e-27,2.053635543463877e-30,1.0436469261182751e-30,1.3645415472675674e-35,4.9026179345354191e-54,4.7784366704335134e-53,5.1352295320307449e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.00099999999999999699,2.1998689697737881e-20,2.2501335816127006e-20,2.890647580772699e-20,2.399549871192262e-19,2.3310634606377884e-19,2.4477485923700742e-19
5.36870911e-07,0.0023647719070602354,3.6772208943557423e-27,6.4969992878852522e-26,7.7274838698590208e-23,4.2593255506998746e-30,2.9359510332512261e-24,0.0,0.0,6.3416843816941562e-18,1.229606175636284e-25,1.6087814965624318e-32,9.603765311386111e-34,2.5846322480609665e-34,1.3632696568364146e-55,5.6625968477349597e-37,2.2515560794635311e-35,3.2832606716829935e-19,7.9869846990104347e-23,1.2388931468789612e-58,1.6698622014062058e-38,3.9080189438951552e-38,-2.9278691255959865e-38,8.4199844099964534e-37,5.3191503610829277e-30,5.4530774649166911e-26,2.891917257876196e-38,1.1563847436992423e-38,1.7259007196619679e-20,6.9547541600751194e-27,9.6720723220840296e-21,2.7022379086529722e-30,7.5790942386418385e-38,5.7724802871423914e-35,1.2498516589751573e-25,8.7584652935308158e-48,7.5760719017045908e-40,5.9966088144144604e-18,3.9960250755465396e-26,3.1660107020619484e-29,2.5181761693464753e-31,5.0832272588750192e-19,2.147771115010267e-56,1.630041789531447e-36,9.3939705385334897e-36,2.2613676135379991e-25,3.4341538339197959e-26,5.3356483321613991e-37,1.231098663964234e-43,2.2570627761247254e-38,2.751999205945108e-56,4.9211787497017879e-56,8.3782315726823683e-62,-7.4098209441676942e-77,4.0301544394802026e-35,9.504866456485786e-45,5.3175892782124381e-34,1.0369451809651407e-44,1.8788398823649652e-32,2.3044270925392661e-36,3.2773836281183572e-53,9.6109966722722403e-27,4.1829089396718913e-30,4.8144515740788259e-30,2.8862914911515212e-35,2.1141449712293018e-53,1.2469826983979143e-51,4.3359652056139069e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10884999999999999,0.00099999999999999373,2.2194980998922888e-20,2.2768224374047975e-20,2.9238110703937829e-20,5.0170593278954011e-19,4.9478510051488918e-19,5.1177744611823585e-19
9.999999999999997e-07,0.0023647719070602354,3.7895267533953706e-27,1.2514803012941264e-25,1.4503473364726159e-22,8.2723850484297087e-30,1.0757015618121065e-23,0.0,0.0,1.1812996898007656e-17,4.4120378808475018e-25,5.6841407023365805e-32,1.8150438232697352e-33,5.0303694678078787e-34,1.3658835826058178e-55,1.8596492282569137e-37,2.2561314925647707e-35,3.3184605586996478e-19,1.5449992287328734e-22,5.3673609378625362e-59,3.4552870738757357e-39,-2.505174850945301e-38,-9.2184955306243772e-39,8.4202398184367316e-37,1.7558185497886116e-29,9.1020021808681968e-26,1.9761190952713794e-37,2.2063089322350751e-38,3.2860146959364603e-20,1.3120598763964442e-26,9.7304560218617128e-21,4.529556855944747e-30,2.7978035011602549e-37,3.5749913403160492e-34,4.5407712231826421e-25,3.2967469620697585e-47,2.8087652774910408e-39,1.1449271721689408e-17,1.4866157541236391e-25,6.0449632697085176e-29,5.3580024020687584e-31,9.5442676020341212e-19,4.0892314000236661e-56,1.0331107875900062e-35,2.02300840400486e-35,8.7136549944191108e-25,6.7269397937318166e-26,1.9623335103953514e-36,2.3491098782829982e-43,8.3688528076753103e-38,3.4472846842655765e-55,3.1443038886192866e-55,3.9148141580992394e-63,2.732276139499472e-76,1.6839191077688205e-34,1.8050004822489356e-44,2.1536937764036343e-33,4.0069092647163967e-44,6.9953399732380961e-32,1.6634157917099485e-35,1.2152116607046071e-52,3.4912815541357506e-26,7.8539127256440003e-30,1.8551087219802625e-29,5.5136525527834576e-35,7.8754615612286243e-53,3.0510201324782889e-50,3.1299493315254636e-47,0.88168480800000004,0.0,0.0094599999999999979,0.10884999999999997,0.00099999999999998831,2.2390397144921906e-20,2.3082713994906181e-20,2.937869873797031e-20,9.5344427059615293e-19,9.466897176402627e-19,9.7257838157949736e-19
1.0737418230000002e-06,0.0023647719070602354,3.8074086765478229e-27,1.3472989029932791e-25,1.558238166448177e-22,8.9113652597764941e-30,1.2002326210755949e-23,0.0,0.0,1.2684167741598691e-17,4.9187612136919113e-25,6.3330405973151489e-32,1.9511283959669666e-33,5.4197924719912552e-34,1.3662997854658857e-55,1.2541241232816499e-37,2.2568600136425375e-35,3.3240652678393972e-19,1.6638291182165435e-22,4.2493499478993376e-59,1.3466143856677571e-39,-3.5263169318821059e-38,-6.0244068031874006e-39,8.4202804858973656e-37,1.9506948346485609e-29,9.683002957833047e-26,2.2447204473542928e-37,2.3734833238104411e-38,3.5344241598003479e-20,1.410235661987298e-26,9.7397521782840768e-21,4.8205120854396e-30,3.1226060487858396e-37,4.052307626280492e-34,5.0647685573492878e-25,3.6822153238077056e-47,3.1353613393942351e-39,1.2317473077503916e-17,1.6596956584764967e-25,6.5033650754063454e-29,5.8101743091634669e-31,1.0254577654230173e-18,4.3983608071358774e-56,1.1716536885850032e-35,2.1955466407116119e-35,9.7410217595114072e-25,7.2512343051166209e-26,2.1898294924076024e-36,2.5271254403292636e-43,9.3420038133547882e-38,3.9523605232475457e-55,3.5665987438266854e-55,-8.8021049558567852e-63,3.2853063852820809e-76,1.8878712530799211e-34,1.941060620958199e-44,2.4119466811821876e-33,4.4798023974998222e-44,7.810015736523293e-32,1.8915812210039764e-35,1.3565197763138933e-52,3.8941502775516872e-26,8.4384290470048612e-30,2.0738305812764861e-29,5.9319946499777796e-35,8.7928083621908432e-53,3.5169643237655691e-50,3.5592766539810534e-47,0.88168480800000004,0.0,0.0094599999999999979,0.10884999999999997,0.00099999999999998744,2.2421512320348949e-20,2.3132788668485285e-20,2.940108389616438e-20,1.025372398930259e-18,1.0186443218325775e-18,1.0459495038607389e-18
2.1474836470000003e-06,0.0023647719070602354,4.0328151894722527e-27,2.7811991417929005e-25,3.0502404563403232e-22,1.8765766093204656e-29,4.7497059883809891e-23,0.0,0.0,2.5370618697246051e-17,1.9676709767087839e-24,2.575616819429201e-31,3.9269955989848013e-33,1.132703725498846e-33,1.3671635634979443e-55,-2.4034799300210724e-38,2.2583823858308473e-35,3.4011906157377649e-19,3.4656272817667275e-22,4.3446377886030198e-58,3.7806280918620333e-40,-1.7888984856005967e-38,-3.8743445214603941e-40,8.420713734382943e-37,6.4657543365201538e-29,1.540620434714293e-25,1.7871892881705016e-36,4.9090998698015277e-38,7.3017561795102094e-20,2.8595781194029566e-26,9.8748051353766415e-21,7.6861920094278946e-30,1.2776477997128195e-36,2.433802516462659e-33,2.0379076290083225e-24,1.5102524349148503e-46,1.2641852131836806e-38,2.4959664069351413e-17,6.7662092038249168e-25,1.3178318193159474e-28,1.4469913975180309e-30,2.058246537985436e-18,9.0865602919657118e-56,9.6090646064941347e-35,5.5541291380833593e-35,4.0433432135886905e-24,1.4877550130940951e-25,8.9833595444887591e-36,5.2279794951675315e-43,3.8968494710694353e-37,6.4610623687067688e-54,2.9417207218436176e-54,2.6449012713042434e-62,-2.715586056028072e-76,9.519326575050981e-34,3.874610268846375e-44,1.1428397293200304e-32,1.8665814536465915e-43,3.1853953036376104e-31,1.5279860159455602e-34,5.6584949870640679e-52,1.5665161860049807e-25,1.6937279547091488e-29,8.6078671604219128e-29,1.2023628276604769e-34,3.5892772830769292e-52,1.0573163048128606e-48,2.8751672807655164e-46,0.88168480800000004,0.0,0.0094599999999999962,0.10884999999999995,0.00099999999999997487,2.2860921987378579e-20,2.3848004074494323e-20,2.9672907298010063e-20,2.0727132562382395e-18,2.0664229793837542e-18,2.1142983949183548e-18
