Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830)
1e-12,0.0021400133326598993,4.3051452667472276e-34,4.4911885495177028e-40,2.6766364881650673e-36,1.3430599557546086e-40,3.2387868246961272e-43,0.0,0.0,3.439168952189532e-26,4.6157567365286995e-37,4.4293226185822043e-47,3.212451612285293e-51,1.2479534591947637e-53,3.1265230001361997e-73,5.3278225618322701e-62,6.8178833524608106e-47,3.1677053403996198e-26,2.6766326025579877e-36,5.8497116222382701e-100,2.5058870808257971e-98,1.2156946065495999e-64,1.4242183085235923e-62,1.8424490690330834e-44,4.8083400932404602e-49,4.4487075136291914e-40,8.1256668149842786e-67,8.9923975296473346e-59,2.9376600793408398e-34,5.5067717174490777e-39,1.1301487048607102e-28,1.5479190298942152e-49,1.2462990702689829e-66,1.3983553228785842e-63,2.0331943763709888e-48,2.7274330259627074e-81,3.91287852304874e-65,9.5348356333919358e-31,4.3588249492032208e-41,1.13549249822626e-45,3.941966250683783e-52,9.698324951200834e-33,2.6662146007206331e-76,5.9767660028782665e-67,1.6736761966279711e-61,1.4017310858911222e-51,5.3501669711188629e-46,8.1229109484825032e-63,3.0944806345162279e-65,2.479156246206722e-64,6.3494478993601844e-98,1.360286881158337e-91,3.720492486600026e-139,2.5783745857735178e-121,1.7022337961457339e-61,4.7943802400781917e-60,2.1975401618141511e-65,6.2946221978204049e-77,1.6733901189441769e-59,8.2181535897002312e-71,7.2835455509342532e-82,1.1922720098260541e-41,4.4838405274986858e-47,3.4145724697518785e-57,8.3720958750788933e-56,1.5698144390033393e-85,5.7625076370176493e-95,1.7219822633348551e-86,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.75260039177013e-29,1.130212761106005e-28,9.7526706381288325e-29,3.0946087143733291e-33,2.3921982625444398e-33,3.5862909702561516e-33,2.4939386093680158e-41,1.1815414527257816e-27,1.5109529851169638e-41,3.0569436434856675e-31,5.2079046968061186e-45,3.1552094889509757e-45,1.0209596004297536e-27,1.7850693249760357e-39,5.1047980021486139e-28,2.6414781951540558e-31,1.3207390975769878e-31
1.023e-12,0.0021400133326598993,4.404131355763774e-34,4.6478303298888495e-40,2.7699938163465719e-36,1.3899014697222988e-40,3.371325382683151e-43,0.0,0.0,3.5182472446406529e-26,4.7767485879879138e-37,4.583672808946054e-47,3.3438635303181219e-51,1.2990222213848068e-53,3.254409556329616e-73,5.5136461489060628e-62,7.0554614949455744e-47,3.2405406195502181e-26,2.7699897971739834e-36,6.1138756533986147e-100,2.6165234642058924e-98,1.2658966066344883e-64,1.4824977838354874e-62,1.8846797194748304e-44,5.0051083563070673e-49,4.6038721921927344e-40,8.4940363868447966e-67,9.36037816070063e-59,3.0401206543469323e-34,5.6988385255682462e-39,1.1561335129720681e-28,1.6112629966796615e-49,1.3029652802759422e-66,1.4598401347258915e-63,2.1224597490097933e-48,2.8536007245597899e-81,4.0740078101444167e-65,9.8673973398125336e-31,4.5371980282012579e-41,1.1818829894901776e-45,4.1042121032342947e-52,1.0036585989166164e-32,2.7592076202332832e-76,6.2490493347320489e-67,1.7474601215744939e-61,1.4633648929352244e-51,5.5691072149062568e-46,8.4800702758403975e-63,3.2304317113152545e-65,2.5881632224784416e-64,6.6432587774831905e-98,1.4221980539376235e-91,3.8935305275710263e-139,2.6974112530752207e-121,1.777276999880428e-61,5.0057399804852407e-60,2.2976534847018741e-65,6.5810274566234922e-77,1.7495022821743782e-59,8.5982492411402348e-71,7.6146878216874136e-82,1.2410623343951024e-41,4.6667226162203133e-47,3.5647104690136957e-57,8.7399388219063047e-56,1.6424282381027348e-85,6.0312873802865657e-95,1.8022866863471996e-86,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.9768424525314424e-29,1.1561998033793868e-28,9.9769151489751304e-29,3.2025443036454271e-33,2.475634855399913e-33,3.7113757435336365e-33,2.5959946549146274e-41,1.2087055112410617e-27,1.5727836589902059e-41,3.1635619128012801e-31,5.4368938570779779e-45,3.293942597933139e-45,1.0444318250308608e-27,1.8581174377584602e-39,5.222159125154146e-28,2.7336061068526858e-31,1.3668030534263015e-31
2.047e-12,0.0021400133326598993,8.810645299390906e-34,1.8599801905819249e-39,1.1085501877805982e-35,5.5617711459004699e-40,2.6986486997527856e-42,0.0,0.0,7.0389503975880536e-26,1.9117026374209343e-36,1.8249143544225451e-46,2.6633400805915095e-50,1.0397351772992802e-52,2.5892979869966995e-72,2.2063245436405419e-61,2.8085322243292979e-46,6.4831457550778345e-26,1.1085487143631998e-35,2.4211332749596685e-98,4.6836103976037724e-97,1.1374820882389887e-63,1.1859315980780342e-61,3.7475809614219413e-44,4.0064444656748233e-48,1.8424672475586582e-39,2.5312096185110857e-65,7.4902935943000103e-58,1.2165934615578386e-33,2.2805573683410526e-38,2.3128671212231891e-28,1.2896551598723807e-48,4.0055048906408909e-65,2.3364955074761858e-62,3.2603886358532732e-47,1.7899637317342232e-79,3.5368169617830785e-64,3.9489281295261826e-30,3.6318965258216645e-40,9.257501547584699e-45,3.5407539338904493e-51,4.0164342246966626e-32,1.1041778703947706e-75,2.1493834916212359e-65,3.0083614196767458e-60,2.3427547026388288e-50,4.4576862746889379e-45,1.3572472953776926e-61,5.052740115211287e-64,4.1424159052566492e-63,4.3350392514688625e-96,4.6409429124629485e-90,4.2986367126447731e-137,1.6045300478814718e-119,3.0600831207942232e-60,8.6173830415134573e-59,7.903145792640065e-64,2.1069249957781847e-75,5.4863937777665145e-58,5.2882112369083177e-69,2.3320115654667898e-80,9.9338781357058774e-41,3.5792508280048335e-46,5.7068761558670671e-56,1.3699186453211713e-54,1.0237176843489661e-83,7.4203136130426026e-93,2.1771245316477982e-84,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.996000812517046e-28,2.3131323944279352e-28,1.9960299049421068e-28,1.2816550169477886e-32,9.907527830679578e-33,1.4852888540776437e-32,2.0775743244533735e-40,2.4176218938693786e-27,1.2587006367093723e-40,1.2658051375529547e-30,8.7027435278580966e-44,5.2725659787067031e-44,2.0890458660215636e-27,1.4870943856498364e-38,1.0445229330107502e-27,1.0937711294252124e-30,5.4688556471258966e-31
4.095e-12,0.0021400133326598993,1.7621598118832669e-33,7.4413184947541467e-39,4.4351300548247902e-35,2.224916152838125e-39,2.1594737335250659e-41,0.0,0.0,1.4080356885667302e-25,7.6488144982686178e-36,7.2265205772333569e-46,2.1101929988559989e-49,8.3185047516622694e-52,2.0471140740653292e-71,8.8252760408037218e-61,1.111773353736461e-45,1.2967763431057394e-25,4.4351252405636948e-35,1.2591845104184907e-96,9.0730892217684117e-96,1.1087526631845781e-62,9.4776673172306081e-61,7.405519579966569e-44,3.2059786087938115e-47,7.3714120941063818e-39,7.5557044220653246e-64,5.9899064085547807e-57,4.8669028724006456e-33,9.1232208144443476e-38,4.625713545005217e-28,1.0318062383141598e-47,1.1871431356976609e-63,3.7371079170075677e-61,4.8261794480534786e-46,1.1006325619540766e-77,3.2713654470715676e-63,1.5799026755875157e-29,2.9062645040131803e-39,7.1022975283560418e-44,3.2420920301989971e-50,1.6067482762640444e-31,4.4171916247084926e-75,7.8292986417502595e-64,5.488636432797703e-59,3.7490954526380311e-49,3.5667079926386586e-44,2.1708481590481288e-60,7.7295720071622078e-63,6.6256555126788993e-62,2.8985012691503456e-94,1.5520980578506507e-88,5.6493864118041408e-135,9.7445286528457595e-118,5.5844292826929358e-59,1.5720946363438815e-57,2.8789872488669804e-62,6.7416574574179266e-74,1.6864322327556934e-56,3.1365333910791892e-67,6.8649927886447176e-79,7.9483961733127522e-40,2.6421223847464128e-45,9.1326776211850797e-55,2.1040568421319545e-53,6.2160528365717605e-82,8.8012216864945637e-91,2.5055154846643416e-82,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.992441622113601e-28,4.6267746947224049e-28,3.9925580109485809e-28,5.1276811482943488e-32,3.9638809662843314e-32,5.9423851285143483e-32,1.6617756153552124e-39,4.8335571723388055e-27,1.0067917305096417e-39,5.0622760125541602e-30,1.3922531216180192e-42,8.4350054873423038e-43,4.1766343578360634e-27,1.1895413499042953e-37,2.0883171789179693e-27,4.3742684325699123e-30,2.1871342162848906e-30
8.191e-12,0.0021400133326598993,3.5235207393632195e-33,2.9765700664908529e-38,1.7740981231057262e-34,8.8982833707934664e-39,1.7276737474121913e-40,0.0,0.0,2.8163170590171983e-25,3.0599264027914157e-35,2.8326570281256328e-45,1.6555346528362688e-48,6.6527474076724521e-51,1.5991563013307022e-70,3.5287056195619373e-60,4.3549254213297278e-45,2.5934628835875999e-25,1.7740970618777554e-34,7.138158412923747e-95,1.9529175569754192e-94,1.204123204070474e-61,7.5630593168329572e-60,1.4459654325201052e-43,2.5649226297989479e-46,2.9486403023352838e-38,2.1955144220973505e-62,4.7860086242592258e-56,1.9464192116414686e-32,3.6486470763093637e-37,9.2489245540005737e-28,8.251975847258504e-47,3.3078868009860915e-62,5.9723287839144343e-60,6.71088570119443e-45,6.5276599550936765e-76,3.3230592610895e-62,6.3197779887614915e-29,2.3251401857269978e-38,5.247542824817015e-43,3.2476622335407448e-49,6.4258637201174893e-31,1.7665663082353213e-74,3.1123532847838919e-62,1.0936717723871831e-57,5.9978032919987504e-48,2.8529512419994287e-43,3.469261930470391e-59,1.1361013644058878e-61,1.058875158707838e-60,2.064453517198306e-92,5.5325389955744239e-87,8.8129501168292928e-133,5.904571182766245e-116,1.1133317162706865e-57,3.1321253859730245e-56,1.1446344237866758e-60,2.1559127809607588e-72,4.999201343966814e-55,1.7498387073524098e-65,1.8919490863924164e-77,6.3578685686246581e-39,1.8283701750852057e-44,1.4610458600752152e-53,3.1147236975738606e-52,3.5966813371300594e-80,9.8160285261969989e-89,2.6412496161205725e-80,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.9845540897743802e-28,9.2531679398398701e-28,7.985019615187368e-28,2.0511150899177803e-31,1.5856250108978696e-31,2.377003490117125e-31,1.328357244359139e-38,9.6578496871394915e-27,8.0479430393242148e-39,2.023360444791085e-29,2.2259160668369232e-41,1.3485858929028188e-41,8.3452632676462317e-27,9.5098230329162707e-37,4.1726316338229946e-27,1.7483681311520724e-29,8.741840655760107e-30
1e-11,0.0021400133326598993,4.3006943521198024e-33,4.9480759838712166e-38,2.949168590477607e-34,1.4789398897159372e-38,4.3979063825622435e-40,0.0,0.0,3.4382851406523297e-25,5.0872299297081643e-35,4.6120266469693289e-45,4.1048869860081582e-48,1.6926457720610936e-50,3.9419123861563375e-70,5.8632966639514574e-60,7.085402325410573e-45,3.1659357395880567e-25,2.9491683533880309e-34,9.3810976891366004e-94,1.191127972004992e-93,4.1811126145612012e-61,1.9183883822894559e-59,1.7359891775711948e-43,6.5291747824068597e-46,4.9016644683422957e-38,1.4982721165424135e-61,1.2161339407088627e-55,3.2349334613053601e-32,6.0640223373541591e-37,1.1288577643258948e-27,2.0995614243079276e-46,2.1132907992718303e-61,2.5700152123319497e-59,2.3994157542186214e-44,8.5486241351358383e-75,1.0951798994621454e-61,1.0505676147443546e-28,5.9187999436493213e-38,1.2121047433827498e-42,1.057557073225987e-48,1.0679734176531316e-30,2.9360193466782216e-74,3.2968558734724365e-61,6.2347295129939827e-57,2.5854301378438007e-47,7.2603558149396347e-43,1.4928921397470681e-58,4.3333076126673677e-61,4.5566624799269486e-60,3.9593872787778503e-91,5.5314545860922264e-86,3.6090532156458452e-131,8.1459502841381214e-115,6.352465386276901e-57,1.7851021541492961e-55,1.2128019064809727e-59,1.6890528445242295e-71,3.4664650339541346e-54,2.102928224734072e-64,1.1922816014668362e-76,1.6180143940418996e-38,3.9614584654931356e-44,6.2980258196222479e-53,1.1990993024276582e-51,4.5040234345665482e-79,2.2811461734133785e-87,5.5530293724309985e-79,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.7469929900828357e-28,1.1295629292024115e-27,9.747766781141094e-28,3.4096483696644848e-31,2.6359161652222698e-31,3.9513853906697186e-31,3.3774161585117546e-38,1.1781827635786449e-26,2.0462485482267947e-38,3.3607056508488472e-29,9.5851572866986984e-41,5.807288705723492e-41,1.0180574051158572e-26,2.4183101153714499e-36,5.0902870255791458e-27,2.9039565865970734e-29,1.4519782932984963e-29
1.6383e-11,0.0021400133326598993,7.0429271714814746e-33,1.190447303784515e-37,7.0953680339462174e-34,3.5576016036348726e-38,1.3819738837046915e-39,0.0,0.0,5.63288009094367e-25,1.2240507106219824e-34,1.089047677249686e-44,1.2747350193656672e-47,5.317692368384272e-50,1.2208254060806435e-69,1.410082824843918e-59,1.671980480122485e-44,5.1858883320982335e-25,7.0953707048032218e-34,3.996333098642222e-93,4.7049049585668752e-93,1.4685326769985354e-60,6.0187600142513767e-59,2.7593289037520153e-43,2.0516914688485506e-45,1.1792849239830827e-37,6.0101980779937574e-61,3.818496372262208e-55,7.7814157474328426e-32,1.4586598507198782e-36,1.8485429864782555e-27,6.5961144304175981e-46,8.4027938543755677e-61,9.5309160622723788e-59,8.4977642429444615e-44,3.6408912971639824e-74,3.7869568878056728e-61,2.5275487063345991e-28,1.8598916159690327e-37,3.6373993768439931e-42,3.6431866999437404e-48,2.5689383222020229e-30,7.0623978676185359e-74,1.3831524717417709e-60,2.4374791181481095e-56,9.5917334703889492e-47,2.2811745195302991e-42,5.5363971910385449e-58,1.5614550002193632e-60,1.6898495797418145e-59,1.7201525653797927e-90,2.309688022575585e-85,1.6032522574136842e-130,3.4805271941238135e-114,2.4838584908471283e-56,6.9786186915005217e-55,5.0882548729624606e-59,6.8881159614456777e-71,1.3933826058760776e-53,8.9056196628626118e-64,4.7316416679779097e-76,5.0837735813367133e-38,1.1487993876036982e-43,2.3365158534817768e-52,4.3310632113465874e-51,1.9127251674117757e-78,9.9837436991571213e-87,2.4214763399107211e-78,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.5965703604051258e-27,1.8502390381571953e-27,1.5967565100810874e-27,8.2031906165540424e-31,6.3418356998008433e-31,9.506542754532184e-31,1.0607456539405141e-37,1.9276217489967507e-26,6.4266810752201516e-38,8.0794864414882573e-29,3.5552010081821787e-40,2.153968232332125e-40,1.6656410829024388e-26,7.5957304716486774e-36,8.3282054145119847e-27,6.9814143594580094e-29,3.4907071797289128e-29
3.2767e-11,0.0021400133326598993,1.406850327972247e-32,4.7599149669162181e-37,2.83704970869185e-33,1.4215519649753797e-37,1.1051885175853732e-38,0.0,0.0,1.1266007316400571e-24,4.8963635489484515e-34,4.0400349758942232e-44,9.4812577188413639e-47,4.2464744777675366e-49,8.927371827238214e-69,5.6286109071957488e-59,6.1852569188092632e-44,1.0366951468507497e-24,2.8370563066813375e-33,2.1148010070443051e-91,1.2439117892198101e-91,1.9766337783347906e-59,4.7644621571603472e-58,5.0465906025229047e-43,1.6407708935782357e-44,4.7153081705459701e-37,1.4966578747512606e-59,3.0380621072957586e-54,3.1088581351502185e-31,5.8276865465330195e-36,3.6918858651532418e-27,5.2675609597894671e-45,1.9001445555996301e-59,1.5168728322576082e-57,9.5706766273327197e-43,1.8506511309215756e-72,4.832844153828668e-60,1.0106304802306713e-27,1.4873903165052072e-36,2.291025550833359e-41,4.5834031471675109e-47,1.0263507918247745e-29,2.8215936247408935e-73,6.8897533118636658e-59,6.0892392462093127e-55,1.5329711482018898e-45,1.8228356459784595e-41,8.8113063827542366e-57,1.9429710197039964e-59,2.6895455385392435e-58,1.943785058133636e-88,1.3091455969537832e-83,3.2792271130364626e-128,1.9249432184144182e-112,6.2179555106079922e-55,1.7423920515700348e-53,2.5359584177189952e-57,2.1970290382945171e-69,3.5385763136174119e-52,4.0376166963441075e-62,1.0501374756943122e-74,4.0625262896468453e-37,6.4002682801556313e-43,3.7342690992643257e-51,5.4795362424661606e-50,8.8940075530292865e-77,9.0429136364805088e-85,1.8313138500965138e-76,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.1915710421802527e-27,3.698659004962809e-27,3.1923150843208882e-27,3.2799391928420155e-30,2.5359541891346317e-30,3.8010678348225646e-30,8.4541084021716511e-37,3.839283897967387e-26,5.1221726444239897e-37,3.2203699073601028e-28,5.6676767365494968e-39,3.433924685255249e-39,3.3174917116714526e-26,6.0565797810288985e-35,1.6587458558357094e-26,2.7826942005581754e-28,1.3913471002790679e-28
6.5535e-11,0.0021400133326598993,2.8066907206576209e-32,1.9023826236147821e-36,1.1338872776770936e-32,5.6740920671380883e-37,8.8347600898452633e-38,0.0,0.0,2.2532266393830291e-24,1.9585779032319769e-33,1.4092370721852579e-43,6.641122319726442e-46,3.3847531675739837e-48,6.0477755004984833e-68,2.2420043597121747e-58,2.145406012739974e-43,2.0713948820135537e-24,1.1338943353960053e-32,1.0474627849677332e-89,3.4737302035835643e-90,2.8436254898162801e-58,3.7326795806391428e-57,8.5740851242531194e-43,1.311611039734032e-43,1.8845672987419877e-36,3.3047883330470762e-58,2.4038912681442065e-53,1.2405259953709758e-30,2.3254172486770821e-35,7.3628065930305985e-27,4.1989439299218304e-44,3.8183071209382689e-58,2.4013501359349293e-56,9.5826894549076628e-42,8.3542263391579219e-71,6.7444502678059007e-59,4.0392153676699468e-27,1.1890083777907573e-35,1.2801254730983733e-40,6.3269656865883654e-46,4.0954394115694475e-29,1.1258989917515429e-72,3.7634808168859184e-57,1.6679426317761636e-53,2.4471616746879459e-44,1.4548300305454968e-40,1.3949021842207189e-55,2.1370126317951852e-58,4.2579623969459033e-57,3.1569914274863195e-86,1.0660099552392747e-81,7.1791310818795442e-126,9.4415020506899886e-111,1.7102553011985959e-53,4.7673440170018734e-52,1.386765473194054e-55,6.9845180819062303e-68,7.9830626793256492e-51,1.6272887432430836e-60,2.0686421505558568e-73,3.2426710783610133e-36,3.1651717261986401e-42,5.9612082284230546e-50,6.14909943189517e-49,3.4303887594315029e-75,7.2806264436155541e-83,1.1075846648430282e-74,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.3766630884469454e-27,7.3898096217766276e-27,6.3796346659237647e-27,1.3108430388128382e-29,1.0137084641794883e-29,1.519114715871617e-29,6.7124348175351365e-36,7.6151588876923924e-26,4.0671304576524602e-36,1.2790361696074957e-27,9.0023090042559342e-38,5.4545701711410854e-38,6.5801927175144632e-26,4.8132884045220796e-34,3.2900963587573946e-26,1.1052045861249482e-27,5.5260229306249268e-28
9.999999999999999e-11,0.0021400133326598993,4.2680134879538412e-32,4.8970029827973267e-36,2.9188285178927612e-32,1.4575086121789098e-36,4.1300087655643233e-37,0.0,0.0,3.4381995864329494e-24,5.0486275805760623e-33,3.020801244535976e-43,2.5433544353948906e-45,1.5740866734916088e-47,2.1893068345619922e-67,5.7397363186771208e-58,4.5581120660042219e-43,3.1565067836569608e-24,2.9188652561566146e-32,2.6638721354007787e-88,5.3166698986351961e-89,2.359784652060231e-57,1.6844276935924887e-56,1.0902289769608658e-42,6.1313905617570988e-43,4.8511881180975835e-36,3.5474866022685493e-57,1.1035325994564173e-52,3.185010813298856e-30,5.9704285930812232e-35,1.1190957644483853e-26,1.952984191124473e-43,3.8409094934634587e-57,2.0923108487108706e-55,5.0436676318630759e-41,1.7905149609631991e-69,5.567265394459052e-58,1.0397727931141107e-26,5.5583251054948108e-35,3.9461533994870841e-40,5.183738888643354e-45,1.0514898605334135e-28,2.8907096479978301e-72,1.1639802126539421e-55,2.6270872407110254e-52,2.1657256939358082e-43,6.7815205691503044e-40,1.215370622053444e-54,1.1915895392979891e-57,3.710075687069375e-56,3.4442110939962129e-84,5.8479064492658751e-80,8.4273696950329674e-124,2.0373584408858442e-109,2.715307096850065e-52,7.4926891128965466e-51,4.2981398661890241e-54,1.1932313683811461e-66,8.7531365614762862e-50,3.2048684159706376e-59,2.0378820836180448e-72,1.5117957930588214e-35,8.9963111471605785e-42,5.2756391048784591e-49,3.4973082318132313e-48,5.7329716227874263e-74,2.8309076461486891e-81,2.8896386626231525e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.7164103455275106e-27,1.1260187631755694e-26,9.7240507237331735e-27,3.3741161620230934e-29,2.6101394083892465e-29,3.9102091879319652e-29,3.100232052089184e-35,1.1489214249646197e-25,1.8786259264562607e-35,3.2593010835644372e-27,7.892503109778137e-37,4.7825578176954893e-37,9.9277311043550909e-26,2.2267733942988582e-33,4.9638655521785751e-26,2.8163364967666413e-27,1.4081682483835786e-27
1.31071e-10,0.0021400133326598993,5.5854299888289585e-32,7.5967229648127301e-36,4.5279946073963453e-32,2.2599539517177511e-36,7.0568336394854286e-37,0.0,0.0,4.5064802896909811e-24,7.8343793149372442e-33,4.4736638703624437e-43,4.2375350389791833e-45,2.6880190821696497e-47,3.6177968795083677e-67,8.893023122594134e-58,6.7332227516555636e-43,4.1347604292673568e-24,4.5280581033625604e-32,4.9709836833440368e-88,9.7966067419527567e-89,4.2308260031339375e-57,2.8664687248592332e-56,1.3001220468457983e-42,1.0476534026976271e-42,7.5256658630039455e-36,6.447694012379548e-57,1.8816765379000408e-52,4.9380091530010809e-30,9.2564911922972713e-35,1.4642124953919634e-26,3.3351003413571265e-43,6.9593495577587112e-57,3.7620904910417013e-55,8.7267496740587568e-41,3.3293905938153051e-69,9.9782568827555135e-58,1.6130075061842182e-26,9.4973658728382809e-35,6.3496396522311349e-40,9.2866095088156743e-45,1.6302190542356119e-28,4.4817275473226067e-72,2.1794068211772564e-55,4.84509864662835e-52,3.8975605117758368e-43,1.1583656118983179e-39,2.1853018572552538e-54,2.0731785898500566e-57,6.6709300816546633e-56,6.5207865791295979e-84,1.1023826999192355e-79,1.5960118163796022e-123,3.7889671748070457e-109,5.0090361715598938e-52,1.3817735647977996e-50,8.0479928991383347e-54,2.2059901739445154e-66,1.5924601295284414e-49,5.9474280474371436e-59,3.6885873264471232e-72,2.5823805537886962e-35,1.4253219110274126e-41,9.4943337963377774e-49,6.0958574041859999e-48,1.0592121495910844e-73,5.3174002627507542e-81,5.3948638642546693e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.2727270262102304e-26,1.4749423527535749e-26,1.2739119672875671e-26,5.2342049248626665e-29,4.0493590766771152e-29,6.065836529913312e-29,5.2900218060105443e-35,1.4981765363856749e-25,3.2055896611421895e-35,5.0445560129582031e-27,1.4196199318012373e-36,8.6024028481572365e-37,1.2945614905821075e-25,3.8003323013805149e-33,6.4728074529123502e-26,4.3589617570465789e-27,2.1794808785237637e-27
2.62143e-10,0.0021400133326598993,1.1060386106558586e-31,3.0284584302098608e-35,1.8051602144938461e-31,8.9631770797956985e-36,5.6279063557319676e-36,0.0,0.0,9.0129948054525676e-24,3.1337674213493524e-32,1.2599752656157069e-42,2.3904070124048231e-44,2.1192855553690598e-46,1.8092376553461932e-66,3.4983400852406798e-57,1.852833664420501e-42,8.2374961738974903e-24,1.8052136928846937e-31,2.3527378860072702e-86,2.6566074082552154e-87,6.3221002503306875e-56,2.1205275612207123e-55,1.7050212053972433e-42,8.3550586104139623e-42,3.0001937809438761e-35,1.1275398831035445e-55,1.4423834364602065e-51,1.9561641603857236e-29,3.6668974629730011e-34,2.8954892925225717e-26,2.6302124679522581e-42,1.1815377707570489e-55,5.7758433864793563e-54,7.4455793479673313e-40,1.1869563469273468e-67,1.524390737319325e-56,6.4306216892977535e-26,7.5743683637142905e-34,2.8681261767721161e-39,1.409060693453279e-43,6.4580031481177087e-28,1.7754108048499298e-71,1.293804897557693e-53,1.4448620672458116e-50,6.1794660787546467e-42,9.179970957783035e-39,3.3549296861459798e-53,1.8019502505581172e-56,1.0241659325172287e-54,1.4781854578811285e-81,1.2500258178472253e-77,3.4078794570345122e-121,1.1353354604141885e-107,1.5182327406618055e-50,4.1028937588007783e-49,4.7977672663376106e-52,6.8785545619201452e-65,2.8532166176565682e-48,2.0236923788258697e-57,6.0802208756947144e-71,2.0473109655160756e-34,6.029817695400077e-41,1.5052983386696368e-47,5.4283156012915721e-47,2.6091203857298673e-72,3.6183143501430829e-79,2.2002217472726264e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.5350656777499032e-26,2.9378458113602319e-26,2.5397760581519602e-26,2.0863585414375075e-28,1.6153606108531852e-28,2.417848739963196e-28,4.108950488010313e-34,2.900985211374188e-25,2.4903661485575417e-34,1.9627196420935499e-26,2.2074500914951733e-35,1.3378818237553884e-35,2.5067169659859252e-25,2.9627276310751879e-32,1.2533584829943996e-25,1.6959728341505599e-26,8.4798641707604951e-27
5.24287e-10,0.0021400133326598993,2.1689866813674802e-31,1.2032704013271227e-34,7.1727425845583406e-31,3.5253758565319043e-35,4.4744476920987085e-35,0.0,0.0,1.8026051737406959e-23,1.2535117782376556e-31,3.1565418039627752e-42,1.1795798871486618e-43,1.6473173840069069e-45,7.2282205365939468e-66,1.3540271614087715e-56,4.4305279470972653e-42,1.6348096021568868e-23,7.173179048025007e-31,1.1340150626829698e-84,6.5440537457504159e-86,9.2113171176898749e-55,1.4685560157203139e-54,1.9452847800832994e-42,6.6425044144612964e-41,1.1920866872762469e-34,1.7901119381218109e-54,1.0627928762856879e-50,7.6763396533698361e-29,1.4389496507363988e-33,5.6629620574032799e-26,2.0455959021178649e-41,1.9009736866843896e-54,8.5355311123539067e-53,6.0801214332794291e-39,3.8410232261244206e-66,2.3589469644186655e-55,2.5552647332957548e-25,6.0221495700121129e-33,1.2181626301268412e-38,2.1624096964335974e-42,2.5342234866239315e-27,6.9670310080742331e-71,7.6301079817285205e-52,4.2942804433453484e-49,9.7104466324479123e-41,7.2083822645386902e-38,4.9574854741833234e-52,1.4216200018602366e-55,1.5134068505202236e-53,3.3600735197888954e-79,1.4207383758334697e-75,6.5507646769277692e-119,2.3787226684838045e-106,4.6579753404063994e-49,1.2095044012478241e-47,2.8520265852823079e-50,2.092088820053993e-63,4.6780617836207839e-47,6.5228214270866058e-56,9.3266420734135458e-70,1.6088526124295391e-33,2.4473559741385417e-40,2.365434002883085e-46,4.4256570012774978e-46,5.2552992589495001e-71,2.3351070908262525e-77,7.8696246001955602e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,5.0289910470770817e-26,5.8280148883563117e-26,5.0476004418509022e-26,8.2873667628768775e-28,6.4266036918274302e-28,9.6041105339048086e-28,3.1045474412807238e-33,5.4503195717289695e-25,1.8822746379122546e-33,7.4422078069773789e-26,3.3419237635937011e-34,2.0261463619050079e-34,4.709577205612821e-25,2.2548763274137215e-31,2.3547886028163108e-25,6.4307767090449367e-26,3.2153883545331907e-26
