Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830)
9.999999999999999e-10,0.0021400133326598993,3.9882343371654479e-31,4.420845795105716e-34,2.6355912804246884e-30,1.2706599178227477e-34,3.2496029831540915e-34,0.0,0.0,3.4382150629270284e-23,4.6656556717202896e-31,6.9045543810282026e-42,4.7797610219051951e-43,1.1457694378023262e-44,2.1117845330958152e-65,4.7348494586609985e-56,8.8900386918411812e-42,3.0729954351744901e-23,2.6359123076743729e-30,4.9484124506353171e-83,1.2526720310539044e-84,1.1531043478909049e-53,8.4363931711944009e-54,2.0217365321924717e-42,4.8239470965279762e-40,4.3800520376090583e-34,2.344574031465891e-53,6.7170406149655544e-50,2.7550393688949462e-28,5.1643453813179575e-33,1.0362198844204923e-25,1.4242458336027477e-40,2.6489210437835305e-53,1.0767857034039291e-51,4.4031147980241023e-38,1.0245938718903382e-64,3.3253569052941195e-54,9.389770293854709e-25,4.3738832289156168e-32,4.628149474305274e-38,3.0086497056191795e-41,9.0952419071288356e-27,2.500468397477727e-70,3.923434025384799e-50,1.1213068416104796e-47,1.3699285730097785e-39,5.1121538132592034e-37,6.2524658487332442e-51,9.3057970974294632e-55,1.9087531751144182e-52,6.5208929791380685e-77,1.3788860325743656e-73,9.5357749895806383e-117,3.1669381133595317e-105,1.2921480584209794e-47,3.1121314281446479e-46,1.4876853571441853e-48,5.5280971666128125e-62,6.4399311497656404e-46,1.8149690639152555e-54,1.1988755187743278e-68,1.1427359133956247e-32,8.9305741637288046e-40,3.3371025558747646e-45,3.0494419373225625e-45,8.1518105389450867e-70,1.3013650134990039e-75,2.3158064349825658e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.4457952571014798e-26,1.0946576886327769e-25,9.5134185009962904e-26,3.0432530613887686e-27,2.3670976279290935e-27,3.526788779068854e-27,2.0524715165795146e-32,9.3021719073594813e-25,1.2451577897479252e-32,2.5130554678120164e-25,4.4032636351392915e-33,2.6711894699206578e-33,8.0379365465721362e-25,1.5119420201305318e-30,4.0189682733393446e-25,2.1715290900544464e-25,1.0857645450388236e-25
1.0485750000000002e-09,0.0021400133326598993,4.1739975071447989e-31,4.7493920504167889e-34,2.8314704120484568e-30,1.3644092841111118e-34,3.5357310377633655e-34,0.0,0.0,3.605227001569081e-23,5.0140692942740563e-31,7.2872635164332782e-42,5.1473751056506461e-43,1.2459430850401245e-44,2.2536113329491396e-65,5.0800648366074244e-56,9.3453988237399046e-42,3.2198484260299652e-23,2.8318197626304113e-30,5.4421148649536769e-83,1.3739001030247051e-84,1.2614420355489745e-53,9.1478782258957778e-54,2.0295430118529036e-42,5.2486932460353522e-40,4.7055748147717959e-34,2.5656994050399359e-53,7.2943952046159879e-50,2.957973107257843e-28,5.5447451131163329e-33,1.0842037374829251e-25,1.5487878563616725e-40,2.8999912479165192e-53,1.1780205473224689e-51,4.7906322958681117e-38,1.1252929704959756e-64,3.6408215379507826e-54,1.00876408746548e-24,4.7590078446150902e-32,4.9763428408013936e-38,3.2937822421486133e-41,9.7651867473497847e-27,2.6846506655380082e-70,4.3162643302764951e-50,1.231418470062665e-47,1.4998964969097746e-39,5.560550545383553e-37,6.8402835937000079e-51,1.0110849518568422e-54,2.088202363395549e-52,7.1833096479055746e-77,1.5182332132615429e-73,1.0502782904388653e-116,3.4660246918097322e-105,1.4193328955311638e-47,3.4175605765872297e-46,1.6366805376615948e-48,6.0712082407789738e-62,7.0497441472787001e-46,1.9936349018710753e-54,1.3117691372739331e-68,1.2429925711458151e-32,9.5925748312727839e-40,3.6537002964927702e-45,3.3156297716296741e-45,8.9305291797619519e-70,1.4318628709494953e-75,2.5442375004143154e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.896794629626377e-26,1.1469232666286411e-25,9.9694226720468792e-26,3.2693770760915112e-27,2.5431797191134937e-27,3.7888413149987696e-27,2.2303486498969336e-32,9.6954841086305278e-25,1.3530808243997994e-32,2.693670975327213e-25,4.8187560357994293e-33,2.9232553637441254e-33,8.3777949380541847e-25,1.6433017304336534e-30,4.1888974690847981e-25,2.3275990895819126e-25,1.1637995448036316e-25
2.0971510000000003e-09,0.0021400133326598993,7.7525046029394842e-31,1.8506816361577247e-33,1.1035612612565476e-29,5.1231751381950728e-34,2.7608828004095693e-33,0.0,0.0,7.2105073678046838e-23,2.0056410686162787e-30,1.6232540992426111e-41,2.0130172859429969e-42,8.9574432240675059e-44,5.4850043852469218e-65,1.7993162708427583e-55,1.7644587583112702e-41,6.2482313678618956e-23,1.1038357862111636e-29,2.4455270168800634e-81,2.3192366809841916e-83,1.5479766658674579e-52,4.9098581420192904e-53,2.0468521656696395e-42,4.0980669459413882e-39,1.8338050457752173e-33,3.226324686211649e-52,4.452512977244693e-49,1.1018331067314515e-27,2.0653578052180461e-32,1.9948696046377794e-25,1.1155033874481195e-39,4.114573937888039e-52,1.4529147277482898e-50,3.6218069597473915e-37,2.8998488053883751e-63,5.5094576573060087e-53,3.9321313983546196e-24,3.7165109571497689e-31,1.9735889268411194e-37,4.8736728594672001e-40,3.6374209780326487e-26,1.0000215945305293e-69,2.236538179902155e-48,3.2624061209927968e-46,2.2436167065378404e-38,4.1494814694385753e-36,8.4294582213464668e-50,6.2846301202291515e-54,2.5733608322576089e-51,1.3453311142026504e-74,1.4207714369452513e-71,1.2958846401852486e-114,3.663797132929306e-104,4.2043438211978583e-46,8.8355356205788219e-45,8.6846305596159864e-47,1.6197536426600801e-60,9.6073607687949337e-45,5.671496051586118e-53,1.6322703838347329e-67,9.3044458133269398e-32,3.6038392187759847e-39,5.4653791378606166e-44,2.2422740364228141e-44,1.2992350958198763e-68,8.2045027002405252e-74,7.4525338191489713e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.9174784502202235e-25,2.2221344395763081e-25,1.9451544696554674e-25,1.2726636479571003e-26,9.959462814851025e-27,1.4748799404666544e-26,1.4713489204888802e-31,1.5751005749191191e-24,8.9347775418790256e-32,9.0275489574060379e-25,6.3986805127428791e-32,3.8853101672378546e-32,1.361033649048751e-24,1.1146605063805839e-29,6.8051682454977894e-25,7.8007681057962944e-25,3.9003840530129797e-25
4.194303e-09,0.0021400133326598993,1.351881850440152e-30,7.0377084210872586e-33,4.1979143824364765e-29,1.823224758898864e-33,2.1075552502519072e-32,0.0,0.0,1.4421183220151277e-22,8.0226479228359981e-30,3.6069081875425003e-41,7.0385382968470261e-42,5.8941163173324175e-43,1.0583824454700718e-64,5.7678936360745649e-55,2.9591684762999171e-41,1.1786718790475236e-22,4.2000165513029832e-29,9.5213139688108002e-80,3.0363544760246347e-82,1.613804585930064e-51,2.2006826248709708e-52,2.0504852467580389e-42,3.127722844993738e-38,6.974325042992152e-33,3.4126393202964649e-51,2.2897776995869897e-48,3.8685335037396421e-27,7.2512170658158243e-32,3.4235314714880253e-25,7.3612416354598519e-39,5.2095117977117868e-51,1.5229259173738406e-49,2.5784041455548234e-36,6.2345001116657136e-62,7.968875355943981e-52,1.4961448609711981e-23,2.8377041129127478e-30,7.5748482124693422e-37,6.8013892194088636e-39,1.277049573484062e-25,3.511073518548226e-69,1.0001911450984151e-46,7.5275511975806763e-45,3.1721286595073195e-37,2.9211755877124149e-35,8.8093674894962615e-49,3.2615216708228702e-53,2.689352363171879e-50,2.0195212581486657e-72,1.0649660784773723e-69,1.1445558363663854e-112,2.9173975179135147e-103,1.1758919473718982e-44,1.9680797132105186e-43,4.0189798457259005e-45,3.7639804367282875e-59,1.1469404588091418e-43,1.4423803207039402e-51,1.7141526073207808e-66,6.5909801239700034e-31,1.2706871815624023e-38,7.7272048011456419e-43,1.3234268668478742e-43,1.6048033403239476e-67,4.2395341892016609e-72,1.9238134441774326e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.6064652348090259e-25,4.1794744322941577e-25,3.7072156021040081e-25,4.8301039354779715e-26,3.8228426351321608e-26,5.5976117337815764e-26,8.5355352196078097e-31,2.2464372850327072e-24,5.189802035818239e-31,2.7093532486384242e-24,7.5045502704228868e-31,4.562416739073889e-31,1.9411316427366588e-24,6.8189343642243908e-29,9.705658214353006e-25,2.341211544128774e-24,1.1706057721297318e-24
8.388607e-09,0.0021400133326598993,2.1298658423727433e-30,2.5606109439289584e-32,1.5279026604245281e-28,5.9538471003538025e-33,1.5439429141069651e-31,0.0,0.0,2.8842831643974636e-22,3.2091063537203641e-29,3.1605480058339182e-39,2.8756763681729216e-39,3.2548854830962248e-39,4.9559998445363685e-63,1.5815928458811955e-54,1.3879315864195243e-39,2.1117412797932686e-22,1.5294449801304125e-28,1.1486556624366349e-67,3.7361927650620191e-41,2.3901775859636224e-41,1.1236611215927551e-39,2.2418894259108707e-42,2.2904300779278291e-37,2.5373903081115121e-32,2.9333858239169227e-50,9.4992616689533967e-48,1.2382675340653326e-26,2.3208770742509757e-31,5.267322585756039e-25,4.2268658329324599e-38,5.5481993946944922e-50,1.3094724904427238e-48,1.6795515691319858e-35,1.0506843625290266e-60,1.0566526718917338e-50,5.4482203848774423e-23,2.079799743858973e-29,2.7704049442308621e-36,8.6076541565488762e-38,4.0873901682923809e-25,1.1240714075753496e-68,3.6264279900806004e-45,1.4139930788136567e-43,4.1006174720090681e-36,1.8746375163721364e-34,7.4907482528422681e-48,1.3591555730227954e-52,2.2868121858729329e-49,-1.4977231468261177e-67,7.2285077446936462e-68,-5.0878347299650879e-70,-1.1357674410090105e-95,2.987525327070299e-43,3.5455813104030355e-42,1.5173906881872191e-43,7.1687968952746033e-58,1.160945873924472e-42,3.0957366366104154e-50,1.4611091637717487e-65,4.2825778726026427e-30,4.075690189228818e-38,9.9889740852183222e-42,6.5880742990619919e-43,1.6527944945068096e-66,1.8884686611527324e-70,4.1602216876035277e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.4278131639127485e-25,7.4490929762466565e-25,6.7650042020759898e-25,1.7510442193138913e-25,1.4139993594539646e-25,2.0293175718282302e-25,4.1883079707537734e-30,2.7614512910776966e-24,2.5500195890139712e-30,7.1503662657417419e-24,7.4869497056514405e-30,4.5577070548473668e-30,2.3861454311530241e-24,3.6927704702072495e-28,1.1930727155963202e-24,6.1789944109189591e-24,3.089497205556679e-24
9.999999999999999e-09,0.0021400133326598993,2.2819887186651664e-30,3.7313052357847447e-32,2.2264811888873086e-28,8.130822966435664e-33,3.275238833042049e-31,0.0,0.0,3.4383535609131589e-22,5.058489118072652e-29,1.8916167997851994e-39,2.8852893631985745e-39,2.6511367499629925e-39,4.4000202507735151e-63,1.9509621776921765e-54,1.2121169771730785e-39,2.3725801747364194e-22,2.2297543895384845e-28,-8.6168078559229063e-67,-3.2343654849061454e-41,9.5776629698301167e-42,8.9561082690907754e-40,2.2227263546775666e-42,4.8565379819231434e-37,3.6961694783457567e-32,6.2865546871082283e-50,1.3705412473840376e-47,1.6745042892945601e-26,3.1383847332934013e-31,5.6047349959126442e-25,7.2580369213225259e-38,1.3517613614679573e-49,2.8496991877692256e-48,3.2289906212591079e-35,3.3872172951157149e-60,3.1679140858874324e-50,7.9428465675209085e-23,4.4145376551093703e-29,4.0428248161180156e-36,2.5149446989662888e-37,5.5271053341649446e-25,1.5199685730348789e-68,2.2532453425986164e-44,5.0809587832560326e-43,1.2318036327714808e-35,3.5503554065608657e-34,1.5883594595246402e-47,1.9628460257759533e-52,4.8490480612556951e-49,2.70150240223294e-66,4.5638595459671338e-67,-2.2836673031732522e-71,3.2186175986995828e-95,1.5120737534784967e-42,1.2359455301296907e-41,9.7462111557775808e-43,2.6385845017095816e-57,2.8154659486313598e-42,1.2708669324672697e-49,3.1004806115740954e-65,8.2272890766942028e-30,5.5136002709275021e-38,3.0006345691794831e-41,1.0531670546355372e-42,4.0315549345117137e-66,1.519085934307147e-69,1.7130459942889811e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.2050534007028587e-25,8.349828095647589e-25,7.6651941437786325e-25,2.5447924377354727e-25,2.0849406116527695e-25,2.949247882934621e-25,6.6508712384028138e-30,2.8085086831735315e-24,4.0515694492828611e-30,9.0074092808794339e-24,1.7995403465856122e-29,1.0962899443213298e-29,2.4268011310731699e-24,6.413435127532233e-28,1.2134005654379461e-24,7.7839388822631167e-24,3.8919694408599956e-24
1.6777215e-08,0.0021400133326598993,2.9217888413243539e-30,8.6550245985841522e-32,5.1645707063271204e-28,1.7286772814950581e-32,1.0556742892725594e-30,0.0,0.0,5.7686691340366143e-22,1.2836644174790541e-28,-3.4452684936233448e-39,2.9257198069716211e-39,1.1188346387974046e-40,2.0616749541615027e-63,3.5044599129370004e-54,4.726738946946563e-40,3.469619364674657e-22,5.1751236657371121e-28,-4.9688505349072709e-66,-3.2551218623810224e-40,-5.0666853878938274e-41,-6.3525695270577954e-41,2.1421300918115751e-42,1.5649103779699123e-36,8.5697760871612895e-32,2.0389350415495461e-49,3.1395689350519235e-47,3.5092337941955088e-26,6.5766677402800401e-31,7.0238279467319047e-25,2.0006570747523541e-37,4.7035466548691507e-49,9.3276021428656194e-48,9.7456390029150581e-35,1.3214234068007567e-59,1.2047481344683313e-49,1.8434773728929741e-22,1.4234004906856703e-28,9.3943827799739517e-36,9.472110735772512e-37,1.158227574751478e-24,3.1850373726447855e-68,1.0204763015481703e-43,2.0503524834264366e-42,4.6878949978308943e-35,1.0598108761053173e-33,5.1182323163905025e-47,4.5018541955740703e-52,1.5625328837070294e-48,1.4693426023969447e-65,2.0718417907165355e-66,2.0209639031922465e-69,2.1532339705528095e-94,6.6150739385548299e-42,4.942894674081283e-41,4.4355077835265734e-42,1.0720912449449749e-56,9.7740652897633186e-42,5.3138850917571588e-49,9.9953676854398749e-65,2.481800030793166e-29,1.1561178840736083e-37,1.141956347805923e-40,2.7117692479614643e-42,1.4036172638205261e-65,7.1138205313520663e-69,7.1680835461028543e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0473979225363572e-24,1.2138150101657801e-24,1.1451223235227013e-24,5.8831477192279609e-25,4.9067929583618139e-25,6.8183012444577914e-25,1.7007947827391418e-29,3.0064231978653406e-24,1.0366804923349236e-29,1.6817781907443161e-23,6.2191977765524567e-29,3.7901930413510127e-29,2.5977913360289515e-24,1.7856037475682424e-27,1.2988956674176708e-24,1.4534032587126373e-23,7.267016291740678e-24
3.3554431e-08,0.0021400133326598993,3.4624156992635126e-30,2.6280128403821091e-31,1.5665209592600528e-27,4.4146557248104758e-32,6.5232110412025867e-30,0.0,0.0,1.1537510146740564e-21,5.1347369167843352e-28,-7.5866705536639307e-39,1.1096867568559398e-38,-8.4049897083616133e-40,3.8976077751695813e-62,-7.6423379863837912e-39,1.004240205726324e-38,5.0227318190456939e-22,1.5730437085240794e-27,-3.1710224609200162e-65,-7.5275636948136674e-41,-9.8575021123611141e-41,9.0071354595741739e-41,2.6523923979955145e-42,9.6554766714945163e-36,2.595105713437601e-31,1.1865226293220632e-48,8.4972160957885053e-47,8.7623220242335575e-26,1.6419156445413221e-30,8.1221038176443341e-25,7.5358653792198879e-37,3.123528709496337e-48,6.0522560377666792e-47,5.0046783286086869e-34,1.2195577769030973e-58,1.0922691246525896e-48,5.6033819030582027e-22,8.8121163439594584e-28,2.8585549250652818e-35,8.7836881521918897e-36,2.8915222175556651e-24,7.952560940258962e-68,2.2070598406240845e-42,2.2561966130139787e-41,4.6507853598942276e-34,5.1803383122992239e-33,2.876823103842437e-46,1.219655963395247e-51,8.78273545267311e-48,-2.1027187028365048e-64,5.6781109140182386e-65,2.7773143764213852e-69,1.454347654563246e-86,1.2376024424982513e-40,5.2805010970347737e-40,9.8701304323415814e-41,1.2549506471374291e-55,6.8198749065030575e-41,7.1778579194662763e-48,5.6214835990178e-64,1.2735161031559643e-28,2.8876930290281649e-37,1.1329165515615888e-39,9.1972636819765221e-42,9.8359021480152257e-65,2.4362320229001422e-67,9.7006470982743263e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.499700706976727e-24,1.737989733072539e-24,1.7272532016348482e-24,1.771390405750715e-24,1.5443517454836958e-24,2.0530936873122256e-24,5.6927992818468626e-29,3.0738400723739511e-24,3.4726214274005119e-29,3.6575256423603654e-23,4.2831553086665198e-28,2.6123855805283233e-28,2.6559444086551399e-24,7.9460489878758769e-27,1.3279722014422662e-24,3.1612450474690047e-23,1.5806225216964491e-23
6.7108863e-08,0.0021400133326598993,3.6849690286496009e-30,7.0223388979273967e-31,4.1713660199197833e-27,1.0131903806399161e-31,3.5641362160307432e-29,0.0,0.0,2.3075237151288625e-21,2.053917168260871e-27,4.0158806585191733e-38,3.8539302400884064e-38,3.0094938380716748e-39,-1.1283388012661291e-63,1.5795805311203829e-38,-4.3790576473567961e-40,6.2666975145762209e-22,4.2070080413702201e-27,-3.1832938382725661e-65,-1.304615908939753e-40,-1.9280832372326234e-40,1.6592531245444146e-40,2.9945091358629275e-42,5.2602361008946355e-35,6.8877566278675914e-31,6.1860658368352475e-48,1.9950744459007014e-46,1.9797289423128163e-25,3.7090716194745069e-30,8.5291718072396936e-25,2.2626438260627028e-36,1.6889417695925414e-47,4.3540532203743787e-46,2.3226265924770169e-33,8.4646416449775817e-58,7.4764187709625462e-48,1.4985353563758005e-21,4.8332005816631814e-27,7.6487307119903725e-35,6.7720015588631038e-35,6.531541315623265e-24,1.796807338307795e-67,3.7325195066599936e-41,1.9150293002785264e-40,4.0014704832793285e-33,2.1903066507777025e-32,1.3982293105604563e-45,2.8649516486379435e-51,4.2688410264796184e-47,-1.8528619176875085e-64,1.0787567087699629e-63,-1.1200584772886437e-68,-5.5368795966933976e-86,1.930079628905939e-39,4.3994564314013427e-39,1.6985554557711116e-39,1.1844628699594046e-54,3.9874320778450329e-40,7.9053763117094574e-47,2.7330773544428074e-63,5.9056952142132063e-28,6.5243918456348062e-37,9.7474549787681414e-39,2.6017295678938291e-41,5.7629874114104951e-64,9.1647140471583626e-66,1.0693751936901152e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.8505727353125581e-24,2.1446358221975283e-24,2.2516912328843157e-24,4.6899319610289452e-24,4.2915206876663983e-24,5.4365013588619695e-24,1.5915377905966534e-28,3.0865441314441318e-24,9.7135638167351303e-29,7.6208999469648219e-23,2.4744485498845451e-27,1.5100503150470879e-27,2.6666693365485071e-24,3.3618124262699575e-26,1.3333346593799804e-24,6.5883885723778668e-23,3.2941942727143527e-23
9.999999999999998e-08,0.0021400133326598993,3.710063393844831e-30,1.1755111828648414e-30,6.9429014741641309e-27,1.5814001062979164e-31,1.0287722776132528e-28,0.0,0.0,3.438488505105156e-21,5.0739155766233422e-27,8.3969155708146724e-38,5.6481530943088233e-39,2.0448920856854479e-39,-2.8732957582064996e-62,1.3032499130855193e-38,-7.332518291747638e-39,6.5721046222796786e-22,7.0457795158407421e-27,2.1651784447135299e-64,1.8656457957112664e-40,-5.8848583921757126e-40,-2.2356946510479449e-40,1.7544623326447713e-42,1.5116047434692751e-34,1.1415256637867593e-30,1.8526751455082622e-47,3.1328506129162887e-46,3.0721978798446468e-25,5.7551700096000007e-30,8.5700307591969618e-25,3.916141163363502e-36,4.7616233983748693e-47,2.1625708755084068e-45,6.1253396265929138e-33,2.732807989123795e-57,2.3312442686545602e-47,2.5095744624979815e-21,1.40397613708666e-26,1.281139335404209e-34,2.4761866262352278e-34,1.0133845819368583e-23,2.7882515644932239e-67,2.6780574100410505e-40,7.3142042970976898e-40,1.6728774985079656e-32,5.0582061584290306e-32,3.7534240833693733e-45,4.499426960980099e-51,1.1459970097921879e-46,-6.6853982479044753e-64,8.1658793613935476e-63,-1.7211961623602876e-68,-1.1266347859586899e-84,1.3297690018235148e-38,1.6653229978562387e-38,1.2282872425261237e-38,5.1686419288595714e-54,1.1897820120238585e-39,4.1102504505274342e-46,7.3379083908100298e-63,1.5555824380752055e-27,1.012346593769241e-36,4.0750763628430564e-38,4.4397300551947292e-41,1.7210618192471176e-63,2.191390998159745e-64,5.5622859071015944e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.9333467476799374e-24,2.240593157343946e-24,2.401140076313222e-24,7.8090837520058574e-24,7.3490060667016805e-24,9.0539294183502478e-24,2.6999120217305814e-28,3.0899032185199193e-24,1.6483740886523246e-28,1.1505811635021871e-22,7.3250984584720666e-27,4.4719560474941523e-27,2.6693019114795775e-24,8.4956465677868714e-26,1.3346509403188705e-24,9.9499671923560438e-23,4.9749835547333784e-23
1.34217727e-07,0.0021400133326598993,3.7361698837934355e-30,1.6678770505951112e-30,9.8262205745088284e-27,2.1725272926676178e-31,1.7282490070873124e-28,0.0,0.0,4.6150682150136709e-21,8.2157188252547795e-27,1.295464966819162e-37,-2.8569586708624487e-38,1.0413852921418388e-39,-5.7450946546096547e-62,1.0157741213651462e-38,-1.4505209500934955e-38,6.8898296384521666e-22,9.9990464499944585e-27,4.748852973185183e-64,5.1637728725679695e-40,-1.0001221169547183e-39,-6.2877363808451478e-40,4.6440103194417082e-43,2.5369370741315146e-34,1.6125363173092492e-30,3.136517085900944e-47,4.3165164214301698e-46,4.2087290937228496e-25,7.8837931742067363e-30,8.6125376650415369e-25,5.6363285951018976e-36,7.9582347265752034e-47,3.9593977651496373e-45,1.0081426534160738e-32,4.6952332473077749e-57,3.9787176992899701e-47,3.5613915559481978e-21,2.361764807310701e-26,1.8182280376853877e-34,4.3477311678268706e-34,1.3881441169448087e-23,3.8196834626163962e-67,5.0758220113987108e-40,1.29311428683117e-39,2.9969406675266444e-32,8.0417759394386595e-32,6.2036103377333577e-45,6.1998251571860766e-51,1.8941137179144248e-46,-1.1712844056936442e-63,1.5538845158927089e-62,-2.3465793832928297e-68,-2.2411078791181842e-84,2.5123787393477329e-38,2.9401231908583194e-38,2.3294084003124321e-38,9.3135138849905814e-54,2.0127255864545246e-39,7.5638564165097222e-46,1.2128464925342139e-62,2.559516979272016e-27,1.3867700584697775e-36,7.3004520969530954e-38,6.3518621563236519e-41,2.9119963401885241e-63,4.3758232995514683e-64,1.023640806429213e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.0194592635799387e-24,2.3404207156824618e-24,2.5566166025554151e-24,1.1054039511826785e-23,1.0529808238615681e-23,1.2817258298762922e-23,3.8529900334385891e-28,3.0933977868143662e-24,2.352697781432146e-28,1.5547412494276007e-22,1.2371388416299398e-26,7.5533235828459669e-27,2.6720406653967318e-24,1.3836542357364026e-25,1.3360203104875649e-24,1.3447127521822614e-22,6.7235636903684923e-23
2.68435455e-07,0.0021400133326598993,3.742735040087515e-30,3.6478417233372272e-30,2.112278102510867e-26,4.4952764220282885e-31,7.6261378714671351e-28,0.0,0.0,9.2301454799160834e-21,3.286294961854053e-26,1.6407672099256687e-37,3.8922232952858311e-39,5.7075936890081378e-40,1.2215405824524976e-62,3.5440056735750337e-40,3.1249490944228584e-39,7.068832892351935e-22,2.18853429088674e-26,-4.3108720687094845e-65,-3.5276596261989048e-41,-1.0541801942544509e-39,-5.5938881010575826e-41,2.1204817022338649e-42,1.109465384847157e-33,3.4311840206880249e-30,1.6783533875910709e-46,8.9673826831052626e-46,8.6727417256001827e-25,1.6242432087332577e-29,8.6220232323776228e-25,1.2344348901752828e-35,3.4718547659574085e-46,4.0167814544489955e-44,4.2174262398764734e-32,2.2434235143437895e-56,1.8056818847199677e-46,7.793781374567018e-21,1.0583374797026565e-25,3.9794717763025254e-34,2.3669176922811391e-33,2.859220725009245e-23,7.8711193317055666e-67,5.7492185789134288e-39,7.2208734406780369e-39,1.9471169089132398e-31,2.5508776046393956e-31,2.6168333570169554e-44,1.2881072916912316e-50,7.990934079591382e-46,2.3327206192830856e-62,1.8157793661802767e-61,1.9618880771010512e-68,-1.8748896775363459e-85,2.7765825053702929e-37,1.6329709341277688e-37,2.6424225866990652e-37,6.2027905346164742e-53,9.1645646317244523e-39,6.6658542348990504e-45,5.1171161892187389e-62,1.0670566746325409e-26,2.8565298977069866e-36,4.7431146148634782e-37,1.407310773033402e-40,1.3266315167608752e-62,2.5162040801722959e-62,9.0231165823192132e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.065791124864431e-24,2.394253190854833e-24,2.6604035789909916e-24,2.4049898941704711e-23,2.3512445525310432e-23,2.7901959012250134e-23,8.4997479092345871e-28,3.105518955806273e-24,5.1935405002499248e-28,3.1391369635606284e-22,5.5946062311260658e-26,3.4178835208885407e-26,2.6813957871511383e-24,5.6135043052715323e-25,1.340697844157238e-24,2.7175241661312637e-22,1.3587620506620093e-22
5.36870911e-07,0.0021400133326598993,3.7438300589420685e-30,7.61859913295492e-30,4.2618781416444968e-26,9.1421333214553856e-31,3.1426113455000864e-27,0.0,0.0,1.8460251272001661e-20,1.314516608304324e-25,2.6891697387510608e-37,-1.1274071475332531e-38,2.3653320851755313e-39,-5.9147302342903989e-63,1.3571720659491067e-39,-1.4956720017574748e-39,7.0978999035336001e-22,4.5760822147136366e-26,1.0828780667811792e-64,-6.6900172555213039e-42,-1.0955192417628165e-39,-2.8373342210615399e-42,2.0692981078939232e-42,4.5250680159782947e-33,6.8473636372999032e-30,1.0190195172600593e-45,1.8275234459883406e-45,1.7606371535566833e-24,3.2962778328364118e-29,8.6236057832844411e-25,2.495979957829757e-35,1.4590777149385879e-45,3.7571953159459323e-43,1.7352213070624151e-31,9.8354414745649787e-56,7.5037427539012037e-46,1.629127474307928e-20,4.4954490180555814e-25,8.3186826996423516e-34,1.1338830486420966e-32,5.7998238650965767e-23,1.5979249566665347e-66,5.6804352735745045e-38,3.5027824280582614e-38,1.0950955360774379e-30,6.970793798307169e-31,1.0753321614736735e-43,2.6252387371026291e-50,3.2846105339517276e-45,4.7514704786662424e-61,1.8216663518511362e-60,4.9744723276170013e-68,-3.6579084126969132e-86,2.6972146984846579e-36,7.8995793672507423e-37,2.5972748207033761e-36,3.5324515106585664e-52,3.923266006237045e-38,5.6329599948900151e-44,2.1034165179035607e-61,4.3576470050816788e-26,5.7945012000699216e-36,2.6676175133519461e-36,2.9583408097062007e-40,5.6810127958558607e-62,1.5685780923712612e-60,7.62579218703258e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.0729045444459113e-24,2.4027787922691675e-24,2.6798602912911283e-24,5.0032039443924768e-23,4.9665836532451602e-23,5.8112235914815259e-23,1.7851734181165388e-27,3.1296216417052428e-24,1.092093688932698e-27,6.3041911519858114e-22,2.3821709128471334e-25,1.4568798968738027e-25,2.7000187258598004e-24,2.2602749242407146e-24,1.3500092595855977e-24,5.4672889706137861e-22,2.7336443472656212e-22
